,MGY US Equity,MGY US Equity,MGY US Equity,MGY US Equity,MGY US Equity
2021-03-04,11.1351,11.9902,11.0686,11.3726,6154343.0
2021-03-05,11.8002,12.2467,11.2824,12.1992,4662211.0
2021-03-06,11.8002,12.2467,11.2824,12.1992,4662211.0
2021-03-07,11.8002,12.2467,11.2824,12.1992,4662211.0
2021-03-08,12.4937,12.5792,11.8287,12.1612,1976376.0
2021-03-09,12.1707,12.4462,11.8762,12.1422,2852550.0
2021-03-10,12.0757,12.3322,11.6671,12.0187,2314335.0
2021-03-11,12.3132,12.6315,12.2372,12.4652,1929196.0
2021-03-12,12.5887,12.6837,11.9569,12.0852,1371472.0
2021-03-13,12.5887,12.6837,11.9569,12.0852,1371472.0
2021-03-14,12.5887,12.6837,11.9569,12.0852,1371472.0
2021-03-15,11.9427,12.1042,11.7152,11.9997,1252930.0
2021-03-16,11.7242,11.8762,11.2301,11.5246,2161420.0
2021-03-17,11.4296,11.6766,11.0496,11.2681,2449953.0
2021-03-18,11.1921,11.2491,10.318,10.4035,2661312.0
2021-03-19,10.451,11.1398,10.2895,11.1066,4149702.0
2021-03-20,10.451,11.1398,10.2895,11.1066,4149702.0
2021-03-21,10.451,11.1398,10.2895,11.1066,4149702.0
2021-03-22,11.0306,11.0876,10.6505,10.8976,1892982.0
2021-03-23,10.451,10.603,9.9095,10.204,3346179.0
2021-03-24,10.5175,10.7646,10.204,10.28,1860064.0
2021-03-25,9.9855,10.7646,9.9285,10.7646,2107240.0
2021-03-26,11.0781,11.3394,10.7931,11.3251,2252998.0
2021-03-27,11.0781,11.3394,10.7931,11.3251,2252998.0
2021-03-28,11.0781,11.3394,10.7931,11.3251,2252998.0
2021-03-29,11.1731,11.2301,10.7266,10.9451,2110475.0
2021-03-30,10.8216,11.0733,10.7361,11.0401,1571839.0
2021-03-31,11.0211,11.2539,10.9071,10.9071,2137326.0
2021-04-01,11.0591,11.5864,10.9166,11.5816,1560400.0
2021-04-02,11.0591,11.5864,10.9166,11.5816,1560400.0
2021-04-03,11.0591,11.5864,10.9166,11.5816,1560400.0
2021-04-04,11.0591,11.5864,10.9166,11.5816,1560400.0
2021-04-05,11.5151,11.5911,10.9451,11.0971,1406987.0
2021-04-06,11.2681,11.6481,10.9546,11.1541,1752722.0
2021-04-07,11.1921,11.3821,11.0591,11.3726,1406228.0
2021-04-08,11.2396,11.3631,10.8928,11.1351,1943066.0
2021-04-09,11.1256,11.2966,10.9831,11.0686,856086.0
2021-04-10,11.1256,11.2966,10.9831,11.0686,856086.0
2021-04-11,11.1256,11.2966,10.9831,11.0686,856086.0
2021-04-12,11.2396,11.4106,10.6981,10.7171,1339086.0
2021-04-13,10.7076,10.7361,10.3418,10.3465,1619766.0
2021-04-14,10.4795,11.3821,10.4795,11.1256,1951224.0
2021-04-15,11.1161,11.1541,10.7456,10.9451,1041358.0
2021-04-16,11.0021,11.0021,10.5534,10.5555,684095.0
2021-04-17,11.0021,11.0021,10.5534,10.5555,684095.0
2021-04-18,11.0021,11.0021,10.5534,10.5555,684095.0
2021-04-19,10.4985,10.7456,10.337,10.5175,1270191.0
2021-04-20,10.4415,10.489,9.9095,10.128,1346489.0
2021-04-21,9.805,10.3655,9.7765,10.2705,1082486.0
2021-04-22,10.394,10.394,10.0995,10.2135,1343553.0
2021-04-23,10.223,10.47,10.1504,10.223,1032764.0
2021-04-24,10.223,10.47,10.1504,10.223,1032764.0
2021-04-25,10.223,10.47,10.1504,10.223,1032764.0
2021-04-26,10.1945,10.508,10.1375,10.4415,1069418.0
2021-04-27,10.451,10.5745,10.204,10.4605,907095.0
2021-04-28,10.5175,11.1398,10.4795,11.0401,1478975.0
2021-04-29,11.2586,11.3536,11.0021,11.1161,1247796.0
2021-04-30,10.8501,11.2111,10.6695,10.6981,959452.0
2021-05-01,10.8501,11.2111,10.6695,10.6981,959452.0
2021-05-02,10.8501,11.2111,10.6695,10.6981,959452.0
2021-05-03,10.9451,10.9688,10.6981,10.8501,2062063.0
2021-05-04,10.8691,10.9831,10.3607,10.8406,1202716.0
2021-05-05,10.9736,11.8477,10.8596,11.4581,2183208.0
2021-05-06,11.5246,11.5246,11.1541,11.4011,1140036.0
2021-05-07,11.1921,11.7337,11.0591,11.7052,1463846.0
2021-05-08,11.1921,11.7337,11.0591,11.7052,1463846.0
2021-05-09,11.1921,11.7337,11.0591,11.7052,1463846.0
2021-05-10,11.8382,12.1802,11.6006,11.6006,1339111.0
2021-05-11,11.1921,11.7242,10.9641,11.3726,1403215.0
2021-05-12,11.5151,11.8382,11.3061,11.3821,1195024.0
2021-05-13,11.2016,11.7242,10.8122,11.0496,1670682.0
2021-05-14,11.2586,11.9094,11.2586,11.7907,1077828.0
2021-05-15,11.2586,11.9094,11.2586,11.7907,1077828.0
2021-05-16,11.2586,11.9094,11.2586,11.7907,1077828.0
2021-05-17,11.7147,12.2087,11.7147,12.1992,1105259.0
2021-05-18,12.1612,12.2467,11.5816,11.5911,1481757.0
2021-05-19,11.1826,11.5199,11.0781,11.2871,1637478.0
2021-05-20,11.3061,11.4011,11.0496,11.3441,1048425.0
2021-05-21,11.4486,11.5341,11.2206,11.2206,1020609.0
2021-05-22,11.4486,11.5341,11.2206,11.2206,1020609.0
2021-05-23,11.4486,11.5341,11.2206,11.2206,1020609.0
2021-05-24,11.4201,11.6101,11.0591,11.5436,1339057.0
2021-05-25,11.4296,11.5626,11.1066,11.1351,1131250.0
2021-05-26,11.0971,11.6291,11.0116,11.5721,1334091.0
2021-05-27,11.9142,11.9712,11.7337,11.9237,1396518.0
2021-05-28,11.9237,12.3465,11.8144,12.2752,2867836.0
2021-05-29,11.9237,12.3465,11.8144,12.2752,2867836.0
2021-05-30,11.9237,12.3465,11.8144,12.2752,2867836.0
2021-05-31,11.9237,12.3465,11.8144,12.2752,2867836.0
2021-06-01,12.5412,13.1118,12.5032,13.0733,3223946.0
2021-06-02,13.3013,13.7764,12.9213,13.6718,3346593.0
2021-06-03,13.5388,13.7098,13.4153,13.5293,1389478.0
2021-06-04,13.7193,13.7479,13.2538,13.4628,1290358.0
2021-06-05,13.7193,13.7479,13.2538,13.4628,1290358.0
2021-06-06,13.7193,13.7479,13.2538,13.4628,1290358.0
2021-06-07,13.6243,13.8619,13.5958,13.7289,1981532.0
2021-06-08,13.6338,14.2086,13.3108,14.0899,1765632.0
2021-06-09,14.1944,14.2039,13.7954,13.8619,1142323.0
2021-06-10,14.0994,14.0994,13.6433,14.0234,978297.0
2021-06-11,14.2419,14.3844,14.1469,14.3844,1341784.0
2021-06-12,14.2419,14.3844,14.1469,14.3844,1341784.0
2021-06-13,14.2419,14.3844,14.1469,14.3844,1341784.0
2021-06-14,14.5554,14.735,14.2704,14.4224,1765160.0
2021-06-15,14.5127,15.211,14.4225,15.1825,2293590.0
2021-06-16,15.1255,15.3439,14.85,15.04,1623740.0
2021-06-17,15.0115,15.23,13.9189,14.1659,3593869.0
2021-06-18,12.9023,13.6338,12.8548,13.4438,5643397.0
2021-06-19,12.9023,13.6338,12.8548,13.4438,5643397.0
2021-06-20,12.9023,13.6338,12.8548,13.4438,5643397.0
2021-06-21,13.5958,14.0186,13.4723,13.9664,2920376.0
2021-06-22,13.8904,14.2799,13.7098,14.2134,1934868.0
2021-06-23,14.3844,14.8595,14.2657,14.6124,2265346.0
2021-06-24,14.6314,14.8975,14.4842,14.8785,1793058.0
2021-06-25,15.04,15.401,14.869,15.401,4834209.0
2021-06-26,15.04,15.401,14.869,15.401,4834209.0
2021-06-27,15.04,15.401,14.869,15.401,4834209.0
2021-06-28,15.363,15.401,14.2609,14.5744,2266576.0
2021-06-29,14.7835,14.964,14.4319,14.5269,1439977.0
2021-06-30,14.7169,15.0305,14.6124,14.85,1998135.0
2021-07-01,15.42,15.5625,15.192,15.2775,2733903.0
2021-07-02,15.268,15.5435,15.135,15.1635,1169863.0
2021-07-03,15.268,15.5435,15.135,15.1635,1169863.0
2021-07-04,15.268,15.5435,15.135,15.1635,1169863.0
2021-07-05,15.268,15.5435,15.135,15.1635,1169863.0
2021-07-06,15.0875,15.096,14.2562,14.4319,1644885.0
2021-07-07,14.4794,14.793,14.0519,14.2989,1741256.0
2021-07-08,13.9854,14.4509,13.8714,14.2514,1491123.0
2021-07-09,14.4224,14.8405,14.1754,14.7264,1307958.0
2021-07-10,14.4224,14.8405,14.1754,14.7264,1307958.0
2021-07-11,14.4224,14.8405,14.1754,14.7264,1307958.0
2021-07-12,14.4699,15.021,14.3084,14.983,961404.0
2021-07-13,14.907,14.964,14.6884,14.7264,826509.0
2021-07-14,14.9165,15.0875,13.8809,14.0139,2984063.0
2021-07-15,13.7193,14.1089,13.4818,13.6718,2218979.0
2021-07-16,13.8144,13.8286,13.0543,13.0923,1931153.0
2021-07-17,13.8144,13.8286,13.0543,13.0923,1931153.0
2021-07-18,13.8144,13.8286,13.0543,13.0923,1931153.0
2021-07-19,12.4842,12.8358,12.1517,12.4177,3394982.0
2021-07-20,12.4082,13.0353,12.2562,12.9878,1621778.0
2021-07-21,13.3251,13.6053,13.2491,13.3393,1251296.0
2021-07-22,13.4153,13.4438,12.9308,13.2063,1500873.0
2021-07-23,13.3013,13.3013,12.9213,13.0163,948326.0
2021-07-24,13.3013,13.3013,12.9213,13.0163,948326.0
2021-07-25,13.3013,13.3013,12.9213,13.0163,948326.0
2021-07-26,13.1208,13.6576,13.1208,13.5958,1242964.0
2021-07-27,13.4058,13.4581,12.9213,13.2063,1245851.0
2021-07-28,13.3393,13.6243,13.1018,13.5388,1362991.0
2021-07-29,13.8524,13.8524,13.3393,13.4343,703451.0
2021-07-30,13.3488,13.3488,13.0258,13.3013,1208861.0
2021-07-31,13.3488,13.3488,13.0258,13.3013,1208861.0
2021-08-01,13.3488,13.3488,13.0258,13.3013,1208861.0
2021-08-02,13.3868,13.8144,12.9878,13.1968,2387623.0
2021-08-03,13.5008,13.6053,12.7503,13.3868,1856594.0
2021-08-04,13.1113,13.3488,12.5602,12.6742,2820064.0
2021-08-05,12.8928,13.8429,12.8548,13.5198,1531970.0
2021-08-06,14.0234,14.3179,13.7003,13.7574,1216768.0
2021-08-07,14.0234,14.3179,13.7003,13.7574,1216768.0
2021-08-08,14.0234,14.3179,13.7003,13.7574,1216768.0
2021-08-09,13.3203,13.4153,13.0353,13.1968,1037542.0
2021-08-10,13.3773,13.8429,13.2063,13.7003,1694040.0
2021-08-11,13.6335,14.1589,13.3277,14.1494,1242286.0
2021-08-12,14.0825,14.3978,13.987,14.3309,941206.0
2021-08-13,14.2927,14.3022,13.7481,13.7672,1084814.0
2021-08-14,14.2927,14.3022,13.7481,13.7672,1084814.0
2021-08-15,14.2927,14.3022,13.7481,13.7672,1084814.0
2021-08-16,13.4424,13.5857,13.2513,13.3373,825641.0
2021-08-17,13.2131,13.6048,13.0889,13.28,715874.0
2021-08-18,13.28,13.5761,12.7736,12.7736,1414998.0
2021-08-19,12.4679,12.8308,12.2338,12.4966,1957168.0
2021-08-20,12.3437,12.6781,12.2195,12.6112,1160685.0
2021-08-21,12.3437,12.6781,12.2195,12.6112,1160685.0
2021-08-22,12.3437,12.6781,12.2195,12.6112,1160685.0
2021-08-23,13.1271,13.3803,13.0507,13.3373,766798.0
2021-08-24,13.5188,13.729,13.4233,13.6908,1045248.0
2021-08-25,13.6526,14.0825,13.5284,13.8628,864047.0
2021-08-26,13.8054,13.9105,13.5284,13.7959,1342059.0
2021-08-27,14.0634,14.5602,14.0347,14.4169,1009623.0
2021-08-28,14.0634,14.5602,14.0347,14.4169,1009623.0
2021-08-29,14.0634,14.5602,14.0347,14.4169,1009623.0
2021-08-30,14.9233,15.0379,14.4885,14.7417,1297224.0
2021-08-31,14.5793,15.1143,14.4742,14.9806,1991752.0
2021-09-01,15.0283,15.0857,14.6749,14.8564,1234705.0
2021-09-02,15.0761,15.8213,15.0761,15.6302,1620203.0
2021-09-03,15.506,15.9169,15.1334,15.1908,1916455.0
2021-09-04,15.506,15.9169,15.1334,15.1908,1916455.0
2021-09-05,15.506,15.9169,15.1334,15.1908,1916455.0
2021-09-06,15.506,15.9169,15.1334,15.1908,1916455.0
2021-09-07,15.057,15.2624,14.9185,15.0092,1566419.0
2021-09-08,15.1143,15.2815,14.7608,15.2099,1074463.0
2021-09-09,15.1621,15.7258,15.0475,15.3723,1484601.0
2021-09-10,15.8978,15.936,15.2863,15.3054,1018568.0
2021-09-11,15.8978,15.936,15.2863,15.3054,1018568.0
2021-09-12,15.8978,15.936,15.2863,15.3054,1018568.0
2021-09-13,15.6207,15.8691,15.3245,15.6016,1138376.0
2021-09-14,15.8404,15.8404,15.1143,15.1812,982436.0
2021-09-15,15.5825,16.2226,15.3914,16.1748,1627721.0
2021-09-16,16.0888,16.471,15.7694,16.4232,1313398.0
2021-09-17,16.4232,16.471,15.9264,15.9646,4236384.0
2021-09-18,16.4232,16.471,15.9264,15.9646,4236384.0
2021-09-19,16.4232,16.471,15.9264,15.9646,4236384.0
2021-09-20,15.3627,15.6685,15.0092,15.4296,1694335.0
2021-09-21,15.764,15.764,15.2385,15.315,1268310.0
2021-09-22,15.6494,15.8595,15.4965,15.5634,1351855.0
2021-09-23,15.5729,16.6239,15.4583,16.5092,1763924.0
2021-09-24,15.7974,15.9933,15.3054,15.8786,5707276.0
2021-09-25,15.7974,15.9933,15.3054,15.8786,5707276.0
2021-09-26,15.7974,15.9933,15.3054,15.8786,5707276.0
2021-09-27,16.3181,17.3022,16.1557,17.0442,3922121.0
2021-09-28,17.3882,17.541,16.8818,17.092,2569284.0
2021-09-29,17.1971,17.1971,16.5092,16.7481,1831798.0
2021-09-30,16.8914,17.1971,16.4041,16.9965,2586759.0
2021-10-01,16.9965,17.713,16.9965,17.6175,2415282.0
2021-10-02,16.9965,17.713,16.9965,17.6175,2415282.0
2021-10-03,16.9965,17.713,16.9965,17.6175,2415282.0
2021-10-04,17.9614,18.334,17.7703,18.3245,2382492.0
2021-10-05,18.5633,18.7351,17.4359,18.1143,2713040.0
2021-10-06,17.7417,18.1334,17.5649,17.9136,3040568.0
2021-10-07,18.1811,18.4009,17.8945,18.0952,2916680.0
2021-10-08,18.42,19.1651,18.3101,18.9072,2955316.0
2021-10-09,18.42,19.1651,18.3101,18.9072,2955316.0
2021-10-10,18.42,19.1651,18.3101,18.9072,2955316.0
2021-10-11,19.4518,19.7002,19.0028,19.1079,2238926.0
2021-10-12,19.0028,19.5665,18.783,18.9741,1939777.0
2021-10-13,18.7257,19.5187,18.5633,19.3658,2978203.0
2021-10-14,19.7575,19.7862,19.2799,19.5378,2189700.0
2021-10-15,20.1588,20.4357,19.3563,19.3563,2608717.0
2021-10-16,20.1588,20.4357,19.3563,19.3563,2608717.0
2021-10-17,20.1588,20.4357,19.3563,19.3563,2608717.0
2021-10-18,19.7002,20.2735,19.5044,19.7862,2010268.0
2021-10-19,19.9104,20.0346,19.5187,19.576,2037209.0
2021-10-20,19.299,19.9438,18.9741,19.9009,1922910.0
2021-10-21,19.8913,20.0251,19.49,19.6907,1358665.0
2021-10-22,19.834,20.0633,19.577,20.0155,1861474.0
2021-10-23,19.834,20.0633,19.577,20.0155,1861474.0
2021-10-24,19.834,20.0633,19.577,20.0155,1861474.0
2021-10-25,20.2926,21.0306,20.2926,20.8085,1772548.0
2021-10-26,20.8658,21.1047,20.6365,20.9709,2231383.0
2021-10-27,20.6365,21.0378,20.2782,20.3881,2291359.0
2021-10-28,20.3594,20.7129,20.1254,20.4263,1899538.0
2021-10-29,20.3308,20.4454,19.6142,19.9486,2114595.0
2021-10-30,20.3308,20.4454,19.6142,19.9486,2114595.0
2021-10-31,20.3308,20.4454,19.6142,19.9486,2114595.0
2021-11-01,20.2066,20.7512,20.111,20.6843,2345372.0
2021-11-02,20.5887,21.0855,19.5474,19.7384,2409593.0
2021-11-03,19.3276,19.7253,19.2034,19.3372,2103182.0
2021-11-04,19.9964,20.1875,19.3945,19.49,1922510.0
2021-11-05,19.8435,19.9096,19.3181,19.7671,1227951.0
2021-11-06,19.8435,19.9096,19.3181,19.7671,1227951.0
2021-11-07,19.8435,19.9096,19.3181,19.7671,1227951.0
2021-11-08,19.9677,20.4072,19.7767,20.1206,1659437.0
2021-11-09,20.0442,20.3325,19.4614,20.0346,914539.0
2021-11-10,19.8244,19.92,18.7066,19.1556,1856444.0
2021-11-11,19.4709,19.6716,19.2321,19.2416,1009678.0
2021-11-12,19.0219,19.49,18.8786,19.3658,1807283.0
2021-11-13,19.0219,19.49,18.8786,19.3658,1807283.0
2021-11-14,19.0219,19.49,18.8786,19.3658,1807283.0
2021-11-15,19.4423,19.5951,18.9264,19.5856,1375775.0
2021-11-16,19.5569,19.6324,19.041,19.4041,986725.0
2021-11-17,19.0888,19.5569,18.592,18.7735,1710280.0
2021-11-18,19.041,19.213,18.4773,19.0219,1493908.0
2021-11-19,18.2576,18.4009,17.6366,18.2862,2345611.0
2021-11-20,18.2576,18.4009,17.6366,18.2862,2345611.0
2021-11-21,18.2576,18.4009,17.6366,18.2862,2345611.0
2021-11-22,18.1811,19.0506,18.1811,18.3436,1395031.0
2021-11-23,18.6875,19.2416,18.4869,18.9168,1556467.0
2021-11-24,18.678,19.3849,18.678,19.2799,880344.0
2021-11-25,18.678,19.3849,18.678,19.2799,880344.0
2021-11-26,17.9614,18.2194,17.5601,17.9805,1684482.0
2021-11-27,17.9614,18.2194,17.5601,17.9805,1684482.0
2021-11-28,17.9614,18.2194,17.5601,17.9805,1684482.0
2021-11-29,18.6684,18.9837,18.1429,18.4869,1202866.0
2021-11-30,17.9423,18.5538,17.7608,18.1238,2459988.0
2021-12-01,18.7257,18.783,17.3117,17.3308,1793149.0
2021-12-02,17.2258,17.9519,16.8054,17.7512,1863061.0
2021-12-03,18.1525,18.3245,17.2735,17.5315,1461008.0
2021-12-04,18.1525,18.3245,17.2735,17.5315,1461008.0
2021-12-05,18.1525,18.3245,17.2735,17.5315,1461008.0
2021-12-06,17.9805,18.9837,17.5315,18.7066,2295893.0
2021-12-07,18.162,20.4453,18.1429,19.748,4140425.0
2021-12-08,20.1015,20.3117,19.7002,20.0824,1946088.0
2021-12-09,19.748,20.0045,19.3945,19.4136,1935575.0
2021-12-10,19.7384,19.8435,18.9837,19.5283,2304073.0
2021-12-11,19.7384,19.8435,18.9837,19.5283,2304073.0
2021-12-12,19.7384,19.8435,18.9837,19.5283,2304073.0
2021-12-13,19.3467,19.4327,18.5442,18.7735,1607426.0
2021-12-14,18.4104,18.8022,18.2003,18.334,2056594.0
2021-12-15,18.248,18.4487,17.038,18.248,2806685.0
2021-12-16,18.4296,18.8499,17.8945,17.9519,2245649.0
2021-12-17,17.6366,17.8659,17.1207,17.6843,4343579.0
2021-12-18,17.6366,17.8659,17.1207,17.6843,4343579.0
2021-12-19,17.6366,17.8659,17.1207,17.6843,4343579.0
2021-12-20,16.9869,17.2544,16.4614,17.0729,2176590.0
2021-12-21,17.3786,17.8372,17.2926,17.8277,1642697.0
2021-12-22,17.6843,18.2767,17.3977,18.0187,975976.0
2021-12-23,18.0474,18.1382,17.8468,17.8945,627998.0
2021-12-24,18.0474,18.1382,17.8468,17.8945,627998.0
2021-12-25,18.0474,18.1382,17.8468,17.8945,627998.0
2021-12-26,18.0474,18.1382,17.8468,17.8945,627998.0
2021-12-27,17.799,18.7926,17.4837,18.783,873535.0
2021-12-28,18.8022,19.0697,18.3149,18.4773,610701.0
2021-12-29,18.3531,18.6636,18.1716,18.5346,743273.0
2021-12-30,18.7066,18.8213,18.0331,18.0952,655102.0
2021-12-31,17.8181,18.1429,17.8181,18.0283,595918.0
2022-01-01,17.8181,18.1429,17.8181,18.0283,595918.0
2022-01-02,17.8181,18.1429,17.8181,18.0283,595918.0
2022-01-03,18.1907,18.9455,17.9805,18.9264,1021838.0
2022-01-04,18.9455,20.2352,18.9455,20.1206,1148958.0
2022-01-05,19.6142,20.1588,19.0123,19.0506,1419714.0
2022-01-06,19.8817,20.3212,19.1843,19.299,1932625.0
2022-01-07,19.4327,19.4948,18.955,19.0028,1100374.0
2022-01-08,19.4327,19.4948,18.955,19.0028,1100374.0
2022-01-09,19.4327,19.4948,18.955,19.0028,1100374.0
2022-01-10,18.7735,19.0028,18.4009,18.8308,1160976.0
2022-01-11,19.127,20.2926,18.7544,20.0633,1675724.0
2022-01-12,20.3117,20.541,19.9295,20.1779,1026073.0
2022-01-13,20.0155,20.5219,19.8435,20.1206,1447798.0
2022-01-14,20.2066,21.2575,20.2066,21.2384,1938958.0
2022-01-15,20.2066,21.2575,20.2066,21.2384,1938958.0
2022-01-16,20.2066,21.2575,20.2066,21.2384,1938958.0
2022-01-17,20.2066,21.2575,20.2066,21.2384,1938958.0
2022-01-18,21.5059,21.8212,20.3021,20.3977,2368601.0
2022-01-19,20.6556,20.8276,19.8445,20.4932,1430598.0
2022-01-20,20.0824,20.7034,19.5091,19.5665,1211094.0
2022-01-21,19.3563,19.6142,18.783,18.9646,1507560.0
2022-01-22,19.3563,19.6142,18.783,18.9646,1507560.0
2022-01-23,19.3563,19.6142,18.783,18.9646,1507560.0
2022-01-24,18.4009,19.7862,18.1525,19.6525,1727055.0
2022-01-25,19.5091,20.9327,18.955,20.7416,1403009.0
2022-01-26,21.2575,21.7161,20.3594,20.7129,1755386.0
2022-01-27,21.2862,21.6492,20.283,20.8276,978337.0
2022-01-28,20.8467,21.0378,19.963,20.7512,1370082.0
2022-01-29,20.8467,21.0378,19.963,20.7512,1370082.0
2022-01-30,20.8467,21.0378,19.963,20.7512,1370082.0
2022-01-31,20.7894,21.1715,20.0728,20.6652,1435389.0
2022-02-01,20.4359,21.6779,20.2639,21.5919,1418168.0
2022-02-02,21.7352,22.1268,20.904,21.4773,1036271.0
2022-02-03,21.162,21.9932,20.9327,21.8021,1467126.0
2022-02-04,21.525,22.2989,20.8085,20.9231,4180415.0
2022-02-05,21.525,22.2989,20.8085,20.9231,4180415.0
2022-02-06,21.525,22.2989,20.8085,20.9231,4180415.0
2022-02-07,20.7034,21.2862,20.3308,20.9613,1880016.0
2022-02-08,20.3594,20.7894,19.5378,19.7098,2656556.0
2022-02-09,19.6525,20.5935,19.6047,20.5505,2632193.0
2022-02-10,20.3881,21.2193,19.8817,20.0537,1674213.0
2022-02-11,20.3817,20.9508,20.208,20.7675,1070569.0
2022-02-12,20.3817,20.9508,20.208,20.7675,1070569.0
2022-02-13,20.3817,20.9508,20.208,20.7675,1070569.0
2022-02-14,20.7096,20.7096,19.8704,20.1019,1625343.0
2022-02-15,19.3399,19.7065,19.1375,19.3978,1572481.0
2022-02-16,19.7547,20.3576,19.4267,19.5811,1265235.0
2022-02-17,19.5907,20.7964,19.5328,19.9765,1786797.0
2022-02-18,19.5135,20.1405,19.4364,19.7933,1264656.0
2022-02-19,19.5135,20.1405,19.4364,19.7933,1264656.0
2022-02-20,19.5135,20.1405,19.4364,19.7933,1264656.0
2022-02-21,19.5135,20.1405,19.4364,19.7933,1264656.0
2022-02-22,20.4588,20.6518,19.1952,19.4557,1941633.0
2022-02-23,19.8319,20.401,19.5618,19.7258,1955152.0
2022-02-24,20.4878,20.6421,19.4653,20.0923,2833742.0
2022-02-25,20.208,20.2273,19.5907,20.2177,1248381.0
2022-02-26,20.208,20.2273,19.5907,20.2177,1248381.0
2022-02-27,20.208,20.2273,19.5907,20.2177,1248381.0
2022-02-28,20.2852,21.597,20.2515,21.5585,2253211.0
2022-03-01,21.9443,22.5713,21.3848,21.7417,2290271.0
2022-03-02,22.2047,22.4362,21.5102,22.0793,1670716.0
2022-03-03,21.8671,22.1083,21.2787,21.8768,1213948.0
2022-03-04,21.925,23.0536,21.8768,22.9571,1981198.0
2022-03-05,21.925,23.0536,21.8768,22.9571,1981198.0
2022-03-06,21.925,23.0536,21.8768,22.9571,1981198.0
2022-03-07,23.2368,24.1436,22.388,23.0053,2635021.0
2022-03-08,23.8059,24.3172,22.3494,22.7449,2377618.0
2022-03-09,21.7514,22.4748,21.2382,22.3687,2903955.0
2022-03-10,21.1726,22.3977,21.1244,22.1854,10894648.0
2022-03-11,21.79,22.1179,21.2257,21.6839,2634151.0
2022-03-12,21.79,22.1179,21.2257,21.6839,2634151.0
2022-03-13,21.79,22.1179,21.2257,21.6839,2634151.0
2022-03-14,21.3848,21.3848,20.208,20.8543,3331683.0
2022-03-15,20.073,21.2932,19.774,20.7964,3048835.0
2022-03-16,20.864,21.1051,20.4492,20.9894,2033140.0
2022-03-17,21.6935,22.5713,21.6067,22.4459,1848092.0
2022-03-18,22.6677,22.7545,22.0986,22.388,4257443.0
2022-03-19,22.6677,22.7545,22.0986,22.388,4257443.0
2022-03-20,22.6677,22.7545,22.0986,22.388,4257443.0
2022-03-21,22.986,23.777,22.9378,23.2176,2147821.0
2022-03-22,23.1886,23.3709,22.3977,23.1307,1647712.0
2022-03-23,23.6323,24.0278,23.4394,23.5455,1346527.0
2022-03-24,23.6323,23.6757,23.2561,23.5359,1162671.0
2022-03-25,23.314,24.5583,23.314,24.539,1601674.0
2022-03-26,23.314,24.5583,23.314,24.539,1601674.0
2022-03-27,23.314,24.5583,23.314,24.539,1601674.0
2022-03-28,23.9603,24.076,23.4201,23.7481,1626029.0
2022-03-29,23.0873,23.9989,22.8124,23.8831,1339573.0
2022-03-30,24.2111,24.6934,23.5841,23.6998,1855770.0
2022-03-31,23.2754,23.9699,22.6967,22.8124,1967059.0
2022-04-01,22.7545,23.3912,22.6388,23.015,1605151.0
2022-04-02,22.7545,23.3912,22.6388,23.015,1605151.0
2022-04-03,22.7545,23.3912,22.6388,23.015,1605151.0
2022-04-04,23.4973,23.6757,23.0246,23.3237,2004103.0
2022-04-05,23.6613,23.8252,23.015,23.179,1676402.0
2022-04-06,23.4683,23.6227,22.4652,22.687,1510185.0
2022-04-07,23.1211,23.5841,22.7256,23.4683,1262376.0
2022-04-08,23.5648,24.9056,23.5648,24.6644,1828574.0
2022-04-09,23.5648,24.9056,23.5648,24.6644,1828574.0
2022-04-10,23.5648,24.9056,23.5648,24.6644,1828574.0
2022-04-11,24.4426,24.5776,23.5455,24.2304,1843187.0
2022-04-12,24.7609,25.6676,24.5294,24.6451,1689652.0
2022-04-13,25.0792,25.3492,24.5969,25.1081,1493041.0
2022-04-14,25.0696,25.5711,24.9924,25.3107,1542194.0
2022-04-15,25.0696,25.5711,24.9924,25.3107,1542194.0
2022-04-16,25.0696,25.5711,24.9924,25.3107,1542194.0
2022-04-17,25.0696,25.5711,24.9924,25.3107,1542194.0
2022-04-18,25.6001,25.8798,25.2094,25.4361,1739806.0
2022-04-19,25.33,25.6628,24.9056,25.0503,1394140.0
2022-04-20,25.465,25.6049,24.9152,25.3879,931363.0
2022-04-21,25.629,25.7544,23.7963,24.0182,1288836.0
2022-04-22,23.7577,24.24,22.8896,23.1597,1625985.0
2022-04-23,23.7577,24.24,22.8896,23.1597,1625985.0
2022-04-24,23.7577,24.24,22.8896,23.1597,1625985.0
2022-04-25,22.3784,22.851,21.2884,22.5906,2536452.0
2022-04-26,22.5134,23.0925,22.1227,22.1372,1225105.0
2022-04-27,22.3494,22.6002,21.9539,22.2337,1225958.0
2022-04-28,22.4845,23.5166,21.7417,23.179,1337536.0
2022-04-29,23.15,23.5069,22.2047,22.4169,1304519.0
2022-04-30,23.15,23.5069,22.2047,22.4169,1304519.0
2022-05-01,23.15,23.5069,22.2047,22.4169,1304519.0
2022-05-02,22.0215,22.5038,21.5295,22.3205,1470185.0
2022-05-03,22.3977,23.613,22.3398,23.4876,1547251.0
2022-05-04,24.1146,24.65,23.2368,24.5583,1084322.0
2022-05-05,24.7223,24.9442,23.3237,24.0085,1212840.0
2022-05-06,24.4136,24.7898,23.5359,24.7609,1684651.0
2022-05-07,24.4136,24.7898,23.5359,24.7609,1684651.0
