,MTD US Equity,MTD US Equity,MTD US Equity,MTD US Equity,MTD US Equity
2023-12-29,1218.15,1223.17,1208.835,1212.96,100774.0
2023-12-30,1218.15,1223.17,1208.835,1212.96,100774.0
2023-12-31,1218.15,1223.17,1208.835,1212.96,100774.0
2024-01-01,1218.15,1223.17,1208.835,1212.96,100774.0
2024-01-02,1201.58,1230.26,1197.69,1214.19,137523.0
2024-01-03,1199.22,1201.16,1146.33,1147.12,178510.0
2024-01-04,1137.34,1151.43,1137.34,1149.32,129615.0
2024-01-05,1132.19,1168.575,1115.64,1132.29,195971.0
2024-01-06,1132.19,1168.575,1115.64,1132.29,195971.0
2024-01-07,1132.19,1168.575,1115.64,1132.29,195971.0
2024-01-08,1132.29,1166.745,1130.82,1166.1,116030.0
2024-01-09,1155.54,1185.55,1130.15,1140.81,103320.0
2024-01-10,1135.29,1177.01,1122.21,1176.86,266665.0
2024-01-11,1171.53,1194.72,1166.53,1186.56,252140.0
2024-01-12,1198.69,1205.0,1180.47,1182.28,162631.0
2024-01-13,1198.69,1205.0,1180.47,1182.28,162631.0
2024-01-14,1198.69,1205.0,1180.47,1182.28,162631.0
2024-01-15,1198.69,1205.0,1180.47,1182.28,162631.0
2024-01-16,1168.55,1187.95,1168.55,1183.98,183686.0
2024-01-17,1173.8,1192.11,1150.0,1163.0,204503.0
2024-01-18,1164.09,1187.8,1162.19,1185.0,135091.0
2024-01-19,1188.69,1202.36,1174.65,1200.0,153689.0
2024-01-20,1188.69,1202.36,1174.65,1200.0,153689.0
2024-01-21,1188.69,1202.36,1174.65,1200.0,153689.0
2024-01-22,1205.74,1219.22,1202.0,1219.16,158480.0
2024-01-23,1229.37,1229.37,1202.108,1219.94,135437.0
2024-01-24,1223.55,1232.56,1194.65,1204.81,211541.0
2024-01-25,1218.0,1218.0,1198.395,1202.45,176998.0
2024-01-26,1224.21,1237.98,1215.739,1217.47,133080.0
2024-01-27,1224.21,1237.98,1215.739,1217.47,133080.0
2024-01-28,1224.21,1237.98,1215.739,1217.47,133080.0
2024-01-29,1217.75,1231.12,1212.315,1227.48,108754.0
2024-01-30,1224.95,1239.18,1221.48,1237.5,125655.0
2024-01-31,1240.09,1240.09,1193.89,1197.19,123433.0
2024-02-01,1196.03,1224.21,1187.005,1224.0,114021.0
2024-02-02,1213.46,1220.75,1193.43,1210.11,108940.0
2024-02-03,1213.46,1220.75,1193.43,1210.11,108940.0
2024-02-04,1213.46,1220.75,1193.43,1210.11,108940.0
2024-02-05,1203.32,1205.45,1186.0,1186.97,235101.0
2024-02-06,1185.98,1223.94,1185.98,1212.1,149761.0
2024-02-07,1216.11,1218.195,1203.76,1213.23,190647.0
2024-02-08,1212.98,1230.67,1207.54,1224.97,214127.0
2024-02-09,1240.8,1240.8,1169.94,1174.51,291051.0
2024-02-10,1240.8,1240.8,1169.94,1174.51,291051.0
2024-02-11,1240.8,1240.8,1169.94,1174.51,291051.0
2024-02-12,1181.53,1194.16,1169.41,1190.04,142153.0
2024-02-13,1166.98,1180.0,1133.463,1157.56,203566.0
2024-02-14,1174.23,1184.6,1165.38,1181.18,129052.0
2024-02-15,1183.05,1200.71,1182.27,1192.7,95100.0
2024-02-16,1189.21,1202.509,1186.78,1187.44,80360.0
2024-02-17,1189.21,1202.509,1186.78,1187.44,80360.0
2024-02-18,1189.21,1202.509,1186.78,1187.44,80360.0
2024-02-19,1189.21,1202.509,1186.78,1187.44,80360.0
2024-02-20,1177.96,1196.57,1176.77,1184.37,143968.0
2024-02-21,1177.3,1196.71,1177.3,1193.89,93197.0
2024-02-22,1195.0,1200.545,1174.59,1192.78,136878.0
2024-02-23,1200.4,1212.975,1200.4,1209.79,67829.0
2024-02-24,1200.4,1212.975,1200.4,1209.79,67829.0
2024-02-25,1200.4,1212.975,1200.4,1209.79,67829.0
2024-02-26,1206.41,1215.0,1195.26,1195.26,90227.0
2024-02-27,1205.24,1221.78,1200.08,1213.21,104863.0
2024-02-28,1213.21,1252.46,1213.21,1243.57,118807.0
2024-02-29,1246.98,1254.32,1236.095,1247.22,186599.0
2024-03-01,1241.55,1271.295,1223.025,1267.98,153329.0
2024-03-02,1241.55,1271.295,1223.025,1267.98,153329.0
2024-03-03,1241.55,1271.295,1223.025,1267.98,153329.0
2024-03-04,1268.0,1300.01,1262.935,1286.54,165341.0
2024-03-05,1285.0,1298.61,1272.105,1286.9,148989.0
2024-03-06,1295.49,1318.02,1295.49,1311.65,124236.0
2024-03-07,1326.91,1359.98,1326.91,1350.46,173277.0
2024-03-08,1356.01,1364.59,1313.61,1313.85,119116.0
2024-03-09,1356.01,1364.59,1313.61,1313.85,119116.0
2024-03-10,1356.01,1364.59,1313.61,1313.85,119116.0
2024-03-11,1310.54,1321.69,1289.621,1297.97,161914.0
2024-03-12,1300.0,1304.93,1288.19,1288.31,128423.0
2024-03-13,1292.18,1310.97,1287.32,1305.65,133987.0
2024-03-14,1297.76,1307.99,1288.45,1298.13,115384.0
2024-03-15,1289.14,1331.86,1289.14,1324.45,319912.0
2024-03-16,1289.14,1331.86,1289.14,1324.45,319912.0
2024-03-17,1289.14,1331.86,1289.14,1324.45,319912.0
2024-03-18,1324.45,1326.96,1304.66,1306.17,131921.0
2024-03-19,1305.9,1315.0,1295.72,1302.65,176602.0
2024-03-20,1300.01,1305.07,1287.1,1302.86,92006.0
2024-03-21,1309.54,1345.94,1300.79,1338.64,115554.0
2024-03-22,1343.74,1343.83,1308.8,1327.6,120770.0
2024-03-23,1343.74,1343.83,1308.8,1327.6,120770.0
2024-03-24,1343.74,1343.83,1308.8,1327.6,120770.0
2024-03-25,1338.65,1338.65,1309.37,1320.0,105208.0
2024-03-26,1320.08,1326.37,1308.8,1315.07,107450.0
2024-03-27,1326.15,1339.62,1313.48,1335.84,87569.0
2024-03-28,1340.77,1342.44,1331.27,1331.29,94138.0
2024-03-29,1340.77,1342.44,1331.27,1331.29,94138.0
2024-03-30,1340.77,1342.44,1331.27,1331.29,94138.0
2024-03-31,1340.77,1342.44,1331.27,1331.29,94138.0
2024-04-01,1345.04,1345.04,1320.29,1341.2,95212.0
2024-04-02,1324.93,1335.49,1313.94,1321.05,116578.0
2024-04-03,1312.83,1345.825,1312.83,1330.77,137090.0
2024-04-04,1330.0,1340.0,1283.67,1284.55,144180.0
2024-04-05,1287.54,1303.195,1285.48,1300.84,90855.0
2024-04-06,1287.54,1303.195,1285.48,1300.84,90855.0
2024-04-07,1287.54,1303.195,1285.48,1300.84,90855.0
2024-04-08,1302.48,1314.25,1300.74,1304.27,89232.0
2024-04-09,1309.95,1338.15,1309.95,1336.6,95722.0
2024-04-10,1305.11,1320.815,1300.13,1305.44,83377.0
2024-04-11,1326.0,1326.0,1305.82,1311.49,91422.0
2024-04-12,1298.0,1304.73,1251.0,1261.07,124777.0
2024-04-13,1298.0,1304.73,1251.0,1261.07,124777.0
2024-04-14,1298.0,1304.73,1251.0,1261.07,124777.0
2024-04-15,1277.32,1277.32,1239.48,1243.56,94632.0
2024-04-16,1242.72,1242.72,1223.51,1228.3,105206.0
2024-04-17,1235.28,1235.28,1196.82,1198.03,150807.0
2024-04-18,1175.0,1206.115,1142.91,1192.56,166952.0
2024-04-19,1201.65,1202.3,1185.87,1188.54,100804.0
2024-04-20,1201.65,1202.3,1185.87,1188.54,100804.0
2024-04-21,1201.65,1202.3,1185.87,1188.54,100804.0
2024-04-22,1195.94,1215.51,1186.76,1199.46,83733.0
2024-04-23,1223.72,1247.53,1217.03,1241.32,122561.0
2024-04-24,1234.94,1258.45,1227.92,1235.37,157084.0
2024-04-25,1232.89,1236.505,1206.44,1232.91,92019.0
2024-04-26,1230.67,1255.185,1221.32,1238.09,94952.0
2024-04-27,1230.67,1255.185,1221.32,1238.09,94952.0
2024-04-28,1230.67,1255.185,1221.32,1238.09,94952.0
2024-04-29,1240.85,1258.49,1240.85,1255.24,113344.0
2024-04-30,1243.8,1251.99,1229.38,1229.7,100576.0
2024-05-01,1225.59,1271.9,1220.08,1249.75,98747.0
