,MTD US Equity,MTD US Equity,MTD US Equity,MTD US Equity,MTD US Equity
2020-05-10,741.97,757.42,714.47,719.57,182015.0
2020-05-11,714.99,720.64,710.01,716.93,133424.0
2020-05-12,710.77,720.69,687.78,690.07,155426.0
2020-05-13,689.66,702.29,681.39,690.88,142436.0
2020-05-14,675.74,690.71,661.32,689.53,129181.0
2020-05-15,689.94,705.89,678.85,698.7,183381.0
2020-05-16,689.94,705.89,678.85,698.7,183381.0
2020-05-17,689.94,705.89,678.85,698.7,183381.0
2020-05-18,710.0,722.07,708.44,718.7,149131.0
2020-05-19,718.63,723.52,710.97,714.06,142801.0
2020-05-20,713.76,739.79,713.76,735.56,137283.0
2020-05-21,732.66,735.68,717.34,723.0,134016.0
2020-05-22,721.61,749.46,721.61,748.31,163655.0
2020-05-23,721.61,749.46,721.61,748.31,163655.0
2020-05-24,721.61,749.46,721.61,748.31,163655.0
2020-05-25,721.61,749.46,721.61,748.31,163655.0
2020-05-26,762.16,772.45,756.15,766.0,253920.0
2020-05-27,769.66,789.67,762.98,788.31,199067.0
2020-05-28,791.03,802.54,784.57,792.4,216716.0
2020-05-29,794.71,797.49,779.7,795.0,300870.0
2020-05-30,794.71,797.49,779.7,795.0,300870.0
2020-05-31,794.71,797.49,779.7,795.0,300870.0
2020-06-01,797.82,814.55,794.97,803.43,162632.0
2020-06-02,812.0,827.875,801.77,823.6,131520.0
2020-06-03,829.51,841.455,825.875,838.0,130051.0
2020-06-04,833.43,841.42,827.65,840.66,158171.0
2020-06-05,852.55,863.53,846.02,859.54,158582.0
2020-06-06,852.55,863.53,846.02,859.54,158582.0
2020-06-07,852.55,863.53,846.02,859.54,158582.0
2020-06-08,846.51,857.57,844.33,848.66,120945.0
2020-06-09,844.49,844.49,808.52,815.48,194545.0
2020-06-10,815.48,821.42,801.62,812.61,121399.0
2020-06-11,799.9,799.9,755.93,761.57,185913.0
2020-06-12,779.82,784.85,750.43,764.42,109230.0
2020-06-13,779.82,784.85,750.43,764.42,109230.0
2020-06-14,779.82,784.85,750.43,764.42,109230.0
2020-06-15,752.17,778.55,747.02,773.79,111849.0
2020-06-16,793.46,793.46,772.54,784.05,118546.0
2020-06-17,789.65,789.65,775.455,782.37,99735.0
2020-06-18,774.85,787.28,773.75,782.74,77577.0
2020-06-19,794.0,796.13,778.55,795.24,237733.0
2020-06-20,794.0,796.13,778.55,795.24,237733.0
2020-06-21,794.0,796.13,778.55,795.24,237733.0
2020-06-22,787.98,799.61,777.16,785.16,160256.0
2020-06-23,793.41,808.165,791.66,798.0,96767.0
2020-06-24,791.0,791.0,771.85,784.04,132495.0
2020-06-25,778.69,786.22,765.01,785.38,85116.0
2020-06-26,787.59,790.14,763.98,772.3,169862.0
2020-06-27,787.59,790.14,763.98,772.3,169862.0
2020-06-28,787.59,790.14,763.98,772.3,169862.0
2020-06-29,779.05,790.65,774.635,785.24,79375.0
2020-06-30,779.9,809.77,779.9,805.55,124006.0
2020-07-01,804.07,807.22,793.75,804.79,92553.0
2020-07-02,812.18,819.92,809.24,814.7,78250.0
2020-07-03,812.18,819.92,809.24,814.7,78250.0
2020-07-04,812.18,819.92,809.24,814.7,78250.0
2020-07-05,812.18,819.92,809.24,814.7,78250.0
2020-07-06,825.4,829.86,817.755,823.45,78348.0
2020-07-07,819.49,830.21,817.07,819.06,101811.0
2020-07-08,821.71,827.155,813.13,818.19,91996.0
2020-07-09,819.34,838.32,819.34,830.53,162096.0
2020-07-10,834.58,834.58,811.965,819.2,59038.0
2020-07-11,834.58,834.58,811.965,819.2,59038.0
2020-07-12,834.58,834.58,811.965,819.2,59038.0
2020-07-13,824.9,836.655,818.67,823.99,79047.0
2020-07-14,823.68,853.82,823.68,849.34,98051.0
2020-07-15,859.0,873.16,857.75,869.04,144319.0
2020-07-16,869.9,874.98,856.1,860.68,84864.0
2020-07-17,867.41,878.76,865.79,867.89,116791.0
2020-07-18,867.41,878.76,865.79,867.89,116791.0
2020-07-19,867.41,878.76,865.79,867.89,116791.0
2020-07-20,871.17,881.47,864.66,866.47,99365.0
2020-07-21,869.98,878.13,868.475,870.51,78267.0
2020-07-22,871.06,891.045,871.06,883.35,101559.0
2020-07-23,879.93,891.03,879.93,885.37,107284.0
2020-07-24,882.56,882.56,853.02,862.72,143866.0
2020-07-25,882.56,882.56,853.02,862.72,143866.0
2020-07-26,882.56,882.56,853.02,862.72,143866.0
2020-07-27,869.29,897.18,869.29,895.5,116668.0
2020-07-28,897.28,911.9,880.03,882.03,121860.0
2020-07-29,885.0,906.56,881.62,898.08,108353.0
2020-07-30,891.1,901.16,879.69,895.17,161437.0
2020-07-31,923.15,953.695,900.22,935.0,248539.0
2020-08-01,923.15,953.695,900.22,935.0,248539.0
2020-08-02,923.15,953.695,900.22,935.0,248539.0
2020-08-03,933.26,938.44,915.375,926.43,139536.0
2020-08-04,918.96,935.83,913.69,928.59,120379.0
2020-08-05,936.55,955.0,934.55,945.24,94857.0
2020-08-06,952.85,952.85,924.48,938.25,95884.0
2020-08-07,930.7,946.735,930.7,944.17,75281.0
2020-08-08,930.7,946.735,930.7,944.17,75281.0
2020-08-09,930.7,946.735,930.7,944.17,75281.0
2020-08-10,947.99,953.05,942.06,945.95,70000.0
2020-08-11,945.16,954.22,942.86,947.25,78143.0
2020-08-12,952.82,975.02,947.981,973.27,94752.0
2020-08-13,968.2,975.0,967.36,973.14,106556.0
2020-08-14,962.64,972.255,956.54,961.04,80531.0
2020-08-15,962.64,972.255,956.54,961.04,80531.0
2020-08-16,962.64,972.255,956.54,961.04,80531.0
2020-08-17,964.58,972.17,957.73,959.78,98146.0
2020-08-18,961.0,969.995,953.48,963.2,96951.0
2020-08-19,961.18,980.88,960.57,970.71,86918.0
2020-08-20,962.49,967.75,956.19,959.34,77738.0
2020-08-21,961.09,961.09,946.49,959.98,112622.0
2020-08-22,961.09,961.09,946.49,959.98,112622.0
2020-08-23,961.09,961.09,946.49,959.98,112622.0
2020-08-24,964.88,964.88,945.52,947.94,76734.0
2020-08-25,955.26,969.08,954.05,967.82,82703.0
2020-08-26,966.04,980.0,960.44,972.1,102183.0
2020-08-27,969.22,977.26,957.86,968.68,89464.0
2020-08-28,975.65,975.65,955.93,966.61,87584.0
2020-08-29,975.65,975.65,955.93,966.61,87584.0
2020-08-30,975.65,975.65,955.93,966.61,87584.0
2020-08-31,968.0,979.67,962.74,970.78,114932.0
2020-09-01,973.42,981.77,966.48,975.89,96422.0
2020-09-02,977.35,1009.07,968.76,1005.15,89244.0
2020-09-03,1006.65,1006.65,956.53,962.99,99039.0
2020-09-04,968.39,968.39,933.65,949.26,107325.0
2020-09-05,968.39,968.39,933.65,949.26,107325.0
2020-09-06,968.39,968.39,933.65,949.26,107325.0
2020-09-07,968.39,968.39,933.65,949.26,107325.0
2020-09-08,937.83,956.03,926.88,947.62,152426.0
2020-09-09,957.11,991.48,955.31,975.82,80830.0
2020-09-10,976.61,988.435,959.77,963.46,90011.0
2020-09-11,965.92,979.23,963.508,973.71,75774.0
2020-09-12,965.92,979.23,963.508,973.71,75774.0
2020-09-13,965.92,979.23,963.508,973.71,75774.0
2020-09-14,981.44,990.58,973.6,978.99,89418.0
2020-09-15,987.15,994.905,976.84,980.9,84388.0
2020-09-16,989.19,1003.035,985.57,988.83,96715.0
2020-09-17,983.84,998.41,976.38,983.62,95171.0
2020-09-18,985.77,995.3,970.815,976.47,141750.0
2020-09-19,985.77,995.3,970.815,976.47,141750.0
2020-09-20,985.77,995.3,970.815,976.47,141750.0
2020-09-21,962.7,975.59,945.0,974.5,113721.0
2020-09-22,973.66,987.26,964.61,986.07,118509.0
2020-09-23,987.6,987.6,953.89,957.14,105195.0
2020-09-24,956.14,970.07,947.035,960.26,72000.0
2020-09-25,957.4,981.75,953.57,975.07,99482.0
2020-09-26,957.4,981.75,953.57,975.07,99482.0
2020-09-27,957.4,981.75,953.57,975.07,99482.0
2020-09-28,958.84,981.93,958.84,968.47,85834.0
2020-09-29,974.04,981.4,959.89,968.59,92600.0
2020-09-30,974.22,986.785,958.3,965.75,168180.0
2020-10-01,974.64,985.773,964.0,970.92,97641.0
2020-10-02,959.6,977.63,959.6,966.92,81864.0
2020-10-03,959.6,977.63,959.6,966.92,81864.0
2020-10-04,959.6,977.63,959.6,966.92,81864.0
2020-10-05,979.95,993.06,979.95,990.43,100426.0
2020-10-06,992.28,1009.95,992.28,993.85,116812.0
2020-10-07,977.02,1013.23,977.02,1011.27,108103.0
2020-10-08,1015.45,1024.92,1011.86,1012.08,92196.0
2020-10-09,1021.11,1029.615,1015.26,1025.46,92965.0
2020-10-10,1021.11,1029.615,1015.26,1025.46,92965.0
2020-10-11,1021.11,1029.615,1015.26,1025.46,92965.0
2020-10-12,1027.6,1033.9,1022.7,1025.75,80272.0
2020-10-13,1025.0,1033.47,1020.48,1028.66,75765.0
2020-10-14,1030.01,1044.83,1019.91,1022.39,94219.0
2020-10-15,1012.08,1024.38,1012.08,1018.53,67231.0
2020-10-16,1027.13,1042.24,1024.07,1029.77,74650.0
2020-10-17,1027.13,1042.24,1024.07,1029.77,74650.0
2020-10-18,1027.13,1042.24,1024.07,1029.77,74650.0
2020-10-19,1029.3,1036.175,1014.225,1018.7,63537.0
2020-10-20,1023.12,1049.39,1023.12,1030.61,76318.0
2020-10-21,1034.12,1043.01,1030.283,1031.94,58530.0
2020-10-22,1037.67,1068.44,1037.67,1063.23,115160.0
2020-10-23,1067.99,1078.98,1050.24,1053.2,96742.0
2020-10-24,1067.99,1078.98,1050.24,1053.2,96742.0
2020-10-25,1067.99,1078.98,1050.24,1053.2,96742.0
2020-10-26,1046.24,1054.5,1033.68,1045.29,68085.0
2020-10-27,1050.87,1064.06,1045.29,1052.58,131104.0
2020-10-28,1037.67,1043.87,1008.38,1009.26,111460.0
2020-10-29,1011.01,1017.12,999.52,1003.79,113593.0
2020-10-30,995.86,1007.155,985.05,997.91,91239.0
2020-10-31,995.86,1007.155,985.05,997.91,91239.0
2020-11-01,995.86,1007.155,985.05,997.91,91239.0
2020-11-02,1018.88,1048.91,1017.67,1043.25,154787.0
2020-11-03,1055.31,1080.94,1055.31,1065.5,97308.0
2020-11-04,1082.17,1098.915,1075.655,1080.23,128850.0
2020-11-05,1102.22,1110.06,1089.35,1103.74,169247.0
2020-11-06,1205.75,1228.41,1156.61,1181.11,229800.0
2020-11-07,1205.75,1228.41,1156.61,1181.11,229800.0
2020-11-08,1205.75,1228.41,1156.61,1181.11,229800.0
2020-11-09,1182.48,1215.43,1174.22,1179.58,186038.0
2020-11-10,1182.11,1182.88,1122.8,1125.46,225221.0
2020-11-11,1138.06,1149.98,1128.24,1134.4,186567.0
2020-11-12,1137.56,1163.435,1132.695,1157.87,130580.0
2020-11-13,1158.75,1184.89,1150.02,1181.38,127955.0
2020-11-14,1158.75,1184.89,1150.02,1181.38,127955.0
2020-11-15,1158.75,1184.89,1150.02,1181.38,127955.0
2020-11-16,1186.81,1188.35,1168.37,1187.93,117526.0
2020-11-17,1178.25,1196.62,1171.92,1193.36,135568.0
2020-11-18,1190.7,1190.7,1139.76,1144.81,176626.0
2020-11-19,1142.99,1154.2,1141.745,1147.34,101043.0
2020-11-20,1149.28,1160.49,1140.63,1147.6,222998.0
2020-11-21,1149.28,1160.49,1140.63,1147.6,222998.0
2020-11-22,1149.28,1160.49,1140.63,1147.6,222998.0
2020-11-23,1148.79,1155.425,1130.69,1138.68,99164.0
2020-11-24,1147.93,1147.93,1123.53,1126.96,156991.0
2020-11-25,1130.68,1134.12,1111.7,1125.16,132220.0
2020-11-26,1130.68,1134.12,1111.7,1125.16,132220.0
2020-11-27,1125.95,1132.065,1120.415,1126.68,55947.0
2020-11-28,1125.95,1132.065,1120.415,1126.68,55947.0
2020-11-29,1125.95,1132.065,1120.415,1126.68,55947.0
2020-11-30,1123.49,1151.55,1123.49,1150.04,177359.0
2020-12-01,1156.8,1176.59,1151.33,1160.09,202914.0
2020-12-02,1157.71,1161.42,1132.98,1139.75,92984.0
2020-12-03,1146.9,1156.38,1129.24,1132.0,114956.0
2020-12-04,1132.52,1140.6,1122.68,1131.75,172969.0
2020-12-05,1132.52,1140.6,1122.68,1131.75,172969.0
2020-12-06,1132.52,1140.6,1122.68,1131.75,172969.0
2020-12-07,1130.33,1139.72,1119.1,1125.15,174173.0
2020-12-08,1122.83,1165.93,1118.95,1161.33,124698.0
2020-12-09,1157.82,1163.32,1142.67,1150.68,127212.0
2020-12-10,1151.28,1156.155,1140.855,1151.82,81391.0
2020-12-11,1145.62,1147.39,1129.775,1144.87,119331.0
2020-12-12,1145.62,1147.39,1129.775,1144.87,119331.0
2020-12-13,1145.62,1147.39,1129.775,1144.87,119331.0
2020-12-14,1148.7,1168.01,1137.645,1139.26,142695.0
2020-12-15,1149.93,1151.58,1141.185,1149.16,131793.0
2020-12-16,1144.08,1149.545,1108.79,1111.26,156235.0
2020-12-17,1119.53,1140.06,1113.915,1130.33,153128.0
2020-12-18,1134.84,1139.27,1118.82,1134.83,320666.0
2020-12-19,1134.84,1139.27,1118.82,1134.83,320666.0
2020-12-20,1134.84,1139.27,1118.82,1134.83,320666.0
2020-12-21,1122.24,1139.22,1100.14,1135.33,137171.0
2020-12-22,1129.95,1138.39,1120.755,1125.53,111760.0
2020-12-23,1130.0,1133.87,1114.45,1126.1,76535.0
2020-12-24,1127.23,1148.4,1127.23,1140.19,43003.0
2020-12-25,1127.23,1148.4,1127.23,1140.19,43003.0
2020-12-26,1127.23,1148.4,1127.23,1140.19,43003.0
2020-12-27,1127.23,1148.4,1127.23,1140.19,43003.0
2020-12-28,1149.31,1149.31,1124.45,1134.76,49600.0
2020-12-29,1144.63,1151.1,1131.5,1137.96,86054.0
2020-12-30,1141.11,1149.91,1129.82,1133.88,68022.0
2020-12-31,1138.61,1140.68,1127.35,1139.68,110776.0
2021-01-01,1138.61,1140.68,1127.35,1139.68,110776.0
2021-01-02,1138.61,1140.68,1127.35,1139.68,110776.0
2021-01-03,1138.61,1140.68,1127.35,1139.68,110776.0
2021-01-04,1155.0,1184.53,1147.52,1160.87,172300.0
2021-01-05,1154.77,1190.48,1154.77,1176.35,122187.0
2021-01-06,1168.59,1211.5,1168.59,1197.09,181029.0
2021-01-07,1200.0,1224.9,1200.0,1222.54,125752.0
2021-01-08,1221.43,1245.62,1218.05,1236.99,80673.0
2021-01-09,1221.43,1245.62,1218.05,1236.99,80673.0
2021-01-10,1221.43,1245.62,1218.05,1236.99,80673.0
2021-01-11,1236.99,1250.75,1231.86,1245.02,97663.0
2021-01-12,1239.75,1247.6,1215.51,1220.48,124049.0
2021-01-13,1221.57,1231.17,1208.3,1216.63,118078.0
2021-01-14,1216.36,1220.483,1201.93,1204.21,98029.0
2021-01-15,1205.73,1222.32,1204.75,1218.44,89016.0
2021-01-16,1205.73,1222.32,1204.75,1218.44,89016.0
2021-01-17,1205.73,1222.32,1204.75,1218.44,89016.0
2021-01-18,1205.73,1222.32,1204.75,1218.44,89016.0
2021-01-19,1229.99,1238.42,1214.39,1231.16,116928.0
2021-01-20,1233.05,1271.67,1233.05,1268.8,131026.0
2021-01-21,1267.44,1270.96,1242.87,1244.78,128431.0
2021-01-22,1244.31,1246.0,1230.52,1234.72,98856.0
2021-01-23,1244.31,1246.0,1230.52,1234.72,98856.0
2021-01-24,1244.31,1246.0,1230.52,1234.72,98856.0
2021-01-25,1232.26,1241.0,1223.625,1233.47,70853.0
2021-01-26,1232.34,1232.34,1204.73,1210.91,83467.0
2021-01-27,1189.85,1193.48,1147.03,1153.5,130188.0
2021-01-28,1167.36,1187.13,1158.23,1170.8,137943.0
2021-01-29,1171.84,1185.94,1155.67,1168.1,92292.0
2021-01-30,1171.84,1185.94,1155.67,1168.1,92292.0
2021-01-31,1171.84,1185.94,1155.67,1168.1,92292.0
2021-02-01,1179.41,1192.31,1174.87,1180.82,86457.0
2021-02-02,1197.04,1226.6,1197.04,1217.59,119848.0
2021-02-03,1213.87,1219.36,1182.64,1188.38,126366.0
2021-02-04,1190.0,1224.24,1184.95,1216.94,179482.0
2021-02-05,1201.58,1216.08,1172.8,1195.2,221057.0
2021-02-06,1201.58,1216.08,1172.8,1195.2,221057.0
2021-02-07,1201.58,1216.08,1172.8,1195.2,221057.0
2021-02-08,1197.62,1213.89,1189.12,1209.27,123487.0
2021-02-09,1206.25,1219.62,1204.42,1206.5,71327.0
2021-02-10,1220.0,1220.0,1203.28,1207.01,86865.0
2021-02-11,1216.6,1216.6,1196.43,1202.07,106466.0
2021-02-12,1199.91,1223.12,1199.91,1220.66,88715.0
2021-02-13,1199.91,1223.12,1199.91,1220.66,88715.0
2021-02-14,1199.91,1223.12,1199.91,1220.66,88715.0
2021-02-15,1199.91,1223.12,1199.91,1220.66,88715.0
2021-02-16,1218.0,1221.62,1186.36,1190.83,133742.0
2021-02-17,1182.68,1182.68,1160.76,1166.46,149602.0
2021-02-18,1166.2,1166.2,1144.48,1150.51,156027.0
2021-02-19,1155.08,1178.11,1155.08,1165.45,153326.0
2021-02-20,1155.08,1178.11,1155.08,1165.45,153326.0
2021-02-21,1155.08,1178.11,1155.08,1165.45,153326.0
2021-02-22,1154.76,1161.27,1125.475,1127.89,104851.0
2021-02-23,1122.76,1122.76,1094.535,1110.46,220889.0
2021-02-24,1107.9,1137.8,1107.9,1127.6,164909.0
2021-02-25,1130.51,1130.51,1100.09,1109.91,100522.0
2021-02-26,1118.31,1129.03,1107.27,1116.05,195029.0
2021-02-27,1118.31,1129.03,1107.27,1116.05,195029.0
2021-02-28,1118.31,1129.03,1107.27,1116.05,195029.0
2021-03-01,1126.79,1146.0,1125.61,1134.67,98977.0
2021-03-02,1138.62,1138.62,1113.54,1122.57,116831.0
2021-03-03,1115.08,1119.14,1091.29,1093.03,101647.0
2021-03-04,1085.56,1090.9,1048.07,1059.42,176953.0
2021-03-05,1069.51,1069.51,1040.16,1060.59,242953.0
2021-03-06,1069.51,1069.51,1040.16,1060.59,242953.0
2021-03-07,1069.51,1069.51,1040.16,1060.59,242953.0
2021-03-08,1060.51,1070.025,1033.4,1038.47,135542.0
2021-03-09,1059.74,1080.49,1049.2,1050.0,180571.0
2021-03-10,1061.98,1073.51,1054.01,1055.0,191835.0
2021-03-11,1070.99,1083.82,1063.35,1080.62,149969.0
2021-03-12,1078.22,1078.22,1057.53,1067.38,113130.0
2021-03-13,1078.22,1078.22,1057.53,1067.38,113130.0
2021-03-14,1078.22,1078.22,1057.53,1067.38,113130.0
2021-03-15,1070.12,1098.69,1070.12,1098.23,110212.0
2021-03-16,1102.74,1106.11,1075.61,1083.7,107340.0
2021-03-17,1078.09,1098.02,1074.26,1092.04,193652.0
2021-03-18,1085.11,1105.15,1085.11,1100.29,137870.0
2021-03-19,1094.98,1131.46,1094.98,1123.15,289073.0
2021-03-20,1094.98,1131.46,1094.98,1123.15,289073.0
2021-03-21,1094.98,1131.46,1094.98,1123.15,289073.0
2021-03-22,1124.21,1130.98,1116.21,1130.87,118216.0
2021-03-23,1125.02,1128.32,1112.68,1116.71,90947.0
2021-03-24,1114.89,1125.62,1107.5,1109.88,103349.0
2021-03-25,1108.61,1118.95,1095.74,1117.18,95333.0
2021-03-26,1121.17,1164.99,1117.12,1163.08,94245.0
2021-03-27,1121.17,1164.99,1117.12,1163.08,94245.0
2021-03-28,1121.17,1164.99,1117.12,1163.08,94245.0
2021-03-29,1153.25,1175.47,1141.66,1170.59,103082.0
2021-03-30,1165.12,1170.94,1145.78,1149.27,85083.0
2021-03-31,1155.01,1170.34,1145.38,1155.69,131462.0
2021-04-01,1166.46,1178.37,1155.14,1175.19,74137.0
2021-04-02,1166.46,1178.37,1155.14,1175.19,74137.0
2021-04-03,1166.46,1178.37,1155.14,1175.19,74137.0
2021-04-04,1166.46,1178.37,1155.14,1175.19,74137.0
2021-04-05,1180.0,1199.895,1180.0,1195.55,70335.0
2021-04-06,1196.3,1220.99,1192.94,1210.22,104607.0
2021-04-07,1205.44,1209.07,1189.45,1199.84,63789.0
2021-04-08,1209.05,1211.48,1200.72,1206.4,75606.0
2021-04-09,1211.34,1222.93,1201.27,1222.41,93493.0
2021-04-10,1211.34,1222.93,1201.27,1222.41,93493.0
2021-04-11,1211.34,1222.93,1201.27,1222.41,93493.0
2021-04-12,1222.75,1231.88,1214.38,1218.84,91216.0
2021-04-13,1221.0,1240.08,1213.94,1230.86,70940.0
2021-04-14,1226.52,1235.27,1220.45,1224.6,75944.0
2021-04-15,1232.66,1265.76,1232.66,1261.96,87735.0
2021-04-16,1270.93,1282.7,1266.49,1282.33,93952.0
2021-04-17,1270.93,1282.7,1266.49,1282.33,93952.0
2021-04-18,1270.93,1282.7,1266.49,1282.33,93952.0
2021-04-19,1276.29,1288.085,1272.68,1277.29,87627.0
2021-04-20,1277.29,1282.21,1267.04,1276.91,61393.0
2021-04-21,1280.1,1314.28,1279.0,1311.14,83642.0
2021-04-22,1315.77,1317.1,1284.97,1301.56,114347.0
2021-04-23,1305.96,1339.38,1301.539,1335.15,84575.0
2021-04-24,1305.96,1339.38,1301.539,1335.15,84575.0
2021-04-25,1305.96,1339.38,1301.539,1335.15,84575.0
2021-04-26,1335.79,1335.907,1312.48,1312.9,84186.0
2021-04-27,1313.91,1329.06,1305.79,1322.86,80199.0
2021-04-28,1320.83,1327.42,1309.5,1323.99,57928.0
2021-04-29,1333.74,1334.8,1314.96,1327.99,78618.0
2021-04-30,1325.43,1325.475,1304.23,1313.32,99870.0
2021-05-01,1325.43,1325.475,1304.23,1313.32,99870.0
2021-05-02,1325.43,1325.475,1304.23,1313.32,99870.0
2021-05-03,1318.7,1324.47,1304.43,1315.75,70325.0
2021-05-04,1304.88,1314.0,1275.965,1281.92,117154.0
2021-05-05,1298.04,1301.24,1279.42,1293.01,90221.0
2021-05-06,1292.38,1305.83,1274.71,1298.57,122640.0
2021-05-07,1292.67,1329.96,1276.7,1278.56,142085.0
2021-05-08,1292.67,1329.96,1276.7,1278.56,142085.0
2021-05-09,1292.67,1329.96,1276.7,1278.56,142085.0
2021-05-10,1284.94,1284.94,1239.25,1244.55,132339.0
2021-05-11,1228.87,1245.08,1225.56,1239.94,96932.0
2021-05-12,1231.19,1257.56,1225.91,1241.45,121010.0
2021-05-13,1249.35,1261.77,1238.54,1253.64,97421.0
2021-05-14,1255.11,1277.65,1250.554,1274.65,67378.0
2021-05-15,1255.11,1277.65,1250.554,1274.65,67378.0
2021-05-16,1255.11,1277.65,1250.554,1274.65,67378.0
2021-05-17,1274.65,1274.65,1258.11,1259.01,59603.0
2021-05-18,1261.25,1261.64,1244.15,1245.43,61943.0
2021-05-19,1234.31,1253.86,1227.64,1251.46,112949.0
2021-05-20,1254.3,1284.52,1246.45,1275.88,92202.0
2021-05-21,1278.9,1291.31,1272.41,1276.29,208442.0
2021-05-22,1278.9,1291.31,1272.41,1276.29,208442.0
2021-05-23,1278.9,1291.31,1272.41,1276.29,208442.0
2021-05-24,1287.13,1289.72,1275.72,1280.11,82995.0
2021-05-25,1281.3,1291.01,1268.6,1287.1,112958.0
2021-05-26,1295.15,1296.69,1269.62,1281.71,96821.0
2021-05-27,1280.96,1305.19,1280.29,1297.12,231729.0
2021-05-28,1307.83,1310.98,1295.12,1300.95,64665.0
2021-05-29,1307.83,1310.98,1295.12,1300.95,64665.0
2021-05-30,1307.83,1310.98,1295.12,1300.95,64665.0
2021-05-31,1307.83,1310.98,1295.12,1300.95,64665.0
2021-06-01,1315.57,1317.23,1285.71,1296.3,83337.0
2021-06-02,1294.11,1298.61,1273.73,1274.87,78877.0
2021-06-03,1268.8,1268.8,1244.41,1255.28,129911.0
2021-06-04,1261.43,1263.7,1248.69,1256.82,96650.0
2021-06-05,1261.43,1263.7,1248.69,1256.82,96650.0
2021-06-06,1261.43,1263.7,1248.69,1256.82,96650.0
2021-06-07,1259.9,1262.65,1243.09,1248.77,92065.0
2021-06-08,1256.94,1267.73,1243.67,1266.04,93986.0
2021-06-09,1273.08,1285.87,1264.08,1269.09,77638.0
2021-06-10,1267.07,1300.42,1267.07,1300.39,141431.0
2021-06-11,1297.99,1326.15,1296.375,1325.48,111407.0
2021-06-12,1297.99,1326.15,1296.375,1325.48,111407.0
2021-06-13,1297.99,1326.15,1296.375,1325.48,111407.0
2021-06-14,1329.33,1352.5,1322.165,1351.84,122577.0
2021-06-15,1352.01,1362.255,1348.95,1358.42,137950.0
2021-06-16,1358.75,1367.89,1344.61,1349.92,104991.0
2021-06-17,1345.4,1372.56,1344.79,1368.05,121865.0
2021-06-18,1363.15,1384.64,1351.33,1352.87,464082.0
2021-06-19,1363.15,1384.64,1351.33,1352.87,464082.0
2021-06-20,1363.15,1384.64,1351.33,1352.87,464082.0
2021-06-21,1359.4,1375.52,1348.47,1364.55,151484.0
2021-06-22,1361.15,1385.67,1359.37,1376.99,94845.0
2021-06-23,1372.83,1377.185,1354.68,1356.6,118615.0
2021-06-24,1360.0,1362.88,1350.0,1355.41,114892.0
2021-06-25,1359.0,1362.185,1346.28,1352.02,174958.0
2021-06-26,1359.0,1362.185,1346.28,1352.02,174958.0
2021-06-27,1359.0,1362.185,1346.28,1352.02,174958.0
2021-06-28,1362.19,1387.32,1352.0,1381.67,72136.0
2021-06-29,1376.22,1403.17,1375.19,1397.65,82649.0
2021-06-30,1390.65,1392.52,1375.2,1385.34,150750.0
2021-07-01,1384.39,1387.985,1376.12,1381.13,105273.0
2021-07-02,1385.7,1403.76,1380.7,1401.15,99490.0
2021-07-03,1385.7,1403.76,1380.7,1401.15,99490.0
2021-07-04,1385.7,1403.76,1380.7,1401.15,99490.0
2021-07-05,1385.7,1403.76,1380.7,1401.15,99490.0
2021-07-06,1402.0,1427.415,1402.0,1419.65,124016.0
2021-07-07,1424.03,1436.81,1410.27,1435.97,103167.0
2021-07-08,1420.47,1425.66,1406.9,1422.43,77593.0
2021-07-09,1431.08,1437.15,1413.565,1435.41,89691.0
2021-07-10,1431.08,1437.15,1413.565,1435.41,89691.0
2021-07-11,1431.08,1437.15,1413.565,1435.41,89691.0
2021-07-12,1438.86,1447.42,1428.16,1436.04,81407.0
2021-07-13,1435.02,1445.68,1428.39,1442.19,55327.0
2021-07-14,1443.23,1454.775,1433.24,1435.56,62556.0
2021-07-15,1427.26,1445.56,1426.55,1436.03,65332.0
2021-07-16,1444.76,1459.19,1437.71,1448.99,79110.0
2021-07-17,1444.76,1459.19,1437.71,1448.99,79110.0
2021-07-18,1444.76,1459.19,1437.71,1448.99,79110.0
2021-07-19,1436.24,1450.23,1431.21,1438.66,98520.0
2021-07-20,1445.01,1463.08,1430.31,1443.41,127404.0
2021-07-21,1451.3,1451.3,1406.0,1432.79,83669.0
2021-07-22,1437.49,1460.0,1437.49,1459.59,55727.0
2021-07-23,1462.99,1482.21,1462.99,1477.14,51096.0
2021-07-24,1462.99,1482.21,1462.99,1477.14,51096.0
2021-07-25,1462.99,1482.21,1462.99,1477.14,51096.0
2021-07-26,1469.57,1477.45,1456.55,1471.56,65741.0
2021-07-27,1472.89,1487.19,1458.84,1479.88,62405.0
2021-07-28,1487.34,1501.27,1483.94,1487.64,78385.0
2021-07-29,1488.13,1519.99,1487.6,1511.7,110617.0
2021-07-30,1496.76,1503.72,1451.08,1473.71,139960.0
2021-07-31,1496.76,1503.72,1451.08,1473.71,139960.0
2021-08-01,1496.76,1503.72,1451.08,1473.71,139960.0
2021-08-02,1485.27,1490.365,1467.53,1480.15,134323.0
2021-08-03,1485.33,1498.89,1479.91,1496.72,96383.0
2021-08-04,1500.0,1525.07,1498.69,1515.26,96377.0
2021-08-05,1519.99,1528.66,1506.97,1527.56,90530.0
2021-08-06,1522.82,1535.31,1510.47,1521.69,110734.0
2021-08-07,1522.82,1535.31,1510.47,1521.69,110734.0
