,CWH US Equity,CWH US Equity,CWH US Equity,CWH US Equity,CWH US Equity
2021-03-02,27.9243,27.9325,26.4307,26.7195,1272365.0
2021-03-03,26.5875,27.817,25.8448,26.1996,978830.0
2021-03-04,26.9753,27.3136,24.9714,26.3152,1438202.0
2021-03-05,27.0661,27.4374,24.3017,27.3219,1551356.0
2021-03-06,27.0661,27.4374,24.3017,27.3219,1551356.0
2021-03-07,27.0661,27.4374,24.3017,27.3219,1551356.0
2021-03-08,27.6272,29.6242,27.4209,28.9393,1931406.0
2021-03-09,29.063,30.4741,28.733,30.3503,1340342.0
2021-03-10,30.8372,32.174,30.6226,31.3158,1397706.0
2021-03-11,32.6278,35.8461,32.5371,34.6413,3554515.0
2021-03-12,34.0688,35.5872,33.936,34.6994,1455349.0
2021-03-13,34.0688,35.5872,33.936,34.6994,1455349.0
2021-03-14,34.0688,35.5872,33.936,34.6994,1455349.0
2021-03-15,34.4919,36.5912,34.4422,36.0352,2653342.0
2021-03-16,35.8112,35.8403,33.7867,34.3094,1651634.0
2021-03-17,34.019,35.1225,33.5019,35.0313,1018745.0
2021-03-18,35.0147,35.2387,32.6085,32.8159,1147996.0
2021-03-19,32.9403,34.0854,32.2351,32.8574,1309674.0
2021-03-20,32.9403,34.0854,32.2351,32.8574,1309674.0
2021-03-21,32.9403,34.0854,32.2351,32.8574,1309674.0
2021-03-22,33.8448,34.1766,32.6831,33.1727,1092191.0
2021-03-23,32.4508,32.8574,30.9075,31.3473,1478459.0
2021-03-24,32.0193,32.2766,28.634,28.8249,1469126.0
2021-03-25,28.2109,30.2147,27.7628,29.7293,1502409.0
2021-03-26,30.2271,30.924,28.7917,29.9201,912026.0
2021-03-27,30.2271,30.924,28.7917,29.9201,912026.0
2021-03-28,30.2271,30.924,28.7917,29.9201,912026.0
2021-03-29,29.8952,30.5258,28.4847,28.9991,792491.0
2021-03-30,28.7087,30.5341,28.4681,30.5258,757991.0
2021-03-31,30.8826,31.2394,30.0529,30.1856,820904.0
2021-04-01,30.5922,30.9905,30.0114,30.6337,848451.0
2021-04-02,30.5922,30.9905,30.0114,30.6337,848451.0
2021-04-03,30.5922,30.9905,30.0114,30.6337,848451.0
2021-04-04,30.5922,30.9905,30.0114,30.6337,848451.0
2021-04-05,31.1149,31.2062,30.3101,30.6171,883730.0
2021-04-06,30.5175,31.5796,30.476,31.256,816860.0
2021-04-07,31.5298,31.6792,30.4263,31.0735,751307.0
2021-04-08,31.2975,31.9032,30.2437,31.646,1305861.0
2021-04-09,31.5298,32.0691,31.1232,31.7538,700028.0
2021-04-10,31.5298,32.0691,31.1232,31.7538,700028.0
2021-04-11,31.5298,32.0691,31.1232,31.7538,700028.0
2021-04-12,31.8617,33.4133,31.8202,33.1644,1193276.0
2021-04-13,33.3552,33.5958,32.2185,32.6914,724754.0
2021-04-14,33.2556,35.164,33.0814,33.936,1533657.0
2021-04-15,34.1518,34.5749,33.2829,34.4339,822770.0
2021-04-16,34.633,34.6745,33.5792,34.5832,734219.0
2021-04-17,34.633,34.6745,33.5792,34.5832,734219.0
2021-04-18,34.633,34.6745,33.5792,34.5832,734219.0
2021-04-19,34.4339,35.7614,34.1435,35.6951,877508.0
2021-04-20,35.3881,35.861,33.098,34.2015,1130659.0
2021-04-21,33.9194,35.2075,33.8116,34.4339,721373.0
2021-04-22,34.4671,34.8238,33.5378,33.629,672362.0
2021-04-23,33.936,36.4335,33.6456,35.7531,1860236.0
2021-04-24,33.936,36.4335,33.6456,35.7531,1860236.0
2021-04-25,33.936,36.4335,33.6456,35.7531,1860236.0
2021-04-26,36.2593,38.1677,36.1348,37.2881,1925761.0
2021-04-27,37.9602,38.6821,37.2301,37.786,1461673.0
2021-04-28,37.6615,37.786,36.5165,37.5288,1000255.0
2021-04-29,38.0349,38.8397,36.2593,37.4873,1268140.0
2021-04-30,37.3296,38.1677,36.027,36.1265,1139587.0
2021-05-01,37.3296,38.1677,36.027,36.1265,1139587.0
2021-05-02,37.3296,38.1677,36.027,36.1265,1139587.0
2021-05-03,36.7156,37.3545,36.1597,36.5165,1677964.0
2021-05-04,37.255,40.242,36.558,40.1839,4013434.0
2021-05-05,40.6403,40.8227,37.7528,37.9353,3408698.0
2021-05-06,38.0017,38.2291,36.4252,37.2881,1217286.0
2021-05-07,36.782,38.4664,36.5415,38.4498,831154.0
2021-05-08,36.782,38.4664,36.5415,38.4498,831154.0
2021-05-09,36.782,38.4664,36.5415,38.4498,831154.0
2021-05-10,38.4664,39.3541,37.3711,37.479,1059073.0
2021-05-11,36.0684,36.7986,34.8078,35.9689,1435176.0
2021-05-12,36.3174,37.313,34.4837,34.7824,1511554.0
2021-05-13,35.0977,37.1056,34.9628,36.8484,1305069.0
2021-05-14,37.3379,38.1262,36.3431,37.9768,1034747.0
2021-05-15,37.3379,38.1262,36.3431,37.9768,1034747.0
2021-05-16,37.3379,38.1262,36.3431,37.9768,1034747.0
2021-05-17,37.562,37.9104,35.9274,37.5868,1180508.0
2021-05-18,37.6864,38.0183,35.2885,35.3134,1298140.0
2021-05-19,34.7741,35.1181,33.6125,35.0147,1509921.0
2021-05-20,34.9483,35.2636,33.2971,34.0522,1475784.0
2021-05-21,34.3343,34.608,33.1146,33.1727,976977.0
2021-05-22,34.3343,34.608,33.1146,33.1727,976977.0
2021-05-23,34.3343,34.608,33.1146,33.1727,976977.0
2021-05-24,33.3552,33.5216,32.5753,33.0233,1154966.0
2021-05-25,33.2059,33.9111,32.9818,33.1478,858218.0
2021-05-26,33.2556,35.023,33.2556,34.9981,1238383.0
2021-05-27,35.2719,36.9231,35.2719,36.6658,1455730.0
2021-05-28,37.1388,37.4209,36.2676,36.8318,1215880.0
2021-05-29,37.1388,37.4209,36.2676,36.8318,1215880.0
2021-05-30,37.1388,37.4209,36.2676,36.8318,1215880.0
2021-05-31,37.1388,37.4209,36.2676,36.8318,1215880.0
2021-06-01,37.089,37.6354,36.5414,36.9065,787019.0
2021-06-02,36.8069,36.8899,34.2264,35.0728,2505418.0
2021-06-03,34.7658,34.9981,33.8116,34.0605,1286679.0
2021-06-04,34.1435,34.326,33.6382,34.0605,977471.0
2021-06-05,34.1435,34.326,33.6382,34.0605,977471.0
2021-06-06,34.1435,34.326,33.6382,34.0605,977471.0
2021-06-07,34.102,34.3426,32.9155,34.3094,1294766.0
2021-06-08,34.7658,34.9233,33.1312,33.8779,1416279.0
2021-06-09,33.8531,34.0397,33.0482,33.0565,763508.0
2021-06-10,33.2225,33.4714,32.1438,33.0482,1421527.0
2021-06-11,33.1976,34.1435,32.4176,32.6748,1501167.0
2021-06-12,33.1976,34.1435,32.4176,32.6748,1501167.0
2021-06-13,33.1976,34.1435,32.4176,32.6748,1501167.0
2021-06-14,32.7583,32.8168,31.2803,31.6895,1573415.0
2021-06-15,31.5642,31.8147,30.9129,31.631,974691.0
2021-06-16,31.4056,31.4599,30.3534,30.8795,1591034.0
2021-06-17,29.4767,30.4954,29.2428,30.0194,2315350.0
2021-06-18,29.3264,30.6875,29.2428,30.6207,1824129.0
2021-06-19,29.3264,30.6875,29.2428,30.6207,1824129.0
2021-06-20,29.3264,30.6875,29.2428,30.6207,1824129.0
2021-06-21,30.8294,31.94,30.8044,31.6978,1060233.0
2021-06-22,31.8314,32.0527,31.1885,31.9901,814033.0
2021-06-23,32.0987,32.7876,31.8649,32.3325,1210088.0
2021-06-24,32.7583,33.013,31.7396,32.8418,934621.0
2021-06-25,33.0756,33.4598,32.4995,32.9086,2056394.0
2021-06-26,33.0756,33.4598,32.4995,32.9086,2056394.0
2021-06-27,33.0756,33.4598,32.4995,32.9086,2056394.0
2021-06-28,32.9003,33.7103,32.4744,33.56,1280573.0
2021-06-29,33.8272,34.3532,33.5433,33.585,736537.0
2021-06-30,33.4431,34.4201,32.9587,34.228,936490.0
2021-07-01,34.6539,34.8459,34.1194,34.5453,1054476.0
2021-07-02,34.562,34.7764,32.3158,32.3742,1666508.0
2021-07-03,34.562,34.7764,32.3158,32.3742,1666508.0
2021-07-04,34.562,34.7764,32.3158,32.3742,1666508.0
2021-07-05,34.562,34.7764,32.3158,32.3742,1666508.0
2021-07-06,32.4243,32.5395,31.3972,31.8649,1261577.0
2021-07-07,31.798,32.3826,31.1968,32.1655,895856.0
2021-07-08,31.2052,32.1571,30.5455,31.7145,799380.0
2021-07-09,32.2323,33.0339,32.0653,33.0255,671587.0
2021-07-10,32.2323,33.0339,32.0653,33.0255,671587.0
2021-07-11,32.2323,33.0339,32.0653,33.0255,671587.0
2021-07-12,32.6498,33.2677,32.4285,33.1675,544305.0
2021-07-13,33.1759,33.2468,32.0439,32.2239,628126.0
2021-07-14,32.5245,32.9838,31.7229,31.7563,557523.0
2021-07-15,31.7145,32.1195,30.9964,31.5058,551592.0
2021-07-16,31.7312,31.9761,30.8628,30.9797,565368.0
2021-07-17,31.7312,31.9761,30.8628,30.9797,565368.0
2021-07-18,31.7312,31.9761,30.8628,30.9797,565368.0
2021-07-19,30.3618,31.2052,29.7606,30.7877,936678.0
2021-07-20,31.0382,32.8752,30.7292,32.5245,840147.0
2021-07-21,32.8251,33.5516,32.775,33.0005,619284.0
2021-07-22,33.0005,33.3512,32.274,32.441,629591.0
2021-07-23,32.7082,33.0297,32.0736,32.4661,590761.0
2021-07-24,32.7082,33.0297,32.0736,32.4661,590761.0
2021-07-25,32.7082,33.0297,32.0736,32.4661,590761.0
2021-07-26,32.2824,32.8251,32.0903,32.3826,567241.0
2021-07-27,32.3742,32.3909,31.5726,32.1488,493509.0
2021-07-28,32.1404,32.6498,31.5893,32.1655,419096.0
2021-07-29,32.2156,33.7604,32.2156,32.8335,722584.0
2021-07-30,32.5663,33.5934,32.5078,32.8669,895607.0
2021-07-31,32.5663,33.5934,32.5078,32.8669,895607.0
2021-08-01,32.5663,33.5934,32.5078,32.8669,895607.0
2021-08-02,32.9504,34.395,32.9504,33.585,1407196.0
2021-08-03,32.2323,33.7186,31.7563,33.4681,1636061.0
2021-08-04,34.2781,36.5744,34.1862,35.8647,2533921.0
2021-08-05,35.9983,36.8333,35.564,36.2738,1115537.0
2021-08-06,36.2905,36.6579,34.9545,35.6225,777965.0
2021-08-07,36.2905,36.6579,34.9545,35.6225,777965.0
2021-08-08,36.2905,36.6579,34.9545,35.6225,777965.0
2021-08-09,35.3553,35.3553,33.7103,33.7186,1034132.0
2021-08-10,33.8272,34.7791,33.226,34.0109,611865.0
2021-08-11,33.9858,34.5814,33.4431,34.2948,459928.0
2021-08-12,34.3198,34.7666,33.4765,33.5683,491224.0
2021-08-13,33.56,33.56,32.2991,32.3408,1000573.0
2021-08-14,33.56,33.56,32.2991,32.3408,1000573.0
2021-08-15,33.56,33.56,32.2991,32.3408,1000573.0
2021-08-16,32.3325,32.9003,31.4473,32.6581,1152375.0
2021-08-17,32.1655,32.3659,30.796,31.2553,1397907.0
2021-08-18,31.2469,31.4139,30.3284,30.3451,1069164.0
2021-08-19,30.0695,30.6875,29.9109,30.1029,855020.0
2021-08-20,30.0779,31.0549,29.961,30.5622,713187.0
2021-08-21,30.0779,31.0549,29.961,30.5622,713187.0
2021-08-22,30.0779,31.0549,29.961,30.5622,713187.0
2021-08-23,30.8294,31.2469,30.5204,31.1133,769369.0
2021-08-24,33.0339,33.3512,32.249,32.942,2937770.0
2021-08-25,33.1842,33.5849,32.9028,33.393,1284732.0
2021-08-26,33.4013,33.5015,32.0193,32.6665,1134094.0
2021-08-27,32.5329,33.5516,32.249,33.251,968356.0
2021-08-28,32.5329,33.5516,32.249,33.251,968356.0
2021-08-29,32.5329,33.5516,32.249,33.251,968356.0
2021-08-30,33.6101,34.1361,33.084,33.727,816799.0
2021-08-31,33.5934,33.7015,32.7416,33.3512,648021.0
2021-09-01,33.3345,34.4869,33.1425,34.0025,619400.0
2021-09-02,33.9942,34.4201,33.6685,33.8689,621614.0
2021-09-03,33.6268,33.7771,32.9754,33.6017,491043.0
2021-09-04,33.6268,33.7771,32.9754,33.6017,491043.0
2021-09-05,33.6268,33.7771,32.9754,33.6017,491043.0
2021-09-06,33.6268,33.7771,32.9754,33.6017,491043.0
2021-09-07,33.4932,34.53,33.1508,33.1592,643047.0
2021-09-08,33.1926,33.2176,32.583,32.75,666974.0
2021-09-09,32.75,33.6268,32.3575,33.0923,595240.0
2021-09-10,33.3512,33.8731,33.0589,33.1341,498909.0
2021-09-11,33.3512,33.8731,33.0589,33.1341,498909.0
2021-09-12,33.3512,33.8731,33.0589,33.1341,498909.0
2021-09-13,33.2187,33.6838,32.5091,33.6161,473708.0
2021-09-14,33.5738,33.6246,32.2123,32.6098,694410.0
2021-09-15,32.652,33.2779,32.2377,32.855,653209.0
2021-09-16,33.0664,33.9544,33.0326,33.1595,743289.0
2021-09-17,33.1341,33.3032,31.967,32.17,1459475.0
2021-09-18,33.1341,33.3032,31.967,32.17,1459475.0
2021-09-19,33.1341,33.3032,31.967,32.17,1459475.0
2021-09-20,31.3751,32.1675,30.9691,31.4512,1056656.0
2021-09-21,31.5019,32.5083,31.4089,32.1193,965357.0
2021-09-22,32.5337,33.7599,32.4998,33.0411,1303221.0
2021-09-23,32.9819,34.614,32.8635,33.6584,1230915.0
2021-09-24,33.65,34.1489,33.2102,33.4132,675818.0
2021-09-25,33.65,34.1489,33.2102,33.4132,675818.0
2021-09-26,33.65,34.1489,33.2102,33.4132,675818.0
2021-09-27,33.7684,34.6648,33.743,34.5379,742295.0
2021-09-28,34.5464,35.6458,34.0686,34.1489,1053535.0
2021-09-29,34.3519,35.0284,33.8698,34.1489,529340.0
2021-09-30,33.9544,33.9629,32.4745,32.8719,1156108.0
2021-10-01,33.3624,34.8339,32.9819,34.7324,1456557.0
2021-10-02,33.3624,34.8339,32.9819,34.7324,1456557.0
2021-10-03,33.3624,34.8339,32.9819,34.7324,1456557.0
2021-10-04,34.7155,35.3498,33.946,34.8086,748664.0
2021-10-05,34.7324,34.9354,33.7937,33.836,779896.0
2021-10-06,33.4893,33.9375,33.1848,33.743,507827.0
2021-10-07,34.0221,34.8678,33.9375,33.9713,654098.0
2021-10-08,33.9713,34.3688,33.743,34.0643,368929.0
2021-10-09,33.9713,34.3688,33.743,34.0643,368929.0
2021-10-10,33.9713,34.3688,33.743,34.0643,368929.0
2021-10-11,34.3011,35.0284,34.1151,34.1574,428430.0
2021-10-12,34.4111,34.5844,33.8868,33.9375,454765.0
2021-10-13,33.9206,33.946,33.1933,33.447,573704.0
2021-10-14,33.7853,34.1235,32.2461,32.3645,1906308.0
2021-10-15,32.855,32.855,31.2905,31.2905,1848259.0
2021-10-16,32.855,32.855,31.2905,31.2905,1848259.0
2021-10-17,32.855,32.855,31.2905,31.2905,1848259.0
2021-10-18,31.4343,32.559,30.9443,32.4998,1217963.0
2021-10-19,32.669,32.7112,32.1615,32.5337,848092.0
2021-10-20,32.4237,32.5199,31.7006,32.4322,866752.0
2021-10-21,32.3983,32.669,31.4343,31.4765,1172549.0
2021-10-22,31.5019,31.671,30.8676,31.2736,844219.0
2021-10-23,31.5019,31.671,30.8676,31.2736,844219.0
2021-10-24,31.5019,31.671,30.8676,31.2736,844219.0
2021-10-25,31.2905,32.1362,31.0791,31.7302,982406.0
2021-10-26,31.8994,32.025,30.5295,30.8676,1450145.0
2021-10-27,30.9015,31.2482,30.2926,30.3518,967516.0
2021-10-28,30.3602,31.2736,29.8359,31.2482,1184041.0
2021-10-29,31.1721,31.7472,31.1298,31.5019,850539.0
2021-10-30,31.1721,31.7472,31.1298,31.5019,850539.0
2021-10-31,31.1721,31.7472,31.1298,31.5019,850539.0
2021-11-01,31.6203,32.5167,31.6203,32.3053,736917.0
2021-11-02,32.3138,32.9819,31.7641,32.8043,2008204.0
2021-11-03,34.5041,37.0243,32.8043,36.5168,5077324.0
2021-11-04,37.9545,37.9545,35.6373,35.9756,1441053.0
2021-11-05,36.2547,36.7875,34.0052,34.7071,1424146.0
2021-11-06,36.2547,36.7875,34.0052,34.7071,1424146.0
2021-11-07,36.2547,36.7875,34.0052,34.7071,1424146.0
2021-11-08,34.8762,35.3244,34.4957,35.3244,877857.0
2021-11-09,35.1215,35.8361,34.6479,35.8234,967495.0
2021-11-10,35.4766,36.0686,34.6902,35.1468,825231.0
2021-11-11,35.1553,35.8614,35.0876,35.5105,593577.0
2021-11-12,35.5189,35.7127,35.1045,35.1468,514258.0
2021-11-13,35.5189,35.7127,35.1045,35.1468,514258.0
2021-11-14,35.5189,35.7127,35.1045,35.1468,514258.0
2021-11-15,35.1891,36.1363,34.8573,35.798,691896.0
2021-11-16,35.798,36.9143,35.5781,36.7283,842497.0
2021-11-17,36.8128,37.0665,36.1025,36.2462,651592.0
2021-11-18,36.6437,37.5824,36.1109,37.0327,958122.0
2021-11-19,36.6522,37.4809,35.7811,35.8234,768623.0
2021-11-20,36.6522,37.4809,35.7811,35.8234,768623.0
2021-11-21,36.6522,37.4809,35.7811,35.8234,768623.0
2021-11-22,36.1278,37.5486,35.9841,37.2526,799975.0
2021-11-23,37.1765,37.1765,35.6289,36.7198,770121.0
2021-11-24,36.686,38.7209,36.2082,38.4027,1272945.0
2021-11-25,36.686,38.7209,36.2082,38.4027,1272945.0
2021-11-26,37.9968,38.8763,37.6332,38.7156,731761.0
2021-11-27,37.9968,38.8763,37.6332,38.7156,731761.0
2021-11-28,37.9968,38.8763,37.6332,38.7156,731761.0
2021-11-29,38.9101,39.5529,37.5655,37.8446,967652.0
2021-11-30,37.6247,38.1575,36.4492,37.0919,1089411.0
2021-12-01,37.6501,38.2759,35.3446,35.3836,1031920.0
2021-12-02,35.4175,36.2293,34.8001,34.8424,1639081.0
2021-12-03,34.9185,35.9502,33.6162,35.0453,1270374.0
2021-12-04,34.9185,35.9502,33.6162,35.0453,1270374.0
2021-12-05,34.9185,35.9502,33.6162,35.0453,1270374.0
2021-12-06,35.3498,36.0179,34.724,35.4851,912508.0
2021-12-07,35.8741,36.8551,34.8508,34.8847,1164902.0
2021-12-08,35.3667,35.7726,34.4195,34.5295,1094146.0
2021-12-09,34.6732,34.7916,33.5738,33.9713,845152.0
2021-12-10,34.0052,34.1405,32.3222,33.3455,1407900.0
2021-12-11,34.0052,34.1405,32.3222,33.3455,1407900.0
2021-12-12,34.0052,34.1405,32.3222,33.3455,1407900.0
2021-12-13,33.2599,33.6796,32.609,32.9943,1043101.0
2021-12-14,32.9943,33.8509,32.686,32.7459,1117924.0
2021-12-15,32.7545,34.2106,31.6496,33.5254,2086852.0
2021-12-16,33.7824,33.8338,32.4633,32.6432,927414.0
2021-12-17,32.6774,33.2439,31.7009,32.9172,1665965.0
2021-12-18,32.6774,33.2439,31.7009,32.9172,1665965.0
2021-12-19,32.6774,33.2439,31.7009,32.9172,1665965.0
2021-12-20,32.292,32.3014,30.9215,31.9493,1615979.0
2021-12-21,32.7117,33.5768,32.3776,32.8402,1286061.0
2021-12-22,32.7888,33.6624,32.7888,33.2342,691354.0
2021-12-23,33.2085,34.1184,33.2085,33.8852,642962.0
2021-12-24,33.2085,34.1184,33.2085,33.8852,642962.0
2021-12-25,33.2085,34.1184,33.2085,33.8852,642962.0
2021-12-26,33.2085,34.1184,33.2085,33.8852,642962.0
2021-12-27,34.1849,34.5618,33.6196,34.2106,672804.0
2021-12-28,33.9708,35.3413,33.9708,35.2214,952099.0
2021-12-29,35.2214,35.4741,34.7588,35.1785,533394.0
2021-12-30,35.1957,35.6151,34.9473,34.9987,581391.0
2021-12-31,34.9815,35.2471,34.5533,34.6047,944141.0
2022-01-01,34.9815,35.2471,34.5533,34.6047,944141.0
2022-01-02,34.9815,35.2471,34.5533,34.6047,944141.0
2022-01-03,34.7931,35.7182,34.716,34.8959,686861.0
2022-01-04,34.8531,35.1614,33.414,33.4997,870750.0
2022-01-05,33.5083,33.9451,33.1314,33.2856,1497640.0
2022-01-06,33.4055,34.0758,33.0115,33.6539,826695.0
2022-01-07,33.5854,34.0393,32.6175,33.0629,980680.0
2022-01-08,33.5854,34.0393,32.6175,33.0629,980680.0
2022-01-09,33.5854,34.0393,32.6175,33.0629,980680.0
2022-01-10,33.0629,33.0714,32.0916,32.8316,851190.0
2022-01-11,32.8573,33.0457,31.7352,32.0436,933547.0
2022-01-12,32.1977,32.5746,31.8037,32.2063,684814.0
2022-01-13,32.3776,32.8487,32.0693,32.3348,776185.0
2022-01-14,31.9665,32.0778,30.7649,31.7609,2253238.0
2022-01-15,31.9665,32.0778,30.7649,31.7609,2253238.0
2022-01-16,31.9665,32.0778,30.7649,31.7609,2253238.0
2022-01-17,31.9665,32.0778,30.7649,31.7609,2253238.0
2022-01-18,31.4782,31.6838,30.596,30.9472,1284496.0
2022-01-19,31.0928,31.2384,30.5789,30.9301,1144430.0
2022-01-20,31.0971,31.1099,27.5638,28.0178,3690620.0
2022-01-21,27.915,27.9321,26.2278,26.7501,4211020.0
2022-01-22,27.915,27.9321,26.2278,26.7501,4211020.0
2022-01-23,27.915,27.9321,26.2278,26.7501,4211020.0
2022-01-24,27.0156,28.9514,26.4225,28.8658,3464836.0
2022-01-25,28.1805,28.7373,27.1869,28.3347,1515074.0
2022-01-26,28.8915,29.3711,27.5809,27.7951,1178681.0
2022-01-27,28.249,28.5529,27.491,27.8807,1109264.0
2022-01-28,27.915,28.0349,26.8871,27.9664,1108538.0
2022-01-29,27.915,28.0349,26.8871,27.9664,1108538.0
2022-01-30,27.915,28.0349,26.8871,27.9664,1108538.0
2022-01-31,27.915,28.5745,27.5979,28.4375,1036708.0
2022-02-01,28.4546,29.5082,28.2662,29.4482,1067070.0
2022-02-02,29.7394,29.7651,28.3958,29.1313,1099847.0
2022-02-03,28.6945,29.611,28.369,28.4375,815970.0
2022-02-04,28.3947,28.4461,26.9214,27.8122,1432417.0
2022-02-05,28.3947,28.4461,26.9214,27.8122,1432417.0
2022-02-06,28.3947,28.4461,26.9214,27.8122,1432417.0
2022-02-07,27.8465,28.6945,27.6238,28.4546,913315.0
2022-02-08,28.4717,29.6367,28.3947,29.2683,814928.0
2022-02-09,29.354,29.9022,29.2169,29.6709,612696.0
2022-02-10,29.2598,29.7994,28.2747,28.5488,1052992.0
2022-02-11,28.6431,28.8358,27.9407,28.3004,855536.0
2022-02-12,28.6431,28.8358,27.9407,28.3004,855536.0
2022-02-13,28.6431,28.8358,27.9407,28.3004,855536.0
2022-02-14,28.2062,28.566,27.8722,28.1034,610059.0
2022-02-15,28.4632,29.0371,28.4075,28.4717,766516.0
2022-02-16,28.4204,28.6688,27.9407,28.172,710411.0
2022-02-17,27.9493,28.3775,27.5895,27.7694,648289.0
2022-02-18,27.5295,27.9407,27.0327,27.4867,1269932.0
2022-02-19,27.5295,27.9407,27.0327,27.4867,1269932.0
2022-02-20,27.5295,27.9407,27.0327,27.4867,1269932.0
2022-02-21,27.5295,27.9407,27.0327,27.4867,1269932.0
2022-02-22,27.6752,28.4717,27.0841,27.1955,3408000.0
2022-02-23,27.2041,27.4182,23.8121,24.6344,6857175.0
2022-02-24,23.6922,25.8508,23.4438,25.6623,3454433.0
2022-02-25,25.1826,26.6858,25.1826,25.7907,2249819.0
2022-02-26,25.1826,26.6858,25.1826,25.7907,2249819.0
2022-02-27,25.1826,26.6858,25.1826,25.7907,2249819.0
2022-02-28,25.5166,26.4589,25.2682,26.3047,2021371.0
2022-03-01,26.2961,28.506,26.0648,26.9043,2962650.0
2022-03-02,25.7822,28.5231,25.6965,27.6323,2313173.0
2022-03-03,27.7094,27.9064,26.6302,27.1184,1753200.0
2022-03-04,26.9985,27.2811,25.6537,26.2704,2374284.0
2022-03-05,26.9985,27.2811,25.6537,26.2704,2374284.0
2022-03-06,26.9985,27.2811,25.6537,26.2704,2374284.0
2022-03-07,26.2533,26.3732,24.3989,24.6173,2747716.0
2022-03-08,24.84,25.9555,24.6687,25.174,1604919.0
2022-03-09,26.1334,26.9171,25.7394,26.416,1877558.0
2022-03-10,26.4674,26.5959,25.1483,26.5616,1338526.0
2022-03-11,26.9681,27.1167,26.2338,26.295,1109283.0
2022-03-12,26.9681,27.1167,26.2338,26.295,1109283.0
2022-03-13,26.9681,27.1167,26.2338,26.295,1109283.0
2022-03-14,26.3562,27.0381,25.7356,25.8055,821020.0
2022-03-15,25.7705,26.3912,25.2111,26.094,1791336.0
2022-03-16,26.3038,27.3877,26.1289,26.8458,1943557.0
2022-03-17,26.7409,26.9419,26.1289,26.8195,996848.0
2022-03-18,26.7321,27.4752,26.2775,27.3353,1769507.0
2022-03-19,26.7321,27.4752,26.2775,27.3353,1769507.0
2022-03-20,26.7321,27.4752,26.2775,27.3353,1769507.0
2022-03-21,27.2042,27.3265,26.1202,26.4611,1126299.0
2022-03-22,26.7234,27.6325,26.7234,27.414,1036565.0
2022-03-23,27.0206,27.0206,25.1499,25.5607,3083581.0
2022-03-24,25.7006,26.2295,25.1193,26.059,1583264.0
2022-03-25,26.2251,26.2251,25.0056,25.2897,1767611.0
2022-03-26,26.2251,26.2251,25.0056,25.2897,1767611.0
2022-03-27,26.2251,26.2251,25.0056,25.2897,1767611.0
2022-03-28,25.3597,25.4908,24.6953,25.1761,1268756.0
2022-03-29,25.6918,26.8895,25.5345,26.5835,1625769.0
2022-03-30,26.33,26.6622,25.2635,25.3946,1158501.0
2022-03-31,25.2722,25.3247,24.3019,24.433,1562311.0
2022-04-01,24.7565,24.7565,23.69,24.3107,1566026.0
2022-04-02,24.7565,24.7565,23.69,24.3107,1566026.0
2022-04-03,24.7565,24.7565,23.69,24.3107,1566026.0
2022-04-04,24.5904,24.8264,24.2145,24.503,1417406.0
2022-04-05,24.433,24.6603,23.5589,23.6638,1132124.0
2022-04-06,23.3228,23.6463,22.9207,23.3928,1308881.0
2022-04-07,23.2092,23.6463,22.9819,23.5152,1581882.0
2022-04-08,23.4802,25.3072,23.4802,24.1271,1675497.0
2022-04-09,23.4802,25.3072,23.4802,24.1271,1675497.0
2022-04-10,23.4802,25.3072,23.4802,24.1271,1675497.0
2022-04-11,24.0484,25.316,23.8211,24.1621,1090804.0
2022-04-12,24.4942,24.9051,23.4365,23.6113,1013248.0
2022-04-13,23.6201,23.996,23.0344,23.5676,1457539.0
2022-04-14,23.6813,23.9785,23.3228,23.4365,896276.0
2022-04-15,23.6813,23.9785,23.3228,23.4365,896276.0
2022-04-16,23.6813,23.9785,23.3228,23.4365,896276.0
2022-04-17,23.6813,23.9785,23.3228,23.4365,896276.0
2022-04-18,23.4977,24.0033,22.7896,23.7512,1279700.0
2022-04-19,23.8998,25.0187,23.6375,24.6516,1222660.0
2022-04-20,24.9138,24.9226,23.384,23.5326,1461161.0
2022-04-21,23.7774,23.8998,22.4399,22.7197,1496223.0
2022-04-22,22.5798,22.8679,22.2301,22.5885,971745.0
2022-04-23,22.5798,22.8679,22.2301,22.5885,971745.0
2022-04-24,22.5798,22.8679,22.2301,22.5885,971745.0
2022-04-25,22.4225,22.8595,21.7668,22.7896,1256327.0
2022-04-26,22.4836,23.0606,21.9154,22.0116,1138101.0
2022-04-27,22.064,22.4137,21.4871,21.9766,1536029.0
2022-04-28,22.3001,22.7459,21.557,22.37,1111272.0
2022-04-29,22.335,22.9207,22.2979,22.4487,1120021.0
2022-04-30,22.335,22.9207,22.2979,22.4487,1120021.0
2022-05-01,22.335,22.9207,22.2979,22.4487,1120021.0
2022-05-02,22.4399,23.4245,22.1689,23.3753,1531401.0
2022-05-03,23.3491,25.1149,23.2354,24.8264,2900900.0
2022-05-04,24.2145,27.2042,23.0956,26.6622,3895284.0
2022-05-05,25.6831,26.9069,24.5467,24.9663,2235213.0
2022-05-06,25.2985,27.1692,24.5904,25.6918,2589275.0
2022-05-07,25.2985,27.1692,24.5904,25.6918,2589275.0
2022-05-08,25.2985,27.1692,24.5904,25.6918,2589275.0
2022-05-09,25.1499,26.5835,24.9925,25.3334,1460872.0
