,SR US Equity,SR US Equity,SR US Equity,SR US Equity,SR US Equity
2023-08-14,57.8298,57.8298,56.6439,56.7693,275611.0
2023-08-15,56.4029,56.6536,55.9208,56.5282,303343.0
2023-08-16,56.7307,57.0778,56.6246,56.9139,361557.0
2023-08-17,56.9235,57.3429,56.8898,57.1164,340614.0
2023-08-18,57.2417,57.7238,56.9037,57.0296,272831.0
2023-08-19,57.2417,57.7238,56.9037,57.0296,272831.0
2023-08-20,57.2417,57.7238,56.9037,57.0296,272831.0
2023-08-21,56.885,57.1164,56.2776,56.7886,304872.0
2023-08-22,56.374,57.0537,56.3161,56.8753,250337.0
2023-08-23,56.9621,56.9909,56.4029,56.7403,413009.0
2023-08-24,56.4607,57.2128,56.4029,56.4704,265854.0
2023-08-25,56.6632,56.938,56.3691,56.7403,267033.0
2023-08-26,56.6632,56.938,56.3691,56.7403,267033.0
2023-08-27,56.6632,56.938,56.3691,56.7403,267033.0
2023-08-28,56.7596,57.2718,56.6825,56.9525,299587.0
2023-08-29,57.1356,57.4249,56.8271,57.3381,277492.0
2023-08-30,57.367,57.8202,57.0788,57.1356,239901.0
2023-08-31,57.0489,57.367,56.2293,56.3161,417873.0
2023-09-01,56.6921,57.0392,56.345,56.6246,258338.0
2023-09-02,56.6921,57.0392,56.345,56.6246,258338.0
2023-09-03,56.6921,57.0392,56.345,56.6246,258338.0
2023-09-04,56.6921,57.0392,56.345,56.6246,258338.0
2023-09-05,56.2101,56.2679,55.2266,55.4098,426397.0
2023-09-06,55.5352,56.3884,55.2363,56.3643,457531.0
2023-09-07,57.0971,57.9504,56.856,57.261,347090.0
2023-09-08,57.2707,57.6855,57.0755,57.5342,234815.0
2023-09-09,57.2707,57.6855,57.0755,57.5342,234815.0
2023-09-10,57.2707,57.6855,57.0755,57.5342,234815.0
2023-09-11,57.6611,58.4907,57.6611,57.9442,473991.0
2023-09-12,57.8661,58.4614,57.7197,58.3346,208971.0
2023-09-13,58.4322,59.1007,58.2858,58.9201,565847.0
2023-09-14,59.291,59.7205,58.8909,59.2227,317919.0
2023-09-15,59.0373,59.7107,58.8128,59.1934,1025313.0
2023-09-16,59.0373,59.7107,58.8128,59.1934,1025313.0
2023-09-17,59.0373,59.7107,58.8128,59.1934,1025313.0
2023-09-18,59.0958,59.1251,58.3248,58.4517,258980.0
2023-09-19,58.5786,58.8006,57.5635,57.583,332124.0
2023-09-20,57.8368,58.2565,57.3147,57.3488,253070.0
2023-09-21,57.5928,57.6514,56.8413,57.1243,371306.0
2023-09-22,56.9389,57.4562,56.7242,56.9682,300166.0
2023-09-23,56.9389,57.4562,56.7242,56.9682,300166.0
2023-09-24,56.9389,57.4562,56.7242,56.9682,300166.0
2023-09-25,56.7047,57.2512,56.1776,57.1341,283934.0
2023-09-26,56.8511,57.0999,55.8116,55.8653,405260.0
2023-09-27,55.758,55.9727,54.7429,54.9479,412289.0
2023-09-28,55.1333,55.2212,54.0109,54.5575,388750.0
2023-09-29,55.6799,56.3923,54.9967,55.2212,414253.0
2023-09-30,55.6799,56.3923,54.9967,55.2212,414253.0
2023-10-01,55.6799,56.3923,54.9967,55.2212,414253.0
2023-10-02,55.104,55.104,53.1033,53.4351,618608.0
2023-10-03,53.2204,54.1281,52.4787,53.9914,443106.0
2023-10-04,54.0793,54.7625,53.601,54.3916,468218.0
2023-10-05,54.2452,55.5628,53.972,55.4749,373994.0
2023-10-06,55.0357,56.4558,54.6746,56.1191,480612.0
2023-10-07,55.0357,56.4558,54.6746,56.1191,480612.0
2023-10-08,55.0357,56.4558,54.6746,56.1191,480612.0
2023-10-09,56.1191,57.1007,56.0605,56.568,350770.0
2023-10-10,56.773,57.2512,56.7437,56.9877,273162.0
2023-10-11,57.1341,57.3816,56.8803,57.1927,245344.0
2023-10-12,57.1048,57.1048,55.9434,56.1972,256086.0
2023-10-13,56.2069,56.7827,55.9345,56.2752,239826.0
2023-10-14,56.2069,56.7827,55.9345,56.2752,239826.0
2023-10-15,56.2069,56.7827,55.9345,56.2752,239826.0
2023-10-16,56.7242,57.2219,56.246,57.0072,270245.0
2023-10-17,56.7047,58.1784,56.7047,58.0027,470902.0
2023-10-18,57.6709,58.0188,57.2805,57.4464,262068.0
2023-10-19,57.0463,57.5245,56.1093,56.1776,533574.0
2023-10-20,56.4411,56.8852,56.1288,56.2264,344002.0
2023-10-21,56.4411,56.8852,56.1288,56.2264,344002.0
2023-10-22,56.4411,56.8852,56.1288,56.2264,344002.0
2023-10-23,55.8653,56.1093,54.9479,55.1626,358717.0
2023-10-24,55.5042,56.1776,54.0695,54.1573,323265.0
2023-10-25,53.7865,54.2159,53.4254,54.0402,302123.0
2023-10-26,54.4599,54.6673,54.0207,54.1866,284016.0
2023-10-27,54.0207,54.3721,52.9374,53.4839,351516.0
2023-10-28,54.0207,54.3721,52.9374,53.4839,351516.0
2023-10-29,54.0207,54.3721,52.9374,53.4839,351516.0
2023-10-30,53.8743,54.3293,52.8521,53.6694,234843.0
2023-10-31,53.7084,54.3037,53.3814,54.294,352225.0
2023-11-01,54.4306,55.6604,53.6303,55.4554,410769.0
2023-11-02,55.6701,57.0267,55.5579,56.7925,256746.0
2023-11-03,57.788,58.6078,57.4562,57.9637,380679.0
2023-11-04,57.788,58.6078,57.4562,57.9637,380679.0
2023-11-05,57.788,58.6078,57.4562,57.9637,380679.0
2023-11-06,57.5733,57.6709,56.6071,56.7437,263854.0
2023-11-07,56.7827,57.0072,56.2167,56.4899,236381.0
2023-11-08,56.4021,56.4021,55.104,55.6799,211896.0
2023-11-09,56.1679,56.3533,55.5872,55.7872,266900.0
2023-11-10,55.9629,55.9727,55.2407,55.553,232828.0
2023-11-11,55.9629,55.9727,55.2407,55.553,232828.0
2023-11-12,55.9629,55.9727,55.2407,55.553,232828.0
2023-11-13,55.7092,56.2655,55.1821,55.8556,213248.0
2023-11-14,57.1927,58.2858,57.1927,58.2077,431385.0
2023-11-15,58.0125,59.047,57.6318,58.4712,401881.0
2023-11-16,59.0861,59.0861,57.505,58.3053,398117.0
2023-11-17,58.5786,59.8864,58.1548,59.8864,391069.0
2023-11-18,58.5786,59.8864,58.1548,59.8864,391069.0
2023-11-19,58.5786,59.8864,58.1548,59.8864,391069.0
2023-11-20,59.6619,59.6814,58.803,59.496,350797.0
2023-11-21,59.3496,59.4374,58.1589,58.3248,416513.0
2023-11-22,58.725,59.1983,58.1589,59.0763,294429.0
2023-11-23,58.725,59.1983,58.1589,59.0763,294429.0
2023-11-24,59.0861,59.4862,58.886,59.2715,116218.0
2023-11-25,59.0861,59.4862,58.886,59.2715,116218.0
2023-11-26,59.0861,59.4862,58.886,59.2715,116218.0
2023-11-27,59.2715,59.4765,58.4712,59.4472,320405.0
2023-11-28,59.4374,60.1987,58.8811,59.8571,319475.0
2023-11-29,60.0523,60.4701,59.2325,59.4569,261849.0
2023-11-30,59.6033,59.8717,59.0324,59.5448,513552.0
2023-12-01,59.3398,60.5988,59.0763,60.3939,427965.0
2023-12-02,59.3398,60.5988,59.0763,60.3939,427965.0
2023-12-03,59.3398,60.5988,59.0763,60.3939,427965.0
2023-12-04,60.1108,61.3991,60.1108,61.0673,457279.0
2023-12-05,60.9209,61.0917,60.0523,60.3548,275917.0
2023-12-06,60.6964,61.9457,60.5744,61.9262,396242.0
2023-12-07,61.8188,62.6094,61.6675,62.3654,532045.0
2023-12-08,62.4493,62.6271,61.8765,62.1036,266416.0
2023-12-09,62.4493,62.6271,61.8765,62.1036,266416.0
2023-12-10,62.4493,62.6271,61.8765,62.1036,266416.0
2023-12-11,61.837,62.6073,61.4913,62.5974,389879.0
2023-12-12,62.6567,63.1505,61.6395,63.111,1108766.0
2023-12-13,62.8542,64.7604,62.5898,64.4937,566841.0
2023-12-14,64.8987,65.6592,63.7431,63.8616,955957.0
2023-12-15,63.8616,63.8913,61.7876,62.153,1396698.0
2023-12-16,63.8616,63.8913,61.7876,62.153,1396698.0
2023-12-17,63.8616,63.8913,61.7876,62.153,1396698.0
2023-12-18,62.5481,62.6765,61.837,62.0246,346332.0
2023-12-19,62.2616,63.0419,62.1627,62.795,461438.0
2023-12-20,62.8345,63.4172,61.7925,61.9258,353687.0
2023-12-21,62.1036,62.5579,61.6197,62.2123,322400.0
2023-12-22,62.4592,63.8616,62.2123,62.9925,466422.0
2023-12-23,62.4592,63.8616,62.2123,62.9925,466422.0
2023-12-24,62.4592,63.8616,62.2123,62.9925,466422.0
2023-12-25,62.4592,63.8616,62.2123,62.9925,466422.0
2023-12-26,62.9826,63.2839,62.4987,62.5184,626331.0
2023-12-27,62.6172,62.6172,61.5802,61.8073,345070.0
2023-12-28,61.5012,62.2913,61.5012,61.6394,279223.0
2023-12-29,61.3234,61.8073,61.1061,61.5703,380353.0
2023-12-30,61.3234,61.8073,61.1061,61.5703,380353.0
2023-12-31,61.3234,61.8073,61.1061,61.5703,380353.0
2024-01-01,61.3234,61.8073,61.1061,61.5703,380353.0
2024-01-02,61.5703,63.3481,61.3234,62.9728,481176.0
2024-01-03,62.9728,63.8419,62.2518,62.8937,499868.0
2024-01-04,63.111,63.1407,61.9653,62.3012,798794.0
2024-01-05,61.837,62.6468,61.5505,61.9258,397112.0
2024-01-06,61.837,62.6468,61.5505,61.9258,397112.0
2024-01-07,61.837,62.6468,61.5505,61.9258,397112.0
2024-01-08,62.0246,62.4098,61.4715,62.2814,325967.0
2024-01-09,61.7086,61.7086,60.8888,60.9777,419821.0
2024-01-10,60.9974,61.1414,60.5036,60.6518,354926.0
2024-01-11,60.3654,60.3654,58.795,59.1012,530544.0
2024-01-12,59.8221,60.0197,59.1308,59.3481,257987.0
2024-01-13,59.8221,60.0197,59.1308,59.3481,257987.0
2024-01-14,59.8221,60.0197,59.1308,59.3481,257987.0
2024-01-15,59.8221,60.0197,59.1308,59.3481,257987.0
2024-01-16,59.3481,59.3481,58.0839,58.2715,598827.0
2024-01-17,57.7481,58.5678,57.1752,57.6888,482214.0
2024-01-18,57.6888,57.8197,56.8888,57.4814,432891.0
2024-01-19,57.7481,58.0937,56.9184,58.0641,512063.0
2024-01-20,57.7481,58.0937,56.9184,58.0641,512063.0
2024-01-21,57.7481,58.0937,56.9184,58.0641,512063.0
2024-01-22,58.4888,59.7728,58.1234,59.4271,953501.0
2024-01-23,59.6246,60.237,59.2098,60.0592,924683.0
2024-01-24,60.5333,60.7209,58.3357,58.7654,848209.0
2024-01-25,59.4073,59.4073,57.7876,58.1036,683964.0
2024-01-26,58.4098,58.6271,57.3925,57.432,371014.0
2024-01-27,58.4098,58.6271,57.3925,57.432,371014.0
2024-01-28,58.4098,58.6271,57.3925,57.432,371014.0
2024-01-29,57.3925,58.0345,57.0567,57.8073,510626.0
2024-01-30,57.6394,57.8063,57.116,57.3135,576324.0
2024-01-31,57.7382,57.7925,55.6641,56.0691,3158687.0
2024-02-01,56.9975,58.637,56.4444,58.5382,1649162.0
2024-02-02,57.7678,58.7555,57.2641,58.2715,831182.0
2024-02-03,57.7678,58.7555,57.2641,58.2715,831182.0
2024-02-04,57.7678,58.7555,57.2641,58.2715,831182.0
2024-02-05,57.5308,58.0049,56.7604,57.3135,782445.0
2024-02-06,57.1555,57.5308,56.6221,57.2345,532665.0
2024-02-07,57.2542,57.516,56.8197,57.1456,485317.0
2024-02-08,57.0567,58.0147,56.7209,57.7382,1202284.0
2024-02-09,57.4617,57.8271,57.2542,57.6296,441064.0
2024-02-10,57.4617,57.8271,57.2542,57.6296,441064.0
2024-02-11,57.4617,57.8271,57.2542,57.6296,441064.0
2024-02-12,57.6296,58.716,57.6296,58.6073,359787.0
2024-02-13,57.4024,57.7481,56.2863,57.0271,525648.0
2024-02-14,57.2049,57.9357,56.4246,57.7777,637087.0
2024-02-15,58.0444,59.4765,58.0444,59.2888,533263.0
2024-02-16,59.2296,59.353,58.474,58.6863,409276.0
2024-02-17,59.2296,59.353,58.474,58.6863,409276.0
2024-02-18,59.2296,59.353,58.474,58.6863,409276.0
2024-02-19,59.2296,59.353,58.474,58.6863,409276.0
2024-02-20,58.6073,59.9505,58.6073,59.0715,609549.0
2024-02-21,58.8444,59.382,58.5382,58.9925,404291.0
2024-02-22,58.3308,58.9135,57.6987,58.8641,439131.0
2024-02-23,58.7654,58.9826,58.1283,58.4098,474925.0
2024-02-24,58.7654,58.9826,58.1283,58.4098,474925.0
2024-02-25,58.7654,58.9826,58.1283,58.4098,474925.0
2024-02-26,57.9851,58.0147,57.2246,57.8073,292965.0
2024-02-27,58.0839,58.3802,57.8666,58.3407,196560.0
2024-02-28,58.074,58.7407,58.074,58.637,316663.0
2024-02-29,59.0518,59.0715,58.3604,58.5876,421815.0
2024-03-01,58.3505,59.0406,57.7876,58.874,272320.0
2024-03-02,58.3505,59.0406,57.7876,58.874,272320.0
2024-03-03,58.3505,59.0406,57.7876,58.874,272320.0
2024-03-04,58.7357,60.2172,58.7357,60.1579,308041.0
2024-03-05,60.3654,60.8098,59.6641,59.99,309260.0
2024-03-06,60.5135,60.5234,59.6049,59.99,435719.0
2024-03-07,60.4246,60.8444,60.1184,60.395,297264.0
2024-03-08,60.89,61.07,60.49,60.7,550458.0
2024-03-09,60.89,61.07,60.49,60.7,550458.0
2024-03-10,60.89,61.07,60.49,60.7,550458.0
2024-03-11,60.48,61.36,60.48,61.16,384599.0
2024-03-12,60.85,61.21,60.505,60.97,381223.0
2024-03-13,60.84,61.33,60.312,60.41,383389.0
2024-03-14,60.05,60.2,59.215,59.81,481531.0
2024-03-15,59.51,60.33,59.25,59.59,1228992.0
2024-03-16,59.51,60.33,59.25,59.59,1228992.0
2024-03-17,59.51,60.33,59.25,59.59,1228992.0
2024-03-18,59.59,59.72,58.67,58.88,302096.0
2024-03-19,58.99,59.72,58.82,59.26,276416.0
2024-03-20,58.99,60.21,58.99,59.96,278840.0
2024-03-21,60.0,60.43,59.62,59.66,319157.0
2024-03-22,60.08,60.08,59.435,59.77,287586.0
2024-03-23,60.08,60.08,59.435,59.77,287586.0
2024-03-24,60.08,60.08,59.435,59.77,287586.0
2024-03-25,60.12,60.36,59.48,59.86,286766.0
2024-03-26,60.02,60.02,58.96,59.53,276789.0
2024-03-27,59.86,60.68,59.86,60.57,404914.0
2024-03-28,60.75,61.68,60.75,61.37,361643.0
2024-03-29,60.75,61.68,60.75,61.37,361643.0
2024-03-30,60.75,61.68,60.75,61.37,361643.0
2024-03-31,60.75,61.68,60.75,61.37,361643.0
2024-04-01,61.43,61.6,60.57,60.95,282344.0
2024-04-02,60.66,61.465,60.66,61.04,326650.0
2024-04-03,60.7,60.92,60.31,60.42,249016.0
2024-04-04,61.04,61.04,59.6,59.9,290035.0
2024-04-05,59.44,59.72,58.99,59.34,285340.0
2024-04-06,59.44,59.72,58.99,59.34,285340.0
2024-04-07,59.44,59.72,58.99,59.34,285340.0
2024-04-08,59.4,60.05,59.4,60.04,295284.0
