,CRI US Equity,CRI US Equity,CRI US Equity,CRI US Equity,CRI US Equity
2020-05-08,70.273,72.181,70.034,71.38,485852.0
2020-05-09,70.273,72.181,70.034,71.38,485852.0
2020-05-10,70.273,72.181,70.034,71.38,485852.0
2020-05-11,70.606,71.254,69.318,70.236,530900.0
2020-05-12,70.498,72.064,68.21,68.255,557236.0
2020-05-13,67.535,67.535,63.393,65.338,698642.0
2020-05-14,64.419,67.454,62.619,67.238,486597.0
2020-05-15,66.428,68.769,65.797,67.895,241435.0
2020-05-16,66.428,68.769,65.797,67.895,241435.0
2020-05-17,66.428,68.769,65.797,67.895,241435.0
2020-05-18,70.588,75.833,70.588,74.163,749607.0
2020-05-19,74.181,75.243,72.947,73.766,357920.0
2020-05-20,74.721,75.333,72.172,72.281,564760.0
2020-05-21,71.992,75.369,71.992,74.73,635506.0
2020-05-22,74.235,75.054,72.47,73.406,402904.0
2020-05-23,74.235,75.054,72.47,73.406,402904.0
2020-05-24,74.235,75.054,72.47,73.406,402904.0
2020-05-25,74.235,75.054,72.47,73.406,402904.0
2020-05-26,76.189,77.913,76.008,77.188,759915.0
2020-05-27,78.755,80.286,78.35,80.025,448962.0
2020-05-28,80.952,80.952,77.251,77.728,451646.0
2020-05-29,77.026,78.134,75.891,77.359,402709.0
2020-05-30,77.026,78.134,75.891,77.359,402709.0
2020-05-31,77.026,78.134,75.891,77.359,402709.0
2020-06-01,77.647,80.083,76.702,79.385,337392.0
2020-06-02,79.691,79.953,77.386,78.251,494973.0
2020-06-03,78.206,84.167,78.206,83.455,721260.0
2020-06-04,82.861,83.284,80.785,81.051,585226.0
2020-06-05,84.572,85.504,81.564,81.934,662605.0
2020-06-06,84.572,85.504,81.564,81.934,662605.0
2020-06-07,84.572,85.504,81.564,81.934,662605.0
2020-06-08,83.212,85.49,83.212,84.626,834468.0
2020-06-09,83.257,83.5,81.096,81.582,540184.0
2020-06-10,81.717,81.717,78.71,78.926,674372.0
2020-06-11,74.973,76.648,73.325,75.09,640903.0
2020-06-12,77.593,77.827,73.685,75.828,541043.0
2020-06-13,77.593,77.827,73.685,75.828,541043.0
2020-06-14,77.593,77.827,73.685,75.828,541043.0
2020-06-15,73.415,76.792,72.596,76.126,722374.0
2020-06-16,79.745,80.637,76.828,78.251,428239.0
2020-06-17,78.098,78.408,76.45,77.728,412353.0
2020-06-18,77.017,78.827,76.135,77.035,485780.0
2020-06-19,77.89,79.583,75.468,75.873,729902.0
2020-06-20,77.89,79.583,75.468,75.873,729902.0
2020-06-21,77.89,79.583,75.468,75.873,729902.0
2020-06-22,75.864,76.855,75.279,76.603,557312.0
2020-06-23,77.656,78.044,75.162,75.954,511245.0
2020-06-24,75.036,75.459,72.218,72.848,534549.0
2020-06-25,72.38,72.704,70.164,71.209,404902.0
2020-06-26,71.002,72.254,68.733,69.012,1746905.0
2020-06-27,71.002,72.254,68.733,69.012,1746905.0
2020-06-28,71.002,72.254,68.733,69.012,1746905.0
2020-06-29,69.876,72.037,69.201,71.434,835178.0
2020-06-30,71.272,73.487,71.272,72.668,742190.0
2020-07-01,72.803,74.352,72.551,73.424,839098.0
2020-07-02,75.198,75.351,72.109,72.821,406376.0
2020-07-03,75.198,75.351,72.109,72.821,406376.0
2020-07-04,75.198,75.351,72.109,72.821,406376.0
2020-07-05,75.198,75.351,72.109,72.821,406376.0
2020-07-06,74.667,74.694,72.443,73.595,434756.0
2020-07-07,73.226,73.829,72.366,72.533,360991.0
2020-07-08,72.722,73.478,71.934,73.001,586279.0
2020-07-09,72.767,72.92,70.732,71.839,493285.0
2020-07-10,71.875,74.307,71.785,74.289,494740.0
2020-07-11,71.875,74.307,71.785,74.289,494740.0
2020-07-12,71.875,74.307,71.785,74.289,494740.0
2020-07-13,75.108,76.035,73.577,74.325,597613.0
2020-07-14,74.361,76.882,73.388,76.855,495541.0
2020-07-15,78.386,80.583,77.602,78.629,460937.0
2020-07-16,78.296,80.232,78.152,79.619,294163.0
2020-07-17,80.133,80.412,77.845,77.908,322244.0
2020-07-18,80.133,80.412,77.845,77.908,322244.0
2020-07-19,80.133,80.412,77.845,77.908,322244.0
2020-07-20,78.008,78.899,76.837,77.062,327834.0
2020-07-21,77.575,78.908,77.575,77.908,509433.0
2020-07-22,77.584,79.115,77.521,78.296,464514.0
2020-07-23,78.62,79.331,76.567,76.954,693265.0
2020-07-24,81.943,82.744,79.498,80.637,1123609.0
2020-07-25,81.943,82.744,79.498,80.637,1123609.0
2020-07-26,81.943,82.744,79.498,80.637,1123609.0
2020-07-27,81.213,82.51,78.557,79.223,659730.0
2020-07-28,78.683,80.403,78.476,78.764,545314.0
2020-07-29,78.881,79.655,74.892,75.306,807100.0
2020-07-30,74.379,75.459,72.326,72.803,1076263.0
2020-07-31,72.785,73.402,70.561,70.885,1059610.0
2020-08-01,72.785,73.402,70.561,70.885,1059610.0
2020-08-02,72.785,73.402,70.561,70.885,1059610.0
2020-08-03,71.155,71.218,69.354,70.245,753983.0
2020-08-04,69.957,71.092,69.417,70.714,589989.0
2020-08-05,71.227,73.996,71.227,72.812,692551.0
2020-08-06,72.245,72.785,69.993,70.3,609198.0
2020-08-07,69.768,72.434,69.669,72.416,909276.0
2020-08-08,69.768,72.434,69.669,72.416,909276.0
2020-08-09,69.768,72.434,69.669,72.416,909276.0
2020-08-10,72.677,75.774,72.677,75.333,614382.0
2020-08-11,76.216,78.264,76.216,76.567,721419.0
2020-08-12,77.485,77.881,74.766,76.207,425335.0
2020-08-13,75.576,76.135,74.424,75.234,583545.0
2020-08-14,74.829,76.405,74.343,75.756,316902.0
2020-08-15,74.829,76.405,74.343,75.756,316902.0
2020-08-16,74.829,76.405,74.343,75.756,316902.0
2020-08-17,75.882,76.378,74.923,75.72,370938.0
2020-08-18,75.207,75.306,73.091,73.307,364308.0
2020-08-19,73.19,73.919,71.848,71.974,383049.0
2020-08-20,71.146,71.983,68.454,68.886,650468.0
2020-08-21,68.445,69.696,68.445,68.769,414866.0
2020-08-22,68.445,69.696,68.445,68.769,414866.0
2020-08-23,68.445,69.696,68.445,68.769,414866.0
2020-08-24,69.201,71.407,68.859,71.236,735686.0
2020-08-25,71.002,71.857,69.354,71.758,823588.0
2020-08-26,71.83,73.591,71.83,72.506,968342.0
2020-08-27,73.145,74.302,72.145,73.514,497645.0
2020-08-28,73.73,74.937,72.881,74.694,455891.0
2020-08-29,73.73,74.937,72.881,74.694,455891.0
2020-08-30,73.73,74.937,72.881,74.694,455891.0
2020-08-31,74.334,74.424,71.632,71.695,448934.0
2020-09-01,71.227,71.92,70.48,70.516,524190.0
2020-09-02,70.912,72.713,70.759,72.272,524141.0
2020-09-03,72.704,73.478,70.988,72.136,435965.0
2020-09-04,73.127,73.415,70.795,72.857,707435.0
2020-09-05,73.127,73.415,70.795,72.857,707435.0
2020-09-06,73.127,73.415,70.795,72.857,707435.0
2020-09-07,73.127,73.415,70.795,72.857,707435.0
2020-09-08,71.884,72.281,70.092,70.227,851698.0
2020-09-09,70.2,73.424,69.237,72.965,902425.0
2020-09-10,73.271,75.954,73.271,74.919,828782.0
2020-09-11,75.729,76.103,74.325,74.883,586003.0
2020-09-12,75.729,76.103,74.325,74.883,586003.0
2020-09-13,75.729,76.103,74.325,74.883,586003.0
2020-09-14,75.486,78.093,75.486,77.188,763520.0
2020-09-15,77.944,78.8,75.711,77.206,732030.0
2020-09-16,77.854,82.267,77.053,80.493,831686.0
2020-09-17,79.88,81.483,79.214,79.439,535266.0
2020-09-18,79.52,79.52,76.864,78.332,681492.0
2020-09-19,79.52,79.52,76.864,78.332,681492.0
2020-09-20,79.52,79.52,76.864,78.332,681492.0
2020-09-21,76.792,78.224,75.297,78.152,545762.0
2020-09-22,78.449,80.637,77.908,79.754,592999.0
2020-09-23,80.682,82.312,78.368,78.701,574901.0
2020-09-24,78.386,78.773,76.144,78.116,993556.0
2020-09-25,77.972,79.908,77.589,78.638,499605.0
2020-09-26,77.972,79.908,77.589,78.638,499605.0
2020-09-27,77.972,79.908,77.589,78.638,499605.0
2020-09-28,79.844,81.672,79.178,79.862,797871.0
2020-09-29,79.926,80.349,76.026,77.098,676159.0
2020-09-30,77.35,79.07,77.35,77.963,491942.0
2020-10-01,77.719,79.511,77.152,78.836,766013.0
2020-10-02,77.485,80.277,77.08,79.763,533442.0
2020-10-03,77.485,80.277,77.08,79.763,533442.0
2020-10-04,77.485,80.277,77.08,79.763,533442.0
2020-10-05,80.34,81.402,77.404,77.791,882877.0
2020-10-06,78.134,78.647,74.622,75.531,808984.0
2020-10-07,76.297,78.044,76.297,77.917,548164.0
2020-10-08,78.593,78.998,77.503,78.908,256609.0
2020-10-09,79.718,80.556,79.088,80.106,279273.0
2020-10-10,79.718,80.556,79.088,80.106,279273.0
2020-10-11,79.718,80.556,79.088,80.106,279273.0
2020-10-12,80.295,80.772,78.179,78.215,549590.0
2020-10-13,78.251,78.809,75.9,76.017,546285.0
2020-10-14,75.882,76.48,74.991,75.513,441527.0
2020-10-15,74.334,75.716,73.478,75.468,451726.0
2020-10-16,75.648,76.171,72.992,73.073,431998.0
2020-10-17,75.648,76.171,72.992,73.073,431998.0
2020-10-18,75.648,76.171,72.992,73.073,431998.0
2020-10-19,72.938,74.955,72.245,74.009,703600.0
2020-10-20,74.568,76.008,73.937,75.009,698539.0
2020-10-21,74.622,77.062,74.108,76.837,777823.0
2020-10-22,76.468,79.466,74.892,78.17,1353338.0
2020-10-23,78.341,79.871,75.554,78.296,874312.0
2020-10-24,78.341,79.871,75.554,78.296,874312.0
2020-10-25,78.341,79.871,75.554,78.296,874312.0
2020-10-26,77.926,79.21,76.828,78.791,781995.0
2020-10-27,79.277,79.277,77.17,77.575,603737.0
2020-10-28,75.927,77.053,74.415,74.46,531912.0
2020-10-29,74.37,75.972,73.487,75.333,504243.0
2020-10-30,75.099,75.774,72.533,73.343,624215.0
2020-10-31,75.099,75.774,72.533,73.343,624215.0
2020-11-01,75.099,75.774,72.533,73.343,624215.0
2020-11-02,74.0,75.261,71.938,72.245,725251.0
2020-11-03,73.343,74.442,72.515,73.496,534556.0
2020-11-04,72.695,73.568,71.272,71.992,447918.0
2020-11-05,72.596,74.027,71.859,73.586,471258.0
2020-11-06,73.586,74.253,71.29,72.037,324771.0
2020-11-07,73.586,74.253,71.29,72.037,324771.0
2020-11-08,73.586,74.253,71.29,72.037,324771.0
2020-11-09,76.423,79.331,74.694,74.82,670493.0
2020-11-10,75.171,77.791,74.793,76.333,631446.0
2020-11-11,76.504,77.152,74.721,75.387,670308.0
2020-11-12,74.82,74.82,72.001,72.263,524205.0
2020-11-13,72.848,76.675,72.848,76.017,492627.0
2020-11-14,72.848,76.675,72.848,76.017,492627.0
2020-11-15,72.848,76.675,72.848,76.017,492627.0
2020-11-16,77.728,78.224,75.801,76.864,857259.0
2020-11-17,76.855,78.66,75.333,78.278,524791.0
2020-11-18,78.296,80.268,78.296,78.935,477021.0
2020-11-19,78.629,79.574,77.611,79.349,420565.0
2020-11-20,79.385,80.655,78.557,78.638,691745.0
2020-11-21,79.385,80.655,78.557,78.638,691745.0
2020-11-22,79.385,80.655,78.557,78.638,691745.0
2020-11-23,79.484,82.591,78.449,82.06,692650.0
2020-11-24,83.482,86.175,82.879,85.4,579189.0
2020-11-25,84.626,85.761,83.32,85.725,466391.0
2020-11-26,84.626,85.761,83.32,85.725,466391.0
2020-11-27,86.166,86.76,83.919,84.806,342895.0
2020-11-28,86.166,86.76,83.919,84.806,342895.0
2020-11-29,86.166,86.76,83.919,84.806,342895.0
2020-11-30,84.275,84.275,79.998,80.133,666334.0
2020-12-01,80.88,81.744,79.142,80.133,420704.0
2020-12-02,79.763,81.069,79.097,80.907,295619.0
2020-12-03,81.15,82.789,80.286,82.276,459436.0
2020-12-04,82.591,85.319,82.159,84.968,334069.0
2020-12-05,82.591,85.319,82.159,84.968,334069.0
2020-12-06,82.591,85.319,82.159,84.968,334069.0
2020-12-07,83.942,84.842,82.573,84.014,362872.0
2020-12-08,82.807,84.707,82.807,83.942,422863.0
2020-12-09,84.617,86.188,84.117,84.86,513031.0
2020-12-10,84.374,84.86,81.988,82.519,385427.0
2020-12-11,81.961,82.681,80.34,81.375,405643.0
2020-12-12,81.961,82.681,80.34,81.375,405643.0
2020-12-13,81.961,82.681,80.34,81.375,405643.0
2020-12-14,81.555,81.78,78.422,78.647,531294.0
2020-12-15,79.331,82.276,78.413,82.213,506522.0
2020-12-16,82.996,83.734,81.663,82.501,445348.0
2020-12-17,82.798,84.041,81.988,82.402,498728.0
2020-12-18,83.473,84.167,82.132,82.942,941155.0
2020-12-19,83.473,84.167,82.132,82.942,941155.0
2020-12-20,83.473,84.167,82.132,82.942,941155.0
2020-12-21,81.393,84.059,81.195,83.807,371762.0
2020-12-22,84.167,84.239,82.51,82.708,221765.0
2020-12-23,82.942,86.238,82.852,85.725,347182.0
2020-12-24,86.553,86.634,84.329,85.553,136384.0
2020-12-25,86.553,86.634,84.329,85.553,136384.0
2020-12-26,86.553,86.634,84.329,85.553,136384.0
2020-12-27,86.553,86.634,84.329,85.553,136384.0
2020-12-28,85.995,87.309,85.515,86.67,365870.0
2020-12-29,87.192,87.327,84.653,84.977,430645.0
2020-12-30,85.319,87.219,85.045,85.788,357738.0
2020-12-31,85.265,86.292,84.653,84.707,259187.0
2021-01-01,85.265,86.292,84.653,84.707,259187.0
2021-01-02,85.265,86.292,84.653,84.707,259187.0
2021-01-03,85.265,86.292,84.653,84.707,259187.0
2021-01-04,84.347,85.526,81.591,83.023,728275.0
2021-01-05,82.654,84.896,82.222,83.599,387465.0
2021-01-06,84.239,90.947,84.239,90.542,682163.0
2021-01-07,90.947,91.906,89.677,90.236,553095.0
2021-01-08,90.614,92.361,90.074,91.965,484064.0
2021-01-09,90.614,92.361,90.074,91.965,484064.0
2021-01-10,90.614,92.361,90.074,91.965,484064.0
2021-01-11,91.226,93.694,91.163,92.721,379353.0
2021-01-12,92.298,94.918,92.1,94.54,341488.0
2021-01-13,92.136,93.568,87.534,89.984,867833.0
2021-01-14,90.965,91.01,88.957,89.164,562723.0
2021-01-15,88.516,89.768,87.093,88.552,583067.0
2021-01-16,88.516,89.768,87.093,88.552,583067.0
2021-01-17,88.516,89.768,87.093,88.552,583067.0
2021-01-18,88.516,89.768,87.093,88.552,583067.0
2021-01-19,89.506,91.037,88.084,89.335,615408.0
2021-01-20,90.065,91.222,89.479,90.182,368778.0
2021-01-21,90.47,91.397,90.191,90.191,222368.0
2021-01-22,89.083,89.759,87.3,87.345,390146.0
2021-01-23,89.083,89.759,87.3,87.345,390146.0
2021-01-24,89.083,89.759,87.3,87.345,390146.0
2021-01-25,86.625,88.651,83.978,85.355,688269.0
2021-01-26,86.256,86.256,81.907,84.491,634778.0
2021-01-27,83.086,84.428,81.898,84.338,982333.0
2021-01-28,85.085,85.553,79.917,80.115,841311.0
2021-01-29,80.439,81.078,77.981,79.277,831746.0
2021-01-30,80.439,81.078,77.981,79.277,831746.0
2021-01-31,80.439,81.078,77.981,79.277,831746.0
2021-02-01,79.349,81.591,77.917,81.465,661124.0
2021-02-02,81.672,82.609,80.772,81.78,481052.0
2021-02-03,81.267,83.987,80.934,83.707,454265.0
2021-02-04,84.311,85.634,84.185,85.355,346545.0
2021-02-05,86.328,86.787,85.364,85.878,343125.0
2021-02-06,86.328,86.787,85.364,85.878,343125.0
2021-02-07,86.328,86.787,85.364,85.878,343125.0
2021-02-08,86.373,87.318,85.788,86.472,320791.0
2021-02-09,86.49,87.507,86.116,87.102,387991.0
2021-02-10,87.733,88.435,85.914,88.291,495519.0
2021-02-11,88.624,89.479,85.95,87.318,373147.0
2021-02-12,86.733,87.593,86.22,86.769,367391.0
2021-02-13,86.733,87.593,86.22,86.769,367391.0
2021-02-14,86.733,87.593,86.22,86.769,367391.0
2021-02-15,86.733,87.593,86.22,86.769,367391.0
2021-02-16,86.49,87.264,83.554,85.166,463926.0
2021-02-17,84.464,85.076,83.239,84.257,531481.0
2021-02-18,84.077,84.19,81.862,83.951,432013.0
2021-02-19,84.149,84.167,82.789,83.329,322153.0
2021-02-20,84.149,84.167,82.789,83.329,322153.0
2021-02-21,84.149,84.167,82.789,83.329,322153.0
2021-02-22,83.041,85.157,82.915,84.446,622877.0
2021-02-23,84.428,84.428,81.97,83.077,580921.0
2021-02-24,83.014,84.797,81.889,84.653,509159.0
2021-02-25,85.238,87.336,84.095,85.256,809468.0
2021-02-26,76.738,78.224,72.596,75.162,3401488.0
2021-02-27,76.738,78.224,72.596,75.162,3401488.0
2021-02-28,76.738,78.224,72.596,75.162,3401488.0
2021-03-01,75.576,76.486,74.226,75.972,1144776.0
2021-03-02,76.558,77.647,75.468,75.567,1060276.0
2021-03-03,75.837,76.243,74.37,74.379,776724.0
2021-03-04,73.775,76.103,72.488,74.775,965341.0
2021-03-05,75.999,77.836,75.351,76.72,1098703.0
2021-03-06,75.999,77.836,75.351,76.72,1098703.0
2021-03-07,75.999,77.836,75.351,76.72,1098703.0
2021-03-08,76.81,80.43,76.108,78.944,1098767.0
2021-03-09,79.457,83.257,78.53,78.656,821059.0
2021-03-10,79.394,79.394,77.296,77.701,646354.0
2021-03-11,78.026,79.835,77.917,78.755,761532.0
2021-03-12,79.07,79.998,78.845,79.457,415783.0
2021-03-13,79.07,79.998,78.845,79.457,415783.0
2021-03-14,79.07,79.998,78.845,79.457,415783.0
2021-03-15,79.538,82.186,79.241,82.051,877712.0
2021-03-16,82.033,82.033,79.097,81.105,769445.0
2021-03-17,81.411,82.051,79.971,80.907,590735.0
2021-03-18,80.907,82.447,79.691,80.097,735347.0
2021-03-19,80.034,81.807,79.601,80.943,677029.0
2021-03-20,80.034,81.807,79.601,80.943,677029.0
2021-03-21,80.034,81.807,79.601,80.943,677029.0
2021-03-22,80.853,81.636,79.025,79.844,563612.0
2021-03-23,78.971,80.376,75.891,76.36,771598.0
2021-03-24,77.215,80.169,76.738,78.233,655353.0
2021-03-25,78.44,79.426,76.63,79.178,608187.0
2021-03-26,79.457,81.771,79.457,81.519,475940.0
2021-03-27,79.457,81.771,79.457,81.519,475940.0
2021-03-28,79.457,81.771,79.457,81.519,475940.0
2021-03-29,81.663,83.226,79.295,79.403,718870.0
2021-03-30,79.448,81.474,78.476,81.285,477477.0
2021-03-31,81.096,81.893,79.241,80.079,465328.0
2021-04-01,80.889,81.312,79.223,80.889,533127.0
2021-04-02,80.889,81.312,79.223,80.889,533127.0
2021-04-03,80.889,81.312,79.223,80.889,533127.0
2021-04-04,80.889,81.312,79.223,80.889,533127.0
2021-04-05,81.438,84.833,81.105,84.068,1011310.0
2021-04-06,83.464,84.608,83.428,83.689,576356.0
2021-04-07,83.978,84.68,82.01,83.059,510406.0
2021-04-08,82.996,83.834,81.249,82.276,631453.0
2021-04-09,82.978,84.104,82.222,84.005,598533.0
2021-04-10,82.978,84.104,82.222,84.005,598533.0
2021-04-11,82.978,84.104,82.222,84.005,598533.0
2021-04-12,84.293,86.895,84.086,86.499,642712.0
2021-04-13,86.22,86.463,84.228,86.022,610919.0
2021-04-14,86.256,88.138,86.121,86.715,496499.0
2021-04-15,87.408,88.921,86.868,87.57,625195.0
2021-04-16,88.219,89.07,87.616,88.39,479196.0
2021-04-17,88.219,89.07,87.616,88.39,479196.0
2021-04-18,88.219,89.07,87.616,88.39,479196.0
2021-04-19,88.705,89.615,87.787,88.543,687446.0
2021-04-20,88.597,88.921,86.805,87.76,579314.0
2021-04-21,88.048,90.011,88.003,88.597,674952.0
2021-04-22,90.047,90.407,89.155,89.66,671484.0
2021-04-23,90.074,90.938,88.957,90.461,471002.0
2021-04-24,90.074,90.938,88.957,90.461,471002.0
2021-04-25,90.074,90.938,88.957,90.461,471002.0
2021-04-26,90.866,91.848,90.155,91.397,688947.0
2021-04-27,91.857,95.387,91.406,94.738,813433.0
2021-04-28,95.026,95.85,93.496,93.64,966740.0
2021-04-29,94.288,94.999,92.586,92.919,1320664.0
2021-04-30,100.375,105.283,95.666,97.962,2904373.0
2021-05-01,100.375,105.283,95.666,97.962,2904373.0
2021-05-02,100.375,105.283,95.666,97.962,2904373.0
2021-05-03,98.79,101.348,97.863,100.411,951961.0
2021-05-04,100.033,100.582,98.079,100.321,1094270.0
2021-05-05,100.528,100.713,98.889,99.223,747833.0
2021-05-06,99.142,99.754,96.647,97.854,624124.0
2021-05-07,97.548,99.808,96.845,99.457,460713.0
2021-05-08,97.548,99.808,96.845,99.457,460713.0
2021-05-09,97.548,99.808,96.845,99.457,460713.0
2021-05-10,99.439,99.583,94.63,94.72,684864.0
2021-05-11,93.663,94.137,90.201,92.723,1106699.0
2021-05-12,92.551,94.097,88.809,89.279,1055306.0
2021-05-13,89.776,92.009,89.261,91.629,904421.0
2021-05-14,91.936,93.898,91.936,93.509,556052.0
2021-05-15,91.936,93.898,91.936,93.509,556052.0
2021-05-16,91.936,93.898,91.936,93.509,556052.0
2021-05-17,93.428,94.693,92.822,94.404,788761.0
2021-05-18,94.097,94.458,91.746,92.009,780733.0
2021-05-19,90.345,90.761,88.709,89.324,696693.0
2021-05-20,89.315,91.828,87.832,91.484,788865.0
2021-05-21,92.307,92.424,90.752,91.502,631918.0
2021-05-22,92.307,92.424,90.752,91.502,631918.0
2021-05-23,92.307,92.424,90.752,91.502,631918.0
2021-05-24,92.108,92.108,90.255,90.788,542410.0
2021-05-25,91.303,91.303,89.396,89.74,484251.0
2021-05-26,90.436,91.954,89.952,91.701,533289.0
2021-05-27,92.551,93.627,91.755,93.319,585461.0
2021-05-28,93.373,93.586,92.09,92.415,492011.0
2021-05-29,93.373,93.586,92.09,92.415,492011.0
2021-05-30,93.373,93.586,92.09,92.415,492011.0
2021-05-31,93.373,93.586,92.09,92.415,492011.0
2021-06-01,93.238,93.798,92.253,92.497,440921.0
2021-06-02,92.605,92.723,91.466,92.569,516592.0
2021-06-03,91.927,94.106,91.041,93.238,650885.0
2021-06-04,94.006,94.853,91.548,93.78,537282.0
2021-06-05,94.006,94.853,91.548,93.78,537282.0
2021-06-06,94.006,94.853,91.548,93.78,537282.0
2021-06-07,94.214,95.561,93.726,94.142,632917.0
2021-06-08,94.521,95.886,93.256,95.217,460189.0
2021-06-09,95.362,95.904,93.355,93.473,535913.0
2021-06-10,93.69,94.558,92.135,92.867,317401.0
2021-06-11,93.419,95.064,93.238,95.055,341740.0
2021-06-12,93.419,95.064,93.238,95.055,341740.0
2021-06-13,93.419,95.064,93.238,95.055,341740.0
2021-06-14,95.073,95.47,94.033,95.136,436212.0
2021-06-15,95.335,97.486,94.567,97.351,695266.0
2021-06-16,97.179,98.083,95.651,96.085,799249.0
2021-06-17,95.642,95.642,92.325,94.187,492429.0
2021-06-18,92.686,94.115,91.421,92.741,779820.0
2021-06-19,92.686,94.115,91.421,92.741,779820.0
2021-06-20,92.686,94.115,91.421,92.741,779820.0
2021-06-21,93.229,94.368,92.976,93.12,395045.0
2021-06-22,92.759,93.256,91.313,92.867,419777.0
2021-06-23,93.166,93.889,92.542,93.726,332945.0
2021-06-24,94.576,94.928,93.215,94.133,331616.0
2021-06-25,95.073,96.881,94.368,95.353,763034.0
2021-06-26,95.073,96.881,94.368,95.353,763034.0
2021-06-27,95.073,96.881,94.368,95.353,763034.0
2021-06-28,94.585,94.982,92.867,93.184,399991.0
2021-06-29,93.617,94.097,92.054,92.397,750336.0
2021-06-30,92.198,94.088,91.71,93.256,607780.0
2021-07-01,93.78,95.651,93.138,94.774,696943.0
2021-07-02,95.208,95.208,93.184,93.753,305987.0
2021-07-03,95.208,95.208,93.184,93.753,305987.0
2021-07-04,95.208,95.208,93.184,93.753,305987.0
2021-07-05,95.208,95.208,93.184,93.753,305987.0
2021-07-06,94.115,94.115,90.133,92.388,659395.0
2021-07-07,91.891,93.265,90.824,92.533,343038.0
2021-07-08,90.915,92.202,89.64,91.783,365099.0
2021-07-09,92.967,94.937,92.605,94.404,684826.0
2021-07-10,92.967,94.937,92.605,94.404,684826.0
2021-07-11,92.967,94.937,92.605,94.404,684826.0
2021-07-12,94.277,95.615,92.976,95.38,733826.0
2021-07-13,94.639,95.47,93.446,93.527,489374.0
2021-07-14,94.16,94.345,92.424,92.533,471683.0
2021-07-15,91.728,92.162,89.206,90.246,392574.0
2021-07-16,90.824,91.15,88.167,88.348,330796.0
2021-07-17,90.824,91.15,88.167,88.348,330796.0
2021-07-18,90.824,91.15,88.167,88.348,330796.0
2021-07-19,86.052,86.802,84.398,85.943,704762.0
2021-07-20,86.54,89.568,85.726,88.836,780155.0
2021-07-21,89.396,91.05,88.574,88.637,693573.0
2021-07-22,87.706,88.275,85.735,88.14,928096.0
2021-07-23,89.197,90.092,88.162,89.83,700694.0
2021-07-24,89.197,90.092,88.162,89.83,700694.0
2021-07-25,89.197,90.092,88.162,89.83,700694.0
2021-07-26,93.965,93.965,89.505,90.291,317726.0
2021-07-27,90.644,91.204,87.661,88.022,574628.0
2021-07-28,88.384,89.035,86.368,88.773,603196.0
2021-07-29,89.622,90.589,89.035,89.053,759808.0
2021-07-30,94.006,95.398,87.43,88.348,1933929.0
2021-07-31,94.006,95.398,87.43,88.348,1933929.0
2021-08-01,94.006,95.398,87.43,88.348,1933929.0
2021-08-02,89.631,93.021,89.044,91.014,667504.0
2021-08-03,91.909,93.807,89.993,92.632,865562.0
2021-08-04,91.873,93.979,89.939,90.228,1084856.0
2021-08-05,90.391,93.608,90.391,92.045,459707.0
2021-08-06,92.831,94.006,92.199,92.424,499344.0
2021-08-07,92.831,94.006,92.199,92.424,499344.0
2021-08-08,92.831,94.006,92.199,92.424,499344.0
2021-08-09,92.171,92.239,90.345,90.427,427686.0
2021-08-10,90.409,93.401,90.088,91.683,566811.0
2021-08-11,91.529,95.443,91.249,95.235,759092.0
2021-08-12,96.311,98.499,95.095,95.326,685542.0
2021-08-13,95.416,95.687,94.133,95.199,374068.0
2021-08-14,95.416,95.687,94.133,95.199,374068.0
2021-08-15,95.416,95.687,94.133,95.199,374068.0
2021-08-16,94.793,96.347,93.577,95.416,356226.0
2021-08-17,93.925,94.874,91.918,92.37,355917.0
2021-08-18,91.385,93.328,91.041,91.114,239011.0
2021-08-19,89.911,92.727,89.767,91.059,390422.0
2021-08-20,91.737,95.588,91.737,95.543,725058.0
2021-08-21,91.737,95.588,91.737,95.543,725058.0
2021-08-22,91.737,95.588,91.737,95.543,725058.0
2021-08-23,96.356,96.356,94.576,95.489,548676.0
2021-08-24,95.0,97.161,95.0,96.799,623348.0
2021-08-25,96.311,96.917,94.91,96.139,472314.0
2021-08-26,96.311,96.311,91.972,93.59,890987.0
2021-08-27,93.229,94.612,92.388,93.681,547180.0
2021-08-28,93.229,94.612,92.388,93.681,547180.0
2021-08-29,93.229,94.612,92.388,93.681,547180.0
2021-08-30,93.626,95.278,92.782,94.77,567190.0
2021-08-31,94.516,95.278,92.097,92.9,475719.0
2021-09-01,93.781,94.153,92.764,93.427,390451.0
2021-09-02,93.499,93.508,90.432,90.777,646223.0
2021-09-03,90.405,91.938,90.242,91.793,442166.0
2021-09-04,90.405,91.938,90.242,91.793,442166.0
2021-09-05,90.405,91.938,90.242,91.793,442166.0
2021-09-06,90.405,91.938,90.242,91.793,442166.0
2021-09-07,91.557,91.666,89.616,89.743,509934.0
2021-09-08,89.697,90.369,87.864,89.026,568137.0
2021-09-09,89.008,92.12,88.962,91.34,509532.0
2021-09-10,91.63,93.445,91.548,92.81,560600.0
2021-09-11,91.63,93.445,91.548,92.81,560600.0
2021-09-12,91.63,93.445,91.548,92.81,560600.0
2021-09-13,93.617,93.862,91.675,92.066,635934.0
2021-09-14,92.093,92.347,90.001,90.205,478069.0
2021-09-15,89.806,90.605,89.416,89.688,456775.0
2021-09-16,90.042,91.385,88.776,88.89,318552.0
