,SMG US Equity,SMG US Equity,SMG US Equity,SMG US Equity,SMG US Equity
2023-08-11,50.3072,51.3679,49.8444,50.0565,707807.0
2023-08-12,50.3072,51.3679,49.8444,50.0565,707807.0
2023-08-13,50.3072,51.3679,49.8444,50.0565,707807.0
2023-08-14,49.4779,49.6756,47.9929,49.6033,968280.0
2023-08-15,48.8704,49.1071,48.2051,48.9572,682646.0
2023-08-16,48.639,49.4442,47.424,48.1086,827130.0
2023-08-17,48.2147,49.0777,47.694,48.1086,539733.0
2023-08-18,47.7229,48.6969,47.4915,48.2051,634227.0
2023-08-19,47.7229,48.6969,47.4915,48.2051,634227.0
2023-08-20,47.7229,48.6969,47.4915,48.2051,634227.0
2023-08-21,48.1472,48.3015,47.3854,48.0218,625224.0
2023-08-22,48.3593,48.6101,47.4481,48.4943,668362.0
2023-08-23,48.1472,49.8829,47.5397,49.4779,609208.0
2023-08-24,49.1946,50.3718,48.9114,50.1715,488276.0
2023-08-25,50.7185,51.08,50.0543,50.3766,445774.0
2023-08-26,50.7185,51.08,50.0543,50.3766,445774.0
2023-08-27,50.7185,51.08,50.0543,50.3766,445774.0
2023-08-28,50.8651,51.9201,50.8177,51.3437,417299.0
2023-08-29,51.1581,52.472,50.4743,51.9982,472033.0
2023-08-30,51.9982,55.4563,51.7345,55.1926,1258094.0
2023-08-31,55.2805,57.0808,55.0363,55.3489,943035.0
2023-09-01,55.7591,56.2964,53.444,53.7566,679545.0
2023-09-02,55.7591,56.2964,53.444,53.7566,679545.0
2023-09-03,55.7591,56.2964,53.444,53.7566,679545.0
2023-09-04,55.7591,56.2964,53.444,53.7566,679545.0
2023-09-05,52.7016,53.6296,51.6661,53.3854,902864.0
2023-09-06,53.3268,54.245,51.9787,52.4769,752656.0
2023-09-07,51.461,51.974,50.826,51.4707,764952.0
2023-09-08,51.3437,52.4084,50.7527,51.9494,684043.0
2023-09-09,51.3437,52.4084,50.7527,51.9494,684043.0
2023-09-10,51.3437,52.4084,50.7527,51.9494,684043.0
2023-09-11,52.6527,53.6003,52.2131,52.262,553477.0
2023-09-12,51.6173,52.6723,51.3437,52.262,480264.0
2023-09-13,52.262,52.8774,51.7248,52.3304,805976.0
2023-09-14,52.9458,53.6784,52.7651,53.444,494539.0
2023-09-15,53.4049,54.7432,53.2193,53.7761,2160592.0
2023-09-16,53.4049,54.7432,53.2193,53.7761,2160592.0
2023-09-17,53.4049,54.7432,53.2193,53.7761,2160592.0
2023-09-18,53.4244,53.4244,51.9055,52.682,695639.0
2023-09-19,52.516,53.5514,51.4512,51.7345,641887.0
2023-09-20,52.1155,52.8579,50.7137,51.0507,508292.0
2023-09-21,50.4646,50.9628,49.5365,49.8882,628060.0
2023-09-22,50.3083,50.6599,49.3705,49.6538,580394.0
2023-09-23,50.3083,50.6599,49.3705,49.6538,580394.0
2023-09-24,50.3083,50.6599,49.3705,49.6538,580394.0
2023-09-25,49.3216,50.8553,49.3216,50.572,478447.0
2023-09-26,49.8784,51.4316,49.8784,51.2363,737081.0
2023-09-27,50.9335,52.6625,50.3835,51.7247,1051751.0
2023-09-28,51.6368,51.9592,50.0445,50.6892,934913.0
2023-09-29,51.5098,52.3206,50.2887,50.4841,523717.0
2023-09-30,51.5098,52.3206,50.2887,50.4841,523717.0
2023-10-01,51.5098,52.3206,50.2887,50.4841,523717.0
2023-10-02,50.1324,50.1324,46.4594,46.518,977132.0
2023-10-03,46.4008,47.026,45.6486,46.0589,837667.0
2023-10-04,46.3715,46.9186,45.8245,46.7232,642271.0
2023-10-05,46.3813,46.7707,44.5449,45.2677,879080.0
2023-10-06,44.8867,46.5474,44.094,46.0003,567590.0
2023-10-07,44.8867,46.5474,44.094,46.0003,567590.0
2023-10-08,44.8867,46.5474,44.094,46.0003,567590.0
2023-10-09,45.4435,46.2396,45.2092,45.9905,425900.0
2023-10-10,46.4887,48.0475,46.2836,47.7782,555440.0
2023-10-11,47.8368,48.0322,47.1922,47.5144,501138.0
2023-10-12,47.5242,47.5242,45.5412,45.8538,521598.0
2023-10-13,46.1761,46.9967,45.7854,46.6646,550429.0
2023-10-14,46.1761,46.9967,45.7854,46.6646,550429.0
2023-10-15,46.1761,46.9967,45.7854,46.6646,550429.0
2023-10-16,47.2018,48.4522,46.479,47.8856,633972.0
2023-10-17,47.6707,49.7319,47.6707,49.3119,571583.0
2023-10-18,48.843,49.9761,47.7,48.8723,763235.0
2023-10-19,48.6867,48.8576,45.9026,45.9222,625113.0
2023-10-20,45.6975,46.2445,45.2286,45.3849,467871.0
2023-10-21,45.6975,46.2445,45.2286,45.3849,467871.0
2023-10-22,45.6975,46.2445,45.2286,45.3849,467871.0
2023-10-23,44.9746,45.0332,42.6595,42.7278,820163.0
2023-10-24,43.3823,44.8965,43.3628,44.154,937111.0
2023-10-25,43.7047,44.9746,43.375,44.3885,743880.0
2023-10-26,44.5546,44.8232,43.2309,43.8219,653772.0
2023-10-27,44.1931,44.2224,43.1576,43.9587,724002.0
2023-10-28,44.1931,44.2224,43.1576,43.9587,724002.0
2023-10-29,44.1931,44.2224,43.1576,43.9587,724002.0
2023-10-30,44.7304,45.3654,43.3823,44.1052,992542.0
2023-10-31,43.9391,44.3396,42.9623,43.4116,941170.0
2023-11-01,47.7489,52.9261,46.6695,51.461,2779982.0
2023-11-02,51.8615,52.7602,49.5868,51.2949,1636240.0
2023-11-03,52.4769,53.7566,51.8712,53.0337,1123392.0
2023-11-04,52.4769,53.7566,51.8712,53.0337,1123392.0
2023-11-05,52.4769,53.7566,51.8712,53.0337,1123392.0
2023-11-06,52.9067,52.9067,51.4805,51.7735,819526.0
2023-11-07,51.5879,51.9298,50.5427,50.9628,682889.0
2023-11-08,50.4743,50.7338,49.1165,49.7612,803349.0
2023-11-09,50.064,50.2761,47.3288,47.4656,631477.0
2023-11-10,47.9833,48.843,47.1774,48.843,503503.0
2023-11-11,47.9833,48.843,47.1774,48.843,503503.0
2023-11-12,47.9833,48.843,47.1774,48.843,503503.0
2023-11-13,48.2764,49.5268,47.7098,48.8332,643961.0
2023-11-14,50.699,53.6176,50.4011,53.4537,823854.0
2023-11-15,53.9226,56.9363,53.9178,56.7067,1209679.0
2023-11-16,56.3355,56.3873,55.0265,55.554,595515.0
2023-11-17,55.9936,56.5699,54.919,56.5406,1352675.0
2023-11-18,55.9936,56.5699,54.919,56.5406,1352675.0
2023-11-19,55.9936,56.5699,54.919,56.5406,1352675.0
2023-11-20,56.3648,56.3648,54.9386,54.9581,779648.0
2023-11-21,54.2352,54.8311,53.3463,54.0203,768889.0
2023-11-22,54.5869,54.919,53.5319,54.8995,657788.0
2023-11-23,54.5869,54.919,53.5319,54.8995,657788.0
2023-11-24,54.4844,56.0708,54.3657,55.6409,251478.0
2023-11-25,54.4844,56.0708,54.3657,55.6409,251478.0
2023-11-26,54.4844,56.0708,54.3657,55.6409,251478.0
2023-11-27,55.2257,55.835,54.6227,55.374,677733.0
2023-11-28,55.3839,56.0708,54.687,55.7694,621312.0
2023-11-29,56.3526,57.5288,54.9984,55.2455,677369.0
2023-11-30,54.682,55.888,53.6244,55.0181,992410.0
2023-12-01,54.9984,57.4794,54.1977,57.4794,747233.0
2023-12-02,54.9984,57.4794,54.1977,57.4794,747233.0
2023-12-03,54.9984,57.4794,54.1977,57.4794,747233.0
2023-12-04,56.9555,59.0708,56.6491,58.8929,653656.0
2023-12-05,58.4185,59.9209,57.7538,59.1598,744956.0
2023-12-06,59.9605,61.3443,59.3723,60.168,698610.0
2023-12-07,60.0692,61.2405,59.8814,60.86,468262.0
2023-12-08,60.86,61.0972,59.2587,59.9012,597111.0
2023-12-09,60.86,61.0972,59.2587,59.9012,597111.0
2023-12-10,60.86,61.0972,59.2587,59.9012,597111.0
2023-12-11,59.6244,59.9407,56.3723,57.3608,715736.0
2023-12-12,57.3509,57.3509,55.9473,56.4613,487448.0
2023-12-13,56.1746,60.0791,55.3987,59.6442,1244329.0
2023-12-14,60.8402,64.033,60.4152,61.2652,992275.0
2023-12-15,60.8303,61.2193,59.2389,60.1285,1381750.0
2023-12-16,60.8303,61.2193,59.2389,60.1285,1381750.0
2023-12-17,60.8303,61.2193,59.2389,60.1285,1381750.0
2023-12-18,60.2471,60.5585,59.0906,59.1302,435360.0
2023-12-19,59.9012,62.6689,59.5058,62.2933,685475.0
2023-12-20,61.7496,63.0346,60.8501,60.9687,459644.0
2023-12-21,62.1252,63.7255,61.0379,63.5684,748380.0
2023-12-22,63.7562,64.5865,62.7381,63.3015,475272.0
2023-12-23,63.7562,64.5865,62.7381,63.3015,475272.0
2023-12-24,63.7562,64.5865,62.7381,63.3015,475272.0
2023-12-25,63.7562,64.5865,62.7381,63.3015,475272.0
2023-12-26,62.9259,64.8633,62.9259,64.2109,550717.0
2023-12-27,64.1615,65.0115,64.1615,64.7743,543830.0
2023-12-28,64.0033,64.715,63.6672,64.3295,362585.0
2023-12-29,63.6573,64.6359,62.9358,63.0148,511258.0
2023-12-30,63.6573,64.6359,62.9358,63.0148,511258.0
2023-12-31,63.6573,64.6359,62.9358,63.0148,511258.0
2024-01-01,63.6573,64.6359,62.9358,63.0148,511258.0
2024-01-02,62.2339,64.285,61.7199,63.6475,790736.0
2024-01-03,61.9078,62.9654,60.2076,60.257,843861.0
2024-01-04,60.0692,61.3048,59.7825,60.4448,605483.0
2024-01-05,60.1087,62.5898,60.0297,61.1466,515834.0
2024-01-06,60.1087,62.5898,60.0297,61.1466,515834.0
2024-01-07,60.1087,62.5898,60.0297,61.1466,515834.0
2024-01-08,61.0181,63.6376,60.0791,62.5305,476266.0
2024-01-09,61.3344,61.9967,60.6919,61.285,326197.0
2024-01-10,60.7908,61.1763,60.1087,60.3756,371549.0
2024-01-11,60.2076,60.5437,58.9572,59.2191,559977.0
2024-01-12,59.7134,60.1779,57.7117,58.2702,682087.0
2024-01-13,59.7134,60.1779,57.7117,58.2702,682087.0
2024-01-14,59.7134,60.1779,57.7117,58.2702,682087.0
2024-01-15,59.7134,60.1779,57.7117,58.2702,682087.0
2024-01-16,57.2026,58.1219,55.9473,57.8056,681570.0
2024-01-17,56.5601,57.0544,55.4728,56.7974,447365.0
2024-01-18,57.1335,57.9638,56.6096,57.7166,584767.0
2024-01-19,57.7858,58.626,56.6442,58.1812,466119.0
2024-01-20,57.7858,58.626,56.6442,58.1812,466119.0
2024-01-21,57.7858,58.626,56.6442,58.1812,466119.0
2024-01-22,58.4283,59.9345,58.4283,59.0511,655115.0
2024-01-23,60.2965,60.8797,57.9885,58.8336,558174.0
2024-01-24,59.4662,59.4662,56.6788,56.9852,827853.0
2024-01-25,57.687,58.2998,55.8484,56.9555,468175.0
2024-01-26,57.5288,58.5865,56.9852,57.1433,611490.0
2024-01-27,57.5288,58.5865,56.9852,57.1433,611490.0
2024-01-28,57.5288,58.5865,56.9852,57.1433,611490.0
2024-01-29,57.1433,58.5173,56.5799,58.29,969572.0
2024-01-30,57.8155,58.2801,55.5914,56.5107,606940.0
2024-01-31,56.3427,57.8353,55.2949,55.6112,823209.0
2024-02-01,56.0066,57.3509,55.3839,57.2718,669126.0
2024-02-02,56.2735,57.4003,54.4399,56.7776,806789.0
2024-02-03,56.2735,57.4003,54.4399,56.7776,806789.0
2024-02-04,56.2735,57.4003,54.4399,56.7776,806789.0
2024-02-05,55.6507,56.3004,52.883,52.9127,1046434.0
2024-02-06,52.8138,54.8995,52.8138,54.4942,1022014.0
2024-02-07,59.3575,60.2076,54.9489,56.5008,1489888.0
2024-02-08,56.0264,57.2422,54.9806,56.9951,931612.0
2024-02-09,57.1631,57.1631,54.5239,55.1367,843857.0
2024-02-10,57.1631,57.1631,54.5239,55.1367,843857.0
2024-02-11,57.1631,57.1631,54.5239,55.1367,843857.0
2024-02-12,55.2059,58.0774,54.9193,57.2125,726873.0
2024-02-13,55.5025,55.9473,54.1087,55.6013,916902.0
2024-02-14,56.5107,56.8468,55.5371,56.7381,780431.0
2024-02-15,57.2718,59.1005,57.2718,59.0412,790407.0
2024-02-16,58.4877,59.2389,57.0346,57.1433,414199.0
2024-02-17,58.4877,59.2389,57.0346,57.1433,414199.0
2024-02-18,58.4877,59.2389,57.0346,57.1433,414199.0
2024-02-19,58.4877,59.2389,57.0346,57.1433,414199.0
2024-02-20,56.3822,57.0939,55.8835,56.6886,551670.0
2024-02-21,56.2834,56.7331,55.5321,56.57,635034.0
2024-02-22,56.74,58.92,56.01,58.42,981750.0
2024-02-23,58.42,58.975,57.46,58.84,472804.0
2024-02-24,58.42,58.975,57.46,58.84,472804.0
2024-02-25,58.42,58.975,57.46,58.84,472804.0
2024-02-26,58.41,60.04,58.41,58.83,860455.0
2024-02-27,59.41,60.88,59.15,60.86,673926.0
2024-02-28,60.56,63.44,60.41,63.02,992609.0
2024-02-29,63.72,66.66,63.63,65.7,1627329.0
2024-03-01,65.7,67.395,64.5,67.18,1327328.0
2024-03-02,65.7,67.395,64.5,67.18,1327328.0
2024-03-03,65.7,67.395,64.5,67.18,1327328.0
2024-03-04,66.98,67.58,64.55,65.77,1215706.0
2024-03-05,65.11,65.6573,61.505,64.0,1182538.0
2024-03-06,65.18,68.5,64.785,65.71,1146657.0
2024-03-07,66.16,67.03,64.95,66.83,852692.0
2024-03-08,67.86,69.3799,67.2283,68.03,823391.0
2024-03-09,67.86,69.3799,67.2283,68.03,823391.0
2024-03-10,67.86,69.3799,67.2283,68.03,823391.0
2024-03-11,67.22,68.37,65.52,65.75,696409.0
2024-03-12,65.65,65.92,64.91,65.51,532208.0
2024-03-13,65.51,67.29,65.51,66.45,540207.0
2024-03-14,66.01,66.45,64.66,65.6,733734.0
2024-03-15,65.46,69.675,65.46,68.76,2286292.0
2024-03-16,65.46,69.675,65.46,68.76,2286292.0
2024-03-17,65.46,69.675,65.46,68.76,2286292.0
2024-03-18,68.74,68.74,67.11,67.53,725518.0
2024-03-19,67.5,68.14,65.31,68.06,733096.0
2024-03-20,68.29,70.415,67.93,70.17,563116.0
2024-03-21,70.78,73.99,70.78,72.83,929336.0
2024-03-22,72.3,73.43,71.45,73.35,663969.0
2024-03-23,72.3,73.43,71.45,73.35,663969.0
2024-03-24,72.3,73.43,71.45,73.35,663969.0
2024-03-25,71.46,73.55,71.46,72.57,886349.0
2024-03-26,72.97,73.415,71.445,71.61,525184.0
2024-03-27,72.49,73.63,72.14,73.61,337732.0
2024-03-28,73.5,74.97,73.5,74.59,489411.0
2024-03-29,73.5,74.97,73.5,74.59,489411.0
2024-03-30,73.5,74.97,73.5,74.59,489411.0
2024-03-31,73.5,74.97,73.5,74.59,489411.0
2024-04-01,74.59,74.74,71.41,71.77,853978.0
2024-04-02,70.86,72.49,70.25,72.33,698343.0
2024-04-03,72.16,74.83,72.16,74.35,673728.0
2024-04-04,77.0,77.95,73.82,74.06,1065289.0
2024-04-05,73.87,75.51,73.84,74.95,736750.0
2024-04-06,73.87,75.51,73.84,74.95,736750.0
2024-04-07,73.87,75.51,73.84,74.95,736750.0
2024-04-08,75.6,76.3199,74.4,74.725,283489.0
