,LEA US Equity,LEA US Equity,LEA US Equity,LEA US Equity,LEA US Equity
2023-10-25,128.5681,129.117,125.3935,128.2516,1128331.0
2023-10-26,133.3746,138.2008,130.8428,131.9801,1436354.0
2023-10-27,132.8109,133.1471,125.8187,126.5901,1212519.0
2023-10-28,132.8109,133.1471,125.8187,126.5901,1212519.0
2023-10-29,132.8109,133.1471,125.8187,126.5901,1212519.0
2023-10-30,128.1923,128.311,125.5517,126.7583,930348.0
2023-10-31,126.7088,128.7264,126.1685,128.3308,578415.0
2023-11-01,128.6077,129.5274,126.5654,128.8154,860218.0
2023-11-02,129.6164,130.6697,124.3451,126.3825,942840.0
2023-11-03,128.6868,131.6142,127.2923,129.3197,655469.0
2023-11-04,128.6868,131.6142,127.2923,129.3197,655469.0
2023-11-05,128.6868,131.6142,127.2923,129.3197,655469.0
2023-11-06,131.6834,131.6834,128.5384,129.3296,552139.0
2023-11-07,128.4395,129.1417,127.5396,129.0824,502718.0
2023-11-08,128.7165,128.9711,126.4616,126.5605,554274.0
2023-11-09,126.8374,127.7769,123.8902,123.9496,713048.0
2023-11-10,124.2759,126.8473,123.2276,126.0561,435816.0
2023-11-11,124.2759,126.8473,123.2276,126.0561,435816.0
2023-11-12,124.2759,126.8473,123.2276,126.0561,435816.0
2023-11-13,125.4231,126.9462,124.721,126.6099,551687.0
2023-11-14,130.1406,132.712,129.0725,131.0307,388363.0
2023-11-15,131.1296,135.1004,131.1296,134.4031,662999.0
2023-11-16,133.79,135.2537,130.5016,132.2175,654113.0
2023-11-17,133.7405,133.9383,132.4252,132.712,497962.0
2023-11-18,133.7405,133.9383,132.4252,132.712,497962.0
2023-11-19,133.7405,133.9383,132.4252,132.712,497962.0
2023-11-20,132.4449,133.4834,131.5746,133.0977,419873.0
2023-11-21,132.257,133.0878,130.9664,131.9307,391938.0
2023-11-22,133.0185,133.4043,131.5549,131.8713,254876.0
2023-11-23,133.0185,133.4043,131.5549,131.8713,254876.0
2023-11-24,131.9603,134.0273,131.9603,132.7713,165698.0
2023-11-25,131.9603,134.0273,131.9603,132.7713,165698.0
2023-11-26,131.9603,134.0273,131.9603,132.7713,165698.0
2023-11-27,132.1285,133.9136,131.5549,133.2856,481548.0
2023-11-28,133.2163,133.335,131.0307,131.2087,979352.0
2023-11-29,134.7789,135.1597,132.9394,133.3251,464086.0
2023-11-30,133.5625,133.9878,131.6735,132.2768,1968667.0
2023-12-01,131.8318,135.0657,131.5252,134.8877,447423.0
2023-12-02,131.8318,135.0657,131.5252,134.8877,447423.0
2023-12-03,131.8318,135.0657,131.5252,134.8877,447423.0
2023-12-04,134.2943,138.5074,134.2943,137.4492,686353.0
2023-12-05,136.4149,136.8922,134.5452,134.9928,516631.0
2023-12-06,136.8226,140.3879,135.0723,137.7873,769892.0
2023-12-07,137.2801,137.3199,133.6005,134.6248,860366.0
2023-12-08,134.5353,135.9475,132.2281,132.3474,688150.0
2023-12-09,134.5353,135.9475,132.2281,132.3474,688150.0
2023-12-10,134.5353,135.9475,132.2281,132.3474,688150.0
2023-12-11,131.8999,134.1077,131.8999,133.3319,473844.0
2023-12-12,132.7551,133.4712,131.3728,132.1485,364205.0
2023-12-13,131.4822,131.8352,127.2158,131.6413,832683.0
2023-12-14,132.4866,138.2746,132.4866,137.7276,923833.0
2023-12-15,137.5486,138.5928,135.7088,136.6138,1062545.0
2023-12-16,137.5486,138.5928,135.7088,136.6138,1062545.0
2023-12-17,137.5486,138.5928,135.7088,136.6138,1062545.0
2023-12-18,137.1508,139.0801,136.4944,137.9365,636115.0
2023-12-19,138.6028,140.194,138.1453,139.6868,378389.0
2023-12-20,139.1398,141.0293,136.4944,136.5641,395621.0
2023-12-21,138.0956,140.0746,138.0757,139.9951,413981.0
2023-12-22,139.9951,141.5863,139.9951,140.5719,284911.0
2023-12-23,139.9951,141.5863,139.9951,140.5719,284911.0
2023-12-24,139.9951,141.5863,139.9951,140.5719,284911.0
2023-12-25,139.9951,141.5863,139.9951,140.5719,284911.0
2023-12-26,141.7553,141.7852,140.4426,140.8105,293460.0
2023-12-27,141.3078,141.5365,140.0746,140.9498,325839.0
2023-12-28,140.2238,141.7056,140.2238,140.9896,253428.0
2023-12-29,141.3177,141.4539,140.005,140.4326,256400.0
2023-12-30,141.3177,141.4539,140.005,140.4326,256400.0
2023-12-31,141.3177,141.4539,140.005,140.4326,256400.0
2024-01-01,141.3177,141.4539,140.005,140.4326,256400.0
2024-01-02,140.194,143.1476,139.468,141.0094,443301.0
2024-01-03,138.563,138.563,132.5562,132.8347,604700.0
2024-01-04,131.4325,134.3364,129.9407,133.4115,494425.0
2024-01-05,133.4016,136.5889,133.2922,135.1519,665187.0
2024-01-06,133.4016,136.5889,133.2922,135.1519,665187.0
2024-01-07,133.4016,136.5889,133.2922,135.1519,665187.0
2024-01-08,134.5154,136.9967,134.5154,136.5044,277682.0
2024-01-09,135.3408,136.942,133.7695,134.406,300014.0
2024-01-10,134.4756,134.5104,132.3474,134.0181,254687.0
2024-01-11,133.6203,134.2419,132.5015,133.4413,291521.0
2024-01-12,134.4458,134.4458,130.1595,130.6269,396775.0
2024-01-13,134.4458,134.4458,130.1595,130.6269,396775.0
2024-01-14,134.4458,134.4458,130.1595,130.6269,396775.0
2024-01-15,134.4458,134.4458,130.1595,130.6269,396775.0
2024-01-16,129.2844,132.9143,129.2844,132.8645,429166.0
2024-01-17,130.8457,131.2236,129.7319,130.7463,456969.0
2024-01-18,131.8899,132.1584,128.7075,130.0998,386640.0
2024-01-19,129.7816,130.5946,129.0158,129.4932,697443.0
2024-01-20,129.7816,130.5946,129.0158,129.4932,697443.0
2024-01-21,129.7816,130.5946,129.0158,129.4932,697443.0
2024-01-22,130.1396,132.6557,128.2252,130.0402,1555476.0
2024-01-23,132.0093,132.2479,129.4136,130.1893,761838.0
2024-01-24,130.607,131.3927,128.807,129.6722,384821.0
2024-01-25,130.4181,132.2181,129.4037,131.6015,598510.0
2024-01-26,133.1728,134.7541,132.5363,132.9341,525171.0
2024-01-27,133.1728,134.7541,132.5363,132.9341,525171.0
2024-01-28,133.1728,134.7541,132.5363,132.9341,525171.0
2024-01-29,132.0888,134.2767,131.8253,134.2568,472809.0
2024-01-30,134.6546,135.4813,133.8889,133.9187,420803.0
2024-01-31,133.9684,135.5646,131.701,132.1684,516031.0
2024-02-01,133.3817,135.9475,132.7352,135.679,577311.0
2024-02-02,134.5552,134.9778,132.6457,134.8834,531610.0
2024-02-03,134.5552,134.9778,132.6457,134.8834,531610.0
2024-02-04,134.5552,134.9778,132.6457,134.8834,531610.0
2024-02-05,133.5209,134.595,132.4966,133.6203,655077.0
2024-02-06,127.2954,135.8679,127.2954,134.4458,1338579.0
2024-02-07,135.8779,135.8779,130.7463,131.6214,670183.0
2024-02-08,131.3728,132.8745,129.2844,132.5761,509476.0
2024-02-09,132.1286,134.7441,131.6065,134.0082,620940.0
2024-02-10,132.1286,134.7441,131.6065,134.0082,620940.0
2024-02-11,132.1286,134.7441,131.6065,134.0082,620940.0
2024-02-12,133.859,137.2801,133.5209,136.7033,541329.0
2024-02-13,133.1629,134.4458,130.9601,132.2479,463784.0
2024-02-14,133.9286,135.0027,132.8944,134.1474,537822.0
2024-02-15,135.679,137.8967,134.2668,136.9718,553616.0
2024-02-16,136.206,136.9022,134.8237,135.5497,434111.0
2024-02-17,136.206,136.9022,134.8237,135.5497,434111.0
2024-02-18,136.206,136.9022,134.8237,135.5497,434111.0
2024-02-19,136.206,136.9022,134.8237,135.5497,434111.0
2024-02-20,135.5497,135.669,134.1343,135.3607,419500.0
2024-02-21,134.2966,135.1618,133.5408,134.4458,295408.0
2024-02-22,134.4756,136.8823,134.3463,134.6248,327829.0
2024-02-23,134.8038,135.7585,133.8789,134.4557,369775.0
2024-02-24,134.8038,135.7585,133.8789,134.4557,369775.0
2024-02-25,134.8038,135.7585,133.8789,134.4557,369775.0
2024-02-26,134.3165,135.7088,133.1828,133.5806,444556.0
2024-02-27,134.9331,135.9674,133.8839,135.0325,458629.0
2024-02-28,133.9684,135.9475,133.68,135.8679,430865.0
2024-02-29,136.6834,137.653,135.4502,136.5939,592921.0
2024-03-01,136.6038,136.8624,134.764,135.669,376224.0
2024-03-02,136.6038,136.8624,134.764,135.669,376224.0
2024-03-03,136.6038,136.8624,134.764,135.669,376224.0
2024-03-04,136.027,138.3641,135.2812,137.5188,450134.0
2024-03-05,137.2602,140.5321,137.2602,138.4934,462562.0
2024-03-06,139.1299,139.3387,138.2249,139.11,476601.0
2024-03-07,139.59,142.57,139.59,142.2,765281.0
2024-03-08,143.04,144.09,140.115,140.3,375641.0
2024-03-09,143.04,144.09,140.115,140.3,375641.0
2024-03-10,143.04,144.09,140.115,140.3,375641.0
2024-03-11,139.91,142.47,139.91,141.16,464826.0
2024-03-12,141.13,142.74,140.15,141.37,650322.0
2024-03-13,141.16,143.72,141.16,143.61,526780.0
2024-03-14,143.02,143.8,139.58,140.09,782085.0
2024-03-15,140.51,141.985,139.88,140.18,1475608.0
2024-03-16,140.51,141.985,139.88,140.18,1475608.0
2024-03-17,140.51,141.985,139.88,140.18,1475608.0
2024-03-18,140.81,141.75,139.87,140.41,426930.0
2024-03-19,140.54,142.05,140.23,141.79,359920.0
2024-03-20,141.72,144.17,141.47,143.91,370184.0
2024-03-21,144.25,146.66,144.235,146.07,545157.0
2024-03-22,145.76,146.11,144.73,145.7,519764.0
2024-03-23,145.76,146.11,144.73,145.7,519764.0
2024-03-24,145.76,146.11,144.73,145.7,519764.0
2024-03-25,146.02,147.11,143.995,144.38,771433.0
2024-03-26,144.48,144.48,139.79,141.66,701932.0
2024-03-27,142.38,145.07,141.92,144.85,524855.0
2024-03-28,145.09,146.19,144.73,144.88,344837.0
2024-03-29,145.09,146.19,144.73,144.88,344837.0
2024-03-30,145.09,146.19,144.73,144.88,344837.0
2024-03-31,145.09,146.19,144.73,144.88,344837.0
2024-04-01,144.94,145.35,143.53,144.37,321016.0
2024-04-02,142.74,144.45,142.02,144.27,416916.0
2024-04-03,143.73,145.05,143.0,143.11,416143.0
2024-04-04,144.57,144.77,139.39,140.22,624307.0
2024-04-05,140.46,141.27,139.0,140.68,427823.0
2024-04-06,140.46,141.27,139.0,140.68,427823.0
2024-04-07,140.46,141.27,139.0,140.68,427823.0
2024-04-08,141.67,142.9,141.14,141.44,375503.0
2024-04-09,142.0,144.11,141.65,143.82,418055.0
2024-04-10,140.93,141.43,136.57,136.85,637684.0
2024-04-11,137.25,137.98,135.71,136.86,516615.0
2024-04-12,135.83,136.02,133.59,133.7,429838.0
2024-04-13,135.83,136.02,133.59,133.7,429838.0
2024-04-14,135.83,136.02,133.59,133.7,429838.0
2024-04-15,134.67,135.1,131.965,132.34,677200.0
2024-04-16,131.35,133.25,131.04,131.99,437147.0
2024-04-17,132.45,132.92,130.43,130.45,430299.0
2024-04-18,131.19,132.22,130.2,131.16,370742.0
2024-04-19,131.17,133.04,130.79,132.86,376653.0
2024-04-20,131.17,133.04,130.79,132.86,376653.0
2024-04-21,131.17,133.04,130.79,132.86,376653.0
2024-04-22,134.27,135.0,132.279,134.12,500774.0
2024-04-23,134.64,134.8,133.25,133.53,691603.0
2024-04-24,133.17,135.57,132.99,135.17,446223.0
2024-04-25,134.14,134.48,131.81,133.48,736589.0
2024-04-26,133.07,136.65,133.07,136.47,711835.0
2024-04-27,133.07,136.65,133.07,136.47,711835.0
2024-04-28,133.07,136.65,133.07,136.47,711835.0
2024-04-29,137.58,138.69,136.57,137.23,949491.0
2024-04-30,131.81,132.62,125.62,125.87,2140875.0
2024-05-01,125.03,126.56,123.86,124.37,1719880.0
