,RNST US Equity,RNST US Equity,RNST US Equity,RNST US Equity,RNST US Equity
2021-03-14,41.6645,42.2791,41.4627,42.2516,341933.0
2021-03-15,42.747,42.747,41.2334,41.4444,293881.0
2021-03-16,41.2324,41.6656,40.329,41.1863,252811.0
2021-03-17,41.4905,41.8039,40.836,41.2231,213816.0
2021-03-18,41.4812,43.2972,41.2877,41.472,307414.0
2021-03-19,41.0111,41.7025,39.4348,41.2969,1106663.0
2021-03-20,41.0111,41.7025,39.4348,41.2969,1106663.0
2021-03-21,41.0111,41.7025,39.4348,41.2969,1106663.0
2021-03-22,40.753,41.2185,39.527,39.905,179424.0
2021-03-23,39.3887,39.9603,38.5038,38.679,250148.0
2021-03-24,39.1491,39.6745,37.8954,37.9599,426774.0
2021-03-25,38.2734,39.0846,37.499,38.8264,291164.0
2021-03-26,39.4348,39.8865,38.8725,39.7206,217538.0
2021-03-27,39.4348,39.8865,38.8725,39.7206,217538.0
2021-03-28,39.4348,39.8865,38.8725,39.7206,217538.0
2021-03-29,39.103,39.6837,37.9231,38.0706,371165.0
2021-03-30,38.8357,41.025,38.089,38.6605,220289.0
2021-03-31,38.2734,39.1952,37.8678,38.1443,275994.0
2021-04-01,37.9692,38.6697,37.7479,38.4854,172785.0
2021-04-02,37.9692,38.6697,37.7479,38.4854,172785.0
2021-04-03,37.9692,38.6697,37.7479,38.4854,172785.0
2021-04-04,37.9692,38.6697,37.7479,38.4854,172785.0
2021-04-05,39.1076,39.232,38.384,38.7711,228069.0
2021-04-06,38.6329,39.0108,38.1535,38.6697,186018.0
2021-04-07,38.808,39.0661,37.9599,38.2181,202070.0
2021-04-08,38.1443,38.3563,37.287,38.1904,196181.0
2021-04-09,38.3471,38.8449,38.1627,38.6882,161818.0
2021-04-10,38.3471,38.8449,38.1627,38.6882,161818.0
2021-04-11,38.3471,38.8449,38.1627,38.6882,161818.0
2021-04-12,38.7711,39.0292,38.2964,38.5776,210936.0
2021-04-13,38.3655,38.3655,37.4437,37.7664,154767.0
2021-04-14,37.5359,38.7066,37.453,38.3102,145168.0
2021-04-15,38.4116,38.4116,36.9921,37.9968,224007.0
2021-04-16,38.4762,38.7804,37.8401,38.3379,190869.0
2021-04-17,38.4762,38.7804,37.8401,38.3379,190869.0
2021-04-18,38.4762,38.7804,37.8401,38.3379,190869.0
2021-04-19,38.1627,38.5407,37.5175,38.172,192621.0
2021-04-20,37.8401,37.8401,36.5404,36.78,318863.0
2021-04-21,36.5219,37.6742,36.273,37.5359,294044.0
2021-04-22,37.6373,38.1074,37.1211,37.2317,167303.0
2021-04-23,37.1856,38.9002,37.1856,38.6605,314062.0
2021-04-24,37.1856,38.9002,37.1856,38.6605,314062.0
2021-04-25,37.1856,38.9002,37.1856,38.6605,314062.0
2021-04-26,38.7619,39.4625,37.794,38.6513,164650.0
2021-04-27,38.7988,39.2136,38.6144,39.2136,227372.0
2021-04-28,39.9234,40.0571,38.3195,38.5407,242350.0
2021-04-29,39.0292,39.7114,38.8818,39.1952,158895.0
2021-04-30,38.9278,39.5547,38.6421,38.8357,268926.0
2021-05-01,38.9278,39.5547,38.6421,38.8357,268926.0
2021-05-02,38.9278,39.5547,38.6421,38.8357,268926.0
2021-05-03,39.232,39.6791,38.8172,39.5547,376472.0
2021-05-04,39.4809,40.8268,39.0108,40.8083,294042.0
2021-05-05,40.8083,41.2784,40.329,41.0388,242201.0
2021-05-06,41.2692,41.6472,40.6516,41.3891,282394.0
2021-05-07,40.9466,41.4305,40.5594,41.2877,146353.0
2021-05-08,40.9466,41.4305,40.5594,41.2877,146353.0
2021-05-09,40.9466,41.4305,40.5594,41.2877,146353.0
2021-05-10,41.3614,42.0251,40.5963,40.6147,210966.0
2021-05-11,40.2368,41.1402,40.1999,40.2184,118567.0
2021-05-12,40.5318,40.541,38.891,39.0846,157029.0
2021-05-13,38.9647,40.9835,38.9647,40.7991,171684.0
2021-05-14,41.1033,41.7025,40.458,41.6011,147448.0
2021-05-15,41.1033,41.7025,40.458,41.6011,147448.0
2021-05-16,41.1033,41.7025,40.458,41.6011,147448.0
2021-05-17,41.4444,41.6472,40.8729,41.4628,104967.0
2021-05-18,41.3706,41.6564,40.5318,40.624,92928.0
2021-05-19,40.1631,40.7438,39.3841,40.6885,344764.0
2021-05-20,40.5687,40.8913,40.0064,40.7346,170278.0
2021-05-21,41.1033,41.85,41.0203,41.5181,144428.0
2021-05-22,41.1033,41.85,41.0203,41.5181,144428.0
2021-05-23,41.1033,41.85,41.0203,41.5181,144428.0
2021-05-24,41.4997,41.5366,40.6977,40.8268,113066.0
2021-05-25,40.8268,41.2831,39.3427,39.3519,158406.0
2021-05-26,39.4533,40.2368,39.2228,40.2276,145751.0
2021-05-27,40.6885,41.048,40.0893,40.5687,199657.0
2021-05-28,40.5594,40.8544,39.951,40.7622,106520.0
2021-05-29,40.5594,40.8544,39.951,40.7622,106520.0
2021-05-30,40.5594,40.8544,39.951,40.7622,106520.0
2021-05-31,40.5594,40.8544,39.951,40.7622,106520.0
2021-06-01,40.9743,41.5919,40.1907,41.26,196923.0
2021-06-02,41.2692,41.2692,40.6793,40.7715,190101.0
2021-06-03,40.8083,41.0203,40.2092,40.5963,203172.0
2021-06-04,40.6793,40.8544,40.1262,40.4212,261180.0
2021-06-05,40.6793,40.8544,40.1262,40.4212,261180.0
2021-06-06,40.6793,40.8544,40.1262,40.4212,261180.0
2021-06-07,40.6424,40.9374,40.2829,40.5502,217103.0
2021-06-08,40.329,40.9374,40.0248,40.5318,178546.0
2021-06-09,40.2921,40.4765,39.9418,40.1446,157673.0
2021-06-10,40.5134,40.7346,39.2136,39.2597,94669.0
2021-06-11,39.3427,39.9234,39.103,39.232,121705.0
2021-06-12,39.3427,39.9234,39.103,39.232,121705.0
2021-06-13,39.3427,39.9234,39.103,39.232,121705.0
2021-06-14,39.2413,39.7667,38.5868,39.0569,213442.0
2021-06-15,39.1403,40.104,38.714,39.8352,226737.0
2021-06-16,39.6592,40.6692,39.1217,40.2893,178129.0
2021-06-17,40.4839,40.4839,38.0098,38.2229,237322.0
2021-06-18,37.3519,37.8918,33.6176,36.7589,573943.0
2021-06-19,37.3519,37.8918,33.6176,36.7589,573943.0
2021-06-20,37.3519,37.8918,33.6176,36.7589,573943.0
2021-06-21,37.0183,38.4916,37.0183,37.9449,311951.0
2021-06-22,37.9913,38.1488,37.2129,38.0747,186806.0
2021-06-23,38.1951,38.3712,37.7411,37.8338,277083.0
2021-06-24,38.0932,38.6816,37.7756,38.4453,215292.0
2021-06-25,38.4916,39.0661,38.2785,38.8623,530493.0
2021-06-26,38.4916,39.0661,38.2785,38.8623,530493.0
2021-06-27,38.4916,39.0661,38.2785,38.8623,530493.0
2021-06-28,38.6121,38.7418,37.0369,37.1573,243952.0
2021-06-29,37.5465,37.565,36.6847,36.7496,156540.0
2021-06-30,36.5828,37.4446,36.5272,37.0647,272334.0
2021-07-01,37.3797,37.4909,36.9349,37.2037,168601.0
2021-07-02,37.1944,37.1944,36.1288,36.4253,125495.0
2021-07-03,37.1944,37.1944,36.1288,36.4253,125495.0
2021-07-04,37.1944,37.1944,36.1288,36.4253,125495.0
2021-07-05,37.1944,37.1944,36.1288,36.4253,125495.0
2021-07-06,36.24,36.24,34.8547,35.0539,158160.0
2021-07-07,34.7296,36.1473,34.4423,35.128,315987.0
2021-07-08,34.4609,34.995,34.0717,34.5535,331606.0
2021-07-09,35.267,35.7859,34.7853,35.7025,224067.0
2021-07-10,35.267,35.7859,34.7853,35.7025,224067.0
2021-07-11,35.267,35.7859,34.7853,35.7025,224067.0
2021-07-12,35.3319,36.2585,34.9149,36.0824,240789.0
2021-07-13,35.9713,36.101,35.0632,35.1373,238566.0
2021-07-14,35.4153,35.7674,34.6277,34.9334,212891.0
2021-07-15,34.6277,35.5357,34.5443,35.4616,183016.0
2021-07-16,35.8879,35.8879,34.6647,34.813,205301.0
2021-07-17,35.8879,35.8879,34.6647,34.813,205301.0
2021-07-18,35.8879,35.8879,34.6647,34.813,205301.0
2021-07-19,33.8493,34.2894,33.2099,33.5157,292139.0
2021-07-20,33.562,34.9242,33.562,33.8493,307019.0
2021-07-21,34.3404,34.8408,34.3311,34.6277,188709.0
2021-07-22,34.3867,34.5165,33.3767,33.4787,180983.0
2021-07-23,33.8678,34.7157,33.3119,33.6269,111755.0
2021-07-24,33.8678,34.7157,33.3119,33.6269,111755.0
2021-07-25,33.8678,34.7157,33.3119,33.6269,111755.0
2021-07-26,33.5898,34.2107,33.5898,33.8678,216664.0
2021-07-27,33.4509,34.1829,33.2053,33.8956,265727.0
2021-07-28,33.4972,33.8215,32.3533,32.8022,538454.0
2021-07-29,32.9597,33.2748,32.6169,32.9875,199134.0
2021-07-30,33.0617,33.3767,32.4594,32.5984,292796.0
2021-07-31,33.0617,33.3767,32.4594,32.5984,292796.0
2021-08-01,33.0617,33.3767,32.4594,32.5984,292796.0
2021-08-02,32.6632,33.5991,32.1629,32.2648,455487.0
2021-08-03,32.5057,32.8486,32.0053,32.5613,347187.0
2021-08-04,32.0795,32.5335,31.6069,31.9868,179467.0
2021-08-05,32.0887,32.6354,32.0887,32.4872,212069.0
2021-08-06,33.0617,33.6362,32.1258,33.3119,280087.0
2021-08-07,33.0617,33.6362,32.1258,33.3119,280087.0
2021-08-08,33.0617,33.6362,32.1258,33.3119,280087.0
2021-08-09,33.3119,33.7937,32.8208,33.3211,374840.0
2021-08-10,33.1914,34.118,32.8022,33.8678,371056.0
2021-08-11,33.8308,34.2663,33.4045,34.2663,155992.0
2021-08-12,34.3775,34.5535,34.0254,34.0439,299819.0
2021-08-13,34.081,34.2894,33.6362,34.0532,395778.0
2021-08-14,34.081,34.2894,33.6362,34.0532,395778.0
2021-08-15,34.081,34.2894,33.6362,34.0532,395778.0
2021-08-16,33.7196,34.0902,33.2748,33.7103,252467.0
2021-08-17,33.4416,33.6547,33.0895,33.4416,207188.0
2021-08-18,33.3582,33.7288,32.5984,32.6725,181298.0
2021-08-19,32.8069,32.8069,31.5606,31.6903,345574.0
2021-08-20,31.5606,32.5891,31.5606,32.3667,290115.0
2021-08-21,31.5606,32.5891,31.5606,32.3667,290115.0
2021-08-22,31.5606,32.5891,31.5606,32.3667,290115.0
2021-08-23,32.5242,32.7744,32.3435,32.6169,217429.0
2021-08-24,32.5798,32.9875,32.3945,32.7096,181712.0
2021-08-25,32.7837,33.3026,31.5791,33.0153,319589.0
2021-08-26,33.0987,33.2563,32.413,32.4779,217651.0
2021-08-27,32.5428,33.4416,32.5428,33.3397,279704.0
2021-08-28,32.5428,33.4416,32.5428,33.3397,279704.0
2021-08-29,32.5428,33.4416,32.5428,33.3397,279704.0
2021-08-30,33.3304,33.3304,32.376,32.4223,152862.0
2021-08-31,32.4038,33.0061,32.3018,32.5242,226179.0
2021-09-01,32.5891,32.654,31.8663,32.2926,277184.0
2021-09-02,32.2833,32.5567,32.0702,32.0795,253292.0
2021-09-03,32.1258,32.376,31.9405,32.0053,166827.0
2021-09-04,32.1258,32.376,31.9405,32.0053,166827.0
2021-09-05,32.1258,32.376,31.9405,32.0053,166827.0
2021-09-06,32.1258,32.376,31.9405,32.0053,166827.0
2021-09-07,32.0331,32.6169,31.7737,31.7922,144827.0
2021-09-08,31.644,31.8385,31.1158,31.227,169661.0
2021-09-09,31.0509,31.6347,30.3467,31.1343,259838.0
2021-09-10,31.1806,31.681,30.7544,30.81,187114.0
2021-09-11,31.1806,31.681,30.7544,30.81,187114.0
2021-09-12,31.1806,31.681,30.7544,30.81,187114.0
2021-09-13,31.0324,31.2918,30.7359,31.0231,220789.0
2021-09-14,31.088,31.2733,30.3699,30.6895,271190.0
2021-09-15,30.7268,31.1653,30.5683,30.9973,237887.0
2021-09-16,31.0533,31.2679,30.5776,30.6709,163164.0
2021-09-17,30.8201,31.3798,30.4936,31.044,848118.0
2021-09-18,30.8201,31.3798,30.4936,31.044,848118.0
2021-09-19,30.8201,31.3798,30.4936,31.044,848118.0
2021-09-20,30.2418,30.5776,29.906,30.4843,264098.0
2021-09-21,30.5123,30.8201,30.1485,30.2884,168949.0
2021-09-22,30.5496,31.1746,30.5496,30.7921,227616.0
2021-09-23,31.1559,32.3779,30.9507,31.9955,236607.0
2021-09-24,31.8835,33.1988,31.8835,32.891,347231.0
2021-09-25,31.8835,33.1988,31.8835,32.891,347231.0
2021-09-26,31.8835,33.1988,31.8835,32.891,347231.0
2021-09-27,33.2454,34.2808,33.2454,33.8051,245385.0
2021-09-28,34.029,34.2342,33.3714,33.4413,127151.0
2021-09-29,33.5906,34.029,33.2081,33.973,258537.0
2021-09-30,34.0663,34.1876,32.9656,33.6279,279744.0
2021-10-01,33.7491,34.6913,33.5439,34.2715,271935.0
2021-10-02,33.7491,34.6913,33.5439,34.2715,271935.0
2021-10-03,33.7491,34.6913,33.5439,34.2715,271935.0
2021-10-04,34.2156,34.8685,33.7491,34.2342,141132.0
2021-10-05,34.3368,34.8312,34.0756,34.5141,315911.0
2021-10-06,34.3182,34.5607,33.4973,34.4394,182540.0
2021-10-07,34.7099,35.251,34.6073,35.2323,150886.0
2021-10-08,35.5775,35.5775,34.9105,35.3536,92337.0
2021-10-09,35.5775,35.5775,34.9105,35.3536,92337.0
2021-10-10,35.5775,35.5775,34.9105,35.3536,92337.0
2021-10-11,35.5868,35.6707,35.0271,35.0271,174947.0
2021-10-12,34.9245,35.5122,34.6283,35.4562,174306.0
2021-10-13,35.4282,35.4282,34.7706,35.2137,227440.0
2021-10-14,35.6148,36.0066,35.2463,35.9413,135817.0
2021-10-15,36.8368,36.8368,35.8666,35.876,254890.0
2021-10-16,36.8368,36.8368,35.8666,35.876,254890.0
2021-10-17,36.8368,36.8368,35.8666,35.876,254890.0
2021-10-18,35.764,36.1465,35.3163,35.3629,132963.0
2021-10-19,35.5495,35.6054,34.7846,35.1111,206490.0
2021-10-20,35.0271,35.7407,34.9068,35.5308,194940.0
2021-10-21,35.5681,35.6148,34.9441,35.4282,266035.0
2021-10-22,35.4282,36.0345,35.2137,35.9413,152364.0
2021-10-23,35.4282,36.0345,35.2137,35.9413,152364.0
2021-10-24,35.4282,36.0345,35.2137,35.9413,152364.0
2021-10-25,36.1092,36.2398,35.8666,36.1838,136251.0
2021-10-26,36.2957,36.2957,35.5868,35.6521,121113.0
2021-10-27,35.3256,35.5028,34.654,34.6913,170339.0
2021-10-28,34.8032,36.0625,34.8032,35.6334,159505.0
2021-10-29,36.333,36.333,34.8219,34.8965,358160.0
2021-10-30,36.333,36.333,34.8219,34.8965,358160.0
2021-10-31,36.333,36.333,34.8219,34.8965,358160.0
2021-11-01,35.2883,36.3797,35.0831,36.2584,302643.0
2021-11-02,36.2211,36.347,35.5588,35.7827,163000.0
2021-11-03,35.6054,37.3498,35.3443,36.9487,178077.0
2021-11-04,36.9487,36.9487,35.8013,36.0439,172304.0
2021-11-05,36.4077,37.1446,36.4077,36.6688,236300.0
2021-11-06,36.4077,37.1446,36.4077,36.6688,236300.0
2021-11-07,36.4077,37.1446,36.4077,36.6688,236300.0
2021-11-08,36.8741,37.0793,36.5009,36.8741,144641.0
2021-11-09,36.8368,36.9394,36.389,36.5009,206590.0
2021-11-10,36.6595,37.042,36.4263,36.7155,176341.0
2021-11-11,36.8647,37.3498,36.5942,37.0513,106777.0
2021-11-12,37.0513,37.0886,36.5009,36.8647,160994.0
2021-11-13,37.0513,37.0886,36.5009,36.8647,160994.0
2021-11-14,37.0513,37.0886,36.5009,36.8647,160994.0
2021-11-15,37.0606,37.2099,36.7528,37.0606,226397.0
2021-11-16,37.1353,37.3032,36.6129,37.07,194531.0
2021-11-17,36.8461,37.0606,36.4496,36.8554,235215.0
2021-11-18,36.9021,37.1819,36.333,36.4823,160111.0
2021-11-19,35.9226,36.4543,35.2883,35.4748,163433.0
2021-11-20,35.9226,36.4543,35.2883,35.4748,163433.0
2021-11-21,35.9226,36.4543,35.2883,35.4748,163433.0
2021-11-22,35.8573,36.8274,35.82,36.1838,167877.0
2021-11-23,36.4916,36.9767,36.2957,36.8834,142733.0
2021-11-24,36.7528,36.8834,36.4543,36.5196,85500.0
2021-11-25,36.7528,36.8834,36.4543,36.5196,85500.0
2021-11-26,35.195,35.4842,33.9637,34.4208,187488.0
2021-11-27,35.195,35.4842,33.9637,34.4208,187488.0
2021-11-28,35.195,35.4842,33.9637,34.4208,187488.0
2021-11-29,35.0084,35.0084,33.9357,34.4394,215158.0
2021-11-30,33.8238,34.5514,33.3574,33.9823,277951.0
2021-12-01,34.8778,35.5775,31.8369,33.6092,297486.0
2021-12-02,33.9544,35.3629,33.7958,35.0831,211357.0
2021-12-03,35.2696,35.3722,34.4861,34.626,282510.0
2021-12-04,35.2696,35.3722,34.4861,34.626,282510.0
2021-12-05,35.2696,35.3722,34.4861,34.626,282510.0
2021-12-06,35.167,36.1931,34.9058,35.2137,241628.0
2021-12-07,35.6054,35.755,34.4068,34.6073,181603.0
2021-12-08,34.5047,34.8592,33.8797,34.3555,192814.0
2021-12-09,34.057,34.626,33.8424,34.1223,136782.0
2021-12-10,34.2529,34.6446,33.7398,34.2995,120549.0
2021-12-11,34.2529,34.6446,33.7398,34.2995,120549.0
2021-12-12,34.2529,34.6446,33.7398,34.2995,120549.0
2021-12-13,34.029,34.1409,33.2454,33.5626,204060.0
2021-12-14,33.6932,34.7473,33.6932,34.3275,534948.0
2021-12-15,34.5514,34.8405,33.4133,33.7305,708796.0
2021-12-16,34.3311,35.035,34.0965,34.6127,557617.0
2021-12-17,34.7253,35.2087,33.2894,34.5939,1662694.0
2021-12-18,34.7253,35.2087,33.2894,34.5939,1662694.0
2021-12-19,34.7253,35.2087,33.2894,34.5939,1662694.0
2021-12-20,34.0496,34.1997,33.1486,33.7117,404716.0
2021-12-21,34.1059,34.9787,33.4208,34.6033,255085.0
2021-12-22,34.5282,35.0256,34.2373,34.9975,173248.0
2021-12-23,35.1946,35.8422,35.1946,35.2415,99001.0
2021-12-24,35.1946,35.8422,35.1946,35.2415,99001.0
2021-12-25,35.1946,35.8422,35.1946,35.2415,99001.0
2021-12-26,35.1946,35.8422,35.1946,35.2415,99001.0
2021-12-27,35.2697,35.6638,34.913,35.6263,130626.0
2021-12-28,35.5981,36.0956,35.5043,35.7765,91116.0
2021-12-29,35.8703,36.0533,35.3401,35.7202,97829.0
2021-12-30,35.8515,36.1847,35.2509,35.5794,140260.0
2021-12-31,35.4855,35.8797,35.2227,35.6169,195659.0
2022-01-01,35.4855,35.8797,35.2227,35.6169,195659.0
2022-01-02,35.4855,35.8797,35.2227,35.6169,195659.0
2022-01-03,35.9454,36.5789,35.4583,35.8703,338578.0
2022-01-04,36.227,37.3063,36.2082,36.7995,260837.0
2022-01-05,36.8558,37.4517,36.6962,36.7619,195266.0
2022-01-06,37.2406,37.9632,36.5085,37.6441,316116.0
2022-01-07,37.6723,38.1603,36.7901,37.8694,172816.0
2022-01-08,37.6723,38.1603,36.7901,37.8694,172816.0
2022-01-09,37.6723,38.1603,36.7901,37.8694,172816.0
2022-01-10,37.9445,38.2542,37.4799,38.0852,359127.0
2022-01-11,38.2354,38.2354,37.4095,37.6441,143363.0
2022-01-12,37.5784,37.86,37.2687,37.569,168686.0
2022-01-13,37.6911,38.0101,37.2312,37.4283,213047.0
2022-01-14,37.1561,38.104,36.8839,38.0758,163524.0
2022-01-15,37.1561,38.104,36.8839,38.0758,163524.0
2022-01-16,37.1561,38.104,36.8839,38.0758,163524.0
2022-01-17,37.1561,38.104,36.8839,38.0758,163524.0
2022-01-18,37.8975,38.1885,37.5343,37.9257,203595.0
2022-01-19,38.2823,38.2823,36.8933,36.9121,265783.0
2022-01-20,36.8276,37.494,35.8422,35.9454,255712.0
2022-01-21,35.5324,36.471,35.0913,35.1383,369551.0
2022-01-22,35.5324,36.471,35.0913,35.1383,369551.0
2022-01-23,35.5324,36.471,35.0913,35.1383,369551.0
2022-01-24,34.7159,36.3677,34.7065,36.2457,289934.0
2022-01-25,35.9548,37.0622,34.1716,36.3959,268172.0
2022-01-26,38.0758,38.0758,34.7441,35.3447,461386.0
2022-01-27,35.8609,35.9923,33.815,34.2936,500279.0
2022-01-28,34.0684,34.3687,32.5104,33.815,590686.0
2022-01-29,34.0684,34.3687,32.5104,33.815,590686.0
2022-01-30,34.0684,34.3687,32.5104,33.815,590686.0
2022-01-31,33.7399,34.7159,33.1204,34.5188,594978.0
2022-02-01,34.3593,34.8004,31.9117,34.2467,370756.0
2022-02-02,34.1622,34.1622,33.3363,33.7868,489549.0
2022-02-03,33.8243,34.2748,33.4302,33.4771,233042.0
2022-02-04,33.7023,34.0777,33.402,33.8713,317973.0
2022-02-05,33.7023,34.0777,33.402,33.8713,317973.0
2022-02-06,33.7023,34.0777,33.402,33.8713,317973.0
2022-02-07,33.937,34.6784,33.6929,34.5282,229094.0
2022-02-08,34.8286,35.4714,34.4531,34.8849,175771.0
2022-02-09,34.9036,34.913,33.937,34.0777,166429.0
2022-02-10,33.9933,34.5658,33.8947,34.2654,247978.0
2022-02-11,34.2654,34.96,34.1528,34.3593,207291.0
2022-02-12,34.2654,34.96,34.1528,34.3593,207291.0
2022-02-13,34.2654,34.96,34.1528,34.3593,207291.0
2022-02-14,34.4625,35.0022,33.6751,33.9745,227511.0
2022-02-15,34.2561,34.7253,34.2514,34.5282,309733.0
2022-02-16,34.303,34.9506,34.2748,34.8567,183740.0
2022-02-17,34.5188,34.5282,33.8337,33.9745,141860.0
2022-02-18,33.8056,34.7347,33.6789,34.3499,170568.0
2022-02-19,33.8056,34.7347,33.6789,34.3499,170568.0
2022-02-20,33.8056,34.7347,33.6789,34.3499,170568.0
2022-02-21,33.8056,34.7347,33.6789,34.3499,170568.0
2022-02-22,34.3124,34.3968,33.6648,33.7868,205382.0
2022-02-23,34.1434,34.4062,33.2331,33.3551,208796.0
2022-02-24,32.8483,32.9797,31.6188,32.8295,256242.0
2022-02-25,32.9984,34.425,32.9844,34.2748,165498.0
2022-02-26,32.9984,34.425,32.9844,34.2748,165498.0
2022-02-27,32.9984,34.425,32.9844,34.2748,165498.0
2022-02-28,33.7774,34.5001,33.2659,34.2654,262551.0
2022-03-01,33.8994,34.7676,31.9848,32.4541,354505.0
2022-03-02,32.6793,33.9792,32.5573,33.6085,211523.0
2022-03-03,33.6648,33.7493,33.3082,33.6179,162098.0
2022-03-04,33.036,33.3457,32.4541,32.867,179724.0
2022-03-05,33.036,33.3457,32.4541,32.867,179724.0
2022-03-06,33.036,33.3457,32.4541,32.867,179724.0
2022-03-07,32.67,32.7357,31.7033,31.8534,293418.0
2022-03-08,32.1162,32.9515,32.0411,32.0693,194088.0
2022-03-09,32.7638,33.3082,32.4823,32.6887,112554.0
2022-03-10,32.3039,32.9797,32.0505,32.9421,138432.0
2022-03-11,33.158,33.646,32.8952,33.3926,156761.0
2022-03-12,33.158,33.646,32.8952,33.3926,156761.0
2022-03-13,33.158,33.646,32.8952,33.3926,156761.0
2022-03-14,33.8243,34.2748,33.2988,33.3926,170486.0
2022-03-15,33.4959,34.0355,32.9327,33.2894,141404.0
2022-03-16,33.4971,34.366,33.1288,34.1865,247501.0
2022-03-17,33.7993,34.0071,33.3271,33.6199,111961.0
2022-03-18,33.4216,33.8654,32.7322,33.771,515954.0
2022-03-19,33.4216,33.8654,32.7322,33.771,515954.0
2022-03-20,33.4216,33.8654,32.7322,33.771,515954.0
2022-03-21,33.8277,34.281,32.7888,33.1005,194217.0
2022-03-22,33.431,33.9221,32.7133,32.7983,279270.0
2022-03-23,32.7133,32.9211,31.92,31.9767,244116.0
2022-03-24,32.2317,32.3969,31.7217,32.0522,248389.0
2022-03-25,32.2222,32.7133,32.2222,32.5055,295655.0
2022-03-26,32.2222,32.7133,32.2222,32.5055,295655.0
2022-03-27,32.2222,32.7133,32.2222,32.5055,295655.0
2022-03-28,32.345,32.7416,31.665,32.6944,267635.0
2022-03-29,32.5339,33.4405,32.43,33.1477,292399.0
2022-03-30,33.1005,33.1572,31.9861,32.1467,178833.0
2022-03-31,32.1561,32.4017,31.3345,31.5895,355300.0
2022-04-01,32.0994,32.3072,31.3156,31.6273,455560.0
2022-04-02,32.0994,32.3072,31.3156,31.6273,455560.0
2022-04-03,32.0994,32.3072,31.3156,31.6273,455560.0
2022-04-04,31.6178,31.7595,30.8448,31.5139,264766.0
2022-04-05,31.4573,31.7784,30.9001,30.9851,198471.0
2022-04-06,30.9001,31.0701,30.3854,30.5601,272342.0
2022-04-07,30.5884,30.5884,29.7857,30.0313,248483.0
2022-04-08,30.1824,30.239,29.8707,30.0596,365144.0
2022-04-09,30.1824,30.239,29.8707,30.0596,365144.0
2022-04-10,30.1824,30.239,29.8707,30.0596,365144.0
2022-04-11,30.1729,30.7184,29.984,30.3712,225336.0
2022-04-12,30.4468,30.834,30.2389,30.3523,243615.0
2022-04-13,30.2107,30.7584,30.0974,30.7207,166960.0
2022-04-14,30.7207,31.0323,30.1257,30.2768,169791.0
2022-04-15,30.7207,31.0323,30.1257,30.2768,169791.0
2022-04-16,30.7207,31.0323,30.1257,30.2768,169791.0
2022-04-17,30.7207,31.0323,30.1257,30.2768,169791.0
2022-04-18,30.1163,30.376,29.9368,30.2674,204398.0
2022-04-19,30.4846,31.1834,30.2957,31.1173,364774.0
2022-04-20,31.4667,31.835,31.3345,31.3534,136621.0
2022-04-21,31.5139,31.7784,30.8434,31.004,211195.0
2022-04-22,31.0512,31.0512,30.3901,30.4279,213515.0
2022-04-23,31.0512,31.0512,30.3901,30.4279,213515.0
2022-04-24,31.0512,31.0512,30.3901,30.4279,213515.0
2022-04-25,30.2485,30.6451,29.7102,30.4185,205241.0
2022-04-26,29.984,30.4751,29.2096,29.3135,198490.0
2022-04-27,29.1247,29.8613,28.1236,29.0302,324128.0
2022-04-28,29.2569,29.8046,28.558,29.1058,182589.0
2022-04-29,29.0774,29.0774,27.9347,28.1331,258340.0
2022-04-30,29.0774,29.0774,27.9347,28.1331,258340.0
2022-05-01,29.0774,29.0774,27.9347,28.1331,258340.0
2022-05-02,28.2086,28.813,27.897,28.5297,229971.0
2022-05-03,28.5675,29.0208,28.2464,28.7186,313459.0
2022-05-04,28.7186,29.7857,28.4447,29.663,172042.0
2022-05-05,29.3607,29.3607,28.4636,28.8319,185795.0
2022-05-06,28.6336,28.983,27.845,28.2086,181685.0
2022-05-07,28.6336,28.983,27.845,28.2086,181685.0
2022-05-08,28.6336,28.983,27.845,28.2086,181685.0
2022-05-09,28.1047,28.9736,27.8403,28.5958,266697.0
2022-05-10,28.8319,29.7975,27.5192,28.0953,195293.0
2022-05-11,28.2558,28.983,27.7836,27.897,182330.0
2022-05-12,27.6798,28.1803,27.1887,27.7647,172011.0
2022-05-13,27.9064,28.4541,27.2453,27.6042,194890.0
2022-05-14,27.9064,28.4541,27.2453,27.6042,194890.0
2022-05-15,27.9064,28.4541,27.2453,27.6042,194890.0
2022-05-16,27.3964,27.8592,27.047,27.3587,181971.0
2022-05-17,27.8592,28.3125,27.8025,28.1992,158697.0
2022-05-18,28.0197,28.4069,27.812,28.1803,370615.0
2022-05-19,27.8592,28.5108,27.8592,28.0197,356270.0
2022-05-20,28.2369,28.4447,27.7459,28.2842,261703.0
2022-05-21,28.2369,28.4447,27.7459,28.2842,261703.0
2022-05-22,28.2369,28.4447,27.7459,28.2842,261703.0
2022-05-23,28.5958,29.2569,28.355,28.7091,261245.0
2022-05-24,28.6997,29.1908,28.1425,28.9074,320076.0
2022-05-25,28.9641,29.5685,28.6194,28.9074,262242.0
2022-05-26,29.1341,29.5119,29.0397,29.3513,164430.0
2022-05-27,29.408,29.6063,29.2946,29.5685,155468.0
2022-05-28,29.408,29.6063,29.2946,29.5685,155468.0
2022-05-29,29.408,29.6063,29.2946,29.5685,155468.0
