,L US Equity,L US Equity,L US Equity,L US Equity,L US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2024-01-09,70.98,71.15,70.171,70.93,461685.0
2024-01-10,70.611,71.035,70.461,70.91,476204.0
2024-01-11,70.81,71.06,70.301,70.94,440527.0
2024-01-12,71.44,71.78,70.76,71.02,463986.0
2024-01-13,71.44,71.78,70.76,71.02,463986.0
2024-01-14,71.44,71.78,70.76,71.02,463986.0
2024-01-15,71.44,71.78,70.76,71.02,463986.0
2024-01-16,70.77,71.14,70.646,71.04,720477.0
2024-01-17,70.93,71.82,70.74,70.88,486816.0
2024-01-18,70.651,71.48,70.531,71.43,511463.0
2024-01-19,71.889,72.404,71.52,72.139,832836.0
2024-01-20,71.889,72.404,71.52,72.139,832836.0
2024-01-21,71.889,72.404,71.52,72.139,832836.0
2024-01-22,72.289,73.228,72.269,72.989,798141.0
2024-01-23,72.989,73.328,72.689,72.689,513631.0
2024-01-24,72.999,73.378,72.919,73.029,494544.0
2024-01-25,73.388,73.578,72.432,72.919,898265.0
2024-01-26,72.969,73.323,72.589,72.719,1194176.0
2024-01-27,72.969,73.323,72.589,72.719,1194176.0
2024-01-28,72.969,73.323,72.589,72.719,1194176.0
2024-01-29,72.549,73.248,72.389,73.208,675556.0
2024-01-30,73.009,73.743,73.009,73.718,755481.0
2024-01-31,73.788,73.938,72.769,72.799,931600.0
2024-02-01,72.219,72.519,71.39,72.239,1043073.0
2024-02-02,72.469,73.138,72.379,72.979,869195.0
2024-02-03,72.469,73.138,72.379,72.979,869195.0
2024-02-04,72.469,73.138,72.379,72.979,869195.0
2024-02-05,74.527,75.177,72.214,72.729,1618140.0
2024-02-06,72.539,73.108,72.349,72.749,1400748.0
2024-02-07,72.899,72.939,72.329,72.599,864682.0
2024-02-08,72.409,72.459,71.46,71.959,1072527.0
2024-02-09,71.72,72.699,71.6,72.689,671423.0
2024-02-10,71.72,72.699,71.6,72.689,671423.0
2024-02-11,71.72,72.699,71.6,72.689,671423.0
2024-02-12,72.929,73.468,72.599,73.039,834335.0
2024-02-13,73.328,73.788,72.439,72.959,1298509.0
2024-02-14,73.228,73.498,72.939,73.458,996430.0
2024-02-15,73.478,75.312,73.388,75.157,1206471.0
2024-02-16,75.157,75.237,74.208,74.277,931734.0
2024-02-17,75.157,75.237,74.208,74.277,931734.0
2024-02-18,75.157,75.237,74.208,74.277,931734.0
2024-02-19,75.157,75.237,74.208,74.277,931734.0
2024-02-20,74.0,74.55,73.68,73.87,890877.0
2024-02-21,74.16,74.45,73.83,74.32,925492.0
2024-02-22,74.5,74.99,74.15,74.91,746103.0
2024-02-23,74.96,75.41,74.87,75.19,483907.0
2024-02-24,74.96,75.41,74.87,75.19,483907.0
2024-02-25,74.96,75.41,74.87,75.19,483907.0
2024-02-26,75.12,75.33,74.51,74.54,722612.0
2024-02-27,74.41,75.025,73.98,74.99,937234.0
2024-02-28,74.99,75.49,74.83,75.06,686312.0
2024-02-29,75.16,75.265,74.59,75.13,926120.0
2024-03-01,75.07,75.18,74.27,74.43,644838.0
2024-03-02,75.07,75.18,74.27,74.43,644838.0
2024-03-03,75.07,75.18,74.27,74.43,644838.0
2024-03-04,74.43,74.98,74.14,74.35,599040.0
2024-03-05,74.23,74.84,74.23,74.58,665976.0
2024-03-06,74.8,75.54,74.43,75.47,746487.0
2024-03-07,75.43,75.67,74.9,75.1,584655.0
2024-03-08,75.04,75.23,74.73,74.84,659184.0
2024-03-09,75.04,75.23,74.73,74.84,659184.0
2024-03-10,75.04,75.23,74.73,74.84,659184.0
2024-03-11,74.78,76.0,74.68,76.0,789386.0
2024-03-12,76.01,76.235,75.71,76.21,618850.0
2024-03-13,76.25,76.4,75.819,76.15,783220.0
2024-03-14,75.91,76.18,75.48,76.01,741887.0
2024-03-15,75.44,76.99,75.41,76.97,1901578.0
2024-03-16,75.44,76.99,75.41,76.97,1901578.0
2024-03-17,75.44,76.99,75.41,76.97,1901578.0
2024-03-18,76.97,77.56,76.66,76.97,942090.0
2024-03-19,77.29,77.74,77.2,77.41,693642.0
2024-03-20,77.16,77.84,77.02,77.76,595952.0
2024-03-21,77.76,77.89,77.2,77.41,593459.0
2024-03-22,77.68,77.68,76.43,76.45,568572.0
2024-03-23,77.68,77.68,76.43,76.45,568572.0
2024-03-24,77.68,77.68,76.43,76.45,568572.0
2024-03-25,76.79,77.36,76.61,76.99,621160.0
2024-03-26,77.0,77.25,76.85,76.89,575390.0
2024-03-27,77.24,78.1,77.08,78.1,588900.0
2024-03-28,78.15,78.55,78.11,78.29,747935.0
2024-03-29,78.15,78.55,78.11,78.29,747935.0
2024-03-30,78.15,78.55,78.11,78.29,747935.0
2024-03-31,78.15,78.55,78.11,78.29,747935.0
2024-04-01,78.16,78.19,77.33,77.48,680619.0
2024-04-02,77.53,78.04,76.96,77.07,592740.0
2024-04-03,76.93,77.585,76.66,77.21,642824.0
2024-04-04,77.64,77.81,76.05,76.36,609653.0
2024-04-05,76.6,76.83,76.28,76.66,493832.0
2024-04-06,76.6,76.83,76.28,76.66,493832.0
2024-04-07,76.6,76.83,76.28,76.66,493832.0
2024-04-08,76.73,76.8,76.01,76.06,642095.0
