,MGRC US Equity,MGRC US Equity,MGRC US Equity,MGRC US Equity,MGRC US Equity
2023-08-14,98.6876,99.9907,98.2039,99.7636,73546.0
2023-08-15,99.655,100.4793,98.3273,100.1486,83833.0
2023-08-16,100.1684,100.3492,98.3026,98.4112,58501.0
2023-08-17,98.4112,99.1664,97.503,97.5129,70429.0
2023-08-18,96.8811,98.2236,96.8811,97.1575,80619.0
2023-08-19,96.8811,98.2236,96.8811,97.1575,80619.0
2023-08-20,96.8811,98.2236,96.8811,97.1575,80619.0
2023-08-21,97.1377,97.5129,96.4911,97.3154,66484.0
2023-08-22,97.2167,97.9768,96.7429,97.7399,63214.0
2023-08-23,97.6017,98.5149,96.9008,98.3026,44608.0
2023-08-24,97.8386,101.0864,97.8386,100.6422,127218.0
2023-08-25,100.4152,101.659,99.5711,100.3658,76415.0
2023-08-26,100.4152,101.659,99.5711,100.3658,76415.0
2023-08-27,100.4152,101.659,99.5711,100.3658,76415.0
2023-08-28,100.889,102.3698,100.889,101.5405,70976.0
2023-08-29,100.9877,103.1694,100.6817,101.9255,123091.0
2023-08-30,102.0144,102.814,100.9976,101.3826,70926.0
2023-08-31,101.3332,101.6886,99.655,99.8031,126482.0
2023-09-01,100.2079,100.9236,99.6353,99.8327,57841.0
2023-09-02,100.2079,100.9236,99.6353,99.8327,57841.0
2023-09-03,100.2079,100.9236,99.6353,99.8327,57841.0
2023-09-04,100.2079,100.9236,99.6353,99.8327,57841.0
2023-09-05,99.1614,99.2009,96.1012,97.0292,111272.0
2023-09-06,97.0292,98.0262,96.348,97.2759,55836.0
2023-09-07,97.3648,97.5475,96.617,97.2266,56916.0
2023-09-08,97.0686,97.8485,96.9008,97.7004,45921.0
2023-09-09,97.0686,97.8485,96.9008,97.7004,45921.0
2023-09-10,97.0686,97.8485,96.9008,97.7004,45921.0
2023-09-11,97.3056,97.582,95.5583,96.1308,52737.0
2023-09-12,95.8544,96.6145,95.8544,96.4369,45831.0
2023-09-13,95.5879,96.3974,95.3312,95.8248,124335.0
2023-09-14,96.0222,97.6906,95.9235,97.0094,47968.0
2023-09-15,98.5889,99.6846,98.2138,98.9245,171017.0
2023-09-16,98.5889,99.6846,98.2138,98.9245,171017.0
2023-09-17,98.5889,99.6846,98.2138,98.9245,171017.0
2023-09-18,98.9245,101.0223,98.4131,100.1782,87936.0
2023-09-19,99.7735,101.0371,98.9739,100.7903,114937.0
2023-09-20,100.8396,101.4122,100.0104,100.2375,81385.0
2023-09-21,99.7439,100.2473,98.737,99.2305,60389.0
2023-09-22,99.0331,101.1062,99.0331,100.4448,97686.0
2023-09-23,99.0331,101.1062,99.0331,100.4448,97686.0
2023-09-24,99.0331,101.1062,99.0331,100.4448,97686.0
2023-09-25,100.4843,101.4616,100.198,100.6916,101749.0
2023-09-26,100.6521,101.7972,99.6155,99.7143,73970.0
2023-09-27,99.8327,101.4872,99.6649,101.116,69063.0
2023-09-28,100.657,102.6559,100.0005,100.1091,54922.0
2023-09-29,100.0894,101.0766,98.1447,98.9541,112278.0
2023-09-30,100.0894,101.0766,98.1447,98.9541,112278.0
2023-10-01,100.0894,101.0766,98.1447,98.9541,112278.0
2023-10-02,98.8752,99.7982,98.8752,99.0923,87164.0
2023-10-03,99.0529,99.1269,97.4833,97.7893,62302.0
2023-10-04,97.5326,98.8456,97.3253,98.4507,70936.0
2023-10-05,98.7271,99.2503,97.888,97.9176,82983.0
2023-10-06,98.4803,99.7834,97.2562,98.7073,129770.0
2023-10-07,98.4803,99.7834,97.2562,98.7073,129770.0
2023-10-08,98.4803,99.7834,97.2562,98.7073,129770.0
2023-10-09,98.6382,100.1782,97.967,99.9216,79858.0
2023-10-10,100.2473,102.7251,100.2473,102.0637,133963.0
2023-10-11,102.3895,103.3865,102.1625,103.0608,52004.0
2023-10-12,102.4685,104.9956,102.2217,103.2878,142243.0
2023-10-13,104.0578,104.5103,100.6323,101.5208,75770.0
2023-10-14,104.0578,104.5103,100.6323,101.5208,75770.0
2023-10-15,104.0578,104.5103,100.6323,101.5208,75770.0
2023-10-16,102.101,103.3108,101.5357,101.7935,56275.0
2023-10-17,102.1208,103.9256,101.7737,101.8927,80143.0
2023-10-18,101.1787,101.3275,99.1508,99.6119,61138.0
2023-10-19,99.7408,100.4945,97.6881,97.7674,66482.0
2023-10-20,98.1046,98.6202,97.0733,97.2518,149143.0
2023-10-21,98.1046,98.6202,97.0733,97.2518,149143.0
2023-10-22,98.1046,98.6202,97.0733,97.2518,149143.0
2023-10-23,97.7079,97.7079,95.794,96.2502,83969.0
2023-10-24,96.5179,98.3674,95.6254,96.7559,98252.0
2023-10-25,96.7559,96.9146,94.9114,96.2502,113215.0
2023-10-26,96.389,97.1675,95.6155,95.8436,91368.0
2023-10-27,101.8134,104.3818,97.0881,100.9407,334383.0
2023-10-28,101.8134,104.3818,97.0881,100.9407,334383.0
2023-10-29,101.8134,104.3818,97.0881,100.9407,334383.0
2023-10-30,101.7142,101.7142,98.8087,99.8796,80465.0
2023-10-31,100.0581,101.0795,99.4036,99.7606,75326.0
2023-11-01,99.3838,99.7805,97.9062,98.1641,143972.0
2023-11-02,99.1954,99.9986,98.4021,99.9689,212632.0
2023-11-03,101.149,102.4629,100.9655,101.1291,121784.0
2023-11-04,101.149,102.4629,100.9655,101.1291,121784.0
2023-11-05,101.149,102.4629,100.9655,101.1291,121784.0
2023-11-06,100.8316,101.0002,99.7904,100.9506,82001.0
2023-11-07,100.9506,102.1852,98.9772,100.8812,70543.0
2023-11-08,100.5143,100.6829,98.5905,98.6698,71089.0
2023-11-09,99.2351,99.9491,98.0947,98.3227,78519.0
2023-11-10,98.9078,99.9391,98.3624,99.2946,95562.0
2023-11-11,98.9078,99.9391,98.3624,99.2946,95562.0
2023-11-12,98.9078,99.9391,98.3624,99.2946,95562.0
2023-11-13,99.3045,99.5821,98.3822,98.7888,67181.0
2023-11-14,100.6333,102.1803,100.0284,102.1803,143261.0
2023-11-15,101.8233,103.0133,101.7886,101.863,90987.0
2023-11-16,101.5555,102.2001,100.792,100.9209,53878.0
2023-11-17,101.0597,101.6051,99.959,100.0482,76144.0
2023-11-18,101.0597,101.6051,99.959,100.0482,76144.0
2023-11-19,101.0597,101.6051,99.959,100.0482,76144.0
2023-11-20,99.7904,100.1375,98.4021,98.7194,83704.0
2023-11-21,98.3426,98.65,96.9939,97.1526,74012.0
2023-11-22,97.9757,98.8334,97.4749,98.6996,88266.0
2023-11-23,97.9757,98.8334,97.4749,98.6996,88266.0
2023-11-24,98.4715,99.1756,98.4715,98.9078,28104.0
2023-11-25,98.4715,99.1756,98.4715,98.9078,28104.0
2023-11-26,98.4715,99.1756,98.4715,98.9078,28104.0
2023-11-27,98.4715,99.3838,98.4517,98.8582,108286.0
2023-11-28,99.2152,99.4631,97.8864,97.9757,76539.0
2023-11-29,98.2335,99.0764,98.2335,98.531,64470.0
2023-11-30,99.0566,101.0895,98.9376,100.8415,113493.0
2023-12-01,100.5639,102.805,100.5639,102.6166,75661.0
2023-12-02,100.5639,102.805,100.5639,102.6166,75661.0
2023-12-03,100.5639,102.805,100.5639,102.6166,75661.0
2023-12-04,102.0216,103.1819,101.4068,101.496,91529.0
2023-12-05,101.6944,102.1406,100.3854,100.4052,63155.0
2023-12-06,101.02,101.8828,100.078,100.4449,66452.0
2023-12-07,100.1375,101.1688,99.8697,100.3755,53124.0
2023-12-08,100.6432,102.5769,100.6035,102.1505,73630.0
2023-12-09,100.6432,102.5769,100.6035,102.1505,73630.0
2023-12-10,100.6432,102.5769,100.6035,102.1505,73630.0
2023-12-11,102.1902,103.2612,101.6894,103.1868,66890.0
2023-12-12,103.7174,106.9154,102.5373,106.9006,105100.0
2023-12-13,106.5535,112.196,106.5535,112.196,261854.0
2023-12-14,113.5744,115.1264,112.8654,114.1099,228994.0
2023-12-15,113.743,114.9826,112.8406,114.5363,272188.0
2023-12-16,113.743,114.9826,112.8406,114.5363,272188.0
2023-12-17,113.743,114.9826,112.8406,114.5363,272188.0
2023-12-18,114.5363,116.0337,113.7529,115.9544,161931.0
2023-12-19,116.6188,117.6898,115.9246,117.1642,144746.0
2023-12-20,117.422,118.5148,114.695,114.8636,199206.0
2023-12-21,115.8056,116.8469,114.3876,116.0139,183416.0
2023-12-22,116.7775,117.9476,116.3015,117.3923,75811.0
2023-12-23,116.7775,117.9476,116.3015,117.3923,75811.0
2023-12-24,116.7775,117.9476,116.3015,117.3923,75811.0
2023-12-25,116.7775,117.9476,116.3015,117.3923,75811.0
2023-12-26,118.0071,118.4633,117.313,118.3939,64019.0
2023-12-27,118.3839,121.8052,117.3526,118.9889,116854.0
2023-12-28,118.3939,119.0583,117.8633,118.7905,77558.0
2023-12-29,118.6914,119.5045,117.8584,118.6219,135378.0
2023-12-30,118.6914,119.5045,117.8584,118.6219,135378.0
2023-12-31,118.6914,119.5045,117.8584,118.6219,135378.0
2024-01-01,118.6914,119.5045,117.8584,118.6219,135378.0
2024-01-02,118.0468,118.3443,115.0718,115.4784,93486.0
2024-01-03,115.3098,115.3098,113.386,114.0405,186038.0
2024-01-04,114.5562,114.6256,113.0588,113.1678,151549.0
2024-01-05,112.2654,114.1595,111.5514,111.72,192919.0
2024-01-06,112.2654,114.1595,111.5514,111.72,192919.0
2024-01-07,112.2654,114.1595,111.5514,111.72,192919.0
2024-01-08,111.2242,112.0175,110.2127,111.3234,137482.0
2024-01-09,110.2524,110.2524,109.1615,109.8359,75372.0
2024-01-10,109.2607,110.6094,109.2607,110.1433,110854.0
2024-01-11,109.7169,110.1036,109.2805,109.8061,109466.0
2024-01-12,111.0655,111.4721,108.7946,108.983,84674.0
2024-01-13,111.0655,111.4721,108.7946,108.983,84674.0
2024-01-14,111.0655,111.4721,108.7946,108.983,84674.0
2024-01-15,111.0655,111.4721,108.7946,108.983,84674.0
2024-01-16,108.1017,109.5283,108.0519,108.749,101032.0
2024-01-17,108.0519,109.725,108.0519,108.6594,61848.0
2024-01-18,108.6992,109.8644,108.51,109.5357,45461.0
2024-01-19,110.1432,110.442,108.3905,110.0636,98919.0
2024-01-20,110.1432,110.442,108.3905,110.0636,98919.0
2024-01-21,110.1432,110.442,108.3905,110.0636,98919.0
2024-01-22,110.3324,113.32,110.3324,113.2105,77950.0
2024-01-23,114.2462,114.8288,112.3292,112.9815,93341.0
2024-01-24,114.0769,114.0769,111.5374,111.5374,156836.0
2024-01-25,112.8619,113.7383,112.0229,112.1051,107674.0
2024-01-26,112.9615,112.9615,111.1092,111.2885,76718.0
2024-01-27,112.9615,112.9615,111.1092,111.2885,76718.0
2024-01-28,112.9615,112.9615,111.1092,111.2885,76718.0
2024-01-29,120.0023,123.4879,120.0023,123.2389,2587166.0
2024-01-30,123.2389,126.2464,122.7709,125.9078,946520.0
2024-01-31,124.9319,126.4954,124.8024,125.1311,600833.0
2024-02-01,126.0074,127.322,126.0074,127.2025,618810.0
2024-02-02,126.1668,129.6523,126.1668,128.7461,489861.0
2024-02-03,126.1668,129.6523,126.1668,128.7461,489861.0
2024-02-04,126.1668,129.6523,126.1668,128.7461,489861.0
2024-02-05,128.6266,128.6266,126.8639,126.9535,541350.0
2024-02-06,126.7942,128.4125,126.7942,128.1784,547183.0
2024-02-07,127.7701,129.6025,127.7701,128.5569,606622.0
2024-02-08,128.0689,129.2938,128.0689,129.2042,486057.0
2024-02-09,129.4531,130.0307,128.9452,129.4133,262846.0
2024-02-10,129.4531,130.0307,128.9452,129.4133,262846.0
2024-02-11,129.4531,130.0307,128.9452,129.4133,262846.0
2024-02-12,129.244,130.3195,129.244,129.5726,328655.0
2024-02-13,128.5867,129.1444,127.4714,128.049,632170.0
2024-02-14,129.6523,129.6523,127.7801,127.8697,722458.0
2024-02-15,128.6365,129.2664,127.7004,128.1087,480973.0
2024-02-16,128.0091,128.7461,127.7502,127.9793,377475.0
2024-02-17,128.0091,128.7461,127.7502,127.9793,377475.0
2024-02-18,128.0091,128.7461,127.7502,127.9793,377475.0
2024-02-19,128.0091,128.7461,127.7502,127.9793,377475.0
2024-02-20,127.2722,128.4025,127.2722,128.1187,263631.0
2024-02-21,128.1884,128.1983,126.2166,126.2464,209176.0
2024-02-22,124.9817,127.1128,123.3036,124.3045,1496847.0
2024-02-23,123.9858,125.2107,123.8862,124.3842,240423.0
2024-02-24,123.9858,125.2107,123.8862,124.3842,240423.0
2024-02-25,123.9858,125.2107,123.8862,124.3842,240423.0
2024-02-26,124.1651,124.5933,123.7966,124.1352,237474.0
2024-02-27,124.5435,124.7028,123.224,123.2987,339372.0
2024-02-28,123.1294,124.3543,123.1294,123.5875,378575.0
2024-02-29,124.673,124.673,123.4779,123.9659,184746.0
2024-03-01,123.8265,124.6232,123.6124,124.2049,236280.0
2024-03-02,123.8265,124.6232,123.6124,124.2049,236280.0
2024-03-03,123.8265,124.6232,123.6124,124.2049,236280.0
2024-03-04,123.8364,124.4638,123.1692,123.8663,429092.0
2024-03-05,123.8364,123.9061,122.3128,122.5717,338416.0
2024-03-06,122.8406,123.1792,120.9534,121.7451,522670.0
2024-03-07,122.4422,122.8953,121.8148,122.1932,151758.0
2024-03-08,123.2489,123.2489,121.5957,121.6057,191188.0
2024-03-09,123.2489,123.2489,121.5957,121.6057,191188.0
2024-03-10,123.2489,123.2489,121.5957,121.6057,191188.0
2024-03-11,121.3169,121.4961,120.0422,120.1218,228536.0
2024-03-12,119.843,120.4007,119.0712,120.2115,237719.0
2024-03-13,120.0023,121.0555,119.7135,119.7135,283876.0
2024-03-14,119.7534,120.2613,118.5384,118.5782,213238.0
2024-03-15,117.662,119.8828,117.662,118.9368,359654.0
2024-03-16,117.662,119.8828,117.662,118.9368,359654.0
2024-03-17,117.662,119.8828,117.662,118.9368,359654.0
2024-03-18,118.9368,119.5243,118.5484,118.638,216755.0
2024-03-19,118.7276,120.6696,118.7276,120.2712,321422.0
2024-03-20,119.7036,121.4961,119.5642,121.2173,237262.0
2024-03-21,121.2372,122.6414,120.6497,122.1534,234192.0
2024-03-22,122.1534,122.4821,120.814,120.9783,198103.0
2024-03-23,122.1534,122.4821,120.814,120.9783,198103.0
2024-03-24,122.1534,122.4821,120.814,120.9783,198103.0
2024-03-25,121.3567,121.5858,120.9235,121.1974,175800.0
2024-03-26,121.4364,122.2829,121.1974,121.7351,146942.0
2024-03-27,122.2928,122.3725,121.6356,121.8845,465696.0
2024-03-28,121.8945,122.9003,121.8646,122.8605,325199.0
2024-03-29,121.8945,122.9003,121.8646,122.8605,325199.0
2024-03-30,121.8945,122.9003,121.8646,122.8605,325199.0
2024-03-31,121.8945,122.9003,121.8646,122.8605,325199.0
2024-04-01,122.2331,122.3625,119.6339,120.2712,263784.0
2024-04-02,120.072,120.9534,119.6538,120.4405,186380.0
2024-04-03,119.9525,122.1524,119.9525,120.7194,462757.0
2024-04-04,121.8945,121.8945,119.8131,120.2513,258797.0
2024-04-05,120.4306,121.1277,119.7733,119.9625,243844.0
2024-04-06,120.4306,121.1277,119.7733,119.9625,243844.0
2024-04-07,120.4306,121.1277,119.7733,119.9625,243844.0
2024-04-08,120.2911,121.1078,120.0123,120.0521,307844.0
