,ZBRA US Equity,ZBRA US Equity,ZBRA US Equity,ZBRA US Equity,ZBRA US Equity
2020-05-06,232.98,235.54,231.2995,232.42,219057.0
2020-05-07,235.0,237.305,231.66,233.86,276195.0
2020-05-08,236.0,243.33,235.2706,242.92,270549.0
2020-05-09,236.0,243.33,235.2706,242.92,270549.0
2020-05-10,236.0,243.33,235.2706,242.92,270549.0
2020-05-11,237.13,239.92,234.38,235.26,339249.0
2020-05-12,236.86,238.88,230.07,230.2,299052.0
2020-05-13,230.92,231.56,220.52,223.08,445778.0
2020-05-14,219.49,222.125,215.52,221.77,457007.0
2020-05-15,219.35,220.76,216.65,217.8,383086.0
2020-05-16,219.35,220.76,216.65,217.8,383086.0
2020-05-17,219.35,220.76,216.65,217.8,383086.0
2020-05-18,226.5,237.34,223.86,235.8,571098.0
2020-05-19,236.11,243.93,235.775,240.55,489905.0
2020-05-20,242.0,243.17,239.99,241.49,369871.0
2020-05-21,242.09,246.3489,241.01,244.15,286909.0
2020-05-22,243.75,245.545,240.46,243.54,301558.0
2020-05-23,243.75,245.545,240.46,243.54,301558.0
2020-05-24,243.75,245.545,240.46,243.54,301558.0
2020-05-25,243.75,245.545,240.46,243.54,301558.0
2020-05-26,250.0,259.35,246.69,255.96,558931.0
2020-05-27,257.29,261.24,254.12,258.67,501867.0
2020-05-28,258.24,263.69,256.915,257.42,335017.0
2020-05-29,257.86,261.99,254.1,261.32,490691.0
2020-05-30,257.86,261.99,254.1,261.32,490691.0
2020-05-31,257.86,261.99,254.1,261.32,490691.0
2020-06-01,259.33,266.22,258.02,264.97,294137.0
2020-06-02,265.9375,267.075,261.66,264.09,266011.0
2020-06-03,267.48,272.0,265.04,269.02,334385.0
2020-06-04,266.97,267.36,259.26,261.17,345104.0
2020-06-05,265.17,278.55,263.89,277.55,438179.0
2020-06-06,265.17,278.55,263.89,277.55,438179.0
2020-06-07,265.17,278.55,263.89,277.55,438179.0
2020-06-08,273.59,278.6,271.99,277.06,284179.0
2020-06-09,273.28,275.546,269.97,270.32,315980.0
2020-06-10,270.46,271.1769,266.835,267.08,232368.0
2020-06-11,259.83,260.7954,249.62,250.19,349260.0
2020-06-12,258.99,260.075,253.056,258.33,305222.0
2020-06-13,258.99,260.075,253.056,258.33,305222.0
2020-06-14,258.99,260.075,253.056,258.33,305222.0
2020-06-15,251.63,259.48,249.1,259.41,307122.0
2020-06-16,267.09,269.67,261.0,266.46,244466.0
2020-06-17,266.09,267.5159,260.25,260.82,236085.0
2020-06-18,260.29,263.335,257.81,262.23,188347.0
2020-06-19,268.08,268.08,253.46,264.41,986989.0
2020-06-20,268.08,268.08,253.46,264.41,986989.0
2020-06-21,268.08,268.08,253.46,264.41,986989.0
2020-06-22,262.44,265.14,259.14,261.79,307127.0
2020-06-23,266.15,266.15,260.29,260.77,292892.0
2020-06-24,259.84,260.21,246.6,250.5,370074.0
2020-06-25,248.99,253.93,247.62,253.64,232091.0
2020-06-26,253.5,256.78,244.6,246.42,813808.0
2020-06-27,253.5,256.78,244.6,246.42,813808.0
2020-06-28,253.5,256.78,244.6,246.42,813808.0
2020-06-29,246.96,253.32,244.32,252.05,237568.0
2020-06-30,252.75,258.06,251.65,255.95,344478.0
2020-07-01,256.47,256.93,250.95,251.23,224250.0
2020-07-02,256.49,259.73,254.355,255.04,228645.0
2020-07-03,256.49,259.73,254.355,255.04,228645.0
2020-07-04,256.49,259.73,254.355,255.04,228645.0
2020-07-05,256.49,259.73,254.355,255.04,228645.0
2020-07-06,260.0,263.85,258.015,261.63,286224.0
2020-07-07,260.84,261.9,253.82,254.26,280888.0
2020-07-08,254.04,257.23,253.561,257.21,278783.0
2020-07-09,260.9,264.58,258.03,262.01,324893.0
2020-07-10,264.11,264.11,255.32,260.67,261040.0
2020-07-11,264.11,264.11,255.32,260.67,261040.0
2020-07-12,264.11,264.11,255.32,260.67,261040.0
2020-07-13,264.91,265.3,255.07,255.5,211834.0
2020-07-14,257.08,266.79,256.69,266.47,313571.0
2020-07-15,272.22,273.23,264.07,268.16,272461.0
2020-07-16,267.47,269.12,264.68,267.66,287167.0
2020-07-17,269.1,274.54,269.1,273.1,258735.0
2020-07-18,269.1,274.54,269.1,273.1,258735.0
2020-07-19,269.1,274.54,269.1,273.1,258735.0
2020-07-20,274.52,276.72,271.09,276.36,251424.0
2020-07-21,277.19,279.99,272.33,273.28,256483.0
2020-07-22,272.75,278.795,272.75,277.0,244471.0
2020-07-23,275.51,277.64,272.72,275.71,261027.0
2020-07-24,272.0,273.27,267.3,269.98,423067.0
2020-07-25,272.0,273.27,267.3,269.98,423067.0
2020-07-26,272.0,273.27,267.3,269.98,423067.0
2020-07-27,270.96,275.315,270.125,273.34,347600.0
2020-07-28,287.83,287.83,270.53,271.18,458347.0
2020-07-29,274.31,278.7,272.61,273.85,404593.0
2020-07-30,271.59,275.71,269.79,274.95,205745.0
2020-07-31,275.75,281.23,274.385,280.75,472756.0
2020-08-01,275.75,281.23,274.385,280.75,472756.0
2020-08-02,275.75,281.23,274.385,280.75,472756.0
2020-08-03,283.42,283.42,278.41,280.72,244467.0
2020-08-04,280.9,285.11,279.56,284.68,307353.0
2020-08-05,286.32,289.1,284.03,288.84,228570.0
2020-08-06,285.18,288.2425,284.0,286.73,241508.0
2020-08-07,284.73,285.02,281.26,283.04,195110.0
2020-08-08,284.73,285.02,281.26,283.04,195110.0
2020-08-09,284.73,285.02,281.26,283.04,195110.0
2020-08-10,282.84,283.98,277.615,280.41,223234.0
2020-08-11,282.02,284.04,279.675,280.57,183312.0
2020-08-12,281.97,284.63,280.32,284.01,239636.0
2020-08-13,283.22,285.95,282.37,285.61,142834.0
2020-08-14,284.78,286.22,282.9,286.03,163777.0
2020-08-15,284.78,286.22,282.9,286.03,163777.0
2020-08-16,284.78,286.22,282.9,286.03,163777.0
2020-08-17,288.49,291.3,286.0,286.74,214799.0
2020-08-18,278.61,285.29,278.61,281.96,317287.0
2020-08-19,282.92,285.25,281.4003,283.13,249117.0
2020-08-20,282.56,282.7,275.29,276.55,182702.0
2020-08-21,277.41,277.41,273.67,275.33,234951.0
2020-08-22,277.41,277.41,273.67,275.33,234951.0
2020-08-23,277.41,277.41,273.67,275.33,234951.0
2020-08-24,279.37,284.5537,274.36,275.39,256117.0
2020-08-25,276.22,281.185,274.45,277.86,328288.0
2020-08-26,278.21,286.17,278.01,284.74,320502.0
2020-08-27,287.23,287.71,275.53,277.26,267423.0
2020-08-28,278.3,280.5,277.7,280.16,259726.0
2020-08-29,278.3,280.5,277.7,280.16,259726.0
2020-08-30,278.3,280.5,277.7,280.16,259726.0
2020-08-31,281.29,287.15,281.05,286.53,340661.0
2020-09-01,287.3,287.471,283.91,287.16,254945.0
2020-09-02,289.16,295.525,286.1,294.36,360527.0
2020-09-03,291.16,291.16,267.24,269.25,416842.0
2020-09-04,268.85,271.29,257.3108,260.55,354687.0
2020-09-05,268.85,271.29,257.3108,260.55,354687.0
2020-09-06,268.85,271.29,257.3108,260.55,354687.0
2020-09-07,268.85,271.29,257.3108,260.55,354687.0
2020-09-08,254.55,255.61,247.7,249.26,556708.0
2020-09-09,260.28,262.5537,253.74,255.11,519855.0
2020-09-10,255.0,257.9,248.72,249.44,535581.0
2020-09-11,252.58,253.22,249.51,249.96,225921.0
2020-09-12,252.58,253.22,249.51,249.96,225921.0
2020-09-13,252.58,253.22,249.51,249.96,225921.0
2020-09-14,253.43,255.58,249.025,251.26,302976.0
2020-09-15,254.18,259.37,253.12,257.46,251966.0
2020-09-16,260.1,260.2,253.35,254.15,277322.0
2020-09-17,250.73,256.38,249.4,256.18,289653.0
2020-09-18,255.95,260.69,253.82,256.15,537906.0
2020-09-19,255.95,260.69,253.82,256.15,537906.0
2020-09-20,255.95,260.69,253.82,256.15,537906.0
2020-09-21,251.02,255.96,247.47,248.73,369558.0
2020-09-22,251.0,252.86,246.83,252.28,388570.0
2020-09-23,253.86,254.99,249.4,249.58,308537.0
2020-09-24,247.31,252.72,247.31,250.67,215686.0
2020-09-25,251.91,258.7,250.045,257.46,250591.0
2020-09-26,251.91,258.7,250.045,257.46,250591.0
2020-09-27,251.91,258.7,250.045,257.46,250591.0
2020-09-28,261.06,264.025,259.05,260.56,272735.0
2020-09-29,262.21,263.09,257.63,258.92,191952.0
2020-09-30,258.07,259.385,250.45,252.46,596371.0
2020-10-01,256.81,259.15,254.34,258.48,461331.0
2020-10-02,252.52,259.21,252.52,258.81,354539.0
2020-10-03,252.52,259.21,252.52,258.81,354539.0
2020-10-04,252.52,259.21,252.52,258.81,354539.0
2020-10-05,261.09,268.47,260.4,268.01,375199.0
2020-10-06,267.14,273.49,267.14,269.97,378267.0
2020-10-07,274.01,278.305,272.83,276.58,279130.0
2020-10-08,277.73,281.4,277.73,279.09,221290.0
2020-10-09,281.63,284.25,280.99,284.0,216223.0
2020-10-10,281.63,284.25,280.99,284.0,216223.0
2020-10-11,281.63,284.25,280.99,284.0,216223.0
2020-10-12,287.24,289.3,286.245,288.25,277856.0
2020-10-13,288.83,290.75,286.19,286.73,227405.0
2020-10-14,288.65,290.695,281.87,284.77,345591.0
2020-10-15,280.38,287.33,280.38,287.31,204296.0
2020-10-16,289.96,295.37,289.24,293.0,218790.0
2020-10-17,289.96,295.37,289.24,293.0,218790.0
2020-10-18,289.96,295.37,289.24,293.0,218790.0
2020-10-19,292.2,299.3608,291.28,291.57,347565.0
2020-10-20,293.24,300.0,292.655,294.83,211050.0
2020-10-21,295.29,300.33,291.19,291.86,233052.0
2020-10-22,293.8,301.33,292.25,300.91,321708.0
2020-10-23,303.0,304.57,298.23,303.72,293546.0
2020-10-24,303.0,304.57,298.23,303.72,293546.0
2020-10-25,303.0,304.57,298.23,303.72,293546.0
2020-10-26,299.9,302.325,293.94,295.1,250771.0
2020-10-27,295.08,295.08,287.19,289.28,351565.0
2020-10-28,284.47,287.39,282.08,285.2,300175.0
2020-10-29,284.72,294.01,282.9407,291.97,263022.0
2020-10-30,290.0,290.97,281.02,283.64,304394.0
2020-10-31,290.0,290.97,281.02,283.64,304394.0
2020-11-01,290.0,290.97,281.02,283.64,304394.0
2020-11-02,289.41,294.97,287.49,293.07,510736.0
2020-11-03,314.9,322.9,305.5598,319.22,571704.0
2020-11-04,320.42,329.66,317.15,329.18,423481.0
2020-11-05,333.83,343.83,332.86,340.12,398975.0
2020-11-06,340.18,348.44,338.59,346.43,370253.0
2020-11-07,340.18,348.44,338.59,346.43,370253.0
2020-11-08,340.18,348.44,338.59,346.43,370253.0
2020-11-09,356.99,362.58,352.47,352.71,490003.0
2020-11-10,352.55,356.61,341.18,345.02,553120.0
2020-11-11,348.67,356.73,345.62,356.27,297102.0
2020-11-12,353.67,354.29,339.7738,340.78,316723.0
2020-11-13,344.35,347.73,341.68,345.86,228863.0
2020-11-14,344.35,347.73,341.68,345.86,228863.0
2020-11-15,344.35,347.73,341.68,345.86,228863.0
2020-11-16,347.94,348.4175,342.09,345.98,292721.0
2020-11-17,341.77,342.54,338.5,340.79,323286.0
2020-11-18,343.1188,343.94,337.57,337.58,211381.0
2020-11-19,336.01,367.66,333.06,358.39,1189739.0
2020-11-20,363.42,363.42,354.16,354.99,698917.0
2020-11-21,363.42,363.42,354.16,354.99,698917.0
2020-11-22,363.42,363.42,354.16,354.99,698917.0
2020-11-23,367.1,368.79,358.55,362.69,590896.0
2020-11-24,368.83,378.82,362.36,373.47,566758.0
2020-11-25,375.6888,379.91,369.29,372.73,345103.0
2020-11-26,375.6888,379.91,369.29,372.73,345103.0
2020-11-27,377.02,381.205,375.12,377.0,206044.0
2020-11-28,377.02,381.205,375.12,377.0,206044.0
2020-11-29,377.02,381.205,375.12,377.0,206044.0
2020-11-30,378.48,380.22,369.01,378.42,603322.0
2020-12-01,381.63,382.71,370.83,372.17,403780.0
2020-12-02,370.71,373.01,364.565,367.21,385577.0
2020-12-03,368.0,374.71,366.02,372.37,263549.0
2020-12-04,376.02,380.95,375.0,378.47,255901.0
2020-12-05,376.02,380.95,375.0,378.47,255901.0
2020-12-06,376.02,380.95,375.0,378.47,255901.0
2020-12-07,378.28,379.85,372.51,373.83,321179.0
2020-12-08,373.63,377.25,371.27,375.84,207548.0
2020-12-09,377.9,382.9553,374.4028,376.87,215348.0
2020-12-10,372.81,378.94,369.2901,375.14,292363.0
2020-12-11,372.78,378.6,370.3401,377.56,162063.0
2020-12-12,372.78,378.6,370.3401,377.56,162063.0
2020-12-13,372.78,378.6,370.3401,377.56,162063.0
2020-12-14,379.84,386.74,379.84,383.46,309212.0
2020-12-15,388.07,388.9236,380.0,383.45,311686.0
2020-12-16,382.11,383.04,375.23,377.41,474327.0
2020-12-17,378.0,380.13,372.21,375.43,819547.0
2020-12-18,377.43,378.5,369.195,373.0,900630.0
2020-12-19,377.43,378.5,369.195,373.0,900630.0
2020-12-20,377.43,378.5,369.195,373.0,900630.0
2020-12-21,366.0,376.73,363.0,375.91,505644.0
2020-12-22,377.5,387.28,375.66,379.96,474566.0
2020-12-23,382.61,384.6,377.44,379.74,191070.0
2020-12-24,382.28,382.28,371.4,376.89,138272.0
2020-12-25,382.28,382.28,371.4,376.89,138272.0
2020-12-26,382.28,382.28,371.4,376.89,138272.0
2020-12-27,382.28,382.28,371.4,376.89,138272.0
2020-12-28,380.47,384.0,375.7415,382.59,251180.0
2020-12-29,384.69,385.41,376.4,378.04,185461.0
2020-12-30,380.69,385.76,379.345,383.75,166109.0
2020-12-31,383.72,385.49,380.4585,384.33,176519.0
2021-01-01,383.72,385.49,380.4585,384.33,176519.0
2021-01-02,383.72,385.49,380.4585,384.33,176519.0
2021-01-03,383.72,385.49,380.4585,384.33,176519.0
2021-01-04,385.75,387.0,372.455,378.13,432738.0
2021-01-05,376.51,381.81,374.97,380.57,374747.0
2021-01-06,377.22,397.12,377.22,394.82,419591.0
2021-01-07,395.9,411.96,395.15,409.1,379888.0
2021-01-08,410.0,415.45,404.6425,405.47,348469.0
2021-01-09,410.0,415.45,404.6425,405.47,348469.0
2021-01-10,410.0,415.45,404.6425,405.47,348469.0
2021-01-11,402.12,414.54,400.19,413.79,312629.0
2021-01-12,410.67,419.21,403.33,407.95,313061.0
2021-01-13,409.2,414.19,406.82,412.45,214664.0
2021-01-14,413.62,418.7487,411.55,411.98,247168.0
2021-01-15,410.74,414.27,406.63,409.22,305818.0
2021-01-16,410.74,414.27,406.63,409.22,305818.0
2021-01-17,410.74,414.27,406.63,409.22,305818.0
2021-01-18,410.74,414.27,406.63,409.22,305818.0
2021-01-19,417.1,417.7798,403.42,405.84,291509.0
2021-01-20,409.47,411.5,405.0201,406.55,241936.0
2021-01-21,407.51,409.01,402.97,406.2,161630.0
2021-01-22,405.4,410.58,403.6,408.84,259280.0
2021-01-23,405.4,410.58,403.6,408.84,259280.0
2021-01-24,405.4,410.58,403.6,408.84,259280.0
2021-01-25,409.23,412.4,400.375,402.63,192476.0
2021-01-26,403.18,404.36,394.01,395.16,234595.0
2021-01-27,392.99,396.47,380.64,391.36,314406.0
2021-01-28,391.05,398.68,390.2901,393.03,199128.0
2021-01-29,390.31,397.69,382.4912,387.83,298959.0
2021-01-30,390.31,397.69,382.4912,387.83,298959.0
2021-01-31,390.31,397.69,382.4912,387.83,298959.0
2021-02-01,391.67,400.325,388.455,397.33,252515.0
2021-02-02,396.38,410.31,396.38,405.19,263377.0
2021-02-03,411.0,412.14,401.78,403.69,206903.0
2021-02-04,404.47,409.36,403.31,407.34,180378.0
2021-02-05,409.27,411.89,405.6,407.11,232095.0
2021-02-06,409.27,411.89,405.6,407.11,232095.0
2021-02-07,409.27,411.89,405.6,407.11,232095.0
2021-02-08,411.96,420.31,410.01,420.31,187431.0
2021-02-09,419.52,425.4,418.07,425.27,305527.0
2021-02-10,425.88,429.26,422.1901,427.47,470800.0
2021-02-11,445.53,477.68,441.0101,470.08,562673.0
2021-02-12,470.46,479.18,464.0,477.74,497724.0
2021-02-13,470.46,479.18,464.0,477.74,497724.0
2021-02-14,470.46,479.18,464.0,477.74,497724.0
2021-02-15,470.46,479.18,464.0,477.74,497724.0
2021-02-16,478.12,488.53,474.48,486.01,532757.0
2021-02-17,482.48,484.99,469.97,479.58,533721.0
2021-02-18,471.86,481.81,471.86,477.65,617915.0
2021-02-19,483.92,494.91,480.3,490.94,477335.0
2021-02-20,483.92,494.91,480.3,490.94,477335.0
2021-02-21,483.92,494.91,480.3,490.94,477335.0
2021-02-22,486.25,491.45,483.52,488.31,502166.0
2021-02-23,482.6,500.27,480.42,498.02,886350.0
2021-02-24,493.73,515.815,493.73,512.69,462913.0
2021-02-25,511.31,514.95,488.98,497.62,722112.0
2021-02-26,498.63,503.97,489.785,499.43,551631.0
2021-02-27,498.63,503.97,489.785,499.43,551631.0
2021-02-28,498.63,503.97,489.785,499.43,551631.0
2021-03-01,508.31,512.845,501.65,511.48,341120.0
2021-03-02,516.785,516.785,498.3798,501.62,263952.0
2021-03-03,500.27,502.85,489.15,489.55,652656.0
2021-03-04,485.97,499.32,476.73,479.64,855297.0
2021-03-05,484.81,486.11,454.16,478.15,533121.0
2021-03-06,484.81,486.11,454.16,478.15,533121.0
2021-03-07,484.81,486.11,454.16,478.15,533121.0
2021-03-08,478.14,478.655,460.56,460.64,336023.0
2021-03-09,468.62,477.56,465.78,468.35,454368.0
2021-03-10,476.34,476.5499,467.43,470.51,320482.0
2021-03-11,476.88,483.9003,473.93,480.75,272265.0
2021-03-12,477.5,477.5,464.8,472.85,376368.0
2021-03-13,477.5,477.5,464.8,472.85,376368.0
2021-03-14,477.5,477.5,464.8,472.85,376368.0
2021-03-15,473.38,478.81,470.6332,478.11,275967.0
2021-03-16,481.19,482.2,471.01,473.9,238138.0
2021-03-17,474.42,476.01,467.94,473.28,484467.0
2021-03-18,471.82,473.85,460.31,461.11,505093.0
2021-03-19,462.59,465.54,454.2,459.95,747075.0
2021-03-20,462.59,465.54,454.2,459.95,747075.0
2021-03-21,462.59,465.54,454.2,459.95,747075.0
2021-03-22,459.63,468.25,459.16,463.77,486476.0
2021-03-23,475.81,478.9,458.75,462.65,589229.0
2021-03-24,463.34,469.0099,457.04,463.81,324395.0
2021-03-25,457.75,464.24,451.68,461.26,349011.0
2021-03-26,462.91,477.52,462.82,476.96,261268.0
2021-03-27,462.91,477.52,462.82,476.96,261268.0
2021-03-28,462.91,477.52,462.82,476.96,261268.0
2021-03-29,473.65,476.94,464.15,467.07,235496.0
2021-03-30,462.78,477.15,460.82,474.83,251418.0
2021-03-31,475.58,488.6,475.58,485.18,330229.0
2021-04-01,489.92,494.95,483.29,491.78,267481.0
2021-04-02,489.92,494.95,483.29,491.78,267481.0
2021-04-03,489.92,494.95,483.29,491.78,267481.0
2021-04-04,489.92,494.95,483.29,491.78,267481.0
2021-04-05,492.19,496.63,490.055,492.8,225999.0
2021-04-06,492.8,493.92,489.01,491.16,181865.0
2021-04-07,488.1,493.44,484.325,485.31,203238.0
2021-04-08,490.68,503.4,488.93,502.9,268948.0
2021-04-09,498.9,508.04,493.53,507.51,195677.0
2021-04-10,498.9,508.04,493.53,507.51,195677.0
2021-04-11,498.9,508.04,493.53,507.51,195677.0
2021-04-12,507.83,508.0,501.15,505.5,193035.0
2021-04-13,510.08,511.33,501.55,504.56,278154.0
2021-04-14,503.63,508.92,498.35,500.65,286403.0
2021-04-15,504.36,509.565,502.56,507.85,189937.0
2021-04-16,510.92,515.625,505.36,513.49,209106.0
2021-04-17,510.92,515.625,505.36,513.49,209106.0
2021-04-18,510.92,515.625,505.36,513.49,209106.0
2021-04-19,513.49,518.66,506.79,509.63,177017.0
2021-04-20,505.39,511.07,496.71,499.56,209338.0
2021-04-21,486.81,493.685,483.6938,491.37,349296.0
2021-04-22,496.03,496.03,485.75,487.35,324433.0
2021-04-23,491.62,498.05,490.01,497.41,320941.0
2021-04-24,491.62,498.05,490.01,497.41,320941.0
2021-04-25,491.62,498.05,490.01,497.41,320941.0
2021-04-26,498.4,503.05,497.47,498.5,216949.0
2021-04-27,498.6,502.82,494.48,501.75,138772.0
2021-04-28,499.61,503.03,495.0,496.6,199743.0
2021-04-29,500.0,502.41,492.59,496.63,168529.0
2021-04-30,491.03,494.91,486.31,487.74,353484.0
2021-05-01,491.03,494.91,486.31,487.74,353484.0
2021-05-02,491.03,494.91,486.31,487.74,353484.0
2021-05-03,492.13,492.13,475.09,479.05,487013.0
2021-05-04,478.06,480.61,455.705,470.62,514635.0
2021-05-05,483.62,485.39,472.3572,482.42,446095.0
2021-05-06,475.32,478.0,462.995,471.41,549349.0
2021-05-07,471.41,489.98,469.61,488.58,330664.0
2021-05-08,471.41,489.98,469.61,488.58,330664.0
2021-05-09,471.41,489.98,469.61,488.58,330664.0
2021-05-10,486.79,489.41,480.45,484.04,346326.0
2021-05-11,473.73,487.29,466.6947,485.67,395671.0
2021-05-12,478.46,484.0,464.15,464.39,355981.0
2021-05-13,466.18,477.65,466.18,471.97,187745.0
2021-05-14,476.84,487.86,475.7258,486.73,239483.0
2021-05-15,476.84,487.86,475.7258,486.73,239483.0
2021-05-16,476.84,487.86,475.7258,486.73,239483.0
2021-05-17,482.83,486.2,478.0,482.01,186763.0
2021-05-18,486.17,487.96,477.18,477.55,198294.0
2021-05-19,468.81,484.73,468.81,484.72,203547.0
2021-05-20,484.99,495.87,482.37,493.88,228826.0
2021-05-21,496.64,501.75,493.84,494.33,238222.0
2021-05-22,496.64,501.75,493.84,494.33,238222.0
2021-05-23,496.64,501.75,493.84,494.33,238222.0
2021-05-24,498.38,503.89,498.0,501.62,246759.0
2021-05-25,504.0,508.33,500.42,501.92,261488.0
2021-05-26,504.02,506.57,499.7,501.33,267697.0
2021-05-27,501.06,507.84,497.35,498.1,810266.0
2021-05-28,498.97,501.84,495.15,497.05,219534.0
2021-05-29,498.97,501.84,495.15,497.05,219534.0
2021-05-30,498.97,501.84,495.15,497.05,219534.0
2021-05-31,498.97,501.84,495.15,497.05,219534.0
2021-06-01,502.07,507.05,500.31,502.92,226631.0
2021-06-02,501.87,506.04,499.72,504.77,231948.0
2021-06-03,503.99,509.24,500.155,506.04,209848.0
2021-06-04,509.94,517.0,506.98,516.57,286504.0
2021-06-05,509.94,517.0,506.98,516.57,286504.0
2021-06-06,509.94,517.0,506.98,516.57,286504.0
2021-06-07,516.5,517.94,503.96,506.18,224970.0
2021-06-08,505.4,508.63,501.875,505.57,245671.0
2021-06-09,508.06,508.18,502.1731,505.35,205601.0
2021-06-10,506.67,511.6,505.8,508.63,149762.0
2021-06-11,511.02,511.475,505.81,508.48,157766.0
2021-06-12,511.02,511.475,505.81,508.48,157766.0
2021-06-13,511.02,511.475,505.81,508.48,157766.0
2021-06-14,509.1,511.2809,505.49,509.92,208523.0
2021-06-15,509.92,509.92,504.32,506.1,184921.0
2021-06-16,506.87,513.09,504.4,506.7,196630.0
2021-06-17,506.61,509.31,499.01,502.09,189416.0
2021-06-18,499.25,500.4,484.34,493.43,487129.0
2021-06-19,499.25,500.4,484.34,493.43,487129.0
2021-06-20,499.25,500.4,484.34,493.43,487129.0
2021-06-21,494.39,504.5,492.6801,504.13,301170.0
2021-06-22,501.89,507.0,498.925,506.44,239247.0
2021-06-23,504.48,506.48,500.0,502.88,167790.0
2021-06-24,505.31,511.29,501.5,510.39,258475.0
2021-06-25,513.17,514.595,506.47,510.65,251391.0
2021-06-26,513.17,514.595,506.47,510.65,251391.0
2021-06-27,513.17,514.595,506.47,510.65,251391.0
2021-06-28,511.92,529.01,510.56,527.13,380471.0
2021-06-29,529.69,536.78,528.29,536.06,327848.0
2021-06-30,535.82,538.51,527.59,529.49,273236.0
2021-07-01,530.0,533.23,521.02,532.02,227751.0
2021-07-02,537.01,541.26,534.14,539.94,205372.0
2021-07-03,537.01,541.26,534.14,539.94,205372.0
2021-07-04,537.01,541.26,534.14,539.94,205372.0
2021-07-05,537.01,541.26,534.14,539.94,205372.0
2021-07-06,540.69,545.455,534.29,544.35,306113.0
2021-07-07,546.45,547.8,531.015,546.65,232128.0
2021-07-08,539.22,546.84,534.0,539.84,229194.0
2021-07-09,542.47,548.47,541.23,547.73,158893.0
2021-07-10,542.47,548.47,541.23,547.73,158893.0
2021-07-11,542.47,548.47,541.23,547.73,158893.0
2021-07-12,548.79,549.9821,539.04,548.1,212104.0
2021-07-13,546.36,546.36,531.94,533.62,229130.0
2021-07-14,537.74,539.48,528.4,530.14,190142.0
2021-07-15,528.86,531.92,517.911,522.62,246020.0
2021-07-16,523.7,525.47,517.91,518.33,162543.0
2021-07-17,523.7,525.47,517.91,518.33,162543.0
2021-07-18,523.7,525.47,517.91,518.33,162543.0
2021-07-19,509.59,514.45,502.6301,506.91,274366.0
2021-07-20,510.98,524.18,507.27,519.67,275956.0
2021-07-21,520.64,534.14,520.64,533.77,197469.0
2021-07-22,534.0,537.3713,530.01,536.22,153153.0
2021-07-23,540.64,548.94,538.21,548.61,163829.0
2021-07-24,540.64,548.94,538.21,548.61,163829.0
2021-07-25,540.64,548.94,538.21,548.61,163829.0
2021-07-26,550.0,553.66,539.43,545.31,162318.0
2021-07-27,543.26,544.08,529.211,540.18,233853.0
2021-07-28,539.5,547.4186,535.93,545.74,140402.0
2021-07-29,548.0,554.1,547.0,548.1,162499.0
2021-07-30,545.3,554.215,544.6,552.48,250098.0
2021-07-31,545.3,554.215,544.6,552.48,250098.0
2021-08-01,545.3,554.215,544.6,552.48,250098.0
2021-08-02,555.0,558.678,548.84,550.97,240534.0
2021-08-03,559.49,559.855,527.54,546.74,446413.0
2021-08-04,547.56,566.77,547.0,560.0,321717.0
2021-08-05,560.0,570.825,558.02,569.22,248285.0
2021-08-06,565.06,566.99,552.51,562.27,205687.0
2021-08-07,565.06,566.99,552.51,562.27,205687.0
2021-08-08,565.06,566.99,552.51,562.27,205687.0
2021-08-09,562.31,566.04,557.96,563.98,128805.0
2021-08-10,565.0,567.45,560.6,567.11,144003.0
2021-08-11,567.91,572.2052,564.09,569.54,129654.0
2021-08-12,568.97,570.4999,564.273,568.4,149332.0
2021-08-13,568.0,571.39,562.205,571.07,117280.0
2021-08-14,568.0,571.39,562.205,571.07,117280.0
2021-08-15,568.0,571.39,562.205,571.07,117280.0
2021-08-16,570.54,576.0,567.04,572.89,133231.0
2021-08-17,569.34,569.93,558.42,562.68,150248.0
2021-08-18,559.68,568.28,556.87,557.18,197312.0
2021-08-19,552.91,565.94,551.09,562.72,153345.0
2021-08-20,563.18,572.33,562.27,571.49,187897.0
2021-08-21,563.18,572.33,562.27,571.49,187897.0
2021-08-22,563.18,572.33,562.27,571.49,187897.0
2021-08-23,574.33,581.615,574.33,578.89,154864.0
2021-08-24,580.31,583.67,577.59,578.71,109665.0
2021-08-25,577.84,584.25,577.84,584.11,133904.0
2021-08-26,584.62,584.62,578.53,578.91,121079.0
2021-08-27,581.09,588.345,578.8,587.96,317263.0
2021-08-28,581.09,588.345,578.8,587.96,317263.0
2021-08-29,581.09,588.345,578.8,587.96,317263.0
2021-08-30,591.9,594.14,583.91,584.78,175010.0
2021-08-31,585.07,588.77,579.21,587.17,230104.0
2021-09-01,592.48,592.48,579.47,582.78,195220.0
2021-09-02,588.36,591.49,585.61,588.25,169992.0
2021-09-03,589.0,594.77,585.56,590.6,178643.0
2021-09-04,589.0,594.77,585.56,590.6,178643.0
2021-09-05,589.0,594.77,585.56,590.6,178643.0
2021-09-06,589.0,594.77,585.56,590.6,178643.0
2021-09-07,593.58,593.58,580.4,581.14,179833.0
2021-09-08,582.03,584.02,572.9,579.75,137668.0
2021-09-09,578.49,585.11,576.02,577.47,148882.0
2021-09-10,582.07,586.76,578.57,580.63,140119.0
2021-09-11,582.07,586.76,578.57,580.63,140119.0
2021-09-12,582.07,586.76,578.57,580.63,140119.0
