,GRA US Equity,GRA US Equity,GRA US Equity,GRA US Equity,GRA US Equity
2024-01-28,69.98,70.0,69.97,69.99,1156293.0
2024-01-29,69.98,70.0,69.97,69.99,1156293.0
2024-01-30,69.98,70.0,69.97,69.99,1156293.0
2024-01-31,69.98,70.0,69.97,69.99,1156293.0
2024-02-01,69.98,70.0,69.97,69.99,1156293.0
2024-02-02,69.98,70.0,69.97,69.99,1156293.0
2024-02-03,69.98,70.0,69.97,69.99,1156293.0
2024-02-04,69.98,70.0,69.97,69.99,1156293.0
2024-02-05,69.98,70.0,69.97,69.99,1156293.0
2024-02-06,69.98,70.0,69.97,69.99,1156293.0
2024-02-07,69.98,70.0,69.97,69.99,1156293.0
2024-02-08,69.98,70.0,69.97,69.99,1156293.0
2024-02-09,69.98,70.0,69.97,69.99,1156293.0
2024-02-10,69.98,70.0,69.97,69.99,1156293.0
2024-02-11,69.98,70.0,69.97,69.99,1156293.0
2024-02-12,69.98,70.0,69.97,69.99,1156293.0
2024-02-13,69.98,70.0,69.97,69.99,1156293.0
2024-02-14,69.98,70.0,69.97,69.99,1156293.0
2024-02-15,69.98,70.0,69.97,69.99,1156293.0
2024-02-16,69.98,70.0,69.97,69.99,1156293.0
2024-02-17,69.98,70.0,69.97,69.99,1156293.0
2024-02-18,69.98,70.0,69.97,69.99,1156293.0
2024-02-19,69.98,70.0,69.97,69.99,1156293.0
2024-02-20,69.98,70.0,69.97,69.99,1156293.0
2024-02-21,69.98,70.0,69.97,69.99,1156293.0
2024-02-22,69.98,70.0,69.97,69.99,1156293.0
2024-02-23,69.98,70.0,69.97,69.99,1156293.0
2024-02-24,69.98,70.0,69.97,69.99,1156293.0
2024-02-25,69.98,70.0,69.97,69.99,1156293.0
2024-02-26,69.98,70.0,69.97,69.99,1156293.0
2024-02-27,69.98,70.0,69.97,69.99,1156293.0
2024-02-28,69.98,70.0,69.97,69.99,1156293.0
2024-02-29,69.98,70.0,69.97,69.99,1156293.0
2024-03-01,69.98,70.0,69.97,69.99,1156293.0
2024-03-02,69.98,70.0,69.97,69.99,1156293.0
2024-03-03,69.98,70.0,69.97,69.99,1156293.0
2024-03-04,69.98,70.0,69.97,69.99,1156293.0
2024-03-05,69.98,70.0,69.97,69.99,1156293.0
2024-03-06,69.98,70.0,69.97,69.99,1156293.0
2024-03-07,69.98,70.0,69.97,69.99,1156293.0
2024-03-08,69.98,70.0,69.97,69.99,1156293.0
2024-03-09,69.98,70.0,69.97,69.99,1156293.0
2024-03-10,69.98,70.0,69.97,69.99,1156293.0
2024-03-11,69.98,70.0,69.97,69.99,1156293.0
2024-03-12,69.98,70.0,69.97,69.99,1156293.0
2024-03-13,69.98,70.0,69.97,69.99,1156293.0
2024-03-14,69.98,70.0,69.97,69.99,1156293.0
2024-03-15,69.98,70.0,69.97,69.99,1156293.0
2024-03-16,69.98,70.0,69.97,69.99,1156293.0
2024-03-17,69.98,70.0,69.97,69.99,1156293.0
2024-03-18,69.98,70.0,69.97,69.99,1156293.0
2024-03-19,69.98,70.0,69.97,69.99,1156293.0
2024-03-20,69.98,70.0,69.97,69.99,1156293.0
2024-03-21,69.98,70.0,69.97,69.99,1156293.0
2024-03-22,69.98,70.0,69.97,69.99,1156293.0
2024-03-23,69.98,70.0,69.97,69.99,1156293.0
2024-03-24,69.98,70.0,69.97,69.99,1156293.0
2024-03-25,69.98,70.0,69.97,69.99,1156293.0
2024-03-26,69.98,70.0,69.97,69.99,1156293.0
2024-03-27,69.98,70.0,69.97,69.99,1156293.0
2024-03-28,69.98,70.0,69.97,69.99,1156293.0
2024-03-29,69.98,70.0,69.97,69.99,1156293.0
2024-03-30,69.98,70.0,69.97,69.99,1156293.0
2024-03-31,69.98,70.0,69.97,69.99,1156293.0
2024-04-01,69.98,70.0,69.97,69.99,1156293.0
2024-04-02,69.98,70.0,69.97,69.99,1156293.0
2024-04-03,69.98,70.0,69.97,69.99,1156293.0
2024-04-04,69.98,70.0,69.97,69.99,1156293.0
2024-04-05,69.98,70.0,69.97,69.99,1156293.0
2024-04-06,69.98,70.0,69.97,69.99,1156293.0
2024-04-07,69.98,70.0,69.97,69.99,1156293.0
2024-04-08,69.98,70.0,69.97,69.99,1156293.0
2024-04-09,69.98,70.0,69.97,69.99,1156293.0
2024-04-10,69.98,70.0,69.97,69.99,1156293.0
2024-04-11,69.98,70.0,69.97,69.99,1156293.0
2024-04-12,69.98,70.0,69.97,69.99,1156293.0
2024-04-13,69.98,70.0,69.97,69.99,1156293.0
2024-04-14,69.98,70.0,69.97,69.99,1156293.0
2024-04-15,69.98,70.0,69.97,69.99,1156293.0
2024-04-16,69.98,70.0,69.97,69.99,1156293.0
2024-04-17,69.98,70.0,69.97,69.99,1156293.0
2024-04-18,69.98,70.0,69.97,69.99,1156293.0
2024-04-19,69.98,70.0,69.97,69.99,1156293.0
2024-04-20,69.98,70.0,69.97,69.99,1156293.0
2024-04-21,69.98,70.0,69.97,69.99,1156293.0
2024-04-22,69.98,70.0,69.97,69.99,1156293.0
2024-04-23,69.98,70.0,69.97,69.99,1156293.0
2024-04-24,69.98,70.0,69.97,69.99,1156293.0
2024-04-25,69.98,70.0,69.97,69.99,1156293.0
2024-04-26,69.98,70.0,69.97,69.99,1156293.0
2024-04-27,69.98,70.0,69.97,69.99,1156293.0
2024-04-28,69.98,70.0,69.97,69.99,1156293.0
2024-04-29,69.98,70.0,69.97,69.99,1156293.0
2024-04-30,69.98,70.0,69.97,69.99,1156293.0
2024-05-01,69.98,70.0,69.97,69.99,1156293.0
