,MSM US Equity,MSM US Equity,MSM US Equity,MSM US Equity,MSM US Equity
2021-03-13,79.3019,81.4291,79.3019,81.1799,350928.0
2021-03-14,79.3019,81.4291,79.3019,81.1799,350928.0
2021-03-15,80.8684,81.3045,79.7825,81.2511,369186.0
2021-03-16,80.7616,80.9707,78.403,78.9103,348035.0
2021-03-17,79.0171,80.4323,78.7012,79.6223,342560.0
2021-03-18,79.6045,79.8804,78.3318,78.8035,348207.0
2021-03-19,78.7946,79.5867,76.5873,78.759,1313128.0
2021-03-20,78.7946,79.5867,76.5873,78.759,1313128.0
2021-03-21,78.7946,79.5867,76.5873,78.759,1313128.0
2021-03-22,78.4119,78.759,76.9077,78.1093,318891.0
2021-03-23,77.3973,78.1449,75.7774,76.3559,449723.0
2021-03-24,77.2282,79.1239,77.2282,77.5931,410691.0
2021-03-25,77.2549,79.0972,76.6496,78.9103,288320.0
2021-03-26,79.649,81.0642,79.2841,80.993,253285.0
2021-03-27,79.649,81.0642,79.2841,80.993,253285.0
2021-03-28,79.649,81.0642,79.2841,80.993,253285.0
2021-03-29,80.7705,82.1233,79.8181,79.9072,330090.0
2021-03-30,79.8448,81.3935,79.3486,81.2778,280480.0
2021-03-31,81.1443,81.5893,79.6641,80.2721,328108.0
2021-04-01,81.0197,81.4603,80.5391,81.2511,306746.0
2021-04-02,81.0197,81.4603,80.5391,81.2511,306746.0
2021-04-03,81.0197,81.4603,80.5391,81.2511,306746.0
2021-04-04,81.0197,81.4603,80.5391,81.2511,306746.0
2021-04-05,81.8741,82.7108,81.5715,81.6516,492275.0
2021-04-06,81.1888,83.5919,81.1888,81.5626,789418.0
2021-04-07,79.2129,79.2218,76.9344,77.1213,1028292.0
2021-04-08,81.0375,81.3762,78.2339,80.103,973452.0
2021-04-09,80.0763,80.3967,79.4888,80.0852,609577.0
2021-04-10,80.0763,80.3967,79.4888,80.0852,609577.0
2021-04-11,80.0763,80.3967,79.4888,80.0852,609577.0
2021-04-12,79.9685,80.6506,79.3626,80.1839,423066.0
2021-04-13,79.4389,80.2038,78.3619,79.0979,510835.0
2021-04-14,79.43,79.8338,78.5145,78.685,375572.0
2021-04-15,79.3761,79.6902,78.317,79.3312,369922.0
2021-04-16,79.8338,80.1693,78.9633,79.5736,685841.0
2021-04-17,79.8338,80.1693,78.9633,79.5736,685841.0
2021-04-18,79.8338,80.1693,78.9633,79.5736,685841.0
2021-04-19,79.6454,79.8159,78.4428,79.4838,311470.0
2021-04-20,79.1607,80.2108,78.5863,80.1749,444258.0
2021-04-21,80.1031,81.2519,79.6095,80.9468,322054.0
2021-04-22,81.0814,81.2115,79.6902,79.7351,224997.0
2021-04-23,79.7351,81.216,79.7351,81.0993,277294.0
2021-04-24,79.7351,81.216,79.7351,81.0993,277294.0
2021-04-25,79.7351,81.216,79.7351,81.0993,277294.0
2021-04-26,81.3237,82.0866,80.8166,81.6019,353970.0
2021-04-27,81.4763,82.4546,81.062,82.4456,343330.0
2021-04-28,82.4725,82.4725,81.4942,81.7994,288304.0
2021-04-29,82.5713,83.2085,81.8981,82.2661,276599.0
2021-04-30,81.9699,83.0469,80.3005,80.9198,398695.0
2021-05-01,81.9699,83.0469,80.3005,80.9198,398695.0
2021-05-02,81.9699,83.0469,80.3005,80.9198,398695.0
2021-05-03,82.3738,82.8844,81.6558,82.7418,390726.0
2021-05-04,82.4007,83.4867,82.311,83.4059,196368.0
2021-05-05,83.4598,83.4688,82.1225,83.1995,294187.0
2021-05-06,83.2623,84.115,82.9931,84.097,342030.0
2021-05-07,83.4059,84.5458,83.0649,84.0432,407129.0
2021-05-08,83.4059,84.5458,83.0649,84.0432,407129.0
2021-05-09,83.4059,84.5458,83.0649,84.0432,407129.0
2021-05-10,84.0611,85.7126,84.0611,84.3842,289582.0
2021-05-11,83.5585,84.4471,83.1008,84.1509,437988.0
2021-05-12,84.1868,84.2765,82.7867,83.02,426537.0
2021-05-13,83.1187,86.3677,82.8495,85.4792,542017.0
2021-05-14,85.7126,86.3318,84.9407,85.8203,277806.0
2021-05-15,85.7126,86.3318,84.9407,85.8203,277806.0
2021-05-16,85.7126,86.3318,84.9407,85.8203,277806.0
2021-05-17,85.6408,85.8292,84.3124,85.6318,243493.0
2021-05-18,85.6856,85.7754,84.2855,84.2855,325983.0
2021-05-19,83.3521,84.3932,82.7508,84.3573,410213.0
2021-05-20,84.3035,84.5907,83.6752,84.097,297396.0
2021-05-21,84.6445,85.3176,84.4291,84.8689,506815.0
2021-05-22,84.6445,85.3176,84.4291,84.8689,506815.0
2021-05-23,84.6445,85.3176,84.4291,84.8689,506815.0
2021-05-24,85.5241,85.5241,84.5637,84.833,229117.0
2021-05-25,85.0663,85.4882,84.0252,84.1688,382397.0
2021-05-26,84.4291,85.0843,84.0791,84.824,289461.0
2021-05-27,85.7036,86.1164,85.2369,85.2728,209556.0
2021-05-28,85.4433,85.5286,84.5637,84.7253,261035.0
2021-05-29,85.4433,85.5286,84.5637,84.7253,261035.0
2021-05-30,85.4433,85.5286,84.5637,84.7253,261035.0
2021-05-31,85.4433,85.5286,84.5637,84.7253,261035.0
2021-06-01,84.9227,85.7126,84.7163,85.3805,361170.0
2021-06-02,85.5241,85.5241,83.9804,84.3035,321950.0
2021-06-03,84.0342,84.2676,82.8585,83.7021,196876.0
2021-06-04,83.8726,84.1958,82.8136,83.1905,207725.0
2021-06-05,83.8726,84.1958,82.8136,83.1905,207725.0
2021-06-06,83.8726,84.1958,82.8136,83.1905,207725.0
2021-06-07,83.4059,83.4688,82.1499,82.4187,196565.0
2021-06-08,82.3469,83.6842,81.6019,83.3072,217010.0
2021-06-09,83.3072,83.3072,82.1494,82.1584,171582.0
2021-06-10,82.5533,83.1367,82.1853,82.3289,160565.0
2021-06-11,82.5802,83.1546,82.1674,82.311,161585.0
2021-06-12,82.5802,83.1546,82.1674,82.311,161585.0
2021-06-13,82.5802,83.1546,82.1674,82.311,161585.0
2021-06-14,82.1584,82.5623,81.1711,82.1404,222917.0
2021-06-15,82.2302,82.6924,81.3013,81.8891,270351.0
2021-06-16,81.5391,82.0776,80.5249,80.9198,322024.0
2021-06-17,80.9737,81.4,77.608,78.8017,379057.0
2021-06-18,77.9939,78.9588,77.7516,78.4247,617229.0
2021-06-19,77.9939,78.9588,77.7516,78.4247,617229.0
2021-06-20,77.9939,78.9588,77.7516,78.4247,617229.0
2021-06-21,79.2594,80.7717,79.2594,80.2108,322094.0
2021-06-22,80.1839,80.1839,78.694,79.2235,359282.0
2021-06-23,79.5287,80.5249,78.4562,79.4838,317374.0
2021-06-24,79.5107,80.0223,78.8196,79.5736,343975.0
2021-06-25,80.0492,80.848,79.6364,80.7403,439563.0
2021-06-26,80.0492,80.848,79.6364,80.7403,439563.0
2021-06-27,80.0492,80.848,79.6364,80.7403,439563.0
2021-06-28,80.48,80.4935,79.0799,79.2235,245483.0
2021-06-29,79.3312,79.8877,78.9094,79.2056,327915.0
2021-06-30,79.3761,80.7224,79.3761,80.5339,403624.0
2021-07-01,81.0904,81.6019,80.507,80.5339,285221.0
2021-07-02,80.2377,80.9288,80.2108,80.5518,336974.0
2021-07-03,80.2377,80.9288,80.2108,80.5518,336974.0
2021-07-04,80.2377,80.9288,80.2108,80.5518,336974.0
2021-07-05,80.2377,80.9288,80.2108,80.5518,336974.0
2021-07-06,80.7673,82.2122,79.617,81.4942,968114.0
2021-07-07,82.1135,82.4905,79.3402,82.0776,782592.0
2021-07-08,81.4224,82.4995,80.3903,80.6865,854894.0
2021-07-09,82.4007,82.6072,81.5975,82.4366,539267.0
2021-07-10,82.4007,82.6072,81.5975,82.4366,539267.0
2021-07-11,82.4007,82.6072,81.5975,82.4366,539267.0
2021-07-12,81.6493,82.5723,81.3869,81.8665,456278.0
2021-07-13,81.2331,81.5679,80.6901,80.7987,270104.0
2021-07-14,80.9616,81.7579,80.5453,80.9978,296490.0
2021-07-15,81.0068,81.4231,80.292,80.3644,259223.0
2021-07-16,81.0159,81.1697,78.6179,78.8351,392335.0
2021-07-17,81.0159,81.1697,78.6179,78.8351,392335.0
2021-07-18,81.0159,81.1697,78.6179,78.8351,392335.0
2021-07-19,77.7492,78.2378,76.7629,77.3963,472668.0
2021-07-20,77.351,79.8576,77.0162,79.4504,539901.0
2021-07-21,79.7762,80.7354,78.5428,79.1518,266732.0
2021-07-22,79.2061,79.2061,77.7673,78.0569,187788.0
2021-07-23,78.5003,78.998,77.9211,78.2288,327823.0
2021-07-24,78.5003,78.998,77.9211,78.2288,327823.0
2021-07-25,78.5003,78.998,77.9211,78.2288,327823.0
2021-07-26,78.3102,79.3599,78.0297,78.9075,227549.0
2021-07-27,78.5274,79.5409,78.1654,78.6179,170402.0
2021-07-28,78.5998,80.5996,78.3374,80.1653,371413.0
2021-07-29,80.5996,80.7263,79.9255,80.6177,396776.0
2021-07-30,80.3191,81.2783,80.3191,80.6901,406617.0
2021-07-31,80.3191,81.2783,80.3191,80.6901,406617.0
2021-08-01,80.3191,81.2783,80.3191,80.6901,406617.0
2021-08-02,80.844,81.2964,78.8713,78.8803,481153.0
2021-08-03,78.7174,80.0657,78.0116,79.8214,261092.0
2021-08-04,79.5771,79.5771,77.3963,77.6587,251859.0
2021-08-05,77.7582,78.5591,77.2605,77.5773,304793.0
2021-08-06,78.3012,78.3917,77.3691,77.7673,196335.0
2021-08-07,78.3012,78.3917,77.3691,77.7673,196335.0
2021-08-08,78.3012,78.3917,77.3691,77.7673,196335.0
2021-08-09,77.8216,77.8397,77.0162,77.0524,152376.0
2021-08-10,77.0162,77.9664,76.7176,77.2244,215008.0
2021-08-11,77.342,78.3736,76.8353,78.3464,378211.0
2021-08-12,78.3736,78.8894,77.8759,78.4098,211753.0
2021-08-13,78.5998,78.7717,77.3239,77.5501,201750.0
2021-08-14,78.5998,78.7717,77.3239,77.5501,201750.0
2021-08-15,78.5998,78.7717,77.3239,77.5501,201750.0
2021-08-16,77.0253,77.7854,76.6543,76.9619,157097.0
2021-08-17,76.3647,76.9891,75.5141,76.9438,284352.0
2021-08-18,76.6633,77.0434,74.9802,75.0526,189777.0
2021-08-19,74.7449,75.7946,74.2382,75.4779,294794.0
2021-08-20,75.3693,75.7448,74.9259,75.4326,451618.0
2021-08-21,75.3693,75.7448,74.9259,75.4326,451618.0
2021-08-22,75.3693,75.7448,74.9259,75.4326,451618.0
2021-08-23,75.7222,76.1837,75.22,76.0389,206887.0
2021-08-24,76.4371,76.6724,76.1656,76.2833,143895.0
2021-08-25,76.4009,77.0162,76.1928,76.5909,199961.0
2021-08-26,76.2742,76.3014,75.3331,76.0208,205224.0
2021-08-27,76.238,77.5411,76.1747,77.2334,167597.0
2021-08-28,76.238,77.5411,76.1747,77.2334,167597.0
2021-08-29,76.238,77.5411,76.1747,77.2334,167597.0
2021-08-30,77.2967,77.7311,76.7493,76.7629,167117.0
2021-08-31,77.0796,77.152,76.1023,76.2018,176284.0
2021-09-01,76.2109,76.7809,74.8535,75.1974,255595.0
2021-09-02,75.5593,75.8127,75.1431,75.7946,161016.0
2021-09-03,75.7946,75.7946,74.8354,74.9349,194750.0
2021-09-04,75.7946,75.7946,74.8354,74.9349,194750.0
2021-09-05,75.7946,75.7946,74.8354,74.9349,194750.0
2021-09-06,75.7946,75.7946,74.8354,74.9349,194750.0
2021-09-07,74.8354,75.1386,73.8581,74.021,279861.0
2021-09-08,74.0753,74.3649,73.2699,73.9758,280535.0
2021-09-09,73.8853,74.2925,73.0935,73.5776,344668.0
2021-09-10,74.021,74.021,72.4103,72.4555,322641.0
2021-09-11,74.021,74.021,72.4103,72.4555,322641.0
2021-09-12,74.021,74.021,72.4103,72.4555,322641.0
2021-09-13,72.7994,73.1297,71.5868,72.7089,309048.0
2021-09-14,73.3604,73.3649,72.1298,72.3379,345478.0
2021-09-15,72.1659,73.0754,72.1659,72.8446,396462.0
2021-09-16,72.9623,72.9623,71.8945,71.9307,285893.0
2021-09-17,71.623,71.8673,71.0891,71.2972,876789.0
2021-09-18,71.623,71.8673,71.0891,71.2972,876789.0
2021-09-19,71.623,71.8673,71.0891,71.2972,876789.0
2021-09-20,70.3561,71.813,70.1028,71.4511,363779.0
2021-09-21,71.7587,72.2474,70.8176,71.7949,411895.0
2021-09-22,72.0574,73.0708,72.0,72.4103,304857.0
2021-09-23,72.8808,73.5731,72.8265,72.8627,411167.0
2021-09-24,72.8627,73.5324,72.727,72.8537,375463.0
2021-09-25,72.8627,73.5324,72.727,72.8537,375463.0
2021-09-26,72.8627,73.5324,72.727,72.8537,375463.0
2021-09-27,72.6455,74.254,72.4827,73.8853,548367.0
2021-09-28,73.9848,74.4599,73.1161,73.2156,328668.0
2021-09-29,73.3152,73.9486,72.7994,73.84,321159.0
2021-09-30,74.021,74.5006,72.1524,72.5641,442053.0
2021-10-01,72.917,74.6454,72.46,73.6862,350926.0
2021-10-02,72.917,74.6454,72.46,73.6862,350926.0
2021-10-03,72.917,74.6454,72.46,73.6862,350926.0
2021-10-04,73.7405,74.7721,73.3695,74.4463,323730.0
2021-10-05,74.4463,75.539,74.2608,74.5096,421247.0
2021-10-06,73.9848,75.7494,73.6228,75.7132,329661.0
2021-10-07,75.7132,76.6316,75.2879,75.686,313845.0
2021-10-08,75.7041,76.609,75.1431,76.2561,230038.0
2021-10-09,75.7041,76.609,75.1431,76.2561,230038.0
2021-10-10,75.7041,76.609,75.1431,76.2561,230038.0
2021-10-11,76.3375,76.8171,75.5684,75.5684,182323.0
2021-10-12,75.6046,76.5819,75.3693,75.7041,176560.0
2021-10-13,75.6136,75.7494,74.6499,75.1159,184843.0
2021-10-14,75.5412,77.0796,75.3422,77.0434,216765.0
2021-10-15,77.6406,77.6406,76.3466,76.4009,261450.0
2021-10-16,77.6406,77.6406,76.3466,76.4009,261450.0
2021-10-17,77.6406,77.6406,76.3466,76.4009,261450.0
2021-10-18,76.4371,77.3827,76.0389,76.98,207631.0
2021-10-19,77.351,77.9392,76.7719,77.7311,297014.0
2021-10-20,77.342,77.722,74.1748,75.8851,619945.0
2021-10-21,76.9167,77.0253,74.4291,74.5639,475236.0
2021-10-22,74.5639,75.125,74.0934,74.1567,331929.0
2021-10-23,74.5639,75.125,74.0934,74.1567,331929.0
2021-10-24,74.5639,75.125,74.0934,74.1567,331929.0
2021-10-25,74.4825,75.4824,74.1024,74.5549,236874.0
2021-10-26,74.5368,75.5322,74.1115,74.1115,257318.0
2021-10-27,74.1115,74.5467,73.4238,73.8581,441453.0
2021-10-28,74.211,75.6679,74.211,75.5865,334672.0
2021-10-29,75.5865,76.9076,75.3286,76.0751,418791.0
2021-10-30,75.5865,76.9076,75.3286,76.0751,418791.0
2021-10-31,75.5865,76.9076,75.3286,76.0751,418791.0
2021-11-01,76.229,77.0162,75.9756,76.7719,428753.0
2021-11-02,76.7719,77.8216,76.5004,76.6362,251635.0
2021-11-03,76.6271,77.1022,75.9892,76.8533,305101.0
2021-11-04,76.98,77.894,76.5366,76.8081,247517.0
2021-11-05,77.152,77.3963,76.4054,76.8805,230050.0
2021-11-06,77.152,77.3963,76.4054,76.8805,230050.0
2021-11-07,77.152,77.3963,76.4054,76.8805,230050.0
2021-11-08,77.2877,77.4868,76.8081,77.3691,313359.0
2021-11-09,77.3872,77.8849,76.7538,77.8306,244367.0
2021-11-10,77.8849,77.8849,76.8413,77.3058,242024.0
2021-11-11,77.3058,77.3601,76.8217,77.1158,253307.0
2021-11-12,77.1158,77.5139,76.7809,77.3782,243457.0
2021-11-13,77.1158,77.5139,76.7809,77.3782,243457.0
2021-11-14,77.1158,77.5139,76.7809,77.3782,243457.0
2021-11-15,77.8164,78.1998,77.2266,77.6886,189921.0
2021-11-16,77.6612,79.3592,77.506,78.2455,286684.0
2021-11-17,77.7799,78.072,77.1226,77.9442,219577.0
2021-11-18,78.0811,78.0811,77.191,77.4147,161467.0
2021-11-19,77.1591,77.4056,75.7989,76.5566,471086.0
2021-11-20,77.1591,77.4056,75.7989,76.5566,471086.0
2021-11-21,77.1591,77.4056,75.7989,76.5566,471086.0
2021-11-22,76.7483,77.3234,76.2188,76.2918,408576.0
2021-11-23,76.4835,78.1176,75.9267,77.5882,342410.0
2021-11-24,77.5882,77.5882,76.5292,76.8122,248179.0
2021-11-25,77.5882,77.5882,76.5292,76.8122,248179.0
2021-11-26,75.9267,76.1458,73.6992,74.3382,203640.0
2021-11-27,75.9267,76.1458,73.6992,74.3382,203640.0
2021-11-28,75.9267,76.1458,73.6992,74.3382,203640.0
2021-11-29,74.9316,75.0359,73.8544,73.8909,316535.0
2021-11-30,73.0875,73.9,71.846,71.846,710869.0
2021-12-01,72.9232,74.2378,71.0882,71.1156,379726.0
2021-12-02,71.4443,73.7631,71.4443,73.4436,307798.0
2021-12-03,73.7174,73.9365,72.9597,73.617,252729.0
2021-12-04,73.7174,73.9365,72.9597,73.617,252729.0
2021-12-05,73.7174,73.9365,72.9597,73.617,252729.0
2021-12-06,73.7357,75.5798,73.7357,74.9042,439834.0
2021-12-07,75.6254,76.1595,75.2931,75.5067,493593.0
2021-12-08,75.7715,76.0271,75.4063,75.7076,307999.0
2021-12-09,75.4063,75.8765,75.1142,75.4337,167406.0
2021-12-10,75.881,77.3325,75.4885,77.296,288650.0
2021-12-11,75.881,77.3325,75.4885,77.296,288650.0
2021-12-12,75.881,77.3325,75.4885,77.296,288650.0
2021-12-13,76.9309,77.223,75.7897,76.0819,338980.0
2021-12-14,75.808,76.7026,75.6071,75.9358,506361.0
2021-12-15,75.7715,77.4512,75.7121,77.3782,202404.0
2021-12-16,77.4512,78.355,76.9765,77.5516,327384.0
2021-12-17,77.2504,77.6886,75.6254,75.9449,975970.0
2021-12-18,77.2504,77.6886,75.6254,75.9449,975970.0
2021-12-19,77.2504,77.6886,75.6254,75.9449,975970.0
2021-12-20,74.8768,75.4611,73.261,75.2876,390901.0
2021-12-21,75.4611,76.8943,75.1598,76.657,494703.0
2021-12-22,77.223,78.3367,74.9772,76.3283,784756.0
2021-12-23,77.4604,78.145,76.5931,76.6296,335218.0
2021-12-24,77.4604,78.145,76.5931,76.6296,335218.0
2021-12-25,77.4604,78.145,76.5931,76.6296,335218.0
2021-12-26,77.4604,78.145,76.5931,76.6296,335218.0
2021-12-27,76.5931,77.6521,76.3147,77.15,302134.0
2021-12-28,77.1226,78.2683,76.8122,77.2413,327992.0
2021-12-29,76.9948,77.967,76.9948,77.7251,272785.0
2021-12-30,77.6703,77.872,76.4288,76.6296,291972.0
2021-12-31,76.7757,77.1134,76.3192,76.7392,144714.0
2022-01-01,76.7757,77.1134,76.3192,76.7392,144714.0
2022-01-02,76.7757,77.1134,76.3192,76.7392,144714.0
2022-01-03,76.9948,77.7434,76.1138,76.6387,382577.0
2022-01-04,76.8304,78.3276,76.8304,77.2504,415120.0
2022-01-05,77.4056,78.3276,76.3649,76.4562,405057.0
2022-01-06,76.9674,76.9948,75.5432,76.0088,366915.0
2022-01-07,76.1001,76.6387,75.7623,76.4196,496898.0
2022-01-08,76.1001,76.6387,75.7623,76.4196,496898.0
2022-01-09,76.1001,76.6387,75.7623,76.4196,496898.0
2022-01-10,76.4472,76.6683,75.6274,76.567,414335.0
2022-01-11,76.1525,77.1013,75.4487,77.092,418125.0
2022-01-12,77.1013,78.0316,76.8802,77.4697,569160.0
2022-01-13,78.0316,79.1462,77.9487,78.9067,484383.0
2022-01-14,78.5106,78.9896,77.5434,78.658,299524.0
2022-01-15,78.5106,78.9896,77.5434,78.658,299524.0
2022-01-16,78.5106,78.9896,77.5434,78.658,299524.0
2022-01-17,78.5106,78.9896,77.5434,78.658,299524.0
2022-01-18,78.3909,78.5475,76.3275,77.1013,405614.0
2022-01-19,77.7829,77.7875,76.3275,76.6038,351294.0
2022-01-20,76.5762,77.5987,75.5906,75.6919,353708.0
2022-01-21,75.3418,76.6729,75.0563,76.1248,450317.0
2022-01-22,75.3418,76.6729,75.0563,76.1248,450317.0
2022-01-23,75.3418,76.6729,75.0563,76.1248,450317.0
2022-01-24,75.0563,77.4375,75.0563,77.2118,599613.0
2022-01-25,76.3091,76.6775,74.5773,75.9222,519326.0
2022-01-26,76.4472,77.092,74.5773,75.5813,322952.0
2022-01-27,76.0051,76.2077,73.8496,74.5773,539412.0
2022-01-28,74.4023,74.651,72.8409,74.6418,419269.0
2022-01-29,74.4023,74.651,72.8409,74.6418,419269.0
2022-01-30,74.4023,74.651,72.8409,74.6418,419269.0
2022-01-31,74.1628,75.5629,73.1955,75.2037,871541.0
2022-02-01,75.5629,76.7789,74.5865,76.5946,403014.0
2022-02-02,76.7789,77.7184,75.8024,77.2026,591661.0
2022-02-03,77.1197,77.9487,76.7328,77.1657,526150.0
2022-02-04,77.0184,77.0184,74.5404,74.7247,523733.0
2022-02-05,77.0184,77.0184,74.5404,74.7247,523733.0
2022-02-06,77.0184,77.0184,74.5404,74.7247,523733.0
2022-02-07,74.5404,74.8444,73.7851,73.9969,378033.0
2022-02-08,74.3562,74.4299,72.9975,73.1771,478455.0
2022-02-09,73.5548,74.7431,73.5548,74.6786,657659.0
2022-02-10,73.8311,75.0043,73.4166,73.5179,431395.0
2022-02-11,73.6837,74.0891,72.2559,73.1403,327960.0
2022-02-12,73.6837,74.0891,72.2559,73.1403,327960.0
2022-02-13,73.6837,74.0891,72.2559,73.1403,327960.0
2022-02-14,73.085,73.5133,72.6889,73.085,377330.0
2022-02-15,73.5179,73.9601,72.6889,72.9745,290428.0
2022-02-16,72.8271,74.0338,72.6889,73.6561,221317.0
2022-02-17,73.2324,73.5824,72.4402,73.2508,252003.0
2022-02-18,73.1034,73.5732,72.3941,72.5784,272611.0
2022-02-19,73.1034,73.5732,72.3941,72.5784,272611.0
2022-02-20,73.1034,73.5732,72.3941,72.5784,272611.0
2022-02-21,73.1034,73.5732,72.3941,72.5784,272611.0
2022-02-22,72.3941,72.9284,71.8598,72.1823,330644.0
2022-02-23,72.4678,72.6428,70.363,70.4597,347902.0
2022-02-24,69.6675,69.9669,68.3502,69.8425,600796.0
2022-02-25,69.9715,71.8046,69.9162,71.5835,374135.0
2022-02-26,69.9715,71.8046,69.9162,71.5835,374135.0
2022-02-27,69.9715,71.8046,69.9162,71.5835,374135.0
2022-02-28,70.911,71.694,70.2386,71.3716,480819.0
2022-03-01,71.2887,71.9612,69.8609,70.0544,521230.0
2022-03-02,70.2847,72.2191,70.2847,71.3624,318520.0
2022-03-03,71.8138,72.9468,71.6203,72.91,326901.0
2022-03-04,72.1086,73.389,71.0124,73.2416,431793.0
2022-03-05,72.1086,73.389,71.0124,73.2416,431793.0
2022-03-06,72.1086,73.389,71.0124,73.2416,431793.0
2022-03-07,72.956,74.7799,72.2836,72.3204,428199.0
2022-03-08,72.652,74.043,72.0395,72.6889,549562.0
2022-03-09,73.4995,73.5548,72.3757,72.4862,442372.0
2022-03-10,71.9612,72.0809,70.9663,71.5559,263635.0
2022-03-11,71.5973,72.1915,70.5334,70.5334,648303.0
2022-03-12,71.5973,72.1915,70.5334,70.5334,648303.0
2022-03-13,71.5973,72.1915,70.5334,70.5334,648303.0
2022-03-14,71.6756,73.868,71.4453,73.3245,833149.0
2022-03-15,72.9192,74.1075,72.6843,73.7022,406445.0
2022-03-16,73.8127,74.6049,71.7032,73.0021,536087.0
2022-03-17,72.9745,74.2917,72.652,74.1259,369069.0
2022-03-18,73.6837,74.2457,72.7257,74.0338,2164907.0
2022-03-19,73.6837,74.2457,72.7257,74.0338,2164907.0
2022-03-20,73.6837,74.2457,72.7257,74.0338,2164907.0
2022-03-21,74.0891,75.2313,73.6469,73.8864,433316.0
2022-03-22,74.1075,74.1075,72.9929,73.7667,384835.0
2022-03-23,73.7298,74.2457,73.2692,73.8772,324526.0
2022-03-24,73.9969,75.13,73.6377,74.9365,442480.0
2022-03-25,75.1115,75.9084,74.4115,75.7656,395196.0
2022-03-26,75.1115,75.9084,74.4115,75.7656,395196.0
2022-03-27,75.1115,75.9084,74.4115,75.7656,395196.0
2022-03-28,75.3418,75.4984,74.3884,75.4984,489156.0
2022-03-29,75.9037,76.8065,75.305,76.1064,497523.0
2022-03-30,76.8802,80.224,76.6729,79.1002,821688.0
2022-03-31,79.2199,79.874,78.4001,78.4922,608714.0
2022-04-01,78.5567,78.8423,77.7967,78.8146,462128.0
2022-04-02,78.5567,78.8423,77.7967,78.8146,462128.0
2022-04-03,78.5567,78.8423,77.7967,78.8146,462128.0
2022-04-04,78.6949,78.833,77.0552,77.6355,396123.0
2022-04-05,77.4974,78.5751,77.2486,77.5158,393500.0
2022-04-06,77.3131,78.0224,76.8894,77.654,386692.0
2022-04-07,77.5895,77.9303,76.8157,77.35,328790.0
2022-04-08,77.4974,78.1882,77.0828,78.0132,426053.0
2022-04-09,77.4974,78.1882,77.0828,78.0132,426053.0
2022-04-10,77.4974,78.1882,77.0828,78.0132,426053.0
2022-04-11,78.4872,79.5839,78.45,79.2493,448407.0
2022-04-12,79.333,80.0486,78.9612,79.4352,388437.0
2022-04-13,79.5281,80.5226,79.4992,80.4854,302858.0
2022-04-14,80.4668,80.6248,78.7103,79.017,386293.0
2022-04-15,80.4668,80.6248,78.7103,79.017,386293.0
2022-04-16,80.4668,80.6248,78.7103,79.017,386293.0
2022-04-17,80.4668,80.6248,78.7103,79.017,386293.0
2022-04-18,79.017,79.872,78.1526,78.5616,307096.0
2022-04-19,78.9519,80.4947,78.9426,80.4854,341926.0
2022-04-20,80.8572,81.7773,80.5876,80.6992,362727.0
2022-04-21,81.0059,81.6193,80.6434,81.294,446290.0
2022-04-22,80.8572,80.9036,79.569,79.8906,273682.0
2022-04-23,80.8572,80.9036,79.569,79.8906,273682.0
2022-04-24,80.8572,80.9036,79.569,79.8906,273682.0
2022-04-25,79.4073,79.6582,77.9482,79.491,271218.0
2022-04-26,79.0634,80.0625,78.5987,78.608,301559.0
2022-04-27,78.6452,78.8404,77.4091,77.7065,364521.0
2022-04-28,78.2735,79.4817,76.9816,79.082,292571.0
2022-04-29,78.5244,79.0495,76.7585,77.0095,342642.0
2022-04-30,78.5244,79.0495,76.7585,77.0095,342642.0
2022-05-01,78.5244,79.0495,76.7585,77.0095,342642.0
2022-05-02,77.2976,77.6972,74.5187,75.6154,346668.0
2022-05-03,75.9686,76.9165,75.3366,76.2846,313344.0
2022-05-04,76.2753,79.2307,76.2102,79.1378,443455.0
2022-05-05,78.5987,78.8311,76.4054,77.0745,289339.0
2022-05-06,76.7307,76.7307,74.8998,75.7362,374935.0
2022-05-07,76.7307,76.7307,74.8998,75.7362,374935.0
2022-05-08,76.7307,76.7307,74.8998,75.7362,374935.0
2022-05-09,74.9834,77.1814,74.9183,76.1451,495197.0
2022-05-10,76.2938,76.2985,74.2213,74.8812,357140.0
2022-05-11,75.1321,75.634,73.2733,73.4034,434627.0
2022-05-12,73.0689,74.3793,72.5716,74.3235,327641.0
2022-05-13,74.7975,75.7176,74.344,75.0392,330079.0
2022-05-14,74.7975,75.7176,74.344,75.0392,330079.0
2022-05-15,74.7975,75.7176,74.344,75.0392,330079.0
2022-05-16,74.9462,76.4379,74.4722,76.1451,373163.0
2022-05-17,77.5485,79.1285,77.3301,79.0541,554538.0
2022-05-18,78.543,78.9519,76.5262,76.8236,491978.0
2022-05-19,75.9779,77.3673,75.397,76.3868,438467.0
2022-05-20,76.6656,77.4091,74.4165,75.9221,438636.0
2022-05-21,76.6656,77.4091,74.4165,75.9221,438636.0
2022-05-22,76.6656,77.4091,74.4165,75.9221,438636.0
2022-05-23,76.4704,76.8887,75.2994,75.9035,501150.0
2022-05-24,75.699,77.4138,75.1414,77.0745,731291.0
2022-05-25,76.8608,77.3069,75.1879,77.2511,1667611.0
2022-05-26,77.9017,78.924,77.9017,78.0039,334889.0
2022-05-27,78.3757,79.3608,77.9946,79.2121,393477.0
