,NSP US Equity,NSP US Equity,NSP US Equity,NSP US Equity,NSP US Equity
2023-08-14,97.8384,100.3953,97.2336,100.3067,326917.0
2023-08-15,98.8808,100.4838,98.8808,99.8052,344265.0
2023-08-16,99.7167,101.5655,99.5692,101.064,284195.0
2023-08-17,100.6706,100.9951,99.5495,99.5692,600923.0
2023-08-18,99.3627,100.5184,98.3399,98.3694,249692.0
2023-08-19,99.3627,100.5184,98.3399,98.3694,249692.0
2023-08-20,99.3627,100.5184,98.3399,98.3694,249692.0
2023-08-21,98.0548,99.579,97.9859,98.3596,250620.0
2023-08-22,98.3596,98.8218,97.0615,98.2416,256113.0
2023-08-23,98.6546,98.6546,96.2219,97.0615,185857.0
2023-08-24,96.4715,98.6743,96.0978,98.3301,206170.0
2023-08-25,98.6841,99.8839,98.2121,99.2447,178929.0
2023-08-26,98.6841,99.8839,98.2121,99.2447,178929.0
2023-08-27,98.6841,99.8839,98.2121,99.2447,178929.0
2023-08-28,99.3725,100.4936,99.3725,99.7167,164652.0
2023-08-29,99.225,99.4944,97.4942,98.0351,238093.0
2023-08-30,98.5366,99.9626,97.9023,99.6872,215420.0
2023-08-31,99.5987,101.2557,99.5004,99.6479,275826.0
2023-09-01,100.1297,101.1623,100.0412,100.2772,204505.0
2023-09-02,100.1297,101.1623,100.0412,100.2772,204505.0
2023-09-03,100.1297,101.1623,100.0412,100.2772,204505.0
2023-09-04,100.1297,101.1623,100.0412,100.2772,204505.0
2023-09-05,99.3037,99.7757,97.5926,99.0677,217234.0
2023-09-06,98.9595,99.761,97.5532,98.0056,223362.0
2023-09-07,98.0154,98.3854,96.0769,96.9473,444967.0
2023-09-08,97.1253,97.9363,95.8395,95.978,233609.0
2023-09-09,97.1253,97.9363,95.8395,95.978,233609.0
2023-09-10,97.1253,97.9363,95.8395,95.978,233609.0
2023-09-11,96.611,96.7989,95.5527,96.4033,308292.0
2023-09-12,96.1758,96.5615,93.8812,95.6417,287171.0
2023-09-13,95.2856,95.9236,95.0186,95.2461,309720.0
2023-09-14,95.7406,97.0066,95.167,96.967,249052.0
2023-09-15,96.9769,97.7187,96.4231,97.0857,487984.0
2023-09-16,96.9769,97.7187,96.4231,97.0857,487984.0
2023-09-17,96.9769,97.7187,96.4231,97.0857,487984.0
2023-09-18,96.9275,97.7385,95.5824,95.6318,188761.0
2023-09-19,95.2461,95.8049,94.6675,94.7713,170883.0
2023-09-20,95.4043,95.9483,94.5043,94.6032,177364.0
2023-09-21,93.99,95.3153,93.7032,94.6526,225263.0
2023-09-22,94.979,95.5222,93.9603,94.168,209600.0
2023-09-23,94.979,95.5222,93.9603,94.168,209600.0
2023-09-24,94.979,95.5222,93.9603,94.168,209600.0
2023-09-25,93.6537,94.4449,93.1295,93.7229,253403.0
2023-09-26,93.446,93.8837,92.5361,92.6053,156796.0
2023-09-27,92.8328,95.6813,92.8328,95.6615,176119.0
2023-09-28,95.5725,96.9077,95.4439,96.6703,228782.0
2023-09-29,97.0857,97.5704,95.996,96.5319,355628.0
2023-09-30,97.0857,97.5704,95.996,96.5319,355628.0
2023-10-01,97.0857,97.5704,95.996,96.5319,355628.0
2023-10-02,95.9879,96.4873,95.0582,95.8395,160987.0
2023-10-03,95.5824,95.8989,94.3015,94.8505,177606.0
2023-10-04,95.0582,96.8582,94.7614,96.6505,180974.0
2023-10-05,96.6505,96.9374,95.0087,95.0285,278863.0
2023-10-06,94.5142,96.6901,94.5142,96.4725,206904.0
2023-10-07,94.5142,96.6901,94.5142,96.4725,206904.0
2023-10-08,94.5142,96.6901,94.5142,96.4725,206904.0
2023-10-09,95.9384,98.0649,95.5693,97.4616,149714.0
2023-10-10,97.5209,98.4012,96.4923,97.3627,158474.0
2023-10-11,97.877,98.1984,96.6308,97.1253,113669.0
2023-10-12,96.967,97.7583,96.2866,96.7593,216712.0
2023-10-13,97.0758,97.7978,96.1981,97.7781,160123.0
2023-10-14,97.0758,97.7978,96.1981,97.7781,160123.0
2023-10-15,97.0758,97.7978,96.1981,97.7781,160123.0
2023-10-16,98.51,100.6661,98.2627,100.4683,219861.0
2023-10-17,100.31,101.9816,100.31,100.5474,211057.0
2023-10-18,99.776,100.0628,98.9254,98.9748,164518.0
2023-10-19,98.4704,100.7838,98.0303,99.0045,314716.0
2023-10-20,99.2715,99.2715,97.0115,97.2143,254180.0
2023-10-21,99.2715,99.2715,97.0115,97.2143,254180.0
2023-10-22,99.2715,99.2715,97.0115,97.2143,254180.0
2023-10-23,96.8879,98.1836,96.6505,96.7297,138111.0
2023-10-24,97.155,97.9138,95.1027,96.2252,196587.0
2023-10-25,95.3845,95.9186,93.9801,94.2471,298725.0
2023-10-26,94.623,98.144,94.623,97.0956,237060.0
2023-10-27,96.4923,97.4072,94.2768,94.534,189884.0
2023-10-28,96.4923,97.4072,94.2768,94.534,189884.0
2023-10-29,96.4923,97.4072,94.2768,94.534,189884.0
2023-10-30,95.2461,97.6396,94.8801,95.434,528610.0
2023-10-31,102.6442,110.161,102.1695,104.6817,637863.0
2023-11-01,104.3751,105.4581,100.6167,102.842,473497.0
2023-11-02,104.652,106.8279,104.6124,106.373,288097.0
2023-11-03,108.45,108.45,105.5619,107.362,298597.0
2023-11-04,108.45,108.45,105.5619,107.362,298597.0
2023-11-05,108.45,108.45,105.5619,107.362,298597.0
2023-11-06,105.0575,107.3917,104.0191,105.7696,203065.0
2023-11-07,105.7993,106.5065,105.196,106.0169,128786.0
2023-11-08,106.1949,106.3372,105.3147,105.74,113555.0
2023-11-09,106.551,106.9367,105.374,106.0762,166400.0
2023-11-10,106.373,107.9258,105.2158,107.4115,176181.0
2023-11-11,106.373,107.9258,105.2158,107.4115,176181.0
2023-11-12,106.373,107.9258,105.2158,107.4115,176181.0
2023-11-13,107.451,108.2225,106.6301,106.64,199498.0
2023-11-14,108.2225,110.5072,108.1236,110.2896,250889.0
2023-11-15,110.5567,112.0304,110.2748,110.6852,244534.0
2023-11-16,111.1105,111.3133,108.6231,109.3105,183086.0
2023-11-17,109.7951,111.2886,108.4653,110.9721,236216.0
2023-11-18,109.7951,111.2886,108.4653,110.9721,236216.0
2023-11-19,109.7951,111.2886,108.4653,110.9721,236216.0
2023-11-20,110.5072,112.9205,109.9039,111.793,184277.0
2023-11-21,111.2391,112.3469,110.5863,111.971,117148.0
2023-11-22,112.7227,113.0886,111.5161,112.248,133565.0
2023-11-23,112.7227,113.0886,111.5161,112.248,133565.0
2023-11-24,111.9512,113.1381,111.6071,112.5348,79014.0
2023-11-25,111.9512,113.1381,111.6071,112.5348,79014.0
2023-11-26,111.9512,113.1381,111.6071,112.5348,79014.0
2023-11-27,111.8919,113.7216,111.793,112.3666,142875.0
2023-11-28,112.0798,112.6831,111.3257,111.5358,142371.0
2023-11-29,111.9117,112.6732,110.5962,110.982,150408.0
2023-11-30,111.0413,112.8117,110.4429,112.5051,259027.0
2023-12-01,112.4156,115.0101,112.4156,114.8113,151591.0
2023-12-02,112.4156,115.0101,112.4156,114.8113,151591.0
2023-12-03,112.4156,115.0101,112.4156,114.8113,151591.0
2023-12-04,114.7715,117.4306,114.7715,116.7198,195311.0
2023-12-05,116.6701,116.6701,114.6622,115.0896,163057.0
2023-12-06,115.2188,116.2924,114.3341,116.1234,166292.0
2023-12-07,115.8749,116.7397,114.7516,116.3023,173396.0
2023-12-08,116.5707,117.3262,115.793,116.5508,329204.0
2023-12-09,116.5707,117.3262,115.793,116.5508,329204.0
2023-12-10,116.5707,117.3262,115.793,116.5508,329204.0
2023-12-11,116.6502,117.5937,115.9445,116.024,218736.0
2023-12-12,116.352,116.352,114.4236,115.2685,240996.0
2023-12-13,114.4733,117.2964,113.8868,117.2367,274025.0
2023-12-14,118.4296,118.693,115.1642,116.7596,272081.0
2023-12-15,116.849,117.3759,113.6184,114.0459,796696.0
2023-12-16,116.849,117.3759,113.6184,114.0459,796696.0
2023-12-17,116.849,117.3759,113.6184,114.0459,796696.0
2023-12-18,115.3083,116.7198,113.8471,115.5667,244507.0
2023-12-19,116.1333,118.1214,116.1333,117.2964,287529.0
2023-12-20,116.9087,118.5489,114.7168,114.9007,254116.0
2023-12-21,115.1095,115.6761,114.4534,115.5667,232228.0
2023-12-22,116.3023,117.1671,115.5717,116.4316,178482.0
2023-12-23,116.3023,117.1671,115.5717,116.4316,178482.0
2023-12-24,116.3023,117.1671,115.5717,116.4316,178482.0
2023-12-25,116.3023,117.1671,115.5717,116.4316,178482.0
2023-12-26,116.6105,117.0976,116.0737,116.8391,164289.0
2023-12-27,116.8391,117.028,115.0697,115.1592,229112.0
2023-12-28,114.6522,116.0638,114.5131,115.3779,187601.0
2023-12-29,115.6065,117.4753,115.6065,116.521,226514.0
2023-12-30,115.6065,117.4753,115.6065,116.521,226514.0
2023-12-31,115.6065,117.4753,115.6065,116.521,226514.0
2024-01-01,115.6065,117.4753,115.6065,116.521,226514.0
2024-01-02,115.6761,118.2407,115.6761,118.0518,218975.0
2024-01-03,118.3103,118.3103,114.2745,114.3441,201324.0
2024-01-04,114.7119,115.7954,114.1254,115.7954,188282.0
2024-01-05,115.0399,116.1234,114.1254,114.4733,163899.0
2024-01-06,115.0399,116.1234,114.1254,114.4733,163899.0
2024-01-07,115.0399,116.1234,114.1254,114.4733,163899.0
2024-01-08,114.4634,117.1373,114.4087,116.9087,196182.0
2024-01-09,115.6164,116.6701,115.03,116.6403,142227.0
2024-01-10,116.4415,116.6204,115.3729,115.855,107146.0
2024-01-11,115.3978,116.521,113.9365,116.0737,145741.0
2024-01-12,116.69,117.7934,115.2984,116.0936,114724.0
2024-01-13,116.69,117.7934,115.2984,116.0936,114724.0
2024-01-14,116.69,117.7934,115.2984,116.0936,114724.0
2024-01-15,116.69,117.7934,115.2984,116.0936,114724.0
2024-01-16,115.1791,116.3421,114.7715,115.7755,122661.0
2024-01-17,114.8709,116.7954,114.8709,116.531,136779.0
2024-01-18,115.5667,115.8948,114.1154,115.4077,160082.0
2024-01-19,115.9445,115.9445,113.519,114.0956,200615.0
2024-01-20,115.9445,115.9445,113.519,114.0956,200615.0
2024-01-21,115.9445,115.9445,113.519,114.0956,200615.0
2024-01-22,114.8113,115.7705,113.7775,114.1552,200602.0
2024-01-23,115.0797,116.3819,113.4693,114.1453,266095.0
2024-01-24,115.2089,116.7795,114.3043,116.7298,186426.0
2024-01-25,116.521,116.521,111.2824,112.0081,237429.0
2024-01-26,112.694,114.6423,112.694,113.9365,305002.0
2024-01-27,112.694,114.6423,112.694,113.9365,305002.0
2024-01-28,112.694,114.6423,112.694,113.9365,305002.0
2024-01-29,113.8172,114.3739,112.5946,114.185,293996.0
2024-01-30,113.2606,114.4236,112.6642,114.3143,393404.0
2024-01-31,114.3143,115.7556,113.3799,114.0061,281433.0
2024-02-01,114.0657,114.0657,111.8292,113.3799,268999.0
2024-02-02,112.2467,114.1353,111.6502,113.1115,174358.0
2024-02-03,112.2467,114.1353,111.6502,113.1115,174358.0
2024-02-04,112.2467,114.1353,111.6502,113.1115,174358.0
2024-02-05,112.6542,112.6542,111.2477,111.6801,175498.0
2024-02-06,111.3918,113.2009,111.3918,112.7139,182324.0
2024-02-07,112.7139,113.6085,111.7695,112.3858,264135.0
2024-02-08,102.7735,103.0419,90.2586,95.7755,1427645.0
2024-02-09,95.6264,95.9643,92.6542,95.7953,616283.0
2024-02-10,95.6264,95.9643,92.6542,95.7953,616283.0
2024-02-11,95.6264,95.9643,92.6542,95.7953,616283.0
2024-02-12,95.686,97.1671,94.2049,94.7417,541137.0
2024-02-13,93.5588,93.6979,91.3023,91.7397,384590.0
2024-02-14,92.1472,92.858,90.7705,91.9087,416776.0
2024-02-15,92.4852,94.3739,91.7099,94.1552,474877.0
2024-02-16,94.4136,97.0876,93.2953,95.8351,609526.0
2024-02-17,94.4136,97.0876,93.2953,95.8351,609526.0
2024-02-18,94.4136,97.0876,93.2953,95.8351,609526.0
2024-02-19,94.4136,97.0876,93.2953,95.8351,609526.0
2024-02-20,95.1691,96.9285,94.9505,96.7993,355745.0
2024-02-21,96.9087,96.9087,95.0299,95.6562,365224.0
2024-02-22,95.7755,97.8132,95.0101,96.9782,350119.0
2024-02-23,97.0081,98.7278,97.0081,97.8928,336085.0
2024-02-24,97.0081,98.7278,97.0081,97.8928,336085.0
2024-02-25,97.0081,98.7278,97.0081,97.8928,336085.0
2024-02-26,97.515,98.1612,96.8093,97.6343,278423.0
2024-02-27,97.8132,97.9723,96.5906,96.7596,310010.0
2024-02-28,96.3818,99.8659,96.3818,99.692,467725.0
2024-02-29,100.0598,101.5906,99.9305,101.183,558654.0
2024-03-01,100.8152,102.8729,100.5369,101.9783,320845.0
2024-03-02,100.8152,102.8729,100.5369,101.9783,320845.0
2024-03-03,100.8152,102.8729,100.5369,101.9783,320845.0
2024-03-04,102.1373,102.187,98.027,98.2109,468411.0
2024-03-05,97.9425,98.4792,94.5826,95.02,329249.0
2024-03-06,99.38,103.87,98.8845,101.37,688649.0
2024-03-07,101.63,102.53,100.05,100.39,385625.0
2024-03-08,100.99,102.27,100.88,101.0,369219.0
2024-03-09,100.99,102.27,100.88,101.0,369219.0
2024-03-10,100.99,102.27,100.88,101.0,369219.0
2024-03-11,101.04,101.88,99.81,100.84,311303.0
2024-03-12,100.27,100.3767,98.97,100.23,267970.0
2024-03-13,99.69,100.75,97.94,98.07,414333.0
2024-03-14,98.15,98.39,96.59,98.28,422376.0
2024-03-15,97.72,99.76,97.72,98.41,1940644.0
2024-03-16,97.72,99.76,97.72,98.41,1940644.0
2024-03-17,97.72,99.76,97.72,98.41,1940644.0
2024-03-18,98.15,99.55,97.75,98.92,391398.0
2024-03-19,98.8,99.9,98.31,99.57,242654.0
2024-03-20,99.67,101.735,99.305,101.26,210910.0
2024-03-21,101.85,103.85,101.494,102.93,232728.0
2024-03-22,103.68,105.88,103.295,105.07,357412.0
2024-03-23,103.68,105.88,103.295,105.07,357412.0
2024-03-24,103.68,105.88,103.295,105.07,357412.0
2024-03-25,104.54,106.03,104.0,105.69,444613.0
2024-03-26,106.7,106.7,104.17,105.63,372193.0
2024-03-27,106.64,108.65,106.25,108.57,315522.0
2024-03-28,108.59,110.72,108.56,109.61,453267.0
2024-03-29,108.59,110.72,108.56,109.61,453267.0
2024-03-30,108.59,110.72,108.56,109.61,453267.0
2024-03-31,108.59,110.72,108.56,109.61,453267.0
2024-04-01,109.42,109.42,107.225,107.51,343001.0
2024-04-02,106.5,108.16,106.2,107.05,400898.0
2024-04-03,106.11,107.85,105.8575,107.43,228903.0
2024-04-04,108.63,109.06,105.475,105.61,242440.0
2024-04-05,105.47,106.28,104.68,105.8,275034.0
2024-04-06,105.47,106.28,104.68,105.8,275034.0
2024-04-07,105.47,106.28,104.68,105.8,275034.0
2024-04-08,106.24,108.09,106.0541,107.97,115527.0
