,IFF US Equity,IFF US Equity,IFF US Equity,IFF US Equity,IFF US Equity
2023-12-25,79.927,80.75,79.158,79.523,1174090.0
2023-12-26,79.602,81.295,79.424,80.883,798901.0
2023-12-27,80.773,81.301,80.584,81.022,971245.0
2023-12-28,80.853,81.878,80.853,81.46,938001.0
2023-12-29,80.932,81.45,80.256,80.584,767699.0
2023-12-30,80.932,81.45,80.256,80.584,767699.0
2023-12-31,80.932,81.45,80.256,80.584,767699.0
2024-01-01,80.932,81.45,80.256,80.584,767699.0
2024-01-02,79.957,81.102,79.868,81.032,1096334.0
2024-01-03,80.355,80.863,78.813,79.609,1036030.0
2024-01-04,79.549,79.828,79.086,79.171,1115658.0
2024-01-05,78.623,80.564,78.414,79.589,1215036.0
2024-01-06,78.623,80.564,78.414,79.589,1215036.0
2024-01-07,78.623,80.564,78.414,79.589,1215036.0
2024-01-08,79.131,80.236,78.922,79.858,949814.0
2024-01-09,79.29,79.927,79.091,79.668,846459.0
2024-01-10,79.34,80.425,79.081,80.156,872863.0
2024-01-11,80.305,80.305,79.141,79.4,2048684.0
2024-01-12,82.604,83.012,78.952,79.868,4072548.0
2024-01-13,82.604,83.012,78.952,79.868,4072548.0
2024-01-14,82.604,83.012,78.952,79.868,4072548.0
2024-01-15,82.604,83.012,78.952,79.868,4072548.0
2024-01-16,79.569,80.096,78.718,79.161,5072573.0
2024-01-17,77.887,78.633,77.051,78.504,1892254.0
2024-01-18,78.594,78.673,77.28,77.977,1880054.0
2024-01-19,78.176,79.37,77.601,79.141,1563986.0
2024-01-20,78.176,79.37,77.601,79.141,1563986.0
2024-01-21,78.176,79.37,77.601,79.141,1563986.0
2024-01-22,80.445,80.813,79.35,79.38,1609346.0
2024-01-23,79.738,80.007,78.926,79.101,1244302.0
2024-01-24,79.131,79.639,78.355,78.663,2164459.0
2024-01-25,79.26,81.997,79.186,81.977,2510834.0
2024-01-26,82.296,82.555,81.5,81.868,1802602.0
2024-01-27,82.296,82.555,81.5,81.868,1802602.0
2024-01-28,82.296,82.555,81.5,81.868,1802602.0
2024-01-29,81.549,81.858,80.853,81.619,1176741.0
2024-01-30,81.082,82.281,80.604,80.614,1146412.0
2024-01-31,80.992,82.127,80.257,80.295,1672136.0
2024-02-01,80.315,81.928,79.897,81.788,1209660.0
2024-02-02,81.141,81.773,80.325,80.883,2411721.0
2024-02-03,81.141,81.773,80.325,80.883,2411721.0
2024-02-04,81.141,81.773,80.325,80.883,2411721.0
2024-02-05,79.808,80.534,79.275,79.798,2064820.0
2024-02-06,79.818,81.4,79.788,80.385,1276854.0
2024-02-07,80.549,82.555,80.35,81.948,1539087.0
2024-02-08,82.107,82.366,80.096,80.126,1436419.0
2024-02-09,79.619,79.913,78.345,79.559,3152557.0
2024-02-10,79.619,79.913,78.345,79.559,3152557.0
2024-02-11,79.619,79.913,78.345,79.559,3152557.0
2024-02-12,79.489,80.982,79.405,79.937,2008203.0
2024-02-13,78.902,80.136,78.584,80.106,3263302.0
2024-02-14,80.455,81.231,78.773,79.002,1629130.0
2024-02-15,79.37,80.763,79.37,80.654,1761437.0
2024-02-16,80.514,81.176,80.196,80.803,1681776.0
2024-02-17,80.514,81.176,80.196,80.803,1681776.0
2024-02-18,80.514,81.176,80.196,80.803,1681776.0
2024-02-19,80.514,81.176,80.196,80.803,1681776.0
2024-02-20,81.758,81.848,80.694,81.639,2654658.0
2024-02-21,74.14,78.375,73.249,76.414,8752736.0
2024-02-22,76.414,79.111,75.887,79.081,4770503.0
2024-02-23,78.653,80.634,78.503,80.096,2592977.0
2024-02-24,78.653,80.634,78.503,80.096,2592977.0
2024-02-25,78.653,80.634,78.503,80.096,2592977.0
2024-02-26,79.748,79.748,77.011,77.041,3272228.0
2024-02-27,77.24,77.379,73.657,74.085,3561672.0
2024-02-28,73.508,73.687,72.592,72.861,2573015.0
2024-02-29,73.647,75.648,73.473,75.14,5899307.0
2024-03-01,74.643,75.727,74.431,75.518,1905886.0
2024-03-02,74.643,75.727,74.431,75.518,1905886.0
2024-03-03,74.643,75.727,74.431,75.518,1905886.0
2024-03-04,75.2,75.936,75.2,75.678,2614174.0
2024-03-05,75.309,76.757,75.21,76.354,2453917.0
2024-03-06,76.922,77.529,75.946,76.733,1739306.0
2024-03-07,77.509,79.161,76.961,78.474,1627570.0
2024-03-08,78.424,79.41,78.166,78.375,1559202.0
2024-03-09,78.424,79.41,78.166,78.375,1559202.0
2024-03-10,78.424,79.41,78.166,78.375,1559202.0
2024-03-11,78.265,80.982,78.265,80.674,1864802.0
2024-03-12,80.952,81.281,80.39,80.813,1980937.0
2024-03-13,81.112,82.425,80.873,82.206,1543189.0
2024-03-14,81.599,82.336,80.614,81.211,1541010.0
2024-03-15,80.504,82.923,80.405,82.455,3253610.0
2024-03-16,80.504,82.923,80.405,82.455,3253610.0
2024-03-17,80.504,82.923,80.405,82.455,3253610.0
2024-03-18,82.107,84.077,81.659,83.411,2681751.0
2024-03-19,84.097,84.286,81.38,82.654,2380746.0
2024-03-20,83.082,83.903,82.629,83.52,1912000.0
2024-03-21,84.09,84.36,82.83,83.32,1559577.0
2024-03-22,83.51,83.96,82.46,83.08,2383320.0
2024-03-23,83.51,83.96,82.46,83.08,2383320.0
2024-03-24,83.51,83.96,82.46,83.08,2383320.0
2024-03-25,81.5,82.96,81.46,82.01,2060166.0
2024-03-26,82.28,82.28,80.92,81.44,1956142.0
2024-03-27,82.26,85.68,81.652,85.64,3319346.0
2024-03-28,86.0,86.41,84.96,85.99,10232892.0
2024-03-29,86.0,86.41,84.96,85.99,10232892.0
2024-03-30,86.0,86.41,84.96,85.99,10232892.0
2024-03-31,86.0,86.41,84.96,85.99,10232892.0
2024-04-01,86.27,86.72,85.25,86.37,1580223.0
2024-04-02,86.16,86.19,83.71,84.25,1653945.0
2024-04-03,84.35,85.82,84.35,85.5,1694270.0
2024-04-04,86.0,86.27,83.69,83.86,1106621.0
2024-04-05,83.44,83.645,82.73,83.34,838580.0
2024-04-06,83.44,83.645,82.73,83.34,838580.0
2024-04-07,83.44,83.645,82.73,83.34,838580.0
2024-04-08,83.84,85.12,83.295,85.09,1833111.0
