,SPG US Equity,SPG US Equity,SPG US Equity,SPG US Equity,SPG US Equity
2021-04-23,98.316,99.0,97.555,98.831,2349546.0
2021-04-24,98.316,99.0,97.555,98.831,2349546.0
2021-04-25,98.316,99.0,97.555,98.831,2349546.0
2021-04-26,100.505,102.872,100.108,101.578,3268375.0
2021-04-27,102.246,104.224,100.978,103.43,3301125.0
2021-04-28,103.692,106.016,103.675,104.055,2297945.0
2021-04-29,105.044,106.126,102.931,104.249,2281447.0
2021-04-30,103.911,104.051,102.224,102.905,2752144.0
2021-05-01,103.911,104.051,102.224,102.905,2752144.0
2021-05-02,103.911,104.051,102.224,102.905,2752144.0
2021-05-03,103.708,104.672,102.821,104.14,2627770.0
2021-05-04,104.004,104.782,101.773,102.584,2730891.0
2021-05-05,102.246,103.675,101.718,102.212,2454012.0
2021-05-06,102.398,103.954,101.671,103.903,2044180.0
2021-05-07,103.404,105.661,102.956,105.61,2685991.0
2021-05-08,103.404,105.661,102.956,105.61,2685991.0
2021-05-09,103.404,105.661,102.956,105.61,2685991.0
2021-05-10,106.498,108.408,106.202,107.14,5105094.0
2021-05-11,102.931,104.79,101.073,103.666,5664437.0
2021-05-12,103.666,104.275,99.076,99.423,3293956.0
2021-05-13,99.423,102.542,98.501,99.736,3585560.0
2021-05-14,100.378,103.928,100.378,103.277,2477530.0
2021-05-15,100.378,103.928,100.378,103.277,2477530.0
2021-05-16,100.378,103.928,100.378,103.277,2477530.0
2021-05-17,103.125,104.123,102.458,103.328,1609780.0
2021-05-18,103.134,104.689,102.043,103.607,2552302.0
2021-05-19,101.561,103.396,100.091,103.353,2049023.0
2021-05-20,103.151,104.044,102.069,103.607,1669846.0
2021-05-21,103.835,105.078,103.083,103.446,1854549.0
2021-05-22,103.835,105.078,103.083,103.446,1854549.0
2021-05-23,103.835,105.078,103.083,103.446,1854549.0
2021-05-24,104.14,105.644,103.387,105.357,1975792.0
2021-05-25,105.661,107.09,104.968,105.154,1671864.0
2021-05-26,105.374,107.369,104.647,107.098,1765768.0
2021-05-27,107.774,108.806,107.436,108.442,3172059.0
2021-05-28,108.899,109.211,107.91,108.611,1929771.0
2021-05-29,108.899,109.211,107.91,108.611,1929771.0
2021-05-30,108.899,109.211,107.91,108.611,1929771.0
2021-05-31,108.899,109.211,107.91,108.611,1929771.0
2021-06-01,109.634,113.446,109.634,113.429,3726870.0
2021-06-02,113.59,114.549,111.874,114.275,2685740.0
2021-06-03,113.59,113.903,111.603,113.319,2060884.0
2021-06-04,113.818,114.057,111.257,111.806,1952307.0
2021-06-05,113.818,114.057,111.257,111.806,1952307.0
2021-06-06,113.818,114.057,111.257,111.806,1952307.0
2021-06-07,111.696,113.48,111.384,113.269,1796933.0
2021-06-08,113.784,115.551,113.184,114.714,2590916.0
2021-06-09,115.306,115.492,114.376,114.613,2075611.0
2021-06-10,114.756,115.441,112.17,113.725,2225946.0
2021-06-11,113.86,113.979,112.694,113.463,1976382.0
2021-06-12,113.86,113.979,112.694,113.463,1976382.0
2021-06-13,113.86,113.979,112.694,113.463,1976382.0
2021-06-14,113.429,114.283,111.654,112.66,1474613.0
2021-06-15,112.128,112.939,110.141,110.978,2453839.0
2021-06-16,110.716,112.006,109.921,110.505,1820739.0
2021-06-17,110.2,110.699,106.549,108.755,2784254.0
2021-06-18,107.394,108.375,105.898,105.94,4232281.0
2021-06-19,107.394,108.375,105.898,105.94,4232281.0
2021-06-20,107.394,108.375,105.898,105.94,4232281.0
2021-06-21,107.284,111.426,106.844,111.155,2335456.0
2021-06-22,110.893,111.071,109.237,110.099,1971565.0
2021-06-23,111.02,112.415,110.572,111.756,1805384.0
2021-06-24,112.254,112.318,109.786,110.412,2019938.0
2021-06-25,110.741,111.24,109.761,110.792,2322908.0
2021-06-26,110.741,111.24,109.761,110.792,2322908.0
2021-06-27,110.741,111.24,109.761,110.792,2322908.0
2021-06-28,110.733,110.758,108.408,110.057,1904208.0
2021-06-29,110.403,111.764,110.378,110.724,2201529.0
2021-06-30,110.378,111.815,110.099,110.293,2700932.0
2021-07-01,110.567,113.549,110.285,112.395,2550388.0
2021-07-02,112.31,112.848,110.379,110.763,1529613.0
2021-07-03,112.31,112.848,110.379,110.763,1529613.0
2021-07-04,112.31,112.848,110.379,110.763,1529613.0
2021-07-05,112.31,112.848,110.379,110.763,1529613.0
2021-07-06,110.31,110.524,107.73,109.063,3143917.0
2021-07-07,108.619,108.781,106.038,107.482,2607646.0
2021-07-08,105.525,107.888,104.252,106.884,2631073.0
2021-07-09,108.516,110.891,108.243,110.815,1790069.0
2021-07-10,108.516,110.891,108.243,110.815,1790069.0
2021-07-11,108.516,110.891,108.243,110.815,1790069.0
2021-07-12,109.883,111.743,109.417,111.31,1263419.0
2021-07-13,110.721,111.114,108.029,108.183,1742711.0
2021-07-14,108.089,109.926,107.79,108.901,1556793.0
2021-07-15,108.371,109.208,107.055,108.123,1585488.0
2021-07-16,109.046,109.225,106.226,106.38,1741596.0
2021-07-17,109.046,109.225,106.226,106.38,1741596.0
2021-07-18,109.046,109.225,106.226,106.38,1741596.0
2021-07-19,102.603,103.022,98.019,100.134,5454181.0
2021-07-20,101.68,107.79,101.048,107.345,3821756.0
2021-07-21,108.371,110.413,108.26,109.311,2247903.0
2021-07-22,108.969,108.969,106.302,106.893,1709620.0
2021-07-23,107.713,108.229,104.97,106.081,1364630.0
2021-07-24,107.713,108.229,104.97,106.081,1364630.0
2021-07-25,107.713,108.229,104.97,106.081,1364630.0
2021-07-26,105.953,108.721,105.816,108.542,1905382.0
2021-07-27,107.738,108.371,106.679,107.551,1960738.0
2021-07-28,107.944,108.439,105.871,106.995,1642070.0
2021-07-29,107.636,109.627,107.422,107.593,1792989.0
2021-07-30,107.73,109.473,107.234,108.106,2194676.0
2021-07-31,107.73,109.473,107.234,108.106,2194676.0
2021-08-01,107.73,109.473,107.234,108.106,2194676.0
2021-08-02,109.541,111.797,107.679,107.935,2285115.0
2021-08-03,110.216,111.908,108.55,110.686,3366771.0
2021-08-04,111.139,113.07,109.593,109.969,3112941.0
2021-08-05,111.19,115.138,110.644,114.523,3351284.0
2021-08-06,114.976,116.249,114.514,115.523,2285434.0
2021-08-07,114.976,116.249,114.514,115.523,2285434.0
2021-08-08,114.976,116.249,114.514,115.523,2285434.0
2021-08-09,114.822,114.882,113.395,113.523,1652539.0
2021-08-10,113.378,114.096,112.165,112.882,1688323.0
2021-08-11,113.6,114.557,112.079,114.079,1415769.0
2021-08-12,114.301,114.736,113.002,114.369,1832857.0
2021-08-13,114.813,115.215,113.797,114.215,1441500.0
2021-08-14,114.813,115.215,113.797,114.215,1441500.0
2021-08-15,114.813,115.215,113.797,114.215,1441500.0
2021-08-16,113.472,114.215,111.549,111.908,1798343.0
2021-08-17,110.421,110.508,107.602,109.464,2164205.0
2021-08-18,108.943,110.789,107.738,109.371,1489531.0
2021-08-19,107.696,110.413,107.662,109.764,1979184.0
2021-08-20,108.772,110.592,108.183,110.028,1701579.0
2021-08-21,108.772,110.592,108.183,110.028,1701579.0
2021-08-22,108.772,110.592,108.183,110.028,1701579.0
2021-08-23,110.755,112.018,110.165,110.618,2111931.0
2021-08-24,111.43,113.386,111.276,113.267,1851761.0
2021-08-25,113.301,114.942,112.472,113.25,1746630.0
2021-08-26,113.139,113.421,111.626,111.968,1268844.0
2021-08-27,113.284,115.48,113.096,114.232,1691748.0
2021-08-28,113.284,115.48,113.096,114.232,1691748.0
2021-08-29,113.284,115.48,113.096,114.232,1691748.0
2021-08-30,114.326,114.506,112.729,113.993,1428231.0
2021-08-31,113.72,115.523,113.442,114.882,2326570.0
2021-09-01,114.882,116.591,114.719,116.044,1706204.0
2021-09-02,116.283,117.385,115.685,116.565,1859781.0
2021-09-03,116.351,116.356,114.707,115.993,1595862.0
2021-09-04,116.351,116.356,114.707,115.993,1595862.0
2021-09-05,116.351,116.356,114.707,115.993,1595862.0
2021-09-06,116.351,116.356,114.707,115.993,1595862.0
2021-09-07,115.318,115.95,113.839,114.993,1788958.0
2021-09-08,114.492,115.65,112.997,114.181,1695629.0
2021-09-09,112.98,114.181,112.297,112.884,1598961.0
2021-09-10,113.429,113.463,110.508,110.517,1879773.0
2021-09-11,113.429,113.463,110.508,110.517,1879773.0
2021-09-12,113.429,113.463,110.508,110.517,1879773.0
2021-09-13,112.046,113.947,110.906,113.299,1843627.0
2021-09-14,113.584,114.051,111.191,111.951,1291665.0
2021-09-15,111.882,114.034,111.2,113.325,1561212.0
2021-09-16,113.939,115.598,113.325,114.639,1297612.0
2021-09-17,114.25,115.183,113.325,113.429,3155836.0
2021-09-18,114.25,115.183,113.325,113.429,3155836.0
2021-09-19,114.25,115.183,113.325,113.429,3155836.0
2021-09-20,110.742,112.643,109.795,111.917,2525552.0
2021-09-21,112.971,114.578,112.634,112.66,1616351.0
2021-09-22,114.405,116.565,113.93,115.477,1955485.0
2021-09-23,116.22,117.922,116.064,116.756,2363950.0
2021-09-24,116.349,117.732,115.632,115.658,1362330.0
2021-09-25,116.349,117.732,115.632,115.658,1362330.0
2021-09-26,116.349,117.732,115.632,115.658,1362330.0
2021-09-27,116.349,118.587,115.796,115.917,1960689.0
2021-09-28,115.857,116.756,115.088,115.537,1641231.0
2021-09-29,115.814,116.233,115.097,115.658,1086209.0
2021-09-30,116.22,116.22,111.83,112.306,3055238.0
2021-10-01,113.679,115.926,112.461,115.045,2160469.0
2021-10-02,113.679,115.926,112.461,115.045,2160469.0
2021-10-03,113.679,115.926,112.461,115.045,2160469.0
2021-10-04,114.656,115.788,113.705,114.276,1487687.0
2021-10-05,114.267,114.293,112.694,113.533,1499716.0
2021-10-06,112.565,114.621,111.122,114.587,2199059.0
2021-10-07,114.941,117.689,114.881,115.796,1798531.0
2021-10-08,115.771,116.738,113.857,114.129,1715208.0
2021-10-09,115.771,116.738,113.857,114.129,1715208.0
2021-10-10,115.771,116.738,113.857,114.129,1715208.0
2021-10-11,113.852,115.511,113.213,114.595,1081825.0
2021-10-12,114.302,116.868,113.481,116.453,1324390.0
2021-10-13,116.652,118.864,115.978,118.51,2996248.0
2021-10-14,119.46,120.886,118.821,120.393,2282146.0
2021-10-15,120.972,122.402,120.393,121.162,2443410.0
2021-10-16,120.972,122.402,120.393,121.162,2443410.0
2021-10-17,120.972,122.402,120.393,121.162,2443410.0
2021-10-18,121.214,125.111,120.886,124.887,3335475.0
2021-10-19,125.293,125.301,123.297,123.426,1709423.0
2021-10-20,122.873,125.276,122.761,125.258,1544129.0
2021-10-21,124.861,125.327,123.893,124.394,1367807.0
2021-10-22,125.103,125.811,124.429,125.414,1217830.0
2021-10-23,125.103,125.811,124.429,125.414,1217830.0
2021-10-24,125.103,125.811,124.429,125.414,1217830.0
2021-10-25,125.293,126.935,124.213,126.874,1537158.0
2021-10-26,127.021,127.686,125.71,126.477,1973664.0
2021-10-27,126.459,126.554,124.169,124.368,1178033.0
2021-10-28,124.904,127.22,124.29,127.125,1628051.0
2021-10-29,126.546,127.66,125.88,126.658,2778321.0
2021-10-30,126.546,127.66,125.88,126.658,2778321.0
2021-10-31,126.546,127.66,125.88,126.658,2778321.0
2021-11-01,127.375,129.103,127.185,129.06,2605411.0
2021-11-02,135.662,138.228,133.455,137.381,5642280.0
2021-11-03,137.338,144.121,137.166,143.646,4226349.0
2021-11-04,143.819,144.882,142.16,143.188,2282757.0
2021-11-05,145.538,147.681,144.536,147.327,2501581.0
2021-11-06,145.538,147.681,144.536,147.327,2501581.0
2021-11-07,145.538,147.681,144.536,147.327,2501581.0
2021-11-08,147.457,147.768,143.663,144.64,1642819.0
2021-11-09,144.579,144.804,143.041,144.726,1383809.0
2021-11-10,144.035,144.899,141.52,141.685,1824935.0
2021-11-11,142.143,143.707,141.633,142.955,1175745.0
2021-11-12,143.655,143.914,141.62,142.402,1182658.0
2021-11-13,143.655,143.914,141.62,142.402,1182658.0
2021-11-14,143.655,143.914,141.62,142.402,1182658.0
2021-11-15,142.721,143.715,141.909,143.689,1677610.0
2021-11-16,143.223,143.689,142.004,142.462,1221059.0
2021-11-17,141.909,145.054,140.708,144.726,1503184.0
2021-11-18,146.152,147.863,144.622,146.359,2459473.0
2021-11-19,145.089,145.577,143.318,144.078,1816548.0
2021-11-20,145.089,145.577,143.318,144.078,1816548.0
2021-11-21,145.089,145.577,143.318,144.078,1816548.0
2021-11-22,145.279,147.452,144.311,145.158,2039423.0
2021-11-23,145.072,147.508,144.476,146.057,1393034.0
2021-11-24,145.184,146.234,143.983,146.057,1358777.0
2021-11-25,145.184,146.234,143.983,146.057,1358777.0
2021-11-26,138.531,140.674,136.768,138.669,2875378.0
2021-11-27,138.531,140.674,136.768,138.669,2875378.0
2021-11-28,138.531,140.674,136.768,138.669,2875378.0
2021-11-29,141.598,142.298,136.042,138.202,2890973.0
2021-11-30,136.223,136.362,131.125,132.067,4265150.0
2021-12-01,135.282,137.243,127.574,127.643,3711736.0
2021-12-02,129.561,133.05,128.205,131.22,4506533.0
2021-12-03,131.341,132.024,127.332,128.913,3639592.0
2021-12-04,131.341,132.024,127.332,128.913,3639592.0
2021-12-05,131.341,132.024,127.332,128.913,3639592.0
2021-12-06,131.454,134.374,130.927,131.86,2858365.0
2021-12-07,134.599,137.131,133.886,135.014,2650078.0
2021-12-08,135.014,136.906,134.262,136.051,2681299.0
2021-12-09,135.3,135.858,132.907,132.942,1946867.0
2021-12-10,134.025,134.173,131.021,133.099,1378419.0
2021-12-11,134.025,134.173,131.021,133.099,1378419.0
2021-12-12,134.025,134.173,131.021,133.099,1378419.0
2021-12-13,132.366,132.793,128.839,131.946,2416938.0
2021-12-14,131.938,132.916,130.855,131.798,2000284.0
2021-12-15,132.243,132.898,128.549,132.767,2121759.0
2021-12-16,133.387,135.211,131.894,132.435,2750873.0
2021-12-17,132.304,133.483,129.615,131.623,4125906.0
2021-12-18,132.304,133.483,129.615,131.623,4125906.0
2021-12-19,132.304,133.483,129.615,131.623,4125906.0
2021-12-20,128.942,129.842,125.423,127.729,2665010.0
2021-12-21,129.414,135.256,129.3,134.889,2011230.0
2021-12-22,134.4,136.234,134.068,135.815,1077521.0
2021-12-23,136.662,137.433,135.583,135.754,2259911.0
2021-12-24,136.662,137.433,135.583,135.754,2259911.0
2021-12-25,136.662,137.433,135.583,135.754,2259911.0
2021-12-26,136.662,137.433,135.583,135.754,2259911.0
2021-12-27,135.745,138.391,134.899,138.347,996043.0
2021-12-28,137.588,139.063,136.88,137.771,966378.0
2021-12-29,137.972,139.107,136.898,138.635,952958.0
2021-12-30,138.635,141.351,138.44,139.753,1085514.0
2021-12-31,139.709,141.194,139.29,139.517,1194934.0
2022-01-01,139.709,141.194,139.29,139.517,1194934.0
2022-01-02,139.709,141.194,139.29,139.517,1194934.0
2022-01-03,140.137,141.989,138.731,139.98,2128959.0
2022-01-04,141.666,143.106,141.29,142.32,1834071.0
2022-01-05,143.089,144.809,140.557,140.618,2324396.0
2022-01-06,141.316,143.665,140.382,142.478,1715817.0
2022-01-07,142.189,143.124,140.635,140.827,1457193.0
2022-01-08,142.189,143.124,140.635,140.827,1457193.0
2022-01-09,142.189,143.124,140.635,140.827,1457193.0
2022-01-10,139.98,140.583,137.175,140.487,1753565.0
2022-01-11,140.504,141.997,138.033,141.316,1267742.0
2022-01-12,141.98,142.906,141.255,141.404,931130.0
2022-01-13,141.84,143.421,141.683,142.329,1246833.0
2022-01-14,141.543,141.543,133.151,135.963,2539683.0
2022-01-15,141.543,141.543,133.151,135.963,2539683.0
2022-01-16,141.543,141.543,133.151,135.963,2539683.0
2022-01-17,141.543,141.543,133.151,135.963,2539683.0
2022-01-18,134.732,134.741,131.737,134.383,2753511.0
2022-01-19,135.256,135.256,129.702,129.755,2198945.0
2022-01-20,131.414,133.387,128.531,128.742,1976047.0
2022-01-21,128.497,128.838,126.235,128.331,2515306.0
2022-01-22,128.497,128.838,126.235,128.331,2515306.0
2022-01-23,128.497,128.838,126.235,128.331,2515306.0
2022-01-24,124.768,127.694,120.289,127.58,3757982.0
2022-01-25,124.611,130.078,122.987,128.174,2614130.0
2022-01-26,130.209,132.619,125.537,127.126,2029547.0
2022-01-27,128.986,130.514,124.96,125.65,1810071.0
2022-01-28,125.362,127.877,121.965,127.842,2631550.0
2022-01-29,125.362,127.877,121.965,127.842,2631550.0
2022-01-30,125.362,127.877,121.965,127.842,2631550.0
2022-01-31,126.497,128.89,125.406,128.541,2108239.0
2022-02-01,128.541,129.816,126.655,128.68,1510788.0
2022-02-02,129.248,130.968,128.288,130.593,1871247.0
2022-02-03,129.213,130.278,126.917,127.109,1539083.0
2022-02-04,125.947,128.2,123.782,126.777,1934934.0
2022-02-05,125.947,128.2,123.782,126.777,1934934.0
2022-02-06,125.947,128.2,123.782,126.777,1934934.0
2022-02-07,127.091,130.811,126.524,130.043,3230664.0
2022-02-08,122.088,126.268,120.306,124.035,4550323.0
2022-02-09,125.091,125.786,123.52,124.952,2603996.0
2022-02-10,124.0,128.803,123.354,125.729,2722258.0
2022-02-11,125.615,127.833,122.76,123.851,2157559.0
2022-02-12,125.615,127.833,122.76,123.851,2157559.0
2022-02-13,125.615,127.833,122.76,123.851,2157559.0
2022-02-14,123.817,124.262,121.433,122.166,2070783.0
2022-02-15,124.096,124.786,122.725,123.406,1619941.0
2022-02-16,124.035,126.0,123.397,125.624,1712502.0
2022-02-17,124.917,128.165,124.891,125.458,3546993.0
2022-02-18,125.083,125.842,122.681,123.083,1751083.0
2022-02-19,125.083,125.842,122.681,123.083,1751083.0
2022-02-20,125.083,125.842,122.681,123.083,1751083.0
2022-02-21,125.083,125.842,122.681,123.083,1751083.0
2022-02-22,122.245,122.594,119.398,120.551,2314571.0
2022-02-23,121.485,122.536,116.518,117.075,1978501.0
2022-02-24,113.46,120.664,112.953,120.35,3105942.0
2022-02-25,121.075,122.384,120.219,121.991,1785560.0
2022-02-26,121.075,122.384,120.219,121.991,1785560.0
2022-02-27,121.075,122.384,120.219,121.991,1785560.0
2022-02-28,120.324,122.166,119.249,120.123,2382013.0
2022-03-01,120.367,120.804,116.525,117.538,2182299.0
2022-03-02,118.699,122.018,118.691,121.179,2096534.0
2022-03-03,122.306,123.074,120.123,121.738,1890143.0
2022-03-04,120.201,120.428,116.857,119.538,2316099.0
2022-03-05,120.201,120.428,116.857,119.538,2316099.0
2022-03-06,120.201,120.428,116.857,119.538,2316099.0
2022-03-07,118.621,118.664,111.949,112.01,3966319.0
2022-03-08,112.578,116.918,111.862,114.735,3123906.0
2022-03-09,117.972,119.669,117.123,117.238,1728159.0
2022-03-10,114.982,117.556,114.496,117.273,1565865.0
2022-03-11,118.511,118.582,114.965,115.009,2548218.0
2022-03-12,118.511,118.582,114.965,115.009,2548218.0
2022-03-13,118.511,118.582,114.965,115.009,2548218.0
2022-03-14,115.964,117.215,112.099,113.364,2455789.0
2022-03-15,113.727,114.991,112.338,113.974,1883593.0
2022-03-16,115.973,117.14,113.453,116.141,2550356.0
2022-03-17,115.398,117.096,114.913,116.424,2045052.0
2022-03-18,114.638,116.344,114.497,115.708,4175499.0
2022-03-19,114.638,116.344,114.497,115.708,4175499.0
2022-03-20,114.638,116.344,114.497,115.708,4175499.0
2022-03-21,116.424,116.574,113.17,114.133,2679121.0
2022-03-22,115.982,118.9,115.725,117.476,2501087.0
2022-03-23,116.795,117.353,114.854,114.974,1206005.0
2022-03-24,114.991,115.433,114.125,115.08,1474013.0
2022-03-25,115.416,116.006,114.646,115.115,2055972.0
2022-03-26,115.416,116.006,114.646,115.115,2055972.0
2022-03-27,115.416,116.006,114.646,115.115,2055972.0
2022-03-28,115.681,116.557,114.66,116.512,1632029.0
2022-03-29,118.44,122.42,118.14,122.11,2468341.0
2022-03-30,121.907,122.614,118.798,119.201,1346317.0
2022-03-31,119.059,119.749,116.336,116.344,2331863.0
2022-04-01,116.972,117.848,116.079,117.618,1572770.0
2022-04-02,116.972,117.848,116.079,117.618,1572770.0
2022-04-03,116.972,117.848,116.079,117.618,1572770.0
2022-04-04,117.273,119.289,115.977,118.971,1723176.0
2022-04-05,118.944,119.944,115.239,115.478,1719321.0
2022-04-06,114.965,115.124,111.666,113.072,2327114.0
2022-04-07,112.683,112.772,109.199,110.994,2542917.0
2022-04-08,111.507,113.656,110.972,112.727,1804877.0
2022-04-09,111.507,113.656,110.972,112.727,1804877.0
2022-04-10,111.507,113.656,110.972,112.727,1804877.0
2022-04-11,112.506,114.169,111.719,112.117,1084318.0
2022-04-12,111.763,114.01,111.171,111.587,1459953.0
2022-04-13,111.427,113.824,111.215,112.825,1661380.0
2022-04-14,113.196,114.478,112.922,113.09,1788834.0
2022-04-15,113.196,114.478,112.922,113.09,1788834.0
2022-04-16,113.196,114.478,112.922,113.09,1788834.0
2022-04-17,113.196,114.478,112.922,113.09,1788834.0
2022-04-18,112.683,114.178,112.4,113.099,1206881.0
2022-04-19,113.877,116.514,113.099,116.132,1470656.0
2022-04-20,116.486,118.06,115.882,117.255,1645768.0
2022-04-21,118.723,119.21,115.46,115.716,1499644.0
2022-04-22,115.708,115.708,111.18,111.321,1988547.0
2022-04-23,115.708,115.708,111.18,111.321,1988547.0
2022-04-24,115.708,115.708,111.18,111.321,1988547.0
2022-04-25,111.321,112.046,109.597,111.684,2053587.0
2022-04-26,111.542,112.276,109.685,109.774,1889291.0
2022-04-27,110.189,110.716,107.943,108.005,2032315.0
2022-04-28,107.908,110.587,106.846,110.021,2313212.0
2022-04-29,109.225,109.641,104.158,104.353,3160463.0
2022-04-30,109.225,109.641,104.158,104.353,3160463.0
2022-05-01,109.225,109.641,104.158,104.353,3160463.0
2022-05-02,104.954,105.308,100.294,103.327,2818453.0
2022-05-03,104.114,107.625,102.805,106.891,1894728.0
2022-05-04,106.767,110.698,105.75,110.172,1624045.0
2022-05-05,109.393,109.915,107.112,108.191,2037762.0
2022-05-06,107.183,108.739,104.919,107.377,2366518.0
2022-05-07,107.183,108.739,104.919,107.377,2366518.0
2022-05-08,107.183,108.739,104.919,107.377,2366518.0
2022-05-09,105.759,106.811,104.008,104.521,2810159.0
2022-05-10,107.129,111.419,104.3,105.299,3139164.0
2022-05-11,105.228,106.121,99.736,99.94,3323538.0
2022-05-12,99.701,102.832,98.316,102.248,2754468.0
2022-05-13,103.468,104.07,101.859,103.274,2663045.0
2022-05-14,103.468,104.07,101.859,103.274,2663045.0
2022-05-15,103.468,104.07,101.859,103.274,2663045.0
2022-05-16,103.291,104.463,102.142,103.353,1564713.0
2022-05-17,105.131,106.935,104.512,106.793,1752088.0
2022-05-18,105.52,105.847,100.072,100.523,2031790.0
2022-05-19,99.506,101.372,97.198,97.313,2629066.0
2022-05-20,98.162,98.335,93.493,96.252,3296761.0
2022-05-21,98.162,98.335,93.493,96.252,3296761.0
2022-05-22,98.162,98.335,93.493,96.252,3296761.0
2022-05-23,97.11,97.684,94.828,95.306,1842928.0
2022-05-24,94.651,95.624,91.494,95.377,2605196.0
2022-05-25,94.775,97.517,94.528,96.562,2324920.0
2022-05-26,97.278,99.772,97.278,99.073,2086611.0
2022-05-27,99.86,101.381,99.406,100.576,1436471.0
2022-05-28,99.86,101.381,99.406,100.576,1436471.0
2022-05-29,99.86,101.381,99.406,100.576,1436471.0
2022-05-30,99.86,101.381,99.406,100.576,1436471.0
2022-05-31,99.931,101.956,99.144,101.39,3700278.0
2022-06-01,101.682,101.952,97.119,98.313,2685839.0
2022-06-02,97.941,99.338,97.163,99.33,1531828.0
2022-06-03,98.428,98.702,96.906,97.234,1392451.0
2022-06-04,98.428,98.702,96.906,97.234,1392451.0
2022-06-05,98.428,98.702,96.906,97.234,1392451.0
2022-06-06,97.941,98.251,96.491,96.942,1917962.0
2022-06-07,96.252,99.334,96.004,99.294,2546759.0
2022-06-08,98.046,99.034,96.636,96.861,1603453.0
2022-06-09,96.349,96.484,93.242,93.269,2101938.0
2022-06-10,91.787,92.793,90.89,90.925,2793405.0
2022-06-11,91.787,92.793,90.89,90.925,2793405.0
2022-06-12,91.787,92.793,90.89,90.925,2793405.0
2022-06-13,88.268,88.672,85.717,87.235,3667030.0
2022-06-14,87.325,88.276,85.946,86.66,2491028.0
2022-06-15,87.567,88.833,86.175,87.549,2598141.0
2022-06-16,85.574,85.96,83.957,84.963,3000156.0
2022-06-17,85.879,87.414,85.25,85.924,3631559.0
2022-06-18,85.879,87.414,85.25,85.924,3631559.0
2022-06-19,85.879,87.414,85.25,85.924,3631559.0
2022-06-20,85.879,87.414,85.25,85.924,3631559.0
2022-06-21,87.72,88.573,86.624,86.732,2221285.0
2022-06-22,85.43,87.749,85.152,86.157,2730519.0
2022-06-23,86.283,87.136,85.475,86.831,2372745.0
2022-06-24,87.926,90.262,87.54,89.453,4455167.0
2022-06-25,87.926,90.262,87.54,89.453,4455167.0
2022-06-26,87.926,90.262,87.54,89.453,4455167.0
2022-06-27,89.74,91.087,88.672,89.902,1783335.0
2022-06-28,91.078,92.021,89.022,89.121,1498200.0
2022-06-29,88.627,88.896,86.579,87.334,1866865.0
2022-06-30,85.304,86.588,83.688,85.232,3121398.0
2022-07-01,84.721,86.175,84.218,85.915,1709191.0
2022-07-02,84.721,86.175,84.218,85.915,1709191.0
2022-07-03,84.721,86.175,84.218,85.915,1709191.0
2022-07-04,84.721,86.175,84.218,85.915,1709191.0
2022-07-05,85.367,87.639,83.966,87.612,1908401.0
2022-07-06,87.747,88.42,86.211,86.579,1406126.0
2022-07-07,87.136,88.25,86.786,87.89,1378218.0
2022-07-08,87.998,88.192,86.364,87.72,1423554.0
2022-07-09,87.998,88.192,86.364,87.72,1423554.0
2022-07-10,87.998,88.192,86.364,87.72,1423554.0
2022-07-11,87.082,87.558,85.96,87.298,1032431.0
2022-07-12,87.28,89.022,87.082,87.639,1660506.0
2022-07-13,86.22,87.235,85.34,85.807,1821527.0
2022-07-14,84.415,85.206,83.562,84.406,1692124.0
2022-07-15,86.13,86.876,85.08,86.526,2034695.0
2022-07-16,86.13,86.876,85.08,86.526,2034695.0
2022-07-17,86.13,86.876,85.08,86.526,2034695.0
2022-07-18,87.379,88.743,87.37,88.573,1727476.0
2022-07-19,89.749,92.088,89.022,91.832,1990130.0
2022-07-20,91.437,93.669,91.177,92.892,2077778.0
2022-07-21,91.985,93.619,91.59,93.601,1552690.0
2022-07-22,94.302,94.625,92.739,93.098,1627877.0
2022-07-23,94.302,94.625,92.739,93.098,1627877.0
2022-07-24,94.302,94.625,92.739,93.098,1627877.0
2022-07-25,93.125,93.951,92.59,93.413,1172339.0
2022-07-26,92.488,93.188,91.644,92.111,1376440.0
2022-07-27,92.47,93.934,91.976,93.494,1275778.0
2022-07-28,94.212,96.582,94.084,96.493,1696252.0
2022-07-29,96.717,98.109,96.493,97.552,2460162.0
2022-07-30,96.717,98.109,96.493,97.552,2460162.0
2022-07-31,96.717,98.109,96.493,97.552,2460162.0
2022-08-01,96.915,98.055,96.151,97.543,1650076.0
2022-08-02,98.666,99.635,94.508,94.715,2593963.0
2022-08-03,95.792,97.31,95.711,96.017,2241768.0
2022-08-04,95.622,96.448,94.239,95.02,1416182.0
2022-08-05,94.454,95.738,94.167,95.631,1277742.0
2022-08-06,94.454,95.738,94.167,95.631,1277742.0
2022-08-07,94.454,95.738,94.167,95.631,1277742.0
2022-08-08,96.627,98.898,96.627,97.732,1646931.0
2022-08-09,97.606,97.772,96.169,96.987,1495670.0
2022-08-10,99.231,100.138,98.513,100.013,1581848.0
2022-08-11,101.261,103.093,101.198,102.428,1948731.0
2022-08-12,103.101,104.152,102.491,104.026,1491121.0
2022-08-13,103.101,104.152,102.491,104.026,1491121.0
2022-08-14,103.101,104.152,102.491,104.026,1491121.0
2022-08-15,103.47,103.82,101.557,101.692,1989081.0
2022-08-16,101.126,103.55,101.126,102.832,1567614.0
