,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity
2020-05-09,188.42,188.42,185.14,186.98,454768.0
2020-05-10,188.42,188.42,185.14,186.98,454768.0
2020-05-11,185.45,190.74,185.45,189.31,352225.0
2020-05-12,190.28,190.28,182.44,182.48,409155.0
2020-05-13,182.87,183.61,177.1,178.8,483516.0
2020-05-14,177.07,180.62,175.83,180.28,881416.0
2020-05-15,180.25,182.61,176.66,178.46,1183894.0
2020-05-16,180.25,182.61,176.66,178.46,1183894.0
2020-05-17,180.25,182.61,176.66,178.46,1183894.0
2020-05-18,182.06,189.24,182.06,188.24,656900.0
2020-05-19,188.24,188.24,183.84,183.99,497707.0
2020-05-20,185.77,187.23,183.64,185.26,435247.0
2020-05-21,185.18,188.63,184.08,185.26,400863.0
2020-05-22,186.24,188.17,185.06,186.68,351068.0
2020-05-23,186.24,188.17,185.06,186.68,351068.0
2020-05-24,186.24,188.17,185.06,186.68,351068.0
2020-05-25,186.24,188.17,185.06,186.68,351068.0
2020-05-26,190.99,194.155,189.99,193.08,587575.0
2020-05-27,195.77,199.14,193.52,198.89,598030.0
2020-05-28,200.42,201.38,197.012,197.96,452788.0
2020-05-29,197.62,200.4,195.85,199.85,1211865.0
2020-05-30,197.62,200.4,195.85,199.85,1211865.0
2020-05-31,197.62,200.4,195.85,199.85,1211865.0
2020-06-01,199.43,201.79,197.06,199.67,310140.0
2020-06-02,200.81,203.33,199.57,202.84,408415.0
2020-06-03,203.75,204.74,200.51,201.43,285337.0
2020-06-04,200.39,203.56,200.39,202.39,286763.0
2020-06-05,206.0,209.76,203.66,208.93,505450.0
2020-06-06,206.0,209.76,203.66,208.93,505450.0
2020-06-07,206.0,209.76,203.66,208.93,505450.0
2020-06-08,208.47,210.895,207.79,208.22,405961.0
2020-06-09,206.59,206.79,196.8,197.38,619528.0
2020-06-10,198.43,198.43,192.78,194.56,640296.0
2020-06-11,190.59,190.59,181.22,181.55,669189.0
2020-06-12,186.9,189.48,181.54,185.56,469001.0
2020-06-13,186.9,189.48,181.54,185.56,469001.0
2020-06-14,186.9,189.48,181.54,185.56,469001.0
2020-06-15,182.07,189.31,180.72,188.12,538009.0
2020-06-16,193.26,194.0,188.33,189.41,351658.0
2020-06-17,189.41,190.4,187.34,188.5,383547.0
2020-06-18,186.78,203.8,184.655,193.6,1198017.0
2020-06-19,194.19,195.0,187.8,190.37,1931319.0
2020-06-20,194.19,195.0,187.8,190.37,1931319.0
2020-06-21,194.19,195.0,187.8,190.37,1931319.0
2020-06-22,190.06,190.06,184.275,185.55,1121452.0
2020-06-23,187.23,187.75,185.05,185.57,1122226.0
2020-06-24,184.89,184.89,176.85,177.36,768603.0
2020-06-25,176.3,176.43,171.46,176.16,1103907.0
2020-06-26,176.16,176.81,171.38,174.76,2124912.0
2020-06-27,176.16,176.81,171.38,174.76,2124912.0
2020-06-28,176.16,176.81,171.38,174.76,2124912.0
2020-06-29,176.69,176.82,173.81,176.62,623074.0
2020-06-30,176.59,181.515,176.44,180.4,828660.0
2020-07-01,180.47,182.61,179.76,180.15,468488.0
2020-07-02,182.5,183.805,180.7,180.82,438123.0
2020-07-03,182.5,183.805,180.7,180.82,438123.0
2020-07-04,182.5,183.805,180.7,180.82,438123.0
2020-07-05,182.5,183.805,180.7,180.82,438123.0
2020-07-06,182.89,184.95,182.76,184.36,371252.0
2020-07-07,182.95,188.66,182.46,185.34,814697.0
2020-07-08,186.03,187.47,183.79,185.05,434027.0
2020-07-09,184.27,190.11,182.75,188.63,639730.0
2020-07-10,188.64,189.495,185.09,188.75,411212.0
2020-07-11,188.64,189.495,185.09,188.75,411212.0
2020-07-12,188.64,189.495,185.09,188.75,411212.0
2020-07-13,191.1,196.45,191.0,193.27,1000883.0
2020-07-14,192.87,198.27,192.62,198.07,468808.0
2020-07-15,211.51,239.74,209.67,220.8,1799338.0
2020-07-16,222.45,227.673,220.05,224.04,944383.0
2020-07-17,225.13,227.54,224.09,226.89,550170.0
2020-07-18,225.13,227.54,224.09,226.89,550170.0
2020-07-19,225.13,227.54,224.09,226.89,550170.0
2020-07-20,226.32,229.5,225.1,227.06,493328.0
2020-07-21,226.0,226.97,221.05,222.82,807354.0
2020-07-22,224.09,226.9,223.03,223.84,555980.0
2020-07-23,224.41,228.65,224.18,226.38,622558.0
2020-07-24,225.32,225.78,220.36,223.05,406597.0
2020-07-25,225.32,225.78,220.36,223.05,406597.0
2020-07-26,225.32,225.78,220.36,223.05,406597.0
2020-07-27,223.07,227.69,221.88,227.45,558997.0
2020-07-28,226.54,229.84,220.35,223.49,836064.0
2020-07-29,224.19,225.5,216.03,216.52,686110.0
2020-07-30,214.21,215.23,211.74,212.76,665929.0
2020-07-31,212.31,214.55,210.72,213.15,459078.0
2020-08-01,212.31,214.55,210.72,213.15,459078.0
2020-08-02,212.31,214.55,210.72,213.15,459078.0
2020-08-03,214.18,216.39,212.445,213.05,431655.0
2020-08-04,212.01,212.01,208.755,210.1,396028.0
2020-08-05,211.46,212.88,210.41,211.18,410981.0
2020-08-06,211.17,212.96,208.4,210.64,390199.0
2020-08-07,210.64,212.85,209.86,212.34,418027.0
2020-08-08,210.64,212.85,209.86,212.34,418027.0
2020-08-09,210.64,212.85,209.86,212.34,418027.0
2020-08-10,212.65,213.54,211.885,212.71,321290.0
2020-08-11,213.86,215.11,212.82,213.64,360620.0
2020-08-12,215.73,216.925,211.95,215.21,390922.0
2020-08-13,214.01,217.48,213.125,217.0,482794.0
2020-08-14,216.35,216.995,214.74,215.4,299267.0
2020-08-15,216.35,216.995,214.74,215.4,299267.0
2020-08-16,216.35,216.995,214.74,215.4,299267.0
2020-08-17,216.91,217.07,215.01,215.68,297365.0
2020-08-18,215.8,216.165,213.2,215.06,294450.0
2020-08-19,216.39,219.42,215.08,216.95,431170.0
2020-08-20,215.29,215.7,212.14,214.73,303230.0
2020-08-21,214.45,217.97,212.3,216.24,1083179.0
2020-08-22,214.45,217.97,212.3,216.24,1083179.0
2020-08-23,214.45,217.97,212.3,216.24,1083179.0
2020-08-24,217.73,219.89,214.04,215.02,742221.0
2020-08-25,215.17,219.09,214.65,216.14,478660.0
2020-08-26,215.95,216.53,214.96,216.09,415752.0
2020-08-27,216.09,217.42,213.95,215.76,321474.0
2020-08-28,216.18,217.6,214.395,217.43,294709.0
2020-08-29,216.18,217.6,214.395,217.43,294709.0
2020-08-30,216.18,217.6,214.395,217.43,294709.0
2020-08-31,217.82,217.82,215.53,216.26,363552.0
2020-09-01,216.36,216.9,211.63,212.02,399921.0
2020-09-02,213.24,217.9,210.31,217.07,383246.0
2020-09-03,218.0,218.48,207.29,208.99,441977.0
2020-09-04,209.67,210.46,203.63,206.07,466113.0
2020-09-05,209.67,210.46,203.63,206.07,466113.0
2020-09-06,209.67,210.46,203.63,206.07,466113.0
2020-09-07,209.67,210.46,203.63,206.07,466113.0
2020-09-08,203.05,207.0,201.47,204.37,627232.0
2020-09-09,205.92,208.02,205.62,206.24,315207.0
2020-09-10,207.65,208.225,203.45,204.03,424904.0
2020-09-11,205.04,206.74,202.99,203.93,366410.0
2020-09-12,205.04,206.74,202.99,203.93,366410.0
2020-09-13,205.04,206.74,202.99,203.93,366410.0
2020-09-14,206.01,206.99,204.33,205.28,394672.0
2020-09-15,206.52,209.145,205.25,205.61,496751.0
2020-09-16,206.96,208.095,206.29,206.59,495657.0
2020-09-17,204.94,208.05,202.93,203.8,366619.0
2020-09-18,202.37,203.997,195.29,195.47,790636.0
2020-09-19,202.37,203.997,195.29,195.47,790636.0
2020-09-20,202.37,203.997,195.29,195.47,790636.0
2020-09-21,193.08,194.44,189.12,194.36,350844.0
2020-09-22,193.05,194.63,192.17,194.23,312961.0
2020-09-23,194.51,195.75,190.38,190.6,241435.0
2020-09-24,190.07,190.94,187.31,189.64,264936.0
2020-09-25,189.15,191.99,188.22,191.06,317000.0
2020-09-26,189.15,191.99,188.22,191.06,317000.0
2020-09-27,189.15,191.99,188.22,191.06,317000.0
2020-09-28,193.41,195.15,192.305,193.29,236782.0
2020-09-29,193.07,195.115,191.62,193.39,266861.0
2020-09-30,194.19,198.05,194.19,195.68,370199.0
2020-10-01,197.25,198.68,194.07,195.68,438668.0
2020-10-02,193.49,197.58,192.54,195.89,284939.0
2020-10-03,193.49,197.58,192.54,195.89,284939.0
2020-10-04,193.49,197.58,192.54,195.89,284939.0
2020-10-05,197.96,200.955,197.062,198.65,259735.0
2020-10-06,199.17,200.18,195.81,196.68,229087.0
2020-10-07,196.46,201.23,196.46,200.09,367668.0
2020-10-08,201.65,202.29,199.2,201.19,242338.0
2020-10-09,201.89,203.2,200.69,202.8,262890.0
2020-10-10,201.89,203.2,200.69,202.8,262890.0
2020-10-11,201.89,203.2,200.69,202.8,262890.0
2020-10-12,204.01,204.963,201.79,202.13,313532.0
2020-10-13,205.35,217.44,203.71,216.45,884218.0
2020-10-14,215.44,218.195,212.16,212.19,505799.0
2020-10-15,210.06,214.61,209.14,213.7,283186.0
2020-10-16,215.04,215.04,210.88,211.1,320739.0
2020-10-17,215.04,215.04,210.88,211.1,320739.0
2020-10-18,215.04,215.04,210.88,211.1,320739.0
2020-10-19,211.31,212.14,208.81,209.87,297150.0
2020-10-20,211.44,214.489,209.99,213.08,361687.0
2020-10-21,214.46,218.16,214.0,214.9,436226.0
2020-10-22,215.6,222.64,215.59,221.98,366059.0
2020-10-23,222.41,223.565,218.9,221.95,372850.0
2020-10-24,222.41,223.565,218.9,221.95,372850.0
2020-10-25,222.41,223.565,218.9,221.95,372850.0
2020-10-26,219.94,221.215,216.76,220.31,424741.0
2020-10-27,225.0,229.915,216.38,223.96,901936.0
2020-10-28,220.8,229.08,220.145,224.77,485509.0
2020-10-29,224.5,227.78,220.13,225.58,628217.0
2020-10-30,224.79,226.415,219.125,222.82,506978.0
2020-10-31,224.79,226.415,219.125,222.82,506978.0
2020-11-01,224.79,226.415,219.125,222.82,506978.0
2020-11-02,225.12,228.4,220.72,222.22,586009.0
2020-11-03,225.31,227.105,216.88,217.13,580801.0
2020-11-04,218.45,220.66,212.85,213.07,655453.0
2020-11-05,216.32,220.64,213.41,217.7,433230.0
2020-11-06,219.2,225.3,217.669,222.48,413204.0
2020-11-07,219.2,225.3,217.669,222.48,413204.0
2020-11-08,219.2,225.3,217.669,222.48,413204.0
2020-11-09,229.96,232.95,224.475,230.44,721007.0
2020-11-10,230.0,230.25,222.99,225.31,523848.0
2020-11-11,226.0,228.59,221.13,223.14,463191.0
2020-11-12,223.41,229.64,223.41,226.57,351638.0
2020-11-13,227.55,233.0,227.19,232.65,469918.0
2020-11-14,227.55,233.0,227.19,232.65,469918.0
2020-11-15,227.55,233.0,227.19,232.65,469918.0
2020-11-16,232.99,234.76,230.58,231.84,488324.0
2020-11-17,230.29,233.07,229.505,231.19,276520.0
2020-11-18,230.69,231.95,224.35,224.69,247052.0
2020-11-19,223.47,228.105,222.525,226.35,264564.0
2020-11-20,226.23,229.77,223.93,225.4,910154.0
2020-11-21,226.23,229.77,223.93,225.4,910154.0
2020-11-22,226.23,229.77,223.93,225.4,910154.0
2020-11-23,225.56,229.295,224.88,228.49,461724.0
2020-11-24,231.13,235.46,229.42,232.25,450995.0
2020-11-25,231.09,232.81,224.74,226.74,419569.0
2020-11-26,231.09,232.81,224.74,226.74,419569.0
2020-11-27,227.34,228.91,225.89,228.27,142850.0
2020-11-28,227.34,228.91,225.89,228.27,142850.0
2020-11-29,227.34,228.91,225.89,228.27,142850.0
2020-11-30,227.28,232.05,225.82,232.01,562567.0
2020-12-01,234.94,236.035,231.46,234.19,655228.0
2020-12-02,232.76,235.93,231.915,235.12,232894.0
2020-12-03,234.71,237.47,230.05,232.59,263625.0
2020-12-04,233.77,238.0,233.24,237.74,377022.0
2020-12-05,233.77,238.0,233.24,237.74,377022.0
2020-12-06,233.77,238.0,233.24,237.74,377022.0
2020-12-07,237.34,238.0,235.025,236.49,227330.0
2020-12-08,235.44,239.31,235.44,239.23,259840.0
2020-12-09,238.75,239.53,236.94,239.13,258980.0
2020-12-10,238.76,242.23,238.74,241.56,288045.0
2020-12-11,240.54,242.7,238.63,240.33,263172.0
2020-12-12,240.54,242.7,238.63,240.33,263172.0
2020-12-13,240.54,242.7,238.63,240.33,263172.0
2020-12-14,242.81,247.52,240.591,240.75,619801.0
2020-12-15,241.28,244.67,240.596,244.27,269381.0
2020-12-16,246.4,247.88,241.7,242.45,351515.0
2020-12-17,246.11,252.66,245.74,250.74,715218.0
2020-12-18,250.99,252.67,249.05,250.38,687662.0
2020-12-19,250.99,252.67,249.05,250.38,687662.0
2020-12-20,250.99,252.67,249.05,250.38,687662.0
2020-12-21,247.86,248.75,242.77,247.39,364790.0
2020-12-22,248.21,249.17,245.47,246.29,350995.0
2020-12-23,246.92,248.2,245.77,246.31,144951.0
2020-12-24,247.52,248.535,246.34,247.09,48019.0
2020-12-25,247.52,248.535,246.34,247.09,48019.0
2020-12-26,247.52,248.535,246.34,247.09,48019.0
2020-12-27,247.52,248.535,246.34,247.09,48019.0
2020-12-28,249.54,249.85,245.78,247.04,196637.0
2020-12-29,247.89,249.2,245.87,245.87,140490.0
2020-12-30,246.54,248.27,245.06,245.56,235677.0
2020-12-31,244.71,247.66,243.03,247.42,310823.0
2021-01-01,244.71,247.66,243.03,247.42,310823.0
2021-01-02,244.71,247.66,243.03,247.42,310823.0
2021-01-03,244.71,247.66,243.03,247.42,310823.0
2021-01-04,247.39,252.14,244.77,250.15,365151.0
2021-01-05,250.0,256.67,248.36,255.43,333886.0
2021-01-06,254.22,263.225,253.95,262.47,483442.0
2021-01-07,258.54,263.89,257.745,260.79,351326.0
2021-01-08,261.42,267.285,260.39,261.82,368205.0
2021-01-09,261.42,267.285,260.39,261.82,368205.0
2021-01-10,261.42,267.285,260.39,261.82,368205.0
2021-01-11,261.51,267.695,261.37,266.05,357914.0
2021-01-12,265.45,269.4,263.95,266.51,396802.0
2021-01-13,268.21,268.25,263.47,264.8,317662.0
2021-01-14,265.36,267.02,262.05,262.9,276374.0
2021-01-15,262.38,269.2,261.18,268.33,378757.0
2021-01-16,262.38,269.2,261.18,268.33,378757.0
2021-01-17,262.38,269.2,261.18,268.33,378757.0
2021-01-18,262.38,269.2,261.18,268.33,378757.0
2021-01-19,271.04,273.955,269.95,271.82,366889.0
2021-01-20,271.11,272.97,269.77,271.13,241315.0
2021-01-21,272.27,272.84,267.065,271.26,316370.0
2021-01-22,270.33,274.59,268.78,273.62,360281.0
2021-01-23,270.33,274.59,268.78,273.62,360281.0
2021-01-24,270.33,274.59,268.78,273.62,360281.0
2021-01-25,274.23,276.76,271.62,273.35,244953.0
2021-01-26,273.42,273.42,265.34,270.53,308730.0
2021-01-27,267.84,270.29,263.37,265.96,509474.0
2021-01-28,268.56,271.99,264.76,266.56,426178.0
2021-01-29,266.44,267.12,262.67,264.67,328866.0
2021-01-30,266.44,267.12,262.67,264.67,328866.0
2021-01-31,266.44,267.12,262.67,264.67,328866.0
2021-02-01,266.55,270.06,266.35,268.81,534194.0
2021-02-02,284.2,299.06,281.47,291.31,1028277.0
2021-02-03,289.66,291.15,280.03,281.27,609171.0
2021-02-04,281.05,287.9,280.55,286.45,549297.0
2021-02-05,286.31,287.65,282.42,283.48,372421.0
2021-02-06,286.31,287.65,282.42,283.48,372421.0
2021-02-07,286.31,287.65,282.42,283.48,372421.0
2021-02-08,284.49,285.31,280.86,284.5,337177.0
2021-02-09,283.83,284.28,281.37,282.71,276619.0
2021-02-10,286.01,289.47,283.33,284.02,269137.0
2021-02-11,284.49,285.42,281.62,282.83,300867.0
2021-02-12,281.28,285.8,281.28,283.95,346507.0
2021-02-13,281.28,285.8,281.28,283.95,346507.0
2021-02-14,281.28,285.8,281.28,283.95,346507.0
2021-02-15,281.28,285.8,281.28,283.95,346507.0
2021-02-16,285.21,285.61,280.88,282.51,269768.0
2021-02-17,280.72,283.71,279.72,282.58,293729.0
2021-02-18,279.94,283.63,279.405,280.8,227040.0
2021-02-19,281.55,283.33,280.71,281.72,417647.0
2021-02-20,281.55,283.33,280.71,281.72,417647.0
2021-02-21,281.55,283.33,280.71,281.72,417647.0
2021-02-22,280.6,282.409,276.71,279.81,277089.0
2021-02-23,280.38,281.41,274.14,278.88,281040.0
2021-02-24,279.89,282.57,278.22,279.9,208454.0
2021-02-25,280.51,283.0,276.7,278.23,325247.0
2021-02-26,278.03,279.5,272.13,273.88,493537.0
2021-02-27,278.03,279.5,272.13,273.88,493537.0
2021-02-28,278.03,279.5,272.13,273.88,493537.0
2021-03-01,275.83,279.98,275.83,277.04,287153.0
2021-03-02,276.16,277.68,272.7,274.03,290581.0
2021-03-03,273.22,273.27,265.6,265.78,343657.0
2021-03-04,264.82,268.25,259.5,261.63,409541.0
2021-03-05,262.46,267.135,258.91,266.44,338824.0
2021-03-06,262.46,267.135,258.91,266.44,338824.0
2021-03-07,262.46,267.135,258.91,266.44,338824.0
2021-03-08,266.88,271.03,263.97,264.67,266644.0
2021-03-09,266.4,275.525,264.67,272.68,422252.0
2021-03-10,274.96,277.59,272.34,272.45,380571.0
2021-03-11,274.11,275.7,271.74,273.08,351776.0
2021-03-12,272.03,272.03,267.45,268.83,348550.0
2021-03-13,272.03,272.03,267.45,268.83,348550.0
2021-03-14,272.03,272.03,267.45,268.83,348550.0
2021-03-15,267.34,272.63,266.23,272.63,298438.0
2021-03-16,274.43,276.57,268.75,269.77,231519.0
2021-03-17,269.65,270.2,267.42,268.13,237883.0
2021-03-18,268.02,269.97,265.91,268.76,300854.0
2021-03-19,267.67,270.23,265.26,268.7,696240.0
2021-03-20,267.67,270.23,265.26,268.7,696240.0
2021-03-21,267.67,270.23,265.26,268.7,696240.0
2021-03-22,268.73,272.39,264.88,271.63,394456.0
2021-03-23,270.99,272.2,268.04,270.69,347077.0
2021-03-24,271.17,274.19,267.6,269.05,282010.0
2021-03-25,270.11,273.04,267.49,273.0,474776.0
2021-03-26,274.5,281.52,271.28,281.22,346006.0
2021-03-27,274.5,281.52,271.28,281.22,346006.0
2021-03-28,274.5,281.52,271.28,281.22,346006.0
2021-03-29,278.92,284.8,278.29,284.02,324144.0
2021-03-30,284.14,285.43,281.358,282.51,377386.0
2021-03-31,282.97,287.65,281.3,284.17,480518.0
2021-04-01,284.56,285.47,279.69,284.72,269453.0
2021-04-02,284.56,285.47,279.69,284.72,269453.0
2021-04-03,284.56,285.47,279.69,284.72,269453.0
2021-04-04,284.56,285.47,279.69,284.72,269453.0
2021-04-05,288.33,296.29,286.34,295.65,521229.0
2021-04-06,294.98,304.49,294.83,302.23,612385.0
2021-04-07,299.8,301.06,294.165,296.35,697517.0
2021-04-08,297.51,305.15,297.28,304.13,490095.0
2021-04-09,305.45,307.25,301.47,307.14,464488.0
2021-04-10,305.45,307.25,301.47,307.14,464488.0
2021-04-11,305.45,307.25,301.47,307.14,464488.0
2021-04-12,307.14,309.65,306.24,307.04,298417.0
2021-04-13,307.2,308.275,305.12,307.91,368399.0
2021-04-14,307.87,307.87,296.175,296.67,614140.0
2021-04-15,298.47,303.27,297.805,299.65,421413.0
2021-04-16,299.78,301.18,297.2,299.9,344880.0
2021-04-17,299.78,301.18,297.2,299.9,344880.0
2021-04-18,299.78,301.18,297.2,299.9,344880.0
2021-04-19,300.83,300.83,296.23,298.81,308453.0
2021-04-20,298.58,300.47,295.7,296.27,305819.0
2021-04-21,295.97,301.23,295.97,301.22,314482.0
2021-04-22,301.93,306.37,300.94,304.64,341483.0
2021-04-23,303.86,308.0,302.03,306.5,210561.0
2021-04-24,303.86,308.0,302.03,306.5,210561.0
2021-04-25,303.86,308.0,302.03,306.5,210561.0
2021-04-26,307.34,308.59,304.13,304.35,217494.0
2021-04-27,304.35,304.94,302.4,304.27,344239.0
2021-04-28,304.12,304.64,299.79,300.44,242388.0
2021-04-29,300.46,302.66,297.86,302.11,237171.0
2021-04-30,301.58,303.29,298.94,299.87,407768.0
2021-05-01,301.58,303.29,298.94,299.87,407768.0
2021-05-02,301.58,303.29,298.94,299.87,407768.0
2021-05-03,302.26,303.51,298.455,301.67,609812.0
2021-05-04,300.49,300.96,296.401,299.75,368161.0
2021-05-05,304.18,311.98,301.95,308.46,545626.0
2021-05-06,310.0,311.91,303.95,309.01,328229.0
2021-05-07,310.0,315.75,309.78,314.65,354281.0
2021-05-08,310.0,315.75,309.78,314.65,354281.0
2021-05-09,310.0,315.75,309.78,314.65,354281.0
2021-05-10,315.9,320.385,315.5,317.63,384744.0
2021-05-11,315.56,317.235,311.92,315.89,315155.0
2021-05-12,314.41,314.93,303.09,303.64,479649.0
2021-05-13,306.41,317.54,305.32,315.48,416822.0
2021-05-14,315.36,317.88,312.06,312.24,394142.0
2021-05-15,315.36,317.88,312.06,312.24,394142.0
2021-05-16,315.36,317.88,312.06,312.24,394142.0
2021-05-17,311.33,311.43,308.63,308.94,247172.0
2021-05-18,309.66,310.96,304.93,305.07,345527.0
2021-05-19,303.39,306.84,301.59,306.45,302785.0
2021-05-20,306.98,312.0,305.95,311.46,256982.0
2021-05-21,312.18,316.018,311.46,312.22,718408.0
2021-05-22,312.18,316.018,311.46,312.22,718408.0
2021-05-23,312.18,316.018,311.46,312.22,718408.0
2021-05-24,314.52,319.395,313.48,317.2,343949.0
2021-05-25,317.6,322.08,317.57,321.14,296840.0
2021-05-26,319.75,324.52,318.59,319.74,436859.0
2021-05-27,319.99,326.59,318.42,323.74,782286.0
2021-05-28,324.47,326.85,321.81,322.25,376843.0
2021-05-29,324.47,326.85,321.81,322.25,376843.0
2021-05-30,324.47,326.85,321.81,322.25,376843.0
2021-05-31,324.47,326.85,321.81,322.25,376843.0
2021-06-01,323.03,323.815,315.83,318.5,343976.0
2021-06-02,318.6,320.69,316.73,317.21,300538.0
2021-06-03,315.42,316.86,311.37,316.28,384964.0
2021-06-04,318.97,320.28,316.75,319.26,279363.0
2021-06-05,318.97,320.28,316.75,319.26,279363.0
2021-06-06,318.97,320.28,316.75,319.26,279363.0
2021-06-07,319.9,322.28,317.94,318.71,216120.0
2021-06-08,320.37,324.36,319.37,323.09,229279.0
2021-06-09,323.03,328.81,322.79,328.0,274060.0
2021-06-10,328.23,334.49,328.03,333.77,302498.0
2021-06-11,332.86,336.66,331.64,336.58,338614.0
2021-06-12,332.86,336.66,331.64,336.58,338614.0
2021-06-13,332.86,336.66,331.64,336.58,338614.0
2021-06-14,337.48,337.48,333.09,336.18,564986.0
2021-06-15,338.01,342.39,337.02,341.8,405441.0
2021-06-16,342.11,344.87,341.0,343.07,378630.0
2021-06-17,342.53,348.095,341.08,346.56,653367.0
2021-06-18,345.04,347.73,342.7,342.71,1583808.0
2021-06-19,345.04,347.73,342.7,342.71,1583808.0
2021-06-20,345.04,347.73,342.7,342.71,1583808.0
2021-06-21,344.01,345.9,341.09,342.44,484459.0
2021-06-22,342.63,345.785,341.22,345.62,336878.0
2021-06-23,346.19,349.07,343.74,346.95,347873.0
2021-06-24,348.08,348.19,344.5,344.58,504107.0
2021-06-25,344.57,346.395,336.54,337.78,1701135.0
2021-06-26,344.57,346.395,336.54,337.78,1701135.0
2021-06-27,344.57,346.395,336.54,337.78,1701135.0
2021-06-28,338.35,344.23,337.021,343.96,297339.0
2021-06-29,342.15,345.55,340.18,345.15,356606.0
2021-06-30,345.03,345.95,340.65,345.61,392016.0
2021-07-01,346.0,351.99,343.15,351.18,367485.0
2021-07-02,351.36,356.14,350.18,355.49,308535.0
2021-07-03,351.36,356.14,350.18,355.49,308535.0
2021-07-04,351.36,356.14,350.18,355.49,308535.0
2021-07-05,351.36,356.14,350.18,355.49,308535.0
2021-07-06,360.0,361.78,356.56,359.07,490385.0
2021-07-07,360.3,365.93,359.64,365.4,383740.0
2021-07-08,360.5,366.05,358.56,365.68,401517.0
2021-07-09,365.07,369.46,365.07,369.4,266121.0
2021-07-10,365.07,369.46,365.07,369.4,266121.0
2021-07-11,365.07,369.46,365.07,369.4,266121.0
2021-07-12,369.99,371.67,367.785,369.67,245730.0
2021-07-13,370.92,371.59,367.72,368.44,279831.0
2021-07-14,369.75,372.25,369.51,371.64,299068.0
2021-07-15,369.75,373.53,368.61,372.26,416441.0
2021-07-16,372.5,373.31,369.54,370.69,287605.0
2021-07-17,372.5,373.31,369.54,370.69,287605.0
2021-07-18,372.5,373.31,369.54,370.69,287605.0
2021-07-19,369.02,369.02,361.95,362.99,626690.0
2021-07-20,364.12,373.04,362.1,372.12,416592.0
2021-07-21,371.91,373.63,364.8,370.67,310226.0
2021-07-22,372.6,378.13,371.765,377.17,284831.0
2021-07-23,379.0,384.8,377.243,384.7,200983.0
2021-07-24,379.0,384.8,377.243,384.7,200983.0
2021-07-25,379.0,384.8,377.243,384.7,200983.0
2021-07-26,383.01,383.9,378.28,382.31,241071.0
2021-07-27,382.57,384.65,377.84,378.52,335500.0
2021-07-28,378.52,387.93,377.98,386.22,375138.0
2021-07-29,387.21,394.02,385.96,391.02,305277.0
2021-07-30,391.43,392.32,388.34,389.81,421961.0
2021-07-31,391.43,392.32,388.34,389.81,421961.0
2021-08-01,391.43,392.32,388.34,389.81,421961.0
2021-08-02,390.88,393.12,382.9,388.85,490104.0
2021-08-03,385.93,392.39,373.21,391.75,631437.0
2021-08-04,394.0,399.35,391.13,394.25,351335.0
2021-08-05,395.8,398.74,392.46,397.34,306038.0
2021-08-06,395.84,398.0,393.335,395.47,251793.0
2021-08-07,395.84,398.0,393.335,395.47,251793.0
2021-08-08,395.84,398.0,393.335,395.47,251793.0
2021-08-09,396.49,396.49,391.59,393.62,223629.0
2021-08-10,395.26,399.77,392.5,394.88,163354.0
2021-08-11,395.08,398.923,393.18,397.78,210110.0
2021-08-12,397.51,401.83,395.72,401.33,166344.0
2021-08-13,402.03,405.33,402.03,405.27,189339.0
2021-08-14,402.03,405.33,402.03,405.27,189339.0
2021-08-15,402.03,405.33,402.03,405.27,189339.0
2021-08-16,405.32,411.24,404.665,408.13,308670.0
2021-08-17,407.31,409.416,403.18,406.12,187880.0
2021-08-18,405.98,408.24,400.15,400.74,203582.0
2021-08-19,397.1,408.47,395.67,404.86,198699.0
2021-08-20,404.86,411.35,400.755,402.25,285458.0
2021-08-21,404.86,411.35,400.755,402.25,285458.0
2021-08-22,404.86,411.35,400.755,402.25,285458.0
2021-08-23,404.04,406.45,401.51,402.78,243866.0
2021-08-24,402.7,404.82,400.49,402.27,165738.0
2021-08-25,401.39,407.56,400.56,407.1,189282.0
2021-08-26,405.64,409.17,402.57,407.35,256104.0
2021-08-27,408.14,412.1,406.86,407.35,136404.0
2021-08-28,408.14,412.1,406.86,407.35,136404.0
2021-08-29,408.14,412.1,406.86,407.35,136404.0
2021-08-30,407.63,414.57,407.63,413.06,210958.0
2021-08-31,414.58,415.92,409.46,414.02,542401.0
2021-09-01,412.79,418.16,410.855,416.12,288820.0
2021-09-02,419.0,422.855,418.74,421.25,271673.0
2021-09-03,420.38,424.69,418.875,423.4,213074.0
2021-09-04,420.38,424.69,418.875,423.4,213074.0
2021-09-05,420.38,424.69,418.875,423.4,213074.0
2021-09-06,420.38,424.69,418.875,423.4,213074.0
2021-09-07,423.13,423.56,413.76,422.98,303240.0
2021-09-08,421.7,428.22,419.866,424.7,259780.0
2021-09-09,425.65,426.964,421.375,422.02,229521.0
2021-09-10,423.95,425.34,419.615,420.18,289176.0
2021-09-11,423.95,425.34,419.615,420.18,289176.0
2021-09-12,423.95,425.34,419.615,420.18,289176.0
2021-09-13,423.05,423.05,400.51,403.21,411013.0
2021-09-14,405.83,412.02,404.06,409.49,300643.0
2021-09-15,409.37,413.03,407.46,409.84,322108.0
2021-09-16,410.05,411.8,396.47,399.73,539692.0
2021-09-17,399.97,403.15,394.37,396.58,715106.0
