,JAZZ US Equity,JAZZ US Equity,JAZZ US Equity,JAZZ US Equity,JAZZ US Equity
2020-05-08,110.56,113.92,110.19,110.44,373535.0
2020-05-09,110.56,113.92,110.19,110.44,373535.0
2020-05-10,110.56,113.92,110.19,110.44,373535.0
2020-05-11,110.26,114.92,109.85,114.32,527315.0
2020-05-12,115.94,116.59,113.299,113.9,484988.0
2020-05-13,113.03,114.86,110.28,112.02,530878.0
2020-05-14,110.6,111.72,107.0,108.8,477657.0
2020-05-15,108.61,111.51,107.97,111.16,283986.0
2020-05-16,108.61,111.51,107.97,111.16,283986.0
2020-05-17,108.61,111.51,107.97,111.16,283986.0
2020-05-18,113.43,116.78,113.09,115.72,360383.0
2020-05-19,114.64,115.865,113.02,113.02,288051.0
2020-05-20,114.78,114.99,113.31,114.42,320296.0
2020-05-21,114.4,114.4,110.6,110.85,580112.0
2020-05-22,110.99,110.99,109.12,109.59,426070.0
2020-05-23,110.99,110.99,109.12,109.59,426070.0
2020-05-24,110.99,110.99,109.12,109.59,426070.0
2020-05-25,110.99,110.99,109.12,109.59,426070.0
2020-05-26,109.94,111.88,108.54,109.32,578973.0
2020-05-27,110.66,113.98,108.74,113.38,518922.0
2020-05-28,118.49,120.4,116.51,118.79,610786.0
2020-05-29,117.7,120.23,117.0,119.32,1032678.0
2020-05-30,117.7,120.23,117.0,119.32,1032678.0
2020-05-31,117.7,120.23,117.0,119.32,1032678.0
2020-06-01,119.42,121.08,118.78,119.37,347496.0
2020-06-02,119.9,120.38,116.47,117.87,325232.0
2020-06-03,118.19,119.99,117.995,118.74,252628.0
2020-06-04,118.74,122.295,117.58,121.88,572848.0
2020-06-05,124.0,125.0,120.52,120.65,499551.0
2020-06-06,124.0,125.0,120.52,120.65,499551.0
2020-06-07,124.0,125.0,120.52,120.65,499551.0
2020-06-08,118.88,119.84,110.99,111.29,2702346.0
2020-06-09,109.0,113.94,108.09,113.05,2826395.0
2020-06-10,113.9,114.04,109.81,112.56,1183670.0
2020-06-11,110.4,110.4,105.26,105.71,1019213.0
2020-06-12,108.69,109.72,102.68,104.68,1090629.0
2020-06-13,108.69,109.72,102.68,104.68,1090629.0
2020-06-14,108.69,109.72,102.68,104.68,1090629.0
2020-06-15,102.91,111.345,101.81,110.5,1707373.0
2020-06-16,114.5,115.0,111.0,111.58,1045923.0
2020-06-17,112.45,113.02,109.04,110.49,666784.0
2020-06-18,109.54,111.47,109.28,110.83,508904.0
2020-06-19,112.51,114.1,110.44,113.97,998138.0
2020-06-20,112.51,114.1,110.44,113.97,998138.0
2020-06-21,112.51,114.1,110.44,113.97,998138.0
2020-06-22,113.87,114.29,111.41,112.83,961129.0
2020-06-23,114.44,114.825,113.05,114.05,580267.0
2020-06-24,113.13,114.58,108.92,109.03,614087.0
2020-06-25,108.04,110.1,106.81,110.09,484035.0
2020-06-26,109.83,109.88,107.15,107.94,1851611.0
2020-06-27,109.83,109.88,107.15,107.94,1851611.0
2020-06-28,109.83,109.88,107.15,107.94,1851611.0
2020-06-29,108.93,109.94,107.75,109.58,515520.0
2020-06-30,109.76,110.47,107.545,110.34,685902.0
2020-07-01,110.71,112.04,109.59,109.61,511062.0
2020-07-02,110.01,111.7,109.52,109.75,440305.0
2020-07-03,110.01,111.7,109.52,109.75,440305.0
2020-07-04,110.01,111.7,109.52,109.75,440305.0
2020-07-05,110.01,111.7,109.52,109.75,440305.0
2020-07-06,110.55,112.155,109.86,111.2,435074.0
2020-07-07,110.75,111.48,108.38,108.78,472817.0
2020-07-08,109.4,109.586,106.6,107.54,440002.0
2020-07-09,107.61,108.63,103.455,105.46,747230.0
2020-07-10,105.81,106.96,105.07,106.6,394077.0
2020-07-11,105.81,106.96,105.07,106.6,394077.0
2020-07-12,105.81,106.96,105.07,106.6,394077.0
2020-07-13,107.46,108.18,105.08,105.55,518714.0
2020-07-14,106.11,107.41,105.09,107.31,553754.0
2020-07-15,108.28,110.195,108.28,109.46,530111.0
2020-07-16,109.08,109.55,107.56,108.56,256978.0
2020-07-17,108.96,109.825,108.04,108.04,406183.0
2020-07-18,108.96,109.825,108.04,108.04,406183.0
2020-07-19,108.96,109.825,108.04,108.04,406183.0
2020-07-20,108.5,109.14,107.03,108.01,403877.0
2020-07-21,108.04,108.66,105.12,105.52,554275.0
2020-07-22,107.0,111.54,106.52,110.26,806694.0
2020-07-23,112.88,114.98,111.29,113.01,727187.0
2020-07-24,112.99,113.44,111.35,112.89,629932.0
2020-07-25,112.99,113.44,111.35,112.89,629932.0
2020-07-26,112.99,113.44,111.35,112.89,629932.0
2020-07-27,113.3,114.77,111.95,113.55,399326.0
2020-07-28,113.8,115.29,113.19,113.95,490096.0
2020-07-29,114.01,115.58,113.02,114.88,430432.0
2020-07-30,113.96,114.69,112.71,113.77,501454.0
2020-07-31,113.77,114.3,107.59,108.25,900755.0
2020-08-01,113.77,114.3,107.59,108.25,900755.0
2020-08-02,113.77,114.3,107.59,108.25,900755.0
2020-08-03,108.64,112.29,108.46,111.93,424941.0
2020-08-04,112.0,112.45,109.53,110.48,676407.0
2020-08-05,116.03,123.315,115.11,122.24,1120035.0
2020-08-06,125.0,127.46,123.795,127.07,1201004.0
2020-08-07,125.87,127.17,125.03,126.08,764099.0
2020-08-08,125.87,127.17,125.03,126.08,764099.0
2020-08-09,125.87,127.17,125.03,126.08,764099.0
2020-08-10,126.19,127.45,125.175,126.35,523041.0
2020-08-11,127.11,127.12,122.28,122.67,417550.0
2020-08-12,123.8,124.22,119.74,120.14,973371.0
2020-08-13,120.11,123.61,119.78,123.12,647038.0
2020-08-14,122.46,124.66,119.077,124.26,490742.0
2020-08-15,122.46,124.66,119.077,124.26,490742.0
2020-08-16,122.46,124.66,119.077,124.26,490742.0
2020-08-17,124.64,125.305,123.9,124.19,301065.0
2020-08-18,124.33,124.33,122.17,122.7,365453.0
2020-08-19,122.35,125.05,122.2,124.26,401964.0
2020-08-20,123.0,125.46,122.82,124.61,361270.0
2020-08-21,124.65,124.65,122.98,123.72,361563.0
2020-08-22,124.65,124.65,122.98,123.72,361563.0
2020-08-23,124.65,124.65,122.98,123.72,361563.0
2020-08-24,124.13,124.13,122.57,123.41,367365.0
2020-08-25,124.02,124.02,122.27,123.53,408406.0
2020-08-26,123.13,125.32,122.48,124.77,412741.0
2020-08-27,125.21,130.53,123.5,130.06,759567.0
2020-08-28,129.82,133.83,129.8,133.78,881531.0
2020-08-29,129.82,133.83,129.8,133.78,881531.0
2020-08-30,129.82,133.83,129.8,133.78,881531.0
2020-08-31,133.23,135.73,132.12,134.39,654892.0
2020-09-01,134.9,135.55,133.09,135.45,787444.0
2020-09-02,135.78,136.425,134.85,136.15,591134.0
2020-09-03,136.26,136.975,133.26,134.36,783989.0
2020-09-04,134.72,134.72,130.27,131.7,663324.0
2020-09-05,134.72,134.72,130.27,131.7,663324.0
2020-09-06,134.72,134.72,130.27,131.7,663324.0
2020-09-07,134.72,134.72,130.27,131.7,663324.0
2020-09-08,136.99,140.0,134.02,138.27,1853318.0
2020-09-09,138.53,143.0,138.082,140.93,1175250.0
2020-09-10,141.76,141.87,139.075,139.1,1057694.0
2020-09-11,139.85,140.97,135.17,136.8,1000519.0
2020-09-12,139.85,140.97,135.17,136.8,1000519.0
2020-09-13,139.85,140.97,135.17,136.8,1000519.0
2020-09-14,135.56,140.85,134.875,140.41,810994.0
2020-09-15,141.07,142.49,139.61,141.5,799087.0
2020-09-16,141.99,144.93,141.45,144.13,875807.0
2020-09-17,142.91,143.65,140.02,140.15,723993.0
2020-09-18,141.13,143.6,140.49,141.9,8444241.0
2020-09-19,141.13,143.6,140.49,141.9,8444241.0
2020-09-20,141.13,143.6,140.49,141.9,8444241.0
2020-09-21,139.0,139.52,136.39,138.98,722965.0
2020-09-22,139.4,139.62,134.96,139.21,778406.0
2020-09-23,138.57,140.195,136.0,138.07,758708.0
2020-09-24,137.78,138.63,135.33,138.05,544542.0
2020-09-25,137.89,140.17,136.4,139.58,454956.0
2020-09-26,137.89,140.17,136.4,139.58,454956.0
2020-09-27,137.89,140.17,136.4,139.58,454956.0
2020-09-28,140.95,141.82,139.99,141.49,474543.0
2020-09-29,141.25,141.25,138.705,139.74,448436.0
2020-09-30,140.67,143.86,139.57,142.59,622232.0
2020-10-01,141.94,145.87,141.27,144.13,511174.0
2020-10-02,142.47,144.77,141.16,143.5,456840.0
2020-10-03,142.47,144.77,141.16,143.5,456840.0
2020-10-04,142.47,144.77,141.16,143.5,456840.0
2020-10-05,145.0,145.0,143.31,144.5,534303.0
2020-10-06,144.74,144.74,140.28,140.79,643341.0
2020-10-07,142.25,144.19,141.112,143.32,450256.0
2020-10-08,147.86,154.875,147.86,154.82,1569429.0
2020-10-09,154.23,155.73,153.06,155.41,856051.0
2020-10-10,154.23,155.73,153.06,155.41,856051.0
2020-10-11,154.23,155.73,153.06,155.41,856051.0
2020-10-12,155.5,156.265,151.95,154.68,488055.0
2020-10-13,153.9,154.71,150.73,152.09,527771.0
2020-10-14,151.77,153.67,151.77,152.2,285685.0
2020-10-15,150.99,151.62,148.3,150.42,327976.0
2020-10-16,150.41,151.94,149.83,149.97,327057.0
2020-10-17,150.41,151.94,149.83,149.97,327057.0
2020-10-18,150.41,151.94,149.83,149.97,327057.0
2020-10-19,150.98,150.98,147.35,147.72,480926.0
2020-10-20,148.69,150.41,147.91,148.42,461151.0
2020-10-21,147.64,148.95,145.19,145.39,476119.0
2020-10-22,148.26,151.46,146.03,151.18,545225.0
2020-10-23,152.51,152.51,149.82,150.26,298765.0
2020-10-24,152.51,152.51,149.82,150.26,298765.0
2020-10-25,152.51,152.51,149.82,150.26,298765.0
2020-10-26,150.04,151.4,147.94,148.93,351613.0
2020-10-27,148.29,150.32,147.287,149.56,344883.0
2020-10-28,147.59,149.095,144.74,145.62,441735.0
2020-10-29,144.85,148.0,143.34,145.63,373791.0
2020-10-30,145.5,146.38,143.03,144.1,563220.0
2020-10-31,145.5,146.38,143.03,144.1,563220.0
2020-11-01,145.5,146.38,143.03,144.1,563220.0
2020-11-02,145.13,147.6,144.46,147.25,649217.0
2020-11-03,154.0,156.0,146.4,148.65,1118110.0
2020-11-04,147.44,158.98,147.44,157.33,1394570.0
2020-11-05,156.62,157.665,151.9,152.5,442337.0
2020-11-06,151.93,152.75,148.23,148.71,335317.0
2020-11-07,151.93,152.75,148.23,148.71,335317.0
2020-11-08,151.93,152.75,148.23,148.71,335317.0
2020-11-09,150.67,152.68,145.95,146.18,480464.0
2020-11-10,147.57,151.47,145.108,150.62,531235.0
2020-11-11,151.24,152.76,146.84,147.55,584963.0
2020-11-12,147.64,147.92,143.89,145.4,685142.0
2020-11-13,145.09,148.5,145.09,147.11,419658.0
2020-11-14,145.09,148.5,145.09,147.11,419658.0
2020-11-15,145.09,148.5,145.09,147.11,419658.0
2020-11-16,147.09,147.82,144.72,146.06,569699.0
2020-11-17,145.23,146.865,142.86,146.28,445385.0
2020-11-18,146.05,147.93,143.56,143.87,428510.0
2020-11-19,143.8,145.21,142.93,143.66,388270.0
2020-11-20,143.37,144.88,142.15,143.1,763282.0
2020-11-21,143.37,144.88,142.15,143.1,763282.0
2020-11-22,143.37,144.88,142.15,143.1,763282.0
2020-11-23,143.4,145.15,142.77,144.31,397779.0
2020-11-24,144.31,145.43,142.49,142.83,406739.0
2020-11-25,142.38,144.0,141.025,141.83,361355.0
2020-11-26,142.38,144.0,141.025,141.83,361355.0
2020-11-27,141.32,143.5,140.7,143.28,173352.0
2020-11-28,141.32,143.5,140.7,143.28,173352.0
2020-11-29,141.32,143.5,140.7,143.28,173352.0
2020-11-30,143.87,144.32,140.0,140.71,850766.0
2020-12-01,140.58,143.87,140.21,143.13,553300.0
2020-12-02,142.72,145.56,142.54,144.55,382013.0
2020-12-03,144.03,151.39,141.768,151.0,995968.0
2020-12-04,149.67,153.43,148.63,150.71,492809.0
2020-12-05,149.67,153.43,148.63,150.71,492809.0
2020-12-06,149.67,153.43,148.63,150.71,492809.0
2020-12-07,149.58,151.49,148.08,148.44,378372.0
2020-12-08,148.0,149.875,147.27,148.88,387892.0
2020-12-09,149.57,149.715,145.0,146.05,502720.0
2020-12-10,145.22,148.75,145.22,146.71,436664.0
2020-12-11,147.28,149.0,144.62,145.55,481711.0
2020-12-12,147.28,149.0,144.62,145.55,481711.0
2020-12-13,147.28,149.0,144.62,145.55,481711.0
2020-12-14,145.83,150.71,145.83,149.23,567558.0
2020-12-15,149.22,153.48,148.1,152.58,461100.0
2020-12-16,154.87,154.87,150.44,151.75,420276.0
2020-12-17,152.1,152.91,148.4,148.91,524466.0
2020-12-18,149.88,150.79,146.92,150.6,1142520.0
2020-12-19,149.88,150.79,146.92,150.6,1142520.0
2020-12-20,149.88,150.79,146.92,150.6,1142520.0
2020-12-21,148.15,151.58,147.6,150.13,258583.0
2020-12-22,150.2,152.02,149.49,151.51,306637.0
2020-12-23,152.39,156.28,151.66,156.02,410430.0
2020-12-24,156.66,158.095,154.877,157.28,197332.0
2020-12-25,156.66,158.095,154.877,157.28,197332.0
2020-12-26,156.66,158.095,154.877,157.28,197332.0
2020-12-27,156.66,158.095,154.877,157.28,197332.0
2020-12-28,157.0,162.585,156.04,159.64,679489.0
2020-12-29,160.17,161.34,157.54,160.28,339228.0
2020-12-30,159.5,164.8,158.485,164.56,491122.0
2020-12-31,164.63,166.0,162.42,165.05,327009.0
2021-01-01,164.63,166.0,162.42,165.05,327009.0
2021-01-02,164.63,166.0,162.42,165.05,327009.0
2021-01-03,164.63,166.0,162.42,165.05,327009.0
2021-01-04,162.01,164.74,159.08,160.4,898514.0
2021-01-05,160.545,163.5,159.375,162.34,656150.0
2021-01-06,162.37,164.29,161.5,163.98,660333.0
2021-01-07,164.57,166.98,162.43,162.93,730126.0
2021-01-08,163.54,164.705,159.645,161.4,720690.0
2021-01-09,163.54,164.705,159.645,161.4,720690.0
2021-01-10,163.54,164.705,159.645,161.4,720690.0
2021-01-11,161.19,164.31,160.53,161.9,417102.0
2021-01-12,162.06,164.71,160.25,161.43,456695.0
2021-01-13,161.99,165.72,161.03,162.99,502887.0
2021-01-14,163.15,167.31,162.82,165.81,473118.0
2021-01-15,166.09,168.12,165.0,167.71,677230.0
2021-01-16,166.09,168.12,165.0,167.71,677230.0
2021-01-17,166.09,168.12,165.0,167.71,677230.0
2021-01-18,166.09,168.12,165.0,167.71,677230.0
2021-01-19,167.46,168.218,164.74,167.0,407801.0
2021-01-20,167.42,171.69,166.94,167.29,572768.0
2021-01-21,167.39,167.39,164.52,165.77,358226.0
2021-01-22,165.21,169.58,164.06,168.65,378395.0
2021-01-23,165.21,169.58,164.06,168.65,378395.0
2021-01-24,165.21,169.58,164.06,168.65,378395.0
2021-01-25,168.41,171.77,167.01,170.98,431998.0
2021-01-26,170.89,171.44,165.24,166.05,310991.0
2021-01-27,164.5,166.92,161.78,163.95,537819.0
2021-01-28,165.08,167.93,162.13,163.25,588995.0
2021-01-29,159.0,160.73,152.73,155.5,691603.0
2021-01-30,159.0,160.73,152.73,155.5,691603.0
2021-01-31,159.0,160.73,152.73,155.5,691603.0
2021-02-01,156.15,157.38,152.77,155.24,480499.0
2021-02-02,157.36,158.865,155.88,157.29,453868.0
2021-02-03,152.42,166.89,146.01,151.21,4114361.0
2021-02-04,155.16,155.16,150.02,150.19,1962443.0
2021-02-05,152.54,158.97,151.53,156.91,1957854.0
2021-02-06,152.54,158.97,151.53,156.91,1957854.0
2021-02-07,152.54,158.97,151.53,156.91,1957854.0
2021-02-08,159.57,166.7,157.38,166.01,1845713.0
2021-02-09,166.93,172.67,165.55,167.54,1049019.0
2021-02-10,169.49,170.27,163.51,164.99,851384.0
2021-02-11,165.14,168.41,163.95,166.85,1205607.0
2021-02-12,167.29,168.25,165.715,167.52,532224.0
2021-02-13,167.29,168.25,165.715,167.52,532224.0
2021-02-14,167.29,168.25,165.715,167.52,532224.0
2021-02-15,167.29,168.25,165.715,167.52,532224.0
2021-02-16,167.24,168.0,165.068,166.49,672140.0
2021-02-17,166.5,167.26,161.78,164.28,687283.0
2021-02-18,164.24,164.24,158.26,159.01,587121.0
2021-02-19,159.23,161.83,157.61,160.6,543268.0
2021-02-20,159.23,161.83,157.61,160.6,543268.0
2021-02-21,159.23,161.83,157.61,160.6,543268.0
2021-02-22,160.6,163.8,159.0,161.68,724299.0
2021-02-23,160.79,161.19,156.5,157.47,690643.0
2021-02-24,170.4,178.64,163.56,173.5,2040696.0
2021-02-25,171.0,173.5,165.791,170.74,989363.0
2021-02-26,171.0,171.87,166.96,168.04,735356.0
2021-02-27,171.0,171.87,166.96,168.04,735356.0
2021-02-28,171.0,171.87,166.96,168.04,735356.0
2021-03-01,170.0,170.94,167.15,168.8,733922.0
2021-03-02,168.89,168.89,164.7,165.75,567239.0
2021-03-03,164.87,166.1,162.0,162.91,518458.0
2021-03-04,162.49,164.51,158.35,160.45,744358.0
2021-03-05,163.64,166.1,157.75,164.75,745074.0
2021-03-06,163.64,166.1,157.75,164.75,745074.0
2021-03-07,163.64,166.1,157.75,164.75,745074.0
2021-03-08,161.6,167.28,160.99,161.41,695066.0
2021-03-09,163.87,165.07,160.25,160.84,550486.0
2021-03-10,161.15,164.69,161.15,163.7,582197.0
2021-03-11,164.01,166.89,163.4,165.04,479175.0
2021-03-12,165.9,168.35,163.79,167.52,448623.0
2021-03-13,165.9,168.35,163.79,167.52,448623.0
2021-03-14,165.9,168.35,163.79,167.52,448623.0
2021-03-15,168.86,172.76,168.54,172.64,527727.0
2021-03-16,172.79,175.72,169.43,171.89,608131.0
2021-03-17,170.7,173.7,169.77,173.15,421278.0
2021-03-18,172.53,174.13,169.18,169.63,419830.0
2021-03-19,169.78,173.12,169.11,172.35,1026407.0
2021-03-20,169.78,173.12,169.11,172.35,1026407.0
2021-03-21,169.78,173.12,169.11,172.35,1026407.0
2021-03-22,170.94,172.06,169.25,170.59,503769.0
2021-03-23,169.82,169.82,163.65,164.31,587635.0
2021-03-24,165.2,167.25,163.27,163.71,559673.0
2021-03-25,163.48,167.71,162.03,166.66,531545.0
2021-03-26,166.72,169.07,165.88,168.42,380058.0
2021-03-27,166.72,169.07,165.88,168.42,380058.0
2021-03-28,166.72,169.07,165.88,168.42,380058.0
2021-03-29,167.64,168.02,166.171,167.52,389171.0
2021-03-30,167.91,168.36,165.27,166.49,430312.0
2021-03-31,167.1,168.5,164.09,164.37,729787.0
2021-04-01,164.96,166.67,162.51,165.2,352945.0
2021-04-02,164.96,166.67,162.51,165.2,352945.0
2021-04-03,164.96,166.67,162.51,165.2,352945.0
2021-04-04,164.96,166.67,162.51,165.2,352945.0
2021-04-05,164.42,165.81,162.26,164.71,808987.0
2021-04-06,165.79,166.24,161.78,162.75,667421.0
2021-04-07,162.0,163.24,161.255,161.93,392141.0
2021-04-08,162.86,163.115,160.395,160.94,365671.0
2021-04-09,161.41,161.985,159.02,161.4,328852.0
2021-04-10,161.41,161.985,159.02,161.4,328852.0
2021-04-11,161.41,161.985,159.02,161.4,328852.0
2021-04-12,160.92,162.74,159.21,162.28,626357.0
2021-04-13,163.17,163.74,160.66,163.31,449663.0
2021-04-14,164.16,167.1,163.64,166.37,592772.0
2021-04-15,167.72,170.21,167.39,168.39,754510.0
2021-04-16,168.64,170.155,167.4,168.9,512738.0
2021-04-17,168.64,170.155,167.4,168.9,512738.0
2021-04-18,168.64,170.155,167.4,168.9,512738.0
2021-04-19,169.7,170.48,166.1,167.16,515743.0
2021-04-20,165.41,168.4,164.01,168.09,561981.0
2021-04-21,168.69,170.23,166.69,169.79,757958.0
2021-04-22,169.0,170.0,165.9,167.52,553009.0
2021-04-23,166.57,167.56,165.25,166.73,491673.0
2021-04-24,166.57,167.56,165.25,166.73,491673.0
2021-04-25,166.57,167.56,165.25,166.73,491673.0
2021-04-26,167.66,167.72,161.65,165.62,633752.0
2021-04-27,165.7,166.075,162.49,163.22,535485.0
2021-04-28,163.8,166.17,161.96,165.15,719663.0
2021-04-29,165.15,166.17,162.75,165.75,475405.0
2021-04-30,165.3,165.815,163.0,164.4,711155.0
2021-05-01,165.3,165.815,163.0,164.4,711155.0
2021-05-02,165.3,165.815,163.0,164.4,711155.0
2021-05-03,164.24,165.8,162.4,165.14,681410.0
2021-05-04,164.72,164.97,160.01,160.2,968924.0
2021-05-05,161.5,171.42,161.5,170.82,1623651.0
2021-05-06,168.29,173.0,166.5,172.84,1098611.0
2021-05-07,172.34,178.227,172.05,174.59,2304576.0
2021-05-08,172.34,178.227,172.05,174.59,2304576.0
2021-05-09,172.34,178.227,172.05,174.59,2304576.0
2021-05-10,177.09,177.99,173.43,176.1,759791.0
2021-05-11,173.07,175.634,172.5,173.8,532721.0
2021-05-12,173.45,180.39,173.45,175.9,1196993.0
2021-05-13,175.78,178.72,175.2,178.16,697647.0
2021-05-14,179.67,179.67,177.42,179.17,568851.0
2021-05-15,179.67,179.67,177.42,179.17,568851.0
2021-05-16,179.67,179.67,177.42,179.17,568851.0
2021-05-17,180.0,181.455,176.28,176.8,497338.0
2021-05-18,176.77,177.5,175.09,175.09,417697.0
2021-05-19,175.69,176.0,173.35,175.21,508467.0
2021-05-20,174.34,179.26,173.85,178.6,575600.0
2021-05-21,179.2,181.436,177.605,180.0,1014656.0
2021-05-22,179.2,181.436,177.605,180.0,1014656.0
2021-05-23,179.2,181.436,177.605,180.0,1014656.0
2021-05-24,180.2,182.56,178.71,178.96,568251.0
2021-05-25,179.35,180.46,177.56,177.71,286192.0
2021-05-26,177.27,178.75,176.69,178.36,398027.0
2021-05-27,179.53,180.25,175.54,175.77,711565.0
2021-05-28,176.31,178.41,175.33,178.13,537347.0
2021-05-29,176.31,178.41,175.33,178.13,537347.0
2021-05-30,176.31,178.41,175.33,178.13,537347.0
2021-05-31,176.31,178.41,175.33,178.13,537347.0
2021-06-01,179.07,179.68,173.56,175.65,572496.0
2021-06-02,176.52,176.815,173.45,173.82,461784.0
2021-06-03,174.66,174.66,171.09,173.45,402455.0
2021-06-04,174.28,174.985,172.285,173.57,289696.0
2021-06-05,174.28,174.985,172.285,173.57,289696.0
2021-06-06,174.28,174.985,172.285,173.57,289696.0
2021-06-07,173.6,178.0,171.3,176.47,637867.0
2021-06-08,177.14,179.31,176.85,178.94,581691.0
2021-06-09,180.36,183.69,179.325,181.84,850444.0
2021-06-10,182.36,186.75,181.98,185.94,989240.0
2021-06-11,186.19,187.53,184.8,186.17,1107820.0
2021-06-12,186.19,187.53,184.8,186.17,1107820.0
2021-06-13,186.19,187.53,184.8,186.17,1107820.0
2021-06-14,186.94,187.65,185.08,186.42,773144.0
2021-06-15,187.14,189.0,182.8,183.41,975037.0
2021-06-16,183.17,184.49,180.19,181.13,590756.0
2021-06-17,180.0,180.44,174.5,177.75,902405.0
2021-06-18,175.97,178.85,173.458,177.28,1734647.0
2021-06-19,175.97,178.85,173.458,177.28,1734647.0
2021-06-20,175.97,178.85,173.458,177.28,1734647.0
2021-06-21,178.16,179.8,176.16,177.22,766284.0
2021-06-22,178.84,178.84,174.83,177.3,514671.0
2021-06-23,177.06,177.86,174.35,176.98,527157.0
2021-06-24,178.2,180.0,177.39,178.8,433852.0
2021-06-25,178.66,182.15,178.54,181.08,523460.0
2021-06-26,178.66,182.15,178.54,181.08,523460.0
2021-06-27,178.66,182.15,178.54,181.08,523460.0
2021-06-28,181.77,182.16,180.3,181.93,354336.0
2021-06-29,181.95,182.92,178.84,179.03,331501.0
2021-06-30,178.95,179.73,176.78,177.64,406079.0
2021-07-01,180.67,182.72,178.78,181.18,608603.0
2021-07-02,180.72,182.47,179.14,181.5,345185.0
2021-07-03,180.72,182.47,179.14,181.5,345185.0
2021-07-04,180.72,182.47,179.14,181.5,345185.0
2021-07-05,180.72,182.47,179.14,181.5,345185.0
2021-07-06,181.77,183.24,179.74,182.93,598469.0
2021-07-07,183.5,185.32,180.615,184.02,809462.0
2021-07-08,181.81,184.555,180.62,183.34,464213.0
2021-07-09,184.06,184.92,182.87,183.99,443992.0
2021-07-10,184.06,184.92,182.87,183.99,443992.0
2021-07-11,184.06,184.92,182.87,183.99,443992.0
2021-07-12,184.13,186.22,183.3,184.79,346613.0
2021-07-13,183.68,184.89,181.6,182.64,499301.0
2021-07-14,183.33,183.33,180.0,180.48,437791.0
2021-07-15,181.23,182.0,176.3,178.45,474157.0
2021-07-16,178.42,179.86,175.29,175.41,419136.0
2021-07-17,178.42,179.86,175.29,175.41,419136.0
2021-07-18,178.42,179.86,175.29,175.41,419136.0
2021-07-19,173.83,174.763,169.62,171.49,784861.0
2021-07-20,171.5,176.29,170.775,175.31,988314.0
2021-07-21,174.93,179.5,174.93,176.83,531944.0
2021-07-22,176.81,176.81,173.22,173.82,420424.0
2021-07-23,175.53,175.53,173.01,173.93,327045.0
2021-07-24,175.53,175.53,173.01,173.93,327045.0
2021-07-25,175.53,175.53,173.01,173.93,327045.0
2021-07-26,173.58,175.41,173.0,173.26,341356.0
2021-07-27,173.01,174.0,170.13,173.71,319070.0
2021-07-28,173.56,175.99,172.53,174.54,264038.0
2021-07-29,175.46,175.766,170.32,170.59,449772.0
2021-07-30,170.0,171.829,168.42,169.52,612440.0
2021-07-31,170.0,171.829,168.42,169.52,612440.0
2021-08-01,170.0,171.829,168.42,169.52,612440.0
2021-08-02,169.97,171.3,169.05,170.71,706667.0
2021-08-03,171.47,171.78,168.0,171.5,661008.0
2021-08-04,167.08,169.04,153.33,153.55,2486768.0
2021-08-05,154.0,154.25,147.03,148.49,1400697.0
2021-08-06,147.96,151.24,147.89,150.04,794023.0
2021-08-07,147.96,151.24,147.89,150.04,794023.0
2021-08-08,147.96,151.24,147.89,150.04,794023.0
2021-08-09,150.8,152.06,150.25,150.96,700022.0
2021-08-10,150.47,150.655,143.51,144.63,1139751.0
2021-08-11,144.5,146.41,142.23,145.01,899593.0
2021-08-12,145.58,146.66,142.71,145.65,836260.0
2021-08-13,145.45,146.91,141.96,142.16,842349.0
2021-08-14,145.45,146.91,141.96,142.16,842349.0
2021-08-15,145.45,146.91,141.96,142.16,842349.0
2021-08-16,141.25,141.44,138.9,140.2,659367.0
2021-08-17,139.06,139.5,136.23,137.86,653752.0
2021-08-18,137.75,138.2,134.43,134.71,701691.0
2021-08-19,132.262,133.588,130.58,131.51,722958.0
2021-08-20,132.0,134.88,131.01,133.5,734042.0
2021-08-21,132.0,134.88,131.01,133.5,734042.0
2021-08-22,132.0,134.88,131.01,133.5,734042.0
2021-08-23,134.38,139.39,134.015,139.04,722456.0
2021-08-24,139.67,140.54,135.26,136.39,613442.0
2021-08-25,136.63,136.63,132.5,135.26,459817.0
2021-08-26,135.26,135.91,132.01,132.96,718837.0
2021-08-27,133.03,135.88,132.69,133.15,668909.0
2021-08-28,133.03,135.88,132.69,133.15,668909.0
2021-08-29,133.03,135.88,132.69,133.15,668909.0
2021-08-30,132.5,133.76,131.185,131.53,562352.0
2021-08-31,131.62,132.91,130.55,131.71,817553.0
2021-09-01,131.58,133.45,130.6,131.97,696204.0
2021-09-02,132.98,136.5,132.405,135.67,759482.0
2021-09-03,135.05,137.36,134.6,136.93,853832.0
2021-09-04,135.05,137.36,134.6,136.93,853832.0
2021-09-05,135.05,137.36,134.6,136.93,853832.0
2021-09-06,135.05,137.36,134.6,136.93,853832.0
2021-09-07,136.25,136.6,133.3,134.99,663465.0
2021-09-08,134.51,135.49,133.269,135.0,541505.0
2021-09-09,133.75,136.73,133.37,134.41,656158.0
2021-09-10,134.3,135.1,132.69,134.61,746270.0
2021-09-11,134.3,135.1,132.69,134.61,746270.0
2021-09-12,134.3,135.1,132.69,134.61,746270.0
2021-09-13,135.64,136.46,134.15,134.88,464654.0
2021-09-14,135.9,135.9,134.08,134.94,878384.0
