,HUM US Equity,HUM US Equity,HUM US Equity,HUM US Equity,HUM US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2023-02-06,476.744,487.326,475.724,481.327,1518272.0
2023-02-07,476.239,477.308,466.814,476.159,1301536.0
2023-02-08,477.496,490.212,477.496,489.237,1208860.0
2023-02-09,489.613,491.048,482.911,486.979,979836.0
2023-02-10,488.108,496.018,488.108,493.602,832556.0
2023-02-11,488.108,496.018,488.108,493.602,832556.0
2023-02-12,488.108,496.018,488.108,493.602,832556.0
2023-02-13,493.968,500.195,492.939,496.889,567779.0
2023-02-14,498.007,503.601,495.607,496.631,516693.0
2023-02-15,491.682,496.899,491.108,493.305,662687.0
2023-02-16,494.176,505.947,492.335,500.601,713349.0
2023-02-17,499.116,507.966,498.928,505.006,1352347.0
2023-02-18,499.116,507.966,498.928,505.006,1352347.0
2023-02-19,499.116,507.966,498.928,505.006,1352347.0
2023-02-20,499.116,507.966,498.928,505.006,1352347.0
2023-02-21,502.997,509.708,497.473,498.314,1136476.0
2023-02-22,498.621,501.789,496.958,498.522,576560.0
2023-02-23,496.819,506.61,493.8,505.511,998283.0
2023-02-24,505.858,509.342,500.873,502.314,1205335.0
2023-02-25,505.858,509.342,500.873,502.314,1205335.0
2023-02-26,505.858,509.342,500.873,502.314,1205335.0
2023-02-27,504.501,507.432,499.769,501.413,849455.0
2023-02-28,500.908,503.65,485.881,490.038,1240450.0
2023-03-01,486.9,491.88,485.91,491.157,507902.0
2023-03-02,490.791,493.068,486.722,490.771,815138.0
2023-03-03,491.603,495.592,486.336,495.176,842627.0
2023-03-04,491.603,495.592,486.336,495.176,842627.0
2023-03-05,491.603,495.592,486.336,495.176,842627.0
2023-03-06,495.503,501.403,493.068,494.048,819534.0
2023-03-07,496.572,498.067,487.128,491.048,647339.0
2023-03-08,488.85,491.969,482.891,484.386,637797.0
2023-03-09,488.841,489.147,478.496,481.436,642549.0
2023-03-10,481.584,487.187,473.69,474.833,887431.0
2023-03-11,481.584,487.187,473.69,474.833,887431.0
2023-03-12,481.584,487.187,473.69,474.833,887431.0
2023-03-13,472.249,486.811,472.022,477.625,1017520.0
2023-03-14,480.05,483.282,472.249,477.12,902473.0
2023-03-15,470.497,481.787,470.497,479.001,867529.0
2023-03-16,478.634,491.919,477.615,489.405,1086160.0
2023-03-17,491.83,494.117,482.871,490.563,1962747.0
2023-03-18,491.83,494.117,482.871,490.563,1962747.0
2023-03-19,491.83,494.117,482.871,490.563,1962747.0
2023-03-20,490.89,500.146,488.979,489.415,1102302.0
2023-03-21,492.365,502.432,492.365,495.83,944221.0
2023-03-22,499.463,502.739,493.147,493.315,618611.0
2023-03-23,494.325,497.631,482.495,486.405,853215.0
2023-03-24,486.92,498.23,486.68,497.374,659816.0
2023-03-25,486.92,498.23,486.68,497.374,659816.0
2023-03-26,486.92,498.23,486.68,497.374,659816.0
2023-03-27,503.69,505.813,497.988,501.888,665548.0
2023-03-28,502.71,503.818,475.467,478.545,1688894.0
2023-03-29,478.733,481.07,473.2,480.862,1228745.0
2023-03-30,481.987,484.675,475.382,484.328,717660.0
2023-03-31,486.44,486.619,479.657,481.452,1274590.0
2023-04-01,486.44,486.619,479.657,481.452,1274590.0
2023-04-02,486.44,486.619,479.657,481.452,1274590.0
2023-04-03,495.951,506.85,488.235,506.037,1479168.0
2023-04-04,506.166,506.662,497.31,499.154,957396.0
2023-04-05,503.558,512.91,498.321,511.968,1546135.0
2023-04-06,515.488,520.288,511.033,515.677,1082082.0
2023-04-07,515.488,520.288,511.033,515.677,1082082.0
2023-04-08,515.488,520.288,511.033,515.677,1082082.0
2023-04-09,515.488,520.288,511.033,515.677,1082082.0
2023-04-10,515.161,520.536,514.407,520.229,809352.0
2023-04-11,522.46,530.285,522.46,529.353,856652.0
2023-04-12,526.715,531.872,525.093,527.657,751830.0
2023-04-13,529.71,535.542,526.348,530.841,864879.0
2023-04-14,529.184,534.768,518.89,519.505,1007553.0
2023-04-15,529.184,534.768,518.89,519.505,1007553.0
2023-04-16,529.184,534.768,518.89,519.505,1007553.0
2023-04-17,518.156,520.011,510.163,514.536,708601.0
2023-04-18,511.789,513.426,505.859,508.447,610140.0
2023-04-19,503.012,503.806,485.449,488.83,1389863.0
2023-04-20,488.047,488.047,482.969,486.262,1074224.0
2023-04-21,491.518,493.819,481.591,487.154,1096982.0
2023-04-22,491.518,493.819,481.591,487.154,1096982.0
2023-04-23,491.518,493.819,481.591,487.154,1096982.0
2023-04-24,487.68,500.087,486.083,497.587,1040799.0
2023-04-25,500.731,504.659,495.663,497.548,867147.0
2023-04-26,505.789,509.171,491.905,501.297,1487855.0
2023-04-27,502.546,522.927,501.981,520.943,1039365.0
2023-04-28,522.014,526.844,518.95,526.11,806078.0
2023-04-29,522.014,526.844,518.95,526.11,806078.0
2023-04-30,522.014,526.844,518.95,526.11,806078.0
2023-05-01,526.844,534.822,526.814,530.712,792636.0
2023-05-02,531.674,534.252,525.892,528.659,1026688.0
2023-05-03,530.583,532.566,522.225,525.416,676224.0
2023-05-04,525.892,526.318,519.317,524.136,549307.0
2023-05-05,526.784,535.036,526.784,530.603,549954.0
2023-05-06,526.784,535.036,526.784,530.603,549954.0
2023-05-07,526.784,535.036,526.784,530.603,549954.0
2023-05-08,528.46,532.973,526.626,531.535,672366.0
2023-05-09,532.765,536.742,522.183,525.822,941062.0
2023-05-10,525.723,528.808,523.343,525.257,646852.0
2023-05-11,524.632,525.693,520.976,524.622,559040.0
2023-05-12,525.059,525.614,519.733,522.996,460057.0
2023-05-13,525.059,525.614,519.733,522.996,460057.0
2023-05-14,525.059,525.614,519.733,522.996,460057.0
2023-05-15,520.884,522.045,516.822,518.186,446987.0
2023-05-16,519.545,522.639,512.712,514.07,630716.0
2023-05-17,515.31,516.485,508.1,515.994,637497.0
2023-05-18,514.626,514.626,504.395,509.627,874496.0
2023-05-19,509.677,514.596,507.054,509.28,1034351.0
2023-05-20,509.677,514.596,507.054,509.28,1034351.0
2023-05-21,509.677,514.596,507.054,509.28,1034351.0
2023-05-22,510.688,512.85,507.336,509.736,439355.0
2023-05-23,506.513,508.269,492.726,502.745,944900.0
2023-05-24,504.401,507.733,500.691,502.447,650966.0
2023-05-25,497.835,498.284,491.895,495.941,722883.0
2023-05-26,495.604,499.115,491.181,492.5,648843.0
2023-05-27,495.604,499.115,491.181,492.5,648843.0
2023-05-28,495.604,499.115,491.181,492.5,648843.0
2023-05-29,495.604,499.115,491.181,492.5,648843.0
2023-05-30,489.882,497.379,488.116,491.012,705425.0
2023-05-31,491.776,500.553,491.225,497.726,1992755.0
2023-06-01,498.827,514.323,498.693,510.897,786502.0
2023-06-02,510.113,518.687,508.328,516.48,785196.0
2023-06-03,510.113,518.687,508.328,516.48,785196.0
2023-06-04,510.113,518.687,508.328,516.48,785196.0
2023-06-05,518.196,523.293,516.827,519.614,629666.0
2023-06-06,519.059,519.341,502.338,506.9,1005377.0
2023-06-07,504.133,507.178,497.88,500.523,924272.0
2023-06-08,497.449,505.908,497.191,505.621,561445.0
2023-06-09,505.789,515.379,503.35,509.102,661231.0
2023-06-10,505.789,515.379,503.35,509.102,661231.0
2023-06-11,505.789,515.379,503.35,509.102,661231.0
2023-06-12,509.3,512.454,504.321,508.993,486971.0
2023-06-13,504.758,511.517,504.758,508.397,792551.0
2023-06-14,452.721,456.202,431.408,451.243,6917327.0
2023-06-15,452.503,465.676,450.539,460.02,2885902.0
2023-06-16,447.891,457.085,440.086,441.971,5301383.0
2023-06-17,447.891,457.085,440.086,441.971,5301383.0
2023-06-18,447.891,457.085,440.086,441.971,5301383.0
2023-06-19,447.891,457.085,440.086,441.971,5301383.0
2023-06-20,438.559,444.847,435.494,443.022,2219144.0
2023-06-21,440.007,453.653,439.818,448.972,1586773.0
2023-06-22,451.938,454.734,448.288,452.671,1190979.0
2023-06-23,447.792,451.238,441.683,442.268,1986032.0
2023-06-24,447.792,451.238,441.683,442.268,1986032.0
2023-06-25,447.792,451.238,441.683,442.268,1986032.0
2023-06-26,442.318,444.941,438.866,442.714,998267.0
2023-06-27,441.802,443.369,437.686,442.238,1025489.0
2023-06-28,440.88,443.587,438.599,441.157,820009.0
2023-06-29,443.328,443.467,440.188,441.073,769101.0
2023-06-30,441.967,446.309,438.568,444.322,1295877.0
2023-07-01,441.967,446.309,438.568,444.322,1295877.0
2023-07-02,441.967,446.309,438.568,444.322,1295877.0
2023-07-03,441.212,444.819,439.85,443.467,569694.0
2023-07-04,441.212,444.819,439.85,443.467,569694.0
2023-07-05,445.137,447.989,441.43,442.195,1346596.0
2023-07-06,439.463,442.223,437.823,438.221,1360113.0
2023-07-07,433.938,435.746,426.932,427.439,2189385.0
2023-07-08,433.938,435.746,426.932,427.439,2189385.0
2023-07-09,433.938,435.746,426.932,427.439,2189385.0
2023-07-10,427.955,433.679,424.527,431.97,1578478.0
2023-07-11,431.831,435.736,430.658,434.474,1215909.0
2023-07-12,437.287,437.287,421.307,422.411,3183651.0
2023-07-13,424.776,425.511,420.632,421.625,2387517.0
2023-07-14,433.063,437.118,430.38,432.199,3255603.0
2023-07-15,433.063,437.118,430.38,432.199,3255603.0
2023-07-16,433.063,437.118,430.38,432.199,3255603.0
2023-07-17,430.609,435.19,429.287,431.682,1188625.0
2023-07-18,431.93,441.182,430.037,437.962,2232697.0
2023-07-19,451.218,456.117,442.146,444.451,2068554.0
2023-07-20,448.665,449.152,442.974,444.6,1897741.0
2023-07-21,446.011,455.601,444.554,454.021,3147052.0
2023-07-22,446.011,455.601,444.554,454.021,3147052.0
2023-07-23,446.011,455.601,444.554,454.021,3147052.0
2023-07-24,454.08,456.222,449.554,450.592,1440926.0
2023-07-25,450.493,454.17,448.048,451.487,1549512.0
2023-07-26,451.417,453.603,444.739,445.395,1226323.0
2023-07-27,445.982,454.508,445.549,448.168,1811815.0
2023-07-28,450.374,452.848,442.921,450.453,1504167.0
2023-07-29,450.374,452.848,442.921,450.453,1504167.0
2023-07-30,450.374,452.848,442.921,450.453,1504167.0
2023-07-31,452.182,455.352,448.684,453.961,1151473.0
2023-08-01,455.352,458.274,452.242,455.233,1536851.0
2023-08-02,481.08,485.72,475.167,480.712,3298161.0
2023-08-03,480.156,488.741,477.741,484.091,1871707.0
2023-08-04,486.386,488.463,481.129,481.239,1425509.0
2023-08-05,486.386,488.463,481.129,481.239,1425509.0
2023-08-06,486.386,488.463,481.129,481.239,1425509.0
2023-08-07,482.888,494.863,481.696,491.563,1643478.0
2023-08-08,489.964,493.074,486.257,490.123,976578.0
2023-08-09,490.391,495.369,487.618,490.282,876044.0
2023-08-10,491.156,497.218,490.53,491.921,746900.0
2023-08-11,492.826,494.018,489.864,490.808,657857.0
2023-08-12,492.826,494.018,489.864,490.808,657857.0
2023-08-13,492.826,494.018,489.864,490.808,657857.0
2023-08-14,491.434,496.025,490.563,494.088,632776.0
2023-08-15,492.835,493.66,489.268,492.199,889893.0
2023-08-16,492.657,496.005,489.367,491.554,817668.0
2023-08-17,489.874,492.637,484.15,485.671,1128659.0
2023-08-18,485.432,489.844,484.488,487.31,706635.0
2023-08-19,485.432,489.844,484.488,487.31,706635.0
2023-08-20,485.432,489.844,484.488,487.31,706635.0
2023-08-21,484.717,488.88,484.188,488.195,747749.0
2023-08-22,485.273,489.581,480.225,481.149,725734.0
2023-08-23,482.55,482.665,476.171,478.407,725227.0
2023-08-24,478.446,483.872,477.135,479.599,830930.0
2023-08-25,480.146,482.401,475.545,475.932,579172.0
2023-08-26,480.146,482.401,475.545,475.932,579172.0
2023-08-27,480.146,482.401,475.545,475.932,579172.0
2023-08-28,476.191,479.053,475.038,477.622,491941.0
2023-08-29,477.294,479.341,474.392,478.277,513405.0
2023-08-30,478.685,480.931,471.62,472.275,1107930.0
2023-08-31,474.183,474.183,458.383,458.731,1541083.0
2023-09-01,461.086,463.69,453.146,457.717,991287.0
2023-09-02,461.086,463.69,453.146,457.717,991287.0
2023-09-03,461.086,463.69,453.146,457.717,991287.0
2023-09-04,461.086,463.69,453.146,457.717,991287.0
2023-09-05,458.055,470.936,456.515,467.267,1159553.0
2023-09-06,466.442,467.983,458.979,462.149,956509.0
2023-09-07,464.306,471.986,462.716,469.016,829617.0
2023-09-08,468.986,468.986,461.692,464.793,910018.0
2023-09-09,468.986,468.986,461.692,464.793,910018.0
2023-09-10,468.986,468.986,461.692,464.793,910018.0
2023-09-11,465.876,469.96,462.159,464.246,757818.0
2023-09-12,462.765,469.423,457.489,466.124,808551.0
2023-09-13,468.072,476.797,458.058,469.533,1605892.0
2023-09-14,473.309,475.445,465.17,468.609,656868.0
2023-09-15,467.486,472.007,466.114,467.814,1182977.0
2023-09-16,467.486,472.007,466.114,467.814,1182977.0
2023-09-17,467.486,472.007,466.114,467.814,1182977.0
2023-09-18,471.669,471.669,465.846,471.043,649872.0
2023-09-19,470.904,474.799,467.913,470.825,782779.0
2023-09-20,472.782,483.008,468.529,481.726,1035072.0
2023-09-21,483.534,495.677,482.978,490.957,2111589.0
2023-09-22,490.629,495.916,487.36,490.957,946210.0
2023-09-23,490.629,495.916,487.36,490.957,946210.0
2023-09-24,490.629,495.916,487.36,490.957,946210.0
2023-09-25,492.219,498.559,489.914,497.923,679187.0
2023-09-26,497.168,497.645,489.467,489.904,756735.0
2023-09-27,489.815,491.4,485.248,490.47,677936.0
2023-09-28,493.362,499.564,487.887,492.984,814396.0
2023-09-29,492.377,493.193,484.263,484.333,1004974.0
2023-09-30,492.377,493.193,484.263,484.333,1004974.0
2023-10-01,492.377,493.193,484.263,484.333,1004974.0
2023-10-02,484.054,491.72,477.195,489.53,1001081.0
2023-10-03,486.812,489.236,483.019,486.244,625542.0
2023-10-04,486.374,487.464,480.301,483.596,1140212.0
2023-10-05,484.453,487.489,482.073,486.782,850043.0
2023-10-06,487.3,500.849,486.802,495.931,803857.0
2023-10-07,487.3,500.849,486.802,495.931,803857.0
2023-10-08,487.3,500.849,486.802,495.931,803857.0
2023-10-09,496.12,500.739,492.775,499.286,716181.0
2023-10-10,499.286,501.257,496.18,498.151,1014876.0
2023-10-11,491.779,495.244,484.413,491.202,1587254.0
2023-10-12,491.182,500.739,486.921,497.563,1167578.0
2023-10-13,505.468,512.347,497.872,503.696,1533961.0
2023-10-14,505.468,512.347,497.872,503.696,1533961.0
2023-10-15,505.468,512.347,497.872,503.696,1533961.0
2023-10-16,512.685,523.437,510.624,521.854,1482894.0
2023-10-17,523.446,528.155,517.264,517.533,714151.0
2023-10-18,524.233,527.478,518.26,519.345,1047246.0
2023-10-19,518.648,522.615,515.522,520.37,835954.0
2023-10-20,522.62,524.761,517.165,518.807,1008789.0
2023-10-21,522.62,524.761,517.165,518.807,1008789.0
2023-10-22,522.62,524.761,517.165,518.807,1008789.0
2023-10-23,517.533,518.449,510.863,513.163,568901.0
2023-10-24,515.542,522.073,513.541,514.029,545614.0
2023-10-25,516.358,522.491,510.694,520.42,733893.0
2023-10-26,516.488,518.797,510.037,511.062,688250.0
2023-10-27,508.265,513.78,506.065,507.897,758597.0
2023-10-28,508.265,513.78,506.065,507.897,758597.0
2023-10-29,508.265,513.78,506.065,507.897,758597.0
2023-10-30,509.081,518.15,506.483,515.642,1093805.0
2023-10-31,518.26,523.128,516.12,521.336,1282828.0
2023-11-01,498.091,513.681,486.533,487.16,2752749.0
2023-11-02,482.312,485.806,469.679,479.236,2604626.0
2023-11-03,476.309,481.635,472.925,474.866,1453023.0
2023-11-04,476.309,481.635,472.925,474.866,1453023.0
2023-11-05,476.309,481.635,472.925,474.866,1453023.0
2023-11-06,475.851,487.947,471.62,485.12,1546525.0
2023-11-07,488.584,501.376,488.564,495.941,1845938.0
2023-11-08,497.404,500.789,485.453,486.065,911446.0
2023-11-09,486.085,495.961,484.672,492.954,1056581.0
2023-11-10,494.338,494.895,486.752,490.893,691926.0
2023-11-11,494.338,494.895,486.752,490.893,691926.0
2023-11-12,494.338,494.895,486.752,490.893,691926.0
2023-11-13,490.814,496.16,490.455,494.915,550529.0
2023-11-14,488.773,503.108,487.977,499.694,1121098.0
2023-11-15,497.892,506.941,493.303,504.512,1107300.0
2023-11-16,504.801,517.663,504.801,510.604,1053845.0
2023-11-17,511.361,511.361,493.81,495.851,1499664.0
2023-11-18,511.361,511.361,493.81,495.851,1499664.0
2023-11-19,511.361,511.361,493.81,495.851,1499664.0
2023-11-20,495.323,500.341,492.506,499.534,1066476.0
2023-11-21,500.152,506.603,498.121,504.791,708546.0
2023-11-22,508.355,514.507,504.721,513.282,892112.0
2023-11-23,508.355,514.507,504.721,513.282,892112.0
2023-11-24,516.667,518.449,512.138,515.93,312001.0
2023-11-25,516.667,518.449,512.138,515.93,312001.0
2023-11-26,516.667,518.449,512.138,515.93,312001.0
2023-11-27,517.971,524.81,508.136,508.414,986348.0
2023-11-28,509.539,513.073,508.076,508.156,718133.0
2023-11-29,493.78,524.104,478.201,480.242,5041754.0
2023-11-30,481.74,487.379,475.941,482.681,4128271.0
2023-12-01,480.859,502.521,478.33,492.984,2178657.0
2023-12-02,480.859,502.521,478.33,492.984,2178657.0
2023-12-03,480.859,502.521,478.33,492.984,2178657.0
2023-12-04,493.77,496.528,484.532,489.769,1119391.0
2023-12-05,490.346,500.47,486.095,498.101,1197135.0
2023-12-06,495.025,495.931,481.048,481.625,1734122.0
2023-12-07,482.462,483.168,470.008,478.141,2022802.0
2023-12-08,480.52,480.52,472.925,479.455,1083135.0
2023-12-09,480.52,480.52,472.925,479.455,1083135.0
2023-12-10,480.52,480.52,472.925,479.455,1083135.0
2023-12-11,480.461,480.829,465.279,474.468,2389569.0
2023-12-12,477.842,481.644,475.652,479.774,1645724.0
2023-12-13,479.774,486.692,477.952,485.896,1036300.0
2023-12-14,483.815,483.815,464.572,466.942,2395980.0
2023-12-15,465.458,465.797,457.196,459.386,2763232.0
2023-12-16,465.458,465.797,457.196,459.386,2763232.0
2023-12-17,465.458,465.797,457.196,459.386,2763232.0
2023-12-18,459.067,459.988,453.851,457.962,1803646.0
2023-12-19,455.951,461.655,454.443,461.496,1331406.0
2023-12-20,460.132,460.132,449.548,449.859,1927988.0
2023-12-21,450.536,452.905,449.042,451.9,1554622.0
2023-12-22,452.835,453.248,449.506,451.163,1054093.0
2023-12-23,452.835,453.248,449.506,451.163,1054093.0
2023-12-24,452.835,453.248,449.506,451.163,1054093.0
2023-12-25,452.835,453.248,449.506,451.163,1054093.0
2023-12-26,449.849,451.521,447.738,450.795,912731.0
2023-12-27,450.516,450.964,446.892,449.391,1517181.0
2023-12-28,449.555,458.044,448.857,454.453,1034987.0
2023-12-29,455.989,457.766,453.74,456.647,804109.0
2023-12-30,455.989,457.766,453.74,456.647,804109.0
2023-12-31,455.989,457.766,453.74,456.647,804109.0
2024-01-01,455.989,457.766,453.74,456.647,804109.0
2024-01-02,458.572,470.352,456.986,468.906,1967118.0
2024-01-03,473.704,473.794,462.657,463.34,1307575.0
2024-01-04,467.908,470.173,464.986,465.355,952030.0
2024-01-05,462.851,463.57,452.578,457.106,1693121.0
2024-01-06,462.851,463.57,452.578,457.106,1693121.0
2024-01-07,462.851,463.57,452.578,457.106,1693121.0
2024-01-08,457.814,463.2,450.842,459.57,1584542.0
2024-01-09,460.906,460.906,454.722,458.133,1430343.0
2024-01-10,456.897,459.186,455.001,457.914,1151615.0
2024-01-11,456.128,458.592,452.208,453.834,1162272.0
2024-01-12,429.815,443.86,428.04,437.596,2743564.0
2024-01-13,429.815,443.86,428.04,437.596,2743564.0
2024-01-14,429.815,443.86,428.04,437.596,2743564.0
2024-01-15,429.815,443.86,428.04,437.596,2743564.0
2024-01-16,440.359,440.359,432.459,437.675,1831281.0
2024-01-17,439.82,454.373,438.244,446.623,2529683.0
2024-01-18,391.443,414.674,389.508,410.934,9405270.0
2024-01-19,409.457,411.347,399.952,400.51,3033980.0
2024-01-20,409.457,411.347,399.952,400.51,3033980.0
2024-01-21,409.457,411.347,399.952,400.51,3033980.0
2024-01-22,398.984,410.674,395.992,408.609,2447960.0
2024-01-23,406.994,409.228,402.974,406.485,1615685.0
2024-01-24,406.036,410.754,399.962,401.378,2120368.0
2024-01-25,349.739,363.893,341.82,354.457,10864902.0
2024-01-26,354.019,367.823,353.36,360.312,4460516.0
2024-01-27,354.019,367.823,353.36,360.312,4460516.0
2024-01-28,354.019,367.823,353.36,360.312,4460516.0
2024-01-29,362.078,366.826,357.19,365.011,2854131.0
2024-01-30,369.449,377.04,364.961,375.873,3059373.0
2024-01-31,379.055,382.466,374.556,377.1,2264278.0
2024-02-01,374.117,378.536,369.06,374.865,3045627.0
2024-02-02,377.419,381.868,373.269,377.908,1784755.0
2024-02-03,377.419,381.868,373.269,377.908,1784755.0
2024-02-04,377.419,381.868,373.269,377.908,1784755.0
2024-02-05,372.362,374.865,357.729,360.103,3401872.0
2024-02-06,360.532,367.484,358.108,365.419,2271647.0
2024-02-07,367.744,370.906,364.731,367.634,2309589.0
2024-02-08,369.489,371.983,365.993,366.866,1579285.0
2024-02-09,367.335,370.217,365.2,369.339,1122477.0
2024-02-10,367.335,370.217,365.2,369.339,1122477.0
2024-02-11,367.335,370.217,365.2,369.339,1122477.0
2024-02-12,369.359,370.766,366.357,368.202,990385.0
2024-02-13,368.871,372.322,363.415,363.554,1255099.0
2024-02-14,362.726,363.19,359.973,361.37,1124747.0
2024-02-15,363.734,365.808,361.589,363.055,1245705.0
2024-02-16,364.522,367.993,364.332,365.988,954781.0
2024-02-17,364.522,367.993,364.332,365.988,954781.0
2024-02-18,364.522,367.993,364.332,365.988,954781.0
2024-02-19,364.522,367.993,364.332,365.988,954781.0
2024-02-20,365.469,368.292,364.073,366.207,1121073.0
2024-02-21,367.634,368.581,363.973,366.666,876757.0
2024-02-22,366.068,368.402,361.948,367.145,1226224.0
2024-02-23,367.843,368.472,360.632,361.988,1371879.0
2024-02-24,367.843,368.472,360.632,361.988,1371879.0
2024-02-25,367.843,368.472,360.632,361.988,1371879.0
2024-02-26,362.966,365.781,356.976,359.036,1217558.0
2024-02-27,360.233,365.649,356.273,361.779,1454649.0
2024-02-28,359.076,360.382,349.62,350.268,2128498.0
2024-02-29,350.867,352.559,345.44,349.43,2291709.0
2024-03-01,349.211,351.216,345.38,351.136,1639982.0
2024-03-02,349.211,351.216,345.38,351.136,1639982.0
2024-03-03,349.211,351.216,345.38,351.136,1639982.0
2024-03-04,350.108,351.914,345.72,345.949,1792557.0
2024-03-05,348.114,350.926,336.284,337.062,2569494.0
2024-03-06,336.553,341.221,335.665,338.219,1554813.0
2024-03-07,337.919,341.281,333.69,339.855,1576302.0
2024-03-08,339.695,343.555,337.58,338.488,1164295.0
2024-03-09,339.695,343.555,337.58,338.488,1164295.0
2024-03-10,339.695,343.555,337.58,338.488,1164295.0
2024-03-11,337.74,348.313,337.74,346.119,1164999.0
2024-03-12,345.45,347.485,339.226,344.273,1315848.0
2024-03-13,344.503,350.468,343.66,344.323,1056035.0
2024-03-14,344.024,348.582,342.149,348.004,947488.0
2024-03-15,345.909,348.393,343.625,347.266,2469163.0
2024-03-16,345.909,348.393,343.625,347.266,2469163.0
2024-03-17,345.909,348.393,343.625,347.266,2469163.0
2024-03-18,346.338,349.051,343.296,346.308,1008342.0
2024-03-19,348.413,351.565,347.246,350.697,1445874.0
2024-03-20,348.632,351.226,346.448,347.306,1464585.0
2024-03-21,346.857,351.226,345.939,346.508,1460663.0
2024-03-22,347.136,353.101,347.136,347.655,1116453.0
2024-03-23,347.136,353.101,347.136,347.655,1116453.0
2024-03-24,347.136,353.101,347.136,347.655,1116453.0
2024-03-25,348.114,348.842,344.922,346.208,1004056.0
2024-03-26,348.114,349.38,346.468,347.495,1498439.0
2024-03-27,349.58,351.185,347.662,349.5,1000315.0
2024-03-28,349.6,350.94,345.89,346.72,1583052.0
2024-03-29,349.6,350.94,345.89,346.72,1583052.0
2024-03-30,349.6,350.94,345.89,346.72,1583052.0
2024-03-31,349.6,350.94,345.89,346.72,1583052.0
2024-04-01,346.0,353.0,345.91,351.45,1074390.0
2024-04-02,315.49,320.12,299.23,304.33,9517460.0
2024-04-03,305.845,312.89,302.7,308.06,2836082.0
2024-04-04,309.12,314.435,308.042,310.04,1845721.0
2024-04-05,307.705,314.24,307.705,313.11,1238769.0
2024-04-06,307.705,314.24,307.705,313.11,1238769.0
2024-04-07,307.705,314.24,307.705,313.11,1238769.0
2024-04-08,311.84,318.8,310.72,317.0,1299662.0
