,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity
2023-09-06,443.6414,443.7502,439.1001,441.4845,70758512.0
2023-09-07,438.4075,440.8216,438.0513,440.129,70355426.0
2023-09-08,440.1785,442.3651,439.8124,440.7919,62068437.0
2023-09-09,440.1785,442.3651,439.8124,440.7919,62068437.0
2023-09-10,440.1785,442.3651,439.8124,440.7919,62068437.0
2023-09-11,443.4831,444.0074,441.7318,443.6908,60180118.0
2023-09-12,442.2068,443.77,440.6633,441.2569,67565422.0
2023-09-13,441.4845,442.9587,440.3559,441.7714,60199272.0
2023-09-14,444.3043,446.2929,442.9636,445.5806,83430814.0
2023-09-15,443.9552,444.2928,439.7653,440.2121,111848859.0
2023-09-16,443.9552,444.2928,439.7653,440.2121,111848859.0
2023-09-17,443.9552,444.2928,439.7653,440.2121,111848859.0
2023-09-18,439.8944,441.8007,439.4079,440.4702,55752213.0
2023-09-19,439.527,440.1327,436.8065,439.5568,66514648.0
2023-09-20,440.8475,441.2695,435.3073,435.5158,82562602.0
2023-09-21,432.5967,432.8648,428.1586,428.3174,104095826.0
2023-09-22,429.3699,431.0081,426.9274,427.3543,100829684.0
2023-09-23,429.3699,431.0081,426.9274,427.3543,100829684.0
2023-09-24,429.3699,431.0081,426.9274,427.3543,100829684.0
2023-09-25,426.1132,429.1912,425.6664,429.1514,70874534.0
2023-09-26,426.0338,426.7586,421.9928,422.8467,96168436.0
2023-09-27,424.0481,424.6239,419.2822,423.0155,104705847.0
2023-09-28,422.4495,427.1854,421.8439,425.4679,92258308.0
2023-09-29,428.5954,428.7742,422.8765,424.4353,115111319.0
2023-09-30,428.5954,428.7742,422.8765,424.4353,115111319.0
2023-10-01,428.5954,428.7742,422.8765,424.4353,115111319.0
2023-10-02,423.5814,425.5473,421.4368,424.2665,83798599.0
2023-10-03,422.0325,424.3289,417.1873,418.5872,103760607.0
2023-10-04,419.0638,422.3998,417.5646,421.6354,87452968.0
2023-10-05,421.3375,422.3403,418.1703,421.4765,70142744.0
2023-10-06,418.9645,428.0543,417.6043,426.4806,113273309.0
2023-10-07,418.9645,428.0543,417.6043,426.4806,113273309.0
2023-10-08,418.9645,428.0543,417.6043,426.4806,113273309.0
2023-10-09,424.5346,429.7968,423.9687,429.211,80374362.0
2023-10-10,429.8564,434.1059,429.4493,431.445,78607268.0
2023-10-11,432.5372,433.4705,430.0947,433.2123,62451736.0
2023-10-12,433.8378,434.2201,428.1586,430.5713,81154230.0
2023-10-13,432.1102,433.3414,426.8182,428.4266,95201132.0
2023-10-14,432.1102,433.3414,426.8182,428.4266,95201132.0
2023-10-15,432.1102,433.3414,426.8182,428.4266,95201132.0
2023-10-16,430.7301,434.0265,430.4819,432.9343,75433194.0
2023-10-17,429.7273,435.0194,429.3699,432.9145,75324708.0
2023-10-18,431.0975,432.0804,426.0338,427.1458,93559798.0
2023-10-19,427.8806,429.7372,422.6928,423.3928,121322957.0
2023-10-20,422.946,423.502,418.0809,418.1901,123919874.0
2023-10-21,422.946,423.502,418.0809,418.1901,123919874.0
2023-10-22,422.946,423.502,418.0809,418.1901,123919874.0
2023-10-23,416.6213,421.4269,414.8242,417.4653,92035095.0
2023-10-24,419.6397,421.7942,417.7433,420.6127,78564239.0
2023-10-25,418.8851,418.9149,414.0448,414.576,94223198.0
2023-10-26,413.4838,414.3526,408.6684,409.6116,115156761.0
2023-10-27,411.2399,411.647,406.2954,407.7549,107367671.0
2023-10-28,411.2399,411.647,406.2954,407.7549,107367671.0
2023-10-29,411.2399,411.647,406.2954,407.7549,107367671.0
2023-10-30,410.6144,413.7122,409.284,412.63,86562675.0
2023-10-31,413.2158,415.549,411.2598,415.2214,79665150.0
2023-11-01,416.2143,420.4836,415.6681,419.6496,98068115.0
2023-11-02,423.5417,427.8458,423.5218,427.6919,94938909.0
2023-11-03,430.055,433.1825,429.9259,431.5939,100167775.0
2023-11-04,430.055,433.1825,429.9259,431.5939,100167775.0
2023-11-05,430.055,433.1825,429.9259,431.5939,100167775.0
2023-11-06,432.3684,433.0433,430.5911,432.5868,67831660.0
2023-11-07,432.5868,434.4683,431.4152,433.818,64256114.0
2023-11-08,434.4336,434.9697,431.7726,434.1357,61746027.0
2023-11-09,435.3073,435.347,430.3131,430.75,83174417.0
2023-11-10,432.8747,437.7895,430.7435,437.4718,89558054.0
2023-11-11,432.8747,437.7895,430.7435,437.4718,89558054.0
2023-11-12,432.8747,437.7895,430.7435,437.4718,89558054.0
2023-11-13,436.1016,438.1866,435.2974,437.0547,52236068.0
2023-11-14,443.1411,446.8545,442.9127,445.5339,97176935.0
2023-11-15,446.9041,448.165,445.6034,446.4772,77327573.0
2023-11-16,446.0204,447.3509,444.9283,447.0232,66665797.0
2023-11-17,447.0332,448.2048,446.0899,447.5793,83193902.0
2023-11-18,447.0332,448.2048,446.0899,447.5793,83193902.0
2023-11-19,447.0332,448.2048,446.0899,447.5793,83193902.0
2023-11-20,447.3211,451.8834,447.3112,451.0245,70055633.0
2023-11-21,449.9564,450.8965,448.7408,450.0416,49244639.0
2023-11-22,451.7394,453.1294,450.6567,451.7791,59446573.0
2023-11-23,451.7394,453.1294,450.6567,451.7791,59446573.0
2023-11-24,451.8288,452.2557,451.4912,452.0571,29737375.0
2023-11-25,451.8288,452.2557,451.4912,452.0571,29737375.0
2023-11-26,451.8288,452.2557,451.4912,452.0571,29737375.0
2023-11-27,451.4118,452.2459,450.8457,451.243,50505985.0
2023-11-28,450.8458,453.0202,450.2699,451.6898,62115011.0
2023-11-29,453.894,455.0556,450.965,451.372,63145992.0
2023-11-30,452.2358,453.5067,450.1111,453.1493,79752700.0
2023-12-01,452.5238,456.3761,451.9181,455.8301,89183400.0
2023-12-02,452.5238,456.3761,451.9181,455.8301,89183400.0
2023-12-03,452.5238,456.3761,451.9181,455.8301,89183400.0
2023-12-04,452.355,455.8505,451.104,453.4372,72430888.0
2023-12-05,452.0174,454.3308,451.6302,453.3479,69793469.0
2023-12-06,455.5421,455.5719,451.0742,451.521,69124685.0
2023-12-07,453.6557,455.6315,453.0401,454.9663,66995446.0
2023-12-08,454.2017,457.4633,453.9535,456.9222,83194404.0
2023-12-09,454.2017,457.4633,453.9535,456.9222,83194404.0
2023-12-10,454.2017,457.4633,453.9535,456.9222,83194404.0
2023-12-11,456.4159,458.8782,456.1974,458.6995,65002247.0
2023-12-12,458.342,460.8937,457.3194,460.7945,68327617.0
2023-12-13,461.1817,467.4069,460.8143,467.1489,93277960.0
2023-12-14,469.1346,470.3559,465.9078,468.6481,119026049.0
2023-12-15,468.036,469.2422,465.9787,467.8765,141553673.0
2023-12-16,468.036,469.2422,465.9787,467.8765,141553673.0
2023-12-17,468.036,469.2422,465.9787,467.8765,141553673.0
2023-12-18,469.5214,471.5152,468.4376,470.5083,70375285.0
2023-12-19,471.0666,473.4492,470.9868,473.3694,55761805.0
2023-12-20,472.4921,474.4212,466.3712,466.8098,102920959.0
2023-12-21,469.8703,471.5102,467.388,471.236,86667465.0
2023-12-22,472.3925,473.9077,470.2391,472.1831,67160419.0
2023-12-23,472.3925,473.9077,470.2391,472.1831,67160419.0
2023-12-24,472.3925,473.9077,470.2391,472.1831,67160419.0
2023-12-25,472.3925,473.9077,470.2391,472.1831,67160419.0
2023-12-26,472.6018,475.104,472.5221,474.1769,55386952.0
2023-12-27,473.9676,475.1838,473.4193,475.0342,68000311.0
2023-12-28,475.4031,476.071,474.785,475.2137,77158116.0
2023-12-29,475.0143,475.5526,471.8342,473.838,122283149.0
2023-12-30,475.0143,475.5526,471.8342,473.838,122283149.0
2023-12-31,475.0143,475.5526,471.8342,473.838,122283149.0
2024-01-01,475.0143,475.5526,471.8342,473.838,122283149.0
2024-01-02,470.6977,472.203,469.0329,471.1862,123007793.0
2024-01-03,468.9731,469.7307,466.7201,467.3382,103585866.0
2024-01-04,466.8497,469.5014,465.6035,465.8328,84232169.0
2024-01-05,466.0422,468.983,464.9855,466.4709,86118913.0
2024-01-06,466.0422,468.983,464.9855,466.4709,86118913.0
2024-01-07,466.0422,468.983,464.9855,466.4709,86118913.0
2024-01-08,466.9793,473.2797,466.8497,473.1302,74879074.0
2024-01-09,470.4086,473.4591,469.8902,472.4124,65931439.0
2024-01-10,472.6915,475.9694,472.4024,475.0841,67310640.0
2024-01-11,476.1109,476.6393,470.7974,474.8747,77940723.0
2024-01-12,476.3601,477.1178,473.7582,475.2037,58026420.0
2024-01-13,476.3601,477.1178,473.7582,475.2037,58026420.0
2024-01-14,476.3601,477.1178,473.7582,475.2037,58026420.0
2024-01-15,476.3601,477.1178,473.7582,475.2037,58026420.0
2024-01-16,473.7881,475.1337,471.5949,473.4591,85014870.0
2024-01-17,470.3588,471.3258,468.4148,470.8273,68843871.0
2024-01-18,472.542,475.5825,470.9569,475.0143,91856248.0
2024-01-19,476.1707,481.225,475.0616,480.9359,110834483.0
2024-01-20,476.1707,481.225,475.0616,480.9359,110834483.0
2024-01-21,476.1707,481.225,475.0616,480.9359,110834483.0
2024-01-22,482.511,483.7173,481.2848,481.9528,75844931.0
2024-01-23,482.511,483.6026,481.3945,483.3584,49945297.0
2024-01-24,486.2993,487.2563,483.3802,483.8867,81765039.0
2024-01-25,486.065,486.7927,483.8867,486.5186,72524989.0
2024-01-26,486.0799,487.6052,485.0332,485.9005,76641609.0
2024-01-27,486.0799,487.6052,485.0332,485.9005,76641609.0
2024-01-28,486.0799,487.6052,485.0332,485.9005,76641609.0
2024-01-29,486.2195,489.8931,485.6612,489.7485,61322751.0
2024-01-30,489.0407,490.0975,488.5921,489.3697,58618386.0
2024-01-31,487.1067,487.5666,481.3646,481.3845,126011062.0
2024-02-01,483.1291,487.7149,482.3017,487.6849,91891637.0
2024-02-02,488.1336,494.5137,487.7846,492.819,99228192.0
2024-02-03,488.1336,494.5137,487.7846,492.819,99228192.0
2024-02-04,488.1336,494.5137,487.7846,492.819,99228192.0
2024-02-05,492.166,492.8467,488.7118,491.0246,75757102.0
2024-02-06,491.9916,492.7891,490.5261,492.4501,55918602.0
2024-02-07,494.753,496.9861,493.8259,496.5574,70556506.0
2024-02-08,496.5574,497.1655,495.72,496.7767,52343636.0
2024-02-09,497.2951,500.0964,496.9462,499.6478,63979375.0
2024-02-10,497.2951,500.0964,496.9462,499.6478,63979375.0
2024-02-11,497.2951,500.0964,496.9462,499.6478,63979375.0
2024-02-12,499.6179,501.9407,498.6908,499.4285,56502283.0
2024-02-13,492.9984,495.5505,489.1953,492.5498,113099199.0
2024-02-14,495.2514,497.5244,492.8688,497.0259,68387827.0
2024-02-15,497.7437,500.6447,497.2502,500.4553,61682960.0
2024-02-16,500.1462,501.3126,497.2054,497.963,75532928.0
2024-02-17,500.1462,501.3126,497.2054,497.963,75532928.0
2024-02-18,500.1462,501.3126,497.2054,497.963,75532928.0
2024-02-19,500.1462,501.3126,497.2054,497.963,75532928.0
2024-02-20,496.1786,496.8664,492.9187,495.2215,71736740.0
2024-02-21,493.8857,495.8296,492.0314,495.6701,59603771.0
2024-02-22,502.4491,506.9152,501.4621,505.9283,76402535.0
2024-02-23,507.6928,508.5501,505.5295,506.2772,61321818.0
2024-02-24,507.6928,508.5501,505.5295,506.2772,61321818.0
2024-02-25,507.6928,508.5501,505.5295,506.2772,61321818.0
2024-02-26,506.7258,507.1744,504.2934,504.4229,50386738.0
2024-02-27,505.1308,505.5893,503.1868,505.36,48854528.0
2024-02-28,503.765,505.2853,503.3961,504.6921,56506634.0
2024-02-29,506.4965,508.1613,503.7849,506.5065,83924795.0
2024-03-01,507.4037,511.7003,506.985,511.2617,76844844.0
2024-03-02,507.4037,511.7003,506.985,511.2617,76844844.0
2024-03-03,507.4037,511.7003,506.985,511.2617,76844844.0
2024-03-04,510.4442,512.6075,510.4143,510.7134,49799257.0
2024-03-05,508.6598,509.1184,503.3463,505.6093,72855623.0
2024-03-06,508.9688,510.4831,506.8454,508.1713,68382367.0
2024-03-07,511.5508,514.2923,508.2264,513.2156,58652085.0
2024-03-08,513.8636,516.6152,509.547,510.1352,86532535.0
2024-03-09,513.8636,516.6152,509.547,510.1352,86532535.0
2024-03-10,513.8636,516.6152,509.547,510.1352,86532535.0
2024-03-11,508.899,510.2947,506.9252,509.6966,62557183.0
2024-03-12,511.8598,515.7777,509.2779,515.1795,73114439.0
2024-03-13,515.5085,515.688,512.8966,514.372,55104088.0
2024-03-14,515.3689,515.5235,510.2349,513.3552,110171820.0
2024-03-15,510.21,511.7,508.122,509.83,107646297.0
2024-03-16,510.21,511.7,508.122,509.83,107646297.0
2024-03-17,510.21,511.7,508.122,509.83,107646297.0
2024-03-18,514.0,515.48,512.44,512.86,88893331.0
2024-03-19,512.15,515.995,511.12,515.71,60755263.0
2024-03-20,515.77,520.62,515.08,520.48,69594574.0
2024-03-21,523.39,524.11,521.91,522.2,60256112.0
2024-03-22,522.11,522.605,520.97,521.21,79070842.0
2024-03-23,522.11,522.605,520.97,521.21,79070842.0
2024-03-24,522.11,522.605,520.97,521.21,79070842.0
2024-03-25,519.8,520.95,519.61,519.77,48512108.0
2024-03-26,521.23,521.58,518.4,518.81,65463744.0
2024-03-27,521.71,523.21,519.485,523.17,82999777.0
2024-03-28,523.21,524.61,522.78,523.07,96294886.0
2024-03-29,523.21,524.61,522.78,523.07,96294886.0
2024-03-30,523.21,524.61,522.78,523.07,96294886.0
2024-03-31,523.21,524.61,522.78,523.07,96294886.0
2024-04-01,523.83,524.38,520.97,522.16,62477540.0
2024-04-02,518.24,518.98,516.48,518.84,74230308.0
2024-04-03,517.72,520.95,517.665,519.41,59155759.0
2024-04-04,523.52,523.8674,512.755,513.07,96858074.0
2024-04-05,514.46,520.44,514.01,518.43,74546483.0
2024-04-06,514.46,520.44,514.01,518.43,74546483.0
2024-04-07,514.46,520.44,514.01,518.43,74546483.0
2024-04-08,519.15,520.18,517.89,518.72,48401752.0
2024-04-09,520.5,520.75,514.35,519.32,68124385.0
2024-04-10,513.48,516.16,512.09,514.12,82652806.0
2024-04-11,515.68,519.48,512.08,518.0,70099007.0
2024-04-12,514.37,515.815,509.08,510.85,92561094.0
2024-04-13,514.37,515.815,509.08,510.85,92561094.0
2024-04-14,514.37,515.815,509.08,510.85,92561094.0
2024-04-15,515.13,515.3,503.58,504.45,92101447.0
2024-04-16,504.94,506.5,502.21,503.53,73484020.0
2024-04-17,506.05,506.22,499.12,500.55,75910305.0
2024-04-18,501.98,504.13,498.56,499.52,74548085.0
2024-04-19,499.44,500.455,493.86,495.16,102212587.0
2024-04-20,499.44,500.455,493.86,495.16,102212587.0
2024-04-21,499.44,500.455,493.86,495.16,102212587.0
2024-04-22,497.83,502.38,495.43,499.72,67961048.0
2024-04-23,501.78,506.09,499.5328,505.65,64633620.0
2024-04-24,506.56,507.37,503.13,505.41,55928076.0
2024-04-25,499.18,504.27,497.49,503.49,69122368.0
2024-04-26,506.35,509.88,505.7,508.26,64306118.0
2024-04-27,506.35,509.88,505.7,508.26,64306118.0
2024-04-28,506.35,509.88,505.7,508.26,64306118.0
2024-04-29,510.09,510.75,507.25,510.06,46415449.0
2024-04-30,508.56,509.56,501.98,501.98,77483566.0
2024-05-01,501.38,508.19,499.865,500.35,80242839.0
