,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity
2020-03-02,279.1541,289.4044,275.6437,289.3389,238703625.0
2020-03-03,289.7227,293.7853,278.555,281.0544,300139149.0
2020-03-04,286.5586,293.0926,283.9469,292.868,176613448.0
2020-03-05,285.4915,288.7585,280.8391,283.1325,186366809.0
2020-03-06,274.4174,279.6877,271.684,278.452,228667168.0
2020-03-07,274.4174,279.6877,271.684,278.452,228667168.0
2020-03-08,274.4174,279.6877,271.684,278.452,228667168.0
2020-03-09,257.7081,266.03,255.9763,256.7064,309417349.0
2020-03-10,266.4512,270.0833,256.0231,269.9897,276444058.0
2020-03-11,262.763,263.9238,253.5705,256.8281,256416563.0
2020-03-12,239.6414,249.6202,231.853,232.2555,392220669.0
2020-03-13,246.2783,254.1279,232.6428,252.1102,329566100.0
2020-03-14,246.2783,254.1279,232.6428,252.1102,329566100.0
2020-03-15,246.2783,254.1279,232.6428,252.1102,329566100.0
2020-03-16,225.7684,240.4838,222.1925,224.5234,297240027.0
2020-03-17,229.3817,239.8005,221.921,236.6458,262070471.0
2020-03-18,221.1534,232.4989,213.4493,224.6638,327597131.0
2020-03-19,223.9617,231.5722,217.3809,225.1412,289322037.0
2020-03-20,228.3667,230.1934,215.156,215.4385,347158794.0
2020-03-21,228.3667,230.1934,215.156,215.4385,347158794.0
2020-03-22,228.3667,230.1934,215.156,215.4385,347158794.0
2020-03-23,214.8641,216.2702,205.514,209.9301,326025169.0
2020-03-24,220.7303,229.845,220.1465,228.9505,235494475.0
2020-03-25,230.57,241.3796,225.749,232.3779,299430255.0
2020-03-26,234.9485,247.4529,234.5059,245.9464,257632816.0
2020-03-27,238.4795,245.5792,236.3891,238.6207,224341217.0
2020-03-28,238.4795,245.5792,236.3891,238.6207,224341217.0
2020-03-29,238.4795,245.5792,236.3891,238.6207,224341217.0
2020-03-30,240.7676,247.1046,238.7243,246.3701,170961866.0
2020-03-31,245.3438,247.952,241.2572,242.6979,194881060.0
2020-04-01,233.4984,242.6123,229.6567,231.7753,189554623.0
2020-04-02,230.8713,237.9239,230.3064,237.1236,177660430.0
2020-04-03,236.1161,238.5266,230.8996,233.6961,135561171.0
2020-04-04,236.1161,238.5266,230.8996,233.6961,135561171.0
2020-04-05,236.1161,238.5266,230.8996,233.6961,135561171.0
2020-04-06,242.7826,251.4077,233.6771,249.3926,188061238.0
2020-04-07,258.1966,258.9687,249.4209,249.6469,201427189.0
2020-04-08,252.3116,259.8821,249.7638,258.0271,153774487.0
2020-04-09,261.3698,264.7784,259.383,261.9536,190282705.0
2020-04-10,261.3698,264.7784,259.383,261.9536,190282705.0
2020-04-11,261.3698,264.7784,259.383,261.9536,190282705.0
2020-04-12,261.3698,264.7784,259.383,261.9536,190282705.0
2020-04-13,260.9555,261.3039,255.5601,259.5619,114839053.0
2020-04-14,264.5713,268.2623,259.4213,267.2172,134143350.0
2020-04-15,261.3604,267.3591,259.3736,261.5393,121775006.0
2020-04-16,262.8481,263.6767,259.6561,262.8011,131798325.0
2020-04-17,268.7143,270.5222,265.9083,269.9007,146684784.0
2020-04-18,268.7143,270.5222,265.9083,269.9007,146684784.0
2020-04-19,268.7143,270.5222,265.9083,269.9007,146684784.0
2020-04-20,266.1061,270.0431,264.9197,265.1456,100109285.0
2020-04-21,260.5695,261.803,256.1345,257.095,126385698.0
2020-04-22,262.0949,264.5901,260.7389,262.8011,93524584.0
2020-04-23,264.1099,267.3584,262.4715,262.7822,104709693.0
2020-04-24,264.3359,267.1324,262.2361,266.4451,85165953.0
2020-04-25,264.3359,267.1324,262.2361,266.4451,85165953.0
2020-04-26,264.3359,267.1324,262.2361,266.4451,85165953.0
2020-04-27,268.4695,271.4355,267.9987,270.2868,77896608.0
2020-04-28,274.025,274.3828,268.7331,269.0439,105269985.0
2020-04-29,274.5052,277.6595,273.4506,276.0871,118745579.0
2020-04-30,274.6747,276.1943,271.7369,273.5165,122901701.0
2020-05-01,268.6484,273.6833,265.0797,266.2756,125180028.0
2020-05-02,268.6484,273.6833,265.0797,266.2756,125180028.0
2020-05-03,268.6484,273.6833,265.0797,266.2756,125180028.0
2020-05-04,264.3453,267.3207,262.8293,267.01,80873213.0
2020-05-05,269.9007,272.3583,267.145,269.477,79569938.0
2020-05-06,271.219,271.6144,267.2078,267.6503,73632628.0
2020-05-07,270.9459,272.8574,270.3621,270.88,75250412.0
2020-05-08,274.0909,275.8422,272.9327,275.362,76622128.0
2020-05-09,274.0909,275.8422,272.9327,275.362,76622128.0
2020-05-10,274.0909,275.8422,272.9327,275.362,76622128.0
2020-05-11,273.3847,276.8309,272.9515,275.4185,79514231.0
2020-05-12,276.6332,277.0569,269.7877,269.929,95870786.0
2020-05-13,269.3546,270.4186,262.6739,265.1551,144721099.0
2020-05-14,262.6598,268.4601,257.0479,268.3283,121977890.0
2020-05-15,265.8801,269.6088,264.9102,269.5618,111146276.0
2020-05-16,265.8801,269.6088,264.9102,269.5618,111146276.0
2020-05-17,265.8801,269.6088,264.9102,269.5618,111146276.0
2020-05-18,275.9364,279.4203,275.6068,277.7725,120320229.0
2020-05-19,277.1605,278.9072,274.9006,274.9195,95189316.0
2020-05-20,278.5446,280.4749,278.3092,279.5898,85861691.0
2020-05-21,279.458,280.2866,276.5377,277.6595,78293925.0
2020-05-22,277.3676,278.3657,276.0965,278.1868,63958200.0
2020-05-23,277.3676,278.3657,276.0965,278.1868,63958200.0
2020-05-24,277.3676,278.3657,276.0965,278.1868,63958200.0
2020-05-25,277.3676,278.3657,276.0965,278.1868,63958200.0
2020-05-26,284.2978,284.5426,278.21,281.6143,88951442.0
2020-05-27,284.4767,285.8421,279.5333,285.8044,104817449.0
2020-05-28,286.859,288.9211,284.5897,285.2771,90767807.0
2020-05-29,284.7969,287.1509,281.9815,286.5483,119265702.0
2020-05-30,284.7969,287.1509,281.9815,286.5483,119265702.0
2020-05-31,284.7969,287.1509,281.9815,286.5483,119265702.0
2020-06-01,285.8891,288.3232,285.3618,287.7064,56779836.0
2020-06-02,288.648,290.1358,287.2827,290.0887,74267162.0
2020-06-03,292.1225,294.9285,291.8401,293.9492,92567574.0
2020-06-04,292.9417,294.7214,291.0303,293.1771,75794363.0
2020-06-05,298.7043,302.5131,298.6384,300.6911,150524674.0
2020-06-06,298.7043,302.5131,298.6384,300.6911,150524674.0
2020-06-07,298.7043,302.5131,298.6384,300.6911,150524674.0
2020-06-08,301.5197,304.5234,300.9642,304.3257,73641217.0
2020-06-09,301.5951,304.4056,300.7099,302.0564,77479228.0
2020-06-10,302.6496,303.563,299.6374,300.371,95000766.0
2020-06-11,293.2713,293.921,282.49,283.0549,209243560.0
2020-06-12,290.2393,291.0303,281.1623,286.4447,194678879.0
2020-06-13,290.2393,291.0303,281.1623,286.4447,194678879.0
2020-06-14,290.2393,291.0303,281.1623,286.4447,194678879.0
2020-06-15,280.6162,290.277,279.4109,289.1188,135782724.0
2020-06-16,297.0565,297.2072,289.7026,294.6837,137627502.0
2020-06-17,295.7289,296.0302,292.7063,293.4596,83398944.0
2020-06-18,291.9013,294.0622,291.4352,293.5726,80828658.0
2020-06-19,297.125,297.3236,289.8995,291.8951,135549624.0
2020-06-20,297.125,297.3236,289.8995,291.8951,135549624.0
2020-06-21,297.125,297.3236,289.8995,291.8951,135549624.0
2020-06-22,291.2803,294.1743,290.1076,293.7676,74649389.0
2020-06-23,296.4819,297.4371,294.704,295.1201,68471246.0
2020-06-24,293.03,293.6636,285.7099,287.5919,132813492.0
2020-06-25,287.0056,290.9493,284.9344,290.675,89467968.0
2020-06-26,289.5496,289.7671,283.1753,283.7711,127961017.0
2020-06-27,289.5496,289.7671,283.1753,283.7711,127961017.0
2020-06-28,289.5496,289.7671,283.1753,283.7711,127961017.0
2020-06-29,285.0573,288.0837,282.7119,287.9418,79773260.0
2020-06-30,287.4973,293.3704,287.3366,291.6302,113394772.0
2020-07-01,292.7746,294.9687,292.3017,293.6731,72396542.0
2020-07-02,297.1912,298.572,294.6093,295.2903,69344217.0
2020-07-03,297.1912,298.572,294.6093,295.2903,69344217.0
2020-07-04,297.1912,298.572,294.6093,295.2903,69344217.0
2020-07-05,297.1912,298.572,294.6093,295.2903,69344217.0
2020-07-06,299.2057,300.4446,298.4396,299.8488,61713828.0
2020-07-07,298.2694,300.2933,296.3684,296.7562,82909963.0
2020-07-08,297.5412,299.1395,295.7348,299.026,54638596.0
2020-07-09,299.6502,299.8961,293.8244,297.3236,83354158.0
2020-07-10,297.2574,300.6338,295.7915,300.3595,57550365.0
2020-07-11,297.2574,300.6338,295.7915,300.3595,57550365.0
2020-07-12,297.2574,300.6338,295.7915,300.3595,57550365.0
2020-07-13,302.7617,305.2017,297.0872,297.7587,102997484.0
2020-07-14,296.3022,302.4118,295.0728,301.6173,93656951.0
2020-07-15,304.918,305.5138,301.9436,304.3884,87196524.0
2020-07-16,302.4401,303.8493,301.7781,303.3859,54622520.0
2020-07-17,304.4167,305.0693,302.3881,304.2654,62774911.0
2020-07-18,304.4167,305.0693,302.3881,304.2654,62774911.0
2020-07-19,304.4167,305.0693,302.3881,304.2654,62774911.0
2020-07-20,303.9911,307.4904,303.2251,306.7244,56308849.0
2020-07-21,308.7388,309.1928,306.365,307.3769,57498967.0
2020-07-22,307.0081,309.4481,306.8946,309.1266,57792915.0
2020-07-23,308.7577,309.4765,304.0384,305.4381,75737989.0
2020-07-24,303.5372,304.5208,301.9256,303.471,73766597.0
2020-07-25,303.5372,304.5208,301.9256,303.471,73766597.0
2020-07-26,303.5372,304.5208,301.9256,303.471,73766597.0
2020-07-27,304.1803,305.8637,303.3717,305.684,48292970.0
2020-07-28,304.9369,306.0812,303.4426,303.7453,57494979.0
2020-07-29,304.6437,308.0579,304.6012,307.481,48454159.0
2020-07-30,304.4357,306.8095,302.2983,306.3839,61861714.0
2020-07-31,308.2186,308.909,303.8966,308.805,85210755.0
2020-08-01,308.2186,308.909,303.8966,308.805,85210755.0
2020-08-02,308.2186,308.909,303.8966,308.805,85210755.0
2020-08-03,310.5073,311.7368,309.9493,310.9518,53077948.0
2020-08-04,310.0723,312.1529,310.0723,312.1529,41917893.0
2020-08-05,313.4864,314.3565,313.2122,314.0917,42866354.0
2020-08-06,313.4958,316.3142,313.1649,316.1913,43679447.0
2020-08-07,315.1982,316.7114,314.2714,316.4183,57308270.0
2020-08-08,315.1982,316.7114,314.2714,316.4183,57308270.0
2020-08-09,315.1982,316.7114,314.2714,316.4183,57308270.0
2020-08-10,316.8817,317.5531,314.8909,317.364,44282089.0
2020-08-11,318.5746,319.2271,313.9971,314.7443,69601087.0
2020-08-12,317.2411,319.927,314.7799,319.1325,53826128.0
2020-08-13,318.3476,319.8999,317.6099,318.5556,41816146.0
2020-08-14,318.1584,319.1136,317.4113,318.5651,47260390.0
2020-08-15,318.1584,319.1136,317.4113,318.5651,47260390.0
2020-08-16,318.1584,319.1136,317.4113,318.5651,47260390.0
2020-08-17,319.6054,319.9837,318.5762,319.577,35480974.0
2020-08-18,319.9837,320.7025,318.3476,320.2674,38733908.0
2020-08-19,320.6552,321.1848,318.357,318.9339,68054244.0
2020-08-20,317.1654,320.4188,317.033,319.927,42207826.0
2020-08-21,319.5865,321.2888,319.2366,321.0619,55106628.0
2020-08-22,319.5865,321.2888,319.2366,321.0619,55106628.0
2020-08-23,319.5865,321.2888,319.2366,321.0619,55106628.0
2020-08-24,323.5586,324.3909,321.0339,324.3152,48588662.0
2020-08-25,324.8921,325.5352,323.7005,325.4501,38463381.0
2020-08-26,326.0554,328.9872,325.4974,328.713,50790237.0
2020-08-27,329.602,330.9165,327.7294,329.4317,58034142.0
2020-08-28,330.4815,331.6921,329.2615,331.5596,48588940.0
2020-08-29,330.4815,331.6921,329.2615,331.5596,48588940.0
2020-08-30,330.4815,331.6921,329.2615,331.5596,48588940.0
2020-08-31,331.3421,332.2406,330.1221,330.3585,66099183.0
2020-09-01,331.2097,333.5741,330.2923,333.4701,54999325.0
2020-09-02,335.4277,339.2864,334.255,338.2934,69540035.0
2020-09-03,336.5626,337.045,324.0031,326.6512,148011129.0
2020-09-04,327.3511,328.9588,316.702,323.9842,139156281.0
2020-09-05,327.3511,328.9588,316.702,323.9842,139156281.0
2020-09-06,327.3511,328.9588,316.702,323.9842,139156281.0
2020-09-07,327.3511,328.9588,316.702,323.9842,139156281.0
2020-09-08,318.4421,324.0504,314.8199,315.132,114465322.0
2020-09-09,319.2366,323.8802,318.3476,321.355,91462290.0
2020-09-10,323.2749,323.9464,314.7916,315.7751,90569548.0
2020-09-11,317.6004,318.688,313.0419,315.9359,84680194.0
2020-09-12,317.6004,318.688,313.0419,315.9359,84680194.0
2020-09-13,317.6004,318.688,313.0419,315.9359,84680194.0
2020-09-14,319.1798,321.913,316.088,320.0972,65605686.0
2020-09-15,322.6129,323.4641,320.1051,321.7144,52920862.0
2020-09-16,322.9817,324.4476,320.1539,320.4377,82211256.0
2020-09-17,315.463,319.3781,314.9249,317.6193,91523339.0
2020-09-18,318.4448,318.5588,311.4183,313.963,105877942.0
2020-09-19,318.4448,318.5588,311.4183,313.963,105877942.0
2020-09-20,318.4448,318.5588,311.4183,313.963,105877942.0
2020-09-21,309.2628,310.6207,305.4932,310.4687,99450829.0
2020-09-22,311.988,314.2004,309.4148,313.6307,63612107.0
2020-09-23,314.2004,314.4853,305.8445,306.3573,93112240.0
2020-09-24,305.0089,310.3045,303.6606,307.1739,76681332.0
2020-09-25,306.3003,312.947,305.4077,312.1399,71069426.0
2020-09-26,306.3003,312.947,305.4077,312.1399,71069426.0
2020-09-27,306.3003,312.947,305.4077,312.1399,71069426.0
2020-09-28,316.4033,318.0555,315.3873,317.3244,64584614.0
2020-09-29,317.1155,317.8751,314.8849,315.5962,51531594.0
2020-09-30,316.2799,321.2174,316.0805,317.989,104081136.0
2020-10-01,320.6477,321.6447,318.103,320.0305,88698745.0
2020-10-02,314.96,320.0045,314.4758,316.992,89431112.0
2020-10-03,314.96,320.0045,314.4758,316.992,89431112.0
2020-10-04,314.96,320.0045,314.4758,316.992,89431112.0
2020-10-05,319.1,322.8032,319.0525,322.6133,45713108.0
2020-10-06,322.7557,324.9016,317.5048,318.027,90128883.0
2020-10-07,321.056,324.3889,321.0275,323.5628,56999597.0
2020-10-08,325.5473,326.4968,324.6073,326.4304,45242476.0
2020-10-09,328.1205,329.8202,327.4844,329.3454,59528606.0
2020-10-10,328.1205,329.8202,327.4844,329.3454,59528606.0
2020-10-11,328.1205,329.8202,327.4844,329.3454,59528606.0
2020-10-12,331.9472,336.1536,331.4439,334.6438,80388533.0
2020-10-13,334.5014,334.6772,331.4724,332.4599,73255513.0
2020-10-14,333.0486,334.1691,329.6208,330.3709,57958749.0
2020-10-15,326.3639,330.4564,325.8132,329.9626,60357659.0
2020-10-16,331.349,333.0486,329.5828,329.7632,89501868.0
2020-10-17,331.349,333.0486,329.5828,329.7632,89501868.0
2020-10-18,331.349,333.0486,329.5828,329.7632,89501868.0
2020-10-19,331.0546,331.7003,323.8287,324.7497,68425614.0
2020-10-20,326.1265,329.3739,325.3479,326.0506,60051880.0
2020-10-21,326.0031,331.0876,325.12,325.4334,63574979.0
2020-10-22,325.6518,327.8167,323.4583,327.2185,55399292.0
2020-10-23,328.4719,328.5288,325.8132,328.3294,49143931.0
2020-10-24,328.4719,328.5288,325.8132,328.3294,49143931.0
2020-10-25,328.4719,328.5288,325.8132,328.3294,49143931.0
2020-10-26,324.8636,325.6708,318.6822,322.2619,91473002.0
2020-10-27,322.6133,322.9551,320.9326,321.151,65994108.0
2020-10-28,315.3398,321.1778,309.6711,310.1744,127094307.0
2020-10-29,310.4118,316.5695,308.6836,313.3268,90597689.0
2020-10-30,311.7126,313.0515,306.3193,310.0604,120448685.0
2020-10-31,311.7126,313.0515,306.3193,310.0604,120448685.0
2020-11-01,311.7126,313.0515,306.3193,310.0604,120448685.0
2020-11-02,313.5357,315.5867,310.7251,313.5357,86068299.0
2020-11-03,316.8496,321.1795,313.6245,319.0715,93294192.0
2020-11-04,323.6577,330.3804,322.4518,326.2025,126959700.0
2020-11-05,331.6148,334.4159,331.254,332.5644,82039749.0
2020-11-06,332.27,333.7703,330.1051,332.4884,74972973.0
2020-11-07,332.27,333.7703,330.1051,332.4884,74972973.0
2020-11-08,332.27,333.7703,330.1051,332.4884,74972973.0
2020-11-09,345.6014,345.9908,336.1916,336.6663,172304203.0
2020-11-10,335.6503,337.2551,332.8207,336.1726,85552022.0
2020-11-11,338.4135,339.5149,337.1411,338.6699,58649048.0
2020-11-12,337.6349,338.7156,333.5329,335.3845,68118563.0
2020-11-13,337.3405,340.7873,336.8088,340.0277,62959429.0
2020-11-14,337.3405,340.7873,336.8088,340.0277,62959429.0
2020-11-15,337.3405,340.7873,336.8088,340.0277,62959429.0
2020-11-16,342.7623,344.4715,341.4425,344.2721,74541138.0
2020-11-17,341.8033,343.6549,340.2556,342.4205,66111009.0
2020-11-18,342.6959,343.2561,338.2616,338.2995,70591299.0
2020-11-19,337.6539,340.1036,336.277,339.7238,59940947.0
2020-11-20,339.458,339.6669,337.3215,337.3975,70411890.0
2020-11-21,339.458,339.6669,337.3215,337.3975,70411890.0
2020-11-22,339.458,339.6669,337.3215,337.3975,70411890.0
2020-11-23,339.2491,340.7114,336.9559,339.42,63230608.0
2020-11-24,342.0312,345.4495,341.1576,344.8893,62415877.0
2020-11-25,344.8038,344.8323,343.2371,344.3576,45330890.0
2020-11-26,344.8038,344.8323,343.2371,344.3576,45330890.0
2020-11-27,345.478,345.8008,344.2816,345.3166,28514072.0
2020-11-28,345.478,345.8008,344.2816,345.3166,28514072.0
2020-11-29,345.478,345.8008,344.2816,345.3166,28514072.0
2020-11-30,344.519,344.7943,341.0437,343.7878,83872709.0
2020-12-01,347.1207,349.1242,346.513,347.548,74504969.0
2020-12-02,346.4085,348.4405,345.8198,348.2791,45927000.0
2020-12-03,348.1747,349.6085,347.0542,348.1842,62881998.0
2020-12-04,348.7824,351.1847,348.6874,351.1847,50749859.0
2020-12-05,348.7824,351.1847,348.6874,351.1847,50749859.0
2020-12-06,348.7824,351.1847,348.6874,351.1847,50749859.0
2020-12-07,350.3966,350.9663,349.1622,350.4631,48944269.0
2020-12-08,349.1622,352.0678,349.1147,351.4885,42458859.0
2020-12-09,352.1627,352.3241,347.4815,348.3361,74098312.0
2020-12-10,346.9308,349.2951,346.0382,348.2222,57735353.0
2020-12-11,346.4845,348.2318,344.9273,347.8139,57698614.0
2020-12-12,346.4845,348.2318,344.9273,347.8139,57698614.0
2020-12-13,346.4845,348.2318,344.9273,347.8139,57698614.0
2020-12-14,350.0358,351.1372,346.0762,346.2566,69216174.0
2020-12-15,348.8583,350.9378,347.453,350.9378,64071099.0
2020-12-16,351.1562,352.4286,350.2519,351.4885,58420517.0
2020-12-17,353.1692,353.663,352.3241,353.4541,64119472.0
2020-12-18,353.7498,353.9215,349.9832,352.0429,136542328.0
2020-12-19,353.7498,353.9215,349.9832,352.0429,136542328.0
2020-12-20,353.7498,353.9215,349.9832,352.0429,136542328.0
2020-12-21,348.0284,360.8922,345.2248,350.7842,96386745.0
2020-12-22,351.118,351.234,349.0392,350.193,48388462.0
2020-12-23,351.1847,352.4625,350.1712,350.5077,46201402.0
2020-12-24,350.994,351.8999,350.3932,351.8713,26457853.0
2020-12-25,350.994,351.8999,350.3932,351.8713,26457853.0
2020-12-26,350.994,351.8999,350.3932,351.8713,26457853.0
2020-12-27,350.994,351.8999,350.3932,351.8713,26457853.0
2020-12-28,354.4841,355.2946,353.8452,354.8941,39000402.0
2020-12-29,356.458,356.6392,353.6163,354.2171,53680451.0
2020-12-30,355.0562,355.781,354.322,354.7225,49455259.0
2020-12-31,354.5222,357.2686,353.9997,356.5248,78520702.0
2021-01-01,354.5222,357.2686,353.9997,356.5248,78520702.0
2021-01-02,354.5222,357.2686,353.9997,356.5248,78520702.0
2021-01-03,354.5222,357.2686,353.9997,356.5248,78520702.0
2021-01-04,357.8884,358.0219,347.8853,351.671,110210810.0
2021-01-05,351.0131,355.2088,350.9654,354.0931,66426229.0
2021-01-06,352.5483,359.4809,351.9857,356.2101,107997675.0
2021-01-07,358.6417,362.2653,358.4605,361.5025,68766812.0
2021-01-08,362.9233,363.7815,359.5953,363.5622,71677208.0
2021-01-09,362.9233,363.7815,359.5953,363.5622,71677208.0
2021-01-10,362.9233,363.7815,359.5953,363.5622,71677208.0
2021-01-11,360.3105,362.9138,360.1855,361.1115,51176719.0
2021-01-12,361.3022,362.2272,358.8896,361.1878,52547716.0
2021-01-13,361.1115,363.1808,360.3105,362.1604,45303619.0
2021-01-14,362.9233,363.4382,360.5489,360.8922,49989113.0
2021-01-15,359.2329,360.053,356.3531,358.2603,107159962.0
2021-01-16,359.2329,360.053,356.3531,358.2603,107159962.0
2021-01-17,359.2329,360.053,356.3531,358.2603,107159962.0
2021-01-18,359.2329,360.053,356.3531,358.2603,107159962.0
2021-01-19,360.7777,361.6264,359.2615,361.0733,51233300.0
2021-01-20,363.4192,366.9283,363.0186,366.0701,61836062.0
2021-01-21,366.6423,367.0809,365.4598,366.4039,47955809.0
2021-01-22,364.5062,366.2948,364.1105,365.107,52136931.0
2021-01-23,364.5062,366.2948,364.1105,365.107,52136931.0
2021-01-24,364.5062,366.2948,364.1105,365.107,52136931.0
2021-01-25,365.8603,366.9093,360.8922,366.5469,70401971.0
2021-01-26,367.5195,367.9391,365.7364,365.9747,42665281.0
2021-01-27,362.5705,362.6658,354.7416,357.0302,123351078.0
2021-01-28,358.8896,364.2011,358.4415,360.1007,94198104.0
2021-01-29,358.1935,359.1853,351.1752,352.8916,126765121.0
2021-01-30,358.1935,359.1853,351.1752,352.8916,126765121.0
2021-01-31,358.1935,359.1853,351.1752,352.8916,126765121.0
2021-02-01,356.3722,359.8242,353.1834,358.7657,75817597.0
2021-02-02,362.0269,365.4312,358.8497,363.8387,64450662.0
2021-02-03,364.6826,365.8889,362.8184,364.1248,52427090.0
2021-02-04,365.1833,368.311,364.2349,368.2633,47142555.0
2021-02-05,370.18,370.4375,368.2199,369.7128,48669773.0
2021-02-06,370.18,370.4375,368.2199,369.7128,48669773.0
2021-02-07,370.18,370.4375,368.2199,369.7128,48669773.0
2021-02-08,371.2004,372.4305,370.3231,372.3828,38365185.0
2021-02-09,371.5246,372.7452,371.105,372.1349,35551059.0
2021-02-10,373.9181,374.0706,369.5125,371.9728,59154370.0
2021-02-11,373.0789,373.508,370.0847,372.5735,42913288.0
2021-02-12,371.7534,374.6619,371.6772,374.4139,50593270.0
2021-02-13,371.7534,374.6619,371.6772,374.4139,50593270.0
2021-02-14,371.7534,374.6619,371.6772,374.4139,50593270.0
2021-02-15,371.7534,374.6619,371.6772,374.4139,50593270.0
2021-02-16,375.6727,375.8729,373.3555,374.0897,50972366.0
2021-02-17,372.297,374.433,371.2576,374.1755,52806681.0
2021-02-18,371.5055,373.3412,369.7414,372.5831,59712773.0
2021-02-19,373.8704,374.166,371.4674,371.9251,83240971.0
2021-02-20,373.8704,374.166,371.4674,371.9251,83240971.0
2021-02-21,373.8704,374.166,371.4674,371.9251,83240971.0
2021-02-22,369.093,371.5341,368.7878,369.0643,67414170.0
2021-02-23,366.8044,370.8905,362.5514,369.5125,107284127.0
2021-02-24,368.3968,374.023,367.386,373.5843,72433946.0
2021-02-25,372.2875,373.6892,363.1034,364.5825,146670499.0
2021-02-26,366.5088,367.6817,360.6728,362.704,152701639.0
2021-02-27,366.5088,367.6817,360.6728,362.704,152701639.0
2021-02-28,366.5088,367.6817,360.6728,362.704,152701639.0
2021-03-01,367.6912,372.7738,362.9061,371.496,105348798.0
2021-03-02,371.7248,371.9632,368.0822,368.5971,79595332.0
2021-03-03,367.8819,368.8736,363.6099,363.7148,119940211.0
2021-03-04,363.524,366.175,354.6176,359.2139,183433020.0
2021-03-05,362.7993,366.8997,355.3423,365.8222,152039624.0
2021-03-06,362.7993,366.8997,355.3423,365.8222,152039624.0
2021-03-07,362.7993,366.8997,355.3423,365.8222,152039624.0
2021-03-08,366.8044,369.6842,363.7148,364.0008,123149245.0
2021-03-09,367.9391,371.8107,364.0103,369.1978,113633556.0
2021-03-10,371.6009,373.2315,370.1516,371.496,109899410.0
2021-03-11,374.023,377.2842,373.5557,375.2626,86245040.0
2021-03-12,373.8704,375.9111,373.0408,375.768,64653565.0
2021-03-13,373.8704,375.9111,373.0408,375.768,64653565.0
2021-03-14,373.8704,375.9111,373.0408,375.768,64653565.0
2021-03-15,376.0255,378.2712,373.8323,378.0089,73592302.0
2021-03-16,378.6383,379.363,376.7407,377.5321,73722506.0
2021-03-17,376.2162,379.6396,375.0433,378.8195,97959265.0
2021-03-18,376.1638,378.3045,372.6117,373.3078,115349101.0
2021-03-19,372.9995,374.6154,370.3877,372.6168,113624490.0
2021-03-20,372.9995,374.6154,370.3877,372.6168,113624490.0
2021-03-21,372.9995,374.6154,370.3877,372.6168,113624490.0
2021-03-22,373.143,377.0081,373.0856,375.5922,73778646.0
2021-03-23,374.9416,376.4245,371.8323,372.636,90686552.0
2021-03-24,374.071,375.7453,370.6939,370.7417,97588644.0
2021-03-25,369.2684,373.6405,367.2784,372.8273,116128622.0
2021-03-26,374.0041,379.2468,373.3918,378.8354,114409114.0
2021-03-27,374.0041,379.2468,373.3918,378.8354,114409114.0
2021-03-28,374.0041,379.2468,373.3918,378.8354,114409114.0
2021-03-29,377.3238,379.5721,375.8027,378.6441,108107626.0
2021-03-30,377.343,378.3284,376.0036,377.6395,76262249.0
2021-03-31,378.2231,380.768,378.1944,379.1703,112734214.0
2021-04-01,381.1506,383.3224,380.9402,383.265,99682876.0
2021-04-02,381.1506,383.3224,380.9402,383.265,99682876.0
2021-04-03,381.1506,383.3224,380.9402,383.265,99682876.0
2021-04-04,381.1506,383.3224,380.9402,383.265,99682876.0
2021-04-05,385.9916,389.3209,385.915,388.766,91684764.0
2021-04-06,388.192,389.6079,387.8476,388.5364,62020953.0
2021-04-07,388.3642,389.34,387.8954,388.986,55836280.0
2021-04-08,390.268,390.8899,389.3113,390.8325,57863114.0
2021-04-09,390.7081,393.8461,390.5837,393.6739,61104559.0
2021-04-10,390.7081,393.8461,390.5837,393.6739,61104559.0
2021-04-11,390.7081,393.8461,390.5837,393.6739,61104559.0
2021-04-12,393.0616,394.0948,392.4397,393.8174,56704899.0
2021-04-13,393.7122,395.6246,393.3199,394.9846,56550988.0
2021-04-14,394.9559,396.0369,393.0807,393.6356,61659907.0
2021-04-15,395.8265,398.1417,395.7786,397.8642,60229842.0
2021-04-16,399.1845,399.8159,397.7303,399.1941,82037278.0
2021-04-17,399.1845,399.8159,397.7303,399.1941,82037278.0
2021-04-18,399.1845,399.8159,397.7303,399.1941,82037278.0
2021-04-19,398.2374,398.6966,395.8743,397.2328,78498496.0
2021-04-20,395.9891,397.1141,392.8129,394.3244,81851828.0
2021-04-21,393.693,398.2661,393.5495,398.0556,66792983.0
2021-04-22,397.8834,398.7348,393.3295,394.4201,97582788.0
2021-04-23,394.9941,400.1412,394.9176,398.6966,73276195.0
2021-04-24,394.9941,400.1412,394.9176,398.6966,73276195.0
2021-04-25,394.9941,400.1412,394.9176,398.6966,73276195.0
2021-04-26,399.3663,400.1125,398.7646,399.5289,52182392.0
2021-04-27,399.8351,400.036,398.2756,399.4428,51303056.0
2021-04-28,399.7203,400.8683,398.8497,399.328,51238854.0
2021-04-29,402.1216,402.5043,398.4096,401.8728,78544329.0
2021-04-30,399.548,400.4186,398.3139,399.2323,85527030.0
2021-05-01,399.548,400.4186,398.3139,399.2323,85527030.0
2021-05-02,399.548,400.4186,398.3139,399.2323,85527030.0
2021-05-03,401.2701,401.6624,399.5815,400.0934,68128289.0
