,VMW US Equity,VMW US Equity,VMW US Equity,VMW US Equity,VMW US Equity
2023-10-04,164.96,166.08,164.16,166.07,1228256.0
2023-10-05,165.9,166.77,165.09,165.66,2217768.0
2023-10-06,165.38,168.47,165.01,167.73,1470073.0
2023-10-07,165.38,168.47,165.01,167.73,1470073.0
2023-10-08,165.38,168.47,165.01,167.73,1470073.0
2023-10-09,167.04,169.56,167.04,169.1,805271.0
2023-10-10,169.1,171.6,169.1,169.8,2192130.0
2023-10-11,170.0,171.81,169.46,171.48,2345551.0
2023-10-12,172.42,180.3672,172.1,178.71,6054339.0
2023-10-13,178.85,181.14,176.445,177.76,3608116.0
2023-10-14,178.85,181.14,176.445,177.76,3608116.0
2023-10-15,178.85,181.14,176.445,177.76,3608116.0
2023-10-16,178.4,180.61,177.82,178.88,2106134.0
2023-10-17,157.62,169.21,157.17,165.1,10636367.0
2023-10-18,165.75,167.9599,163.25,166.25,7354746.0
2023-10-19,159.0,159.0,145.0,150.31,10720422.0
2023-10-20,151.51,152.01,147.84,150.91,6247604.0
2023-10-21,151.51,152.01,147.84,150.91,6247604.0
2023-10-22,151.51,152.01,147.84,150.91,6247604.0
2023-10-23,148.01,157.1,146.6,155.87,5692838.0
2023-10-24,152.95,154.22,148.07,150.69,861875.0
2023-10-25,149.87,149.87,146.14,148.26,424571.0
2023-10-26,149.22,149.22,145.47,146.47,361305.0
2023-10-27,146.03,146.32,141.99,142.2,3377802.0
2023-10-28,146.03,146.32,141.99,142.2,3377802.0
2023-10-29,146.03,146.32,141.99,142.2,3377802.0
2023-10-30,138.25,146.62,138.0,146.62,1707982.0
2023-10-31,144.4,145.93,143.2,145.65,783640.0
2023-11-01,145.72,146.14,143.74,146.14,635707.0
2023-11-02,148.21,148.21,144.6,144.76,435605.0
2023-11-03,145.0,147.75,144.6,146.79,548661.0
2023-11-04,145.0,147.75,144.6,146.79,548661.0
2023-11-05,145.0,147.75,144.6,146.79,548661.0
2023-11-06,147.0,150.11,146.4101,149.62,407769.0
2023-11-07,150.68,151.45,147.36,148.77,404064.0
2023-11-08,149.76,149.8,147.865,148.55,247358.0
2023-11-09,147.88,149.28,147.67,149.1,239700.0
2023-11-10,149.6,151.64,149.2,149.66,239111.0
2023-11-11,149.6,151.64,149.2,149.66,239111.0
2023-11-12,149.6,151.64,149.2,149.66,239111.0
2023-11-13,151.0,151.0,148.12,149.23,273855.0
2023-11-14,150.0,150.5,148.36,148.6,285244.0
2023-11-15,149.87,153.56,148.08,149.21,1301349.0
2023-11-16,149.5,150.55,149.0,149.65,347982.0
2023-11-17,149.5,150.0,148.0,149.62,502994.0
2023-11-18,149.5,150.0,148.0,149.62,502994.0
2023-11-19,149.5,150.0,148.0,149.62,502994.0
2023-11-20,150.0,150.75,146.22,149.91,436065.0
2023-11-21,142.67,143.63,142.47,142.48,2741273.0
2023-11-22,142.67,143.63,142.47,142.48,200.0
2023-11-23,142.67,143.63,142.47,142.48,200.0
2023-11-24,142.67,143.63,142.47,142.48,200.0
2023-11-25,142.67,143.63,142.47,142.48,200.0
2023-11-26,142.67,143.63,142.47,142.48,200.0
2023-11-27,142.67,143.63,142.47,142.48,200.0
2023-11-28,142.67,143.63,142.47,142.48,200.0
2023-11-29,142.67,143.63,142.47,142.48,200.0
2023-11-30,142.67,143.63,142.47,142.48,200.0
2023-12-01,142.67,143.63,142.47,142.48,200.0
2023-12-02,142.67,143.63,142.47,142.48,200.0
2023-12-03,142.67,143.63,142.47,142.48,200.0
2023-12-04,142.67,143.63,142.47,142.48,200.0
2023-12-05,142.67,143.63,142.47,142.48,200.0
2023-12-06,142.67,143.63,142.47,142.48,200.0
2023-12-07,142.67,143.63,142.47,142.48,200.0
2023-12-08,142.67,143.63,142.47,142.48,200.0
2023-12-09,142.67,143.63,142.47,142.48,200.0
2023-12-10,142.67,143.63,142.47,142.48,200.0
2023-12-11,142.67,143.63,142.47,142.48,200.0
2023-12-12,142.67,143.63,142.47,142.48,200.0
2023-12-13,142.67,143.63,142.47,142.48,200.0
2023-12-14,142.67,143.63,142.47,142.48,200.0
2023-12-15,142.67,143.63,142.47,142.48,200.0
2023-12-16,142.67,143.63,142.47,142.48,200.0
2023-12-17,142.67,143.63,142.47,142.48,200.0
2023-12-18,142.67,143.63,142.47,142.48,200.0
2023-12-19,142.67,143.63,142.47,142.48,200.0
2023-12-20,142.67,143.63,142.47,142.48,200.0
2023-12-21,142.67,143.63,142.47,142.48,200.0
2023-12-22,142.67,143.63,142.47,142.48,200.0
2023-12-23,142.67,143.63,142.47,142.48,200.0
2023-12-24,142.67,143.63,142.47,142.48,200.0
2023-12-25,142.67,143.63,142.47,142.48,200.0
2023-12-26,142.67,143.63,142.47,142.48,200.0
2023-12-27,142.67,143.63,142.47,142.48,200.0
2023-12-28,142.67,143.63,142.47,142.48,200.0
2023-12-29,142.67,143.63,142.47,142.48,200.0
2023-12-30,142.67,143.63,142.47,142.48,200.0
2023-12-31,142.67,143.63,142.47,142.48,200.0
2024-01-01,142.67,143.63,142.47,142.48,200.0
2024-01-02,142.67,143.63,142.47,142.48,200.0
2024-01-03,142.67,143.63,142.47,142.48,200.0
2024-01-04,142.67,143.63,142.47,142.48,200.0
2024-01-05,142.67,143.63,142.47,142.48,200.0
2024-01-06,142.67,143.63,142.47,142.48,200.0
2024-01-07,142.67,143.63,142.47,142.48,200.0
2024-01-08,142.67,143.63,142.47,142.48,200.0
2024-01-09,142.67,143.63,142.47,142.48,200.0
2024-01-10,142.67,143.63,142.47,142.48,200.0
2024-01-11,142.67,143.63,142.47,142.48,200.0
2024-01-12,142.67,143.63,142.47,142.48,200.0
2024-01-13,142.67,143.63,142.47,142.48,200.0
2024-01-14,142.67,143.63,142.47,142.48,200.0
2024-01-15,142.67,143.63,142.47,142.48,200.0
2024-01-16,142.67,143.63,142.47,142.48,200.0
2024-01-17,142.67,143.63,142.47,142.48,200.0
2024-01-18,142.67,143.63,142.47,142.48,200.0
2024-01-19,142.67,143.63,142.47,142.48,200.0
2024-01-20,142.67,143.63,142.47,142.48,200.0
2024-01-21,142.67,143.63,142.47,142.48,200.0
2024-01-22,142.67,143.63,142.47,142.48,200.0
2024-01-23,142.67,143.63,142.47,142.48,200.0
2024-01-24,142.67,143.63,142.47,142.48,200.0
2024-01-25,142.67,143.63,142.47,142.48,200.0
2024-01-26,142.67,143.63,142.47,142.48,200.0
2024-01-27,142.67,143.63,142.47,142.48,200.0
2024-01-28,142.67,143.63,142.47,142.48,200.0
2024-01-29,142.67,143.63,142.47,142.48,200.0
2024-01-30,142.67,143.63,142.47,142.48,200.0
2024-01-31,142.67,143.63,142.47,142.48,200.0
2024-02-01,142.67,143.63,142.47,142.48,200.0
2024-02-02,142.67,143.63,142.47,142.48,200.0
2024-02-03,142.67,143.63,142.47,142.48,200.0
2024-02-04,142.67,143.63,142.47,142.48,200.0
2024-02-05,142.67,143.63,142.47,142.48,200.0
2024-02-06,142.67,143.63,142.47,142.48,200.0
2024-02-07,142.67,143.63,142.47,142.48,200.0
2024-02-08,142.67,143.63,142.47,142.48,200.0
2024-02-09,142.67,143.63,142.47,142.48,200.0
2024-02-10,142.67,143.63,142.47,142.48,200.0
2024-02-11,142.67,143.63,142.47,142.48,200.0
2024-02-12,142.67,143.63,142.47,142.48,200.0
2024-02-13,142.67,143.63,142.47,142.48,200.0
2024-02-14,142.67,143.63,142.47,142.48,200.0
2024-02-15,142.67,143.63,142.47,142.48,200.0
2024-02-16,142.67,143.63,142.47,142.48,200.0
2024-02-17,142.67,143.63,142.47,142.48,200.0
2024-02-18,142.67,143.63,142.47,142.48,200.0
2024-02-19,142.67,143.63,142.47,142.48,200.0
2024-02-20,142.67,143.63,142.47,142.48,200.0
2024-02-21,142.67,143.63,142.47,142.48,200.0
2024-02-22,142.67,143.63,142.47,142.48,200.0
2024-02-23,142.67,143.63,142.47,142.48,200.0
2024-02-24,142.67,143.63,142.47,142.48,200.0
2024-02-25,142.67,143.63,142.47,142.48,200.0
2024-02-26,142.67,143.63,142.47,142.48,200.0
2024-02-27,142.67,143.63,142.47,142.48,200.0
2024-02-28,142.67,143.63,142.47,142.48,200.0
2024-02-29,142.67,143.63,142.47,142.48,200.0
2024-03-01,142.67,143.63,142.47,142.48,200.0
2024-03-02,142.67,143.63,142.47,142.48,200.0
2024-03-03,142.67,143.63,142.47,142.48,200.0
2024-03-04,142.67,143.63,142.47,142.48,200.0
2024-03-05,142.67,143.63,142.47,142.48,200.0
2024-03-06,142.67,143.63,142.47,142.48,200.0
2024-03-07,142.67,143.63,142.47,142.48,200.0
2024-03-08,142.67,143.63,142.47,142.48,200.0
2024-03-09,142.67,143.63,142.47,142.48,200.0
2024-03-10,142.67,143.63,142.47,142.48,200.0
2024-03-11,142.67,143.63,142.47,142.48,200.0
2024-03-12,142.67,143.63,142.47,142.48,200.0
2024-03-13,142.67,143.63,142.47,142.48,200.0
2024-03-14,142.67,143.63,142.47,142.48,200.0
2024-03-15,142.67,143.63,142.47,142.48,200.0
2024-03-16,142.67,143.63,142.47,142.48,200.0
2024-03-17,142.67,143.63,142.47,142.48,200.0
2024-03-18,142.67,143.63,142.47,142.48,200.0
2024-03-19,142.67,143.63,142.47,142.48,200.0
2024-03-20,142.67,143.63,142.47,142.48,200.0
2024-03-21,142.67,143.63,142.47,142.48,200.0
2024-03-22,142.67,143.63,142.47,142.48,200.0
2024-03-23,142.67,143.63,142.47,142.48,200.0
2024-03-24,142.67,143.63,142.47,142.48,200.0
2024-03-25,142.67,143.63,142.47,142.48,200.0
2024-03-26,142.67,143.63,142.47,142.48,200.0
2024-03-27,142.67,143.63,142.47,142.48,200.0
2024-03-28,142.67,143.63,142.47,142.48,200.0
2024-03-29,142.67,143.63,142.47,142.48,200.0
2024-03-30,142.67,143.63,142.47,142.48,200.0
2024-03-31,142.67,143.63,142.47,142.48,200.0
2024-04-01,142.67,143.63,142.47,142.48,200.0
2024-04-02,142.67,143.63,142.47,142.48,200.0
2024-04-03,142.67,143.63,142.47,142.48,200.0
2024-04-04,142.67,143.63,142.47,142.48,200.0
2024-04-05,142.67,143.63,142.47,142.48,200.0
2024-04-06,142.67,143.63,142.47,142.48,200.0
2024-04-07,142.67,143.63,142.47,142.48,200.0
2024-04-08,142.67,143.63,142.47,142.48,200.0
