,GD US Equity,GD US Equity,GD US Equity,GD US Equity,GD US Equity
2020-04-28,125.647,126.384,123.274,123.904,1967537.0
2020-04-29,126.909,127.327,122.361,124.05,3700826.0
2020-04-30,121.589,122.797,117.566,118.576,2784431.0
2020-05-01,117.25,117.414,114.736,116.016,1881246.0
2020-05-02,117.25,117.414,114.736,116.016,1881246.0
2020-05-03,117.25,117.414,114.736,116.016,1881246.0
2020-05-04,114.454,114.881,112.139,113.274,3111387.0
2020-05-05,114.382,117.45,113.937,114.708,1987711.0
2020-05-06,115.026,115.398,110.451,110.505,1792888.0
2020-05-07,111.903,115.616,111.758,115.407,1855945.0
2020-05-08,116.923,123.078,116.923,122.869,2917105.0
2020-05-09,116.923,123.078,116.923,122.869,2917105.0
2020-05-10,116.923,123.078,116.923,122.869,2917105.0
2020-05-11,121.662,124.273,120.772,121.471,3247508.0
2020-05-12,121.744,122.397,119.583,119.865,4013384.0
2020-05-13,119.411,119.865,117.967,119.374,3236843.0
2020-05-14,118.013,121.925,117.205,120.654,2547731.0
2020-05-15,119.211,121.671,118.194,118.848,2975702.0
2020-05-16,119.211,121.671,118.194,118.848,2975702.0
2020-05-17,119.211,121.671,118.194,118.848,2975702.0
2020-05-18,123.668,127.499,122.543,126.619,1720068.0
2020-05-19,127.2,127.572,123.514,123.632,1415850.0
2020-05-20,125.139,125.659,123.959,124.358,1336302.0
2020-05-21,124.549,126.274,123.823,125.883,1271545.0
2020-05-22,126.455,126.455,124.004,125.793,884291.0
2020-05-23,126.455,126.455,124.004,125.793,884291.0
2020-05-24,126.455,126.455,124.004,125.793,884291.0
2020-05-25,126.455,126.455,124.004,125.793,884291.0
2020-05-26,129.887,132.583,129.415,131.312,1619489.0
2020-05-27,135.47,136.686,133.908,136.577,1901313.0
2020-05-28,138.138,138.393,134.38,134.798,1429958.0
2020-05-29,133.663,134.199,130.54,133.291,1611428.0
2020-05-30,133.663,134.199,130.54,133.291,1611428.0
2020-05-31,133.663,134.199,130.54,133.291,1611428.0
2020-06-01,133.218,135.079,132.973,133.69,957541.0
2020-06-02,134.653,136.141,133.781,135.551,1225693.0
2020-06-03,137.43,141.357,137.131,140.916,1284078.0
2020-06-04,140.907,142.923,139.682,142.605,1387747.0
2020-06-05,149.214,149.913,146.082,147.262,1969812.0
2020-06-06,149.214,149.913,146.082,147.262,1969812.0
2020-06-07,149.214,149.913,146.082,147.262,1969812.0
2020-06-08,149.014,152.808,148.896,152.309,1771154.0
2020-06-09,149.785,150.466,147.062,148.406,1389527.0
2020-06-10,147.797,147.797,143.404,143.476,1187025.0
2020-06-11,137.685,139.493,134.453,134.852,1864572.0
2020-06-12,139.192,139.509,133.808,135.442,1859789.0
2020-06-13,139.192,139.509,133.808,135.442,1859789.0
2020-06-14,139.192,139.509,133.808,135.442,1859789.0
2020-06-15,131.729,140.235,131.194,138.974,1338737.0
2020-06-16,144.057,144.774,139.936,141.606,1695883.0
2020-06-17,142.133,144.203,141.842,142.569,1273811.0
2020-06-18,141.615,145.755,141.043,144.393,1589230.0
2020-06-19,146.871,146.871,142.087,143.086,3178977.0
2020-06-20,146.871,146.871,142.087,143.086,3178977.0
2020-06-21,146.871,146.871,142.087,143.086,3178977.0
2020-06-22,141.37,142.187,139.074,139.618,1632907.0
2020-06-23,139.891,141.007,138.429,138.665,1057557.0
2020-06-24,137.076,137.076,132.447,132.946,1810966.0
2020-06-25,131.63,133.527,130.432,133.409,1589577.0
2020-06-26,132.973,133.735,131.194,132.583,2073118.0
2020-06-27,132.973,133.735,131.194,132.583,2073118.0
2020-06-28,132.973,133.735,131.194,132.583,2073118.0
2020-06-29,134.553,135.615,133.5,135.569,1032709.0
2020-06-30,134.471,136.359,134.081,135.678,1330600.0
2020-07-01,136.264,137.736,134.352,134.563,873377.0
2020-07-02,136.849,137.965,134.49,134.709,761238.0
2020-07-03,136.849,137.965,134.49,134.709,761238.0
2020-07-04,136.849,137.965,134.49,134.709,761238.0
2020-07-05,136.849,137.965,134.49,134.709,761238.0
2020-07-06,136.73,136.867,134.453,135.779,931352.0
2020-07-07,135.349,136.443,132.615,132.77,1511690.0
2020-07-08,133.081,133.346,130.827,131.6,1176378.0
2020-07-09,130.758,131.59,126.039,126.222,1301558.0
2020-07-10,126.387,129.917,126.387,129.835,949248.0
2020-07-11,126.387,129.917,126.387,129.835,949248.0
2020-07-12,126.387,129.917,126.387,129.835,949248.0
2020-07-13,130.703,132.084,129.268,130.612,1293512.0
2020-07-14,130.091,131.627,129.048,131.106,960287.0
2020-07-15,134.297,134.297,132.798,133.328,1999962.0
2020-07-16,133.081,136.803,132.203,135.816,1648437.0
2020-07-17,136.629,136.849,135.377,136.181,827452.0
2020-07-18,136.629,136.849,135.377,136.181,827452.0
2020-07-19,136.629,136.849,135.377,136.181,827452.0
2020-07-20,135.212,135.779,132.926,133.017,1010426.0
2020-07-21,134.124,136.959,133.794,135.175,881006.0
2020-07-22,134.361,138.623,134.084,138.577,1253552.0
2020-07-23,139.19,139.849,137.279,138.102,963256.0
2020-07-24,138.66,140.16,136.739,137.315,787717.0
2020-07-25,138.66,140.16,136.739,137.315,787717.0
2020-07-26,138.66,140.16,136.739,137.315,787717.0
2020-07-27,136.694,136.727,134.901,135.331,694986.0
2020-07-28,134.892,137.773,134.524,135.87,1000796.0
2020-07-29,134.645,136.858,132.222,136.666,1918506.0
2020-07-30,134.453,136.89,134.252,136.136,1408789.0
2020-07-31,135.555,135.555,132.386,134.197,1659624.0
2020-08-01,135.555,135.555,132.386,134.197,1659624.0
2020-08-02,135.555,135.555,132.386,134.197,1659624.0
2020-08-03,133.209,135.684,131.984,135.093,1387850.0
2020-08-04,135.459,136.3,134.206,134.654,2103886.0
2020-08-05,135.989,137.078,135.422,136.437,1152691.0
2020-08-06,136.255,136.858,135.651,136.392,867280.0
2020-08-07,136.364,139.903,135.816,139.894,1851928.0
2020-08-08,136.364,139.903,135.816,139.894,1851928.0
2020-08-09,136.364,139.903,135.816,139.894,1851928.0
2020-08-10,140.397,143.37,140.315,143.177,1144639.0
2020-08-11,145.848,147.092,144.449,145.272,1793441.0
2020-08-12,146.662,146.945,141.467,143.04,1312038.0
2020-08-13,141.129,143.123,140.599,141.705,1053801.0
2020-08-14,140.937,144.179,140.516,143.086,719343.0
2020-08-15,140.937,144.179,140.516,143.086,719343.0
2020-08-16,140.937,144.179,140.516,143.086,719343.0
2020-08-17,143.141,143.388,140.242,140.58,1090218.0
2020-08-18,140.178,140.928,139.666,139.949,617492.0
2020-08-19,139.885,141.35,139.09,139.455,701970.0
2020-08-20,138.321,138.962,137.626,138.038,801528.0
2020-08-21,137.178,138.413,136.291,137.004,1518919.0
2020-08-22,137.178,138.413,136.291,137.004,1518919.0
2020-08-23,137.178,138.413,136.291,137.004,1518919.0
2020-08-24,137.626,140.278,136.95,140.196,1002331.0
2020-08-25,141.111,141.504,137.969,138.523,741532.0
2020-08-26,138.02,138.541,136.648,137.608,806588.0
2020-08-27,137.736,140.406,137.544,139.41,1147616.0
2020-08-28,139.775,139.913,137.849,139.254,670595.0
2020-08-29,139.775,139.913,137.849,139.254,670595.0
2020-08-30,139.775,139.913,137.849,139.254,670595.0
2020-08-31,139.071,139.373,136.218,136.584,1176679.0
2020-09-01,135.166,137.468,134.764,137.352,954272.0
2020-09-02,137.233,141.294,137.105,140.763,1259079.0
2020-09-03,141.751,143.177,137.736,138.952,1338514.0
2020-09-04,140.379,141.18,136.986,138.733,1121699.0
2020-09-05,140.379,141.18,136.986,138.733,1121699.0
2020-09-06,140.379,141.18,136.986,138.733,1121699.0
2020-09-07,140.379,141.18,136.986,138.733,1121699.0
2020-09-08,136.977,137.681,134.069,134.398,1588167.0
2020-09-09,134.691,135.157,132.743,133.676,1289800.0
2020-09-10,134.069,135.123,130.237,130.392,1395988.0
2020-09-11,131.783,133.703,130.429,132.935,1131554.0
2020-09-12,131.783,133.703,130.429,132.935,1131554.0
2020-09-13,131.783,133.703,130.429,132.935,1131554.0
2020-09-14,133.941,135.825,133.291,134.864,763818.0
2020-09-15,134.727,135.45,132.587,132.734,831020.0
2020-09-16,132.834,135.852,131.965,134.233,1069684.0
2020-09-17,128.627,132.523,127.585,132.231,1532792.0
2020-09-18,130.786,133.182,130.53,130.767,1836530.0
2020-09-19,130.786,133.182,130.53,130.767,1836530.0
2020-09-20,130.786,133.182,130.53,130.767,1836530.0
2020-09-21,129.268,129.396,125.683,126.506,1373662.0
2020-09-22,126.533,128.263,125.614,127.53,935623.0
2020-09-23,128.097,129.698,124.549,124.841,1033661.0
2020-09-24,124.485,126.615,123.607,125.198,929370.0
2020-09-25,124.229,126.908,123.973,126.396,883224.0
2020-09-26,124.229,126.908,123.973,126.396,883224.0
2020-09-27,124.229,126.908,123.973,126.396,883224.0
2020-09-28,127.759,130.223,127.759,128.874,721483.0
2020-09-29,128.426,128.563,126.103,126.707,1074429.0
2020-09-30,127.265,128.161,125.353,126.597,1208740.0
2020-10-01,127.018,128.106,125.107,126.405,887359.0
2020-10-02,122.29,128.894,122.18,128.481,1325290.0
2020-10-03,122.29,128.894,122.18,128.481,1325290.0
2020-10-04,122.29,128.894,122.18,128.481,1325290.0
2020-10-05,129.844,131.097,129.048,130.53,936260.0
2020-10-06,131.764,134.407,129.889,130.146,1347473.0
2020-10-07,131.389,133.2,131.261,132.487,1204461.0
2020-10-08,133.62,134.228,132.33,133.657,854632.0
2020-10-09,134.643,134.643,132.266,132.385,1974272.0
2020-10-10,134.643,134.643,132.266,132.385,1974272.0
2020-10-11,134.643,134.643,132.266,132.385,1974272.0
2020-10-12,133.436,135.242,132.551,133.371,1611701.0
2020-10-13,133.252,133.602,130.542,131.998,1235792.0
2020-10-14,131.593,133.989,131.501,131.676,1350798.0
2020-10-15,130.579,130.856,129.178,129.759,1336286.0
2020-10-16,130.505,131.316,129.243,131.077,2653296.0
2020-10-17,130.505,131.316,129.243,131.077,2653296.0
2020-10-18,130.505,131.316,129.243,131.077,2653296.0
2020-10-19,131.086,131.567,127.349,127.796,1500418.0
2020-10-20,129.243,129.538,126.958,127.593,889637.0
2020-10-21,127.022,127.824,125.787,125.889,1007185.0
2020-10-22,125.861,128.708,125.658,128.478,1282498.0
2020-10-23,129.381,130.109,128.469,129.658,993144.0
2020-10-24,129.381,130.109,128.469,129.658,993144.0
2020-10-25,129.381,130.109,128.469,129.658,993144.0
2020-10-26,128.331,128.653,125.723,127.64,1646182.0
2020-10-27,127.123,127.271,124.285,124.285,1998231.0
2020-10-28,124.258,126.856,121.797,122.037,1866907.0
2020-10-29,121.475,123.004,119.908,121.014,1454918.0
2020-10-30,120.313,122.304,119.033,121.023,2349974.0
2020-10-31,120.313,122.304,119.033,121.023,2349974.0
2020-11-01,120.313,122.304,119.033,121.023,2349974.0
2020-11-02,122.903,125.815,122.161,125.409,1417423.0
2020-11-03,126.939,128.635,126.22,127.354,1928535.0
2020-11-04,128.073,132.081,126.469,128.174,1855862.0
2020-11-05,128.579,130.054,127.17,128.229,1158394.0
2020-11-06,128.598,129.142,127.297,128.386,999111.0
2020-11-07,128.598,129.142,127.297,128.386,999111.0
2020-11-08,128.598,129.142,127.297,128.386,999111.0
2020-11-09,135.629,138.587,133.408,135.583,2276591.0
2020-11-10,137.122,140.098,136.523,139.435,1994811.0
2020-11-11,139.232,139.232,136.541,138.495,1794644.0
2020-11-12,136.901,137.785,135.182,135.924,1298550.0
2020-11-13,137.076,139.495,136.394,139.288,1217482.0
2020-11-14,137.076,139.495,136.394,139.288,1217482.0
2020-11-15,137.076,139.495,136.394,139.288,1217482.0
2020-11-16,141.757,141.997,139.845,140.928,1605494.0
2020-11-17,139.776,141.26,139.076,139.582,1241745.0
2020-11-18,140.467,143.038,139.923,141.453,1536315.0
2020-11-19,140.532,141.179,137.573,138.219,1413303.0
2020-11-20,138.228,138.53,135.924,136.716,1358866.0
2020-11-21,138.228,138.53,135.924,136.716,1358866.0
2020-11-22,138.228,138.53,135.924,136.716,1358866.0
2020-11-23,137.297,138.928,137.177,138.246,1420140.0
2020-11-24,140.661,141.67,139.352,141.61,1784748.0
2020-11-25,141.776,141.776,139.652,140.108,845003.0
2020-11-26,141.776,141.776,139.652,140.108,845003.0
2020-11-27,139.721,141.02,139.402,140.126,628950.0
2020-11-28,139.721,141.02,139.402,140.126,628950.0
2020-11-29,139.721,141.02,139.402,140.126,628950.0
2020-11-30,139.159,140.227,136.984,137.629,1572287.0
2020-12-01,139.186,142.181,138.873,139.85,1302686.0
2020-12-02,139.029,141.564,138.339,141.315,1123049.0
2020-12-03,141.315,143.038,140.937,141.803,1081817.0
2020-12-04,141.84,143.886,141.84,143.794,1065033.0
2020-12-05,141.84,143.886,141.84,143.794,1065033.0
2020-12-06,141.84,143.886,141.84,143.794,1065033.0
2020-12-07,142.789,143.416,140.532,140.992,1032966.0
2020-12-08,140.347,142.19,140.181,141.518,958668.0
2020-12-09,141.637,142.642,140.919,142.043,1204031.0
2020-12-10,140.596,141.536,138.301,138.569,2042456.0
2020-12-11,138.043,139.997,137.104,139.453,2444661.0
2020-12-12,138.043,139.997,137.104,139.453,2444661.0
2020-12-13,138.043,139.997,137.104,139.453,2444661.0
2020-12-14,140.863,142.918,140.744,141.306,1757728.0
2020-12-15,141.582,143.195,140.126,142.467,1258364.0
2020-12-16,142.743,143.112,140.651,141.361,1373400.0
2020-12-17,141.776,142.024,139.638,139.693,951251.0
2020-12-18,139.407,141.702,139.166,140.688,2447559.0
2020-12-19,139.407,141.702,139.166,140.688,2447559.0
2020-12-20,139.407,141.702,139.166,140.688,2447559.0
2020-12-21,138.237,139.066,135.758,137.924,1980367.0
2020-12-22,137.878,137.924,134.809,135.002,1605386.0
2020-12-23,135.795,137.675,135.463,136.523,1114087.0
2020-12-24,136.698,137.444,136.016,137.315,447419.0
2020-12-25,136.698,137.444,136.016,137.315,447419.0
2020-12-26,136.698,137.444,136.016,137.315,447419.0
2020-12-27,136.698,137.444,136.016,137.315,447419.0
2020-12-28,137.491,138.679,136.716,137.048,777878.0
2020-12-29,138.025,138.025,134.901,135.97,1105515.0
2020-12-30,135.915,137.684,135.901,136.661,995857.0
2020-12-31,136.505,137.223,135.786,137.14,1753145.0
2021-01-01,136.505,137.223,135.786,137.14,1753145.0
2021-01-02,136.505,137.223,135.786,137.14,1753145.0
2021-01-03,136.505,137.223,135.786,137.14,1753145.0
2021-01-04,137.546,137.546,133.445,134.486,1426585.0
2021-01-05,134.726,135.196,133.159,134.551,1184444.0
2021-01-06,133.851,138.818,133.851,137.988,1845285.0
2021-01-07,138.246,140.292,137.085,139.813,1340491.0
2021-01-08,138.615,140.642,136.942,138.937,2245984.0
2021-01-09,138.615,140.642,136.942,138.937,2245984.0
2021-01-10,138.615,140.642,136.942,138.937,2245984.0
2021-01-11,138.458,140.292,137.684,139.868,1431331.0
2021-01-12,139.868,142.78,139.84,141.453,1531603.0
2021-01-13,140.891,141.396,139.453,140.651,1186793.0
2021-01-14,141.552,144.225,141.004,143.028,1557031.0
2021-01-15,142.545,143.139,140.976,142.174,1822126.0
2021-01-16,142.545,143.139,140.976,142.174,1822126.0
2021-01-17,142.545,143.139,140.976,142.174,1822126.0
2021-01-18,142.545,143.139,140.976,142.174,1822126.0
2021-01-19,143.297,144.206,142.072,142.137,1438998.0
2021-01-20,142.239,143.315,141.468,142.972,1068737.0
2021-01-21,142.796,143.631,139.695,140.215,1395403.0
2021-01-22,139.612,142.155,139.055,141.802,1171499.0
2021-01-23,139.612,142.155,139.055,141.802,1171499.0
2021-01-24,139.612,142.155,139.055,141.802,1171499.0
2021-01-25,140.921,144.522,140.262,142.164,1849138.0
2021-01-26,143.26,143.529,139.25,139.538,1588667.0
2021-01-27,139.927,147.576,138.21,141.765,2373515.0
2021-01-28,142.164,142.499,138.888,139.63,1993531.0
2021-01-29,138.414,140.224,136.094,136.15,3102570.0
2021-01-30,138.414,140.224,136.094,136.15,3102570.0
2021-01-31,138.414,140.224,136.094,136.15,3102570.0
2021-02-01,136.836,137.913,136.01,137.068,1765327.0
2021-02-02,137.839,140.531,137.681,139.064,2036410.0
2021-02-03,138.034,142.777,138.034,142.09,1500696.0
2021-02-04,142.675,146.36,142.062,146.221,1613311.0
2021-02-05,147.604,148.959,146.332,147.418,1858992.0
2021-02-06,147.604,148.959,146.332,147.418,1858992.0
2021-02-07,147.604,148.959,146.332,147.418,1858992.0
2021-02-08,147.585,148.281,145.831,148.179,1246964.0
2021-02-09,148.207,150.871,147.047,150.5,1108975.0
2021-02-10,150.964,152.254,150.268,151.419,1363179.0
2021-02-11,150.899,154.273,150.899,151.716,1612342.0
2021-02-12,151.363,153.516,151.08,152.997,1263272.0
2021-02-13,151.363,153.516,151.08,152.997,1263272.0
2021-02-14,151.363,153.516,151.08,152.997,1263272.0
2021-02-15,151.363,153.516,151.08,152.997,1263272.0
2021-02-16,153.266,154.305,151.326,151.595,1361136.0
2021-02-17,151.27,153.238,149.971,152.681,775951.0
2021-02-18,152.245,152.644,150.797,151.511,672411.0
2021-02-19,152.477,153.377,152.058,152.95,773927.0
2021-02-20,152.477,153.377,152.058,152.95,773927.0
2021-02-21,152.477,153.377,152.058,152.95,773927.0
2021-02-22,152.644,155.15,152.115,154.472,1426466.0
2021-02-23,156.05,156.217,152.709,155.336,1367787.0
2021-02-24,155.401,156.802,154.454,155.995,1163694.0
2021-02-25,155.633,156.839,153.646,154.268,1133709.0
2021-02-26,154.695,154.853,151.632,151.734,1730719.0
2021-02-27,154.695,154.853,151.632,151.734,1730719.0
2021-02-28,154.695,154.853,151.632,151.734,1730719.0
2021-03-01,153.154,156.459,153.043,155.066,1113204.0
2021-03-02,154.732,156.654,154.63,155.642,1155775.0
2021-03-03,156.125,157.424,155.484,155.893,951103.0
2021-03-04,156.06,156.403,151.409,153.869,1310961.0
2021-03-05,154.964,159.168,153.897,158.278,1188029.0
2021-03-06,154.964,159.168,153.897,158.278,1188029.0
2021-03-07,154.964,159.168,153.897,158.278,1188029.0
2021-03-08,159.457,162.687,158.399,160.292,1344743.0
2021-03-09,160.292,160.828,156.292,156.626,1846378.0
2021-03-10,157.396,160.413,156.505,160.042,1079969.0
2021-03-11,158.983,161.926,158.167,160.274,1127849.0
2021-03-12,161.601,163.931,161.601,163.634,1004386.0
2021-03-13,161.601,163.931,161.601,163.634,1004386.0
2021-03-14,161.601,163.931,161.601,163.634,1004386.0
2021-03-15,163.829,164.311,161.453,164.024,1034477.0
2021-03-16,163.513,163.625,161.332,162.733,1089997.0
2021-03-17,163.922,165.964,162.576,164.776,1197204.0
2021-03-18,164.776,167.402,164.776,166.372,1288824.0
2021-03-19,165.472,166.075,162.39,164.868,2759093.0
2021-03-20,165.472,166.075,162.39,164.868,2759093.0
2021-03-21,165.472,166.075,162.39,164.868,2759093.0
2021-03-22,164.776,164.776,161.063,163.884,1041611.0
2021-03-23,163.253,164.284,161.805,162.316,859126.0
2021-03-24,163.652,166.53,163.652,163.754,920587.0
2021-03-25,163.188,167.319,163.133,167.133,1015417.0
2021-03-26,167.077,168.785,166.159,168.507,1074199.0
2021-03-27,167.077,168.785,166.159,168.507,1074199.0
2021-03-28,167.077,168.785,166.159,168.507,1074199.0
2021-03-29,168.767,170.827,167.096,170.141,1711459.0
2021-03-30,170.178,171.132,168.748,169.027,793389.0
2021-03-31,168.303,169.268,167.681,168.525,1052692.0
2021-04-01,168.59,168.683,166.938,167.848,851010.0
2021-04-02,168.59,168.683,166.938,167.848,851010.0
2021-04-03,168.59,168.683,166.938,167.848,851010.0
2021-04-04,168.59,168.683,166.938,167.848,851010.0
2021-04-05,169.12,172.331,168.934,172.266,1189223.0
2021-04-06,171.171,172.368,171.171,171.821,930508.0
2021-04-07,172.248,172.647,170.326,171.524,984896.0
2021-04-08,170.73,172.438,170.094,172.0,887427.0
2021-04-09,169.87,171.701,168.983,170.963,1258215.0
2021-04-10,169.87,171.701,168.983,170.963,1258215.0
2021-04-11,169.87,171.701,168.983,170.963,1258215.0
2021-04-12,171.383,173.018,170.926,172.775,1132749.0
2021-04-13,171.141,171.841,170.038,170.29,1237262.0
2021-04-14,170.711,172.86,170.44,171.412,823954.0
2021-04-15,171.897,172.168,170.431,171.832,922893.0
2021-04-16,173.037,173.056,171.215,172.336,1418303.0
2021-04-17,173.037,173.056,171.215,172.336,1418303.0
2021-04-18,173.037,173.056,171.215,172.336,1418303.0
2021-04-19,172.308,172.747,170.758,172.635,1156648.0
2021-04-20,172.57,173.644,171.306,171.963,1204891.0
2021-04-21,171.552,173.644,171.178,173.626,863910.0
2021-04-22,173.243,173.85,172.14,172.364,827787.0
2021-04-23,172.766,174.681,172.262,174.214,795365.0
2021-04-24,172.766,174.681,172.262,174.214,795365.0
2021-04-25,172.766,174.681,172.262,174.214,795365.0
2021-04-26,175.176,176.055,172.878,173.009,1168790.0
2021-04-27,172.869,174.709,172.078,173.663,1197098.0
2021-04-28,176.428,176.568,172.888,173.074,1412093.0
2021-04-29,175.746,178.867,175.382,178.166,1364107.0
2021-04-30,177.568,178.549,176.363,177.718,1492383.0
2021-05-01,177.568,178.549,176.363,177.718,1492383.0
2021-05-02,177.568,178.549,176.363,177.718,1492383.0
2021-05-03,178.428,180.062,176.923,179.081,833487.0
2021-05-04,179.044,180.109,178.979,179.362,1396030.0
2021-05-05,179.016,179.278,176.989,178.138,1412693.0
2021-05-06,179.11,180.072,178.129,180.006,1263222.0
2021-05-07,180.305,182.491,179.698,182.006,1367741.0
2021-05-08,180.305,182.491,179.698,182.006,1367741.0
2021-05-09,180.305,182.491,179.698,182.006,1367741.0
2021-05-10,182.622,184.519,181.641,181.8,1004654.0
2021-05-11,181.062,181.539,177.269,178.941,1091661.0
2021-05-12,179.371,179.745,174.42,174.588,1730508.0
2021-05-13,175.401,179.441,174.522,178.708,1048758.0
2021-05-14,179.1,180.026,178.101,179.315,890802.0
2021-05-15,179.1,180.026,178.101,179.315,890802.0
2021-05-16,179.1,180.026,178.101,179.315,890802.0
2021-05-17,178.53,179.623,177.138,179.044,966817.0
2021-05-18,179.128,179.191,176.867,176.895,872532.0
2021-05-19,175.419,176.176,173.126,176.12,927112.0
2021-05-20,176.419,177.278,175.728,176.624,800871.0
2021-05-21,177.241,178.932,176.043,177.391,1641475.0
2021-05-22,177.241,178.932,176.043,177.391,1641475.0
2021-05-23,177.241,178.932,176.043,177.391,1641475.0
2021-05-24,178.166,178.185,176.512,177.129,891169.0
2021-05-25,176.905,178.157,176.288,176.484,631853.0
2021-05-26,177.194,177.372,175.335,176.587,709317.0
2021-05-27,178.334,178.96,177.334,178.129,1157036.0
2021-05-28,178.446,179.063,177.157,177.419,713932.0
2021-05-29,178.446,179.063,177.157,177.419,713932.0
2021-05-30,178.446,179.063,177.157,177.419,713932.0
2021-05-31,178.446,179.063,177.157,177.419,713932.0
2021-06-01,178.67,178.904,176.886,177.073,813192.0
2021-06-02,177.69,179.016,176.802,178.941,1143859.0
2021-06-03,178.811,179.38,177.596,178.259,885329.0
2021-06-04,178.904,181.099,178.465,180.838,1126172.0
2021-06-05,178.904,181.099,178.465,180.838,1126172.0
2021-06-06,178.904,181.099,178.465,180.838,1126172.0
2021-06-07,181.174,181.492,178.101,179.156,1018834.0
2021-06-08,179.166,180.66,178.642,180.044,1004652.0
2021-06-09,179.969,180.651,178.67,179.25,870551.0
2021-06-10,180.296,180.8,178.633,178.885,790064.0
2021-06-11,179.623,179.623,178.166,178.895,1385436.0
2021-06-12,179.623,179.623,178.166,178.895,1385436.0
2021-06-13,179.623,179.623,178.166,178.895,1385436.0
2021-06-14,178.437,178.82,176.979,178.287,1165757.0
2021-06-15,178.792,180.324,178.708,179.792,935877.0
2021-06-16,179.661,179.796,177.503,177.577,750808.0
2021-06-17,178.119,178.549,174.102,175.335,915586.0
2021-06-18,173.065,174.438,172.392,172.972,2567859.0
2021-06-19,173.065,174.438,172.392,172.972,2567859.0
2021-06-20,173.065,174.438,172.392,172.972,2567859.0
2021-06-21,174.504,178.334,174.452,178.231,1237412.0
2021-06-22,177.792,178.185,176.643,177.11,968102.0
2021-06-23,177.493,177.493,174.494,174.522,1017982.0
2021-06-24,175.672,175.914,173.99,175.737,810386.0
2021-06-25,175.447,177.568,175.447,177.325,849180.0
2021-06-26,175.447,177.568,175.447,177.325,849180.0
2021-06-27,175.447,177.568,175.447,177.325,849180.0
2021-06-28,177.559,177.675,175.863,176.447,1159401.0
2021-06-29,177.306,178.063,174.219,174.42,1064195.0
2021-06-30,174.28,176.185,174.242,175.877,1102221.0
2021-07-01,176.582,177.776,176.075,176.798,894458.0
2021-07-02,176.986,178.218,176.159,177.259,619726.0
2021-07-03,176.986,178.218,176.159,177.259,619726.0
2021-07-04,176.986,178.218,176.159,177.259,619726.0
2021-07-05,176.986,178.218,176.159,177.259,619726.0
2021-07-06,176.573,176.789,173.273,175.727,838432.0
2021-07-07,174.768,178.886,174.768,178.434,1168486.0
2021-07-08,176.592,178.077,175.614,176.77,962279.0
2021-07-09,178.763,179.798,177.306,178.839,1077314.0
2021-07-10,178.763,179.798,177.306,178.839,1077314.0
2021-07-11,178.763,179.798,177.306,178.839,1077314.0
2021-07-12,178.171,179.132,177.099,178.002,779100.0
2021-07-13,178.039,178.904,177.367,177.447,840420.0
2021-07-14,177.663,178.745,177.034,178.124,708168.0
2021-07-15,176.751,178.481,176.357,178.021,920334.0
2021-07-16,178.895,179.219,177.269,177.955,1057329.0
2021-07-17,178.895,179.219,177.269,177.955,1057329.0
2021-07-18,178.895,179.219,177.269,177.955,1057329.0
2021-07-19,175.971,176.411,171.731,173.075,1158217.0
2021-07-20,174.072,179.224,173.987,178.641,1029617.0
2021-07-21,179.572,180.898,179.196,180.164,699021.0
2021-07-22,179.76,179.76,178.444,179.168,524851.0
2021-07-23,180.202,180.681,179.233,180.38,455546.0
2021-07-24,180.202,180.681,179.233,180.38,455546.0
2021-07-25,180.202,180.681,179.233,180.38,455546.0
2021-07-26,179.807,181.076,179.807,180.437,710246.0
2021-07-27,180.145,183.887,179.393,182.439,1258890.0
2021-07-28,186.529,187.986,182.421,183.812,1267644.0
2021-07-29,185.504,187.009,183.756,186.285,1147854.0
2021-07-30,185.965,185.984,183.276,184.301,907547.0
2021-07-31,185.965,185.984,183.276,184.301,907547.0
2021-08-01,185.965,185.984,183.276,184.301,907547.0
2021-08-02,185.025,186.915,183.878,184.113,1038394.0
2021-08-03,184.752,185.598,181.791,185.514,738595.0
2021-08-04,184.085,185.448,183.229,184.151,610362.0
2021-08-05,183.822,185.974,183.822,184.922,585609.0
2021-08-06,186.285,187.516,185.635,187.169,876599.0
2021-08-07,186.285,187.516,185.635,187.169,876599.0
2021-08-08,186.285,187.516,185.635,187.169,876599.0
2021-08-09,186.529,186.708,185.025,185.439,697937.0
2021-08-10,185.204,187.225,184.931,187.112,596766.0
2021-08-11,187.498,188.729,186.689,188.682,739395.0
2021-08-12,188.767,189.115,186.492,187.253,526089.0
2021-08-13,187.535,187.667,186.153,186.501,655094.0
2021-08-14,187.535,187.667,186.153,186.501,655094.0
2021-08-15,187.535,187.667,186.153,186.501,655094.0
2021-08-16,186.332,188.541,184.583,188.466,629086.0
2021-08-17,187.545,188.466,186.05,187.394,764858.0
2021-08-18,186.99,187.498,184.79,185.025,1004925.0
2021-08-19,183.812,185.53,182.472,183.793,738061.0
2021-08-20,183.925,186.059,183.558,185.495,1242340.0
2021-08-21,183.925,186.059,183.558,185.495,1242340.0
2021-08-22,183.925,186.059,183.558,185.495,1242340.0
2021-08-23,186.228,187.185,185.326,186.163,556754.0
2021-08-24,186.783,187.657,186.266,187.018,416860.0
2021-08-25,187.629,188.099,186.361,187.375,396109.0
2021-08-26,186.98,187.46,186.27,187.159,483928.0
2021-08-27,187.911,188.522,187.197,187.77,622084.0
