,INDB US Equity,INDB US Equity,INDB US Equity,INDB US Equity,INDB US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2022-12-26,79.5703,80.9481,79.4848,80.5775,58612.0
2022-12-27,80.7771,81.6988,80.1309,81.0146,122765.0
2022-12-28,81.1572,81.6133,80.2925,80.2925,91713.0
2022-12-29,80.454,81.4042,80.2735,80.9386,85763.0
2022-12-30,80.6441,81.0716,79.6463,80.226,202705.0
2022-12-31,80.6441,81.0716,79.6463,80.226,202705.0
2023-01-01,80.6441,81.0716,79.6463,80.226,202705.0
2023-01-02,80.6441,81.0716,79.6463,80.226,202705.0
2023-01-03,80.8151,80.8816,77.8457,78.4016,258966.0
2023-01-04,78.5251,79.3423,76.1211,76.6057,269215.0
2023-01-05,76.4156,76.5772,75.6507,75.9785,217668.0
2023-01-06,76.7102,77.9835,76.7102,77.5084,138885.0
2023-01-07,76.7102,77.9835,76.7102,77.5084,138885.0
2023-01-08,76.7102,77.9835,76.7102,77.5084,138885.0
2023-01-09,77.5749,77.5749,75.1804,75.4274,244032.0
2023-01-10,75.6745,76.3966,75.1138,76.3111,267643.0
2023-01-11,76.5392,76.9145,76.1211,76.2921,124818.0
2023-01-12,76.7862,77.9645,76.4631,77.7269,171325.0
2023-01-13,77.2898,78.031,76.3586,77.6319,129480.0
2023-01-14,77.2898,78.031,76.3586,77.6319,129480.0
2023-01-15,77.2898,78.031,76.3586,77.6319,129480.0
2023-01-16,77.2898,78.031,76.3586,77.6319,129480.0
2023-01-17,77.7934,78.1355,76.1781,77.2138,109231.0
2023-01-18,76.9858,77.1188,75.4844,75.665,218551.0
2023-01-19,75.0948,76.5344,74.7813,75.2944,265989.0
2023-01-20,77.4133,77.4133,71.275,73.0804,555807.0
2023-01-21,77.4133,77.4133,71.275,73.0804,555807.0
2023-01-22,77.4133,77.4133,71.275,73.0804,555807.0
2023-01-23,72.8524,74.3727,72.2347,72.9094,312235.0
2023-01-24,73.0139,73.451,72.3963,73.0994,230297.0
2023-01-25,73.0519,74.2302,72.5103,72.6433,225763.0
2023-01-26,73.3845,74.2872,72.6053,74.2872,325878.0
2023-01-27,74.3347,75.0283,73.5555,73.698,210302.0
2023-01-28,74.3347,75.0283,73.5555,73.698,210302.0
2023-01-29,74.3347,75.0283,73.5555,73.698,210302.0
2023-01-30,73.565,74.6625,72.2347,73.318,240909.0
2023-01-31,73.5175,75.9358,73.1184,75.722,335741.0
2023-02-01,75.1804,77.0618,75.0663,76.3016,242495.0
2023-02-02,76.3301,77.6699,75.2849,77.6699,194601.0
2023-02-03,77.5464,79.0192,76.9287,78.6201,251440.0
2023-02-04,77.5464,79.0192,76.9287,78.6201,251440.0
2023-02-05,77.5464,79.0192,76.9287,78.6201,251440.0
2023-02-06,78.4966,78.9432,77.3041,77.5369,160440.0
2023-02-07,77.0998,78.4396,76.7767,78.316,196270.0
2023-02-08,77.8219,78.5441,76.4156,76.9953,183164.0
2023-02-09,77.4419,77.6129,76.3586,76.5677,121650.0
2023-02-10,76.4916,77.3658,76.1496,76.8622,83432.0
2023-02-11,76.4916,77.3658,76.1496,76.8622,83432.0
2023-02-12,76.4916,77.3658,76.1496,76.8622,83432.0
2023-02-13,76.6532,77.5369,76.6532,77.1188,78067.0
2023-02-14,77.1663,77.2423,76.0355,76.2636,103816.0
2023-02-15,76.0165,77.1853,75.8645,76.8432,135260.0
2023-02-16,76.2351,77.2233,76.0355,76.8527,189065.0
2023-02-17,76.9953,77.4276,76.5202,77.0523,151887.0
2023-02-18,76.9953,77.4276,76.5202,77.0523,151887.0
2023-02-19,76.9953,77.4276,76.5202,77.0523,151887.0
2023-02-20,76.9953,77.4276,76.5202,77.0523,151887.0
2023-02-21,76.4631,76.6057,75.9785,76.3776,171377.0
2023-02-22,76.4916,76.4916,75.8598,76.1971,234586.0
2023-02-23,76.1971,76.7862,75.8645,76.4536,144730.0
2023-02-24,76.0736,76.8337,75.8883,76.8337,166191.0
2023-02-25,76.0736,76.8337,75.8883,76.8337,166191.0
2023-02-26,76.0736,76.8337,75.8883,76.8337,166191.0
2023-02-27,77.1568,77.7554,76.007,76.2826,122896.0
2023-02-28,76.4346,76.981,75.665,75.7125,178419.0
2023-03-01,75.3039,75.4844,74.6197,74.7148,300117.0
2023-03-02,74.3062,74.3062,73.2134,73.641,242820.0
2023-03-03,73.736,74.5912,73.2704,74.1161,320347.0
2023-03-04,73.736,74.5912,73.2704,74.1161,320347.0
2023-03-05,73.736,74.5912,73.2704,74.1161,320347.0
2023-03-06,74.1446,74.482,73.1944,73.5175,242628.0
2023-03-07,73.375,73.375,71.3795,71.9117,230762.0
2023-03-08,72.0637,72.3202,71.446,71.9307,255212.0
2023-03-09,71.6171,72.1587,67.4647,67.7022,427337.0
2023-03-10,66.3624,67.7973,64.2435,67.0751,658815.0
2023-03-11,66.3624,67.7973,64.2435,67.0751,658815.0
2023-03-12,66.3624,67.7973,64.2435,67.0751,658815.0
2023-03-13,64.9751,66.2104,61.7919,62.6566,888917.0
2023-03-14,65.6688,68.3009,64.1865,64.7281,460353.0
2023-03-15,61.7824,64.8611,61.3454,64.0439,432744.0
2023-03-16,63.3883,69.08,63.3883,68.0063,430871.0
2023-03-17,66.5715,66.8756,64.2729,64.9181,1072649.0
2023-03-18,66.5715,66.8756,64.2729,64.9181,1072649.0
2023-03-19,66.5715,66.8756,64.2729,64.9181,1072649.0
2023-03-20,66.2104,67.4362,64.367,64.462,460703.0
2023-03-21,66.9421,68.833,66.1249,66.1819,444314.0
2023-03-22,65.8968,66.2057,63.3218,63.4453,327131.0
2023-03-23,63.9964,63.9964,61.849,62.0295,363231.0
2023-03-24,61.3491,65.4601,61.0616,65.0672,439956.0
2023-03-25,61.3491,65.4601,61.0616,65.0672,439956.0
2023-03-26,61.3491,65.4601,61.0616,65.0672,439956.0
2023-03-27,65.5368,65.968,64.6264,64.7031,260584.0
2023-03-28,64.7797,65.2972,63.8071,64.5689,191335.0
2023-03-29,64.7702,65.0768,63.1986,63.994,212867.0
2023-03-30,64.0035,64.6648,62.0391,62.6045,182270.0
2023-03-31,63.1123,63.5052,62.2643,62.8824,242110.0
2023-04-01,63.1123,63.5052,62.2643,62.8824,242110.0
2023-04-02,63.1123,63.5052,62.2643,62.8824,242110.0
2023-04-03,63.0932,63.3136,61.6366,61.7803,186628.0
2023-04-04,62.1636,62.1636,59.9021,61.2533,214670.0
2023-04-05,60.5825,61.3491,60.5825,61.0233,199840.0
2023-04-06,61.1383,61.742,60.9275,61.2149,203169.0
2023-04-07,61.1383,61.742,60.9275,61.2149,203169.0
2023-04-08,61.1383,61.742,60.9275,61.2149,203169.0
2023-04-09,61.1383,61.742,60.9275,61.2149,203169.0
2023-04-10,60.9754,62.1541,60.5442,60.7837,283366.0
2023-04-11,60.8987,61.5216,60.5058,60.525,185225.0
2023-04-12,60.8125,61.0808,59.2409,59.5859,136250.0
2023-04-13,59.7679,60.755,59.1259,60.4196,164272.0
2023-04-14,61.2341,61.7899,58.6918,59.1642,167131.0
2023-04-15,61.2341,61.7899,58.6918,59.1642,167131.0
2023-04-16,61.2341,61.7899,58.6918,59.1642,167131.0
2023-04-17,59.3559,60.6208,58.5126,60.6208,152427.0
2023-04-18,60.4675,60.4675,57.7795,58.2251,200491.0
2023-04-19,58.5318,60.5058,58.158,59.7392,169042.0
2023-04-20,58.9726,59.2409,58.2155,59.1163,193536.0
2023-04-21,56.1648,57.3818,52.3906,57.0943,440147.0
2023-04-22,56.1648,57.3818,52.3906,57.0943,440147.0
2023-04-23,56.1648,57.3818,52.3906,57.0943,440147.0
2023-04-24,56.6344,57.286,55.5898,55.8102,252032.0
2023-04-25,55.3311,55.6953,53.3187,53.7308,226989.0
2023-04-26,53.9799,54.4207,53.1846,53.472,252850.0
2023-04-27,53.6733,53.7499,52.6096,52.7054,272855.0
2023-04-28,52.9737,54.4399,52.9737,53.6637,341004.0
2023-04-29,52.9737,54.4399,52.9737,53.6637,341004.0
2023-04-30,52.9737,54.4399,52.9737,53.6637,341004.0
2023-05-01,53.7116,53.8506,51.4213,51.6034,279553.0
2023-05-02,52.0059,52.0059,47.6944,47.9619,349846.0
2023-05-03,48.6327,50.3097,47.502,47.6936,330762.0
2023-05-04,46.0358,47.3103,44.2318,45.7675,392302.0
2023-05-05,47.9907,48.6276,46.697,47.454,286944.0
2023-05-06,47.9907,48.6276,46.697,47.454,286944.0
2023-05-07,47.9907,48.6276,46.697,47.454,286944.0
2023-05-08,48.1248,49.407,45.6237,45.94,188522.0
2023-05-09,46.3041,46.3137,44.9338,45.5758,251690.0
2023-05-10,46.4766,46.5724,43.9372,44.6271,244168.0
2023-05-11,43.8222,44.0809,43.0076,43.4388,211807.0
2023-05-12,43.7838,43.9803,42.701,43.7455,185116.0
2023-05-13,43.7838,43.9803,42.701,43.7455,185116.0
2023-05-14,43.7838,43.9803,42.701,43.7455,185116.0
2023-05-15,44.0138,45.0488,43.5059,44.445,250527.0
2023-05-16,44.6463,45.1828,43.3909,43.5059,203884.0
2023-05-17,44.2821,47.7319,44.0713,47.3007,261931.0
2023-05-18,47.339,47.6073,44.1576,46.7449,422546.0
2023-05-19,47.1857,47.9044,44.2246,45.1733,242760.0
2023-05-20,47.1857,47.9044,44.2246,45.1733,242760.0
2023-05-21,47.1857,47.9044,44.2246,45.1733,242760.0
2023-05-22,45.0583,46.4478,44.7229,46.1699,215413.0
2023-05-23,46.3424,47.248,45.4225,46.1124,223782.0
2023-05-24,45.9495,46.237,44.7134,44.7325,216928.0
2023-05-25,44.3109,44.8906,42.7345,43.0268,228016.0
2023-05-26,43.0268,43.4436,42.5956,43.343,235661.0
2023-05-27,43.0268,43.4436,42.5956,43.343,235661.0
2023-05-28,43.0268,43.4436,42.5956,43.343,235661.0
2023-05-29,43.0268,43.4436,42.5956,43.343,235661.0
2023-05-30,43.5155,44.1096,42.2985,43.5251,211517.0
2023-05-31,43.2951,43.2951,41.4772,42.2985,250187.0
2023-06-01,42.5764,44.2342,42.2122,43.5922,251419.0
2023-06-02,44.5313,47.569,43.9659,47.3486,345516.0
2023-06-03,44.5313,47.569,43.9659,47.3486,345516.0
2023-06-04,44.5313,47.569,43.9659,47.3486,345516.0
2023-06-05,47.0899,47.0899,44.9529,45.5087,258814.0
2023-06-06,45.3267,49.8114,45.3267,48.949,279471.0
2023-06-07,49.5143,51.6944,49.3131,51.1338,309669.0
2023-06-08,50.7505,50.7505,48.6136,49.4473,237323.0
2023-06-09,49.6581,51.2297,48.6423,49.2844,172411.0
2023-06-10,49.6581,51.2297,48.6423,49.2844,172411.0
2023-06-11,49.6581,51.2297,48.6423,49.2844,172411.0
2023-06-12,49.016,50.6068,47.9428,48.7861,260074.0
2023-06-13,49.1406,50.348,48.4938,49.2939,224614.0
2023-06-14,49.3419,49.7539,46.8264,47.0516,267646.0
2023-06-15,46.6874,47.9619,46.6874,47.5595,267572.0
2023-06-16,48.0003,48.0003,46.0741,47.2336,979440.0
2023-06-17,48.0003,48.0003,46.0741,47.2336,979440.0
2023-06-18,48.0003,48.0003,46.0741,47.2336,979440.0
2023-06-19,48.0003,48.0003,46.0741,47.2336,979440.0
2023-06-20,47.1186,47.272,45.9879,46.6012,220748.0
2023-06-21,46.5245,46.5245,45.5183,45.595,200458.0
2023-06-22,45.3362,45.5662,43.6573,44.0426,215804.0
2023-06-23,43.4897,44.4984,42.7526,44.0426,651865.0
2023-06-24,43.4897,44.4984,42.7526,44.0426,651865.0
2023-06-25,43.4897,44.4984,42.7526,44.0426,651865.0
2023-06-26,44.0426,45.1676,43.9601,44.4111,282830.0
2023-06-27,44.5469,46.0114,43.8922,45.0125,201052.0
2023-06-28,44.9349,44.9349,43.5576,43.6352,217386.0
2023-06-29,44.3723,45.318,44.0329,44.1202,200583.0
2023-06-30,44.5663,44.5663,43.1503,43.1697,188039.0
2023-07-01,44.5663,44.5663,43.1503,43.1697,188039.0
2023-07-02,44.5663,44.5663,43.1503,43.1697,188039.0
2023-07-03,43.4897,44.9058,43.4897,44.7894,135424.0
2023-07-04,43.4897,44.9058,43.4897,44.7894,135424.0
2023-07-05,44.3044,44.9058,43.4994,44.1299,227655.0
2023-07-06,43.5382,44.3432,42.9369,44.1202,279234.0
2023-07-07,44.0426,45.5071,44.0426,44.7506,205859.0
2023-07-08,44.0426,45.5071,44.0426,44.7506,205859.0
2023-07-09,44.0426,45.5071,44.0426,44.7506,205859.0
2023-07-10,44.6342,45.769,44.0338,44.2365,245112.0
2023-07-11,44.4208,45.1676,43.8389,45.0512,212499.0
2023-07-12,46.0502,47.1947,46.0502,46.7873,339794.0
2023-07-13,47.2141,48.8726,46.8455,48.3392,362630.0
2023-07-14,48.4943,48.7174,47.1559,47.5536,301517.0
2023-07-15,48.4943,48.7174,47.1559,47.5536,301517.0
2023-07-16,48.4943,48.7174,47.1559,47.5536,301517.0
2023-07-17,47.4469,48.504,47.4469,48.0676,161012.0
2023-07-18,48.2034,50.3614,48.2034,50.0753,208380.0
2023-07-19,50.405,52.0344,50.1335,51.8502,221387.0
2023-07-20,51.6077,51.9277,50.4632,51.8114,283802.0
2023-07-21,53.3438,54.1488,51.501,53.9063,505314.0
2023-07-22,53.3438,54.1488,51.501,53.9063,505314.0
2023-07-23,53.3438,54.1488,51.501,53.9063,505314.0
2023-07-24,53.6832,56.9712,53.4602,56.9615,408831.0
2023-07-25,56.9906,57.7277,55.817,55.9528,406980.0
2023-07-26,56.8936,59.3668,56.7044,59.231,483549.0
2023-07-27,59.8711,60.1718,57.7859,58.232,361159.0
2023-07-28,58.6491,59.231,57.3785,58.1447,176707.0
2023-07-29,58.6491,59.231,57.3785,58.1447,176707.0
2023-07-30,58.6491,59.231,57.3785,58.1447,176707.0
2023-07-31,58.0962,58.9982,54.6628,58.4357,216332.0
2023-08-01,57.9216,58.329,56.6705,57.2718,182683.0
2023-08-02,56.4183,57.524,56.3504,57.4076,147486.0
2023-08-03,57.2718,58.2369,56.3456,57.7471,155870.0
2023-08-04,57.6016,58.1835,56.8839,57.3785,137923.0
2023-08-05,57.6016,58.1835,56.8839,57.3785,137923.0
2023-08-06,57.6016,58.1835,56.8839,57.3785,137923.0
2023-08-07,57.3688,58.0574,56.6945,57.7083,148686.0
2023-08-08,56.5541,56.7869,54.9732,56.622,221147.0
2023-08-09,56.2534,56.6802,55.2157,55.6715,229548.0
2023-08-10,56.0304,56.6996,55.3805,55.8849,148445.0
2023-08-11,55.4581,55.817,54.431,55.4193,149500.0
2023-08-12,55.4581,55.817,54.431,55.4193,149500.0
2023-08-13,55.4581,55.817,54.431,55.4193,149500.0
2023-08-14,54.9635,55.1284,53.6105,54.7889,190248.0
2023-08-15,54.0518,54.6531,52.9364,53.3341,221104.0
2023-08-16,53.3341,54.0712,52.8297,52.9752,198701.0
2023-08-17,53.2177,53.9451,52.9558,53.596,233169.0
2023-08-18,53.0237,54.1973,52.5824,53.722,323029.0
2023-08-19,53.0237,54.1973,52.5824,53.722,323029.0
2023-08-20,53.0237,54.1973,52.5824,53.722,323029.0
2023-08-21,53.7996,54.3525,52.6527,53.0237,191400.0
2023-08-22,52.9946,53.5669,51.8599,51.8696,213822.0
2023-08-23,51.9083,52.2478,51.4622,51.6659,143345.0
2023-08-24,51.4331,52.112,51.1033,51.598,229141.0
2023-08-25,51.8405,51.9471,50.405,51.1615,167992.0
2023-08-26,51.8405,51.9471,50.405,51.1615,167992.0
2023-08-27,51.8405,51.9471,50.405,51.1615,167992.0
2023-08-28,51.3943,51.889,49.4739,51.6368,183954.0
2023-08-29,51.8502,52.3545,51.1712,52.1411,135387.0
2023-08-30,52.0538,52.4175,51.5301,52.3448,114067.0
2023-08-31,52.306,52.6649,51.918,52.3933,204255.0
2023-09-01,52.8006,54.5173,52.8006,54.3525,160652.0
2023-09-02,52.8006,54.5173,52.8006,54.3525,160652.0
2023-09-03,52.8006,54.5173,52.8006,54.3525,160652.0
2023-09-04,52.8006,54.5173,52.8006,54.3525,160652.0
2023-09-05,53.9354,54.3234,52.1072,53.1983,268987.0
2023-09-06,53.3729,53.7802,51.4864,52.2672,245003.0
2023-09-07,52.1799,54.0179,51.7629,52.1314,303213.0
2023-09-08,52.3933,54.3185,51.9423,52.6261,200156.0
2023-09-09,52.3933,54.3185,51.9423,52.6261,200156.0
2023-09-10,52.3933,54.3185,51.9423,52.6261,200156.0
2023-09-11,53.0043,55.5066,51.2197,51.2682,247843.0
2023-09-12,50.1335,51.404,50.1044,50.6766,218471.0
2023-09-13,50.5505,50.8997,49.4545,49.5709,310666.0
2023-09-14,49.9492,50.5699,49.8037,50.211,246997.0
2023-09-15,50.1335,50.4923,49.2897,49.6,1036632.0
2023-09-16,50.1335,50.4923,49.2897,49.6,1036632.0
2023-09-17,50.1335,50.4923,49.2897,49.6,1036632.0
2023-09-18,49.5806,49.5806,48.3101,48.3392,261241.0
2023-09-19,48.5525,48.8338,47.7669,48.3295,256228.0
2023-09-20,48.6786,49.5709,47.9124,47.9415,173355.0
2023-09-21,47.4566,48.0385,47.2141,47.3305,177134.0
2023-09-22,47.4663,48.4846,46.5158,46.7389,189487.0
2023-09-23,47.4663,48.4846,46.5158,46.7389,189487.0
2023-09-24,47.4663,48.4846,46.5158,46.7389,189487.0
2023-09-25,46.4576,47.6021,45.8757,47.5536,114879.0
2023-09-26,46.991,48.0724,46.8019,47.185,215896.0
2023-09-27,47.5342,47.8542,46.4042,46.894,164031.0
2023-09-28,47.0104,47.8444,46.7243,47.4178,279084.0
2023-09-29,47.9475,48.6832,47.869,48.1535,197134.0
2023-09-30,47.9475,48.6832,47.869,48.1535,197134.0
2023-10-01,47.9475,48.6832,47.869,48.1535,197134.0
2023-10-02,48.124,48.1535,47.2903,47.5257,215188.0
2023-10-03,47.1137,47.6728,46.2799,46.7017,185209.0
2023-10-04,46.8489,47.1284,46.2799,46.7115,181617.0
2023-10-05,46.6429,47.9426,46.1818,47.6336,362729.0
2023-10-06,47.0745,48.0848,46.1524,47.2805,341913.0
2023-10-07,47.0745,48.0848,46.1524,47.2805,341913.0
2023-10-08,47.0745,48.0848,46.1524,47.2805,341913.0
2023-10-09,47.1039,48.487,47.0401,47.9181,142922.0
2023-10-10,48.2614,48.8597,47.9671,48.2418,255873.0
2023-10-11,48.3791,48.9578,47.4668,48.2025,166510.0
2023-10-12,48.1339,48.796,47.1333,47.3295,150626.0
2023-10-13,47.6728,47.8102,46.123,46.378,146455.0
2023-10-14,47.6728,47.8102,46.123,46.378,146455.0
2023-10-15,47.6728,47.8102,46.123,46.378,146455.0
2023-10-16,46.8096,47.6924,46.79,47.457,170229.0
2023-10-17,47.202,49.6739,46.6919,48.8303,161040.0
2023-10-18,48.3595,48.6734,47.3197,47.4668,118250.0
2023-10-19,47.7219,48.1633,46.6919,46.8881,213287.0
2023-10-20,49.1442,49.1442,44.681,44.7399,321651.0
2023-10-21,49.1442,49.1442,44.681,44.7399,321651.0
2023-10-22,49.1442,49.1442,44.681,44.7399,321651.0
2023-10-23,44.3475,46.3535,44.0532,45.4854,260505.0
2023-10-24,45.7993,46.4565,44.2504,44.5731,209564.0
2023-10-25,44.1317,45.5099,43.7786,45.2107,247555.0
2023-10-26,45.4069,47.8396,44.632,47.6728,274245.0
2023-10-27,47.663,48.0358,45.8581,46.4369,246207.0
2023-10-28,47.663,48.0358,45.8581,46.4369,246207.0
2023-10-29,47.663,48.0358,45.8581,46.4369,246207.0
2023-10-30,47.0254,48.3644,45.7208,47.8886,194422.0
2023-10-31,47.8886,48.7175,47.5993,47.869,166563.0
2023-11-01,48.1142,49.3208,47.5845,49.0265,228162.0
2023-11-02,49.3992,51.7338,49.3992,51.4003,232252.0
2023-11-03,52.6853,54.1175,51.9791,52.9404,223985.0
2023-11-04,52.6853,54.1175,51.9791,52.9404,223985.0
2023-11-05,52.6853,54.1175,51.9791,52.9404,223985.0
2023-11-06,52.8227,53.1954,52.3518,52.8325,274516.0
2023-11-07,52.4695,52.7736,51.9987,52.1164,188010.0
2023-11-08,52.0772,52.1949,50.4783,50.7235,197172.0
2023-11-09,50.8412,51.3611,50.1938,50.5273,170049.0
2023-11-10,50.7627,51.1747,49.978,50.802,191256.0
2023-11-11,50.7627,51.1747,49.978,50.802,191256.0
2023-11-12,50.7627,51.1747,49.978,50.802,191256.0
2023-11-13,50.3802,51.214,49.6837,50.851,170921.0
2023-11-14,53.1071,55.9126,52.6069,55.2946,301194.0
2023-11-15,55.1769,56.7562,54.8728,55.7556,259641.0
2023-11-16,55.8341,55.8733,54.2058,55.5496,183959.0
2023-11-17,55.8831,57.0603,55.7949,55.942,245854.0
2023-11-18,55.8831,57.0603,55.7949,55.942,245854.0
2023-11-19,55.8831,57.0603,55.7949,55.942,245854.0
2023-11-20,55.7752,56.0401,55.0984,55.4123,219210.0
2023-11-21,55.0788,55.5643,54.0194,54.1077,139986.0
2023-11-22,54.7747,55.0297,54.0735,54.4804,148723.0
2023-11-23,54.7747,55.0297,54.0735,54.4804,148723.0
2023-11-24,54.5981,54.9513,54.0439,54.6276,62072.0
2023-11-25,54.5981,54.9513,54.0439,54.6276,62072.0
2023-11-26,54.5981,54.9513,54.0439,54.6276,62072.0
2023-11-27,54.2842,54.4804,53.9451,54.4216,155620.0
2023-11-28,54.3529,54.5589,53.784,54.451,165181.0
2023-11-29,54.912,56.7071,54.912,55.7851,207824.0
2023-11-30,55.9616,56.3442,55.2946,55.9322,321069.0
2023-12-01,55.5202,59.6597,54.7257,58.6297,322180.0
2023-12-02,55.5202,59.6597,54.7257,58.6297,322180.0
2023-12-03,55.5202,59.6597,54.7257,58.6297,322180.0
2023-12-04,57.8352,59.3654,56.0058,58.718,403669.0
2023-12-05,58.2374,59.0368,57.4477,58.3453,247189.0
2023-12-06,59.0221,60.4739,58.6052,58.6886,228539.0
2023-12-07,58.9044,59.9147,58.2177,59.8951,131584.0
2023-12-08,59.9638,60.8957,58.4042,60.4248,137585.0
2023-12-09,59.9638,60.8957,58.4042,60.4248,137585.0
2023-12-10,59.9638,60.8957,58.4042,60.4248,137585.0
2023-12-11,60.3365,60.8466,60.0349,60.5916,150604.0
2023-12-12,60.5818,60.5818,59.6989,59.7774,200372.0
2023-12-13,60.0128,64.0346,59.6989,63.8482,354902.0
2023-12-14,65.8886,67.4384,63.5,65.1038,513015.0
2023-12-15,66.1534,66.1534,63.7943,64.064,1090115.0
2023-12-16,66.1534,66.1534,63.7943,64.064,1090115.0
2023-12-17,66.1534,66.1534,63.7943,64.064,1090115.0
2023-12-18,64.682,64.9272,63.4068,63.603,298115.0
2023-12-19,63.8384,65.094,63.8384,64.7016,247807.0
2023-12-20,64.8193,66.0357,63.554,63.5834,330318.0
2023-12-21,64.5643,64.7703,63.6324,64.6134,160447.0
2023-12-22,65.0387,66.0477,65.0387,65.2464,201264.0
2023-12-23,65.0387,66.0477,65.0387,65.2464,201264.0
2023-12-24,65.0387,66.0477,65.0387,65.2464,201264.0
2023-12-25,65.0387,66.0477,65.0387,65.2464,201264.0
2023-12-26,65.7114,66.9676,65.1673,66.6313,131359.0
2023-12-27,66.6412,67.2248,66.2851,66.9182,160360.0
2023-12-28,66.4137,67.3583,66.0279,67.0863,145791.0
2023-12-29,66.7797,66.7797,64.9101,65.0981,173444.0
2023-12-30,66.7797,66.7797,64.9101,65.0981,173444.0
2023-12-31,66.7797,66.7797,64.9101,65.0981,173444.0
2024-01-01,66.7797,66.7797,64.9101,65.0981,173444.0
2024-01-02,64.4155,65.9275,64.2573,64.5639,191740.0
2024-01-03,64.277,64.277,61.8239,61.9624,204535.0
2024-01-04,62.2492,63.1395,62.0712,62.6944,162661.0
2024-01-05,62.1008,64.0298,61.0325,62.9911,192954.0
2024-01-06,62.1008,64.0298,61.0325,62.9911,192954.0
2024-01-07,62.1008,64.0298,61.0325,62.9911,192954.0
2024-01-08,63.001,63.4659,62.6746,63.3274,345351.0
2024-01-09,62.457,63.6489,61.8931,63.2681,220171.0
2024-01-10,62.9515,63.6539,62.3333,63.6044,135592.0
2024-01-11,63.1791,63.1889,61.3441,62.5855,340275.0
2024-01-12,63.3076,63.9803,61.26,61.9723,125916.0
2024-01-13,63.3076,63.9803,61.26,61.9723,125916.0
2024-01-14,63.3076,63.9803,61.26,61.9723,125916.0
2024-01-15,63.3076,63.9803,61.26,61.9723,125916.0
2024-01-16,60.6369,61.7151,60.2808,60.5083,203996.0
2024-01-17,59.3905,60.894,57.6792,59.9543,172122.0
2024-01-18,60.4489,60.8149,59.8257,60.3698,209453.0
2024-01-19,62.3086,62.3086,58.342,59.5685,380033.0
2024-01-20,62.3086,62.3086,58.342,59.5685,380033.0
2024-01-21,62.3086,62.3086,58.342,59.5685,380033.0
2024-01-22,59.895,61.1908,59.3806,61.1413,297736.0
2024-01-23,61.8041,61.8041,59.8598,60.0631,320610.0
2024-01-24,60.6072,61.359,59.1729,59.252,350405.0
2024-01-25,60.2115,60.3302,58.1441,58.3815,322607.0
2024-01-26,58.8464,59.4894,58.3815,58.7475,224899.0
2024-01-27,58.8464,59.4894,58.3815,58.7475,224899.0
2024-01-28,58.8464,59.4894,58.3815,58.7475,224899.0
2024-01-29,59.0146,59.6774,58.6882,59.5784,510178.0
2024-01-30,59.5488,59.7247,59.1036,59.1234,371220.0
2024-01-31,58.2628,59.0319,55.3249,55.4832,436429.0
2024-02-01,56.0767,56.8186,52.1892,54.0093,861594.0
2024-02-02,53.03,55.8096,53.03,55.1469,545245.0
2024-02-03,53.03,55.8096,53.03,55.1469,545245.0
2024-02-04,53.03,55.8096,53.03,55.1469,545245.0
2024-02-05,54.2665,54.8403,53.5197,54.1083,415904.0
2024-02-06,54.3061,55.137,52.8223,53.2576,236264.0
2024-02-07,53.4554,53.4554,51.7441,52.7036,289508.0
2024-02-08,52.5453,53.0498,51.6947,52.031,304547.0
2024-02-09,51.7342,52.9015,50.8637,52.3673,376957.0
2024-02-10,51.7342,52.9015,50.8637,52.3673,376957.0
2024-02-11,51.7342,52.9015,50.8637,52.3673,376957.0
2024-02-12,52.575,54.3902,52.5058,53.7027,329068.0
2024-02-13,51.6254,51.7688,49.5531,50.6066,365674.0
2024-02-14,51.3583,51.393,50.0477,50.8934,247870.0
2024-02-15,51.4375,53.6433,51.2495,53.4059,280504.0
2024-02-16,52.9311,53.584,52.0013,53.1784,274857.0
2024-02-17,52.9311,53.584,52.0013,53.1784,274857.0
2024-02-18,52.9311,53.584,52.0013,53.1784,274857.0
2024-02-19,52.9311,53.584,52.0013,53.1784,274857.0
2024-02-20,52.5355,53.3713,52.5157,52.6146,137402.0
2024-02-21,52.2882,52.852,51.8727,52.4069,190706.0
2024-02-22,52.1002,52.8124,51.4968,52.0508,224721.0
2024-02-23,51.9815,52.6245,51.5957,51.9914,136414.0
2024-02-24,51.9815,52.6245,51.5957,51.9914,136414.0
2024-02-25,51.9815,52.6245,51.5957,51.9914,136414.0
2024-02-26,51.6353,52.3574,50.5769,51.0715,148775.0
2024-02-27,51.5166,51.9617,51.299,51.8035,140975.0
2024-02-28,51.2396,51.9371,50.5967,50.6263,131802.0
2024-02-29,51.6353,52.5453,51.3188,51.6056,159423.0
2024-03-01,51.21,51.3682,49.9933,50.3988,236473.0
2024-03-02,51.21,51.3682,49.9933,50.3988,236473.0
2024-03-03,51.21,51.3682,49.9933,50.3988,236473.0
2024-03-04,50.1515,51.2396,48.4106,48.5985,402200.0
2024-03-05,48.6084,50.933,48.6084,50.9033,346697.0
2024-03-06,51.0022,51.8728,49.7266,50.9429,270701.0
2024-03-07,51.6848,52.0359,50.9923,51.2594,230481.0
2024-03-08,52.2486,52.3772,50.9923,51.2792,174539.0
2024-03-09,52.2486,52.3772,50.9923,51.2792,174539.0
