,PBH US Equity,PBH US Equity,PBH US Equity,PBH US Equity,PBH US Equity
2021-05-09,46.93,47.33,45.93,46.1,212665.0
2021-05-10,46.75,47.93,46.44,46.83,259562.0
2021-05-11,46.51,47.37,46.1201,47.11,236457.0
2021-05-12,47.07,47.5,46.31,46.61,245982.0
2021-05-13,46.36,48.665,46.36,48.6,262241.0
2021-05-14,48.95,48.95,47.81,48.5,218696.0
2021-05-15,48.95,48.95,47.81,48.5,218696.0
2021-05-16,48.95,48.95,47.81,48.5,218696.0
2021-05-17,48.44,49.62,48.14,49.42,221553.0
2021-05-18,49.36,49.66,48.97,49.3,241352.0
2021-05-19,49.23,49.96,48.77,49.53,230753.0
2021-05-20,49.37,50.0,49.2,49.94,229624.0
2021-05-21,50.11,50.15,49.14,49.39,236695.0
2021-05-22,50.11,50.15,49.14,49.39,236695.0
2021-05-23,50.11,50.15,49.14,49.39,236695.0
2021-05-24,49.52,50.02,49.3,49.8,153157.0
2021-05-25,49.97,50.035,49.09,49.21,287951.0
2021-05-26,49.38,50.08,49.15,49.64,222661.0
2021-05-27,50.32,51.01,50.13,50.3,299596.0
2021-05-28,50.72,50.98,49.81,49.87,155321.0
2021-05-29,50.72,50.98,49.81,49.87,155321.0
2021-05-30,50.72,50.98,49.81,49.87,155321.0
2021-05-31,50.72,50.98,49.81,49.87,155321.0
2021-06-01,50.04,50.48,49.605,49.93,196094.0
2021-06-02,50.07,50.71,49.62,49.95,383209.0
2021-06-03,49.77,50.63,49.435,50.37,348874.0
2021-06-04,50.45,50.53,49.71,50.0,157797.0
2021-06-05,50.45,50.53,49.71,50.0,157797.0
2021-06-06,50.45,50.53,49.71,50.0,157797.0
2021-06-07,49.99,49.99,49.45,49.9,203961.0
2021-06-08,49.97,50.67,49.63,50.58,146341.0
2021-06-09,50.65,50.91,50.31,50.8,181571.0
2021-06-10,50.9,51.65,50.8,51.64,248356.0
2021-06-11,51.51,51.77,51.07,51.75,123060.0
2021-06-12,51.51,51.77,51.07,51.75,123060.0
2021-06-13,51.51,51.77,51.07,51.75,123060.0
2021-06-14,51.84,51.95,51.45,51.95,175502.0
2021-06-15,52.0,52.44,51.53,52.4,191649.0
2021-06-16,52.43,52.85,52.03,52.82,220706.0
2021-06-17,52.95,52.95,51.855,52.72,241784.0
2021-06-18,52.71,52.71,51.61,52.0,460121.0
2021-06-19,52.71,52.71,51.61,52.0,460121.0
2021-06-20,52.71,52.71,51.61,52.0,460121.0
2021-06-21,52.07,53.17,52.06,53.03,274735.0
2021-06-22,53.01,53.01,52.4,52.77,159240.0
2021-06-23,52.98,53.035,52.15,52.19,202025.0
2021-06-24,52.32,53.15,52.1313,52.81,149232.0
2021-06-25,52.69,53.13,52.3,52.84,1058413.0
2021-06-26,52.69,53.13,52.3,52.84,1058413.0
2021-06-27,52.69,53.13,52.3,52.84,1058413.0
2021-06-28,52.86,53.13,51.56,52.31,194189.0
2021-06-29,52.39,52.525,52.01,52.15,144602.0
2021-06-30,52.25,52.79,52.0,52.1,264753.0
2021-07-01,52.23,53.33,52.03,52.81,215622.0
2021-07-02,52.94,53.18,52.045,52.2,147627.0
2021-07-03,52.94,53.18,52.045,52.2,147627.0
2021-07-04,52.94,53.18,52.045,52.2,147627.0
2021-07-05,52.94,53.18,52.045,52.2,147627.0
2021-07-06,51.92,51.95,50.82,51.79,174397.0
2021-07-07,51.59,52.36,51.12,51.42,222551.0
2021-07-08,50.83,51.52,50.4,51.0,246429.0
2021-07-09,51.31,52.16,51.31,51.72,119778.0
2021-07-10,51.31,52.16,51.31,51.72,119778.0
2021-07-11,51.31,52.16,51.31,51.72,119778.0
2021-07-12,51.51,52.03,51.23,51.96,101204.0
2021-07-13,51.65,52.1,51.56,51.9,180045.0
2021-07-14,52.03,52.225,51.71,51.86,127448.0
2021-07-15,51.7,51.815,51.235,51.65,150524.0
2021-07-16,51.96,52.2,51.35,51.46,146703.0
2021-07-17,51.96,52.2,51.35,51.46,146703.0
2021-07-18,51.96,52.2,51.35,51.46,146703.0
2021-07-19,51.02,52.09,50.95,51.96,291161.0
2021-07-20,52.15,53.88,52.1,52.7,460675.0
2021-07-21,52.91,53.15,52.17,52.9,215216.0
2021-07-22,52.75,52.85,51.84,52.55,168862.0
2021-07-23,52.6,52.82,51.85,52.58,268614.0
2021-07-24,52.6,52.82,51.85,52.58,268614.0
2021-07-25,52.6,52.82,51.85,52.58,268614.0
2021-07-26,52.69,53.055,52.14,52.95,154277.0
2021-07-27,52.81,52.975,52.25,52.67,116219.0
2021-07-28,52.83,53.26,52.54,52.81,134016.0
2021-07-29,53.23,53.23,52.52,52.53,138145.0
2021-07-30,52.37,52.86,52.29,52.55,188873.0
2021-07-31,52.37,52.86,52.29,52.55,188873.0
2021-08-01,52.37,52.86,52.29,52.55,188873.0
2021-08-02,52.83,53.17,52.495,52.75,164733.0
2021-08-03,52.72,53.55,52.39,53.42,210670.0
2021-08-04,52.96,53.75,52.88,53.18,247862.0
2021-08-05,54.58,58.71,53.41,56.47,424012.0
2021-08-06,57.0,59.54,56.98,58.76,411674.0
2021-08-07,57.0,59.54,56.98,58.76,411674.0
2021-08-08,57.0,59.54,56.98,58.76,411674.0
2021-08-09,58.38,58.87,58.0,58.4,451874.0
2021-08-10,58.75,60.2,58.51,59.71,351605.0
2021-08-11,59.81,60.55,59.45,60.54,171178.0
2021-08-12,60.51,60.51,59.33,59.4,190152.0
2021-08-13,59.44,59.96,58.79,59.81,212908.0
2021-08-14,59.44,59.96,58.79,59.81,212908.0
2021-08-15,59.44,59.96,58.79,59.81,212908.0
2021-08-16,59.76,60.57,59.34,59.84,195113.0
2021-08-17,59.36,59.86,59.07,59.41,194032.0
2021-08-18,59.26,59.85,58.7,58.79,175939.0
2021-08-19,58.47,58.75,57.7,57.98,240360.0
2021-08-20,58.04,59.2187,58.04,58.22,320108.0
2021-08-21,58.04,59.2187,58.04,58.22,320108.0
2021-08-22,58.04,59.2187,58.04,58.22,320108.0
2021-08-23,58.42,58.76,57.85,57.87,178437.0
2021-08-24,58.17,58.29,57.26,57.29,187437.0
2021-08-25,57.71,57.71,56.77,56.98,163925.0
2021-08-26,56.8,57.295,56.09,56.1,239718.0
2021-08-27,55.93,56.85,55.84,56.79,278988.0
2021-08-28,55.93,56.85,55.84,56.79,278988.0
2021-08-29,55.93,56.85,55.84,56.79,278988.0
2021-08-30,56.72,57.5331,56.72,57.18,163099.0
2021-08-31,56.99,57.49,56.72,57.39,176730.0
2021-09-01,57.65,57.99,56.56,57.4,168148.0
2021-09-02,57.5,57.825,57.08,57.81,115009.0
2021-09-03,57.65,57.98,57.15,57.5,169732.0
2021-09-04,57.65,57.98,57.15,57.5,169732.0
2021-09-05,57.65,57.98,57.15,57.5,169732.0
2021-09-06,57.65,57.98,57.15,57.5,169732.0
2021-09-07,57.13,57.3305,55.5489,55.71,232486.0
2021-09-08,55.59,55.79,54.84,55.47,244714.0
2021-09-09,55.26,55.26,54.52,54.54,169199.0
2021-09-10,54.48,54.68,53.49,53.5,176961.0
2021-09-11,54.48,54.68,53.49,53.5,176961.0
2021-09-12,54.48,54.68,53.49,53.5,176961.0
2021-09-13,53.74,53.74,52.83,53.37,165316.0
2021-09-14,53.4,53.505,52.6162,53.47,219692.0
2021-09-15,53.45,54.275,53.22,53.78,163886.0
2021-09-16,54.0,54.0,52.7,53.26,152110.0
2021-09-17,53.32,53.79,52.73,52.9,576218.0
2021-09-18,53.32,53.79,52.73,52.9,576218.0
2021-09-19,53.32,53.79,52.73,52.9,576218.0
2021-09-20,52.39,52.87,51.79,52.54,164700.0
2021-09-21,52.81,53.525,52.65,53.21,199303.0
2021-09-22,53.42,55.07,53.04,54.48,341603.0
2021-09-23,54.78,55.65,54.58,54.86,190725.0
2021-09-24,54.88,56.26,53.52,55.86,473399.0
2021-09-25,54.88,56.26,53.52,55.86,473399.0
2021-09-26,54.88,56.26,53.52,55.86,473399.0
2021-09-27,55.91,56.45,54.9,54.91,185550.0
2021-09-28,54.9,55.78,54.03,55.01,245443.0
2021-09-29,55.09,57.15,55.09,57.02,176030.0
2021-09-30,57.41,57.59,56.11,56.11,201321.0
2021-10-01,56.24,56.24,55.32,55.41,201503.0
2021-10-02,56.24,56.24,55.32,55.41,201503.0
2021-10-03,56.24,56.24,55.32,55.41,201503.0
2021-10-04,55.55,56.3,55.2,56.09,155769.0
2021-10-05,56.0,57.14,55.8,56.62,183628.0
2021-10-06,56.2,57.06,55.8,56.99,137728.0
2021-10-07,57.26,58.63,57.26,58.04,170985.0
2021-10-08,58.04,58.64,57.8,58.04,132772.0
2021-10-09,58.04,58.64,57.8,58.04,132772.0
2021-10-10,58.04,58.64,57.8,58.04,132772.0
2021-10-11,57.72,58.15,56.96,57.69,111746.0
2021-10-12,57.9,58.16,57.445,57.73,125798.0
2021-10-13,57.69,58.365,57.57,57.72,111061.0
2021-10-14,57.85,58.7,57.85,58.29,117207.0
2021-10-15,58.88,59.09,58.41,58.42,148590.0
2021-10-16,58.88,59.09,58.41,58.42,148590.0
2021-10-17,58.88,59.09,58.41,58.42,148590.0
2021-10-18,58.3,59.11,58.13,58.57,124837.0
2021-10-19,58.52,58.91,57.94,58.18,101664.0
2021-10-20,58.3,59.2,58.13,59.04,89606.0
2021-10-21,59.15,59.51,58.55,59.33,155589.0
2021-10-22,59.4,59.6,59.2,59.22,98641.0
2021-10-23,59.4,59.6,59.2,59.22,98641.0
2021-10-24,59.4,59.6,59.2,59.22,98641.0
2021-10-25,59.15,60.1,58.56,59.9,215230.0
2021-10-26,59.92,60.53,59.34,59.78,267266.0
2021-10-27,59.39,59.4,58.26,58.5,167717.0
2021-10-28,58.95,59.87,58.5327,59.77,137344.0
2021-10-29,59.5,60.8,59.15,59.99,271082.0
2021-10-30,59.5,60.8,59.15,59.99,271082.0
2021-10-31,59.5,60.8,59.15,59.99,271082.0
2021-11-01,60.2,60.94,59.89,60.61,151219.0
2021-11-02,60.7,61.61,60.2,60.33,200648.0
2021-11-03,59.77,62.17,59.55,61.41,252846.0
2021-11-04,61.4,62.895,60.8021,61.64,211490.0
2021-11-05,61.96,63.825,61.78,62.92,245832.0
2021-11-06,61.96,63.825,61.78,62.92,245832.0
2021-11-07,61.96,63.825,61.78,62.92,245832.0
2021-11-08,63.02,63.75,62.215,62.88,129980.0
2021-11-09,62.65,63.42,62.21,62.58,145897.0
2021-11-10,62.23,63.11,61.84,62.1,126707.0
2021-11-11,62.08,63.78,61.77,63.3,178219.0
2021-11-12,63.3,63.7111,62.51,62.74,159094.0
2021-11-13,63.3,63.7111,62.51,62.74,159094.0
2021-11-14,63.3,63.7111,62.51,62.74,159094.0
2021-11-15,62.74,63.25,61.03,61.28,181877.0
2021-11-16,60.6,61.64,60.22,61.33,142765.0
2021-11-17,61.34,61.95,60.92,60.97,182309.0
2021-11-18,60.89,61.08,59.3,60.26,233114.0
2021-11-19,59.84,60.319,58.15,58.26,277915.0
2021-11-20,59.84,60.319,58.15,58.26,277915.0
2021-11-21,59.84,60.319,58.15,58.26,277915.0
2021-11-22,58.8,60.06,58.23,59.18,268394.0
2021-11-23,59.09,59.39,58.41,58.64,226986.0
2021-11-24,58.53,59.5,58.13,59.41,120909.0
2021-11-25,58.53,59.5,58.13,59.41,120909.0
2021-11-26,58.12,58.76,55.6353,56.41,194539.0
2021-11-27,58.12,58.76,55.6353,56.41,194539.0
2021-11-28,58.12,58.76,55.6353,56.41,194539.0
2021-11-29,56.75,56.95,55.55,55.92,202731.0
2021-11-30,55.47,56.23,55.06,55.95,290765.0
2021-12-01,56.95,58.3,56.83,57.11,225541.0
2021-12-02,57.55,58.42,57.06,57.59,189024.0
2021-12-03,57.84,58.62,57.43,57.75,172583.0
2021-12-04,57.84,58.62,57.43,57.75,172583.0
2021-12-05,57.84,58.62,57.43,57.75,172583.0
2021-12-06,58.59,58.98,57.79,58.28,150289.0
2021-12-07,58.51,58.815,57.47,57.85,224620.0
2021-12-08,57.95,58.0,56.85,57.66,164794.0
2021-12-09,57.31,57.68,56.39,56.57,146947.0
2021-12-10,56.82,57.48,56.22,57.22,180860.0
2021-12-11,56.82,57.48,56.22,57.22,180860.0
2021-12-12,56.82,57.48,56.22,57.22,180860.0
2021-12-13,56.92,57.33,56.11,57.26,251337.0
2021-12-14,56.97,57.7,56.53,57.32,257876.0
2021-12-15,57.15,59.31,57.15,58.99,262143.0
2021-12-16,59.29,59.82,58.69,59.01,245380.0
2021-12-17,58.85,60.38,58.475,59.1,1220022.0
2021-12-18,58.85,60.38,58.475,59.1,1220022.0
2021-12-19,58.85,60.38,58.475,59.1,1220022.0
2021-12-20,59.08,60.4221,58.705,60.21,288361.0
2021-12-21,60.72,61.45,60.72,61.04,175495.0
2021-12-22,61.25,62.81,60.7,62.62,176353.0
2021-12-23,63.0,63.0,61.65,61.88,150596.0
2021-12-24,63.0,63.0,61.65,61.88,150596.0
2021-12-25,63.0,63.0,61.65,61.88,150596.0
2021-12-26,63.0,63.0,61.65,61.88,150596.0
2021-12-27,62.13,62.62,61.73,62.09,136311.0
2021-12-28,61.99,62.94,61.99,62.47,102469.0
2021-12-29,62.47,63.19,62.47,63.12,102803.0
2021-12-30,63.065,63.47,62.17,62.27,135141.0
2021-12-31,62.23,62.67,60.58,60.65,143559.0
2022-01-01,62.23,62.67,60.58,60.65,143559.0
2022-01-02,62.23,62.67,60.58,60.65,143559.0
2022-01-03,60.69,61.625,60.05,60.62,325000.0
2022-01-04,60.83,62.02,60.73,61.88,142845.0
2022-01-05,61.75,62.84,60.83,61.07,163198.0
2022-01-06,60.72,61.64,60.49,61.23,120151.0
2022-01-07,60.82,61.21,60.29,60.32,134340.0
2022-01-08,60.82,61.21,60.29,60.32,134340.0
2022-01-09,60.82,61.21,60.29,60.32,134340.0
2022-01-10,60.0,60.9,59.53,60.54,136457.0
2022-01-11,60.36,60.36,58.9561,59.55,199038.0
2022-01-12,60.18,60.235,59.14,59.53,275070.0
2022-01-13,59.77,60.69,59.59,59.75,138110.0
2022-01-14,59.31,59.74,58.9187,59.65,94411.0
2022-01-15,59.31,59.74,58.9187,59.65,94411.0
2022-01-16,59.31,59.74,58.9187,59.65,94411.0
2022-01-17,59.31,59.74,58.9187,59.65,94411.0
2022-01-18,59.02,59.288,58.03,58.33,160430.0
2022-01-19,58.28,58.875,57.87,58.48,287308.0
2022-01-20,58.8,58.8,55.93,55.97,275721.0
2022-01-21,56.28,59.17,56.28,57.97,309813.0
2022-01-22,56.28,59.17,56.28,57.97,309813.0
2022-01-23,56.28,59.17,56.28,57.97,309813.0
2022-01-24,57.88,59.35,57.7,58.7,421156.0
2022-01-25,58.03,58.4,55.85,56.4,280922.0
2022-01-26,56.72,57.43,55.75,56.09,296777.0
2022-01-27,56.17,57.14,55.6606,56.59,277914.0
2022-01-28,56.41,57.92,55.705,57.88,347696.0
2022-01-29,56.41,57.92,55.705,57.88,347696.0
2022-01-30,56.41,57.92,55.705,57.88,347696.0
2022-01-31,57.03,57.68,56.065,56.45,418474.0
2022-02-01,56.72,56.9,55.31,56.62,317216.0
2022-02-02,56.6,59.1,56.03,58.44,407464.0
2022-02-03,59.99,62.74,59.26,61.34,650557.0
2022-02-04,60.93,60.93,58.18,58.33,530159.0
2022-02-05,60.93,60.93,58.18,58.33,530159.0
2022-02-06,60.93,60.93,58.18,58.33,530159.0
2022-02-07,58.78,58.78,56.49,57.31,372421.0
2022-02-08,57.52,59.97,57.04,59.73,382344.0
2022-02-09,59.64,60.9,59.45,59.8,359540.0
2022-02-10,58.74,59.95,58.09,58.55,290673.0
2022-02-11,58.54,59.88,58.11,59.38,214233.0
2022-02-12,58.54,59.88,58.11,59.38,214233.0
2022-02-13,58.54,59.88,58.11,59.38,214233.0
2022-02-14,59.16,59.625,57.93,58.37,297488.0
2022-02-15,59.03,59.5,57.5,57.77,283354.0
2022-02-16,57.84,59.55,57.62,59.42,269683.0
2022-02-17,59.0,59.46,58.23,59.19,191447.0
2022-02-18,58.59,59.77,58.35,59.37,253300.0
2022-02-19,58.59,59.77,58.35,59.37,253300.0
2022-02-20,58.59,59.77,58.35,59.37,253300.0
2022-02-21,58.59,59.77,58.35,59.37,253300.0
2022-02-22,59.48,59.6789,58.54,58.78,208911.0
2022-02-23,58.93,59.44,57.9,58.44,297850.0
2022-02-24,57.65,58.26,56.26,57.11,201841.0
2022-02-25,57.0,59.22,56.91,58.58,147251.0
2022-02-26,57.0,59.22,56.91,58.58,147251.0
2022-02-27,57.0,59.22,56.91,58.58,147251.0
2022-02-28,58.14,59.68,57.7601,59.53,306468.0
2022-03-01,59.28,60.6,59.08,59.61,363475.0
2022-03-02,59.63,61.24,59.58,59.95,208960.0
2022-03-03,60.2,60.345,58.66,59.46,310399.0
2022-03-04,58.8,59.77,58.72,59.09,297989.0
2022-03-05,58.8,59.77,58.72,59.09,297989.0
2022-03-06,58.8,59.77,58.72,59.09,297989.0
2022-03-07,59.03,59.295,58.085,58.5,225196.0
2022-03-08,58.49,58.56,56.04,56.06,374977.0
2022-03-09,56.52,57.91,55.68,56.44,247103.0
2022-03-10,56.02,56.92,55.5185,56.74,294071.0
2022-03-11,56.31,57.18,55.98,56.06,183381.0
2022-03-12,56.31,57.18,55.98,56.06,183381.0
2022-03-13,56.31,57.18,55.98,56.06,183381.0
2022-03-14,56.12,56.38,54.15,54.67,458794.0
2022-03-15,55.14,56.46,54.69,56.31,268594.0
2022-03-16,56.34,57.04,55.385,56.2,293124.0
2022-03-17,56.0,56.87,55.775,55.92,167344.0
2022-03-18,55.25,56.13,54.76,55.5,478935.0
2022-03-19,55.25,56.13,54.76,55.5,478935.0
2022-03-20,55.25,56.13,54.76,55.5,478935.0
2022-03-21,55.49,56.66,55.215,55.3,188100.0
2022-03-22,55.5,55.5,54.0,54.51,375114.0
2022-03-23,54.36,55.755,54.22,55.32,255586.0
2022-03-24,55.19,55.44,53.54,53.74,287658.0
2022-03-25,53.96,54.57,53.0,53.57,256450.0
2022-03-26,53.96,54.57,53.0,53.57,256450.0
2022-03-27,53.96,54.57,53.0,53.57,256450.0
2022-03-28,53.41,53.81,52.47,53.81,205427.0
2022-03-29,54.11,54.8299,53.31,53.82,398321.0
2022-03-30,54.12,54.64,53.21,53.39,253749.0
2022-03-31,53.2,53.64,52.785,52.94,257805.0
2022-04-01,52.95,53.2,52.31,53.07,262699.0
2022-04-02,52.95,53.2,52.31,53.07,262699.0
2022-04-03,52.95,53.2,52.31,53.07,262699.0
2022-04-04,52.83,53.49,51.94,52.73,287932.0
2022-04-05,52.81,53.59,51.85,52.06,234216.0
2022-04-06,51.89,53.24,51.7006,52.95,278035.0
2022-04-07,52.76,54.09,52.72,53.32,228656.0
2022-04-08,53.27,53.93,52.91,53.4,255597.0
2022-04-09,53.27,53.93,52.91,53.4,255597.0
2022-04-10,53.27,53.93,52.91,53.4,255597.0
2022-04-11,53.54,54.0,53.18,53.19,199765.0
2022-04-12,53.36,54.325,53.09,53.8,195912.0
2022-04-13,53.55,54.815,53.55,54.53,192112.0
2022-04-14,54.58,55.09,54.001,54.04,201160.0
2022-04-15,54.58,55.09,54.001,54.04,201160.0
2022-04-16,54.58,55.09,54.001,54.04,201160.0
2022-04-17,54.58,55.09,54.001,54.04,201160.0
2022-04-18,53.77,54.32,52.51,52.82,188251.0
2022-04-19,52.81,54.02,52.81,53.58,196733.0
2022-04-20,53.86,55.51,53.86,55.23,217215.0
2022-04-21,55.02,55.37,54.45,54.79,188731.0
2022-04-22,54.34,54.34,52.82,53.24,281455.0
2022-04-23,54.34,54.34,52.82,53.24,281455.0
2022-04-24,54.34,54.34,52.82,53.24,281455.0
2022-04-25,53.32,53.32,51.88,52.96,205670.0
2022-04-26,52.46,53.67,52.16,52.78,325039.0
2022-04-27,52.56,53.73,52.19,53.36,251508.0
2022-04-28,53.5,54.02,52.95,53.8,145807.0
2022-04-29,53.41,54.92,53.19,54.66,352327.0
2022-04-30,53.41,54.92,53.19,54.66,352327.0
2022-05-01,53.41,54.92,53.19,54.66,352327.0
2022-05-02,54.37,55.285,53.72,54.47,491960.0
2022-05-03,54.55,55.055,53.86,54.44,263739.0
2022-05-04,54.81,55.45,54.25,55.34,234366.0
2022-05-05,54.77,54.96,52.33,53.64,298165.0
2022-05-06,54.37,55.12,53.08,54.88,213608.0
2022-05-07,54.37,55.12,53.08,54.88,213608.0
2022-05-08,54.37,55.12,53.08,54.88,213608.0
2022-05-09,55.16,58.03,54.92,57.45,472288.0
2022-05-10,58.68,58.77,56.75,57.57,425720.0
2022-05-11,57.46,57.94,55.6,55.63,418440.0
2022-05-12,55.6,56.72,55.58,56.29,316234.0
2022-05-13,56.11,57.69,55.96,56.78,266318.0
2022-05-14,56.11,57.69,55.96,56.78,266318.0
2022-05-15,56.11,57.69,55.96,56.78,266318.0
2022-05-16,56.63,57.66,56.25,57.01,170278.0
2022-05-17,57.27,58.25,57.27,57.68,193279.0
2022-05-18,57.22,57.53,54.94,55.29,340292.0
2022-05-19,55.04,55.445,53.19,53.26,316189.0
2022-05-20,53.84,54.133,52.73,54.01,313708.0
2022-05-21,53.84,54.133,52.73,54.01,313708.0
2022-05-22,53.84,54.133,52.73,54.01,313708.0
2022-05-23,54.64,56.3,54.215,56.27,350662.0
2022-05-24,56.24,56.55,55.02,55.64,306333.0
2022-05-25,55.53,56.2882,55.22,55.97,182946.0
2022-05-26,56.5,56.76,55.79,55.91,173939.0
2022-05-27,55.96,56.56,55.96,56.23,190246.0
2022-05-28,55.96,56.56,55.96,56.23,190246.0
2022-05-29,55.96,56.56,55.96,56.23,190246.0
2022-05-30,55.96,56.56,55.96,56.23,190246.0
2022-05-31,55.84,56.47,55.31,55.82,258789.0
2022-06-01,55.85,56.4,55.51,55.76,220161.0
2022-06-02,55.79,56.56,54.92,56.41,140876.0
2022-06-03,56.11,57.07,55.96,56.21,172522.0
2022-06-04,56.11,57.07,55.96,56.21,172522.0
2022-06-05,56.11,57.07,55.96,56.21,172522.0
2022-06-06,56.47,56.785,56.1,56.47,153775.0
2022-06-07,56.12,57.05,55.75,56.76,166137.0
2022-06-08,56.22,56.93,56.08,56.33,178529.0
2022-06-09,56.12,56.68,55.8001,56.07,143351.0
2022-06-10,55.52,55.76,54.48,54.77,186084.0
2022-06-11,55.52,55.76,54.48,54.77,186084.0
2022-06-12,55.52,55.76,54.48,54.77,186084.0
2022-06-13,53.81,54.35,53.39,53.89,256829.0
2022-06-14,54.2,54.34,52.91,54.15,374629.0
2022-06-15,54.59,55.71,54.45,55.45,358142.0
2022-06-16,54.75,55.6,54.18,54.45,345291.0
2022-06-17,55.02,55.275,54.41,54.77,539614.0
2022-06-18,55.02,55.275,54.41,54.77,539614.0
2022-06-19,55.02,55.275,54.41,54.77,539614.0
2022-06-20,55.02,55.275,54.41,54.77,539614.0
2022-06-21,54.92,55.53,54.27,54.82,294785.0
2022-06-22,54.65,56.03,54.65,55.39,251421.0
2022-06-23,55.31,56.73,55.27,56.67,434206.0
2022-06-24,57.11,59.14,56.98,58.9,560338.0
2022-06-25,57.11,59.14,56.98,58.9,560338.0
2022-06-26,57.11,59.14,56.98,58.9,560338.0
2022-06-27,59.07,59.24,57.95,58.12,238818.0
2022-06-28,58.34,58.34,56.99,57.0,266076.0
2022-06-29,56.86,57.32,56.39,56.94,200732.0
2022-06-30,56.63,58.85,56.375,58.8,641820.0
2022-07-01,58.42,59.8,58.2,59.58,381824.0
2022-07-02,58.42,59.8,58.2,59.58,381824.0
2022-07-03,58.42,59.8,58.2,59.58,381824.0
2022-07-04,58.42,59.8,58.2,59.58,381824.0
2022-07-05,59.26,59.81,58.455,59.78,295691.0
2022-07-06,59.6,60.555,59.38,60.26,269447.0
2022-07-07,60.26,60.77,59.66,59.66,258880.0
2022-07-08,59.47,59.51,58.6,58.67,238149.0
2022-07-09,59.47,59.51,58.6,58.67,238149.0
2022-07-10,59.47,59.51,58.6,58.67,238149.0
2022-07-11,58.89,59.1,58.36,58.64,164353.0
2022-07-12,59.01,59.01,57.73,57.97,141943.0
2022-07-13,57.5,59.04,57.5,58.44,349204.0
2022-07-14,57.57,58.73,57.29,57.88,154317.0
2022-07-15,58.74,58.87,57.98,58.5,200810.0
2022-07-16,58.74,58.87,57.98,58.5,200810.0
2022-07-17,58.74,58.87,57.98,58.5,200810.0
2022-07-18,58.6,59.1,57.4,57.53,181126.0
2022-07-19,58.03,59.22,57.57,58.58,247805.0
2022-07-20,58.3,59.02,57.2736,58.01,234328.0
2022-07-21,58.05,58.7,57.52,58.67,159592.0
2022-07-22,58.55,59.22,57.84,58.41,217676.0
2022-07-23,58.55,59.22,57.84,58.41,217676.0
2022-07-24,58.55,59.22,57.84,58.41,217676.0
2022-07-25,58.51,59.03,58.4,58.77,138902.0
2022-07-26,58.86,59.56,58.66,59.28,280274.0
2022-07-27,59.08,60.74,58.63,60.41,282249.0
2022-07-28,60.13,61.5,59.47,60.77,307589.0
2022-07-29,60.37,60.765,59.545,60.31,293725.0
2022-07-30,60.37,60.765,59.545,60.31,293725.0
2022-07-31,60.37,60.765,59.545,60.31,293725.0
2022-08-01,60.08,61.645,59.72,61.12,275180.0
2022-08-02,61.32,61.5125,60.09,60.12,225851.0
2022-08-03,59.93,60.12,58.95,59.54,498918.0
2022-08-04,62.0,62.0,58.04,58.97,387487.0
2022-08-05,59.95,60.6,58.77,59.35,360671.0
2022-08-06,59.95,60.6,58.77,59.35,360671.0
2022-08-07,59.95,60.6,58.77,59.35,360671.0
2022-08-08,59.2,59.61,58.765,59.4,210943.0
2022-08-09,59.1,59.59,57.08,57.23,284522.0
2022-08-10,57.69,57.76,57.0,57.66,311525.0
2022-08-11,57.16,57.68,56.58,57.2,239511.0
2022-08-12,57.12,57.12,56.53,56.73,241851.0
2022-08-13,57.12,57.12,56.53,56.73,241851.0
2022-08-14,57.12,57.12,56.53,56.73,241851.0
2022-08-15,55.96,57.11,55.58,56.6,400453.0
2022-08-16,56.61,56.61,55.81,56.25,270159.0
2022-08-17,55.86,56.21,55.55,55.73,178479.0
2022-08-18,56.02,56.78,55.7,56.46,141316.0
2022-08-19,56.53,57.09,56.45,56.97,183550.0
2022-08-20,56.53,57.09,56.45,56.97,183550.0
2022-08-21,56.53,57.09,56.45,56.97,183550.0
2022-08-22,56.66,56.66,55.405,55.69,198437.0
2022-08-23,55.54,55.54,54.07,54.28,281261.0
2022-08-24,54.63,54.74,53.97,54.3,187360.0
2022-08-25,54.48,54.8,53.87,54.12,148981.0
2022-08-26,53.82,54.17,52.83,53.02,175361.0
2022-08-27,53.82,54.17,52.83,53.02,175361.0
2022-08-28,53.82,54.17,52.83,53.02,175361.0
2022-08-29,52.28,52.52,50.97,51.37,247891.0
2022-08-30,51.29,51.83,50.28,51.53,408778.0
2022-08-31,51.44,51.75,50.58,50.58,280109.0
2022-09-01,50.61,51.66,50.35,51.24,217224.0
2022-09-02,51.51,51.855,50.19,50.48,199151.0
2022-09-03,51.51,51.855,50.19,50.48,199151.0
2022-09-04,51.51,51.855,50.19,50.48,199151.0
2022-09-05,51.51,51.855,50.19,50.48,199151.0
2022-09-06,50.58,50.95,50.34,50.87,321516.0
2022-09-07,50.92,51.61,50.595,51.47,271364.0
2022-09-08,51.29,51.91,51.06,51.59,230738.0
2022-09-09,52.12,52.41,51.63,52.12,215279.0
2022-09-10,52.12,52.41,51.63,52.12,215279.0
2022-09-11,52.12,52.41,51.63,52.12,215279.0
2022-09-12,52.4,53.85,52.26,53.08,306418.0
2022-09-13,52.16,52.47,51.705,51.72,315746.0
2022-09-14,51.68,51.94,51.04,51.24,395711.0
2022-09-15,51.07,51.82,50.93,51.12,259937.0
2022-09-16,51.0,51.54,50.71,51.5,588266.0
2022-09-17,51.0,51.54,50.71,51.5,588266.0
