,JLL US Equity,JLL US Equity,JLL US Equity,JLL US Equity,JLL US Equity
2021-05-09,192.29,199.07,192.29,199.03,230716.0
2021-05-10,199.5,202.61,198.21,200.5,380179.0
2021-05-11,196.82,199.5,196.09,198.46,380590.0
2021-05-12,198.73,200.67,195.955,198.13,619751.0
2021-05-13,197.96,202.58,196.59,199.33,536267.0
2021-05-14,201.52,202.17,198.53,200.46,465597.0
2021-05-15,201.52,202.17,198.53,200.46,465597.0
2021-05-16,201.52,202.17,198.53,200.46,465597.0
2021-05-17,200.05,203.26,198.76,202.91,370668.0
2021-05-18,203.72,204.7,200.61,201.01,295815.0
2021-05-19,198.1,203.71,197.38,203.7,288135.0
2021-05-20,202.77,207.735,201.79,207.13,315724.0
2021-05-21,208.41,211.59,206.82,206.89,190936.0
2021-05-22,208.41,211.59,206.82,206.89,190936.0
2021-05-23,208.41,211.59,206.82,206.89,190936.0
2021-05-24,207.82,210.365,207.53,209.05,283087.0
2021-05-25,209.5,210.68,203.735,204.14,380197.0
2021-05-26,205.04,206.705,203.705,204.5,233108.0
2021-05-27,206.86,206.86,200.735,201.46,629106.0
2021-05-28,201.5,202.625,199.35,202.25,275929.0
2021-05-29,201.5,202.625,199.35,202.25,275929.0
2021-05-30,201.5,202.625,199.35,202.25,275929.0
2021-05-31,201.5,202.625,199.35,202.25,275929.0
2021-06-01,204.07,205.25,201.385,204.95,320040.0
2021-06-02,206.38,206.71,202.835,206.17,326219.0
2021-06-03,205.49,206.83,202.815,206.46,243764.0
2021-06-04,207.32,207.32,202.1601,202.53,209783.0
2021-06-05,207.32,207.32,202.1601,202.53,209783.0
2021-06-06,207.32,207.32,202.1601,202.53,209783.0
2021-06-07,202.77,207.62,201.51,205.99,398301.0
2021-06-08,204.95,210.68,204.65,209.8,299405.0
2021-06-09,210.0,212.255,209.07,210.21,394688.0
2021-06-10,212.09,212.95,208.28,208.52,232277.0
2021-06-11,208.56,211.63,208.54,211.63,183069.0
2021-06-12,208.56,211.63,208.54,211.63,183069.0
2021-06-13,208.56,211.63,208.54,211.63,183069.0
2021-06-14,211.55,212.23,206.22,207.0,280074.0
2021-06-15,208.98,210.76,206.17,206.43,536633.0
2021-06-16,206.08,208.32,203.35,205.12,432743.0
2021-06-17,204.71,205.88,199.82,200.89,491742.0
2021-06-18,199.19,202.26,195.77,198.98,541505.0
2021-06-19,199.19,202.26,195.77,198.98,541505.0
2021-06-20,199.19,202.26,195.77,198.98,541505.0
2021-06-21,201.12,206.84,199.54,205.47,1053685.0
2021-06-22,205.47,206.24,201.45,203.08,412989.0
2021-06-23,203.07,204.26,201.29,203.11,376438.0
2021-06-24,204.0,204.46,202.38,204.0,406181.0
2021-06-25,204.0,204.71,201.71,204.27,846964.0
2021-06-26,204.0,204.71,201.71,204.27,846964.0
2021-06-27,204.0,204.71,201.71,204.27,846964.0
2021-06-28,204.0,204.48,200.49,202.22,269749.0
2021-06-29,203.67,203.97,198.09,198.35,215863.0
2021-06-30,197.86,198.18,194.09,195.46,670940.0
2021-07-01,196.8,201.85,196.8,199.12,493717.0
2021-07-02,199.27,199.27,193.76,194.53,463699.0
2021-07-03,199.27,199.27,193.76,194.53,463699.0
2021-07-04,199.27,199.27,193.76,194.53,463699.0
2021-07-05,199.27,199.27,193.76,194.53,463699.0
2021-07-06,194.85,194.85,189.46,190.62,376623.0
2021-07-07,189.14,192.16,187.9916,190.28,469529.0
2021-07-08,187.97,193.54,186.33,190.71,410449.0
2021-07-09,193.26,195.79,191.83,194.14,345938.0
2021-07-10,193.26,195.79,191.83,194.14,345938.0
2021-07-11,193.26,195.79,191.83,194.14,345938.0
2021-07-12,192.47,196.19,191.65,195.02,392671.0
2021-07-13,194.8,195.7,190.52,190.92,576550.0
2021-07-14,191.88,194.43,191.88,193.32,229019.0
2021-07-15,191.75,194.97,191.27,192.82,156021.0
2021-07-16,193.93,195.255,191.47,191.78,234290.0
2021-07-17,193.93,195.255,191.47,191.78,234290.0
2021-07-18,193.93,195.255,191.47,191.78,234290.0
2021-07-19,187.83,188.58,184.2101,185.09,265608.0
2021-07-20,186.0,196.78,185.75,194.74,445476.0
2021-07-21,195.48,202.205,195.48,201.05,456098.0
2021-07-22,200.36,201.625,197.98,201.2,190446.0
2021-07-23,202.76,204.62,201.88,204.33,277781.0
2021-07-24,202.76,204.62,201.88,204.33,277781.0
2021-07-25,202.76,204.62,201.88,204.33,277781.0
2021-07-26,203.49,210.16,203.49,209.19,474656.0
2021-07-27,208.84,212.56,207.64,212.48,291983.0
2021-07-28,212.49,217.9,211.99,217.45,530350.0
2021-07-29,217.06,227.65,217.06,221.66,619218.0
2021-07-30,220.37,225.74,220.37,222.57,349093.0
2021-07-31,220.37,225.74,220.37,222.57,349093.0
2021-08-01,220.37,225.74,220.37,222.57,349093.0
2021-08-02,224.28,228.4,217.6,218.48,392191.0
2021-08-03,219.96,221.35,214.82,221.35,368061.0
2021-08-04,221.33,245.1147,221.33,242.33,886617.0
2021-08-05,245.56,249.32,242.11,248.92,718302.0
2021-08-06,251.06,253.9,250.0,251.74,465665.0
2021-08-07,251.06,253.9,250.0,251.74,465665.0
2021-08-08,251.06,253.9,250.0,251.74,465665.0
2021-08-09,250.5,251.07,247.89,248.38,344526.0
2021-08-10,247.94,251.53,246.27,249.82,309712.0
2021-08-11,250.0,253.93,248.11,253.08,380039.0
2021-08-12,252.37,253.06,249.37,250.5,459580.0
2021-08-13,251.74,253.36,248.37,249.59,323256.0
2021-08-14,251.74,253.36,248.37,249.59,323256.0
2021-08-15,251.74,253.36,248.37,249.59,323256.0
2021-08-16,248.79,249.87,244.42,244.58,312037.0
2021-08-17,241.5,243.8,237.21,241.62,449399.0
2021-08-18,243.54,244.56,237.37,237.48,373401.0
2021-08-19,234.74,238.18,233.12,235.57,283606.0
2021-08-20,234.0,237.21,231.67,236.66,238136.0
2021-08-21,234.0,237.21,231.67,236.66,238136.0
2021-08-22,234.0,237.21,231.67,236.66,238136.0
2021-08-23,237.55,239.61,237.35,239.58,153601.0
2021-08-24,241.08,242.2,238.135,239.89,202754.0
2021-08-25,239.0,242.9,238.14,241.35,285099.0
2021-08-26,242.04,242.8,237.21,237.77,290910.0
2021-08-27,239.63,245.41,239.63,244.92,303218.0
2021-08-28,239.63,245.41,239.63,244.92,303218.0
2021-08-29,239.63,245.41,239.63,244.92,303218.0
2021-08-30,244.28,245.4449,241.18,242.89,225672.0
2021-08-31,243.51,246.0,241.4,242.43,258433.0
2021-09-01,241.72,247.71,239.72,246.1,305732.0
2021-09-02,246.59,247.47,241.92,243.24,306961.0
2021-09-03,242.48,244.475,241.26,244.02,242884.0
2021-09-04,242.48,244.475,241.26,244.02,242884.0
2021-09-05,242.48,244.475,241.26,244.02,242884.0
2021-09-06,242.48,244.475,241.26,244.02,242884.0
2021-09-07,243.51,244.43,240.75,242.01,220219.0
2021-09-08,241.17,243.64,239.65,242.96,216202.0
2021-09-09,241.9,245.56,240.38,241.83,152047.0
2021-09-10,243.02,243.56,234.595,235.44,275819.0
2021-09-11,243.02,243.56,234.595,235.44,275819.0
2021-09-12,243.02,243.56,234.595,235.44,275819.0
2021-09-13,237.51,241.45,235.68,240.0,239491.0
2021-09-14,241.99,241.99,236.35,237.58,213200.0
2021-09-15,237.07,241.04,236.58,240.85,162386.0
2021-09-16,240.25,243.995,240.23,241.35,254886.0
2021-09-17,242.45,244.44,237.11,239.13,719357.0
2021-09-18,242.45,244.44,237.11,239.13,719357.0
2021-09-19,242.45,244.44,237.11,239.13,719357.0
2021-09-20,234.77,236.98,230.66,236.87,323867.0
2021-09-21,239.24,239.97,234.093,234.78,174467.0
2021-09-22,237.26,242.08,237.18,241.43,265062.0
2021-09-23,242.61,249.07,241.66,247.05,265028.0
2021-09-24,245.27,250.18,245.02,249.49,306692.0
2021-09-25,245.27,250.18,245.02,249.49,306692.0
2021-09-26,245.27,250.18,245.02,249.49,306692.0
2021-09-27,249.99,252.89,247.93,248.67,221568.0
2021-09-28,247.72,250.84,245.2,249.29,220535.0
2021-09-29,250.37,253.7748,248.1,249.08,234569.0
2021-09-30,251.27,251.27,245.6,248.09,315878.0
2021-10-01,249.62,258.378,246.37,258.02,312220.0
2021-10-02,249.62,258.378,246.37,258.02,312220.0
2021-10-03,249.62,258.378,246.37,258.02,312220.0
2021-10-04,258.22,260.76,252.43,252.83,314209.0
2021-10-05,253.31,257.91,248.17,255.47,314558.0
2021-10-06,252.68,254.17,244.5,251.99,309320.0
2021-10-07,254.42,257.52,251.2,253.26,302667.0
2021-10-08,253.81,256.02,249.54,251.58,219831.0
2021-10-09,253.81,256.02,249.54,251.58,219831.0
2021-10-10,253.81,256.02,249.54,251.58,219831.0
2021-10-11,251.57,256.63,250.795,254.99,207146.0
2021-10-12,255.06,257.1098,253.08,255.04,136346.0
2021-10-13,256.21,258.105,252.6,256.39,150660.0
2021-10-14,258.56,258.91,252.51,255.99,286968.0
2021-10-15,258.09,258.14,252.925,253.64,275650.0
2021-10-16,258.09,258.14,252.925,253.64,275650.0
2021-10-17,258.09,258.14,252.925,253.64,275650.0
2021-10-18,253.64,257.89,253.1,254.44,251558.0
2021-10-19,255.52,256.9068,251.77,251.82,189674.0
2021-10-20,251.81,255.19,251.17,254.32,187335.0
2021-10-21,253.56,256.15,252.53,254.91,133769.0
2021-10-22,255.7,264.265,255.42,263.19,390086.0
2021-10-23,255.7,264.265,255.42,263.19,390086.0
2021-10-24,255.7,264.265,255.42,263.19,390086.0
2021-10-25,264.35,267.445,262.58,266.0,349402.0
2021-10-26,265.3,270.39,260.96,263.43,264506.0
2021-10-27,263.32,265.81,259.94,260.55,156193.0
2021-10-28,260.98,264.95,258.97,264.36,213151.0
2021-10-29,263.72,263.72,256.67,258.23,398376.0
2021-10-30,263.72,263.72,256.67,258.23,398376.0
2021-10-31,263.72,263.72,256.67,258.23,398376.0
2021-11-01,260.58,264.74,256.03,257.79,380680.0
2021-11-02,256.97,261.08,256.18,258.01,327603.0
2021-11-03,272.12,272.36,253.46,264.47,436328.0
2021-11-04,266.64,269.93,259.91,262.98,296017.0
2021-11-05,266.48,269.9,265.52,267.62,199128.0
2021-11-06,266.48,269.9,265.52,267.62,199128.0
2021-11-07,266.48,269.9,265.52,267.62,199128.0
2021-11-08,269.84,273.19,267.15,269.05,202828.0
2021-11-09,267.8,271.84,267.66,270.13,151099.0
2021-11-10,269.96,271.88,263.92,265.22,137838.0
2021-11-11,265.38,269.0,263.88,266.85,157522.0
2021-11-12,266.48,268.32,264.16,264.4,106308.0
2021-11-13,266.48,268.32,264.16,264.4,106308.0
2021-11-14,266.48,268.32,264.16,264.4,106308.0
2021-11-15,266.45,267.25,264.48,266.22,144269.0
2021-11-16,266.22,270.09,265.85,265.96,188904.0
2021-11-17,264.62,264.62,256.52,260.98,172083.0
2021-11-18,261.76,262.55,258.065,259.7,214766.0
2021-11-19,257.96,262.65,257.07,260.16,136654.0
2021-11-20,257.96,262.65,257.07,260.16,136654.0
2021-11-21,257.96,262.65,257.07,260.16,136654.0
2021-11-22,261.72,263.86,257.635,257.81,130386.0
2021-11-23,257.81,264.73,257.81,260.86,173930.0
2021-11-24,260.32,266.9166,260.13,265.15,188247.0
2021-11-25,260.32,266.9166,260.13,265.15,188247.0
2021-11-26,254.73,256.65,241.6301,247.57,305821.0
2021-11-27,254.73,256.65,241.6301,247.57,305821.0
2021-11-28,254.73,256.65,241.6301,247.57,305821.0
2021-11-29,251.6,252.7782,245.4753,248.83,309197.0
2021-11-30,245.18,246.49,233.37,234.91,491681.0
2021-12-01,240.69,244.615,229.11,229.24,773483.0
2021-12-02,229.84,243.3,229.84,241.59,634667.0
2021-12-03,242.11,245.5,238.405,240.45,313832.0
2021-12-04,242.11,245.5,238.405,240.45,313832.0
2021-12-05,242.11,245.5,238.405,240.45,313832.0
2021-12-06,244.68,255.62,242.23,251.72,450406.0
2021-12-07,254.64,260.63,254.38,256.62,252948.0
2021-12-08,258.13,263.91,256.27,260.39,271819.0
2021-12-09,256.55,262.86,256.55,259.14,222173.0
2021-12-10,261.93,263.38,257.21,260.02,188094.0
2021-12-11,261.93,263.38,257.21,260.02,188094.0
2021-12-12,261.93,263.38,257.21,260.02,188094.0
2021-12-13,257.73,260.09,251.0,257.49,325172.0
2021-12-14,256.21,261.89,253.68,254.67,393258.0
2021-12-15,253.42,257.44,250.92,256.74,405228.0
2021-12-16,257.9,263.14,253.075,254.57,298997.0
2021-12-17,253.79,254.3292,247.1,249.04,819436.0
2021-12-18,253.79,254.3292,247.1,249.04,819436.0
2021-12-19,253.79,254.3292,247.1,249.04,819436.0
2021-12-20,243.75,245.0,235.84,239.31,599852.0
2021-12-21,243.33,254.42,242.41,253.8,416649.0
2021-12-22,251.96,260.935,251.79,260.07,331807.0
2021-12-23,259.49,266.175,259.48,264.87,211594.0
2021-12-24,259.49,266.175,259.48,264.87,211594.0
2021-12-25,259.49,266.175,259.48,264.87,211594.0
2021-12-26,259.49,266.175,259.48,264.87,211594.0
2021-12-27,265.41,267.75,264.3,267.53,221833.0
2021-12-28,266.67,270.825,266.65,268.8,142529.0
2021-12-29,269.01,273.65,267.61,272.88,204622.0
2021-12-30,271.85,275.575,271.59,271.83,165441.0
2021-12-31,271.3,273.0175,268.82,269.34,261436.0
2022-01-01,271.3,273.0175,268.82,269.34,261436.0
2022-01-02,271.3,273.0175,268.82,269.34,261436.0
2022-01-03,271.81,272.86,264.96,267.83,234794.0
2022-01-04,269.87,275.765,266.97,274.36,216654.0
2022-01-05,275.37,275.37,261.52,262.05,247206.0
2022-01-06,263.68,264.84,258.28,259.0,264316.0
2022-01-07,257.75,261.25,255.97,257.63,274374.0
2022-01-08,257.75,261.25,255.97,257.63,274374.0
2022-01-09,257.75,261.25,255.97,257.63,274374.0
2022-01-10,255.75,258.44,247.863,252.9,407670.0
2022-01-11,252.9,260.26,248.32,259.99,215027.0
2022-01-12,263.15,266.1308,259.14,262.45,216404.0
2022-01-13,262.18,266.29,259.63,260.92,145004.0
2022-01-14,257.63,258.49,250.5,254.68,199824.0
2022-01-15,257.63,258.49,250.5,254.68,199824.0
2022-01-16,257.63,258.49,250.5,254.68,199824.0
2022-01-17,257.63,258.49,250.5,254.68,199824.0
2022-01-18,252.74,254.37,247.25,249.84,267305.0
2022-01-19,250.77,252.54,243.07,243.28,198845.0
2022-01-20,244.52,255.23,243.37,244.51,282640.0
2022-01-21,243.57,251.62,243.1682,245.77,306245.0
2022-01-22,243.57,251.62,243.1682,245.77,306245.0
2022-01-23,243.57,251.62,243.1682,245.77,306245.0
2022-01-24,239.46,250.47,235.275,249.35,335943.0
2022-01-25,243.94,246.805,237.52,241.0,402282.0
2022-01-26,245.99,250.85,239.49,240.96,241707.0
2022-01-27,243.85,247.45,236.325,237.48,221835.0
2022-01-28,237.59,242.99,233.53,242.87,203822.0
2022-01-29,237.59,242.99,233.53,242.87,203822.0
2022-01-30,237.59,242.99,233.53,242.87,203822.0
2022-01-31,242.2,251.48,241.96,250.79,313720.0
2022-02-01,251.92,253.685,248.745,252.33,216321.0
2022-02-02,253.08,257.83,252.24,254.91,253680.0
2022-02-03,252.37,257.405,252.35,254.0,181602.0
2022-02-04,253.68,255.395,247.29,250.56,159300.0
2022-02-05,253.68,255.395,247.29,250.56,159300.0
2022-02-06,253.68,255.395,247.29,250.56,159300.0
2022-02-07,250.19,253.92,248.2,250.85,274336.0
2022-02-08,250.43,254.9037,250.13,253.13,373538.0
2022-02-09,256.4,262.94,256.0,262.22,207179.0
2022-02-10,257.0,264.4,255.66,257.35,255949.0
2022-02-11,259.33,260.86,250.405,252.18,287393.0
2022-02-12,259.33,260.86,250.405,252.18,287393.0
2022-02-13,259.33,260.86,250.405,252.18,287393.0
2022-02-14,251.6,254.015,242.75,244.66,232924.0
2022-02-15,246.58,253.11,246.58,250.2,241721.0
2022-02-16,249.04,254.05,248.54,252.5,545390.0
2022-02-17,248.53,249.7,244.66,245.1,226434.0
2022-02-18,244.35,249.555,242.22,242.66,256049.0
2022-02-19,244.35,249.555,242.22,242.66,256049.0
2022-02-20,244.35,249.555,242.22,242.66,256049.0
2022-02-21,244.35,249.555,242.22,242.66,256049.0
2022-02-22,240.51,247.84,238.58,245.13,251133.0
2022-02-23,247.01,249.08,234.28,234.77,228066.0
2022-02-24,227.01,236.6,224.169,234.51,401984.0
2022-02-25,234.73,244.59,234.73,243.91,422666.0
2022-02-26,234.73,244.59,234.73,243.91,422666.0
2022-02-27,234.73,244.59,234.73,243.91,422666.0
2022-02-28,237.94,249.45,237.94,246.22,570860.0
2022-03-01,246.94,250.61,243.1,245.76,507963.0
2022-03-02,247.93,250.87,246.25,247.0,396205.0
2022-03-03,249.28,250.79,235.61,239.55,443665.0
2022-03-04,235.52,237.46,220.28,223.35,344276.0
2022-03-05,235.52,237.46,220.28,223.35,344276.0
2022-03-06,235.52,237.46,220.28,223.35,344276.0
2022-03-07,222.52,223.245,212.97,213.63,457738.0
2022-03-08,215.56,217.59,209.5,212.53,363217.0
2022-03-09,219.55,223.97,217.43,221.55,245495.0
2022-03-10,216.28,222.66,215.95,218.84,351351.0
2022-03-11,222.66,226.5899,220.86,223.6,290822.0
2022-03-12,222.66,226.5899,220.86,223.6,290822.0
2022-03-13,222.66,226.5899,220.86,223.6,290822.0
2022-03-14,225.64,232.82,222.14,223.24,403347.0
2022-03-15,225.73,227.59,221.14,223.68,298927.0
2022-03-16,228.21,238.34,225.0,237.49,474907.0
2022-03-17,233.39,237.18,233.245,236.36,295068.0
2022-03-18,234.71,238.26,232.465,233.89,390490.0
2022-03-19,234.71,238.26,232.465,233.89,390490.0
2022-03-20,234.71,238.26,232.465,233.89,390490.0
2022-03-21,234.24,235.76,228.34,229.36,242521.0
2022-03-22,231.59,235.29,230.49,234.14,222821.0
2022-03-23,230.58,233.0,226.8,227.41,230119.0
2022-03-24,227.87,231.6,225.54,231.34,162184.0
2022-03-25,232.97,235.15,231.18,235.13,230123.0
2022-03-26,232.97,235.15,231.18,235.13,230123.0
2022-03-27,232.97,235.15,231.18,235.13,230123.0
2022-03-28,236.06,239.09,235.5,237.27,319293.0
2022-03-29,241.67,249.4,240.62,246.06,623764.0
2022-03-30,244.1,246.4079,240.98,243.22,233247.0
2022-03-31,242.26,245.035,239.4,239.46,277238.0
2022-04-01,240.67,242.49,234.58,236.61,352950.0
2022-04-02,240.67,242.49,234.58,236.61,352950.0
2022-04-03,240.67,242.49,234.58,236.61,352950.0
2022-04-04,235.72,238.9,233.79,238.48,292813.0
2022-04-05,234.23,237.49,229.2,229.47,365400.0
2022-04-06,226.89,231.99,224.86,228.38,488302.0
2022-04-07,227.05,227.5,217.37,220.84,324024.0
2022-04-08,221.7,222.8,217.73,220.16,272284.0
2022-04-09,221.7,222.8,217.73,220.16,272284.0
2022-04-10,221.7,222.8,217.73,220.16,272284.0
2022-04-11,218.62,226.81,218.03,224.48,301810.0
2022-04-12,226.44,229.675,222.13,222.43,256881.0
2022-04-13,221.99,227.52,221.99,225.99,242105.0
2022-04-14,225.16,228.89,224.105,224.9,224831.0
2022-04-15,225.16,228.89,224.105,224.9,224831.0
2022-04-16,225.16,228.89,224.105,224.9,224831.0
2022-04-17,225.16,228.89,224.105,224.9,224831.0
2022-04-18,224.13,227.26,223.76,225.5,233257.0
2022-04-19,225.34,232.345,225.34,230.77,216503.0
2022-04-20,232.11,235.5,232.03,232.38,203285.0
2022-04-21,235.16,238.44,227.87,229.05,192293.0
2022-04-22,228.1,228.32,223.88,224.21,203667.0
2022-04-23,228.1,228.32,223.88,224.21,203667.0
2022-04-24,228.1,228.32,223.88,224.21,203667.0
2022-04-25,221.31,224.85,218.01,224.13,341626.0
2022-04-26,221.43,224.07,217.805,218.05,309574.0
2022-04-27,217.91,222.3,216.69,219.04,243367.0
2022-04-28,221.82,226.48,217.82,225.25,282012.0
2022-04-29,223.97,227.08,218.32,218.73,357524.0
2022-04-30,223.97,227.08,218.32,218.73,357524.0
2022-05-01,223.97,227.08,218.32,218.73,357524.0
2022-05-02,219.3,223.08,212.09,215.89,362425.0
2022-05-03,215.84,221.08,214.1539,218.85,332320.0
2022-05-04,219.51,222.0,212.085,221.25,399765.0
2022-05-05,218.76,221.395,207.815,209.68,361023.0
2022-05-06,208.15,208.935,199.44,201.89,626230.0
2022-05-07,208.15,208.935,199.44,201.89,626230.0
2022-05-08,208.15,208.935,199.44,201.89,626230.0
2022-05-09,209.99,210.645,192.735,195.59,550025.0
2022-05-10,199.17,200.0,187.41,193.74,550347.0
2022-05-11,194.75,198.53,190.15,190.62,469948.0
2022-05-12,189.22,192.5,186.08,189.25,331588.0
2022-05-13,192.09,195.5,190.19,194.07,256668.0
2022-05-14,192.09,195.5,190.19,194.07,256668.0
2022-05-15,192.09,195.5,190.19,194.07,256668.0
2022-05-16,193.18,194.47,189.855,192.28,237968.0
2022-05-17,199.32,199.32,193.93,198.83,276286.0
2022-05-18,196.24,197.74,186.91,187.65,300743.0
2022-05-19,186.07,191.64,186.07,188.78,311923.0
2022-05-20,191.28,191.4,182.71,186.59,265188.0
2022-05-21,191.28,191.4,182.71,186.59,265188.0
2022-05-22,191.28,191.4,182.71,186.59,265188.0
2022-05-23,189.38,191.46,183.68,189.71,331418.0
2022-05-24,187.39,187.63,180.3,186.92,303093.0
2022-05-25,186.23,190.34,186.17,188.59,350391.0
2022-05-26,190.66,196.13,189.76,195.33,276423.0
2022-05-27,198.02,202.38,197.66,201.78,321813.0
2022-05-28,198.02,202.38,197.66,201.78,321813.0
2022-05-29,198.02,202.38,197.66,201.78,321813.0
2022-05-30,198.02,202.38,197.66,201.78,321813.0
2022-05-31,199.02,200.82,196.29,197.32,516740.0
2022-06-01,198.4,199.01,186.96,187.63,533418.0
2022-06-02,187.95,195.96,186.46,195.15,487828.0
2022-06-03,192.3,192.3,187.08,188.81,308651.0
2022-06-04,192.3,192.3,187.08,188.81,308651.0
2022-06-05,192.3,192.3,187.08,188.81,308651.0
2022-06-06,190.46,191.31,187.9,189.1,392198.0
2022-06-07,187.0,192.0125,187.0,190.28,325385.0
2022-06-08,187.65,189.39,184.77,185.07,320335.0
2022-06-09,182.83,183.925,177.87,177.96,286480.0
2022-06-10,174.7,177.155,171.245,172.38,334366.0
2022-06-11,174.7,177.155,171.245,172.38,334366.0
2022-06-12,174.7,177.155,171.245,172.38,334366.0
2022-06-13,167.07,168.24,161.02,162.45,555090.0
2022-06-14,163.68,165.815,161.79,165.3,450845.0
2022-06-15,167.51,169.74,164.42,166.08,735453.0
2022-06-16,160.19,161.34,154.63,155.76,495501.0
2022-06-17,160.42,168.525,156.09,167.02,1310050.0
2022-06-18,160.42,168.525,156.09,167.02,1310050.0
2022-06-19,160.42,168.525,156.09,167.02,1310050.0
2022-06-20,160.42,168.525,156.09,167.02,1310050.0
2022-06-21,170.49,172.58,167.24,169.52,643332.0
2022-06-22,167.02,173.11,167.02,170.44,456961.0
2022-06-23,171.15,173.56,170.92,171.45,483854.0
2022-06-24,172.6,175.56,171.97,175.46,432961.0
2022-06-25,172.6,175.56,171.97,175.46,432961.0
2022-06-26,172.6,175.56,171.97,175.46,432961.0
2022-06-27,176.36,179.115,173.815,176.68,299118.0
2022-06-28,178.89,180.87,176.4,176.86,327532.0
2022-06-29,176.68,177.565,174.42,176.63,295287.0
2022-06-30,172.13,178.87,171.365,174.86,675012.0
2022-07-01,173.93,181.7,173.93,181.17,305767.0
2022-07-02,173.93,181.7,173.93,181.17,305767.0
2022-07-03,173.93,181.7,173.93,181.17,305767.0
2022-07-04,173.93,181.7,173.93,181.17,305767.0
2022-07-05,176.83,181.62,175.91,180.63,393082.0
2022-07-06,179.91,182.14,172.71,173.04,401118.0
2022-07-07,174.5,176.86,172.94,175.04,270186.0
2022-07-08,173.69,175.36,170.51,174.44,271962.0
2022-07-09,173.69,175.36,170.51,174.44,271962.0
2022-07-10,173.69,175.36,170.51,174.44,271962.0
2022-07-11,172.48,175.292,172.31,173.45,240807.0
2022-07-12,172.21,177.48,172.21,174.89,281613.0
2022-07-13,171.88,173.47,170.38,172.16,327652.0
2022-07-14,168.06,170.08,166.88,169.65,256846.0
2022-07-15,172.96,176.26,171.74,175.0,288480.0
2022-07-16,172.96,176.26,171.74,175.0,288480.0
2022-07-17,172.96,176.26,171.74,175.0,288480.0
2022-07-18,176.25,178.23,174.79,175.34,469670.0
2022-07-19,178.41,182.0,177.02,180.88,290166.0
2022-07-20,181.1,184.13,180.2,183.59,221426.0
2022-07-21,182.24,184.76,180.59,184.38,313385.0
2022-07-22,185.4,186.255,182.76,184.07,254535.0
2022-07-23,185.4,186.255,182.76,184.07,254535.0
2022-07-24,185.4,186.255,182.76,184.07,254535.0
2022-07-25,184.71,187.51,183.74,185.75,259897.0
2022-07-26,186.02,186.02,182.3,183.15,206974.0
2022-07-27,184.35,186.2,181.43,185.44,367038.0
2022-07-28,185.43,189.53,184.53,189.15,267017.0
2022-07-29,189.84,191.79,188.6035,190.67,198036.0
2022-07-30,189.84,191.79,188.6035,190.67,198036.0
2022-07-31,189.84,191.79,188.6035,190.67,198036.0
2022-08-01,188.38,189.63,186.17,189.04,172174.0
2022-08-02,187.17,187.24,183.95,184.2,343867.0
2022-08-03,187.37,189.55,180.72,180.96,331318.0
2022-08-04,180.33,180.638,172.63,174.82,352873.0
2022-08-05,173.5,176.36,173.285,174.8,232757.0
2022-08-06,173.5,176.36,173.285,174.8,232757.0
2022-08-07,173.5,176.36,173.285,174.8,232757.0
2022-08-08,176.86,178.38,174.65,177.35,228295.0
2022-08-09,176.52,177.64,173.885,176.73,299714.0
2022-08-10,180.11,182.83,178.98,180.2,327654.0
2022-08-11,182.21,183.935,180.825,182.43,204016.0
2022-08-12,184.6,186.37,182.484,186.23,186771.0
2022-08-13,184.6,186.37,182.484,186.23,186771.0
2022-08-14,184.6,186.37,182.484,186.23,186771.0
2022-08-15,184.65,187.63,184.1,186.7,191517.0
2022-08-16,185.95,187.79,184.735,186.48,281227.0
2022-08-17,183.51,187.82,182.83,187.66,272068.0
2022-08-18,186.75,189.28,186.75,186.95,207992.0
2022-08-19,184.44,185.745,180.87,182.89,192864.0
2022-08-20,184.44,185.745,180.87,182.89,192864.0
2022-08-21,184.44,185.745,180.87,182.89,192864.0
2022-08-22,180.0,180.7,173.87,174.64,256211.0
2022-08-23,175.59,178.515,174.68,175.68,172674.0
2022-08-24,175.68,177.645,175.2,176.73,271081.0
2022-08-25,178.7,181.055,178.14,180.9,164817.0
2022-08-26,180.95,180.95,175.24,176.0,264703.0
2022-08-27,180.95,180.95,175.24,176.0,264703.0
2022-08-28,180.95,180.95,175.24,176.0,264703.0
2022-08-29,173.51,177.5,173.45,173.64,247119.0
2022-08-30,174.81,174.81,172.25,173.39,301636.0
2022-08-31,173.33,176.06,171.49,173.0,440753.0
2022-09-01,171.79,173.23,165.68,171.66,322250.0
2022-09-02,174.0,177.44,169.34,169.45,343700.0
2022-09-03,174.0,177.44,169.34,169.45,343700.0
2022-09-04,174.0,177.44,169.34,169.45,343700.0
2022-09-05,174.0,177.44,169.34,169.45,343700.0
2022-09-06,170.09,171.08,165.19,166.14,312504.0
2022-09-07,166.57,172.515,166.09,171.6,292677.0
2022-09-08,169.3,174.1,168.1,173.98,219891.0
2022-09-09,174.82,176.94,174.08,175.79,232237.0
2022-09-10,174.82,176.94,174.08,175.79,232237.0
2022-09-11,174.82,176.94,174.08,175.79,232237.0
2022-09-12,176.43,180.2,176.43,178.35,285739.0
2022-09-13,172.96,172.96,167.945,168.25,297860.0
2022-09-14,166.96,167.12,163.37,166.81,334391.0
2022-09-15,165.9,169.96,165.08,165.54,227274.0
2022-09-16,164.43,164.43,160.61,162.73,931310.0
2022-09-17,164.43,164.43,160.61,162.73,931310.0
