,STC US Equity,STC US Equity,STC US Equity,STC US Equity,STC US Equity
2021-03-15,49.1173,49.5435,48.4384,49.471,100303.0
2021-03-16,49.3984,49.48,48.2831,48.7818,172132.0
2021-03-17,48.8634,49.1173,48.1834,48.7909,120109.0
2021-03-18,48.7184,48.7546,47.0591,47.458,158561.0
2021-03-19,47.2676,48.2922,46.4516,47.4308,407034.0
2021-03-20,47.2676,48.2922,46.4516,47.4308,407034.0
2021-03-21,47.2676,48.2922,46.4516,47.4308,407034.0
2021-03-22,47.5215,47.6575,46.0707,46.8414,142897.0
2021-03-23,46.506,47.0863,45.7987,45.971,114358.0
2021-03-24,46.3518,47.3674,45.3091,45.4904,131003.0
2021-03-25,45.3272,47.0228,44.4658,46.9503,159852.0
2021-03-26,47.3492,48.6277,47.0591,48.5914,252268.0
2021-03-27,47.3492,48.6277,47.0591,48.5914,252268.0
2021-03-28,47.3492,48.6277,47.0591,48.5914,252268.0
2021-03-29,48.4736,49.6795,47.5578,47.6122,182611.0
2021-03-30,47.4127,47.73,46.6057,47.3946,167603.0
2021-03-31,47.8388,47.993,46.8142,47.1769,158080.0
2021-04-01,47.449,48.129,47.1769,48.0927,118754.0
2021-04-02,47.449,48.129,47.1769,48.0927,118754.0
2021-04-03,47.449,48.129,47.1769,48.0927,118754.0
2021-04-04,47.449,48.129,47.1769,48.0927,118754.0
2021-04-05,48.673,48.9088,47.9749,48.8181,125493.0
2021-04-06,48.9179,49.607,48.8362,49.607,113292.0
2021-04-07,49.8699,50.1691,49.0448,49.743,164962.0
2021-04-08,49.8699,51.3569,49.3893,51.2481,205638.0
2021-04-09,51.2209,52.9165,50.9988,52.8621,298686.0
2021-04-10,51.2209,52.9165,50.9988,52.8621,298686.0
2021-04-11,51.2209,52.9165,50.9988,52.8621,298686.0
2021-04-12,53.1432,54.2494,51.7015,51.8919,236452.0
2021-04-13,51.8828,51.9735,50.1782,51.0124,193503.0
2021-04-14,50.9036,51.706,50.686,50.7404,135343.0
2021-04-15,51.3116,51.9463,50.8038,51.6834,120975.0
2021-04-16,52.1911,52.1911,50.6769,51.6108,114803.0
2021-04-17,52.1911,52.1911,50.6769,51.6108,114803.0
2021-04-18,52.1911,52.1911,50.6769,51.6108,114803.0
2021-04-19,51.4658,51.6199,50.8582,51.3207,102983.0
2021-04-20,51.2844,51.9735,50.6406,50.8854,140363.0
2021-04-21,50.6316,51.2663,50.4684,50.9761,173123.0
2021-04-22,53.6419,53.6419,50.2326,51.6471,240818.0
2021-04-23,51.2935,52.3906,50.958,51.9917,171082.0
2021-04-24,51.2935,52.3906,50.958,51.9917,171082.0
2021-04-25,51.2935,52.3906,50.958,51.9917,171082.0
2021-04-26,52.4813,54.3129,52.3362,53.6872,156021.0
2021-04-27,53.9048,54.5305,53.0253,53.4333,255756.0
2021-04-28,53.4333,54.0318,53.1341,53.7507,128523.0
2021-04-29,54.195,54.5033,53.3064,54.2675,165699.0
2021-04-30,53.923,54.2313,53.1341,53.1795,192236.0
2021-05-01,53.923,54.2313,53.1341,53.1795,192236.0
2021-05-02,53.923,54.2313,53.1341,53.1795,192236.0
2021-05-03,53.4968,55.4735,53.2611,55.0564,272072.0
2021-05-04,54.8116,55.4916,54.0953,54.6302,168752.0
2021-05-05,54.6574,54.7662,53.7024,54.7028,135412.0
2021-05-06,54.9476,54.9476,53.923,54.7118,376500.0
2021-05-07,54.8116,55.9903,54.6756,55.8543,205013.0
2021-05-08,54.8116,55.9903,54.6756,55.8543,205013.0
2021-05-09,54.8116,55.9903,54.6756,55.8543,205013.0
2021-05-10,55.9087,56.616,55.1743,55.2015,182259.0
2021-05-11,54.7028,54.8932,53.7598,54.594,93527.0
2021-05-12,53.9502,54.3582,52.7714,53.0707,123749.0
2021-05-13,53.1704,54.8025,52.9074,54.4489,169250.0
2021-05-14,54.9294,55.1833,54.4126,55.138,86059.0
2021-05-15,54.9294,55.1833,54.4126,55.138,86059.0
2021-05-16,54.9294,55.1833,54.4126,55.138,86059.0
2021-05-17,54.7209,55.138,54.3673,54.9385,83007.0
2021-05-18,54.8388,55.1017,53.8595,53.923,102719.0
2021-05-19,53.1523,54.7662,52.6037,54.7481,201939.0
2021-05-20,54.8388,55.0745,53.9774,54.9748,129439.0
2021-05-21,55.5551,56.3439,54.5758,54.8388,94312.0
2021-05-22,55.5551,56.3439,54.5758,54.8388,94312.0
2021-05-23,55.5551,56.3439,54.5758,54.8388,94312.0
2021-05-24,54.875,55.1153,54.1043,54.6846,80764.0
2021-05-25,55.0473,55.2468,53.4968,53.5694,126957.0
2021-05-26,53.5422,54.6665,53.5422,54.6665,155826.0
2021-05-27,55.0292,55.0385,53.9411,54.4761,138076.0
2021-05-28,54.8388,55.1289,53.8232,54.7209,82683.0
2021-05-29,54.8388,55.1289,53.8232,54.7209,82683.0
2021-05-30,54.8388,55.1289,53.8232,54.7209,82683.0
2021-05-31,54.8388,55.1289,53.8232,54.7209,82683.0
2021-06-01,55.1199,56.0628,54.5486,55.6367,321578.0
2021-06-02,55.6367,55.7636,54.5305,54.8569,126752.0
2021-06-03,54.4851,54.4851,53.0979,54.3038,144004.0
2021-06-04,54.5214,54.5668,53.388,53.8776,231652.0
2021-06-05,54.5214,54.5668,53.388,53.8776,231652.0
2021-06-06,54.5214,54.5668,53.388,53.8776,231652.0
2021-06-07,53.9502,54.603,53.6147,54.3219,98573.0
2021-06-08,54.467,54.7028,54.2494,54.3763,103323.0
2021-06-09,54.2857,54.4035,53.9955,54.2494,109589.0
2021-06-10,54.6574,54.8206,53.8686,53.8958,124055.0
2021-06-11,53.8958,54.4126,53.5875,53.66,75072.0
2021-06-12,53.8958,54.4126,53.5875,53.66,75072.0
2021-06-13,53.8958,54.4126,53.5875,53.66,75072.0
2021-06-14,53.4685,53.7877,53.1403,53.7147,129473.0
2021-06-15,53.6874,53.9153,52.7938,53.6053,102857.0
2021-06-16,53.505,53.505,52.812,52.9032,105183.0
2021-06-17,52.657,52.771,51.3258,51.5993,203507.0
2021-06-18,50.8972,51.2072,50.3046,50.3957,218449.0
2021-06-19,50.8972,51.2072,50.3046,50.3957,218449.0
2021-06-20,50.8972,51.2072,50.3046,50.3957,218449.0
2021-06-21,50.7058,51.6358,50.6009,51.1161,75549.0
2021-06-22,51.0796,51.3896,50.1398,51.3805,90806.0
2021-06-23,51.0705,51.9549,50.7058,50.7422,134026.0
2021-06-24,51.2802,51.7543,50.4778,51.5264,94175.0
2021-06-25,51.6449,51.8902,51.2894,51.4261,192174.0
2021-06-26,51.6449,51.8902,51.2894,51.4261,192174.0
2021-06-27,51.6449,51.8902,51.2894,51.4261,192174.0
2021-06-28,51.3805,51.727,50.414,50.8972,124260.0
2021-06-29,51.0887,51.5629,50.9155,51.3531,67068.0
2021-06-30,51.1069,51.841,50.9519,51.6905,105972.0
2021-07-01,51.8364,52.5567,51.4808,52.4108,143070.0
2021-07-02,52.3926,53.3044,51.2802,51.3349,76662.0
2021-07-03,52.3926,53.3044,51.2802,51.3349,76662.0
2021-07-04,52.3926,53.3044,51.2802,51.3349,76662.0
2021-07-05,52.3926,53.3044,51.2802,51.3349,76662.0
2021-07-06,51.3805,51.3805,50.0492,50.5872,119910.0
2021-07-07,50.5507,51.189,50.1678,50.7513,122322.0
2021-07-08,49.7301,50.6146,49.1192,49.6754,142827.0
2021-07-09,50.3866,51.3623,50.1131,51.1343,126053.0
2021-07-10,50.3866,51.3623,50.1131,51.1343,126053.0
2021-07-11,50.3866,51.3623,50.1131,51.1343,126053.0
2021-07-12,51.1343,51.964,50.9702,51.9185,135913.0
2021-07-13,51.5629,52.1738,50.6055,50.6419,104012.0
2021-07-14,50.9428,51.1708,49.8669,50.6602,115672.0
2021-07-15,50.3775,51.4078,50.1951,51.2437,80686.0
2021-07-16,51.6358,51.9002,51.0614,51.5173,76387.0
2021-07-17,51.6358,51.9002,51.0614,51.5173,76387.0
2021-07-18,51.6358,51.9002,51.0614,51.5173,76387.0
2021-07-19,50.7331,50.9611,49.3563,49.8669,131285.0
2021-07-20,50.0128,51.5173,50.0128,50.7422,122347.0
2021-07-21,50.6602,52.2102,50.6602,51.262,98619.0
2021-07-22,53.1676,55.6934,51.6632,52.0552,543603.0
2021-07-23,52.5932,53.7055,52.5932,53.1585,165176.0
2021-07-24,52.5932,53.7055,52.5932,53.1585,165176.0
2021-07-25,52.5932,53.7055,52.5932,53.1585,165176.0
2021-07-26,53.6691,54.5627,53.0947,53.4229,221073.0
2021-07-27,53.5141,54.1068,52.9123,53.8697,123630.0
2021-07-28,54.2071,54.508,53.1084,54.0065,166869.0
2021-07-29,54.4533,54.8043,54.0794,54.353,279473.0
2021-07-30,54.28,55.1463,53.5506,53.8059,212430.0
2021-07-31,54.28,55.1463,53.5506,53.8059,212430.0
2021-08-01,54.28,55.1463,53.5506,53.8059,212430.0
2021-08-02,54.1889,54.8636,53.3865,53.4868,163326.0
2021-08-03,53.3591,53.5916,51.8835,52.2102,133042.0
2021-08-04,51.6449,52.3379,51.1617,52.1829,116479.0
2021-08-05,52.6114,53.5688,52.42,53.5688,195951.0
2021-08-06,53.9609,54.2436,53.1585,53.4594,87986.0
2021-08-07,53.9609,54.2436,53.1585,53.4594,87986.0
2021-08-08,53.9609,54.2436,53.1585,53.4594,87986.0
2021-08-09,53.1585,53.8059,52.8029,53.7512,103931.0
2021-08-10,53.7421,54.2161,53.7056,54.0521,70820.0
2021-08-11,54.2345,54.4624,53.3956,54.4533,185143.0
2021-08-12,54.7815,55.0004,53.9518,54.4624,132992.0
2021-08-13,54.3256,54.5262,53.6418,53.6783,79806.0
2021-08-14,54.3256,54.5262,53.6418,53.6783,79806.0
2021-08-15,54.3256,54.5262,53.6418,53.6783,79806.0
2021-08-16,53.5141,54.3621,53.2315,53.8971,136950.0
2021-08-17,53.4685,54.2071,53.3956,54.0886,145126.0
2021-08-18,54.0521,54.6493,53.7512,53.7694,94372.0
2021-08-19,53.3682,54.353,53.0674,53.3318,121640.0
2021-08-20,53.2406,54.6812,53.1585,54.1615,314338.0
2021-08-21,53.2406,54.6812,53.1585,54.1615,314338.0
2021-08-22,53.2406,54.6812,53.1585,54.1615,314338.0
2021-08-23,54.3895,55.0596,53.9244,54.8818,118767.0
2021-08-24,55.2283,56.3134,55.0004,56.0672,155820.0
2021-08-25,56.0945,56.2496,55.7298,55.7389,110679.0
2021-08-26,56.0763,56.7602,55.5019,56.6963,108713.0
2021-08-27,56.9061,58.6567,56.9061,58.3467,170396.0
2021-08-28,56.9061,58.6567,56.9061,58.3467,170396.0
2021-08-29,56.9061,58.6567,56.9061,58.3467,170396.0
2021-08-30,58.8117,58.8117,57.7632,57.8543,115080.0
2021-08-31,57.9364,58.0548,57.2617,57.3984,94316.0
2021-09-01,57.7723,58.1735,57.1067,57.7996,84742.0
2021-09-02,58.3102,58.3102,57.1568,57.2708,93550.0
2021-09-03,57.2434,57.2434,56.2404,56.6963,72736.0
2021-09-04,57.2434,57.2434,56.2404,56.6963,72736.0
2021-09-05,57.2434,57.2434,56.2404,56.6963,72736.0
2021-09-06,57.2434,57.2434,56.2404,56.6963,72736.0
2021-09-07,56.596,56.669,55.7298,55.8301,81971.0
2021-09-08,55.6295,56.8787,55.6295,56.7693,114523.0
2021-09-09,56.8422,57.0669,56.3499,56.3863,93951.0
2021-09-10,56.6781,56.7832,55.9213,56.2313,99883.0
2021-09-11,56.6781,56.7832,55.9213,56.2313,99883.0
2021-09-12,56.6781,56.7832,55.9213,56.2313,99883.0
2021-09-13,56.4775,56.4775,55.1189,55.6386,119433.0
2021-09-14,55.877,56.2529,54.7127,55.0611,116800.0
2021-09-15,55.0244,55.9228,54.5706,55.9137,105781.0
2021-09-16,55.7211,55.7211,54.7952,55.3269,151346.0
2021-09-17,55.4553,56.255,54.5211,55.4186,346925.0
2021-09-18,55.4553,56.255,54.5211,55.4186,346925.0
2021-09-19,55.4553,56.255,54.5211,55.4186,346925.0
2021-09-20,54.3735,55.1619,53.9701,54.566,193767.0
2021-09-21,55.1619,55.9137,54.8227,55.2719,132791.0
2021-09-22,55.5653,56.8121,55.3911,56.2437,84026.0
2021-09-23,56.5554,57.4263,56.3721,56.8763,103256.0
2021-09-24,56.8488,57.9581,56.5829,57.4538,85705.0
2021-09-25,56.8488,57.9581,56.5829,57.4538,85705.0
2021-09-26,56.8488,57.9581,56.5829,57.4538,85705.0
2021-09-27,57.6555,58.4164,57.6555,57.8572,128476.0
2021-09-28,57.8664,58.2148,57.3072,57.6922,160849.0
2021-09-29,57.8205,59.0307,57.5272,58.7373,143902.0
2021-09-30,59.2324,59.9658,57.9764,57.9947,186161.0
2021-10-01,58.0956,59.6541,57.6464,59.0398,185403.0
2021-10-02,58.0956,59.6541,57.6464,59.0398,185403.0
2021-10-03,58.0956,59.6541,57.6464,59.0398,185403.0
2021-10-04,58.9482,59.5212,58.2148,58.8657,137272.0
2021-10-05,59.1132,59.9566,58.8107,59.324,250933.0
2021-10-06,58.9665,59.9841,58.5723,59.8741,98622.0
2021-10-07,60.0208,61.3043,60.0208,60.8275,193267.0
2021-10-08,60.9009,61.4785,60.7955,61.3684,78208.0
2021-10-09,60.9009,61.4785,60.7955,61.3684,78208.0
2021-10-10,60.9009,61.4785,60.7955,61.3684,78208.0
2021-10-11,61.9277,62.8535,61.0934,61.2126,126619.0
2021-10-12,61.4234,61.8818,61.1943,61.6251,91877.0
2021-10-13,61.6526,62.4594,60.6809,62.3219,111857.0
2021-10-14,63.0003,63.3487,62.6611,63.0828,122085.0
2021-10-15,64.1462,64.1462,62.6702,62.6702,124085.0
2021-10-16,64.1462,64.1462,62.6702,62.6702,124085.0
2021-10-17,64.1462,64.1462,62.6702,62.6702,124085.0
2021-10-18,62.6427,63.7979,62.6244,63.7887,105083.0
2021-10-19,64.0637,64.1737,63.3807,64.1737,156795.0
2021-10-20,64.2379,64.6596,63.7344,64.5771,102657.0
2021-10-21,64.7238,66.0898,64.7146,65.9064,179583.0
2021-10-22,66.0715,66.4382,65.173,65.2922,110156.0
2021-10-23,66.0715,66.4382,65.173,65.2922,110156.0
2021-10-24,66.0715,66.4382,65.173,65.2922,110156.0
2021-10-25,65.3839,66.3282,64.9805,66.2365,85544.0
2021-10-26,66.2823,66.3282,65.2647,65.3655,90290.0
2021-10-27,64.9988,65.5397,63.4587,63.477,93577.0
2021-10-28,65.5947,67.7583,64.2838,64.5038,133724.0
2021-10-29,64.843,65.6406,64.4304,65.2464,131015.0
2021-10-30,64.843,65.6406,64.4304,65.2464,131015.0
2021-10-31,64.843,65.6406,64.4304,65.2464,131015.0
2021-11-01,65.7781,66.099,65.0831,65.5031,98520.0
2021-11-02,65.8789,66.5757,65.2555,65.5122,108311.0
2021-11-03,65.4847,67.0891,65.4481,66.1723,95154.0
2021-11-04,66.3098,66.9057,65.1364,65.9156,119330.0
2021-11-05,66.6032,68.125,66.6032,67.6116,115737.0
2021-11-06,66.6032,68.125,66.6032,67.6116,115737.0
2021-11-07,66.6032,68.125,66.6032,67.6116,115737.0
2021-11-08,67.8867,68.7668,67.7812,68.6384,119064.0
2021-11-09,68.6292,69.7019,68.2992,69.5093,152961.0
2021-11-10,69.3443,69.9402,69.0785,69.6377,114118.0
2021-11-11,69.9769,70.7286,69.2251,70.3344,106615.0
2021-11-12,70.5728,71.6729,70.1602,71.1045,158467.0
2021-11-13,70.5728,71.6729,70.1602,71.1045,158467.0
2021-11-14,70.5728,71.6729,70.1602,71.1045,158467.0
2021-11-15,71.7279,73.4698,71.288,73.1672,263356.0
2021-11-16,73.2406,73.2589,70.8937,70.967,208632.0
2021-11-17,70.8111,70.8111,68.5742,70.2978,166418.0
2021-11-18,70.1236,71.5079,69.8704,71.2695,151446.0
2021-11-19,70.9028,72.3238,70.7653,71.4437,176586.0
2021-11-20,70.9028,72.3238,70.7653,71.4437,176586.0
2021-11-21,70.9028,72.3238,70.7653,71.4437,176586.0
2021-11-22,71.7279,72.7639,71.3704,71.7738,124471.0
2021-11-23,71.2512,72.4613,71.1228,72.1863,137594.0
2021-11-24,71.7004,72.0855,71.2145,71.2145,59970.0
2021-11-25,71.7004,72.0855,71.2145,71.2145,59970.0
2021-11-26,69.5368,69.931,68.1617,69.9219,109607.0
2021-11-27,69.5368,69.931,68.1617,69.9219,109607.0
2021-11-28,69.5368,69.931,68.1617,69.9219,109607.0
2021-11-29,70.3986,70.6186,66.539,66.7865,226846.0
2021-11-30,66.3832,66.7315,64.7055,65.2922,172482.0
2021-12-01,65.9889,68.2029,65.4206,65.8881,169636.0
2021-12-02,66.0898,68.6384,65.5856,68.1158,101018.0
2021-12-03,68.2809,68.2809,66.3282,67.2724,287632.0
2021-12-04,68.2809,68.2809,66.3282,67.2724,287632.0
2021-12-05,68.2809,68.2809,66.3282,67.2724,287632.0
2021-12-06,68.2259,69.1793,67.8592,68.2442,110682.0
2021-12-07,68.9501,69.4727,68.2946,69.326,115285.0
2021-12-08,69.5735,70.3986,69.4085,69.9035,82217.0
2021-12-09,69.2435,69.546,68.2534,68.6934,82119.0
2021-12-10,68.9868,69.2754,67.8683,68.1067,88085.0
2021-12-11,68.9868,69.2754,67.8683,68.1067,88085.0
2021-12-12,68.9868,69.2754,67.8683,68.1067,88085.0
2021-12-13,68.3359,69.9861,67.9783,69.0601,160020.0
2021-12-14,69.1108,70.456,68.8712,68.8989,206660.0
2021-12-15,69.2674,70.2809,68.687,69.249,326931.0
2021-12-16,69.6083,70.4191,69.0924,70.0506,233127.0
2021-12-17,69.3227,70.0137,68.0604,69.3227,769896.0
2021-12-18,69.3227,70.0137,68.0604,69.3227,769896.0
2021-12-19,69.3227,70.0137,68.0604,69.3227,769896.0
2021-12-20,68.6685,68.8952,66.9088,67.9407,550912.0
2021-12-21,68.7238,71.1101,68.7238,71.0548,336593.0
2021-12-22,70.9074,71.8011,70.3086,71.6998,216606.0
2021-12-23,72.2434,72.8975,71.4326,71.9393,178236.0
2021-12-24,72.2434,72.8975,71.4326,71.9393,178236.0
2021-12-25,72.2434,72.8975,71.4326,71.9393,178236.0
2021-12-26,72.2434,72.8975,71.4326,71.9393,178236.0
2021-12-27,71.8011,73.2523,70.6863,73.1924,87224.0
2021-12-28,73.3767,74.6205,73.1279,73.2753,84001.0
2021-12-29,73.2753,73.9592,72.9436,73.8742,91058.0
2021-12-30,73.911,74.3164,73.1546,73.8373,118937.0
2021-12-31,73.8558,74.0492,73.3398,73.4596,73170.0
2022-01-01,73.8558,74.0492,73.3398,73.4596,73170.0
2022-01-02,73.8558,74.0492,73.3398,73.4596,73170.0
2022-01-03,73.7176,74.6297,71.7735,72.2158,139523.0
2022-01-04,72.3816,73.1861,71.8011,72.6211,135509.0
2022-01-05,72.5567,73.7222,71.9393,71.9854,102783.0
2022-01-06,71.7919,72.7087,71.4234,72.4553,102247.0
2022-01-07,72.1052,72.4829,71.1792,71.6722,152802.0
2022-01-08,72.1052,72.4829,71.1792,71.6722,152802.0
2022-01-09,72.1052,72.4829,71.1792,71.6722,152802.0
2022-01-10,71.8472,71.9762,71.018,71.6998,132515.0
2022-01-11,71.8656,73.5056,71.322,73.0173,200085.0
2022-01-12,73.22,74.4453,72.3171,72.3632,144391.0
2022-01-13,72.4645,73.9203,72.2618,72.2618,133868.0
2022-01-14,71.8656,72.3773,70.7508,71.5616,150099.0
2022-01-15,71.8656,72.3773,70.7508,71.5616,150099.0
2022-01-16,71.8656,72.3773,70.7508,71.5616,150099.0
2022-01-17,71.8656,72.3773,70.7508,71.5616,150099.0
2022-01-18,71.0825,71.2069,68.9357,68.9449,156470.0
2022-01-19,69.5254,69.5766,66.5725,66.5863,165601.0
2022-01-20,66.8074,67.8577,64.7344,65.0568,125298.0
2022-01-21,64.6699,65.8031,63.2418,63.2418,243284.0
2022-01-22,64.6699,65.8031,63.2418,63.2418,243284.0
2022-01-23,64.6699,65.8031,63.2418,63.2418,243284.0
2022-01-24,62.3941,64.3382,61.3438,63.8959,178587.0
2022-01-25,62.9377,63.6287,61.7215,62.9838,147518.0
2022-01-26,63.8775,65.2319,61.8321,62.8272,136535.0
2022-01-27,63.0022,64.6238,62.1822,62.4494,190268.0
2022-01-28,62.3112,63.7209,61.4635,63.6472,138272.0
2022-01-29,62.3112,63.7209,61.4635,63.6472,138272.0
2022-01-30,62.3112,63.7209,61.4635,63.6472,138272.0
2022-01-31,63.1865,65.9321,63.1865,65.8123,216009.0
2022-02-01,65.5544,66.1072,64.9647,65.6004,157367.0
2022-02-02,66.918,67.7933,66.4204,67.7288,175718.0
2022-02-03,67.1667,68.6409,67.0654,68.2908,148015.0
2022-02-04,67.9867,68.9173,67.1022,67.8209,168585.0
2022-02-05,67.9867,68.9173,67.1022,67.8209,168585.0
2022-02-06,67.9867,68.9173,67.1022,67.8209,168585.0
2022-02-07,67.7195,68.2816,66.7613,66.8074,159852.0
2022-02-08,66.9456,67.9959,66.5402,67.7656,91196.0
2022-02-09,67.9038,68.9081,67.9038,68.5211,115440.0
2022-02-10,67.2589,70.0229,63.38,64.9186,493802.0
2022-02-11,65.2503,65.278,63.0022,64.1908,234325.0
2022-02-12,65.2503,65.278,63.0022,64.1908,234325.0
2022-02-13,65.2503,65.278,63.0022,64.1908,234325.0
2022-02-14,64.4303,64.4764,61.5188,61.8044,271804.0
2022-02-15,62.7995,64.0526,62.1453,63.0298,228580.0
2022-02-16,63.0391,63.684,62.1822,62.3665,83783.0
2022-02-17,61.786,62.348,60.2381,60.2842,132254.0
2022-02-18,60.1092,61.3253,60.1092,60.4593,181039.0
2022-02-19,60.1092,61.3253,60.1092,60.4593,181039.0
2022-02-20,60.1092,61.3253,60.1092,60.4593,181039.0
2022-02-21,60.1092,61.3253,60.1092,60.4593,181039.0
2022-02-22,59.8972,61.4543,59.4918,60.6343,148306.0
2022-02-23,60.8186,61.5468,59.1602,59.3076,133942.0
2022-02-24,57.3635,60.6159,56.8015,60.6067,239274.0
2022-02-25,60.6251,62.606,60.6251,62.0993,161434.0
2022-02-26,60.6251,62.606,60.6251,62.0993,161434.0
2022-02-27,60.6251,62.606,60.6251,62.0993,161434.0
2022-02-28,61.2701,62.8824,60.8094,62.5415,217557.0
2022-03-01,62.1361,62.7166,59.9433,60.4685,200428.0
2022-03-02,61.1226,62.048,59.9617,60.791,163917.0
2022-03-03,61.4543,61.4543,60.1644,60.5606,314052.0
2022-03-04,60.0723,60.837,58.8653,60.708,214611.0
2022-03-05,60.0723,60.837,58.8653,60.708,214611.0
2022-03-06,60.0723,60.837,58.8653,60.708,214611.0
2022-03-07,60.708,60.8094,58.939,58.9943,98303.0
2022-03-08,58.8561,60.5238,58.6166,58.635,107475.0
2022-03-09,59.9157,60.6712,59.2293,59.3352,127189.0
2022-03-10,58.6995,61.0213,58.6995,60.708,118802.0
2022-03-11,60.9199,61.8229,60.4132,60.4224,77273.0
2022-03-12,60.9199,61.8229,60.4132,60.4224,77273.0
2022-03-13,60.9199,61.8229,60.4132,60.4224,77273.0
2022-03-14,60.7977,61.2379,59.8062,60.6865,101461.0
2022-03-15,61.3537,62.461,60.9413,62.2433,157175.0
2022-03-16,62.5583,63.2904,61.1035,62.1321,93557.0
2022-03-17,63.4294,63.6796,62.3637,63.4943,101809.0
2022-03-18,63.6611,63.7445,62.0394,63.624,294184.0
2022-03-19,63.6611,63.7445,62.0394,63.624,294184.0
2022-03-20,63.6611,63.7445,62.0394,63.624,294184.0
2022-03-21,63.9669,64.4672,62.3869,62.8271,107278.0
2022-03-22,63.2533,63.5638,62.0625,62.5676,158213.0
2022-03-23,62.2247,62.2247,60.3344,60.5568,129961.0
2022-03-24,60.5475,60.6831,59.4871,59.6486,104407.0
2022-03-25,59.7042,60.4734,59.4031,60.0286,98476.0
2022-03-26,59.7042,60.4734,59.4031,60.0286,98476.0
2022-03-27,59.7042,60.4734,59.4031,60.0286,98476.0
2022-03-28,60.0471,60.0471,58.1938,58.8239,156551.0
2022-03-29,59.5653,60.5336,59.1761,59.8247,164999.0
2022-03-30,59.695,60.1305,57.9714,58.1475,115530.0
2022-03-31,58.0826,58.4346,55.9976,56.1644,154882.0
2022-04-01,56.7946,56.9799,54.7559,56.3498,222904.0
2022-04-02,56.7946,56.9799,54.7559,56.3498,222904.0
2022-04-03,56.7946,56.9799,54.7559,56.3498,222904.0
2022-04-04,56.6,56.6,55.173,56.2015,112008.0
2022-04-05,56.3034,56.6,54.0146,54.0795,162207.0
2022-04-06,53.5883,53.82,52.6571,53.0509,471150.0
2022-04-07,53.3567,53.5512,51.9574,52.5042,221536.0
2022-04-08,52.4208,52.8655,50.623,51.9852,265913.0
2022-04-09,52.4208,52.8655,50.623,51.9852,265913.0
2022-04-10,52.4208,52.8655,50.623,51.9852,265913.0
2022-04-11,52.0779,53.4215,51.3922,51.4756,173624.0
2022-04-12,51.4848,51.8648,48.8902,49.7891,254386.0
2022-04-13,49.8261,50.0393,48.5844,49.3999,276321.0
2022-04-14,49.7149,50.169,48.1118,48.1396,188349.0
2022-04-15,49.7149,50.169,48.1118,48.1396,188349.0
2022-04-16,49.7149,50.169,48.1118,48.1396,188349.0
2022-04-17,49.7149,50.169,48.1118,48.1396,188349.0
2022-04-18,47.908,49.057,47.7875,48.9273,170226.0
2022-04-19,48.9736,49.7103,48.7419,49.4091,152028.0
2022-04-20,49.6871,50.8825,49.4925,50.1968,195382.0
2022-04-21,50.8454,51.1234,48.64,49.1867,166865.0
2022-04-22,49.0107,49.0941,47.3983,47.5002,304690.0
2022-04-23,49.0107,49.0941,47.3983,47.5002,304690.0
2022-04-24,49.0107,49.0941,47.3983,47.5002,304690.0
2022-04-25,47.2686,47.9079,46.1844,47.5095,237349.0
2022-04-26,47.111,47.9265,46.9072,47.0925,206317.0
2022-04-27,47.1018,48.0748,46.4809,46.7404,247355.0
2022-04-28,47.1388,48.6493,45.5728,47.6485,306830.0
2022-04-29,47.352,48.64,47.352,47.8153,335892.0
2022-04-30,47.352,48.64,47.352,47.8153,335892.0
2022-05-01,47.352,48.64,47.352,47.8153,335892.0
2022-05-02,48.1396,48.4454,46.9813,47.6763,246465.0
2022-05-03,48.2694,50.0763,47.8894,49.8169,285179.0
2022-05-04,49.5203,53.1713,49.2238,53.0972,306738.0
2022-05-05,52.43,52.5968,50.9844,51.7258,270153.0
2022-05-06,51.2439,52.4486,50.9014,52.4486,184126.0
2022-05-07,51.2439,52.4486,50.9014,52.4486,184126.0
2022-05-08,51.2439,52.4486,50.9014,52.4486,184126.0
2022-05-09,51.7072,54.1443,51.7072,52.986,391394.0
2022-05-10,53.2547,53.2547,50.1208,50.5952,244132.0
2022-05-11,50.7991,52.115,50.5952,51.142,131612.0
2022-05-12,51.179,51.8184,50.5582,51.7721,151824.0
2022-05-13,52.115,53.3103,51.7814,52.0501,126317.0
2022-05-14,52.115,53.3103,51.7814,52.0501,126317.0
2022-05-15,52.115,53.3103,51.7814,52.0501,126317.0
2022-05-16,52.4578,52.7266,51.9296,52.0038,132795.0
2022-05-17,52.81,54.5243,52.81,54.1629,175658.0
2022-05-18,53.3103,54.0702,51.8555,52.4115,176931.0
2022-05-19,51.8462,53.5235,51.6053,52.4393,187900.0
2022-05-20,52.8933,52.8933,50.4942,51.7536,181915.0
2022-05-21,52.8933,52.8933,50.4942,51.7536,181915.0
2022-05-22,52.8933,52.8933,50.4942,51.7536,181915.0
2022-05-23,52.3188,52.532,51.5682,51.7072,119475.0
2022-05-24,51.5126,51.6238,49.7613,51.1698,149814.0
2022-05-25,51.1142,52.3837,51.1142,52.1613,111782.0
2022-05-26,52.6339,52.9211,51.6748,52.1984,116875.0
2022-05-27,52.152,52.5783,51.6516,51.7443,81965.0
2022-05-28,52.152,52.5783,51.6516,51.7443,81965.0
2022-05-29,52.152,52.5783,51.6516,51.7443,81965.0
