,CRMT US Equity,CRMT US Equity,CRMT US Equity,CRMT US Equity,CRMT US Equity
2020-05-07,66.9,70.16,66.9,68.37,74464.0
2020-05-08,69.35,72.58,69.285,72.53,58939.0
2020-05-09,69.35,72.58,69.285,72.53,58939.0
2020-05-10,69.35,72.58,69.285,72.53,58939.0
2020-05-11,70.73,72.06,69.37,70.59,57453.0
2020-05-12,70.66,71.888,68.07,68.07,70508.0
2020-05-13,67.74,68.32,64.27,64.97,76198.0
2020-05-14,64.0,66.06,61.55,66.04,56054.0
2020-05-15,64.75,68.08,64.75,67.57,50918.0
2020-05-16,64.75,68.08,64.75,67.57,50918.0
2020-05-17,64.75,68.08,64.75,67.57,50918.0
2020-05-18,70.46,73.26,70.03,70.86,73631.0
2020-05-19,70.88,73.2,69.6,69.6,54893.0
2020-05-20,70.19,72.44,70.19,71.0,70824.0
2020-05-21,71.05,75.38,70.69,73.38,129190.0
2020-05-22,80.0,80.0,72.09,77.46,99650.0
2020-05-23,80.0,80.0,72.09,77.46,99650.0
2020-05-24,80.0,80.0,72.09,77.46,99650.0
2020-05-25,80.0,80.0,72.09,77.46,99650.0
2020-05-26,80.7,82.0,77.05,81.02,179978.0
2020-05-27,83.89,85.22,81.09,84.66,81134.0
2020-05-28,85.53,87.0,80.85,80.99,77849.0
2020-05-29,79.8,80.587,77.6,79.57,79914.0
2020-05-30,79.8,80.587,77.6,79.57,79914.0
2020-05-31,79.8,80.587,77.6,79.57,79914.0
2020-06-01,81.49,84.62,79.49,81.6,87117.0
2020-06-02,81.73,84.59,80.004,82.23,65756.0
2020-06-03,84.0,86.71,82.91,86.24,57098.0
2020-06-04,85.28,88.69,85.28,87.4,57855.0
2020-06-05,90.9,97.41,90.9,96.71,80709.0
2020-06-06,90.9,97.41,90.9,96.71,80709.0
2020-06-07,90.9,97.41,90.9,96.71,80709.0
2020-06-08,97.37,99.155,94.0101,95.32,62838.0
2020-06-09,93.39,94.97,92.02,94.15,50615.0
2020-06-10,93.9,94.63,90.97,91.0,66893.0
2020-06-11,85.98,88.48,82.74,84.85,64237.0
2020-06-12,89.01,90.945,85.1,87.83,38548.0
2020-06-13,89.01,90.945,85.1,87.83,38548.0
2020-06-14,89.01,90.945,85.1,87.83,38548.0
2020-06-15,85.41,92.18,85.41,91.49,32812.0
2020-06-16,94.71,96.28,91.49,92.5,49416.0
2020-06-17,92.52,92.65,89.83,90.36,31268.0
2020-06-18,89.42,90.23,88.85,89.33,30835.0
2020-06-19,90.82,91.83,87.74,87.89,80400.0
2020-06-20,90.82,91.83,87.74,87.89,80400.0
2020-06-21,90.82,91.83,87.74,87.89,80400.0
2020-06-22,87.43,88.75,86.705,87.24,45222.0
2020-06-23,88.54,88.84,86.65,88.3,51293.0
2020-06-24,87.4,88.15,83.18,84.5,37683.0
2020-06-25,83.63,85.65,82.99,85.65,51950.0
2020-06-26,85.41,86.77,80.47,81.22,83133.0
2020-06-27,85.41,86.77,80.47,81.22,83133.0
2020-06-28,85.41,86.77,80.47,81.22,83133.0
2020-06-29,82.46,85.86,82.46,85.16,36524.0
2020-06-30,84.76,88.24,84.19,87.87,69245.0
2020-07-01,88.2,88.39,84.16,84.64,43566.0
2020-07-02,86.49,88.13,85.89,86.76,39205.0
2020-07-03,86.49,88.13,85.89,86.76,39205.0
2020-07-04,86.49,88.13,85.89,86.76,39205.0
2020-07-05,86.49,88.13,85.89,86.76,39205.0
2020-07-06,88.96,91.49,88.07,89.29,45034.0
2020-07-07,88.33,89.19,87.62,87.76,50063.0
2020-07-08,87.91,88.92,85.36,88.19,41321.0
2020-07-09,87.87,87.87,83.68,84.0,47018.0
2020-07-10,84.59,87.49,84.59,87.15,31866.0
2020-07-11,84.59,87.49,84.59,87.15,31866.0
2020-07-12,84.59,87.49,84.59,87.15,31866.0
2020-07-13,88.85,91.0947,86.41,86.41,35805.0
2020-07-14,86.62,89.11,86.005,89.05,40265.0
2020-07-15,91.42,95.23,88.215,94.04,54410.0
2020-07-16,92.84,93.69,90.02,91.56,40093.0
2020-07-17,91.05,92.45,90.42,90.99,35237.0
2020-07-18,91.05,92.45,90.42,90.99,35237.0
2020-07-19,91.05,92.45,90.42,90.99,35237.0
2020-07-20,90.15,92.17,89.24,90.58,35671.0
2020-07-21,91.05,96.79,90.94,96.4,67015.0
2020-07-22,96.26,101.96,93.38,99.52,125798.0
2020-07-23,99.95,104.41,97.7508,102.69,96373.0
2020-07-24,102.69,103.89,96.24,98.66,54922.0
2020-07-25,102.69,103.89,96.24,98.66,54922.0
2020-07-26,102.69,103.89,96.24,98.66,54922.0
2020-07-27,98.64,101.28,97.7,100.08,44373.0
2020-07-28,100.1,101.35,96.82,96.82,56684.0
2020-07-29,97.02,99.86,97.02,98.92,54232.0
2020-07-30,97.39,98.0,96.17,96.5,54697.0
2020-07-31,95.99,96.2,92.5,95.16,51582.0
2020-08-01,95.99,96.2,92.5,95.16,51582.0
2020-08-02,95.99,96.2,92.5,95.16,51582.0
2020-08-03,95.96,96.5,93.7,95.62,40322.0
2020-08-04,95.65,96.48,94.63,94.97,39770.0
2020-08-05,96.33,96.97,95.19,96.93,54900.0
2020-08-06,97.04,97.715,93.71,93.81,43223.0
2020-08-07,93.72,95.77,93.72,95.13,30494.0
2020-08-08,93.72,95.77,93.72,95.13,30494.0
2020-08-09,93.72,95.77,93.72,95.13,30494.0
2020-08-10,96.17,97.32,95.57,96.3,40061.0
2020-08-11,97.7,99.93,96.35,98.13,49789.0
2020-08-12,99.5,100.6,98.06,99.14,35292.0
2020-08-13,98.19,99.1299,96.01,96.96,29425.0
2020-08-14,96.33,98.8,95.66,98.75,50868.0
2020-08-15,96.33,98.8,95.66,98.75,50868.0
2020-08-16,96.33,98.8,95.66,98.75,50868.0
2020-08-17,99.35,106.0,99.01,105.31,158033.0
2020-08-18,109.5,110.9701,102.745,104.52,137008.0
2020-08-19,105.57,105.6,100.22,101.6,83199.0
2020-08-20,99.74,101.09,98.71,99.86,53351.0
2020-08-21,99.74,102.27,98.71,101.22,62140.0
2020-08-22,99.74,102.27,98.71,101.22,62140.0
2020-08-23,99.74,102.27,98.71,101.22,62140.0
2020-08-24,103.41,104.39,101.72,103.11,48896.0
2020-08-25,103.73,103.73,100.39,101.01,33504.0
2020-08-26,100.88,101.95,99.76,101.48,31457.0
2020-08-27,102.39,102.44,100.605,101.21,21775.0
2020-08-28,102.0,102.32,101.35,101.67,35577.0
2020-08-29,102.0,102.32,101.35,101.67,35577.0
2020-08-30,102.0,102.32,101.35,101.67,35577.0
2020-08-31,101.13,102.46,99.0,100.5,64787.0
2020-09-01,100.25,103.98,99.81,102.79,48506.0
2020-09-02,103.72,103.72,99.76,101.7,40868.0
2020-09-03,101.18,102.0,99.0,100.69,53951.0
2020-09-04,101.64,102.4664,98.73,100.74,43496.0
2020-09-05,101.64,102.4664,98.73,100.74,43496.0
2020-09-06,101.64,102.4664,98.73,100.74,43496.0
2020-09-07,101.64,102.4664,98.73,100.74,43496.0
2020-09-08,99.3,102.25,98.71,101.46,57619.0
2020-09-09,102.36,104.52,100.13,104.08,65081.0
2020-09-10,105.26,106.34,100.565,101.68,101085.0
2020-09-11,101.94,102.14,96.5,98.07,55465.0
2020-09-12,101.94,102.14,96.5,98.07,55465.0
2020-09-13,101.94,102.14,96.5,98.07,55465.0
2020-09-14,98.22,99.65,86.36,87.9,243330.0
2020-09-15,89.49,92.625,88.34,88.49,86144.0
2020-09-16,89.71,89.71,85.405,87.59,104391.0
2020-09-17,85.98,87.76,85.94,86.44,91841.0
2020-09-18,86.69,88.06,86.19,87.01,99266.0
2020-09-19,86.69,88.06,86.19,87.01,99266.0
2020-09-20,86.69,88.06,86.19,87.01,99266.0
2020-09-21,85.17,85.58,82.48,84.6,55865.0
2020-09-22,85.48,89.24,85.48,88.79,66142.0
2020-09-23,89.16,89.8,86.14,86.35,55152.0
2020-09-24,86.7,87.5575,83.75,83.75,40642.0
2020-09-25,83.76,86.01,83.11,84.57,68494.0
2020-09-26,83.76,86.01,83.11,84.57,68494.0
2020-09-27,83.76,86.01,83.11,84.57,68494.0
2020-09-28,85.57,87.87,85.425,87.38,75636.0
2020-09-29,86.99,86.99,84.71,84.9,32659.0
2020-09-30,85.27,87.4799,84.13,84.88,47659.0
2020-10-01,85.59,87.25,85.16,87.13,64972.0
2020-10-02,85.23,88.76,85.23,88.3,51325.0
2020-10-03,85.23,88.76,85.23,88.3,51325.0
2020-10-04,85.23,88.76,85.23,88.3,51325.0
2020-10-05,88.72,91.19,88.72,90.98,24648.0
2020-10-06,91.68,94.34,90.89,91.76,48396.0
2020-10-07,94.51,94.51,90.82,91.75,31728.0
2020-10-08,92.53,93.965,90.54,93.55,17393.0
2020-10-09,94.21,94.86,91.32,93.52,29295.0
2020-10-10,94.21,94.86,91.32,93.52,29295.0
2020-10-11,94.21,94.86,91.32,93.52,29295.0
2020-10-12,93.84,94.43,92.1,93.78,61074.0
2020-10-13,93.52,96.45,93.52,95.67,25140.0
2020-10-14,95.5,96.87,92.7,93.93,31547.0
2020-10-15,93.46,96.165,93.39,95.75,21294.0
2020-10-16,95.48,97.19,94.719,96.2,29171.0
2020-10-17,95.48,97.19,94.719,96.2,29171.0
2020-10-18,95.48,97.19,94.719,96.2,29171.0
2020-10-19,97.45,97.45,94.23,94.23,28546.0
2020-10-20,94.89,96.26,93.5,94.52,26678.0
2020-10-21,94.59,95.9,93.5,94.27,19689.0
2020-10-22,94.86,95.2759,93.26,94.2,40150.0
2020-10-23,95.07,95.21,93.5,93.57,37177.0
2020-10-24,95.07,95.21,93.5,93.57,37177.0
2020-10-25,95.07,95.21,93.5,93.57,37177.0
2020-10-26,92.07,92.89,89.345,91.03,33229.0
2020-10-27,90.25,91.052,87.68,87.83,35297.0
2020-10-28,86.45,86.45,84.05,84.05,33692.0
2020-10-29,84.26,85.79,82.72,84.87,49907.0
2020-10-30,84.7,86.77,83.22,86.52,68305.0
2020-10-31,84.7,86.77,83.22,86.52,68305.0
2020-11-01,84.7,86.77,83.22,86.52,68305.0
2020-11-02,87.93,90.31,86.47,90.31,37419.0
2020-11-03,91.52,94.42,91.07,93.78,52585.0
2020-11-04,91.93,93.57,89.46,93.04,30519.0
2020-11-05,93.66,96.3,92.7,93.53,34917.0
2020-11-06,94.0,94.425,90.715,91.14,35673.0
2020-11-07,94.0,94.425,90.715,91.14,35673.0
2020-11-08,94.0,94.425,90.715,91.14,35673.0
2020-11-09,97.87,99.2,90.61,92.67,88427.0
2020-11-10,93.6,97.3187,93.3,96.03,38519.0
2020-11-11,96.99,97.76,94.41,96.51,27078.0
2020-11-12,95.86,96.05,93.65,94.72,30744.0
2020-11-13,95.07,98.22,95.07,97.61,32014.0
2020-11-14,95.07,98.22,95.07,97.61,32014.0
2020-11-15,95.07,98.22,95.07,97.61,32014.0
2020-11-16,99.0,103.14,99.0,101.96,106323.0
2020-11-17,104.2,111.515,101.0777,104.92,137431.0
2020-11-18,105.99,107.529,100.41,102.46,102915.0
2020-11-19,101.58,102.17,99.5,101.66,31119.0
2020-11-20,100.61,102.55,100.61,101.64,35076.0
2020-11-21,100.61,102.55,100.61,101.64,35076.0
2020-11-22,100.61,102.55,100.61,101.64,35076.0
2020-11-23,103.22,104.41,101.7021,103.91,31522.0
2020-11-24,105.86,109.76,105.25,107.65,53879.0
2020-11-25,107.37,107.73,102.49,106.74,37243.0
2020-11-26,107.37,107.73,102.49,106.74,37243.0
2020-11-27,107.0,107.545,104.6,106.15,8582.0
2020-11-28,107.0,107.545,104.6,106.15,8582.0
2020-11-29,107.0,107.545,104.6,106.15,8582.0
2020-11-30,105.05,105.7,103.24,104.5,37532.0
2020-12-01,105.97,108.5,104.25,108.26,29839.0
2020-12-02,107.37,107.63,106.09,106.5,22455.0
2020-12-03,106.89,111.05,106.89,109.48,57037.0
2020-12-04,110.23,112.695,108.27,109.4,36460.0
2020-12-05,110.23,112.695,108.27,109.4,36460.0
2020-12-06,110.23,112.695,108.27,109.4,36460.0
2020-12-07,108.64,111.01,107.41,109.89,26145.0
2020-12-08,108.25,110.93,107.25,110.7,35160.0
2020-12-09,111.11,112.685,109.61,112.28,48609.0
2020-12-10,110.95,114.94,110.95,114.55,26643.0
2020-12-11,113.3,116.026,111.34,113.0,30705.0
2020-12-12,113.3,116.026,111.34,113.0,30705.0
2020-12-13,113.3,116.026,111.34,113.0,30705.0
2020-12-14,114.94,116.6399,109.9901,111.46,52462.0
2020-12-15,112.05,115.83,111.48,114.55,31373.0
2020-12-16,115.5,115.8499,111.435,112.49,37661.0
2020-12-17,112.51,117.09,111.4235,116.21,27857.0
2020-12-18,116.81,118.53,115.0,118.47,118745.0
2020-12-19,116.81,118.53,115.0,118.47,118745.0
2020-12-20,116.81,118.53,115.0,118.47,118745.0
2020-12-21,117.08,117.08,111.37,112.97,44990.0
2020-12-22,113.0,113.0,109.09,110.25,38382.0
2020-12-23,110.21,112.0,108.5,109.14,53961.0
2020-12-24,110.84,111.4071,107.86,110.0,24181.0
2020-12-25,110.84,111.4071,107.86,110.0,24181.0
2020-12-26,110.84,111.4071,107.86,110.0,24181.0
2020-12-27,110.84,111.4071,107.86,110.0,24181.0
2020-12-28,110.81,111.32,107.65,108.22,46077.0
2020-12-29,107.87,109.435,104.35,108.75,38535.0
2020-12-30,109.62,111.29,107.58,110.14,32117.0
2020-12-31,109.66,111.49,108.0228,109.84,30338.0
2021-01-01,109.66,111.49,108.0228,109.84,30338.0
2021-01-02,109.66,111.49,108.0228,109.84,30338.0
2021-01-03,109.66,111.49,108.0228,109.84,30338.0
2021-01-04,111.2,111.2,106.87,107.23,39969.0
2021-01-05,106.2,112.65,106.2,111.3,43610.0
2021-01-06,110.75,117.48,110.75,116.16,71791.0
2021-01-07,117.86,119.92,115.86,119.01,84662.0
2021-01-08,119.78,120.7,117.752,119.5,30289.0
2021-01-09,119.78,120.7,117.752,119.5,30289.0
2021-01-10,119.78,120.7,117.752,119.5,30289.0
2021-01-11,118.38,122.56,118.38,121.97,27463.0
2021-01-12,123.18,126.49,121.98,125.35,23245.0
2021-01-13,125.47,125.47,120.76,121.07,22755.0
2021-01-14,121.28,126.08,121.2,124.53,33061.0
2021-01-15,124.48,127.0,121.41,121.99,33554.0
2021-01-16,124.48,127.0,121.41,121.99,33554.0
2021-01-17,124.48,127.0,121.41,121.99,33554.0
2021-01-18,124.48,127.0,121.41,121.99,33554.0
2021-01-19,122.27,122.89,119.26,121.5,82591.0
2021-01-20,123.08,125.57,122.9175,124.34,29449.0
2021-01-21,123.87,126.5,122.8874,125.11,24265.0
2021-01-22,123.34,126.29,122.01,125.74,41311.0
2021-01-23,123.34,126.29,122.01,125.74,41311.0
2021-01-24,123.34,126.29,122.01,125.74,41311.0
2021-01-25,124.5,126.19,120.0851,121.28,37906.0
2021-01-26,123.15,123.48,119.88,122.14,48986.0
2021-01-27,118.81,118.81,111.34,116.43,76462.0
2021-01-28,117.95,118.98,113.29,116.94,73643.0
2021-01-29,116.38,119.48,115.89,118.78,40795.0
2021-01-30,116.38,119.48,115.89,118.78,40795.0
2021-01-31,116.38,119.48,115.89,118.78,40795.0
2021-02-01,117.98,120.5,116.485,118.81,33147.0
2021-02-02,120.47,125.53,120.16,124.59,39120.0
2021-02-03,124.02,124.43,121.73,122.57,35565.0
2021-02-04,121.9,128.205,121.9,128.01,22968.0
2021-02-05,128.26,129.97,126.85,129.97,22683.0
2021-02-06,128.26,129.97,126.85,129.97,22683.0
2021-02-07,128.26,129.97,126.85,129.97,22683.0
2021-02-08,130.0,131.07,129.32,129.94,34246.0
2021-02-09,129.21,132.36,128.43,131.29,41294.0
2021-02-10,132.96,132.96,129.5675,130.36,23364.0
2021-02-11,131.44,135.22,130.1,135.22,36942.0
2021-02-12,134.29,135.46,133.16,134.52,26003.0
2021-02-13,134.29,135.46,133.16,134.52,26003.0
2021-02-14,134.29,135.46,133.16,134.52,26003.0
2021-02-15,134.29,135.46,133.16,134.52,26003.0
2021-02-16,134.69,137.5007,134.45,137.05,37631.0
2021-02-17,134.08,142.25,130.0,139.87,59045.0
2021-02-18,139.88,139.88,132.0,133.2,36859.0
2021-02-19,132.84,135.86,132.84,135.26,28222.0
2021-02-20,132.84,135.86,132.84,135.26,28222.0
2021-02-21,132.84,135.86,132.84,135.26,28222.0
2021-02-22,133.4,137.58,133.4,134.93,25791.0
2021-02-23,134.08,134.55,130.9063,132.73,25613.0
2021-02-24,132.79,143.2,131.96,139.3,42058.0
2021-02-25,139.0,139.0,130.03,132.0,41685.0
2021-02-26,132.59,136.25,131.29,135.0,38002.0
2021-02-27,132.59,136.25,131.29,135.0,38002.0
2021-02-28,132.59,136.25,131.29,135.0,38002.0
2021-03-01,135.42,139.8,135.42,139.7,18679.0
2021-03-02,139.34,140.0,136.68,137.79,27868.0
2021-03-03,137.67,140.72,135.5,138.51,25469.0
2021-03-04,137.15,140.98,134.51,137.56,35855.0
2021-03-05,138.94,148.04,136.6,147.47,52151.0
2021-03-06,138.94,148.04,136.6,147.47,52151.0
2021-03-07,138.94,148.04,136.6,147.47,52151.0
2021-03-08,147.95,152.83,146.84,150.22,61917.0
2021-03-09,150.53,152.71,147.565,152.24,34517.0
2021-03-10,153.02,157.71,150.88,156.74,38374.0
2021-03-11,157.62,160.0,156.61,159.24,34158.0
2021-03-12,158.11,163.985,157.74,163.23,46109.0
2021-03-13,158.11,163.985,157.74,163.23,46109.0
2021-03-14,158.11,163.985,157.74,163.23,46109.0
2021-03-15,162.21,165.0,160.09,164.99,44260.0
2021-03-16,163.27,163.99,158.52,161.36,37320.0
2021-03-17,161.36,161.78,159.02,161.42,31695.0
2021-03-18,160.33,161.5,156.87,157.5,23715.0
2021-03-19,157.5,162.43,154.0,156.05,116436.0
2021-03-20,157.5,162.43,154.0,156.05,116436.0
2021-03-21,157.5,162.43,154.0,156.05,116436.0
2021-03-22,154.66,157.82,150.46,155.66,33408.0
2021-03-23,155.33,156.7,148.84,149.68,30738.0
2021-03-24,149.98,154.51,144.61,144.7,35526.0
2021-03-25,142.08,153.281,142.08,152.3,49582.0
2021-03-26,152.84,153.99,149.3824,153.99,32000.0
2021-03-27,152.84,153.99,149.3824,153.99,32000.0
2021-03-28,152.84,153.99,149.3824,153.99,32000.0
2021-03-29,154.08,158.78,148.7,149.4,29630.0
2021-03-30,150.28,153.85,147.63,153.07,40277.0
2021-03-31,151.295,155.08,150.7,152.37,55252.0
2021-04-01,153.87,155.82,147.815,150.64,40081.0
2021-04-02,153.87,155.82,147.815,150.64,40081.0
2021-04-03,153.87,155.82,147.815,150.64,40081.0
2021-04-04,153.87,155.82,147.815,150.64,40081.0
2021-04-05,150.96,152.49,146.9175,151.46,48065.0
2021-04-06,151.31,153.39,148.59,150.06,39939.0
2021-04-07,150.06,150.06,145.39,145.51,54882.0
2021-04-08,145.51,146.11,142.25,145.52,36085.0
2021-04-09,145.52,147.9335,143.11,144.38,47145.0
2021-04-10,145.52,147.9335,143.11,144.38,47145.0
2021-04-11,145.52,147.9335,143.11,144.38,47145.0
2021-04-12,144.38,149.17,142.08,147.45,43757.0
2021-04-13,146.91,153.38,143.78,145.13,62233.0
2021-04-14,146.25,152.61,146.0,150.08,45973.0
2021-04-15,151.6,153.14,149.2518,152.0,30459.0
2021-04-16,154.08,155.95,151.66,152.68,43850.0
2021-04-17,154.08,155.95,151.66,152.68,43850.0
2021-04-18,154.08,155.95,151.66,152.68,43850.0
2021-04-19,152.59,152.59,147.98,149.73,27624.0
2021-04-20,149.5,151.539,143.75,145.88,28900.0
2021-04-21,145.5,149.24,145.5,147.29,37588.0
2021-04-22,148.86,148.86,144.37,145.23,71402.0
2021-04-23,143.25,150.3,143.25,149.01,52556.0
2021-04-24,143.25,150.3,143.25,149.01,52556.0
2021-04-25,143.25,150.3,143.25,149.01,52556.0
2021-04-26,149.5,151.25,148.72,149.4,25539.0
2021-04-27,149.63,150.94,148.56,149.97,20458.0
2021-04-28,149.97,150.5017,148.92,149.62,24142.0
2021-04-29,150.98,151.0,148.7,150.86,27393.0
2021-04-30,149.28,151.37,148.2,150.83,54868.0
2021-05-01,149.28,151.37,148.2,150.83,54868.0
2021-05-02,149.28,151.37,148.2,150.83,54868.0
2021-05-03,151.5,156.0,151.5,155.09,53771.0
2021-05-04,155.08,158.63,153.82,155.15,29058.0
2021-05-05,155.16,155.16,151.25,152.6,31123.0
2021-05-06,151.79,152.63,149.0,150.26,31780.0
2021-05-07,149.07,152.12,148.64,151.92,30704.0
2021-05-08,149.07,152.12,148.64,151.92,30704.0
2021-05-09,149.07,152.12,148.64,151.92,30704.0
2021-05-10,152.67,154.43,150.97,151.49,43880.0
2021-05-11,148.98,151.19,146.01,149.5,31063.0
2021-05-12,148.06,148.1276,143.24,143.56,50769.0
2021-05-13,144.0,149.59,144.0,148.07,31760.0
2021-05-14,150.25,153.9,149.475,153.58,22613.0
2021-05-15,150.25,153.9,149.475,153.58,22613.0
2021-05-16,150.25,153.9,149.475,153.58,22613.0
2021-05-17,151.81,154.0,149.71,151.45,39926.0
2021-05-18,150.84,151.39,148.8,149.22,34458.0
2021-05-19,147.18,149.18,142.18,144.22,36247.0
2021-05-20,143.3,146.02,143.09,145.85,31703.0
2021-05-21,147.44,155.99,145.43,146.75,36054.0
2021-05-22,147.44,155.99,145.43,146.75,36054.0
2021-05-23,147.44,155.99,145.43,146.75,36054.0
2021-05-24,148.49,153.99,146.87,149.63,85688.0
2021-05-25,163.75,163.79,155.0,159.5,181645.0
2021-05-26,162.0,175.01,160.26,174.52,151878.0
2021-05-27,175.42,177.45,168.44,169.17,92485.0
2021-05-28,171.16,173.5699,164.01,164.39,46794.0
2021-05-29,171.16,173.5699,164.01,164.39,46794.0
2021-05-30,171.16,173.5699,164.01,164.39,46794.0
2021-05-31,171.16,173.5699,164.01,164.39,46794.0
2021-06-01,165.14,166.3712,163.21,164.76,48366.0
2021-06-02,164.22,164.25,158.965,159.78,65176.0
2021-06-03,157.62,158.43,153.25,154.7,66936.0
2021-06-04,154.23,157.87,153.03,157.64,48128.0
2021-06-05,154.23,157.87,153.03,157.64,48128.0
2021-06-06,154.23,157.87,153.03,157.64,48128.0
2021-06-07,157.64,158.16,151.6701,153.85,44555.0
2021-06-08,154.94,154.99,153.25,154.51,48358.0
2021-06-09,154.58,154.58,147.48,148.5,62740.0
2021-06-10,148.77,149.58,145.51,147.26,83151.0
2021-06-11,147.06,150.84,147.06,149.38,39543.0
2021-06-12,147.06,150.84,147.06,149.38,39543.0
2021-06-13,147.06,150.84,147.06,149.38,39543.0
2021-06-14,149.38,151.16,145.58,146.86,47586.0
2021-06-15,147.19,147.66,144.29,146.75,39981.0
2021-06-16,145.9,147.0,143.46,144.61,41616.0
2021-06-17,144.7,146.44,137.9007,138.85,82176.0
2021-06-18,136.11,139.19,135.8,137.71,109957.0
2021-06-19,136.11,139.19,135.8,137.71,109957.0
2021-06-20,136.11,139.19,135.8,137.71,109957.0
2021-06-21,139.08,142.54,137.26,142.06,61532.0
2021-06-22,141.14,142.87,138.99,140.62,44471.0
2021-06-23,140.95,142.39,138.35,141.85,42638.0
2021-06-24,141.84,144.68,139.98,143.38,42607.0
2021-06-25,143.0,146.66,141.79,144.69,152332.0
2021-06-26,143.0,146.66,141.79,144.69,152332.0
2021-06-27,143.0,146.66,141.79,144.69,152332.0
2021-06-28,145.64,145.7001,140.15,140.91,42426.0
2021-06-29,140.92,143.08,139.93,140.3,28681.0
2021-06-30,140.1,142.22,139.9215,141.72,43768.0
2021-07-01,143.38,145.83,141.39,144.72,40584.0
2021-07-02,144.0,144.93,142.34,144.37,36743.0
2021-07-03,144.0,144.93,142.34,144.37,36743.0
2021-07-04,144.0,144.93,142.34,144.37,36743.0
2021-07-05,144.0,144.93,142.34,144.37,36743.0
2021-07-06,145.01,145.01,139.84,141.71,56484.0
2021-07-07,141.39,141.39,135.45,135.99,37168.0
2021-07-08,133.23,138.275,131.63,135.89,45291.0
2021-07-09,136.73,142.34,136.73,142.1,39742.0
2021-07-10,136.73,142.34,136.73,142.1,39742.0
2021-07-11,136.73,142.34,136.73,142.1,39742.0
2021-07-12,140.86,140.86,138.34,139.41,32672.0
2021-07-13,137.82,140.38,137.0,137.45,32608.0
2021-07-14,138.01,138.24,136.22,136.22,24520.0
2021-07-15,135.81,137.89,135.81,136.57,53213.0
2021-07-16,138.43,149.64,138.43,146.7,120543.0
2021-07-17,138.43,149.64,138.43,146.7,120543.0
2021-07-18,138.43,149.64,138.43,146.7,120543.0
2021-07-19,145.23,146.85,138.25,140.62,67111.0
2021-07-20,141.71,151.99,141.71,149.74,101292.0
2021-07-21,151.24,154.28,149.9806,151.67,35480.0
2021-07-22,150.52,152.51,149.57,151.98,45751.0
2021-07-23,152.76,155.7412,145.01,154.78,34386.0
2021-07-24,152.76,155.7412,145.01,154.78,34386.0
2021-07-25,152.76,155.7412,145.01,154.78,34386.0
2021-07-26,156.42,156.98,154.78,155.45,27768.0
2021-07-27,154.42,156.66,149.6775,155.89,24955.0
2021-07-28,156.97,159.1,153.89,155.44,19836.0
2021-07-29,157.52,161.52,157.52,160.64,22303.0
2021-07-30,159.78,163.0,157.81,159.0,22388.0
2021-07-31,159.78,163.0,157.81,159.0,22388.0
2021-08-01,159.78,163.0,157.81,159.0,22388.0
2021-08-02,161.59,163.66,157.24,158.84,30317.0
2021-08-03,158.15,159.78,156.06,158.4,38086.0
2021-08-04,157.68,157.68,154.74,155.22,45788.0
2021-08-05,155.0,159.6,155.0,157.56,26598.0
2021-08-06,158.07,161.6056,156.9,158.35,27622.0
2021-08-07,158.07,161.6056,156.9,158.35,27622.0
2021-08-08,158.07,161.6056,156.9,158.35,27622.0
2021-08-09,158.59,159.0,156.0182,158.37,29577.0
2021-08-10,159.0,161.38,158.55,159.0,61005.0
2021-08-11,160.0,162.01,159.09,161.1,15375.0
2021-08-12,160.55,164.95,159.42,163.93,31811.0
2021-08-13,162.75,164.32,161.25,163.02,27062.0
2021-08-14,162.75,164.32,161.25,163.02,27062.0
2021-08-15,162.75,164.32,161.25,163.02,27062.0
2021-08-16,162.34,165.5,159.2,165.315,59113.0
2021-08-17,165.13,165.13,156.69,162.23,76221.0
2021-08-18,149.12,151.9799,132.01,132.06,372680.0
2021-08-19,130.0,131.8697,123.77,126.78,242212.0
2021-08-20,126.11,127.62,123.88,125.62,61354.0
2021-08-21,126.11,127.62,123.88,125.62,61354.0
2021-08-22,126.11,127.62,123.88,125.62,61354.0
2021-08-23,126.44,127.1031,123.5,124.05,69337.0
2021-08-24,124.25,129.59,123.5,126.5,67189.0
2021-08-25,126.25,126.91,124.06,125.39,64112.0
2021-08-26,125.61,126.54,123.62,124.43,51607.0
2021-08-27,124.89,129.13,124.3,126.66,63894.0
2021-08-28,124.89,129.13,124.3,126.66,63894.0
2021-08-29,124.89,129.13,124.3,126.66,63894.0
2021-08-30,126.48,129.44,124.9074,127.9,50958.0
2021-08-31,128.56,129.75,127.06,129.33,35620.0
2021-09-01,129.53,130.88,128.17,129.2,25107.0
2021-09-02,129.2,130.0,124.64,124.94,55081.0
2021-09-03,125.23,125.23,123.13,124.24,49899.0
2021-09-04,125.23,125.23,123.13,124.24,49899.0
2021-09-05,125.23,125.23,123.13,124.24,49899.0
2021-09-06,125.23,125.23,123.13,124.24,49899.0
2021-09-07,124.26,126.05,120.915,121.38,44215.0
2021-09-08,120.97,122.82,118.06,121.92,89440.0
2021-09-09,121.76,123.985,121.4,121.99,23357.0
2021-09-10,122.55,123.49,119.31,119.56,62743.0
2021-09-11,122.55,123.49,119.31,119.56,62743.0
2021-09-12,122.55,123.49,119.31,119.56,62743.0
2021-09-13,121.12,122.48,119.23,122.02,36376.0
2021-09-14,122.52,122.52,119.0,119.83,40496.0
