,LIN US Equity,LIN US Equity,LIN US Equity,LIN US Equity,LIN US Equity
2023-09-11,386.2607,389.1432,385.1474,387.0061,862209.0
2023-09-12,385.0579,387.2447,384.6604,385.5848,1047862.0
2023-09-13,384.6305,386.3402,382.076,382.8314,1207469.0
2023-09-14,384.9486,388.5766,383.3185,387.4534,1231480.0
2023-09-15,387.354,391.0516,383.6863,385.6543,2820452.0
2023-09-16,387.354,391.0516,383.6863,385.6543,2820452.0
2023-09-17,387.354,391.0516,383.6863,385.6543,2820452.0
2023-09-18,385.3363,387.031,382.7817,385.1971,652059.0
2023-09-19,385.714,388.0399,383.229,387.4336,1459271.0
2023-09-20,386.3104,386.37,376.3606,376.5395,1747310.0
2023-09-21,374.8696,375.2175,370.0787,370.1979,1362216.0
2023-09-22,368.6275,373.7067,368.4386,370.7049,1017391.0
2023-09-23,368.6275,373.7067,368.4386,370.7049,1017391.0
2023-09-24,368.6275,373.7067,368.4386,370.7049,1017391.0
2023-09-25,368.9455,374.6311,366.7787,374.3031,1558288.0
2023-09-26,371.4603,373.0109,366.7488,368.9654,1769515.0
2023-09-27,369.194,371.6641,367.7776,369.7705,1254914.0
2023-09-28,370.4464,374.3975,369.1592,371.2416,1065630.0
2023-09-29,373.5874,374.6013,369.7109,370.1085,1474300.0
2023-09-30,373.5874,374.6013,369.7109,370.1085,1474300.0
2023-10-01,373.5874,374.6013,369.7109,370.1085,1474300.0
2023-10-02,368.707,369.204,364.2937,367.9814,1298389.0
2023-10-03,366.3811,374.8597,365.5561,370.5856,1747620.0
2023-10-04,371.8778,377.5932,370.516,376.3308,1897908.0
2023-10-05,375.9829,378.7064,364.9,367.6335,1822052.0
2023-10-06,367.0172,372.7922,364.8205,371.2913,1571287.0
2023-10-07,367.0172,372.7922,364.8205,371.2913,1571287.0
2023-10-08,367.0172,372.7922,364.8205,371.2913,1571287.0
2023-10-09,368.1603,372.2108,367.0172,371.4802,846062.0
2023-10-10,374.0943,379.3724,372.832,376.6787,1335511.0
2023-10-11,378.0504,379.2929,375.0535,376.3904,931392.0
2023-10-12,378.4182,379.104,373.0755,375.4362,888419.0
2023-10-13,377.4142,380.1576,373.8757,375.6151,1214208.0
2023-10-14,377.4142,380.1576,373.8757,375.6151,1214208.0
2023-10-15,377.4142,380.1576,373.8757,375.6151,1214208.0
2023-10-16,376.2016,382.0064,375.7344,376.957,1182414.0
2023-10-17,375.3567,380.0324,374.2087,378.7959,920322.0
2023-10-18,376.8477,377.3645,368.6821,369.1642,1486624.0
2023-10-19,368.21,371.341,366.6296,367.9118,1249226.0
2023-10-20,367.7726,369.5419,363.7371,364.1545,1334065.0
2023-10-21,367.7726,369.5419,363.7371,364.1545,1334065.0
2023-10-22,367.7726,369.5419,363.7371,364.1545,1334065.0
2023-10-23,362.8027,366.4109,358.8467,363.2301,1648739.0
2023-10-24,364.3235,367.1961,362.8375,365.0491,1590043.0
2023-10-25,365.6157,367.2756,360.1488,362.1865,1493094.0
2023-10-26,368.6573,372.0368,363.916,368.0907,2168464.0
2023-10-27,365.6455,374.2931,365.6455,368.2994,1945339.0
2023-10-28,365.6455,374.2931,365.6455,368.2994,1945339.0
2023-10-29,365.6455,374.2931,365.6455,368.2994,1945339.0
2023-10-30,373.8061,377.1359,371.4404,376.5892,1477971.0
2023-10-31,375.9332,381.7579,374.4323,379.8594,2020689.0
2023-11-01,379.9688,385.1971,378.7697,384.7697,1564907.0
2023-11-02,385.1375,389.3519,385.1076,387.3143,1586674.0
2023-11-03,387.7516,392.801,386.2905,390.1471,1339317.0
2023-11-04,387.7516,392.801,386.2905,390.1471,1339317.0
2023-11-05,387.7516,392.801,386.2905,390.1471,1339317.0
2023-11-06,390.1869,391.161,387.8908,390.6342,1463968.0
2023-11-07,387.6125,388.6015,382.8016,386.9564,2647373.0
2023-11-08,389.0537,391.7574,386.7974,389.8986,1631383.0
2023-11-09,391.9562,392.0158,388.0299,388.6263,1305415.0
2023-11-10,389.1531,397.9598,389.1531,397.433,1378076.0
2023-11-11,389.1531,397.9598,389.1531,397.433,1378076.0
2023-11-12,389.1531,397.9598,389.1531,397.433,1378076.0
2023-11-13,393.9739,399.5303,392.6221,397.3435,1420008.0
2023-11-14,397.1646,404.3312,397.1646,401.3294,1350547.0
2023-11-15,401.5381,403.6851,399.6794,400.3255,1139901.0
2023-11-16,400.7529,406.5003,399.8981,405.9315,1228118.0
2023-11-17,408.6053,408.6053,404.0529,405.4246,1542480.0
2023-11-18,408.6053,408.6053,404.0529,405.4246,1542480.0
2023-11-19,408.6053,408.6053,404.0529,405.4246,1542480.0
2023-11-20,405.0966,407.6511,403.7547,405.8122,1678508.0
2023-11-21,408.5656,412.4719,406.9454,409.4303,1225251.0
2023-11-22,408.2674,410.0267,405.6532,409.1421,1110974.0
2023-11-23,408.2674,410.0267,405.6532,409.1421,1110974.0
2023-11-24,410.1858,413.6877,409.3906,411.7264,711306.0
2023-11-25,410.1858,413.6877,409.3906,411.7264,711306.0
2023-11-26,410.1858,413.6877,409.3906,411.7264,711306.0
2023-11-27,411.3388,411.5078,407.5318,410.315,1301164.0
2023-11-28,409.5297,411.3288,407.5517,408.2574,1134339.0
2023-11-29,410.0864,412.79,408.4771,408.9135,1405937.0
2023-11-30,407.9891,413.4957,407.3231,411.2791,4023877.0
2023-12-01,411.2341,413.8264,408.7614,410.4863,2107310.0
2023-12-02,411.2341,413.8264,408.7614,410.4863,2107310.0
2023-12-03,411.2341,413.8264,408.7614,410.4863,2107310.0
2023-12-04,407.7943,410.0277,404.8243,405.4412,2092442.0
2023-12-05,404.8031,405.4113,400.9645,402.7791,2207044.0
2023-12-06,402.7791,402.9785,397.2654,399.1299,2263713.0
2023-12-07,398.2325,400.2266,396.2085,397.4748,1914117.0
2023-12-08,396.8267,400.4161,396.2883,400.0871,1483659.0
2023-12-09,396.8267,400.4161,396.2883,400.0871,1483659.0
2023-12-10,396.8267,400.4161,396.2883,400.0871,1483659.0
2023-12-11,398.8208,407.0864,398.6912,407.0365,1653505.0
2023-12-12,424.4351,432.9299,419.061,425.462,6829002.0
2023-12-13,404.7433,412.949,403.472,407.535,3359596.0
2023-12-14,405.5808,409.908,404.6286,408.5121,2220458.0
2023-12-15,406.209,409.6837,403.7064,406.179,4241139.0
2023-12-16,406.209,409.6837,403.7064,406.179,4241139.0
2023-12-17,406.209,409.6837,403.7064,406.179,4241139.0
2023-12-18,410.6857,411.7725,406.5679,407.894,1717608.0
2023-12-19,410.7854,413.0288,408.901,410.8752,1344691.0
2023-12-20,409.5291,410.576,404.7433,405.1621,1578526.0
2023-12-21,406.8172,408.1931,405.4113,407.9239,1534008.0
2023-12-22,409.3796,411.0646,407.5595,409.5291,838963.0
2023-12-23,409.3796,411.0646,407.5595,409.5291,838963.0
2023-12-24,409.3796,411.0646,407.5595,409.5291,838963.0
2023-12-25,409.3796,411.0646,407.5595,409.5291,838963.0
2023-12-26,409.3995,410.5162,408.4224,408.7215,619271.0
2023-12-27,406.7972,410.1373,406.7972,409.9978,850934.0
2023-12-28,409.3198,409.6887,407.9987,408.562,814377.0
2023-12-29,407.5151,410.9051,406.7573,409.4992,975935.0
2023-12-30,407.5151,410.9051,406.7573,409.4992,975935.0
2023-12-31,407.5151,410.9051,406.7573,409.4992,975935.0
2024-01-01,407.5151,410.9051,406.7573,409.4992,975935.0
2024-01-02,408.572,410.5162,405.501,408.3726,1571892.0
2024-01-03,404.7034,408.6517,404.0952,407.5051,1536315.0
2024-01-04,406.4383,410.4365,406.3785,407.3855,1517835.0
2024-01-05,407.8441,409.2799,405.0524,407.9139,1400077.0
2024-01-06,407.8441,409.2799,405.0524,407.9139,1400077.0
2024-01-07,407.8441,409.2799,405.0524,407.9139,1400077.0
2024-01-08,406.6576,408.7813,403.1679,407.0864,1142302.0
2024-01-09,406.2787,406.5779,403.2377,405.4911,1256166.0
2024-01-10,403.2377,404.8879,402.819,404.6835,1170618.0
2024-01-11,405.5808,405.8002,400.456,404.7632,1110526.0
2024-01-12,407.535,408.3526,404.3046,407.7145,849170.0
2024-01-13,407.535,408.3526,404.3046,407.7145,849170.0
2024-01-14,407.535,408.3526,404.3046,407.7145,849170.0
2024-01-15,407.535,408.3526,404.3046,407.7145,849170.0
2024-01-16,406.2787,409.3995,404.8031,405.4512,1464745.0
2024-01-17,403.2776,406.1292,402.7292,405.5509,1369062.0
2024-01-18,405.86,407.1761,402.5498,406.6477,1232218.0
2024-01-19,405.9198,406.7972,403.0682,406.179,2265923.0
2024-01-20,405.9198,406.7972,403.0682,406.179,2265923.0
2024-01-21,405.9198,406.7972,403.0682,406.179,2265923.0
2024-01-22,400.6953,406.1192,400.2266,405.2717,2105464.0
2024-01-23,404.0952,406.9767,400.9794,406.6875,1293867.0
2024-01-24,405.87,407.1861,399.8179,400.097,1594769.0
2024-01-25,399.5387,402.4102,399.2196,402.2806,1550902.0
2024-01-26,403.2178,404.1251,400.4859,402.8489,1146625.0
2024-01-27,403.2178,404.1251,400.4859,402.8489,1146625.0
2024-01-28,403.2178,404.1251,400.4859,402.8489,1146625.0
2024-01-29,403.5867,404.6773,401.0739,404.4143,1400491.0
2024-01-30,404.853,409.3297,404.2049,406.6477,1647680.0
2024-01-31,408.2529,409.3995,402.1436,403.6366,1782044.0
2024-02-01,407.0664,408.7913,404.1151,407.4453,1893642.0
2024-02-02,405.8201,407.7245,403.0456,405.8899,2218561.0
2024-02-03,405.8201,407.7245,403.0456,405.8899,2218561.0
2024-02-04,405.8201,407.7245,403.0456,405.8899,2218561.0
2024-02-05,395.6701,400.795,394.9024,399.4489,3487750.0
2024-02-06,413.6669,419.7589,410.1473,414.3349,3227232.0
2024-02-07,417.8346,422.722,414.0757,415.6012,1985623.0
2024-02-08,418.0639,418.0639,412.1414,412.7795,1488904.0
2024-02-09,412.5901,418.6023,411.0746,418.1835,1351477.0
2024-02-10,412.5901,418.6023,411.0746,418.1835,1351477.0
2024-02-11,412.5901,418.6023,411.0746,418.1835,1351477.0
2024-02-12,419.1208,419.7439,416.8904,418.373,1272070.0
2024-02-13,417.685,418.4727,413.0009,415.0229,1313516.0
2024-02-14,417.6352,419.6093,415.3918,417.1666,1345168.0
2024-02-15,419.0111,427.9746,418.4528,427.4262,1721804.0
2024-02-16,430.9957,433.4883,429.3804,430.3576,1460792.0
2024-02-17,430.9957,433.4883,429.3804,430.3576,1460792.0
2024-02-18,430.9957,433.4883,429.3804,430.3576,1460792.0
2024-02-19,430.9957,433.4883,429.3804,430.3576,1460792.0
2024-02-20,434.3059,438.1046,432.91,434.6748,1869207.0
2024-02-21,436.4695,438.4536,433.3487,438.1645,1230916.0
2024-02-22,440.4677,446.5098,437.4366,445.7122,1386858.0
2024-02-23,446.9784,447.2127,443.9972,446.2406,1164860.0
2024-02-24,446.9784,447.2127,443.9972,446.2406,1164860.0
2024-02-25,446.9784,447.2127,443.9972,446.2406,1164860.0
2024-02-26,446.2406,446.7291,443.1996,443.6283,1285980.0
2024-02-27,442.2524,443.6383,440.5574,443.4887,1086269.0
2024-02-28,442.8008,450.3983,442.2125,449.8699,1562559.0
2024-02-29,451.3156,451.7742,443.7878,447.4969,3684235.0
2024-03-01,446.6793,449.6405,445.6822,447.8857,1656087.0
2024-03-02,446.6793,449.6405,445.6822,447.8857,1656087.0
2024-03-03,446.6793,449.6405,445.6822,447.8857,1656087.0
2024-03-04,447.8857,455.3138,447.4022,454.2569,2291760.0
2024-03-05,455.0246,461.675,455.0246,459.6011,4102913.0
2024-03-06,457.6269,463.7389,457.6269,462.2433,2599858.0
2024-03-07,463.6292,466.391,460.2691,463.9183,2514029.0
2024-03-08,464.9154,464.9154,460.6181,461.1864,2469190.0
2024-03-09,464.9154,464.9154,460.6181,461.1864,2469190.0
2024-03-10,464.9154,464.9154,460.6181,461.1864,2469190.0
2024-03-11,472.5827,472.5827,465.374,468.096,4251545.0
2024-03-12,466.0121,471.815,465.5136,470.0801,3259369.0
2024-03-13,469.96,477.71,469.96,474.89,3239963.0
2024-03-14,475.93,477.0,473.09,473.94,3551334.0
2024-03-15,472.61,473.84,466.38,468.23,33347624.0
2024-03-16,472.61,473.84,466.38,468.23,33347624.0
2024-03-17,472.61,473.84,466.38,468.23,33347624.0
2024-03-18,468.64,475.98,465.56,466.11,3026421.0
2024-03-19,467.0,468.23,464.855,466.73,1883132.0
2024-03-20,466.29,468.28,464.13,466.79,2146444.0
2024-03-21,464.65,468.62,463.34,466.3,2723870.0
2024-03-22,464.36,469.21,462.49,468.24,1687410.0
2024-03-23,464.36,469.21,462.49,468.24,1687410.0
2024-03-24,464.36,469.21,462.49,468.24,1687410.0
2024-03-25,467.21,468.265,464.45,466.9,1391048.0
2024-03-26,464.94,468.34,464.94,467.55,1265325.0
2024-03-27,462.97,467.23,460.95,466.23,1590766.0
2024-03-28,463.63,465.91,462.61,464.32,1784986.0
2024-03-29,463.63,465.91,462.61,464.32,1784986.0
2024-03-30,463.63,465.91,462.61,464.32,1784986.0
2024-03-31,463.63,465.91,462.61,464.32,1784986.0
2024-04-01,465.94,466.55,461.81,463.4,1027333.0
2024-04-02,462.37,464.2227,460.835,461.34,1451115.0
2024-04-03,460.82,464.34,460.175,462.47,1449208.0
2024-04-04,463.32,466.94,455.97,457.26,2258546.0
2024-04-05,457.52,465.79,456.57,464.7,1575880.0
2024-04-06,457.52,465.79,456.57,464.7,1575880.0
2024-04-07,457.52,465.79,456.57,464.7,1575880.0
2024-04-08,462.87,463.09,459.49,461.67,1744339.0
2024-04-09,460.67,461.82,453.65,457.94,1472256.0
2024-04-10,453.43,453.83,449.34,450.49,1838189.0
2024-04-11,451.58,455.97,448.28,453.0,1681767.0
2024-04-12,450.21,451.63,444.155,447.41,1976740.0
2024-04-13,450.21,451.63,444.155,447.41,1976740.0
2024-04-14,450.21,451.63,444.155,447.41,1976740.0
2024-04-15,449.92,453.91,443.825,444.75,1712064.0
2024-04-16,446.74,446.86,442.86,445.78,1577300.0
2024-04-17,445.58,449.11,443.98,446.79,1216831.0
2024-04-18,450.97,451.19,445.52,446.43,1070337.0
2024-04-19,451.97,451.97,444.09,446.3,1831208.0
2024-04-20,451.97,451.97,444.09,446.3,1831208.0
2024-04-21,451.97,451.97,444.09,446.3,1831208.0
2024-04-22,443.38,448.98,441.73,446.97,1346060.0
2024-04-23,446.57,448.1018,444.09,445.06,1509928.0
2024-04-24,437.21,444.61,433.38,444.32,1969118.0
2024-04-25,442.52,445.25,439.1,443.83,1442677.0
2024-04-26,439.46,445.69,439.46,443.18,1583773.0
2024-04-27,439.46,445.69,439.46,443.18,1583773.0
2024-04-28,439.46,445.69,439.46,443.18,1583773.0
2024-04-29,445.77,448.13,442.28,445.07,1260302.0
2024-04-30,443.65,444.71,440.245,440.96,2172777.0
2024-05-01,442.79,449.4,441.98,442.62,1824287.0
2024-05-02,425.82,425.82,413.61,419.62,5267333.0
2024-05-03,418.08,425.77,418.08,423.6,2657419.0
2024-05-04,418.08,425.77,418.08,423.6,2657419.0
2024-05-05,418.08,425.77,418.08,423.6,2657419.0
2024-05-06,426.98,428.58,423.45,426.62,1533533.0
2024-05-07,429.71,437.94,427.45,430.0,1556578.0
2024-05-08,430.01,430.87,426.93,427.71,1344802.0
2024-05-09,429.79,430.94,428.28,429.86,1740116.0
2024-05-10,430.5,434.83,430.47,434.39,1234538.0
2024-05-11,430.5,434.83,430.47,434.39,1234538.0
2024-05-12,430.5,434.83,430.47,434.39,1234538.0
2024-05-13,435.07,437.16,433.71,434.78,1269769.0
2024-05-14,434.5,435.42,430.13,432.11,1288097.0
2024-05-15,434.28,435.36,429.53,430.82,1745201.0
2024-05-16,431.73,432.63,427.85,429.69,1839684.0
2024-05-17,430.31,433.47,429.795,432.52,1150669.0
2024-05-18,430.31,433.47,429.795,432.52,1150669.0
2024-05-19,430.31,433.47,429.795,432.52,1150669.0
2024-05-20,432.73,432.9834,431.03,432.61,1499200.0
2024-05-21,431.48,437.17,431.48,435.04,1228279.0
2024-05-22,435.19,436.7914,432.3,434.79,1655022.0
2024-05-23,435.94,436.9584,431.68,432.3,1674851.0
2024-05-24,433.28,437.515,432.97,435.57,1157621.0
