,DISH US Equity,DISH US Equity,DISH US Equity,DISH US Equity,DISH US Equity
2021-04-22,41.24,42.56,41.0,41.96,8888795.0
2021-04-23,42.3199,42.915,41.375,42.48,4436054.0
2021-04-24,42.3199,42.915,41.375,42.48,4436054.0
2021-04-25,42.3199,42.915,41.375,42.48,4436054.0
2021-04-26,42.5,43.23,42.26,43.08,2626517.0
2021-04-27,43.0,43.45,42.26,42.46,4711634.0
2021-04-28,42.73,42.73,41.48,41.59,3899641.0
2021-04-29,42.61,45.17,41.74,45.05,10228113.0
2021-04-30,44.88,45.86,44.34,44.79,5518863.0
2021-05-01,44.88,45.86,44.34,44.79,5518863.0
2021-05-02,44.88,45.86,44.34,44.79,5518863.0
2021-05-03,45.37,45.48,44.37,44.45,2474968.0
2021-05-04,44.002,46.15,43.87,45.97,4511600.0
2021-05-05,46.29,46.47,45.19,45.82,4483399.0
2021-05-06,46.15,46.48,45.21,45.93,2963214.0
2021-05-07,46.08,46.94,45.89,46.53,3013723.0
2021-05-08,46.08,46.94,45.89,46.53,3013723.0
2021-05-09,46.08,46.94,45.89,46.53,3013723.0
2021-05-10,46.79,47.05,46.24,46.46,2626285.0
2021-05-11,45.7965,46.56,45.27,46.23,2393923.0
2021-05-12,46.27,46.27,44.31,44.46,3068527.0
2021-05-13,44.91,45.54,44.4,44.62,3155318.0
2021-05-14,45.01,45.955,44.74,45.82,1845854.0
2021-05-15,45.01,45.955,44.74,45.82,1845854.0
2021-05-16,45.01,45.955,44.74,45.82,1845854.0
2021-05-17,46.02,46.09,44.74,45.2,2580596.0
2021-05-18,45.14,45.4618,44.32,44.35,2300170.0
2021-05-19,44.05,44.075,42.695,43.15,3000503.0
2021-05-20,43.03,44.2799,42.85,44.05,3943929.0
2021-05-21,44.76,45.0299,44.0,44.05,2457064.0
2021-05-22,44.76,45.0299,44.0,44.05,2457064.0
2021-05-23,44.76,45.0299,44.0,44.05,2457064.0
2021-05-24,44.15,44.62,44.0,44.42,1912036.0
2021-05-25,44.44,44.71,43.27,43.35,2008934.0
2021-05-26,43.43,44.03,43.25,43.99,1744414.0
2021-05-27,44.03,44.98,43.99,44.54,4363499.0
2021-05-28,44.835,44.85,43.47,43.52,3353115.0
2021-05-29,44.835,44.85,43.47,43.52,3353115.0
2021-05-30,44.835,44.85,43.47,43.52,3353115.0
2021-05-31,44.835,44.85,43.47,43.52,3353115.0
2021-06-01,43.76,44.63,43.65,43.86,1863478.0
2021-06-02,44.04,46.29,43.89,45.48,5113877.0
2021-06-03,44.91,45.09,44.18,44.89,2310319.0
2021-06-04,45.07,45.46,44.85,45.11,1816158.0
2021-06-05,45.07,45.46,44.85,45.11,1816158.0
2021-06-06,45.07,45.46,44.85,45.11,1816158.0
2021-06-07,45.31,45.97,44.915,45.03,2544102.0
2021-06-08,45.01,45.23,43.235,43.58,4059908.0
2021-06-09,42.4235,42.51,40.42,40.44,8580383.0
2021-06-10,40.68,40.88,39.97,40.06,3045479.0
2021-06-11,40.18,40.51,39.84,40.07,1745363.0
2021-06-12,40.18,40.51,39.84,40.07,1745363.0
2021-06-13,40.18,40.51,39.84,40.07,1745363.0
2021-06-14,40.05,40.25,39.56,40.03,2148125.0
2021-06-15,39.93,40.31,39.59,40.16,2100716.0
2021-06-16,40.87,42.14,40.73,41.23,4428106.0
2021-06-17,41.09,41.81,40.6872,41.16,2318396.0
2021-06-18,40.58,40.79,39.99,40.04,2829613.0
2021-06-19,40.58,40.79,39.99,40.04,2829613.0
2021-06-20,40.58,40.79,39.99,40.04,2829613.0
2021-06-21,40.42,41.21,40.26,40.98,2122887.0
2021-06-22,41.04,41.05,40.47,40.76,1640935.0
2021-06-23,40.91,41.06,40.38,40.45,1479749.0
2021-06-24,40.74,41.3,40.49,41.19,1675828.0
2021-06-25,41.1,42.92,41.01,42.41,2939038.0
2021-06-26,41.1,42.92,41.01,42.41,2939038.0
2021-06-27,41.1,42.92,41.01,42.41,2939038.0
2021-06-28,42.38,42.38,41.33,41.75,2001608.0
2021-06-29,41.75,42.36,41.61,41.73,2824455.0
2021-06-30,41.76,41.94,41.23,41.8,1811165.0
2021-07-01,42.072,42.81,41.96,42.44,2455419.0
2021-07-02,42.33,42.685,42.08,42.58,1050334.0
2021-07-03,42.33,42.685,42.08,42.58,1050334.0
2021-07-04,42.33,42.685,42.08,42.58,1050334.0
2021-07-05,42.33,42.685,42.08,42.58,1050334.0
2021-07-06,42.47,42.47,41.09,41.73,2452242.0
2021-07-07,41.64,41.82,40.87,40.91,1709533.0
2021-07-08,40.62,41.16,39.95,40.45,2145827.0
2021-07-09,41.0,41.81,40.7,41.5,4014048.0
2021-07-10,41.0,41.81,40.7,41.5,4014048.0
2021-07-11,41.0,41.81,40.7,41.5,4014048.0
2021-07-12,41.39,41.56,41.0,41.3,1705947.0
2021-07-13,41.37,41.48,40.17,40.25,1760182.0
2021-07-14,40.45,40.77,40.16,40.39,1566900.0
2021-07-15,40.13,40.45,39.6,39.91,1554147.0
2021-07-16,40.05,40.37,39.28,39.45,1452144.0
2021-07-17,40.05,40.37,39.28,39.45,1452144.0
2021-07-18,40.05,40.37,39.28,39.45,1452144.0
2021-07-19,38.99,39.74,38.71,39.04,2879457.0
2021-07-20,39.1,41.52,39.04,40.87,3417782.0
2021-07-21,41.06,42.1801,40.9,41.83,2525808.0
2021-07-22,41.49,42.13,41.16,41.92,2086406.0
2021-07-23,42.07,42.15,41.36,41.68,1086615.0
2021-07-24,42.07,42.15,41.36,41.68,1086615.0
2021-07-25,42.07,42.15,41.36,41.68,1086615.0
2021-07-26,41.94,43.41,41.9,42.7,2362818.0
2021-07-27,42.47,42.895,42.19,42.87,2034894.0
2021-07-28,42.87,43.25,42.14,42.39,2341604.0
2021-07-29,42.47,43.18,42.18,42.21,1155878.0
2021-07-30,42.15,42.51,41.79,41.89,1832111.0
2021-07-31,42.15,42.51,41.79,41.89,1832111.0
2021-08-01,42.15,42.51,41.79,41.89,1832111.0
2021-08-02,41.99,42.635,41.36,41.69,1485313.0
2021-08-03,42.02,42.1,40.77,42.0,1208775.0
2021-08-04,41.72,41.76,41.14,41.51,1384906.0
2021-08-05,41.7,41.97,41.47,41.84,1171793.0
2021-08-06,42.16,42.37,41.815,41.97,1602232.0
2021-08-07,42.16,42.37,41.815,41.97,1602232.0
2021-08-08,42.16,42.37,41.815,41.97,1602232.0
2021-08-09,41.795,42.84,41.26,42.25,2011222.0
2021-08-10,42.52,43.86,42.37,43.15,3267721.0
2021-08-11,43.25,43.635,42.85,43.58,1431658.0
2021-08-12,43.58,43.67,42.71,43.11,1305611.0
2021-08-13,43.2,43.205,42.53,42.74,1137261.0
2021-08-14,43.2,43.205,42.53,42.74,1137261.0
2021-08-15,43.2,43.205,42.53,42.74,1137261.0
2021-08-16,42.34,43.19,41.96,43.13,1484244.0
2021-08-17,42.87,43.89,42.4,43.12,1793587.0
2021-08-18,43.01,43.62,42.53,42.7,1019579.0
2021-08-19,42.21,42.79,41.69,42.02,1417713.0
2021-08-20,41.87,43.01,41.52,42.88,1250120.0
2021-08-21,41.87,43.01,41.52,42.88,1250120.0
2021-08-22,41.87,43.01,41.52,42.88,1250120.0
2021-08-23,43.25,43.43,42.95,43.19,860497.0
2021-08-24,43.2,43.51,42.97,43.21,2848158.0
2021-08-25,43.32,44.07,43.14,43.7,1034476.0
2021-08-26,43.59,43.66,42.75,42.85,1737085.0
2021-08-27,42.85,43.45,42.79,43.15,835926.0
2021-08-28,42.85,43.45,42.79,43.15,835926.0
2021-08-29,42.85,43.45,42.79,43.15,835926.0
2021-08-30,43.23,43.472,42.64,43.3,1155437.0
2021-08-31,43.26,43.96,43.21,43.59,1445598.0
2021-09-01,43.68,44.4,43.42,44.32,1666624.0
2021-09-02,44.61,45.75,44.56,45.57,2204811.0
2021-09-03,45.55,45.57,44.85,45.43,1277958.0
2021-09-04,45.55,45.57,44.85,45.43,1277958.0
2021-09-05,45.55,45.57,44.85,45.43,1277958.0
2021-09-06,45.55,45.57,44.85,45.43,1277958.0
2021-09-07,45.49,45.74,44.99,45.4,1927206.0
2021-09-08,45.56,46.27,44.99,45.3,1949425.0
2021-09-09,45.13,45.16,43.87,43.89,2548918.0
2021-09-10,44.0,44.24,42.69,42.75,2354464.0
2021-09-11,44.0,44.24,42.69,42.75,2354464.0
2021-09-12,44.0,44.24,42.69,42.75,2354464.0
2021-09-13,43.3,44.36,43.15,44.26,1679553.0
2021-09-14,44.34,44.5,41.945,42.0,3186275.0
2021-09-15,42.0,43.24,41.81,42.99,1860957.0
2021-09-16,42.86,43.115,42.35,42.74,1142030.0
2021-09-17,42.7,43.13,42.32,42.48,3304922.0
2021-09-18,42.7,43.13,42.32,42.48,3304922.0
2021-09-19,42.7,43.13,42.32,42.48,3304922.0
2021-09-20,41.71,42.48,41.5,42.03,1525383.0
2021-09-21,42.45,42.54,41.46,41.46,2242980.0
2021-09-22,42.05,42.96,41.795,42.35,1277586.0
2021-09-23,42.48,43.475,42.265,42.86,1518413.0
2021-09-24,42.83,43.425,42.5,43.31,1364748.0
2021-09-25,42.83,43.425,42.5,43.31,1364748.0
2021-09-26,42.83,43.425,42.5,43.31,1364748.0
2021-09-27,43.57,45.06,43.5,44.74,2732608.0
2021-09-28,44.57,45.12,43.73,43.79,2319640.0
2021-09-29,43.93,44.43,43.54,44.14,1001316.0
2021-09-30,44.43,44.44,43.41,43.46,1663554.0
2021-10-01,44.18,45.525,43.94,45.16,2277754.0
2021-10-02,44.18,45.525,43.94,45.16,2277754.0
2021-10-03,44.18,45.525,43.94,45.16,2277754.0
2021-10-04,45.13,46.3099,44.9,45.43,2481127.0
2021-10-05,45.39,45.52,44.98,45.17,1696442.0
2021-10-06,44.64,44.775,44.05,44.69,1362604.0
2021-10-07,45.03,45.81,44.91,45.32,1714033.0
2021-10-08,45.39,45.4,44.15,44.51,1215177.0
2021-10-09,45.39,45.4,44.15,44.51,1215177.0
2021-10-10,45.39,45.4,44.15,44.51,1215177.0
2021-10-11,44.43,44.8,43.23,43.24,1421462.0
2021-10-12,43.0,43.72,42.79,42.87,1432288.0
2021-10-13,42.87,43.1,42.21,42.32,1836230.0
2021-10-14,42.7,43.725,42.585,43.52,1764445.0
2021-10-15,43.92,43.97,43.11,43.28,1024036.0
2021-10-16,43.92,43.97,43.11,43.28,1024036.0
2021-10-17,43.92,43.97,43.11,43.28,1024036.0
2021-10-18,42.97,43.68,42.785,43.38,1519647.0
2021-10-19,43.66,44.38,43.52,44.19,1157554.0
2021-10-20,44.01,44.97,43.89,44.48,1153874.0
2021-10-21,44.42,44.69,43.63,43.88,899470.0
2021-10-22,43.79,43.79,42.845,43.32,2447798.0
2021-10-23,43.79,43.79,42.845,43.32,2447798.0
2021-10-24,43.79,43.79,42.845,43.32,2447798.0
2021-10-25,43.49,43.79,43.17,43.59,1232492.0
2021-10-26,43.395,43.9,43.0,43.03,2038042.0
2021-10-27,42.9,42.9,41.34,41.42,2168943.0
2021-10-28,41.49,41.87,41.005,41.21,1389716.0
2021-10-29,40.94,41.51,40.55,41.07,1536682.0
2021-10-30,40.94,41.51,40.55,41.07,1536682.0
2021-10-31,40.94,41.51,40.55,41.07,1536682.0
2021-11-01,41.32,42.46,41.2862,42.34,2023344.0
2021-11-02,42.34,42.89,41.995,42.87,1692292.0
2021-11-03,42.43,43.31,42.43,43.09,2916156.0
2021-11-04,42.62,42.79,36.32,37.08,11719839.0
2021-11-05,37.52,38.7,37.31,37.86,4078756.0
2021-11-06,37.52,38.7,37.31,37.86,4078756.0
2021-11-07,37.52,38.7,37.31,37.86,4078756.0
2021-11-08,37.93,38.29,37.32,37.76,2672283.0
2021-11-09,37.65,37.67,36.49,36.86,2996337.0
2021-11-10,37.0,37.768,36.315,36.48,3797419.0
2021-11-11,36.33,36.65,35.66,36.29,3293692.0
2021-11-12,36.39,36.63,36.07,36.54,1278918.0
2021-11-13,36.39,36.63,36.07,36.54,1278918.0
2021-11-14,36.39,36.63,36.07,36.54,1278918.0
2021-11-15,37.14,37.21,36.0,36.19,1941111.0
2021-11-16,36.19,36.46,35.69,35.76,3022146.0
2021-11-17,35.69,35.94,35.15,35.46,1807851.0
2021-11-18,35.52,35.56,34.22,34.31,2945755.0
2021-11-19,34.24,34.34,33.34,33.58,2884021.0
2021-11-20,34.24,34.34,33.34,33.58,2884021.0
2021-11-21,34.24,34.34,33.34,33.58,2884021.0
2021-11-22,33.73,34.39,33.15,33.58,4349468.0
2021-11-23,33.815,34.12,33.08,33.13,2058342.0
2021-11-24,33.06,34.06,32.8,33.75,2365263.0
2021-11-25,33.06,34.06,32.8,33.75,2365263.0
2021-11-26,33.01,33.55,32.56,33.34,1086341.0
2021-11-27,33.01,33.55,32.56,33.34,1086341.0
2021-11-28,33.01,33.55,32.56,33.34,1086341.0
2021-11-29,33.54,33.82,32.82,33.13,2080783.0
2021-11-30,32.75,32.85,30.84,31.25,5401999.0
2021-12-01,31.9,32.52,30.51,30.55,5464640.0
2021-12-02,30.63,31.76,30.62,31.19,5095880.0
2021-12-03,31.21,31.28,30.0,31.23,4329219.0
2021-12-04,31.21,31.28,30.0,31.23,4329219.0
2021-12-05,31.21,31.28,30.0,31.23,4329219.0
2021-12-06,31.79,32.57,31.6401,32.23,2711239.0
2021-12-07,32.45,32.92,32.05,32.13,2164874.0
2021-12-08,32.25,32.74,31.99,32.29,2854774.0
2021-12-09,31.97,32.26,31.87,32.16,2098046.0
2021-12-10,32.51,32.81,31.98,32.13,2369295.0
2021-12-11,32.51,32.81,31.98,32.13,2369295.0
2021-12-12,32.51,32.81,31.98,32.13,2369295.0
2021-12-13,32.09,32.76,31.89,32.45,2181731.0
2021-12-14,32.25,33.2699,32.15,32.22,2716561.0
2021-12-15,32.04,32.38,31.72,32.2,2241169.0
2021-12-16,32.47,33.059,32.23,32.3,1839704.0
2021-12-17,32.35,33.6,31.85,33.25,6477171.0
2021-12-18,32.35,33.6,31.85,33.25,6477171.0
2021-12-19,32.35,33.6,31.85,33.25,6477171.0
2021-12-20,32.95,32.95,31.21,31.35,3362406.0
2021-12-21,31.82,32.39,31.805,32.04,2195249.0
2021-12-22,31.92,32.3,31.53,32.27,3013817.0
2021-12-23,32.32,33.1102,32.32,32.87,1592955.0
2021-12-24,32.32,33.1102,32.32,32.87,1592955.0
2021-12-25,32.32,33.1102,32.32,32.87,1592955.0
2021-12-26,32.32,33.1102,32.32,32.87,1592955.0
2021-12-27,32.79,33.21,32.44,32.88,986287.0
2021-12-28,32.9,33.385,32.79,32.85,1062234.0
2021-12-29,32.85,32.9,32.35,32.46,1259136.0
2021-12-30,32.47,33.42,32.47,32.85,1499656.0
2021-12-31,32.82,33.14,32.43,32.44,1357464.0
2022-01-01,32.82,33.14,32.43,32.44,1357464.0
2022-01-02,32.82,33.14,32.43,32.44,1357464.0
2022-01-03,32.55,33.46,32.55,33.29,2041817.0
2022-01-04,33.5,34.1,33.13,33.76,3203909.0
2022-01-05,33.91,34.2,32.965,33.02,3199768.0
2022-01-06,33.4,33.49,32.53,32.96,2505566.0
2022-01-07,33.2,34.41,33.11,34.38,2264506.0
2022-01-08,33.2,34.41,33.11,34.38,2264506.0
2022-01-09,33.2,34.41,33.11,34.38,2264506.0
2022-01-10,34.48,34.8,33.31,33.95,2670274.0
2022-01-11,34.15,35.425,33.86,35.38,5003255.0
2022-01-12,35.825,37.2799,35.8,36.37,9235493.0
2022-01-13,36.15,36.72,34.885,36.3,3758107.0
2022-01-14,35.98,36.51,35.68,36.19,3550499.0
2022-01-15,35.98,36.51,35.68,36.19,3550499.0
2022-01-16,35.98,36.51,35.68,36.19,3550499.0
2022-01-17,35.98,36.51,35.68,36.19,3550499.0
2022-01-18,35.95,36.28,35.53,35.95,2668752.0
2022-01-19,36.02,36.14,34.0,34.05,2537428.0
2022-01-20,33.95,34.54,33.18,33.24,2259530.0
2022-01-21,33.02,33.11,31.72,31.76,3391500.0
2022-01-22,33.02,33.11,31.72,31.76,3391500.0
2022-01-23,33.02,33.11,31.72,31.76,3391500.0
2022-01-24,31.49,31.54,28.98,30.83,6184267.0
2022-01-25,30.43,31.4,29.91,31.1,3248670.0
2022-01-26,31.25,31.9,30.39,30.67,2348555.0
2022-01-27,30.78,31.88,30.18,30.27,2037082.0
2022-01-28,30.085,31.01,29.74,30.99,2871271.0
2022-01-29,30.085,31.01,29.74,30.99,2871271.0
2022-01-30,30.085,31.01,29.74,30.99,2871271.0
2022-01-31,30.83,31.49,30.315,31.4,2189319.0
2022-02-01,31.32,31.95,30.88,31.73,2143291.0
2022-02-02,31.8,31.85,31.11,31.24,3077668.0
2022-02-03,31.04,31.47,30.77,30.83,2795866.0
2022-02-04,30.61,31.08,30.315,30.65,3643894.0
2022-02-05,30.61,31.08,30.315,30.65,3643894.0
2022-02-06,30.61,31.08,30.315,30.65,3643894.0
2022-02-07,31.04,31.04,30.09,30.37,2270157.0
2022-02-08,30.62,31.07,30.4116,30.73,2251115.0
2022-02-09,30.97,32.31,30.92,32.18,2169672.0
2022-02-10,31.97,32.91,31.75,31.93,1913867.0
2022-02-11,31.6,32.52,31.16,31.28,1702517.0
2022-02-12,31.6,32.52,31.16,31.28,1702517.0
2022-02-13,31.6,32.52,31.16,31.28,1702517.0
2022-02-14,31.36,31.69,30.765,30.97,1742339.0
2022-02-15,31.28,32.145,31.19,31.89,1701922.0
2022-02-16,31.62,31.6744,31.015,31.59,1651576.0
2022-02-17,31.21,31.315,29.595,29.88,2392510.0
2022-02-18,29.92,29.93,28.84,28.96,3157889.0
2022-02-19,29.92,29.93,28.84,28.96,3157889.0
2022-02-20,29.92,29.93,28.84,28.96,3157889.0
2022-02-21,29.92,29.93,28.84,28.96,3157889.0
2022-02-22,28.94,29.34,28.28,28.54,3243658.0
2022-02-23,28.84,29.18,27.475,27.57,2805418.0
2022-02-24,26.5,29.81,25.84,29.46,8673736.0
2022-02-25,30.59,32.92,30.59,32.8,7168502.0
2022-02-26,30.59,32.92,30.59,32.8,7168502.0
2022-02-27,30.59,32.92,30.59,32.8,7168502.0
2022-02-28,31.62,33.23,31.62,31.96,4141349.0
2022-03-01,31.63,32.16,30.87,31.25,2766850.0
2022-03-02,31.33,32.16,30.83,30.98,2546500.0
2022-03-03,31.15,31.65,30.76,30.98,2245752.0
2022-03-04,30.5,30.77,29.85,30.16,2680042.0
2022-03-05,30.5,30.77,29.85,30.16,2680042.0
2022-03-06,30.5,30.77,29.85,30.16,2680042.0
2022-03-07,30.03,30.3858,29.39,29.47,2201245.0
2022-03-08,30.31,31.76,30.1095,30.98,4217667.0
2022-03-09,31.58,32.03,30.89,30.94,2842283.0
2022-03-10,30.48,30.9013,29.93,30.51,1592981.0
2022-03-11,30.78,31.05,30.0,30.05,1600895.0
2022-03-12,30.78,31.05,30.0,30.05,1600895.0
2022-03-13,30.78,31.05,30.0,30.05,1600895.0
2022-03-14,30.22,30.6,29.27,29.45,1681470.0
2022-03-15,29.6,30.1,29.08,29.45,2351302.0
2022-03-16,29.71,30.88,29.66,30.78,2140185.0
2022-03-17,30.48,31.45,30.22,31.44,1768663.0
2022-03-18,31.16,31.72,30.94,31.65,2961840.0
2022-03-19,31.16,31.72,30.94,31.65,2961840.0
2022-03-20,31.16,31.72,30.94,31.65,2961840.0
2022-03-21,31.77,32.11,30.91,31.25,2035703.0
2022-03-22,31.3,31.94,31.29,31.61,1321193.0
2022-03-23,31.44,31.86,31.1,31.23,1143736.0
2022-03-24,31.27,31.42,30.6,30.9,1722307.0
2022-03-25,30.9,31.09,30.55,30.91,1687439.0
2022-03-26,30.9,31.09,30.55,30.91,1687439.0
2022-03-27,30.9,31.09,30.55,30.91,1687439.0
2022-03-28,30.81,31.37,30.43,31.35,1754884.0
2022-03-29,31.66,31.89,31.23,31.69,2263295.0
2022-03-30,31.65,32.27,31.48,31.88,2041593.0
2022-03-31,31.87,31.985,31.1,31.65,2499114.0
2022-04-01,32.01,32.43,31.61,32.2,2657813.0
2022-04-02,32.01,32.43,31.61,32.2,2657813.0
2022-04-03,32.01,32.43,31.61,32.2,2657813.0
2022-04-04,32.16,32.43,31.74,32.2,1065706.0
2022-04-05,32.02,32.25,31.305,31.72,1432224.0
2022-04-06,31.21,31.53,30.9,31.18,1483803.0
2022-04-07,31.23,31.45,29.96,30.39,2808702.0
2022-04-08,30.51,32.5075,30.4,32.34,2774151.0
2022-04-09,30.51,32.5075,30.4,32.34,2774151.0
2022-04-10,30.51,32.5075,30.4,32.34,2774151.0
2022-04-11,32.32,33.05,32.05,32.18,2126945.0
2022-04-12,32.24,32.76,31.68,31.78,1746426.0
2022-04-13,31.81,32.195,31.52,32.13,1494482.0
2022-04-14,32.27,33.26,32.17,33.19,2277899.0
2022-04-15,32.27,33.26,32.17,33.19,2277899.0
2022-04-16,32.27,33.26,32.17,33.19,2277899.0
2022-04-17,32.27,33.26,32.17,33.19,2277899.0
2022-04-18,33.05,33.74,32.61,32.98,2369039.0
2022-04-19,33.11,33.61,33.07,33.5,1914066.0
2022-04-20,33.4,33.56,32.54,32.95,2322662.0
2022-04-21,33.28,33.35,31.17,31.32,2175324.0
2022-04-22,31.25,31.6,30.375,30.63,2773213.0
2022-04-23,31.25,31.6,30.375,30.63,2773213.0
2022-04-24,31.25,31.6,30.375,30.63,2773213.0
2022-04-25,30.77,31.61,29.97,31.49,2977350.0
2022-04-26,31.34,31.63,30.85,31.07,2526720.0
2022-04-27,31.11,31.13,29.95,30.56,3364117.0
2022-04-28,30.82,30.92,29.47,30.52,2571177.0
2022-04-29,30.58,30.9,28.39,28.51,3601351.0
2022-04-30,30.58,30.9,28.39,28.51,3601351.0
2022-05-01,30.58,30.9,28.39,28.51,3601351.0
2022-05-02,28.35,28.71,26.82,27.73,5023880.0
2022-05-03,27.71,28.41,27.45,28.09,3247471.0
2022-05-04,28.05,29.6,27.71,29.39,3793370.0
2022-05-05,28.99,29.3,27.1,27.48,4414915.0
2022-05-06,26.18,26.6599,21.77,22.22,13288914.0
2022-05-07,26.18,26.6599,21.77,22.22,13288914.0
2022-05-08,26.18,26.6599,21.77,22.22,13288914.0
2022-05-09,21.9,22.71,20.95,21.3,11355042.0
2022-05-10,21.74,22.27,20.835,21.75,7347199.0
2022-05-11,21.43,21.81,17.29,17.46,18686840.0
2022-05-12,17.39,20.01,17.04,20.01,12897678.0
2022-05-13,20.04,21.24,19.99,20.86,6329146.0
2022-05-14,20.04,21.24,19.99,20.86,6329146.0
2022-05-15,20.04,21.24,19.99,20.86,6329146.0
2022-05-16,20.77,20.77,19.9,20.49,4667387.0
2022-05-17,21.29,21.75,20.54,21.5,6083216.0
2022-05-18,21.12,21.53,20.73,20.89,4940071.0
2022-05-19,20.6,21.06,20.37,20.51,5951046.0
2022-05-20,20.69,20.98,20.16,20.78,4562032.0
2022-05-21,20.69,20.98,20.16,20.78,4562032.0
2022-05-22,20.69,20.98,20.16,20.78,4562032.0
2022-05-23,21.2,21.22,20.37,20.66,3162919.0
2022-05-24,20.39,20.72,20.08,20.71,3028607.0
2022-05-25,20.66,21.99,20.54,21.96,4077327.0
2022-05-26,21.95,22.5,21.58,22.0,4266278.0
2022-05-27,22.16,22.63,21.91,22.3,3526331.0
2022-05-28,22.16,22.63,21.91,22.3,3526331.0
2022-05-29,22.16,22.63,21.91,22.3,3526331.0
2022-05-30,22.16,22.63,21.91,22.3,3526331.0
2022-05-31,23.33,23.49,22.23,22.83,6300938.0
2022-06-01,22.75,23.04,21.76,22.18,3102086.0
2022-06-02,22.13,22.4,21.68,22.36,2463182.0
2022-06-03,22.16,22.22,21.42,21.5,3139513.0
2022-06-04,22.16,22.22,21.42,21.5,3139513.0
2022-06-05,22.16,22.22,21.42,21.5,3139513.0
2022-06-06,21.82,21.86,21.28,21.52,2348999.0
2022-06-07,21.23,21.47,20.96,21.28,2260881.0
2022-06-08,21.17,21.57,20.71,20.8,2981894.0
2022-06-09,20.51,20.67,19.9,19.91,7475064.0
2022-06-10,19.39,20.27,19.2,20.08,5374004.0
2022-06-11,19.39,20.27,19.2,20.08,5374004.0
2022-06-12,19.39,20.27,19.2,20.08,5374004.0
2022-06-13,19.39,19.625,18.15,18.29,5889131.0
2022-06-14,18.51,18.61,17.42,17.63,4448374.0
2022-06-15,17.99,18.705,17.9,18.18,5029858.0
2022-06-16,17.66,17.74,16.435,16.73,8101790.0
2022-06-17,16.83,17.38,16.7701,17.11,8507062.0
2022-06-18,16.83,17.38,16.7701,17.11,8507062.0
2022-06-19,16.83,17.38,16.7701,17.11,8507062.0
2022-06-20,16.83,17.38,16.7701,17.11,8507062.0
2022-06-21,17.35,17.72,16.39,16.52,10761871.0
2022-06-22,16.33,17.06,16.22,16.55,3905921.0
2022-06-23,16.56,16.95,16.205,16.89,3304101.0
2022-06-24,17.08,19.0399,17.0,18.85,7704413.0
2022-06-25,17.08,19.0399,17.0,18.85,7704413.0
2022-06-26,17.08,19.0399,17.0,18.85,7704413.0
2022-06-27,18.83,19.02,18.41,18.84,4549431.0
2022-06-28,18.9,19.27,18.075,18.13,2932929.0
2022-06-29,18.05,18.08,17.415,17.92,2358214.0
2022-06-30,17.68,18.05,17.28,17.93,3417674.0
2022-07-01,17.88,18.56,17.705,18.37,3633260.0
2022-07-02,17.88,18.56,17.705,18.37,3633260.0
2022-07-03,17.88,18.56,17.705,18.37,3633260.0
2022-07-04,17.88,18.56,17.705,18.37,3633260.0
2022-07-05,18.02,18.46,17.48,18.46,3058155.0
2022-07-06,18.3,18.63,17.81,18.12,2761410.0
2022-07-07,18.19,18.32,17.85,18.06,2686033.0
2022-07-08,18.08,18.855,17.97,18.34,3298011.0
2022-07-09,18.08,18.855,17.97,18.34,3298011.0
2022-07-10,18.08,18.855,17.97,18.34,3298011.0
2022-07-11,18.04,18.23,16.995,17.07,3348955.0
2022-07-12,17.01,17.755,16.81,17.42,2673214.0
2022-07-13,17.29,17.89,16.92,17.56,2625279.0
2022-07-14,17.17,17.3001,16.92,17.14,1965729.0
2022-07-15,17.52,17.77,16.925,17.75,3101704.0
2022-07-16,17.52,17.77,16.925,17.75,3101704.0
2022-07-17,17.52,17.77,16.925,17.75,3101704.0
2022-07-18,18.04,18.22,17.68,17.76,3311086.0
2022-07-19,18.08,18.32,17.95,18.22,3310058.0
2022-07-20,18.18,19.365,18.05,19.25,3214487.0
2022-07-21,19.03,19.355,18.55,18.91,3331630.0
2022-07-22,18.86,19.27,18.355,18.7,2458854.0
2022-07-23,18.86,19.27,18.355,18.7,2458854.0
2022-07-24,18.86,19.27,18.355,18.7,2458854.0
2022-07-25,18.8,18.86,18.265,18.4,1834133.0
2022-07-26,18.23,18.29,17.93,18.02,1762596.0
2022-07-27,18.23,18.65,18.07,18.48,1652844.0
2022-07-28,18.35,18.61,17.575,18.05,2482801.0
2022-07-29,18.0,18.0,17.045,17.37,3458629.0
2022-07-30,18.0,18.0,17.045,17.37,3458629.0
2022-07-31,18.0,18.0,17.045,17.37,3458629.0
2022-08-01,17.2,17.405,16.92,17.25,3596541.0
2022-08-02,17.22,17.84,17.025,17.13,5641398.0
2022-08-03,17.27,18.54,16.535,18.22,7454572.0
2022-08-04,18.09,19.84,18.09,19.16,4412997.0
2022-08-05,18.71,19.36,18.66,19.2,2888971.0
2022-08-06,18.71,19.36,18.66,19.2,2888971.0
2022-08-07,18.71,19.36,18.66,19.2,2888971.0
2022-08-08,19.44,20.22,19.15,19.19,2683060.0
2022-08-09,19.13,19.19,18.65,18.71,2583499.0
2022-08-10,19.27,19.74,19.11,19.35,2036127.0
2022-08-11,19.64,19.97,19.16,19.37,2065542.0
2022-08-12,19.85,20.18,19.65,20.11,2392567.0
2022-08-13,19.85,20.18,19.65,20.11,2392567.0
2022-08-14,19.85,20.18,19.65,20.11,2392567.0
