,MOV US Equity,MOV US Equity,MOV US Equity,MOV US Equity,MOV US Equity
2021-03-14,21.3644,21.5845,21.0639,21.3729,74324.0
2021-03-15,21.339,21.8215,20.8735,21.6945,58614.0
2021-03-16,21.4491,21.6607,20.5688,21.1782,111396.0
2021-03-17,21.119,21.4364,20.6788,20.7973,230174.0
2021-03-18,20.8312,21.6014,20.3072,20.8227,98687.0
2021-03-19,20.7973,21.5506,20.0947,20.4672,240090.0
2021-03-20,20.7973,21.5506,20.0947,20.4672,240090.0
2021-03-21,20.7973,21.5506,20.0947,20.4672,240090.0
2021-03-22,20.4418,20.7465,19.6885,19.8239,87255.0
2021-03-23,19.6207,19.7477,18.7997,18.8335,85652.0
2021-03-24,18.9097,19.3245,18.1733,18.1902,112526.0
2021-03-25,19.4176,22.2024,18.6304,21.576,890873.0
2021-03-26,22.1347,24.1239,21.7678,23.7937,534732.0
2021-03-27,22.1347,24.1239,21.7678,23.7937,534732.0
2021-03-28,22.1347,24.1239,21.7678,23.7937,534732.0
2021-03-29,23.7937,25.2073,23.379,23.379,304634.0
2021-03-30,23.5059,24.1408,22.888,23.7345,199542.0
2021-03-31,23.8276,24.8179,23.8276,24.0815,248420.0
2021-04-01,24.1239,24.5302,22.9642,23.616,154493.0
2021-04-02,24.1239,24.5302,22.9642,23.616,154493.0
2021-04-03,24.1239,24.5302,22.9642,23.616,154493.0
2021-04-04,24.1239,24.5302,22.9642,23.616,154493.0
2021-04-05,23.9376,24.5217,23.4806,24.5048,161013.0
2021-04-06,24.3172,24.9821,24.1041,24.3002,147735.0
2021-04-07,24.3343,24.5284,23.3029,23.9592,160936.0
2021-04-08,24.0104,24.7093,23.3051,24.6241,132452.0
2021-04-09,24.6241,24.7093,24.2917,24.3769,115539.0
2021-04-10,24.6241,24.7093,24.2917,24.3769,115539.0
2021-04-11,24.6241,24.7093,24.2917,24.3769,115539.0
2021-04-12,24.3769,26.2435,24.3769,26.0049,207747.0
2021-04-13,26.235,27.3516,24.4366,26.6015,438580.0
2021-04-14,26.7549,27.6754,26.6782,26.9339,207867.0
2021-04-15,26.8146,27.0873,26.2947,26.7038,128579.0
2021-04-16,26.9851,27.1726,26.1668,26.4055,189652.0
2021-04-17,26.9851,27.1726,26.1668,26.4055,189652.0
2021-04-18,26.9851,27.1726,26.1668,26.4055,189652.0
2021-04-19,26.3288,26.431,25.2719,26.0645,225161.0
2021-04-20,25.9111,26.1455,25.1875,25.6213,124958.0
2021-04-21,25.6213,26.7549,25.6213,26.6782,130698.0
2021-04-22,26.789,27.0191,25.9367,26.0731,97206.0
2021-04-23,26.4736,26.7336,25.9537,26.4396,71807.0
2021-04-24,26.4736,26.7336,25.9537,26.4396,71807.0
2021-04-25,26.4736,26.7336,25.9537,26.4396,71807.0
2021-04-26,26.6782,26.951,26.1242,26.6867,152163.0
2021-04-27,26.8146,27.9056,26.3884,27.13,182687.0
2021-04-28,27.0703,27.5646,26.4396,27.0191,105122.0
2021-04-29,27.2578,27.343,26.1029,26.5759,94623.0
2021-04-30,26.4225,27.0106,26.0475,26.7379,131221.0
2021-05-01,26.4225,27.0106,26.0475,26.7379,131221.0
2021-05-02,26.4225,27.0106,26.0475,26.7379,131221.0
2021-05-03,27.0362,27.6754,26.6526,27.2322,264417.0
2021-05-04,27.3516,27.8885,26.6782,26.9595,134786.0
2021-05-05,27.0873,27.8486,26.4651,27.3345,95424.0
2021-05-06,27.3516,27.5817,26.2094,26.3884,72912.0
2021-05-07,26.0049,27.4283,25.5702,27.0788,138022.0
2021-05-08,26.0049,27.4283,25.5702,27.0788,138022.0
2021-05-09,26.0049,27.4283,25.5702,27.0788,138022.0
2021-05-10,26.7634,27.4586,25.8259,25.9111,156268.0
2021-05-11,25.5105,25.8344,24.5218,25.6639,134255.0
2021-05-12,25.3486,26.2691,24.9906,25.0843,290642.0
2021-05-13,25.3571,26.8146,25.2633,26.039,149744.0
2021-05-14,26.1924,27.0532,25.9622,26.6953,151138.0
2021-05-15,26.1924,27.0532,25.9622,26.6953,151138.0
2021-05-16,26.1924,27.0532,25.9622,26.6953,151138.0
2021-05-17,26.4822,27.4368,26.1796,27.3771,126811.0
2021-05-18,27.5306,27.7436,26.6697,26.7123,70758.0
2021-05-19,26.2179,26.9765,25.5574,26.1668,92823.0
2021-05-20,26.252,26.2606,25.3912,25.7577,60183.0
2021-05-21,25.7492,25.9026,25.0417,25.3656,137528.0
2021-05-22,25.7492,25.9026,25.0417,25.3656,137528.0
2021-05-23,25.7492,25.9026,25.0417,25.3656,137528.0
2021-05-24,25.6554,26.0049,25.3656,25.4764,100980.0
2021-05-25,25.4679,26.0134,24.9991,25.1184,95203.0
2021-05-26,25.3656,26.414,25.3656,25.9793,215006.0
2021-05-27,27.5561,28.1272,25.1696,25.4338,442563.0
2021-05-28,25.3486,25.4593,23.6013,23.6354,191857.0
2021-05-29,25.3486,25.4593,23.6013,23.6354,191857.0
2021-05-30,25.3486,25.4593,23.6013,23.6354,191857.0
2021-05-31,25.3486,25.4593,23.6013,23.6354,191857.0
2021-06-01,23.8825,25.3387,23.8825,25.2207,248402.0
2021-06-02,25.4849,25.6554,25.0673,25.2292,213104.0
2021-06-03,25.1014,25.5361,24.7349,25.502,182236.0
2021-06-04,25.502,25.502,24.7775,24.8201,176802.0
2021-06-05,25.502,25.502,24.7775,24.8201,176802.0
2021-06-06,25.502,25.502,24.7775,24.8201,176802.0
2021-06-07,24.7604,25.2804,24.2661,24.7434,177553.0
2021-06-08,24.9751,26.1509,24.4431,25.9449,252290.0
2021-06-09,25.9621,26.4856,25.739,26.0908,226374.0
2021-06-10,26.0908,26.4341,25.6875,25.7218,185525.0
2021-06-11,25.7218,26.7517,25.5759,26.7088,146795.0
2021-06-12,25.7218,26.7517,25.5759,26.7088,146795.0
2021-06-13,25.7218,26.7517,25.5759,26.7088,146795.0
2021-06-14,26.6401,26.8032,26.0737,26.3312,208728.0
2021-06-15,26.3312,26.5114,25.6875,26.2625,146830.0
2021-06-16,26.108,26.3483,25.5073,26.1509,139277.0
2021-06-17,26.1509,26.2539,25.6703,25.8934,164931.0
2021-06-18,25.5759,25.7132,25.2626,25.5587,268512.0
2021-06-19,25.5759,25.7132,25.2626,25.5587,268512.0
2021-06-20,25.5759,25.7132,25.2626,25.5587,268512.0
2021-06-21,25.8505,26.2367,25.533,26.0565,178271.0
2021-06-22,25.8934,26.6144,25.6102,26.52,118126.0
2021-06-23,26.4942,27.3096,26.3054,27.0607,101997.0
2021-06-24,27.3782,27.404,26.8804,27.1122,87296.0
2021-06-25,27.1122,27.6529,26.8633,27.0349,256290.0
2021-06-26,27.1122,27.6529,26.8633,27.0349,256290.0
2021-06-27,27.1122,27.6529,26.8633,27.0349,256290.0
2021-06-28,27.0693,27.3439,26.2453,26.5886,104467.0
2021-06-29,26.6916,27.2066,26.1767,26.3226,113093.0
2021-06-30,26.5028,27.1122,26.2882,27.0092,93293.0
2021-07-01,27.198,27.567,26.9148,27.3696,105348.0
2021-07-02,27.3525,27.3525,26.4856,26.6058,127860.0
2021-07-03,27.3525,27.3525,26.4856,26.6058,127860.0
2021-07-04,27.3525,27.3525,26.4856,26.6058,127860.0
2021-07-05,27.3525,27.3525,26.4856,26.6058,127860.0
2021-07-06,26.5543,26.5543,25.6789,26.1338,214980.0
2021-07-07,25.9707,26.2539,25.4472,25.5759,123528.0
2021-07-08,25.2412,25.327,24.6919,25.2326,113767.0
2021-07-09,25.4987,26.52,25.3313,26.1853,109768.0
2021-07-10,25.4987,26.52,25.3313,26.1853,109768.0
2021-07-11,25.4987,26.52,25.3313,26.1853,109768.0
2021-07-12,26.108,26.5715,25.7905,26.3827,81904.0
2021-07-13,26.1252,26.3912,25.8334,26.1681,115366.0
2021-07-14,26.3054,26.6144,25.7905,25.7905,65051.0
2021-07-15,25.6961,26.2196,25.1725,25.2927,134340.0
2021-07-16,25.3184,25.3785,24.8807,25.0524,146995.0
2021-07-17,25.3184,25.3785,24.8807,25.0524,146995.0
2021-07-18,25.3184,25.3785,24.8807,25.0524,146995.0
2021-07-19,24.4516,25.0738,23.8937,24.1169,207756.0
2021-07-20,24.1598,24.6747,23.8851,24.2628,241797.0
2021-07-21,24.5632,25.7947,24.546,25.327,99284.0
2021-07-22,25.018,25.1296,24.34,24.9322,100268.0
2021-07-23,25.1554,25.739,24.9408,25.2669,84944.0
2021-07-24,25.1554,25.739,24.9408,25.2669,84944.0
2021-07-25,25.1554,25.739,24.9408,25.2669,84944.0
2021-07-26,25.1983,26.1767,25.1983,25.842,82554.0
2021-07-27,25.5072,26.0823,25.1468,25.4987,63894.0
2021-07-28,25.5931,25.6145,24.8807,25.2068,70726.0
2021-07-29,25.4901,26.0222,25.4901,25.636,98425.0
2021-07-30,25.533,26.3827,25.4472,25.8076,81134.0
2021-07-31,25.533,26.3827,25.4472,25.8076,81134.0
2021-08-01,25.533,26.3827,25.4472,25.8076,81134.0
2021-08-02,25.9707,26.6659,25.799,25.9106,85830.0
2021-08-03,25.8505,26.7517,25.4729,26.7174,159703.0
2021-08-04,26.3569,26.8461,25.8076,25.9106,101121.0
2021-08-05,26.1423,26.8719,25.7648,26.4771,108951.0
2021-08-06,26.9148,27.7129,26.5028,26.7946,99778.0
2021-08-07,26.9148,27.7129,26.5028,26.7946,99778.0
2021-08-08,26.9148,27.7129,26.5028,26.7946,99778.0
2021-08-09,26.5286,26.5972,25.5673,26.0565,98888.0
2021-08-10,26.0994,27.4718,25.8371,27.3525,95907.0
2021-08-11,27.2667,27.8932,26.8418,27.8932,89422.0
2021-08-12,27.8932,29.1462,27.7173,28.8802,239574.0
2021-08-13,28.8973,29.1033,28.3395,28.6913,121628.0
2021-08-14,28.8973,29.1033,28.3395,28.6913,121628.0
2021-08-15,28.8973,29.1033,28.3395,28.6913,121628.0
2021-08-16,28.6055,28.8973,27.9018,28.5454,116474.0
2021-08-17,28.1592,28.1592,26.6144,26.992,116512.0
2021-08-18,26.8375,27.6529,26.4728,26.5457,100340.0
2021-08-19,26.1338,26.58,25.9707,26.3741,142415.0
2021-08-20,26.3054,27.5413,26.1853,27.464,172141.0
2021-08-21,26.3054,27.5413,26.1853,27.464,172141.0
2021-08-22,26.3054,27.5413,26.1853,27.464,172141.0
2021-08-23,27.6357,28.4081,27.4812,28.3566,191877.0
2021-08-24,28.4596,29.747,28.348,29.6955,158053.0
2021-08-25,29.644,30.0388,29.2149,29.4552,168699.0
2021-08-26,31.0902,31.7467,29.1462,31.5493,406145.0
2021-08-27,31.5407,32.7423,31.4892,32.4076,315995.0
2021-08-28,31.5407,32.7423,31.4892,32.4076,315995.0
2021-08-29,31.5407,32.7423,31.4892,32.4076,315995.0
2021-08-30,32.4247,32.6908,31.1202,31.1717,188939.0
2021-08-31,30.4679,31.4034,30.2791,31.0172,165378.0
2021-09-01,31.1374,32.1244,30.8198,31.412,101801.0
2021-09-02,31.3777,31.6094,30.1504,30.2105,158462.0
2021-09-03,30.0817,30.1976,28.6742,29.0518,203457.0
2021-09-04,30.0817,30.1976,28.6742,29.0518,203457.0
2021-09-05,30.0817,30.1976,28.6742,29.0518,203457.0
2021-09-06,30.0817,30.1976,28.6742,29.0518,203457.0
2021-09-07,28.8446,29.1381,28.2403,28.4734,223012.0
2021-09-08,28.4734,28.5165,27.4805,27.4978,174382.0
2021-09-09,27.4978,28.2403,27.3855,27.774,148791.0
2021-09-10,27.9899,28.0071,27.4546,27.515,108628.0
2021-09-11,27.9899,28.0071,27.4546,27.515,108628.0
2021-09-12,27.9899,28.0071,27.4546,27.515,108628.0
2021-09-13,27.7222,27.869,26.9625,27.7827,100430.0
2021-09-14,27.7395,27.7395,27.0488,27.5755,127078.0
2021-09-15,27.5409,28.3007,27.2733,28.2143,115410.0
2021-09-16,28.3007,28.9396,28.3007,28.5424,62189.0
2021-09-17,28.4475,29.1813,28.2014,28.5856,283255.0
2021-09-18,28.4475,29.1813,28.2014,28.5856,283255.0
2021-09-19,28.4475,29.1813,28.2014,28.5856,283255.0
2021-09-20,27.9208,28.4302,27.446,27.9381,111327.0
2021-09-21,28.2143,28.5252,27.2647,27.6186,98038.0
2021-09-22,27.9122,28.6374,27.9122,28.2921,120807.0
2021-09-23,28.3698,29.1727,28.3698,28.6892,75781.0
2021-09-24,28.3093,29.3108,28.1798,29.0518,87876.0
2021-09-25,28.3093,29.3108,28.1798,29.0518,87876.0
2021-09-26,28.3093,29.3108,28.1798,29.0518,87876.0
2021-09-27,29.0691,30.485,29.0691,30.0619,142798.0
2021-09-28,30.3468,30.4245,29.4489,29.6389,102434.0
2021-09-29,29.7511,29.9583,29.1295,29.4489,97757.0
2021-09-30,29.4489,29.6087,27.1783,27.187,181702.0
2021-10-01,27.3596,28.3568,26.9021,27.9553,97969.0
2021-10-02,27.3596,28.3568,26.9021,27.9553,97969.0
2021-10-03,27.3596,28.3568,26.9021,27.9553,97969.0
2021-10-04,27.9208,28.4431,27.9035,28.0417,74076.0
2021-10-05,28.3093,28.8014,27.964,28.5597,140729.0
2021-10-06,28.0417,28.2187,27.2647,27.351,82965.0
2021-10-07,27.6273,28.5813,27.6273,28.482,89402.0
2021-10-08,28.4043,28.577,27.8604,27.9467,47038.0
2021-10-09,28.4043,28.577,27.8604,27.9467,47038.0
2021-10-10,28.4043,28.577,27.8604,27.9467,47038.0
2021-10-11,27.9122,28.2403,27.4719,27.4805,37493.0
2021-10-12,27.6186,28.318,27.3726,28.318,59121.0
2021-10-13,28.2748,28.6288,27.8604,28.3093,121827.0
2021-10-14,28.7237,29.354,28.3611,29.164,92822.0
2021-10-15,29.9065,30.0188,29.0259,29.1036,109831.0
2021-10-16,29.9065,30.0188,29.0259,29.1036,109831.0
2021-10-17,29.9065,30.0188,29.0259,29.1036,109831.0
2021-10-18,28.8619,29.9885,28.5856,29.8288,90615.0
2021-10-19,29.8461,30.2605,29.4921,29.6389,73819.0
2021-10-20,29.5957,29.8335,29.1554,29.3453,47722.0
2021-10-21,29.2504,30.0619,29.2504,29.7598,82137.0
2021-10-22,29.613,29.7166,29.0002,29.4835,109991.0
2021-10-23,29.613,29.7166,29.0002,29.4835,109991.0
2021-10-24,29.613,29.7166,29.0002,29.4835,109991.0
2021-10-25,29.613,30.6663,29.3971,30.6231,79403.0
2021-10-26,30.6576,30.8476,29.4748,29.4921,210438.0
2021-10-27,29.2417,29.3194,28.0935,28.1453,92053.0
2021-10-28,28.3611,29.4317,28.3611,28.8705,82620.0
2021-10-29,28.8878,29.4705,28.6374,28.7496,149678.0
2021-10-30,28.8878,29.4705,28.6374,28.7496,149678.0
2021-10-31,28.8878,29.4705,28.6374,28.7496,149678.0
2021-11-01,29.1122,29.9454,28.7928,29.9065,227836.0
2021-11-02,29.8029,30.1396,29.4489,30.0015,78196.0
2021-11-03,29.9929,31.4951,29.9929,31.2274,81679.0
2021-11-04,31.4606,31.7455,30.3037,30.5886,141539.0
2021-11-05,31.0634,31.4692,30.7181,30.9512,176931.0
2021-11-06,31.0634,31.4692,30.7181,30.9512,176931.0
2021-11-07,31.0634,31.4692,30.7181,30.9512,176931.0
2021-11-08,31.2015,31.4951,30.8476,30.9857,84035.0
2021-11-09,30.9857,31.8404,30.6749,31.7109,114948.0
2021-11-10,31.4347,31.685,30.5972,31.072,186193.0
2021-11-11,31.426,33.947,31.426,33.1527,258252.0
2021-11-12,33.1441,33.1441,30.9943,31.3397,147328.0
2021-11-13,33.1441,33.1441,30.9943,31.3397,147328.0
2021-11-14,33.1441,33.1441,30.9943,31.3397,147328.0
2021-11-15,31.7109,31.7109,30.4332,30.9771,168162.0
2021-11-16,30.9512,32.203,30.5195,32.1512,115662.0
2021-11-17,31.8232,32.3239,31.6764,32.1771,167800.0
2021-11-18,32.5743,34.0079,32.5743,33.8866,151767.0
2021-11-19,33.7571,34.5985,33.4851,33.7053,191915.0
2021-11-20,33.7571,34.5985,33.4851,33.7053,191915.0
2021-11-21,33.7571,34.5985,33.4851,33.7053,191915.0
2021-11-22,34.5168,35.1557,33.9038,34.4564,277631.0
2021-11-23,34.4132,38.7851,34.3528,38.4882,633048.0
2021-11-24,38.2638,42.0107,37.245,41.1474,680205.0
2021-11-25,38.2638,42.0107,37.245,41.1474,680205.0
2021-11-26,40.2236,40.2797,37.34,39.2135,296782.0
2021-11-27,40.2236,40.2797,37.34,39.2135,296782.0
2021-11-28,40.2236,40.2797,37.34,39.2135,296782.0
2021-11-29,39.7142,40.3185,37.1808,39.9214,466010.0
2021-11-30,39.4466,40.3655,38.0911,38.7386,324444.0
2021-12-01,38.7645,39.8092,36.7451,36.822,272702.0
2021-12-02,37.2562,38.5318,36.5093,37.2388,244586.0
2021-12-03,37.5602,37.6296,35.6583,36.4225,174744.0
2021-12-04,37.5602,37.6296,35.6583,36.4225,174744.0
2021-12-05,37.5602,37.6296,35.6583,36.4225,174744.0
2021-12-06,36.8567,36.8567,35.7017,35.9275,217422.0
2021-12-07,36.4225,37.6644,36.4225,37.317,163566.0
2021-12-08,37.4994,37.4994,36.3009,36.6049,122027.0
2021-12-09,36.4312,36.9696,36.2488,36.3009,67387.0
2021-12-10,36.353,36.4833,35.3283,36.353,80091.0
2021-12-11,36.353,36.4833,35.3283,36.353,80091.0
2021-12-12,36.353,36.4833,35.3283,36.353,80091.0
2021-12-13,36.0925,36.0925,34.0343,34.069,146287.0
2021-12-14,33.9822,34.6118,33.7651,33.8345,268301.0
2021-12-15,33.739,34.1906,32.5666,34.0517,219592.0
2021-12-16,34.3469,34.6769,33.4177,33.5393,225651.0
2021-12-17,33.3743,34.8159,32.7403,33.7564,935225.0
2021-12-18,33.3743,34.8159,32.7403,33.7564,935225.0
2021-12-19,33.3743,34.8159,32.7403,33.7564,935225.0
2021-12-20,33.2527,33.7781,31.924,33.1919,160230.0
2021-12-21,33.9735,34.9548,33.7434,34.8332,133583.0
2021-12-22,34.7377,35.3109,34.5553,35.0504,94943.0
2021-12-23,35.1806,35.4108,34.538,35.1893,83557.0
2021-12-24,35.1806,35.4108,34.538,35.1893,83557.0
2021-12-25,35.1806,35.4108,34.538,35.1893,83557.0
2021-12-26,35.1806,35.4108,34.538,35.1893,83557.0
2021-12-27,35.2762,36.4051,34.7942,36.3183,90065.0
2021-12-28,36.1967,36.8741,35.6062,35.858,148541.0
2021-12-29,35.832,36.7525,35.7625,36.4833,92436.0
2021-12-30,36.4051,37.1259,36.2662,36.5788,101748.0
2021-12-31,36.4225,36.5962,35.9709,36.327,98240.0
2022-01-01,36.4225,36.5962,35.9709,36.327,98240.0
2022-01-02,36.4225,36.5962,35.9709,36.327,98240.0
2022-01-03,36.7004,38.1681,36.4659,36.7004,171269.0
2022-01-04,36.5962,37.2827,36.4659,36.6049,88130.0
2022-01-05,36.6917,37.1086,35.7581,35.832,120940.0
2022-01-06,35.9101,36.3009,34.8767,35.9449,109276.0
2022-01-07,35.6843,36.1967,35.2588,35.2762,99508.0
2022-01-08,35.6843,36.1967,35.2588,35.2762,99508.0
2022-01-09,35.6843,36.1967,35.2588,35.2762,99508.0
2022-01-10,34.9896,34.9896,33.6087,34.6075,92537.0
2022-01-11,34.7898,35.4325,33.9474,34.9548,113359.0
2022-01-12,35.224,35.5714,34.2688,34.7898,88618.0
2022-01-13,34.8332,35.2154,34.2167,34.4424,75225.0
2022-01-14,34.1906,34.2861,33.0269,33.7651,102769.0
2022-01-15,34.1906,34.2861,33.0269,33.7651,102769.0
2022-01-16,34.1906,34.2861,33.0269,33.7651,102769.0
2022-01-17,34.1906,34.2861,33.0269,33.7651,102769.0
2022-01-18,33.2266,33.5957,32.6621,32.8793,92335.0
2022-01-19,33.1224,33.6135,32.5883,32.6795,76799.0
2022-01-20,32.7924,33.409,31.1511,31.4811,171711.0
2022-01-21,31.3508,32.7056,30.8558,30.9166,156486.0
2022-01-22,31.3508,32.7056,30.8558,30.9166,156486.0
2022-01-23,31.3508,32.7056,30.8558,30.9166,156486.0
2022-01-24,30.3955,32.3842,29.97,32.2453,150957.0
2022-01-25,31.6634,32.4971,30.8992,32.419,201574.0
2022-01-26,33.0008,33.3656,31.0989,31.5419,115287.0
2022-01-27,31.6721,32.6969,30.8167,31.0989,84513.0
2022-01-28,31.3247,31.5679,30.3108,31.1511,76569.0
2022-01-29,31.3247,31.5679,30.3108,31.1511,76569.0
2022-01-30,31.3247,31.5679,30.3108,31.1511,76569.0
2022-01-31,30.8384,32.2366,30.8384,32.1932,131643.0
2022-02-01,32.3929,33.105,31.9934,32.8793,125408.0
2022-02-02,33.1485,33.2833,32.0455,32.7316,97149.0
2022-02-03,32.3148,32.5579,31.6895,32.1411,93139.0
2022-02-04,31.924,32.9314,31.6287,32.8185,157913.0
2022-02-05,31.924,32.9314,31.6287,32.8185,157913.0
2022-02-06,31.924,32.9314,31.6287,32.8185,157913.0
2022-02-07,32.5579,33.244,32.5579,32.8358,85796.0
2022-02-08,32.7142,34.0603,32.7,33.9301,79449.0
2022-02-09,34.0169,34.9983,34.0169,34.7377,108106.0
2022-02-10,33.878,34.8072,33.4177,33.5653,103261.0
2022-02-11,33.5914,33.904,32.8706,33.2874,82439.0
2022-02-12,33.5914,33.904,32.8706,33.2874,82439.0
2022-02-13,33.5914,33.904,32.8706,33.2874,82439.0
2022-02-14,33.4698,33.8866,32.9574,33.4177,91959.0
2022-02-15,33.7564,34.8419,33.7564,34.6248,89727.0
2022-02-16,34.4598,34.8419,34.0343,34.6596,71752.0
2022-02-17,34.1211,34.4077,33.2961,33.4698,69311.0
2022-02-18,33.1398,34.1544,33.1398,33.9474,63542.0
2022-02-19,33.1398,34.1544,33.1398,33.9474,63542.0
2022-02-20,33.1398,34.1544,33.1398,33.9474,63542.0
2022-02-21,33.1398,34.1544,33.1398,33.9474,63542.0
2022-02-22,33.6695,34.3817,33.3656,33.4351,86406.0
2022-02-23,33.8345,33.8693,32.2106,32.3756,140982.0
2022-02-24,31.3768,33.7043,31.2336,33.548,92231.0
2022-02-25,33.548,34.6509,33.548,34.3903,90370.0
2022-02-26,33.548,34.6509,33.548,34.3903,90370.0
2022-02-27,33.548,34.6509,33.548,34.3903,90370.0
2022-02-28,34.043,34.7464,33.9561,34.234,130897.0
2022-03-01,34.0603,34.703,32.1845,32.445,121915.0
2022-03-02,32.6969,34.5553,32.6969,34.043,122231.0
2022-03-03,34.2688,34.2688,33.0052,33.2961,75490.0
2022-03-04,32.8011,32.9661,31.6287,32.1063,120480.0
2022-03-05,32.8011,32.9661,31.6287,32.1063,120480.0
2022-03-06,32.8011,32.9661,31.6287,32.1063,120480.0
2022-03-07,32.4277,32.4277,30.6474,30.6821,97235.0
2022-03-08,31.0468,32.2887,30.5345,31.0555,142778.0
2022-03-09,32.0195,32.5753,31.9934,32.2106,136872.0
2022-03-10,31.4203,31.9848,31.0382,31.7242,112324.0
2022-03-11,31.9848,31.9848,29.7789,29.8136,104291.0
2022-03-12,31.9848,31.9848,29.7789,29.8136,104291.0
2022-03-13,31.9848,31.9848,29.7789,29.8136,104291.0
2022-03-14,29.9005,30.5518,29.1015,29.1797,366434.0
2022-03-15,29.5444,30.1263,28.867,29.3447,278226.0
2022-03-16,29.8918,30.9947,29.8658,30.3695,217612.0
2022-03-17,30.4302,30.6126,29.7674,30.4476,152125.0
2022-03-18,30.3781,31.95,29.9917,31.95,559838.0
2022-03-19,30.3781,31.95,29.9917,31.95,559838.0
2022-03-20,30.3781,31.95,29.9917,31.95,559838.0
2022-03-21,32.0369,32.4016,30.8818,31.1511,161471.0
2022-03-22,31.4376,32.2713,30.6734,31.2466,216934.0
2022-03-23,30.9166,30.96,29.7529,30.0221,197641.0
2022-03-24,33.1572,34.4685,31.3595,32.6795,483748.0
2022-03-25,32.6882,33.6348,32.1586,33.0616,181625.0
2022-03-26,32.6882,33.6348,32.1586,33.0616,181625.0
2022-03-27,32.6882,33.6348,32.1586,33.0616,181625.0
2022-03-28,33.1398,33.3743,32.3061,33.0356,200814.0
2022-03-29,33.6435,34.9722,33.5566,34.8072,297342.0
2022-03-30,34.8767,36.2575,34.564,35.6496,389879.0
2022-03-31,35.3891,35.4933,33.7303,33.9127,287534.0
2022-04-01,34.2601,34.4338,33.1572,33.5827,215249.0
2022-04-02,34.2601,34.4338,33.1572,33.5827,215249.0
2022-04-03,34.2601,34.4338,33.1572,33.5827,215249.0
2022-04-04,33.6087,34.6075,33.4264,34.399,236278.0
2022-04-05,34.3377,34.4341,32.5327,32.708,267298.0
2022-04-06,32.4714,32.708,31.3411,31.5427,247697.0
2022-04-07,31.6828,32.6467,31.4025,32.3487,296377.0
2022-04-08,32.34,33.1154,32.0246,32.6905,223913.0
2022-04-09,32.34,33.1154,32.0246,32.6905,223913.0
2022-04-10,32.34,33.1154,32.0246,32.6905,223913.0
2022-04-11,32.559,34.1274,32.3137,33.1548,242268.0
2022-04-12,33.6367,34.3013,33.0147,33.1986,238787.0
2022-04-13,33.3739,34.6969,33.3739,34.3026,306174.0
2022-04-14,34.3465,34.9773,34.215,34.6531,116679.0
2022-04-15,34.3465,34.9773,34.215,34.6531,116679.0
2022-04-16,34.3465,34.9773,34.215,34.6531,116679.0
2022-04-17,34.3465,34.9773,34.215,34.6531,116679.0
2022-04-18,34.2939,34.6794,33.8032,34.0924,189961.0
2022-04-19,34.3552,35.6695,34.3552,35.4242,188082.0
2022-04-20,35.7221,36.0812,35.2034,35.3891,173133.0
2022-04-21,35.8272,36.1426,34.2063,34.4604,187581.0
2022-04-22,34.2325,34.7286,33.0497,33.1548,204296.0
2022-04-23,34.2325,34.7286,33.0497,33.1548,204296.0
2022-04-24,34.2325,34.7286,33.0497,33.1548,204296.0
2022-04-25,32.6554,33.7594,32.524,33.6718,203466.0
2022-04-26,33.1986,33.4089,32.3006,32.4101,207599.0
2022-04-27,32.4539,33.1461,32.2348,32.708,182694.0
2022-04-28,33.2687,33.6411,32.1648,32.9183,186641.0
2022-04-29,32.6379,33.0234,31.4375,31.5164,107539.0
2022-04-30,32.6379,33.0234,31.4375,31.5164,107539.0
2022-05-01,32.6379,33.0234,31.4375,31.5164,107539.0
2022-05-02,31.639,32.7956,31.3849,32.7518,171840.0
2022-05-03,32.7518,32.7518,31.972,32.2787,129894.0
2022-05-04,32.3663,32.7693,30.895,32.7167,131280.0
2022-05-05,31.9895,32.3836,30.4912,31.0257,144269.0
2022-05-06,30.9819,31.5076,29.8253,30.8067,112999.0
2022-05-07,30.9819,31.5076,29.8253,30.8067,112999.0
2022-05-08,30.9819,31.5076,29.8253,30.8067,112999.0
2022-05-09,30.2985,31.0257,30.1495,30.4387,149574.0
2022-05-10,30.9118,30.9118,29.1332,30.2371,155027.0
2022-05-11,30.4912,30.8242,29.1069,29.1945,172389.0
2022-05-12,28.9754,29.9562,28.4322,29.2821,391633.0
2022-05-13,29.8341,30.4211,29.5537,29.8954,203804.0
2022-05-14,29.8341,30.4211,29.5537,29.8954,203804.0
2022-05-15,29.8341,30.4211,29.5537,29.8954,203804.0
2022-05-16,29.9918,30.0356,29.4398,29.5888,272880.0
2022-05-17,30.3248,31.0257,29.5537,30.2547,213194.0
2022-05-18,29.5274,29.6063,28.5987,29.1682,206901.0
2022-05-19,28.8615,29.2646,28.4848,28.5636,254852.0
2022-05-20,29.0893,29.0893,27.7838,28.5899,199722.0
2022-05-21,29.0893,29.0893,27.7838,28.5899,199722.0
2022-05-22,29.0893,29.0893,27.7838,28.5899,199722.0
2022-05-23,28.9842,29.4048,28.1007,29.0893,228514.0
2022-05-24,28.5987,28.8703,26.5484,26.601,357226.0
2022-05-25,26.3644,28.8791,26.2417,28.0642,410593.0
2022-05-26,29.5099,33.2249,29.4836,32.0771,695487.0
2022-05-27,32.0771,32.8131,31.3149,31.9808,227319.0
2022-05-28,32.0771,32.8131,31.3149,31.9808,227319.0
