,LMT US Equity,LMT US Equity,LMT US Equity,LMT US Equity,LMT US Equity
2020-04-29,348.11,352.904,340.343,347.886,1500637.0
2020-04-30,343.572,351.051,341.186,348.917,1343303.0
2020-05-01,345.85,347.437,341.769,343.904,911670.0
2020-05-02,345.85,347.437,341.769,343.904,911670.0
2020-05-03,345.85,347.437,341.769,343.904,911670.0
2020-05-04,342.603,343.455,335.527,340.935,1078298.0
2020-05-05,342.953,352.253,342.218,350.029,1271196.0
2020-05-06,350.558,350.558,339.366,339.518,1089821.0
2020-05-07,343.491,344.496,337.205,337.689,1462008.0
2020-05-08,339.025,341.805,337.429,339.357,1130673.0
2020-05-09,339.025,341.805,337.429,339.357,1130673.0
2020-05-10,339.025,341.805,337.429,339.357,1130673.0
2020-05-11,336.308,340.343,335.536,337.707,1288199.0
2020-05-12,338.998,342.98,332.747,332.819,1448022.0
2020-05-13,332.972,334.03,324.658,326.604,1287444.0
2020-05-14,323.743,324.237,315.914,319.519,1776414.0
2020-05-15,316.156,324.21,315.968,323.214,1854733.0
2020-05-16,316.156,324.21,315.968,323.214,1854733.0
2020-05-17,316.156,324.21,315.968,323.214,1854733.0
2020-05-18,332.909,341.233,328.254,338.586,1879761.0
2020-05-19,339.061,342.998,332.936,333.151,1087518.0
2020-05-20,334.012,335.411,324.748,325.106,1880508.0
2020-05-21,325.268,331.846,325.187,330.765,1179171.0
2020-05-22,331.698,331.967,327.896,330.927,752632.0
2020-05-23,331.698,331.967,327.896,330.927,752632.0
2020-05-24,331.698,331.967,327.896,330.927,752632.0
2020-05-25,331.698,331.967,327.896,330.927,752632.0
2020-05-26,338.057,338.057,332.335,333.797,1596081.0
2020-05-27,337.904,356.145,337.72,356.145,1986894.0
2020-05-28,360.038,362.55,357.078,357.329,1488858.0
2020-05-29,357.329,357.505,347.161,350.472,1734084.0
2020-05-30,357.329,357.505,347.161,350.472,1734084.0
2020-05-31,357.329,357.505,347.161,350.472,1734084.0
2020-06-01,350.923,355.488,349.452,350.941,1090489.0
2020-06-02,350.652,354.794,349.164,351.672,1404816.0
2020-06-03,355.173,364.15,354.216,363.275,1382257.0
2020-06-04,362.508,365.296,360.0,364.213,1261970.0
2020-06-05,369.924,375.338,366.721,370.601,1702784.0
2020-06-06,369.924,375.338,366.721,370.601,1702784.0
2020-06-07,369.924,375.338,366.721,370.601,1702784.0
2020-06-08,374.436,376.8,371.499,373.804,1294898.0
2020-06-09,370.403,371.675,367.218,368.625,1188452.0
2020-06-10,366.767,369.108,364.015,364.303,1188244.0
2020-06-11,354.306,358.475,346.078,346.358,1698839.0
2020-06-12,354.884,355.872,339.672,344.544,1788398.0
2020-06-13,354.884,355.872,339.672,344.544,1788398.0
2020-06-14,354.884,355.872,339.672,344.544,1788398.0
2020-06-15,336.794,340.288,331.624,336.794,2273477.0
2020-06-16,348.776,353.494,342.478,345.356,2038769.0
2020-06-17,345.112,348.482,340.078,344.761,1519042.0
2020-06-18,342.568,344.048,339.311,341.404,1561989.0
2020-06-19,345.87,346.096,335.639,335.819,4318735.0
2020-06-20,345.87,346.096,335.639,335.819,4318735.0
2020-06-21,345.87,346.096,335.639,335.819,4318735.0
2020-06-22,335.873,340.006,334.231,339.212,1370570.0
2020-06-23,341.278,341.756,334.77,335.368,1469289.0
2020-06-24,334.646,334.944,323.296,324.649,2302816.0
2020-06-25,322.881,327.798,318.794,327.356,1391683.0
2020-06-26,324.415,331.506,320.31,321.888,2008720.0
2020-06-27,324.415,331.506,320.31,321.888,2008720.0
2020-06-28,324.415,331.506,320.31,321.888,2008720.0
2020-06-29,325.164,331.579,324.352,331.579,1073214.0
2020-06-30,329.639,331.353,326.986,329.251,1482412.0
2020-07-01,330.532,332.291,325.091,325.191,1430254.0
2020-07-02,327.997,330.288,325.434,326.616,1395968.0
2020-07-03,327.997,330.288,325.434,326.616,1395968.0
2020-07-04,327.997,330.288,325.434,326.616,1395968.0
2020-07-05,327.997,330.288,325.434,326.616,1395968.0
2020-07-06,330.658,331.231,325.57,327.149,1202394.0
2020-07-07,327.149,327.449,318.297,318.74,1395868.0
2020-07-08,318.947,322.376,314.553,315.997,1965068.0
2020-07-09,313.985,315.325,306.027,306.731,1823849.0
2020-07-10,308.869,315.185,308.264,315.113,1514159.0
2020-07-11,308.869,315.185,308.264,315.113,1514159.0
2020-07-12,308.869,315.185,308.264,315.113,1514159.0
2020-07-13,319.037,322.123,314.527,318.55,2031471.0
2020-07-14,315.004,321.131,314.887,320.896,1651882.0
2020-07-15,326.291,329.846,325.317,328.926,1617526.0
2020-07-16,326.887,330.171,323.928,330.117,955809.0
2020-07-17,330.496,332.932,327.383,332.481,1137227.0
2020-07-18,330.496,332.932,327.383,332.481,1137227.0
2020-07-19,330.496,332.932,327.383,332.481,1137227.0
2020-07-20,332.932,332.932,327.002,329.801,1444498.0
2020-07-21,341.034,341.864,334.358,338.454,1998090.0
2020-07-22,339.888,356.093,338.901,355.561,2280690.0
2020-07-23,355.281,355.624,348.009,349.732,1442823.0
2020-07-24,350.075,355.028,346.114,348.46,1305844.0
2020-07-25,350.075,355.028,346.114,348.46,1305844.0
2020-07-26,350.075,355.028,346.114,348.46,1305844.0
2020-07-27,347.125,348.261,342.956,344.743,1047198.0
2020-07-28,344.661,352.069,344.661,348.866,1132400.0
2020-07-29,351.482,352.304,347.034,349.443,1209630.0
2020-07-30,345.302,348.13,343.633,344.409,983373.0
2020-07-31,343.353,344.093,337.15,341.928,1101905.0
2020-08-01,343.353,344.093,337.15,341.928,1101905.0
2020-08-02,343.353,344.093,337.15,341.928,1101905.0
2020-08-03,340.006,341.422,335.134,340.24,923365.0
2020-08-04,342.027,343.617,339.509,341.043,900732.0
2020-08-05,342.857,347.251,341.296,346.015,1018673.0
2020-08-06,344.463,345.735,341.134,342.622,698536.0
2020-08-07,342.866,348.866,341.738,347.928,924890.0
2020-08-08,342.866,348.866,341.738,347.928,924890.0
2020-08-09,342.866,348.866,341.738,347.928,924890.0
2020-08-10,348.288,352.881,348.234,351.212,856011.0
2020-08-11,353.242,360.442,353.079,353.648,1312906.0
2020-08-12,355.506,357.762,353.043,354.081,878821.0
2020-08-13,352.195,355.534,349.173,351.194,1053647.0
2020-08-14,350.652,355.669,350.093,353.161,648605.0
2020-08-15,350.652,355.669,350.093,353.161,648605.0
2020-08-16,350.652,355.669,350.093,353.161,648605.0
2020-08-17,355.47,356.562,349.831,350.941,864415.0
2020-08-18,351.131,353.603,350.385,352.114,806128.0
2020-08-19,351.952,353.657,350.833,351.925,717523.0
2020-08-20,350.328,351.158,346.084,349.967,1203695.0
2020-08-21,349.813,352.592,349.046,351.491,996274.0
2020-08-22,349.813,352.592,349.046,351.491,996274.0
2020-08-23,349.813,352.592,349.046,351.491,996274.0
2020-08-24,352.628,356.905,351.789,356.427,1006398.0
2020-08-25,357.04,363.045,354.045,356.246,987415.0
2020-08-26,354.586,358.791,352.385,356.788,908779.0
2020-08-27,358.051,360.979,356.282,356.409,700460.0
2020-08-28,356.851,357.293,353.44,356.923,728261.0
2020-08-29,356.851,357.293,353.44,356.923,728261.0
2020-08-30,356.851,357.293,353.44,356.923,728261.0
2020-08-31,355.997,358.566,352.638,354.263,1030838.0
2020-09-01,352.048,353.287,349.488,351.132,908902.0
2020-09-02,349.625,362.106,348.681,361.353,1214735.0
2020-09-03,362.651,364.807,348.018,350.659,1500784.0
2020-09-04,352.675,355.434,344.568,349.507,933794.0
2020-09-05,352.675,355.434,344.568,349.507,933794.0
2020-09-06,352.675,355.434,344.568,349.507,933794.0
2020-09-07,352.675,355.434,344.568,349.507,933794.0
2020-09-08,348.572,349.747,343.461,345.158,1071648.0
2020-09-09,347.392,353.501,345.867,349.706,1218293.0
2020-09-10,350.414,352.695,343.434,344.142,716427.0
2020-09-11,346.284,354.481,345.63,353.528,933979.0
2020-09-12,346.284,354.481,345.63,353.528,933979.0
2020-09-13,346.284,354.481,345.63,353.528,933979.0
2020-09-14,357.086,360.082,355.498,357.431,991054.0
2020-09-15,359.156,359.474,351.204,356.342,955899.0
2020-09-16,355.035,362.742,354.872,359.093,1052509.0
2020-09-17,355.843,361.789,353.61,359.419,959548.0
2020-09-18,357.794,362.197,357.794,358.693,2636802.0
2020-09-19,357.794,362.197,357.794,358.693,2636802.0
2020-09-20,357.794,362.197,357.794,358.693,2636802.0
2020-09-21,352.666,353.905,342.435,344.596,1447716.0
2020-09-22,346.656,356.279,346.17,352.593,1286535.0
2020-09-23,353.328,358.046,346.756,347.891,1223324.0
2020-09-24,347.9,349.026,340.497,343.824,1295262.0
2020-09-25,342.635,352.575,341.727,351.032,1375385.0
2020-09-26,342.635,352.575,341.727,351.032,1375385.0
2020-09-27,342.635,352.575,341.727,351.032,1375385.0
2020-09-28,354.027,360.028,353.71,354.49,980091.0
2020-09-29,353.673,356.887,351.767,352.884,1121387.0
2020-09-30,353.546,353.809,345.413,347.927,1410264.0
2020-10-01,348.581,354.027,344.042,345.758,1103853.0
2020-10-02,341.319,348.106,339.757,345.476,1217172.0
2020-10-03,341.319,348.106,339.757,345.476,1217172.0
2020-10-04,341.319,348.106,339.757,345.476,1217172.0
2020-10-05,347.891,350.296,343.915,348.544,825249.0
2020-10-06,350.423,350.496,341.337,341.736,954931.0
2020-10-07,343.679,348.435,343.642,347.618,826844.0
2020-10-08,348.49,353.292,347.018,352.747,695156.0
2020-10-09,352.584,354.118,349.752,350.333,675020.0
2020-10-10,352.584,354.118,349.752,350.333,675020.0
2020-10-11,352.584,354.118,349.752,350.333,675020.0
2020-10-12,350.396,354.49,347.909,353.047,807358.0
2020-10-13,350.523,354.536,349.597,353.074,973378.0
2020-10-14,351.431,358.984,351.431,354.681,1090394.0
2020-10-15,351.604,353.002,347.873,350.505,792113.0
2020-10-16,352.657,353.828,350.478,350.85,952117.0
2020-10-17,352.657,353.828,350.478,350.85,952117.0
2020-10-18,352.657,353.828,350.478,350.85,952117.0
2020-10-19,351.522,353.664,346.467,348.317,1180993.0
2020-10-20,347.301,350.206,337.506,337.878,1783180.0
2020-10-21,337.878,340.411,331.333,333.276,1931194.0
2020-10-22,333.603,336.88,331.469,334.928,1255370.0
2020-10-23,337.088,341.491,334.973,339.803,1178882.0
2020-10-24,337.088,341.491,334.973,339.803,1178882.0
2020-10-25,337.088,341.491,334.973,339.803,1178882.0
2020-10-26,335.355,335.754,329.065,334.556,1387270.0
2020-10-27,333.149,334.038,327.525,329.0,977417.0
2020-10-28,323.953,326.794,318.125,318.497,1680134.0
2020-10-29,317.717,323.368,316.165,319.932,1547977.0
2020-10-30,318.298,321.103,313.768,317.835,1310167.0
2020-10-31,318.298,321.103,313.768,317.835,1310167.0
2020-11-01,318.298,321.103,313.768,317.835,1310167.0
2020-11-02,323.272,326.713,318.37,319.914,1707749.0
2020-11-03,324.189,332.423,323.354,329.917,1484628.0
2020-11-04,336.843,346.275,335.427,337.833,2146525.0
2020-11-05,340.002,341.772,330.217,331.061,1709297.0
2020-11-06,329.79,330.18,324.934,327.947,1401617.0
2020-11-07,329.79,330.18,324.934,327.947,1401617.0
2020-11-08,329.79,330.18,324.934,327.947,1401617.0
2020-11-09,344.587,346.329,330.18,330.38,1956921.0
2020-11-10,331.333,338.99,330.371,337.034,1708205.0
2020-11-11,338.477,338.895,331.951,335.218,1115361.0
2020-11-12,333.603,336.389,331.796,333.957,856345.0
2020-11-13,336.389,341.319,335.173,340.538,921474.0
2020-11-14,336.389,341.319,335.173,340.538,921474.0
2020-11-15,336.389,341.319,335.173,340.538,921474.0
2020-11-16,343.18,345.576,341.391,342.344,1306768.0
2020-11-17,341.01,345.385,340.638,341.228,1321480.0
2020-11-18,342.671,348.1,341.536,342.735,1066781.0
2020-11-19,340.411,342.907,337.842,341.736,1075405.0
2020-11-20,341.291,342.442,333.712,334.075,1117931.0
2020-11-21,341.291,342.442,333.712,334.075,1117931.0
2020-11-22,341.291,342.442,333.712,334.075,1117931.0
2020-11-23,337.27,339.984,335.745,336.644,929449.0
2020-11-24,340.665,343.57,338.65,343.57,959456.0
2020-11-25,342.308,346.72,341.527,343.443,854993.0
2020-11-26,342.308,346.72,341.527,343.443,854993.0
2020-11-27,343.869,343.869,339.004,339.812,612298.0
2020-11-28,343.869,343.869,339.004,339.812,612298.0
2020-11-29,343.869,343.869,339.004,339.812,612298.0
2020-11-30,338.943,340.452,332.179,333.651,1608390.0
2020-12-01,336.823,341.229,333.532,333.642,1300793.0
2020-12-02,333.642,334.556,329.089,330.323,2519989.0
2020-12-03,331.018,337.764,329.958,330.936,1758402.0
2020-12-04,331.932,336.146,331.009,335.122,1222573.0
2020-12-05,331.932,336.146,331.009,335.122,1222573.0
2020-12-06,331.932,336.146,331.009,335.122,1222573.0
2020-12-07,335.388,335.388,329.574,331.027,1390470.0
2020-12-08,329.976,331.978,328.015,328.376,1783602.0
2020-12-09,328.943,331.448,326.288,330.314,1522393.0
2020-12-10,328.641,332.933,324.688,324.866,1378723.0
2020-12-11,324.098,331.932,323.769,330.643,1410012.0
2020-12-12,324.098,331.932,323.769,330.643,1410012.0
2020-12-13,324.098,331.932,323.769,330.643,1410012.0
2020-12-14,332.28,334.218,326.74,326.941,1370771.0
2020-12-15,327.919,328.98,324.916,326.859,1521203.0
2020-12-16,326.566,327.16,323.276,324.117,1986456.0
2020-12-17,325.36,326.941,321.658,322.316,1658146.0
2020-12-18,321.804,326.146,319.948,325.451,4342035.0
2020-12-19,321.804,326.146,319.948,325.451,4342035.0
2020-12-20,321.804,326.146,319.948,325.451,4342035.0
2020-12-21,322.828,323.541,316.831,319.345,2128723.0
2020-12-22,319.345,320.506,317.549,318.038,1822762.0
2020-12-23,319.893,324.505,319.391,321.402,1307538.0
2020-12-24,322.526,323.647,320.305,321.74,508779.0
2020-12-25,322.526,323.647,320.305,321.74,508779.0
2020-12-26,322.526,323.647,320.305,321.74,508779.0
2020-12-27,322.526,323.647,320.305,321.74,508779.0
2020-12-28,322.782,327.087,321.502,323.76,1023404.0
2020-12-29,325.424,326.658,321.584,323.504,1056162.0
2020-12-30,322.681,325.981,322.681,323.742,840790.0
2020-12-31,323.431,325.451,321.978,324.491,1318520.0
2021-01-01,323.431,325.451,321.978,324.491,1318520.0
2021-01-02,323.431,325.451,321.978,324.491,1318520.0
2021-01-03,323.431,325.451,321.978,324.491,1318520.0
2021-01-04,324.491,324.491,311.772,315.039,1887470.0
2021-01-05,315.039,321.027,313.815,318.833,1479063.0
2021-01-06,313.54,321.694,313.342,318.138,1897475.0
2021-01-07,314.784,317.974,312.023,313.129,2048908.0
2021-01-08,312.517,313.97,306.237,307.233,3226305.0
2021-01-09,312.517,313.97,306.237,307.233,3226305.0
2021-01-10,312.517,313.97,306.237,307.233,3226305.0
2021-01-11,306.227,309.884,304.692,308.677,3203959.0
2021-01-12,307.617,313.879,306.803,312.489,3002223.0
2021-01-13,312.087,317.38,310.035,315.816,1648145.0
2021-01-14,318.111,324.318,317.06,317.599,1965626.0
2021-01-15,317.279,320.396,314.709,317.444,1853095.0
2021-01-16,317.279,320.396,314.709,317.444,1853095.0
2021-01-17,317.279,320.396,314.709,317.444,1853095.0
2021-01-18,317.279,320.396,314.709,317.444,1853095.0
2021-01-19,320.616,320.826,312.151,312.169,2017205.0
2021-01-20,313.12,314.253,310.08,312.325,1780036.0
2021-01-21,312.325,314.098,309.847,310.496,1662714.0
2021-01-22,309.646,312.48,308.248,310.688,1557608.0
2021-01-23,309.646,312.48,308.248,310.688,1557608.0
2021-01-24,309.646,312.48,308.248,310.688,1557608.0
2021-01-25,310.213,317.096,308.878,314.007,1976590.0
2021-01-26,309.884,314.436,302.288,302.288,3542394.0
2021-01-27,303.741,306.895,301.359,303.951,2666254.0
2021-01-28,303.613,305.935,299.078,299.765,1837783.0
2021-01-29,299.006,300.724,294.088,294.179,2101146.0
2021-01-30,299.006,300.724,294.088,294.179,2101146.0
2021-01-31,299.006,300.724,294.088,294.179,2101146.0
2021-02-01,296.977,297.68,292.342,296.2,1615460.0
2021-02-02,299.308,306.41,298.631,304.125,2065380.0
2021-02-03,303.193,304.765,300.103,303.842,2683133.0
2021-02-04,305.304,309.354,303.65,308.266,2174109.0
2021-02-05,310.423,312.096,307.599,308.092,1454717.0
2021-02-06,310.423,312.096,307.599,308.092,1454717.0
2021-02-07,310.423,312.096,307.599,308.092,1454717.0
2021-02-08,309.893,310.341,306.41,308.823,1549852.0
2021-02-09,309.463,314.921,307.663,312.937,1677472.0
2021-02-10,313.741,314.217,310.021,312.8,1728882.0
2021-02-11,311.511,315.012,308.997,310.012,1181566.0
2021-02-12,309.335,311.387,307.653,308.723,1207347.0
2021-02-13,309.335,311.387,307.653,308.723,1207347.0
2021-02-14,309.335,311.387,307.653,308.723,1207347.0
2021-02-15,309.335,311.387,307.653,308.723,1207347.0
2021-02-16,310.112,310.798,305.146,306.255,1668384.0
2021-02-17,305.953,310.131,304.207,308.056,2021788.0
2021-02-18,307.946,310.414,306.483,308.897,1296402.0
2021-02-19,309.948,309.966,306.456,306.611,1849154.0
2021-02-20,309.948,309.966,306.456,306.611,1849154.0
2021-02-21,309.948,309.966,306.456,306.611,1849154.0
2021-02-22,305.13,314.052,304.591,311.228,1657245.0
2021-02-23,315.487,317.626,309.271,316.493,2400011.0
2021-02-24,317.453,320.213,315.012,316.767,2068730.0
2021-02-25,316.1,319.116,311.41,312.343,1568044.0
2021-02-26,311.339,312.039,303.97,304.2,2023977.0
2021-02-27,311.339,312.039,303.97,304.2,2023977.0
2021-02-28,311.339,312.039,303.97,304.2,2023977.0
2021-03-01,307.654,311.081,306.567,307.166,1655133.0
2021-03-02,306.982,313.19,306.429,311.882,2076290.0
2021-03-03,312.822,319.013,311.882,314.019,4052270.0
2021-03-04,313.623,317.188,307.792,311.569,2196693.0
2021-03-05,311.772,314.259,308.695,313.577,1451254.0
2021-03-06,311.772,314.259,308.695,313.577,1451254.0
2021-03-07,311.772,314.259,308.695,313.577,1451254.0
2021-03-08,316.405,318.763,311.744,314.517,1599138.0
2021-03-09,314.48,315.806,310.666,310.878,1448767.0
2021-03-10,312.638,316.119,309.211,313.955,1760331.0
2021-03-11,314.102,316.525,311.762,312.932,1673477.0
2021-03-12,312.849,316.543,311.91,313.356,2151903.0
2021-03-13,312.849,316.543,311.91,313.356,2151903.0
2021-03-14,312.849,316.543,311.91,313.356,2151903.0
2021-03-15,317.215,319.297,315.576,319.085,2056734.0
2021-03-16,319.177,321.471,315.3,319.749,1687736.0
2021-03-17,320.393,327.504,319.749,323.332,2082960.0
2021-03-18,325.957,330.682,324.734,330.176,2272188.0
2021-03-19,331.078,331.078,322.484,327.062,5739094.0
2021-03-20,331.078,331.078,322.484,327.062,5739094.0
2021-03-21,331.078,331.078,322.484,327.062,5739094.0
2021-03-22,324.234,330.102,324.234,329.448,2190894.0
2021-03-23,328.941,330.908,324.853,325.717,1474639.0
2021-03-24,326.989,334.072,326.989,328.029,1592280.0
2021-03-25,326.786,333.252,326.279,332.727,1598138.0
2021-03-26,333.731,336.439,331.373,335.942,2010519.0
2021-03-27,333.731,336.439,331.373,335.942,2010519.0
2021-03-28,333.731,336.439,331.373,335.942,2010519.0
2021-03-29,336.209,344.72,336.209,343.385,2245475.0
2021-03-30,343.808,344.619,339.534,341.312,1518830.0
2021-03-31,341.505,343.219,338.401,340.354,1375493.0
2021-04-01,339.884,343.569,339.289,341.754,1261845.0
2021-04-02,339.884,343.569,339.289,341.754,1261845.0
2021-04-03,339.884,343.569,339.289,341.754,1261845.0
2021-04-04,339.884,343.569,339.289,341.754,1261845.0
2021-04-05,342.712,350.394,342.712,348.874,1489323.0
2021-04-06,346.811,350.122,346.631,349.077,1036026.0
2021-04-07,348.865,350.394,346.406,350.201,977184.0
2021-04-08,349.657,356.861,348.469,355.571,1863516.0
2021-04-09,356.363,359.476,353.399,355.764,1400872.0
2021-04-10,356.363,359.476,353.399,355.764,1400872.0
2021-04-11,356.363,359.476,353.399,355.764,1400872.0
2021-04-12,356.593,358.045,353.976,357.257,1067582.0
2021-04-13,356.068,357.579,354.023,356.575,1124303.0
2021-04-14,356.842,360.38,356.474,358.012,1078789.0
2021-04-15,358.012,361.079,357.118,359.817,1289354.0
2021-04-16,361.835,363.23,359.053,360.904,1499667.0
2021-04-17,361.835,363.23,359.053,360.904,1499667.0
2021-04-18,361.835,363.23,359.053,360.904,1499667.0
2021-04-19,361.079,361.438,356.124,360.831,1317625.0
2021-04-20,357.395,360.619,354.281,356.778,1370268.0
2021-04-21,356.953,360.052,354.585,356.695,1358517.0
2021-04-22,356.262,356.262,348.552,350.109,1670498.0
2021-04-23,348.727,348.727,343.873,347.53,1298269.0
2021-04-24,348.727,348.727,343.873,347.53,1298269.0
2021-04-25,348.727,348.727,343.873,347.53,1298269.0
2021-04-26,344.757,345.706,341.478,342.638,1518126.0
2021-04-27,342.196,344.72,340.945,343.781,1564899.0
2021-04-28,344.002,344.389,341.69,343.523,1110353.0
2021-04-29,345.42,351.85,345.273,350.348,1385925.0
2021-04-30,348.976,351.868,347.815,350.542,1103881.0
2021-05-01,348.976,351.868,347.815,350.542,1103881.0
2021-05-02,348.976,351.868,347.815,350.542,1103881.0
2021-05-03,349.814,355.912,349.16,354.917,1347374.0
2021-05-04,356.704,359.375,354.208,356.916,1509589.0
2021-05-05,355.866,356.916,351.596,355.893,1079289.0
2021-05-06,357.386,358.592,355.553,356.787,1079568.0
2021-05-07,356.474,361.632,355.451,359.55,1203659.0
2021-05-08,356.474,361.632,355.451,359.55,1203659.0
2021-05-09,356.474,361.632,355.451,359.55,1203659.0
2021-05-10,360.49,365.676,360.425,362.129,1578569.0
2021-05-11,360.186,360.784,354.088,357.229,1353302.0
2021-05-12,357.367,359.559,350.21,350.597,1633728.0
2021-05-13,351.665,359.587,350.901,357.183,1106033.0
2021-05-14,359.394,361.171,357.938,359.955,799836.0
2021-05-15,359.394,361.171,357.938,359.955,799836.0
2021-05-16,359.394,361.171,357.938,359.955,799836.0
2021-05-17,358.896,361.107,358.053,360.269,979257.0
2021-05-18,360.407,363.078,356.547,356.676,1172060.0
2021-05-19,354.631,355.304,351.269,355.129,994987.0
2021-05-20,356.28,358.813,355.617,357.69,1094677.0
2021-05-21,358.592,361.254,355.147,356.676,892481.0
2021-05-22,358.592,361.254,355.147,356.676,892481.0
2021-05-23,358.592,361.254,355.147,356.676,892481.0
2021-05-24,358.776,359.007,355.518,357.128,931421.0
2021-05-25,357.303,358.776,354.797,355.414,978570.0
2021-05-26,355.156,355.613,352.062,353.83,999616.0
2021-05-27,356.842,357.349,353.968,356.833,3979331.0
2021-05-28,356.75,357.955,353.801,354.431,936255.0
2021-05-29,356.75,357.955,353.801,354.431,936255.0
2021-05-30,356.75,357.955,353.801,354.431,936255.0
2021-05-31,356.75,357.955,353.801,354.431,936255.0
2021-06-01,356.314,356.499,353.439,354.172,962235.0
2021-06-02,354.255,357.491,352.975,357.111,1007639.0
2021-06-03,355.878,359.383,355.261,359.207,1649900.0
2021-06-04,359.81,366.783,359.448,365.467,1836215.0
2021-06-05,359.81,366.783,359.448,365.467,1836215.0
2021-06-06,359.81,366.783,359.448,365.467,1836215.0
2021-06-07,366.338,366.969,361.303,363.065,1088039.0
2021-06-08,363.065,364.131,358.947,360.301,1064965.0
2021-06-09,360.988,360.988,357.139,358.697,1046135.0
2021-06-10,360.867,361.423,358.039,359.55,913818.0
2021-06-11,360.533,360.876,357.185,359.55,751226.0
2021-06-12,360.533,360.876,357.185,359.55,751226.0
2021-06-13,360.533,360.876,357.185,359.55,751226.0
2021-06-14,359.448,361.159,357.844,360.839,868503.0
2021-06-15,361.664,363.561,360.793,361.479,943906.0
2021-06-16,362.416,362.594,355.359,355.729,1524204.0
2021-06-17,356.36,357.51,351.992,355.08,1246494.0
2021-06-18,352.549,354.338,351.464,351.64,2416444.0
2021-06-19,352.549,354.338,351.464,351.64,2416444.0
2021-06-20,352.549,354.338,351.464,351.64,2416444.0
2021-06-21,353.532,357.436,352.957,354.709,1186964.0
2021-06-22,353.819,355.989,352.066,354.691,636199.0
2021-06-23,354.44,354.719,349.85,349.915,1023970.0
2021-06-24,351.946,352.382,349.47,350.286,1032939.0
2021-06-25,349.507,355.563,349.507,354.255,1708141.0
2021-06-26,349.507,355.563,349.507,354.255,1708141.0
2021-06-27,349.507,355.563,349.507,354.255,1708141.0
2021-06-28,353.94,354.925,351.297,352.456,778201.0
2021-06-29,352.276,352.762,346.127,346.289,1224084.0
2021-06-30,347.291,351.871,346.47,350.861,1077635.0
2021-07-01,349.896,353.425,349.808,352.595,752932.0
2021-07-02,354.014,355.349,351.417,353.773,778835.0
2021-07-03,354.014,355.349,351.417,353.773,778835.0
2021-07-04,354.014,355.349,351.417,353.773,778835.0
2021-07-05,354.014,355.349,351.417,353.773,778835.0
2021-07-06,352.391,352.706,346.534,351.158,1142741.0
2021-07-07,350.917,356.657,349.989,355.618,953150.0
2021-07-08,351.955,353.958,350.471,352.317,894589.0
2021-07-09,354.895,356.462,353.105,355.275,543061.0
2021-07-10,354.895,356.462,353.105,355.275,543061.0
2021-07-11,354.895,356.462,353.105,355.275,543061.0
2021-07-12,354.153,355.465,348.895,351.529,1008180.0
2021-07-13,351.464,353.026,350.105,350.388,709475.0
2021-07-14,350.388,350.899,347.949,349.442,699001.0
2021-07-15,347.866,351.139,347.754,350.768,713408.0
2021-07-16,351.111,352.131,348.014,349.739,891008.0
2021-07-17,351.111,352.131,348.014,349.739,891008.0
2021-07-18,351.111,352.131,348.014,349.739,891008.0
2021-07-19,347.893,349.442,340.855,344.991,1357581.0
2021-07-20,345.909,352.985,345.9,352.372,1268431.0
2021-07-21,352.372,356.75,351.835,353.216,923120.0
2021-07-22,353.087,353.824,350.379,352.326,688440.0
2021-07-23,354.218,354.709,352.567,353.105,796294.0
2021-07-24,354.218,354.709,352.567,353.105,796294.0
2021-07-25,354.218,354.709,352.567,353.105,796294.0
2021-07-26,345.9,347.161,339.779,341.309,2720664.0
2021-07-27,341.495,348.264,341.495,347.504,1460581.0
2021-07-28,348.682,348.906,343.665,345.723,775211.0
2021-07-29,347.615,348.552,344.37,345.529,754760.0
2021-07-30,345.037,346.493,343.22,344.666,798759.0
2021-07-31,345.037,346.493,343.22,344.666,798759.0
2021-08-01,345.037,346.493,343.22,344.666,798759.0
2021-08-02,345.25,347.791,341.337,341.541,1176463.0
2021-08-03,342.543,343.034,339.408,342.608,872936.0
2021-08-04,338.008,338.815,333.482,335.365,1608105.0
2021-08-05,336.107,336.645,333.733,334.567,912917.0
2021-08-06,335.977,337.053,334.363,335.745,704471.0
2021-08-07,335.977,337.053,334.363,335.745,704471.0
2021-08-08,335.977,337.053,334.363,335.745,704471.0
2021-08-09,334.493,336.093,333.64,334.809,945120.0
2021-08-10,334.02,336.682,333.937,335.921,842087.0
2021-08-11,336.116,337.878,334.771,336.904,900275.0
2021-08-12,336.005,337.832,332.731,333.612,1006041.0
2021-08-13,334.076,334.832,331.535,331.971,1222334.0
2021-08-14,334.076,334.832,331.535,331.971,1222334.0
2021-08-15,334.076,334.832,331.535,331.971,1222334.0
2021-08-16,331.971,334.317,329.727,334.076,1625931.0
2021-08-17,332.963,336.19,332.606,335.328,1571156.0
2021-08-18,333.38,334.308,330.654,330.691,960963.0
2021-08-19,329.421,333.747,327.881,328.308,1345883.0
2021-08-20,328.966,332.741,327.881,331.22,904545.0
2021-08-21,328.966,332.741,327.881,331.22,904545.0
2021-08-22,328.966,332.741,327.881,331.22,904545.0
2021-08-23,331.934,332.982,330.515,331.387,828025.0
2021-08-24,332.889,334.299,331.915,332.917,822751.0
2021-08-25,333.557,334.447,331.981,332.685,953589.0
2021-08-26,333.01,335.68,331.286,335.346,1172433.0
2021-08-27,336.895,337.86,334.938,335.69,1203851.0
