,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity
2020-04-23,85.687,87.325,85.423,86.637,4061752.0
2020-04-24,87.282,87.508,85.888,87.273,2794001.0
2020-04-25,87.282,87.508,85.888,87.273,2794001.0
2020-04-26,87.282,87.508,85.888,87.273,2794001.0
2020-04-27,87.987,90.156,86.942,89.338,4362322.0
2020-04-28,86.463,86.524,83.788,84.006,10400899.0
2020-04-29,83.719,84.638,81.985,83.727,9973980.0
2020-04-30,83.283,83.405,80.861,82.464,6262460.0
2020-05-01,81.218,81.636,79.493,80.06,5415608.0
2020-05-02,81.218,81.636,79.493,80.06,5415608.0
2020-05-03,81.218,81.636,79.493,80.06,5415608.0
2020-05-04,79.807,79.973,78.056,78.788,4784439.0
2020-05-05,79.737,81.758,79.624,80.765,5001219.0
2020-05-06,81.14,82.264,80.757,80.957,3630328.0
2020-05-07,81.88,82.124,80.539,80.87,3310671.0
2020-05-08,81.488,82.743,81.288,82.612,3418905.0
2020-05-09,81.488,82.743,81.288,82.612,3418905.0
2020-05-10,81.488,82.743,81.288,82.612,3418905.0
2020-05-11,82.072,82.637,81.105,81.811,3118422.0
2020-05-12,82.551,82.9,80.87,80.887,3504634.0
2020-05-13,80.635,81.218,78.732,79.049,3690835.0
2020-05-14,78.404,79.973,77.403,79.877,4031684.0
2020-05-15,79.136,80.051,78.962,79.302,3990569.0
2020-05-16,79.136,80.051,78.962,79.302,3990569.0
2020-05-17,79.136,80.051,78.962,79.302,3990569.0
2020-05-18,81.305,84.546,81.07,83.719,5512493.0
2020-05-19,83.57,84.912,83.117,84.006,3674291.0
2020-05-20,84.938,85.775,84.044,84.659,3292010.0
2020-05-21,84.267,85.365,84.154,84.773,5452119.0
2020-05-22,85.204,85.891,84.244,85.142,2406594.0
2020-05-23,85.204,85.891,84.244,85.142,2406594.0
2020-05-24,85.204,85.891,84.244,85.142,2406594.0
2020-05-25,85.204,85.891,84.244,85.142,2406594.0
2020-05-26,86.401,87.097,85.195,85.45,5563736.0
2020-05-27,86.075,87.801,85.318,87.695,4436404.0
2020-05-28,88.03,88.998,86.56,87.783,5461566.0
2020-05-29,87.44,88.391,86.577,87.774,5962910.0
2020-05-30,87.44,88.391,86.577,87.774,5962910.0
2020-05-31,87.44,88.391,86.577,87.774,5962910.0
2020-06-01,87.572,87.751,86.586,87.396,2511938.0
2020-06-02,87.81,89.069,87.132,89.06,2860496.0
2020-06-03,90.319,91.745,89.861,91.243,3634066.0
2020-06-04,90.935,91.392,90.046,90.847,2768668.0
2020-06-05,92.414,94.341,92.141,93.884,5026878.0
2020-06-06,92.414,94.341,92.141,93.884,5026878.0
2020-06-07,92.414,94.341,92.141,93.884,5026878.0
2020-06-08,93.901,97.264,93.901,97.229,4561487.0
2020-06-09,96.023,96.128,93.778,94.922,4567865.0
2020-06-10,94.975,95.151,92.977,93.866,3793335.0
2020-06-11,91.084,91.296,88.426,88.443,5306328.0
2020-06-12,90.591,90.64,87.995,89.333,3334768.0
2020-06-13,90.591,90.64,87.995,89.333,3334768.0
2020-06-14,90.591,90.64,87.995,89.333,3334768.0
2020-06-15,87.959,93.47,87.669,92.995,6440477.0
2020-06-16,94.931,95.794,91.357,93.162,4283787.0
2020-06-17,93.76,95.547,93.461,94.183,4413535.0
2020-06-18,93.787,95.53,93.505,94.702,3204478.0
2020-06-19,95.345,95.988,93.637,94.87,9014645.0
2020-06-20,95.345,95.988,93.637,94.87,9014645.0
2020-06-21,95.345,95.988,93.637,94.87,9014645.0
2020-06-22,94.271,94.676,92.854,94.104,4385741.0
2020-06-23,95.257,97.599,95.081,97.37,5565937.0
2020-06-24,96.762,98.171,95.486,96.393,5471322.0
2020-06-25,96.19,97.405,95.389,97.29,2987138.0
2020-06-26,97.396,97.625,94.333,94.474,5489029.0
2020-06-27,97.396,97.625,94.333,94.474,5489029.0
2020-06-28,97.396,97.625,94.333,94.474,5489029.0
2020-06-29,95.926,96.956,94.931,96.375,3395237.0
2020-06-30,96.401,98.611,95.618,97.871,3954894.0
2020-07-01,103.752,105.556,100.574,100.724,8982119.0
2020-07-02,101.771,102.009,100.574,100.671,3442899.0
2020-07-03,101.771,102.009,100.574,100.671,3442899.0
2020-07-04,101.771,102.009,100.574,100.671,3442899.0
2020-07-05,101.771,102.009,100.574,100.671,3442899.0
2020-07-06,101.824,101.93,100.891,101.551,3445894.0
2020-07-07,100.495,101.63,100.239,100.75,2194909.0
2020-07-08,100.812,101.472,100.336,100.768,3051631.0
2020-07-09,100.794,101.265,100.099,100.75,2366245.0
2020-07-10,100.97,101.811,100.345,101.296,2281810.0
2020-07-11,100.97,101.811,100.345,101.296,2281810.0
2020-07-12,100.97,101.811,100.345,101.296,2281810.0
2020-07-13,101.78,101.903,100.107,100.143,2301740.0
2020-07-14,99.975,101.806,99.513,101.525,2538304.0
2020-07-15,102.748,105.38,102.211,104.94,4841822.0
2020-07-16,104.579,105.504,104.025,105.407,2528223.0
2020-07-17,105.636,106.234,104.28,104.359,2782746.0
2020-07-18,105.636,106.234,104.28,104.359,2782746.0
2020-07-19,105.636,106.234,104.28,104.359,2782746.0
2020-07-20,104.245,104.509,103.048,104.183,2366340.0
2020-07-21,104.755,105.903,104.597,104.791,2055254.0
2020-07-22,104.535,104.975,103.787,104.509,3508335.0
2020-07-23,104.5,105.108,103.83,103.998,2349242.0
2020-07-24,104.016,105.178,103.488,104.183,2539333.0
2020-07-25,104.016,105.178,103.488,104.183,2539333.0
2020-07-26,104.016,105.178,103.488,104.183,2539333.0
2020-07-27,103.981,107.203,103.47,106.525,4446332.0
2020-07-28,105.829,106.287,104.958,105.301,2497558.0
2020-07-29,106.146,109.421,106.014,108.875,6769558.0
2020-07-30,121.182,128.083,118.972,124.527,30970862.0
2020-07-31,124.844,126.877,122.978,125.671,7430530.0
2020-08-01,124.844,126.877,122.978,125.671,7430530.0
2020-08-02,124.844,126.877,122.978,125.671,7430530.0
2020-08-03,126.296,126.323,123.713,125.161,4317457.0
2020-08-04,124.677,128.471,124.421,127.397,4841713.0
2020-08-05,127.951,128.523,126.129,127.714,3949624.0
2020-08-06,127.617,128.224,127.146,128.057,2420884.0
2020-08-07,128.242,138.119,128.163,138.119,10074185.0
2020-08-08,128.242,138.119,128.163,138.119,10074185.0
2020-08-09,128.242,138.119,128.163,138.119,10074185.0
2020-08-10,138.62,143.224,138.207,140.487,7396436.0
2020-08-11,141.429,141.957,136.339,137.194,6071886.0
2020-08-12,138.427,141.068,137.679,138.902,4248347.0
2020-08-13,138.004,140.601,137.749,140.223,2848426.0
2020-08-14,139.73,142.987,139.422,141.499,3479442.0
2020-08-15,139.73,142.987,139.422,141.499,3479442.0
2020-08-16,139.73,142.987,139.422,141.499,3479442.0
2020-08-17,141.825,142.731,140.628,141.112,2408862.0
2020-08-18,141.191,142.032,140.011,140.839,2606620.0
2020-08-19,141.332,142.511,140.724,141.147,2691647.0
2020-08-20,140.108,141.076,138.48,140.451,2296675.0
2020-08-21,140.646,141.957,139.548,140.886,4420781.0
2020-08-22,140.646,141.957,139.548,140.886,4420781.0
2020-08-23,140.646,141.957,139.548,140.886,4420781.0
2020-08-24,141.497,142.684,140.921,142.055,4083973.0
2020-08-25,143.127,143.871,140.017,140.894,2931507.0
2020-08-26,140.868,141.718,139.849,140.77,2761697.0
2020-08-27,141.515,142.604,140.606,141.931,2913417.0
2020-08-28,142.206,144.057,141.16,143.836,2979753.0
2020-08-29,142.206,144.057,141.16,143.836,2979753.0
2020-08-30,142.206,144.057,141.16,143.836,2979753.0
2020-08-31,143.277,146.369,142.861,144.952,3960911.0
2020-09-01,144.518,145.412,143.118,144.092,3097988.0
2020-09-02,144.624,147.237,143.694,146.865,3778036.0
2020-09-03,143.756,144.801,139.043,139.991,4759929.0
2020-09-04,141.957,143.379,136.988,142.436,3601254.0
2020-09-05,141.957,143.379,136.988,142.436,3601254.0
2020-09-06,141.957,143.379,136.988,142.436,3601254.0
2020-09-07,141.957,143.379,136.988,142.436,3601254.0
2020-09-08,141.771,141.798,138.166,138.6,3176440.0
2020-09-09,140.017,142.595,140.017,141.568,2317590.0
2020-09-10,142.622,142.861,139.158,139.876,2450935.0
2020-09-11,140.407,142.285,139.468,140.744,2466753.0
2020-09-12,140.407,142.285,139.468,140.744,2466753.0
2020-09-13,140.407,142.285,139.468,140.744,2466753.0
2020-09-14,142.542,143.658,140.886,141.869,3617868.0
2020-09-15,142.259,143.313,140.301,143.1,3238544.0
2020-09-16,147.769,148.265,141.328,141.63,5737965.0
2020-09-17,139.123,141.982,139.056,141.523,3002230.0
2020-09-18,141.869,145.067,141.231,141.444,7274026.0
2020-09-19,141.869,145.067,141.231,141.444,7274026.0
2020-09-20,141.869,145.067,141.231,141.444,7274026.0
2020-09-21,143.003,144.358,139.424,142.684,3894369.0
2020-09-22,142.046,143.641,141.366,143.419,3051924.0
2020-09-23,143.96,146.848,142.932,143.118,3842426.0
2020-09-24,142.737,144.022,139.965,142.108,2975055.0
2020-09-25,141.098,147.946,141.098,147.167,4399307.0
2020-09-26,141.098,147.946,141.098,147.167,4399307.0
2020-09-27,141.098,147.946,141.098,147.167,4399307.0
2020-09-28,150.524,152.358,149.266,149.629,4338375.0
2020-09-29,149.55,151.016,148.048,149.275,3138099.0
2020-09-30,149.975,150.312,146.617,147.618,5426716.0
2020-10-01,149.753,151.313,147.84,148.522,4934140.0
2020-10-02,147.645,149.275,146.839,147.911,4482652.0
2020-10-03,147.645,149.275,146.839,147.911,4482652.0
2020-10-04,147.645,149.275,146.839,147.911,4482652.0
2020-10-05,148.974,150.568,148.336,149.86,2738995.0
2020-10-06,149.966,152.42,149.47,150.028,3671394.0
2020-10-07,151.144,155.423,150.874,155.025,3846993.0
2020-10-08,155.521,155.898,153.66,154.334,2797510.0
2020-10-09,154.599,155.37,153.138,154.759,2861052.0
2020-10-10,154.599,155.37,153.138,154.759,2861052.0
2020-10-11,154.599,155.37,153.138,154.759,2861052.0
2020-10-12,154.909,156.628,154.334,156.398,2273966.0
2020-10-13,155.476,156.938,154.936,155.326,3018028.0
2020-10-14,155.667,155.884,153.97,154.484,3161742.0
2020-10-15,152.969,154.201,152.385,154.183,3062297.0
2020-10-16,155.095,156.088,154.378,154.537,3446613.0
2020-10-17,155.095,156.088,154.378,154.537,3446613.0
2020-10-18,155.095,156.088,154.378,154.537,3446613.0
2020-10-19,154.821,156.097,151.587,152.464,2884617.0
2020-10-20,153.386,157.115,152.695,154.927,2788272.0
2020-10-21,156.3,157.7,152.952,153.022,4428714.0
2020-10-22,154.466,154.785,152.066,153.253,3898222.0
2020-10-23,152.748,153.926,151.764,152.287,2763083.0
2020-10-24,152.748,153.926,151.764,152.287,2763083.0
2020-10-25,152.748,153.926,151.764,152.287,2763083.0
2020-10-26,151.419,151.419,147.22,148.832,4053863.0
2020-10-27,151.392,152.083,149.37,151.348,5753906.0
2020-10-28,144.544,145.173,137.847,138.006,11120920.0
2020-10-29,140.035,145.306,139.738,142.95,5849634.0
2020-10-30,141.754,142.152,137.537,139.185,5243449.0
2020-10-31,141.754,142.152,137.537,139.185,5243449.0
2020-11-01,141.754,142.152,137.537,139.185,5243449.0
2020-11-02,140.753,142.799,139.061,141.346,3924001.0
2020-11-03,142.852,145.864,142.055,144.828,3142210.0
2020-11-04,145.049,146.471,142.241,144.03,3529953.0
2020-11-05,146.706,146.927,143.703,144.899,3998274.0
2020-11-06,145.359,149.098,144.469,148.549,2960047.0
2020-11-07,145.359,149.098,144.469,148.549,2960047.0
2020-11-08,145.359,149.098,144.469,148.549,2960047.0
2020-11-09,145.377,148.411,140.602,144.597,9452960.0
2020-11-10,145.049,146.405,142.657,145.935,3329764.0
2020-11-11,147.384,149.027,146.334,147.627,3240174.0
2020-11-12,147.369,147.511,144.097,145.381,4071276.0
2020-11-13,146.353,147.155,145.426,145.88,2630393.0
2020-11-14,146.353,147.155,145.426,145.88,2630393.0
2020-11-15,146.353,147.155,145.426,145.88,2630393.0
2020-11-16,145.426,150.171,143.723,150.132,4406315.0
2020-11-17,150.297,150.987,147.511,150.524,3627752.0
2020-11-18,150.586,152.922,150.141,150.141,3393490.0
2020-11-19,149.74,149.74,147.69,148.385,3143621.0
2020-11-20,148.251,148.67,145.916,145.961,3989544.0
2020-11-21,148.251,148.67,145.916,145.961,3989544.0
2020-11-22,148.251,148.67,145.916,145.961,3989544.0
2020-11-23,147.511,148.608,146.094,148.492,3775654.0
2020-11-24,149.704,154.294,149.356,153.92,5373851.0
2020-11-25,153.403,154.187,150.97,151.968,3497671.0
2020-11-26,153.403,154.187,150.97,151.968,3497671.0
2020-11-27,152.378,152.797,149.642,150.533,2216615.0
2020-11-28,152.378,152.797,149.642,150.533,2216615.0
2020-11-29,152.378,152.797,149.642,150.533,2216615.0
2020-11-30,151.139,152.619,149.838,152.476,4708599.0
2020-12-01,154.651,155.266,149.651,149.704,5377352.0
2020-12-02,149.668,150.595,148.403,150.479,3853274.0
2020-12-03,150.738,151.728,149.223,149.588,2844187.0
2020-12-04,149.802,150.274,148.26,149.071,2766200.0
2020-12-05,149.802,150.274,148.26,149.071,2766200.0
2020-12-06,149.802,150.274,148.26,149.071,2766200.0
2020-12-07,149.856,149.998,148.046,149.267,3117161.0
2020-12-08,149.339,149.954,147.886,148.305,3884981.0
2020-12-09,149.33,151.389,148.857,150.791,3327293.0
2020-12-10,148.888,149.26,145.845,146.388,4708609.0
2020-12-11,147.511,150.649,147.378,150.096,4777504.0
2020-12-12,147.511,150.649,147.378,150.096,4777504.0
2020-12-13,147.511,150.649,147.378,150.096,4777504.0
2020-12-14,153.109,153.109,148.483,148.51,3388743.0
2020-12-15,148.937,150.087,148.082,149.0,2556870.0
2020-12-16,149.205,153.002,149.205,151.638,3421582.0
2020-12-17,152.182,156.26,151.553,155.524,4386859.0
2020-12-18,154.241,156.416,152.538,156.139,8581322.0
2020-12-19,154.241,156.416,152.538,156.139,8581322.0
2020-12-20,154.241,156.416,152.538,156.139,8581322.0
2020-12-21,153.697,155.48,152.44,153.831,3180024.0
2020-12-22,153.599,156.202,153.318,155.587,2493082.0
2020-12-23,155.426,156.817,153.857,153.875,2553799.0
2020-12-24,154.205,154.508,152.832,153.474,1006079.0
2020-12-25,154.205,154.508,152.832,153.474,1006079.0
2020-12-26,154.205,154.508,152.832,153.474,1006079.0
2020-12-27,154.205,154.508,152.832,153.474,1006079.0
2020-12-28,153.84,154.374,152.324,152.734,1861657.0
2020-12-29,153.082,153.314,150.096,150.658,2864629.0
2020-12-30,151.362,151.362,148.091,148.162,3107126.0
2020-12-31,148.661,150.167,147.455,150.096,2349423.0
2021-01-01,148.661,150.167,147.455,150.096,2349423.0
2021-01-02,148.661,150.167,147.455,150.096,2349423.0
2021-01-03,148.661,150.167,147.455,150.096,2349423.0
2021-01-04,150.096,150.221,144.285,145.996,4304039.0
2021-01-05,144.998,146.183,143.706,143.964,3966963.0
2021-01-06,142.859,145.399,142.614,143.536,5061447.0
2021-01-07,144.053,144.276,140.954,141.718,6024308.0
2021-01-08,141.816,142.52,140.354,141.174,4844804.0
2021-01-09,141.816,142.52,140.354,141.174,4844804.0
2021-01-10,141.816,142.52,140.354,141.174,4844804.0
2021-01-11,141.602,144.338,140.595,144.267,6129269.0
2021-01-12,144.722,146.576,142.547,146.094,4612071.0
2021-01-13,145.773,146.575,144.347,145.381,2643017.0
2021-01-14,145.907,147.592,145.479,145.702,2625038.0
2021-01-15,145.042,145.256,141.014,141.629,4816268.0
2021-01-16,145.042,145.256,141.014,141.629,4816268.0
2021-01-17,145.042,145.256,141.014,141.629,4816268.0
2021-01-18,145.042,145.256,141.014,141.629,4816268.0
2021-01-19,142.342,142.431,139.089,139.294,4537365.0
2021-01-20,139.855,142.863,139.071,142.467,3029768.0
2021-01-21,142.021,144.124,141.914,142.698,2004104.0
2021-01-22,141.183,143.01,140.294,141.709,3131558.0
2021-01-23,141.183,143.01,140.294,141.709,3131558.0
2021-01-24,141.183,143.01,140.294,141.709,3131558.0
2021-01-25,142.351,146.301,141.816,144.169,3938074.0
2021-01-26,144.731,145.069,143.046,143.884,2962395.0
2021-01-27,142.164,142.248,139.926,140.515,2821509.0
2021-01-28,141.78,142.057,140.114,140.176,2565097.0
2021-01-29,139.953,140.559,137.939,138.153,5007910.0
2021-01-30,139.953,140.559,137.939,138.153,5007910.0
2021-01-31,139.953,140.559,137.939,138.153,5007910.0
2021-02-01,139.222,140.069,138.072,139.276,4782996.0
2021-02-02,145.461,146.353,139.873,142.868,10758346.0
2021-02-03,143.224,143.919,139.802,142.351,4559152.0
2021-02-04,141.923,144.757,140.671,144.624,2811099.0
2021-02-05,145.283,146.656,144.142,146.513,2560284.0
2021-02-06,145.283,146.656,144.142,146.513,2560284.0
2021-02-07,145.283,146.656,144.142,146.513,2560284.0
2021-02-08,146.567,147.485,145.114,145.684,2242489.0
2021-02-09,145.729,149.379,145.087,148.777,3073615.0
2021-02-10,149.686,149.945,146.656,147.654,2943733.0
2021-02-11,147.957,148.202,143.67,144.722,3188366.0
2021-02-12,144.811,146.026,144.427,145.631,2563779.0
2021-02-13,144.811,146.026,144.427,145.631,2563779.0
2021-02-14,144.811,146.026,144.427,145.631,2563779.0
2021-02-15,144.811,146.026,144.427,145.631,2563779.0
2021-02-16,146.13,146.148,143.572,144.169,2867691.0
2021-02-17,143.581,144.307,142.52,143.501,2953560.0
2021-02-18,142.431,144.944,141.379,144.499,3596766.0
2021-02-19,144.705,145.557,143.799,143.997,3081948.0
2021-02-20,144.705,145.557,143.799,143.997,3081948.0
2021-02-21,144.705,145.557,143.799,143.997,3081948.0
2021-02-22,143.261,145.764,141.727,144.947,3894805.0
2021-02-23,143.485,144.786,141.514,144.239,4385811.0
2021-02-24,143.763,145.216,142.687,143.575,2963449.0
2021-02-25,142.615,143.781,140.848,141.279,2617074.0
2021-02-26,142.239,142.817,140.454,141.566,3492820.0
2021-02-27,142.239,142.817,140.454,141.566,3492820.0
2021-02-28,142.239,142.817,140.454,141.566,3492820.0
2021-03-01,143.109,145.898,142.239,144.831,3272583.0
2021-03-02,145.1,146.356,143.414,144.741,2653764.0
2021-03-03,144.041,145.459,143.405,143.898,2635113.0
2021-03-04,143.566,144.669,141.315,143.019,3710413.0
2021-03-05,143.97,148.158,142.687,147.459,3671690.0
2021-03-06,143.97,148.158,142.687,147.459,3671690.0
2021-03-07,143.97,148.158,142.687,147.459,3671690.0
2021-03-08,148.203,149.1,144.194,144.293,3176550.0
2021-03-09,144.597,148.131,144.597,146.445,2551334.0
2021-03-10,147.414,149.055,146.858,148.203,2511699.0
2021-03-11,148.984,151.298,148.347,150.006,2906651.0
2021-03-12,149.441,150.804,148.84,150.41,1914768.0
2021-03-13,149.441,150.804,148.84,150.41,1914768.0
2021-03-14,149.441,150.804,148.84,150.41,1914768.0
2021-03-15,150.598,150.621,144.427,145.88,4538208.0
2021-03-16,146.006,147.243,144.795,146.042,2397832.0
2021-03-17,144.212,145.082,143.118,144.095,3644112.0
2021-03-18,143.916,144.535,142.561,143.692,2966613.0
2021-03-19,144.795,148.212,142.337,142.875,14934230.0
2021-03-20,144.795,148.212,142.337,142.875,14934230.0
2021-03-21,144.795,148.212,142.337,142.875,14934230.0
2021-03-22,143.234,145.055,142.203,144.463,3893872.0
2021-03-23,143.333,145.45,142.826,143.387,2920776.0
2021-03-24,143.566,145.548,143.243,143.431,2285313.0
2021-03-25,143.064,146.786,142.346,146.427,2944517.0
2021-03-26,147.548,150.777,146.912,150.67,3135491.0
2021-03-27,147.548,150.777,146.912,150.67,3135491.0
2021-03-28,147.548,150.777,146.912,150.67,3135491.0
2021-03-29,150.338,151.558,149.486,150.813,2702638.0
2021-03-30,150.293,152.473,150.15,151.262,2401126.0
2021-03-31,151.791,153.379,150.329,152.473,3688401.0
2021-04-01,152.643,154.401,151.432,153.63,3615190.0
2021-04-02,152.643,154.401,151.432,153.63,3615190.0
2021-04-03,152.643,154.401,151.432,153.63,3615190.0
2021-04-04,152.643,154.401,151.432,153.63,3615190.0
2021-04-05,154.365,155.208,153.477,154.231,2316062.0
2021-04-06,154.356,156.096,153.58,155.146,2465621.0
2021-04-07,155.11,155.486,153.558,154.231,2079942.0
2021-04-08,154.76,155.39,153.608,155.19,2029424.0
2021-04-09,155.415,157.819,155.011,157.81,2579977.0
2021-04-10,155.415,157.819,155.011,157.81,2579977.0
2021-04-11,155.415,157.819,155.011,157.81,2579977.0
2021-04-12,157.361,160.85,156.742,160.178,3023973.0
2021-04-13,159.612,161.379,158.473,160.931,2465364.0
2021-04-14,160.393,160.913,157.765,158.052,2591884.0
2021-04-15,160.42,162.214,158.321,161.128,3139333.0
2021-04-16,162.106,162.519,160.5,161.191,2820514.0
2021-04-17,162.106,162.519,160.5,161.191,2820514.0
2021-04-18,162.106,162.519,160.5,161.191,2820514.0
2021-04-19,161.37,161.37,159.348,159.711,2614204.0
2021-04-20,159.568,161.317,158.612,161.173,2642546.0
2021-04-21,160.904,161.039,159.272,160.169,3204429.0
2021-04-22,159.478,162.16,158.949,159.218,3077884.0
2021-04-23,159.523,161.729,159.056,160.518,2407147.0
2021-04-24,159.523,161.729,159.056,160.518,2407147.0
2021-04-25,159.523,161.729,159.056,160.518,2407147.0
2021-04-26,161.254,161.317,156.697,157.693,3972927.0
2021-04-27,170.654,176.951,170.161,174.125,14666542.0
2021-04-28,175.255,177.982,174.098,177.928,6308777.0
2021-04-29,179.292,183.427,177.3,182.727,6949965.0
2021-04-30,180.906,184.566,179.229,182.852,5931466.0
2021-05-01,180.906,184.566,179.229,182.852,5931466.0
2021-05-02,180.906,184.566,179.229,182.852,5931466.0
2021-05-03,186.046,191.391,185.777,190.333,7286058.0
2021-05-04,189.795,193.114,189.131,192.226,5775366.0
2021-05-05,192.782,193.517,190.835,192.414,4186989.0
2021-05-06,192.773,192.844,190.216,192.647,4470082.0
2021-05-07,192.548,195.84,191.768,195.087,2644086.0
2021-05-08,192.548,195.84,191.768,195.087,2644086.0
2021-05-09,192.548,195.84,191.768,195.087,2644086.0
2021-05-10,195.087,196.961,193.526,193.858,3566269.0
2021-05-11,191.885,192.844,189.795,192.244,3088776.0
2021-05-12,190.154,191.809,188.683,188.988,2667067.0
2021-05-13,189.418,194.549,189.373,193.445,3208148.0
2021-05-14,194.468,195.32,192.943,194.082,2333749.0
2021-05-15,194.468,195.32,192.943,194.082,2333749.0
2021-05-16,194.468,195.32,192.943,194.082,2333749.0
2021-05-17,193.302,194.594,192.844,194.002,2071354.0
2021-05-18,194.656,194.656,191.921,191.939,2041602.0
2021-05-19,190.154,192.351,188.934,192.261,2141288.0
2021-05-20,192.252,193.454,190.817,191.894,2716572.0
2021-05-21,193.029,193.669,190.866,190.947,3927651.0
2021-05-22,193.029,193.669,190.866,190.947,3927651.0
2021-05-23,193.029,193.669,190.866,190.947,3927651.0
2021-05-24,192.939,193.345,191.569,192.353,1981302.0
2021-05-25,192.29,193.903,190.317,190.605,2414263.0
2021-05-26,191.93,193.056,190.92,192.696,2376477.0
2021-05-27,193.138,195.445,191.065,191.786,5110162.0
2021-05-28,192.714,194.552,191.993,193.408,2128013.0
2021-05-29,192.714,194.552,191.993,193.408,2128013.0
2021-05-30,192.714,194.552,191.993,193.408,2128013.0
2021-05-31,192.714,194.552,191.993,193.408,2128013.0
2021-06-01,194.3,195.165,192.155,192.227,1865279.0
2021-06-02,193.128,193.128,190.163,190.984,2486033.0
2021-06-03,190.208,192.128,189.379,191.047,2172447.0
2021-06-04,191.434,192.326,188.027,189.83,2943867.0
2021-06-05,191.434,192.326,188.027,189.83,2943867.0
2021-06-06,191.434,192.326,188.027,189.83,2943867.0
2021-06-07,189.794,194.138,189.542,191.894,3444612.0
2021-06-08,191.831,192.236,188.861,189.046,3402013.0
2021-06-09,187.514,188.28,177.546,181.205,10560593.0
2021-06-10,184.008,184.161,181.385,183.134,4879982.0
2021-06-11,183.548,184.972,181.899,183.134,2699160.0
2021-06-12,183.548,184.972,181.899,183.134,2699160.0
2021-06-13,183.548,184.972,181.899,183.134,2699160.0
2021-06-14,182.908,183.647,180.349,181.232,2157467.0
2021-06-15,181.556,183.728,179.592,182.359,2414920.0
2021-06-16,181.755,182.485,179.628,180.628,2102914.0
2021-06-17,180.7,180.7,176.167,178.492,3069001.0
2021-06-18,176.888,179.889,176.203,178.24,8170511.0
2021-06-19,176.888,179.889,176.203,178.24,8170511.0
2021-06-20,176.888,179.889,176.203,178.24,8170511.0
2021-06-21,179.673,184.382,179.326,183.242,3638346.0
2021-06-22,182.25,185.765,182.174,185.116,3460739.0
2021-06-23,184.981,185.919,183.476,183.873,2504458.0
2021-06-24,186.144,186.234,184.981,185.747,2602525.0
2021-06-25,182.539,185.973,182.232,185.306,6618620.0
2021-06-26,182.539,185.973,182.232,185.306,6618620.0
2021-06-27,182.539,185.973,182.232,185.306,6618620.0
2021-06-28,185.378,185.675,182.728,184.963,2288137.0
2021-06-29,185.008,187.433,184.08,187.108,2291145.0
2021-06-30,186.099,187.577,185.594,187.433,2744911.0
2021-07-01,188.712,189.605,187.46,189.46,2746183.0
2021-07-02,188.893,191.155,188.613,190.641,2172514.0
2021-07-03,188.893,191.155,188.613,190.641,2172514.0
2021-07-04,188.893,191.155,188.613,190.641,2172514.0
2021-07-05,188.893,191.155,188.613,190.641,2172514.0
2021-07-06,189.677,190.713,187.631,190.425,2421320.0
2021-07-07,190.443,193.707,189.551,193.101,2553961.0
2021-07-08,189.551,191.696,189.172,191.128,2354376.0
2021-07-09,192.768,193.318,191.668,192.795,2050474.0
2021-07-10,192.768,193.318,191.668,192.795,2050474.0
2021-07-11,192.768,193.318,191.668,192.795,2050474.0
2021-07-12,190.163,192.939,189.632,192.263,2216253.0
2021-07-13,192.263,193.038,189.938,190.407,1852277.0
2021-07-14,190.47,191.425,188.929,190.641,2867751.0
2021-07-15,190.254,192.651,189.812,191.84,1663200.0
2021-07-16,192.074,192.444,189.361,189.776,3805609.0
2021-07-17,192.074,192.444,189.361,189.776,3805609.0
2021-07-18,192.074,192.444,189.361,189.776,3805609.0
2021-07-19,187.874,190.578,186.261,190.533,2910724.0
2021-07-20,191.119,193.128,189.902,191.479,2257385.0
2021-07-21,191.659,193.507,191.218,191.47,1770888.0
2021-07-22,191.389,192.624,190.938,192.173,1629795.0
2021-07-23,191.957,192.191,190.109,190.74,2189122.0
2021-07-24,191.957,192.191,190.109,190.74,2189122.0
2021-07-25,191.957,192.191,190.109,190.74,2189122.0
2021-07-26,190.344,191.29,188.676,189.136,2673685.0
2021-07-27,178.51,178.51,171.472,175.915,13741528.0
2021-07-28,175.825,176.526,171.697,173.076,6295450.0
2021-07-29,173.968,175.284,172.67,172.868,3150322.0
2021-07-30,171.237,173.616,169.723,172.463,3741603.0
2021-07-31,171.237,173.616,169.723,172.463,3741603.0
2021-08-01,171.237,173.616,169.723,172.463,3741603.0
2021-08-02,173.355,174.599,172.174,172.986,2782523.0
2021-08-03,172.364,175.067,171.751,174.977,2726570.0
2021-08-04,173.869,174.662,171.755,171.949,2341664.0
2021-08-05,172.544,173.31,171.327,171.616,2045216.0
2021-08-06,172.832,174.797,172.391,173.58,2340251.0
2021-08-07,172.832,174.797,172.391,173.58,2340251.0
2021-08-08,172.832,174.797,172.391,173.58,2340251.0
2021-08-09,172.202,173.184,171.999,172.12,2150077.0
2021-08-10,172.301,173.148,171.598,171.787,1667984.0
2021-08-11,172.418,173.508,171.886,173.4,2131095.0
2021-08-12,173.653,175.347,173.283,174.518,2458568.0
2021-08-13,173.968,175.653,173.887,174.824,2432526.0
2021-08-14,173.968,175.653,173.887,174.824,2432526.0
2021-08-15,173.968,175.653,173.887,174.824,2432526.0
2021-08-16,174.86,177.83,174.464,177.609,3094565.0
