,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity,UPS US Equity
2024-04-05,148.042,150.04,146.549,149.694,3374041.0
2024-04-06,148.042,150.04,146.549,149.694,3374041.0
2024-04-07,148.042,150.04,146.549,149.694,3374041.0
2024-04-08,150.208,150.554,148.359,148.457,3196400.0
2024-04-09,147.884,149.506,147.607,148.912,2664338.0
2024-04-10,146.598,146.865,144.492,145.639,4024388.0
2024-04-11,145.817,147.577,145.481,147.37,2232464.0
2024-04-12,146.42,146.667,142.765,143.315,4123853.0
2024-04-13,146.42,146.667,142.765,143.315,4123853.0
2024-04-14,146.42,146.667,142.765,143.315,4123853.0
2024-04-15,144.264,144.927,141.851,143.255,3271248.0
2024-04-16,142.949,143.117,141.139,141.317,4197107.0
2024-04-17,140.931,141.841,139.794,140.684,4165654.0
2024-04-18,141.505,141.732,140.318,141.169,3430749.0
2024-04-19,141.574,142.533,140.981,141.198,5118505.0
2024-04-20,141.574,142.533,140.981,141.198,5118505.0
2024-04-21,141.574,142.533,140.981,141.198,5118505.0
2024-04-22,141.633,144.462,140.991,143.76,4578511.0
2024-04-23,144.389,148.092,143.651,147.231,6371056.0
2024-04-24,146.301,146.331,142.197,145.006,5284711.0
2024-04-25,146.321,146.796,143.681,145.767,3553363.0
2024-04-26,145.223,147.083,145.223,145.965,2607558.0
2024-04-27,145.223,147.083,145.223,145.965,2607558.0
2024-04-28,145.223,147.083,145.223,145.965,2607558.0
2024-04-29,146.628,149.219,146.193,146.915,2654696.0
2024-04-30,145.916,146.583,145.04,145.856,2402852.0
2024-05-01,145.668,146.509,143.77,144.314,2842906.0
