,AL US Equity,AL US Equity,AL US Equity,AL US Equity,AL US Equity
2023-10-16,35.7392,36.2245,35.5016,35.9373,423705.0
2023-10-17,35.7293,36.7196,35.7293,36.3928,507042.0
2023-10-18,35.8085,36.0363,34.6598,34.6598,605725.0
2023-10-19,34.5212,35.3382,34.026,34.2835,633642.0
2023-10-20,34.2538,34.6994,33.9864,34.0161,654350.0
2023-10-21,34.2538,34.6994,33.9864,34.0161,654350.0
2023-10-22,34.2538,34.6994,33.9864,34.0161,654350.0
2023-10-23,34.1251,34.5014,33.9666,34.1152,752585.0
2023-10-24,34.234,34.4123,33.8775,34.1053,402586.0
2023-10-25,33.8775,34.3132,33.5705,33.5705,521196.0
2023-10-26,33.6002,34.0161,33.1348,33.5705,1260969.0
2023-10-27,33.7587,34.2637,33.3527,33.4418,1419775.0
2023-10-28,33.7587,34.2637,33.3527,33.4418,1419775.0
2023-10-29,33.7587,34.2637,33.3527,33.4418,1419775.0
2023-10-30,33.521,34.2142,33.0061,33.7686,1961537.0
2023-10-31,33.6497,34.4321,33.2536,34.2934,771344.0
2023-11-01,33.9765,34.7291,33.7785,34.4222,727873.0
2023-11-02,35.0163,35.4818,34.8628,34.9965,874274.0
2023-11-03,35.759,36.6998,35.7041,36.472,1173267.0
2023-11-04,35.759,36.6998,35.7041,36.472,1173267.0
2023-11-05,35.759,36.6998,35.7041,36.472,1173267.0
2023-11-06,37.0266,38.4922,36.5315,36.8087,1313257.0
2023-11-07,36.3235,36.6107,35.5511,36.0462,1069883.0
2023-11-08,36.0957,36.7642,36.0957,36.3829,1166219.0
2023-11-09,36.6602,36.8582,36.066,36.0957,937906.0
2023-11-10,36.274,37.2048,36.0165,36.9969,581552.0
2023-11-11,36.274,37.2048,36.0165,36.9969,581552.0
2023-11-12,36.274,37.2048,36.0165,36.9969,581552.0
2023-11-13,36.6404,36.8087,36.2245,36.4324,992212.0
2023-11-14,37.2048,37.5613,36.9276,37.294,1069538.0
2023-11-15,37.393,38.0268,37.3831,37.9575,1058540.0
2023-11-16,37.7594,37.9624,37.2246,37.4128,829716.0
2023-11-17,37.7792,38.4031,37.7099,38.4031,850017.0
2023-11-18,37.7792,38.4031,37.7099,38.4031,850017.0
2023-11-19,37.7792,38.4031,37.7099,38.4031,850017.0
2023-11-20,38.2446,38.3437,37.7009,38.1555,875778.0
2023-11-21,38.0268,38.2347,37.7495,37.9971,775218.0
2023-11-22,38.413,38.5714,37.9079,37.9277,741914.0
2023-11-23,38.413,38.5714,37.9079,37.9277,741914.0
2023-11-24,38.0466,38.0763,37.6307,37.9079,362112.0
2023-11-25,38.0466,38.0763,37.6307,37.9079,362112.0
2023-11-26,38.0466,38.0763,37.6307,37.9079,362112.0
2023-11-27,37.6901,37.8485,37.2841,37.799,765531.0
2023-11-28,37.7396,37.7792,37.3831,37.6901,773184.0
2023-11-29,37.9872,38.408,37.8485,37.8584,791672.0
2023-11-30,37.9575,38.4526,37.7445,38.413,925955.0
2023-12-01,38.2743,39.2943,38.205,39.2943,851363.0
2023-12-02,38.2743,39.2943,38.205,39.2943,851363.0
2023-12-03,38.2743,39.2943,38.205,39.2943,851363.0
2023-12-04,38.8685,39.2656,38.8685,39.0171,946117.0
2023-12-05,38.4724,38.7299,38.0268,38.4031,800596.0
2023-12-06,38.6209,39.4825,38.413,38.5615,756324.0
2023-12-07,38.8289,39.1647,38.6407,38.9576,1011801.0
2023-12-08,39.0963,39.8291,39.0072,39.3835,636402.0
2023-12-09,39.0963,39.8291,39.0072,39.3835,636402.0
2023-12-10,39.0963,39.8291,39.0072,39.3835,636402.0
2023-12-11,38.9477,39.3736,38.7546,39.3141,740425.0
2023-12-12,39.1953,39.2151,38.611,38.7596,949110.0
2023-12-13,38.7497,39.8588,38.5368,39.7103,1001304.0
2023-12-14,40.3971,41.4623,40.0587,41.323,1181010.0
2023-12-15,41.1537,41.3727,40.5863,40.6261,1137359.0
2023-12-16,41.1537,41.3727,40.5863,40.6261,1137359.0
2023-12-17,41.1537,41.3727,40.5863,40.6261,1137359.0
2023-12-18,40.8849,40.8849,40.1483,40.3275,781651.0
2023-12-19,40.4469,40.9745,40.4469,40.9546,575838.0
2023-12-20,40.8352,41.4524,40.3374,40.3573,886476.0
2023-12-21,40.8849,41.3926,40.6958,41.1836,455458.0
2023-12-22,41.1935,42.1492,41.1935,41.9103,644227.0
2023-12-23,41.1935,42.1492,41.1935,41.9103,644227.0
2023-12-24,41.1935,42.1492,41.1935,41.9103,644227.0
2023-12-25,41.1935,42.1492,41.1935,41.9103,644227.0
2023-12-26,41.9999,42.0895,41.6316,41.8107,593524.0
2023-12-27,41.9501,42.0497,41.6116,41.7709,489248.0
2023-12-28,41.5619,41.9302,41.5619,41.8506,518114.0
2023-12-29,41.8207,41.9999,41.537,41.751,435780.0
2023-12-30,41.8207,41.9999,41.537,41.751,435780.0
2023-12-31,41.8207,41.9999,41.537,41.751,435780.0
2024-01-01,41.8207,41.9999,41.537,41.751,435780.0
2024-01-02,41.3528,41.751,40.8451,40.9546,609182.0
2024-01-03,40.2578,40.6958,39.1926,39.2424,928770.0
2024-01-04,39.2822,39.9392,39.2274,39.6804,842596.0
2024-01-05,39.5609,40.5564,39.5609,40.0686,1030677.0
2024-01-06,39.5609,40.5564,39.5609,40.0686,1030677.0
2024-01-07,39.5609,40.5564,39.5609,40.0686,1030677.0
2024-01-08,39.9193,40.3971,39.6107,40.3374,651962.0
2024-01-09,39.7999,40.0736,39.7103,39.8496,389171.0
2024-01-10,40.2379,40.5465,40.1184,40.3573,558337.0
2024-01-11,40.1383,40.4768,39.7501,40.4569,404271.0
2024-01-12,40.6659,40.8999,39.6903,39.7103,459478.0
2024-01-13,40.6659,40.8999,39.6903,39.7103,459478.0
2024-01-14,40.6659,40.8999,39.6903,39.7103,459478.0
2024-01-15,40.6659,40.8999,39.6903,39.7103,459478.0
2024-01-16,39.3718,39.5908,38.9745,39.5808,547534.0
2024-01-17,39.0035,39.8098,39.0035,39.6804,707840.0
2024-01-18,39.9989,40.1483,39.4116,39.5908,611558.0
2024-01-19,39.6704,40.2478,39.317,40.2478,384215.0
2024-01-20,39.6704,40.2478,39.317,40.2478,384215.0
2024-01-21,39.6704,40.2478,39.317,40.2478,384215.0
2024-01-22,40.4071,40.8849,40.3573,40.8551,485000.0
2024-01-23,41.2135,41.4773,40.9944,41.2732,907961.0
2024-01-24,41.7809,41.7809,40.9546,40.9745,481763.0
2024-01-25,41.6116,42.7067,41.5519,42.2289,1087261.0
2024-01-26,42.3384,42.7465,42.1293,42.4678,901412.0
2024-01-27,42.3384,42.7465,42.1293,42.4678,901412.0
2024-01-28,42.3384,42.7465,42.1293,42.4678,901412.0
2024-01-29,42.5574,42.9655,42.0696,42.9157,960389.0
2024-01-30,42.7266,43.2341,42.7266,42.9456,482072.0
2024-01-31,42.9257,43.3339,41.5718,41.6216,945471.0
2024-02-01,42.2089,42.7863,41.7212,42.6569,622621.0
2024-02-02,42.2786,42.9257,42.0596,42.8062,456430.0
2024-02-03,42.2786,42.9257,42.0596,42.8062,456430.0
2024-02-04,42.2786,42.9257,42.0596,42.8062,456430.0
2024-02-05,42.3085,42.3085,41.7908,42.0994,427757.0
2024-02-06,42.0795,42.6868,41.9302,42.3184,616901.0
2024-02-07,42.4678,42.4777,41.9899,42.3682,464406.0
2024-02-08,42.2388,42.5076,41.6415,41.6614,1136684.0
2024-02-09,41.7311,41.9203,41.4474,41.8307,660059.0
2024-02-10,41.7311,41.9203,41.4474,41.8307,660059.0
2024-02-11,41.7311,41.9203,41.4474,41.8307,660059.0
2024-02-12,41.8307,42.5175,41.8307,42.3583,423846.0
2024-02-13,41.1537,41.3628,40.6261,41.1836,572000.0
2024-02-14,41.7311,42.1293,41.2632,42.0994,806759.0
2024-02-15,42.3782,43.1049,42.3469,42.9357,924376.0
2024-02-16,42.6569,42.8759,40.7655,40.8849,1573120.0
2024-02-17,42.6569,42.8759,40.7655,40.8849,1573120.0
2024-02-18,42.6569,42.8759,40.7655,40.8849,1573120.0
2024-02-19,42.6569,42.8759,40.7655,40.8849,1573120.0
2024-02-20,40.7157,41.1886,40.3175,40.3573,1197300.0
2024-02-21,39.9989,40.2677,39.1727,39.6903,1330760.0
2024-02-22,39.8198,40.1184,39.3718,39.6505,1080841.0
2024-02-23,39.6903,40.437,39.2125,39.7899,880886.0
2024-02-24,39.6903,40.437,39.2125,39.7899,880886.0
2024-02-25,39.6903,40.437,39.2125,39.7899,880886.0
2024-02-26,39.5709,39.9641,39.4017,39.5808,816668.0
2024-02-27,39.979,40.0985,39.4415,39.6306,765194.0
2024-02-28,39.332,39.8894,39.2723,39.5908,776254.0
2024-02-29,39.6107,39.9342,39.2274,39.9193,1211680.0
2024-03-01,40.0587,40.3424,39.6306,39.7202,756590.0
2024-03-02,40.0587,40.3424,39.6306,39.7202,756590.0
2024-03-03,40.0587,40.3424,39.6306,39.7202,756590.0
2024-03-04,42.0994,42.5375,41.5121,41.6813,4022609.0
2024-03-05,41.4026,43.2243,41.4026,42.5275,2135904.0
2024-03-06,42.8361,43.7719,42.6569,43.2044,2879989.0
2024-03-07,43.5927,44.0904,43.2343,43.6624,1807578.0
2024-03-08,43.8017,44.3194,43.5031,43.6026,1527470.0
2024-03-09,43.8017,44.3194,43.5031,43.6026,1527470.0
2024-03-10,43.8017,44.3194,43.5031,43.6026,1527470.0
2024-03-11,43.3438,44.3393,43.2741,44.1004,1876762.0
2024-03-12,44.4787,45.5638,44.2348,45.3647,2092478.0
2024-03-13,45.2651,46.8479,45.2651,46.39,2075885.0
2024-03-14,46.46,46.87,46.2,46.39,2029345.0
2024-03-15,46.76,47.75,46.52,47.13,22684348.0
2024-03-16,46.76,47.75,46.52,47.13,22684348.0
2024-03-17,46.76,47.75,46.52,47.13,22684348.0
2024-03-18,46.99,47.49,46.58,46.59,2296197.0
2024-03-19,46.38,46.75,45.84,46.35,1362483.0
2024-03-20,46.0,46.94,45.82,46.65,1072792.0
2024-03-21,46.82,47.39,46.75,47.06,874414.0
2024-03-22,47.35,48.43,47.25,48.29,1738925.0
2024-03-23,47.35,48.43,47.25,48.29,1738925.0
2024-03-24,47.35,48.43,47.25,48.29,1738925.0
2024-03-25,48.25,49.66,48.07,49.1,1929665.0
2024-03-26,49.64,50.63,49.23,50.31,2324448.0
2024-03-27,50.37,50.855,50.06,50.76,1159680.0
2024-03-28,51.09,51.77,51.05,51.44,1337618.0
2024-03-29,51.09,51.77,51.05,51.44,1337618.0
2024-03-30,51.09,51.77,51.05,51.44,1337618.0
2024-03-31,51.09,51.77,51.05,51.44,1337618.0
2024-04-01,51.51,51.65,50.74,51.18,1086292.0
2024-04-02,50.75,50.83,49.93,50.14,1375320.0
2024-04-03,50.15,50.685,49.9509,50.44,1189013.0
2024-04-04,51.01,51.65,50.09,50.17,1020086.0
2024-04-05,49.93,50.64,49.93,50.54,1134797.0
2024-04-06,49.93,50.64,49.93,50.54,1134797.0
2024-04-07,49.93,50.64,49.93,50.54,1134797.0
2024-04-08,50.69,50.9199,50.21,50.4,909830.0
2024-04-09,50.36,50.56,49.47,49.54,1046384.0
2024-04-10,48.73,49.33,48.42,48.79,1094931.0
2024-04-11,48.84,49.25,47.94,49.16,1000854.0
2024-04-12,48.79,49.17,48.12,48.55,1151455.0
2024-04-13,48.79,49.17,48.12,48.55,1151455.0
2024-04-14,48.79,49.17,48.12,48.55,1151455.0
2024-04-15,49.01,49.445,47.99,48.22,577388.0
2024-04-16,48.29,48.71,47.74,48.46,622590.0
2024-04-17,48.93,49.22,48.49,48.64,788144.0
2024-04-18,48.91,49.7,48.61,48.73,646279.0
2024-04-19,48.76,49.42,48.76,49.03,875024.0
2024-04-20,48.76,49.42,48.76,49.03,875024.0
2024-04-21,48.76,49.42,48.76,49.03,875024.0
2024-04-22,49.15,49.98,48.895,49.55,642621.0
2024-04-23,49.71,51.055,49.52,51.01,1081141.0
2024-04-24,51.21,51.65,50.97,51.4,873814.0
2024-04-25,50.75,51.62,50.4,51.56,664762.0
2024-04-26,51.72,52.31,51.57,51.66,742166.0
2024-04-27,51.72,52.31,51.57,51.66,742166.0
2024-04-28,51.72,52.31,51.57,51.66,742166.0
2024-04-29,51.71,52.13,51.62,52.02,838241.0
2024-04-30,51.57,51.78,50.155,50.24,938458.0
2024-05-01,50.17,51.02,49.87,50.29,898437.0
