,AL US Equity,AL US Equity,AL US Equity,AL US Equity,AL US Equity
2020-03-11,29.818,30.4784,28.0386,28.3505,2856660.0
2020-03-12,25.819,26.296,20.2746,20.5635,3977380.0
2020-03-13,22.0585,22.0677,18.8621,21.7925,3699223.0
2020-03-14,22.0585,22.0677,18.8621,21.7925,3699223.0
2020-03-15,22.0585,22.0677,18.8621,21.7925,3699223.0
2020-03-16,19.151,19.8573,17.4817,18.3989,2629517.0
2020-03-17,18.6649,18.7475,14.3266,14.3724,3453629.0
2020-03-18,12.9324,13.4369,7.7136,9.9149,6849732.0
2020-03-19,9.8498,15.0671,8.836,13.7376,6704159.0
2020-03-20,14.2398,18.0393,14.2398,15.3932,4743127.0
2020-03-21,14.2398,18.0393,14.2398,15.3932,4743127.0
2020-03-22,14.2398,18.0393,14.2398,15.3932,4743127.0
2020-03-23,15.1513,16.5,13.5795,14.3328,3171810.0
2020-03-24,15.7373,20.9273,15.7187,20.8342,3589228.0
2020-03-25,22.3689,27.131,22.3503,24.5174,5798895.0
2020-03-26,25.2987,26.2009,22.5084,23.2804,4439115.0
2020-03-27,21.9039,22.3596,19.0299,19.467,2100735.0
2020-03-28,21.9039,22.3596,19.0299,19.467,2100735.0
2020-03-29,21.9039,22.3596,19.0299,19.467,2100735.0
2020-03-30,18.6671,20.5831,16.7511,20.2948,2152524.0
2020-03-31,20.4622,21.4388,20.2064,20.5924,1695825.0
2020-04-01,19.4112,19.5228,18.1463,19.1601,1932287.0
2020-04-02,19.0113,20.2855,18.5183,18.9182,1890370.0
2020-04-03,18.8345,19.2438,16.3791,17.5696,2531953.0
2020-04-04,18.8345,19.2438,16.3791,17.5696,2531953.0
2020-04-05,18.8345,19.2438,16.3791,17.5696,2531953.0
2020-04-06,19.2903,21.3691,18.9926,20.1832,1649834.0
2020-04-07,22.2015,25.5685,21.9225,22.2294,2620972.0
2020-04-08,22.4433,23.6804,22.0341,22.8991,2042481.0
2020-04-09,24.3593,25.7359,23.3827,24.2198,2295794.0
2020-04-10,24.3593,25.7359,23.3827,24.2198,2295794.0
2020-04-11,24.3593,25.7359,23.3827,24.2198,2295794.0
2020-04-12,24.3593,25.7359,23.3827,24.2198,2295794.0
2020-04-13,24.1826,24.1826,21.4481,22.5084,1566918.0
2020-04-14,22.8805,23.9594,22.3503,22.5549,937298.0
2020-04-15,21.3923,21.876,20.3041,21.7643,1309686.0
2020-04-16,21.5783,21.5783,19.6716,20.2576,1245128.0
2020-04-17,21.2993,22.6944,21.2993,22.0992,1267384.0
2020-04-18,21.2993,22.6944,21.2993,22.0992,1267384.0
2020-04-19,21.2993,22.6944,21.2993,22.0992,1267384.0
2020-04-20,21.0482,21.3737,20.1646,20.5738,1332264.0
2020-04-21,19.7925,20.1553,19.4205,19.9414,1998129.0
2020-04-22,20.7133,20.8342,18.6113,18.6113,1722913.0
2020-04-23,18.9647,19.2624,18.6113,18.7229,1815157.0
2020-04-24,19.095,19.3895,18.6113,19.1415,1912950.0
2020-04-25,19.095,19.3895,18.6113,19.1415,1912950.0
2020-04-26,19.095,19.3895,18.6113,19.1415,1912950.0
2020-04-27,19.1973,20.4622,19.1415,20.2948,1843009.0
2020-04-28,21.197,22.0294,20.8156,21.4202,1736788.0
2020-04-29,22.2387,25.2011,22.2201,24.8523,1891328.0
2020-04-30,23.4571,24.6384,22.9549,24.3221,1609394.0
2020-05-01,23.3827,24.0245,21.8434,22.5084,1130019.0
2020-05-02,23.3827,24.0245,21.8434,22.5084,1130019.0
2020-05-03,23.3827,24.0245,21.8434,22.5084,1130019.0
2020-05-04,21.5597,22.2759,20.3134,21.9504,1589656.0
2020-05-05,22.927,24.8244,22.0434,22.2852,1287923.0
2020-05-06,22.5735,22.8433,21.6806,21.7271,769197.0
2020-05-07,22.2759,23.0386,22.0103,22.6665,928461.0
2020-05-08,24.1826,25.2336,23.5538,25.0941,1578973.0
2020-05-09,24.1826,25.2336,23.5538,25.0941,1578973.0
2020-05-10,24.1826,25.2336,23.5538,25.0941,1578973.0
2020-05-11,24.5081,24.6291,22.5642,23.0014,1806764.0
2020-05-12,23.1781,23.2339,21.8853,22.0992,1251217.0
2020-05-13,21.755,21.755,19.4856,20.425,1594036.0
2020-05-14,19.7832,20.8435,18.3602,20.8342,1633358.0
2020-05-15,20.4436,21.0575,20.2018,20.5087,830641.0
2020-05-16,20.4436,21.0575,20.2018,20.5087,830641.0
2020-05-17,20.4436,21.0575,20.2018,20.5087,830641.0
2020-05-18,22.4433,24.4058,22.1643,24.2849,1867915.0
2020-05-19,24.071,24.6291,22.8061,23.5222,1521529.0
2020-05-20,24.3593,24.564,23.885,24.2198,1654621.0
2020-05-21,24.6477,25.1127,24.3221,24.8337,1521365.0
2020-05-22,25.0476,25.3824,24.2477,24.8616,1002462.0
2020-05-23,25.0476,25.3824,24.2477,24.8616,1002462.0
2020-05-24,25.0476,25.3824,24.2477,24.8616,1002462.0
2020-05-25,25.0476,25.3824,24.2477,24.8616,1002462.0
2020-05-26,26.759,27.3356,25.9591,26.5265,2338476.0
2020-05-27,27.3077,28.3216,26.759,28.2751,1458238.0
2020-05-28,29.2517,29.2982,27.4845,28.2564,1641560.0
2020-05-29,27.3822,28.5913,27.131,28.0053,1915866.0
2020-05-30,27.3822,28.5913,27.131,28.0053,1915866.0
2020-05-31,27.3822,28.5913,27.131,28.0053,1915866.0
2020-06-01,27.8193,29.3819,27.5775,29.0377,1272494.0
2020-06-02,29.2424,30.0701,29.1121,29.6702,1251145.0
2020-06-03,30.2376,32.4605,30.1632,32.1443,1634071.0
2020-06-04,32.3685,32.7888,30.9112,32.2377,2705892.0
2020-06-05,35.4605,36.3947,32.3778,32.5833,2622045.0
2020-06-06,35.4605,36.3947,32.3778,32.5833,2622045.0
2020-06-07,35.4605,36.3947,32.3778,32.5833,2622045.0
2020-06-08,34.2368,34.9056,33.723,34.489,2255141.0
2020-06-09,33.0784,33.4521,31.7799,33.0037,1156257.0
2020-06-10,32.6207,32.9009,30.005,30.1078,1221026.0
2020-06-11,27.3707,28.4357,27.0064,27.8658,1394762.0
2020-06-12,29.8743,30.4815,28.4217,29.6781,1246569.0
2020-06-13,29.8743,30.4815,28.4217,29.6781,1246569.0
2020-06-14,29.8743,30.4815,28.4217,29.6781,1246569.0
2020-06-15,28.0246,30.7337,27.5576,30.0611,1031774.0
2020-06-16,32.4245,32.4665,30.3133,30.5001,1160529.0
2020-06-17,30.4815,30.4815,28.9308,29.1083,1186345.0
2020-06-18,28.6599,29.0896,28.2208,28.5945,1027892.0
2020-06-19,28.8654,29.3325,27.8985,28.1648,1510868.0
2020-06-20,28.8654,29.3325,27.8985,28.1648,1510868.0
2020-06-21,28.8654,29.3325,27.8985,28.1648,1510868.0
2020-06-22,27.8098,28.3049,27.1746,27.9499,772034.0
2020-06-23,28.445,28.8467,28.0153,28.4076,705569.0
2020-06-24,27.7911,27.9312,26.2124,27.0998,1275014.0
2020-06-25,26.6421,27.2306,26.2311,27.0158,1143434.0
2020-06-26,26.8476,27.0438,25.9742,26.1003,1940342.0
2020-06-27,26.8476,27.0438,25.9742,26.1003,1940342.0
2020-06-28,26.8476,27.0438,25.9742,26.1003,1940342.0
2020-06-29,26.6234,27.6042,25.8948,27.4641,1078785.0
2020-06-30,27.2119,27.5669,26.2778,27.3614,684937.0
2020-07-01,27.6883,28.8093,26.3992,26.4553,1181423.0
2020-07-02,27.3147,27.8285,26.2965,26.3525,1011812.0
2020-07-03,27.3147,27.8285,26.2965,26.3525,1011812.0
2020-07-04,27.3147,27.8285,26.2965,26.3525,1011812.0
2020-07-05,27.3147,27.8285,26.2965,26.3525,1011812.0
2020-07-06,26.8383,27.679,26.175,27.5576,1216457.0
2020-07-07,26.8569,26.8569,25.4748,25.8667,1141558.0
2020-07-08,25.6893,26.4366,25.6332,26.3432,799085.0
2020-07-09,26.3432,26.3432,24.7177,24.8111,2038028.0
2020-07-10,24.7831,26.0888,24.6804,25.792,1222964.0
2020-07-11,24.7831,26.0888,24.6804,25.792,1222964.0
2020-07-12,24.7831,26.0888,24.6804,25.792,1222964.0
2020-07-13,26.1937,27.0251,25.1288,25.7546,790275.0
2020-07-14,25.792,26.6047,25.4651,26.147,962064.0
2020-07-15,27.0905,28.3142,26.5767,27.9873,1871174.0
2020-07-16,27.8658,28.0246,27.1559,27.2493,769683.0
2020-07-17,27.2773,27.7444,27.1372,27.1839,817497.0
2020-07-18,27.2773,27.7444,27.1372,27.1839,817497.0
2020-07-19,27.2773,27.7444,27.1372,27.1839,817497.0
2020-07-20,26.9037,27.324,25.9975,26.2871,967491.0
2020-07-21,26.6234,27.1185,25.5304,25.6239,663491.0
2020-07-22,25.4464,25.9882,25.2222,25.4557,774049.0
2020-07-23,25.2782,25.8761,24.5776,25.5865,708886.0
2020-07-24,25.3997,25.3997,24.7224,24.7831,492223.0
2020-07-25,25.3997,25.3997,24.7224,24.7831,492223.0
2020-07-26,25.3997,25.3997,24.7224,24.7831,492223.0
2020-07-27,24.7458,24.8392,23.9984,24.3067,1034616.0
2020-07-28,24.1853,24.6337,23.9611,24.0451,664482.0
2020-07-29,24.2787,25.367,24.1479,25.353,868021.0
2020-07-30,24.6056,25.0447,24.2787,24.9419,821331.0
2020-07-31,24.7271,24.9419,23.6341,24.4935,824503.0
2020-08-01,24.7271,24.9419,23.6341,24.4935,824503.0
2020-08-02,24.7271,24.9419,23.6341,24.4935,824503.0
2020-08-03,24.7551,25.5211,24.5309,25.3249,701958.0
2020-08-04,25.0914,26.0442,25.0073,25.736,564907.0
2020-08-05,26.2778,26.6234,25.6893,26.4926,672605.0
2020-08-06,26.3058,26.7729,26.0967,26.4646,1005683.0
2020-08-07,27.324,28.2021,26.5113,27.8565,1629094.0
2020-08-08,27.324,28.2021,26.5113,27.8565,1629094.0
2020-08-09,27.324,28.2021,26.5113,27.8565,1629094.0
2020-08-10,28.2208,29.4726,28.2208,28.7906,791783.0
2020-08-11,29.6874,30.5188,29.2764,29.3231,895283.0
2020-08-12,29.6874,30.1732,29.155,29.5473,544927.0
2020-08-13,29.3044,30.0237,28.9681,28.9868,500378.0
2020-08-14,28.7159,29.2297,28.1648,28.856,642461.0
2020-08-15,28.7159,29.2297,28.1648,28.856,642461.0
2020-08-16,28.7159,29.2297,28.1648,28.856,642461.0
2020-08-17,28.8841,28.9495,28.09,28.2675,700990.0
2020-08-18,28.2302,28.6225,28.0807,28.1181,490134.0
2020-08-19,28.1367,28.8374,27.9499,28.1554,541739.0
2020-08-20,27.8098,28.1507,27.5109,27.8098,464371.0
2020-08-21,27.651,27.7911,27.0531,27.1839,950567.0
2020-08-22,27.651,27.7911,27.0531,27.1839,950567.0
2020-08-23,27.651,27.7911,27.0531,27.1839,950567.0
2020-08-24,27.5762,29.0055,27.5762,28.9214,694352.0
2020-08-25,29.0989,29.8836,28.3049,28.8841,476138.0
2020-08-26,28.8093,28.8747,27.9312,27.9966,667151.0
2020-08-27,28.0433,29.6127,28.0433,29.3418,609826.0
2020-08-28,29.5753,30.3787,29.4726,30.1825,640487.0
2020-08-29,29.5753,30.3787,29.4726,30.1825,640487.0
2020-08-30,29.5753,30.3787,29.4726,30.1825,640487.0
2020-08-31,30.3787,30.3787,28.8981,29.0335,879775.0
2020-09-01,29.0429,29.8462,28.5571,29.5099,971484.0
2020-09-02,29.566,29.6407,28.6038,29.4165,557296.0
2020-09-03,29.5286,31.0139,29.0055,29.211,651366.0
2020-09-04,29.8369,30.2386,28.5478,30.0237,1021964.0
2020-09-05,29.8369,30.2386,28.5478,30.0237,1021964.0
2020-09-06,29.8369,30.2386,28.5478,30.0237,1021964.0
2020-09-07,29.8369,30.2386,28.5478,30.0237,1021964.0
2020-09-08,29.5099,30.3227,29.0802,29.7902,1087114.0
2020-09-09,29.8929,29.8929,28.5011,29.2484,493252.0
2020-09-10,29.5112,29.8585,28.948,28.9762,755794.0
2020-09-11,29.0982,29.8585,28.7978,29.6708,799571.0
2020-09-12,29.0982,29.8585,28.7978,29.6708,799571.0
2020-09-13,29.0982,29.8585,28.7978,29.6708,799571.0
2020-09-14,29.9993,30.8863,29.7553,30.647,950019.0
2020-09-15,30.6939,31.3791,29.7365,29.8773,1096157.0
2020-09-16,30.0744,31.4354,29.4737,31.0131,1056206.0
2020-09-17,30.4499,31.2946,29.9054,30.6094,1324952.0
2020-09-18,30.5625,30.5625,29.0137,29.1639,1268991.0
2020-09-19,30.5625,30.5625,29.0137,29.1639,1268991.0
2020-09-20,30.5625,30.5625,29.0137,29.1639,1268991.0
2020-09-21,28.1596,28.4411,26.8079,28.0094,1346569.0
2020-09-22,28.0375,28.535,27.8122,27.9249,776890.0
2020-09-23,27.9812,28.8072,26.348,26.3667,984867.0
2020-09-24,26.0851,26.2719,25.1089,25.475,1122840.0
2020-09-25,25.0432,26.3949,25.0432,26.2822,892508.0
2020-09-26,25.0432,26.3949,25.0432,26.2822,892508.0
2020-09-27,25.0432,26.3949,25.0432,26.2822,892508.0
2020-09-28,27.2584,28.535,26.8361,28.0188,1141422.0
2020-09-29,27.8122,27.9296,27.0801,27.4743,657648.0
2020-09-30,27.6621,28.2628,27.0989,27.6151,1214360.0
2020-10-01,27.9718,29.0888,27.5776,29.0325,959559.0
2020-10-02,27.709,29.4877,27.4462,29.1451,745447.0
2020-10-03,27.709,29.4877,27.4462,29.1451,745447.0
2020-10-04,27.709,29.4877,27.4462,29.1451,745447.0
2020-10-05,29.6802,30.065,29.3329,29.5581,699432.0
2020-10-06,30.1777,30.356,27.8967,28.1032,727517.0
2020-10-07,28.5819,29.0231,28.3003,28.7603,708833.0
2020-10-08,29.0231,29.4924,28.4036,28.8448,1424356.0
2020-10-09,28.9105,29.6332,28.1032,29.2765,1535937.0
2020-10-10,28.9105,29.6332,28.1032,29.2765,1535937.0
2020-10-11,28.9105,29.6332,28.1032,29.2765,1535937.0
2020-10-12,29.1639,29.652,28.8635,29.0607,1255539.0
2020-10-13,28.9199,28.9199,27.7278,27.9343,602784.0
2020-10-14,28.0845,28.5819,27.6902,27.6902,835842.0
2020-10-15,27.4743,28.0938,27.2772,28.0563,378137.0
2020-10-16,28.2628,28.7603,27.9765,28.0188,470621.0
2020-10-17,28.2628,28.7603,27.9765,28.0188,470621.0
2020-10-18,28.2628,28.7603,27.9765,28.0188,470621.0
2020-10-19,28.1596,29.4455,28.0751,28.5726,669851.0
2020-10-20,28.995,29.6051,28.7603,29.1639,469763.0
2020-10-21,28.948,29.1921,28.3848,28.5819,457870.0
2020-10-22,28.8354,30.1119,28.8334,30.0181,610943.0
2020-10-23,30.3935,30.9661,29.6426,30.1307,903579.0
2020-10-24,30.3935,30.9661,29.6426,30.1307,903579.0
2020-10-25,30.3935,30.9661,29.6426,30.1307,903579.0
2020-10-26,29.5769,29.9054,28.4224,28.8166,609559.0
2020-10-27,28.6101,28.9574,27.418,27.4368,431745.0
2020-10-28,26.5169,26.7328,25.4468,25.7097,934912.0
2020-10-29,25.4656,26.5075,25.4656,26.3198,451424.0
2020-10-30,25.9631,26.3949,25.0151,25.5689,1020572.0
2020-10-31,25.9631,26.3949,25.0151,25.5689,1020572.0
2020-11-01,25.9631,26.3949,25.0151,25.5689,1020572.0
2020-11-02,25.9443,27.0895,25.597,27.0707,949562.0
2020-11-03,27.8404,28.2534,27.2021,27.878,589828.0
2020-11-04,27.5213,27.8076,26.2916,27.1927,654277.0
2020-11-05,27.5776,29.07,27.5072,28.8823,619907.0
2020-11-06,29.0513,29.2578,28.0188,28.7134,583915.0
2020-11-07,29.0513,29.2578,28.0188,28.7134,583915.0
2020-11-08,29.0513,29.2578,28.0188,28.7134,583915.0
2020-11-09,32.2333,34.8803,32.1019,33.9604,2361559.0
2020-11-10,34.5799,35.3308,31.0318,31.7546,3809949.0
2020-11-11,32.1113,33.0499,30.9473,32.5149,1501782.0
2020-11-12,31.8672,33.172,31.3416,32.3741,763098.0
2020-11-13,32.7214,33.6976,32.3553,33.1344,1644977.0
2020-11-14,32.7214,33.6976,32.3553,33.1344,1644977.0
2020-11-15,32.7214,33.6976,32.3553,33.1344,1644977.0
2020-11-16,34.9648,36.3164,33.8853,36.1756,1377900.0
2020-11-17,35.4341,37.2551,35.0023,37.0204,1544548.0
2020-11-18,37.4991,38.71,36.9125,37.1518,1436008.0
2020-11-19,36.6825,36.8327,35.7814,36.232,867393.0
2020-11-20,35.8659,36.3868,34.4391,34.9929,1000042.0
2020-11-21,35.8659,36.3868,34.4391,34.9929,1000042.0
2020-11-22,35.8659,36.3868,34.4391,34.9929,1000042.0
2020-11-23,35.4623,36.9829,35.4153,36.8609,1190389.0
2020-11-24,37.8652,38.9259,37.3583,37.3677,1969539.0
2020-11-25,37.1331,37.18,35.9973,36.2601,836760.0
2020-11-26,37.1331,37.18,35.9973,36.2601,836760.0
2020-11-27,36.2695,36.889,35.4341,35.65,350230.0
2020-11-28,36.2695,36.889,35.4341,35.65,350230.0
2020-11-29,36.2695,36.889,35.4341,35.65,350230.0
2020-11-30,35.4904,36.3634,34.1669,34.3265,946778.0
2020-12-01,35.1901,36.1193,34.7395,35.4998,902752.0
2020-12-02,35.1994,35.8847,35.0493,35.8565,516120.0
2020-12-03,35.6969,38.8414,35.6969,38.2782,1204406.0
2020-12-04,38.8508,40.4465,38.541,40.0992,1193562.0
2020-12-05,38.8508,40.4465,38.541,40.0992,1193562.0
2020-12-06,38.8508,40.4465,38.541,40.0992,1193562.0
2020-12-07,39.6862,39.705,38.0623,38.5035,788980.0
2020-12-08,38.0905,39.1042,37.8464,38.4284,424837.0
2020-12-09,38.5035,38.9071,37.5883,38.6067,1573151.0
2020-12-10,38.8602,40.3432,38.1844,39.9772,2107306.0
2020-12-11,39.8552,40.2963,39.0667,39.949,1466510.0
2020-12-12,39.8552,40.2963,39.0667,39.949,1466510.0
2020-12-13,39.8552,40.2963,39.0667,39.949,1466510.0
2020-12-14,40.6906,41.0191,39.3389,39.4046,1167383.0
2020-12-15,39.6393,40.1367,38.8977,39.4234,732078.0
2020-12-16,39.3013,39.658,38.4941,39.2169,823041.0
2020-12-17,39.4619,40.3005,38.9201,39.8859,762987.0
2020-12-18,39.6409,39.9707,38.8682,39.1603,977373.0
2020-12-19,39.6409,39.9707,38.8682,39.1603,977373.0
2020-12-20,39.6409,39.9707,38.8682,39.1603,977373.0
2020-12-21,37.6904,39.6315,37.4549,39.4524,695511.0
2020-12-22,39.5278,39.867,38.2558,38.3877,703701.0
2020-12-23,39.0567,40.5078,38.5573,40.3099,852702.0
2020-12-24,40.3288,40.7999,39.7822,40.6962,231006.0
2020-12-25,40.3288,40.7999,39.7822,40.6962,231006.0
2020-12-26,40.3288,40.7999,39.7822,40.6962,231006.0
2020-12-27,40.3288,40.7999,39.7822,40.6962,231006.0
2020-12-28,40.9883,41.6856,40.4512,40.8187,587253.0
2020-12-29,40.8376,41.3181,40.5832,40.8376,457828.0
2020-12-30,40.7905,42.0437,40.602,41.7327,410740.0
2020-12-31,41.4312,42.3263,40.9883,41.8552,533358.0
2021-01-01,41.4312,42.3263,40.9883,41.8552,533358.0
2021-01-02,41.4312,42.3263,40.9883,41.8552,533358.0
2021-01-03,41.4312,42.3263,40.9883,41.8552,533358.0
2021-01-04,41.9494,42.3829,39.5665,39.9424,579141.0
2021-01-05,39.9613,41.4877,39.6692,41.2145,467306.0
2021-01-06,42.119,42.5242,40.9789,41.7987,1211603.0
2021-01-07,42.5713,42.8069,40.7339,41.1956,885411.0
2021-01-08,41.8269,41.8269,39.8105,40.8187,453910.0
2021-01-09,41.8269,41.8269,39.8105,40.8187,453910.0
2021-01-10,41.8269,41.8269,39.8105,40.8187,453910.0
2021-01-11,40.1026,42.4206,40.1026,42.3546,1454539.0
2021-01-12,42.6279,43.3817,42.0625,43.0142,878341.0
2021-01-13,42.7881,43.2026,41.582,41.6291,811855.0
2021-01-14,42.0625,43.2121,41.6291,42.6184,564039.0
2021-01-15,42.3923,42.4394,40.6115,40.781,708580.0
2021-01-16,42.3923,42.4394,40.6115,40.781,708580.0
2021-01-17,42.3923,42.4394,40.6115,40.781,708580.0
2021-01-18,42.3923,42.4394,40.6115,40.781,708580.0
2021-01-19,41.1391,41.9117,40.847,41.582,532198.0
2021-01-20,41.9212,42.6184,41.7421,42.0814,1125385.0
2021-01-21,42.1285,42.185,40.4324,40.6774,636466.0
2021-01-22,40.1026,40.5549,39.3017,40.0461,769597.0
2021-01-23,40.1026,40.5549,39.3017,40.0461,769597.0
2021-01-24,40.1026,40.5549,39.3017,40.0461,769597.0
2021-01-25,39.9895,40.3947,38.7269,40.3288,703134.0
2021-01-26,41.0449,41.337,39.443,39.4807,461147.0
2021-01-27,38.7363,39.2075,37.7046,38.1427,669493.0
2021-01-28,38.9059,40.1968,38.7144,39.6315,873520.0
2021-01-29,39.3865,39.3865,37.2193,37.3418,699345.0
2021-01-30,39.3865,39.3865,37.2193,37.3418,699345.0
2021-01-31,39.3865,39.3865,37.2193,37.3418,699345.0
2021-02-01,37.7846,38.1992,37.2193,38.1333,578826.0
2021-02-02,38.8588,40.0367,38.661,39.3111,520523.0
2021-02-03,39.2546,40.9695,39.2546,40.6774,517870.0
2021-02-04,41.0354,41.8175,40.1874,40.8658,542809.0
2021-02-05,41.4406,41.45,40.5549,40.6774,350905.0
2021-02-06,41.4406,41.45,40.5549,40.6774,350905.0
2021-02-07,41.4406,41.45,40.5549,40.6774,350905.0
2021-02-08,41.1579,41.6762,40.9224,40.9978,696688.0
2021-02-09,40.7245,41.1297,40.357,40.7339,1112737.0
2021-02-10,40.9883,41.3087,40.4512,41.026,1214546.0
2021-02-11,41.2239,41.2804,39.5278,40.1968,845681.0
2021-02-12,39.8105,41.2145,39.8105,40.6114,1289626.0
2021-02-13,39.8105,41.2145,39.8105,40.6114,1289626.0
2021-02-14,39.8105,41.2145,39.8105,40.6114,1289626.0
2021-02-15,39.8105,41.2145,39.8105,40.6114,1289626.0
2021-02-16,41.2051,41.2051,39.9707,40.1497,992786.0
2021-02-17,39.9613,41.3087,39.9613,40.9883,1080357.0
2021-02-18,40.5172,41.0731,40.0272,40.602,508576.0
2021-02-19,40.9789,43.0142,40.9035,42.3829,749903.0
2021-02-20,40.9789,43.0142,40.9035,42.3829,749903.0
2021-02-21,40.9789,43.0142,40.9035,42.3829,749903.0
2021-02-22,42.2321,44.9835,42.2321,43.8057,1718344.0
2021-02-23,43.947,44.3758,42.3452,44.0978,1483548.0
2021-02-24,44.0507,46.3284,43.9659,44.7951,909836.0
2021-02-25,45.2474,45.3887,42.2133,42.5054,801723.0
2021-02-26,42.5808,44.0036,42.1662,43.2121,1112221.0
2021-02-27,42.5808,44.0036,42.1662,43.2121,1112221.0
2021-02-28,42.5808,44.0036,42.1662,43.2121,1112221.0
2021-03-01,44.503,44.6679,43.0048,43.1367,582270.0
2021-03-02,42.7409,43.2874,41.8175,42.2887,880781.0
2021-03-03,42.1285,45.0212,42.1285,44.4747,868029.0
2021-03-04,44.4653,46.1237,43.7303,44.927,818082.0
2021-03-05,45.7091,45.8975,43.1932,45.2191,668221.0
2021-03-06,45.7091,45.8975,43.1932,45.2191,668221.0
2021-03-07,45.7091,45.8975,43.1932,45.2191,668221.0
2021-03-08,46.1708,48.0082,45.9493,47.5936,1760948.0
2021-03-09,47.7349,47.7349,45.4829,45.9917,1189172.0
2021-03-10,46.1142,46.5854,45.3887,45.9258,1156303.0
2021-03-11,46.0577,49.1295,45.9446,49.007,1335376.0
2021-03-12,49.1106,49.9021,48.6678,48.9599,1716807.0
2021-03-13,49.1106,49.9021,48.6678,48.9599,1716807.0
2021-03-14,49.1106,49.9021,48.6678,48.9599,1716807.0
2021-03-15,48.9975,49.2614,48.0176,48.517,1317393.0
2021-03-16,48.2155,48.6018,47.0518,47.3957,994422.0
2021-03-17,47.5653,48.7243,46.7832,47.8291,1129849.0
2021-03-18,47.8764,48.3679,46.5153,46.6098,709385.0
2021-03-19,46.4964,46.8083,45.0123,45.4471,1279477.0
2021-03-20,46.4964,46.8083,45.0123,45.4471,1279477.0
2021-03-21,46.4964,46.8083,45.0123,45.4471,1279477.0
2021-03-22,45.5889,46.4207,44.9651,45.8347,868058.0
2021-03-23,45.277,46.0521,43.2447,43.4999,2281282.0
2021-03-24,44.1805,46.0426,43.982,44.1143,874344.0
2021-03-25,43.6512,46.3073,43.4432,46.0899,623167.0
2021-03-26,46.5058,47.262,46.0615,47.2525,1201311.0
2021-03-27,46.5058,47.262,46.0615,47.2525,1201311.0
2021-03-28,46.5058,47.262,46.0615,47.2525,1201311.0
2021-03-29,46.9973,47.6874,46.175,46.7043,967427.0
2021-03-30,46.865,47.9426,46.865,47.2714,557641.0
2021-03-31,47.1202,47.451,46.3168,46.3168,722457.0
2021-04-01,46.6854,47.1769,46.1844,46.9217,356608.0
2021-04-02,46.6854,47.1769,46.1844,46.9217,356608.0
2021-04-03,46.6854,47.1769,46.1844,46.9217,356608.0
2021-04-04,46.6854,47.1769,46.1844,46.9217,356608.0
2021-04-05,47.2998,47.6023,46.2979,46.5342,1338529.0
2021-04-06,46.5058,47.848,46.175,46.6949,884703.0
2021-04-07,46.969,47.262,46.5247,46.6287,567750.0
2021-04-08,46.5531,46.9878,45.9103,46.5531,635322.0
2021-04-09,46.6759,46.9406,45.967,46.3168,457866.0
2021-04-10,46.6759,46.9406,45.967,46.3168,457866.0
2021-04-11,46.6759,46.9406,45.967,46.3168,457866.0
2021-04-12,46.4018,46.572,45.8914,46.1088,715119.0
2021-04-13,45.6078,46.0237,44.2278,45.6362,601501.0
2021-04-14,45.8347,46.6949,45.8347,45.9859,580655.0
2021-04-15,46.1655,46.6949,45.3715,46.657,469872.0
2021-04-16,47.1108,47.5645,45.8252,45.8819,644488.0
2021-04-17,47.1108,47.5645,45.8252,45.8819,644488.0
2021-04-18,47.1108,47.5645,45.8252,45.8819,644488.0
2021-04-19,45.7402,45.967,45.0502,45.3243,348154.0
2021-04-20,44.9273,44.984,42.895,43.8591,496603.0
2021-04-21,43.5472,44.4168,43.0557,44.3601,620188.0
2021-04-22,44.5208,44.8327,43.6417,43.7741,813925.0
2021-04-23,44.2183,44.8327,44.0954,44.6531,358803.0
2021-04-24,44.2183,44.8327,44.0954,44.6531,358803.0
2021-04-25,44.2183,44.8327,44.0954,44.6531,358803.0
2021-04-26,45.1919,45.6834,44.8989,45.5133,422620.0
2021-04-27,45.4377,46.1277,45.1068,46.0615,298508.0
2021-04-28,46.0521,46.7516,45.5228,45.6267,348531.0
2021-04-29,46.0521,46.175,45.0312,45.1825,1067820.0
2021-04-30,44.7949,45.0974,43.9348,44.1522,748368.0
2021-05-01,44.7949,45.0974,43.9348,44.1522,748368.0
2021-05-02,44.7949,45.0974,43.9348,44.1522,748368.0
2021-05-03,44.7004,45.1919,44.3081,44.7098,667178.0
2021-05-04,44.7004,44.9462,43.6228,44.6153,752980.0
2021-05-05,45.0407,46.3829,44.7193,45.9103,452392.0
2021-05-06,45.9859,46.4869,45.1636,46.1466,750085.0
2021-05-07,43.8119,44.5681,41.6473,41.7323,2232718.0
2021-05-08,43.8119,44.5681,41.6473,41.7323,2232718.0
2021-05-09,43.8119,44.5681,41.6473,41.7323,2232718.0
2021-05-10,41.5906,43.9442,41.5433,42.999,1481274.0
2021-05-11,42.5452,43.0179,41.4157,42.4129,1254766.0
2021-05-12,42.6114,42.7816,40.7209,40.8438,908705.0
2021-05-13,41.0234,42.4413,40.7209,42.2428,854460.0
2021-05-14,42.7154,44.2089,42.394,43.8402,903914.0
2021-05-15,42.7154,44.2089,42.394,43.8402,903914.0
2021-05-16,42.7154,44.2089,42.394,43.8402,903914.0
2021-05-17,43.5283,43.8969,42.8717,43.7079,740102.0
2021-05-18,43.7173,44.2372,43.0462,43.0557,588439.0
