,OGS US Equity,OGS US Equity,OGS US Equity,OGS US Equity,OGS US Equity
2023-08-14,73.3542,73.3542,72.1032,72.4135,352452.0
2023-08-15,72.1788,72.1788,71.401,71.8853,275614.0
2023-08-16,72.1788,73.2353,71.807,73.1277,330384.0
2023-08-17,73.0984,73.9299,72.7951,72.9027,286137.0
2023-08-18,73.0005,73.8027,72.707,73.1277,309429.0
2023-08-19,73.0005,73.8027,72.707,73.1277,309429.0
2023-08-20,73.0005,73.8027,72.707,73.1277,309429.0
2023-08-21,72.7462,73.3038,71.9537,72.9027,314999.0
2023-08-22,72.756,73.4603,72.4527,73.3723,228585.0
2023-08-23,73.3429,73.5875,72.8929,73.1864,260475.0
2023-08-24,72.7755,74.0082,72.257,72.5016,228189.0
2023-08-25,73.0005,73.7147,72.932,73.2255,233975.0
2023-08-26,73.0005,73.7147,72.932,73.2255,233975.0
2023-08-27,73.0005,73.7147,72.932,73.2255,233975.0
2023-08-28,73.2255,73.6853,72.7951,72.8342,169312.0
2023-08-29,72.9418,73.0445,72.3451,72.9712,247458.0
2023-08-30,72.8538,73.4505,72.1396,72.3353,284810.0
2023-08-31,72.1005,72.6092,70.8189,70.8972,425218.0
2023-09-01,71.357,71.8266,70.7015,71.6016,387484.0
2023-09-02,71.357,71.8266,70.7015,71.6016,387484.0
2023-09-03,71.357,71.8266,70.7015,71.6016,387484.0
2023-09-04,71.357,71.8266,70.7015,71.6016,387484.0
2023-09-05,71.0048,71.3374,69.9042,70.8385,298024.0
2023-09-06,71.1124,71.8657,70.545,71.7581,330449.0
2023-09-07,72.5309,72.7951,71.7972,72.3255,263014.0
2023-09-08,72.2472,72.7168,71.8755,72.5505,235117.0
2023-09-09,72.2472,72.7168,71.8755,72.5505,235117.0
2023-09-10,72.2472,72.7168,71.8755,72.5505,235117.0
2023-09-11,72.6581,73.3429,72.5407,73.1081,224577.0
2023-09-12,72.5701,72.6386,72.0027,72.3353,939428.0
2023-09-13,72.4429,72.883,72.2472,72.4625,389161.0
2023-09-14,72.9027,73.5141,72.7266,72.9712,565540.0
2023-09-15,72.9712,74.243,72.9712,74.0082,1144843.0
2023-09-16,72.9712,74.243,72.9712,74.0082,1144843.0
2023-09-17,72.9712,74.243,72.9712,74.0082,1144843.0
2023-09-18,73.969,74.1354,73.1277,73.2744,270604.0
2023-09-19,73.3723,73.5875,72.5212,72.5407,278831.0
2023-09-20,72.8929,73.5826,72.5407,72.9614,477649.0
2023-09-21,72.9907,72.9907,71.6016,71.6211,376077.0
2023-09-22,71.4548,72.2766,70.9168,71.7777,317545.0
2023-09-23,71.4548,72.2766,70.9168,71.7777,317545.0
2023-09-24,71.4548,72.2766,70.9168,71.7777,317545.0
2023-09-25,71.4059,71.5429,70.8385,71.4744,337335.0
2023-09-26,71.1222,71.1222,69.2536,69.2732,315929.0
2023-09-27,69.0482,69.4102,68.1971,68.4123,347330.0
2023-09-28,68.7156,68.7156,67.5318,67.6101,306753.0
2023-09-29,68.1677,68.4661,66.4655,66.7981,545050.0
2023-09-30,68.1677,68.4661,66.4655,66.7981,545050.0
2023-10-01,68.1677,68.4661,66.4655,66.7981,545050.0
2023-10-02,66.5242,66.5242,64.0882,64.235,405746.0
2023-10-03,63.785,65.0665,63.0806,65.0176,561302.0
2023-10-04,65.2133,65.6731,64.0198,65.272,555469.0
2023-10-05,65.2231,65.8599,64.8562,65.5166,372173.0
2023-10-06,64.8317,66.1476,64.0295,65.9372,362517.0
2023-10-07,64.8317,66.1476,64.0295,65.9372,362517.0
2023-10-08,64.8317,66.1476,64.0295,65.9372,362517.0
2023-10-09,65.5459,67.1992,65.5459,66.8862,245976.0
2023-10-10,66.9742,67.5318,66.9133,67.1894,232659.0
2023-10-11,67.4438,67.7862,66.8373,67.7373,405599.0
2023-10-12,67.5905,67.884,66.4166,66.8568,353320.0
2023-10-13,67.4927,67.6297,66.7981,67.6101,372576.0
2023-10-14,67.4927,67.6297,66.7981,67.6101,372576.0
2023-10-15,67.4927,67.6297,66.7981,67.6101,372576.0
2023-10-16,68.1482,68.4955,67.7275,68.2851,298797.0
2023-10-17,67.7666,69.1265,67.7666,68.0699,407432.0
2023-10-18,67.6297,67.6297,66.6612,66.7786,328539.0
2023-10-19,66.3677,66.7199,64.9002,65.1448,529267.0
2023-10-20,65.4774,65.6829,64.3035,64.5383,630676.0
2023-10-21,65.4774,65.6829,64.3035,64.5383,630676.0
2023-10-22,65.4774,65.6829,64.3035,64.5383,630676.0
2023-10-23,64.0589,64.8513,63.7752,63.9611,482854.0
2023-10-24,64.4111,64.5578,62.7871,63.0023,588810.0
2023-10-25,60.7033,62.1903,59.5979,61.4468,1162164.0
2023-10-26,61.9066,62.4349,61.3881,61.6718,491556.0
2023-10-27,61.036,61.2903,59.7837,60.1751,436476.0
2023-10-28,61.036,61.2903,59.7837,60.1751,436476.0
2023-10-29,61.036,61.2903,59.7837,60.1751,436476.0
2023-10-30,60.7718,60.9968,59.637,59.9892,617287.0
2023-10-31,59.5881,59.6174,58.0913,59.0891,1135689.0
2023-11-01,59.0891,60.1946,58.1989,60.1066,632621.0
2023-11-02,60.2337,61.7892,59.862,60.9968,645661.0
2023-11-03,62.1121,62.1392,60.8305,60.8599,520239.0
2023-11-04,62.1121,62.1392,60.8305,60.8599,520239.0
2023-11-05,62.1121,62.1392,60.8305,60.8599,520239.0
2023-11-06,60.8109,61.1827,60.1653,60.8599,320477.0
2023-11-07,60.6838,60.9381,59.8816,59.9011,333713.0
2023-11-08,59.6761,59.6761,57.7293,58.4141,475152.0
2023-11-09,58.6783,59.3826,58.3652,58.8935,475351.0
2023-11-10,59.1576,59.3288,58.4239,59.0207,524804.0
2023-11-11,59.1576,59.3288,58.4239,59.0207,524804.0
2023-11-12,59.1576,59.3288,58.4239,59.0207,524804.0
2023-11-13,58.9424,58.9913,58.1989,58.375,467368.0
2023-11-14,59.8388,60.9466,59.4827,60.7883,827166.0
2023-11-15,60.7982,61.6389,60.7685,61.1147,796479.0
2023-11-16,61.54,61.7576,60.8526,61.0751,483756.0
2023-11-17,61.451,61.451,60.5213,61.0059,395139.0
2023-11-18,61.451,61.451,60.5213,61.0059,395139.0
2023-11-19,61.451,61.451,60.5213,61.0059,395139.0
2023-11-20,60.8378,60.8378,59.3443,59.7498,512772.0
2023-11-21,59.552,59.552,58.3849,58.4244,380669.0
2023-11-22,58.642,59.1464,58.0436,58.6618,506913.0
2023-11-23,58.642,59.1464,58.0436,58.6618,506913.0
2023-11-24,58.9486,58.9486,58.2662,58.3453,166111.0
2023-11-25,58.9486,58.9486,58.2662,58.3453,166111.0
2023-11-26,58.9486,58.9486,58.2662,58.3453,166111.0
2023-11-27,58.286,58.4937,57.7321,58.1376,382421.0
2023-11-28,58.0387,59.008,57.6381,58.375,398758.0
2023-11-29,58.4343,59.186,57.8804,58.2266,482503.0
2023-11-30,56.8122,57.1634,54.8934,57.0002,1261623.0
2023-12-01,56.921,59.1563,56.377,59.0871,934535.0
2023-12-02,56.921,59.1563,56.377,59.0871,934535.0
2023-12-03,56.921,59.1563,56.377,59.0871,934535.0
2023-12-04,58.9585,61.5895,58.9585,61.2037,861494.0
2023-12-05,61.0356,61.2433,59.3542,59.6509,848296.0
2023-12-06,60.1949,60.6993,59.9575,60.6597,411182.0
2023-12-07,60.3333,60.7389,59.552,60.4223,584846.0
2023-12-08,60.452,61.0455,60.0168,60.8773,486118.0
2023-12-09,60.452,61.0455,60.0168,60.8773,486118.0
2023-12-10,60.452,61.0455,60.0168,60.8773,486118.0
2023-12-11,60.4125,60.9861,60.096,60.4421,611318.0
2023-12-12,60.4718,60.5213,59.3146,60.3729,651886.0
2023-12-13,60.3333,63.7753,59.9674,63.4588,725000.0
2023-12-14,64.1709,65.0908,63.6072,63.7555,713672.0
2023-12-15,63.7258,64.0325,62.173,62.539,1475134.0
2023-12-16,63.7258,64.0325,62.173,62.539,1475134.0
2023-12-17,63.7258,64.0325,62.173,62.539,1475134.0
2023-12-18,62.8851,63.0928,61.8169,62.3313,402173.0
2023-12-19,62.6082,63.6072,62.6082,63.0236,328301.0
2023-12-20,62.8456,63.983,62.2818,62.3214,454071.0
2023-12-21,62.5785,63.5874,62.5785,63.5379,424633.0
2023-12-22,63.8544,65.0512,63.8544,64.349,327007.0
2023-12-23,63.8544,65.0512,63.8544,64.349,327007.0
2023-12-24,63.8544,65.0512,63.8544,64.349,327007.0
2023-12-25,63.8544,65.0512,63.8544,64.349,327007.0
2023-12-26,64.2105,64.8188,64.0832,64.1116,247783.0
2023-12-27,64.2698,64.2896,63.4489,63.6467,262459.0
2023-12-28,63.2907,64.1511,63.2907,63.5676,278514.0
2023-12-29,63.3005,63.5132,62.7862,63.0236,349550.0
2023-12-30,63.3005,63.5132,62.7862,63.0236,349550.0
2023-12-31,63.3005,63.5132,62.7862,63.0236,349550.0
2024-01-01,63.3005,63.5132,62.7862,63.0236,349550.0
2024-01-02,62.8752,64.6754,62.8332,63.983,318377.0
2024-01-03,63.716,65.0265,63.1621,64.2995,398753.0
2024-01-04,64.0325,64.4578,63.3203,63.6863,257147.0
2024-01-05,63.1819,64.1907,62.9939,63.2313,252280.0
2024-01-06,63.1819,64.1907,62.9939,63.2313,252280.0
2024-01-07,63.1819,64.1907,62.9939,63.2313,252280.0
2024-01-08,63.1522,63.8495,62.8752,63.8248,293550.0
2024-01-09,63.172,63.172,62.1928,62.3313,275516.0
2024-01-10,62.2126,62.4648,61.6884,61.8169,335269.0
2024-01-11,61.4708,61.4708,59.6756,60.363,543033.0
2024-01-12,61.2532,61.3817,59.9703,60.1355,268246.0
2024-01-13,61.2532,61.3817,59.9703,60.1355,268246.0
2024-01-14,61.2532,61.3817,59.9703,60.1355,268246.0
2024-01-15,61.2532,61.3817,59.9703,60.1355,268246.0
2024-01-16,59.997,59.997,58.4788,58.6222,329888.0
2024-01-17,58.0782,59.1811,57.8013,58.2167,385381.0
2024-01-18,57.9892,58.3057,57.5145,57.9299,436441.0
2024-01-19,58.2068,58.7805,57.3266,58.5332,437249.0
2024-01-20,58.2068,58.7805,57.3266,58.5332,437249.0
2024-01-21,58.2068,58.7805,57.3266,58.5332,437249.0
2024-01-22,59.008,60.002,58.6519,59.641,471692.0
2024-01-23,59.7893,60.5608,59.5668,60.4817,475863.0
2024-01-24,61.2927,61.629,59.7003,59.9278,767156.0
2024-01-25,60.6597,60.996,59.9179,60.5608,500329.0
2024-01-26,60.9367,61.1543,60.1256,60.6696,435652.0
2024-01-27,60.9367,61.1543,60.1256,60.6696,435652.0
2024-01-28,60.9367,61.1543,60.1256,60.6696,435652.0
2024-01-29,60.6795,61.7477,60.452,61.7081,350915.0
2024-01-30,61.3916,61.4807,60.6746,60.7982,442117.0
2024-01-31,61.3224,62.3115,60.4619,60.6993,839598.0
2024-02-01,60.6399,61.3719,59.9674,61.2235,338972.0
2024-02-02,60.3531,61.2235,60.2245,60.6004,388064.0
2024-02-03,60.3531,61.2235,60.2245,60.6004,388064.0
2024-02-04,60.3531,61.2235,60.2245,60.6004,388064.0
2024-02-05,59.7795,59.7795,58.1969,58.2167,356197.0
2024-02-06,58.1475,58.6025,57.7519,58.0288,511896.0
2024-02-07,58.2761,58.2761,57.5491,58.1178,346288.0
2024-02-08,57.8112,59.7003,57.7123,59.6014,757368.0
2024-02-09,59.5915,60.2443,59.0279,60.185,462039.0
2024-02-10,59.5915,60.2443,59.0279,60.185,462039.0
2024-02-11,59.5915,60.2443,59.0279,60.185,462039.0
2024-02-12,60.3729,62.3016,60.3284,61.7675,683175.0
2024-02-13,60.4026,61.4411,58.1969,58.5134,752562.0
2024-02-14,58.7805,59.5322,58.0881,59.1662,430972.0
2024-02-15,59.5223,61.2136,59.5223,60.7092,495114.0
2024-02-16,60.5509,60.729,59.9773,60.0762,847813.0
2024-02-17,60.5509,60.729,59.9773,60.0762,847813.0
2024-02-18,60.5509,60.729,59.9773,60.0762,847813.0
2024-02-19,60.5509,60.729,59.9773,60.0762,847813.0
2024-02-20,59.7102,60.9564,59.6707,59.8882,726813.0
2024-02-21,59.8289,60.3135,59.1712,59.73,773707.0
2024-02-22,58.76,60.83,57.74,60.66,1124520.0
2024-02-23,60.64,61.0,59.33,59.34,644843.0
2024-02-24,60.64,61.0,59.33,59.34,644843.0
2024-02-25,60.64,61.0,59.33,59.34,644843.0
2024-02-26,59.17,59.17,57.96,58.33,639734.0
2024-02-27,58.79,59.37,58.38,59.0,459741.0
2024-02-28,58.86,59.79,58.64,59.45,495876.0
2024-02-29,59.99,60.435,59.39,59.6,542424.0
2024-03-01,59.41,59.79,58.5,59.48,465742.0
2024-03-02,59.41,59.79,58.5,59.48,465742.0
2024-03-03,59.41,59.79,58.5,59.48,465742.0
2024-03-04,59.4,60.67,59.335,60.63,319875.0
2024-03-05,61.33,62.66,61.15,61.47,378880.0
2024-03-06,62.0,62.5,61.73,61.91,438229.0
2024-03-07,62.54,62.88,62.25,62.68,308958.0
2024-03-08,63.01,63.64,62.85,63.13,299213.0
2024-03-09,63.01,63.64,62.85,63.13,299213.0
2024-03-10,63.01,63.64,62.85,63.13,299213.0
2024-03-11,63.06,63.5,62.5,63.14,381444.0
2024-03-12,62.79,63.36,62.3,63.08,352942.0
2024-03-13,63.03,63.45,62.21,62.24,368827.0
2024-03-14,61.96,62.02,60.68,61.39,347835.0
2024-03-15,60.57,61.695,60.57,61.42,690263.0
2024-03-16,60.57,61.695,60.57,61.42,690263.0
2024-03-17,60.57,61.695,60.57,61.42,690263.0
2024-03-18,61.32,62.35,61.1319,61.99,466341.0
2024-03-19,62.08,62.92,61.98,62.23,437050.0
2024-03-20,62.01,63.37,61.75,62.91,627211.0
2024-03-21,62.97,63.7,62.88,62.97,310786.0
2024-03-22,63.47,63.47,62.29,62.41,314220.0
2024-03-23,63.47,63.47,62.29,62.41,314220.0
2024-03-24,63.47,63.47,62.29,62.41,314220.0
2024-03-25,62.67,63.0001,62.25,62.5,209043.0
2024-03-26,62.78,62.78,61.51,61.83,240959.0
2024-03-27,62.29,63.46,62.29,63.46,445322.0
2024-03-28,63.46,64.68,63.44,64.53,282950.0
2024-03-29,63.46,64.68,63.44,64.53,282950.0
2024-03-30,63.46,64.68,63.44,64.53,282950.0
2024-03-31,63.46,64.68,63.44,64.53,282950.0
2024-04-01,64.64,64.64,63.38,63.62,201101.0
2024-04-02,63.54,64.025,63.44,63.9,284110.0
2024-04-03,63.23,63.62,62.67,63.43,226507.0
2024-04-04,64.16,64.2,63.5,64.07,249139.0
2024-04-05,63.57,63.81,62.73,63.72,300591.0
2024-04-06,63.57,63.81,62.73,63.72,300591.0
2024-04-07,63.57,63.81,62.73,63.72,300591.0
2024-04-08,64.07,64.63,63.63,63.83,186393.0
