,RGS US Equity,RGS US Equity,RGS US Equity,RGS US Equity,RGS US Equity
2021-05-10,194.2,201.2,184.4,184.8,20895.0
2021-05-11,181.2,186.6,177.8,182.6,26749.0
2021-05-12,182.6,190.8,182.4,184.2,19112.0
2021-05-13,185.0,191.6,177.6,180.4,20142.0
2021-05-14,183.8,189.6,183.6,185.2,13598.0
2021-05-15,183.8,189.6,183.6,185.2,13598.0
2021-05-16,183.8,189.6,183.6,185.2,13598.0
2021-05-17,183.6,188.0,177.2,181.2,15479.0
2021-05-18,180.8,185.2,177.0,177.6,11748.0
2021-05-19,174.0,175.12,171.2,174.4,10105.0
2021-05-20,177.2,179.8,172.4,177.4,10383.0
2021-05-21,179.4,183.2,178.2,180.0,10507.0
2021-05-22,179.4,183.2,178.2,180.0,10507.0
2021-05-23,179.4,183.2,178.2,180.0,10507.0
2021-05-24,178.4,180.0,171.4,175.8,13033.0
2021-05-25,175.4,180.2,172.0,172.8,11689.0
2021-05-26,173.8,186.8,173.0,186.8,16176.0
2021-05-27,188.0,191.2,183.0,184.8,16006.0
2021-05-28,188.6,188.6,181.4,182.8,9252.0
2021-05-29,188.6,188.6,181.4,182.8,9252.0
2021-05-30,188.6,188.6,181.4,182.8,9252.0
2021-05-31,188.6,188.6,181.4,182.8,9252.0
2021-06-01,185.8,192.0,183.6,187.0,15127.0
2021-06-02,187.2,192.2,181.4,189.8,20780.0
2021-06-03,187.6,194.8,183.0,190.0,17781.0
2021-06-04,192.0,193.598,184.8,186.2,8037.0
2021-06-05,192.0,193.598,184.8,186.2,8037.0
2021-06-06,192.0,193.598,184.8,186.2,8037.0
2021-06-07,185.0,194.2,185.0,193.4,11014.0
2021-06-08,197.8,212.2,194.4,209.8,16048.0
2021-06-09,208.0,215.6,204.2,213.8,15555.0
2021-06-10,210.8,214.8,200.6,200.8,11676.0
2021-06-11,200.2,210.0,200.2,206.6,9972.0
2021-06-12,200.2,210.0,200.2,206.6,9972.0
2021-06-13,200.2,210.0,200.2,206.6,9972.0
2021-06-14,206.2,211.0,203.6,208.0,10960.0
2021-06-15,210.0,212.2,201.0,204.8,8528.0
2021-06-16,200.8,203.4,195.1,196.4,11663.0
2021-06-17,194.2,201.3,183.2,184.6,18722.0
2021-06-18,181.8,191.8,181.6,191.0,19905.0
2021-06-19,181.8,191.8,181.6,191.0,19905.0
2021-06-20,181.8,191.8,181.6,191.0,19905.0
2021-06-21,194.8,194.8,187.8,188.8,12004.0
2021-06-22,190.8,192.2,183.8,186.4,11739.0
2021-06-23,186.4,194.568,184.2,191.0,9210.0
2021-06-24,190.2,198.4,187.5,195.4,7974.0
2021-06-25,197.6,198.8,190.8,191.2,53649.0
2021-06-26,197.6,198.8,190.8,191.2,53649.0
2021-06-27,197.6,198.8,190.8,191.2,53649.0
2021-06-28,189.4,189.4,183.3,185.0,10232.0
2021-06-29,184.6,185.6,182.6,185.6,5385.0
2021-06-30,185.0,188.4,182.4,187.2,7615.0
2021-07-01,190.4,191.4,185.4,189.8,7302.0
2021-07-02,190.2,191.0,184.0,188.2,5451.0
2021-07-03,190.2,191.0,184.0,188.2,5451.0
2021-07-04,190.2,191.0,184.0,188.2,5451.0
2021-07-05,190.2,191.0,184.0,188.2,5451.0
2021-07-06,188.6,188.6,176.0,179.6,11626.0
2021-07-07,178.8,183.6,169.0,173.2,12570.0
2021-07-08,169.0,174.0,163.8,170.2,8072.0
2021-07-09,174.6,176.4,170.4,171.4,7552.0
2021-07-10,174.6,176.4,170.4,171.4,7552.0
2021-07-11,174.6,176.4,170.4,171.4,7552.0
2021-07-12,169.8,170.0,164.4,168.2,5553.0
2021-07-13,166.0,170.8,166.0,168.8,8829.0
2021-07-14,171.6,171.6,161.6,163.0,8469.0
2021-07-15,163.0,166.4,161.7,164.0,8173.0
2021-07-16,169.0,169.0,159.1,159.6,12159.0
2021-07-17,169.0,169.0,159.1,159.6,12159.0
2021-07-18,169.0,169.0,159.1,159.6,12159.0
2021-07-19,155.6,155.6,146.2,150.6,15667.0
2021-07-20,152.0,165.0,147.2,162.4,13000.0
2021-07-21,165.6,174.4,164.6,164.8,12160.0
2021-07-22,163.6,166.6,160.8,163.4,7837.0
2021-07-23,164.8,166.0,159.0,162.4,4653.0
2021-07-24,164.8,166.0,159.0,162.4,4653.0
2021-07-25,164.8,166.0,159.0,162.4,4653.0
2021-07-26,163.6,169.8,163.6,167.2,6566.0
2021-07-27,166.0,167.4,159.6,161.8,5753.0
2021-07-28,165.0,166.4,158.8,162.2,6212.0
2021-07-29,163.8,167.6,160.6,162.4,5589.0
2021-07-30,162.2,164.98,158.8,159.4,6829.0
2021-07-31,162.2,164.98,158.8,159.4,6829.0
2021-08-01,162.2,164.98,158.8,159.4,6829.0
2021-08-02,159.4,164.6,157.0,158.0,7735.0
2021-08-03,158.4,158.6,148.1,151.8,15013.0
2021-08-04,151.0,155.2,151.0,151.4,11136.0
2021-08-05,152.2,161.0,150.9,154.0,7472.0
2021-08-06,157.4,157.6,147.4,149.2,10065.0
2021-08-07,157.4,157.6,147.4,149.2,10065.0
2021-08-08,157.4,157.6,147.4,149.2,10065.0
2021-08-09,149.0,150.0,144.0,146.2,5913.0
2021-08-10,146.8,158.8,146.8,152.2,11359.0
2021-08-11,151.8,158.6,151.4,157.0,5979.0
2021-08-12,156.4,159.0,151.008,155.4,4552.0
2021-08-13,155.2,157.8,153.402,155.2,4702.0
2021-08-14,155.2,157.8,153.402,155.2,4702.0
2021-08-15,155.2,157.8,153.402,155.2,4702.0
2021-08-16,153.8,154.5,145.6,146.0,8563.0
2021-08-17,143.0,146.4,138.4,142.4,11515.0
2021-08-18,143.2,144.4,138.6,140.4,12259.0
2021-08-19,140.0,140.0,133.2,133.4,11257.0
2021-08-20,132.6,138.6,131.4,137.2,10882.0
2021-08-21,132.6,138.6,131.4,137.2,10882.0
2021-08-22,132.6,138.6,131.4,137.2,10882.0
2021-08-23,138.6,140.6,135.4,138.4,9181.0
2021-08-24,138.4,144.4,137.0,140.6,11934.0
2021-08-25,141.0,142.62,136.4,140.0,13554.0
2021-08-26,132.6,137.0,118.6,119.4,48584.0
2021-08-27,119.2,122.6,115.3,116.8,40494.0
2021-08-28,119.2,122.6,115.3,116.8,40494.0
2021-08-29,119.2,122.6,115.3,116.8,40494.0
2021-08-30,118.0,119.398,108.8,109.2,29853.0
2021-08-31,109.2,110.6,107.0,108.4,36806.0
2021-09-01,109.6,110.8,100.1,100.4,52494.0
2021-09-02,102.0,103.0,98.2,100.0,62056.0
2021-09-03,100.0,100.3,98.2,98.6,21200.0
2021-09-04,100.0,100.3,98.2,98.6,21200.0
2021-09-05,100.0,100.3,98.2,98.6,21200.0
2021-09-06,100.0,100.3,98.2,98.6,21200.0
2021-09-07,98.2,100.8,96.4,96.6,45132.0
2021-09-08,97.0,100.2,94.6,97.2,73960.0
2021-09-09,97.8,105.4,96.6,99.0,225507.0
2021-09-10,99.6,101.7,89.4,92.8,199139.0
2021-09-11,99.6,101.7,89.4,92.8,199139.0
2021-09-12,99.6,101.7,89.4,92.8,199139.0
2021-09-13,93.0,93.4,87.2,89.0,87968.0
2021-09-14,89.0,90.0,80.2,82.6,145474.0
2021-09-15,81.6,83.6,77.0,82.8,115748.0
2021-09-16,82.0,83.8,77.4,79.2,153560.0
2021-09-17,79.2,84.8,79.2,81.0,266123.0
2021-09-18,79.2,84.8,79.2,81.0,266123.0
2021-09-19,79.2,84.8,79.2,81.0,266123.0
2021-09-20,79.8,81.78,75.0,76.8,212704.0
2021-09-21,79.2,79.514,72.8,73.8,168742.0
2021-09-22,75.0,79.6,74.2,76.8,248795.0
2021-09-23,78.6,84.0,76.7,79.2,251008.0
2021-09-24,79.8,80.4,74.0,75.8,153466.0
2021-09-25,79.8,80.4,74.0,75.8,153466.0
2021-09-26,79.8,80.4,74.0,75.8,153466.0
2021-09-27,76.8,78.8,75.0,75.8,152684.0
2021-09-28,77.6,82.4,74.2,82.0,517684.0
2021-09-29,86.3,91.6,76.8,78.6,803842.0
2021-09-30,77.4,77.8,65.8,69.6,322098.0
2021-10-01,70.2,70.708,63.4,65.0,302390.0
2021-10-02,70.2,70.708,63.4,65.0,302390.0
2021-10-03,70.2,70.708,63.4,65.0,302390.0
2021-10-04,65.0,65.0,60.4,61.8,173731.0
2021-10-05,61.6,62.9,57.8,61.6,250317.0
2021-10-06,55.8,62.154,55.0,59.4,294201.0
2021-10-07,59.4,60.4,58.6,59.4,118186.0
2021-10-08,59.2,61.6,57.6,61.6,422105.0
2021-10-09,59.2,61.6,57.6,61.6,422105.0
2021-10-10,59.2,61.6,57.6,61.6,422105.0
2021-10-11,63.4,64.84,60.4,62.0,190567.0
2021-10-12,62.4,63.0,60.6,62.2,130886.0
2021-10-13,61.6,62.9,60.0,62.4,64818.0
2021-10-14,63.2,63.2,60.2,61.6,81994.0
2021-10-15,62.0,62.2,58.4,58.4,103715.0
2021-10-16,62.0,62.2,58.4,58.4,103715.0
2021-10-17,62.0,62.2,58.4,58.4,103715.0
2021-10-18,58.0,59.3,53.2,57.8,121401.0
2021-10-19,58.0,59.2,56.4,57.0,75777.0
2021-10-20,57.2,59.0,56.4,56.8,54785.0
2021-10-21,57.0,59.6,56.8,58.0,59028.0
2021-10-22,57.0,59.7,56.434,57.6,87507.0
2021-10-23,57.0,59.7,56.434,57.6,87507.0
2021-10-24,57.0,59.7,56.434,57.6,87507.0
2021-10-25,58.4,64.4,56.794,62.6,175202.0
2021-10-26,62.8,63.55,56.7,56.8,223544.0
2021-10-27,56.8,56.802,53.4,53.8,131840.0
2021-10-28,53.6,56.0,52.848,55.4,81156.0
2021-10-29,55.4,56.8,53.4,54.0,57669.0
2021-10-30,55.4,56.8,53.4,54.0,57669.0
2021-10-31,55.4,56.8,53.4,54.0,57669.0
2021-11-01,54.0,58.2,54.0,58.2,82000.0
2021-11-02,58.0,59.0,56.1,58.4,60627.0
2021-11-03,61.4,64.4,60.8,61.8,243917.0
2021-11-04,62.2,62.4,53.8,54.4,232007.0
2021-11-05,55.4,57.0,53.8,55.2,89430.0
2021-11-06,55.4,57.0,53.8,55.2,89430.0
2021-11-07,55.4,57.0,53.8,55.2,89430.0
2021-11-08,56.0,56.598,54.0,55.2,77618.0
2021-11-09,54.8,57.8,53.6,57.8,71273.0
2021-11-10,56.6,63.0,56.4,59.8,119927.0
2021-11-11,60.6,61.198,58.4,59.8,67873.0
2021-11-12,60.2,74.2,59.8,70.6,593823.0
2021-11-13,60.2,74.2,59.8,70.6,593823.0
2021-11-14,60.2,74.2,59.8,70.6,593823.0
2021-11-15,70.0,75.0,68.238,71.2,211169.0
2021-11-16,70.6,71.2,67.8,69.8,92101.0
2021-11-17,68.8,70.0,62.8,63.6,119434.0
2021-11-18,64.2,65.2,56.8,58.2,126900.0
2021-11-19,58.6,59.124,55.6,58.0,62730.0
2021-11-20,58.6,59.124,55.6,58.0,62730.0
2021-11-21,58.6,59.124,55.6,58.0,62730.0
2021-11-22,59.2,59.8,55.8,56.6,80966.0
2021-11-23,57.8,57.8,52.4,54.0,88180.0
2021-11-24,54.4,56.0,52.8,55.6,83349.0
2021-11-25,54.4,56.0,52.8,55.6,83349.0
2021-11-26,52.0,57.8,51.2,57.8,74949.0
2021-11-27,52.0,57.8,51.2,57.8,74949.0
2021-11-28,52.0,57.8,51.2,57.8,74949.0
2021-11-29,57.0,57.8,54.0,55.8,78519.0
2021-11-30,55.2,56.2,50.2,54.4,127334.0
2021-12-01,55.2,57.0,47.4,47.6,120932.0
2021-12-02,47.4,51.0,47.1,50.8,63401.0
2021-12-03,51.0,51.6,47.4,51.6,67437.0
2021-12-04,51.0,51.6,47.4,51.6,67437.0
2021-12-05,51.0,51.6,47.4,51.6,67437.0
2021-12-06,52.2,54.4,50.0,51.2,55052.0
2021-12-07,53.0,55.0,51.8,52.0,44559.0
2021-12-08,53.0,54.8,52.0,53.4,38769.0
2021-12-09,53.2,55.2,52.2,53.6,39536.0
2021-12-10,54.2,54.6,51.3,53.0,31081.0
2021-12-11,54.2,54.6,51.3,53.0,31081.0
2021-12-12,54.2,54.6,51.3,53.0,31081.0
2021-12-13,53.8,54.42,49.4,50.6,50110.0
2021-12-14,51.2,53.2,49.4,49.6,45192.0
2021-12-15,49.2,50.4,46.4,50.2,70689.0
2021-12-16,50.6,53.2,47.8,48.8,75145.0
2021-12-17,48.2,50.6,46.4,47.6,197238.0
2021-12-18,48.2,50.6,46.4,47.6,197238.0
2021-12-19,48.2,50.6,46.4,47.6,197238.0
2021-12-20,46.4,46.8,40.0,41.6,217721.0
2021-12-21,43.0,44.8,40.0,40.6,141315.0
2021-12-22,40.2,41.4,39.2,40.0,103302.0
2021-12-23,39.4,40.2,33.4,33.8,291679.0
2021-12-24,39.4,40.2,33.4,33.8,291679.0
2021-12-25,39.4,40.2,33.4,33.8,291679.0
2021-12-26,39.4,40.2,33.4,33.8,291679.0
2021-12-27,35.8,36.8,34.0,35.0,130004.0
2021-12-28,34.2,34.8,32.4,34.4,168596.0
2021-12-29,33.8,34.4,31.3,32.0,113449.0
2021-12-30,32.2,34.1,31.5,33.6,229986.0
2021-12-31,33.0,36.0,33.0,34.8,84268.0
2022-01-01,33.0,36.0,33.0,34.8,84268.0
2022-01-02,33.0,36.0,33.0,34.8,84268.0
2022-01-03,35.4,36.2,34.4,35.8,49252.0
2022-01-04,35.2,38.3,35.2,37.6,94159.0
2022-01-05,37.2,39.0,35.6,36.2,86286.0
2022-01-06,36.2,36.2,32.4,33.0,99146.0
2022-01-07,33.0,33.798,31.2,32.2,81355.0
2022-01-08,33.0,33.798,31.2,32.2,81355.0
2022-01-09,33.0,33.798,31.2,32.2,81355.0
2022-01-10,31.8,31.8,29.3,30.6,83107.0
2022-01-11,30.8,31.7,29.6,30.8,71175.0
2022-01-12,31.2,31.8,30.0,30.0,44410.0
2022-01-13,30.4,32.0,29.8,30.0,58056.0
2022-01-14,30.0,30.128,28.6,29.6,42011.0
2022-01-15,30.0,30.128,28.6,29.6,42011.0
2022-01-16,30.0,30.128,28.6,29.6,42011.0
2022-01-17,30.0,30.128,28.6,29.6,42011.0
2022-01-18,29.2,29.6,27.6,28.0,65162.0
2022-01-19,28.2,29.0,27.0,28.8,55271.0
2022-01-20,29.0,30.798,27.4,27.8,57306.0
2022-01-21,27.87,27.93,26.4,27.0,49870.0
2022-01-22,27.87,27.93,26.4,27.0,49870.0
2022-01-23,27.87,27.93,26.4,27.0,49870.0
2022-01-24,27.0,29.398,26.0,28.8,75295.0
2022-01-25,29.0,31.8,29.0,31.4,43835.0
2022-01-26,31.8,32.9,29.6,30.0,60187.0
2022-01-27,30.0,30.616,27.6,27.6,33243.0
2022-01-28,27.8,29.8,26.4,28.8,54550.0
2022-01-29,27.8,29.8,26.4,28.8,54550.0
2022-01-30,27.8,29.8,26.4,28.8,54550.0
2022-01-31,28.6,30.2,28.6,29.8,34794.0
2022-02-01,30.0,30.4,28.5,30.4,39346.0
2022-02-02,30.2,30.4,28.0,29.6,48962.0
2022-02-03,32.0,36.0,31.4,31.6,202134.0
2022-02-04,31.2,31.8,28.6,29.2,113460.0
2022-02-05,31.2,31.8,28.6,29.2,113460.0
2022-02-06,31.2,31.8,28.6,29.2,113460.0
2022-02-07,29.4,33.3,29.2,30.8,69415.0
2022-02-08,31.4,33.9,31.0,33.0,62838.0
2022-02-09,34.0,34.0,31.0,33.0,72516.0
2022-02-10,32.0,36.4,32.0,33.6,105436.0
2022-02-11,34.2,35.0,32.3,34.8,75801.0
2022-02-12,34.2,35.0,32.3,34.8,75801.0
2022-02-13,34.2,35.0,32.3,34.8,75801.0
2022-02-14,35.0,35.0,32.6,33.6,43218.0
2022-02-15,33.8,36.0,33.8,36.0,34204.0
2022-02-16,35.6,38.4,35.2,37.4,53663.0
2022-02-17,37.8,39.9,37.0,38.8,70685.0
2022-02-18,39.0,39.0,36.6,38.0,45192.0
2022-02-19,39.0,39.0,36.6,38.0,45192.0
2022-02-20,39.0,39.0,36.6,38.0,45192.0
2022-02-21,39.0,39.0,36.6,38.0,45192.0
2022-02-22,37.4,37.4,33.8,34.2,51734.0
2022-02-23,34.8,35.4,32.8,34.2,32575.0
2022-02-24,32.0,34.4,30.6,34.4,55546.0
2022-02-25,34.6,36.384,33.7,36.2,37993.0
2022-02-26,34.6,36.384,33.7,36.2,37993.0
2022-02-27,34.6,36.384,33.7,36.2,37993.0
2022-02-28,36.6,37.0,35.2,36.2,35098.0
2022-03-01,36.6,37.0,34.0,34.8,20922.0
2022-03-02,35.2,35.4,33.8,35.0,24787.0
2022-03-03,35.2,35.2,32.2,33.0,34923.0
2022-03-04,32.2,33.2,31.4,32.2,33382.0
2022-03-05,32.2,33.2,31.4,32.2,33382.0
2022-03-06,32.2,33.2,31.4,32.2,33382.0
2022-03-07,30.8,34.2,30.8,33.2,55571.0
2022-03-08,33.2,37.7,32.776,37.4,46743.0
2022-03-09,37.8,40.972,37.58,39.4,39811.0
2022-03-10,38.0,41.0,36.6,38.6,28099.0
2022-03-11,39.4,39.4,37.4,37.6,28897.0
2022-03-12,39.4,39.4,37.4,37.6,28897.0
2022-03-13,39.4,39.4,37.4,37.6,28897.0
2022-03-14,39.6,39.6,33.2,34.0,52467.0
2022-03-15,34.4,37.8,33.998,37.8,40960.0
2022-03-16,38.6,41.0,38.598,39.2,52214.0
2022-03-17,40.0,41.754,39.3,40.2,49624.0
2022-03-18,40.2,44.1,40.04,42.6,120884.0
2022-03-19,40.2,44.1,40.04,42.6,120884.0
2022-03-20,40.2,44.1,40.04,42.6,120884.0
2022-03-21,42.4,43.6,40.2,40.2,31666.0
2022-03-22,40.2,44.6,40.0,43.6,34930.0
2022-03-23,43.0,45.5,42.2,44.8,36996.0
2022-03-24,44.6,44.998,42.402,44.2,47428.0
2022-03-25,44.2,44.4,41.0,41.8,50309.0
2022-03-26,44.2,44.4,41.0,41.8,50309.0
2022-03-27,44.2,44.4,41.0,41.8,50309.0
2022-03-28,41.8,43.0,40.7,42.6,26412.0
2022-03-29,43.4,44.3,42.0,43.6,36569.0
2022-03-30,44.0,46.8,35.4,44.2,159625.0
2022-03-31,44.2,45.0,42.2,42.4,32494.0
2022-04-01,42.2,42.8,40.2,40.4,29217.0
2022-04-02,42.2,42.8,40.2,40.4,29217.0
2022-04-03,42.2,42.8,40.2,40.4,29217.0
2022-04-04,40.8,42.4,39.4,42.2,27636.0
2022-04-05,43.0,43.0,39.8,40.6,30672.0
2022-04-06,39.8,41.4,39.0,41.0,23718.0
2022-04-07,41.0,41.0,37.4,38.0,35524.0
2022-04-08,38.2,39.4,36.8,37.2,17265.0
2022-04-09,38.2,39.4,36.8,37.2,17265.0
2022-04-10,38.2,39.4,36.8,37.2,17265.0
2022-04-11,37.2,37.9,36.0,36.6,24323.0
2022-04-12,37.2,38.3,34.8,35.4,19258.0
2022-04-13,35.4,37.0,35.006,36.2,16912.0
2022-04-14,36.4,37.0,35.4,35.4,11010.0
2022-04-15,36.4,37.0,35.4,35.4,11010.0
2022-04-16,36.4,37.0,35.4,35.4,11010.0
2022-04-17,36.4,37.0,35.4,35.4,11010.0
2022-04-18,35.4,36.2,33.2,33.4,28819.0
2022-04-19,32.6,35.4,32.6,34.0,23215.0
2022-04-20,34.6,34.6,31.4,31.6,32452.0
2022-04-21,32.2,32.402,28.4,29.8,43035.0
2022-04-22,30.6,30.8,29.0,30.0,16562.0
2022-04-23,30.6,30.8,29.0,30.0,16562.0
2022-04-24,30.6,30.8,29.0,30.0,16562.0
2022-04-25,30.2,30.2,28.4,29.8,22474.0
2022-04-26,29.6,29.6,28.0,28.8,18610.0
2022-04-27,29.4,31.0,27.85,28.0,35852.0
2022-04-28,27.8,29.2,27.2,27.6,26428.0
2022-04-29,27.4,29.0,26.8,27.0,25738.0
2022-04-30,27.4,29.0,26.8,27.0,25738.0
2022-05-01,27.4,29.0,26.8,27.0,25738.0
2022-05-02,26.6,27.0,25.0,25.8,51056.0
2022-05-03,26.4,26.598,24.4,25.6,42923.0
2022-05-04,25.4,26.3,23.5,26.2,56039.0
2022-05-05,26.2,26.2,24.4,25.2,30562.0
2022-05-06,25.0,26.0,24.1,24.4,22862.0
2022-05-07,25.0,26.0,24.1,24.4,22862.0
2022-05-08,25.0,26.0,24.1,24.4,22862.0
2022-05-09,25.0,25.6,23.2,25.0,36461.0
2022-05-10,25.2,25.6,14.8,14.822,179690.0
2022-05-11,15.6,17.808,15.6,17.802,91229.0
2022-05-12,18.48,19.34,17.4,18.406,57228.0
2022-05-13,18.482,22.0,18.482,21.2,47626.0
2022-05-14,18.482,22.0,18.482,21.2,47626.0
2022-05-15,18.482,22.0,18.482,21.2,47626.0
2022-05-16,21.0,22.0,19.365,19.65,42140.0
2022-05-17,20.0,21.0,18.802,18.888,26851.0
2022-05-18,18.0,18.54,16.602,16.802,32174.0
2022-05-19,16.06,19.8,16.0,18.89,44307.0
2022-05-20,18.918,19.43,17.056,17.634,33207.0
2022-05-21,18.918,19.43,17.056,17.634,33207.0
2022-05-22,18.918,19.43,17.056,17.634,33207.0
2022-05-23,18.132,18.132,16.113,16.434,39195.0
2022-05-24,16.434,16.434,14.8,14.98,40251.0
2022-05-25,14.944,15.4,13.622,14.176,37447.0
2022-05-26,14.326,15.832,14.2,14.568,40679.0
2022-05-27,14.8,16.6,14.6,15.362,46707.0
2022-05-28,14.8,16.6,14.6,15.362,46707.0
2022-05-29,14.8,16.6,14.6,15.362,46707.0
2022-05-30,14.8,16.6,14.6,15.362,46707.0
2022-05-31,16.0,16.348,14.43,15.362,42767.0
2022-06-01,15.248,15.97,13.8,13.882,46242.0
2022-06-02,14.16,14.198,13.04,13.28,75587.0
2022-06-03,13.432,13.432,12.658,13.276,45462.0
2022-06-04,13.432,13.432,12.658,13.276,45462.0
2022-06-05,13.432,13.432,12.658,13.276,45462.0
2022-06-06,13.144,13.8,12.428,13.218,61347.0
2022-06-07,13.028,13.362,12.4,12.858,54839.0
2022-06-08,12.672,12.788,11.8,12.042,68067.0
2022-06-09,12.4,12.4,10.82,11.182,209980.0
2022-06-10,15.802,16.2,12.686,13.0,999647.0
2022-06-11,15.802,16.2,12.686,13.0,999647.0
2022-06-12,15.802,16.2,12.686,13.0,999647.0
2022-06-13,11.714,11.742,10.0,11.368,137911.0
2022-06-14,11.528,11.6,10.298,11.026,111305.0
2022-06-15,10.422,12.478,10.202,11.874,85420.0
2022-06-16,10.8,13.1,10.8,12.762,202221.0
2022-06-17,12.574,13.0,11.62,12.846,132982.0
2022-06-18,12.574,13.0,11.62,12.846,132982.0
2022-06-19,12.574,13.0,11.62,12.846,132982.0
2022-06-20,12.574,13.0,11.62,12.846,132982.0
2022-06-21,12.6,13.976,11.9,13.2,85438.0
2022-06-22,13.0,18.988,12.602,18.0,225997.0
2022-06-23,15.046,21.0,14.8,19.2,194634.0
2022-06-24,19.832,20.0,17.4,18.238,253814.0
2022-06-25,19.832,20.0,17.4,18.238,253814.0
2022-06-26,19.832,20.0,17.4,18.238,253814.0
2022-06-27,17.4,19.55,16.04,19.38,68906.0
2022-06-28,18.994,19.198,18.0,18.7,26429.0
2022-06-29,18.382,19.338,17.984,18.01,31567.0
2022-06-30,18.2,21.6,17.746,21.6,96532.0
2022-07-01,20.6,21.4,20.0,20.6,17938.0
2022-07-02,20.6,21.4,20.0,20.6,17938.0
2022-07-03,20.6,21.4,20.0,20.6,17938.0
2022-07-04,20.6,21.4,20.0,20.6,17938.0
2022-07-05,20.4,20.8,18.2,20.4,53994.0
2022-07-06,19.448,22.2,19.4,21.8,36206.0
2022-07-07,22.4,26.4,22.1,23.6,54529.0
2022-07-08,23.6,27.244,22.0,26.2,51641.0
2022-07-09,23.6,27.244,22.0,26.2,51641.0
2022-07-10,23.6,27.244,22.0,26.2,51641.0
2022-07-11,26.6,26.8,23.4,24.0,19972.0
2022-07-12,23.8,24.2,22.0,22.8,17882.0
2022-07-13,21.6,22.2,20.4,20.8,23230.0
2022-07-14,21.2,22.4,20.6,20.8,17648.0
2022-07-15,21.2,23.56,20.4,21.8,19263.0
2022-07-16,21.2,23.56,20.4,21.8,19263.0
2022-07-17,21.2,23.56,20.4,21.8,19263.0
2022-07-18,22.6,23.2,18.802,19.396,38664.0
2022-07-19,19.676,20.8,19.4727,20.0,12223.0
2022-07-20,19.6,21.35,19.6,21.0,18869.0
2022-07-21,21.8,21.8,19.8,20.2,22078.0
2022-07-22,20.8,21.4,18.8,19.04,13725.0
2022-07-23,20.8,21.4,18.8,19.04,13725.0
2022-07-24,20.8,21.4,18.8,19.04,13725.0
2022-07-25,19.636,19.998,17.8,18.204,24913.0
2022-07-26,18.8,18.8,16.14,16.322,15048.0
2022-07-27,17.084,17.556,16.1,16.4,12785.0
2022-07-28,16.0,16.6,15.2,15.662,18166.0
2022-07-29,15.2,16.0,15.2,15.29,31217.0
2022-07-30,15.2,16.0,15.2,15.29,31217.0
2022-07-31,15.2,16.0,15.2,15.29,31217.0
2022-08-01,15.96,15.962,14.402,14.742,16321.0
2022-08-02,14.6,15.58,14.6,15.08,48755.0
2022-08-03,15.6,15.6,14.8,15.33,34366.0
2022-08-04,15.902,16.096,14.706,15.02,27422.0
2022-08-05,15.268,15.682,14.6,15.33,27938.0
2022-08-06,15.268,15.682,14.6,15.33,27938.0
2022-08-07,15.268,15.682,14.6,15.33,27938.0
2022-08-08,15.6,16.0,15.062,15.398,21293.0
2022-08-09,15.6,15.6,13.812,13.996,37530.0
2022-08-10,14.228,15.0,14.0,14.962,18723.0
2022-08-11,15.274,16.3,14.502,14.642,29657.0
2022-08-12,15.0,15.24,14.0,14.502,18786.0
2022-08-13,15.0,15.24,14.0,14.502,18786.0
2022-08-14,15.0,15.24,14.0,14.502,18786.0
2022-08-15,19.422,26.8,19.42,25.4,1127844.0
2022-08-16,25.0,25.8,22.6,24.0,164937.0
2022-08-17,24.0,30.0,22.2,29.8,169033.0
2022-08-18,30.0,30.0,26.0,27.6,51380.0
2022-08-19,27.6,33.6,26.6,31.4,113089.0
2022-08-20,27.6,33.6,26.6,31.4,113089.0
2022-08-21,27.6,33.6,26.6,31.4,113089.0
2022-08-22,29.8,30.8,28.0,28.6,71901.0
2022-08-23,26.2,30.8,23.6,27.6,107405.0
2022-08-24,27.4,29.0,25.4,28.8,42894.0
2022-08-25,29.0,33.4,28.4,32.8,80442.0
2022-08-26,32.6,34.6,30.2,30.4,50700.0
2022-08-27,32.6,34.6,30.2,30.4,50700.0
2022-08-28,32.6,34.6,30.2,30.4,50700.0
2022-08-29,31.6,31.6,29.0,29.2,20873.0
2022-08-30,29.4,30.6,27.4,28.0,20881.0
2022-08-31,27.8,28.6,27.024,28.0,8271.0
2022-09-01,27.4,28.5,27.0,27.6,17529.0
2022-09-02,27.2,29.0,27.0,27.2,9379.0
2022-09-03,27.2,29.0,27.0,27.2,9379.0
2022-09-04,27.2,29.0,27.0,27.2,9379.0
2022-09-05,27.2,29.0,27.0,27.2,9379.0
2022-09-06,27.2,27.6,25.602,26.0,10323.0
2022-09-07,26.2,27.112,25.6,26.4,9191.0
2022-09-08,26.4,28.0,26.2,26.4,4897.0
2022-09-09,27.2,28.0,27.02,27.2,6485.0
2022-09-10,27.2,28.0,27.02,27.2,6485.0
2022-09-11,27.2,28.0,27.02,27.2,6485.0
2022-09-12,27.2,28.0,25.4,27.2,10208.0
2022-09-13,26.4,26.6,25.2,25.4,8709.0
2022-09-14,25.0,25.8,23.8,23.8,14801.0
2022-09-15,24.6,25.4,23.4,23.6,18383.0
2022-09-16,23.0,26.0,20.2,25.6,101856.0
2022-09-17,23.0,26.0,20.2,25.6,101856.0
2022-09-18,23.0,26.0,20.2,25.6,101856.0
2022-09-19,23.4,24.2,17.242,20.8,147128.0
