,CIR US Equity,CIR US Equity,CIR US Equity,CIR US Equity,CIR US Equity
2024-01-24,55.98,56.0,55.97,56.0,3161722.0
2024-01-25,55.98,56.0,55.97,56.0,3161722.0
2024-01-26,55.98,56.0,55.97,56.0,3161722.0
2024-01-27,55.98,56.0,55.97,56.0,3161722.0
2024-01-28,55.98,56.0,55.97,56.0,3161722.0
2024-01-29,55.98,56.0,55.97,56.0,3161722.0
2024-01-30,55.98,56.0,55.97,56.0,3161722.0
2024-01-31,55.98,56.0,55.97,56.0,3161722.0
2024-02-01,55.98,56.0,55.97,56.0,3161722.0
2024-02-02,55.98,56.0,55.97,56.0,3161722.0
2024-02-03,55.98,56.0,55.97,56.0,3161722.0
2024-02-04,55.98,56.0,55.97,56.0,3161722.0
2024-02-05,55.98,56.0,55.97,56.0,3161722.0
2024-02-06,55.98,56.0,55.97,56.0,3161722.0
2024-02-07,55.98,56.0,55.97,56.0,3161722.0
2024-02-08,55.98,56.0,55.97,56.0,3161722.0
2024-02-09,55.98,56.0,55.97,56.0,3161722.0
2024-02-10,55.98,56.0,55.97,56.0,3161722.0
2024-02-11,55.98,56.0,55.97,56.0,3161722.0
2024-02-12,55.98,56.0,55.97,56.0,3161722.0
2024-02-13,55.98,56.0,55.97,56.0,3161722.0
2024-02-14,55.98,56.0,55.97,56.0,3161722.0
2024-02-15,55.98,56.0,55.97,56.0,3161722.0
2024-02-16,55.98,56.0,55.97,56.0,3161722.0
2024-02-17,55.98,56.0,55.97,56.0,3161722.0
2024-02-18,55.98,56.0,55.97,56.0,3161722.0
2024-02-19,55.98,56.0,55.97,56.0,3161722.0
2024-02-20,55.98,56.0,55.97,56.0,3161722.0
2024-02-21,55.98,56.0,55.97,56.0,3161722.0
2024-02-22,55.98,56.0,55.97,56.0,3161722.0
2024-02-23,55.98,56.0,55.97,56.0,3161722.0
2024-02-24,55.98,56.0,55.97,56.0,3161722.0
2024-02-25,55.98,56.0,55.97,56.0,3161722.0
2024-02-26,55.98,56.0,55.97,56.0,3161722.0
2024-02-27,55.98,56.0,55.97,56.0,3161722.0
2024-02-28,55.98,56.0,55.97,56.0,3161722.0
2024-02-29,55.98,56.0,55.97,56.0,3161722.0
2024-03-01,55.98,56.0,55.97,56.0,3161722.0
2024-03-02,55.98,56.0,55.97,56.0,3161722.0
2024-03-03,55.98,56.0,55.97,56.0,3161722.0
2024-03-04,55.98,56.0,55.97,56.0,3161722.0
2024-03-05,55.98,56.0,55.97,56.0,3161722.0
2024-03-06,55.98,56.0,55.97,56.0,3161722.0
2024-03-07,55.98,56.0,55.97,56.0,3161722.0
2024-03-08,55.98,56.0,55.97,56.0,3161722.0
2024-03-09,55.98,56.0,55.97,56.0,3161722.0
2024-03-10,55.98,56.0,55.97,56.0,3161722.0
2024-03-11,55.98,56.0,55.97,56.0,3161722.0
2024-03-12,55.98,56.0,55.97,56.0,3161722.0
2024-03-13,55.98,56.0,55.97,56.0,3161722.0
2024-03-14,55.98,56.0,55.97,56.0,3161722.0
2024-03-15,55.98,56.0,55.97,56.0,3161722.0
2024-03-16,55.98,56.0,55.97,56.0,3161722.0
2024-03-17,55.98,56.0,55.97,56.0,3161722.0
2024-03-18,55.98,56.0,55.97,56.0,3161722.0
2024-03-19,55.98,56.0,55.97,56.0,3161722.0
2024-03-20,55.98,56.0,55.97,56.0,3161722.0
2024-03-21,55.98,56.0,55.97,56.0,3161722.0
2024-03-22,55.98,56.0,55.97,56.0,3161722.0
2024-03-23,55.98,56.0,55.97,56.0,3161722.0
2024-03-24,55.98,56.0,55.97,56.0,3161722.0
2024-03-25,55.98,56.0,55.97,56.0,3161722.0
2024-03-26,55.98,56.0,55.97,56.0,3161722.0
2024-03-27,55.98,56.0,55.97,56.0,3161722.0
2024-03-28,55.98,56.0,55.97,56.0,3161722.0
2024-03-29,55.98,56.0,55.97,56.0,3161722.0
2024-03-30,55.98,56.0,55.97,56.0,3161722.0
2024-03-31,55.98,56.0,55.97,56.0,3161722.0
2024-04-01,55.98,56.0,55.97,56.0,3161722.0
2024-04-02,55.98,56.0,55.97,56.0,3161722.0
2024-04-03,55.98,56.0,55.97,56.0,3161722.0
2024-04-04,55.98,56.0,55.97,56.0,3161722.0
2024-04-05,55.98,56.0,55.97,56.0,3161722.0
2024-04-06,55.98,56.0,55.97,56.0,3161722.0
2024-04-07,55.98,56.0,55.97,56.0,3161722.0
2024-04-08,55.98,56.0,55.97,56.0,3161722.0
