,HONE US Equity,HONE US Equity,HONE US Equity,HONE US Equity,HONE US Equity
2023-08-14,9.9482,9.958,9.7408,9.8015,89272.0
2023-08-15,9.6841,9.8308,9.4493,9.4591,115134.0
2023-08-16,9.4689,9.689,9.2341,9.4004,166181.0
2023-08-17,9.4297,9.8015,9.4297,9.7819,149456.0
2023-08-18,9.6841,9.9042,9.6645,9.7721,105231.0
2023-08-19,9.6841,9.9042,9.6645,9.7721,105231.0
2023-08-20,9.6841,9.9042,9.6645,9.7721,105231.0
2023-08-21,9.7721,9.8504,9.6449,9.6645,107550.0
2023-08-22,9.6743,9.7623,9.5373,9.596,212025.0
2023-08-23,9.6058,9.6645,9.5667,9.596,90114.0
2023-08-24,9.5373,9.7819,9.4982,9.5863,110115.0
2023-08-25,9.596,9.6156,9.3221,9.3417,82337.0
2023-08-26,9.596,9.6156,9.3221,9.3417,82337.0
2023-08-27,9.596,9.6156,9.3221,9.3417,82337.0
2023-08-28,9.3613,9.5765,9.3613,9.5569,78189.0
2023-08-29,9.5569,9.6352,9.4151,9.5471,92531.0
2023-08-30,9.5276,9.5765,9.3857,9.42,116134.0
2023-08-31,9.4591,9.8112,9.4591,9.7525,180036.0
2023-09-01,9.7819,10.0656,9.7819,9.9286,162819.0
2023-09-02,9.7819,10.0656,9.7819,9.9286,162819.0
2023-09-03,9.7819,10.0656,9.7819,9.9286,162819.0
2023-09-04,9.7819,10.0656,9.7819,9.9286,162819.0
2023-09-05,9.8895,9.9433,9.5471,9.5765,152643.0
2023-09-06,9.5863,9.7036,9.3808,9.3906,115100.0
2023-09-07,9.3711,9.6058,9.3417,9.5373,229974.0
2023-09-08,9.5471,9.6449,9.4444,9.5373,106468.0
2023-09-09,9.5471,9.6449,9.4444,9.5373,106468.0
2023-09-10,9.5471,9.6449,9.4444,9.5373,106468.0
2023-09-11,9.5276,9.6645,9.4493,9.5471,138963.0
2023-09-12,9.4004,9.5765,9.4004,9.4787,112541.0
2023-09-13,9.4004,9.4542,9.2732,9.3417,164533.0
2023-09-14,9.2928,9.5667,9.2928,9.5667,179337.0
2023-09-15,9.5471,9.6449,9.3808,9.4689,960479.0
2023-09-16,9.5471,9.6449,9.3808,9.4689,960479.0
2023-09-17,9.5471,9.6449,9.3808,9.4689,960479.0
2023-09-18,9.4591,9.4591,9.0678,9.1265,87185.0
2023-09-19,9.1167,9.2635,9.0483,9.195,162039.0
2023-09-20,9.2243,9.3956,9.195,9.2243,120694.0
2023-09-21,9.1656,9.2341,9.0678,9.1265,115297.0
2023-09-22,9.1363,9.1363,9.0385,9.0776,118845.0
2023-09-23,9.1363,9.1363,9.0385,9.0776,118845.0
2023-09-24,9.1363,9.1363,9.0385,9.0776,118845.0
2023-09-25,9.0678,9.239,9.0678,9.2243,91951.0
2023-09-26,9.1265,9.3368,9.1265,9.1852,110460.0
2023-09-27,9.2243,9.2732,9.1363,9.2341,93136.0
2023-09-28,9.2439,9.3417,9.2341,9.2439,91813.0
2023-09-29,9.3026,9.3711,9.2145,9.3124,156497.0
2023-09-30,9.3026,9.3711,9.2145,9.3124,156497.0
2023-10-01,9.3026,9.3711,9.2145,9.3124,156497.0
2023-10-02,9.2928,9.2928,9.0678,9.1363,132105.0
2023-10-03,9.1069,9.1069,8.9407,9.0776,132046.0
2023-10-04,9.0776,9.3124,8.9896,9.283,105110.0
2023-10-05,9.2928,9.5471,9.2928,9.5178,116645.0
2023-10-06,9.4004,9.5863,9.3124,9.4493,86541.0
2023-10-07,9.4004,9.5863,9.3124,9.4493,86541.0
2023-10-08,9.4004,9.5863,9.3124,9.4493,86541.0
2023-10-09,9.4102,9.596,9.4102,9.5178,76909.0
2023-10-10,9.5569,9.6547,9.5279,9.596,93407.0
2023-10-11,9.6547,9.7525,9.5373,9.6352,57376.0
2023-10-12,9.6156,9.6156,9.1069,9.5276,112346.0
2023-10-13,9.5621,9.5916,9.2565,9.2762,76310.0
2023-10-14,9.5621,9.5916,9.2565,9.2762,76310.0
2023-10-15,9.5621,9.5916,9.2565,9.2762,76310.0
2023-10-16,9.3748,9.5522,9.3748,9.4733,98008.0
2023-10-17,9.4733,9.7592,9.4635,9.6902,162474.0
2023-10-18,9.6114,9.6508,9.3945,9.3945,107718.0
2023-10-19,9.3846,9.6212,9.3846,9.4536,72160.0
2023-10-20,9.4832,9.5276,9.0396,9.0692,177285.0
2023-10-21,9.4832,9.5276,9.0396,9.0692,177285.0
2023-10-22,9.4832,9.5276,9.0396,9.0692,177285.0
2023-10-23,9.01,9.2762,9.01,9.148,296321.0
2023-10-24,9.3255,9.3945,9.0741,9.3945,163174.0
2023-10-25,9.3649,9.7001,9.3156,9.5719,243028.0
2023-10-26,9.5621,10.1042,9.5621,10.0944,309173.0
2023-10-27,10.0944,10.0944,9.633,9.6902,177012.0
2023-10-28,10.0944,10.0944,9.633,9.6902,177012.0
2023-10-29,10.0944,10.0944,9.633,9.6902,177012.0
2023-10-30,9.8184,9.9957,9.6804,9.7296,136907.0
2023-10-31,9.7296,9.7395,9.5916,9.7001,113558.0
2023-11-01,9.6606,9.7099,9.4536,9.5916,159112.0
2023-11-02,9.7296,10.1437,9.7296,10.1338,172345.0
2023-11-03,10.1831,10.5774,10.1732,10.3211,200399.0
2023-11-04,10.1831,10.5774,10.1732,10.3211,200399.0
2023-11-05,10.1831,10.5774,10.1732,10.3211,200399.0
2023-11-06,10.3704,10.4394,10.1732,10.331,129819.0
2023-11-07,10.3408,10.3408,10.055,10.1535,106220.0
2023-11-08,10.2028,10.2127,9.8677,9.986,75473.0
2023-11-09,10.055,10.2127,9.986,10.1634,124014.0
2023-11-10,10.193,10.2127,10.0205,10.124,105762.0
2023-11-11,10.193,10.2127,10.0205,10.124,105762.0
2023-11-12,10.193,10.2127,10.0205,10.124,105762.0
2023-11-13,10.055,10.257,10.0254,10.2521,75577.0
2023-11-14,10.4986,10.9619,10.4986,10.9126,177166.0
2023-11-15,10.9027,11.164,10.9027,11.0309,133748.0
2023-11-16,11.0802,11.09,10.8357,10.9027,90096.0
2023-11-17,11.0407,11.1196,10.8436,11.0802,148704.0
2023-11-18,11.0407,11.1196,10.8436,11.0802,148704.0
2023-11-19,11.0407,11.1196,10.8436,11.0802,148704.0
2023-11-20,11.0506,11.1295,10.745,11.0506,67854.0
2023-11-21,10.9816,11.09,10.8436,10.8633,72120.0
2023-11-22,10.9717,10.9816,10.8041,10.8534,74615.0
2023-11-23,10.9717,10.9816,10.8041,10.8534,74615.0
2023-11-24,10.8534,10.952,10.8337,10.8929,36578.0
2023-11-25,10.8534,10.952,10.8337,10.8929,36578.0
2023-11-26,10.8534,10.952,10.8337,10.8929,36578.0
2023-11-27,10.9027,10.9126,10.8258,10.8534,69301.0
2023-11-28,10.883,10.883,10.6312,10.7844,59911.0
2023-11-29,10.6957,11.0506,10.6957,11.0112,96289.0
2023-11-30,11.0703,11.0802,10.8633,10.8732,137172.0
2023-12-01,10.7943,11.3266,10.7746,11.2872,140136.0
2023-12-02,10.7943,11.3266,10.7746,11.2872,140136.0
2023-12-03,10.7943,11.3266,10.7746,11.2872,140136.0
2023-12-04,11.2379,11.3069,11.0654,11.2083,107982.0
2023-12-05,11.1985,11.2675,11.021,11.0802,80394.0
2023-12-06,11.1787,11.3463,11.021,11.0605,111399.0
2023-12-07,11.1097,11.1689,10.6267,11.1097,95948.0
2023-12-08,11.159,11.2083,10.952,11.1097,123315.0
2023-12-09,11.159,11.2083,10.952,11.1097,123315.0
2023-12-10,11.159,11.2083,10.952,11.1097,123315.0
2023-12-11,11.1492,11.1689,11.0457,11.1295,172398.0
2023-12-12,11.1393,11.1393,11.0434,11.0802,74681.0
2023-12-13,11.0802,11.7209,11.0112,11.7111,328250.0
2023-12-14,11.9871,12.2434,11.7505,11.8786,212070.0
2023-12-15,11.9575,12.2237,11.228,11.8589,376866.0
2023-12-16,11.9575,12.2237,11.228,11.8589,376866.0
2023-12-17,11.9575,12.2237,11.228,11.8589,376866.0
2023-12-18,11.9082,11.9181,11.5139,11.6421,77082.0
2023-12-19,11.6716,11.8885,11.6716,11.8195,105394.0
2023-12-20,11.8491,12.204,11.7209,11.7505,116126.0
2023-12-21,11.8885,11.9575,11.7308,11.8195,71598.0
2023-12-22,11.9378,12.0462,11.8294,11.9279,132524.0
2023-12-23,11.9378,12.0462,11.8294,11.9279,132524.0
2023-12-24,11.9378,12.0462,11.8294,11.9279,132524.0
2023-12-25,11.9378,12.0462,11.8294,11.9279,132524.0
2023-12-26,11.9575,12.1517,11.6815,12.1251,83591.0
2023-12-27,12.1152,12.1547,12.0364,12.1054,77971.0
2023-12-28,12.0659,12.1547,11.9969,12.0462,77874.0
2023-12-29,12.0364,12.2631,11.7899,11.8096,85768.0
2023-12-30,12.0364,12.2631,11.7899,11.8096,85768.0
2023-12-31,12.0364,12.2631,11.7899,11.8096,85768.0
2024-01-01,12.0364,12.2631,11.7899,11.8096,85768.0
2024-01-02,11.7012,12.135,11.6286,12.0561,137207.0
2024-01-03,12.0412,12.0412,11.7238,11.8428,226611.0
2024-01-04,11.9123,11.9619,11.7149,11.9123,104525.0
2024-01-05,11.8131,12.0809,11.8131,11.9321,180583.0
2024-01-06,11.8131,12.0809,11.8131,11.9321,180583.0
2024-01-07,11.8131,12.0809,11.8131,11.9321,180583.0
2024-01-08,11.9023,11.9321,11.8032,11.9023,78421.0
2024-01-09,11.7635,11.9123,11.6941,11.7734,84972.0
2024-01-10,11.7139,11.8329,11.6246,11.7734,92829.0
2024-01-11,11.7436,11.7486,11.5155,11.704,92612.0
2024-01-12,11.7833,11.8627,11.4659,11.5651,61273.0
2024-01-13,11.7833,11.8627,11.4659,11.5651,61273.0
2024-01-14,11.7833,11.8627,11.4659,11.5651,61273.0
2024-01-15,11.7833,11.8627,11.4659,11.5651,61273.0
2024-01-16,11.4163,11.6271,11.2676,11.2874,104203.0
2024-01-17,11.1089,11.5155,11.0989,11.1584,94895.0
2024-01-18,11.208,11.208,10.9799,11.1188,156506.0
2024-01-19,11.218,11.3965,11.1089,11.3965,101534.0
2024-01-20,11.218,11.3965,11.1089,11.3965,101534.0
2024-01-21,11.218,11.3965,11.1089,11.3965,101534.0
2024-01-22,11.456,11.7238,11.456,11.7238,95651.0
2024-01-23,11.8032,11.823,11.6147,11.6544,101116.0
2024-01-24,11.7238,11.8825,11.7139,11.8825,85200.0
2024-01-25,11.9023,11.9023,11.4163,11.7337,135954.0
2024-01-26,11.8428,11.9172,11.7337,11.8528,90683.0
2024-01-27,11.8428,11.9172,11.7337,11.8528,90683.0
2024-01-28,11.8428,11.9172,11.7337,11.8528,90683.0
2024-01-29,11.8032,12.0015,11.7337,11.9916,118115.0
2024-01-30,11.8428,11.9321,11.4858,11.5155,121272.0
2024-01-31,11.337,11.5651,10.8311,10.8311,305358.0
2024-02-01,10.9006,11.1287,10.5137,10.9204,214942.0
2024-02-02,10.8113,10.8906,10.6526,10.6824,137011.0
2024-02-03,10.8113,10.8906,10.6526,10.6824,137011.0
2024-02-04,10.8113,10.8906,10.6526,10.6824,137011.0
2024-02-05,10.5931,10.6724,10.4939,10.5038,175957.0
2024-02-06,10.5237,10.6625,10.4344,10.4741,135710.0
2024-02-07,10.4939,10.6974,10.1765,10.2658,161617.0
2024-02-08,10.2658,10.355,10.2162,10.2658,122257.0
2024-02-09,10.2658,10.4046,10.1765,10.3154,155736.0
2024-02-10,10.2658,10.4046,10.1765,10.3154,155736.0
2024-02-11,10.2658,10.4046,10.1765,10.3154,155736.0
2024-02-12,10.3352,10.6129,10.3352,10.5435,146412.0
2024-02-13,10.236,10.3005,9.9385,9.9881,181662.0
2024-02-14,10.117,10.1864,9.9583,10.1071,176128.0
2024-02-15,10.1864,10.6129,10.1269,10.5137,166231.0
2024-02-16,10.4542,10.5038,10.3154,10.3848,137272.0
2024-02-17,10.4542,10.5038,10.3154,10.3848,137272.0
2024-02-18,10.4542,10.5038,10.3154,10.3848,137272.0
2024-02-19,10.4542,10.5038,10.3154,10.3848,137272.0
2024-02-20,10.2459,10.3848,10.2013,10.2261,139026.0
2024-02-21,10.1963,10.365,10.117,10.1666,105028.0
2024-02-22,10.1269,10.1765,9.9285,9.998,168490.0
2024-02-23,10.0079,10.2559,9.9285,10.2063,270360.0
2024-02-24,10.0079,10.2559,9.9285,10.2063,270360.0
2024-02-25,10.0079,10.2559,9.9285,10.2063,270360.0
2024-02-26,10.1368,10.2509,10.0079,10.0872,161107.0
2024-02-27,10.117,10.2261,10.1071,10.1765,114777.0
2024-02-28,10.0972,10.2063,10.0277,10.0476,189062.0
2024-02-29,10.2063,10.3352,10.0376,10.0972,162387.0
2024-03-01,10.0079,10.2707,9.8988,9.9781,248824.0
2024-03-02,10.0079,10.2707,9.8988,9.9781,248824.0
2024-03-03,10.0079,10.2707,9.8988,9.9781,248824.0
2024-03-04,9.998,10.1864,9.8393,9.869,123974.0
2024-03-05,9.8294,10.2162,9.7897,10.1567,154358.0
2024-03-06,10.1567,10.3054,9.9484,10.1864,144181.0
2024-03-07,10.3054,10.4344,10.0684,10.0972,91815.0
2024-03-08,10.1666,10.2856,10.127,10.1864,187421.0
2024-03-09,10.1666,10.2856,10.127,10.1864,187421.0
2024-03-10,10.1666,10.2856,10.127,10.1864,187421.0
2024-03-11,10.117,10.2261,10.0972,10.117,124959.0
2024-03-12,10.1269,10.1269,9.9186,9.9533,93567.0
2024-03-13,9.9087,10.0872,9.8889,9.9285,206582.0
2024-03-14,9.9087,9.9484,9.6806,9.7302,205706.0
2024-03-15,9.7302,9.9682,9.7302,9.9285,375120.0
2024-03-16,9.7302,9.9682,9.7302,9.9285,375120.0
2024-03-17,9.7302,9.9682,9.7302,9.9285,375120.0
2024-03-18,9.9087,10.0029,9.7649,9.7698,157161.0
2024-03-19,9.7698,9.8839,9.7103,9.7103,114667.0
2024-03-20,9.6806,10.117,9.5963,9.998,325238.0
2024-03-21,10.0773,10.4294,9.998,10.4146,335334.0
2024-03-22,10.4146,10.4195,10.0575,10.0773,158512.0
2024-03-23,10.4146,10.4195,10.0575,10.0773,158512.0
2024-03-24,10.4146,10.4195,10.0575,10.0773,158512.0
2024-03-25,10.0476,10.1666,10.0476,10.0773,94408.0
2024-03-26,10.1269,10.1963,9.9781,9.998,94826.0
2024-03-27,10.0575,10.4344,10.0575,10.4344,118482.0
2024-03-28,10.4344,10.6625,10.4344,10.5732,180978.0
2024-03-29,10.4344,10.6625,10.4344,10.5732,180978.0
2024-03-30,10.4344,10.6625,10.4344,10.5732,180978.0
2024-03-31,10.4344,10.6625,10.4344,10.5732,180978.0
2024-04-01,10.5237,10.5237,10.2063,10.2757,116541.0
2024-04-02,10.1666,10.2261,9.9285,10.0079,110027.0
2024-04-03,9.9484,10.0575,9.8889,9.8988,122112.0
2024-04-04,9.9583,10.0575,9.6508,9.6806,300126.0
2024-04-05,9.6707,9.8294,9.6211,9.6806,168367.0
2024-04-06,9.6707,9.8294,9.6211,9.6806,168367.0
2024-04-07,9.6707,9.8294,9.6211,9.6806,168367.0
2024-04-08,9.6806,9.8294,9.6806,9.75,153454.0
