,SIVBQ US Equity,SIVBQ US Equity,SIVBQ US Equity,SIVBQ US Equity,SIVBQ US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2022-03-07,542.55,548.95,492.82,494.35,994679.0
2022-03-08,497.79,537.83,495.0,516.99,842475.0
2022-03-09,534.23,549.82,530.98,538.94,437686.0
2022-03-10,534.49,547.16,527.27,539.51,638632.0
2022-03-11,549.02,553.185,529.72,530.59,613052.0
2022-03-12,549.02,553.185,529.72,530.59,613052.0
2022-03-13,549.02,553.185,529.72,530.59,613052.0
2022-03-14,540.85,542.71,510.265,512.12,504821.0
2022-03-15,515.89,528.63,512.168,526.66,590502.0
2022-03-16,540.81,563.24,534.69,556.8,659224.0
2022-03-17,548.01,566.71,542.23,564.73,502857.0
2022-03-18,564.62,573.42,553.0,570.44,513382.0
2022-03-19,564.62,573.42,553.0,570.44,513382.0
2022-03-20,564.62,573.42,553.0,570.44,513382.0
2022-03-21,575.0,581.675,556.285,565.51,496405.0
2022-03-22,574.1,595.47,574.1,587.86,369075.0
2022-03-23,579.69,583.72,568.3,569.24,342950.0
2022-03-24,577.99,584.257,568.56,576.91,369847.0
2022-03-25,577.78,590.57,577.78,586.4,336408.0
2022-03-26,577.78,590.57,577.78,586.4,336408.0
2022-03-27,577.78,590.57,577.78,586.4,336408.0
2022-03-28,583.3,585.88,558.465,576.15,303921.0
2022-03-29,587.15,597.16,578.03,592.56,324395.0
2022-03-30,592.37,592.618,562.875,567.04,413848.0
2022-03-31,566.22,571.23,558.685,559.45,538033.0
2022-04-01,562.04,568.66,537.985,547.75,467863.0
2022-04-02,562.04,568.66,537.985,547.75,467863.0
2022-04-03,562.04,568.66,537.985,547.75,467863.0
2022-04-04,549.17,553.53,533.84,546.9,566539.0
2022-04-05,545.23,550.89,528.26,529.76,708070.0
2022-04-06,519.89,525.2,508.23,510.57,929406.0
2022-04-07,510.57,515.86,486.74,500.28,729810.0
2022-04-08,500.47,511.9,492.885,500.37,597071.0
2022-04-09,500.47,511.9,492.885,500.37,597071.0
2022-04-10,500.47,511.9,492.885,500.37,597071.0
