,EFX US Equity,EFX US Equity,EFX US Equity,EFX US Equity,EFX US Equity
2021-05-05,232.021,236.015,230.553,234.802,906971.0
2021-05-06,234.841,234.841,228.898,232.168,774293.0
2021-05-07,231.923,235.389,231.463,234.518,753350.0
2021-05-08,231.923,235.389,231.463,234.518,753350.0
2021-05-09,231.923,235.389,231.463,234.518,753350.0
2021-05-10,235.487,237.034,234.009,234.136,507022.0
2021-05-11,232.951,233.867,230.171,233.578,551035.0
2021-05-12,232.481,232.961,228.008,228.311,606083.0
2021-05-13,228.057,232.305,227.929,232.031,623577.0
2021-05-14,231.953,234.89,231.189,234.371,466929.0
2021-05-15,231.953,234.89,231.189,234.371,466929.0
2021-05-16,231.953,234.89,231.189,234.371,466929.0
2021-05-17,233.813,234.106,230.778,232.687,437339.0
2021-05-18,233.774,233.891,228.732,228.742,650605.0
2021-05-19,228.321,228.722,224.278,228.517,552343.0
2021-05-20,229.29,230.21,224.846,228.399,747762.0
2021-05-21,228.898,232.384,226.989,232.139,878494.0
2021-05-22,228.898,232.384,226.989,232.139,878494.0
2021-05-23,228.898,232.384,226.989,232.139,878494.0
2021-05-24,233.845,234.59,231.178,232.884,430870.0
2021-05-25,232.835,234.34,230.256,230.364,1056903.0
2021-05-26,230.805,231.247,227.667,228.687,776258.0
2021-05-27,230.207,231.09,227.77,230.933,1390012.0
2021-05-28,231.315,233.227,230.384,230.472,547193.0
2021-05-29,231.315,233.227,230.384,230.472,547193.0
2021-05-30,231.315,233.227,230.384,230.472,547193.0
2021-05-31,231.315,233.227,230.384,230.472,547193.0
2021-06-01,232.06,232.561,228.119,228.57,440900.0
2021-06-02,229.423,230.031,226.873,227.05,591314.0
2021-06-03,225.677,226.148,223.716,224.53,588527.0
2021-06-04,226.148,229.354,225.226,228.864,427225.0
2021-06-05,226.148,229.354,225.226,228.864,427225.0
2021-06-06,226.148,229.354,225.226,228.864,427225.0
2021-06-07,229.05,229.31,222.696,224.275,978570.0
2021-06-08,224.785,225.491,221.872,225.265,597507.0
2021-06-09,225.598,227.756,223.726,224.196,453029.0
2021-06-10,224.892,225.275,222.657,224.559,276198.0
2021-06-11,224.951,226.569,224.088,226.471,398663.0
2021-06-12,224.951,226.569,224.088,226.471,398663.0
2021-06-13,224.951,226.569,224.088,226.471,398663.0
2021-06-14,225.481,227.03,223.255,224.402,802851.0
2021-06-15,224.912,227.609,223.049,226.932,333525.0
2021-06-16,227.128,227.462,225.265,226.412,493309.0
2021-06-17,226.197,230.315,224.804,229.697,477794.0
2021-06-18,228.785,229.501,227.05,228.275,746089.0
2021-06-19,228.785,229.501,227.05,228.275,746089.0
2021-06-20,228.785,229.501,227.05,228.275,746089.0
2021-06-21,229.315,234.355,227.844,234.08,483795.0
2021-06-22,234.355,234.998,231.913,233.482,692509.0
2021-06-23,233.237,233.237,229.388,230.168,787266.0
2021-06-24,231.972,234.61,230.512,234.531,406549.0
2021-06-25,234.904,238.066,234.188,234.345,2090412.0
2021-06-26,234.904,238.066,234.188,234.345,2090412.0
2021-06-27,234.904,238.066,234.188,234.345,2090412.0
2021-06-28,234.482,234.679,232.207,232.835,552065.0
2021-06-29,231.364,235.12,230.462,234.659,521698.0
2021-06-30,234.62,235.796,233.159,234.855,523474.0
2021-07-01,235.845,238.209,234.531,236.483,676497.0
2021-07-02,236.453,239.542,236.453,237.63,614478.0
2021-07-03,236.453,239.542,236.453,237.63,614478.0
2021-07-04,236.453,239.542,236.453,237.63,614478.0
2021-07-05,236.453,239.542,236.453,237.63,614478.0
2021-07-06,238.228,241.758,236.502,241.111,671382.0
2021-07-07,241.297,244.013,240.729,243.396,741466.0
2021-07-08,239.846,242.665,238.091,240.179,460350.0
2021-07-09,241.258,243.837,240.68,243.71,483942.0
2021-07-10,241.258,243.837,240.68,243.71,483942.0
2021-07-11,241.258,243.837,240.68,243.71,483942.0
2021-07-12,243.896,243.896,240.748,242.445,486925.0
2021-07-13,242.209,243.209,239.817,240.297,326762.0
2021-07-14,241.052,243.749,240.434,242.494,541948.0
2021-07-15,240.954,246.249,240.621,245.828,531609.0
2021-07-16,245.828,249.995,245.828,249.681,677600.0
2021-07-17,245.828,249.995,245.828,249.681,677600.0
2021-07-18,245.828,249.995,245.828,249.681,677600.0
2021-07-19,247.818,248.583,241.827,243.896,665010.0
2021-07-20,245.082,252.642,244.695,251.593,701352.0
2021-07-21,250.956,252.878,248.823,250.083,631468.0
2021-07-22,252.103,252.103,240.729,244.867,961825.0
2021-07-23,246.239,248.838,245.494,248.151,1231770.0
2021-07-24,246.239,248.838,245.494,248.151,1231770.0
2021-07-25,246.239,248.838,245.494,248.151,1231770.0
2021-07-26,247.514,250.23,246.867,250.152,402002.0
2021-07-27,249.916,253.329,249.098,253.27,619618.0
2021-07-28,253.858,254.407,250.024,253.878,601886.0
2021-07-29,254.407,256.275,253.809,255.545,459160.0
2021-07-30,255.025,256.457,253.8,255.535,378148.0
2021-07-31,255.025,256.457,253.8,255.535,378148.0
2021-08-01,255.025,256.457,253.8,255.535,378148.0
2021-08-02,256.584,259.153,253.044,253.466,459644.0
2021-08-03,254.76,254.898,250.868,254.643,304001.0
2021-08-04,254.721,256.084,250.348,251.113,637660.0
2021-08-05,252.437,253.152,248.504,250.838,569731.0
2021-08-06,250.044,251.378,247.264,248.897,591031.0
2021-08-07,250.044,251.378,247.264,248.897,591031.0
2021-08-08,250.044,251.378,247.264,248.897,591031.0
2021-08-09,249.063,250.279,247.651,248.318,694251.0
2021-08-10,250.681,256.702,248.965,254.133,505268.0
2021-08-11,255.506,258.202,254.471,256.241,566449.0
2021-08-12,256.31,256.575,253.167,254.417,441975.0
2021-08-13,254.878,255.79,254.211,255.045,360717.0
2021-08-14,254.878,255.79,254.211,255.045,360717.0
2021-08-15,254.878,255.79,254.211,255.045,360717.0
2021-08-16,255.064,255.839,252.559,255.643,352099.0
2021-08-17,255.594,256.991,254.265,256.829,474493.0
2021-08-18,254.966,256.78,249.426,249.524,351609.0
2021-08-19,247.73,254.457,246.661,253.751,621618.0
2021-08-20,253.476,253.888,250.593,253.486,424107.0
2021-08-21,253.476,253.888,250.593,253.486,424107.0
2021-08-22,253.476,253.888,250.593,253.486,424107.0
2021-08-23,253.407,255.678,252.319,254.81,347786.0
2021-08-24,254.81,255.731,253.025,254.074,373230.0
2021-08-25,253.898,260.708,253.77,259.761,487442.0
2021-08-26,259.536,259.536,256.761,257.879,623867.0
2021-08-27,259.457,264.086,257.947,261.673,474724.0
2021-08-28,259.457,264.086,257.947,261.673,474724.0
2021-08-29,259.457,264.086,257.947,261.673,474724.0
2021-08-30,261.752,262.919,261.026,262.007,297207.0
2021-08-31,261.997,267.969,261.396,266.969,659653.0
2021-09-01,267.116,268.557,264.056,268.39,486575.0
2021-09-02,269.606,272.695,269.185,272.519,374644.0
2021-09-03,271.065,274.541,269.229,273.255,301262.0
2021-09-04,271.065,274.541,269.229,273.255,301262.0
2021-09-05,271.065,274.541,269.229,273.255,301262.0
2021-09-06,271.065,274.541,269.229,273.255,301262.0
2021-09-07,273.245,273.245,269.072,269.239,502801.0
2021-09-08,270.034,273.515,269.435,270.594,627022.0
2021-09-09,270.093,271.826,268.875,270.908,878623.0
2021-09-10,272.921,272.983,267.648,267.943,714172.0
2021-09-11,272.921,272.983,267.648,267.943,714172.0
2021-09-12,272.921,272.983,267.648,267.943,714172.0
2021-09-13,270.456,271.615,266.509,268.905,649157.0
2021-09-14,269.651,273.324,267.54,268.915,679988.0
2021-09-15,269.023,269.764,264.879,268.178,982452.0
2021-09-16,268.051,270.869,265.733,269.052,886392.0
2021-09-17,268.925,268.925,262.974,263.642,1725930.0
2021-09-18,268.925,268.925,262.974,263.642,1725930.0
2021-09-19,268.925,268.925,262.974,263.642,1725930.0
2021-09-20,260.735,262.129,256.262,258.467,672942.0
2021-09-21,260.441,260.529,254.244,254.696,1211300.0
2021-09-22,257.102,261.364,256.464,257.937,1125470.0
2021-09-23,259.223,261.776,257.878,260.333,829266.0
2021-09-24,258.84,261.393,258.29,260.706,376288.0
2021-09-25,258.84,261.393,258.29,260.706,376288.0
2021-09-26,258.84,261.393,258.29,260.706,376288.0
2021-09-27,259.665,260.352,255.649,257.74,643340.0
2021-09-28,256.159,256.159,249.737,251.868,539991.0
2021-09-29,253.213,254.912,250.827,251.917,521418.0
2021-09-30,253.488,253.852,248.795,248.844,656664.0
2021-10-01,250.975,252.595,247.459,251.682,561530.0
2021-10-02,250.975,252.595,247.459,251.682,561530.0
2021-10-03,250.975,252.595,247.459,251.682,561530.0
2021-10-04,250.896,253.056,244.533,248.824,447025.0
2021-10-05,250.032,254.421,249.256,253.832,474820.0
2021-10-06,251.328,252.477,247.94,252.379,470040.0
2021-10-07,254.47,257.838,254.087,254.677,539086.0
2021-10-08,255.04,255.816,252.87,254.009,285274.0
2021-10-09,255.04,255.816,252.87,254.009,285274.0
2021-10-10,255.04,255.816,252.87,254.009,285274.0
2021-10-11,252.939,256.724,252.595,252.958,324882.0
2021-10-12,254.834,254.922,250.199,251.014,467155.0
2021-10-13,251.799,251.799,247.125,250.336,474329.0
2021-10-14,253.027,256.847,252.575,256.336,393962.0
2021-10-15,257.887,259.488,257.652,259.184,338895.0
2021-10-16,257.887,259.488,257.652,259.184,338895.0
2021-10-17,257.887,259.488,257.652,259.184,338895.0
2021-10-18,258.418,264.295,257.711,264.064,522345.0
2021-10-19,264.388,268.885,263.053,268.247,601769.0
2021-10-20,269.033,271.242,263.229,264.869,715193.0
2021-10-21,240.576,258.202,235.774,250.857,2238115.0
2021-10-22,250.896,266.018,250.886,263.435,1068209.0
2021-10-23,250.896,266.018,250.886,263.435,1068209.0
2021-10-24,250.896,266.018,250.886,263.435,1068209.0
2021-10-25,263.435,271.507,262.434,269.818,881041.0
2021-10-26,271.419,272.892,262.886,266.077,663764.0
2021-10-27,265.596,266.077,261.197,262.512,531001.0
2021-10-28,262.493,270.574,262.493,270.564,498802.0
2021-10-29,270.27,274.247,269.647,272.42,589677.0
2021-10-30,270.27,274.247,269.647,272.42,589677.0
2021-10-31,270.27,274.247,269.647,272.42,589677.0
2021-11-01,273.716,274.414,270.25,272.538,420503.0
2021-11-02,273.422,273.569,269.337,269.553,1266788.0
2021-11-03,269.857,272.842,265.851,272.754,610173.0
2021-11-04,274.04,279.51,273.24,279.441,408356.0
2021-11-05,280.727,281.415,275.762,279.421,596647.0
2021-11-06,280.727,281.415,275.762,279.421,596647.0
2021-11-07,280.727,281.415,275.762,279.421,596647.0
2021-11-08,281.572,282.426,278.332,281.719,369504.0
2021-11-09,281.975,286.423,280.914,283.133,490862.0
2021-11-10,281.258,281.96,270.044,272.283,898620.0
2021-11-11,273.441,274.551,268.934,270.653,955335.0
2021-11-12,272.803,275.543,270.898,275.032,462983.0
2021-11-13,272.803,275.543,270.898,275.032,462983.0
2021-11-14,272.803,275.543,270.898,275.032,462983.0
2021-11-15,275.091,277.526,272.548,277.271,926804.0
2021-11-16,277.065,286.747,276.908,286.03,593429.0
2021-11-17,286.246,286.246,280.767,285.372,656923.0
2021-11-18,285.745,286.835,283.438,283.968,724085.0
2021-11-19,285.107,285.107,280.796,283.644,666448.0
2021-11-20,285.107,285.107,280.796,283.644,666448.0
2021-11-21,285.107,285.107,280.796,283.644,666448.0
2021-11-22,281.817,282.466,275.906,276.093,1055179.0
2021-11-23,275.719,278.885,273.379,278.226,608489.0
2021-11-24,276.319,279.131,276.319,278.728,333999.0
2021-11-25,276.319,279.131,276.319,278.728,333999.0
2021-11-26,274.48,276.86,272.631,273.103,359100.0
2021-11-27,274.48,276.86,272.631,273.103,359100.0
2021-11-28,274.48,276.86,272.631,273.103,359100.0
2021-11-29,275.581,281.373,273.153,279.318,588158.0
2021-11-30,278.207,280.503,273.684,273.998,1152897.0
2021-12-01,277.282,283.035,272.917,272.926,801861.0
2021-12-02,272.838,286.624,272.415,286.142,917729.0
2021-12-03,287.43,287.43,274.333,277.784,938895.0
2021-12-04,287.43,287.43,274.333,277.784,938895.0
2021-12-05,287.43,287.43,274.333,277.784,938895.0
2021-12-06,279.928,280.144,275.896,277.44,616206.0
2021-12-07,280.98,287.332,279.338,286.988,1096406.0
2021-12-08,286.614,290.124,286.412,290.006,607356.0
2021-12-09,289.544,290.705,286.142,286.958,554126.0
2021-12-10,288.473,291.678,287.125,290.193,483393.0
2021-12-11,288.473,291.678,287.125,290.193,483393.0
2021-12-12,288.473,291.678,287.125,290.193,483393.0
2021-12-13,290.252,295.1,290.252,292.091,771745.0
2021-12-14,289.043,290.183,278.172,283.408,632903.0
2021-12-15,283.458,286.732,281.196,286.644,673531.0
2021-12-16,288.04,290.773,283.635,285.395,682185.0
2021-12-17,284.559,284.559,271.137,272.022,2286872.0
2021-12-18,284.559,284.559,271.137,272.022,2286872.0
2021-12-19,284.559,284.559,271.137,272.022,2286872.0
2021-12-20,268.128,272.828,265.925,271.363,873977.0
2021-12-21,273.29,275.522,269.185,275.395,661149.0
2021-12-22,275.08,279.013,274.51,278.669,418462.0
2021-12-23,278.207,283.999,278.207,282.238,478638.0
2021-12-24,278.207,283.999,278.207,282.238,478638.0
2021-12-25,278.207,283.999,278.207,282.238,478638.0
2021-12-26,278.207,283.999,278.207,282.238,478638.0
2021-12-27,284.372,286.329,283.364,286.24,277405.0
2021-12-28,285.896,289.102,285.896,289.102,277739.0
2021-12-29,289.485,291.0,288.404,289.416,198024.0
2021-12-30,289.023,290.4,286.447,286.673,225976.0
2021-12-31,285.414,289.672,284.726,287.902,419156.0
2022-01-01,285.414,289.672,284.726,287.902,419156.0
2022-01-02,285.414,289.672,284.726,287.902,419156.0
2022-01-03,287.902,290.006,277.941,279.259,576065.0
2022-01-04,280.616,283.733,278.015,280.842,584843.0
2022-01-05,284.156,284.156,273.369,274.608,962254.0
2022-01-06,274.274,276.722,271.589,275.178,1036224.0
2022-01-07,274.5,276.329,262.189,262.985,1170034.0
2022-01-08,274.5,276.329,262.189,262.985,1170034.0
2022-01-09,274.5,276.329,262.189,262.985,1170034.0
2022-01-10,258.61,258.61,253.457,256.427,908804.0
2022-01-11,257.577,259.18,250.91,258.796,974163.0
2022-01-12,260.812,263.005,256.368,257.439,844705.0
2022-01-13,257.439,258.659,250.251,250.664,1041678.0
2022-01-14,247.773,249.003,243.196,245.335,746975.0
2022-01-15,247.773,249.003,243.196,245.335,746975.0
2022-01-16,247.773,249.003,243.196,245.335,746975.0
2022-01-17,247.773,249.003,243.196,245.335,746975.0
2022-01-18,241.411,243.614,234.056,236.642,1716161.0
2022-01-19,238.403,238.403,229.651,230.015,1984225.0
2022-01-20,231.323,233.496,224.784,224.833,1901930.0
2022-01-21,225.197,228.609,221.795,221.893,2232809.0
2022-01-22,225.197,228.609,221.795,221.893,2232809.0
2022-01-23,225.197,228.609,221.795,221.893,2232809.0
2022-01-24,222.139,230.861,213.426,230.28,2384215.0
2022-01-25,225.266,226.18,220.428,222.286,1110189.0
2022-01-26,225.344,230.005,220.103,222.827,1061563.0
2022-01-27,226.092,227.517,218.805,221.165,627125.0
2022-01-28,222.512,230.261,220.123,230.143,1082588.0
2022-01-29,222.512,230.261,220.123,230.143,1082588.0
2022-01-30,222.512,230.261,220.123,230.143,1082588.0
2022-01-31,232.375,236.849,231.903,235.757,1024393.0
2022-02-01,235.993,239.524,231.883,238.176,795581.0
2022-02-02,238.737,241.175,238.737,241.077,857041.0
2022-02-03,238.176,238.648,228.581,229.553,1082204.0
2022-02-04,229.681,232.562,228.501,230.162,987964.0
2022-02-05,229.681,232.562,228.501,230.162,987964.0
2022-02-06,229.681,232.562,228.501,230.162,987964.0
2022-02-07,231.805,233.614,229.828,230.516,1039751.0
2022-02-08,230.546,234.194,226.544,232.129,977517.0
2022-02-09,235.728,237.655,234.617,236.387,923610.0
2022-02-10,227.97,235.846,225.57,227.311,1745670.0
2022-02-11,227.527,229.258,219.258,221.244,1580055.0
2022-02-12,227.527,229.258,219.258,221.244,1580055.0
2022-02-13,227.527,229.258,219.258,221.244,1580055.0
2022-02-14,220.398,223.643,215.59,217.291,1422114.0
2022-02-15,221.627,222.522,216.632,218.028,1384774.0
2022-02-16,217.379,218.717,213.545,218.028,1867723.0
2022-02-17,216.671,217.006,208.348,208.461,1031606.0
2022-02-18,209.19,212.244,207.643,209.87,908483.0
2022-02-19,209.19,212.244,207.643,209.87,908483.0
2022-02-20,209.19,212.244,207.643,209.87,908483.0
2022-02-21,209.19,212.244,207.643,209.87,908483.0
2022-02-22,208.234,210.707,204.983,209.082,1325060.0
2022-02-23,210.559,211.682,204.895,205.062,2593478.0
2022-02-24,200.186,213.19,199.989,212.707,1732579.0
2022-02-25,212.727,215.485,210.175,215.308,1094175.0
2022-02-26,212.727,215.485,210.175,215.308,1094175.0
2022-02-27,212.727,215.485,210.175,215.308,1094175.0
2022-02-28,212.52,216.125,211.722,215.091,1121334.0
2022-03-01,215.475,218.233,212.618,215.78,1057857.0
2022-03-02,217.091,222.676,217.091,221.228,870661.0
2022-03-03,223.208,223.72,217.948,220.873,817992.0
2022-03-04,218.864,225.05,218.273,224.282,973420.0
2022-03-05,218.864,225.05,218.273,224.282,973420.0
2022-03-06,218.864,225.05,218.273,224.282,973420.0
2022-03-07,224.055,224.863,214.263,214.588,1132182.0
2022-03-08,213.091,217.554,211.86,214.027,853158.0
2022-03-09,218.824,221.967,218.051,221.701,1138106.0
2022-03-10,217.366,224.607,216.096,222.844,1034175.0
2022-03-11,222.578,225.08,219.44,220.568,958486.0
2022-03-12,222.578,225.08,219.44,220.568,958486.0
2022-03-13,222.578,225.08,219.44,220.568,958486.0
2022-03-14,222.361,225.661,219.938,225.031,1420695.0
2022-03-15,227.612,228.41,223.986,227.356,724134.0
2022-03-16,228.794,233.316,225.937,230.35,1017626.0
2022-03-17,228.351,236.064,226.587,235.857,778587.0
2022-03-18,235.118,240.162,234.823,237.522,1373472.0
2022-03-19,235.118,240.162,234.823,237.522,1373472.0
2022-03-20,235.118,240.162,234.823,237.522,1373472.0
2022-03-21,236.064,237.435,231.119,234.301,734176.0
2022-03-22,234.921,238.349,232.793,236.034,755041.0
2022-03-23,234.882,234.882,230.685,233.099,623777.0
2022-03-24,233.325,234.616,231.503,233.01,726616.0
2022-03-25,233.71,234.202,228.38,231.956,568874.0
2022-03-26,233.71,234.202,228.38,231.956,568874.0
2022-03-27,233.71,234.202,228.38,231.956,568874.0
2022-03-28,232.764,235.276,231.759,235.089,302297.0
2022-03-29,239.216,239.886,236.153,239.512,464069.0
2022-03-30,238.369,239.847,234.015,235.965,600909.0
2022-03-31,236.3,238.409,233.572,233.572,730642.0
2022-04-01,235.03,235.03,227.764,230.646,975433.0
2022-04-02,235.03,235.03,227.764,230.646,975433.0
2022-04-03,235.03,235.03,227.764,230.646,975433.0
2022-04-04,229.897,231.749,228.631,231.01,691101.0
2022-04-05,230.705,233.187,227.513,228.4,1064299.0
2022-04-06,226.646,226.755,218.558,219.721,1098645.0
2022-04-07,218.952,222.804,215.445,221.09,973072.0
2022-04-08,219.662,222.006,217.283,219.829,622059.0
2022-04-09,219.662,222.006,217.283,219.829,622059.0
2022-04-10,219.662,222.006,217.283,219.829,622059.0
2022-04-11,217.603,219.938,214.736,215.012,729996.0
2022-04-12,216.086,218.489,212.825,213.958,907318.0
2022-04-13,212.5,213.396,208.973,211.801,1351250.0
2022-04-14,213.308,216.145,212.983,213.16,1267024.0
2022-04-15,213.308,216.145,212.983,213.16,1267024.0
2022-04-16,213.308,216.145,212.983,213.16,1267024.0
2022-04-17,213.308,216.145,212.983,213.16,1267024.0
2022-04-18,212.569,215.189,208.362,209.732,1059669.0
2022-04-19,208.658,215.505,208.023,215.179,1765515.0
2022-04-20,216.923,219.435,215.598,218.115,1334542.0
2022-04-21,203.013,211.397,199.92,199.93,3060279.0
2022-04-22,199.122,205.87,198.413,200.57,2386970.0
2022-04-23,199.122,205.87,198.413,200.57,2386970.0
2022-04-24,199.122,205.87,198.413,200.57,2386970.0
2022-04-25,199.841,210.668,198.767,210.224,1718289.0
2022-04-26,209.013,209.013,203.772,204.471,1459620.0
2022-04-27,204.363,207.338,196.654,197.428,1312303.0
2022-04-28,199.762,205.092,196.768,203.26,1630671.0
2022-04-29,201.21,205.15,199.565,200.491,2171772.0
2022-04-30,201.21,205.15,199.565,200.491,2171772.0
2022-05-01,201.21,205.15,199.565,200.491,2171772.0
2022-05-02,200.009,204.215,199.28,202.442,1526898.0
2022-05-03,201.792,202.6,199.2,201.989,1568612.0
2022-05-04,201.959,210.16,200.334,209.456,1015303.0
2022-05-05,208.037,209.594,202.422,205.131,1353353.0
2022-05-06,203.87,205.919,200.334,202.048,1035575.0
2022-05-07,203.87,205.919,200.334,202.048,1035575.0
2022-05-08,203.87,205.919,200.334,202.048,1035575.0
2022-05-09,201.949,203.427,196.009,196.659,1568787.0
2022-05-10,198.925,199.733,191.468,197.418,1060568.0
2022-05-11,195.339,196.423,188.355,188.709,929811.0
2022-05-12,186.621,190.205,186.089,189.793,1312643.0
2022-05-13,192.069,195.753,191.507,195.241,897887.0
2022-05-14,192.069,195.753,191.507,195.241,897887.0
2022-05-15,192.069,195.753,191.507,195.241,897887.0
2022-05-16,193.881,194.817,190.995,193.073,555697.0
2022-05-17,196.265,196.265,191.783,194.384,755960.0
2022-05-18,192.118,192.472,184.34,185.281,1146634.0
2022-05-19,183.656,192.0,183.0,188.315,1031942.0
2022-05-20,189.34,192.078,185.715,191.714,768178.0
2022-05-21,189.34,192.078,185.715,191.714,768178.0
2022-05-22,189.34,192.078,185.715,191.714,768178.0
2022-05-23,193.527,194.807,187.724,194.049,765106.0
2022-05-24,193.259,193.733,186.359,189.044,718168.0
2022-05-25,188.521,194.893,187.1,193.091,1333314.0
2022-05-26,194.522,200.731,193.48,199.616,823885.0
2022-05-27,202.291,205.528,201.935,203.623,895072.0
2022-05-28,202.291,205.528,201.935,203.623,895072.0
2022-05-29,202.291,205.528,201.935,203.623,895072.0
2022-05-30,202.291,205.528,201.935,203.623,895072.0
2022-05-31,200.563,201.536,198.106,199.961,1240365.0
2022-06-01,198.402,201.639,195.697,196.013,1088147.0
2022-06-02,196.99,201.649,196.457,201.017,525272.0
2022-06-03,197.958,198.56,196.694,197.967,613749.0
2022-06-04,197.958,198.56,196.694,197.967,613749.0
2022-06-05,197.958,198.56,196.694,197.967,613749.0
2022-06-06,199.813,199.813,196.201,196.891,332662.0
2022-06-07,194.671,198.451,194.671,197.948,437214.0
2022-06-08,196.655,196.655,192.943,193.644,633595.0
2022-06-09,193.111,193.22,189.025,189.488,890612.0
2022-06-10,186.478,186.478,180.921,180.98,770674.0
2022-06-11,186.478,186.478,180.921,180.98,770674.0
2022-06-12,186.478,186.478,180.921,180.98,770674.0
2022-06-13,178.315,178.946,173.927,177.268,912814.0
2022-06-14,177.032,177.703,169.698,169.796,1001304.0
2022-06-15,172.392,178.058,171.534,176.035,671958.0
2022-06-16,171.386,172.373,167.062,168.148,1093699.0
2022-06-17,168.138,172.17,168.02,170.882,1500767.0
2022-06-18,168.138,172.17,168.02,170.882,1500767.0
2022-06-19,168.138,172.17,168.02,170.882,1500767.0
2022-06-20,168.138,172.17,168.02,170.882,1500767.0
2022-06-21,173.547,175.66,172.629,173.054,1040890.0
2022-06-22,172.343,178.905,170.546,178.433,1071987.0
2022-06-23,180.22,180.812,176.962,179.983,876588.0
2022-06-24,181.848,184.129,181.315,182.441,808250.0
2022-06-25,181.848,184.129,181.315,182.441,808250.0
2022-06-26,181.848,184.129,181.315,182.441,808250.0
2022-06-27,182.707,184.415,180.99,182.549,513523.0
2022-06-28,182.372,184.247,176.518,177.15,660663.0
2022-06-29,177.614,178.71,174.396,177.841,601790.0
2022-06-30,175.926,181.404,174.1,180.417,1605799.0
2022-07-01,180.802,185.061,179.943,184.138,694592.0
2022-07-02,180.802,185.061,179.943,184.138,694592.0
2022-07-03,180.802,185.061,179.943,184.138,694592.0
2022-07-04,180.802,185.061,179.943,184.138,694592.0
2022-07-05,181.533,184.336,179.154,183.605,648838.0
2022-07-06,185.056,187.011,183.388,186.468,611346.0
2022-07-07,186.379,188.768,185.767,188.521,730206.0
2022-07-08,187.554,189.143,185.441,187.988,400935.0
2022-07-09,187.554,189.143,185.441,187.988,400935.0
2022-07-10,187.554,189.143,185.441,187.988,400935.0
2022-07-11,187.356,187.978,185.965,187.238,329207.0
2022-07-12,187.268,189.311,183.931,184.76,738797.0
2022-07-13,180.871,184.148,178.69,182.243,388265.0
2022-07-14,179.519,187.504,179.09,186.971,637576.0
2022-07-15,189.143,190.683,187.485,189.933,459690.0
2022-07-16,189.143,190.683,187.485,189.933,459690.0
2022-07-17,189.143,190.683,187.485,189.933,459690.0
2022-07-18,191.028,191.993,188.264,189.192,456058.0
2022-07-19,191.364,198.56,190.426,198.402,707630.0
2022-07-20,198.648,203.179,197.809,202.518,1147899.0
2022-07-21,199.389,201.244,192.302,197.967,1222839.0
2022-07-22,198.441,199.497,195.924,198.254,576375.0
2022-07-23,198.441,199.497,195.924,198.254,576375.0
2022-07-24,198.441,199.497,195.924,198.254,576375.0
2022-07-25,197.809,200.06,194.463,195.598,754674.0
2022-07-26,193.456,194.424,189.671,190.703,646243.0
2022-07-27,192.578,196.704,189.424,195.825,725400.0
2022-07-28,196.832,205.627,196.26,204.818,846215.0
2022-07-29,204.581,206.782,202.419,206.209,617577.0
2022-07-30,204.581,206.782,202.419,206.209,617577.0
2022-07-31,204.581,206.782,202.419,206.209,617577.0
2022-08-01,204.443,208.815,203.386,208.055,776536.0
2022-08-02,206.427,208.075,203.396,203.643,976333.0
2022-08-03,204.907,210.498,204.907,210.256,527925.0
2022-08-04,210.464,211.865,207.892,211.026,605757.0
2022-08-05,208.105,209.99,207.039,209.704,708753.0
2022-08-06,208.105,209.99,207.039,209.704,708753.0
2022-08-07,208.105,209.99,207.039,209.704,708753.0
2022-08-08,211.145,212.527,208.49,210.345,356935.0
2022-08-09,210.355,210.355,207.285,209.565,444972.0
2022-08-10,214.037,217.659,214.017,216.722,613760.0
2022-08-11,217.926,217.926,213.957,215.478,581221.0
2022-08-12,215.784,219.591,215.784,219.456,597244.0
2022-08-13,215.784,219.591,215.784,219.456,597244.0
2022-08-14,215.784,219.591,215.784,219.456,597244.0
2022-08-15,216.939,220.147,216.771,217.393,351926.0
2022-08-16,214.215,215.649,212.24,213.198,586851.0
2022-08-17,210.987,212.25,209.171,211.253,618827.0
2022-08-18,211.717,211.88,209.842,210.029,329965.0
2022-08-19,208.825,208.886,204.694,205.992,697730.0
2022-08-20,208.825,208.886,204.694,205.992,697730.0
2022-08-21,208.825,208.886,204.694,205.992,697730.0
2022-08-22,203.722,205.718,202.399,205.035,644920.0
2022-08-23,204.383,205.064,201.797,201.876,447345.0
2022-08-24,201.175,203.989,200.001,203.209,365097.0
2022-08-25,204.502,205.242,202.32,205.035,449625.0
2022-08-26,204.601,205.4,194.522,194.582,565460.0
2022-08-27,204.601,205.4,194.522,194.582,565460.0
2022-08-28,204.601,205.4,194.522,194.582,565460.0
2022-08-29,193.229,194.221,189.558,189.597,477643.0
2022-08-30,190.545,191.334,186.3,187.337,516019.0
2022-08-31,188.156,189.064,184.928,186.31,640450.0
2022-09-01,184.523,187.731,181.997,187.593,581691.0
2022-09-02,189.235,190.046,184.161,185.457,487413.0
2022-09-03,189.235,190.046,184.161,185.457,487413.0
2022-09-04,189.235,190.046,184.161,185.457,487413.0
2022-09-05,189.235,190.046,184.161,185.457,487413.0
2022-09-06,186.466,187.217,183.731,185.338,465752.0
2022-09-07,186.11,192.267,185.214,191.372,496406.0
2022-09-08,189.819,194.289,189.764,194.23,558473.0
2022-09-09,195.091,196.367,194.299,195.011,410737.0
2022-09-10,195.091,196.367,194.299,195.011,410737.0
