,LGND US Equity,LGND US Equity,LGND US Equity,LGND US Equity,LGND US Equity
2021-05-10,80.864,80.864,78.388,78.98,150719.0
2021-05-11,76.586,81.737,74.931,81.394,163935.0
2021-05-12,80.789,80.882,78.076,78.163,138275.0
2021-05-13,78.107,79.654,76.255,77.247,149454.0
2021-05-14,77.908,80.988,76.704,80.764,131318.0
2021-05-15,77.908,80.988,76.704,80.764,131318.0
2021-05-16,77.908,80.988,76.704,80.764,131318.0
2021-05-17,80.121,81.465,77.627,78.051,129133.0
2021-05-18,78.637,79.51,76.349,76.405,172065.0
2021-05-19,75.638,76.561,74.31,74.821,149811.0
2021-05-20,74.884,77.128,74.476,77.041,135954.0
2021-05-21,77.789,78.207,75.682,76.38,125639.0
2021-05-22,77.789,78.207,75.682,76.38,125639.0
2021-05-23,77.789,78.207,75.682,76.38,125639.0
2021-05-24,77.259,77.259,75.513,75.831,90112.0
2021-05-25,76.05,77.041,74.528,74.553,130674.0
2021-05-26,74.696,74.963,70.3,71.647,207218.0
2021-05-27,72.339,74.204,71.741,73.262,219453.0
2021-05-28,73.53,74.79,73.1,73.393,122968.0
2021-05-29,73.53,74.79,73.1,73.393,122968.0
2021-05-30,73.53,74.79,73.1,73.393,122968.0
2021-05-31,73.53,74.79,73.1,73.393,122968.0
2021-06-01,73.555,73.555,70.6,70.818,136036.0
2021-06-02,71.398,72.376,69.452,70.681,252157.0
2021-06-03,70.001,71.441,68.754,70.481,132854.0
2021-06-04,71.092,72.333,69.334,71.953,142206.0
2021-06-05,71.092,72.333,69.334,71.953,142206.0
2021-06-06,71.092,72.333,69.334,71.953,142206.0
2021-06-07,72.502,74.815,71.909,74.528,182967.0
2021-06-08,75.121,76.068,72.608,73.911,162033.0
2021-06-09,74.846,75.133,73.269,74.484,115750.0
2021-06-10,74.965,75.806,74.285,75.345,150267.0
2021-06-11,75.757,77.266,74.884,77.091,112200.0
2021-06-12,75.757,77.266,74.884,77.091,112200.0
2021-06-13,75.757,77.266,74.884,77.091,112200.0
2021-06-14,77.278,78.344,74.859,76.736,218604.0
2021-06-15,77.241,77.796,76.156,77.209,151034.0
2021-06-16,76.76,78.195,76.293,78.07,116639.0
2021-06-17,77.671,80.913,77.353,79.691,149447.0
2021-06-18,78.756,79.722,77.004,78.949,329646.0
2021-06-19,78.756,79.722,77.004,78.949,329646.0
2021-06-20,78.756,79.722,77.004,78.949,329646.0
2021-06-21,79.323,81.543,78.887,80.427,186092.0
2021-06-22,79.885,81.057,79.099,80.82,123071.0
2021-06-23,80.926,81.936,79.66,79.934,125537.0
2021-06-24,80.583,84.393,80.583,84.274,166407.0
2021-06-25,84.885,86.993,84.164,86.906,793137.0
2021-06-26,84.885,86.993,84.164,86.906,793137.0
2021-06-27,84.885,86.993,84.164,86.906,793137.0
2021-06-28,87.735,88.253,84.677,85.752,187063.0
2021-06-29,85.896,86.195,83.67,84.212,141244.0
2021-06-30,83.882,83.882,81.1,81.805,101092.0
2021-07-01,82.366,84.91,82.366,84.761,96214.0
2021-07-02,84.711,84.711,83.015,83.09,105475.0
2021-07-03,84.711,84.711,83.015,83.09,105475.0
2021-07-04,84.711,84.711,83.015,83.09,105475.0
2021-07-05,84.711,84.711,83.015,83.09,105475.0
2021-07-06,83.439,83.439,79.934,80.346,127313.0
2021-07-07,80.577,81.308,78.594,80.408,98758.0
2021-07-08,78.712,80.789,78.332,79.766,108105.0
2021-07-09,80.296,80.801,79.099,80.689,68006.0
2021-07-10,80.296,80.801,79.099,80.689,68006.0
2021-07-11,80.296,80.801,79.099,80.689,68006.0
2021-07-12,80.845,80.845,78.653,78.793,71731.0
2021-07-13,77.945,78.446,75.975,76.062,127101.0
2021-07-14,76.193,76.193,73.53,73.68,148323.0
2021-07-15,73.399,73.399,71.504,72.221,150054.0
2021-07-16,73.0,73.976,70.531,70.575,165080.0
2021-07-17,73.0,73.976,70.531,70.575,165080.0
2021-07-18,73.0,73.976,70.531,70.575,165080.0
2021-07-19,69.876,76.084,69.29,75.675,167721.0
2021-07-20,75.894,78.101,75.563,76.343,133246.0
2021-07-21,76.386,78.001,75.301,77.415,72765.0
2021-07-22,76.948,78.704,76.118,76.243,61323.0
2021-07-23,76.929,77.01,75.27,76.075,83988.0
2021-07-24,76.929,77.01,75.27,76.075,83988.0
2021-07-25,76.929,77.01,75.27,76.075,83988.0
2021-07-26,75.887,76.954,75.607,75.844,83162.0
2021-07-27,75.545,75.551,73.711,75.089,134445.0
2021-07-28,75.077,77.602,74.279,76.979,176442.0
2021-07-29,76.91,78.282,73.742,74.179,203366.0
2021-07-30,74.142,74.784,70.338,70.781,146708.0
2021-07-31,74.142,74.784,70.338,70.781,146708.0
2021-08-01,74.142,74.784,70.338,70.781,146708.0
2021-08-02,70.949,70.949,68.929,69.184,136081.0
2021-08-03,69.315,69.658,67.781,69.247,122577.0
2021-08-04,68.885,69.926,68.006,68.006,123099.0
2021-08-05,68.529,68.735,67.083,67.95,134697.0
2021-08-06,67.762,69.309,67.139,68.611,135646.0
2021-08-07,67.762,69.309,67.139,68.611,135646.0
2021-08-08,67.762,69.309,67.139,68.611,135646.0
2021-08-09,69.303,69.384,67.638,68.548,103752.0
2021-08-10,68.592,68.907,66.646,68.635,93915.0
2021-08-11,69.103,69.789,67.999,68.342,101293.0
2021-08-12,68.754,69.764,67.413,67.999,127197.0
2021-08-13,67.893,68.249,66.54,66.609,103933.0
2021-08-14,67.893,68.249,66.54,66.609,103933.0
2021-08-15,67.893,68.249,66.54,66.609,103933.0
2021-08-16,66.104,68.043,64.854,66.877,173093.0
2021-08-17,66.21,68.183,66.21,66.889,172498.0
2021-08-18,66.914,67.65,65.449,65.661,138526.0
2021-08-19,65.274,65.831,63.61,63.809,175822.0
2021-08-20,63.653,65.985,63.653,64.913,615756.0
2021-08-21,63.653,65.985,63.653,64.913,615756.0
2021-08-22,63.653,65.985,63.653,64.913,615756.0
2021-08-23,65.486,72.57,65.486,72.42,351045.0
2021-08-24,72.82,73.418,70.899,72.071,183548.0
2021-08-25,71.928,73.097,70.157,70.656,85691.0
2021-08-26,70.506,71.644,69.215,69.309,106344.0
2021-08-27,69.671,72.059,69.312,71.292,110952.0
2021-08-28,69.671,72.059,69.312,71.292,110952.0
2021-08-29,69.671,72.059,69.312,71.292,110952.0
2021-08-30,71.753,75.944,71.311,75.538,211891.0
2021-08-31,79.136,84.228,78.662,82.497,843636.0
2021-09-01,81.973,87.236,81.493,87.137,403452.0
2021-09-02,87.299,88.839,85.958,87.193,291947.0
2021-09-03,87.224,88.664,85.11,86.176,3645802.0
2021-09-04,87.224,88.664,85.11,86.176,3645802.0
2021-09-05,87.224,88.664,85.11,86.176,3645802.0
2021-09-06,87.224,88.664,85.11,86.176,3645802.0
2021-09-07,85.808,86.65,81.737,82.198,318320.0
2021-09-08,82.179,85.247,81.125,85.172,188447.0
2021-09-09,85.01,86.675,82.438,84.792,151295.0
2021-09-10,85.397,87.274,85.104,85.322,102335.0
2021-09-11,85.397,87.274,85.104,85.322,102335.0
2021-09-12,85.397,87.274,85.104,85.322,102335.0
2021-09-13,85.372,85.372,82.391,83.065,149030.0
2021-09-14,83.295,84.193,81.381,82.335,130027.0
2021-09-15,82.722,84.723,81.169,84.717,125495.0
2021-09-16,84.374,84.404,82.46,84.175,98342.0
2021-09-17,84.518,90.641,83.938,90.248,450877.0
2021-09-18,84.518,90.641,83.938,90.248,450877.0
2021-09-19,84.518,90.641,83.938,90.248,450877.0
2021-09-20,87.467,88.296,83.913,85.235,181378.0
2021-09-21,85.908,87.729,84.992,87.61,88701.0
2021-09-22,88.352,91.146,87.598,88.621,131052.0
2021-09-23,89.519,89.799,87.374,89.126,79806.0
2021-09-24,88.315,89.475,86.769,86.787,110628.0
2021-09-25,88.315,89.475,86.769,86.787,110628.0
2021-09-26,88.315,89.475,86.769,86.787,110628.0
2021-09-27,86.8,88.546,86.376,87.617,89013.0
2021-09-28,87.118,88.904,85.687,86.083,138434.0
2021-09-29,86.675,88.116,85.709,87.299,100338.0
2021-09-30,87.729,88.839,86.875,86.875,57448.0
2021-10-01,86.656,86.656,82.41,84.069,201317.0
2021-10-02,86.656,86.656,82.41,84.069,201317.0
2021-10-03,86.656,86.656,82.41,84.069,201317.0
2021-10-04,83.27,83.27,79.342,79.623,139613.0
2021-10-05,79.51,81.88,79.504,80.365,85826.0
2021-10-06,79.616,80.439,79.036,79.704,69365.0
2021-10-07,79.816,83.058,79.816,80.901,95886.0
2021-10-08,80.938,80.938,79.242,79.666,52001.0
2021-10-09,80.938,80.938,79.242,79.666,52001.0
2021-10-10,80.938,80.938,79.242,79.666,52001.0
2021-10-11,79.697,82.092,79.345,79.959,84299.0
2021-10-12,80.552,80.552,78.569,79.897,102619.0
2021-10-13,80.028,81.344,78.937,80.265,61505.0
2021-10-14,81.543,82.185,80.383,80.913,80766.0
2021-10-15,82.129,82.441,80.994,81.225,71712.0
2021-10-16,82.129,82.441,80.994,81.225,71712.0
2021-10-17,82.129,82.441,80.994,81.225,71712.0
2021-10-18,80.439,81.961,79.314,80.171,67937.0
2021-10-19,80.664,82.871,80.639,81.45,51366.0
2021-10-20,81.375,82.728,80.857,81.936,46690.0
2021-10-21,81.799,83.267,81.213,82.541,64289.0
2021-10-22,82.242,85.079,81.852,84.985,89003.0
2021-10-23,82.242,85.079,81.852,84.985,89003.0
2021-10-24,82.242,85.079,81.852,84.985,89003.0
2021-10-25,84.929,85.665,83.498,85.397,77222.0
2021-10-26,85.671,88.271,84.917,87.423,99646.0
2021-10-27,86.762,87.486,85.122,86.806,70600.0
2021-10-28,87.074,91.483,87.02,91.414,130510.0
2021-10-29,91.377,92.06,89.915,91.003,138388.0
2021-10-30,91.377,92.06,89.915,91.003,138388.0
2021-10-31,91.377,92.06,89.915,91.003,138388.0
2021-11-01,91.583,94.551,91.305,94.463,146189.0
2021-11-02,94.127,98.866,92.325,98.479,146487.0
2021-11-03,98.323,100.331,97.394,99.745,184019.0
2021-11-04,99.608,100.275,97.775,98.211,124208.0
2021-11-05,97.905,99.77,94.819,95.536,185521.0
2021-11-06,97.905,99.77,94.819,95.536,185521.0
2021-11-07,97.905,99.77,94.819,95.536,185521.0
2021-11-08,95.605,97.529,95.196,95.916,70089.0
2021-11-09,95.262,95.873,93.535,94.707,95838.0
2021-11-10,96.833,105.993,95.429,103.418,339052.0
2021-11-11,103.299,105.565,100.718,101.104,143571.0
2021-11-12,100.874,100.874,98.336,100.649,109241.0
2021-11-13,100.874,100.874,98.336,100.649,109241.0
2021-11-14,100.874,100.874,98.336,100.649,109241.0
2021-11-15,100.238,102.626,98.049,102.333,212811.0
2021-11-16,102.264,104.64,100.019,100.687,158672.0
2021-11-17,101.142,102.645,100.007,101.017,117671.0
2021-11-18,101.348,101.485,99.957,100.225,102156.0
2021-11-19,100.356,101.965,99.09,100.967,101766.0
2021-11-20,100.356,101.965,99.09,100.967,101766.0
2021-11-21,100.356,101.965,99.09,100.967,101766.0
2021-11-22,101.192,104.827,99.789,103.249,159295.0
2021-11-23,102.719,103.823,98.036,100.069,145970.0
2021-11-24,99.577,100.861,97.581,100.624,63105.0
2021-11-25,99.577,100.861,97.581,100.624,63105.0
2021-11-26,99.439,101.346,95.686,97.806,91924.0
2021-11-27,99.439,101.346,95.686,97.806,91924.0
2021-11-28,99.439,101.346,95.686,97.806,91924.0
2021-11-29,100.244,100.362,96.446,96.802,111330.0
2021-11-30,96.135,101.846,96.029,100.967,170890.0
2021-12-01,102.719,102.738,96.097,96.166,108286.0
2021-12-02,96.097,97.999,94.426,97.849,91689.0
2021-12-03,98.672,98.672,93.266,93.983,103414.0
2021-12-04,98.672,98.672,93.266,93.983,103414.0
2021-12-05,98.672,98.672,93.266,93.983,103414.0
2021-12-06,93.977,95.405,91.071,93.329,86365.0
2021-12-07,94.37,97.669,93.79,96.216,67139.0
2021-12-08,96.465,97.556,95.679,96.852,75167.0
2021-12-09,96.353,96.465,89.288,89.338,108937.0
2021-12-10,89.406,91.991,88.565,89.768,77079.0
2021-12-11,89.406,91.991,88.565,89.768,77079.0
2021-12-12,89.406,91.991,88.565,89.768,77079.0
2021-12-13,90.385,92.356,89.088,89.163,86285.0
2021-12-14,88.77,90.186,87.455,89.282,106307.0
2021-12-15,88.596,91.975,84.387,91.975,200936.0
2021-12-16,91.926,93.503,86.582,87.161,120986.0
2021-12-17,87.23,95.287,86.089,91.059,658282.0
2021-12-18,87.23,95.287,86.089,91.059,658282.0
2021-12-19,87.23,95.287,86.089,91.059,658282.0
2021-12-20,91.408,96.34,89.537,95.536,146058.0
2021-12-21,95.417,95.474,90.996,94.17,106386.0
2021-12-22,94.856,98.011,93.927,97.569,123078.0
2021-12-23,97.65,102.57,97.057,100.506,142164.0
2021-12-24,97.65,102.57,97.057,100.506,142164.0
2021-12-25,97.65,102.57,97.057,100.506,142164.0
2021-12-26,97.65,102.57,97.057,100.506,142164.0
2021-12-27,100.412,101.027,98.419,99.782,80421.0
2021-12-28,99.464,102.033,98.236,98.336,80686.0
2021-12-29,97.824,102.002,97.824,101.553,124844.0
2021-12-30,101.023,102.788,97.107,97.375,84775.0
2021-12-31,97.494,99.708,96.06,96.315,68227.0
2022-01-01,97.494,99.708,96.06,96.315,68227.0
2022-01-02,97.494,99.708,96.06,96.315,68227.0
2022-01-03,96.347,97.444,93.073,94.507,119656.0
2022-01-04,94.95,95.311,92.555,93.291,101872.0
2022-01-05,92.318,94.22,87.723,87.835,121760.0
2022-01-06,88.515,92.219,86.192,90.105,79574.0
2022-01-07,89.968,92.895,89.201,90.186,114922.0
2022-01-08,89.968,92.895,89.201,90.186,114922.0
2022-01-09,89.968,92.895,89.201,90.186,114922.0
2022-01-10,89.032,92.025,87.941,91.57,89892.0
2022-01-11,91.445,93.001,87.193,87.492,127101.0
2022-01-12,87.716,89.341,77.615,79.005,275041.0
2022-01-13,79.192,80.452,77.166,78.151,219787.0
2022-01-14,76.979,77.945,72.682,77.889,221058.0
2022-01-15,76.979,77.945,72.682,77.889,221058.0
2022-01-16,76.979,77.945,72.682,77.889,221058.0
2022-01-17,76.979,77.945,72.682,77.889,221058.0
2022-01-18,76.112,76.246,72.561,72.832,187233.0
2022-01-19,72.882,75.825,72.215,72.314,116737.0
2022-01-20,72.975,74.534,70.687,70.887,104758.0
2022-01-21,69.658,73.824,69.469,71.198,200427.0
2022-01-22,69.658,73.824,69.469,71.198,200427.0
2022-01-23,69.658,73.824,69.469,71.198,200427.0
2022-01-24,69.908,74.073,69.527,73.387,206740.0
2022-01-25,72.152,75.975,69.923,72.938,192609.0
2022-01-26,73.549,74.983,70.469,70.887,162962.0
2022-01-27,71.454,72.321,70.219,70.531,196636.0
2022-01-28,70.469,72.807,69.224,72.801,191559.0
2022-01-29,70.469,72.807,69.224,72.801,191559.0
2022-01-30,70.469,72.807,69.224,72.801,191559.0
2022-01-31,72.14,78.254,71.747,77.715,244774.0
2022-02-01,77.633,77.83,74.965,76.411,122810.0
2022-02-02,76.305,76.489,74.709,75.357,137811.0
2022-02-03,74.622,76.174,73.181,74.472,185332.0
2022-02-04,73.905,75.382,71.566,74.16,100132.0
2022-02-05,73.905,75.382,71.566,74.16,100132.0
2022-02-06,73.905,75.382,71.566,74.16,100132.0
2022-02-07,73.936,77.814,73.936,77.347,84388.0
2022-02-08,77.066,78.263,75.744,76.923,72104.0
2022-02-09,77.746,79.043,77.01,78.033,202364.0
2022-02-10,76.212,80.134,74.032,74.453,169925.0
2022-02-11,75.17,77.671,74.204,75.17,163736.0
2022-02-12,75.17,77.671,74.204,75.17,163736.0
2022-02-13,75.17,77.671,74.204,75.17,163736.0
2022-02-14,75.825,76.76,74.435,74.94,104174.0
2022-02-15,75.688,77.602,75.108,77.122,99682.0
2022-02-16,76.268,77.771,75.008,76.411,113890.0
2022-02-17,75.245,76.009,69.172,69.97,171654.0
2022-02-18,68.124,68.124,61.739,63.953,459166.0
2022-02-19,68.124,68.124,61.739,63.953,459166.0
2022-02-20,68.124,68.124,61.739,63.953,459166.0
2022-02-21,68.124,68.124,61.739,63.953,459166.0
2022-02-22,63.03,63.447,61.268,61.365,295665.0
2022-02-23,61.733,62.762,59.132,59.232,317172.0
2022-02-24,57.91,64.963,55.182,64.557,209735.0
2022-02-25,64.327,64.489,62.207,63.011,192354.0
2022-02-26,64.327,64.489,62.207,63.011,192354.0
2022-02-27,64.327,64.489,62.207,63.011,192354.0
2022-02-28,62.225,64.748,62.225,63.117,144577.0
2022-03-01,62.643,63.772,60.355,60.984,244358.0
2022-03-02,61.003,64.963,60.716,63.828,151583.0
2022-03-03,64.289,64.674,62.051,62.955,143691.0
2022-03-04,62.051,63.042,60.111,60.436,188003.0
2022-03-05,62.051,63.042,60.111,60.436,188003.0
2022-03-06,62.051,63.042,60.111,60.436,188003.0
2022-03-07,60.436,62.5,60.436,61.053,122796.0
2022-03-08,61.259,64.221,60.638,62.082,159666.0
2022-03-09,62.718,66.194,62.718,65.73,205881.0
2022-03-10,64.389,67.632,64.158,67.413,124866.0
2022-03-11,68.162,69.265,64.246,64.258,298669.0
2022-03-12,68.162,69.265,64.246,64.258,298669.0
2022-03-13,68.162,69.265,64.246,64.258,298669.0
2022-03-14,65.025,67.07,62.543,63.192,146807.0
2022-03-15,63.379,65.246,62.638,65.181,124546.0
2022-03-16,65.649,67.656,64.981,67.656,95557.0
2022-03-17,66.871,69.225,66.266,68.205,105820.0
2022-03-18,67.301,69.82,67.301,69.802,304920.0
2022-03-19,67.301,69.82,67.301,69.802,304920.0
2022-03-20,67.301,69.82,67.301,69.802,304920.0
2022-03-21,69.552,70.581,67.37,70.319,162900.0
2022-03-22,70.232,71.476,69.855,70.743,98721.0
2022-03-23,70.126,70.59,68.386,68.486,89924.0
2022-03-24,69.141,72.283,68.748,71.89,119516.0
2022-03-25,72.028,72.028,70.749,71.317,81048.0
2022-03-26,72.028,72.028,70.749,71.317,81048.0
2022-03-27,72.028,72.028,70.749,71.317,81048.0
2022-03-28,70.98,72.414,69.995,71.479,105828.0
2022-03-29,72.389,75.588,72.371,75.326,214800.0
2022-03-30,74.983,75.863,72.333,72.439,108770.0
2022-03-31,72.751,73.42,69.939,70.144,200179.0
2022-04-01,71.024,73.15,71.024,72.994,205583.0
2022-04-02,71.024,73.15,71.024,72.994,205583.0
2022-04-03,71.024,73.15,71.024,72.994,205583.0
2022-04-04,73.549,73.817,71.722,72.489,227515.0
2022-04-05,72.782,72.991,69.802,69.808,196104.0
2022-04-06,69.022,72.015,68.405,71.08,190813.0
2022-04-07,70.756,71.535,69.434,69.614,147002.0
2022-04-08,69.34,70.194,67.089,67.332,173103.0
2022-04-09,69.34,70.194,67.089,67.332,173103.0
2022-04-10,69.34,70.194,67.089,67.332,173103.0
2022-04-11,66.422,68.205,65.848,66.023,126899.0
2022-04-12,66.646,68.112,65.044,65.611,123451.0
2022-04-13,65.886,68.841,65.886,68.498,138867.0
2022-04-14,68.411,68.411,65.486,65.636,79038.0
2022-04-15,68.411,68.411,65.486,65.636,79038.0
2022-04-16,68.411,68.411,65.486,65.636,79038.0
2022-04-17,68.411,68.411,65.486,65.636,79038.0
2022-04-18,65.474,65.474,62.359,62.793,143920.0
2022-04-19,63.341,64.582,62.774,64.339,98501.0
2022-04-20,64.944,65.674,64.046,64.083,85987.0
2022-04-21,64.882,64.882,60.486,60.891,169591.0
2022-04-22,60.828,61.963,59.818,60.654,133382.0
2022-04-23,60.828,61.963,59.818,60.654,133382.0
2022-04-24,60.828,61.963,59.818,60.654,133382.0
2022-04-25,59.906,62.306,59.906,61.901,131220.0
2022-04-26,60.953,60.953,58.521,58.696,215805.0
2022-04-27,58.646,59.719,57.623,57.817,143889.0
2022-04-28,59.008,59.151,56.632,58.241,93279.0
2022-04-29,57.998,59.743,57.068,57.904,149805.0
2022-04-30,57.998,59.743,57.068,57.904,149805.0
2022-05-01,57.998,59.743,57.068,57.904,149805.0
2022-05-02,58.085,59.906,57.636,59.906,204839.0
2022-05-03,59.912,60.486,58.104,58.247,117917.0
2022-05-04,58.06,60.183,55.99,59.862,202935.0
2022-05-05,59.7,60.473,54.942,56.545,340706.0
2022-05-06,55.653,57.405,54.106,55.173,173741.0
2022-05-07,55.653,57.405,54.106,55.173,173741.0
2022-05-08,55.653,57.405,54.106,55.173,173741.0
2022-05-09,54.58,55.734,50.275,50.658,235169.0
2022-05-10,52.666,54.05,50.384,52.273,154747.0
2022-05-11,51.718,53.445,48.669,49.062,154954.0
2022-05-12,48.513,51.244,48.513,50.147,142938.0
2022-05-13,51.357,53.639,50.265,53.601,168745.0
2022-05-14,51.357,53.639,50.265,53.601,168745.0
2022-05-15,51.357,53.639,50.265,53.601,168745.0
2022-05-16,53.664,54.643,52.398,54.082,134855.0
2022-05-17,55.572,57.206,55.017,56.738,109731.0
2022-05-18,54.886,56.018,51.045,51.737,193181.0
2022-05-19,51.65,52.036,50.328,51.594,149519.0
2022-05-20,52.491,52.803,49.629,51.681,118629.0
2022-05-21,52.491,52.803,49.629,51.681,118629.0
2022-05-22,52.491,52.803,49.629,51.681,118629.0
2022-05-23,52.342,52.647,50.792,52.074,148789.0
2022-05-24,51.226,51.547,49.448,50.858,132806.0
2022-05-25,50.515,52.379,50.515,51.874,103269.0
2022-05-26,52.304,54.412,52.304,53.982,112262.0
2022-05-27,54.506,56.806,54.066,56.464,113736.0
2022-05-28,54.506,56.806,54.066,56.464,113736.0
2022-05-29,54.506,56.806,54.066,56.464,113736.0
2022-05-30,54.506,56.806,54.066,56.464,113736.0
2022-05-31,56.008,56.464,54.562,55.441,178655.0
2022-06-01,55.74,55.74,52.697,53.608,114320.0
2022-06-02,53.327,53.771,52.018,53.751,79082.0
2022-06-03,53.103,54.175,51.525,52.953,111694.0
2022-06-04,53.103,54.175,51.525,52.953,111694.0
2022-06-05,53.103,54.175,51.525,52.953,111694.0
2022-06-06,53.414,53.414,50.509,51.643,102423.0
2022-06-07,50.901,53.601,50.901,53.601,94476.0
2022-06-08,52.928,53.882,52.092,52.554,87511.0
2022-06-09,52.473,52.922,50.527,50.677,81524.0
2022-06-10,49.579,50.431,48.151,49.442,153760.0
2022-06-11,49.579,50.431,48.151,49.442,153760.0
2022-06-12,49.579,50.431,48.151,49.442,153760.0
2022-06-13,47.852,48.407,46.125,46.468,141319.0
2022-06-14,46.748,46.78,45.252,46.636,105882.0
2022-06-15,47.197,49.505,46.985,49.311,127107.0
2022-06-16,47.84,47.84,46.649,47.316,134625.0
2022-06-17,48.002,49.112,47.933,48.407,639183.0
2022-06-18,48.002,49.112,47.933,48.407,639183.0
2022-06-19,48.002,49.112,47.933,48.407,639183.0
2022-06-20,48.002,49.112,47.933,48.407,639183.0
2022-06-21,49.579,51.494,49.099,50.134,383531.0
2022-06-22,49.137,51.688,49.13,50.184,257177.0
2022-06-23,50.353,54.955,49.374,54.755,172607.0
2022-06-24,55.223,56.644,53.851,55.684,236030.0
2022-06-25,55.223,56.644,53.851,55.684,236030.0
2022-06-26,55.223,56.644,53.851,55.684,236030.0
2022-06-27,55.902,56.526,54.424,56.064,91437.0
2022-06-28,55.94,56.308,54.044,54.381,81094.0
2022-06-29,54.038,55.191,53.333,55.173,53258.0
2022-06-30,54.106,56.096,53.421,55.634,88744.0
2022-07-01,55.204,56.738,54.412,56.482,135181.0
2022-07-02,55.204,56.738,54.412,56.482,135181.0
2022-07-03,55.204,56.738,54.412,56.482,135181.0
2022-07-04,55.204,56.738,54.412,56.482,135181.0
2022-07-05,55.584,59.544,55.503,59.507,222168.0
2022-07-06,59.762,60.959,58.683,59.756,137414.0
2022-07-07,60.51,61.496,59.319,59.955,108988.0
2022-07-08,59.332,59.831,58.422,59.238,118763.0
2022-07-09,59.332,59.831,58.422,59.238,118763.0
2022-07-10,59.332,59.831,58.422,59.238,118763.0
2022-07-11,58.571,58.858,57.499,57.904,116913.0
2022-07-12,57.729,59.553,55.909,59.27,97603.0
2022-07-13,57.835,59.363,56.638,58.69,60973.0
2022-07-14,58.197,58.609,57.106,58.041,71224.0
2022-07-15,58.434,59.232,58.047,58.945,120069.0
2022-07-16,58.434,59.232,58.047,58.945,120069.0
2022-07-17,58.434,59.232,58.047,58.945,120069.0
2022-07-18,59.232,60.018,56.37,56.738,158347.0
2022-07-19,57.817,59.107,57.586,58.166,114064.0
2022-07-20,57.998,59.862,57.726,59.07,123130.0
2022-07-21,59.425,59.871,58.908,59.326,60334.0
2022-07-22,59.064,59.064,56.619,56.913,94473.0
2022-07-23,59.064,59.064,56.619,56.913,94473.0
2022-07-24,59.064,59.064,56.619,56.913,94473.0
2022-07-25,57.156,57.779,56.761,57.711,52968.0
2022-07-26,57.206,58.166,56.401,57.673,69769.0
2022-07-27,58.559,60.005,57.365,59.706,107339.0
2022-07-28,59.706,59.756,57.418,58.59,72166.0
2022-07-29,58.316,58.316,56.732,57.386,78892.0
2022-07-30,58.316,58.316,56.732,57.386,78892.0
2022-07-31,58.316,58.316,56.732,57.386,78892.0
2022-08-01,57.056,57.913,55.69,55.934,95824.0
2022-08-02,55.391,58.197,55.038,57.524,83743.0
2022-08-03,58.378,60.411,58.378,59.076,86113.0
2022-08-04,59.232,61.047,58.621,60.816,110429.0
2022-08-05,60.086,61.252,59.026,60.567,84206.0
2022-08-06,60.086,61.252,59.026,60.567,84206.0
2022-08-07,60.086,61.252,59.026,60.567,84206.0
2022-08-08,60.679,62.244,59.8,61.889,131906.0
2022-08-09,62.356,66.659,62.356,64.034,128057.0
2022-08-10,65.624,66.154,63.828,66.154,109067.0
2022-08-11,66.278,66.522,63.51,63.585,124065.0
2022-08-12,63.716,66.528,63.716,66.322,87246.0
2022-08-13,63.716,66.528,63.716,66.322,87246.0
2022-08-14,63.716,66.528,63.716,66.322,87246.0
2022-08-15,65.649,67.968,65.574,66.914,110591.0
2022-08-16,66.241,67.476,65.041,67.07,107801.0
2022-08-17,65.904,67.501,65.804,66.123,94328.0
2022-08-18,65.742,65.742,63.709,64.938,64118.0
2022-08-19,63.996,65.05,63.778,64.04,155025.0
2022-08-20,63.996,65.05,63.778,64.04,155025.0
2022-08-21,63.996,65.05,63.778,64.04,155025.0
2022-08-22,63.404,64.233,62.475,62.924,100636.0
2022-08-23,63.03,64.483,62.443,63.348,71704.0
2022-08-24,62.874,65.044,62.247,64.439,66483.0
2022-08-25,65.119,65.343,63.585,65.343,86161.0
2022-08-26,64.981,64.981,61.24,61.564,145143.0
2022-08-27,64.981,64.981,61.24,61.564,145143.0
2022-08-28,64.981,64.981,61.24,61.564,145143.0
2022-08-29,60.517,61.708,59.98,60.199,109705.0
2022-08-30,60.355,60.623,56.28,58.022,124760.0
2022-08-31,58.87,59.245,57.474,57.611,106275.0
2022-09-01,57.405,58.749,56.496,58.658,107297.0
2022-09-02,59.575,60.62,57.973,58.546,115432.0
2022-09-03,59.575,60.62,57.973,58.546,115432.0
2022-09-04,59.575,60.62,57.973,58.546,115432.0
2022-09-05,59.575,60.62,57.973,58.546,115432.0
2022-09-06,58.428,59.482,56.146,56.339,132113.0
2022-09-07,56.395,58.446,56.395,58.446,128080.0
2022-09-08,58.141,60.074,57.817,59.719,93568.0
2022-09-09,60.13,60.392,59.556,59.924,82353.0
2022-09-10,60.13,60.392,59.556,59.924,82353.0
2022-09-11,60.13,60.392,59.556,59.924,82353.0
2022-09-12,60.174,60.174,58.509,59.17,96878.0
2022-09-13,57.224,58.122,56.127,56.744,171719.0
2022-09-14,56.994,57.268,55.104,55.815,157653.0
2022-09-15,55.809,56.626,55.407,56.202,156073.0
2022-09-16,55.428,55.428,53.084,54.78,641147.0
2022-09-17,55.428,55.428,53.084,54.78,641147.0
2022-09-18,55.428,55.428,53.084,54.78,641147.0
2022-09-19,54.599,54.961,52.573,54.007,157339.0
