,BFH US Equity,BFH US Equity,BFH US Equity,BFH US Equity,BFH US Equity
2020-05-04,32.496,34.357,31.802,34.216,1554741.0
2020-05-05,35.619,37.598,33.323,33.478,1944895.0
2020-05-06,34.032,34.526,31.831,32.274,1461149.0
2020-05-07,33.035,34.91,32.872,33.596,1061727.0
2020-05-08,34.726,35.073,33.641,34.836,1225861.0
2020-05-09,34.726,35.073,33.641,34.836,1225861.0
2020-05-10,34.726,35.073,33.641,34.836,1225861.0
2020-05-11,33.928,34.216,31.61,31.765,2224237.0
2020-05-12,32.045,33.574,29.801,29.882,1718202.0
2020-05-13,29.748,29.748,26.824,27.507,2240691.0
2020-05-14,26.713,29.8,26.074,29.229,2271726.0
2020-05-15,28.62,29.125,27.692,28.338,1478581.0
2020-05-16,28.62,29.125,27.692,28.338,1478581.0
2020-05-17,28.62,29.125,27.692,28.338,1478581.0
2020-05-18,30.409,33.515,30.194,33.274,2008915.0
2020-05-19,32.769,33.586,31.292,31.656,1318398.0
2020-05-20,32.665,34.346,32.435,32.717,1492940.0
2020-05-21,32.658,33.333,31.389,31.96,1156514.0
2020-05-22,32.183,32.48,31.032,31.211,1143693.0
2020-05-23,32.183,32.48,31.032,31.211,1143693.0
2020-05-24,32.183,32.48,31.032,31.211,1143693.0
2020-05-25,32.183,32.48,31.032,31.211,1143693.0
2020-05-26,33.845,37.327,33.37,36.681,2640217.0
2020-05-27,39.308,40.377,37.23,38.588,2133714.0
2020-05-28,38.611,38.67,36.139,36.369,1495633.0
2020-05-29,35.367,36.473,34.142,34.387,4258012.0
2020-05-30,35.367,36.473,34.142,34.387,4258012.0
2020-05-31,35.367,36.473,34.142,34.387,4258012.0
2020-06-01,34.573,37.965,34.343,37.037,2055763.0
2020-06-02,37.861,38.343,36.495,36.926,1629067.0
2020-06-03,38.321,41.186,38.321,40.949,1855259.0
2020-06-04,40.77,41.624,39.015,40.474,2101061.0
2020-06-05,44.363,46.437,43.561,44.786,2597811.0
2020-06-06,44.363,46.437,43.561,44.786,2597811.0
2020-06-07,44.363,46.437,43.561,44.786,2597811.0
2020-06-08,47.725,49.195,46.471,49.054,2238367.0
2020-06-09,46.085,48.564,45.595,47.139,2020238.0
2020-06-10,46.011,46.107,41.305,41.973,2110612.0
2020-06-11,38.269,39.501,34.918,35.308,2955256.0
2020-06-12,38.232,39.115,36.146,38.663,2323967.0
2020-06-13,38.232,39.115,36.146,38.663,2323967.0
2020-06-14,38.232,39.115,36.146,38.663,2323967.0
2020-06-15,36.369,38.225,35.671,37.75,2242985.0
2020-06-16,40.451,41.798,38.195,39.397,2015673.0
2020-06-17,39.256,39.613,37.334,37.549,1455775.0
2020-06-18,36.77,37.49,35.486,36.206,1737928.0
2020-06-19,37.445,37.512,34.751,35.181,9731208.0
2020-06-20,37.445,37.512,34.751,35.181,9731208.0
2020-06-21,37.445,37.512,34.751,35.181,9731208.0
2020-06-22,35.011,35.783,34.217,35.181,2469417.0
2020-06-23,35.493,36.191,34.97,36.094,1782655.0
2020-06-24,35.211,35.842,33.139,33.727,2078594.0
2020-06-25,33.022,34.807,32.866,34.231,1535434.0
2020-06-26,33.808,34.038,31.485,31.819,1813348.0
2020-06-27,33.808,34.038,31.485,31.819,1813348.0
2020-06-28,33.808,34.038,31.485,31.819,1813348.0
2020-06-29,32.25,33.949,31.842,33.927,1287773.0
2020-06-30,33.704,34.491,32.959,33.489,1456477.0
2020-07-01,33.675,35.174,32.235,32.465,1371470.0
2020-07-02,33.549,34.328,32.272,32.435,1091887.0
2020-07-03,33.549,34.328,32.272,32.435,1091887.0
2020-07-04,33.549,34.328,32.272,32.435,1091887.0
2020-07-05,33.549,34.328,32.272,32.435,1091887.0
2020-07-06,33.593,34.295,32.153,32.517,1545813.0
2020-07-07,32.138,32.458,30.995,31.173,1094187.0
2020-07-08,31.285,31.671,30.5,31.537,1080024.0
2020-07-09,31.611,31.745,29.014,29.615,1626155.0
2020-07-10,29.199,31.07,28.861,30.817,1743244.0
2020-07-11,29.199,31.07,28.861,30.817,1743244.0
2020-07-12,29.199,31.07,28.861,30.817,1743244.0
2020-07-13,31.366,32.016,30.216,30.409,1210008.0
2020-07-14,30.06,30.661,29.429,30.082,856448.0
2020-07-15,31.537,32.71,30.93,32.495,1629217.0
2020-07-16,31.611,33.697,31.322,32.829,1200259.0
2020-07-17,32.74,32.932,31.11,31.552,851020.0
2020-07-18,32.74,32.932,31.11,31.552,851020.0
2020-07-19,32.74,32.932,31.11,31.552,851020.0
2020-07-20,30.899,30.936,29.444,29.778,1319578.0
2020-07-21,30.342,31.808,30.327,31.374,2070327.0
2020-07-22,31.114,31.693,30.498,31.597,1317609.0
2020-07-23,32.599,34.432,32.124,33.222,1917722.0
2020-07-24,34.513,34.513,32.621,32.962,1384622.0
2020-07-25,34.513,34.513,32.621,32.962,1384622.0
2020-07-26,34.513,34.513,32.621,32.962,1384622.0
2020-07-27,32.658,32.836,31.626,32.554,799775.0
2020-07-28,32.205,33.096,31.864,31.931,699666.0
2020-07-29,31.738,33.834,31.723,33.719,826422.0
2020-07-30,32.777,33.133,31.888,33.029,798136.0
2020-07-31,32.903,32.97,31.605,32.925,1037829.0
2020-08-01,32.903,32.97,31.605,32.925,1037829.0
2020-08-02,32.903,32.97,31.605,32.925,1037829.0
2020-08-03,33.074,33.845,32.227,33.356,801705.0
2020-08-04,33.326,33.771,32.246,32.316,971123.0
2020-08-05,33.296,33.69,32.398,33.645,902024.0
2020-08-06,33.437,34.35,32.903,33.623,645211.0
2020-08-07,33.289,34.283,32.799,34.254,604907.0
2020-08-08,33.289,34.283,32.799,34.254,604907.0
2020-08-09,33.289,34.283,32.799,34.254,604907.0
2020-08-10,34.64,35.931,34.551,35.1,960372.0
2020-08-11,36.451,37.742,36.221,36.302,1187705.0
2020-08-12,36.933,37.12,34.931,35.508,752798.0
2020-08-13,35.001,36.06,34.636,35.12,535666.0
2020-08-14,34.681,36.306,34.666,35.665,537836.0
2020-08-15,34.681,36.306,34.666,35.665,537836.0
2020-08-16,34.681,36.306,34.666,35.665,537836.0
2020-08-17,35.508,35.873,34.994,35.046,677644.0
2020-08-18,34.986,34.986,33.41,33.756,1439536.0
2020-08-19,33.562,34.979,33.562,34.01,924782.0
2020-08-20,33.577,33.726,32.317,32.437,1048151.0
2020-08-21,32.012,32.906,31.9,32.198,662858.0
2020-08-22,32.012,32.906,31.9,32.198,662858.0
2020-08-23,32.012,32.906,31.9,32.198,662858.0
2020-08-24,32.534,34.342,32.131,33.987,815676.0
2020-08-25,34.293,35.016,33.495,34.271,745199.0
2020-08-26,34.479,34.733,33.145,33.488,625634.0
2020-08-27,33.376,35.092,33.376,34.673,882042.0
2020-08-28,35.038,35.188,34.025,35.001,1067973.0
2020-08-29,35.038,35.188,34.025,35.001,1067973.0
2020-08-30,35.038,35.188,34.025,35.001,1067973.0
2020-08-31,35.001,35.001,33.439,33.629,937623.0
2020-09-01,33.92,34.39,33.264,33.689,664657.0
2020-09-02,33.682,34.435,33.413,34.345,1049826.0
2020-09-03,34.435,35.717,33.51,33.779,1018426.0
2020-09-04,34.83,36.082,33.89,35.866,1324995.0
2020-09-05,34.83,36.082,33.89,35.866,1324995.0
2020-09-06,34.83,36.082,33.89,35.866,1324995.0
2020-09-07,34.83,36.082,33.89,35.866,1324995.0
2020-09-08,35.024,35.978,34.397,34.792,989293.0
2020-09-09,34.919,34.919,33.026,34.032,1185391.0
2020-09-10,34.42,35.545,33.615,33.719,708672.0
2020-09-11,33.346,33.905,32.735,33.734,840772.0
2020-09-12,33.346,33.905,32.735,33.734,840772.0
2020-09-13,33.346,33.905,32.735,33.734,840772.0
2020-09-14,34.054,34.777,33.808,34.539,717520.0
2020-09-15,34.666,34.956,32.996,33.07,904582.0
2020-09-16,33.19,35.538,33.026,35.076,1274297.0
2020-09-17,33.928,35.53,33.928,35.411,773953.0
2020-09-18,35.396,35.933,34.554,34.569,1618772.0
2020-09-19,35.396,35.933,34.554,34.569,1618772.0
2020-09-20,35.396,35.933,34.554,34.569,1618772.0
2020-09-21,33.286,33.711,32.578,33.622,1271868.0
2020-09-22,34.271,34.815,32.22,32.534,1044792.0
2020-09-23,32.675,33.51,31.236,31.289,1026716.0
2020-09-24,31.087,32.146,29.648,31.549,1522639.0
2020-09-25,31.154,32.019,31.02,31.311,1096773.0
2020-09-26,31.154,32.019,31.02,31.311,1096773.0
2020-09-27,31.154,32.019,31.02,31.311,1096773.0
2020-09-28,32.519,32.66,31.788,32.25,781531.0
2020-09-29,32.124,32.124,31.065,31.922,705482.0
2020-09-30,31.989,32.429,31.013,31.296,1127625.0
2020-10-01,31.661,32.392,31.482,32.384,1409997.0
2020-10-02,31.579,34.222,31.395,33.786,1150562.0
2020-10-03,31.579,34.222,31.395,33.786,1150562.0
2020-10-04,31.579,34.222,31.395,33.786,1150562.0
2020-10-05,34.271,35.337,34.211,34.979,1062137.0
2020-10-06,35.411,36.492,34.121,34.293,1096430.0
2020-10-07,34.889,35.456,34.435,34.867,537109.0
2020-10-08,35.396,36.175,34.945,36.09,703288.0
2020-10-09,36.529,36.872,35.791,36.246,762561.0
2020-10-10,36.529,36.872,35.791,36.246,762561.0
2020-10-11,36.529,36.872,35.791,36.246,762561.0
2020-10-12,36.522,36.567,35.65,36.157,563937.0
2020-10-13,37.021,37.819,36.611,37.32,1222900.0
2020-10-14,36.91,39.31,36.79,38.93,1638233.0
2020-10-15,38.117,39.303,37.819,39.258,868150.0
2020-10-16,39.571,41.509,39.4,41.002,1352323.0
2020-10-17,39.571,41.509,39.4,41.002,1352323.0
2020-10-18,39.571,41.509,39.4,41.002,1352323.0
2020-10-19,40.898,42.009,39.996,40.428,1200369.0
2020-10-20,40.756,40.98,38.535,38.587,1261410.0
2020-10-21,38.557,38.885,36.16,36.239,1185444.0
2020-10-22,36.604,37.036,35.993,36.962,1026159.0
2020-10-23,37.096,37.789,35.873,36.239,976091.0
2020-10-24,37.096,37.789,35.873,36.239,976091.0
2020-10-25,37.096,37.789,35.873,36.239,976091.0
2020-10-26,35.523,35.639,33.928,34.815,1133401.0
2020-10-27,34.576,34.628,33.473,33.577,877325.0
2020-10-28,32.392,33.488,31.907,32.623,1440151.0
2020-10-29,33.98,39.004,33.04,38.796,2976371.0
2020-10-30,38.311,39.362,37.156,38.423,1629896.0
2020-10-31,38.311,39.362,37.156,38.423,1629896.0
2020-11-01,38.311,39.362,37.156,38.423,1629896.0
2020-11-02,38.997,41.442,38.669,41.189,1825548.0
2020-11-03,41.77,43.224,41.189,42.769,1196738.0
2020-11-04,42.441,43.384,40.51,42.232,932502.0
2020-11-05,42.68,44.245,42.68,43.701,968696.0
2020-11-06,44.066,44.618,43.261,43.738,1278318.0
2020-11-07,44.066,44.618,43.261,43.738,1278318.0
2020-11-08,44.066,44.618,43.261,43.738,1278318.0
2020-11-09,48.375,52.468,48.375,51.693,1956391.0
2020-11-10,52.207,52.722,49.822,51.588,1078752.0
2020-11-11,52.051,52.543,47.936,47.995,1187400.0
2020-11-12,47.09,47.546,45.16,46.342,1140147.0
2020-11-13,47.225,49.611,46.851,49.409,781379.0
2020-11-14,47.225,49.611,46.851,49.409,781379.0
2020-11-15,47.225,49.611,46.851,49.409,781379.0
2020-11-16,51.338,53.478,51.316,52.243,1166175.0
2020-11-17,51.436,52.034,49.618,51.421,1083925.0
2020-11-18,51.279,52.707,50.015,50.059,1045328.0
2020-11-19,49.887,51.069,49.479,50.837,1217913.0
2020-11-20,50.748,50.972,49.3,49.663,627079.0
2020-11-21,50.748,50.972,49.3,49.663,627079.0
2020-11-22,50.748,50.972,49.3,49.663,627079.0
2020-11-23,51.062,53.605,50.347,53.111,746679.0
2020-11-24,54.861,56.327,54.226,56.14,1130060.0
2020-11-25,55.31,56.38,54.308,55.774,757623.0
2020-11-26,55.31,56.38,54.308,55.774,757623.0
2020-11-27,56.095,56.23,55.101,55.774,319079.0
2020-11-28,56.095,56.23,55.101,55.774,319079.0
2020-11-29,56.095,56.23,55.101,55.774,319079.0
2020-11-30,55.796,56.327,54.472,54.704,1149389.0
2020-12-01,56.043,58.78,55.729,57.015,1017844.0
2020-12-02,56.23,59.379,55.519,59.192,979023.0
2020-12-03,59.005,62.281,58.586,61.667,1023818.0
2020-12-04,62.595,63.986,61.628,62.535,1106590.0
2020-12-05,62.595,63.986,61.628,62.535,1106590.0
2020-12-06,62.595,63.986,61.628,62.535,1106590.0
2020-12-07,61.884,62.4,60.059,60.628,1446918.0
2020-12-08,59.835,60.792,56.551,56.806,1568396.0
2020-12-09,57.457,58.107,55.295,56.05,1694466.0
2020-12-10,54.667,56.619,54.27,55.991,1130158.0
2020-12-11,55.198,55.198,53.425,54.353,892818.0
2020-12-12,55.198,55.198,53.425,54.353,892818.0
2020-12-13,55.198,55.198,53.425,54.353,892818.0
2020-12-14,55.796,56.641,53.582,53.904,1515377.0
2020-12-15,53.852,54.076,51.982,53.881,1002370.0
2020-12-16,54.196,54.577,52.894,53.47,667210.0
2020-12-17,53.552,53.807,52.288,52.917,576587.0
2020-12-18,52.804,53.485,52.071,53.44,1547907.0
2020-12-19,52.804,53.485,52.071,53.44,1547907.0
2020-12-20,52.804,53.485,52.071,53.44,1547907.0
2020-12-21,51.952,52.543,50.673,51.069,1933178.0
2020-12-22,51.593,51.884,50.445,50.635,753139.0
2020-12-23,51.518,54.697,51.026,53.335,894485.0
2020-12-24,53.687,54.136,52.46,53.859,345830.0
2020-12-25,53.687,54.136,52.46,53.859,345830.0
2020-12-26,53.687,54.136,52.46,53.859,345830.0
2020-12-27,53.687,54.136,52.46,53.859,345830.0
2020-12-28,53.896,54.951,53.676,54.203,643542.0
2020-12-29,54.57,54.667,53.036,53.104,548181.0
2020-12-30,53.141,55.145,53.141,55.108,611825.0
2020-12-31,55.033,56.237,54.083,55.422,719774.0
2021-01-01,55.033,56.237,54.083,55.422,719774.0
2021-01-02,55.033,56.237,54.083,55.422,719774.0
2021-01-03,55.033,56.237,54.083,55.422,719774.0
2021-01-04,55.721,56.26,52.737,53.051,606752.0
2021-01-05,53.059,54.854,53.059,54.076,651282.0
2021-01-06,55.198,60.164,55.145,59.012,1408370.0
2021-01-07,57.202,58.751,54.771,58.578,2031603.0
2021-01-08,58.713,59.08,54.939,55.721,875165.0
2021-01-09,58.713,59.08,54.939,55.721,875165.0
2021-01-10,58.713,59.08,54.939,55.721,875165.0
2021-01-11,54.465,56.021,54.039,54.54,781497.0
2021-01-12,54.599,55.482,53.926,55.153,454619.0
2021-01-13,55.347,56.095,54.831,55.153,931705.0
2021-01-14,56.028,56.739,55.101,55.931,1332322.0
2021-01-15,54.599,55.347,52.363,53.119,1368778.0
2021-01-16,54.599,55.347,52.363,53.119,1368778.0
2021-01-17,54.599,55.347,52.363,53.119,1368778.0
2021-01-18,54.599,55.347,52.363,53.119,1368778.0
2021-01-19,54.091,54.899,53.605,54.412,2086645.0
2021-01-20,54.599,55.46,54.375,54.465,697529.0
2021-01-21,54.061,54.966,52.58,53.298,970011.0
2021-01-22,52.363,53.081,51.63,52.969,995526.0
2021-01-23,52.363,53.081,51.63,52.969,995526.0
2021-01-24,52.363,53.081,51.63,52.969,995526.0
2021-01-25,51.959,52.64,50.633,51.802,566056.0
2021-01-26,52.909,53.354,51.219,51.309,703507.0
2021-01-27,50.045,51.522,48.825,50.546,2502657.0
2021-01-28,54.181,55.332,50.351,52.947,1418037.0
2021-01-29,53.089,53.792,50.116,50.598,1218252.0
2021-01-30,53.089,53.792,50.116,50.598,1218252.0
2021-01-31,53.089,53.792,50.116,50.598,1218252.0
2021-02-01,51.107,51.503,49.985,50.62,1003235.0
2021-02-02,51.78,52.483,50.655,52.154,820656.0
2021-02-03,53.141,56.462,52.715,56.222,1110559.0
2021-02-04,56.679,62.363,56.522,62.191,2399534.0
2021-02-05,62.258,65.13,62.258,63.47,1573914.0
2021-02-06,62.258,65.13,62.258,63.47,1573914.0
2021-02-07,62.258,65.13,62.258,63.47,1573914.0
2021-02-08,63.425,64.891,62.258,64.704,723196.0
2021-02-09,64.801,64.928,61.615,62.378,793236.0
2021-02-10,63.104,65.654,62.558,64.128,798159.0
2021-02-11,63.993,65.073,61.603,62.636,655375.0
2021-02-12,62.299,63.311,61.504,62.366,452134.0
2021-02-13,62.299,63.311,61.504,62.366,452134.0
2021-02-14,62.299,63.311,61.504,62.366,452134.0
2021-02-15,62.299,63.311,61.504,62.366,452134.0
2021-02-16,63.791,65.98,63.446,65.313,1210903.0
2021-02-17,64.293,65.905,63.944,64.923,495081.0
2021-02-18,63.821,64.702,62.231,62.756,572595.0
2021-02-19,63.513,65.133,63.086,64.795,715982.0
2021-02-20,63.513,65.133,63.086,64.795,715982.0
2021-02-21,63.513,65.133,63.086,64.795,715982.0
2021-02-22,64.825,68.064,64.481,65.313,796431.0
2021-02-23,65.59,68.529,63.758,68.364,1219729.0
2021-02-24,68.567,71.99,68.102,71.199,769836.0
2021-02-25,70.929,71.933,67.937,68.837,733061.0
2021-02-26,68.544,73.095,67.562,72.353,1715364.0
2021-02-27,68.544,73.095,67.562,72.353,1715364.0
2021-02-28,68.544,73.095,67.562,72.353,1715364.0
2021-03-01,74.033,75.492,72.612,74.678,1397168.0
2021-03-02,74.438,75.622,72.623,72.713,683451.0
2021-03-03,73.193,76.758,72.961,75.802,994356.0
2021-03-04,75.352,77.069,70.501,72.946,1129459.0
2021-03-05,74.123,78.696,70.861,77.789,1136217.0
2021-03-06,74.123,78.696,70.861,77.789,1136217.0
2021-03-07,74.123,78.696,70.861,77.789,1136217.0
2021-03-08,78.726,80.218,77.797,78.951,1116628.0
2021-03-09,78.216,82.295,77.189,80.503,1282030.0
2021-03-10,80.953,82.46,79.191,81.628,1105155.0
2021-03-11,81.246,82.925,80.481,81.755,1268913.0
2021-03-12,82.475,83.735,81.725,82.805,809193.0
2021-03-13,82.475,83.735,81.725,82.805,809193.0
2021-03-14,82.475,83.735,81.725,82.805,809193.0
2021-03-15,83.772,86.831,81.898,86.659,1637686.0
2021-03-16,86.974,87.731,83.15,84.477,1141565.0
2021-03-17,84.08,88.511,83.997,87.394,724641.0
2021-03-18,87.349,90.198,84.402,85.062,984441.0
2021-03-19,85.167,87.926,83.06,86.314,1376895.0
2021-03-20,85.167,87.926,83.06,86.314,1376895.0
2021-03-21,85.167,87.926,83.06,86.314,1376895.0
2021-03-22,85.339,86.491,81.815,82.873,840778.0
2021-03-23,80.976,83.412,78.389,79.131,748079.0
2021-03-24,80.533,83.12,79.649,79.649,395265.0
2021-03-25,78.456,84.657,78.074,83.87,618477.0
2021-03-26,86.599,89.118,84.672,88.991,1058211.0
2021-03-27,86.599,89.118,84.672,88.991,1058211.0
2021-03-28,86.599,89.118,84.672,88.991,1058211.0
2021-03-29,89.073,90.933,83.004,83.802,709065.0
2021-03-30,84.11,87.026,83.944,86.374,344978.0
2021-03-31,86.554,86.944,83.945,84.042,640384.0
2021-04-01,84.867,85.755,83.525,84.987,523425.0
2021-04-02,84.867,85.755,83.525,84.987,523425.0
2021-04-03,84.867,85.755,83.525,84.987,523425.0
2021-04-04,84.867,85.755,83.525,84.987,523425.0
2021-04-05,86.464,86.711,84.207,85.077,770926.0
2021-04-06,85.294,86.756,84.44,84.709,678731.0
2021-04-07,85.384,86.029,82.888,83.817,664139.0
2021-04-08,82.475,84.904,80.998,83.727,626266.0
2021-04-09,83.022,84.14,81.141,82.333,691836.0
2021-04-10,83.022,84.14,81.141,82.333,691836.0
2021-04-11,83.022,84.14,81.141,82.333,691836.0
2021-04-12,83.0,83.922,82.115,83.75,614595.0
2021-04-13,83.135,83.187,78.719,79.266,1406027.0
2021-04-14,79.349,82.888,78.726,80.706,1214525.0
2021-04-15,80.698,81.174,78.066,80.601,1180813.0
2021-04-16,81.62,82.708,80.395,82.31,890414.0
2021-04-17,81.62,82.708,80.395,82.31,890414.0
2021-04-18,81.62,82.708,80.395,82.31,890414.0
2021-04-19,82.475,83.442,80.616,81.373,887798.0
2021-04-20,80.428,80.769,76.185,76.484,795761.0
2021-04-21,76.499,78.944,76.499,78.756,727533.0
2021-04-22,79.221,80.593,78.194,78.921,563039.0
2021-04-23,79.109,80.822,78.689,80.278,356192.0
2021-04-24,79.109,80.822,78.689,80.278,356192.0
2021-04-25,79.109,80.822,78.689,80.278,356192.0
2021-04-26,81.043,82.595,79.581,79.851,573651.0
2021-04-27,79.311,80.046,78.16,79.071,394491.0
2021-04-28,79.101,81.036,78.651,80.856,972996.0
2021-04-29,83.225,90.578,83.225,88.953,2450544.0
2021-04-30,88.473,90.198,87.761,88.361,1868254.0
2021-05-01,88.473,90.198,87.761,88.361,1868254.0
2021-05-02,88.473,90.198,87.761,88.361,1868254.0
2021-05-03,90.003,91.829,86.846,87.619,864730.0
2021-05-04,87.416,89.973,85.879,89.658,839924.0
2021-05-05,90.415,92.027,88.856,91.6,697154.0
2021-05-06,92.972,94.224,88.616,90.483,474705.0
2021-05-07,90.273,94.771,89.516,93.624,628949.0
2021-05-08,90.273,94.771,89.516,93.624,628949.0
2021-05-09,90.273,94.771,89.516,93.624,628949.0
2021-05-10,93.729,95.964,91.255,91.51,861488.0
2021-05-11,88.218,91.622,87.116,90.505,683770.0
2021-05-12,93.114,93.759,85.326,85.617,629049.0
2021-05-13,85.256,88.366,84.392,87.104,926220.0
2021-05-14,87.84,90.92,85.925,90.589,430793.0
2021-05-15,87.84,90.92,85.925,90.589,430793.0
2021-05-16,87.84,90.92,85.925,90.589,430793.0
2021-05-17,89.635,92.032,89.342,91.716,403988.0
2021-05-18,92.189,93.395,89.282,89.981,818016.0
2021-05-19,88.869,89.635,86.037,89.312,684715.0
2021-05-20,90.259,91.633,86.78,87.69,779547.0
2021-05-21,88.486,90.349,87.968,88.419,731755.0
2021-05-22,88.486,90.349,87.968,88.419,731755.0
2021-05-23,88.486,90.349,87.968,88.419,731755.0
2021-05-24,88.629,89.936,87.209,88.862,667405.0
2021-05-25,89.372,90.702,85.617,85.759,846959.0
2021-05-26,86.698,88.892,86.319,88.043,541376.0
2021-05-27,89.215,91.926,88.644,91.543,954870.0
2021-05-28,91.581,91.851,88.869,90.927,516587.0
2021-05-29,91.581,91.851,88.869,90.927,516587.0
2021-05-30,91.581,91.851,88.869,90.927,516587.0
2021-05-31,91.581,91.851,88.869,90.927,516587.0
2021-06-01,92.37,94.623,92.325,93.564,754990.0
2021-06-02,94.157,96.268,92.775,93.684,771031.0
2021-06-03,92.94,93.624,91.866,92.257,620096.0
2021-06-04,91.063,91.926,87.45,88.764,2303976.0
2021-06-05,91.063,91.926,87.45,88.764,2303976.0
2021-06-06,91.063,91.926,87.45,88.764,2303976.0
2021-06-07,89.275,89.808,87.457,88.276,819060.0
2021-06-08,87.217,88.268,85.756,87.081,736295.0
2021-06-09,87.232,87.943,86.511,86.743,490799.0
2021-06-10,87.577,87.911,83.739,83.814,805472.0
2021-06-11,84.723,85.001,82.041,83.949,1070644.0
2021-06-12,84.723,85.001,82.041,83.949,1070644.0
2021-06-13,84.723,85.001,82.041,83.949,1070644.0
2021-06-14,84.362,84.745,81.575,82.544,690089.0
2021-06-15,83.145,86.219,82.95,85.421,1358560.0
2021-06-16,84.963,87.615,84.212,86.668,1108778.0
2021-06-17,86.616,87.292,78.646,80.396,986039.0
2021-06-18,78.421,79.052,76.137,77.392,1496270.0
2021-06-19,78.421,79.052,76.137,77.392,1496270.0
2021-06-20,78.421,79.052,76.137,77.392,1496270.0
2021-06-21,78.541,80.366,78.18,79.713,569443.0
2021-06-22,79.337,79.765,76.017,79.127,1274041.0
2021-06-23,79.067,80.396,78.661,79.653,604191.0
2021-06-24,80.689,81.395,79.247,81.23,447147.0
2021-06-25,81.44,82.221,80.501,81.763,752950.0
2021-06-26,81.44,82.221,80.501,81.763,752950.0
2021-06-27,81.44,82.221,80.501,81.763,752950.0
2021-06-28,81.072,81.56,77.054,77.632,726425.0
2021-06-29,78.503,79.42,76.483,76.993,1091186.0
2021-06-30,76.903,79.322,76.115,78.263,761989.0
2021-07-01,78.751,81.418,78.702,80.479,599136.0
2021-07-02,80.186,81.097,79.007,79.48,489646.0
2021-07-03,80.186,81.097,79.007,79.48,489646.0
2021-07-04,80.186,81.097,79.007,79.48,489646.0
2021-07-05,80.186,81.097,79.007,79.48,489646.0
2021-07-06,79.367,79.48,76.468,77.512,905555.0
2021-07-07,77.519,78.871,76.268,77.782,815954.0
2021-07-08,75.371,78.481,74.278,75.236,1081755.0
2021-07-09,76.978,79.953,76.743,79.45,715743.0
2021-07-10,76.978,79.953,76.743,79.45,715743.0
2021-07-11,76.978,79.953,76.743,79.45,715743.0
2021-07-12,77.925,81.651,77.076,80.284,764356.0
2021-07-13,79.532,80.186,77.85,78.015,606387.0
2021-07-14,79.51,80.329,76.806,77.054,483047.0
2021-07-15,76.032,77.384,74.507,75.799,710682.0
2021-07-16,76.655,76.746,73.553,73.936,510056.0
2021-07-17,76.655,76.746,73.553,73.936,510056.0
2021-07-18,76.655,76.746,73.553,73.936,510056.0
2021-07-19,71.044,72.126,69.865,70.413,829052.0
2021-07-20,70.729,73.902,70.308,73.275,639922.0
2021-07-21,74.432,76.49,74.376,74.98,431292.0
2021-07-22,74.582,74.612,71.931,73.41,1019094.0
2021-07-23,74.455,75.318,73.636,74.237,423201.0
2021-07-24,74.455,75.318,73.636,74.237,423201.0
2021-07-25,74.455,75.318,73.636,74.237,423201.0
2021-07-26,74.364,76.34,73.538,74.778,465644.0
2021-07-27,73.358,74.74,72.532,73.974,574080.0
2021-07-28,74.605,75.825,71.803,74.432,911101.0
2021-07-29,73.598,75.221,71.773,73.14,661253.0
2021-07-30,71.442,72.659,69.767,70.045,1157975.0
2021-07-31,71.442,72.659,69.767,70.045,1157975.0
2021-08-01,71.442,72.659,69.767,70.045,1157975.0
2021-08-02,70.721,73.598,69.61,70.038,1174977.0
2021-08-03,70.045,70.376,67.326,69.88,814838.0
2021-08-04,68.693,70.984,67.987,68.242,634682.0
2021-08-05,68.783,70.864,68.355,69.272,502897.0
2021-08-06,70.383,71.037,69.685,70.774,594017.0
2021-08-07,70.383,71.037,69.685,70.774,594017.0
2021-08-08,70.383,71.037,69.685,70.774,594017.0
2021-08-09,69.985,70.162,68.618,68.956,606558.0
2021-08-10,69.046,70.158,68.716,69.963,489254.0
2021-08-11,70.18,71.225,68.813,70.962,370180.0
2021-08-12,70.781,71.37,68.884,70.156,340734.0
2021-08-13,70.42,70.758,69.034,69.29,304512.0
2021-08-14,70.42,70.758,69.034,69.29,304512.0
2021-08-15,70.42,70.758,69.034,69.29,304512.0
2021-08-16,68.154,68.903,67.205,68.357,544816.0
2021-08-17,67.747,68.026,65.703,67.604,665946.0
2021-08-18,67.461,69.938,66.716,68.515,825004.0
2021-08-19,67.258,68.221,66.445,67.868,764107.0
2021-08-20,67.672,68.62,67.002,68.553,527824.0
2021-08-21,67.672,68.62,67.002,68.553,527824.0
2021-08-22,67.672,68.62,67.002,68.553,527824.0
2021-08-23,69.78,69.983,67.83,68.139,595465.0
2021-08-24,68.688,71.278,68.688,70.555,470246.0
2021-08-25,71.376,73.853,70.465,73.175,812625.0
2021-08-26,73.205,73.205,70.901,71.519,443997.0
2021-08-27,71.526,74.169,71.323,73.687,571711.0
2021-08-28,71.526,74.169,71.323,73.687,571711.0
2021-08-29,71.526,74.169,71.323,73.687,571711.0
2021-08-30,74.937,74.986,71.142,71.24,896253.0
2021-08-31,72.113,74.613,71.699,73.86,1158044.0
2021-09-01,73.868,73.935,71.624,71.662,910675.0
2021-09-02,71.933,72.392,70.457,71.218,551476.0
2021-09-03,71.406,71.805,70.465,71.293,453732.0
2021-09-04,71.406,71.805,70.465,71.293,453732.0
2021-09-05,71.406,71.805,70.465,71.293,453732.0
