,NMRK US Equity,NMRK US Equity,NMRK US Equity,NMRK US Equity,NMRK US Equity
2020-03-09,7.7211,7.9033,7.0785,7.1552,1373597.0
2020-03-10,7.443,7.6055,7.0066,7.5197,1977426.0
2020-03-11,7.2224,7.4046,6.6948,6.7236,1331346.0
2020-03-12,6.1289,6.3112,5.6206,6.0138,1689927.0
2020-03-13,6.3975,6.4237,5.635,6.3016,1516722.0
2020-03-14,6.3975,6.4237,5.635,6.3016,1516722.0
2020-03-15,6.3975,6.4237,5.635,6.3016,1516722.0
2020-03-16,5.1794,5.6206,4.9108,4.9396,1928131.0
2020-03-17,5.0163,5.0931,4.3161,4.3929,2434820.0
2020-03-18,4.0284,4.2922,2.3883,2.3979,3909107.0
2020-03-19,2.7527,4.0764,2.4458,3.9804,4691853.0
2020-03-20,4.038,4.7122,3.6639,3.7119,3561145.0
2020-03-21,4.038,4.7122,3.6639,3.7119,3561145.0
2020-03-22,4.038,4.7122,3.6639,3.7119,3561145.0
2020-03-23,3.9325,3.9689,3.2131,3.6831,2442920.0
2020-03-24,3.8462,4.4169,3.8462,4.1723,1963225.0
2020-03-25,4.1723,4.719,4.1051,4.2202,1881282.0
2020-03-26,4.249,5.1602,4.1819,5.1602,2342310.0
2020-03-27,4.8245,5.117,4.6039,4.9204,957583.0
2020-03-28,4.8245,5.117,4.6039,4.9204,957583.0
2020-03-29,4.8245,5.117,4.6039,4.9204,957583.0
2020-03-30,4.882,4.93,4.3545,4.6135,1437641.0
2020-03-31,4.6039,4.6039,3.8653,4.0764,2287927.0
2020-04-01,3.7503,3.827,3.1939,3.2707,3060029.0
2020-04-02,3.3186,3.4433,2.8103,2.8678,2572335.0
2020-04-03,2.8774,3.1844,2.6376,2.7527,2476696.0
2020-04-04,2.8774,3.1844,2.6376,2.7527,2476696.0
2020-04-05,2.8774,3.1844,2.6376,2.7527,2476696.0
2020-04-06,3.0021,3.2419,2.8678,2.9925,3333886.0
2020-04-07,3.146,3.7503,3.0501,3.2899,3358855.0
2020-04-08,3.3762,3.6831,3.2707,3.6256,2141395.0
2020-04-09,3.9924,4.3161,3.6064,3.9709,2707325.0
2020-04-10,3.9924,4.3161,3.6064,3.9709,2707325.0
2020-04-11,3.9924,4.3161,3.6064,3.9709,2707325.0
2020-04-12,3.9924,4.3161,3.6064,3.9709,2707325.0
2020-04-13,4.0955,4.1915,3.54,3.7503,1637121.0
2020-04-14,3.8653,4.0476,3.7886,3.8845,1316275.0
2020-04-15,3.6447,3.7503,3.4817,3.6831,1133277.0
2020-04-16,3.6543,3.779,3.2611,3.3954,1717995.0
2020-04-17,3.5968,3.7289,3.3762,3.3954,1167270.0
2020-04-18,3.5968,3.7289,3.3762,3.3954,1167270.0
2020-04-19,3.5968,3.7289,3.3762,3.3954,1167270.0
2020-04-20,3.2707,3.5009,3.0884,3.3666,1492117.0
2020-04-21,3.1844,3.3954,3.1268,3.2035,1494156.0
2020-04-22,3.3378,3.5296,3.0884,3.098,1319532.0
2020-04-23,3.1172,3.3666,3.1172,3.1652,1539372.0
2020-04-24,3.2131,3.4146,3.1076,3.3762,1272007.0
2020-04-25,3.2131,3.4146,3.1076,3.3762,1272007.0
2020-04-26,3.2131,3.4146,3.1076,3.3762,1272007.0
2020-04-27,3.5105,3.7886,3.3666,3.6927,1791267.0
2020-04-28,3.9325,3.99,3.6064,3.6831,1968906.0
2020-04-29,3.9133,4.0955,3.6735,3.9325,2371644.0
2020-04-30,3.9229,3.9325,3.6256,3.7215,1377055.0
2020-05-01,3.5776,3.616,3.3762,3.4146,1262333.0
2020-05-02,3.5776,3.616,3.3762,3.4146,1262333.0
2020-05-03,3.5776,3.616,3.3762,3.4146,1262333.0
2020-05-04,3.357,3.5392,3.1748,3.4913,1397774.0
2020-05-05,3.616,3.8845,3.6064,3.6352,2279228.0
2020-05-06,3.6735,3.7982,3.2707,3.3666,1574095.0
2020-05-07,3.2707,3.9039,3.1268,3.4433,2695703.0
2020-05-08,3.5392,4.0284,3.5296,4.0092,1686192.0
2020-05-09,3.5392,4.0284,3.5296,4.0092,1686192.0
2020-05-10,3.5392,4.0284,3.5296,4.0092,1686192.0
2020-05-11,4.0092,4.0284,3.5728,3.6064,1669940.0
2020-05-12,3.5968,3.9229,3.4241,3.4817,1758239.0
2020-05-13,3.4529,3.5249,3.2131,3.3282,2284968.0
2020-05-14,3.2131,3.5488,3.0884,3.4817,1508625.0
2020-05-15,3.4337,3.5009,3.3186,3.4241,1123664.0
2020-05-16,3.4337,3.5009,3.3186,3.4241,1123664.0
2020-05-17,3.4337,3.5009,3.3186,3.4241,1123664.0
2020-05-18,3.5776,3.779,3.568,3.6735,1860144.0
2020-05-19,3.6447,3.6844,3.4625,3.4625,1005203.0
2020-05-20,3.5872,3.8749,3.5488,3.827,2422276.0
2020-05-21,3.7982,3.8749,3.6447,3.7503,666170.0
2020-05-22,3.7311,3.7455,3.463,3.5872,1442450.0
2020-05-23,3.7311,3.7455,3.463,3.5872,1442450.0
2020-05-24,3.7311,3.7455,3.463,3.5872,1442450.0
2020-05-25,3.7311,3.7455,3.463,3.5872,1442450.0
2020-05-26,3.6447,4.1723,3.6447,3.9709,1913427.0
2020-05-27,4.1343,4.4131,3.9709,4.3651,1662015.0
2020-05-28,4.3362,4.4804,4.2208,4.4227,2260706.0
2020-05-29,4.3747,4.4516,3.9252,4.0862,2260584.0
2020-05-30,4.3747,4.4516,3.9252,4.0862,2260584.0
2020-05-31,4.3747,4.4516,3.9252,4.0862,2260584.0
2020-06-01,3.9228,4.2401,3.8843,4.067,1764065.0
2020-06-02,4.1151,4.2353,4.0093,4.1824,1216835.0
2020-06-03,4.2304,5.8456,4.2304,5.5573,6692475.0
2020-06-04,5.4611,5.7111,5.2016,5.3842,2330072.0
2020-06-05,5.7688,6.7735,5.6053,6.1438,5281597.0
2020-06-06,5.7688,6.7735,5.6053,6.1438,5281597.0
2020-06-07,5.7688,6.7735,5.6053,6.1438,5281597.0
2020-06-08,6.4514,6.6676,6.187,6.3264,2278453.0
2020-06-09,6.0957,6.2591,5.663,5.9947,2095987.0
2020-06-10,5.8746,5.9803,5.3938,5.3938,1371087.0
2020-06-11,4.8939,5.115,4.7112,4.716,1919317.0
2020-06-12,5.1727,5.5092,4.5381,4.7208,2037708.0
2020-06-13,5.1727,5.5092,4.5381,4.7208,2037708.0
2020-06-14,5.1727,5.5092,4.5381,4.7208,2037708.0
2020-06-15,4.5189,4.99,4.4035,4.9804,1329648.0
2020-06-16,5.2881,5.3265,4.9804,5.0765,1098929.0
2020-06-17,5.0765,5.0765,4.7016,4.7016,1146507.0
2020-06-18,4.6631,4.8266,4.4997,4.6583,697079.0
2020-06-19,4.7208,4.8073,4.4324,4.591,2246723.0
2020-06-20,4.7208,4.8073,4.4324,4.591,2246723.0
2020-06-21,4.7208,4.8073,4.4324,4.591,2246723.0
2020-06-22,4.567,4.7496,4.4771,4.6295,1021877.0
2020-06-23,4.7496,4.7544,4.5477,4.7208,952867.0
2020-06-24,4.5958,4.6247,4.3651,4.4324,1345865.0
2020-06-25,4.3939,4.567,4.3362,4.567,1203254.0
2020-06-26,4.49,4.5239,4.1824,4.2978,3722430.0
2020-06-27,4.49,4.5239,4.1824,4.2978,3722430.0
2020-06-28,4.49,4.5239,4.1824,4.2978,3722430.0
2020-06-29,4.4227,4.6534,4.3266,4.5477,798352.0
2020-06-30,4.5477,4.692,4.4463,4.6727,837557.0
2020-07-01,4.7112,4.7977,4.49,4.5189,967016.0
2020-07-02,4.6823,4.7016,4.3699,4.4131,817286.0
2020-07-03,4.6823,4.7016,4.3699,4.4131,817286.0
2020-07-04,4.6823,4.7016,4.3699,4.4131,817286.0
2020-07-05,4.6823,4.7016,4.3699,4.4131,817286.0
2020-07-06,4.5189,4.6054,4.442,4.5381,1119606.0
2020-07-07,4.5093,4.5093,4.2401,4.2401,1206119.0
2020-07-08,4.1824,4.3918,4.1247,4.2881,1064886.0
2020-07-09,4.2689,4.3266,3.9997,4.0382,1071749.0
2020-07-10,4.0285,4.2497,4.0093,4.2401,778255.0
2020-07-11,4.0285,4.2497,4.0093,4.2401,778255.0
2020-07-12,4.0285,4.2497,4.0093,4.2401,778255.0
2020-07-13,4.2689,4.2785,4.0093,4.043,1441976.0
2020-07-14,3.9805,4.0862,3.817,3.9228,1099265.0
2020-07-15,4.0862,4.2881,3.9997,4.2256,1497666.0
2020-07-16,4.1728,4.1728,4.0382,4.1247,751749.0
2020-07-17,4.0766,4.1535,3.9612,3.9997,704090.0
2020-07-18,4.0766,4.1535,3.9612,3.9997,704090.0
2020-07-19,4.0766,4.1535,3.9612,3.9997,704090.0
2020-07-20,3.942,4.0093,3.8603,3.9228,809821.0
2020-07-21,3.9516,4.043,3.8362,3.8651,1204171.0
2020-07-22,3.8074,4.0189,3.8074,3.9901,948392.0
2020-07-23,3.9805,4.0093,3.8206,3.9324,607609.0
2020-07-24,3.9324,3.9611,3.8459,3.8843,598200.0
2020-07-25,3.9324,3.9611,3.8459,3.8843,598200.0
2020-07-26,3.9324,3.9611,3.8459,3.8843,598200.0
2020-07-27,3.9036,3.918,3.8074,3.8362,708585.0
2020-07-28,3.7978,4.0382,3.7978,3.9805,1215234.0
2020-07-29,3.9324,4.1439,3.8843,4.1247,1196231.0
2020-07-30,3.9997,4.1415,3.9564,4.1343,863706.0
2020-07-31,4.067,4.1631,3.8843,3.9132,1484502.0
2020-08-01,4.067,4.1631,3.8843,3.9132,1484502.0
2020-08-02,4.067,4.1631,3.8843,3.9132,1484502.0
2020-08-03,3.9132,3.9132,3.7209,3.8074,1608961.0
2020-08-04,3.7497,3.8939,3.7497,3.8747,1136930.0
2020-08-05,3.9228,4.0574,3.9132,4.0574,1003858.0
2020-08-06,4.0285,4.1439,3.8939,3.9997,1074517.0
2020-08-07,3.9997,4.2881,3.9036,4.2689,1062825.0
2020-08-08,3.9997,4.2881,3.9036,4.2689,1062825.0
2020-08-09,3.9997,4.2881,3.9036,4.2689,1062825.0
2020-08-10,4.2978,4.6247,4.2978,4.5525,1226647.0
2020-08-11,4.615,4.7881,4.567,4.5814,932475.0
2020-08-12,4.7112,4.7881,4.466,4.5477,637285.0
2020-08-13,4.49,4.5381,4.3554,4.4035,556473.0
2020-08-14,4.3747,4.5381,4.3394,4.4516,956155.0
2020-08-15,4.3747,4.5381,4.3394,4.4516,956155.0
2020-08-16,4.3747,4.5381,4.3394,4.4516,956155.0
2020-08-17,4.4516,4.4804,4.3506,4.442,722392.0
2020-08-18,4.4227,4.4804,4.1295,4.1343,682029.0
2020-08-19,4.1151,4.2304,4.0766,4.1103,611033.0
2020-08-20,4.0382,4.1487,4.0189,4.0958,599691.0
2020-08-21,4.0958,4.1151,3.9901,4.0189,719511.0
2020-08-22,4.0958,4.1151,3.9901,4.0189,719511.0
2020-08-23,4.0958,4.1151,3.9901,4.0189,719511.0
2020-08-24,4.0478,4.1987,3.9853,4.1631,831273.0
2020-08-25,4.2017,4.2692,4.1053,4.1342,681898.0
2020-08-26,4.1053,4.1342,3.9945,4.0957,774437.0
2020-08-27,4.0957,4.2499,4.0957,4.1439,469143.0
2020-08-28,4.1535,4.2981,4.0571,4.2932,662886.0
2020-08-29,4.1535,4.2981,4.0571,4.2932,662886.0
2020-08-30,4.1535,4.2981,4.0571,4.2932,662886.0
2020-08-31,4.221,4.3173,4.1728,4.2692,1416857.0
2020-09-01,4.2306,4.2836,4.1053,4.1246,1102234.0
2020-09-02,4.1246,4.2499,4.0957,4.2499,633199.0
2020-09-03,4.2595,4.3944,4.1439,4.1824,880538.0
2020-09-04,4.2884,4.3366,4.086,4.1631,1608179.0
2020-09-05,4.2884,4.3366,4.086,4.1631,1608179.0
2020-09-06,4.2884,4.3366,4.086,4.1631,1608179.0
2020-09-07,4.2884,4.3366,4.086,4.1631,1608179.0
2020-09-08,4.1053,4.4041,4.0571,4.3366,1179812.0
2020-09-09,4.3752,4.4339,4.2065,4.2692,1206374.0
2020-09-10,4.2884,4.3366,4.1728,4.1921,848760.0
2020-09-11,4.2017,4.2074,4.0668,4.0957,914911.0
2020-09-12,4.2017,4.2074,4.0668,4.0957,914911.0
2020-09-13,4.2017,4.2074,4.0668,4.0957,914911.0
2020-09-14,4.1342,4.327,4.086,4.2981,1037381.0
2020-09-15,4.3366,4.539,4.2692,4.4908,1320407.0
2020-09-16,4.4908,4.5824,4.3511,4.433,1337678.0
2020-09-17,4.3366,4.4523,4.2692,4.3848,813061.0
2020-09-18,4.4523,4.4523,4.2017,4.2258,2283206.0
2020-09-19,4.4523,4.4523,4.2017,4.2258,2283206.0
2020-09-20,4.4523,4.4523,4.2017,4.2258,2283206.0
2020-09-21,4.1342,4.1439,3.9029,3.9319,1800723.0
2020-09-22,3.9511,4.1439,3.9511,3.9993,1062775.0
2020-09-23,3.9993,4.086,3.9126,3.9415,1632629.0
2020-09-24,3.98,4.0571,3.874,3.9415,976939.0
2020-09-25,3.8933,4.0957,3.8933,4.0668,750078.0
2020-09-26,3.8933,4.0957,3.8933,4.0668,750078.0
2020-09-27,3.8933,4.0957,3.8933,4.0668,750078.0
2020-09-28,4.1053,4.2788,4.0716,4.1631,842981.0
2020-09-29,4.1631,4.2113,4.115,4.1342,532861.0
2020-09-30,4.1342,4.221,4.1198,4.1631,932796.0
2020-10-01,4.1824,4.4619,4.1824,4.4523,1427268.0
2020-10-02,4.2113,4.5534,4.2027,4.4812,1253525.0
2020-10-03,4.2113,4.5534,4.2027,4.4812,1253525.0
2020-10-04,4.2113,4.5534,4.2027,4.4812,1253525.0
2020-10-05,4.433,4.5775,4.3655,4.4812,861991.0
2020-10-06,4.5293,5.1268,4.3992,4.7414,4665369.0
2020-10-07,4.7606,4.8185,4.5872,4.6161,1541695.0
2020-10-08,4.6932,4.9437,4.6932,4.8185,2077505.0
2020-10-09,4.8956,4.9582,4.7992,4.8088,1508280.0
2020-10-10,4.8956,4.9582,4.7992,4.8088,1508280.0
2020-10-11,4.8956,4.9582,4.7992,4.8088,1508280.0
2020-10-12,4.8088,4.8666,4.7269,4.8088,710849.0
2020-10-13,4.8088,4.8811,4.7414,4.7606,588001.0
2020-10-14,4.7703,4.9726,4.7222,4.8763,873298.0
2020-10-15,4.8185,5.0787,4.7703,5.0112,1584861.0
2020-10-16,4.9823,5.0208,4.8088,4.9534,716582.0
2020-10-17,4.9823,5.0208,4.8088,4.9534,716582.0
2020-10-18,4.9823,5.0208,4.8088,4.9534,716582.0
2020-10-19,5.0016,5.0497,4.8185,4.8185,865898.0
2020-10-20,4.8859,4.9437,4.7703,4.7992,719571.0
2020-10-21,4.7703,4.777,4.6161,4.645,523325.0
2020-10-22,4.6835,4.8281,4.5968,4.8088,613871.0
2020-10-23,4.8763,4.9245,4.7173,4.8281,560173.0
2020-10-24,4.8763,4.9245,4.7173,4.8281,560173.0
2020-10-25,4.8763,4.9245,4.7173,4.8281,560173.0
2020-10-26,4.7221,4.7799,4.4426,4.4715,1184534.0
2020-10-27,4.433,4.5583,4.3655,4.4041,890451.0
2020-10-28,4.2884,4.3077,4.1246,4.1824,1198179.0
2020-10-29,4.1535,4.5486,4.1439,4.539,835425.0
2020-10-30,4.5004,4.6305,4.3462,4.5631,1014469.0
2020-10-31,4.5004,4.6305,4.3462,4.5631,1014469.0
2020-11-01,4.5004,4.6305,4.3462,4.5631,1014469.0
2020-11-02,4.6257,4.7076,4.5486,4.6643,895444.0
2020-11-03,4.751,4.8474,4.6691,4.751,989614.0
2020-11-04,4.5872,4.9447,4.3848,4.7655,690185.0
2020-11-05,4.8185,5.3967,4.8185,5.387,1224323.0
2020-11-06,5.387,5.4256,5.2618,5.4063,904482.0
2020-11-07,5.387,5.4256,5.2618,5.4063,904482.0
2020-11-08,5.387,5.4256,5.2618,5.4063,904482.0
2020-11-09,5.8014,6.5049,5.6858,6.3893,2782861.0
2020-11-10,6.3796,6.4471,6.2736,6.4085,1325108.0
2020-11-11,6.476,6.476,6.1194,6.2062,1275011.0
2020-11-12,6.0616,6.1291,5.8544,5.9074,1257890.0
2020-11-13,6.0134,6.158,5.8014,6.0809,1312881.0
2020-11-14,6.0134,6.158,5.8014,6.0809,1312881.0
2020-11-15,6.0134,6.158,5.8014,6.0809,1312881.0
2020-11-16,6.3604,6.5049,6.2351,6.3411,1375954.0
2020-11-17,6.2062,6.476,5.9363,6.3314,1264918.0
2020-11-18,6.3314,6.4278,6.0231,6.0327,1104067.0
2020-11-19,6.0231,6.1098,5.8784,6.0905,587430.0
2020-11-20,5.9749,6.2047,5.9026,6.1002,607476.0
2020-11-21,5.9749,6.2047,5.9026,6.1002,607476.0
2020-11-22,5.9749,6.2047,5.9026,6.1002,607476.0
2020-11-23,6.2254,6.5916,6.158,6.5435,1604312.0
2020-11-24,6.64,7.0743,6.6014,7.026,1637088.0
2020-11-25,6.9585,7.055,6.833,6.9585,906035.0
2020-11-26,6.9585,7.055,6.833,6.9585,906035.0
2020-11-27,6.9585,7.0164,6.6979,6.9295,605872.0
2020-11-28,6.9585,7.0164,6.6979,6.9295,605872.0
2020-11-29,6.9585,7.0164,6.6979,6.9295,605872.0
2020-11-30,6.804,6.8716,6.722,6.7751,1106583.0
2020-12-01,6.9006,6.9927,6.8137,6.8909,1300922.0
2020-12-02,6.8426,7.1804,6.8426,7.1081,853902.0
2020-12-03,7.1032,7.3156,6.862,7.137,909872.0
2020-12-04,7.2383,7.5231,7.2287,7.4893,947766.0
2020-12-05,7.2383,7.5231,7.2287,7.4893,947766.0
2020-12-06,7.2383,7.5231,7.2287,7.4893,947766.0
2020-12-07,7.4314,7.4555,7.2383,7.3349,951078.0
2020-12-08,7.2287,7.4507,6.9874,7.3252,719085.0
2020-12-09,7.441,7.441,7.2287,7.2963,829920.0
2020-12-10,7.1901,7.4314,7.1225,7.3735,972599.0
2020-12-11,7.2576,7.2963,7.0453,7.1804,952336.0
2020-12-12,7.2576,7.2963,7.0453,7.1804,952336.0
2020-12-13,7.2576,7.2963,7.0453,7.1804,952336.0
2020-12-14,7.3252,7.3928,6.9778,6.9874,1076856.0
2020-12-15,7.0936,7.248,6.9778,7.2383,603414.0
2020-12-16,7.2772,7.3445,7.055,7.2769,1141566.0
2020-12-17,7.2769,7.4507,7.2625,7.3928,749504.0
2020-12-18,7.4603,7.5472,7.2094,7.3252,2631283.0
2020-12-19,7.4603,7.5472,7.2094,7.3252,2631283.0
2020-12-20,7.4603,7.5472,7.2094,7.3252,2631283.0
2020-12-21,7.0839,7.1708,6.9392,7.0067,963591.0
2020-12-22,7.026,7.026,6.7847,6.8716,612684.0
2020-12-23,6.8909,7.1225,6.8909,7.0067,670058.0
2020-12-24,7.0743,7.1515,6.9826,7.0453,493844.0
2020-12-25,7.0743,7.1515,6.9826,7.0453,493844.0
2020-12-26,7.0743,7.1515,6.9826,7.0453,493844.0
2020-12-27,7.0743,7.1515,6.9826,7.0453,493844.0
2020-12-28,7.1129,7.2383,6.9585,7.219,1928120.0
2020-12-29,7.2866,7.3349,6.9488,7.0646,696000.0
2020-12-30,6.9681,7.1418,6.9102,6.9874,724110.0
2020-12-31,6.9681,7.055,6.8233,7.0357,743772.0
2021-01-01,6.9681,7.055,6.8233,7.0357,743772.0
2021-01-02,6.9681,7.055,6.8233,7.0357,743772.0
2021-01-03,6.9681,7.055,6.8233,7.0357,743772.0
2021-01-04,6.9874,7.0357,6.4952,6.6496,1122932.0
2021-01-05,6.6593,6.8475,6.6593,6.7654,824198.0
2021-01-06,6.9295,7.1804,6.8233,6.9488,1277129.0
2021-01-07,7.0164,7.0164,6.8233,6.9006,630643.0
2021-01-08,6.9199,6.9488,6.6882,6.9199,938280.0
2021-01-09,6.9199,6.9488,6.6882,6.9199,938280.0
2021-01-10,6.9199,6.9488,6.6882,6.9199,938280.0
2021-01-11,6.7847,6.8909,6.7268,6.8523,557374.0
2021-01-12,6.9006,6.9585,6.804,6.862,634979.0
2021-01-13,6.8137,6.9503,6.7268,6.862,754292.0
2021-01-14,6.9488,7.0743,6.7944,6.8137,799766.0
2021-01-15,6.7075,6.9392,6.5628,6.8426,947374.0
2021-01-16,6.7075,6.9392,6.5628,6.8426,947374.0
2021-01-17,6.7075,6.9392,6.5628,6.8426,947374.0
2021-01-18,6.7075,6.9392,6.5628,6.8426,947374.0
2021-01-19,6.9392,6.9392,6.6255,6.7944,625874.0
2021-01-20,6.8137,6.9295,6.8137,6.862,456355.0
2021-01-21,6.9102,6.9971,6.7799,6.9585,730845.0
2021-01-22,6.9295,7.0936,6.8233,7.0743,740872.0
2021-01-23,6.9295,7.0936,6.8233,7.0743,740872.0
2021-01-24,6.9295,7.0936,6.8233,7.0743,740872.0
2021-01-25,7.1997,7.4314,7.0453,7.1708,729840.0
2021-01-26,7.1611,7.3638,7.0791,7.0936,564998.0
2021-01-27,6.9488,7.1177,6.6969,6.7172,922363.0
2021-01-28,6.7654,6.9585,6.6979,6.8523,798177.0
2021-01-29,6.8137,6.8571,6.5242,6.5242,1162747.0
2021-01-30,6.8137,6.8571,6.5242,6.5242,1162747.0
2021-01-31,6.8137,6.8571,6.5242,6.5242,1162747.0
2021-02-01,6.7172,6.7172,6.3311,6.6979,831887.0
2021-02-02,7.3252,7.8946,7.2287,7.663,3000647.0
2021-02-03,7.5954,7.7306,7.2239,7.4844,1176658.0
2021-02-04,7.5086,7.8994,7.4893,7.8464,872259.0
2021-02-05,7.9236,7.9622,7.5858,7.7402,845742.0
2021-02-06,7.9236,7.9622,7.5858,7.7402,845742.0
2021-02-07,7.9236,7.9622,7.5858,7.7402,845742.0
2021-02-08,7.7692,8.0539,7.7016,8.0394,618303.0
2021-02-09,8.0394,8.3193,8.0008,8.2614,779158.0
2021-02-10,8.3193,8.3965,8.1069,8.2421,838555.0
2021-02-11,8.3,8.7246,8.2228,8.4351,911623.0
2021-02-12,8.3772,8.4544,8.271,8.4061,372568.0
2021-02-13,8.3772,8.4544,8.271,8.4061,372568.0
2021-02-14,8.3772,8.4544,8.271,8.4061,372568.0
2021-02-15,8.3772,8.4544,8.271,8.4061,372568.0
2021-02-16,8.3965,8.4544,8.2324,8.3482,570658.0
2021-02-17,8.2131,8.464,8.1745,8.4254,706172.0
2021-02-18,8.5219,9.0045,8.4447,8.908,1258244.0
2021-02-19,9.1096,9.7476,9.0817,9.6608,1717424.0
2021-02-20,9.1096,9.7476,9.0817,9.6608,1717424.0
2021-02-21,9.1096,9.7476,9.0817,9.6608,1717424.0
2021-02-22,9.6849,9.9503,9.4388,9.7862,1099573.0
2021-02-23,9.3336,10.0854,9.3336,9.8828,1163834.0
2021-02-24,9.931,10.3267,9.9021,10.1385,1466788.0
2021-02-25,10.7803,10.7803,10.1337,10.2591,2462054.0
2021-02-26,10.1723,10.5535,9.6704,9.6704,1631327.0
2021-02-27,10.1723,10.5535,9.6704,9.6704,1631327.0
2021-02-28,10.1723,10.5535,9.6704,9.6704,1631327.0
2021-03-01,9.9793,10.153,9.8083,10.1337,801120.0
2021-03-02,9.8635,10.2833,9.8635,9.9841,632472.0
2021-03-03,10.0758,10.1337,9.709,9.8635,542324.0
2021-03-04,9.8924,9.9488,9.1589,9.3616,1088959.0
2021-03-05,9.5932,9.8345,9.0238,9.7959,826697.0
2021-03-06,9.5932,9.8345,9.0238,9.7959,826697.0
2021-03-07,9.5932,9.8345,9.0238,9.7959,826697.0
2021-03-08,9.7959,10.1626,9.6897,10.0999,636956.0
2021-03-09,10.2013,10.3173,10.0081,10.0951,810668.0
2021-03-10,10.1337,10.2593,9.9743,10.0951,536759.0
2021-03-11,10.1337,10.3994,9.9792,10.3945,785875.0
2021-03-12,10.4815,10.5974,10.3269,10.5781,727625.0
2021-03-13,10.4815,10.5974,10.3269,10.5781,727625.0
2021-03-14,10.4815,10.5974,10.3269,10.5781,727625.0
2021-03-15,10.5974,10.9259,10.0759,10.8293,793814.0
2021-03-16,10.723,10.9065,10.6844,10.7133,949798.0
2021-03-17,10.7037,10.8486,10.3945,10.8099,1300425.0
2021-03-18,10.8196,11.0611,10.5878,10.6554,788204.0
2021-03-19,10.6264,10.7616,10.4235,10.4718,2157732.0
2021-03-20,10.6264,10.7616,10.4235,10.4718,2157732.0
2021-03-21,10.6264,10.7616,10.4235,10.4718,2157732.0
2021-03-22,10.4718,10.5201,10.013,10.0468,691785.0
2021-03-23,9.8922,10.1337,9.699,9.7521,1013842.0
2021-03-24,10.9556,10.9556,9.5831,9.6314,1449943.0
2021-03-25,9.5541,10.2979,9.5444,10.2013,909666.0
2021-03-26,10.2786,10.2883,9.9231,10.1917,577748.0
2021-03-27,10.2786,10.2883,9.9231,10.1917,577748.0
2021-03-28,10.2786,10.2883,9.9231,10.1917,577748.0
2021-03-29,10.1917,10.2013,9.9115,9.9309,604723.0
2021-03-30,9.8825,10.0178,9.6314,9.8922,600198.0
2021-03-31,9.8922,9.9792,9.6507,9.6652,677418.0
2021-04-01,9.699,10.211,9.699,10.2013,618800.0
2021-04-02,9.699,10.211,9.699,10.2013,618800.0
2021-04-03,9.699,10.211,9.699,10.2013,618800.0
2021-04-04,9.699,10.211,9.699,10.2013,618800.0
2021-04-05,10.2786,10.3752,10.1144,10.2883,720993.0
2021-04-06,10.3269,10.3559,10.0564,10.1144,445225.0
2021-04-07,10.1337,10.2786,9.9695,10.0564,508865.0
2021-04-08,10.0468,10.1917,9.9985,10.1337,548323.0
2021-04-09,10.0951,10.2013,10.0275,10.0951,430942.0
2021-04-10,10.0951,10.2013,10.0275,10.0951,430942.0
2021-04-11,10.0951,10.2013,10.0275,10.0951,430942.0
2021-04-12,10.1241,10.1724,9.9405,10.0758,493857.0
2021-04-13,10.0468,10.0951,9.8729,10.0178,835561.0
2021-04-14,10.0468,10.4689,10.0178,10.2303,680894.0
2021-04-15,10.24,10.2786,10.0371,10.2013,372184.0
2021-04-16,10.1917,10.3028,10.1337,10.2496,398512.0
2021-04-17,10.1917,10.3028,10.1337,10.2496,398512.0
2021-04-18,10.1917,10.3028,10.1337,10.2496,398512.0
2021-04-19,10.24,10.269,9.9019,10.0854,513243.0
2021-04-20,10.0854,10.1724,9.9888,10.0709,978511.0
2021-04-21,10.0275,10.4718,9.9405,10.4622,676938.0
2021-04-22,10.4718,10.4718,10.2496,10.4042,538590.0
2021-04-23,10.3173,10.4718,10.0951,10.211,687986.0
2021-04-24,10.3173,10.4718,10.0951,10.211,687986.0
2021-04-25,10.3173,10.4718,10.0951,10.211,687986.0
2021-04-26,10.452,10.452,10.2207,10.2883,570113.0
2021-04-27,10.3559,10.4187,10.2593,10.3076,598304.0
2021-04-28,10.3076,10.6457,10.2013,10.5781,847267.0
2021-04-29,10.723,10.7713,10.4429,10.4912,810746.0
2021-04-30,10.3366,10.4718,10.1434,10.3849,697142.0
2021-05-01,10.3366,10.4718,10.1434,10.3849,697142.0
2021-05-02,10.3366,10.4718,10.1434,10.3849,697142.0
2021-05-03,10.4718,10.6022,10.3994,10.5008,658401.0
2021-05-04,10.3849,10.5491,10.24,10.5298,739035.0
2021-05-05,10.5395,10.7037,10.4332,10.4429,671986.0
2021-05-06,10.665,11.6601,10.665,11.6407,1927613.0
2021-05-07,11.6504,12.3556,11.5683,12.3459,1318195.0
2021-05-08,11.6504,12.3556,11.5683,12.3459,1318195.0
2021-05-09,11.6504,12.3556,11.5683,12.3459,1318195.0
2021-05-10,12.5585,12.7324,12.2783,12.288,1534981.0
2021-05-11,12.1238,12.4812,11.9885,12.4522,972995.0
2021-05-12,12.3556,12.771,12.3266,12.3556,1426205.0
2021-05-13,12.3363,12.7324,12.2465,12.5971,825973.0
2021-05-14,12.6841,12.7807,12.5391,12.7324,592327.0
2021-05-15,12.6841,12.7807,12.5391,12.7324,592327.0
2021-05-16,12.6841,12.7807,12.5391,12.7324,592327.0
