,M US Equity,M US Equity,M US Equity,M US Equity,M US Equity
2020-03-02,11.6198,11.6286,10.8554,11.349,20747205.0
2020-03-03,11.3927,11.7684,10.8222,11.052,19956851.0
2020-03-04,11.0956,11.218,10.7462,11.0607,21287247.0
2020-03-05,10.6675,10.886,10.0472,10.1171,22406569.0
2020-03-06,9.7677,10.4054,9.6191,10.0385,23890546.0
2020-03-07,9.7677,10.4054,9.6191,10.0385,23890546.0
2020-03-08,9.7677,10.4054,9.6191,10.0385,23890546.0
2020-03-09,9.2609,9.5928,8.7542,9.1124,21822602.0
2020-03-10,9.5755,9.8987,8.61,9.0425,18270981.0
2020-03-11,8.7804,8.7804,8.0989,8.2912,27781892.0
2020-03-12,7.5519,7.5883,6.5601,6.7148,31250798.0
2020-03-13,7.2516,7.3881,6.6238,7.3062,23638823.0
2020-03-14,7.2516,7.3881,6.6238,7.3062,23638823.0
2020-03-15,7.2516,7.3881,6.6238,7.3062,23638823.0
2020-03-16,6.1507,6.5692,5.9141,6.1052,21958506.0
2020-03-17,6.1871,6.2371,5.4592,6.0961,28840980.0
2020-03-18,5.6048,5.814,5.0589,5.6412,20991458.0
2020-03-19,5.5502,6.3782,5.1862,6.087,18914259.0
2020-03-20,6.2053,6.551,5.4592,5.4774,25170027.0
2020-03-21,6.2053,6.551,5.4592,5.4774,25170027.0
2020-03-22,6.2053,6.551,5.4592,5.4774,25170027.0
2020-03-23,5.4046,5.4046,4.3037,4.3765,45856822.0
2020-03-24,4.704,5.3682,4.6039,5.1498,56446502.0
2020-03-25,5.5957,6.2235,4.7313,6.0142,40996592.0
2020-03-26,6.0051,6.4782,5.35,5.4046,39147478.0
2020-03-27,5.1043,5.1862,4.7859,5.0316,26142595.0
2020-03-28,5.1043,5.1862,4.7859,5.0316,26142595.0
2020-03-29,5.1043,5.1862,4.7859,5.0316,26142595.0
2020-03-30,4.9406,5.1271,4.5493,4.886,24566117.0
2020-03-31,4.8314,4.8905,4.3947,4.4674,35770176.0
2020-04-01,4.2855,4.4401,3.9852,4.0307,44564321.0
2020-04-02,4.0944,4.7222,3.9852,4.0489,41881361.0
2020-04-03,4.1217,4.4265,4.0034,4.3765,99550120.0
2020-04-04,4.1217,4.4265,4.0034,4.3765,99550120.0
2020-04-05,4.1217,4.4265,4.0034,4.3765,99550120.0
2020-04-06,4.6769,5.168,4.6585,5.1225,40219738.0
2020-04-07,5.6594,6.269,5.1134,5.3773,49855890.0
2020-04-08,5.4683,5.7777,5.3864,5.4683,28080286.0
2020-04-09,5.9323,6.5283,5.8595,6.0597,51668259.0
2020-04-10,5.9323,6.5283,5.8595,6.0597,51668259.0
2020-04-11,5.9323,6.5283,5.8595,6.0597,51668259.0
2020-04-12,5.9323,6.5283,5.8595,6.0597,51668259.0
2020-04-13,6.0779,6.1416,5.4228,5.6048,33841241.0
2020-04-14,5.8504,5.8959,5.35,5.6412,28987931.0
2020-04-15,5.168,5.35,5.0225,5.2135,26172567.0
2020-04-16,5.2772,5.3318,5.1316,5.2408,19744910.0
2020-04-17,5.4959,5.7276,5.259,5.3864,28900068.0
2020-04-18,5.4959,5.7276,5.259,5.3864,28900068.0
2020-04-19,5.4959,5.7276,5.259,5.3864,28900068.0
2020-04-20,5.1953,5.2681,4.7768,4.8314,32876525.0
2020-04-21,4.6403,4.8041,4.5402,4.7495,28374924.0
2020-04-22,4.886,4.8966,4.3219,4.3856,45035514.0
2020-04-23,4.3583,4.6312,4.3491,4.4492,33584836.0
2020-04-24,4.5038,4.654,4.331,4.5675,30081576.0
2020-04-25,4.5038,4.654,4.331,4.5675,30081576.0
2020-04-26,4.5038,4.654,4.331,4.5675,30081576.0
2020-04-27,4.6585,5.1316,4.5493,5.0043,33766015.0
2020-04-28,5.3864,5.7595,5.2135,5.4501,57127825.0
2020-04-29,5.8231,5.9141,5.4319,5.5229,45088961.0
2020-04-30,5.4592,5.4592,5.0771,5.3318,48047406.0
2020-05-01,5.1316,5.2317,4.8314,4.8769,34684221.0
2020-05-02,5.1316,5.2317,4.8314,4.8769,34684221.0
2020-05-03,5.1316,5.2317,4.8314,4.8769,34684221.0
2020-05-04,4.6676,4.9406,4.5129,4.795,29339284.0
2020-05-05,4.9224,5.1407,4.6858,4.6949,28713245.0
2020-05-06,4.7404,4.811,4.4765,4.5402,26882978.0
2020-05-07,4.6676,4.8405,4.6085,4.6221,27217301.0
2020-05-08,4.7859,4.886,4.7222,4.886,25397488.0
2020-05-09,4.7859,4.886,4.7222,4.886,25397488.0
2020-05-10,4.7859,4.886,4.7222,4.886,25397488.0
2020-05-11,4.9133,5.0498,4.6949,4.795,26869869.0
2020-05-12,4.8587,4.9406,4.5402,4.5402,32870564.0
2020-05-13,4.5675,4.613,4.3856,4.5675,33463852.0
2020-05-14,4.4129,4.6403,4.2309,4.5584,34633482.0
2020-05-15,4.4038,4.9206,4.3674,4.8314,36657267.0
2020-05-16,4.4038,4.9206,4.3674,4.8314,36657267.0
2020-05-17,4.4038,4.9206,4.3674,4.8314,36657267.0
2020-05-18,5.0498,5.1862,4.7768,4.9315,35714758.0
2020-05-19,4.8496,4.8951,4.5766,4.613,38773759.0
2020-05-20,4.7222,4.7313,4.5675,4.613,29134582.0
2020-05-21,4.522,4.9497,4.4674,4.886,55176168.0
2020-05-22,4.8405,4.9679,4.6676,4.7404,35481001.0
2020-05-23,4.8405,4.9679,4.6676,4.7404,35481001.0
2020-05-24,4.8405,4.9679,4.6676,4.7404,35481001.0
2020-05-25,4.8405,4.9679,4.6676,4.7404,35481001.0
2020-05-26,5.0134,5.7231,4.9906,5.6139,64928741.0
2020-05-27,6.1234,6.8058,6.0597,6.7148,98034297.0
2020-05-28,6.9696,7.006,6.1598,6.2144,73918125.0
2020-05-29,5.9232,6.1416,5.6958,5.7867,52869109.0
2020-05-30,5.9232,6.1416,5.6958,5.7867,52869109.0
2020-05-31,5.9232,6.1416,5.6958,5.7867,52869109.0
2020-06-01,5.6321,6.0324,5.6139,5.7958,43564360.0
2020-06-02,5.8413,6.4055,5.7322,6.3327,63583409.0
2020-06-03,6.5601,7.2334,6.4782,7.1515,65946686.0
2020-06-04,7.0515,7.7293,6.7785,7.47,78157827.0
2020-06-05,8.5527,8.7347,7.8976,7.9795,76114478.0
2020-06-06,8.5527,8.7347,7.8976,7.9795,76114478.0
2020-06-07,8.5527,8.7347,7.8976,7.9795,76114478.0
2020-06-08,8.5163,8.7074,8.2798,8.6892,70443990.0
2020-06-09,9.4262,9.5172,7.9704,8.0705,133196423.0
2020-06-10,7.7703,7.8112,7.097,7.2243,74256597.0
2020-06-11,6.4237,6.9332,6.0051,6.1507,70748292.0
2020-06-12,6.7239,6.7967,6.3691,6.642,47304818.0
2020-06-13,6.7239,6.7967,6.3691,6.642,47304818.0
2020-06-14,6.7239,6.7967,6.3691,6.642,47304818.0
2020-06-15,6.2781,6.6875,6.1324,6.5419,42476022.0
2020-06-16,7.4336,7.4882,6.8422,6.9514,68668155.0
2020-06-17,6.824,6.9878,6.5055,6.5055,36937190.0
2020-06-18,6.3964,6.7376,6.2963,6.6329,26083332.0
2020-06-19,6.7239,6.733,6.1871,6.2599,53971927.0
2020-06-20,6.7239,6.733,6.1871,6.2599,53971927.0
2020-06-21,6.7239,6.733,6.1871,6.2599,53971927.0
2020-06-22,6.2508,6.5055,6.178,6.4419,28786296.0
2020-06-23,6.4601,6.551,6.3145,6.5055,26238278.0
2020-06-24,6.3236,6.451,5.9323,6.1689,35628210.0
2020-06-25,5.9505,6.1052,5.7867,5.9141,33257701.0
2020-06-26,5.8504,5.9869,5.4592,5.4774,63769958.0
2020-06-27,5.8504,5.9869,5.4592,5.4774,63769958.0
2020-06-28,5.8504,5.9869,5.4592,5.4774,63769958.0
2020-06-29,5.532,6.0415,5.4228,6.0233,37160383.0
2020-06-30,6.0051,6.3145,5.7867,6.2599,35677024.0
2020-07-01,6.2417,6.5237,5.8095,5.9869,46005923.0
2020-07-02,6.1325,6.269,5.9232,6.1871,32021564.0
2020-07-03,6.1325,6.269,5.9232,6.1871,32021564.0
2020-07-04,6.1325,6.269,5.9232,6.1871,32021564.0
2020-07-05,6.1325,6.269,5.9232,6.1871,32021564.0
2020-07-06,6.2872,6.3509,5.9505,6.0142,27944441.0
2020-07-07,5.905,6.2417,5.7867,5.9687,30770205.0
2020-07-08,5.996,6.2417,5.8413,6.2417,28382342.0
2020-07-09,6.1052,6.1962,5.8504,6.0324,30915644.0
2020-07-10,5.9596,6.2417,5.8777,6.1598,20519467.0
2020-07-11,5.9596,6.2417,5.8777,6.1598,20519467.0
2020-07-12,5.9596,6.2417,5.8777,6.1598,20519467.0
2020-07-13,6.1325,6.2053,5.8504,5.9778,32229865.0
2020-07-14,5.8777,6.1734,5.814,6.1234,25951342.0
2020-07-15,6.2417,6.5783,6.2326,6.5601,32570422.0
2020-07-16,6.3145,6.501,6.087,6.269,21387237.0
2020-07-17,6.2599,6.2818,6.0461,6.0506,16328273.0
2020-07-18,6.2599,6.2818,6.0461,6.0506,16328273.0
2020-07-19,6.2599,6.2818,6.0461,6.0506,16328273.0
2020-07-20,5.996,6.066,5.7867,5.8322,20271786.0
2020-07-21,5.8959,6.3857,5.8413,6.1871,33137945.0
2020-07-22,5.905,5.9782,5.7413,5.8777,42872701.0
2020-07-23,5.7958,6.178,5.7504,6.0688,29548831.0
2020-07-24,5.9596,6.0961,5.8322,5.8686,18896038.0
2020-07-25,5.9596,6.0961,5.8322,5.8686,18896038.0
2020-07-26,5.9596,6.0961,5.8322,5.8686,18896038.0
2020-07-27,5.8595,5.8595,5.5684,5.6503,26162928.0
2020-07-28,5.6412,5.9551,5.5957,5.8504,23990733.0
2020-07-29,5.8777,6.1143,5.8413,5.905,22529421.0
2020-07-30,5.7777,5.8686,5.623,5.6594,18802410.0
2020-07-31,5.6958,5.7504,5.4592,5.5138,23038319.0
2020-08-01,5.6958,5.7504,5.4592,5.5138,23038319.0
2020-08-02,5.6958,5.7504,5.4592,5.5138,23038319.0
2020-08-03,5.5502,5.6412,5.2954,5.5502,22022507.0
2020-08-04,5.5047,5.6958,5.4865,5.5775,18003908.0
2020-08-05,5.6594,5.996,5.6503,5.8231,27781370.0
2020-08-06,5.814,5.8413,5.6594,5.6776,16297373.0
2020-08-07,5.6412,6.087,5.5957,6.0233,25356772.0
2020-08-08,5.6412,6.087,5.5957,6.0233,25356772.0
2020-08-09,5.6412,6.087,5.5957,6.0233,25356772.0
2020-08-10,6.0597,6.6314,6.0051,6.4964,29009483.0
2020-08-11,6.7148,6.9696,6.3236,6.3964,30199711.0
2020-08-12,6.5237,6.6329,6.1598,6.4782,23080140.0
2020-08-13,6.3327,6.4055,6.2508,6.3418,15430258.0
2020-08-14,6.36,7.0515,6.2963,6.5419,44989467.0
2020-08-15,6.36,7.0515,6.2963,6.5419,44989467.0
2020-08-16,6.36,7.0515,6.2963,6.5419,44989467.0
2020-08-17,6.5601,6.642,6.2053,6.5055,23038405.0
2020-08-18,6.269,6.269,5.8413,5.9596,43986023.0
2020-08-19,5.9414,6.1871,5.8686,5.9323,18443471.0
2020-08-20,5.8231,5.9915,5.714,5.714,22026413.0
2020-08-21,5.7231,5.8322,5.6412,5.6958,16676327.0
2020-08-22,5.7231,5.8322,5.6412,5.6958,16676327.0
2020-08-23,5.7231,5.8322,5.6412,5.6958,16676327.0
2020-08-24,5.7958,6.0233,5.7049,6.0142,24158915.0
2020-08-25,6.087,6.1234,5.7777,5.9778,18155571.0
2020-08-26,5.9141,6.1598,5.9096,5.9232,17143490.0
2020-08-27,5.9687,6.1416,5.9323,6.0233,22453737.0
2020-08-28,6.0597,6.36,5.996,6.3236,19725905.0
2020-08-29,6.0597,6.36,5.996,6.3236,19725905.0
2020-08-30,6.0597,6.36,5.996,6.3236,19725905.0
2020-08-31,6.3145,6.3691,6.0961,6.3418,24871444.0
2020-09-01,6.2599,6.5055,6.1495,6.3782,25777134.0
2020-09-02,6.7785,7.0879,6.1689,6.4146,85252404.0
2020-09-03,6.4419,7.2607,6.4328,6.9241,80572106.0
2020-09-04,6.9696,7.1061,6.6693,6.9605,36679144.0
2020-09-05,6.9696,7.1061,6.6693,6.9605,36679144.0
2020-09-06,6.9696,7.1061,6.6693,6.9605,36679144.0
2020-09-07,6.9696,7.1061,6.6693,6.9605,36679144.0
2020-09-08,6.8513,7.2516,6.6238,6.9332,31923452.0
2020-09-09,6.9605,6.9605,6.6966,6.8695,20040422.0
2020-09-10,6.8786,7.097,6.733,6.733,17750216.0
2020-09-11,6.733,6.7512,6.3418,6.4146,20064650.0
2020-09-12,6.733,6.7512,6.3418,6.4146,20064650.0
2020-09-13,6.733,6.7512,6.3418,6.4146,20064650.0
2020-09-14,6.4782,6.6238,6.4191,6.551,13693941.0
2020-09-15,6.6056,6.6466,6.2417,6.2508,23477673.0
2020-09-16,6.2781,6.4964,6.1378,6.3509,20790160.0
2020-09-17,6.269,6.4327,6.2235,6.2417,12596280.0
2020-09-18,6.2508,6.2963,6.1234,6.1507,22678294.0
2020-09-19,6.2508,6.2963,6.1234,6.1507,22678294.0
2020-09-20,6.2508,6.2963,6.1234,6.1507,22678294.0
2020-09-21,5.9778,6.0051,5.6776,5.7413,25119525.0
2020-09-22,5.8049,5.814,5.5866,5.7049,21823889.0
2020-09-23,5.7595,5.8959,5.5593,5.5593,18078252.0
2020-09-24,5.5593,5.6503,5.3591,5.4865,20520064.0
2020-09-25,5.4865,5.5684,5.4137,5.4865,17368422.0
2020-09-26,5.4865,5.5684,5.4137,5.4865,17368422.0
2020-09-27,5.4865,5.5684,5.4137,5.4865,17368422.0
2020-09-28,5.5684,5.6685,5.4137,5.4228,22065988.0
2020-09-29,5.441,5.4501,5.0953,5.1589,29094025.0
2020-09-30,5.1862,5.3773,5.1771,5.1862,22245828.0
2020-10-01,5.2135,5.4455,5.1771,5.3136,21595738.0
2020-10-02,5.1043,5.494,5.068,5.4683,22185015.0
2020-10-03,5.1043,5.494,5.068,5.4683,22185015.0
2020-10-04,5.1043,5.494,5.068,5.4683,22185015.0
2020-10-05,5.5229,5.6412,5.4592,5.5138,14630974.0
2020-10-06,5.5866,5.623,5.2499,5.2863,22708218.0
2020-10-07,5.3955,5.5411,5.3318,5.4228,17965459.0
2020-10-08,5.4774,5.7504,5.441,5.7231,21298765.0
2020-10-09,5.8231,5.8686,5.5866,5.6685,19317369.0
2020-10-10,5.8231,5.8686,5.5866,5.6685,19317369.0
2020-10-11,5.8231,5.8686,5.5866,5.6685,19317369.0
2020-10-12,5.7595,6.0051,5.6321,5.6503,24736478.0
2020-10-13,5.6321,5.6502,5.4683,5.5775,14656360.0
2020-10-14,5.6048,5.6867,5.5593,5.5684,12255350.0
2020-10-15,5.4774,5.714,5.4592,5.7049,13159136.0
2020-10-16,5.7504,5.7595,5.5866,5.6048,14972604.0
2020-10-17,5.7504,5.7595,5.5866,5.6048,14972604.0
2020-10-18,5.7504,5.7595,5.5866,5.6048,14972604.0
2020-10-19,5.6412,5.7049,5.4956,5.5502,13988314.0
2020-10-20,5.5957,5.8868,5.5957,5.7686,25161333.0
2020-10-21,5.7867,5.9414,5.5957,5.9323,24113686.0
2020-10-22,5.8777,6.3782,5.8777,6.3782,25144841.0
2020-10-23,6.3873,6.6102,6.2508,6.5783,23311704.0
2020-10-24,6.3873,6.6102,6.2508,6.5783,23311704.0
2020-10-25,6.3873,6.6102,6.2508,6.5783,23311704.0
2020-10-26,6.451,6.5328,6.0006,6.1416,21466966.0
2020-10-27,6.0961,6.178,5.8231,5.8686,15569963.0
2020-10-28,5.714,5.8049,5.5092,5.5593,18864376.0
2020-10-29,5.5593,5.7183,5.4683,5.6412,14791903.0
2020-10-30,5.6594,5.7549,5.5138,5.6503,14776131.0
2020-10-31,5.6594,5.7549,5.5138,5.6503,14776131.0
2020-11-01,5.6594,5.7549,5.5138,5.6503,14776131.0
2020-11-02,5.6594,5.7049,5.4774,5.532,18122384.0
2020-11-03,5.5957,6.0506,5.5957,5.996,26646100.0
2020-11-04,5.9141,5.9232,5.6594,5.6958,23796473.0
2020-11-05,5.7322,6.0643,5.7049,5.8595,20262116.0
2020-11-06,5.8686,6.2781,5.8231,5.9778,24145267.0
2020-11-07,5.8686,6.2781,5.8231,5.9778,24145267.0
2020-11-08,5.8686,6.2781,5.8231,5.9778,24145267.0
2020-11-09,7.2971,7.9613,6.6875,7.006,56791896.0
2020-11-10,6.9878,7.3517,6.9423,7.0515,31206858.0
2020-11-11,7.1424,7.1697,6.7148,6.7421,22637286.0
2020-11-12,6.5601,6.6784,6.269,6.36,25102997.0
2020-11-13,6.4328,6.7148,6.3418,6.6966,25265461.0
2020-11-14,6.4328,6.7148,6.3418,6.6966,25265461.0
2020-11-15,6.4328,6.7148,6.3418,6.6966,25265461.0
2020-11-16,7.1697,7.3153,6.7512,7.2971,38710168.0
2020-11-17,7.1788,8.0796,7.0378,8.0068,51175190.0
2020-11-18,8.1342,8.4249,7.9067,8.1797,49357285.0
2020-11-19,7.7521,8.4072,7.3335,8.3526,64717647.0
2020-11-20,8.3071,8.6073,8.1433,8.2343,29426903.0
2020-11-21,8.3071,8.6073,8.1433,8.2343,29426903.0
2020-11-22,8.3071,8.6073,8.1433,8.2343,29426903.0
2020-11-23,8.5072,9.7811,8.48,9.4717,72355931.0
2020-11-24,10.0449,10.1996,9.6719,9.8811,57905144.0
2020-11-25,9.5763,10.3679,9.408,10.0085,54379431.0
2020-11-26,9.5763,10.3679,9.408,10.0085,54379431.0
2020-11-27,9.7265,9.9357,9.6173,9.872,24404666.0
2020-11-28,9.7265,9.9357,9.6173,9.872,24404666.0
2020-11-29,9.7265,9.9357,9.6173,9.872,24404666.0
2020-11-30,9.6901,9.8084,9.0532,9.2897,52196782.0
2020-12-01,9.2988,9.7538,9.2988,9.4626,34334065.0
2020-12-02,9.3807,10.0722,9.1942,9.9721,26953948.0
2020-12-03,10.0176,10.5544,9.9903,10.2178,31354243.0
2020-12-04,10.3725,10.7,10.2906,10.6636,23369613.0
2020-12-05,10.3725,10.7,10.2906,10.6636,23369613.0
2020-12-06,10.3725,10.7,10.2906,10.6636,23369613.0
2020-12-07,10.7182,11.1322,10.4453,10.6181,31401075.0
2020-12-08,10.509,10.9229,10.4316,10.4817,24104605.0
2020-12-09,10.7091,10.7546,10.327,10.6181,24241617.0
2020-12-10,10.3452,10.7273,10.236,10.6454,22425396.0
2020-12-11,10.4999,10.559,9.9539,10.0813,25162175.0
2020-12-12,10.4999,10.559,9.9539,10.0813,25162175.0
2020-12-13,10.4999,10.559,9.9539,10.0813,25162175.0
2020-12-14,10.2087,10.3907,9.3989,9.3989,26236313.0
2020-12-15,9.4899,9.7993,9.3807,9.772,18608154.0
2020-12-16,9.8175,9.9812,9.2806,9.3534,22809911.0
2020-12-17,9.3807,9.5399,9.1735,9.4808,16874806.0
2020-12-18,9.872,9.9175,9.3989,9.4899,24599475.0
2020-12-19,9.872,9.9175,9.3989,9.4899,24599475.0
2020-12-20,9.872,9.9175,9.3989,9.4899,24599475.0
2020-12-21,9.3807,9.7356,9.2988,9.5172,20730576.0
2020-12-22,9.6173,9.7174,9.1669,9.2169,18767250.0
2020-12-23,9.3716,10.186,9.3261,10.1268,25488159.0
2020-12-24,10.1086,10.1678,9.6901,9.7811,12326112.0
2020-12-25,10.1086,10.1678,9.6901,9.7811,12326112.0
2020-12-26,10.1086,10.1678,9.6901,9.7811,12326112.0
2020-12-27,10.1086,10.1678,9.6901,9.7811,12326112.0
2020-12-28,9.8266,10.9526,9.7729,10.609,38380336.0
2020-12-29,10.6818,10.7273,9.9903,10.4726,30468049.0
2020-12-30,10.4726,11.0139,10.418,10.9457,33395895.0
2020-12-31,10.9093,11.0094,10.1541,10.236,33345513.0
2021-01-01,10.9093,11.0094,10.1541,10.236,33345513.0
2021-01-02,10.9093,11.0094,10.1541,10.236,33345513.0
2021-01-03,10.9093,11.0094,10.1541,10.236,33345513.0
2021-01-04,10.3088,10.5453,10.0722,10.2087,31673126.0
2021-01-05,10.1814,10.5544,10.1541,10.3634,18788071.0
2021-01-06,10.4635,11.7555,10.4635,11.3824,44888515.0
2021-01-07,11.5644,11.9011,11.0003,11.1004,39106667.0
2021-01-08,11.1914,11.5462,10.8638,11.1732,23380628.0
2021-01-09,11.1914,11.5462,10.8638,11.1732,23380628.0
2021-01-10,11.1914,11.5462,10.8638,11.1732,23380628.0
2021-01-11,11.0094,11.528,10.9002,11.4279,14171110.0
2021-01-12,11.4552,11.9056,11.3278,11.801,20503293.0
2021-01-13,11.7282,12.083,11.5371,12.0011,22282910.0
2021-01-14,11.9011,12.7063,11.8465,12.6107,26930045.0
2021-01-15,12.538,12.5925,11.7737,11.8374,23205420.0
2021-01-16,12.538,12.5925,11.7737,11.8374,23205420.0
2021-01-17,12.538,12.5925,11.7737,11.8374,23205420.0
2021-01-18,12.538,12.5925,11.7737,11.8374,23205420.0
2021-01-19,12.0102,12.1649,11.4461,11.4552,20033374.0
2021-01-20,11.5371,11.7282,11.2096,11.2277,11475553.0
2021-01-21,11.2459,11.6281,11.155,11.2096,14742211.0
2021-01-22,11.1004,11.7464,10.9184,11.7191,19133129.0
2021-01-23,11.1004,11.7464,10.9184,11.7191,19133129.0
2021-01-24,11.1004,11.7464,10.9184,11.7191,19133129.0
2021-01-25,11.8556,14.3213,11.7646,12.9929,68719685.0
2021-01-26,13.3718,14.4487,12.9383,14.4123,37707548.0
2021-01-27,15.3767,20.29,15.2403,16.1319,79658750.0
2021-01-28,16.141,17.7424,14.1029,14.1666,59950061.0
2021-01-29,15.3221,15.3585,13.6844,13.6844,26677794.0
2021-01-30,15.3221,15.3585,13.6844,13.6844,26677794.0
2021-01-31,15.3221,15.3585,13.6844,13.6844,26677794.0
2021-02-01,13.921,13.9301,13.0748,13.3841,19825778.0
2021-02-02,13.3477,13.3477,12.3378,12.4652,25292821.0
2021-02-03,12.6198,13.5752,12.538,13.4205,21204094.0
2021-02-04,13.3113,14.2394,13.2749,13.8118,20483719.0
2021-02-05,13.9755,14.0847,13.4356,13.7117,12148963.0
2021-02-06,13.9755,14.0847,13.4356,13.7117,12148963.0
2021-02-07,13.9755,14.0847,13.4356,13.7117,12148963.0
2021-02-08,13.921,14.3395,13.8482,14.1211,13580405.0
2021-02-09,13.9028,14.1129,13.5479,13.9028,11679158.0
2021-02-10,14.0483,14.3213,13.7026,13.9482,11341321.0
2021-02-11,13.9846,14.3213,13.6662,13.8391,9582705.0
2021-02-12,13.739,13.7935,13.3933,13.5388,10067281.0
2021-02-13,13.739,13.7935,13.3933,13.5388,10067281.0
2021-02-14,13.739,13.7935,13.3933,13.5388,10067281.0
2021-02-15,13.739,13.7935,13.3933,13.5388,10067281.0
2021-02-16,13.6662,13.9028,13.4569,13.7208,12473129.0
2021-02-17,13.6844,13.7698,13.3477,13.375,11952842.0
2021-02-18,13.2658,13.2658,12.6926,13.0293,16273756.0
2021-02-19,13.1021,13.6207,13.0748,13.6207,12305442.0
2021-02-20,13.1021,13.6207,13.0748,13.6207,12305442.0
2021-02-21,13.1021,13.6207,13.0748,13.6207,12305442.0
2021-02-22,13.8482,14.3031,13.7845,13.9028,18364105.0
2021-02-23,13.9301,14.6125,12.4925,14.4487,28123294.0
2021-02-24,14.6125,14.6395,13.7845,13.921,18940581.0
2021-02-25,13.921,14.8581,13.8027,14.3031,26021121.0
2021-02-26,14.1484,14.5124,13.7299,13.8391,20647378.0
2021-02-27,14.1484,14.5124,13.7299,13.8391,20647378.0
2021-02-28,14.1484,14.5124,13.7299,13.8391,20647378.0
2021-03-01,14.1848,14.7125,13.88,13.9392,17535805.0
2021-03-02,14.0483,14.3213,13.8573,13.8573,13476319.0
2021-03-03,14.0483,14.6467,13.9301,14.4305,17845276.0
2021-03-04,14.2758,14.5397,13.3568,13.7754,22950864.0
2021-03-05,13.9846,14.2667,13.0384,13.7572,18732230.0
2021-03-06,13.9846,14.2667,13.0384,13.7572,18732230.0
2021-03-07,13.9846,14.2667,13.0384,13.7572,18732230.0
2021-03-08,14.0119,15.1129,13.8209,15.0128,25587146.0
2021-03-09,14.849,15.8226,14.4487,15.5678,24120182.0
2021-03-10,15.5041,15.9272,14.9492,15.4222,18559446.0
2021-03-11,15.586,15.6315,15.1138,15.5132,14807594.0
2021-03-12,15.5314,17.1328,15.4685,17.0418,27036120.0
2021-03-13,15.5314,17.1328,15.4685,17.0418,27036120.0
2021-03-14,15.5314,17.1328,15.4685,17.0418,27036120.0
2021-03-15,16.9326,19.1982,16.8507,18.8888,42183805.0
2021-03-16,18.3429,19.048,18.17,18.3156,25304161.0
2021-03-17,18.0517,18.3338,17.3619,17.9244,17820423.0
2021-03-18,17.7697,18.0836,16.9144,17.0327,17993032.0
2021-03-19,17.0418,17.2101,16.5504,17.0236,14609475.0
2021-03-20,17.0418,17.2101,16.5504,17.0236,14609475.0
2021-03-21,17.0418,17.2101,16.5504,17.0236,14609475.0
2021-03-22,17.151,17.2056,16.1774,16.1774,16110479.0
2021-03-23,15.9045,16.141,14.5579,14.6397,24517190.0
2021-03-24,14.9673,15.6952,13.8664,13.8846,23496427.0
2021-03-25,13.648,15.04,13.4296,14.9491,27527956.0
2021-03-26,15.1493,15.5223,14.5806,14.94,19727526.0
2021-03-27,15.1493,15.5223,14.5806,14.94,19727526.0
2021-03-28,15.1493,15.5223,14.5806,14.94,19727526.0
2021-03-29,14.6852,15.1379,14.3122,14.4396,15771020.0
2021-03-30,14.5488,15.1038,14.3213,15.0765,13862818.0
2021-03-31,15.1584,15.5178,14.4896,14.7307,19560180.0
2021-04-01,14.8308,14.8399,14.0347,14.3031,16208329.0
2021-04-02,14.8308,14.8399,14.0347,14.3031,16208329.0
2021-04-03,14.8308,14.8399,14.0347,14.3031,16208329.0
2021-04-04,14.8308,14.8399,14.0347,14.3031,16208329.0
2021-04-05,14.5215,14.667,14.0665,14.3668,12451815.0
2021-04-06,14.2121,14.9309,14.1666,14.667,13650799.0
2021-04-07,14.5579,14.8263,14.2849,14.5306,13352606.0
2021-04-08,14.385,14.7216,14.0301,14.7125,11669921.0
2021-04-09,14.6579,15.2403,14.3668,15.2221,14254965.0
2021-04-10,14.6579,15.2403,14.3668,15.2221,14254965.0
2021-04-11,14.6579,15.2403,14.3668,15.2221,14254965.0
2021-04-12,15.031,15.5587,14.9218,15.5223,14371121.0
2021-04-13,15.5041,15.5496,14.3986,15.1311,18443636.0
2021-04-14,15.2676,15.7953,15.1766,15.2949,19496915.0
2021-04-15,15.5223,15.586,14.889,15.2312,13521962.0
2021-04-16,15.213,15.4222,14.9264,15.2676,9574932.0
2021-04-17,15.213,15.4222,14.9264,15.2676,9574932.0
2021-04-18,15.213,15.4222,14.9264,15.2676,9574932.0
2021-04-19,15.3858,15.5496,15.0583,15.2858,11270250.0
2021-04-20,15.0401,15.0769,14.1575,14.5579,15705340.0
2021-04-21,14.5124,15.222,14.3577,15.1675,11401677.0
2021-04-22,15.304,15.768,15.172,15.3767,14530020.0
2021-04-23,15.4677,15.52,15.0992,15.3949,8625857.0
2021-04-24,15.4677,15.52,15.0992,15.3949,8625857.0
2021-04-25,15.4677,15.52,15.0992,15.3949,8625857.0
2021-04-26,15.4677,15.7953,14.8581,14.9764,12093782.0
2021-04-27,15.0128,15.9863,15.0128,15.859,18284610.0
2021-04-28,15.6861,15.9318,15.4495,15.5678,13990198.0
2021-04-29,15.7407,15.9227,15.0492,15.2676,12323450.0
2021-04-30,15.2221,15.3767,14.9673,15.0856,9795726.0
2021-05-01,15.2221,15.3767,14.9673,15.0856,9795726.0
2021-05-02,15.2221,15.3767,14.9673,15.0856,9795726.0
2021-05-03,15.1675,16.3776,15.031,16.2957,19733655.0
2021-05-04,16.1137,16.141,15.4403,16.1228,11631686.0
