,LLY US Equity,LLY US Equity,LLY US Equity,LLY US Equity,LLY US Equity
2021-03-01,198.5008,200.8737,197.5361,199.1663,2797548.0
2021-03-02,201.5007,202.5232,196.8802,196.9188,3445286.0
2021-03-03,196.176,197.0828,192.6406,194.8545,3660317.0
2021-03-04,196.5811,197.4975,191.5844,193.4461,4308430.0
2021-03-05,193.9091,200.3239,193.7741,199.6004,3876160.0
2021-03-06,193.9091,200.3239,193.7741,199.6004,3876160.0
2021-03-07,193.9091,200.3239,193.7741,199.6004,3876160.0
2021-03-08,199.6776,203.4296,199.0216,199.7065,3300343.0
2021-03-09,200.9702,204.6551,198.7708,198.8191,4227322.0
2021-03-10,199.5667,200.6808,197.1599,198.1824,3400164.0
2021-03-11,199.2049,199.9188,197.0442,197.9509,4037377.0
2021-03-12,197.6422,201.0859,195.1246,200.7194,4541373.0
2021-03-13,197.6422,201.0859,195.1246,200.7194,4541373.0
2021-03-14,197.6422,201.0859,195.1246,200.7194,4541373.0
2021-03-15,186.1825,186.3465,181.5426,182.4687,12405564.0
2021-03-16,184.7611,184.8416,180.6069,184.1471,6194240.0
2021-03-17,183.0185,183.115,179.9606,180.1246,5134224.0
2021-03-18,179.4397,180.4719,177.2983,177.4237,4239983.0
2021-03-19,178.1664,179.2275,177.3754,177.7709,6048561.0
2021-03-20,178.1664,179.2275,177.3754,177.7709,6048561.0
2021-03-21,178.1664,179.2275,177.3754,177.7709,6048561.0
2021-03-22,177.5394,179.3336,176.7195,179.2661,2666600.0
2021-03-23,178.7934,180.0523,176.7677,177.1825,3284889.0
2021-03-24,177.2018,177.332,173.4591,173.7967,3931458.0
2021-03-25,174.5973,177.1439,173.8449,176.6134,2630505.0
2021-03-26,177.5394,179.3336,176.1697,178.7549,2868368.0
2021-03-27,177.5394,179.3336,176.1697,178.7549,2868368.0
2021-03-28,177.5394,179.3336,176.1697,178.7549,2868368.0
2021-03-29,178.1278,181.031,177.0137,179.7484,3002626.0
2021-03-30,178.9671,180.25,178.1761,178.9381,2523602.0
2021-03-31,179.0057,181.2918,178.7066,180.2114,3621314.0
2021-04-01,180.2114,181.4172,178.1278,178.6873,2340366.0
2021-04-02,180.2114,181.4172,178.1278,178.6873,2340366.0
2021-04-03,180.2114,181.4172,178.1278,178.6873,2340366.0
2021-04-04,180.2114,181.4172,178.1278,178.6873,2340366.0
2021-04-05,179.025,179.324,176.623,178.3497,2864920.0
2021-04-06,178.1568,179.0635,176.0346,176.3336,2488379.0
2021-04-07,176.4301,176.7002,174.8095,175.8706,3406606.0
2021-04-08,176.4783,177.4623,176.0153,176.1504,2393198.0
2021-04-09,176.0732,178.5909,175.9574,177.9639,2611218.0
2021-04-10,176.0732,178.5909,175.9574,177.9639,2611218.0
2021-04-11,176.0732,178.5909,175.9574,177.9639,2611218.0
2021-04-12,176.9414,177.4333,174.4816,175.3883,2876088.0
2021-04-13,174.771,177.1439,174.771,176.0732,3089142.0
2021-04-14,176.1311,177.9436,175.6102,176.5266,2002075.0
2021-04-15,177.2886,181.0796,176.9221,179.3433,2586643.0
2021-04-16,180.7516,183.5683,180.2693,182.5555,3732096.0
2021-04-17,180.7516,183.5683,180.2693,182.5555,3732096.0
2021-04-18,180.7516,183.5683,180.2693,182.5555,3732096.0
2021-04-19,182.5458,184.1278,181.4172,182.9317,2966439.0
2021-04-20,183.6744,186.6551,183.4429,183.8674,2461129.0
2021-04-21,184.7838,186.1825,183.086,184.1953,2219772.0
2021-04-22,183.279,184.504,180.1439,180.4333,2982838.0
2021-04-23,180.414,182.4397,180.414,182.0442,2483203.0
2021-04-24,180.414,182.4397,180.414,182.0442,2483203.0
2021-04-25,180.414,182.4397,180.414,182.0442,2483203.0
2021-04-26,181.8995,181.9767,179.4783,180.5973,2797528.0
2021-04-27,177.4912,179.295,174.3947,175.7645,6838740.0
2021-04-28,175.0314,175.5619,172.2609,174.1632,4682764.0
2021-04-29,174.6552,176.1697,173.6327,175.7549,2432461.0
2021-04-30,175.4076,177.443,174.7806,176.3047,3103881.0
2021-05-01,175.4076,177.443,174.7806,176.3047,3103881.0
2021-05-02,175.4076,177.443,174.7806,176.3047,3103881.0
2021-05-03,176.5169,179.7581,176.4494,179.3433,3196957.0
2021-05-04,180.8963,183.3561,180.1729,181.5426,3703540.0
2021-05-05,181.9767,186.7227,181.5137,185.9896,4274374.0
2021-05-06,184.7741,187.2339,182.6256,187.0313,3101937.0
2021-05-07,187.9284,189.3241,187.041,188.5072,2526753.0
2021-05-08,187.9284,189.3241,187.041,188.5072,2526753.0
2021-05-09,187.9284,189.3241,187.041,188.5072,2526753.0
2021-05-10,189.2307,189.6551,186.6551,187.8706,2242047.0
2021-05-11,186.549,188.8256,186.1825,187.8609,1850449.0
2021-05-12,187.8609,188.7291,185.9124,186.3658,2397601.0
2021-05-13,186.2689,190.0089,185.7845,188.8753,2175323.0
2021-05-14,189.6213,191.1328,188.8559,190.1057,1823874.0
2021-05-15,189.6213,191.1328,188.8559,190.1057,1823874.0
2021-05-16,189.6213,191.1328,188.8559,190.1057,1823874.0
2021-05-17,190.3673,193.4,189.0206,189.4469,2465967.0
2021-05-18,188.9334,190.2414,187.5576,188.5749,2369384.0
2021-05-19,187.5866,191.249,187.1022,190.3964,3070497.0
2021-05-20,191.0262,194.8242,190.067,193.3225,3494708.0
2021-05-21,193.7778,195.6381,193.2643,193.6616,2579208.0
2021-05-22,193.7778,195.6381,193.2643,193.6616,2579208.0
2021-05-23,193.7778,195.6381,193.2643,193.6616,2579208.0
2021-05-24,194.7467,197.2804,193.8166,194.7661,2074926.0
2021-05-25,195.1633,195.5703,192.9446,193.0221,2919227.0
2021-05-26,193.0318,196.1419,192.0823,194.737,2891438.0
2021-05-27,194.4076,195.1149,189.4178,193.0027,9340280.0
2021-05-28,192.9252,195.9869,192.3536,193.5259,2386024.0
2021-05-29,192.9252,195.9869,192.3536,193.5259,2386024.0
2021-05-30,192.9252,195.9869,192.3536,193.5259,2386024.0
2021-05-31,192.9252,195.9869,192.3536,193.5259,2386024.0
2021-06-01,194.0879,194.6401,190.5611,192.247,3070326.0
2021-06-02,192.8186,194.6692,192.0823,192.9349,2030286.0
2021-06-03,192.7993,197.3046,192.4311,196.3938,3066605.0
2021-06-04,196.481,198.0894,195.0279,195.735,2817826.0
2021-06-05,196.481,198.0894,195.0279,195.735,2817826.0
2021-06-06,196.481,198.0894,195.0279,195.735,2817826.0
2021-06-07,195.7059,226.0709,195.5509,215.5972,17231372.0
2021-06-08,214.8124,215.355,210.6074,213.8338,4618467.0
2021-06-09,214.4636,219.6762,213.4075,218.969,4934884.0
2021-06-10,219.9088,228.5096,219.2112,226.2744,5598166.0
2021-06-11,219.9669,222.4473,214.6671,217.1184,5635964.0
2021-06-12,219.9669,222.4473,214.6671,217.1184,5635964.0
2021-06-13,219.9669,222.4473,214.6671,217.1184,5635964.0
2021-06-14,217.254,219.6084,216.0817,219.0658,2720733.0
2021-06-15,219.0658,219.6084,215.9363,216.5661,2188900.0
2021-06-16,216.5758,217.38,213.3494,213.892,2548827.0
2021-06-17,213.4172,216.1543,213.4172,215.2969,1891008.0
2021-06-18,213.5722,214.173,211.5279,211.7507,4016656.0
2021-06-19,213.5722,214.173,211.5279,211.7507,4016656.0
2021-06-20,213.5722,214.173,211.5279,211.7507,4016656.0
2021-06-21,212.2836,216.8083,211.2954,215.7426,3671287.0
2021-06-22,215.7038,216.6533,213.6525,214.5508,1658943.0
2021-06-23,215.2775,215.3259,210.249,210.3458,2419664.0
2021-06-24,227.6114,231.923,223.2514,225.7221,12290462.0
2021-06-25,225.8674,226.2258,222.2535,223.0577,6992228.0
2021-06-26,225.8674,226.2258,222.2535,223.0577,6992228.0
2021-06-27,225.8674,226.2258,222.2535,223.0577,6992228.0
2021-06-28,221.8756,222.7282,219.82,221.1199,2507615.0
2021-06-29,221.149,224.201,220.7614,222.2341,1621247.0
2021-06-30,222.9317,223.6641,221.9338,222.3794,1786736.0
2021-07-01,222.3698,224.2978,221.5462,223.9394,1977362.0
2021-07-02,224.7532,226.9235,224.1331,226.6813,1994140.0
2021-07-03,224.7532,226.9235,224.1331,226.6813,1994140.0
2021-07-04,224.7532,226.9235,224.1331,226.6813,1994140.0
2021-07-05,224.7532,226.9235,224.1331,226.6813,1994140.0
2021-07-06,226.3616,228.2461,225.9741,228.0959,3125526.0
2021-07-07,227.3789,229.2295,226.1969,228.4834,3141508.0
2021-07-08,226.5554,229.8883,224.8792,229.743,2431482.0
2021-07-09,229.7914,231.0526,225.509,227.6793,4030341.0
2021-07-10,229.7914,231.0526,225.509,227.6793,4030341.0
2021-07-11,229.7914,231.0526,225.509,227.6793,4030341.0
2021-07-12,227.8537,230.5956,227.8343,228.6675,2928611.0
2021-07-13,228.6385,229.2876,226.7491,227.9796,1974044.0
2021-07-14,228.4544,229.8496,227.4274,228.997,2103449.0
2021-07-15,227.6986,228.6482,223.513,224.2688,3611300.0
2021-07-16,225.2667,225.7899,224.0169,225.228,2229059.0
2021-07-17,225.2667,225.7899,224.0169,225.228,2229059.0
2021-07-18,225.2667,225.7899,224.0169,225.228,2229059.0
2021-07-19,224.666,227.0107,223.3968,226.8557,2305943.0
2021-07-20,227.689,230.3534,226.6571,227.7083,2297813.0
2021-07-21,229.026,229.9852,226.3228,229.9077,1651502.0
2021-07-22,229.898,232.2427,229.0163,231.0704,1703495.0
2021-07-23,231.8358,236.9418,231.1382,236.5543,2448303.0
2021-07-24,231.8358,236.9418,231.1382,236.5543,2448303.0
2021-07-25,231.8358,236.9418,231.1382,236.5543,2448303.0
2021-07-26,235.0234,237.6491,235.0234,235.6435,2678920.0
2021-07-27,236.128,236.4671,235.1106,236.002,2116551.0
2021-07-28,235.7986,240.6721,235.0913,238.8409,1688130.0
2021-07-29,239.8001,240.517,234.7038,237.6976,1924383.0
2021-07-30,237.281,238.2983,235.0816,235.9245,1905119.0
2021-07-31,237.281,238.2983,235.0816,235.9245,1905119.0
2021-08-01,237.281,238.2983,235.0816,235.9245,1905119.0
2021-08-02,238.0851,240.1731,236.6512,238.9281,1958943.0
2021-08-03,237.1356,251.3008,235.9245,248.0259,5406183.0
2021-08-04,248.0356,262.2299,247.4737,254.3043,3892600.0
2021-08-05,255.0891,257.2498,253.1998,255.9708,2262446.0
2021-08-06,255.312,256.0483,252.6282,255.2442,2155214.0
2021-08-07,255.312,256.0483,252.6282,255.2442,2155214.0
2021-08-08,255.312,256.0483,252.6282,255.2442,2155214.0
2021-08-09,256.3487,264.5455,256.2712,258.8484,3238463.0
2021-08-10,258.4512,262.6465,257.8989,261.0672,2060223.0
2021-08-11,261.2028,262.5108,254.4884,255.8836,2813289.0
2021-08-12,255.8349,257.1326,254.1728,256.0974,2100876.0
2021-08-13,255.7863,258.2552,255.6599,256.8166,1482410.0
2021-08-14,255.7863,258.2552,255.6599,256.8166,1482410.0
2021-08-15,255.7863,258.2552,255.6599,256.8166,1482410.0
2021-08-16,257.4679,262.6973,256.8701,262.3863,2623287.0
2021-08-17,263.5722,268.1504,259.7035,265.0788,2096073.0
2021-08-18,264.3984,267.0714,260.5298,261.006,2527494.0
2021-08-19,258.7024,264.2404,258.0025,262.8334,1901013.0
2021-08-20,261.842,265.2309,261.5309,263.3292,1536829.0
2021-08-21,261.842,265.2309,261.5309,263.3292,1536829.0
2021-08-22,261.842,265.2309,261.5309,263.3292,1536829.0
2021-08-23,264.6803,265.2732,260.209,260.3256,2438890.0
2021-08-24,258.751,259.9563,254.4546,255.4169,3736297.0
2021-08-25,255.4267,257.118,253.9784,256.4862,2388585.0
2021-08-26,256.6125,258.158,253.2882,254.0075,1732985.0
2021-08-27,255.1739,255.7627,251.3442,252.4814,1839899.0
2021-08-28,255.1739,255.7627,251.3442,252.4814,1839899.0
2021-08-29,255.1739,255.7627,251.3442,252.4814,1839899.0
2021-08-30,253.7256,256.6806,252.3454,254.9698,1300723.0
2021-08-31,255.485,256.2577,250.6443,251.0623,2733435.0
2021-09-01,251.3053,251.5289,247.3686,250.1972,2956822.0
2021-09-02,250.2069,252.462,249.2932,252.3065,1469713.0
2021-09-03,253.5312,253.6868,249.5981,252.2676,1124527.0
2021-09-04,253.5312,253.6868,249.5981,252.2676,1124527.0
2021-09-05,253.5312,253.6868,249.5981,252.2676,1124527.0
2021-09-06,253.5312,253.6868,249.5981,252.2676,1124527.0
2021-09-07,251.7524,253.5215,247.2909,247.67,2403689.0
2021-09-08,247.4756,248.5545,246.5813,247.7088,1542529.0
2021-09-09,246.2022,246.9118,232.9633,233.2841,4976593.0
2021-09-10,235.4225,237.0653,231.8941,232.7981,4633548.0
2021-09-11,235.4225,237.0653,231.8941,232.7981,4633548.0
2021-09-12,235.4225,237.0653,231.8941,232.7981,4633548.0
2021-09-13,233.323,234.4019,228.5698,231.3012,2832834.0
2021-09-14,232.0399,233.0838,225.4885,226.5675,3825977.0
2021-09-15,227.0438,232.6815,226.5383,227.1896,2802576.0
2021-09-16,227.5298,228.1227,223.3015,224.5748,2958684.0
2021-09-17,223.2821,224.3707,221.8435,223.6611,4480241.0
2021-09-18,223.2821,224.3707,221.8435,223.6611,4480241.0
2021-09-19,223.2821,224.3707,221.8435,223.6611,4480241.0
2021-09-20,221.7074,226.2175,220.9298,225.158,2803437.0
2021-09-21,225.5663,227.1798,223.3112,223.7292,2172825.0
2021-09-22,223.5639,224.5651,221.2117,221.9115,2529635.0
2021-09-23,222.8835,227.6464,222.6016,225.6829,1912322.0
2021-09-24,226.2564,228.7983,224.8664,225.1969,1642578.0
2021-09-25,226.2564,228.7983,224.8664,225.1969,1642578.0
2021-09-26,226.2564,228.7983,224.8664,225.1969,1642578.0
2021-09-27,223.5348,224.5943,219.2997,220.0647,2785922.0
2021-09-28,220.055,220.0647,214.0382,215.399,3583251.0
2021-09-29,219.1024,224.9636,218.2762,223.9139,3971031.0
2021-09-30,226.2661,230.5236,224.3416,224.5846,3787048.0
2021-10-01,224.536,225.1969,219.1413,223.1654,2215772.0
2021-10-02,224.536,225.1969,219.1413,223.1654,2215772.0
2021-10-03,224.536,225.1969,219.1413,223.1654,2215772.0
2021-10-04,221.4255,223.7486,217.9457,218.5581,4784747.0
2021-10-05,220.1036,226.0523,219.8457,224.4679,2802025.0
2021-10-06,224.1083,224.3902,219.7245,221.4741,2462722.0
2021-10-07,222.7086,227.5589,222.5919,226.655,2001803.0
2021-10-08,226.8882,229.2114,225.0706,227.3937,2563117.0
2021-10-09,226.8882,229.2114,225.0706,227.3937,2563117.0
2021-10-10,226.8882,229.2114,225.0706,227.3937,2563117.0
2021-10-11,230.0765,231.3304,227.0632,227.1312,1892511.0
2021-10-12,228.1324,228.4921,225.4885,226.2661,1719458.0
2021-10-13,227.52,231.2623,226.2856,229.8237,2105892.0
2021-10-14,230.3778,231.7678,227.5589,230.0667,1824765.0
2021-10-15,230.7763,232.6023,229.2211,231.2234,2598357.0
2021-10-16,230.7763,232.6023,229.2211,231.2234,2598357.0
2021-10-17,230.7763,232.6023,229.2211,231.2234,2598357.0
2021-10-18,231.2915,235.8697,230.0765,232.2927,2545987.0
2021-10-19,232.3704,235.7628,232.3704,235.5295,1573492.0
2021-10-20,236.9097,239.019,236.239,236.9,1537772.0
2021-10-21,238.0956,238.0956,233.1228,234.4214,1717891.0
2021-10-22,234.2172,237.2111,232.8564,236.9292,1960703.0
2021-10-23,234.2172,237.2111,232.8564,236.9292,1960703.0
2021-10-24,234.2172,237.2111,232.8564,236.9292,1960703.0
2021-10-25,237.8137,239.3755,233.7896,238.1928,2763099.0
2021-10-26,237.6582,241.9545,230.4555,241.4879,4532952.0
2021-10-27,241.6532,247.3395,241.3713,243.1695,3181498.0
2021-10-28,243.1598,249.5654,243.082,246.2605,3386510.0
2021-10-29,246.6785,249.2932,244.7248,247.6311,3152015.0
2021-10-30,246.6785,249.2932,244.7248,247.6311,3152015.0
2021-10-31,246.6785,249.2932,244.7248,247.6311,3152015.0
2021-11-01,247.9713,249.303,241.1088,242.3336,2735846.0
2021-11-02,244.2193,252.044,242.4211,249.6626,3987869.0
2021-11-03,250.5569,259.3244,250.5471,258.8093,4382930.0
2021-11-04,258.0511,263.5236,257.847,263.4166,4133581.0
2021-11-05,261.4629,261.9489,251.3247,257.5845,3745717.0
2021-11-06,261.4629,261.9489,251.3247,257.5845,3745717.0
2021-11-07,261.4629,261.9489,251.3247,257.5845,3745717.0
2021-11-08,256.6028,259.4411,251.9031,253.2396,2386204.0
2021-11-09,253.2396,254.824,251.1595,254.6879,1963849.0
2021-11-10,254.6685,258.5566,254.2797,257.2443,2215238.0
2021-11-11,254.9795,256.9236,254.6199,255.2809,1739439.0
2021-11-12,255.2807,256.0024,252.5015,253.2036,1964191.0
2021-11-13,255.2807,256.0024,252.5015,253.2036,1964191.0
2021-11-14,255.2807,256.0024,252.5015,253.2036,1964191.0
2021-11-15,252.9501,253.1646,250.7754,252.0139,1903164.0
2021-11-16,250.5804,253.8862,249.6345,251.3215,2565741.0
2021-11-17,250.4341,257.982,249.7125,254.6956,2873559.0
2021-11-18,255.4953,257.2506,253.3694,254.8419,1689635.0
2021-11-19,259.8153,264.0768,253.8375,254.2275,2788210.0
2021-11-20,259.8153,264.0768,253.8375,254.2275,2788210.0
2021-11-21,259.8153,264.0768,253.8375,254.2275,2788210.0
2021-11-22,255.7098,257.4358,252.6965,253.974,1997790.0
2021-11-23,253.0281,256.2364,252.8135,255.4563,1986326.0
2021-11-24,256.2462,258.3623,253.5937,255.4953,2518580.0
2021-11-25,256.2462,258.3623,253.5937,255.4953,2518580.0
2021-11-26,255.3002,259.2789,252.599,253.9057,1495480.0
2021-11-27,255.3002,259.2789,252.599,253.9057,1495480.0
2021-11-28,255.3002,259.2789,252.599,253.9057,1495480.0
2021-11-29,253.5644,255.8073,248.1815,248.5033,4041677.0
2021-11-30,246.982,247.6939,240.3606,241.8819,8265918.0
2021-12-01,243.2471,248.9607,241.7356,242.9448,3241515.0
2021-12-02,240.3996,243.7737,239.0344,241.7258,3817784.0
2021-12-03,245.8703,247.1868,237.045,239.4829,4169687.0
2021-12-04,245.8703,247.1868,237.045,239.4829,4169687.0
2021-12-05,245.8703,247.1868,237.045,239.4829,4169687.0
2021-12-06,239.8145,240.8092,235.5335,240.2143,3491184.0
2021-12-07,238.1762,239.3415,235.4555,239.0246,4035797.0
2021-12-08,240.4874,242.0198,233.5246,238.2542,3636201.0
2021-12-09,238.42,239.8047,236.7232,236.8695,2291050.0
2021-12-10,235.2117,238.5126,235.2117,238.0787,2380759.0
2021-12-11,235.2117,238.5126,235.2117,238.0787,2380759.0
2021-12-12,235.2117,238.5126,235.2117,238.0787,2380759.0
2021-12-13,239.4147,244.4758,239.3659,242.3597,3016836.0
2021-12-14,241.5893,243.8029,240.2728,243.1886,3423994.0
2021-12-15,255.5635,268.6991,250.824,268.4456,10016675.0
2021-12-16,268.8259,276.8564,265.2958,272.1122,5546435.0
2021-12-17,269.8011,269.8011,258.7471,260.7807,7588876.0
2021-12-18,269.8011,269.8011,258.7471,260.7807,7588876.0
2021-12-19,269.8011,269.8011,258.7471,260.7807,7588876.0
2021-12-20,262.5458,263.3015,253.8862,256.9385,3479415.0
2021-12-21,257.4456,259.3472,254.1008,258.3038,2702522.0
2021-12-22,258.1672,259.9421,256.3242,259.8835,2720994.0
2021-12-23,262.3702,268.4358,260.0591,266.3197,2632221.0
2021-12-24,262.3702,268.4358,260.0591,266.3197,2632221.0
2021-12-25,262.3702,268.4358,260.0591,266.3197,2632221.0
2021-12-26,262.3702,268.4358,260.0591,266.3197,2632221.0
2021-12-27,268.2115,273.3409,267.8995,271.4979,1677639.0
2021-12-28,272.4048,272.4633,269.0405,269.567,1034224.0
2021-12-29,268.9722,272.4243,268.8941,271.5076,1112299.0
2021-12-30,272.2585,273.6822,269.5085,270.3667,1181480.0
2021-12-31,270.5812,271.8099,269.1574,269.3622,1315736.0
2022-01-01,270.5812,271.8099,269.1574,269.3622,1315736.0
2022-01-02,270.5812,271.8099,269.1574,269.3622,1315736.0
2022-01-03,267.5972,267.5972,260.4333,264.9837,2621415.0
2022-01-04,262.3215,263.1748,257.036,260.1859,2340621.0
2022-01-05,261.5023,262.0972,253.9545,254.1788,3004151.0
2022-01-06,253.6424,254.8078,249.1176,252.8916,2863297.0
2022-01-07,253.2914,254.7639,250.3366,253.0573,2245240.0
2022-01-08,253.2914,254.7639,250.3366,253.0573,2245240.0
2022-01-09,253.2914,254.7639,250.3366,253.0573,2245240.0
2022-01-10,251.7799,253.701,249.537,253.6522,2576704.0
2022-01-11,255.0954,255.8951,250.6779,255.8073,2294001.0
2022-01-12,246.6212,251.0461,244.7391,249.5662,6562799.0
2022-01-13,247.7622,249.1566,242.3792,243.4714,3726509.0
2022-01-14,243.9395,244.3198,236.8695,238.0592,2894255.0
2022-01-15,243.9395,244.3198,236.8695,238.0592,2894255.0
2022-01-16,243.9395,244.3198,236.8695,238.0592,2894255.0
2022-01-17,243.9395,244.3198,236.8695,238.0592,2894255.0
2022-01-18,236.7232,242.3499,236.0796,240.9359,3241277.0
2022-01-19,240.2143,244.1921,238.6492,238.9661,2487565.0
2022-01-20,239.4829,241.7941,236.4794,237.0938,2655380.0
2022-01-21,240.7507,241.721,236.1088,237.0255,2788638.0
2022-01-22,240.7507,241.721,236.1088,237.0255,2788638.0
2022-01-23,240.7507,241.721,236.1088,237.0255,2788638.0
2022-01-24,236.5282,237.7081,226.9032,234.451,3716587.0
2022-01-25,230.9307,235.5335,229.2826,233.5149,2525106.0
2022-01-26,233.6807,236.4111,230.053,231.9546,2913234.0
2022-01-27,234.022,237.2303,229.9067,230.8429,2178965.0
2022-01-28,231.5938,239.1319,229.2144,239.0149,3081139.0
2022-01-29,231.5938,239.1319,229.2144,239.0149,3081139.0
2022-01-30,231.5938,239.1319,229.2144,239.0149,3081139.0
2022-01-31,237.2303,239.3952,235.9089,239.2977,3237085.0
2022-02-01,240.9164,242.662,237.2226,242.1159,2449373.0
2022-02-02,239.2586,245.6222,237.9665,244.6026,2586720.0
2022-02-03,241.3553,241.9599,235.1142,238.7321,3473574.0
2022-02-04,236.6939,238.0397,235.2312,236.2551,3569451.0
2022-02-05,236.6939,238.0397,235.2312,236.2551,3569451.0
2022-02-06,236.6939,238.0397,235.2312,236.2551,3569451.0
2022-02-07,236.3916,237.9714,234.3377,237.5033,3948368.0
2022-02-08,235.8943,236.8597,231.5743,233.9537,2614999.0
2022-02-09,235.2702,238.3907,235.0752,237.2303,1759921.0
2022-02-10,233.944,238.0299,232.1984,233.6904,2283142.0
2022-02-11,233.2906,234.6558,229.0193,229.8872,2054452.0
2022-02-12,233.2906,234.6558,229.0193,229.8872,2054452.0
2022-02-13,233.2906,234.6558,229.0193,229.8872,2054452.0
2022-02-14,229.143,231.9632,227.0572,229.8187,2572055.0
2022-02-15,231.738,239.709,231.738,238.7787,3409708.0
2022-02-16,237.5449,241.8927,237.5449,240.4826,2458988.0
2022-02-17,240.4826,240.4875,235.4199,235.9683,2059125.0
2022-02-18,233.0795,237.398,233.0795,235.322,2518105.0
2022-02-19,233.0795,237.398,233.0795,235.322,2518105.0
2022-02-20,233.0795,237.398,233.0795,235.322,2518105.0
2022-02-21,233.0795,237.398,233.0795,235.322,2518105.0
2022-02-22,234.2448,235.8606,232.5899,234.1665,2936714.0
2022-02-23,235.557,237.6428,233.0746,233.3635,2296253.0
2022-02-24,230.2985,238.8669,229.143,238.0345,3272267.0
2022-02-25,238.7787,247.6507,238.6661,245.6432,2442360.0
2022-02-26,238.7787,247.6507,238.6661,245.6432,2442360.0
2022-02-27,238.7787,247.6507,238.6661,245.6432,2442360.0
2022-02-28,241.031,244.8696,239.5132,244.7619,3188813.0
2022-03-01,242.4215,245.1438,240.3455,244.3213,2873291.0
2022-03-02,244.6934,251.1564,243.8855,248.8943,2452100.0
2022-03-03,249.5406,254.192,249.1049,253.2715,3153842.0
2022-03-04,250.892,257.9866,250.2163,257.4137,3497133.0
2022-03-05,250.892,257.9866,250.2163,257.4137,3497133.0
2022-03-06,250.892,257.9866,250.2163,257.4137,3497133.0
2022-03-07,254.4662,258.158,252.5077,256.2093,3074955.0
2022-03-08,254.5348,259.7933,253.5359,254.5348,3482650.0
2022-03-09,257.8348,262.2316,256.6303,257.3354,2965866.0
2022-03-10,257.3844,262.1729,257.3844,260.4984,2797440.0
2022-03-11,259.5681,266.08,259.5681,260.7725,2469637.0
2022-03-12,259.5681,266.08,259.5681,260.7725,2469637.0
2022-03-13,259.5681,266.08,259.5681,260.7725,2469637.0
2022-03-14,263.4067,265.2771,261.7714,263.4165,2713824.0
2022-03-15,264.2684,270.7412,264.2684,269.7424,4396863.0
2022-03-16,272.0828,272.827,267.3433,270.7021,3148591.0
2022-03-17,271.2602,279.9542,270.7119,279.5838,3270105.0
2022-03-18,279.907,285.3026,278.9473,281.6696,4557921.0
2022-03-19,279.907,285.3026,278.9473,281.6696,4557921.0
2022-03-20,279.907,285.3026,278.9473,281.6696,4557921.0
2022-03-21,281.7871,289.2,281.7871,283.6281,3495714.0
2022-03-22,283.6575,284.529,277.5078,279.104,3791830.0
2022-03-23,278.5164,282.1984,277.4686,278.2912,3149382.0
2022-03-24,280.3476,282.8545,278.7515,281.7186,2412353.0
2022-03-25,282.5118,285.5964,280.6316,283.021,2400056.0
2022-03-26,282.5118,285.5964,280.6316,283.021,2400056.0
2022-03-27,282.5118,285.5964,280.6316,283.021,2400056.0
2022-03-28,285.2811,286.3798,282.3257,285.6062,2195001.0
2022-03-29,285.9685,287.0554,281.6108,282.404,2798056.0
2022-03-30,284.5486,286.2231,282.0123,283.8729,2220148.0
2022-03-31,283.3637,285.7433,279.9853,280.426,3227759.0
2022-04-01,280.2105,287.0554,278.1052,286.5952,3066159.0
2022-04-02,280.2105,287.0554,278.1052,286.5952,3066159.0
2022-04-03,280.2105,287.0554,278.1052,286.5952,3066159.0
2022-04-04,286.6735,288.8572,284.9109,285.3711,3014182.0
2022-04-05,285.6649,289.6896,283.0993,286.4189,2324254.0
2022-04-06,289.9442,300.1969,288.6516,299.4918,4672935.0
2022-04-07,298.6693,307.4825,298.6693,302.0281,4270824.0
2022-04-08,301.607,305.8961,301.558,305.2204,3024679.0
2022-04-09,301.607,305.8961,301.558,305.2204,3024679.0
2022-04-10,301.607,305.8961,301.558,305.2204,3024679.0
2022-04-11,306.5913,307.2474,301.656,302.5471,2178073.0
2022-04-12,300.2165,303.1836,297.8663,301.6853,2688230.0
2022-04-13,300.9019,301.9008,294.1745,296.3876,2528740.0
2022-04-14,297.4452,298.1503,293.9591,295.5944,1898106.0
2022-04-15,297.4452,298.1503,293.9591,295.5944,1898106.0
2022-04-16,297.4452,298.1503,293.9591,295.5944,1898106.0
2022-04-17,297.4452,298.1503,293.9591,295.5944,1898106.0
2022-04-18,294.8208,295.7903,290.6395,292.6175,1581398.0
2022-04-19,292.2161,293.4695,287.7017,290.8451,2021659.0
2022-04-20,290.8549,292.7938,286.2329,286.84,2608630.0
2022-04-21,286.84,287.3615,280.7099,283.5987,2716751.0
2022-04-22,283.2951,283.6085,272.6214,272.9445,2772584.0
2022-04-23,283.2951,283.6085,272.6214,272.9445,2772584.0
2022-04-24,283.2951,283.6085,272.6214,272.9445,2772584.0
2022-04-25,272.9641,280.0147,271.084,279.2802,2410175.0
2022-04-26,280.2399,284.1863,276.9221,276.9594,2166647.0
2022-04-27,277.2238,282.1494,274.7659,279.1725,2352078.0
2022-04-28,289.8463,294.2725,282.5705,291.0997,5887534.0
2022-04-29,289.6504,291.1389,283.1385,286.0664,3910872.0
2022-04-30,289.6504,291.1389,283.1385,286.0664,3910872.0
2022-05-01,289.6504,291.1389,283.1385,286.0664,3910872.0
2022-05-02,285.1851,286.7617,278.3793,283.5497,2790024.0
