,EQT US Equity,EQT US Equity,EQT US Equity,EQT US Equity,EQT US Equity
2021-03-01,17.4259,17.8498,16.9395,17.7631,6782798.0
2021-03-02,17.8402,18.7071,17.6668,17.7631,4190310.0
2021-03-03,18.0039,18.3507,17.5415,17.7438,4901317.0
2021-03-04,17.7246,18.4172,17.1562,17.6379,7885912.0
2021-03-05,17.9365,18.0617,16.3663,17.32,7308159.0
2021-03-06,17.9365,18.0617,16.3663,17.32,7308159.0
2021-03-07,17.9365,18.0617,16.3663,17.32,7308159.0
2021-03-08,17.3874,17.5801,16.636,16.7324,6401586.0
2021-03-09,16.4915,17.214,16.27,17.0695,6442378.0
2021-03-10,17.2044,18.447,17.1081,18.081,7761542.0
2021-03-11,18.081,18.9075,17.686,18.7264,4892866.0
2021-03-12,18.7745,18.9479,17.8931,18.0617,3716149.0
2021-03-13,18.7745,18.9479,17.8931,18.0617,3716149.0
2021-03-14,18.7745,18.9479,17.8931,18.0617,3716149.0
2021-03-15,17.9943,18.3314,17.8016,17.9943,2891808.0
2021-03-16,17.8113,18.1773,17.6571,17.9558,2741178.0
2021-03-17,17.7149,18.2929,17.6764,18.158,3120990.0
2021-03-18,17.9943,18.1484,16.8191,16.9539,5571136.0
2021-03-19,16.9539,17.9365,16.4819,17.792,8042261.0
2021-03-20,16.9539,17.9365,16.4819,17.792,8042261.0
2021-03-21,16.9539,17.9365,16.4819,17.792,8042261.0
2021-03-22,17.6379,18.0424,17.4067,17.792,3139777.0
2021-03-23,17.686,18.0521,17.1659,17.2814,5109255.0
2021-03-24,17.5223,17.7727,16.8865,16.8961,4377512.0
2021-03-25,16.7227,17.975,16.4819,17.9076,7592664.0
2021-03-26,18.2929,19.1213,17.9269,18.9865,6604207.0
2021-03-27,18.2929,19.1213,17.9269,18.9865,6604207.0
2021-03-28,18.2929,19.1213,17.9269,18.9865,6604207.0
2021-03-29,18.8323,19.6126,18.5241,18.5626,5855198.0
2021-03-30,18.4085,18.659,17.4645,17.5608,5325243.0
2021-03-31,17.4837,18.1051,17.2381,17.898,6655304.0
2021-04-01,18.0135,18.3314,17.686,18.264,4335746.0
2021-04-02,18.0135,18.3314,17.686,18.264,4335746.0
2021-04-03,18.0135,18.3314,17.686,18.264,4335746.0
2021-04-04,18.0135,18.3314,17.686,18.264,4335746.0
2021-04-05,18.0906,18.1002,17.2911,17.4356,4589007.0
2021-04-06,17.4934,18.0232,17.4741,17.7727,3359935.0
2021-04-07,17.8305,17.9004,17.1851,17.397,3954016.0
2021-04-08,17.1466,17.3007,16.4915,17.0695,4810388.0
2021-04-09,16.8865,17.0302,16.4193,16.559,3746666.0
2021-04-10,16.8865,17.0302,16.4193,16.559,3746666.0
2021-04-11,16.8865,17.0302,16.4193,16.559,3746666.0
2021-04-12,16.8383,17.1851,16.1448,16.1833,4218735.0
2021-04-13,16.2026,16.3663,15.9425,16.2507,3454430.0
2021-04-14,16.376,17.4356,16.376,16.9732,4301007.0
2021-04-15,16.9732,17.1803,16.4627,17.0214,3377403.0
2021-04-16,17.2044,17.2044,16.6746,16.9058,2470918.0
2021-04-17,17.2044,17.2044,16.6746,16.9058,2470918.0
2021-04-18,17.2044,17.2044,16.6746,16.9058,2470918.0
2021-04-19,16.8865,17.0888,16.5253,16.8769,2833132.0
2021-04-20,16.8769,17.0503,16.6264,16.742,4994241.0
2021-04-21,16.4723,17.0888,16.4049,16.742,3113096.0
2021-04-22,16.7131,17.2525,16.453,17.0792,3115010.0
2021-04-23,17.1273,17.32,17.0214,17.0695,3421153.0
2021-04-24,17.1273,17.32,17.0214,17.0695,3421153.0
2021-04-25,17.1273,17.32,17.0214,17.0695,3421153.0
2021-04-26,16.9058,17.9461,16.8287,17.6475,4403575.0
2021-04-27,17.8498,18.264,17.5945,17.9558,3214878.0
2021-04-28,18.0713,19.0154,17.9952,18.8227,4150984.0
2021-04-29,18.8805,19.1406,18.1002,18.6204,3040225.0
2021-04-30,18.447,19.0539,18.264,18.3989,3591378.0
2021-05-01,18.447,19.0539,18.264,18.3989,3591378.0
2021-05-02,18.447,19.0539,18.264,18.3989,3591378.0
2021-05-03,18.5915,19.1791,18.4085,19.025,2810162.0
2021-05-04,19.025,19.208,18.4518,19.1791,3057903.0
2021-05-05,19.3236,19.5067,18.8805,19.4392,4822376.0
2021-05-06,19.0635,19.2273,17.1274,17.7342,19303885.0
2021-05-07,17.9847,19.9401,17.9654,19.9305,9881662.0
2021-05-08,17.9847,19.9401,17.9654,19.9305,9881662.0
2021-05-09,17.9847,19.9401,17.9654,19.9305,9881662.0
2021-05-10,20.1906,20.7397,19.9016,20.181,4979452.0
2021-05-11,19.8245,20.4603,19.5741,20.1617,3905223.0
2021-05-12,20.441,20.9901,20.0268,20.1039,4351844.0
2021-05-13,19.8053,20.0654,19.0924,19.4007,3955155.0
2021-05-14,19.7186,20.6337,19.603,20.6048,3552491.0
2021-05-15,19.7186,20.6337,19.603,20.6048,3552491.0
2021-05-16,19.7186,20.6337,19.603,20.6048,3552491.0
2021-05-17,20.8553,22.3098,20.8071,22.2809,5438642.0
2021-05-18,22.1557,22.3098,21.6837,21.886,3226283.0
2021-05-19,21.1731,21.9052,21.1259,21.5392,4269423.0
2021-05-20,21.6644,21.7897,21.1153,21.202,3313516.0
2021-05-21,21.4429,21.78,21.1346,21.5585,4143733.0
2021-05-22,21.4429,21.78,21.1346,21.5585,4143733.0
2021-05-23,21.4429,21.78,21.1346,21.5585,4143733.0
2021-05-24,21.5488,21.7511,20.5566,20.6144,4278147.0
2021-05-25,20.5085,20.6915,19.8438,19.8631,3707921.0
2021-05-26,20.0365,20.4796,19.8053,20.4507,2891633.0
2021-05-27,20.2291,20.6578,19.9883,19.9979,3598437.0
2021-05-28,20.1906,20.1906,19.6271,20.1135,3484623.0
2021-05-29,20.1906,20.1906,19.6271,20.1135,3484623.0
2021-05-30,20.1906,20.1906,19.6271,20.1135,3484623.0
2021-05-31,20.1906,20.1906,19.6271,20.1135,3484623.0
2021-06-01,20.6241,21.3754,20.5181,20.9709,5271354.0
2021-06-02,20.9516,21.1828,20.5855,20.9323,3908647.0
2021-06-03,20.8938,20.8938,20.3543,20.6241,3121922.0
2021-06-04,20.7975,20.8745,20.1954,20.6626,3162460.0
2021-06-05,20.7975,20.8745,20.1954,20.6626,3162460.0
2021-06-06,20.7975,20.8745,20.1954,20.6626,3162460.0
2021-06-07,20.6241,21.2406,20.5085,21.0383,3536540.0
2021-06-08,20.9612,21.6741,20.6722,21.6741,3795839.0
2021-06-09,21.8667,22.0016,21.5681,21.5777,2986408.0
2021-06-10,21.8571,22.1557,21.5296,21.703,3311358.0
2021-06-11,22.0305,22.3291,21.9052,22.175,3192011.0
2021-06-12,22.0305,22.3291,21.9052,22.175,3192011.0
2021-06-13,22.0305,22.3291,21.9052,22.175,3192011.0
2021-06-14,22.1653,22.3869,21.4188,21.5777,4670223.0
2021-06-15,21.6933,21.9149,20.7589,21.0479,4094182.0
2021-06-16,20.9709,21.0576,20.1906,20.4988,3774223.0
2021-06-17,20.4748,20.4892,19.5452,19.7378,7332438.0
2021-06-18,18.9961,19.301,18.5626,18.6301,8247362.0
2021-06-19,18.9961,19.301,18.5626,18.6301,8247362.0
2021-06-20,18.9961,19.301,18.5626,18.6301,8247362.0
2021-06-21,18.6782,19.68,18.6782,19.6608,4111531.0
2021-06-22,19.6511,19.6752,19.2321,19.603,3775213.0
2021-06-23,19.9594,20.2291,19.7186,19.9112,3294467.0
2021-06-24,19.9112,20.8071,19.7089,20.6144,3408397.0
2021-06-25,20.7493,21.2309,20.6626,21.2213,3785671.0
2021-06-26,20.7493,21.2309,20.6626,21.2213,3785671.0
2021-06-27,20.7493,21.2309,20.6626,21.2213,3785671.0
2021-06-28,21.3273,21.3851,19.9112,20.5855,5473991.0
2021-06-29,20.8649,21.1057,20.3254,20.3832,3819009.0
2021-06-30,20.73,21.5729,20.5855,21.4429,5875499.0
2021-07-01,21.9534,22.0883,20.942,21.3273,4513407.0
2021-07-02,20.9709,21.202,20.4892,20.8167,2887632.0
2021-07-03,20.9709,21.202,20.4892,20.8167,2887632.0
2021-07-04,20.9709,21.202,20.4892,20.8167,2887632.0
2021-07-05,20.9709,21.202,20.4892,20.8167,2887632.0
2021-07-06,20.7011,20.7011,19.6752,19.9209,3886288.0
2021-07-07,19.8534,20.1521,19.0346,19.7956,2538016.0
2021-07-08,19.4489,20.8023,19.4489,20.5566,5977063.0
2021-07-09,20.7782,21.0576,20.2484,20.9131,2422368.0
2021-07-10,20.7782,21.0576,20.2484,20.9131,2422368.0
2021-07-11,20.7782,21.0576,20.2484,20.9131,2422368.0
2021-07-12,20.6819,20.9323,20.3736,20.6144,1682287.0
2021-07-13,20.8167,21.2791,20.5952,20.6048,1663609.0
2021-07-14,20.7108,20.7975,19.6993,19.7571,2010838.0
2021-07-15,19.5452,19.9267,19.1213,19.2273,2374975.0
2021-07-16,19.4392,19.5067,18.1147,18.2544,3387600.0
2021-07-17,19.4392,19.5067,18.1147,18.2544,3387600.0
2021-07-18,19.4392,19.5067,18.1147,18.2544,3387600.0
2021-07-19,17.898,18.2929,17.5801,18.1099,5205923.0
2021-07-20,18.2062,18.8709,17.9269,18.7745,5379479.0
2021-07-21,19.0732,19.8727,18.919,19.7186,4783247.0
2021-07-22,19.8534,19.9401,19.2658,19.6897,2702868.0
2021-07-23,19.5067,19.6703,18.7938,19.4778,3292507.0
2021-07-24,19.5067,19.6703,18.7938,19.4778,3292507.0
2021-07-25,19.5067,19.6703,18.7938,19.4778,3292507.0
2021-07-26,19.5067,20.7397,19.497,20.1039,3187637.0
2021-07-27,19.8342,20.0749,19.1213,19.5741,3654900.0
2021-07-28,19.7667,20.2773,19.4874,19.9883,3654132.0
2021-07-29,18.37,18.9961,17.5126,18.0039,17248841.0
2021-07-30,17.6764,17.8113,17.1177,17.7149,8770465.0
2021-07-31,17.6764,17.8113,17.1177,17.7149,8770465.0
2021-08-01,17.6764,17.8113,17.1177,17.7149,8770465.0
2021-08-02,17.5223,17.686,16.8576,16.8769,10886333.0
2021-08-03,16.925,17.5512,16.6938,17.2333,5632850.0
2021-08-04,17.2237,17.686,16.9443,17.5319,6584861.0
2021-08-05,17.4789,17.9461,17.3392,17.4452,5606220.0
2021-08-06,17.6186,17.9076,17.2525,17.8691,6543306.0
2021-08-07,17.6186,17.9076,17.2525,17.8691,6543306.0
2021-08-08,17.6186,17.9076,17.2525,17.8691,6543306.0
2021-08-09,17.5897,18.4663,17.4645,18.4374,8372331.0
2021-08-10,18.5145,18.7553,18.3314,18.659,3986831.0
2021-08-11,18.3218,18.5482,18.0328,18.4663,4100224.0
2021-08-12,18.3025,18.4856,17.7005,18.0521,4265763.0
2021-08-13,18.0713,18.1484,17.2429,17.2814,3073631.0
2021-08-14,18.0713,18.1484,17.2429,17.2814,3073631.0
2021-08-15,18.0713,18.1484,17.2429,17.2814,3073631.0
2021-08-16,17.0214,17.1755,16.6264,16.7227,5563204.0
2021-08-17,16.5012,16.9058,16.1255,16.4049,6735334.0
2021-08-18,16.3952,16.5493,15.7835,15.8172,7070443.0
2021-08-19,15.5861,15.7594,15.1333,15.6535,7729467.0
2021-08-20,15.5475,15.9955,15.4319,15.5957,4487003.0
2021-08-21,15.5475,15.9955,15.4319,15.5957,4487003.0
2021-08-22,15.5475,15.9955,15.4319,15.5957,4487003.0
2021-08-23,15.9521,16.2555,15.6872,15.9521,7390803.0
2021-08-24,16.1351,16.2604,15.8076,15.981,5640933.0
2021-08-25,15.9136,16.848,15.7546,16.8191,5202641.0
2021-08-26,16.7805,17.4163,16.6553,16.7131,8644715.0
2021-08-27,17.0406,18.2351,17.0406,17.9365,7383319.0
2021-08-28,17.0406,18.2351,17.0406,17.9365,7383319.0
2021-08-29,17.0406,18.2351,17.0406,17.9365,7383319.0
2021-08-30,17.9365,18.0521,17.3585,17.4452,4579247.0
2021-08-31,17.3103,18.0232,17.1948,17.6571,6152246.0
2021-09-01,17.6957,18.264,17.5704,18.0617,4179985.0
2021-09-02,18.1966,19.2177,18.1291,19.1021,7102338.0
2021-09-03,19.0443,19.9883,18.919,19.7764,7236659.0
2021-09-04,19.0443,19.9883,18.919,19.7764,7236659.0
2021-09-05,19.0443,19.9883,18.919,19.7764,7236659.0
2021-09-06,19.0443,19.9883,18.919,19.7764,7236659.0
2021-09-07,19.8631,20.1135,19.2273,19.5741,7873207.0
2021-09-08,19.9883,20.5229,19.444,19.7186,10385777.0
2021-09-09,19.1791,19.603,18.8661,19.1406,9614095.0
2021-09-10,19.4489,19.7234,18.6204,18.6879,10191009.0
2021-09-11,19.4489,19.7234,18.6204,18.6879,10191009.0
2021-09-12,19.4489,19.7234,18.6204,18.6879,10191009.0
2021-09-13,19.1213,19.786,19.0443,19.2369,14294485.0
2021-09-14,19.4489,19.5067,18.6493,18.8131,9187847.0
2021-09-15,19.1117,20.075,19.0154,19.8245,10348741.0
2021-09-16,19.4585,19.5355,18.6493,18.6493,8358955.0
2021-09-17,18.5241,18.7056,18.0762,18.1388,14395565.0
2021-09-18,18.5241,18.7056,18.0762,18.1388,14395565.0
2021-09-19,18.5241,18.7056,18.0762,18.1388,14395565.0
2021-09-20,17.8305,18.4085,17.7246,18.0713,8672893.0
2021-09-21,18.2255,18.2929,17.3681,17.7149,6920244.0
2021-09-22,18.0521,18.5241,17.9654,18.2158,6763907.0
2021-09-23,18.3796,18.9094,18.1773,18.7553,6784631.0
2021-09-24,18.6975,19.68,18.5915,19.2562,7175206.0
2021-09-25,18.6975,19.68,18.5915,19.2562,7175206.0
2021-09-26,18.6975,19.68,18.5915,19.2562,7175206.0
2021-09-27,20.0846,21.5707,19.9498,21.5199,17306521.0
2021-09-28,22.0497,22.0594,21.0913,21.2695,8244466.0
2021-09-29,20.0365,20.4603,19.6704,19.9787,35417966.0
2021-09-30,20.0172,20.2291,19.4681,19.7089,26320158.0
2021-10-01,19.7282,20.3736,19.5163,19.8631,20734349.0
2021-10-02,19.7282,20.3736,19.5163,19.8631,20734349.0
2021-10-03,19.7282,20.3736,19.5163,19.8631,20734349.0
2021-10-04,20.1424,20.8264,20.0365,20.6915,17018709.0
2021-10-05,21.2117,21.6066,20.5374,20.8264,20177189.0
2021-10-06,20.4651,20.6915,19.6415,20.2195,14186755.0
2021-10-07,20.311,20.836,20.1135,20.5181,6579852.0
2021-10-08,20.6433,20.9709,20.0413,20.1135,6651551.0
2021-10-09,20.6433,20.9709,20.0413,20.1135,6651551.0
2021-10-10,20.6433,20.9709,20.0413,20.1135,6651551.0
2021-10-11,20.3543,20.4796,19.1406,19.1695,7879338.0
2021-10-12,18.9961,19.2947,18.6445,19.1021,8873503.0
2021-10-13,18.8805,19.497,18.8227,19.1213,6089319.0
2021-10-14,19.5644,20.1232,19.4103,19.68,5211262.0
2021-10-15,19.8438,19.9883,19.0732,19.0828,8642186.0
2021-10-16,19.8438,19.9883,19.0732,19.0828,8642186.0
2021-10-17,19.8438,19.9883,19.0732,19.0828,8642186.0
2021-10-18,19.2177,20.1232,19.1021,19.3236,8059526.0
2021-10-19,19.1695,19.6656,18.8516,19.5067,7105038.0
2021-10-20,19.3236,20.6722,19.1839,20.5855,8608045.0
2021-10-21,20.4218,20.5904,19.6126,19.9594,7129094.0
2021-10-22,20.2388,20.6626,20.1232,20.6144,4959998.0
2021-10-23,20.2388,20.6626,20.1232,20.6144,4959998.0
2021-10-24,20.2388,20.6626,20.1232,20.6144,4959998.0
2021-10-25,21.0864,21.8041,20.9998,21.6837,6843777.0
2021-10-26,21.4814,22.0497,21.4236,21.703,6745260.0
2021-10-27,21.5296,21.886,21.0768,21.2791,6517444.0
2021-10-28,20.8167,21.3658,19.7667,19.9016,10204858.0
2021-10-29,20.0943,20.2002,19.1117,19.1791,10708354.0
2021-10-30,20.0943,20.2002,19.1117,19.1791,10708354.0
2021-10-31,20.0943,20.2002,19.1117,19.1791,10708354.0
2021-11-01,19.3429,20.0943,19.2755,19.8631,6663393.0
2021-11-02,19.9305,20.2099,19.5837,19.6319,7667089.0
2021-11-03,19.3911,20.3399,19.1213,19.68,8070475.0
2021-11-04,20.0943,20.3592,19.497,19.6222,3587378.0
2021-11-05,19.7571,20.0076,19.5067,19.8245,4428651.0
2021-11-06,19.7571,20.0076,19.5067,19.8245,4428651.0
2021-11-07,19.7571,20.0076,19.5067,19.8245,4428651.0
2021-11-08,20.0846,20.3648,19.7089,19.9401,4867893.0
2021-11-09,19.8342,19.9209,18.9768,19.5741,6401152.0
2021-11-10,19.3236,19.42,18.4663,18.919,7424238.0
2021-11-11,19.025,20.4699,19.0057,20.4218,7398266.0
2021-11-12,20.2966,20.9034,20.1328,20.5759,4889097.0
2021-11-13,20.2966,20.9034,20.1328,20.5759,4889097.0
2021-11-14,20.2966,20.9034,20.1328,20.5759,4889097.0
2021-11-15,20.7397,21.2695,20.2002,21.0576,7354959.0
2021-11-16,21.2984,21.4958,20.6771,21.1924,5668147.0
2021-11-17,20.8071,21.2839,20.4506,20.6048,4432731.0
2021-11-18,20.7397,20.9323,20.0268,20.3254,4111680.0
2021-11-19,19.786,20.2773,19.6415,20.0557,11795984.0
2021-11-20,19.786,20.2773,19.6415,20.0557,11795984.0
2021-11-21,19.786,20.2773,19.6415,20.0557,11795984.0
2021-11-22,19.969,20.7397,19.9498,20.1232,5487009.0
2021-11-23,20.6433,20.8745,20.181,20.3543,4890215.0
2021-11-24,20.2484,20.6867,20.1521,20.5181,3758570.0
2021-11-25,20.2484,20.6867,20.1521,20.5181,3758570.0
2021-11-26,19.4585,20.3254,19.3333,20.2195,4115579.0
2021-11-27,19.4585,20.3254,19.3333,20.2195,4115579.0
2021-11-28,19.4585,20.3254,19.3333,20.2195,4115579.0
2021-11-29,20.2099,20.4603,19.68,19.9498,4506322.0
2021-11-30,19.5741,19.7956,18.5434,18.7168,8392317.0
2021-12-01,18.8998,18.9768,17.6475,17.686,8779939.0
2021-12-02,17.5319,18.1195,17.2911,17.8691,6896133.0
2021-12-03,18.1966,19.0154,17.9076,18.8516,15380348.0
2021-12-04,18.1966,19.0154,17.9076,18.8516,15380348.0
2021-12-05,18.1966,19.0154,17.9076,18.8516,15380348.0
2021-12-06,18.6686,19.1888,17.9076,19.0057,11223580.0
2021-12-07,19.0057,20.1232,18.9961,19.7956,6551288.0
2021-12-08,20.1617,20.3929,19.8342,20.2002,4304175.0
2021-12-09,19.9401,20.4121,19.8245,19.9498,3996290.0
2021-12-10,20.2484,20.3351,19.6897,20.0943,3983369.0
2021-12-11,20.2484,20.3351,19.6897,20.0943,3983369.0
2021-12-12,20.2484,20.3351,19.6897,20.0943,3983369.0
2021-12-13,19.9305,20.1906,19.2417,19.3814,5706749.0
2021-12-14,20.0461,20.7493,19.7323,20.4892,10546093.0
2021-12-15,20.5663,20.5855,19.5789,20.2002,7484014.0
2021-12-16,20.4699,21.361,20.3929,20.6144,6540055.0
2021-12-17,20.5566,20.8264,20.2195,20.4796,9781677.0
2021-12-18,20.5566,20.8264,20.2195,20.4796,9781677.0
2021-12-19,20.5566,20.8264,20.2195,20.4796,9781677.0
2021-12-20,20.0365,20.6867,19.7475,20.4699,6876063.0
2021-12-21,20.6144,21.125,20.3303,20.4121,6161755.0
2021-12-22,20.547,21.3947,20.3158,21.3658,5146373.0
2021-12-23,21.4043,21.6381,21.0576,21.3176,3208882.0
2021-12-24,21.4043,21.6381,21.0576,21.3176,3208882.0
2021-12-25,21.4043,21.6381,21.0576,21.3176,3208882.0
2021-12-26,21.4043,21.6381,21.0576,21.3176,3208882.0
2021-12-27,21.703,21.9823,21.1731,21.9823,3271656.0
2021-12-28,21.9727,22.5121,21.8426,22.0305,3665614.0
2021-12-29,21.9727,22.2039,21.6933,21.963,2592788.0
2021-12-30,21.9149,22.1316,21.2165,21.2309,3290537.0
2021-12-31,21.3225,21.3225,20.8071,21.0094,3976333.0
2022-01-01,21.3225,21.3225,20.8071,21.0094,3976333.0
2022-01-02,21.3225,21.3225,20.8071,21.0094,3976333.0
2022-01-03,21.0094,21.4573,20.8167,21.019,6321179.0
2022-01-04,21.1924,21.9438,21.0383,21.5874,6574064.0
2022-01-05,22.069,22.4419,20.8842,20.8938,4995055.0
2022-01-06,21.3754,21.5007,20.6819,20.9805,4040625.0
2022-01-07,21.2502,21.9823,21.2358,21.9727,6050918.0
2022-01-08,21.2502,21.9823,21.2358,21.9727,6050918.0
2022-01-09,21.2502,21.9823,21.2358,21.9727,6050918.0
2022-01-10,22.1653,22.4254,21.597,22.1557,7701744.0
2022-01-11,22.2809,22.7915,22.0016,22.6662,9279667.0
2022-01-12,22.8782,23.9233,22.6294,23.7548,7433498.0
2022-01-13,23.119,23.8222,22.5555,22.647,7082821.0
2022-01-14,22.4736,22.9841,22.464,22.9167,3808974.0
2022-01-15,22.4736,22.9841,22.464,22.9167,3808974.0
2022-01-16,22.4736,22.9841,22.464,22.9167,3808974.0
2022-01-17,22.4736,22.9841,22.464,22.9167,3808974.0
2022-01-18,23.0227,23.0419,21.6837,21.8378,17304625.0
2022-01-19,21.8763,22.0642,21.0335,21.3851,7758975.0
2022-01-20,21.1539,21.5777,20.3351,20.3447,8034854.0
2022-01-21,20.2291,20.2961,19.6222,19.8053,8110571.0
2022-01-22,20.2291,20.2961,19.6222,19.8053,8110571.0
2022-01-23,20.2291,20.2961,19.6222,19.8053,8110571.0
2022-01-24,19.2658,19.9594,18.8998,19.892,8623491.0
2022-01-25,19.6704,19.7186,18.9865,19.3622,8526797.0
2022-01-26,19.9594,20.2677,18.8131,19.0154,9838649.0
2022-01-27,19.4392,19.5933,18.4952,19.5356,12123341.0
2022-01-28,19.8342,20.6578,19.6897,20.364,11020942.0
2022-01-29,19.8342,20.6578,19.6897,20.364,11020942.0
2022-01-30,19.8342,20.6578,19.6897,20.364,11020942.0
2022-01-31,20.5085,20.6241,19.6222,20.4699,7465215.0
2022-02-01,20.2677,21.2502,20.1424,20.9901,8735101.0
2022-02-02,21.4814,21.5585,20.7878,21.3369,8967982.0
2022-02-03,20.8264,21.3465,20.547,20.5663,7482667.0
2022-02-04,20.6915,21.2309,20.4459,20.7686,6953982.0
2022-02-05,20.6915,21.2309,20.4459,20.7686,6953982.0
2022-02-06,20.6915,21.2309,20.4459,20.7686,6953982.0
2022-02-07,20.4025,20.6867,19.9594,20.3929,7961457.0
2022-02-08,20.441,20.6289,20.0991,20.4025,6084825.0
2022-02-09,20.3351,20.836,20.3062,20.7108,7082316.0
2022-02-10,20.1328,21.3851,19.8728,20.8745,12760355.0
2022-02-11,21.0441,22.3036,21.0441,22.2164,14352656.0
2022-02-12,21.0441,22.3036,21.0441,22.2164,14352656.0
2022-02-13,21.0441,22.3036,21.0441,22.2164,14352656.0
2022-02-14,22.3036,22.3908,21.7465,22.0614,9777364.0
2022-02-15,22.013,22.4683,21.6738,22.3811,12170094.0
2022-02-16,22.6621,23.258,22.4344,22.6912,12436712.0
2022-02-17,22.7009,23.2337,22.2842,22.4877,10709468.0
2022-02-18,22.3327,22.3424,21.5527,21.6254,10371120.0
2022-02-19,22.3327,22.3424,21.5527,21.6254,10371120.0
2022-02-20,22.3327,22.3424,21.5527,21.6254,10371120.0
2022-02-21,22.3327,22.3424,21.5527,21.6254,10371120.0
2022-02-22,22.1874,22.2842,20.7873,20.9472,10546036.0
2022-02-23,21.1991,21.6496,20.9859,21.141,7676178.0
2022-02-24,21.5285,21.6545,20.6565,21.5382,10730696.0
2022-02-25,21.4316,22.0614,21.1894,22.0517,5798311.0
2022-02-26,21.4316,22.0614,21.1894,22.0517,5798311.0
2022-02-27,21.4316,22.0614,21.1894,22.0517,5798311.0
2022-02-28,21.7126,22.4974,21.6932,22.4199,13898191.0
2022-03-01,22.7881,24.4303,22.7687,23.66,13165680.0
2022-03-02,24.0864,24.8179,23.7376,24.1057,12553326.0
2022-03-03,24.2123,24.2317,23.5874,24.0767,10922428.0
2022-03-04,24.3867,26.0532,24.3576,25.5397,16635907.0
2022-03-05,24.3867,26.0532,24.3576,25.5397,16635907.0
2022-03-06,24.3867,26.0532,24.3576,25.5397,16635907.0
2022-03-07,26.0241,26.2276,24.7936,25.6947,12773375.0
2022-03-08,26.1307,26.2663,24.6822,24.813,10982280.0
2022-03-09,24.503,25.5009,23.7569,25.3168,9272602.0
2022-03-10,25.6366,26.3487,24.9487,26.1404,9186909.0
2022-03-11,25.8206,26.7023,25.5397,26.1598,11624233.0
2022-03-12,25.8206,26.7023,25.5397,26.1598,11624233.0
2022-03-13,25.8206,26.7023,25.5397,26.1598,11624233.0
2022-03-14,25.6753,25.8206,24.3916,24.6289,9403951.0
2022-03-15,23.7085,24.939,23.5438,24.8421,7514206.0
2022-03-16,24.8421,25.4622,24.6483,25.2587,8709802.0
2022-03-17,25.9466,26.2857,25.3992,26.2082,7563960.0
2022-03-18,26.2082,26.3923,25.84,26.276,6140109.0
2022-03-19,26.2082,26.3923,25.84,26.276,6140109.0
2022-03-20,26.2082,26.3923,25.84,26.276,6140109.0
2022-03-21,26.712,27.5356,26.712,27.5356,14900713.0
2022-03-22,27.7197,27.8941,26.7411,27.3224,7836715.0
2022-03-23,27.7293,28.146,27.2837,27.8069,7144772.0
2022-03-24,28.0878,30.3453,28.0006,29.7834,13977269.0
2022-03-25,29.8803,33.3973,29.8512,33.2616,21308609.0
2022-03-26,29.8803,33.3973,29.8512,33.2616,21308609.0
2022-03-27,29.8803,33.3973,29.8512,33.2616,21308609.0
2022-03-28,32.4284,33.843,32.2831,33.8139,10336435.0
2022-03-29,32.2056,33.2326,31.537,32.9516,9851935.0
2022-03-30,33.9301,34.4146,32.6997,33.1066,8101077.0
2022-03-31,33.0872,34.2887,33.0097,33.3392,9612899.0
2022-04-01,33.2713,34.9523,33.2713,34.9087,7881965.0
2022-04-02,33.2713,34.9523,33.2713,34.9087,7881965.0
2022-04-03,33.2713,34.9523,33.2713,34.9087,7881965.0
2022-04-04,35.5482,35.7226,34.4049,35.2285,8147737.0
2022-04-05,35.8195,36.7981,35.0541,35.1025,7859510.0
2022-04-06,35.616,36.5898,34.9087,36.1586,8192532.0
2022-04-07,36.333,36.4396,34.3468,35.2091,9153974.0
2022-04-08,35.8098,37.5247,35.7226,37.1178,10674937.0
2022-04-09,35.8098,37.5247,35.7226,37.1178,10674937.0
2022-04-10,35.8098,37.5247,35.7226,37.1178,10674937.0
2022-04-11,37.05,38.0528,36.3524,37.951,9782086.0
2022-04-12,38.2804,39.4237,38.1545,38.8521,9504589.0
2022-04-13,39.3753,40.5428,38.7649,40.5186,8801668.0
2022-04-14,40.4507,41.2549,40.286,41.0418,7999084.0
2022-04-15,40.4507,41.2549,40.286,41.0418,7999084.0
2022-04-16,40.4507,41.2549,40.286,41.0418,7999084.0
2022-04-17,40.4507,41.2549,40.286,41.0418,7999084.0
2022-04-18,42.1075,44.084,41.6861,44.084,16673636.0
2022-04-19,42.8439,43.9484,40.7947,42.6017,17241592.0
2022-04-20,42.9795,43.7837,41.4293,43.2605,8174797.0
2022-04-21,43.929,43.9871,40.2763,40.7317,12234865.0
2022-04-22,40.4023,41.2065,38.358,38.5033,10515665.0
2022-04-23,40.4023,41.2065,38.358,38.5033,10515665.0
2022-04-24,40.4023,41.2065,38.358,38.5033,10515665.0
2022-04-25,37.2922,38.6292,36.6818,38.4645,10997106.0
2022-04-26,38.8957,39.54,37.6749,37.7282,7922042.0
2022-04-27,38.2126,39.1379,37.1856,38.3386,8489898.0
2022-04-28,38.7358,40.257,36.6237,39.3268,11399534.0
2022-04-29,39.5787,40.5864,38.3531,38.513,8022915.0
2022-04-30,39.5787,40.5864,38.3531,38.513,8022915.0
2022-05-01,39.5787,40.5864,38.3531,38.513,8022915.0
2022-05-02,38.1932,39.1427,37.0112,38.2223,7927513.0
