,TPL US Equity,TPL US Equity,TPL US Equity,TPL US Equity,TPL US Equity
2021-03-15,463.4301,512.8224,463.4301,501.3799,503151.0
2021-03-16,496.2564,531.7137,476.757,500.0282,400242.0
2021-03-17,508.4858,550.4842,503.3527,548.3215,641475.0
2021-03-18,548.5211,548.5211,486.1253,496.044,573225.0
2021-03-19,493.0156,547.1018,473.9764,539.2042,1829526.0
2021-03-20,493.0156,547.1018,473.9764,539.2042,1829526.0
2021-03-21,493.0156,547.1018,473.9764,539.2042,1829526.0
2021-03-22,531.1199,542.0266,503.4106,509.6187,513066.0
2021-03-23,490.7854,498.0168,444.2042,459.0243,592389.0
2021-03-24,464.4117,489.9905,464.0191,478.3629,170937.0
2021-03-25,467.5785,495.587,459.1241,493.0414,139077.0
2021-03-26,494.0036,510.0918,484.3102,507.8422,149718.0
2021-03-27,494.0036,510.0918,484.3102,507.8422,149718.0
2021-03-28,494.0036,510.0918,484.3102,507.8422,149718.0
2021-03-29,503.6584,511.7041,475.0674,475.1253,152196.0
2021-03-30,482.4147,505.3802,475.0802,496.9001,148104.0
2021-03-31,499.8609,519.6226,499.8609,511.5207,191571.0
2021-04-01,508.5116,525.7113,492.9609,514.9224,177378.0
2021-04-02,508.5116,525.7113,492.9609,514.9224,177378.0
2021-04-03,508.5116,525.7113,492.9609,514.9224,177378.0
2021-04-04,508.5116,525.7113,492.9609,514.9224,177378.0
2021-04-05,517.497,517.497,501.8047,511.0572,161763.0
2021-04-06,511.0926,532.1143,511.0926,513.4709,147807.0
2021-04-07,515.7881,526.3697,514.2304,518.9677,133953.0
2021-04-08,515.3601,526.9683,507.2339,518.234,118269.0
2021-04-09,511.939,520.815,506.8992,514.3399,135126.0
2021-04-10,511.939,520.815,506.8992,514.3399,135126.0
2021-04-11,511.939,520.815,506.8992,514.3399,135126.0
2021-04-12,516.2386,528.6483,509.4674,514.401,154302.0
2021-04-13,516.8211,520.7152,494.0584,495.8187,165060.0
2021-04-14,496.5783,526.1863,496.5783,519.1061,99114.0
2021-04-15,523.6439,523.6439,501.0838,506.6128,92595.0
2021-04-16,507.0022,509.4738,497.2251,508.4858,54072.0
2021-04-17,507.0022,509.4738,497.2251,508.4858,54072.0
2021-04-18,507.0022,509.4738,497.2251,508.4858,54072.0
2021-04-19,501.47,511.7588,492.5554,497.5437,113781.0
2021-04-20,492.0727,494.7117,465.8567,472.3319,127686.0
2021-04-21,466.6935,479.5215,462.5322,468.7885,189849.0
2021-04-22,469.8988,485.1695,469.2153,472.1194,95940.0
2021-04-23,478.8778,491.9182,473.9474,473.9474,102855.0
2021-04-24,478.8778,491.9182,473.9474,473.9474,102855.0
2021-04-25,478.8778,491.9182,473.9474,473.9474,102855.0
2021-04-26,478.6654,510.5632,477.3395,507.205,123987.0
2021-04-27,511.7009,521.4136,504.7494,516.3738,167322.0
2021-04-28,519.7498,536.1951,516.6152,533.6816,250446.0
2021-04-29,531.6284,539.0626,506.8799,506.8799,282792.0
2021-04-30,504.6239,521.3911,495.6611,495.6611,185337.0
2021-05-01,504.6239,521.3911,495.6611,495.6611,185337.0
2021-05-02,504.6239,521.3911,495.6611,495.6611,185337.0
2021-05-03,506.9443,521.0435,496.4025,517.7319,126408.0
2021-05-04,517.5646,529.3659,506.9082,527.1357,99279.0
2021-05-05,531.0137,551.2888,527.2361,547.7036,130110.0
2021-05-06,543.861,547.4188,516.2097,517.4584,176847.0
2021-05-07,522.6462,564.2423,512.948,564.2423,195081.0
2021-05-08,522.6462,564.2423,512.948,564.2423,195081.0
2021-05-09,522.6462,564.2423,512.948,564.2423,195081.0
2021-05-10,563.1963,570.9041,552.3942,563.3798,81348.0
2021-05-11,552.0611,565.4588,545.4959,556.1097,96444.0
2021-05-12,552.56,569.2444,539.3812,543.5102,100641.0
2021-05-13,538.6732,559.4728,518.0795,533.3437,85413.0
2021-05-14,539.2106,551.8623,539.0964,543.2978,73629.0
2021-05-15,539.2106,551.8623,539.0964,543.2978,73629.0
2021-05-16,539.2106,551.8623,539.0964,543.2978,73629.0
2021-05-17,537.6819,539.0561,527.7954,531.0137,141762.0
2021-05-18,530.8206,530.8206,501.3155,505.8469,166404.0
2021-05-19,496.0633,496.0633,478.556,487.4738,192267.0
2021-05-20,495.0496,509.7088,491.5449,498.831,110115.0
2021-05-21,507.662,513.5279,494.9691,495.6128,176055.0
2021-05-22,507.662,513.5279,494.9691,495.6128,176055.0
2021-05-23,507.662,513.5279,494.9691,495.6128,176055.0
2021-05-24,495.6128,498.831,480.915,484.8123,217407.0
2021-05-25,489.9776,489.9776,476.6186,478.2728,169821.0
2021-05-26,482.6914,484.9764,469.7138,472.6022,231783.0
2021-05-27,468.5794,476.9533,463.6007,471.7011,299295.0
2021-05-28,474.3722,483.702,466.3716,467.6525,168381.0
2021-05-29,474.3722,483.702,466.3716,467.6525,168381.0
2021-05-30,474.3722,483.702,466.3716,467.6525,168381.0
2021-05-31,474.3722,483.702,466.3716,467.6525,168381.0
2021-06-01,475.6145,485.0376,473.0173,482.4308,213060.0
2021-06-02,479.3895,488.1528,475.7271,479.721,154542.0
2021-06-03,473.3746,482.7719,473.0849,473.0849,105102.0
2021-06-04,477.8126,480.6028,472.718,478.3436,146736.0
2021-06-05,477.8126,480.6028,472.718,478.3436,146736.0
2021-06-06,477.8126,480.6028,472.718,478.3436,146736.0
2021-06-07,479.1205,488.4047,479.1205,485.8914,170652.0
2021-06-08,485.7044,498.079,483.3894,494.2196,235038.0
2021-06-09,492.3399,495.9155,486.6136,490.7277,98667.0
2021-06-10,489.7959,494.5807,480.3457,481.0518,118449.0
2021-06-11,485.1627,494.9192,484.7984,493.3071,130347.0
2021-06-12,485.1627,494.9192,484.7984,493.3071,130347.0
2021-06-13,485.1627,494.9192,484.7984,493.3071,130347.0
2021-06-14,493.8714,500.9685,481.6999,482.9896,146310.0
2021-06-15,484.7952,502.9089,484.7952,496.3701,166254.0
2021-06-16,496.7151,508.7802,494.2099,504.2695,173871.0
2021-06-17,505.5592,510.8469,474.97,486.8168,204606.0
2021-06-18,477.8985,495.2417,477.8985,489.0898,329286.0
2021-06-19,477.8985,495.2417,477.8985,489.0898,329286.0
2021-06-20,477.8985,495.2417,477.8985,489.0898,329286.0
2021-06-21,490.0313,515.8767,490.0313,513.7649,154083.0
2021-06-22,514.2646,520.2972,510.7309,512.6525,148185.0
2021-06-23,513.565,523.789,511.6175,518.4174,129186.0
2021-06-24,520.9646,531.0403,504.6113,509.338,204849.0
2021-06-25,512.2334,517.4776,504.1502,508.1676,1179798.0
2021-06-26,512.2334,517.4776,504.1502,508.1676,1179798.0
2021-06-27,512.2334,517.4776,504.1502,508.1676,1179798.0
2021-06-28,503.0153,505.8236,493.5264,500.7035,73707.0
2021-06-29,504.5597,510.4365,499.2268,503.1894,73107.0
2021-06-30,512.0077,516.944,500.8318,515.7929,119736.0
2021-07-01,522.97,527.2325,513.7745,520.9839,157992.0
2021-07-02,522.293,522.293,510.7212,513.6198,63501.0
2021-07-03,522.293,522.293,510.7212,513.6198,63501.0
2021-07-04,522.293,522.293,510.7212,513.6198,63501.0
2021-07-05,522.293,522.293,510.7212,513.6198,63501.0
2021-07-06,515.8187,515.8187,496.7232,499.4686,107619.0
2021-07-07,498.9495,498.9495,475.0386,476.97,125661.0
2021-07-08,468.861,474.1294,460.0831,470.7601,182157.0
2021-07-09,479.6267,487.1811,473.9456,486.82,123066.0
2021-07-10,479.6267,487.1811,473.9456,486.82,123066.0
2021-07-11,479.6267,487.1811,473.9456,486.82,123066.0
2021-07-12,485.2466,500.7229,482.4447,498.3659,90519.0
2021-07-13,500.6713,500.6713,491.7917,492.6784,83898.0
2021-07-14,499.7556,499.7556,472.7623,476.4283,94320.0
2021-07-15,467.8357,476.251,461.0648,468.5741,86586.0
2021-07-16,474.123,474.123,454.5325,456.4542,73878.0
2021-07-17,474.123,474.123,454.5325,456.4542,73878.0
2021-07-18,474.123,474.123,454.5325,456.4542,73878.0
2021-07-19,441.7807,455.877,434.984,450.8569,136668.0
2021-07-20,455.8222,487.8743,454.6164,480.9164,173862.0
2021-07-21,483.5667,497.8211,483.5667,491.3855,80787.0
2021-07-22,490.0829,491.1472,479.9266,486.4331,38439.0
2021-07-23,484.5598,492.8686,478.0011,483.6312,64578.0
2021-07-24,484.5598,492.8686,478.0011,483.6312,64578.0
2021-07-25,484.5598,492.8686,478.0011,483.6312,64578.0
2021-07-26,478.8594,491.6789,478.1339,482.4092,54312.0
2021-07-27,480.0233,480.0233,462.0289,465.2628,76737.0
2021-07-28,467.5133,481.7031,467.5133,478.1758,75606.0
2021-07-29,480.4102,481.2485,469.1512,471.7016,113742.0
2021-07-30,469.8347,481.2646,467.5101,481.2324,87612.0
2021-07-31,469.8347,481.2646,467.5101,481.2324,87612.0
2021-08-01,469.8347,481.2646,467.5101,481.2324,87612.0
2021-08-02,481.6967,488.4837,474.6388,476.8152,79473.0
2021-08-03,473.2202,483.6344,467.4262,478.7981,70158.0
2021-08-04,473.9618,477.0893,466.2655,466.2655,54303.0
2021-08-05,479.3688,479.3688,472.801,473.7425,36957.0
2021-08-06,480.4102,481.1695,474.0004,477.1247,47649.0
2021-08-07,480.4102,481.1695,474.0004,477.1247,47649.0
2021-08-08,480.4102,481.1695,474.0004,477.1247,47649.0
2021-08-09,471.737,483.6183,471.737,479.185,55248.0
2021-08-10,479.7331,487.5873,477.2311,485.2433,44253.0
2021-08-11,480.7649,482.3415,473.1654,480.8552,38361.0
2021-08-12,478.3725,486.3912,478.3725,486.3912,29478.0
2021-08-13,485.6883,485.6979,477.8437,478.279,36351.0
2021-08-14,485.6883,485.6979,477.8437,478.279,36351.0
2021-08-15,485.6883,485.6979,477.8437,478.279,36351.0
2021-08-16,471.7886,476.1446,467.2425,467.2425,60807.0
2021-08-17,462.677,466.7201,455.9512,459.4946,42288.0
2021-08-18,461.1132,461.1132,441.4518,441.5582,67047.0
2021-08-19,431.7695,435.3355,419.5722,426.9686,124875.0
2021-08-20,426.2432,434.2054,426.2432,429.6737,38478.0
2021-08-21,426.2432,434.2054,426.2432,429.6737,38478.0
2021-08-22,426.2432,434.2054,426.2432,429.6737,38478.0
2021-08-23,439.0433,446.9588,436.3124,439.7849,117738.0
2021-08-24,441.3326,452.9881,441.3326,448.9514,61050.0
2021-08-25,447.6359,461.307,447.6359,456.8475,81369.0
2021-08-26,461.169,462.1933,445.1371,445.2726,62043.0
2021-08-27,446.9266,464.4944,446.9266,456.2285,49737.0
2021-08-28,446.9266,464.4944,446.9266,456.2285,49737.0
2021-08-29,446.9266,464.4944,446.9266,456.2285,49737.0
2021-08-30,461.8612,463.7467,456.3607,456.3607,31905.0
2021-08-31,450.499,450.499,436.048,438.4114,90303.0
2021-09-01,438.4114,439.0417,428.5936,436.8347,68844.0
2021-09-02,437.2732,450.4281,423.833,428.1326,164283.0
2021-09-03,425.953,429.7898,415.068,417.8215,60933.0
2021-09-04,425.953,429.7898,415.068,417.8215,60933.0
2021-09-05,425.953,429.7898,415.068,417.8215,60933.0
2021-09-06,425.953,429.7898,415.068,417.8215,60933.0
2021-09-07,412.8262,413.7567,390.1536,393.7983,181668.0
2021-09-08,394.1925,400.3852,387.7303,395.8339,121155.0
2021-09-09,395.1618,408.6354,392.9518,396.3767,95838.0
2021-09-10,400.4059,400.4059,390.9905,394.5188,63297.0
2021-09-11,400.4059,400.4059,390.9905,394.5188,63297.0
2021-09-12,400.4059,400.4059,390.9905,394.5188,63297.0
2021-09-13,400.6547,404.6321,394.0471,401.4527,115317.0
2021-09-14,405.3559,405.3559,392.3055,392.606,100533.0
2021-09-15,393.6109,409.818,393.6109,404.7323,104700.0
2021-09-16,403.2363,405.4254,393.4881,401.4915,115527.0
2021-09-17,401.3978,420.1704,391.8451,420.1704,731289.0
2021-09-18,401.3978,420.1704,391.8451,420.1704,731289.0
2021-09-19,401.3978,420.1704,391.8451,420.1704,731289.0
2021-09-20,410.4869,415.0298,395.4914,401.6434,138783.0
2021-09-21,407.301,407.301,396.5576,404.1701,69480.0
2021-09-22,407.4432,415.1332,405.5368,409.4723,92742.0
2021-09-23,415.2624,428.4452,415.2624,422.3159,75960.0
2021-09-24,418.1704,424.765,415.8246,420.5323,66366.0
2021-09-25,418.1704,424.765,415.8246,420.5323,66366.0
2021-09-26,418.1704,424.765,415.8246,420.5323,66366.0
2021-09-27,425.8571,443.5861,425.8571,441.6895,99102.0
2021-09-28,441.5731,441.5731,424.5292,431.8023,90639.0
2021-09-29,426.5033,426.5033,393.8274,400.8485,136422.0
2021-09-30,401.9471,401.9471,383.8214,390.7546,136473.0
2021-10-01,393.3783,393.3783,377.5556,379.0096,111792.0
2021-10-02,393.3783,393.3783,377.5556,379.0096,111792.0
2021-10-03,393.3783,393.3783,377.5556,379.0096,111792.0
2021-10-04,383.4976,388.1665,363.4196,372.1533,136467.0
2021-10-05,372.2534,384.2989,365.7622,382.8837,135723.0
2021-10-06,377.1679,383.0,368.0223,375.5588,95808.0
2021-10-07,377.9078,383.168,367.6976,383.168,138648.0
2021-10-08,385.9144,399.201,384.4928,392.0729,80712.0
2021-10-09,385.9144,399.201,384.4928,392.0729,80712.0
2021-10-10,385.9144,399.201,384.4928,392.0729,80712.0
2021-10-11,395.0358,402.0763,382.916,387.0873,63006.0
2021-10-12,387.0841,387.7303,378.9224,381.2068,50721.0
2021-10-13,377.1194,389.0389,374.7695,386.0631,69522.0
2021-10-14,392.7482,397.4236,386.8967,392.5156,48159.0
2021-10-15,396.6481,396.6481,390.8722,394.955,57420.0
2021-10-16,396.6481,396.6481,390.8722,394.955,57420.0
2021-10-17,396.6481,396.6481,390.8722,394.955,57420.0
2021-10-18,397.4236,397.4236,393.5463,395.808,37947.0
2021-10-19,397.4236,406.3711,396.3751,404.6515,55413.0
2021-10-20,402.7419,410.6452,402.7419,410.6452,35241.0
2021-10-21,410.0991,410.0991,397.7855,400.9875,44016.0
2021-10-22,401.6886,412.0766,400.0214,409.049,41919.0
2021-10-23,401.6886,412.0766,400.0214,409.049,41919.0
2021-10-24,401.6886,412.0766,400.0214,409.049,41919.0
2021-10-25,413.7567,429.5406,413.6889,418.0282,47457.0
2021-10-26,416.8747,423.2723,413.7599,420.5226,59445.0
2021-10-27,418.5216,418.8521,400.4285,401.5917,91851.0
2021-10-28,401.4043,409.0975,401.4043,407.9537,34197.0
2021-10-29,408.0894,411.8795,402.2702,411.5337,37194.0
2021-10-30,408.0894,411.8795,402.2702,411.5337,37194.0
2021-10-31,408.0894,411.8795,402.2702,411.5337,37194.0
2021-11-01,416.9781,427.7732,412.2769,424.3385,53079.0
2021-11-02,419.6082,427.7958,413.5984,415.886,54195.0
2021-11-03,409.8568,416.0993,409.8568,411.6404,38355.0
2021-11-04,414.3222,416.8101,396.6966,400.5997,54564.0
2021-11-05,412.9328,445.6831,412.9328,441.8736,88482.0
2021-11-06,412.9328,445.6831,412.9328,441.8736,88482.0
2021-11-07,412.9328,445.6831,412.9328,441.8736,88482.0
2021-11-08,443.1047,452.352,443.1047,447.6411,76551.0
2021-11-09,450.1937,459.3215,445.1945,459.3215,72003.0
2021-11-10,452.2399,458.0129,429.0882,432.9332,64248.0
2021-11-11,434.5811,437.8154,429.1028,432.9688,59388.0
2021-11-12,432.5455,432.5455,415.5047,418.92,49755.0
2021-11-13,432.5455,432.5455,415.5047,418.92,49755.0
2021-11-14,432.5455,432.5455,415.5047,418.92,49755.0
2021-11-15,420.2835,420.2835,410.3479,418.4676,50226.0
2021-11-16,410.2969,421.0687,410.2969,418.8586,57597.0
2021-11-17,413.5208,413.5208,404.7905,406.4771,64944.0
2021-11-18,410.125,416.9232,407.1233,413.7179,51822.0
2021-11-19,405.7372,410.3479,400.6547,402.5642,76887.0
2021-11-20,405.7372,410.3479,400.6547,402.5642,76887.0
2021-11-21,405.7372,410.3479,400.6547,402.5642,76887.0
2021-11-22,409.7017,414.0314,405.1136,405.1136,45993.0
2021-11-23,410.3802,420.4289,407.1427,419.3756,84786.0
2021-11-24,419.3756,427.5098,417.7471,422.458,46674.0
2021-11-25,419.3756,427.5098,417.7471,422.458,46674.0
2021-11-26,403.1426,404.5869,388.0534,401.6208,65295.0
2021-11-27,403.1426,404.5869,388.0534,401.6208,65295.0
2021-11-28,403.1426,404.5869,388.0534,401.6208,65295.0
2021-11-29,413.3108,413.3108,401.7209,408.0894,83043.0
2021-11-30,399.2685,401.317,390.2409,390.564,138105.0
2021-12-01,401.5238,403.8857,381.2035,381.4265,74445.0
2021-12-02,382.1276,395.1747,380.9386,394.0212,106572.0
2021-12-03,399.1199,399.1199,389.5591,389.5591,74511.0
2021-12-04,399.1199,399.1199,389.5591,389.5591,74511.0
2021-12-05,399.1199,399.1199,389.5591,389.5591,74511.0
2021-12-06,397.388,410.6743,391.2845,408.2833,113718.0
2021-12-07,420.3419,433.991,419.7251,428.9489,108816.0
2021-12-08,425.1506,428.4308,416.2943,417.1232,76440.0
2021-12-09,411.5504,415.1658,403.0697,410.0576,65052.0
2021-12-10,412.8619,412.8619,402.0238,410.5822,66585.0
2021-12-11,412.8619,412.8619,402.0238,410.5822,66585.0
2021-12-12,412.8619,412.8619,402.0238,410.5822,66585.0
2021-12-13,409.5557,412.0135,403.3029,403.3029,83583.0
2021-12-14,398.0636,405.589,394.5761,398.64,82236.0
2021-12-15,396.1952,400.5569,386.9568,400.3432,96870.0
2021-12-16,404.7665,419.2669,395.3144,399.7474,85257.0
2021-12-17,394.0127,395.8358,386.9568,390.7551,284550.0
2021-12-18,394.0127,395.8358,386.9568,390.7551,284550.0
2021-12-19,394.0127,395.8358,386.9568,390.7551,284550.0
2021-12-20,384.6869,393.2064,378.9165,391.7946,85116.0
2021-12-21,395.5832,409.7403,395.5832,408.4483,82488.0
2021-12-22,407.2534,409.3355,396.6712,398.2255,51147.0
2021-12-23,400.8808,402.3075,398.2903,401.3891,55494.0
2021-12-24,400.8808,402.3075,398.2903,401.3891,55494.0
2021-12-25,400.8808,402.3075,398.2903,401.3891,55494.0
2021-12-26,400.8808,402.3075,398.2903,401.3891,55494.0
2021-12-27,402.1987,416.7249,396.736,415.6402,43056.0
2021-12-28,414.5165,420.9572,406.8551,409.0441,62940.0
2021-12-29,412.7518,412.7518,401.5284,405.3332,51495.0
2021-12-30,403.5231,411.4954,401.939,403.4648,51450.0
2021-12-31,403.4875,407.8104,397.4137,404.4006,52767.0
2022-01-01,403.4875,407.8104,397.4137,404.4006,52767.0
2022-01-02,403.4875,407.8104,397.4137,404.4006,52767.0
2022-01-03,401.8684,412.9914,401.8684,412.5834,72480.0
2022-01-04,417.1038,422.2362,413.3508,418.6808,53499.0
2022-01-05,420.3096,426.462,404.76,407.0624,93180.0
2022-01-06,409.8957,419.1276,399.7442,407.3279,79917.0
2022-01-07,411.3043,411.3043,405.5113,408.037,74529.0
2022-01-08,411.3043,411.3043,405.5113,408.037,74529.0
2022-01-09,411.3043,411.3043,405.5113,408.037,74529.0
2022-01-10,408.1666,408.1666,388.5759,392.8081,89112.0
2022-01-11,396.6712,402.6261,392.7964,395.5702,155583.0
2022-01-12,402.3897,402.3897,392.4357,396.3377,64704.0
2022-01-13,397.5876,397.5876,363.7782,365.2224,170799.0
2022-01-14,362.5283,369.7137,349.864,360.0058,155280.0
2022-01-15,362.5283,369.7137,349.864,360.0058,155280.0
2022-01-16,362.5283,369.7137,349.864,360.0058,155280.0
2022-01-17,362.5283,369.7137,349.864,360.0058,155280.0
2022-01-18,365.2613,365.2613,340.6742,345.6382,104913.0
2022-01-19,351.645,353.0989,341.8205,343.0671,105690.0
2022-01-20,345.8617,345.8617,325.7237,327.2974,88890.0
2022-01-21,325.1959,333.8514,321.2713,324.898,143706.0
2022-01-22,325.1959,333.8514,321.2713,324.898,143706.0
2022-01-23,325.1959,333.8514,321.2713,324.898,143706.0
2022-01-24,321.4397,339.9715,306.4212,336.5294,106140.0
2022-01-25,330.9371,347.6556,325.4323,338.2067,92703.0
2022-01-26,346.7198,354.3925,327.9159,331.5588,59463.0
2022-01-27,334.8973,335.1758,322.1941,326.3228,77616.0
2022-01-28,328.2689,338.8543,325.4323,335.0949,55788.0
2022-01-29,328.2689,338.8543,325.4323,335.0949,55788.0
2022-01-30,328.2689,338.8543,325.4323,335.0949,55788.0
2022-01-31,334.8229,348.0992,334.8229,348.0992,66747.0
2022-02-01,348.0021,365.8636,343.7051,363.4026,97122.0
2022-02-02,366.8188,366.8188,354.2517,360.8574,66327.0
2022-02-03,355.929,357.9885,345.3792,353.0568,44358.0
2022-02-04,353.9408,367.8411,347.7171,353.8728,50961.0
2022-02-05,353.9408,367.8411,347.7171,353.8728,50961.0
2022-02-06,353.9408,367.8411,347.7171,353.8728,50961.0
2022-02-07,347.1634,354.4414,343.3197,348.5331,78507.0
2022-02-08,345.8325,351.2661,341.542,344.3656,70491.0
2022-02-09,344.0062,350.463,342.7346,345.4828,65889.0
2022-02-10,340.93,356.1945,340.93,348.4845,72162.0
2022-02-11,349.7183,359.7759,349.7183,357.9593,64470.0
2022-02-12,349.7183,359.7759,349.7183,357.9593,64470.0
2022-02-13,349.7183,359.7759,349.7183,357.9593,64470.0
2022-02-14,357.1951,361.7091,340.6547,343.2452,57315.0
2022-02-15,343.2647,343.2647,331.7596,334.8714,54729.0
2022-02-16,338.8155,342.5911,328.8064,330.4125,48333.0
2022-02-17,332.7893,333.5276,325.361,325.361,55932.0
2022-02-18,323.8132,327.699,319.8886,325.6525,75372.0
2022-02-19,323.8132,327.699,319.8886,325.6525,75372.0
2022-02-20,323.8132,327.699,319.8886,325.6525,75372.0
2022-02-21,323.8132,327.699,319.8886,325.6525,75372.0
2022-02-22,338.2164,338.2164,319.2814,323.5671,77580.0
2022-02-23,325.2412,328.3531,320.5751,327.7314,79680.0
2022-02-24,327.699,356.4439,320.7402,355.6441,127353.0
2022-02-25,363.2763,363.2763,340.0508,345.1525,93795.0
2022-02-26,363.2763,363.2763,340.0508,345.1525,93795.0
2022-02-27,363.2763,363.2763,340.0508,345.1525,93795.0
2022-02-28,348.7533,388.5759,348.7533,384.9265,183465.0
2022-03-01,388.5759,400.4922,379.5091,390.4184,137160.0
2022-03-02,398.6885,415.3228,398.6885,402.4189,124827.0
2022-03-03,397.675,402.8725,387.8055,397.3998,89463.0
2022-03-04,399.8219,427.1193,399.8219,420.6819,110064.0
2022-03-05,399.8219,427.1193,399.8219,420.6819,110064.0
2022-03-06,399.8219,427.1193,399.8219,420.6819,110064.0
2022-03-07,423.6127,434.5894,406.677,417.6375,102321.0
2022-03-08,423.7749,438.1596,409.2962,417.1993,121779.0
2022-03-09,407.7675,417.3875,404.6971,417.3778,82176.0
2022-03-10,421.1979,431.3145,414.5314,419.7276,84819.0
2022-03-11,422.6162,435.9769,421.2012,427.1634,91521.0
2022-03-12,422.6162,435.9769,421.2012,427.1634,91521.0
2022-03-13,422.6162,435.9769,421.2012,427.1634,91521.0
2022-03-14,426.2059,437.5072,410.4516,416.7676,95883.0
2022-03-15,411.6006,411.6006,403.4314,403.493,167862.0
2022-03-16,402.6816,424.3656,402.6816,413.7102,132732.0
2022-03-17,419.4453,441.4052,418.5125,439.9446,109479.0
2022-03-18,436.6146,445.4622,428.8965,437.6565,288378.0
2022-03-19,436.6146,445.4622,428.8965,437.6565,288378.0
2022-03-20,436.6146,445.4622,428.8965,437.6565,288378.0
2022-03-21,441.4052,455.3614,441.4052,453.005,139395.0
2022-03-22,453.2517,456.5947,448.5391,450.996,93111.0
2022-03-23,454.3877,462.4855,448.072,460.8822,69855.0
2022-03-24,458.9316,464.1246,454.0631,458.2532,57579.0
2022-03-25,454.5565,472.4821,454.0631,472.0763,106524.0
2022-03-26,454.5565,472.4821,454.0631,472.0763,106524.0
2022-03-27,454.5565,472.4821,454.0631,472.0763,106524.0
2022-03-28,462.7939,462.7939,448.3508,455.0044,73563.0
2022-03-29,452.2715,464.4394,448.9626,464.4394,73827.0
2022-03-30,465.0983,472.5746,464.984,470.7294,90933.0
2022-03-31,470.5509,473.3486,435.3229,438.8444,177885.0
2022-04-01,436.9587,463.2677,435.2352,461.3203,93162.0
2022-04-02,436.9587,463.2677,435.2352,461.3203,93162.0
2022-04-03,436.9587,463.2677,435.2352,461.3203,93162.0
2022-04-04,470.6158,481.3264,461.356,480.1255,134397.0
2022-04-05,483.5983,485.2211,460.1422,460.1422,156906.0
2022-04-06,447.9029,462.1285,444.9754,458.8504,97551.0
2022-04-07,464.4134,468.0907,454.7122,464.3712,72813.0
2022-04-08,467.4676,467.4676,460.1324,462.9237,52587.0
2022-04-09,467.4676,467.4676,460.1324,462.9237,52587.0
2022-04-10,467.4676,467.4676,460.1324,462.9237,52587.0
2022-04-11,455.5301,460.8789,446.1892,451.4114,85008.0
2022-04-12,458.8829,467.5325,454.9622,456.5201,84450.0
2022-04-13,459.3178,473.7478,458.3441,473.3908,62115.0
2022-04-14,469.8271,480.2521,469.8271,474.5917,67095.0
2022-04-15,469.8271,480.2521,469.8271,474.5917,67095.0
2022-04-16,469.8271,480.2521,469.8271,474.5917,67095.0
2022-04-17,469.8271,480.2521,469.8271,474.5917,67095.0
2022-04-18,477.4316,488.4668,477.4316,483.2121,82161.0
2022-04-19,486.5161,486.8358,475.4161,479.8658,57630.0
2022-04-20,485.867,491.6962,479.4569,488.8854,62988.0
2022-04-21,493.6565,493.6565,465.0204,465.0204,45714.0
2022-04-22,459.3243,464.4459,444.6508,447.3544,77664.0
2022-04-23,459.3243,464.4459,444.6508,447.3544,77664.0
2022-04-24,459.3243,464.4459,444.6508,447.3544,77664.0
2022-04-25,434.9139,447.2733,425.177,445.1571,89250.0
2022-04-26,437.835,450.7818,431.6975,433.0185,55503.0
2022-04-27,430.8958,440.1102,425.8619,432.5219,47991.0
2022-04-28,439.289,453.0651,427.7735,446.5917,48504.0
2022-04-29,450.2722,456.1144,442.1809,443.5473,62514.0
2022-04-30,450.2722,456.1144,442.1809,443.5473,62514.0
2022-05-01,450.2722,456.1144,442.1809,443.5473,62514.0
2022-05-02,440.5516,444.1494,425.758,440.6003,70674.0
2022-05-03,447.7082,452.1936,443.1578,447.9419,68103.0
2022-05-04,454.7285,464.6958,437.9275,462.4725,97062.0
2022-05-05,440.0096,456.5785,440.0096,455.7346,71280.0
2022-05-06,456.0105,462.1253,440.227,462.1253,66159.0
2022-05-07,456.0105,462.1253,440.227,462.1253,66159.0
2022-05-08,456.0105,462.1253,440.227,462.1253,66159.0
2022-05-09,450.1684,450.1684,418.6858,420.9545,85338.0
2022-05-10,424.8525,435.4219,415.4402,427.0952,80178.0
2022-05-11,431.4444,439.8797,410.9969,414.0348,69357.0
2022-05-12,416.4528,423.8756,405.7065,420.5326,98175.0
2022-05-13,428.4227,440.6035,427.5691,438.786,59445.0
2022-05-14,428.4227,440.6035,427.5691,438.786,59445.0
2022-05-15,428.4227,440.6035,427.5691,438.786,59445.0
2022-05-16,438.1628,446.2736,438.1628,444.4301,54540.0
2022-05-17,446.7053,456.4422,442.5947,454.0339,58722.0
2022-05-18,454.0631,454.0631,434.9139,439.5357,70365.0
2022-05-19,440.9316,446.4499,432.185,440.2627,80106.0
2022-05-20,440.8502,445.4168,435.0405,445.3973,41124.0
2022-05-21,440.8502,445.4168,435.0405,445.3973,41124.0
2022-05-22,440.8502,445.4168,435.0405,445.3973,41124.0
2022-05-23,453.6347,458.3684,448.2242,456.5038,49350.0
2022-05-24,450.4994,463.0438,446.2217,463.0438,51216.0
2022-05-25,467.3702,484.3448,467.3669,482.5727,66657.0
2022-05-26,482.0761,497.7135,482.0761,495.5909,58830.0
2022-05-27,498.2036,512.809,498.2036,510.8681,68949.0
2022-05-28,498.2036,512.809,498.2036,510.8681,68949.0
2022-05-29,498.2036,512.809,498.2036,510.8681,68949.0
