,CARO US Equity,CARO US Equity,CARO US Equity,CARO US Equity,CARO US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-04-29,32.89,33.79,32.5,32.88,691192.0
2021-04-30,32.89,33.79,32.5,32.88,691192.0
2021-05-01,32.89,33.79,32.5,32.88,691192.0
2021-05-02,32.89,33.79,32.5,32.88,691192.0
2021-05-03,32.89,33.79,32.5,32.88,691192.0
2021-05-04,32.89,33.79,32.5,32.88,691192.0
2021-05-05,32.89,33.79,32.5,32.88,691192.0
2021-05-06,32.89,33.79,32.5,32.88,691192.0
2021-05-07,32.89,33.79,32.5,32.88,691192.0
2021-05-08,32.89,33.79,32.5,32.88,691192.0
2021-05-09,32.89,33.79,32.5,32.88,691192.0
2021-05-10,32.89,33.79,32.5,32.88,691192.0
2021-05-11,32.89,33.79,32.5,32.88,691192.0
2021-05-12,32.89,33.79,32.5,32.88,691192.0
2021-05-13,32.89,33.79,32.5,32.88,691192.0
2021-05-14,32.89,33.79,32.5,32.88,691192.0
2021-05-15,32.89,33.79,32.5,32.88,691192.0
2021-05-16,32.89,33.79,32.5,32.88,691192.0
2021-05-17,32.89,33.79,32.5,32.88,691192.0
2021-05-18,32.89,33.79,32.5,32.88,691192.0
2021-05-19,32.89,33.79,32.5,32.88,691192.0
2021-05-20,32.89,33.79,32.5,32.88,691192.0
2021-05-21,32.89,33.79,32.5,32.88,691192.0
2021-05-22,32.89,33.79,32.5,32.88,691192.0
2021-05-23,32.89,33.79,32.5,32.88,691192.0
2021-05-24,32.89,33.79,32.5,32.88,691192.0
2021-05-25,32.89,33.79,32.5,32.88,691192.0
2021-05-26,32.89,33.79,32.5,32.88,691192.0
2021-05-27,32.89,33.79,32.5,32.88,691192.0
2021-05-28,32.89,33.79,32.5,32.88,691192.0
2021-05-29,32.89,33.79,32.5,32.88,691192.0
2021-05-30,32.89,33.79,32.5,32.88,691192.0
2021-05-31,32.89,33.79,32.5,32.88,691192.0
2021-06-01,32.89,33.79,32.5,32.88,691192.0
2021-06-02,32.89,33.79,32.5,32.88,691192.0
2021-06-03,32.89,33.79,32.5,32.88,691192.0
2021-06-04,32.89,33.79,32.5,32.88,691192.0
2021-06-05,32.89,33.79,32.5,32.88,691192.0
2021-06-06,32.89,33.79,32.5,32.88,691192.0
2021-06-07,32.89,33.79,32.5,32.88,691192.0
2021-06-08,32.89,33.79,32.5,32.88,691192.0
2021-06-09,32.89,33.79,32.5,32.88,691192.0
2021-06-10,32.89,33.79,32.5,32.88,691192.0
2021-06-11,32.89,33.79,32.5,32.88,691192.0
2021-06-12,32.89,33.79,32.5,32.88,691192.0
2021-06-13,32.89,33.79,32.5,32.88,691192.0
2021-06-14,32.89,33.79,32.5,32.88,691192.0
2021-06-15,32.89,33.79,32.5,32.88,691192.0
2021-06-16,32.89,33.79,32.5,32.88,691192.0
2021-06-17,32.89,33.79,32.5,32.88,691192.0
2021-06-18,32.89,33.79,32.5,32.88,691192.0
2021-06-19,32.89,33.79,32.5,32.88,691192.0
2021-06-20,32.89,33.79,32.5,32.88,691192.0
2021-06-21,32.89,33.79,32.5,32.88,691192.0
2021-06-22,32.89,33.79,32.5,32.88,691192.0
2021-06-23,32.89,33.79,32.5,32.88,691192.0
2021-06-24,32.89,33.79,32.5,32.88,691192.0
2021-06-25,32.89,33.79,32.5,32.88,691192.0
2021-06-26,32.89,33.79,32.5,32.88,691192.0
2021-06-27,32.89,33.79,32.5,32.88,691192.0
2021-06-28,32.89,33.79,32.5,32.88,691192.0
2021-06-29,32.89,33.79,32.5,32.88,691192.0
2021-06-30,32.89,33.79,32.5,32.88,691192.0
2021-07-01,32.89,33.79,32.5,32.88,691192.0
2021-07-02,32.89,33.79,32.5,32.88,691192.0
2021-07-03,32.89,33.79,32.5,32.88,691192.0
2021-07-04,32.89,33.79,32.5,32.88,691192.0
2021-07-05,32.89,33.79,32.5,32.88,691192.0
2021-07-06,32.89,33.79,32.5,32.88,691192.0
2021-07-07,32.89,33.79,32.5,32.88,691192.0
2021-07-08,32.89,33.79,32.5,32.88,691192.0
2021-07-09,32.89,33.79,32.5,32.88,691192.0
2021-07-10,32.89,33.79,32.5,32.88,691192.0
2021-07-11,32.89,33.79,32.5,32.88,691192.0
2021-07-12,32.89,33.79,32.5,32.88,691192.0
2021-07-13,32.89,33.79,32.5,32.88,691192.0
2021-07-14,32.89,33.79,32.5,32.88,691192.0
2021-07-15,32.89,33.79,32.5,32.88,691192.0
2021-07-16,32.89,33.79,32.5,32.88,691192.0
2021-07-17,32.89,33.79,32.5,32.88,691192.0
2021-07-18,32.89,33.79,32.5,32.88,691192.0
2021-07-19,32.89,33.79,32.5,32.88,691192.0
2021-07-20,32.89,33.79,32.5,32.88,691192.0
2021-07-21,32.89,33.79,32.5,32.88,691192.0
2021-07-22,32.89,33.79,32.5,32.88,691192.0
2021-07-23,32.89,33.79,32.5,32.88,691192.0
2021-07-24,32.89,33.79,32.5,32.88,691192.0
2021-07-25,32.89,33.79,32.5,32.88,691192.0
2021-07-26,32.89,33.79,32.5,32.88,691192.0
2021-07-27,32.89,33.79,32.5,32.88,691192.0
2021-07-28,32.89,33.79,32.5,32.88,691192.0
2021-07-29,32.89,33.79,32.5,32.88,691192.0
2021-07-30,32.89,33.79,32.5,32.88,691192.0
2021-07-31,32.89,33.79,32.5,32.88,691192.0
2021-08-01,32.89,33.79,32.5,32.88,691192.0
2021-08-02,32.89,33.79,32.5,32.88,691192.0
2021-08-03,32.89,33.79,32.5,32.88,691192.0
2021-08-04,32.89,33.79,32.5,32.88,691192.0
2021-08-05,32.89,33.79,32.5,32.88,691192.0
2021-08-06,32.89,33.79,32.5,32.88,691192.0
2021-08-07,32.89,33.79,32.5,32.88,691192.0
2021-08-08,32.89,33.79,32.5,32.88,691192.0
2021-08-09,32.89,33.79,32.5,32.88,691192.0
2021-08-10,32.89,33.79,32.5,32.88,691192.0
2021-08-11,32.89,33.79,32.5,32.88,691192.0
2021-08-12,32.89,33.79,32.5,32.88,691192.0
2021-08-13,32.89,33.79,32.5,32.88,691192.0
2021-08-14,32.89,33.79,32.5,32.88,691192.0
2021-08-15,32.89,33.79,32.5,32.88,691192.0
2021-08-16,32.89,33.79,32.5,32.88,691192.0
2021-08-17,32.89,33.79,32.5,32.88,691192.0
2021-08-18,32.89,33.79,32.5,32.88,691192.0
2021-08-19,32.89,33.79,32.5,32.88,691192.0
2021-08-20,32.89,33.79,32.5,32.88,691192.0
2021-08-21,32.89,33.79,32.5,32.88,691192.0
2021-08-22,32.89,33.79,32.5,32.88,691192.0
2021-08-23,32.89,33.79,32.5,32.88,691192.0
2021-08-24,32.89,33.79,32.5,32.88,691192.0
2021-08-25,32.89,33.79,32.5,32.88,691192.0
2021-08-26,32.89,33.79,32.5,32.88,691192.0
2021-08-27,32.89,33.79,32.5,32.88,691192.0
2021-08-28,32.89,33.79,32.5,32.88,691192.0
2021-08-29,32.89,33.79,32.5,32.88,691192.0
2021-08-30,32.89,33.79,32.5,32.88,691192.0
2021-08-31,32.89,33.79,32.5,32.88,691192.0
2021-09-01,32.89,33.79,32.5,32.88,691192.0
2021-09-02,32.89,33.79,32.5,32.88,691192.0
2021-09-03,32.89,33.79,32.5,32.88,691192.0
2021-09-04,32.89,33.79,32.5,32.88,691192.0
2021-09-05,32.89,33.79,32.5,32.88,691192.0
2021-09-06,32.89,33.79,32.5,32.88,691192.0
2021-09-07,32.89,33.79,32.5,32.88,691192.0
2021-09-08,32.89,33.79,32.5,32.88,691192.0
2021-09-09,32.89,33.79,32.5,32.88,691192.0
2021-09-10,32.89,33.79,32.5,32.88,691192.0
2021-09-11,32.89,33.79,32.5,32.88,691192.0
2021-09-12,32.89,33.79,32.5,32.88,691192.0
2021-09-13,32.89,33.79,32.5,32.88,691192.0
2021-09-14,32.89,33.79,32.5,32.88,691192.0
2021-09-15,32.89,33.79,32.5,32.88,691192.0
2021-09-16,32.89,33.79,32.5,32.88,691192.0
2021-09-17,32.89,33.79,32.5,32.88,691192.0
2021-09-18,32.89,33.79,32.5,32.88,691192.0
2021-09-19,32.89,33.79,32.5,32.88,691192.0
2021-09-20,32.89,33.79,32.5,32.88,691192.0
2021-09-21,32.89,33.79,32.5,32.88,691192.0
2021-09-22,32.89,33.79,32.5,32.88,691192.0
2021-09-23,32.89,33.79,32.5,32.88,691192.0
2021-09-24,32.89,33.79,32.5,32.88,691192.0
2021-09-25,32.89,33.79,32.5,32.88,691192.0
2021-09-26,32.89,33.79,32.5,32.88,691192.0
2021-09-27,32.89,33.79,32.5,32.88,691192.0
2021-09-28,32.89,33.79,32.5,32.88,691192.0
2021-09-29,32.89,33.79,32.5,32.88,691192.0
2021-09-30,32.89,33.79,32.5,32.88,691192.0
2021-10-01,32.89,33.79,32.5,32.88,691192.0
2021-10-02,32.89,33.79,32.5,32.88,691192.0
2021-10-03,32.89,33.79,32.5,32.88,691192.0
2021-10-04,32.89,33.79,32.5,32.88,691192.0
2021-10-05,32.89,33.79,32.5,32.88,691192.0
2021-10-06,32.89,33.79,32.5,32.88,691192.0
2021-10-07,32.89,33.79,32.5,32.88,691192.0
2021-10-08,32.89,33.79,32.5,32.88,691192.0
2021-10-09,32.89,33.79,32.5,32.88,691192.0
2021-10-10,32.89,33.79,32.5,32.88,691192.0
2021-10-11,32.89,33.79,32.5,32.88,691192.0
2021-10-12,32.89,33.79,32.5,32.88,691192.0
2021-10-13,32.89,33.79,32.5,32.88,691192.0
2021-10-14,32.89,33.79,32.5,32.88,691192.0
2021-10-15,32.89,33.79,32.5,32.88,691192.0
2021-10-16,32.89,33.79,32.5,32.88,691192.0
2021-10-17,32.89,33.79,32.5,32.88,691192.0
2021-10-18,32.89,33.79,32.5,32.88,691192.0
2021-10-19,32.89,33.79,32.5,32.88,691192.0
2021-10-20,32.89,33.79,32.5,32.88,691192.0
2021-10-21,32.89,33.79,32.5,32.88,691192.0
2021-10-22,32.89,33.79,32.5,32.88,691192.0
2021-10-23,32.89,33.79,32.5,32.88,691192.0
2021-10-24,32.89,33.79,32.5,32.88,691192.0
2021-10-25,32.89,33.79,32.5,32.88,691192.0
2021-10-26,32.89,33.79,32.5,32.88,691192.0
2021-10-27,32.89,33.79,32.5,32.88,691192.0
2021-10-28,32.89,33.79,32.5,32.88,691192.0
2021-10-29,32.89,33.79,32.5,32.88,691192.0
2021-10-30,32.89,33.79,32.5,32.88,691192.0
2021-10-31,32.89,33.79,32.5,32.88,691192.0
2021-11-01,32.89,33.79,32.5,32.88,691192.0
2021-11-02,32.89,33.79,32.5,32.88,691192.0
2021-11-03,32.89,33.79,32.5,32.88,691192.0
2021-11-04,32.89,33.79,32.5,32.88,691192.0
2021-11-05,32.89,33.79,32.5,32.88,691192.0
2021-11-06,32.89,33.79,32.5,32.88,691192.0
2021-11-07,32.89,33.79,32.5,32.88,691192.0
2021-11-08,32.89,33.79,32.5,32.88,691192.0
2021-11-09,32.89,33.79,32.5,32.88,691192.0
2021-11-10,32.89,33.79,32.5,32.88,691192.0
2021-11-11,32.89,33.79,32.5,32.88,691192.0
2021-11-12,32.89,33.79,32.5,32.88,691192.0
2021-11-13,32.89,33.79,32.5,32.88,691192.0
2021-11-14,32.89,33.79,32.5,32.88,691192.0
2021-11-15,32.89,33.79,32.5,32.88,691192.0
2021-11-16,32.89,33.79,32.5,32.88,691192.0
2021-11-17,32.89,33.79,32.5,32.88,691192.0
2021-11-18,32.89,33.79,32.5,32.88,691192.0
2021-11-19,32.89,33.79,32.5,32.88,691192.0
2021-11-20,32.89,33.79,32.5,32.88,691192.0
2021-11-21,32.89,33.79,32.5,32.88,691192.0
2021-11-22,32.89,33.79,32.5,32.88,691192.0
2021-11-23,32.89,33.79,32.5,32.88,691192.0
2021-11-24,32.89,33.79,32.5,32.88,691192.0
2021-11-25,32.89,33.79,32.5,32.88,691192.0
2021-11-26,32.89,33.79,32.5,32.88,691192.0
2021-11-27,32.89,33.79,32.5,32.88,691192.0
2021-11-28,32.89,33.79,32.5,32.88,691192.0
2021-11-29,32.89,33.79,32.5,32.88,691192.0
2021-11-30,32.89,33.79,32.5,32.88,691192.0
2021-12-01,32.89,33.79,32.5,32.88,691192.0
2021-12-02,32.89,33.79,32.5,32.88,691192.0
2021-12-03,32.89,33.79,32.5,32.88,691192.0
2021-12-04,32.89,33.79,32.5,32.88,691192.0
2021-12-05,32.89,33.79,32.5,32.88,691192.0
2021-12-06,32.89,33.79,32.5,32.88,691192.0
2021-12-07,32.89,33.79,32.5,32.88,691192.0
2021-12-08,32.89,33.79,32.5,32.88,691192.0
2021-12-09,32.89,33.79,32.5,32.88,691192.0
2021-12-10,32.89,33.79,32.5,32.88,691192.0
2021-12-11,32.89,33.79,32.5,32.88,691192.0
2021-12-12,32.89,33.79,32.5,32.88,691192.0
2021-12-13,32.89,33.79,32.5,32.88,691192.0
2021-12-14,32.89,33.79,32.5,32.88,691192.0
2021-12-15,32.89,33.79,32.5,32.88,691192.0
2021-12-16,32.89,33.79,32.5,32.88,691192.0
2021-12-17,32.89,33.79,32.5,32.88,691192.0
2021-12-18,32.89,33.79,32.5,32.88,691192.0
2021-12-19,32.89,33.79,32.5,32.88,691192.0
2021-12-20,32.89,33.79,32.5,32.88,691192.0
2021-12-21,32.89,33.79,32.5,32.88,691192.0
2021-12-22,32.89,33.79,32.5,32.88,691192.0
2021-12-23,32.89,33.79,32.5,32.88,691192.0
2021-12-24,32.89,33.79,32.5,32.88,691192.0
2021-12-25,32.89,33.79,32.5,32.88,691192.0
2021-12-26,32.89,33.79,32.5,32.88,691192.0
2021-12-27,32.89,33.79,32.5,32.88,691192.0
2021-12-28,32.89,33.79,32.5,32.88,691192.0
2021-12-29,32.89,33.79,32.5,32.88,691192.0
2021-12-30,32.89,33.79,32.5,32.88,691192.0
2021-12-31,32.89,33.79,32.5,32.88,691192.0
2022-01-01,32.89,33.79,32.5,32.88,691192.0
2022-01-02,32.89,33.79,32.5,32.88,691192.0
2022-01-03,32.89,33.79,32.5,32.88,691192.0
2022-01-04,32.89,33.79,32.5,32.88,691192.0
2022-01-05,32.89,33.79,32.5,32.88,691192.0
2022-01-06,32.89,33.79,32.5,32.88,691192.0
2022-01-07,32.89,33.79,32.5,32.88,691192.0
2022-01-08,32.89,33.79,32.5,32.88,691192.0
2022-01-09,32.89,33.79,32.5,32.88,691192.0
2022-01-10,32.89,33.79,32.5,32.88,691192.0
2022-01-11,32.89,33.79,32.5,32.88,691192.0
2022-01-12,32.89,33.79,32.5,32.88,691192.0
2022-01-13,32.89,33.79,32.5,32.88,691192.0
2022-01-14,32.89,33.79,32.5,32.88,691192.0
2022-01-15,32.89,33.79,32.5,32.88,691192.0
2022-01-16,32.89,33.79,32.5,32.88,691192.0
2022-01-17,32.89,33.79,32.5,32.88,691192.0
2022-01-18,32.89,33.79,32.5,32.88,691192.0
2022-01-19,32.89,33.79,32.5,32.88,691192.0
2022-01-20,32.89,33.79,32.5,32.88,691192.0
2022-01-21,32.89,33.79,32.5,32.88,691192.0
2022-01-22,32.89,33.79,32.5,32.88,691192.0
2022-01-23,32.89,33.79,32.5,32.88,691192.0
2022-01-24,32.89,33.79,32.5,32.88,691192.0
2022-01-25,32.89,33.79,32.5,32.88,691192.0
2022-01-26,32.89,33.79,32.5,32.88,691192.0
2022-01-27,32.89,33.79,32.5,32.88,691192.0
2022-01-28,32.89,33.79,32.5,32.88,691192.0
2022-01-29,32.89,33.79,32.5,32.88,691192.0
2022-01-30,32.89,33.79,32.5,32.88,691192.0
2022-01-31,32.89,33.79,32.5,32.88,691192.0
2022-02-01,32.89,33.79,32.5,32.88,691192.0
2022-02-02,32.89,33.79,32.5,32.88,691192.0
2022-02-03,32.89,33.79,32.5,32.88,691192.0
2022-02-04,32.89,33.79,32.5,32.88,691192.0
2022-02-05,32.89,33.79,32.5,32.88,691192.0
2022-02-06,32.89,33.79,32.5,32.88,691192.0
2022-02-07,32.89,33.79,32.5,32.88,691192.0
2022-02-08,32.89,33.79,32.5,32.88,691192.0
2022-02-09,32.89,33.79,32.5,32.88,691192.0
2022-02-10,32.89,33.79,32.5,32.88,691192.0
2022-02-11,32.89,33.79,32.5,32.88,691192.0
2022-02-12,32.89,33.79,32.5,32.88,691192.0
2022-02-13,32.89,33.79,32.5,32.88,691192.0
2022-02-14,32.89,33.79,32.5,32.88,691192.0
2022-02-15,32.89,33.79,32.5,32.88,691192.0
2022-02-16,32.89,33.79,32.5,32.88,691192.0
2022-02-17,32.89,33.79,32.5,32.88,691192.0
2022-02-18,32.89,33.79,32.5,32.88,691192.0
2022-02-19,32.89,33.79,32.5,32.88,691192.0
2022-02-20,32.89,33.79,32.5,32.88,691192.0
2022-02-21,32.89,33.79,32.5,32.88,691192.0
2022-02-22,32.89,33.79,32.5,32.88,691192.0
2022-02-23,32.89,33.79,32.5,32.88,691192.0
2022-02-24,32.89,33.79,32.5,32.88,691192.0
2022-02-25,32.89,33.79,32.5,32.88,691192.0
2022-02-26,32.89,33.79,32.5,32.88,691192.0
2022-02-27,32.89,33.79,32.5,32.88,691192.0
2022-02-28,32.89,33.79,32.5,32.88,691192.0
2022-03-01,32.89,33.79,32.5,32.88,691192.0
2022-03-02,32.89,33.79,32.5,32.88,691192.0
2022-03-03,32.89,33.79,32.5,32.88,691192.0
2022-03-04,32.89,33.79,32.5,32.88,691192.0
2022-03-05,32.89,33.79,32.5,32.88,691192.0
2022-03-06,32.89,33.79,32.5,32.88,691192.0
2022-03-07,32.89,33.79,32.5,32.88,691192.0
2022-03-08,32.89,33.79,32.5,32.88,691192.0
2022-03-09,32.89,33.79,32.5,32.88,691192.0
2022-03-10,32.89,33.79,32.5,32.88,691192.0
2022-03-11,32.89,33.79,32.5,32.88,691192.0
2022-03-12,32.89,33.79,32.5,32.88,691192.0
2022-03-13,32.89,33.79,32.5,32.88,691192.0
2022-03-14,32.89,33.79,32.5,32.88,691192.0
2022-03-15,32.89,33.79,32.5,32.88,691192.0
2022-03-16,32.89,33.79,32.5,32.88,691192.0
2022-03-17,32.89,33.79,32.5,32.88,691192.0
2022-03-18,32.89,33.79,32.5,32.88,691192.0
2022-03-19,32.89,33.79,32.5,32.88,691192.0
2022-03-20,32.89,33.79,32.5,32.88,691192.0
2022-03-21,32.89,33.79,32.5,32.88,691192.0
2022-03-22,32.89,33.79,32.5,32.88,691192.0
2022-03-23,32.89,33.79,32.5,32.88,691192.0
2022-03-24,32.89,33.79,32.5,32.88,691192.0
2022-03-25,32.89,33.79,32.5,32.88,691192.0
2022-03-26,32.89,33.79,32.5,32.88,691192.0
2022-03-27,32.89,33.79,32.5,32.88,691192.0
2022-03-28,32.89,33.79,32.5,32.88,691192.0
2022-03-29,32.89,33.79,32.5,32.88,691192.0
2022-03-30,32.89,33.79,32.5,32.88,691192.0
2022-03-31,32.89,33.79,32.5,32.88,691192.0
2022-04-01,32.89,33.79,32.5,32.88,691192.0
2022-04-02,32.89,33.79,32.5,32.88,691192.0
2022-04-03,32.89,33.79,32.5,32.88,691192.0
2022-04-04,32.89,33.79,32.5,32.88,691192.0
2022-04-05,32.89,33.79,32.5,32.88,691192.0
2022-04-06,32.89,33.79,32.5,32.88,691192.0
2022-04-07,32.89,33.79,32.5,32.88,691192.0
2022-04-08,32.89,33.79,32.5,32.88,691192.0
2022-04-09,32.89,33.79,32.5,32.88,691192.0
2022-04-10,32.89,33.79,32.5,32.88,691192.0
2022-04-11,32.89,33.79,32.5,32.88,691192.0
2022-04-12,32.89,33.79,32.5,32.88,691192.0
2022-04-13,32.89,33.79,32.5,32.88,691192.0
2022-04-14,32.89,33.79,32.5,32.88,691192.0
2022-04-15,32.89,33.79,32.5,32.88,691192.0
2022-04-16,32.89,33.79,32.5,32.88,691192.0
2022-04-17,32.89,33.79,32.5,32.88,691192.0
2022-04-18,32.89,33.79,32.5,32.88,691192.0
2022-04-19,32.89,33.79,32.5,32.88,691192.0
2022-04-20,32.89,33.79,32.5,32.88,691192.0
2022-04-21,32.89,33.79,32.5,32.88,691192.0
2022-04-22,32.89,33.79,32.5,32.88,691192.0
2022-04-23,32.89,33.79,32.5,32.88,691192.0
2022-04-24,32.89,33.79,32.5,32.88,691192.0
2022-04-25,32.89,33.79,32.5,32.88,691192.0
2022-04-26,32.89,33.79,32.5,32.88,691192.0
2022-04-27,32.89,33.79,32.5,32.88,691192.0
2022-04-28,32.89,33.79,32.5,32.88,691192.0
2022-04-29,32.89,33.79,32.5,32.88,691192.0
2022-04-30,32.89,33.79,32.5,32.88,691192.0
2022-05-01,32.89,33.79,32.5,32.88,691192.0
2022-05-02,32.89,33.79,32.5,32.88,691192.0
2022-05-03,32.89,33.79,32.5,32.88,691192.0
2022-05-04,32.89,33.79,32.5,32.88,691192.0
2022-05-05,32.89,33.79,32.5,32.88,691192.0
2022-05-06,32.89,33.79,32.5,32.88,691192.0
2022-05-07,32.89,33.79,32.5,32.88,691192.0
2022-05-08,32.89,33.79,32.5,32.88,691192.0
2022-05-09,32.89,33.79,32.5,32.88,691192.0
2022-05-10,32.89,33.79,32.5,32.88,691192.0
2022-05-11,32.89,33.79,32.5,32.88,691192.0
2022-05-12,32.89,33.79,32.5,32.88,691192.0
2022-05-13,32.89,33.79,32.5,32.88,691192.0
2022-05-14,32.89,33.79,32.5,32.88,691192.0
2022-05-15,32.89,33.79,32.5,32.88,691192.0
2022-05-16,32.89,33.79,32.5,32.88,691192.0
2022-05-17,32.89,33.79,32.5,32.88,691192.0
2022-05-18,32.89,33.79,32.5,32.88,691192.0
2022-05-19,32.89,33.79,32.5,32.88,691192.0
2022-05-20,32.89,33.79,32.5,32.88,691192.0
2022-05-21,32.89,33.79,32.5,32.88,691192.0
2022-05-22,32.89,33.79,32.5,32.88,691192.0
2022-05-23,32.89,33.79,32.5,32.88,691192.0
2022-05-24,32.89,33.79,32.5,32.88,691192.0
2022-05-25,32.89,33.79,32.5,32.88,691192.0
2022-05-26,32.89,33.79,32.5,32.88,691192.0
2022-05-27,32.89,33.79,32.5,32.88,691192.0
2022-05-28,32.89,33.79,32.5,32.88,691192.0
2022-05-29,32.89,33.79,32.5,32.88,691192.0
2022-05-30,32.89,33.79,32.5,32.88,691192.0
2022-05-31,32.89,33.79,32.5,32.88,691192.0
2022-06-01,32.89,33.79,32.5,32.88,691192.0
2022-06-02,32.89,33.79,32.5,32.88,691192.0
2022-06-03,32.89,33.79,32.5,32.88,691192.0
2022-06-04,32.89,33.79,32.5,32.88,691192.0
2022-06-05,32.89,33.79,32.5,32.88,691192.0
2022-06-06,32.89,33.79,32.5,32.88,691192.0
2022-06-07,32.89,33.79,32.5,32.88,691192.0
2022-06-08,32.89,33.79,32.5,32.88,691192.0
2022-06-09,32.89,33.79,32.5,32.88,691192.0
2022-06-10,32.89,33.79,32.5,32.88,691192.0
2022-06-11,32.89,33.79,32.5,32.88,691192.0
2022-06-12,32.89,33.79,32.5,32.88,691192.0
2022-06-13,32.89,33.79,32.5,32.88,691192.0
2022-06-14,32.89,33.79,32.5,32.88,691192.0
2022-06-15,32.89,33.79,32.5,32.88,691192.0
2022-06-16,32.89,33.79,32.5,32.88,691192.0
2022-06-17,32.89,33.79,32.5,32.88,691192.0
2022-06-18,32.89,33.79,32.5,32.88,691192.0
2022-06-19,32.89,33.79,32.5,32.88,691192.0
2022-06-20,32.89,33.79,32.5,32.88,691192.0
2022-06-21,32.89,33.79,32.5,32.88,691192.0
2022-06-22,32.89,33.79,32.5,32.88,691192.0
2022-06-23,32.89,33.79,32.5,32.88,691192.0
2022-06-24,32.89,33.79,32.5,32.88,691192.0
2022-06-25,32.89,33.79,32.5,32.88,691192.0
2022-06-26,32.89,33.79,32.5,32.88,691192.0
2022-06-27,32.89,33.79,32.5,32.88,691192.0
2022-06-28,32.89,33.79,32.5,32.88,691192.0
2022-06-29,32.89,33.79,32.5,32.88,691192.0
2022-06-30,32.89,33.79,32.5,32.88,691192.0
2022-07-01,32.89,33.79,32.5,32.88,691192.0
2022-07-02,32.89,33.79,32.5,32.88,691192.0
2022-07-03,32.89,33.79,32.5,32.88,691192.0
2022-07-04,32.89,33.79,32.5,32.88,691192.0
2022-07-05,32.89,33.79,32.5,32.88,691192.0
2022-07-06,32.89,33.79,32.5,32.88,691192.0
2022-07-07,32.89,33.79,32.5,32.88,691192.0
2022-07-08,32.89,33.79,32.5,32.88,691192.0
2022-07-09,32.89,33.79,32.5,32.88,691192.0
2022-07-10,32.89,33.79,32.5,32.88,691192.0
2022-07-11,32.89,33.79,32.5,32.88,691192.0
2022-07-12,32.89,33.79,32.5,32.88,691192.0
2022-07-13,32.89,33.79,32.5,32.88,691192.0
2022-07-14,32.89,33.79,32.5,32.88,691192.0
2022-07-15,32.89,33.79,32.5,32.88,691192.0
2022-07-16,32.89,33.79,32.5,32.88,691192.0
2022-07-17,32.89,33.79,32.5,32.88,691192.0
2022-07-18,32.89,33.79,32.5,32.88,691192.0
2022-07-19,32.89,33.79,32.5,32.88,691192.0
2022-07-20,32.89,33.79,32.5,32.88,691192.0
2022-07-21,32.89,33.79,32.5,32.88,691192.0
2022-07-22,32.89,33.79,32.5,32.88,691192.0
2022-07-23,32.89,33.79,32.5,32.88,691192.0
2022-07-24,32.89,33.79,32.5,32.88,691192.0
2022-07-25,32.89,33.79,32.5,32.88,691192.0
2022-07-26,32.89,33.79,32.5,32.88,691192.0
2022-07-27,32.89,33.79,32.5,32.88,691192.0
2022-07-28,32.89,33.79,32.5,32.88,691192.0
2022-07-29,32.89,33.79,32.5,32.88,691192.0
2022-07-30,32.89,33.79,32.5,32.88,691192.0
2022-07-31,32.89,33.79,32.5,32.88,691192.0
2022-08-01,32.89,33.79,32.5,32.88,691192.0
2022-08-02,32.89,33.79,32.5,32.88,691192.0
2022-08-03,32.89,33.79,32.5,32.88,691192.0
2022-08-04,32.89,33.79,32.5,32.88,691192.0
2022-08-05,32.89,33.79,32.5,32.88,691192.0
2022-08-06,32.89,33.79,32.5,32.88,691192.0
2022-08-07,32.89,33.79,32.5,32.88,691192.0
2022-08-08,32.89,33.79,32.5,32.88,691192.0
2022-08-09,32.89,33.79,32.5,32.88,691192.0
2022-08-10,32.89,33.79,32.5,32.88,691192.0
2022-08-11,32.89,33.79,32.5,32.88,691192.0
2022-08-12,32.89,33.79,32.5,32.88,691192.0
2022-08-13,32.89,33.79,32.5,32.88,691192.0
2022-08-14,32.89,33.79,32.5,32.88,691192.0
2022-08-15,32.89,33.79,32.5,32.88,691192.0
2022-08-16,32.89,33.79,32.5,32.88,691192.0
2022-08-17,32.89,33.79,32.5,32.88,691192.0
2022-08-18,32.89,33.79,32.5,32.88,691192.0
2022-08-19,32.89,33.79,32.5,32.88,691192.0
2022-08-20,32.89,33.79,32.5,32.88,691192.0
2022-08-21,32.89,33.79,32.5,32.88,691192.0
2022-08-22,32.89,33.79,32.5,32.88,691192.0
2022-08-23,32.89,33.79,32.5,32.88,691192.0
2022-08-24,32.89,33.79,32.5,32.88,691192.0
2022-08-25,32.89,33.79,32.5,32.88,691192.0
2022-08-26,32.89,33.79,32.5,32.88,691192.0
2022-08-27,32.89,33.79,32.5,32.88,691192.0
2022-08-28,32.89,33.79,32.5,32.88,691192.0
2022-08-29,32.89,33.79,32.5,32.88,691192.0
2022-08-30,32.89,33.79,32.5,32.88,691192.0
2022-08-31,32.89,33.79,32.5,32.88,691192.0
2022-09-01,32.89,33.79,32.5,32.88,691192.0
2022-09-02,32.89,33.79,32.5,32.88,691192.0
2022-09-03,32.89,33.79,32.5,32.88,691192.0
2022-09-04,32.89,33.79,32.5,32.88,691192.0
2022-09-05,32.89,33.79,32.5,32.88,691192.0
2022-09-06,32.89,33.79,32.5,32.88,691192.0
2022-09-07,32.89,33.79,32.5,32.88,691192.0
