,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity
2020-04-23,231.87,236.28,230.33,230.69,2166169.0
2020-04-24,231.47,236.16,230.65,235.93,2342511.0
2020-04-25,231.47,236.16,230.65,235.93,2342511.0
2020-04-26,231.47,236.16,230.65,235.93,2342511.0
2020-04-27,235.52,241.64,235.52,239.17,1659249.0
2020-04-28,244.33,246.26,235.31,235.86,1899225.0
2020-04-29,241.52,246.78,239.87,245.92,2887069.0
2020-04-30,243.7,244.16,239.48,242.0,2337943.0
2020-05-01,236.99,238.64,230.04,231.38,2683561.0
2020-05-02,236.99,238.64,230.04,231.38,2683561.0
2020-05-03,236.99,238.64,230.04,231.38,2683561.0
2020-05-04,230.94,233.81,227.47,233.66,1704609.0
2020-05-05,237.48,239.61,234.95,235.98,2646359.0
2020-05-06,239.07,240.98,234.87,235.37,2272993.0
2020-05-07,240.55,240.97,236.99,238.55,1824705.0
2020-05-08,242.51,245.5,240.58,245.03,1676700.0
2020-05-09,242.51,245.5,240.58,245.03,1676700.0
2020-05-10,242.51,245.5,240.58,245.03,1676700.0
2020-05-11,243.56,246.56,242.11,245.36,2085097.0
2020-05-12,246.42,247.43,238.97,239.17,1876382.0
2020-05-13,240.62,240.85,231.07,234.45,2192740.0
2020-05-14,232.5,237.84,226.97,237.52,1991193.0
2020-05-15,231.13,235.26,228.77,232.01,2165422.0
2020-05-16,231.13,235.26,228.77,232.01,2165422.0
2020-05-17,231.13,235.26,228.77,232.01,2165422.0
2020-05-18,239.32,246.55,238.77,243.7,2653723.0
2020-05-19,243.7,245.93,241.99,242.29,1870179.0
2020-05-20,246.76,250.63,245.97,248.29,1860540.0
2020-05-21,248.5,249.02,244.7,244.83,1484895.0
2020-05-22,243.89,247.01,241.0,246.48,1745284.0
2020-05-23,243.89,247.01,241.0,246.48,1745284.0
2020-05-24,243.89,247.01,241.0,246.48,1745284.0
2020-05-25,243.89,247.01,241.0,246.48,1745284.0
2020-05-26,253.92,255.78,250.7,251.26,2357286.0
2020-05-27,252.15,256.41,249.46,256.22,2281161.0
2020-05-28,253.92,257.75,251.63,252.26,1855517.0
2020-05-29,252.05,260.15,251.16,259.5,2732383.0
2020-05-30,252.05,260.15,251.16,259.5,2732383.0
2020-05-31,252.05,260.15,251.16,259.5,2732383.0
2020-06-01,258.75,259.35,256.03,258.36,1844788.0
2020-06-02,259.29,265.78,258.45,265.55,3184692.0
2020-06-03,268.22,276.95,267.74,275.77,3192583.0
2020-06-04,272.4,278.86,269.15,275.2,3499739.0
2020-06-05,284.83,292.33,280.73,282.5,5096195.0
2020-06-06,284.83,292.33,280.73,282.5,5096195.0
2020-06-07,284.83,292.33,280.73,282.5,5096195.0
2020-06-08,282.87,284.07,279.18,282.89,2391610.0
2020-06-09,277.97,284.1,277.59,280.93,2233477.0
2020-06-10,282.12,284.4,280.38,280.68,2591365.0
2020-06-11,274.07,274.9,261.4,261.71,4511477.0
2020-06-12,269.79,270.8,260.8,267.5,3943917.0
2020-06-13,269.79,270.8,260.8,267.5,3943917.0
2020-06-14,269.79,270.8,260.8,267.5,3943917.0
2020-06-15,262.83,273.3,260.52,270.93,2987229.0
2020-06-16,276.19,280.24,270.85,276.83,3040010.0
2020-06-17,279.24,282.17,277.79,279.26,2027921.0
2020-06-18,278.08,284.31,277.54,283.95,3362457.0
2020-06-19,285.95,286.33,272.53,272.53,5846464.0
2020-06-20,285.95,286.33,272.53,272.53,5846464.0
2020-06-21,285.95,286.33,272.53,272.53,5846464.0
2020-06-22,274.99,282.8,273.21,282.22,2719472.0
2020-06-23,283.59,285.73,280.2,280.21,2241898.0
2020-06-24,278.32,279.91,274.09,276.31,1909729.0
2020-06-25,275.49,278.57,272.74,278.0,1503011.0
2020-06-26,282.25,284.24,272.87,276.7,3142534.0
2020-06-27,282.25,284.24,272.87,276.7,3142534.0
2020-06-28,282.25,284.24,272.87,276.7,3142534.0
2020-06-29,277.3,279.41,274.04,278.84,1451602.0
2020-06-30,278.99,285.4,276.11,284.09,2512542.0
2020-07-01,283.64,285.2,280.78,281.49,1566197.0
2020-07-02,286.01,287.48,283.23,283.96,1663857.0
2020-07-03,286.01,287.48,283.23,283.96,1663857.0
2020-07-04,286.01,287.48,283.23,283.96,1663857.0
2020-07-05,286.01,287.48,283.23,283.96,1663857.0
2020-07-06,288.04,288.93,285.64,286.95,1756070.0
2020-07-07,285.64,286.38,281.33,281.84,1615346.0
2020-07-08,284.56,287.89,282.74,287.65,1802263.0
2020-07-09,288.05,291.93,283.76,289.39,2522786.0
2020-07-10,289.76,290.73,283.93,287.53,1328125.0
2020-07-11,289.76,290.73,283.93,287.53,1328125.0
2020-07-12,289.76,290.73,283.93,287.53,1328125.0
2020-07-13,289.55,291.21,279.56,280.22,2154940.0
2020-07-14,278.13,284.63,274.71,283.61,1836317.0
2020-07-15,284.39,286.03,279.19,282.44,1525283.0
2020-07-16,279.59,282.53,278.41,280.24,1293073.0
2020-07-17,282.77,283.73,279.04,281.48,1335512.0
2020-07-18,282.77,283.73,279.04,281.48,1335512.0
2020-07-19,282.77,283.73,279.04,281.48,1335512.0
2020-07-20,280.7,285.92,279.27,285.45,1432576.0
2020-07-21,287.34,287.34,281.44,282.94,1434762.0
2020-07-22,283.55,284.15,279.37,282.46,1440450.0
2020-07-23,282.07,284.52,277.58,278.74,1941719.0
2020-07-24,275.97,279.86,273.8,275.25,1563403.0
2020-07-25,275.97,279.86,273.8,275.25,1563403.0
2020-07-26,275.97,279.86,273.8,275.25,1563403.0
2020-07-27,277.51,281.7,276.77,281.45,2064602.0
2020-07-28,280.1,280.94,275.58,276.65,1397848.0
2020-07-29,277.71,280.14,276.73,278.0,1656162.0
2020-07-30,275.44,281.67,275.44,280.93,2125853.0
2020-07-31,283.27,286.6,280.3,285.11,2472008.0
2020-08-01,283.27,286.6,280.3,285.11,2472008.0
2020-08-02,283.27,286.6,280.3,285.11,2472008.0
2020-08-03,286.24,291.18,285.59,289.14,2080036.0
2020-08-04,288.49,295.77,288.39,295.59,2526045.0
2020-08-05,295.46,298.46,293.26,296.62,2230211.0
2020-08-06,295.03,297.83,292.91,296.28,1419296.0
2020-08-07,295.59,296.8,289.37,293.37,1419332.0
2020-08-08,295.59,296.8,289.37,293.37,1419332.0
2020-08-09,295.59,296.8,289.37,293.37,1419332.0
2020-08-10,291.84,296.38,291.69,294.66,1199008.0
2020-08-11,294.85,300.03,290.52,291.66,1931596.0
2020-08-12,293.3,302.33,292.86,300.31,1847643.0
2020-08-13,299.03,300.11,295.1,296.52,1509772.0
2020-08-14,295.26,296.9,293.44,295.08,1014005.0
2020-08-15,295.26,296.9,293.44,295.08,1014005.0
2020-08-16,295.26,296.9,293.44,295.08,1014005.0
2020-08-17,296.6,298.65,296.14,297.33,1059414.0
2020-08-18,298.71,299.9,295.36,295.81,885936.0
2020-08-19,296.56,299.82,295.45,296.33,1127314.0
2020-08-20,294.96,297.03,293.49,295.99,891027.0
2020-08-21,295.51,297.45,292.54,297.06,1150867.0
2020-08-22,295.51,297.45,292.54,297.06,1150867.0
2020-08-23,295.51,297.45,292.54,297.06,1150867.0
2020-08-24,298.85,302.61,298.06,300.64,1199751.0
2020-08-25,301.54,303.42,299.74,302.57,1114334.0
2020-08-26,301.3,307.4,300.2,305.74,1484403.0
2020-08-27,306.48,307.21,302.57,305.27,1255211.0
2020-08-28,305.14,310.38,303.97,310.38,1458873.0
2020-08-29,305.14,310.38,303.97,310.38,1458873.0
2020-08-30,305.14,310.38,303.97,310.38,1458873.0
2020-08-31,309.21,315.56,309.21,312.48,2222898.0
2020-09-01,315.04,325.91,312.72,323.63,2925897.0
2020-09-02,329.32,341.11,327.25,337.55,3705338.0
2020-09-03,329.45,332.05,315.18,316.92,4179472.0
2020-09-04,324.92,335.32,318.19,326.7,5851373.0
2020-09-05,324.92,335.32,318.19,326.7,5851373.0
2020-09-06,324.92,335.32,318.19,326.7,5851373.0
2020-09-07,324.92,335.32,318.19,326.7,5851373.0
2020-09-08,317.44,326.52,315.04,315.53,2668508.0
2020-09-09,320.59,325.71,316.03,324.07,2627324.0
2020-09-10,325.96,331.09,318.99,321.41,2285132.0
2020-09-11,324.49,327.89,319.25,323.77,1736198.0
2020-09-12,324.49,327.89,319.25,323.77,1736198.0
2020-09-13,324.49,327.89,319.25,323.77,1736198.0
2020-09-14,328.01,329.34,323.45,326.02,1644854.0
2020-09-15,329.71,334.05,328.86,330.26,1661785.0
2020-09-16,331.4,334.84,329.76,330.38,1851209.0
2020-09-17,319.54,333.15,319.54,329.37,2286423.0
2020-09-18,330.45,331.1,319.59,323.8,3529481.0
2020-09-19,330.45,331.1,319.59,323.8,3529481.0
2020-09-20,330.45,331.1,319.59,323.8,3529481.0
2020-09-21,317.92,319.69,311.99,319.54,2419834.0
2020-09-22,323.7,328.63,320.59,328.44,1950025.0
2020-09-23,327.16,328.1,317.95,319.36,1554537.0
2020-09-24,318.09,324.79,317.09,320.2,1361376.0
2020-09-25,319.78,324.93,316.35,324.09,1818342.0
2020-09-26,319.78,324.93,316.35,324.09,1818342.0
2020-09-27,319.78,324.93,316.35,324.09,1818342.0
2020-09-28,328.52,334.65,326.12,333.63,2219160.0
2020-09-29,333.8,336.81,330.62,330.87,1382997.0
2020-09-30,329.68,336.99,328.55,330.92,2240328.0
2020-10-01,335.15,336.72,331.37,334.81,1601868.0
2020-10-02,327.0,331.47,323.5,324.12,1710021.0
2020-10-03,327.0,331.47,323.5,324.12,1710021.0
2020-10-04,327.0,331.47,323.5,324.12,1710021.0
2020-10-05,327.76,333.22,326.91,332.54,1892328.0
2020-10-06,332.55,337.9,328.83,330.61,1667193.0
2020-10-07,334.58,335.95,332.5,333.12,1275008.0
2020-10-08,335.98,339.98,334.54,339.1,1704535.0
2020-10-09,341.47,345.16,339.71,342.17,1725547.0
2020-10-10,341.47,345.16,339.71,342.17,1725547.0
2020-10-11,341.47,345.16,339.71,342.17,1725547.0
2020-10-12,346.79,349.8,344.97,347.37,1883948.0
2020-10-13,349.17,352.25,343.9,346.52,1673145.0
2020-10-14,348.38,348.56,343.21,345.44,1730153.0
2020-10-15,340.67,345.61,340.64,345.1,1437354.0
2020-10-16,348.14,348.14,343.48,343.94,1029702.0
2020-10-17,348.14,348.14,343.48,343.94,1029702.0
2020-10-18,348.14,348.14,343.48,343.94,1029702.0
2020-10-19,346.29,348.44,340.76,341.32,1480273.0
2020-10-20,342.45,346.19,341.13,342.43,1329692.0
2020-10-21,341.32,342.31,336.36,337.94,1189635.0
2020-10-22,337.06,339.99,333.45,339.14,1354842.0
2020-10-23,339.04,339.66,336.77,338.55,886849.0
2020-10-24,339.04,339.66,336.77,338.55,886849.0
2020-10-25,339.04,339.66,336.77,338.55,886849.0
2020-10-26,335.72,336.04,324.83,329.76,1550896.0
2020-10-27,331.7,331.7,326.29,326.63,961996.0
2020-10-28,321.55,322.33,313.85,315.38,2233144.0
2020-10-29,315.42,326.49,313.71,322.46,1569735.0
2020-10-30,317.36,320.63,312.84,317.58,1853026.0
2020-10-31,317.36,320.63,312.84,317.58,1853026.0
2020-11-01,317.36,320.63,312.84,317.58,1853026.0
2020-11-02,322.49,322.81,316.41,319.05,1175654.0
2020-11-03,323.32,326.31,314.88,321.33,1545700.0
2020-11-04,327.43,335.15,324.4,331.2,2127661.0
2020-11-05,338.22,347.57,337.91,345.95,2178342.0
2020-11-06,345.21,348.5,342.59,345.73,1354649.0
2020-11-07,345.21,348.5,342.59,345.73,1354649.0
2020-11-08,345.21,348.5,342.59,345.73,1354649.0
2020-11-09,353.43,357.78,340.63,341.11,2408838.0
2020-11-10,336.37,338.99,327.32,329.84,2678417.0
2020-11-11,336.86,342.56,334.76,341.46,1513418.0
2020-11-12,342.65,343.89,334.52,336.26,1217465.0
2020-11-13,340.62,342.74,337.51,339.26,1099688.0
2020-11-14,340.62,342.74,337.51,339.26,1099688.0
2020-11-15,340.62,342.74,337.51,339.26,1099688.0
2020-11-16,340.45,346.41,339.71,345.9,1210269.0
2020-11-17,343.95,347.38,342.47,345.71,1195092.0
2020-11-18,345.06,349.65,344.82,345.73,1351854.0
2020-11-19,343.09,349.56,340.03,349.1,1455537.0
2020-11-20,349.08,353.2,347.62,348.19,1614836.0
2020-11-21,349.08,353.2,347.62,348.19,1614836.0
2020-11-22,349.08,353.2,347.62,348.19,1614836.0
2020-11-23,350.04,353.47,347.89,351.52,1221604.0
2020-11-24,352.99,356.8,350.77,356.27,1345835.0
2020-11-25,356.83,359.24,353.34,355.0,1178849.0
2020-11-26,356.83,359.24,353.34,355.0,1178849.0
2020-11-27,357.11,362.58,356.97,358.74,684633.0
2020-11-28,357.11,362.58,356.97,358.74,684633.0
2020-11-29,357.11,362.58,356.97,358.74,684633.0
2020-11-30,357.9,365.29,356.73,364.76,1545389.0
2020-12-01,366.47,369.4,363.44,367.48,1818154.0
2020-12-02,367.63,368.24,364.34,366.72,1003365.0
2020-12-03,367.42,369.36,361.6,363.15,1612211.0
2020-12-04,365.51,374.59,365.5,373.94,2008271.0
2020-12-05,365.51,374.59,365.5,373.94,2008271.0
2020-12-06,365.51,374.59,365.5,373.94,2008271.0
2020-12-07,378.23,384.08,375.45,382.3,1970749.0
2020-12-08,380.84,387.58,379.82,384.59,1812080.0
2020-12-09,381.01,387.04,375.75,378.06,2090846.0
2020-12-10,373.72,377.18,370.6,372.45,2624360.0
2020-12-11,366.96,369.69,361.77,368.62,2666510.0
2020-12-12,366.96,369.69,361.77,368.62,2666510.0
2020-12-13,366.96,369.69,361.77,368.62,2666510.0
2020-12-14,369.26,376.32,368.78,374.05,2611611.0
2020-12-15,377.21,380.94,375.13,379.73,2122133.0
2020-12-16,379.68,387.99,378.74,385.95,2315954.0
2020-12-17,387.4,390.59,385.62,387.04,1715176.0
2020-12-18,389.14,399.08,386.58,398.08,4524332.0
2020-12-19,389.14,399.08,386.58,398.08,4524332.0
2020-12-20,389.14,399.08,386.58,398.08,4524332.0
2020-12-21,392.21,395.74,388.14,392.88,1909606.0
2020-12-22,392.88,397.16,392.07,396.75,1793801.0
2020-12-23,398.49,399.4,389.4,389.75,1053366.0
2020-12-24,392.52,395.74,391.68,395.24,412268.0
2020-12-25,392.52,395.74,391.68,395.24,412268.0
2020-12-26,392.52,395.74,391.68,395.24,412268.0
2020-12-27,392.52,395.74,391.68,395.24,412268.0
2020-12-28,397.88,400.57,394.96,395.63,1062524.0
2020-12-29,399.25,399.25,390.97,393.03,959340.0
2020-12-30,395.44,401.24,394.0,398.33,1055498.0
2020-12-31,399.69,401.69,396.7,401.1,1021152.0
2021-01-01,399.69,401.69,396.7,401.1,1021152.0
2021-01-02,399.69,401.69,396.7,401.1,1021152.0
2021-01-03,399.69,401.69,396.7,401.1,1021152.0
2021-01-04,402.45,405.12,385.88,389.53,2417225.0
2021-01-05,389.37,393.35,386.94,392.17,1506912.0
2021-01-06,387.77,398.1,385.24,389.75,1722618.0
2021-01-07,395.8,407.27,394.46,406.17,2126960.0
2021-01-08,409.48,412.22,401.83,408.23,1527347.0
2021-01-09,409.48,412.22,401.83,408.23,1527347.0
2021-01-10,409.48,412.22,401.83,408.23,1527347.0
2021-01-11,403.63,411.11,403.45,408.34,1166168.0
2021-01-12,410.19,416.59,408.2,411.67,1384901.0
2021-01-13,412.5,415.43,410.49,413.34,1311809.0
2021-01-14,415.44,420.01,413.45,414.12,1969243.0
2021-01-15,410.56,412.23,403.67,408.43,1816738.0
2021-01-16,410.56,412.23,403.67,408.43,1816738.0
2021-01-17,410.56,412.23,403.67,408.43,1816738.0
2021-01-18,410.56,412.23,403.67,408.43,1816738.0
2021-01-19,410.65,420.92,410.65,420.72,1881935.0
2021-01-20,420.95,426.69,416.81,423.11,1471116.0
2021-01-21,423.32,430.06,421.76,427.64,1575420.0
2021-01-22,424.8,428.31,423.57,425.99,1624758.0
2021-01-23,424.8,428.31,423.57,425.99,1624758.0
2021-01-24,424.8,428.31,423.57,425.99,1624758.0
2021-01-25,430.15,430.55,417.8,425.78,1469391.0
2021-01-26,423.82,427.83,423.11,424.93,1074174.0
2021-01-27,417.3,418.6,404.45,407.37,2185727.0
2021-01-28,417.29,420.0,409.51,413.82,1694612.0
2021-01-29,412.14,419.65,410.06,412.69,2207108.0
2021-01-30,412.14,419.65,410.06,412.69,2207108.0
2021-01-31,412.14,419.65,410.06,412.69,2207108.0
2021-02-01,417.59,429.92,415.52,427.56,1702813.0
2021-02-02,430.33,436.93,428.72,436.85,1614083.0
2021-02-03,436.9,438.35,425.59,426.14,1785699.0
2021-02-04,421.39,431.61,419.08,431.13,1524265.0
2021-02-05,434.52,436.89,426.3,426.89,1248935.0
2021-02-06,434.52,436.89,426.3,426.89,1248935.0
2021-02-07,434.52,436.89,426.3,426.89,1248935.0
2021-02-08,429.4,433.68,426.5,433.02,1761131.0
2021-02-09,432.38,435.3,429.29,434.79,1275922.0
2021-02-10,437.15,437.41,426.42,430.6,1459042.0
2021-02-11,433.93,439.11,429.81,438.24,1712354.0
2021-02-12,438.23,446.14,435.02,445.5,1355191.0
2021-02-13,438.23,446.14,435.02,445.5,1355191.0
2021-02-14,438.23,446.14,435.02,445.5,1355191.0
2021-02-15,438.23,446.14,435.02,445.5,1355191.0
2021-02-16,449.67,453.25,446.14,448.07,1516338.0
2021-02-17,443.59,445.32,435.18,441.98,1408589.0
2021-02-18,439.92,444.67,435.25,442.7,1671453.0
2021-02-19,446.35,453.58,445.91,448.83,1799449.0
2021-02-20,446.35,453.58,445.91,448.83,1799449.0
2021-02-21,446.35,453.58,445.91,448.83,1799449.0
2021-02-22,443.37,445.77,435.42,436.38,1696705.0
2021-02-23,431.59,434.78,417.78,432.29,2130608.0
2021-02-24,428.42,441.0,423.83,440.52,1512530.0
2021-02-25,434.9,439.14,417.0,418.79,2314797.0
2021-02-26,428.29,435.83,422.07,430.43,2264347.0
2021-02-27,428.29,435.83,422.07,430.43,2264347.0
2021-02-28,428.29,435.83,422.07,430.43,2264347.0
2021-03-01,439.44,448.87,434.09,448.49,2468239.0
2021-03-02,449.21,449.66,439.34,440.18,1854574.0
2021-03-03,437.88,440.98,423.19,424.19,2399134.0
2021-03-04,422.92,427.8,404.38,406.36,3457469.0
2021-03-05,416.12,417.72,396.66,412.36,4241400.0
2021-03-06,416.12,417.72,396.66,412.36,4241400.0
2021-03-07,416.12,417.72,396.66,412.36,4241400.0
2021-03-08,409.32,410.36,384.07,385.89,4524328.0
2021-03-09,399.12,409.39,394.46,406.37,3788449.0
2021-03-10,409.8,415.92,398.58,400.86,1991428.0
2021-03-11,411.33,419.05,404.98,415.61,2616955.0
2021-03-12,407.98,415.43,407.21,413.3,1890607.0
2021-03-13,407.98,415.43,407.21,413.3,1890607.0
2021-03-14,407.98,415.43,407.21,413.3,1890607.0
2021-03-15,416.97,431.68,415.15,431.25,3129937.0
2021-03-16,431.71,443.37,428.17,438.04,3119015.0
2021-03-17,430.82,446.37,430.56,443.0,2375358.0
2021-03-18,434.73,442.78,424.82,425.19,2874329.0
2021-03-19,421.96,440.08,419.24,438.03,10860245.0
2021-03-20,421.96,440.08,419.24,438.03,10860245.0
2021-03-21,421.96,440.08,419.24,438.03,10860245.0
2021-03-22,436.6,444.33,435.46,438.79,3180705.0
2021-03-23,437.4,438.87,427.13,428.43,2471188.0
2021-03-24,433.41,433.91,421.79,422.16,2088274.0
2021-03-25,420.03,428.39,414.81,426.25,1753868.0
2021-03-26,421.58,445.92,421.58,445.03,2892453.0
2021-03-27,421.58,445.92,421.58,445.03,2892453.0
2021-03-28,421.58,445.92,421.58,445.03,2892453.0
2021-03-29,443.52,444.22,432.32,436.33,2841104.0
2021-03-30,428.26,428.38,416.95,421.14,2793520.0
2021-03-31,423.76,431.21,417.67,428.06,2868442.0
2021-04-01,435.83,439.99,433.18,439.41,2352951.0
2021-04-02,435.83,439.99,433.18,439.41,2352951.0
2021-04-03,435.83,439.99,433.18,439.41,2352951.0
2021-04-04,435.83,439.99,433.18,439.41,2352951.0
2021-04-05,443.42,452.04,440.21,450.98,2296566.0
2021-04-06,446.02,450.74,441.06,446.72,1806300.0
2021-04-07,443.16,446.76,441.3,445.42,1207383.0
2021-04-08,450.51,450.51,443.26,448.21,1812102.0
2021-04-09,443.15,448.05,439.95,447.85,1661746.0
2021-04-10,443.15,448.05,439.95,447.85,1661746.0
2021-04-11,443.15,448.05,439.95,447.85,1661746.0
2021-04-12,444.93,448.15,441.85,446.54,2324776.0
2021-04-13,447.76,450.74,443.41,447.73,1528110.0
2021-04-14,445.43,451.63,438.71,440.65,1822341.0
2021-04-15,444.66,445.28,440.17,443.15,1837111.0
2021-04-16,443.59,444.79,440.17,442.03,1626384.0
2021-04-17,443.59,444.79,440.17,442.03,1626384.0
2021-04-18,443.59,444.79,440.17,442.03,1626384.0
2021-04-19,439.94,440.19,424.73,426.53,2631892.0
2021-04-20,424.69,426.56,419.64,422.15,1912840.0
2021-04-21,420.27,425.0,417.85,424.49,2594937.0
2021-04-22,420.16,425.74,414.53,420.17,2705774.0
2021-04-23,423.29,431.93,422.37,430.34,2289167.0
2021-04-24,423.29,431.93,422.37,430.34,2289167.0
2021-04-25,423.29,431.93,422.37,430.34,2289167.0
2021-04-26,431.16,437.45,427.98,435.62,1827157.0
2021-04-27,437.33,437.85,429.35,430.55,1326721.0
2021-04-28,429.64,430.19,421.04,423.94,1593972.0
2021-04-29,433.63,433.63,423.79,430.49,1464994.0
2021-04-30,424.42,425.36,419.0,421.17,1936764.0
2021-05-01,424.42,425.36,419.0,421.17,1936764.0
2021-05-02,424.42,425.36,419.0,421.17,1936764.0
2021-05-03,424.45,424.54,413.86,415.58,1509765.0
2021-05-04,412.88,413.33,403.73,410.41,2349723.0
2021-05-05,415.83,416.78,408.41,409.75,1638981.0
2021-05-06,409.73,414.61,406.07,414.14,1349637.0
2021-05-07,419.69,423.19,414.71,417.83,1171164.0
2021-05-08,419.69,423.19,414.71,417.83,1171164.0
2021-05-09,419.69,423.19,414.71,417.83,1171164.0
2021-05-10,413.95,414.1,402.31,402.62,2523850.0
2021-05-11,392.37,407.84,390.57,406.28,1788913.0
2021-05-12,396.33,397.78,386.96,389.95,2994319.0
2021-05-13,396.88,401.44,392.96,397.54,2184221.0
2021-05-14,402.89,410.95,398.88,407.71,1696613.0
2021-05-15,402.89,410.95,398.88,407.71,1696613.0
2021-05-16,402.89,410.95,398.88,407.71,1696613.0
2021-05-17,408.19,408.19,399.61,406.16,1572813.0
2021-05-18,409.84,410.32,400.01,400.44,1782448.0
2021-05-19,393.29,408.53,393.02,407.81,2136931.0
2021-05-20,411.53,424.04,411.14,420.07,2188892.0
2021-05-21,422.83,422.83,414.84,416.6,1321815.0
2021-05-22,422.83,422.83,414.84,416.6,1321815.0
2021-05-23,422.83,422.83,414.84,416.6,1321815.0
2021-05-24,421.84,426.94,421.32,423.93,1442259.0
2021-05-25,426.44,427.42,421.45,424.26,960027.0
2021-05-26,425.39,426.62,420.56,425.14,987409.0
2021-05-27,424.68,432.47,424.36,431.77,1909835.0
2021-05-28,433.92,438.18,431.77,436.07,1994762.0
2021-05-29,433.92,438.18,431.77,436.07,1994762.0
2021-05-30,433.92,438.18,431.77,436.07,1994762.0
2021-05-31,433.92,438.18,431.77,436.07,1994762.0
2021-06-01,438.94,441.3,431.33,432.35,1627735.0
2021-06-02,435.6,441.02,433.43,437.36,1328640.0
2021-06-03,432.81,433.69,427.69,429.11,2038896.0
2021-06-04,434.38,441.67,433.47,438.53,2386716.0
2021-06-05,434.38,441.67,433.47,438.53,2386716.0
2021-06-06,434.38,441.67,433.47,438.53,2386716.0
2021-06-07,436.68,438.05,426.96,428.17,2414160.0
2021-06-08,432.11,436.12,427.92,427.94,1661565.0
2021-06-09,431.32,431.32,426.27,428.31,1212781.0
2021-06-10,429.76,433.49,424.88,432.69,1541504.0
2021-06-11,432.47,435.88,431.28,434.56,1450840.0
2021-06-12,432.47,435.88,431.28,434.56,1450840.0
2021-06-13,432.47,435.88,431.28,434.56,1450840.0
2021-06-14,434.37,439.36,430.28,439.3,1467617.0
2021-06-15,439.97,439.98,432.58,434.6,1113122.0
2021-06-16,434.16,434.95,426.05,429.99,2043803.0
2021-06-17,429.19,438.75,428.32,435.0,2088079.0
2021-06-18,431.39,433.69,425.15,427.91,2853689.0
2021-06-19,431.39,433.69,425.15,427.91,2853689.0
2021-06-20,431.39,433.69,425.15,427.91,2853689.0
2021-06-21,429.1,433.01,426.56,432.3,1859179.0
2021-06-22,434.13,435.99,429.24,432.15,1372197.0
2021-06-23,431.6,435.33,430.83,434.2,1767412.0
2021-06-24,437.21,440.71,436.01,437.37,1250272.0
2021-06-25,438.57,439.59,428.01,430.05,1909957.0
2021-06-26,438.57,439.59,428.01,430.05,1909957.0
2021-06-27,438.57,439.59,428.01,430.05,1909957.0
2021-06-28,433.59,443.16,433.13,439.92,1398674.0
2021-06-29,439.52,444.11,438.0,443.96,1418430.0
2021-06-30,444.88,445.3,439.66,443.68,1538268.0
2021-07-01,444.61,444.61,436.32,436.98,1115374.0
2021-07-02,443.61,445.29,424.02,435.61,3705859.0
2021-07-03,443.61,445.29,424.02,435.61,3705859.0
2021-07-04,443.61,445.29,424.02,435.61,3705859.0
2021-07-05,443.61,445.29,424.02,435.61,3705859.0
2021-07-06,437.68,443.59,435.73,440.36,1387136.0
2021-07-07,441.96,442.3,433.93,436.88,1258175.0
2021-07-08,432.12,438.32,429.46,437.78,1601160.0
2021-07-09,436.91,447.43,435.48,446.78,1678344.0
2021-07-10,436.91,447.43,435.48,446.78,1678344.0
2021-07-11,436.91,447.43,435.48,446.78,1678344.0
2021-07-12,447.84,459.66,440.34,451.97,3314161.0
2021-07-13,451.58,453.62,448.48,450.35,1180646.0
2021-07-14,455.18,457.78,447.31,448.1,1401987.0
2021-07-15,449.67,450.76,440.21,444.14,1262488.0
2021-07-16,445.74,446.88,434.76,435.52,1398147.0
2021-07-17,445.74,446.88,434.76,435.52,1398147.0
2021-07-18,445.74,446.88,434.76,435.52,1398147.0
2021-07-19,431.25,433.56,425.76,433.28,1493878.0
2021-07-20,435.35,439.41,431.05,436.0,2072779.0
2021-07-21,436.97,445.95,435.92,445.7,1366068.0
2021-07-22,443.45,445.68,441.51,443.2,1258396.0
2021-07-23,446.64,449.95,443.67,449.55,1348920.0
2021-07-24,446.64,449.95,443.67,449.55,1348920.0
2021-07-25,446.64,449.95,443.67,449.55,1348920.0
2021-07-26,448.63,449.98,446.32,448.7,1116087.0
2021-07-27,447.32,448.3,435.26,442.3,1471521.0
2021-07-28,443.55,445.76,441.33,444.43,836185.0
2021-07-29,445.19,452.04,444.23,450.44,916172.0
2021-07-30,448.44,452.52,446.22,451.64,1154827.0
2021-07-31,448.44,452.52,446.22,451.64,1154827.0
2021-08-01,448.44,452.52,446.22,451.64,1154827.0
2021-08-02,455.04,460.2,449.88,450.97,1562164.0
2021-08-03,451.72,453.83,446.58,452.93,1113483.0
2021-08-04,454.55,455.9,450.35,453.87,1212419.0
2021-08-05,456.32,456.32,451.16,453.75,837272.0
2021-08-06,451.33,454.17,450.37,451.67,996463.0
2021-08-07,451.33,454.17,450.37,451.67,996463.0
2021-08-08,451.33,454.17,450.37,451.67,996463.0
2021-08-09,452.65,452.97,447.55,450.97,595390.0
2021-08-10,452.11,452.62,444.6,448.72,932006.0
2021-08-11,451.09,452.17,446.42,449.92,981602.0
2021-08-12,448.74,451.27,443.57,450.58,870201.0
2021-08-13,449.04,454.96,448.58,452.35,858227.0
2021-08-14,449.04,454.96,448.58,452.35,858227.0
2021-08-15,449.04,454.96,448.58,452.35,858227.0
2021-08-16,451.11,454.91,450.71,454.19,918862.0
2021-08-17,451.82,452.4,441.52,445.4,1650087.0
