,BBDC US Equity,BBDC US Equity,BBDC US Equity,BBDC US Equity,BBDC US Equity
2021-03-12,7.3265,7.4674,7.3043,7.4526,445059.0
2021-03-13,7.3265,7.4674,7.3043,7.4526,445059.0
2021-03-14,7.3265,7.4674,7.3043,7.4526,445059.0
2021-03-15,7.46,7.6232,7.4229,7.5638,1911868.0
2021-03-16,7.5787,7.638,7.4304,7.4526,354222.0
2021-03-17,7.4749,7.5416,7.3933,7.4155,237982.0
2021-03-18,7.4378,7.4526,7.2672,7.3117,296593.0
2021-03-19,7.3562,7.5119,7.2713,7.371,868013.0
2021-03-20,7.3562,7.5119,7.2713,7.371,868013.0
2021-03-21,7.3562,7.5119,7.2713,7.371,868013.0
2021-03-22,7.3785,7.4304,7.3043,7.3414,126467.0
2021-03-23,7.3117,7.4007,7.2672,7.3043,279087.0
2021-03-24,7.4155,7.6158,7.3117,7.3265,411031.0
2021-03-25,7.3488,7.4155,7.2227,7.3636,357359.0
2021-03-26,7.3933,7.4452,7.3265,7.4081,293571.0
2021-03-27,7.3933,7.4452,7.3265,7.4081,293571.0
2021-03-28,7.3933,7.4452,7.3265,7.4081,293571.0
2021-03-29,7.3933,7.4452,7.334,7.3933,220100.0
2021-03-30,7.4081,7.4304,7.3636,7.4229,219665.0
2021-03-31,7.4304,7.4674,7.3822,7.4007,210646.0
2021-04-01,7.4229,7.5416,7.3933,7.5342,523653.0
2021-04-02,7.4229,7.5416,7.3933,7.5342,523653.0
2021-04-03,7.4229,7.5416,7.3933,7.5342,523653.0
2021-04-04,7.4229,7.5416,7.3933,7.5342,523653.0
2021-04-05,7.5342,7.5861,7.5194,7.5416,270356.0
2021-04-06,7.5638,7.638,7.5342,7.6009,266679.0
2021-04-07,7.6009,7.6158,7.5194,7.5787,360088.0
2021-04-08,7.5787,7.6677,7.5416,7.638,237531.0
2021-04-09,7.6454,7.7047,7.5787,7.6083,156174.0
2021-04-10,7.6454,7.7047,7.5787,7.6083,156174.0
2021-04-11,7.6454,7.7047,7.5787,7.6083,156174.0
2021-04-12,7.6083,7.6454,7.5787,7.638,235849.0
2021-04-13,7.6306,7.6602,7.5787,7.6232,208241.0
2021-04-14,7.6158,7.6306,7.5713,7.5935,167162.0
2021-04-15,7.6232,7.6602,7.5713,7.6528,161428.0
2021-04-16,7.6009,7.6737,7.6009,7.6602,115138.0
2021-04-17,7.6009,7.6737,7.6009,7.6602,115138.0
2021-04-18,7.6009,7.6737,7.6009,7.6602,115138.0
2021-04-19,7.6677,7.6751,7.6083,7.6528,115753.0
2021-04-20,7.6454,7.6751,7.6009,7.6454,169592.0
2021-04-21,7.6528,7.6751,7.6013,7.6751,134676.0
2021-04-22,7.6751,7.6973,7.6009,7.6232,234106.0
2021-04-23,7.6232,7.6899,7.5713,7.6158,179581.0
2021-04-24,7.6232,7.6899,7.5713,7.6158,179581.0
2021-04-25,7.6232,7.6899,7.5713,7.6158,179581.0
2021-04-26,7.638,7.6691,7.6009,7.6232,166011.0
2021-04-27,7.6454,7.6677,7.6083,7.6528,117055.0
2021-04-28,7.6528,7.7122,7.6083,7.7047,261300.0
2021-04-29,7.7122,7.7566,7.6751,7.7418,193609.0
2021-04-30,7.7418,7.7486,7.6528,7.6973,186135.0
2021-05-01,7.7418,7.7486,7.6528,7.6973,186135.0
2021-05-02,7.7418,7.7486,7.6528,7.6973,186135.0
2021-05-03,7.6899,7.7492,7.6825,7.6973,155032.0
2021-05-04,7.6899,7.7047,7.5787,7.6602,213476.0
2021-05-05,7.6899,7.6899,7.5713,7.6825,321922.0
2021-05-06,7.6751,7.816,7.6454,7.7863,289533.0
2021-05-07,7.7566,7.816,7.6751,7.7789,420691.0
2021-05-08,7.7566,7.816,7.6751,7.7789,420691.0
2021-05-09,7.7566,7.816,7.6751,7.7789,420691.0
2021-05-10,7.8011,7.8308,7.7344,7.7418,186679.0
2021-05-11,7.7418,7.7418,7.6083,7.7122,215960.0
2021-05-12,7.6825,7.6973,7.6158,7.6528,315910.0
2021-05-13,7.6528,7.7641,7.6232,7.7344,194846.0
2021-05-14,7.7344,7.8038,7.6677,7.7789,181159.0
2021-05-15,7.7344,7.8038,7.6677,7.7789,181159.0
2021-05-16,7.7344,7.8038,7.6677,7.7789,181159.0
2021-05-17,7.7566,7.8234,7.727,7.7863,235260.0
2021-05-18,7.8086,7.9272,7.7863,7.8827,714737.0
2021-05-19,7.8382,8.0014,7.7937,7.9791,424992.0
2021-05-20,8.0088,8.0088,7.8753,7.8975,205438.0
2021-05-21,7.942,7.942,7.8308,7.8827,254014.0
2021-05-22,7.942,7.942,7.8308,7.8827,254014.0
2021-05-23,7.942,7.942,7.8308,7.8827,254014.0
2021-05-24,7.9124,7.9495,7.8605,7.8827,168027.0
2021-05-25,7.8827,7.9013,7.8086,7.8234,195740.0
2021-05-26,7.8086,7.8206,7.7715,7.816,173691.0
2021-05-27,7.8382,7.8605,7.6751,7.7566,378138.0
2021-05-28,7.7715,7.8308,7.7566,7.7641,111394.0
2021-05-29,7.7715,7.8308,7.7566,7.7641,111394.0
2021-05-30,7.7715,7.8308,7.7566,7.7641,111394.0
2021-05-31,7.7715,7.8308,7.7566,7.7641,111394.0
2021-06-01,7.8234,7.9346,7.8086,7.8456,249215.0
2021-06-02,7.8975,7.9124,7.8531,7.8679,215080.0
2021-06-03,7.8679,7.9569,7.8679,7.9198,284832.0
2021-06-04,7.9717,7.9717,7.905,7.9272,267772.0
2021-06-05,7.9717,7.9717,7.905,7.9272,267772.0
2021-06-06,7.9717,7.9717,7.905,7.9272,267772.0
2021-06-07,7.9272,7.9939,7.8975,7.9643,332878.0
2021-06-08,7.9794,7.9945,7.8661,7.8963,313820.0
2021-06-09,7.8661,7.987,7.8434,7.9341,141444.0
2021-06-10,7.9341,7.9718,7.8433,7.9567,240697.0
2021-06-11,7.9945,8.0247,7.9707,8.0021,169740.0
2021-06-12,7.9945,8.0247,7.9707,8.0021,169740.0
2021-06-13,7.9945,8.0247,7.9707,8.0021,169740.0
2021-06-14,8.0021,8.0328,7.8963,7.9341,195657.0
2021-06-15,7.9341,7.9496,7.8056,7.8661,277240.0
2021-06-16,7.8585,7.8887,7.8207,7.8585,290833.0
2021-06-17,7.8358,7.9114,7.798,7.8661,356755.0
2021-06-18,7.8434,7.8585,7.6847,7.8056,657821.0
2021-06-19,7.8434,7.8585,7.6847,7.8056,657821.0
2021-06-20,7.8434,7.8585,7.6847,7.8056,657821.0
2021-06-21,7.8056,7.8661,7.7603,7.8585,252897.0
2021-06-22,7.8661,7.8661,7.7905,7.8132,111846.0
2021-06-23,7.8358,7.9341,7.807,7.8661,227752.0
2021-06-24,7.8963,7.9567,7.8358,7.9265,137638.0
2021-06-25,8.0474,8.191,7.9643,8.0021,584688.0
2021-06-26,8.0474,8.191,7.9643,8.0021,584688.0
2021-06-27,8.0474,8.191,7.9643,8.0021,584688.0
2021-06-28,8.1683,8.1683,8.0172,8.1381,585690.0
2021-06-29,8.191,8.2136,8.0474,8.0927,351948.0
2021-06-30,8.0701,8.0927,7.8887,7.9794,441852.0
2021-07-01,7.987,8.0625,7.9341,8.0474,184817.0
2021-07-02,8.0776,8.1154,8.0247,8.1003,163294.0
2021-07-03,8.0776,8.1154,8.0247,8.1003,163294.0
2021-07-04,8.0776,8.1154,8.0247,8.1003,163294.0
2021-07-05,8.0776,8.1154,8.0247,8.1003,163294.0
2021-07-06,8.123,8.1456,8.0172,8.1154,269725.0
2021-07-07,8.1003,8.1532,8.0096,8.055,116415.0
2021-07-08,8.0247,8.0312,7.8207,7.9341,289715.0
2021-07-09,7.9492,8.123,7.8963,8.0701,229460.0
2021-07-10,7.9492,8.123,7.8963,8.0701,229460.0
2021-07-11,7.9492,8.123,7.8963,8.0701,229460.0
2021-07-12,8.0776,8.1456,8.0247,8.1381,206158.0
2021-07-13,8.1381,8.1381,8.0134,8.1154,165154.0
2021-07-14,8.1154,8.1456,8.0096,8.0398,157136.0
2021-07-15,8.0474,8.1154,7.9945,8.0474,118153.0
2021-07-16,8.0172,8.0666,7.9038,7.9567,269519.0
2021-07-17,8.0172,8.0666,7.9038,7.9567,269519.0
2021-07-18,8.0172,8.0666,7.9038,7.9567,269519.0
2021-07-19,7.8963,7.9114,7.6847,7.8283,432695.0
2021-07-20,7.8585,7.9711,7.8502,7.9114,146814.0
2021-07-21,7.9416,7.9821,7.9189,7.9341,160776.0
2021-07-22,7.9416,7.9491,7.8661,7.9341,185843.0
2021-07-23,7.987,8.0776,7.9567,7.9718,162263.0
2021-07-24,7.987,8.0776,7.9567,7.9718,162263.0
2021-07-25,7.987,8.0776,7.9567,7.9718,162263.0
2021-07-26,7.9794,8.0542,7.9114,7.9567,161147.0
2021-07-27,7.9114,7.9718,7.8887,7.9567,69101.0
2021-07-28,8.0021,8.0323,7.8585,7.9492,200776.0
2021-07-29,7.9492,8.1003,7.9265,7.9945,140798.0
2021-07-30,7.9945,8.1154,7.9945,8.1003,195444.0
2021-07-31,7.9945,8.1154,7.9945,8.1003,195444.0
2021-08-01,7.9945,8.1154,7.9945,8.1003,195444.0
2021-08-02,8.123,8.1456,7.9945,8.0096,133677.0
2021-08-03,7.987,8.0776,7.9189,8.0398,147539.0
2021-08-04,8.0398,8.0625,7.9341,8.055,111913.0
2021-08-05,8.0701,8.123,8.0096,8.0701,123331.0
2021-08-06,8.0474,8.3119,8.0474,8.2741,199404.0
2021-08-07,8.0474,8.3119,8.0474,8.2741,199404.0
2021-08-08,8.0474,8.3119,8.0474,8.2741,199404.0
2021-08-09,8.2892,8.3119,8.2136,8.2816,146008.0
2021-08-10,8.3119,8.3119,8.2061,8.2892,204663.0
2021-08-11,8.2892,8.3345,8.2514,8.3119,132633.0
2021-08-12,8.3345,8.3345,8.2816,8.3194,158902.0
2021-08-13,8.3497,8.3497,8.2968,8.3345,132493.0
2021-08-14,8.3497,8.3497,8.2968,8.3345,132493.0
2021-08-15,8.3497,8.3497,8.2968,8.3345,132493.0
2021-08-16,8.3119,8.3723,8.2665,8.3043,150889.0
2021-08-17,8.2892,8.3723,8.2439,8.3648,280352.0
2021-08-18,8.3723,8.3799,8.2741,8.2892,171620.0
2021-08-19,8.2741,8.2741,8.055,8.123,200991.0
2021-08-20,8.0927,8.2552,8.0852,8.2061,111073.0
2021-08-21,8.0927,8.2552,8.0852,8.2061,111073.0
2021-08-22,8.0927,8.2552,8.0852,8.2061,111073.0
2021-08-23,8.2439,8.2909,8.0701,8.1834,199751.0
2021-08-24,8.2136,8.2665,8.1691,8.2363,114191.0
2021-08-25,8.259,8.3421,8.2136,8.2741,128981.0
2021-08-26,8.2968,8.2968,8.1456,8.2136,168873.0
2021-08-27,8.2363,8.2514,8.123,8.1985,246743.0
2021-08-28,8.2363,8.2514,8.123,8.1985,246743.0
2021-08-29,8.2363,8.2514,8.123,8.1985,246743.0
2021-08-30,8.2288,8.2288,8.1003,8.1305,252208.0
2021-08-31,8.1985,8.1985,8.1154,8.1532,251022.0
2021-09-01,8.1834,8.2968,8.1456,8.2968,140894.0
2021-09-02,8.2816,8.3497,8.2363,8.3043,249230.0
2021-09-03,8.3194,8.3723,8.259,8.3345,184450.0
2021-09-04,8.3194,8.3723,8.259,8.3345,184450.0
2021-09-05,8.3194,8.3723,8.259,8.3345,184450.0
2021-09-06,8.3194,8.3723,8.259,8.3345,184450.0
2021-09-07,8.2729,8.2874,8.1343,8.2344,257028.0
2021-09-08,8.2267,8.2806,8.1266,8.1574,260896.0
2021-09-09,8.1728,8.3114,8.1574,8.2652,175849.0
2021-09-10,8.296,8.3499,8.2652,8.3037,137721.0
2021-09-11,8.296,8.3499,8.2652,8.3037,137721.0
2021-09-12,8.296,8.3499,8.2652,8.3037,137721.0
2021-09-13,8.3345,8.3345,8.219,8.2806,244695.0
2021-09-14,8.3114,8.3422,8.2602,8.3268,123503.0
2021-09-15,8.3422,8.4,8.2729,8.3808,301917.0
2021-09-16,8.3576,8.4039,8.3037,8.3345,153912.0
2021-09-17,8.3191,8.3731,8.2729,8.2806,544885.0
2021-09-18,8.3191,8.3731,8.2729,8.2806,544885.0
2021-09-19,8.3191,8.3731,8.2729,8.2806,544885.0
2021-09-20,8.2267,8.2267,8.1035,8.1882,278393.0
2021-09-21,8.219,8.3962,8.1882,8.3345,260605.0
2021-09-22,8.3576,8.5887,8.3191,8.4424,441040.0
2021-09-23,8.4501,8.5348,8.4501,8.504,281311.0
2021-09-24,8.5194,8.5271,8.4501,8.4578,256759.0
2021-09-25,8.5194,8.5271,8.4501,8.4578,256759.0
2021-09-26,8.5194,8.5271,8.4501,8.4578,256759.0
2021-09-27,8.5117,8.5502,8.4732,8.4963,362392.0
2021-09-28,8.4501,8.5117,8.4347,8.4655,257684.0
2021-09-29,8.4963,8.5502,8.4963,8.5117,196891.0
2021-09-30,8.5348,8.5502,8.4655,8.4886,239340.0
2021-10-01,8.5271,8.5887,8.4963,8.5502,159903.0
2021-10-02,8.5271,8.5887,8.4963,8.5502,159903.0
2021-10-03,8.5271,8.5887,8.4963,8.5502,159903.0
2021-10-04,8.5502,8.581,8.4116,8.4193,219909.0
2021-10-05,8.427,8.4732,8.3885,8.3885,131170.0
2021-10-06,8.3731,8.5117,8.296,8.4809,341823.0
2021-10-07,8.5194,8.5194,8.4116,8.4501,203396.0
2021-10-08,8.5425,8.5964,8.5117,8.5502,192557.0
2021-10-09,8.5425,8.5964,8.5117,8.5502,192557.0
2021-10-10,8.5425,8.5964,8.5117,8.5502,192557.0
2021-10-11,8.5887,8.6041,8.504,8.5348,151766.0
2021-10-12,8.5194,8.5348,8.4732,8.5117,164766.0
2021-10-13,8.5656,8.5733,8.4732,8.504,169619.0
2021-10-14,8.5887,8.5887,8.4963,8.5425,221500.0
2021-10-15,8.5579,8.5887,8.5348,8.5502,105329.0
2021-10-16,8.5579,8.5887,8.5348,8.5502,105329.0
2021-10-17,8.5579,8.5887,8.5348,8.5502,105329.0
2021-10-18,8.5502,8.5887,8.4578,8.4809,296690.0
2021-10-19,8.4809,8.5424,8.4578,8.504,125432.0
2021-10-20,8.5271,8.5271,8.4424,8.4655,124282.0
2021-10-21,8.4655,8.4963,8.4154,8.4424,145083.0
2021-10-22,8.4424,8.504,8.4116,8.4424,125454.0
2021-10-23,8.4424,8.504,8.4116,8.4424,125454.0
2021-10-24,8.4424,8.504,8.4116,8.4424,125454.0
2021-10-25,8.4655,8.4937,8.3654,8.427,230070.0
2021-10-26,8.4578,8.4732,8.3576,8.4116,266125.0
2021-10-27,8.3885,8.4655,8.3808,8.4424,162056.0
2021-10-28,8.4501,8.5271,8.4231,8.5194,227253.0
2021-10-29,8.5117,8.6658,8.5117,8.6581,436432.0
2021-10-30,8.5117,8.6658,8.5117,8.6581,436432.0
2021-10-31,8.5117,8.6658,8.5117,8.6581,436432.0
2021-11-01,8.6658,8.6889,8.6041,8.6504,248194.0
2021-11-02,8.6273,8.6735,8.5733,8.6658,223281.0
2021-11-03,8.6658,8.7043,8.6118,8.6889,207809.0
2021-11-04,8.712,8.7274,8.6504,8.7274,220186.0
2021-11-05,8.7274,8.7967,8.7043,8.7813,216631.0
2021-11-06,8.7274,8.7967,8.7043,8.7813,216631.0
2021-11-07,8.7274,8.7967,8.7043,8.7813,216631.0
2021-11-08,8.7736,8.7967,8.7428,8.7736,117434.0
2021-11-09,8.7351,8.8198,8.6658,8.789,197999.0
2021-11-10,8.7967,8.8969,8.6889,8.8352,611751.0
2021-11-11,8.8275,8.8969,8.7813,8.8352,296977.0
2021-11-12,8.8275,8.8583,8.7389,8.7736,191113.0
2021-11-13,8.8275,8.8583,8.7389,8.7736,191113.0
2021-11-14,8.8275,8.8583,8.7389,8.7736,191113.0
2021-11-15,8.7967,8.8198,8.7197,8.7428,122772.0
2021-11-16,8.7659,8.7736,8.6658,8.712,130044.0
2021-11-17,8.7428,8.7505,8.6118,8.6427,199538.0
2021-11-18,8.6889,8.7129,8.5887,8.6581,134488.0
2021-11-19,8.6658,8.712,8.581,8.6427,153291.0
2021-11-20,8.6658,8.712,8.581,8.6427,153291.0
2021-11-21,8.6658,8.712,8.581,8.6427,153291.0
2021-11-22,8.6735,8.8044,8.6427,8.7197,269205.0
2021-11-23,8.6411,8.7747,8.6411,8.6804,171542.0
2021-11-24,8.6883,8.704,8.649,8.649,101311.0
2021-11-25,8.6883,8.704,8.649,8.649,101311.0
2021-11-26,8.6176,8.6176,8.4526,8.5233,255255.0
2021-11-27,8.6176,8.6176,8.4526,8.5233,255255.0
2021-11-28,8.6176,8.6176,8.4526,8.5233,255255.0
2021-11-29,8.5861,8.649,8.4997,8.5076,194240.0
2021-11-30,8.4683,8.5233,8.4055,8.4762,237212.0
2021-12-01,8.5704,8.6726,8.4447,8.4605,390450.0
2021-12-02,8.5076,8.7825,8.5076,8.7118,589530.0
2021-12-03,8.7354,8.7668,8.6019,8.6647,122300.0
2021-12-04,8.7354,8.7668,8.6019,8.6647,122300.0
2021-12-05,8.7354,8.7668,8.6019,8.6647,122300.0
2021-12-06,8.6883,8.7433,8.6019,8.6726,186006.0
2021-12-07,8.704,8.7354,8.6176,8.6411,142061.0
2021-12-08,8.704,8.704,8.5469,8.6176,121462.0
2021-12-09,8.5704,8.6568,8.484,8.539,116616.0
2021-12-10,8.5783,8.6254,8.539,8.5861,87135.0
2021-12-11,8.5783,8.6254,8.539,8.5861,87135.0
2021-12-12,8.5783,8.6254,8.539,8.5861,87135.0
2021-12-13,8.6019,8.6176,8.4997,8.539,85799.0
2021-12-14,8.4997,8.6333,8.4447,8.5312,197407.0
2021-12-15,8.5312,8.5547,8.4212,8.4919,141640.0
2021-12-16,8.484,8.5233,8.3898,8.4683,289405.0
2021-12-17,8.4762,8.4762,8.3033,8.3426,321412.0
2021-12-18,8.4762,8.4762,8.3033,8.3426,321412.0
2021-12-19,8.4762,8.4762,8.3033,8.3426,321412.0
2021-12-20,8.3976,8.3976,8.2326,8.3662,215267.0
2021-12-21,8.4212,8.5513,8.3819,8.3898,152361.0
2021-12-22,8.3937,8.539,8.3898,8.5076,99845.0
2021-12-23,8.5704,8.6647,8.5391,8.6254,119952.0
2021-12-24,8.5704,8.6647,8.5391,8.6254,119952.0
2021-12-25,8.5704,8.6647,8.5391,8.6254,119952.0
2021-12-26,8.5704,8.6647,8.5391,8.6254,119952.0
2021-12-27,8.6568,8.6568,8.539,8.5704,201303.0
2021-12-28,8.594,8.649,8.5704,8.5704,109502.0
2021-12-29,8.6097,8.6804,8.5861,8.6254,114309.0
2021-12-30,8.6411,8.677,8.5233,8.5233,103615.0
2021-12-31,8.5547,8.6647,8.539,8.6568,226948.0
2022-01-01,8.5547,8.6647,8.539,8.6568,226948.0
2022-01-02,8.5547,8.6647,8.539,8.6568,226948.0
2022-01-03,8.6804,8.759,8.6176,8.6411,123151.0
2022-01-04,8.6961,8.7354,8.6568,8.6883,167411.0
2022-01-05,8.7275,8.7511,8.6105,8.6254,134279.0
2022-01-06,8.6804,8.7093,8.5783,8.6411,131914.0
2022-01-07,8.6568,8.6961,8.6176,8.6804,102442.0
2022-01-08,8.6568,8.6961,8.6176,8.6804,102442.0
2022-01-09,8.6568,8.6961,8.6176,8.6804,102442.0
2022-01-10,8.6961,8.7118,8.6529,8.6804,99827.0
2022-01-11,8.7118,8.7433,8.649,8.7275,120313.0
2022-01-12,8.7275,8.7904,8.6804,8.7275,116678.0
2022-01-13,8.7275,8.7747,8.649,8.6804,92879.0
2022-01-14,8.6804,8.6883,8.5233,8.5704,315201.0
2022-01-15,8.6804,8.6883,8.5233,8.5704,315201.0
2022-01-16,8.6804,8.6883,8.5233,8.5704,315201.0
2022-01-17,8.6804,8.6883,8.5233,8.5704,315201.0
2022-01-18,8.5704,8.6568,8.539,8.5547,131300.0
2022-01-19,8.5312,8.5508,8.4212,8.4683,142121.0
2022-01-20,8.4762,8.4919,8.374,8.3819,173319.0
2022-01-21,8.3662,8.6411,8.3269,8.3348,305435.0
2022-01-22,8.3662,8.6411,8.3269,8.3348,305435.0
2022-01-23,8.3662,8.6411,8.3269,8.3348,305435.0
2022-01-24,8.3033,8.3269,8.0127,8.2955,361255.0
2022-01-25,8.2484,8.4447,8.2091,8.4212,132223.0
2022-01-26,8.4447,8.539,8.3898,8.4447,134615.0
2022-01-27,8.4369,8.539,8.4055,8.4212,142503.0
2022-01-28,8.4055,8.4526,8.3426,8.429,83664.0
2022-01-29,8.4055,8.4526,8.3426,8.429,83664.0
2022-01-30,8.4055,8.4526,8.3426,8.429,83664.0
2022-01-31,8.374,8.5351,8.374,8.5154,111947.0
2022-02-01,8.5469,8.6411,8.4843,8.6176,125517.0
2022-02-02,8.6411,8.8061,8.6191,8.7825,243501.0
2022-02-03,8.7747,8.814,8.6726,8.6961,107559.0
2022-02-04,8.7354,8.7904,8.6804,8.7904,114225.0
2022-02-05,8.7354,8.7904,8.6804,8.7904,114225.0
2022-02-06,8.7354,8.7904,8.6804,8.7904,114225.0
2022-02-07,8.814,8.8454,8.7825,8.7982,179927.0
2022-02-08,8.814,8.8375,8.7747,8.7825,129366.0
2022-02-09,8.7825,8.8218,8.7275,8.7511,112241.0
2022-02-10,8.759,8.8297,8.7511,8.7747,141749.0
2022-02-11,8.7982,8.8611,8.6726,8.704,233884.0
2022-02-12,8.7982,8.8611,8.6726,8.704,233884.0
2022-02-13,8.7982,8.8611,8.6726,8.704,233884.0
2022-02-14,8.6883,8.7511,8.6176,8.6804,164224.0
2022-02-15,8.7045,8.7285,8.5681,8.6563,256846.0
2022-02-16,8.6884,8.8088,8.6002,8.7847,102602.0
2022-02-17,8.7847,8.7847,8.6644,8.7606,84313.0
2022-02-18,8.7767,8.8007,8.6483,8.6644,174485.0
2022-02-19,8.7767,8.8007,8.6483,8.6644,174485.0
2022-02-20,8.7767,8.8007,8.6483,8.6644,174485.0
2022-02-21,8.7767,8.8007,8.6483,8.6644,174485.0
2022-02-22,8.6242,8.7606,8.5841,8.6403,193662.0
2022-02-23,8.7446,8.8168,8.6242,8.7045,177797.0
2022-02-24,8.4798,8.8168,8.4076,8.6965,376769.0
2022-02-25,8.7526,8.7687,8.5841,8.7125,169953.0
2022-02-26,8.7526,8.7687,8.5841,8.7125,169953.0
2022-02-27,8.7526,8.7687,8.5841,8.7125,169953.0
2022-02-28,8.6965,8.7285,8.6162,8.7125,171768.0
2022-03-01,8.7285,8.7606,8.5039,8.6323,235604.0
2022-03-02,8.6323,8.7526,8.6323,8.6965,154360.0
2022-03-03,8.7205,8.7526,8.6563,8.7125,149412.0
2022-03-04,8.7366,8.7817,8.544,8.5841,790096.0
2022-03-05,8.7366,8.7817,8.544,8.5841,790096.0
2022-03-06,8.7366,8.7817,8.544,8.5841,790096.0
2022-03-07,8.8328,8.8409,8.3274,8.3595,2355839.0
2022-03-08,8.3996,8.4879,8.1188,8.2953,1376366.0
2022-03-09,8.3675,8.4157,8.175,8.2713,1182387.0
2022-03-10,8.1108,8.3194,7.8862,8.1269,1551085.0
2022-03-11,8.167,8.183,8.0306,8.1349,1093959.0
2022-03-12,8.167,8.183,8.0306,8.1349,1093959.0
2022-03-13,8.167,8.183,8.0306,8.1349,1093959.0
2022-03-14,8.1509,8.3114,8.0466,8.1349,1047285.0
2022-03-15,8.183,8.3226,8.1108,8.1188,862670.0
2022-03-16,8.1269,8.2392,8.0306,8.0787,1181564.0
2022-03-17,8.0948,8.2311,8.0907,8.175,875907.0
2022-03-18,8.1509,8.2231,8.1269,8.1509,1334104.0
2022-03-19,8.1509,8.2231,8.1269,8.1509,1334104.0
2022-03-20,8.1509,8.2231,8.1269,8.1509,1334104.0
2022-03-21,8.183,8.441,8.183,8.3836,731494.0
2022-03-22,8.3836,8.4508,8.3033,8.3435,686382.0
2022-03-23,8.3114,8.3435,8.2392,8.2472,669377.0
2022-03-24,8.3194,8.3354,8.2231,8.2552,691486.0
2022-03-25,8.2552,8.4638,8.2552,8.3515,676655.0
2022-03-26,8.2552,8.4638,8.2552,8.3515,676655.0
2022-03-27,8.2552,8.4638,8.2552,8.3515,676655.0
2022-03-28,8.3114,8.3916,8.2231,8.2873,916622.0
2022-03-29,8.2953,8.4638,8.2632,8.3515,871197.0
2022-03-30,8.3274,8.3435,8.2632,8.3033,648538.0
2022-03-31,8.2953,8.3916,8.2913,8.2953,632993.0
2022-04-01,8.2873,8.4798,8.2873,8.4076,675226.0
2022-04-02,8.2873,8.4798,8.2873,8.4076,675226.0
2022-04-03,8.2873,8.4798,8.2873,8.4076,675226.0
2022-04-04,8.3916,8.4478,8.3515,8.3755,686265.0
2022-04-05,8.3515,8.4076,8.2632,8.3114,733572.0
2022-04-06,8.3114,8.3354,8.2392,8.2632,717978.0
2022-04-07,8.2392,8.2873,8.1991,8.2713,625504.0
2022-04-08,8.2632,8.4879,8.2552,8.4478,776676.0
2022-04-09,8.2632,8.4879,8.2552,8.4478,776676.0
2022-04-10,8.2632,8.4879,8.2552,8.4478,776676.0
2022-04-11,8.4397,8.5761,8.4197,8.4397,676893.0
2022-04-12,8.4317,8.5601,8.3916,8.4879,1200515.0
2022-04-13,8.4478,8.552,8.4397,8.52,547779.0
2022-04-14,8.5119,8.6002,8.4798,8.4879,353861.0
2022-04-15,8.5119,8.6002,8.4798,8.4879,353861.0
2022-04-16,8.5119,8.6002,8.4798,8.4879,353861.0
2022-04-17,8.5119,8.6002,8.4798,8.4879,353861.0
2022-04-18,8.4638,8.6403,8.4478,8.5922,939293.0
2022-04-19,8.6323,8.7606,8.5841,8.7125,1202030.0
2022-04-20,8.7847,8.8168,8.7045,8.7446,1347361.0
2022-04-21,8.8088,8.8208,8.6644,8.6644,630649.0
2022-04-22,8.6644,8.6724,8.4076,8.4558,913875.0
2022-04-23,8.6644,8.6724,8.4076,8.4558,913875.0
2022-04-24,8.6644,8.6724,8.4076,8.4558,913875.0
2022-04-25,8.3996,8.4638,8.2874,8.4558,586013.0
2022-04-26,8.3916,8.4317,8.2111,8.2151,973322.0
2022-04-27,8.2231,8.3194,8.2151,8.2231,820021.0
2022-04-28,8.2231,8.3274,8.1549,8.3194,683920.0
2022-04-29,8.2552,8.3274,8.1589,8.167,574266.0
2022-04-30,8.2552,8.3274,8.1589,8.167,574266.0
2022-05-01,8.2552,8.3274,8.1589,8.167,574266.0
2022-05-02,8.1429,8.175,7.9183,7.9905,951192.0
2022-05-03,7.9824,8.1549,7.9824,8.1028,738527.0
2022-05-04,8.0787,8.2592,8.0065,8.2472,627785.0
2022-05-05,8.167,8.2096,7.9263,8.0546,1102422.0
2022-05-06,8.1429,8.3755,7.9905,8.3675,834935.0
2022-05-07,8.1429,8.3755,7.9905,8.3675,834935.0
2022-05-08,8.1429,8.3755,7.9905,8.3675,834935.0
2022-05-09,8.3194,8.3402,8.0787,8.183,830555.0
2022-05-10,8.2953,8.4638,8.2071,8.2793,895945.0
2022-05-11,8.2793,8.3796,8.1991,8.2472,423640.0
2022-05-12,8.2472,8.3113,8.0306,8.0948,813325.0
2022-05-13,8.1028,8.2231,8.0758,8.1509,515029.0
2022-05-14,8.1028,8.2231,8.0758,8.1509,515029.0
2022-05-15,8.1028,8.2231,8.0758,8.1509,515029.0
2022-05-16,8.183,8.2952,8.1509,8.2552,542414.0
2022-05-17,8.3996,8.4076,8.3114,8.3595,656520.0
2022-05-18,8.3114,8.4157,8.1269,8.1589,657390.0
2022-05-19,8.1028,8.3099,8.0627,8.1028,856930.0
2022-05-20,8.1188,8.1509,7.9584,8.1108,1187195.0
2022-05-21,8.1188,8.1509,7.9584,8.1108,1187195.0
2022-05-22,8.1188,8.1509,7.9584,8.1108,1187195.0
2022-05-23,8.1589,8.2151,8.0988,8.175,518617.0
2022-05-24,8.1349,8.2073,8.0145,8.1509,494369.0
2022-05-25,8.1589,8.3354,8.1349,8.2472,631443.0
