,HII US Equity,HII US Equity,HII US Equity,HII US Equity,HII US Equity
2020-05-10,159.702,168.298,159.702,164.794,554116.0
2020-05-11,163.452,166.382,161.317,162.54,343186.0
2020-05-12,163.206,165.049,158.342,158.351,359273.0
2020-05-13,156.982,157.67,153.85,155.376,280528.0
2020-05-14,153.168,157.238,150.996,157.165,318973.0
2020-05-15,152.082,158.132,152.082,155.632,295316.0
2020-05-16,152.082,158.132,152.082,155.632,295316.0
2020-05-17,152.082,158.132,152.082,155.632,295316.0
2020-05-18,161.235,165.77,160.505,164.639,458320.0
2020-05-19,165.095,165.095,158.296,158.333,358547.0
2020-05-20,160.514,163.042,159.245,159.802,340344.0
2020-05-21,161.928,166.647,161.919,165.634,302155.0
2020-05-22,167.796,168.472,162.645,166.793,430750.0
2020-05-23,167.796,168.472,162.645,166.793,430750.0
2020-05-24,167.796,168.472,162.645,166.793,430750.0
2020-05-25,167.796,168.472,162.645,166.793,430750.0
2020-05-26,172.022,178.177,172.022,176.512,421458.0
2020-05-27,179.706,188.028,179.706,187.919,432258.0
2020-05-28,191.413,192.564,183.461,184.058,345178.0
2020-05-29,181.7,184.947,180.068,183.333,355149.0
2020-05-30,181.7,184.947,180.068,183.333,355149.0
2020-05-31,181.7,184.947,180.068,183.333,355149.0
2020-06-01,183.177,186.869,178.435,179.334,353422.0
2020-06-02,181.297,181.389,177.555,178.16,382670.0
2020-06-03,180.169,184.947,178.833,183.131,365439.0
2020-06-04,182.856,184.929,180.82,182.076,404400.0
2020-06-05,188.735,189.762,184.846,185.791,339961.0
2020-06-06,188.735,189.762,184.846,185.791,339961.0
2020-06-07,188.735,189.762,184.846,185.791,339961.0
2020-06-08,187.68,189.937,187.112,188.955,325972.0
2020-06-09,186.185,187.91,180.6,181.379,304828.0
2020-06-10,180.49,183.947,176.885,180.691,477438.0
2020-06-11,174.748,177.931,165.356,165.824,368595.0
2020-06-12,171.089,171.52,164.274,167.191,326281.0
2020-06-13,171.089,171.52,164.274,167.191,326281.0
2020-06-14,171.089,171.52,164.274,167.191,326281.0
2020-06-15,162.605,168.126,162.605,166.998,404767.0
2020-06-16,173.767,174.835,168.145,170.208,298041.0
2020-06-17,170.474,172.189,168.548,168.713,287745.0
2020-06-18,166.338,170.722,166.154,166.457,304308.0
2020-06-19,169.777,169.777,162.215,163.861,644602.0
2020-06-20,169.777,169.777,162.215,163.861,644602.0
2020-06-21,169.777,169.777,162.215,163.861,644602.0
2020-06-22,162.486,163.44,160.349,163.183,382278.0
2020-06-23,164.54,164.953,160.954,162.495,329143.0
2020-06-24,160.367,160.734,153.241,153.369,390166.0
2020-06-25,151.902,157.946,151.727,157.854,396053.0
2020-06-26,157.744,158.491,154.534,156.799,914874.0
2020-06-27,157.744,158.491,154.534,156.799,914874.0
2020-06-28,157.744,158.491,154.534,156.799,914874.0
2020-06-29,159.239,163.164,159.092,162.715,337458.0
2020-06-30,161.569,163.334,158.881,160.037,272152.0
2020-07-01,161.569,162.999,158.808,159.34,278216.0
2020-07-02,161.348,162.284,158.322,158.771,233220.0
2020-07-03,161.348,162.284,158.322,158.771,233220.0
2020-07-04,161.348,162.284,158.322,158.771,233220.0
2020-07-05,161.348,162.284,158.322,158.771,233220.0
2020-07-06,161.587,161.954,158.625,158.927,176015.0
2020-07-07,157.414,160.738,154.25,154.378,207691.0
2020-07-08,154.369,156.24,152.819,153.617,333558.0
2020-07-09,152.69,153.08,147.99,148.37,319829.0
2020-07-10,148.508,153.488,148.508,153.204,269987.0
2020-07-11,148.508,153.488,148.508,153.204,269987.0
2020-07-12,148.508,153.488,148.508,153.204,269987.0
2020-07-13,155.185,158.294,153.773,155.57,337526.0
2020-07-14,155.919,158.533,154.314,157.588,305032.0
2020-07-15,161.596,163.586,160.31,162.311,239103.0
2020-07-16,162.156,167.145,161.151,164.513,270680.0
2020-07-17,165.109,166.347,163.444,165.962,245722.0
2020-07-18,165.109,166.347,163.444,165.962,245722.0
2020-07-19,165.109,166.347,163.444,165.962,245722.0
2020-07-20,164.696,165.077,160.972,161.633,273009.0
2020-07-21,162.339,165.334,162.339,163.265,196508.0
2020-07-22,163.174,165.549,162.624,164.733,244051.0
2020-07-23,164.632,168.465,164.036,165.925,239794.0
2020-07-24,165.925,167.159,162.064,162.394,192921.0
2020-07-25,165.925,167.159,162.064,162.394,192921.0
2020-07-26,165.925,167.159,162.064,162.394,192921.0
2020-07-27,161.798,161.798,158.358,158.854,201640.0
2020-07-28,158.725,162.801,158.725,160.495,190857.0
2020-07-29,160.816,162.082,158.294,161.312,129336.0
2020-07-30,159.285,162.321,158.64,160.312,177168.0
2020-07-31,159.954,161.073,157.056,159.321,313075.0
2020-08-01,159.954,161.073,157.056,159.321,313075.0
2020-08-02,159.954,161.073,157.056,159.321,313075.0
2020-08-03,159.615,162.311,159.083,160.816,224303.0
2020-08-04,160.881,162.146,158.533,159.166,278149.0
2020-08-05,160.908,163.871,159.633,163.871,454129.0
2020-08-06,156.845,159.968,146.747,149.315,1171074.0
2020-08-07,148.086,155.708,148.068,153.993,550446.0
2020-08-08,148.086,155.708,148.068,153.993,550446.0
2020-08-09,148.086,155.708,148.068,153.993,550446.0
2020-08-10,153.984,156.83,152.131,155.121,512270.0
2020-08-11,157.964,160.046,154.442,154.58,231505.0
2020-08-12,155.937,155.937,149.499,150.572,416566.0
2020-08-13,149.599,152.076,148.448,150.535,381284.0
2020-08-14,150.067,155.002,149.957,153.066,217023.0
2020-08-15,150.067,155.002,149.957,153.066,217023.0
2020-08-16,150.067,155.002,149.957,153.066,217023.0
2020-08-17,152.929,153.066,149.18,149.581,352519.0
2020-08-18,149.187,149.875,148.071,148.847,333896.0
2020-08-19,148.563,150.865,148.563,149.288,227988.0
2020-08-20,148.132,148.563,146.206,146.325,260101.0
2020-08-21,145.922,148.104,144.977,145.491,331800.0
2020-08-22,145.922,148.104,144.977,145.491,331800.0
2020-08-23,145.922,148.104,144.977,145.491,331800.0
2020-08-24,145.967,148.857,144.555,148.746,309072.0
2020-08-25,149.324,149.654,145.027,145.775,261301.0
2020-08-26,144.995,145.39,140.792,141.143,459841.0
2020-08-27,141.503,144.319,140.811,141.679,470114.0
2020-08-28,141.956,142.279,139.841,140.774,413616.0
2020-08-29,141.956,142.279,139.841,140.774,413616.0
2020-08-30,141.956,142.279,139.841,140.774,413616.0
2020-08-31,140.127,141.032,138.216,139.906,636550.0
2020-09-01,138.585,139.213,136.314,138.807,740433.0
2020-09-02,138.77,141.171,137.394,139.749,738973.0
2020-09-03,141.346,142.593,136.508,138.613,618627.0
2020-09-04,139.915,141.716,135.566,136.203,598675.0
2020-09-05,139.915,141.716,135.566,136.203,598675.0
2020-09-06,139.915,141.716,135.566,136.203,598675.0
2020-09-07,139.915,141.716,135.566,136.203,598675.0
2020-09-08,135.815,136.605,130.515,130.894,899387.0
2020-09-09,131.503,132.787,127.985,130.515,575698.0
2020-09-10,131.928,133.202,127.088,127.265,794117.0
2020-09-11,127.515,136.877,127.515,136.102,837503.0
2020-09-12,127.515,136.877,127.515,136.102,837503.0
2020-09-13,127.515,136.877,127.515,136.102,837503.0
2020-09-14,136.656,136.757,133.018,135.594,602778.0
2020-09-15,135.52,135.857,132.962,134.135,448045.0
2020-09-16,134.043,138.595,132.935,136.6,360488.0
2020-09-17,134.818,139.601,134.32,139.047,383221.0
2020-09-18,138.502,139.906,137.376,137.745,670808.0
2020-09-19,138.502,139.906,137.376,137.745,670808.0
2020-09-20,138.502,139.906,137.376,137.745,670808.0
2020-09-21,135.455,136.139,131.753,132.87,477319.0
2020-09-22,132.87,134.735,131.393,132.602,365100.0
2020-09-23,133.147,134.384,127.625,128.743,431518.0
2020-09-24,128.613,130.22,125.982,128.798,410461.0
2020-09-25,128.013,131.208,128.013,130.395,275496.0
2020-09-26,128.013,131.208,128.013,130.395,275496.0
2020-09-27,128.013,131.208,128.013,130.395,275496.0
2020-09-28,132.242,134.107,130.839,132.159,340634.0
2020-09-29,131.688,132.519,130.072,130.386,234408.0
2020-09-30,131.199,131.974,129.306,129.961,368203.0
2020-10-01,129.971,131.91,128.623,129.25,364151.0
2020-10-02,126.693,133.258,126.693,133.082,392810.0
2020-10-03,126.693,133.258,126.693,133.082,392810.0
2020-10-04,126.693,133.258,126.693,133.082,392810.0
2020-10-05,134.911,135.797,133.494,135.104,337511.0
2020-10-06,136.573,139.684,135.345,135.852,413012.0
2020-10-07,137.043,139.093,136.074,136.6,317233.0
2020-10-08,137.376,138.225,134.947,138.17,279100.0
2020-10-09,139.352,139.786,137.588,138.484,406619.0
2020-10-10,139.352,139.786,137.588,138.484,406619.0
2020-10-11,139.352,139.786,137.588,138.484,406619.0
2020-10-12,138.484,140.598,136.755,137.995,243276.0
2020-10-13,136.656,138.576,136.263,137.08,261962.0
2020-10-14,136.074,141.162,136.074,139.915,237672.0
2020-10-15,138.946,138.946,135.594,136.24,379766.0
2020-10-16,136.462,138.899,135.035,136.656,376595.0
2020-10-17,136.462,138.899,135.035,136.656,376595.0
2020-10-18,136.462,138.899,135.035,136.656,376595.0
2020-10-19,137.053,138.484,135.271,135.695,215723.0
2020-10-20,136.36,138.018,134.947,136.379,229137.0
2020-10-21,136.379,138.641,135.409,138.059,295193.0
2020-10-22,138.447,140.838,137.764,140.561,233122.0
2020-10-23,141.503,142.053,140.451,141.106,258899.0
2020-10-24,141.503,142.053,140.451,141.106,258899.0
2020-10-25,141.503,142.053,140.451,141.106,258899.0
2020-10-26,139.841,140.137,137.448,138.235,341633.0
2020-10-27,137.404,137.791,134.971,135.28,284139.0
2020-10-28,133.008,135.159,130.128,130.617,352444.0
2020-10-29,129.786,132.473,128.161,132.011,324118.0
2020-10-30,131.707,136.342,131.707,136.176,301324.0
2020-10-31,131.707,136.342,131.707,136.176,301324.0
2020-11-01,131.707,136.342,131.707,136.176,301324.0
2020-11-02,137.976,140.46,136.028,138.041,397336.0
2020-11-03,140.608,145.889,139.975,144.873,392716.0
2020-11-04,145.788,146.572,139.112,139.167,566945.0
2020-11-05,140.34,147.228,137.441,140.174,794494.0
2020-11-06,139.887,142.953,139.887,141.014,323606.0
2020-11-07,139.887,142.953,139.887,141.014,323606.0
2020-11-08,139.887,142.953,139.887,141.014,323606.0
2020-11-09,147.736,152.066,143.341,144.015,632081.0
2020-11-10,145.15,151.799,145.09,149.158,488738.0
2020-11-11,149.149,149.675,145.815,145.926,448981.0
2020-11-12,145.114,147.256,144.098,146.379,314404.0
2020-11-13,147.865,152.528,147.348,151.438,378565.0
2020-11-14,147.865,152.528,147.348,151.438,378565.0
2020-11-15,147.865,152.528,147.348,151.438,378565.0
2020-11-16,152.602,153.95,150.201,150.746,488468.0
2020-11-17,149.592,152.602,149.176,150.34,311960.0
2020-11-18,152.113,152.426,150.506,150.524,258233.0
2020-11-19,149.823,150.875,148.373,149.776,275277.0
2020-11-20,149.767,150.432,145.621,146.572,530079.0
2020-11-21,149.767,150.432,145.621,146.572,530079.0
2020-11-22,149.767,150.432,145.621,146.572,530079.0
2020-11-23,147.828,152.593,147.736,152.454,424367.0
2020-11-24,154.033,159.315,154.033,157.773,398206.0
2020-11-25,157.215,157.559,153.5,153.869,284924.0
2020-11-26,157.215,157.559,153.5,153.869,284924.0
2020-11-27,153.962,153.962,151.889,152.939,139476.0
2020-11-28,153.962,153.962,151.889,152.939,139476.0
2020-11-29,153.962,153.962,151.889,152.939,139476.0
2020-11-30,151.703,152.8,147.799,148.905,612963.0
2020-12-01,151.47,154.817,150.899,152.837,373644.0
2020-12-02,151.229,153.288,149.007,151.675,359351.0
2020-12-03,152.484,154.389,151.647,152.195,314482.0
2020-12-04,152.558,157.67,152.037,155.876,284570.0
2020-12-05,152.558,157.67,152.037,155.876,284570.0
2020-12-06,152.558,157.67,152.037,155.876,284570.0
2020-12-07,155.607,158.377,153.478,158.061,461112.0
2020-12-08,157.317,160.571,157.317,159.502,420043.0
2020-12-09,160.664,162.606,160.255,161.221,457969.0
2020-12-10,159.455,163.852,159.455,162.169,479762.0
2020-12-11,161.714,166.65,161.714,165.181,446845.0
2020-12-12,161.714,166.65,161.714,165.181,446845.0
2020-12-13,161.714,166.65,161.714,165.181,446845.0
2020-12-14,166.39,167.226,161.798,162.653,412512.0
2020-12-15,163.043,164.782,161.537,163.666,316454.0
2020-12-16,164.019,164.661,160.924,162.318,310390.0
2020-12-17,162.328,162.588,158.396,158.461,414717.0
2020-12-18,158.544,160.357,156.629,157.67,977075.0
2020-12-19,158.544,160.357,156.629,157.67,977075.0
2020-12-20,158.544,160.357,156.629,157.67,977075.0
2020-12-21,155.114,156.248,151.926,153.627,420838.0
2020-12-22,153.367,154.18,151.543,152.102,298832.0
2020-12-23,152.967,155.402,152.428,154.817,177176.0
2020-12-24,154.863,154.863,152.33,153.748,94666.0
2020-12-25,154.863,154.863,152.33,153.748,94666.0
2020-12-26,154.863,154.863,152.33,153.748,94666.0
2020-12-27,154.863,154.863,152.33,153.748,94666.0
2020-12-28,154.649,157.252,154.343,155.133,178771.0
2020-12-29,156.127,156.183,153.199,154.845,252761.0
2020-12-30,154.873,157.469,154.649,156.667,198804.0
2020-12-31,156.202,159.028,155.742,158.47,286701.0
2021-01-01,156.202,159.028,155.742,158.47,286701.0
2021-01-02,156.202,159.028,155.742,158.47,286701.0
2021-01-03,156.202,159.028,155.742,158.47,286701.0
2021-01-04,157.689,157.903,150.755,152.493,473605.0
2021-01-05,152.614,155.263,152.474,153.896,392128.0
2021-01-06,151.721,159.381,151.721,158.935,463288.0
2021-01-07,159.557,159.557,156.718,157.782,471044.0
2021-01-08,158.916,160.719,155.263,157.178,404190.0
2021-01-09,158.916,160.719,155.263,157.178,404190.0
2021-01-10,158.916,160.719,155.263,157.178,404190.0
2021-01-11,155.941,159.055,155.941,157.28,262160.0
2021-01-12,157.838,161.11,157.206,160.078,271215.0
2021-01-13,159.502,160.812,158.265,159.232,223592.0
2021-01-14,160.45,162.997,159.585,159.901,377142.0
2021-01-15,159.186,160.422,156.276,159.39,297070.0
2021-01-16,159.186,160.422,156.276,159.39,297070.0
2021-01-17,159.186,160.422,156.276,159.39,297070.0
2021-01-18,159.186,160.422,156.276,159.39,297070.0
2021-01-19,160.961,161.51,158.312,158.554,309978.0
2021-01-20,158.247,158.8,156.416,156.592,280914.0
2021-01-21,156.025,158.182,154.984,155.133,295797.0
2021-01-22,154.835,156.694,152.893,155.83,312021.0
2021-01-23,154.835,156.694,152.893,155.83,312021.0
2021-01-24,154.835,156.694,152.893,155.83,312021.0
2021-01-25,155.319,157.252,153.822,154.78,280838.0
2021-01-26,156.769,157.731,149.472,149.546,466417.0
2021-01-27,148.728,154.687,148.589,151.703,757992.0
2021-01-28,152.4,153.023,149.918,150.541,379929.0
2021-01-29,149.918,150.615,146.032,146.246,346207.0
2021-01-30,149.918,150.615,146.032,146.246,346207.0
2021-01-31,149.918,150.615,146.032,146.246,346207.0
2021-02-01,146.878,148.477,145.345,146.655,421806.0
2021-02-02,148.645,150.02,146.869,148.375,448789.0
2021-02-03,148.375,150.271,147.771,149.844,309634.0
2021-02-04,150.476,150.959,148.71,149.89,549379.0
2021-02-05,151.331,154.092,150.587,152.353,405383.0
2021-02-06,151.331,154.092,150.587,152.353,405383.0
2021-02-07,151.331,154.092,150.587,152.353,405383.0
2021-02-08,153.515,154.538,152.298,153.395,296563.0
2021-02-09,153.683,155.458,152.911,155.44,346214.0
2021-02-10,156.285,157.187,155.151,155.951,321734.0
2021-02-11,158.488,167.087,157.587,158.516,742353.0
2021-02-12,158.702,164.345,158.409,163.722,429082.0
2021-02-13,158.702,164.345,158.409,163.722,429082.0
2021-02-14,158.702,164.345,158.409,163.722,429082.0
2021-02-15,158.702,164.345,158.409,163.722,429082.0
2021-02-16,165.116,166.39,162.486,162.82,616737.0
2021-02-17,162.578,166.641,161.184,165.851,431574.0
2021-02-18,164.847,166.088,164.103,165.86,372310.0
2021-02-19,166.492,169.392,166.213,169.299,418364.0
2021-02-20,166.492,169.392,166.213,169.299,418364.0
2021-02-21,166.492,169.392,166.213,169.299,418364.0
2021-02-22,170.238,178.939,169.364,177.21,665201.0
2021-02-23,177.888,178.297,170.154,173.287,587479.0
2021-02-24,173.863,176.829,173.863,174.849,341833.0
2021-02-25,174.952,176.205,170.303,171.36,288620.0
2021-02-26,169.406,170.229,164.393,164.514,579420.0
2021-02-27,169.406,170.229,164.393,164.514,579420.0
2021-02-28,169.406,170.229,164.393,164.514,579420.0
2021-03-01,166.544,168.985,166.31,166.853,473052.0
2021-03-02,166.75,168.704,165.842,167.993,283318.0
2021-03-03,168.667,171.688,167.404,170.425,398542.0
2021-03-04,171.276,172.651,166.067,167.75,465425.0
2021-03-05,169.237,174.75,167.507,173.586,354390.0
2021-03-06,169.237,174.75,167.507,173.586,354390.0
2021-03-07,169.237,174.75,167.507,173.586,354390.0
2021-03-08,175.718,181.526,175.274,178.72,364047.0
2021-03-09,177.449,177.944,172.146,173.1,442507.0
2021-03-10,172.576,177.131,171.519,175.69,310376.0
2021-03-11,175.092,178.234,174.652,177.608,391393.0
2021-03-12,180.769,183.434,180.072,182.452,335099.0
2021-03-13,180.769,183.434,180.072,182.452,335099.0
2021-03-14,180.769,183.434,180.072,182.452,335099.0
2021-03-15,183.022,185.968,182.499,185.435,438472.0
2021-03-16,184.734,185.108,181.246,182.489,422010.0
2021-03-17,182.948,186.324,181.32,185.117,287083.0
2021-03-18,185.482,187.306,184.161,185.613,333834.0
2021-03-19,185.23,185.23,181.582,184.481,594877.0
2021-03-20,185.23,185.23,181.582,184.481,594877.0
2021-03-21,185.23,185.23,181.582,184.481,594877.0
2021-03-22,183.808,184.453,180.553,183.368,298124.0
2021-03-23,180.862,182.569,177.795,179.076,462842.0
2021-03-24,180.694,186.193,180.67,181.545,285653.0
2021-03-25,182.078,187.437,180.095,187.175,330667.0
2021-03-26,187.642,190.448,186.408,189.999,242469.0
2021-03-27,187.642,190.448,186.408,189.999,242469.0
2021-03-28,187.642,190.448,186.408,189.999,242469.0
2021-03-29,190.224,194.975,190.168,193.927,433896.0
2021-03-30,193.693,194.282,190.719,192.347,267291.0
2021-03-31,192.262,194.591,191.8,192.515,383482.0
2021-04-01,192.655,193.02,189.41,191.0,247311.0
2021-04-02,192.655,193.02,189.41,191.0,247311.0
2021-04-03,192.655,193.02,189.41,191.0,247311.0
2021-04-04,192.655,193.02,189.41,191.0,247311.0
2021-04-05,192.824,194.675,192.281,194.152,356391.0
2021-04-06,192.973,195.844,192.693,193.936,309092.0
2021-04-07,194.133,194.395,190.56,191.748,289348.0
2021-04-08,190.972,193.544,189.691,193.254,263580.0
2021-04-09,194.095,194.928,192.169,193.469,233389.0
2021-04-10,194.095,194.928,192.169,193.469,233389.0
2021-04-11,194.095,194.928,192.169,193.469,233389.0
2021-04-12,194.18,196.892,194.058,196.649,224149.0
2021-04-13,194.554,196.751,192.29,192.795,366355.0
2021-04-14,192.421,196.139,192.421,194.395,428421.0
2021-04-15,194.226,195.148,192.954,194.853,345640.0
2021-04-16,196.218,196.396,192.824,194.582,274074.0
2021-04-17,196.218,196.396,192.824,194.582,274074.0
2021-04-18,196.218,196.396,192.824,194.582,274074.0
2021-04-19,195.592,197.088,192.501,196.396,359538.0
2021-04-20,196.041,196.396,192.618,194.124,289126.0
2021-04-21,194.077,195.928,193.824,195.059,319393.0
2021-04-22,194.6,196.246,190.429,190.682,448920.0
2021-04-23,191.729,193.759,191.131,192.777,298426.0
2021-04-24,191.729,193.759,191.131,192.777,298426.0
2021-04-25,191.729,193.759,191.131,192.777,298426.0
2021-04-26,193.927,194.61,192.206,193.562,302250.0
2021-04-27,193.357,195.606,193.085,194.011,376041.0
2021-04-28,193.357,196.92,193.357,196.621,248997.0
2021-04-29,197.266,200.539,197.266,199.174,288105.0
2021-04-30,198.304,199.426,197.107,198.566,227184.0
2021-05-01,198.304,199.426,197.107,198.566,227184.0
2021-05-02,198.304,199.426,197.107,198.566,227184.0
2021-05-03,199.398,202.101,197.705,201.203,243717.0
2021-05-04,200.67,202.241,199.576,200.502,240847.0
2021-05-05,200.165,200.399,196.153,199.08,333854.0
2021-05-06,200.829,208.54,200.736,204.168,535398.0
2021-05-07,202.307,203.71,200.773,202.933,215469.0
2021-05-08,202.307,203.71,200.773,202.933,215469.0
2021-05-09,202.307,203.71,200.773,202.933,215469.0
2021-05-10,204.776,209.293,204.065,205.159,270630.0
2021-05-11,204.215,204.215,199.056,200.792,234467.0
2021-05-12,201.858,203.204,198.351,198.397,231847.0
2021-05-13,197.369,202.269,196.499,201.343,185206.0
2021-05-14,202.279,202.662,200.511,202.204,131999.0
2021-05-15,202.279,202.662,200.511,202.204,131999.0
2021-05-16,202.279,202.662,200.511,202.204,131999.0
2021-05-17,202.438,203.999,200.548,202.793,185096.0
2021-05-18,202.325,203.803,199.407,199.548,130847.0
2021-05-19,198.931,199.548,195.891,199.37,207084.0
2021-05-20,199.37,199.903,198.014,198.79,209217.0
2021-05-21,199.595,201.895,198.874,199.828,159067.0
2021-05-22,199.595,201.895,198.874,199.828,159067.0
2021-05-23,199.595,201.895,198.874,199.828,159067.0
2021-05-24,200.661,202.353,199.314,201.961,289651.0
2021-05-25,201.933,203.036,197.481,198.154,288862.0
2021-05-26,197.892,199.122,194.956,198.996,523341.0
2021-05-27,201.544,203.744,200.077,202.738,559660.0
2021-05-28,203.443,203.559,201.732,203.293,240215.0
2021-05-29,203.443,203.559,201.732,203.293,240215.0
2021-05-30,203.443,203.559,201.732,203.293,240215.0
2021-05-31,203.443,203.559,201.732,203.293,240215.0
2021-06-01,205.813,207.545,203.491,205.061,253057.0
2021-06-02,204.976,205.982,203.124,205.841,250280.0
2021-06-03,205.681,207.44,201.497,207.43,306017.0
2021-06-04,206.734,210.152,206.725,208.972,242514.0
2021-06-05,206.734,210.152,206.725,208.972,242514.0
2021-06-06,206.734,210.152,206.725,208.972,242514.0
2021-06-07,209.085,209.433,206.024,208.06,355141.0
2021-06-08,207.703,210.053,206.161,209.358,163876.0
2021-06-09,209.546,210.618,207.482,207.825,280069.0
2021-06-10,210.063,210.74,207.327,207.562,144720.0
2021-06-11,208.258,208.991,206.734,207.797,157781.0
2021-06-12,208.258,208.991,206.734,207.797,157781.0
2021-06-13,208.258,208.991,206.734,207.797,157781.0
2021-06-14,207.797,207.816,205.211,206.669,185776.0
2021-06-15,206.678,207.703,206.078,206.941,199014.0
2021-06-16,206.687,207.59,203.697,203.838,221302.0
2021-06-17,203.848,204.337,197.581,198.996,223551.0
2021-06-18,196.504,197.642,194.737,194.803,373308.0
2021-06-19,196.504,197.642,194.737,194.803,373308.0
2021-06-20,196.504,197.642,194.737,194.803,373308.0
2021-06-21,196.213,201.102,196.213,200.322,233125.0
2021-06-22,199.203,199.767,196.373,198.958,232052.0
2021-06-23,198.676,199.118,196.975,196.975,146791.0
2021-06-24,197.426,199.212,195.733,198.46,215696.0
2021-06-25,198.31,201.008,198.065,200.538,244312.0
2021-06-26,198.31,201.008,198.065,200.538,244312.0
2021-06-27,198.31,201.008,198.065,200.538,244312.0
2021-06-28,199.993,199.993,197.308,198.545,135433.0
2021-06-29,198.799,199.823,195.244,195.414,236329.0
2021-06-30,195.357,198.846,193.552,198.159,204767.0
2021-07-01,199.41,199.701,197.891,199.476,186270.0
2021-07-02,200.106,200.792,197.689,199.306,116106.0
2021-07-03,200.106,200.792,197.689,199.306,116106.0
2021-07-04,200.106,200.792,197.689,199.306,116106.0
2021-07-05,200.106,200.792,197.689,199.306,116106.0
2021-07-06,199.259,199.353,191.841,193.561,241185.0
2021-07-07,191.972,195.141,191.972,194.53,223497.0
2021-07-08,191.342,193.746,190.336,191.389,208658.0
2021-07-09,194.699,195.467,192.715,193.9,297436.0
2021-07-10,194.699,195.467,192.715,193.9,297436.0
2021-07-11,194.699,195.467,192.715,193.9,297436.0
2021-07-12,192.236,193.129,190.567,192.461,196279.0
2021-07-13,192.875,193.373,190.148,190.553,195824.0
2021-07-14,190.242,192.175,187.99,189.612,205002.0
2021-07-15,187.892,190.346,187.751,189.349,159009.0
2021-07-16,190.355,191.286,188.381,188.747,133505.0
2021-07-17,190.355,191.286,188.381,188.747,133505.0
2021-07-18,190.355,191.286,188.381,188.747,133505.0
2021-07-19,186.077,186.608,182.156,183.642,254307.0
2021-07-20,184.29,191.352,184.29,190.769,311211.0
2021-07-21,192.32,194.116,190.355,192.527,344579.0
2021-07-22,192.01,192.179,189.499,190.092,107386.0
2021-07-23,191.596,192.005,188.832,191.577,100999.0
2021-07-24,191.596,192.005,188.832,191.577,100999.0
2021-07-25,191.596,192.005,188.832,191.577,100999.0
2021-07-26,191.925,193.402,191.342,192.913,157947.0
2021-07-27,192.546,194.379,191.032,192.217,115538.0
2021-07-28,193.514,195.122,190.778,192.621,122288.0
2021-07-29,194.661,196.034,192.654,194.85,144881.0
2021-07-30,193.9,195.799,192.367,192.875,218930.0
2021-07-31,193.9,195.799,192.367,192.875,218930.0
2021-08-01,193.9,195.799,192.367,192.875,218930.0
2021-08-02,193.486,195.845,191.079,191.267,135627.0
2021-08-03,190.994,192.414,187.666,192.151,227123.0
2021-08-04,190.205,190.806,186.65,188.437,208833.0
2021-08-05,190.412,191.098,188.522,191.06,176454.0
2021-08-06,193.684,195.268,192.649,193.298,156224.0
2021-08-07,193.684,195.268,192.649,193.298,156224.0
2021-08-08,193.684,195.268,192.649,193.298,156224.0
2021-08-09,192.405,193.759,191.577,192.875,236150.0
2021-08-10,192.386,196.495,191.813,194.577,133117.0
2021-08-11,194.991,196.584,193.157,196.448,136551.0
2021-08-12,196.608,197.097,193.815,195.094,150615.0
2021-08-13,195.432,196.128,193.458,193.637,97478.0
2021-08-14,195.432,196.128,193.458,193.637,97478.0
2021-08-15,195.432,196.128,193.458,193.637,97478.0
2021-08-16,192.753,194.53,190.872,193.458,160943.0
2021-08-17,192.8,194.389,191.881,193.383,277641.0
2021-08-18,192.151,192.772,189.105,189.152,184808.0
2021-08-19,188.211,190.976,187.271,188.202,163398.0
2021-08-20,188.493,191.606,188.493,190.618,119399.0
2021-08-21,188.493,191.606,188.493,190.618,119399.0
2021-08-22,188.493,191.606,188.493,190.618,119399.0
2021-08-23,191.916,194.53,191.38,193.674,201960.0
2021-08-24,194.304,195.686,193.373,193.731,128884.0
2021-08-25,193.054,195.15,192.403,193.9,173304.0
2021-08-26,193.9,194.108,191.64,193.276,100541.0
2021-08-27,194.269,196.557,193.786,195.706,125270.0
2021-08-28,194.269,196.557,193.786,195.706,125270.0
2021-08-29,194.269,196.557,193.786,195.706,125270.0
2021-08-30,195.725,197.379,195.28,195.725,354511.0
2021-08-31,195.649,196.594,192.652,193.039,415483.0
2021-09-01,192.973,193.087,190.014,191.924,196218.0
2021-09-02,192.907,194.524,192.449,193.947,157180.0
2021-09-03,193.323,193.323,191.234,192.094,115132.0
2021-09-04,193.323,193.323,191.234,192.094,115132.0
2021-09-05,193.323,193.323,191.234,192.094,115132.0
2021-09-06,193.323,193.323,191.234,192.094,115132.0
2021-09-07,190.543,190.737,188.34,188.378,152892.0
2021-09-08,187.953,189.484,187.225,188.615,154040.0
2021-09-09,188.53,190.165,188.132,188.463,108378.0
2021-09-10,189.759,189.759,186.62,187.376,180053.0
2021-09-11,189.759,189.759,186.62,187.376,180053.0
2021-09-12,189.759,189.759,186.62,187.376,180053.0
2021-09-13,189.097,191.791,187.253,190.023,238608.0
2021-09-14,190.572,190.572,185.807,186.969,200360.0
2021-09-15,186.998,189.971,186.979,188.34,190951.0
2021-09-16,189.201,189.943,184.341,184.445,175362.0
2021-09-17,183.556,185.447,182.994,184.36,470113.0
2021-09-18,183.556,185.447,182.994,184.36,470113.0
2021-09-19,183.556,185.447,182.994,184.36,470113.0
