,ZTS US Equity,ZTS US Equity,ZTS US Equity,ZTS US Equity,ZTS US Equity
2021-03-02,154.8503,155.9844,152.0543,153.5403,2039522.0
2021-03-03,151.8783,152.328,145.8559,145.983,3392701.0
2021-03-04,145.2889,145.6702,139.0412,140.7819,6115220.0
2021-03-05,142.004,142.7763,138.2498,142.4244,3520693.0
2021-03-06,142.004,142.7763,138.2498,142.4244,3520693.0
2021-03-07,142.004,142.7763,138.2498,142.4244,3520693.0
2021-03-08,144.7023,146.2568,141.7791,141.9062,2303137.0
2021-03-09,144.2037,150.0598,144.0522,146.7847,3121545.0
2021-03-10,147.0878,149.2875,145.2547,147.7135,2119202.0
2021-03-11,149.2484,150.1185,148.789,148.9551,1456814.0
2021-03-12,148.7987,149.4363,147.3126,149.1604,1727209.0
2021-03-13,148.7987,149.4363,147.3126,149.1604,1727209.0
2021-03-14,148.7987,149.4363,147.3126,149.1604,1727209.0
2021-03-15,149.3559,152.0249,149.092,151.3797,1917755.0
2021-03-16,151.6827,152.8657,150.9495,151.5654,1627554.0
2021-03-17,150.7344,156.7959,150.1674,152.68,2482531.0
2021-03-18,151.8294,152.4746,148.3685,149.0138,2462258.0
2021-03-19,149.1897,151.4383,148.5787,149.6981,4034405.0
2021-03-20,149.1897,151.4383,148.5787,149.6981,4034405.0
2021-03-21,149.1897,151.4383,148.5787,149.6981,4034405.0
2021-03-22,149.6199,152.4258,149.1897,152.152,1604165.0
2021-03-23,152.2009,153.7358,150.5487,152.5529,1962790.0
2021-03-24,151.8587,153.7358,151.8098,151.9565,1739876.0
2021-03-25,152.6017,152.6017,148.3392,149.4635,1656603.0
2021-03-26,149.7079,152.6995,149.2191,152.6604,1877216.0
2021-03-27,149.7079,152.6995,149.2191,152.6604,1877216.0
2021-03-28,149.7079,152.6995,149.2191,152.6604,1877216.0
2021-03-29,152.2791,155.564,152.0347,154.8503,2044806.0
2021-03-30,153.7945,154.733,153.0026,153.5305,1298025.0
2021-03-31,154.0096,155.0811,153.423,153.9607,1564136.0
2021-04-01,154.1855,155.261,152.7647,154.3615,1386393.0
2021-04-02,154.1855,155.261,152.7647,154.3615,1386393.0
2021-04-03,154.1855,155.261,152.7647,154.3615,1386393.0
2021-04-04,154.1855,155.261,152.7647,154.3615,1386393.0
2021-04-05,155.0165,155.74,154.166,154.8699,1212588.0
2021-04-06,155.2805,155.6421,151.9369,152.416,1802511.0
2021-04-07,152.2205,154.645,152.2205,154.3517,1660514.0
2021-04-08,155.3489,157.1772,155.085,156.4244,3440848.0
2021-04-09,156.5319,157.3531,154.9188,156.2777,1821862.0
2021-04-10,156.5319,157.3531,154.9188,156.2777,1821862.0
2021-04-11,156.5319,157.3531,154.9188,156.2777,1821862.0
2021-04-12,156.4928,159.504,154.9774,158.8783,2916385.0
2021-04-13,158.5752,160.335,157.8811,159.8168,2452713.0
2021-04-14,160.3447,161.1562,158.9917,159.4355,1183120.0
2021-04-15,160.2665,162.6813,160.2665,161.7526,2041510.0
2021-04-16,162.5542,164.5095,162.2903,163.8838,2290807.0
2021-04-17,162.5542,164.5095,162.2903,163.8838,2290807.0
2021-04-18,162.5542,164.5095,162.2903,163.8838,2290807.0
2021-04-19,163.7568,164.5095,162.8656,164.3433,1842856.0
2021-04-20,164.4412,166.1547,164.0496,165.2147,1984799.0
2021-04-21,166.0372,167.5842,165.3518,166.5953,1206871.0
2021-04-22,166.1644,166.5561,164.3335,165.5378,1467718.0
2021-04-23,165.4693,167.7212,165.0099,166.9771,1057490.0
2021-04-24,165.4693,167.7212,165.0099,166.9771,1057490.0
2021-04-25,165.4693,167.7212,165.0099,166.9771,1057490.0
2021-04-26,167.31,167.5988,165.4791,166.2526,980472.0
2021-04-27,166.047,167.2219,165.5868,166.2036,1323082.0
2021-04-28,166.0861,168.5731,165.8903,168.1325,1394625.0
2021-04-29,168.4947,171.1873,168.1716,170.874,1686222.0
2021-04-30,170.0711,171.1971,168.9168,169.4151,2150953.0
2021-05-01,170.0711,171.1971,168.9168,169.4151,2150953.0
2021-05-02,170.0711,171.1971,168.9168,169.4151,2150953.0
2021-05-03,171.0502,172.5482,169.7284,171.5789,1886845.0
2021-05-04,170.7858,171.1677,168.8178,170.1396,1849739.0
2021-05-05,170.5606,171.0306,168.7393,170.2277,1929404.0
2021-05-06,163.7558,165.107,161.7683,164.0202,3200090.0
2021-05-07,165.6553,169.6403,165.4693,167.966,1492644.0
2021-05-08,165.6553,169.6403,165.4693,167.966,1492644.0
2021-05-09,165.6553,169.6403,165.4693,167.966,1492644.0
2021-05-10,168.4066,169.6207,167.2023,167.5939,1472326.0
2021-05-11,166.3505,167.5744,165.7532,166.6736,1596509.0
2021-05-12,165.9882,166.8009,163.9615,164.5293,1612120.0
2021-05-13,164.8524,167.6919,164.3237,167.2806,1317874.0
2021-05-14,168.1227,169.3661,167.2806,168.6905,1232646.0
2021-05-15,168.1227,169.3661,167.2806,168.6905,1232646.0
2021-05-16,168.1227,169.3661,167.2806,168.6905,1232646.0
2021-05-17,168.6514,169.3661,166.4827,166.7128,1003637.0
2021-05-18,165.7336,167.4079,165.107,166.5561,1149462.0
2021-05-19,165.5182,167.7702,164.3041,167.7016,1537971.0
2021-05-20,167.9366,172.3035,167.2121,172.1272,2223024.0
2021-05-21,172.8615,173.9973,171.4516,172.3426,3330084.0
2021-05-22,172.8615,173.9973,171.4516,172.3426,3330084.0
2021-05-23,172.8615,173.9973,171.4516,172.3426,3330084.0
2021-05-24,173.3511,174.9764,172.3035,172.7147,2272976.0
2021-05-25,172.323,173.0378,170.8152,172.9301,2096558.0
2021-05-26,174.291,174.761,171.1236,171.6572,1590313.0
2021-05-27,171.3439,172.8224,170.6977,171.0208,3201814.0
2021-05-28,172.5189,174.4281,171.902,172.9888,1439865.0
2021-05-29,172.5189,174.4281,171.902,172.9888,1439865.0
2021-05-30,172.5189,174.4281,171.902,172.9888,1439865.0
2021-05-31,172.5189,174.4281,171.902,172.9888,1439865.0
2021-06-01,173.6546,173.7721,170.1984,170.5509,1367287.0
2021-06-02,170.3648,171.2852,168.6318,169.3368,1402897.0
2021-06-03,168.7689,170.874,168.2891,170.1886,1030274.0
2021-06-04,171.1775,172.4014,170.4285,171.5398,1225201.0
2021-06-05,171.1775,172.4014,170.4285,171.5398,1225201.0
2021-06-06,171.1775,172.4014,170.4285,171.5398,1225201.0
2021-06-07,171.7454,173.0476,170.8446,171.4418,1355149.0
2021-06-08,172.2153,172.5384,169.513,170.4627,946459.0
2021-06-09,171.7356,173.2091,171.0012,172.9986,1349067.0
2021-06-10,173.2826,179.0299,173.2826,178.2956,1890601.0
2021-06-11,178.1977,178.8194,175.8576,178.3935,1622703.0
2021-06-12,178.1977,178.8194,175.8576,178.3935,1622703.0
2021-06-13,178.1977,178.8194,175.8576,178.3935,1622703.0
2021-06-14,178.2662,180.9098,177.4046,180.7238,3695658.0
2021-06-15,180.8021,182.212,180.0482,181.791,1629722.0
2021-06-16,182.1141,182.9366,179.5293,180.2636,1933789.0
2021-06-17,180.244,183.0247,179.9405,182.5449,1245452.0
2021-06-18,180.8902,183.038,180.6357,181.5169,3361788.0
2021-06-19,180.8902,183.038,180.6357,181.5169,3361788.0
2021-06-20,180.8902,183.038,180.6357,181.5169,3361788.0
2021-06-21,181.6735,183.4065,179.823,182.7016,1980699.0
2021-06-22,182.633,183.0932,181.9966,182.7212,1416610.0
2021-06-23,182.1141,182.6526,181.4092,182.2316,1279740.0
2021-06-24,183.0149,183.4555,181.1154,181.5071,1686042.0
2021-06-25,181.6246,183.3772,180.6455,183.3184,1994898.0
2021-06-26,181.6246,183.3772,180.6455,183.3184,1994898.0
2021-06-27,181.6246,183.3772,180.6455,183.3184,1994898.0
2021-06-28,183.4261,184.0038,181.7616,183.1716,1386124.0
2021-06-29,183.1813,184.2584,182.2022,184.0625,853874.0
2021-06-30,184.18,184.5913,181.7029,182.4666,1203613.0
2021-07-01,183.0932,185.5018,182.7114,185.3354,1997233.0
2021-07-02,185.9033,189.007,185.7956,188.6741,1767008.0
2021-07-03,185.9033,189.007,185.7956,188.6741,1767008.0
2021-07-04,185.9033,189.007,185.7956,188.6741,1767008.0
2021-07-05,185.9033,189.007,185.7956,188.6741,1767008.0
2021-07-06,187.6069,190.2701,187.6069,189.9666,1535327.0
2021-07-07,191.1317,193.5012,189.2616,193.276,2651086.0
2021-07-08,191.7094,193.1291,189.3399,192.8451,2818174.0
2021-07-09,193.0018,194.255,192.0619,193.3739,1521074.0
2021-07-10,193.0018,194.255,192.0619,193.3739,1521074.0
2021-07-11,193.0018,194.255,192.0619,193.3739,1521074.0
2021-07-12,193.7753,195.1363,193.3445,194.1865,2665837.0
2021-07-13,194.4607,196.3797,194.0592,195.1461,2999022.0
2021-07-14,195.8804,197.819,195.381,197.0749,1798906.0
2021-07-15,197.0749,197.0749,194.8621,196.0566,1437963.0
2021-07-16,195.7139,196.0566,193.4228,195.5083,1785405.0
2021-07-17,195.7139,196.0566,193.4228,195.5083,1785405.0
2021-07-18,195.7139,196.0566,193.4228,195.5083,1785405.0
2021-07-19,194.3236,195.3321,191.4744,193.697,2073301.0
2021-07-20,193.3637,197.491,193.3637,196.1773,1884850.0
2021-07-21,196.9224,196.9224,193.2363,194.148,1877603.0
2021-07-22,194.6284,196.9616,194.447,196.5989,1488784.0
2021-07-23,197.7753,199.932,196.7067,199.5889,957770.0
2021-07-24,197.7753,199.932,196.7067,199.5889,957770.0
2021-07-25,197.7753,199.932,196.7067,199.5889,957770.0
2021-07-26,198.6282,198.8537,196.2361,196.8734,1119985.0
2021-07-27,197.3635,198.7115,197.0694,197.9027,1618217.0
2021-07-28,198.3145,199.9026,197.6282,199.2752,1363750.0
2021-07-29,199.9713,201.628,199.6183,200.1085,1114805.0
2021-07-30,198.4811,200.1869,198.2556,198.7164,2427476.0
2021-07-31,198.4811,200.1869,198.2556,198.7164,2427476.0
2021-08-01,198.4811,200.1869,198.2556,198.7164,2427476.0
2021-08-02,199.4811,200.3879,197.3832,198.138,1580731.0
2021-08-03,199.0105,200.3144,198.2949,200.0889,2915548.0
2021-08-04,200.1575,202.9319,199.2556,200.7653,1824833.0
2021-08-05,194.1088,199.9614,191.7657,199.834,2149399.0
2021-08-06,200.1869,200.1869,196.1969,197.9125,1282630.0
2021-08-07,200.1869,200.1869,196.1969,197.9125,1282630.0
2021-08-08,200.1869,200.1869,196.1969,197.9125,1282630.0
2021-08-09,198.3929,198.9713,194.7656,195.795,1238015.0
2021-08-10,196.2459,196.9322,194.295,194.8538,1476887.0
2021-08-11,194.5793,195.9567,193.0892,193.5304,1083953.0
2021-08-12,193.6186,196.4806,193.3049,195.9126,831169.0
2021-08-13,196.5694,197.6478,195.6675,197.5204,934532.0
2021-08-14,196.5694,197.6478,195.6675,197.5204,934532.0
2021-08-15,196.5694,197.6478,195.6675,197.5204,934532.0
2021-08-16,197.6478,200.8242,197.0792,200.7555,1040250.0
2021-08-17,200.53,202.6574,200.53,202.5398,1080462.0
2021-08-18,202.177,202.7535,199.1674,199.334,1089345.0
2021-08-19,199.0203,203.9613,198.6968,202.3829,1126439.0
2021-08-20,202.5594,204.1671,202.5496,202.9809,1194003.0
2021-08-21,202.5594,204.1671,202.5496,202.9809,1194003.0
2021-08-22,202.5594,204.1671,202.5496,202.9809,1194003.0
2021-08-23,203.6279,204.4612,201.9417,202.4123,1081602.0
2021-08-24,202.0398,202.8927,200.4712,200.9614,978715.0
2021-08-25,200.3732,201.0495,198.9909,200.4124,780731.0
2021-08-26,200.7751,201.4516,199.3634,200.0105,957609.0
2021-08-27,200.6575,202.1378,199.2325,199.8144,855276.0
2021-08-28,200.6575,202.1378,199.2325,199.8144,855276.0
2021-08-29,200.6575,202.1378,199.2325,199.8144,855276.0
2021-08-30,199.8144,202.9221,199.7948,201.8437,667807.0
2021-08-31,201.7653,202.03,199.0889,200.5399,1480595.0
2021-09-01,200.5399,202.4123,199.4811,202.3829,1030704.0
2021-09-02,203.3534,205.1475,202.6574,205.1083,1116463.0
2021-09-03,204.1279,205.971,203.079,205.569,1003468.0
2021-09-04,204.1279,205.971,203.079,205.569,1003468.0
2021-09-05,204.1279,205.971,203.079,205.569,1003468.0
2021-09-06,204.1279,205.971,203.079,205.569,1003468.0
2021-09-07,205.3632,205.7455,201.4222,203.726,977237.0
2021-09-08,202.9319,205.2945,202.4417,205.2161,832601.0
2021-09-09,205.3828,205.8729,201.8143,201.9712,1109652.0
2021-09-10,202.6476,203.7652,202.2849,202.9319,1151664.0
2021-09-11,202.6476,203.7652,202.2849,202.9319,1151664.0
2021-09-12,202.6476,203.7652,202.2849,202.9319,1151664.0
2021-09-13,204.4514,204.8828,198.236,200.9712,1407915.0
2021-09-14,200.9712,202.4417,199.3732,199.5497,1790607.0
2021-09-15,199.6968,201.1477,198.3929,199.9516,1354388.0
2021-09-16,200.0203,200.1771,197.442,198.785,1644690.0
2021-09-17,196.5891,198.5497,193.9911,194.5891,4160202.0
2021-09-18,196.5891,198.5497,193.9911,194.5891,4160202.0
2021-09-19,196.5891,198.5497,193.9911,194.5891,4160202.0
2021-09-20,192.8049,195.9508,191.9468,194.7166,1523319.0
2021-09-21,195.6577,197.8341,195.2264,197.0596,1614942.0
2021-09-22,198.5007,199.5791,196.3979,197.3929,1673218.0
2021-09-23,198.1968,201.9319,198.1968,200.6869,1197606.0
2021-09-24,200.4222,201.5398,199.7556,200.7065,1111962.0
2021-09-25,200.4222,201.5398,199.7556,200.7065,1111962.0
2021-09-26,200.4222,201.5398,199.7556,200.7065,1111962.0
2021-09-27,200.0007,200.0007,192.6579,193.9127,1964012.0
2021-09-28,192.1579,192.3932,187.5699,188.9816,1957259.0
2021-09-29,190.8834,192.7755,188.8051,191.1579,1430384.0
2021-09-30,192.0893,194.2264,190.2364,190.3246,1785791.0
2021-10-01,190.3246,193.8147,188.6482,192.3343,2095476.0
2021-10-02,190.3246,193.8147,188.6482,192.3343,2095476.0
2021-10-03,190.3246,193.8147,188.6482,192.3343,2095476.0
2021-10-04,191.3442,192.1383,187.1777,189.8835,1942289.0
2021-10-05,191.3834,193.6137,189.8541,192.599,2490230.0
2021-10-06,191.8246,192.2167,189.6433,191.9324,1564626.0
2021-10-07,193.0794,197.4812,193.0794,195.0989,1093408.0
2021-10-08,196.0695,196.7165,192.6088,193.9911,1085564.0
2021-10-09,196.0695,196.7165,192.6088,193.9911,1085564.0
2021-10-10,196.0695,196.7165,192.6088,193.9911,1085564.0
2021-10-11,193.6774,195.1872,192.1775,193.7657,901938.0
2021-10-12,194.9813,195.4518,191.9226,193.2755,1398039.0
2021-10-13,193.099,195.0401,191.9422,193.5794,1223809.0
2021-10-14,194.9127,197.8047,194.9127,196.4518,1314745.0
2021-10-15,197.1773,198.8144,196.1871,198.2458,1235834.0
2021-10-16,197.1773,198.8144,196.1871,198.2458,1235834.0
2021-10-17,197.1773,198.8144,196.1871,198.2458,1235834.0
2021-10-18,198.0106,198.9419,196.8145,198.7458,848761.0
2021-10-19,199.7948,202.1182,199.7115,200.4222,813720.0
2021-10-20,201.8045,202.5496,200.8143,202.2555,794843.0
2021-10-21,203.0103,204.6769,201.2751,204.5201,956999.0
2021-10-22,203.9417,204.9661,202.775,204.4122,1104379.0
2021-10-23,203.9417,204.9661,202.775,204.4122,1104379.0
2021-10-24,203.9417,204.9661,202.775,204.4122,1104379.0
2021-10-25,204.7063,207.6082,203.0299,207.3631,1224710.0
2021-10-26,206.8533,207.5787,203.9073,206.3827,1219253.0
2021-10-27,206.1278,206.9219,204.8926,205.4612,1625257.0
2021-10-28,205.9618,209.4756,205.7066,208.7395,1073676.0
2021-10-29,209.2204,212.906,208.8082,212.2043,2127498.0
2021-10-30,209.2204,212.906,208.8082,212.2043,2127498.0
2021-10-31,209.2204,212.906,208.8082,212.2043,2127498.0
2021-11-01,211.8313,213.6127,209.0241,209.6523,1323881.0
2021-11-02,210.7909,211.4092,207.4046,208.2782,2760904.0
2021-11-03,207.9935,209.0634,204.9214,207.228,2225317.0
2021-11-04,210.0449,213.8728,209.0634,213.7452,1947341.0
2021-11-05,213.971,214.4519,210.7516,212.7245,1728047.0
2021-11-06,213.971,214.4519,210.7516,212.7245,1728047.0
2021-11-07,213.971,214.4519,210.7516,212.7245,1728047.0
2021-11-08,214.0888,214.3528,211.7724,213.7747,1011261.0
2021-11-09,213.6667,216.2874,213.3428,216.15,1622777.0
2021-11-10,215.404,216.7291,212.0374,212.5772,1332001.0
2021-11-11,212.9698,213.3036,211.3994,211.7037,1340165.0
2021-11-12,212.7048,213.5833,211.4387,212.8422,1187095.0
2021-11-13,212.7048,213.5833,211.4387,212.8422,1187095.0
2021-11-14,212.7048,213.5833,211.4387,212.8422,1187095.0
2021-11-15,213.1367,213.2937,211.6644,212.0668,918934.0
2021-11-16,212.057,217.4554,212.057,216.1107,1256819.0
2021-11-17,216.9155,218.4909,213.4115,217.7695,1347420.0
2021-11-18,220.1742,222.147,219.389,221.3716,1706308.0
2021-11-19,222.3139,224.1101,220.0564,222.2452,1734770.0
2021-11-20,222.3139,224.1101,220.0564,222.2452,1734770.0
2021-11-21,222.3139,224.1101,220.0564,222.2452,1734770.0
2021-11-22,222.5102,224.6597,220.1938,220.1938,1655518.0
2021-11-23,218.9669,221.1459,216.8174,219.5264,1098814.0
2021-11-24,219.5068,220.8024,216.9842,219.0454,1177948.0
2021-11-25,219.5068,220.8024,216.9842,219.0454,1177948.0
2021-11-26,216.6015,221.7839,214.4617,215.2666,976493.0
2021-11-27,216.6015,221.7839,214.4617,215.2666,976493.0
2021-11-28,216.6015,221.7839,214.4617,215.2666,976493.0
2021-11-29,217.3572,221.3895,216.6113,219.4184,1391634.0
2021-11-30,218.6823,222.1667,216.4422,217.9363,3828401.0
2021-12-01,218.2406,220.6257,215.1979,215.6003,2042751.0
2021-12-02,215.934,219.811,215.4433,219.0651,1705641.0
2021-12-03,220.7042,221.9311,216.4052,219.2025,1479423.0
2021-12-04,220.7042,221.9311,216.4052,219.2025,1479423.0
2021-12-05,220.7042,221.9311,216.4052,219.2025,1479423.0
2021-12-06,218.7706,220.8415,216.9057,218.8491,1212013.0
2021-12-07,221.2931,223.2758,219.8846,221.5287,1296781.0
2021-12-08,223.3347,225.602,222.5495,225.3762,1441846.0
2021-12-09,225.2584,226.7209,223.1089,225.9063,1107412.0
2021-12-10,225.6511,227.6239,225.0033,227.1724,1188097.0
2021-12-11,225.6511,227.6239,225.0033,227.1724,1188097.0
2021-12-12,225.6511,227.6239,225.0033,227.1724,1188097.0
2021-12-13,227.2706,228.7232,224.7677,228.0656,1160995.0
2021-12-14,225.7492,226.7209,222.255,223.8549,1762144.0
2021-12-15,226.0142,227.9674,222.9813,227.7908,1842665.0
2021-12-16,227.83,229.744,226.5344,228.5073,1537738.0
2021-12-17,228.2815,232.0309,227.938,229.9796,3042734.0
2021-12-18,228.2815,232.0309,227.938,229.9796,3042734.0
2021-12-19,228.2815,232.0309,227.938,229.9796,3042734.0
2021-12-20,229.6655,230.2151,225.8964,229.9305,1122549.0
2021-12-21,231.6383,233.5817,228.2815,233.248,1509567.0
2021-12-22,233.7388,237.233,233.248,237.1054,1136757.0
2021-12-23,237.233,239.8733,236.2416,238.028,1172456.0
2021-12-24,237.233,239.8733,236.2416,238.028,1172456.0
2021-12-25,237.233,239.8733,236.2416,238.028,1172456.0
2021-12-26,237.233,239.8733,236.2416,238.028,1172456.0
2021-12-27,239.8733,242.1602,238.5875,241.9541,807031.0
2021-12-28,242.435,243.2595,239.1322,239.7358,1004427.0
2021-12-29,239.5101,243.2693,239.1371,242.4645,939879.0
2021-12-30,242.4841,244.6631,240.4327,240.629,859072.0
2021-12-31,240.629,242.4252,239.2353,239.5199,1073372.0
2022-01-01,240.629,242.4252,239.2353,239.5199,1073372.0
2022-01-02,240.629,242.4252,239.2353,239.5199,1073372.0
2022-01-03,237.8121,238.7445,229.0078,229.7047,2772746.0
2022-01-04,229.6949,229.6949,218.0345,220.9594,4664013.0
2022-01-05,222.8047,222.8047,211.6153,212.5576,4749427.0
2022-01-06,211.4976,216.4837,209.6768,213.4017,3103376.0
2022-01-07,213.1171,213.4017,206.8844,207.1887,2206483.0
2022-01-08,213.1171,213.4017,206.8844,207.1887,2206483.0
2022-01-09,213.1171,213.4017,206.8844,207.1887,2206483.0
2022-01-10,204.2736,208.6708,202.3498,208.6708,2232199.0
2022-01-11,208.0819,209.2106,204.3865,208.8671,2287827.0
2022-01-12,212.0472,212.3121,207.2574,208.8769,2451582.0
2022-01-13,208.5432,209.6523,202.5854,203.1743,2347467.0
2022-01-14,203.1154,203.5669,199.6506,202.3694,2209116.0
2022-01-15,203.1154,203.5669,199.6506,202.3694,2209116.0
2022-01-16,203.1154,203.5669,199.6506,202.3694,2209116.0
2022-01-17,203.1154,203.5669,199.6506,202.3694,2209116.0
2022-01-18,198.0704,200.5095,196.6276,198.9538,2433964.0
2022-01-19,199.4108,202.4191,196.6778,197.189,2159670.0
2022-01-20,197.6019,202.7632,197.5724,198.5457,2844237.0
2022-01-21,199.6763,200.2661,196.8941,196.9433,2632962.0
2022-01-22,199.6763,200.2661,196.8941,196.9433,2632962.0
2022-01-23,199.6763,200.2661,196.8941,196.9433,2632962.0
2022-01-24,194.7018,196.7565,188.2822,196.6877,4093425.0
2022-01-25,195.3015,195.3015,190.7301,191.9491,2673196.0
2022-01-26,191.9098,192.8044,185.5099,186.6306,4532706.0
2022-01-27,187.1221,189.5209,184.399,184.4875,4606199.0
2022-01-28,185.6573,192.2736,182.5803,191.9983,2963830.0
2022-01-29,185.6573,192.2736,182.5803,191.9983,2963830.0
2022-01-30,185.6573,192.2736,182.5803,191.9983,2963830.0
2022-01-31,192.6865,197.0711,192.6865,196.4124,2591455.0
2022-02-01,197.5921,199.0373,192.7883,195.5079,2143162.0
2022-02-02,195.1344,199.9712,195.1344,198.7522,2494303.0
2022-02-03,195.5669,198.5752,195.5669,197.5233,1734532.0
2022-02-04,196.6287,197.7101,194.2632,196.1666,1919785.0
2022-02-05,196.6287,197.7101,194.2632,196.1666,1919785.0
2022-02-06,196.6287,197.7101,194.2632,196.1666,1919785.0
2022-02-07,196.5304,198.5752,196.147,196.9334,3303881.0
2022-02-08,195.5178,198.356,194.5052,197.8969,2880521.0
2022-02-09,199.6861,201.8342,198.064,198.8701,2026900.0
2022-02-10,195.0262,198.9783,194.3282,195.9995,2808959.0
2022-02-11,195.2228,198.4769,194.0333,195.5079,3714712.0
2022-02-12,195.2228,198.4769,194.0333,195.5079,3714712.0
2022-02-13,195.2228,198.4769,194.0333,195.5079,3714712.0
2022-02-14,194.6035,195.9503,191.1332,193.1092,3382014.0
2022-02-15,194.4462,198.0443,193.2173,194.4167,3618459.0
2022-02-16,193.1583,193.9252,188.0266,191.7918,2916949.0
2022-02-17,191.8803,192.249,189.7273,189.806,2435686.0
2022-02-18,189.7667,189.9633,187.2008,188.0856,2558950.0
2022-02-19,189.7667,189.9633,187.2008,188.0856,2558950.0
2022-02-20,189.7667,189.9633,187.2008,188.0856,2558950.0
2022-02-21,189.7667,189.9633,187.2008,188.0856,2558950.0
2022-02-22,187.8103,188.9114,185.6377,186.8862,2347346.0
2022-02-23,187.6432,188.0118,183.6617,183.8976,2070635.0
2022-02-24,180.8992,188.4592,179.9259,187.7218,2903253.0
2022-02-25,188.2429,192.4604,188.0463,191.4183,1742599.0
2022-02-26,188.2429,192.4604,188.0463,191.4183,1742599.0
2022-02-27,188.2429,192.4604,188.0463,191.4183,1742599.0
2022-02-28,189.285,192.1929,188.6459,190.3762,2220237.0
2022-03-01,190.6318,191.7034,188.0659,189.285,1669146.0
2022-03-02,190.0124,193.935,189.8797,192.7553,1355319.0
2022-03-03,193.817,193.9547,191.1578,192.5587,1052243.0
2022-03-04,191.664,193.6302,190.1796,193.5123,1467803.0
2022-03-05,191.664,193.6302,190.1796,193.5123,1467803.0
2022-03-06,191.664,193.6302,190.1796,193.5123,1467803.0
2022-03-07,191.9295,191.9393,184.7234,184.9102,1825075.0
2022-03-08,182.6294,184.1827,178.0973,178.3235,2414435.0
2022-03-09,182.4131,187.4761,180.6927,186.375,2630365.0
2022-03-10,184.222,186.3947,182.9932,186.0211,1995161.0
2022-03-11,186.7387,187.0649,182.0396,182.1575,1589668.0
2022-03-12,186.7387,187.0649,182.0396,182.1575,1589668.0
2022-03-13,186.7387,187.0649,182.0396,182.1575,1589668.0
2022-03-14,183.2684,184.0942,180.7763,181.5382,2044848.0
2022-03-15,183.2094,186.4635,182.4918,185.9129,1261566.0
2022-03-16,187.4761,190.4352,184.3007,188.6754,2064003.0
2022-03-17,189.285,191.3642,188.8721,190.4057,2199743.0
2022-03-18,193.3451,193.8219,190.101,192.5882,2613699.0
2022-03-19,193.3451,193.8219,190.101,192.5882,2613699.0
2022-03-20,193.3451,193.8219,190.101,192.5882,2613699.0
2022-03-21,191.9098,193.3353,189.2422,191.4183,1891064.0
2022-03-22,191.8803,194.0382,190.0862,193.5516,2374740.0
2022-03-23,192.7356,193.4238,187.6235,187.9971,2115294.0
2022-03-24,188.7639,189.0883,185.8048,186.3652,3445897.0
2022-03-25,187.5744,188.3412,184.9692,186.2275,2363111.0
2022-03-26,187.5744,188.3412,184.9692,186.2275,2363111.0
2022-03-27,187.5744,188.3412,184.9692,186.2275,2363111.0
2022-03-28,187.014,188.1839,184.4285,186.1685,2995821.0
2022-03-29,188.6459,191.3101,188.4985,189.0294,2557439.0
2022-03-30,188.5771,189.5209,186.375,188.0856,2612710.0
2022-03-31,189.1965,191.605,185.3034,185.4017,2477818.0
2022-04-01,185.5787,188.3117,183.5437,187.8791,1831363.0
2022-04-02,185.5787,188.3117,183.5437,187.8791,1831363.0
2022-04-03,185.5787,188.3117,183.5437,187.8791,1831363.0
2022-04-04,187.9086,188.7344,184.0156,185.5492,2603556.0
2022-04-05,185.5492,187.5154,184.5169,185.2149,2059287.0
2022-04-06,184.979,189.0785,183.3667,188.1446,2843550.0
2022-04-07,187.9676,195.97,187.7366,194.5838,2781405.0
2022-04-08,194.4462,197.9165,194.2496,196.7073,2455581.0
2022-04-09,194.4462,197.9165,194.2496,196.7073,2455581.0
2022-04-10,194.4462,197.9165,194.2496,196.7073,2455581.0
2022-04-11,195.6063,196.5009,188.7639,189.2456,2252205.0
2022-04-12,188.8622,190.0419,183.9861,184.7332,1746538.0
2022-04-13,184.8119,186.8567,182.9047,186.316,1517814.0
2022-04-14,186.6896,187.2893,183.1701,184.1335,1819443.0
2022-04-15,186.6896,187.2893,183.1701,184.1335,1819443.0
2022-04-16,186.6896,187.2893,183.1701,184.1335,1819443.0
2022-04-17,186.6896,187.2893,183.1701,184.1335,1819443.0
2022-04-18,183.3962,184.0549,178.6479,179.7194,1857088.0
2022-04-19,180.1422,183.2586,179.69,182.7965,1615293.0
2022-04-20,183.1757,187.9028,182.3509,184.9287,2084956.0
2022-04-21,185.7165,186.2089,180.9205,181.9151,2179877.0
2022-04-22,181.0485,182.5454,178.8228,179.1872,2016735.0
2022-04-23,181.0485,182.5454,178.8228,179.1872,2016735.0
2022-04-24,181.0485,182.5454,178.8228,179.1872,2016735.0
2022-04-25,177.9463,178.36,173.7609,177.5623,2097041.0
2022-04-26,176.2426,176.9517,174.1253,174.2828,2449061.0
2022-04-27,175.2282,177.4933,174.3715,175.76,1621207.0
2022-04-28,176.3608,179.4531,175.4745,178.5569,2338962.0
2022-04-29,177.2668,179.0986,174.1056,174.5586,2251951.0
2022-04-30,177.2668,179.0986,174.1056,174.5586,2251951.0
2022-05-01,177.2668,179.0986,174.1056,174.5586,2251951.0
2022-05-02,173.7116,174.5586,168.9484,172.0177,3513077.0
2022-05-03,172.0276,174.1857,170.9541,172.4806,2152246.0
