,K US Equity,K US Equity,K US Equity,K US Equity,K US Equity
2021-03-02,48.0143,48.4854,47.8965,48.1489,2665104.0
2021-03-03,47.9806,48.4883,47.846,48.233,2539131.0
2021-03-04,48.6537,49.2174,48.2751,48.5443,3227168.0
2021-03-05,48.7631,49.8989,48.5359,49.84,4510343.0
2021-03-06,48.7631,49.8989,48.5359,49.84,4510343.0
2021-03-07,48.7631,49.8989,48.5359,49.84,4510343.0
2021-03-08,49.8904,50.4541,49.5968,49.9577,3108897.0
2021-03-09,49.8484,50.3532,49.4698,49.6296,3127461.0
2021-03-10,49.8989,50.4836,48.8893,50.2522,3270057.0
2021-03-11,49.9746,50.2859,49.8063,49.8568,2138556.0
2021-03-12,50.2101,51.1019,49.9746,51.0178,3409698.0
2021-03-13,50.2101,51.1019,49.9746,51.0178,3409698.0
2021-03-14,50.2101,51.1019,49.9746,51.0178,3409698.0
2021-03-15,51.2618,51.287,50.1933,50.4962,3588226.0
2021-03-16,50.4794,50.9757,50.3027,50.7822,2246842.0
2021-03-17,50.9,51.1524,50.5383,50.7991,1920246.0
2021-03-18,50.6056,51.2071,50.4036,51.0094,1467314.0
2021-03-19,51.1104,51.5141,50.7149,51.1608,7112455.0
2021-03-20,51.1104,51.5141,50.7149,51.1608,7112455.0
2021-03-21,51.1104,51.5141,50.7149,51.1608,7112455.0
2021-03-22,51.0178,52.6752,51.0094,52.4901,3719466.0
2021-03-23,52.6416,52.9781,52.1704,52.6584,3470624.0
2021-03-24,52.0106,52.1746,50.8664,51.7498,3658144.0
2021-03-25,52.1031,53.2936,51.5058,52.7762,3591820.0
2021-03-26,52.8098,53.6764,52.0779,53.6007,2733186.0
2021-03-27,52.8098,53.6764,52.0779,53.6007,2733186.0
2021-03-28,52.8098,53.6764,52.0779,53.6007,2733186.0
2021-03-29,53.8447,54.9552,53.7353,54.6439,4550757.0
2021-03-30,54.6439,54.7785,53.525,53.6427,3298899.0
2021-03-31,53.3399,53.6427,52.8435,53.2557,2585615.0
2021-04-01,53.18,53.4745,52.3471,53.2894,3652917.0
2021-04-02,53.18,53.4745,52.3471,53.2894,3652917.0
2021-04-03,53.18,53.4745,52.3471,53.2894,3652917.0
2021-04-04,53.18,53.4745,52.3471,53.2894,3652917.0
2021-04-05,53.323,53.9624,53.2515,53.5418,2496600.0
2021-04-06,53.4913,53.9793,53.4156,53.8615,1897861.0
2021-04-07,54.0466,54.0657,53.2978,53.567,1749070.0
2021-04-08,53.5081,53.7353,53.2641,53.7269,2162113.0
2021-04-09,53.6848,53.9813,52.1368,52.7173,2614615.0
2021-04-10,53.6848,53.9813,52.1368,52.7173,2614615.0
2021-04-11,53.6848,53.9813,52.1368,52.7173,2614615.0
2021-04-12,52.8603,53.424,52.6836,53.3483,2141779.0
2021-04-13,53.1632,53.525,52.9655,53.0706,2153490.0
2021-04-14,53.1548,53.1548,52.1536,52.65,4318019.0
2021-04-15,52.8098,53.2389,52.7425,52.9781,2079467.0
2021-04-16,53.1716,53.4072,52.5658,53.2978,2243699.0
2021-04-17,53.1716,53.4072,52.5658,53.2978,2243699.0
2021-04-18,53.1716,53.4072,52.5658,53.2978,2243699.0
2021-04-19,53.2557,53.8362,52.9865,53.5923,1663993.0
2021-04-20,53.4829,54.4588,53.037,54.0298,2730684.0
2021-04-21,54.3158,54.6271,54.1307,54.299,1547344.0
2021-04-22,54.299,54.3663,53.668,53.8194,1701804.0
2021-04-23,53.6932,53.7563,52.9066,53.2389,1803504.0
2021-04-24,53.6932,53.7563,52.9066,53.2389,1803504.0
2021-04-25,53.6932,53.7563,52.9066,53.2389,1803504.0
2021-04-26,53.1968,53.2137,52.3808,52.5322,2825606.0
2021-04-27,52.4565,52.5329,52.1031,52.2714,2778696.0
2021-04-28,52.4817,52.7509,52.0442,52.2125,2182243.0
2021-04-29,52.2546,53.0875,52.2546,52.7762,2645407.0
2021-04-30,52.7089,52.8856,52.0358,52.5154,4038650.0
2021-05-01,52.7089,52.8856,52.0358,52.5154,4038650.0
2021-05-02,52.7089,52.8856,52.0358,52.5154,4038650.0
2021-05-03,52.5322,53.4408,52.5154,52.9108,2709390.0
2021-05-04,53.0706,53.2557,52.1536,52.5658,2628961.0
2021-05-05,52.5827,53.0959,52.0568,53.0622,3829047.0
2021-05-06,54.6944,57.6306,54.6944,56.8145,12592867.0
2021-05-07,56.4528,56.4948,55.5021,56.3266,3926401.0
2021-05-08,56.4528,56.4948,55.5021,56.3266,3926401.0
2021-05-09,56.4528,56.4948,55.5021,56.3266,3926401.0
2021-05-10,56.4948,57.5885,56.3686,57.3866,3045939.0
2021-05-11,57.5128,57.6895,56.1583,56.4948,2812249.0
2021-05-12,56.579,56.5874,55.8302,55.8807,2483588.0
2021-05-13,55.4768,57.2857,55.4221,56.9491,2587795.0
2021-05-14,57.0417,57.7147,55.948,55.9816,2985499.0
2021-05-15,57.0417,57.7147,55.948,55.9816,2985499.0
2021-05-16,57.0417,57.7147,55.948,55.9816,2985499.0
2021-05-17,55.9816,56.377,55.3001,55.7965,2205819.0
2021-05-18,55.6956,55.9059,55.2497,55.561,1584472.0
2021-05-19,55.5105,55.603,55.0099,55.561,1686086.0
2021-05-20,55.4852,56.2172,55.3843,55.7965,2571065.0
2021-05-21,55.8386,56.5369,55.7629,55.948,2128229.0
2021-05-22,55.8386,56.5369,55.7629,55.948,2128229.0
2021-05-23,55.8386,56.5369,55.7629,55.948,2128229.0
2021-05-24,55.99,56.234,55.5862,55.6114,1436107.0
2021-05-25,55.6114,55.7881,55.0478,55.7292,2303749.0
2021-05-26,55.8302,55.9311,55.46,55.603,1456536.0
2021-05-27,55.6787,55.948,55.0478,55.1403,3281316.0
2021-05-28,55.3016,55.9807,55.2592,55.5902,2724443.0
2021-05-29,55.3016,55.9807,55.2592,55.5902,2724443.0
2021-05-30,55.3016,55.9807,55.2592,55.5902,2724443.0
2021-05-31,55.3016,55.9807,55.2592,55.5902,2724443.0
2021-06-01,55.7175,56.108,55.2804,55.5647,1768085.0
2021-06-02,55.6921,56.473,55.4204,56.3966,2322114.0
2021-06-03,56.4221,56.9314,56.2268,56.6428,2102242.0
2021-06-04,56.6343,56.8804,56.3542,56.5579,1420048.0
2021-06-05,56.6343,56.8804,56.3542,56.5579,1420048.0
2021-06-06,56.6343,56.8804,56.3542,56.5579,1420048.0
2021-06-07,56.5579,56.6428,55.9722,56.3711,1492589.0
2021-06-08,56.4475,56.5664,55.8831,56.0061,2470312.0
2021-06-09,54.7244,55.7639,54.6395,55.0045,3097875.0
2021-06-10,55.0809,55.5732,54.8432,55.4289,1625253.0
2021-06-11,55.5223,55.6751,54.9281,55.3101,1558647.0
2021-06-12,55.5223,55.6751,54.9281,55.3101,1558647.0
2021-06-13,55.5223,55.6751,54.9281,55.3101,1558647.0
2021-06-14,55.2931,55.5393,54.9366,55.5053,1366092.0
2021-06-15,55.5478,55.6411,54.9875,55.0639,1633855.0
2021-06-16,55.1913,55.395,54.8942,54.9875,2527588.0
2021-06-17,54.8602,55.1913,54.2406,54.7753,2437696.0
2021-06-18,54.5801,54.5801,53.962,53.9774,3465047.0
2021-06-19,54.5801,54.5801,53.962,53.9774,3465047.0
2021-06-20,54.5801,54.5801,53.962,53.9774,3465047.0
2021-06-21,54.1132,54.4867,53.9774,54.4697,2312365.0
2021-06-22,54.6395,54.6395,54.1896,54.2575,1654390.0
2021-06-23,54.1472,54.1726,53.5106,53.536,1725472.0
2021-06-24,53.5021,53.9095,53.222,53.8501,1234010.0
2021-06-25,53.7143,54.317,53.6549,54.266,2192249.0
2021-06-26,53.7143,54.317,53.6549,54.266,2192249.0
2021-06-27,53.7143,54.317,53.6549,54.266,2192249.0
2021-06-28,54.2151,54.7923,54.0623,54.6735,1953066.0
2021-06-29,54.6735,54.8347,54.0496,54.266,2683964.0
2021-06-30,54.266,55.0003,54.266,54.6056,4268581.0
2021-07-01,54.6056,54.8008,54.2066,54.3,2290541.0
2021-07-02,54.5716,54.631,54.1302,54.3424,1736308.0
2021-07-03,54.5716,54.631,54.1302,54.3424,1736308.0
2021-07-04,54.5716,54.631,54.1302,54.3424,1736308.0
2021-07-05,54.5716,54.631,54.1302,54.3424,1736308.0
2021-07-06,54.1981,54.249,53.6464,54.0963,1887933.0
2021-07-07,54.0114,54.7965,53.918,54.4697,1736534.0
2021-07-08,54.4188,55.0158,54.1472,54.3254,1311482.0
2021-07-09,54.3933,54.7838,54.3764,54.5631,1453001.0
2021-07-10,54.3933,54.7838,54.3764,54.5631,1453001.0
2021-07-11,54.3933,54.7838,54.3764,54.5631,1453001.0
2021-07-12,54.4273,54.5207,53.918,54.1302,1512151.0
2021-07-13,54.0878,54.3254,53.4257,53.6124,1952397.0
2021-07-14,53.5615,53.884,53.0607,53.6549,1780264.0
2021-07-15,53.6209,54.2745,53.4342,54.2321,1666200.0
2021-07-16,54.4613,54.7201,54.2193,54.5461,1656741.0
2021-07-17,54.4613,54.7201,54.2193,54.5461,1656741.0
2021-07-18,54.4613,54.7201,54.2193,54.5461,1656741.0
2021-07-19,54.5631,55.0809,53.9604,55.013,1822847.0
2021-07-20,55.1488,55.6836,54.6056,54.665,2260928.0
2021-07-21,54.6565,54.7499,53.7397,53.7397,1619639.0
2021-07-22,53.553,53.7567,53.0777,53.2814,2290054.0
2021-07-23,53.3493,54.0538,53.0946,53.8416,1294449.0
2021-07-24,53.3493,54.0538,53.0946,53.8416,1294449.0
2021-07-25,53.3493,54.0538,53.0946,53.8416,1294449.0
2021-07-26,53.7482,54.0453,53.6379,53.6888,1404899.0
2021-07-27,53.7143,54.4188,53.5572,54.0793,1362273.0
2021-07-28,53.9095,54.1132,53.2899,53.4342,1697937.0
2021-07-29,53.6124,53.8161,53.4172,53.5275,1352387.0
2021-07-30,53.6379,54.266,53.5275,53.7822,4524916.0
2021-07-31,53.6379,54.266,53.5275,53.7822,4524916.0
2021-08-01,53.6379,54.266,53.5275,53.7822,4524916.0
2021-08-02,53.8246,54.1132,53.6761,53.8331,2176838.0
2021-08-03,53.8586,54.5376,53.6888,53.9944,2561700.0
2021-08-04,53.9435,54.0029,52.6278,52.6447,3298558.0
2021-08-05,53.0267,53.6549,52.7042,53.0607,3628647.0
2021-08-06,52.9928,53.9265,52.9758,53.6633,2101098.0
2021-08-07,52.9928,53.9265,52.9758,53.6633,2101098.0
2021-08-08,52.9928,53.9265,52.9758,53.6633,2101098.0
2021-08-09,53.8925,54.2151,53.6209,53.9435,1902306.0
2021-08-10,53.8756,54.5037,53.6888,54.4867,1704726.0
2021-08-11,54.6056,55.0724,54.5716,54.7159,1401779.0
2021-08-12,54.7583,54.8486,54.5461,54.6735,1340394.0
2021-08-13,55.0215,55.7515,54.7753,55.6581,1337959.0
2021-08-14,55.0215,55.7515,54.7753,55.6581,1337959.0
2021-08-15,55.0215,55.7515,54.7753,55.6581,1337959.0
2021-08-16,55.7175,56.2353,55.6581,56.0401,1475537.0
2021-08-17,56.1759,56.9314,56.091,56.8635,2000744.0
2021-08-18,56.8635,56.9314,55.5563,55.5987,2346669.0
2021-08-19,55.5987,56.4433,55.5605,56.2183,1571935.0
2021-08-20,56.3542,56.7192,55.9764,56.1589,1881585.0
2021-08-21,56.3542,56.7192,55.9764,56.1589,1881585.0
2021-08-22,56.3542,56.7192,55.9764,56.1589,1881585.0
2021-08-23,56.1504,56.1504,55.6666,55.7939,1135233.0
2021-08-24,55.8788,55.8805,54.9621,55.1658,1505868.0
2021-08-25,55.0469,55.0724,54.2363,54.3085,2620516.0
2021-08-26,54.2321,54.2321,53.4296,53.6633,2443816.0
2021-08-27,53.5445,53.8077,53.3357,53.7143,1776868.0
2021-08-28,53.5445,53.8077,53.3357,53.7143,1776868.0
2021-08-29,53.5445,53.8077,53.3357,53.7143,1776868.0
2021-08-30,53.3323,53.8416,53.154,53.6124,2432616.0
2021-08-31,53.7923,54.1264,53.1584,54.0922,4298331.0
2021-09-01,54.1436,54.3406,53.6381,54.2207,2240051.0
2021-09-02,54.2207,54.4948,53.9808,54.3663,1832347.0
2021-09-03,54.3406,54.5891,54.1436,54.3492,1763641.0
2021-09-04,54.3406,54.5891,54.1436,54.3492,1763641.0
2021-09-05,54.3406,54.5891,54.1436,54.3492,1763641.0
2021-09-06,54.3406,54.5891,54.1436,54.3492,1763641.0
2021-09-07,54.1864,54.1993,52.8585,52.8928,3133103.0
2021-09-08,52.8928,54.2121,52.8928,54.0151,2429972.0
2021-09-09,53.9722,54.2121,53.7623,53.9722,2135732.0
2021-09-10,53.8866,54.0922,53.3982,53.7495,1494248.0
2021-09-11,53.8866,54.0922,53.3982,53.7495,1494248.0
2021-09-12,53.8866,54.0922,53.3982,53.7495,1494248.0
2021-09-13,53.9465,54.7004,53.9465,54.3149,1663597.0
2021-09-14,54.4948,54.6662,54.195,54.5548,1699839.0
2021-09-15,54.6662,54.9917,54.5891,54.7261,1670669.0
2021-09-16,54.7261,55.1288,53.6981,54.4349,2891916.0
2021-09-17,54.3663,54.8966,54.0837,54.452,3801906.0
2021-09-18,54.3663,54.8966,54.0837,54.452,3801906.0
2021-09-19,54.3663,54.8966,54.0837,54.452,3801906.0
2021-09-20,54.1607,54.6148,53.9979,54.3063,1857012.0
2021-09-21,54.2292,54.4777,53.4753,53.7838,2093577.0
2021-09-22,54.2721,54.6233,53.5953,54.1607,1337599.0
2021-09-23,54.1778,54.6062,54.0151,54.1007,1336832.0
2021-09-24,54.135,54.8118,54.135,54.6405,1627372.0
2021-09-25,54.135,54.8118,54.135,54.6405,1627372.0
2021-09-26,54.135,54.8118,54.135,54.6405,1627372.0
2021-09-27,54.8289,55.4115,54.5164,54.8289,1683403.0
2021-09-28,54.8889,55.2316,54.4802,54.8289,1655615.0
2021-09-29,54.8461,56.3496,54.8461,55.9426,1954202.0
2021-09-30,55.994,56.0198,54.7604,54.7604,1967810.0
2021-10-01,54.8975,55.0345,54.452,54.7176,1625297.0
2021-10-02,54.8975,55.0345,54.452,54.7176,1625297.0
2021-10-03,54.8975,55.0345,54.452,54.7176,1625297.0
2021-10-04,54.8032,55.4843,54.7176,55.283,1683676.0
2021-10-05,55.2744,55.5914,54.6576,54.8461,3219948.0
2021-10-06,54.769,55.4372,54.1864,55.1716,1878590.0
2021-10-07,55.0345,55.1716,53.9851,54.0665,2620055.0
2021-10-08,53.9637,54.1864,53.5345,53.7067,2486887.0
2021-10-09,53.9637,54.1864,53.5345,53.7067,2486887.0
2021-10-10,53.9637,54.1864,53.5345,53.7067,2486887.0
2021-10-11,53.878,54.0065,53.5696,53.7666,1595125.0
2021-10-12,53.7324,53.878,53.2183,53.4239,1946433.0
2021-10-13,53.3468,53.5696,52.5672,52.85,2105363.0
2021-10-14,52.9099,53.4496,52.6529,53.2526,1682676.0
2021-10-15,53.2869,53.3554,52.7857,52.9356,1805783.0
2021-10-16,53.2869,53.3554,52.7857,52.9356,1805783.0
2021-10-17,53.2869,53.3554,52.7857,52.9356,1805783.0
2021-10-18,52.7728,52.987,52.413,52.67,1611317.0
2021-10-19,52.6957,52.772,52.3616,52.6872,1528692.0
2021-10-20,52.8071,53.3203,52.7771,53.1241,2518925.0
2021-10-21,53.1584,53.2526,52.4859,52.8414,1658975.0
2021-10-22,52.9014,53.2954,52.9014,53.2183,1682562.0
2021-10-23,52.9014,53.2954,52.9014,53.2183,1682562.0
2021-10-24,52.9014,53.2954,52.9014,53.2183,1682562.0
2021-10-25,53.244,53.244,52.5587,52.8842,1580193.0
2021-10-26,52.8243,53.0898,52.73,52.7728,2365351.0
2021-10-27,53.2355,53.2612,52.2246,52.5158,1926662.0
2021-10-28,52.5073,52.9014,52.2845,52.85,1252816.0
2021-10-29,52.7728,53.0299,52.4045,52.5158,2190036.0
2021-10-30,52.7728,53.0299,52.4045,52.5158,2190036.0
2021-10-31,52.7728,53.0299,52.4045,52.5158,2190036.0
2021-11-01,52.6101,53.4154,52.4901,53.2526,1580181.0
2021-11-02,53.4496,53.6895,52.8243,53.5696,1860754.0
2021-11-03,53.6296,54.2978,53.4239,54.2635,2671992.0
2021-11-04,54.3149,55.0431,53.2697,53.8951,2948405.0
2021-11-05,53.8095,54.0236,53.1755,53.5953,2045113.0
2021-11-06,53.8095,54.0236,53.1755,53.5953,2045113.0
2021-11-07,53.8095,54.0236,53.1755,53.5953,2045113.0
2021-11-08,53.5439,53.5781,53.0384,53.3297,1875518.0
2021-11-09,53.561,54.2978,53.4411,53.9208,1692020.0
2021-11-10,53.9037,55.1373,53.6724,54.4177,1661828.0
2021-11-11,54.1264,54.3749,53.9294,54.195,1146974.0
2021-11-12,54.4434,54.6747,54.1436,54.1607,1294938.0
2021-11-13,54.4434,54.6747,54.1436,54.1607,1294938.0
2021-11-14,54.4434,54.6747,54.1436,54.1607,1294938.0
2021-11-15,54.4006,54.8289,54.0151,54.7518,1128551.0
2021-11-16,54.8975,54.8975,54.2635,54.2721,1239551.0
2021-11-17,54.2035,54.2978,53.7666,53.938,1577244.0
2021-11-18,53.9208,54.0065,53.0984,53.4668,1634749.0
2021-11-19,53.7324,53.9328,53.0299,53.0556,1677273.0
2021-11-20,53.7324,53.9328,53.0299,53.0556,1677273.0
2021-11-21,53.7324,53.9328,53.0299,53.0556,1677273.0
2021-11-22,53.0213,54.0836,52.9014,53.4496,1845484.0
2021-11-23,53.7238,54.4948,53.4068,54.2978,1986943.0
2021-11-24,54.2978,54.5034,53.7238,54.1436,1309522.0
2021-11-25,54.2978,54.5034,53.7238,54.1436,1309522.0
2021-11-26,54.2464,54.9746,54.1864,54.5205,1624509.0
2021-11-27,54.2464,54.9746,54.1864,54.5205,1624509.0
2021-11-28,54.2464,54.9746,54.1864,54.5205,1624509.0
2021-11-29,54.4863,54.936,54.1264,54.7176,2403520.0
2021-11-30,54.5706,54.9726,52.7118,52.8934,5386210.0
2021-12-01,52.9885,53.6023,52.7464,52.7637,2193794.0
2021-12-02,53.1787,54.1729,53.0144,53.5418,2495094.0
2021-12-03,53.9654,54.657,53.6974,54.4668,1692716.0
2021-12-04,53.9654,54.657,53.6974,54.4668,1692716.0
2021-12-05,53.9654,54.657,53.6974,54.4668,1692716.0
2021-12-06,54.83,55.6426,54.5965,54.9683,2027521.0
2021-12-07,54.9683,55.5735,54.2543,54.536,2462179.0
2021-12-08,54.4063,54.8732,52.9798,53.6196,2619276.0
2021-12-09,53.4467,53.8184,52.9625,53.6282,1760647.0
2021-12-10,53.8184,54.2723,53.6542,54.1383,1802741.0
2021-12-11,53.8184,54.2723,53.6542,54.1383,1802741.0
2021-12-12,53.8184,54.2723,53.6542,54.1383,1802741.0
2021-12-13,54.2334,55.0288,53.732,54.8818,2339392.0
2021-12-14,55.1066,55.3833,54.6916,54.7867,2350033.0
2021-12-15,55.0029,55.3487,54.6311,54.8991,2378047.0
2021-12-16,54.9251,56.8746,54.7003,56.8703,3632348.0
2021-12-17,56.7838,57.3501,55.7204,55.7204,3721164.0
2021-12-18,56.7838,57.3501,55.7204,55.7204,3721164.0
2021-12-19,56.7838,57.3501,55.7204,55.7204,3721164.0
2021-12-20,55.5216,55.7983,55.1239,55.6513,2090517.0
2021-12-21,55.1844,55.2795,53.8919,54.1643,3295499.0
2021-12-22,54.147,54.4279,53.9741,54.2766,2707311.0
2021-12-23,54.4582,54.7867,54.3199,54.3545,1236269.0
2021-12-24,54.4582,54.7867,54.3199,54.3545,1236269.0
2021-12-25,54.4582,54.7867,54.3199,54.3545,1236269.0
2021-12-26,54.4582,54.7867,54.3199,54.3545,1236269.0
2021-12-27,54.4971,54.7089,54.121,54.6916,1096122.0
2021-12-28,54.6138,55.3055,54.56,55.2882,890596.0
2021-12-29,55.3314,55.5648,55.0504,55.2363,1036766.0
2021-12-30,55.4784,55.5302,55.0288,55.2709,933087.0
2021-12-31,55.0807,55.8588,55.0807,55.6945,1071522.0
2022-01-01,55.0807,55.8588,55.0807,55.6945,1071522.0
2022-01-02,55.0807,55.8588,55.0807,55.6945,1071522.0
2022-01-03,55.6945,55.9366,54.951,55.9193,1664335.0
2022-01-04,55.9279,57.1547,55.9106,56.464,2194009.0
2022-01-05,56.0403,57.1988,56.0403,56.7752,2740550.0
2022-01-06,56.9913,57.4236,56.5764,57.0259,2011780.0
2022-01-07,57.0519,57.8645,56.9913,57.5792,2459963.0
2022-01-08,57.0519,57.8645,56.9913,57.5792,2459963.0
2022-01-09,57.0519,57.8645,56.9913,57.5792,2459963.0
2022-01-10,57.6916,58.4006,57.6138,57.9078,3505242.0
2022-01-11,58.0029,58.1326,56.9308,57.5619,1587857.0
2022-01-12,57.2594,57.6225,57.0692,57.389,1262129.0
2022-01-13,57.4928,58.0029,57.2075,57.7867,1589940.0
2022-01-14,58.0029,58.6253,57.7003,58.3833,2181383.0
2022-01-15,58.0029,58.6253,57.7003,58.3833,2181383.0
2022-01-16,58.0029,58.6253,57.7003,58.3833,2181383.0
2022-01-17,58.0029,58.6253,57.7003,58.3833,2181383.0
2022-01-18,58.1671,58.3011,57.2853,57.9164,3031877.0
2022-01-19,57.8732,58.2536,57.4496,57.5792,1626595.0
2022-01-20,57.4928,57.7565,57.0951,57.1729,1988436.0
2022-01-21,57.6268,57.9164,57.2616,57.5879,2209882.0
2022-01-22,57.6268,57.9164,57.2616,57.5879,2209882.0
2022-01-23,57.6268,57.9164,57.2616,57.5879,2209882.0
2022-01-24,57.7176,58.3659,56.0576,57.2334,2504364.0
2022-01-25,57.0519,57.4841,56.3689,57.2248,2578328.0
2022-01-26,56.8011,57.4971,55.8155,56.023,3124460.0
2022-01-27,56.2478,57.0432,56.1614,56.3429,1894920.0
2022-01-28,55.9106,56.438,55.6599,56.4207,1884940.0
2022-01-29,55.9106,56.438,55.6599,56.4207,1884940.0
2022-01-30,55.9106,56.438,55.6599,56.4207,1884940.0
2022-01-31,55.4784,55.4784,54.0432,54.4668,5206331.0
2022-02-01,54.4668,54.8472,54.0181,54.6657,2657000.0
2022-02-02,54.5447,55.1326,54.415,54.804,2782218.0
2022-02-03,55.0029,55.3833,54.6311,54.8732,1787748.0
2022-02-04,54.6311,54.7954,53.2219,53.2392,3349241.0
2022-02-05,54.6311,54.7954,53.2219,53.2392,3349241.0
2022-02-06,54.6311,54.7954,53.2219,53.2392,3349241.0
2022-02-07,53.4553,53.585,52.8501,53.4034,1922811.0
2022-02-08,53.585,53.732,53.0576,53.3429,2151493.0
2022-02-09,53.3083,53.585,52.9798,53.3083,2692341.0
2022-02-10,54.2619,56.1095,53.7752,54.9683,5273322.0
2022-02-11,54.4841,55.6253,54.2075,55.2017,3529341.0
2022-02-12,54.4841,55.6253,54.2075,55.2017,3529341.0
2022-02-13,54.4841,55.6253,54.2075,55.2017,3529341.0
2022-02-14,55.4524,56.2046,54.696,55.9798,3330057.0
2022-02-15,55.9885,56.4813,55.5821,55.8415,2774170.0
2022-02-16,56.023,56.6801,55.2795,55.6081,2898192.0
2022-02-17,55.6686,56.17,55.2968,56.0576,2630816.0
2022-02-18,56.1527,57.1383,56.0317,57.121,2943430.0
2022-02-19,56.1527,57.1383,56.0317,57.121,2943430.0
2022-02-20,56.1527,57.1383,56.0317,57.121,2943430.0
2022-02-21,56.1527,57.1383,56.0317,57.121,2943430.0
2022-02-22,57.0951,57.4236,56.6282,57.1643,2871134.0
2022-02-23,57.389,57.8127,57.0778,57.4668,2991887.0
2022-02-24,56.9308,57.1815,54.4841,55.1498,4213077.0
2022-02-25,55.5043,56.9135,55.5043,56.7838,2187126.0
2022-02-26,55.5043,56.9135,55.5043,56.7838,2187126.0
2022-02-27,55.5043,56.9135,55.5043,56.7838,2187126.0
2022-02-28,56.0337,56.5222,55.2661,55.772,3191057.0
2022-03-01,55.6238,55.868,54.7951,55.2487,2305913.0
2022-03-02,54.8911,55.8157,54.5683,55.4929,2279164.0
2022-03-03,55.6674,56.8624,55.3708,56.4611,2488856.0
2022-03-04,55.8069,56.7839,55.4668,56.653,2723793.0
2022-03-05,55.8069,56.7839,55.4668,56.653,2723793.0
2022-03-06,55.8069,56.7839,55.4668,56.653,2723793.0
2022-03-07,56.2867,58.0661,55.7197,57.5166,3954519.0
2022-03-08,57.2811,57.787,54.6032,54.6294,3475948.0
2022-03-09,55.2487,55.7162,54.1671,54.2456,2126801.0
2022-03-10,53.8531,54.1322,52.9198,53.2163,2649011.0
2022-03-11,53.1727,53.7397,52.1784,52.2045,2894503.0
2022-03-12,53.1727,53.7397,52.1784,52.2045,2894503.0
2022-03-13,53.1727,53.7397,52.1784,52.2045,2894503.0
2022-03-14,52.4226,52.9634,51.9341,52.5534,2687362.0
2022-03-15,52.7192,53.6437,52.5534,53.4867,2824898.0
2022-03-16,53.3297,53.8356,52.4662,53.1727,2461131.0
2022-03-17,53.4082,53.5913,52.9983,53.2425,2163646.0
2022-03-18,53.2774,53.5304,52.5273,52.9983,4442576.0
2022-03-19,53.2774,53.5304,52.5273,52.9983,4442576.0
2022-03-20,53.2774,53.5304,52.5273,52.9983,4442576.0
2022-03-21,53.2948,53.9123,52.9023,53.164,2339768.0
2022-03-22,53.2512,53.5304,52.8064,53.2774,1922235.0
2022-03-23,53.731,54.3852,53.6001,53.7135,2547501.0
2022-03-24,53.6525,54.2369,53.478,53.8967,1818009.0
2022-03-25,53.9926,54.8126,53.8182,54.7951,1610440.0
2022-03-26,53.9926,54.8126,53.8182,54.7951,1610440.0
2022-03-27,53.9926,54.8126,53.8182,54.7951,1610440.0
2022-03-28,54.8649,54.926,54.3285,54.9172,1423574.0
2022-03-29,55.3534,55.711,55.1565,55.6935,1698398.0
2022-03-30,55.8593,55.9291,55.3359,55.8854,1579312.0
2022-03-31,55.9029,56.6181,55.8244,56.2518,1958009.0
2022-04-01,56.4873,57.2811,56.0904,57.2287,2014869.0
2022-04-02,56.4873,57.2811,56.0904,57.2287,2014869.0
2022-04-03,56.4873,57.2811,56.0904,57.2287,2014869.0
2022-04-04,56.9583,57.2462,55.9465,56.967,1345843.0
2022-04-05,56.7403,57.9876,56.7403,57.3857,1897136.0
2022-04-06,57.3683,58.3016,57.1776,58.0486,2380539.0
2022-04-07,57.9701,58.5976,57.8044,58.5633,1748289.0
2022-04-08,58.8773,59.1738,57.8393,58.9296,2084971.0
2022-04-09,58.8773,59.1738,57.8393,58.9296,2084971.0
2022-04-10,58.8773,59.1738,57.8393,58.9296,2084971.0
2022-04-11,59.043,59.5489,58.6854,59.1913,2012960.0
2022-04-12,59.0517,59.5751,58.6156,59.2698,1778642.0
2022-04-13,59.0953,59.3221,58.5371,59.2785,1209496.0
2022-04-14,59.4879,59.6972,59.0779,59.2087,1515618.0
2022-04-15,59.4879,59.6972,59.0779,59.2087,1515618.0
2022-04-16,59.4879,59.6972,59.0779,59.2087,1515618.0
2022-04-17,59.4879,59.6972,59.0779,59.2087,1515618.0
2022-04-18,59.2698,59.4791,58.7988,58.982,950850.0
2022-04-19,59.1826,59.8106,58.9908,59.5751,2065573.0
2022-04-20,59.2785,60.1682,59.1826,60.1421,2309197.0
2022-04-21,60.1159,61.2133,59.8193,60.8137,1933713.0
2022-04-22,60.8399,61.2409,60.4473,60.4735,2418650.0
2022-04-23,60.8399,61.2409,60.4473,60.4735,2418650.0
2022-04-24,60.8399,61.2409,60.4473,60.4735,2418650.0
2022-04-25,60.0897,60.5869,59.3832,60.4125,1979108.0
2022-04-26,60.4822,60.648,59.5315,59.5402,2101942.0
2022-04-27,60.1857,61.0762,60.0548,60.1944,3309944.0
2022-04-28,60.3863,60.8922,59.828,60.6654,1742050.0
2022-04-29,60.552,60.6654,59.6972,59.7495,2434516.0
2022-04-30,60.552,60.6654,59.6972,59.7495,2434516.0
2022-05-01,60.552,60.6654,59.6972,59.7495,2434516.0
2022-05-02,60.3688,60.4822,58.1359,58.7639,3186520.0
2022-05-03,57.7346,59.1608,57.5689,58.415,3471844.0
