,AVNT US Equity,AVNT US Equity,AVNT US Equity,AVNT US Equity,AVNT US Equity
2021-03-13,45.9719,46.7992,45.773,46.7341,577949.0
2021-03-14,45.9719,46.7992,45.773,46.7341,577949.0
2021-03-15,46.4377,46.6151,45.4577,46.5964,627739.0
2021-03-16,46.307,46.4377,45.3643,46.1484,341507.0
2021-03-17,46.0644,47.4178,45.7563,47.3992,563806.0
2021-03-18,47.3058,48.4819,47.0725,47.8005,1043960.0
2021-03-19,48.2579,48.2952,47.2311,47.4645,1663476.0
2021-03-20,48.2579,48.2952,47.2311,47.4645,1663476.0
2021-03-21,48.2579,48.2952,47.2311,47.4645,1663476.0
2021-03-22,47.1565,47.4178,45.0469,45.6537,622024.0
2021-03-23,44.8229,45.1217,41.3599,41.6399,886909.0
2021-03-24,42.1907,43.8615,42.1907,42.4427,526266.0
2021-03-25,42.4147,44.9162,41.8173,44.8136,733076.0
2021-03-26,45.6443,46.4564,44.9629,45.8403,666613.0
2021-03-27,45.6443,46.4564,44.9629,45.8403,666613.0
2021-03-28,45.6443,46.4564,44.9629,45.8403,666613.0
2021-03-29,45.7377,45.971,44.2535,44.2722,605487.0
2021-03-30,44.0855,45.0283,44.0762,44.5429,504685.0
2021-03-31,44.6362,45.1963,43.7961,44.1228,547400.0
2021-04-01,44.5522,44.7576,43.8988,44.7576,425967.0
2021-04-02,44.5522,44.7576,43.8988,44.7576,425967.0
2021-04-03,44.5522,44.7576,43.8988,44.7576,425967.0
2021-04-04,44.5522,44.7576,43.8988,44.7576,425967.0
2021-04-05,45.3643,45.9897,45.1403,45.8683,494269.0
2021-04-06,45.9243,46.8858,45.551,45.635,350875.0
2021-04-07,45.7283,45.747,44.5102,44.9629,333620.0
2021-04-08,44.7576,45.3083,43.7309,45.0656,573208.0
2021-04-09,45.4763,45.831,45.0843,45.6723,357471.0
2021-04-10,45.4763,45.831,45.0843,45.6723,357471.0
2021-04-11,45.4763,45.831,45.0843,45.6723,357471.0
2021-04-12,45.6817,45.9057,45.2149,45.9057,272449.0
2021-04-13,46.055,46.055,44.6549,45.1963,396036.0
2021-04-14,44.9349,46.6617,44.9349,46.083,287701.0
2021-04-15,46.1017,46.251,45.3923,46.1204,225856.0
2021-04-16,46.9511,47.7819,46.6571,47.1191,324964.0
2021-04-17,46.9511,47.7819,46.6571,47.1191,324964.0
2021-04-18,46.9511,47.7819,46.6571,47.1191,324964.0
2021-04-19,46.5684,47.0071,46.1297,46.5217,335542.0
2021-04-20,46.307,46.5404,44.8416,45.523,409054.0
2021-04-21,45.635,46.7178,45.635,46.4004,318126.0
2021-04-22,46.7271,46.7271,45.467,45.495,329161.0
2021-04-23,45.7283,46.9791,45.6023,46.7551,214366.0
2021-04-24,45.7283,46.9791,45.6023,46.7551,214366.0
2021-04-25,45.7283,46.9791,45.6023,46.7551,214366.0
2021-04-26,47.2965,47.8939,47.0585,47.1751,270652.0
2021-04-27,46.9511,47.1798,46.3911,46.9698,222363.0
2021-04-28,46.6431,47.2311,46.4377,47.1471,254193.0
2021-04-29,47.5952,47.6512,46.6244,46.8671,453168.0
2021-04-30,46.5871,47.5298,45.8235,47.3898,543642.0
2021-05-01,46.5871,47.5298,45.8235,47.3898,543642.0
2021-05-02,46.5871,47.5298,45.8235,47.3898,543642.0
2021-05-03,47.9639,49.2567,47.5018,48.5473,570180.0
2021-05-04,48.3512,48.7993,47.2498,48.1832,417003.0
2021-05-05,48.5379,49.672,47.8659,49.6487,386220.0
2021-05-06,50.0034,50.0034,48.5659,49.7607,336910.0
2021-05-07,49.4247,50.3301,48.7713,50.1621,259618.0
2021-05-08,49.4247,50.3301,48.7713,50.1621,259618.0
2021-05-09,49.4247,50.3301,48.7713,50.1621,259618.0
2021-05-10,50.6008,50.6008,49.1727,49.2193,571968.0
2021-05-11,48.4913,49.9567,47.8939,49.8354,429342.0
2021-05-12,49.8354,50.2834,47.7258,47.8099,440878.0
2021-05-13,47.7352,49.546,47.7352,49.2567,354623.0
2021-05-14,49.5647,50.1714,49.3407,50.0874,275324.0
2021-05-15,49.5647,50.1714,49.3407,50.0874,275324.0
2021-05-16,49.5647,50.1714,49.3407,50.0874,275324.0
2021-05-17,49.714,49.9194,48.8926,49.8541,211801.0
2021-05-18,49.826,50.0687,48.7526,48.7713,219765.0
2021-05-19,48.0525,48.1739,47.2218,48.1272,353111.0
2021-05-20,48.1272,48.4819,47.6512,48.0059,305972.0
2021-05-21,49.0046,49.1913,48.0712,48.1832,258911.0
2021-05-22,49.0046,49.1913,48.0712,48.1832,258911.0
2021-05-23,49.0046,49.1913,48.0712,48.1832,258911.0
2021-05-24,48.4352,48.7153,47.8005,48.6313,239130.0
2021-05-25,48.4726,49.0606,47.3431,47.3805,311388.0
2021-05-26,47.3618,48.2952,47.0351,47.9872,326248.0
2021-05-27,48.7899,48.9766,48.1926,48.5006,267526.0
2021-05-28,48.5286,48.6966,47.6978,48.5193,218120.0
2021-05-29,48.5286,48.6966,47.6978,48.5193,218120.0
2021-05-30,48.5286,48.6966,47.6978,48.5193,218120.0
2021-05-31,48.5286,48.6966,47.6978,48.5193,218120.0
2021-06-01,49.2567,49.5274,48.6873,49.3873,280401.0
2021-06-02,49.518,49.518,48.2719,48.3792,298107.0
2021-06-03,48.2392,48.5379,47.6232,48.4819,263896.0
2021-06-04,48.5006,48.7433,48.0835,48.5006,203045.0
2021-06-05,48.5006,48.7433,48.0835,48.5006,203045.0
2021-06-06,48.5006,48.7433,48.0835,48.5006,203045.0
2021-06-07,48.6033,48.8926,47.8892,48.1459,312939.0
2021-06-08,47.9685,48.3671,47.3245,48.1646,358798.0
2021-06-09,48.0245,48.0339,47.5672,47.5858,259128.0
2021-06-10,48.0525,48.1459,46.9138,46.9511,181951.0
2021-06-11,47.3151,47.9592,47.0631,47.7632,248801.0
2021-06-12,47.3151,47.9592,47.0631,47.7632,248801.0
2021-06-13,47.3151,47.9592,47.0631,47.7632,248801.0
2021-06-14,47.7632,47.7632,46.4657,46.8111,316430.0
2021-06-15,47.0258,47.6978,46.5871,47.6885,313487.0
2021-06-16,47.5485,47.8379,46.9511,47.5578,447505.0
2021-06-17,47.5133,47.757,44.6708,45.5262,507199.0
2021-06-18,44.5982,45.245,44.2702,44.2702,1009254.0
2021-06-19,44.5982,45.245,44.2702,44.2702,1009254.0
2021-06-20,44.5982,45.245,44.2702,44.2702,1009254.0
2021-06-21,44.8794,45.9105,44.7529,45.7699,353262.0
2021-06-22,45.573,46.0323,45.0013,45.6762,310188.0
2021-06-23,45.9948,46.5268,45.7136,46.098,365252.0
2021-06-24,46.6416,46.6416,45.4137,45.6762,352091.0
2021-06-25,46.1167,46.7635,45.8917,45.9105,1487743.0
2021-06-26,46.1167,46.7635,45.8917,45.9105,1487743.0
2021-06-27,46.1167,46.7635,45.8917,45.9105,1487743.0
2021-06-28,45.7136,45.8121,44.6498,45.3387,418219.0
2021-06-29,45.6949,46.1448,45.0106,45.2169,313067.0
2021-06-30,44.8888,46.2292,44.8888,46.0792,460331.0
2021-07-01,46.3135,46.5901,45.8168,46.1636,524136.0
2021-07-02,46.2198,46.2198,45.3762,45.5168,268371.0
2021-07-03,46.2198,46.2198,45.3762,45.5168,268371.0
2021-07-04,46.2198,46.2198,45.3762,45.5168,268371.0
2021-07-05,46.2198,46.2198,45.3762,45.5168,268371.0
2021-07-06,45.3668,45.573,43.5484,43.7359,512599.0
2021-07-07,43.5578,44.6263,43.4828,44.5232,316695.0
2021-07-08,43.6515,44.2608,43.1172,43.4828,353679.0
2021-07-09,44.5139,45.3481,44.2889,44.9638,335543.0
2021-07-10,44.5139,45.3481,44.2889,44.9638,335543.0
2021-07-11,44.5139,45.3481,44.2889,44.9638,335543.0
2021-07-12,44.3264,45.3106,44.0264,45.2169,294330.0
2021-07-13,45.0106,45.32,44.2092,44.5139,376563.0
2021-07-14,44.7576,45.4606,44.1296,44.317,261906.0
2021-07-15,43.8765,44.7576,43.5765,44.5701,310953.0
2021-07-16,45.0013,45.0013,43.3047,43.3609,401841.0
2021-07-17,45.0013,45.0013,43.3047,43.3609,401841.0
2021-07-18,45.0013,45.0013,43.3047,43.3609,401841.0
2021-07-19,42.1799,42.8735,41.8097,42.2361,376008.0
2021-07-20,42.0862,43.8765,42.0206,43.6421,492960.0
2021-07-21,44.2702,44.8326,44.1577,44.2889,542814.0
2021-07-22,44.3076,44.8513,43.9561,44.2045,370341.0
2021-07-23,44.6732,44.9825,44.2795,44.945,203792.0
2021-07-24,44.6732,44.9825,44.2795,44.945,203792.0
2021-07-25,44.6732,44.9825,44.2795,44.945,203792.0
2021-07-26,44.9919,45.8228,44.87,45.0763,375781.0
2021-07-27,44.5326,45.2825,44.3826,44.8513,253059.0
2021-07-28,44.8794,45.17,44.1014,44.9357,447327.0
2021-07-29,45.5824,45.948,45.2403,45.6668,362927.0
2021-07-30,45.6762,46.3604,44.6263,45.4793,488754.0
2021-07-31,45.6762,46.3604,44.6263,45.4793,488754.0
2021-08-01,45.6762,46.3604,44.6263,45.4793,488754.0
2021-08-02,46.023,46.5854,44.4014,44.467,317329.0
2021-08-03,44.7201,45.1044,43.7265,45.02,324934.0
2021-08-04,44.4295,44.7857,43.2391,43.2672,268448.0
2021-08-05,43.7827,44.3733,43.4828,43.8765,239485.0
2021-08-06,44.5514,45.1231,44.3733,44.8982,216179.0
2021-08-07,44.5514,45.1231,44.3733,44.8982,216179.0
2021-08-08,44.5514,45.1231,44.3733,44.8982,216179.0
2021-08-09,44.5514,44.8044,44.167,44.4764,169041.0
2021-08-10,44.5607,45.4231,44.4576,45.395,226034.0
2021-08-11,45.4606,45.9011,45.0575,45.8542,277370.0
2021-08-12,45.9292,46.426,45.648,46.2854,314716.0
2021-08-13,46.5479,46.8384,46.1729,46.7728,233966.0
2021-08-14,46.5479,46.8384,46.1729,46.7728,233966.0
2021-08-15,46.5479,46.8384,46.1729,46.7728,233966.0
2021-08-16,46.3042,46.7166,45.6949,46.3792,347553.0
2021-08-17,45.9105,46.2854,45.1606,46.0605,417274.0
2021-08-18,45.9761,46.9978,45.7043,46.3323,468603.0
2021-08-19,45.4887,46.1823,44.3639,44.6076,468443.0
2021-08-20,44.542,45.5262,44.542,45.4981,276163.0
2021-08-21,44.542,45.5262,44.542,45.4981,276163.0
2021-08-22,44.542,45.5262,44.542,45.4981,276163.0
2021-08-23,45.9574,46.5526,45.648,46.4073,246718.0
2021-08-24,46.6791,47.0447,46.3979,46.8666,215622.0
2021-08-25,47.054,47.757,46.6566,47.2977,260563.0
2021-08-26,47.1478,47.8789,46.8759,47.6633,425670.0
2021-08-27,47.9914,49.4864,47.9164,49.2005,426828.0
2021-08-28,47.9914,49.4864,47.9164,49.2005,426828.0
2021-08-29,47.9914,49.4864,47.9164,49.2005,426828.0
2021-08-30,49.3974,49.5052,48.6864,48.9099,276306.0
2021-08-31,48.835,49.0599,48.6194,48.8256,324784.0
2021-09-01,48.7975,48.7975,47.2509,47.3259,368683.0
2021-09-02,47.5039,47.682,46.8853,46.9884,342790.0
2021-09-03,46.9322,47.1384,46.2198,46.5572,227064.0
2021-09-04,46.9322,47.1384,46.2198,46.5572,227064.0
2021-09-05,46.9322,47.1384,46.2198,46.5572,227064.0
2021-09-06,46.9322,47.1384,46.2198,46.5572,227064.0
2021-09-07,46.2292,46.4915,45.4137,45.4231,251162.0
2021-09-08,45.2825,45.2825,43.9233,44.4014,388340.0
2021-09-09,44.542,45.6949,44.4201,44.8326,363816.0
2021-09-10,45.2918,45.5168,44.2983,44.317,264800.0
2021-09-11,45.2918,45.5168,44.2983,44.317,264800.0
2021-09-12,45.2918,45.5168,44.2983,44.317,264800.0
2021-09-13,44.6826,45.0763,44.2608,44.7013,186647.0
2021-09-14,45.1419,45.1419,43.8671,44.0452,270046.0
2021-09-15,43.989,44.7951,43.9421,44.7576,302527.0
2021-09-16,44.7882,45.0799,43.6866,44.2232,318981.0
2021-09-17,44.3456,44.3456,42.5285,43.1405,1343622.0
2021-09-18,44.3456,44.3456,42.5285,43.1405,1343622.0
2021-09-19,44.3456,44.3456,42.5285,43.1405,1343622.0
2021-09-20,42.0013,42.4908,41.1351,42.4061,382659.0
2021-09-21,42.9522,42.971,41.7941,41.9353,299394.0
2021-09-22,42.3214,43.3759,42.3025,42.8486,308798.0
2021-09-23,43.1028,44.581,43.1028,44.2044,296895.0
2021-09-24,44.1479,44.6281,43.7242,43.9408,202444.0
2021-09-25,44.1479,44.6281,43.7242,43.9408,202444.0
2021-09-26,44.1479,44.6281,43.7242,43.9408,202444.0
2021-09-27,44.1762,45.8615,44.1762,44.967,372557.0
2021-09-28,45.1365,45.419,44.2609,44.3268,302908.0
2021-09-29,44.2703,44.6705,43.6301,44.5245,227122.0
2021-09-30,44.92,44.92,43.6395,43.6395,438955.0
2021-10-01,43.7242,44.8635,42.8251,44.2609,427469.0
2021-10-02,43.7242,44.8635,42.8251,44.2609,427469.0
2021-10-03,43.7242,44.8635,42.8251,44.2609,427469.0
2021-10-04,44.2138,44.7976,43.809,44.4115,336868.0
2021-10-05,44.5528,45.3531,44.1338,45.2495,282781.0
2021-10-06,44.7976,44.9294,43.2441,44.3645,286795.0
2021-10-07,44.8352,46.0498,44.8352,45.4849,328277.0
2021-10-08,45.4566,46.0592,45.3342,45.3342,168851.0
2021-10-09,45.4566,46.0592,45.3342,45.3342,168851.0
2021-10-10,45.4566,46.0592,45.3342,45.3342,168851.0
2021-10-11,45.5508,45.9933,45.0235,45.1271,143470.0
2021-10-12,44.9859,45.4972,44.9859,45.2966,203284.0
2021-10-13,45.2966,45.3813,44.5999,45.2966,149700.0
2021-10-14,45.7862,46.8124,45.692,46.7559,230429.0
2021-10-15,48.1023,48.6955,47.3679,48.1776,430126.0
2021-10-16,48.1023,48.6955,47.3679,48.1776,430126.0
2021-10-17,48.1023,48.6955,47.3679,48.1776,430126.0
2021-10-18,47.5751,48.1588,47.2644,48.027,295337.0
2021-10-19,48.1306,48.3094,47.5092,48.1588,335069.0
2021-10-20,48.4318,49.2698,48.14,49.251,271637.0
2021-10-21,49.1945,49.5428,48.6296,49.4769,303874.0
2021-10-22,49.637,50.5879,49.4958,50.3337,321076.0
2021-10-23,49.637,50.5879,49.4958,50.3337,321076.0
2021-10-24,49.637,50.5879,49.4958,50.3337,321076.0
2021-10-25,50.5879,52.518,50.4749,52.4898,423031.0
2021-10-26,52.6216,52.8287,51.7931,52.6781,466607.0
2021-10-27,52.4616,52.4616,50.2019,50.362,492151.0
2021-10-28,51.2564,51.9061,49.8724,51.7837,404541.0
2021-10-29,51.5483,51.9343,50.5973,50.7292,608056.0
2021-10-30,51.5483,51.9343,50.5973,50.7292,608056.0
2021-10-31,51.5483,51.9343,50.5973,50.7292,608056.0
2021-11-01,51.1905,52.3297,50.8421,52.0002,536254.0
2021-11-02,52.2732,53.083,51.6142,51.7742,490513.0
2021-11-03,51.6048,52.8758,51.4212,52.4051,397622.0
2021-11-04,52.6969,54.1516,52.5086,54.1186,372533.0
2021-11-05,54.5988,55.3426,53.9209,54.4858,341725.0
2021-11-06,54.5988,55.3426,53.9209,54.4858,341725.0
2021-11-07,54.5988,55.3426,53.9209,54.4858,341725.0
2021-11-08,54.9472,55.578,54.74,55.1072,359484.0
2021-11-09,54.9378,55.6062,54.5517,55.465,405614.0
2021-11-10,55.578,55.7004,54.4821,54.5611,449417.0
2021-11-11,54.7777,55.738,54.4176,55.6345,265220.0
2021-11-12,55.851,56.576,55.2061,55.7098,292331.0
2021-11-13,55.851,56.576,55.2061,55.7098,292331.0
2021-11-14,55.851,56.576,55.2061,55.7098,292331.0
2021-11-15,56.0205,56.1147,55.1355,56.0958,306990.0
2021-11-16,56.2747,57.4422,55.9169,57.348,369650.0
2021-11-17,57.0656,57.5646,56.5101,57.3575,347566.0
2021-11-18,56.9809,57.8659,56.4913,57.2916,456273.0
2021-11-19,56.8396,57.301,56.4254,56.5101,273020.0
2021-11-20,56.8396,57.301,56.4254,56.5101,273020.0
2021-11-21,56.8396,57.301,56.4254,56.5101,273020.0
2021-11-22,57.1786,57.2068,56.2276,56.2371,295216.0
2021-11-23,56.1523,56.8961,56.0582,56.576,360638.0
2021-11-24,56.077,56.5854,55.6816,55.9358,245232.0
2021-11-25,56.077,56.5854,55.6816,55.9358,245232.0
2021-11-26,53.8079,54.4764,53.1771,54.0433,261468.0
2021-11-27,53.8079,54.4764,53.1771,54.0433,261468.0
2021-11-28,53.8079,54.4764,53.1771,54.0433,261468.0
2021-11-29,55.0696,55.0696,53.6008,54.081,363843.0
2021-11-30,53.3842,53.5631,51.7366,51.7931,452268.0
2021-12-01,53.2524,53.7891,51.2093,51.2282,441886.0
2021-12-02,51.7178,54.1751,51.4165,53.742,514027.0
2021-12-03,53.9962,54.3069,51.9544,52.7346,398550.0
2021-12-04,53.9962,54.3069,51.9544,52.7346,398550.0
2021-12-05,53.9962,54.3069,51.9544,52.7346,398550.0
2021-12-06,53.9021,54.5141,53.083,53.582,598778.0
2021-12-07,54.2881,54.9754,53.4125,53.5066,627938.0
2021-12-08,54.1657,54.2316,52.6687,53.0453,869151.0
2021-12-09,52.4427,53.2195,51.8213,51.859,474889.0
2021-12-10,52.7063,53.276,51.6518,52.5086,540780.0
2021-12-11,52.7063,53.276,51.6518,52.5086,540780.0
2021-12-12,52.7063,53.276,51.6518,52.5086,540780.0
2021-12-13,51.9437,52.6122,50.522,50.5879,450966.0
2021-12-14,50.3902,52.1038,50.0324,50.4561,908087.0
2021-12-15,50.362,50.5597,49.1851,50.4561,745388.0
2021-12-16,50.8982,51.2103,49.6121,49.9998,877560.0
2021-12-17,49.8107,51.1347,49.3851,50.1133,1988740.0
2021-12-18,49.8107,51.1347,49.3851,50.1133,1988740.0
2021-12-19,49.8107,51.1347,49.3851,50.1133,1988740.0
2021-12-20,49.0919,49.1014,47.4937,48.8177,520166.0
2021-12-21,49.3946,50.7753,49.0636,50.7375,369741.0
2021-12-22,50.4254,51.5697,50.4254,51.4562,285681.0
2021-12-23,51.7967,52.3168,51.669,51.7872,188290.0
2021-12-24,51.7967,52.3168,51.669,51.7872,188290.0
2021-12-25,51.7967,52.3168,51.669,51.7872,188290.0
2021-12-26,51.7967,52.3168,51.669,51.7872,188290.0
2021-12-27,51.8629,53.1585,51.513,53.0356,381542.0
2021-12-28,52.9032,53.6503,52.714,53.168,331723.0
2021-12-29,53.1774,54.142,53.1301,53.8394,336397.0
2021-12-30,53.7165,54.2678,52.61,52.7046,261184.0
2021-12-31,52.4965,53.2909,52.3546,52.9126,309644.0
2022-01-01,52.4965,53.2909,52.3546,52.9126,309644.0
2022-01-02,52.4965,53.2909,52.3546,52.9126,309644.0
2022-01-03,52.9883,53.8867,52.9126,53.4422,575532.0
2022-01-04,53.7259,54.9648,53.6739,54.4541,329765.0
2022-01-05,54.5865,55.4187,53.0923,53.1112,374032.0
2022-01-06,53.1301,53.7732,52.8653,53.1585,264835.0
2022-01-07,53.0734,53.4337,52.7424,52.9977,362968.0
2022-01-08,53.0734,53.4337,52.7424,52.9977,362968.0
2022-01-09,53.0734,53.4337,52.7424,52.9977,362968.0
2022-01-10,52.9315,52.9315,51.3711,51.7021,329416.0
2022-01-11,51.8629,52.5721,51.163,52.4681,310032.0
2022-01-12,52.8464,53.4706,52.1655,52.2128,436928.0
2022-01-13,52.4019,53.168,51.8818,51.9953,495887.0
2022-01-14,51.3427,52.279,50.8888,51.948,250318.0
2022-01-15,51.3427,52.279,50.8888,51.948,250318.0
2022-01-16,51.3427,52.279,50.8888,51.948,250318.0
2022-01-17,51.3427,52.279,50.8888,51.948,250318.0
2022-01-18,51.3522,51.7778,50.7848,51.0779,305392.0
2022-01-19,51.1347,51.7305,49.9147,49.9809,379700.0
2022-01-20,50.1228,50.5389,48.865,48.9217,417213.0
2022-01-21,48.7326,49.527,47.872,47.8909,345747.0
2022-01-22,48.7326,49.527,47.872,47.8909,345747.0
2022-01-23,48.7326,49.527,47.872,47.8909,345747.0
2022-01-24,47.0965,49.3284,46.425,49.0541,525270.0
2022-01-25,48.3921,49.073,47.0965,48.4488,367461.0
2022-01-26,48.969,49.6404,47.6166,48.1273,358525.0
2022-01-27,48.9122,49.4229,47.1627,47.2194,395886.0
2022-01-28,46.9073,47.0728,45.2334,46.7655,352528.0
2022-01-29,46.9073,47.0728,45.2334,46.7655,352528.0
2022-01-30,46.9073,47.0728,45.2334,46.7655,352528.0
2022-01-31,46.217,47.0681,46.0184,47.0681,721988.0
2022-02-01,47.0019,48.08,46.548,47.872,425547.0
2022-02-02,47.7017,48.2502,46.8411,47.8909,352975.0
2022-02-03,47.2572,48.0233,46.6142,46.6615,241811.0
2022-02-04,46.1129,46.6804,45.3185,45.6495,382102.0
2022-02-05,46.1129,46.6804,45.3185,45.6495,382102.0
2022-02-06,46.1129,46.6804,45.3185,45.6495,382102.0
2022-02-07,45.4888,46.4818,45.2334,46.1129,533929.0
2022-02-08,46.7655,48.4772,46.6279,48.1746,740251.0
2022-02-09,48.8177,50.2741,48.6427,50.1511,680125.0
2022-02-10,49.2149,50.6902,49.2149,49.5742,685022.0
2022-02-11,49.5742,50.5105,49.2149,49.7823,522424.0
2022-02-12,49.5742,50.5105,49.2149,49.7823,522424.0
2022-02-13,49.5742,50.5105,49.2149,49.7823,522424.0
2022-02-14,50.066,50.3781,49.3662,49.7823,595233.0
2022-02-15,50.189,52.4303,50.1133,52.2601,510798.0
2022-02-16,51.7683,52.3452,51.5704,52.0236,273528.0
2022-02-17,51.3522,51.3616,50.7658,50.9172,274538.0
2022-02-18,50.8415,51.1914,49.6122,49.6972,385185.0
2022-02-19,50.8415,51.1914,49.6122,49.6972,385185.0
2022-02-20,50.8415,51.1914,49.6122,49.6972,385185.0
2022-02-21,50.8415,51.1914,49.6122,49.6972,385185.0
2022-02-22,49.6972,50.1228,48.9879,49.5459,452083.0
2022-02-23,49.9714,50.241,48.3637,48.3921,240639.0
2022-02-24,47.0114,47.6639,46.321,47.5882,449022.0
2022-02-25,48.0895,50.1606,47.7632,50.0471,314932.0
2022-02-26,48.0895,50.1606,47.7632,50.0471,314932.0
2022-02-27,48.0895,50.1606,47.7632,50.0471,314932.0
2022-02-28,49.0636,50.2457,48.7609,49.5459,480687.0
2022-03-01,49.0257,49.3473,46.9594,47.5882,592629.0
2022-03-02,48.1273,49.5648,48.1273,49.3,394023.0
2022-03-03,49.7728,50.0282,48.6002,49.0257,296874.0
2022-03-04,48.0895,48.7326,47.262,47.4937,416975.0
2022-03-05,48.0895,48.7326,47.262,47.4937,416975.0
2022-03-06,48.0895,48.7326,47.262,47.4937,416975.0
2022-03-07,47.314,47.4748,44.3917,44.439,387938.0
2022-03-08,44.7511,45.5644,43.9104,44.1175,476412.0
2022-03-09,45.0916,47.2194,44.3066,46.5858,408150.0
2022-03-10,45.6306,46.548,45.5171,46.4156,255949.0
2022-03-11,46.8979,47.3896,46.1602,46.2643,321716.0
2022-03-12,46.8979,47.3896,46.1602,46.2643,321716.0
2022-03-13,46.8979,47.3896,46.1602,46.2643,321716.0
2022-03-14,46.566,47.1267,45.8152,46.0148,410153.0
2022-03-15,46.2904,46.6135,45.5396,46.1859,419367.0
2022-03-16,46.8606,48.3906,46.8606,48.2481,445821.0
2022-03-17,47.5638,49.1034,47.5638,49.0368,373539.0
2022-03-18,49.1034,49.1034,47.9535,48.6567,1093887.0
2022-03-19,49.1034,49.1034,47.9535,48.6567,1093887.0
2022-03-20,49.1034,49.1034,47.9535,48.6567,1093887.0
2022-03-21,48.8658,49.417,48.2196,48.6092,568350.0
2022-03-22,48.7802,49.7828,47.9345,48.3526,728276.0
2022-03-23,47.8109,48.2005,47.1837,47.2597,323045.0
2022-03-24,47.6399,47.6399,46.585,47.1742,353160.0
2022-03-25,47.1362,47.4878,46.49,46.9366,436688.0
2022-03-26,47.1362,47.4878,46.49,46.9366,436688.0
2022-03-27,47.1362,47.4878,46.49,46.9366,436688.0
2022-03-28,47.0602,47.0602,45.9055,46.566,436005.0
2022-03-29,47.4118,48.861,47.2977,48.2956,646120.0
2022-03-30,48.2861,48.3526,46.8511,46.9366,457780.0
2022-03-31,46.7465,47.3072,45.5016,45.6157,681533.0
2022-04-01,46.5375,46.623,45.6252,46.2714,551342.0
2022-04-02,46.5375,46.623,45.6252,46.2714,551342.0
2022-04-03,46.5375,46.623,45.6252,46.2714,551342.0
2022-04-04,46.2334,46.49,45.7107,46.0908,446593.0
2022-04-05,46.0528,46.3474,45.188,45.226,338767.0
2022-04-06,44.7319,45.131,43.5535,43.753,533175.0
2022-04-07,43.8386,43.8956,42.5128,43.62,484965.0
2022-04-08,43.81,44.2472,43.0213,43.0878,318586.0
2022-04-09,43.81,44.2472,43.0213,43.0878,318586.0
2022-04-10,43.81,44.2472,43.0213,43.0878,318586.0
2022-04-11,43.0118,44.4753,43.0023,43.715,365421.0
2022-04-12,44.1617,44.9789,43.677,43.8481,268325.0
2022-04-13,43.9716,44.8174,43.9716,44.6843,246066.0
2022-04-14,44.8839,45.3686,44.2092,44.2377,265002.0
2022-04-15,44.8839,45.3686,44.2092,44.2377,265002.0
2022-04-16,44.8839,45.3686,44.2092,44.2377,265002.0
2022-04-17,44.8839,45.3686,44.2092,44.2377,265002.0
2022-04-18,43.8671,44.8934,43.8671,44.3992,241789.0
2022-04-19,44.5798,45.8913,44.5798,45.5016,363293.0
2022-04-20,46.0433,51.1466,46.0433,51.0895,1184276.0
2022-04-21,52.0399,52.0494,49.9634,50.5003,639831.0
2022-04-22,49.5975,49.9491,48.2671,49.0178,664562.0
2022-04-23,49.5975,49.9491,48.2671,49.0178,664562.0
2022-04-24,49.5975,49.9491,48.2671,49.0178,664562.0
2022-04-25,48.5712,49.2554,47.1457,49.1699,597444.0
2022-04-26,48.8183,50.0632,47.4412,47.6113,583536.0
2022-04-27,47.6779,48.2481,46.7085,47.5448,442618.0
2022-04-28,48.2101,48.2956,46.5375,47.9059,322036.0
2022-04-29,47.7824,48.3431,46.49,46.7941,491603.0
2022-04-30,47.7824,48.3431,46.49,46.7941,491603.0
2022-05-01,47.7824,48.3431,46.49,46.7941,491603.0
2022-05-02,46.8226,47.6304,45.8532,46.6895,428743.0
2022-05-03,46.509,47.8442,46.4995,47.4213,275867.0
2022-05-04,47.5828,49.4645,47.2692,49.3219,330883.0
2022-05-05,48.5902,49.0748,46.7656,47.4403,334520.0
2022-05-06,46.9271,47.1124,45.6537,46.3284,402650.0
2022-05-07,46.9271,47.1124,45.6537,46.3284,402650.0
2022-05-08,46.9271,47.1124,45.6537,46.3284,402650.0
2022-05-09,45.3591,46.3712,45.1975,45.3401,315016.0
2022-05-10,45.9673,46.4805,43.6865,44.3517,369130.0
2022-05-11,44.3422,45.6062,43.4109,43.5059,587284.0
2022-05-12,43.2398,44.1236,42.5746,43.7625,519298.0
2022-05-13,44.2377,45.4636,44.1759,44.5988,295462.0
2022-05-14,44.2377,45.4636,44.1759,44.5988,295462.0
2022-05-15,44.2377,45.4636,44.1759,44.5988,295462.0
2022-05-16,44.1141,44.6938,43.4207,44.1617,285586.0
2022-05-17,45.1785,46.0148,44.8554,45.8342,240851.0
2022-05-18,45.5776,46.2239,44.6083,44.8649,452647.0
2022-05-19,44.4753,45.4636,44.2852,44.6178,390186.0
2022-05-20,45.055,45.055,43.4869,44.3327,333538.0
2022-05-21,45.055,45.055,43.4869,44.3327,333538.0
2022-05-22,45.055,45.055,43.4869,44.3327,333538.0
2022-05-23,44.8649,45.5396,44.4895,45.3306,416307.0
2022-05-24,45.4446,45.4446,43.8956,44.5988,471453.0
2022-05-25,44.3422,45.9673,44.2947,45.7202,400330.0
2022-05-26,46.0908,47.3738,45.6822,46.4615,482962.0
2022-05-27,47.0411,47.2977,46.6705,47.2502,320886.0
