,AMCX US Equity,AMCX US Equity,AMCX US Equity,AMCX US Equity,AMCX US Equity
2020-05-05,21.5,25.19,21.5,22.87,1628140.0
2020-05-06,22.96,24.46,22.87,24.01,1229565.0
2020-05-07,24.36,25.65,24.0,24.12,720583.0
2020-05-08,24.61,26.13,24.5622,26.03,659413.0
2020-05-09,24.61,26.13,24.5622,26.03,659413.0
2020-05-10,24.61,26.13,24.5622,26.03,659413.0
2020-05-11,25.77,26.02,25.13,25.34,657118.0
2020-05-12,25.41,31.11,25.38,28.34,4385773.0
2020-05-13,28.5,28.6,25.18,26.14,2101442.0
2020-05-14,25.51,27.9,25.26,27.845,1309842.0
2020-05-15,27.89,28.64,27.29,27.58,1030923.0
2020-05-16,27.89,28.64,27.29,27.58,1030923.0
2020-05-17,27.89,28.64,27.29,27.58,1030923.0
2020-05-18,28.24,28.91,27.74,27.89,896954.0
2020-05-19,27.78,29.01,27.34,28.45,671633.0
2020-05-20,29.11,30.53,29.11,30.26,940867.0
2020-05-21,30.0,30.865,30.0,30.71,617291.0
2020-05-22,30.52,31.0,29.06,29.16,815473.0
2020-05-23,30.52,31.0,29.06,29.16,815473.0
2020-05-24,30.52,31.0,29.06,29.16,815473.0
2020-05-25,30.52,31.0,29.06,29.16,815473.0
2020-05-26,30.38,30.38,29.255,29.91,887395.0
2020-05-27,30.19,31.22,29.76,30.02,991344.0
2020-05-28,30.14,30.28,28.39,28.61,602718.0
2020-05-29,28.32,28.81,27.74,28.27,640158.0
2020-05-30,28.32,28.81,27.74,28.27,640158.0
2020-05-31,28.32,28.81,27.74,28.27,640158.0
2020-06-01,28.52,30.34,28.35,29.89,739150.0
2020-06-02,30.03,30.68,28.975,29.57,838076.0
2020-06-03,30.25,32.3,29.9,31.8,829144.0
2020-06-04,31.55,32.33,30.92,32.16,794909.0
2020-06-05,33.62,34.46,33.05,33.31,1008430.0
2020-06-06,33.62,34.46,33.05,33.31,1008430.0
2020-06-07,33.62,34.46,33.05,33.31,1008430.0
2020-06-08,33.94,34.45,33.54,34.23,811034.0
2020-06-09,33.79,33.79,31.215,31.34,907322.0
2020-06-10,31.29,31.29,29.76,29.88,815003.0
2020-06-11,28.43,29.14,27.73,28.33,917490.0
2020-06-12,29.52,29.54,26.97,27.89,862896.0
2020-06-13,29.52,29.54,26.97,27.89,862896.0
2020-06-14,29.52,29.54,26.97,27.89,862896.0
2020-06-15,26.92,30.4825,26.75,29.35,872877.0
2020-06-16,30.66,30.66,27.4516,27.76,1108389.0
2020-06-17,27.64,27.64,26.25,26.49,1215175.0
2020-06-18,26.19,27.33,25.85,27.02,1127240.0
2020-06-19,27.45,27.88,26.125,26.62,1505708.0
2020-06-20,27.45,27.88,26.125,26.62,1505708.0
2020-06-21,27.45,27.88,26.125,26.62,1505708.0
2020-06-22,26.65,27.4,25.98,26.93,792849.0
2020-06-23,27.31,27.36,26.33,26.38,1042368.0
2020-06-24,26.06,26.07,24.59,25.15,1295587.0
2020-06-25,24.99,24.99,23.83,24.4,1091947.0
2020-06-26,24.04,24.52,22.45,22.64,5407101.0
2020-06-27,24.04,24.52,22.45,22.64,5407101.0
2020-06-28,24.04,24.52,22.45,22.64,5407101.0
2020-06-29,22.87,23.73,22.55,23.42,1530715.0
2020-06-30,23.18,23.78,22.7,23.39,1008284.0
2020-07-01,23.14,24.32,23.05,23.41,1210019.0
2020-07-02,23.88,24.04,23.035,23.16,805562.0
2020-07-03,23.88,24.04,23.035,23.16,805562.0
2020-07-04,23.88,24.04,23.035,23.16,805562.0
2020-07-05,23.88,24.04,23.035,23.16,805562.0
2020-07-06,23.62,23.92,22.68,23.22,732150.0
2020-07-07,22.86,23.1,22.24,22.59,1260376.0
2020-07-08,22.38,22.38,21.63,21.92,1053859.0
2020-07-09,21.77,24.75,20.54,23.36,5801297.0
2020-07-10,23.29,24.45,22.85,24.35,1626372.0
2020-07-11,23.29,24.45,22.85,24.35,1626372.0
2020-07-12,23.29,24.45,22.85,24.35,1626372.0
2020-07-13,24.12,25.64,23.85,24.71,1268710.0
2020-07-14,24.39,25.39,23.9,24.56,681923.0
2020-07-15,25.33,26.04,24.99,25.6,831150.0
2020-07-16,25.7,27.01,25.36,26.32,1058816.0
2020-07-17,26.23,26.41,24.73,24.92,1011449.0
2020-07-18,26.23,26.41,24.73,24.92,1011449.0
2020-07-19,26.23,26.41,24.73,24.92,1011449.0
2020-07-20,24.9,25.07,24.02,24.24,535005.0
2020-07-21,24.59,25.25,24.31,24.48,652606.0
2020-07-22,24.34,24.92,24.24,24.59,364150.0
2020-07-23,24.48,25.11,24.09,24.9,502540.0
2020-07-24,24.98,25.74,24.73,24.87,482949.0
2020-07-25,24.98,25.74,24.73,24.87,482949.0
2020-07-26,24.98,25.74,24.73,24.87,482949.0
2020-07-27,24.59,24.59,23.97,24.18,331746.0
2020-07-28,24.08,24.7,24.03,24.11,383809.0
2020-07-29,24.21,24.24,23.12,23.41,515932.0
2020-07-30,23.15,23.5,22.54,23.44,530648.0
2020-07-31,23.27,23.29,22.21,23.1,826487.0
2020-08-01,23.27,23.29,22.21,23.1,826487.0
2020-08-02,23.27,23.29,22.21,23.1,826487.0
2020-08-03,23.13,23.96,22.47,23.93,684985.0
2020-08-04,23.32,25.1328,22.14,24.43,1963784.0
2020-08-05,24.7,24.73,22.635,22.69,1218645.0
2020-08-06,22.86,24.31,22.81,23.55,1177363.0
2020-08-07,23.71,23.83,23.12,23.595,935768.0
2020-08-08,23.71,23.83,23.12,23.595,935768.0
2020-08-09,23.71,23.83,23.12,23.595,935768.0
2020-08-10,23.85,24.35,23.53,23.98,750768.0
2020-08-11,24.34,26.29,24.34,25.33,1513932.0
2020-08-12,25.71,25.775,24.03,25.02,972125.0
2020-08-13,24.73,25.27,24.49,24.89,455963.0
2020-08-14,25.0,26.01,24.72,25.2,548477.0
2020-08-15,25.0,26.01,24.72,25.2,548477.0
2020-08-16,25.0,26.01,24.72,25.2,548477.0
2020-08-17,25.2,25.2,24.13,24.63,515921.0
2020-08-18,24.89,24.89,24.18,24.43,448106.0
2020-08-19,24.46,25.09,24.32,24.74,632946.0
2020-08-20,24.41,24.56,23.85,24.31,484624.0
2020-08-21,24.38,24.64,24.0,24.51,645725.0
2020-08-22,24.38,24.64,24.0,24.51,645725.0
2020-08-23,24.38,24.64,24.0,24.51,645725.0
2020-08-24,24.62,25.65,24.61,25.56,544823.0
2020-08-25,25.59,25.79,24.89,25.2,377350.0
2020-08-26,25.2,25.5,24.935,25.04,491245.0
2020-08-27,25.03,25.67,24.79,25.16,392792.0
2020-08-28,25.27,25.55,25.0573,25.39,335832.0
2020-08-29,25.27,25.55,25.0573,25.39,335832.0
2020-08-30,25.27,25.55,25.0573,25.39,335832.0
2020-08-31,25.32,25.36,24.27,24.29,460736.0
2020-09-01,24.27,24.46,22.83,22.895,946706.0
2020-09-02,23.0,23.12,21.69,22.81,1313355.0
2020-09-03,22.97,23.38,21.78,22.29,1393301.0
2020-09-04,22.53,23.36,22.0,23.21,1050005.0
2020-09-05,22.53,23.36,22.0,23.21,1050005.0
2020-09-06,22.53,23.36,22.0,23.21,1050005.0
2020-09-07,22.53,23.36,22.0,23.21,1050005.0
2020-09-08,23.01,23.13,22.22,22.43,636792.0
2020-09-09,22.61,22.61,21.81,22.25,730460.0
2020-09-10,22.29,22.525,21.125,21.22,818001.0
2020-09-11,21.24,21.3899,20.295,20.86,727781.0
2020-09-12,21.24,21.3899,20.295,20.86,727781.0
2020-09-13,21.24,21.3899,20.295,20.86,727781.0
2020-09-14,21.01,22.78,20.95,22.5,1532311.0
2020-09-15,22.26,22.37,20.75,20.77,1663720.0
2020-09-16,24.5,25.37,24.0,25.18,7905221.0
2020-09-17,24.77,25.33,24.63,25.28,1814862.0
2020-09-18,25.02,25.29,24.71,24.98,1475730.0
2020-09-19,25.02,25.29,24.71,24.98,1475730.0
2020-09-20,25.02,25.29,24.71,24.98,1475730.0
2020-09-21,24.76,24.82,24.2,24.51,1679119.0
2020-09-22,24.69,25.0,24.31,24.49,1713757.0
2020-09-23,24.47,24.67,23.8,23.8,2692253.0
2020-09-24,23.77,24.06,23.44,23.66,921010.0
2020-09-25,23.56,24.26,23.55,24.19,708400.0
2020-09-26,23.56,24.26,23.55,24.19,708400.0
2020-09-27,23.56,24.26,23.55,24.19,708400.0
2020-09-28,24.52,24.92,24.44,24.72,838797.0
2020-09-29,24.67,24.96,24.02,24.6,1128036.0
2020-09-30,24.76,25.03,24.6,24.71,801565.0
2020-10-01,24.63,25.04,24.02,24.26,1637013.0
2020-10-02,23.88,24.28,23.68,24.05,2017961.0
2020-10-03,23.88,24.28,23.68,24.05,2017961.0
2020-10-04,23.88,24.28,23.68,24.05,2017961.0
2020-10-05,24.31,24.63,23.37,23.69,1228548.0
2020-10-06,23.9,24.2,23.61,23.63,1331209.0
2020-10-07,23.83,24.25,23.83,23.89,1065215.0
2020-10-08,24.11,24.36,23.85,24.0,2269485.0
2020-10-09,24.21,24.25,23.7101,23.75,2151795.0
2020-10-10,24.21,24.25,23.7101,23.75,2151795.0
2020-10-11,24.21,24.25,23.7101,23.75,2151795.0
2020-10-12,23.79,24.595,23.79,24.58,1913742.0
2020-10-13,24.58,24.695,24.17,24.45,3481335.0
2020-10-14,24.695,24.695,23.7,23.74,3306010.0
2020-10-15,22.7,22.75,21.8,22.62,7670641.0
2020-10-16,22.64,23.61,22.31,23.275,4097672.0
2020-10-17,22.64,23.61,22.31,23.275,4097672.0
2020-10-18,22.64,23.61,22.31,23.275,4097672.0
2020-10-19,22.69,24.14,22.63,23.0,1972436.0
2020-10-20,23.26,23.46,23.0445,23.14,1028967.0
2020-10-21,23.07,24.665,22.67,24.51,2122630.0
2020-10-22,24.72,24.99,23.69,23.91,921902.0
2020-10-23,24.0,24.13,23.19,23.36,1199785.0
2020-10-24,24.0,24.13,23.19,23.36,1199785.0
2020-10-25,24.0,24.13,23.19,23.36,1199785.0
2020-10-26,23.18,23.24,22.45,22.76,2102714.0
2020-10-27,22.47,22.47,21.52,21.99,2225333.0
2020-10-28,21.52,21.62,20.94,20.97,1577278.0
2020-10-29,20.72,21.51,20.16,21.31,1474408.0
2020-10-30,21.38,21.5952,20.48,21.25,1628935.0
2020-10-31,21.38,21.5952,20.48,21.25,1628935.0
2020-11-01,21.38,21.5952,20.48,21.25,1628935.0
2020-11-02,22.0,23.02,21.5,22.63,1654726.0
2020-11-03,22.96,23.81,22.768,23.02,1603945.0
2020-11-04,22.51,23.67,22.26,23.26,926784.0
2020-11-05,23.14,23.85,22.89,23.73,1134281.0
2020-11-06,23.82,24.0,23.33,23.89,1106881.0
2020-11-07,23.82,24.0,23.33,23.89,1106881.0
2020-11-08,23.82,24.0,23.33,23.89,1106881.0
2020-11-09,25.47,26.565,24.315,24.97,1984881.0
2020-11-10,25.35,26.45,24.81,26.34,1074294.0
2020-11-11,26.23,26.45,25.23,25.55,1152545.0
2020-11-12,25.34,25.6662,24.7783,24.86,584256.0
2020-11-13,25.29,26.37,24.885,26.36,909813.0
2020-11-14,25.29,26.37,24.885,26.36,909813.0
2020-11-15,25.29,26.37,24.885,26.36,909813.0
2020-11-16,26.98,28.52,26.8,28.39,1182292.0
2020-11-17,28.07,30.13,27.34,29.53,1894842.0
2020-11-18,29.58,30.61,28.91,28.98,1453426.0
2020-11-19,28.64,29.03,27.865,29.0,653239.0
2020-11-20,29.05,30.15,28.96,30.12,1301522.0
2020-11-21,29.05,30.15,28.96,30.12,1301522.0
2020-11-22,29.05,30.15,28.96,30.12,1301522.0
2020-11-23,30.0,31.45,29.8,31.32,1519079.0
2020-11-24,31.79,33.06,31.48,32.99,953755.0
2020-11-25,33.2,33.68,32.34,33.15,1257165.0
2020-11-26,33.2,33.68,32.34,33.15,1257165.0
2020-11-27,35.03,35.82,33.97,34.11,2702888.0
2020-11-28,35.03,35.82,33.97,34.11,2702888.0
2020-11-29,35.03,35.82,33.97,34.11,2702888.0
2020-11-30,33.34,34.5,32.91,32.97,2002074.0
2020-12-01,34.03,34.23,31.8,32.36,6780438.0
2020-12-02,32.05,32.68,31.3,32.42,669004.0
2020-12-03,32.55,33.09,31.88,32.4,641784.0
2020-12-04,32.66,33.36,32.09,33.03,493798.0
2020-12-05,32.66,33.36,32.09,33.03,493798.0
2020-12-06,32.66,33.36,32.09,33.03,493798.0
2020-12-07,32.86,33.3,32.0,32.11,510391.0
2020-12-08,31.275,32.14,30.89,31.07,591342.0
2020-12-09,31.37,32.81,31.21,32.39,744428.0
2020-12-10,31.74,32.92,31.59,32.73,549296.0
2020-12-11,32.66,33.33,32.0,32.18,838375.0
2020-12-12,32.66,33.33,32.0,32.18,838375.0
2020-12-13,32.66,33.33,32.0,32.18,838375.0
2020-12-14,32.89,33.1,31.65,32.31,472529.0
2020-12-15,32.7,33.14,31.87,32.85,438087.0
2020-12-16,32.89,32.945,31.95,31.96,673785.0
2020-12-17,31.94,32.55,31.16,32.4,590894.0
2020-12-18,32.47,32.47,31.5,32.07,2167385.0
2020-12-19,32.47,32.47,31.5,32.07,2167385.0
2020-12-20,32.47,32.47,31.5,32.07,2167385.0
2020-12-21,32.07,32.07,30.91,31.69,590343.0
2020-12-22,31.99,31.99,30.47,31.51,526116.0
2020-12-23,31.9,33.9,31.89,33.735,918296.0
2020-12-24,33.62,33.76,32.81,32.93,309241.0
2020-12-25,33.62,33.76,32.81,32.93,309241.0
2020-12-26,33.62,33.76,32.81,32.93,309241.0
2020-12-27,33.62,33.76,32.81,32.93,309241.0
2020-12-28,33.1,35.1,32.73,34.2,3000617.0
2020-12-29,33.99,34.93,33.715,34.89,707042.0
2020-12-30,35.28,35.71,34.8813,35.47,582390.0
2020-12-31,35.37,36.57,35.22,35.77,912026.0
2021-01-01,35.37,36.57,35.22,35.77,912026.0
2021-01-02,35.37,36.57,35.22,35.77,912026.0
2021-01-03,35.37,36.57,35.22,35.77,912026.0
2021-01-04,35.83,36.3595,34.58,35.6,731904.0
2021-01-05,35.63,36.42,35.0,36.14,472745.0
2021-01-06,36.75,38.68,36.59,37.99,987848.0
2021-01-07,38.5,38.92,37.61,38.65,712305.0
2021-01-08,38.91,39.34,37.86,39.18,469472.0
2021-01-09,38.91,39.34,37.86,39.18,469472.0
2021-01-10,38.91,39.34,37.86,39.18,469472.0
2021-01-11,38.89,40.74,38.03,39.99,871684.0
2021-01-12,40.13,41.91,40.0,41.11,800800.0
2021-01-13,40.61,42.15,40.21,41.49,1305388.0
2021-01-14,41.86,43.7,41.14,42.95,1839766.0
2021-01-15,41.96,42.87,41.01,42.05,480888.0
2021-01-16,41.96,42.87,41.01,42.05,480888.0
2021-01-17,41.96,42.87,41.01,42.05,480888.0
2021-01-18,41.96,42.87,41.01,42.05,480888.0
2021-01-19,42.47,43.79,42.0501,43.69,789268.0
2021-01-20,44.09,44.62,42.72,43.0,745673.0
2021-01-21,43.06,43.93,42.0,43.09,703769.0
2021-01-22,42.5,50.33,41.77,49.38,1914953.0
2021-01-23,42.5,50.33,41.77,49.38,1914953.0
2021-01-24,42.5,50.33,41.77,49.38,1914953.0
2021-01-25,50.88,58.33,50.32,54.41,7074747.0
2021-01-26,55.18,61.0,54.02,59.83,3257697.0
2021-01-27,64.9,73.0,46.55,48.27,8069792.0
2021-01-28,52.86,55.32,46.8,47.74,6244239.0
2021-01-29,48.7203,53.19,48.08,49.42,2068499.0
2021-01-30,48.7203,53.19,48.08,49.42,2068499.0
2021-01-31,48.7203,53.19,48.08,49.42,2068499.0
2021-02-01,49.34,52.25,46.55,51.67,1631966.0
2021-02-02,50.31,50.9978,45.24,45.79,2145319.0
2021-02-03,46.1146,47.56,45.15,47.0,1005000.0
2021-02-04,46.75,46.8,44.14,44.81,785286.0
2021-02-05,45.15,47.43,44.54,46.87,788032.0
2021-02-06,45.15,47.43,44.54,46.87,788032.0
2021-02-07,45.15,47.43,44.54,46.87,788032.0
2021-02-08,45.8631,47.77,45.8631,47.22,382590.0
2021-02-09,46.69,46.8939,45.24,46.45,644250.0
2021-02-10,46.99,47.76,45.0,47.44,596948.0
2021-02-11,47.68,47.68,45.16,47.18,660025.0
2021-02-12,47.05,49.97,46.0501,49.55,862963.0
2021-02-13,47.05,49.97,46.0501,49.55,862963.0
2021-02-14,47.05,49.97,46.0501,49.55,862963.0
2021-02-15,47.05,49.97,46.0501,49.55,862963.0
2021-02-16,49.6,51.51,48.93,49.86,610938.0
2021-02-17,49.8,51.42,48.49,51.16,674072.0
2021-02-18,50.76,52.51,50.1,50.48,476882.0
2021-02-19,50.63,51.53,49.76,50.27,405518.0
2021-02-20,50.63,51.53,49.76,50.27,405518.0
2021-02-21,50.63,51.53,49.76,50.27,405518.0
2021-02-22,51.68,55.74,50.7336,53.85,1075547.0
2021-02-23,52.88,53.1,49.57,51.92,578075.0
2021-02-24,52.4,54.845,52.15,54.31,528390.0
2021-02-25,55.31,55.99,52.23,53.07,935344.0
2021-02-26,57.0,70.71,56.5,65.59,3359235.0
2021-02-27,57.0,70.71,56.5,65.59,3359235.0
2021-02-28,57.0,70.71,56.5,65.59,3359235.0
2021-03-01,65.3,72.95,63.7694,71.13,1506232.0
2021-03-02,69.29,72.411,66.77,67.14,1434106.0
2021-03-03,69.13,74.05,68.3379,68.74,1099873.0
2021-03-04,69.07,71.99,66.17,68.15,1256232.0
2021-03-05,67.39,69.75,66.17,69.07,775803.0
2021-03-06,67.39,69.75,66.17,69.07,775803.0
2021-03-07,67.39,69.75,66.17,69.07,775803.0
2021-03-08,69.64,75.15,64.98,74.37,1288567.0
2021-03-09,74.06,74.99,69.13,71.28,794238.0
2021-03-10,68.6,72.38,66.78,71.33,841116.0
2021-03-11,71.0,73.87,70.295,73.6,806438.0
2021-03-12,73.84,78.99,72.16,78.63,991029.0
2021-03-13,73.84,78.99,72.16,78.63,991029.0
2021-03-14,73.84,78.99,72.16,78.63,991029.0
2021-03-15,78.0,83.63,76.0,76.17,930292.0
2021-03-16,76.13,79.41,75.22,76.31,473966.0
2021-03-17,75.13,75.13,70.32,72.57,771650.0
2021-03-18,71.56,73.05,69.69,70.01,538421.0
2021-03-19,69.53,71.94,68.98,69.27,886101.0
2021-03-20,69.53,71.94,68.98,69.27,886101.0
2021-03-21,69.53,71.94,68.98,69.27,886101.0
2021-03-22,69.69,69.9,67.3,69.19,498244.0
2021-03-23,67.63,67.905,64.39,64.74,531070.0
2021-03-24,65.31,65.89,60.37,60.51,680765.0
2021-03-25,59.94,61.64,58.333,60.87,495630.0
2021-03-26,59.0,59.94,49.2,54.01,2522020.0
2021-03-27,59.0,59.94,49.2,54.01,2522020.0
2021-03-28,59.0,59.94,49.2,54.01,2522020.0
2021-03-29,54.87,56.51,51.08,52.5,1023412.0
2021-03-30,53.39,55.0,52.0,53.76,598961.0
2021-03-31,53.55,54.785,52.39,53.16,653408.0
2021-04-01,53.48,54.67,52.84,53.56,500423.0
2021-04-02,53.48,54.67,52.84,53.56,500423.0
2021-04-03,53.48,54.67,52.84,53.56,500423.0
2021-04-04,53.48,54.67,52.84,53.56,500423.0
2021-04-05,53.63,54.02,50.39,51.8,626325.0
2021-04-06,52.27,54.41,52.2,53.67,479459.0
2021-04-07,53.69,54.06,50.67,52.19,466094.0
2021-04-08,52.17,52.21,50.5,51.48,320208.0
2021-04-09,51.47,52.3505,50.8,51.62,289234.0
2021-04-10,51.47,52.3505,50.8,51.62,289234.0
2021-04-11,51.47,52.3505,50.8,51.62,289234.0
2021-04-12,52.16,52.58,50.96,51.74,420342.0
2021-04-13,52.14,53.5,51.26,52.39,459319.0
2021-04-14,51.83,54.22,51.06,53.08,566981.0
2021-04-15,53.61,53.9,50.75,51.64,404647.0
2021-04-16,52.36,53.76,51.6701,52.86,343258.0
2021-04-17,52.36,53.76,51.6701,52.86,343258.0
2021-04-18,52.36,53.76,51.6701,52.86,343258.0
2021-04-19,52.86,53.66,51.25,52.29,538753.0
2021-04-20,51.59,52.19,50.42,51.31,534772.0
2021-04-21,50.9,53.15,50.43,52.06,501646.0
2021-04-22,52.7,53.3,50.97,52.0,378044.0
2021-04-23,52.25,53.45,51.44,52.54,314438.0
2021-04-24,52.25,53.45,51.44,52.54,314438.0
2021-04-25,52.25,53.45,51.44,52.54,314438.0
2021-04-26,53.2022,53.35,50.55,52.31,283998.0
2021-04-27,52.81,53.99,52.43,53.0,277959.0
2021-04-28,53.0,53.19,51.99,52.73,215663.0
2021-04-29,53.1,53.29,50.49,51.15,365648.0
2021-04-30,50.81,51.19,50.0,50.28,528385.0
2021-05-01,50.81,51.19,50.0,50.28,528385.0
2021-05-02,50.81,51.19,50.0,50.28,528385.0
2021-05-03,50.62,50.7,47.92,47.94,841774.0
2021-05-04,47.5,47.675,46.19,47.06,654149.0
2021-05-05,47.57,47.6,44.98,45.15,932747.0
2021-05-06,45.77,46.03,44.55,45.55,368838.0
2021-05-07,46.86,49.435,45.27,47.22,513035.0
2021-05-08,46.86,49.435,45.27,47.22,513035.0
2021-05-09,46.86,49.435,45.27,47.22,513035.0
2021-05-10,45.98,48.49,45.98,47.26,472860.0
2021-05-11,46.74,47.945,45.3,47.91,287142.0
2021-05-12,47.75,48.265,45.63,46.08,325534.0
2021-05-13,46.44,48.61,46.31,47.45,476276.0
2021-05-14,48.52,49.36,47.71,49.22,385946.0
2021-05-15,48.52,49.36,47.71,49.22,385946.0
2021-05-16,48.52,49.36,47.71,49.22,385946.0
2021-05-17,50.77,50.99,47.05,47.53,504519.0
2021-05-18,47.54,48.81,47.05,48.01,321532.0
2021-05-19,47.14,49.165,47.1,49.02,288104.0
2021-05-20,49.2,50.14,48.77,49.93,302710.0
2021-05-21,50.28,51.75,49.68,50.97,526114.0
2021-05-22,50.28,51.75,49.68,50.97,526114.0
2021-05-23,50.28,51.75,49.68,50.97,526114.0
2021-05-24,51.61,51.71,49.99,50.42,482782.0
2021-05-25,50.36,51.91,49.82,49.89,400723.0
2021-05-26,50.03,51.95,50.03,51.73,279521.0
2021-05-27,52.34,53.5,51.97,53.31,490300.0
2021-05-28,53.83,53.9,52.88,53.68,501515.0
2021-05-29,53.83,53.9,52.88,53.68,501515.0
2021-05-30,53.83,53.9,52.88,53.68,501515.0
2021-05-31,53.83,53.9,52.88,53.68,501515.0
2021-06-01,54.1,54.26,52.98,54.25,457488.0
2021-06-02,54.73,55.37,53.895,55.32,724654.0
2021-06-03,55.09,56.97,54.41,56.77,981440.0
2021-06-04,56.62,67.4,56.62,66.8,3026570.0
2021-06-05,56.62,67.4,56.62,66.8,3026570.0
2021-06-06,56.62,67.4,56.62,66.8,3026570.0
2021-06-07,68.17,70.05,65.34,70.0,1339552.0
2021-06-08,68.7,72.1,68.68,71.43,988934.0
2021-06-09,71.02,72.8,66.02,66.16,844820.0
2021-06-10,66.24,66.96,62.865,63.05,457605.0
2021-06-11,63.7,65.06,62.88,64.97,311630.0
2021-06-12,63.7,65.06,62.88,64.97,311630.0
2021-06-13,63.7,65.06,62.88,64.97,311630.0
2021-06-14,64.71,65.88,63.99,65.1,426890.0
2021-06-15,65.12,65.96,62.445,63.35,448120.0
2021-06-16,63.29,64.79,62.585,64.43,363551.0
2021-06-17,63.99,64.8,60.51,61.62,479632.0
2021-06-18,60.31,61.91,59.54,61.44,706555.0
2021-06-19,60.31,61.91,59.54,61.44,706555.0
2021-06-20,60.31,61.91,59.54,61.44,706555.0
2021-06-21,62.14,62.89,60.7,61.26,371189.0
2021-06-22,61.42,63.37,59.97,62.78,398786.0
2021-06-23,62.69,65.23,62.63,64.31,335409.0
2021-06-24,64.42,65.41,63.77,64.96,228280.0
2021-06-25,65.28,66.22,64.51,65.15,612473.0
2021-06-26,65.28,66.22,64.51,65.15,612473.0
2021-06-27,65.28,66.22,64.51,65.15,612473.0
2021-06-28,64.89,66.98,64.54,66.73,325285.0
2021-06-29,66.73,67.87,66.23,66.73,223140.0
2021-06-30,66.69,67.45,66.0042,66.8,294037.0
2021-07-01,67.11,68.0,65.77,65.99,425181.0
2021-07-02,66.31,67.47,65.0032,66.86,288881.0
2021-07-03,66.31,67.47,65.0032,66.86,288881.0
2021-07-04,66.31,67.47,65.0032,66.86,288881.0
2021-07-05,66.31,67.47,65.0032,66.86,288881.0
2021-07-06,66.83,66.83,61.72,61.84,386390.0
2021-07-07,61.09,62.04,59.74,60.97,255652.0
2021-07-08,59.55,60.514,57.28,58.86,304093.0
2021-07-09,60.04,61.05,59.55,60.92,180061.0
2021-07-10,60.04,61.05,59.55,60.92,180061.0
2021-07-11,60.04,61.05,59.55,60.92,180061.0
2021-07-12,60.08,63.21,59.53,62.71,420229.0
2021-07-13,61.98,62.58,58.8,58.98,334232.0
2021-07-14,59.35,59.5,57.17,57.48,216882.0
2021-07-15,57.57,58.27,54.67,55.54,243565.0
2021-07-16,56.16,56.99,54.6,55.01,293110.0
2021-07-17,56.16,56.99,54.6,55.01,293110.0
2021-07-18,56.16,56.99,54.6,55.01,293110.0
2021-07-19,53.585,54.9065,52.69,53.07,372733.0
2021-07-20,53.51,54.77,52.75,54.36,234590.0
2021-07-21,54.99,57.98,54.8,56.54,309853.0
2021-07-22,54.85,54.85,52.81,53.43,337153.0
2021-07-23,53.98,54.44,51.64,52.23,344754.0
2021-07-24,53.98,54.44,51.64,52.23,344754.0
2021-07-25,53.98,54.44,51.64,52.23,344754.0
2021-07-26,52.96,55.05,52.66,54.65,280210.0
2021-07-27,53.92,53.97,52.26,53.14,282811.0
2021-07-28,53.2,54.28,51.73,52.6,313520.0
2021-07-29,53.39,54.085,51.62,51.63,269917.0
2021-07-30,51.18,51.7,49.38,50.04,294128.0
2021-07-31,51.18,51.7,49.38,50.04,294128.0
2021-08-01,51.18,51.7,49.38,50.04,294128.0
2021-08-02,50.9,51.97,49.57,50.02,310155.0
2021-08-03,49.73,50.07,47.13,47.96,393598.0
2021-08-04,47.09,48.405,47.09,48.05,224230.0
2021-08-05,47.86,50.34,47.86,49.53,302690.0
2021-08-06,52.5,54.36,49.84,52.71,524972.0
2021-08-07,52.5,54.36,49.84,52.71,524972.0
2021-08-08,52.5,54.36,49.84,52.71,524972.0
2021-08-09,52.37,53.59,51.02,52.9,425134.0
2021-08-10,52.64,55.33,52.0,54.34,365187.0
2021-08-11,54.6,55.51,53.37,55.46,417243.0
2021-08-12,55.5,56.04,51.94,52.56,326258.0
2021-08-13,53.04,54.3479,51.1,51.41,207987.0
2021-08-14,53.04,54.3479,51.1,51.41,207987.0
2021-08-15,53.04,54.3479,51.1,51.41,207987.0
2021-08-16,50.73,51.68,49.955,51.24,178157.0
2021-08-17,50.52,51.63,49.09,49.97,280631.0
2021-08-18,50.18,50.79,48.92,49.0,290214.0
2021-08-19,48.45,48.5,46.87,47.33,271392.0
2021-08-20,47.2,48.96,47.1,48.06,172428.0
2021-08-21,47.2,48.96,47.1,48.06,172428.0
2021-08-22,47.2,48.96,47.1,48.06,172428.0
2021-08-23,48.48,49.75,47.71,49.33,202382.0
2021-08-24,49.67,49.99,48.29,48.7,353007.0
2021-08-25,48.77,49.35,47.16,47.16,471755.0
2021-08-26,47.13,47.31,45.72,46.58,384678.0
2021-08-27,46.85,49.12,46.41,48.24,299865.0
2021-08-28,46.85,49.12,46.41,48.24,299865.0
2021-08-29,46.85,49.12,46.41,48.24,299865.0
2021-08-30,48.46,48.69,46.51,47.69,152308.0
2021-08-31,47.74,49.175,47.36,47.53,573184.0
2021-09-01,48.16,48.44,46.5,47.28,399576.0
2021-09-02,47.45,48.17,46.72,46.96,215945.0
2021-09-03,46.96,46.96,45.31,45.53,265213.0
2021-09-04,46.96,46.96,45.31,45.53,265213.0
2021-09-05,46.96,46.96,45.31,45.53,265213.0
2021-09-06,46.96,46.96,45.31,45.53,265213.0
2021-09-07,45.52,46.61,44.34,44.59,396090.0
