,BRK/B US Equity,BRK/B US Equity,BRK/B US Equity,BRK/B US Equity,BRK/B US Equity
2021-04-20,268.53,269.31,266.801,267.89,3741695.0
2021-04-21,267.8,272.46,267.75,272.21,3897511.0
2021-04-22,272.04,272.08,268.78,269.51,3734218.0
2021-04-23,269.86,272.6906,269.56,271.98,3684487.0
2021-04-24,269.86,272.6906,269.56,271.98,3684487.0
2021-04-25,269.86,272.6906,269.56,271.98,3684487.0
2021-04-26,272.28,273.98,270.63,270.86,3577632.0
2021-04-27,271.07,274.16,270.05,273.65,3176319.0
2021-04-28,273.54,273.96,272.13,272.95,3176106.0
2021-04-29,274.47,277.79,274.35,277.6,4543724.0
2021-04-30,276.29,277.41,274.21,274.95,5213541.0
2021-05-01,276.29,277.41,274.21,274.95,5213541.0
2021-05-02,276.29,277.41,274.21,274.95,5213541.0
2021-05-03,278.55,281.12,277.67,279.18,5185658.0
2021-05-04,278.54,280.8,276.78,280.26,4467147.0
2021-05-05,282.52,284.24,282.12,282.76,4348076.0
2021-05-06,284.69,290.0,284.05,289.71,5965549.0
2021-05-07,289.97,291.07,287.77,290.93,6101832.0
2021-05-08,289.97,291.07,287.77,290.93,6101832.0
2021-05-09,289.97,291.07,287.77,290.93,6101832.0
2021-05-10,292.345,295.083,292.07,292.33,4542731.0
2021-05-11,289.84,290.51,284.29,285.63,6814899.0
2021-05-12,285.46,286.12,282.55,282.91,5313010.0
2021-05-13,282.91,288.37,282.85,286.9,5246624.0
2021-05-14,288.67,291.375,288.67,290.68,4263393.0
2021-05-15,288.67,291.375,288.67,290.68,4263393.0
2021-05-16,288.67,291.375,288.67,290.68,4263393.0
2021-05-17,289.99,290.47,288.07,289.22,3885487.0
2021-05-18,290.2,290.31,287.24,287.59,4361282.0
2021-05-19,284.11,286.56,282.57,286.22,5272133.0
2021-05-20,288.41,289.135,285.9,286.73,4143635.0
2021-05-21,287.12,289.35,286.75,287.74,4232598.0
2021-05-22,287.12,289.35,286.75,287.74,4232598.0
2021-05-23,287.12,289.35,286.75,287.74,4232598.0
2021-05-24,289.11,290.41,287.91,289.73,3947879.0
2021-05-25,290.19,291.6,287.11,287.2,4754083.0
2021-05-26,289.64,289.64,285.75,287.33,4756875.0
2021-05-27,288.57,289.99,286.57,289.3,6610596.0
2021-05-28,289.68,290.46,288.23,289.44,4522664.0
2021-05-29,289.68,290.46,288.23,289.44,4522664.0
2021-05-30,289.68,290.46,288.23,289.44,4522664.0
2021-05-31,289.68,290.46,288.23,289.44,4522664.0
2021-06-01,291.52,292.07,288.81,289.84,3335983.0
2021-06-02,290.85,290.9,289.22,290.02,3517430.0
2021-06-03,288.36,293.272,288.28,291.97,4099941.0
2021-06-04,292.91,293.08,291.45,292.52,3273412.0
2021-06-05,292.91,293.08,291.45,292.52,3273412.0
2021-06-06,292.91,293.08,291.45,292.52,3273412.0
2021-06-07,292.56,292.58,288.84,289.46,4442470.0
2021-06-08,289.18,289.9,285.7,289.19,5036621.0
2021-06-09,288.88,289.09,287.05,288.58,3502842.0
2021-06-10,289.88,290.81,284.68,284.91,4044608.0
2021-06-11,285.45,287.36,285.02,286.82,3524361.0
2021-06-12,285.45,287.36,285.02,286.82,3524361.0
2021-06-13,285.45,287.36,285.02,286.82,3524361.0
2021-06-14,286.66,286.85,281.5156,283.53,6102270.0
2021-06-15,284.46,284.965,282.65,283.94,3760903.0
2021-06-16,283.73,284.8,281.08,283.11,5629240.0
2021-06-17,284.29,284.5,277.56,278.69,7136848.0
2021-06-18,276.5,276.98,272.455,274.04,12567921.0
2021-06-19,276.5,276.98,272.455,274.04,12567921.0
2021-06-20,276.5,276.98,272.455,274.04,12567921.0
2021-06-21,275.62,278.845,275.4279,277.1,5486192.0
2021-06-22,277.57,277.71,275.93,276.92,5225694.0
2021-06-23,276.89,277.0,274.55,274.66,4539789.0
2021-06-24,275.0,276.5765,274.05,275.49,5458502.0
2021-06-25,276.37,279.31,275.35,278.38,5578532.0
2021-06-26,276.37,279.31,275.35,278.38,5578532.0
2021-06-27,276.37,279.31,275.35,278.38,5578532.0
2021-06-28,278.82,279.06,275.6,276.61,4026852.0
2021-06-29,276.69,277.975,275.245,276.21,4472125.0
2021-06-30,275.89,278.44,275.66,277.92,4477624.0
2021-07-01,278.2,280.3,277.55,280.17,3648864.0
2021-07-02,281.41,281.41,278.57,279.12,3683408.0
2021-07-03,281.41,281.41,278.57,279.12,3683408.0
2021-07-04,281.41,281.41,278.57,279.12,3683408.0
2021-07-05,281.41,281.41,278.57,279.12,3683408.0
2021-07-06,278.28,278.28,275.095,277.32,4402866.0
2021-07-07,275.99,279.69,275.8,279.24,4413063.0
2021-07-08,276.99,277.74,273.16,274.1,5371245.0
2021-07-09,276.03,280.88,275.74,280.49,4897655.0
2021-07-10,276.03,280.88,275.74,280.49,4897655.0
2021-07-11,276.03,280.88,275.74,280.49,4897655.0
2021-07-12,279.05,282.2241,278.2735,280.11,4283827.0
2021-07-13,280.11,280.41,278.36,279.21,3140661.0
2021-07-14,279.07,280.7599,277.77,278.31,4108516.0
2021-07-15,277.13,280.64,277.09,279.72,3276235.0
2021-07-16,280.93,280.93,277.22,277.9,3437180.0
2021-07-17,280.93,280.93,277.22,277.9,3437180.0
2021-07-18,280.93,280.93,277.22,277.9,3437180.0
2021-07-19,274.21,275.5,270.73,272.66,5235001.0
2021-07-20,272.66,277.805,272.0,276.89,4738502.0
2021-07-21,277.64,280.9199,277.63,279.88,3437714.0
2021-07-22,278.59,279.27,277.42,277.7,2566626.0
2021-07-23,279.05,279.92,277.74,278.49,3218484.0
2021-07-24,279.05,279.92,277.74,278.49,3218484.0
2021-07-25,279.05,279.92,277.74,278.49,3218484.0
2021-07-26,277.78,280.25,277.78,278.8,2424999.0
2021-07-27,278.07,281.09,276.91,280.78,3390459.0
2021-07-28,280.8,280.98,277.6,278.1,3795143.0
2021-07-29,279.29,281.24,279.08,279.76,3545503.0
2021-07-30,280.01,281.08,277.6,278.29,3608251.0
2021-07-31,280.01,281.08,277.6,278.29,3608251.0
2021-08-01,280.01,281.08,277.6,278.29,3608251.0
2021-08-02,279.31,281.98,277.73,278.14,3098942.0
2021-08-03,279.05,282.51,276.77,281.8,3631865.0
2021-08-04,280.17,280.92,278.64,278.78,3026158.0
2021-08-05,280.16,282.0,278.33,280.21,3585736.0
2021-08-06,281.82,285.83,281.5,285.63,4838296.0
2021-08-07,281.82,285.83,281.5,285.63,4838296.0
2021-08-08,281.82,285.83,281.5,285.63,4838296.0
2021-08-09,287.86,288.73,286.061,287.23,3678930.0
2021-08-10,287.01,289.06,286.0,288.94,3134725.0
2021-08-11,289.45,291.82,288.83,291.28,3475795.0
2021-08-12,291.81,291.81,288.93,290.24,3171022.0
2021-08-13,290.61,291.05,287.12,287.89,3115822.0
2021-08-14,290.61,291.05,287.12,287.89,3115822.0
2021-08-15,290.61,291.05,287.12,287.89,3115822.0
2021-08-16,287.0,289.49,285.21,289.45,3564606.0
2021-08-17,288.53,290.77,287.6,289.1,3626986.0
2021-08-18,289.0,290.07,285.95,286.36,3882015.0
2021-08-19,284.96,287.155,283.98,285.13,3394084.0
2021-08-20,284.96,285.92,283.95,285.27,2846685.0
2021-08-21,284.96,285.92,283.95,285.27,2846685.0
2021-08-22,284.96,285.92,283.95,285.27,2846685.0
2021-08-23,287.38,287.38,285.39,285.62,2957033.0
2021-08-24,286.01,286.58,284.18,286.02,3187411.0
2021-08-25,286.2,288.56,285.22,287.3,2975425.0
2021-08-26,288.16,288.17,284.985,285.27,3342019.0
2021-08-27,285.62,286.71,285.121,286.6,3485834.0
2021-08-28,285.62,286.71,285.121,286.6,3485834.0
2021-08-29,285.62,286.71,285.121,286.6,3485834.0
2021-08-30,286.3,287.04,285.02,285.66,3505799.0
2021-08-31,285.28,286.33,284.76,285.77,6498911.0
2021-09-01,286.59,287.14,284.85,285.26,3326024.0
2021-09-02,285.35,286.44,284.21,285.05,3969981.0
2021-09-03,284.3,284.82,281.71,281.89,4497446.0
2021-09-04,284.3,284.82,281.71,281.89,4497446.0
2021-09-05,284.3,284.82,281.71,281.89,4497446.0
2021-09-06,284.3,284.82,281.71,281.89,4497446.0
2021-09-07,281.91,281.91,278.73,278.9,4866579.0
2021-09-08,278.18,279.95,277.59,279.34,4647350.0
2021-09-09,278.91,280.11,278.37,278.61,3684442.0
2021-09-10,279.97,279.97,277.49,277.6,4554095.0
2021-09-11,279.97,279.97,277.49,277.6,4554095.0
2021-09-12,279.97,279.97,277.49,277.6,4554095.0
2021-09-13,278.36,280.84,277.82,279.92,4602220.0
2021-09-14,280.54,280.78,276.36,277.2,5283679.0
2021-09-15,277.6,279.06,276.67,278.18,3884425.0
2021-09-16,278.96,279.21,276.21,277.51,4211260.0
2021-09-17,277.64,281.0,275.42,276.76,15864326.0
2021-09-18,277.64,281.0,275.42,276.76,15864326.0
2021-09-19,277.64,281.0,275.42,276.76,15864326.0
2021-09-20,273.05,274.91,271.36,274.2,7645544.0
2021-09-21,276.03,276.22,272.59,273.18,4649584.0
2021-09-22,276.28,276.61,273.67,274.07,5019165.0
2021-09-23,275.15,279.7,275.01,278.12,4732436.0
2021-09-24,278.3,279.13,277.41,277.87,3109731.0
2021-09-25,278.3,279.13,277.41,277.87,3109731.0
2021-09-26,278.3,279.13,277.41,277.87,3109731.0
2021-09-27,279.77,280.625,278.12,279.72,3359132.0
2021-09-28,279.14,281.38,275.82,276.79,4959925.0
2021-09-29,277.03,278.78,275.95,277.29,2952031.0
2021-09-30,278.37,278.37,272.84,272.94,5189361.0
2021-10-01,273.02,277.51,272.22,275.71,3951758.0
2021-10-02,273.02,277.51,272.22,275.71,3951758.0
2021-10-03,273.02,277.51,272.22,275.71,3951758.0
2021-10-04,274.68,276.96,273.05,273.64,4308740.0
2021-10-05,273.86,279.67,273.2,278.05,5070203.0
2021-10-06,276.28,280.3931,274.6101,280.22,3867578.0
2021-10-07,282.14,284.99,282.14,282.95,3795242.0
2021-10-08,282.59,284.72,281.71,284.14,2300367.0
2021-10-09,282.59,284.72,281.71,284.14,2300367.0
2021-10-10,282.59,284.72,281.71,284.14,2300367.0
2021-10-11,284.43,285.61,280.8,280.93,2908483.0
2021-10-12,281.46,281.52,278.215,278.62,3771281.0
2021-10-13,278.47,279.41,275.55,277.9,3312002.0
2021-10-14,280.81,282.38,279.3,281.64,3647106.0
2021-10-15,283.94,284.97,282.27,284.21,4315875.0
2021-10-16,283.94,284.97,282.27,284.21,4315875.0
2021-10-17,283.94,284.97,282.27,284.21,4315875.0
2021-10-18,282.83,283.51,281.57,282.59,3552083.0
2021-10-19,283.6,285.15,283.0501,284.83,2685424.0
2021-10-20,284.34,287.7,284.32,287.49,3148731.0
2021-10-21,286.99,287.28,285.25,286.82,2488982.0
2021-10-22,287.66,289.8,286.24,289.24,3407466.0
2021-10-23,287.66,289.8,286.24,289.24,3407466.0
2021-10-24,287.66,289.8,286.24,289.24,3407466.0
2021-10-25,289.7,290.47,287.6,290.26,3143636.0
2021-10-26,290.65,292.22,290.3,290.85,3884790.0
2021-10-27,290.85,290.945,287.64,287.78,3692629.0
2021-10-28,288.21,289.86,287.2,289.72,3308755.0
2021-10-29,288.81,290.0,286.74,287.01,4421265.0
2021-10-30,288.81,290.0,286.74,287.01,4421265.0
2021-10-31,288.81,290.0,286.74,287.01,4421265.0
2021-11-01,288.05,288.42,285.62,286.24,2889973.0
2021-11-02,286.61,288.5,285.22,287.93,3838375.0
2021-11-03,287.21,288.88,286.13,288.72,2775591.0
2021-11-04,289.13,289.13,285.25,287.69,3427470.0
2021-11-05,288.83,290.7,286.82,287.88,3584224.0
2021-11-06,288.83,290.7,286.82,287.88,3584224.0
2021-11-07,288.83,290.7,286.82,287.88,3584224.0
2021-11-08,290.0,295.65,288.61,288.8,4723236.0
2021-11-09,288.79,288.99,285.3,286.35,3588005.0
2021-11-10,286.49,287.24,284.52,285.32,3422235.0
2021-11-11,286.5,287.07,284.245,284.65,2861553.0
2021-11-12,284.88,286.1,283.8,285.99,2918259.0
2021-11-13,284.88,286.1,283.8,285.99,2918259.0
2021-11-14,284.88,286.1,283.8,285.99,2918259.0
2021-11-15,286.6,286.99,284.24,284.67,3219074.0
2021-11-16,284.47,285.16,283.12,283.36,4260345.0
2021-11-17,283.12,283.12,280.9,281.59,3741007.0
2021-11-18,281.1,281.75,279.25,280.63,3338256.0
2021-11-19,280.96,280.97,278.01,279.99,4542009.0
2021-11-20,280.96,280.97,278.01,279.99,4542009.0
2021-11-21,280.96,280.97,278.01,279.99,4542009.0
2021-11-22,280.73,286.44,280.01,284.97,5036934.0
2021-11-23,285.15,288.73,285.05,288.56,4490739.0
2021-11-24,287.44,288.315,286.09,287.28,4924413.0
2021-11-25,287.44,288.315,286.09,287.28,4924413.0
2021-11-26,280.28,284.71,279.76,283.09,4440721.0
2021-11-27,280.28,284.71,279.76,283.09,4440721.0
2021-11-28,280.28,284.71,279.76,283.09,4440721.0
2021-11-29,284.0,284.98,281.42,282.12,5392385.0
2021-11-30,279.94,280.2,275.89,276.69,9928918.0
2021-12-01,279.54,281.72,274.79,275.0,5171164.0
2021-12-02,276.68,280.37,275.29,279.09,4925721.0
2021-12-03,278.71,279.97,275.27,277.43,5925715.0
2021-12-04,278.71,279.97,275.27,277.43,5925715.0
2021-12-05,278.71,279.97,275.27,277.43,5925715.0
2021-12-06,278.73,283.1678,278.73,281.38,5526940.0
2021-12-07,282.42,285.41,282.12,284.97,5767826.0
2021-12-08,284.97,285.97,282.28,283.72,3257877.0
2021-12-09,283.77,284.95,281.78,284.52,3446249.0
2021-12-10,285.49,288.5,284.23,288.23,4110315.0
2021-12-11,285.49,288.5,284.23,288.23,4110315.0
2021-12-12,285.49,288.5,284.23,288.23,4110315.0
2021-12-13,288.5,291.58,285.84,290.01,4888424.0
2021-12-14,289.67,296.41,289.67,295.03,5994765.0
2021-12-15,295.8199,296.5,292.8133,294.58,5603061.0
2021-12-16,296.88,301.58,295.1,300.17,6542554.0
2021-12-17,297.85,298.0,292.3501,293.66,12772057.0
2021-12-18,297.85,298.0,292.3501,293.66,12772057.0
2021-12-19,297.85,298.0,292.3501,293.66,12772057.0
2021-12-20,290.775,291.58,287.59,289.61,5458419.0
2021-12-21,292.14,295.41,291.5,293.24,3931134.0
2021-12-22,292.86,294.57,291.74,294.41,2446396.0
2021-12-23,295.22,296.78,294.21,294.49,2899917.0
2021-12-24,295.22,296.78,294.21,294.49,2899917.0
2021-12-25,295.22,296.78,294.21,294.49,2899917.0
2021-12-26,295.22,296.78,294.21,294.49,2899917.0
2021-12-27,295.25,296.69,294.46,296.67,2807616.0
2021-12-28,296.96,299.79,296.8,298.29,2575075.0
2021-12-29,299.23,300.65,298.86,299.46,2688431.0
2021-12-30,300.88,301.6463,299.74,299.98,2301253.0
2021-12-31,299.94,300.69,298.84,299.0,2932996.0
2022-01-01,299.94,300.69,298.84,299.0,2932996.0
2022-01-02,299.94,300.69,298.84,299.0,2932996.0
2022-01-03,300.1,301.3,299.2,300.79,3571121.0
2022-01-04,301.65,309.21,301.65,308.53,6006382.0
2022-01-05,309.87,314.48,309.5,309.92,6892257.0
2022-01-06,312.98,314.11,310.22,313.22,5140613.0
2022-01-07,315.56,320.2,314.14,319.78,5622909.0
2022-01-08,315.56,320.2,314.14,319.78,5622909.0
2022-01-09,315.56,320.2,314.14,319.78,5622909.0
2022-01-10,321.4,322.1,315.12,318.93,5814171.0
2022-01-11,318.61,320.0,315.04,319.8,4249181.0
2022-01-12,320.62,321.05,317.26,320.39,3583291.0
2022-01-13,321.0,323.47,320.1,321.26,4279387.0
2022-01-14,318.87,324.405,316.5,324.13,4915639.0
2022-01-15,318.87,324.405,316.5,324.13,4915639.0
2022-01-16,318.87,324.405,316.5,324.13,4915639.0
2022-01-17,318.87,324.405,316.5,324.13,4915639.0
2022-01-18,322.22,323.29,318.07,320.29,5769286.0
2022-01-19,321.35,321.35,314.58,314.75,6091800.0
2022-01-20,315.58,317.18,310.68,311.01,4409303.0
2022-01-21,309.99,311.02,304.14,305.22,6541385.0
2022-01-22,309.99,311.02,304.14,305.22,6541385.0
2022-01-23,309.99,311.02,304.14,305.22,6541385.0
2022-01-24,299.7,304.73,296.085,303.73,8529685.0
2022-01-25,301.87,309.13,294.81,307.19,6438259.0
2022-01-26,310.4,313.33,306.57,309.26,6127231.0
2022-01-27,311.7,315.92,305.3111,307.67,5055361.0
2022-01-28,307.68,313.29,304.0681,312.9,5241647.0
2022-01-29,307.68,313.29,304.0681,312.9,5241647.0
2022-01-30,307.68,313.29,304.0681,312.9,5241647.0
2022-01-31,312.0,313.3,307.84,313.02,5238867.0
2022-02-01,312.64,314.6,310.31,313.96,4348803.0
2022-02-02,313.57,320.1604,313.0,319.6,4634781.0
2022-02-03,319.33,319.65,314.61,315.23,4152449.0
2022-02-04,315.87,317.8387,312.7,314.99,3656465.0
2022-02-05,315.87,317.8387,312.7,314.99,3656465.0
2022-02-06,315.87,317.8387,312.7,314.99,3656465.0
2022-02-07,314.91,318.22,312.06,316.51,3129336.0
2022-02-08,318.27,322.65,316.0,321.44,6238744.0
2022-02-09,323.8,325.63,321.54,322.38,3997452.0
2022-02-10,320.99,322.46,318.485,319.85,7081291.0
2022-02-11,320.01,323.12,317.74,319.14,7497359.0
2022-02-12,320.01,323.12,317.74,319.14,7497359.0
2022-02-13,320.01,323.12,317.74,319.14,7497359.0
2022-02-14,319.61,320.43,312.17,314.28,8131182.0
2022-02-15,316.64,317.9399,314.6901,316.2,3682373.0
2022-02-16,315.0,316.9,314.28,315.65,3975085.0
2022-02-17,314.98,315.44,312.3,313.55,3633337.0
2022-02-18,313.83,315.6767,313.08,314.8,4225597.0
2022-02-19,313.83,315.6767,313.08,314.8,4225597.0
2022-02-20,313.83,315.6767,313.08,314.8,4225597.0
2022-02-21,313.83,315.6767,313.08,314.8,4225597.0
2022-02-22,313.44,315.43,310.55,314.16,5105545.0
2022-02-23,316.081,316.8,309.38,309.99,5033311.0
2022-02-24,301.78,308.81,299.51,308.28,8836304.0
2022-02-25,311.16,321.43,310.78,319.24,7488725.0
2022-02-26,311.16,321.43,310.78,319.24,7488725.0
2022-02-27,311.16,321.43,310.78,319.24,7488725.0
2022-02-28,317.35,322.0,315.19,321.45,7988324.0
2022-03-01,320.26,321.2,313.59,316.84,6444105.0
2022-03-02,319.48,325.75,318.12,323.64,4507185.0
2022-03-03,326.63,329.47,323.8852,327.74,4602678.0
2022-03-04,322.66,325.61,320.12,325.34,4906040.0
2022-03-05,322.66,325.61,320.12,325.34,4906040.0
2022-03-06,322.66,325.61,320.12,325.34,4906040.0
2022-03-07,325.68,326.44,320.35,322.72,5879300.0
2022-03-08,325.3,327.29,318.03,318.52,7911576.0
2022-03-09,326.59,327.47,322.575,325.4,5879917.0
2022-03-10,322.49,325.7,321.58,325.3,3845454.0
2022-03-11,326.53,331.4899,326.23,326.6,5137990.0
2022-03-12,326.53,331.4899,326.23,326.6,5137990.0
2022-03-13,326.53,331.4899,326.23,326.6,5137990.0
2022-03-14,328.65,333.48,327.6498,329.98,5968947.0
2022-03-15,332.7,334.58,329.38,332.55,6931564.0
2022-03-16,335.11,337.34,331.7117,336.11,5929896.0
2022-03-17,337.0,345.13,336.2,344.97,7226002.0
2022-03-18,344.12,346.87,339.27,342.41,8898508.0
2022-03-19,344.12,346.87,339.27,342.41,8898508.0
2022-03-20,344.12,346.87,339.27,342.41,8898508.0
2022-03-21,344.99,351.21,344.3,349.66,6309619.0
2022-03-22,351.01,354.95,348.9,349.93,5774373.0
2022-03-23,349.13,350.79,346.2473,348.16,5644792.0
2022-03-24,351.5,352.5694,349.13,352.37,3947297.0
2022-03-25,353.9,359.01,353.6,358.76,4586000.0
2022-03-26,353.9,359.01,353.6,358.76,4586000.0
2022-03-27,353.9,359.01,353.6,358.76,4586000.0
2022-03-28,360.59,361.38,355.53,359.57,4175531.0
2022-03-29,361.39,362.1,352.55,355.12,5006916.0
2022-03-30,354.66,357.85,351.84,357.61,3913799.0
2022-03-31,359.0,360.0,352.32,352.91,6069877.0
2022-04-01,353.65,354.5824,349.02,351.88,4126275.0
2022-04-02,353.65,354.5824,349.02,351.88,4126275.0
2022-04-03,353.65,354.5824,349.02,351.88,4126275.0
2022-04-04,352.0,352.235,344.31,345.43,5105149.0
2022-04-05,345.77,349.44,344.28,344.8,4254963.0
2022-04-06,341.17,346.97,340.55,344.71,4548141.0
2022-04-07,346.22,347.67,342.4,346.51,3817645.0
2022-04-08,348.93,353.85,347.73,353.1,4495358.0
2022-04-09,348.93,353.85,347.73,353.1,4495358.0
2022-04-10,348.93,353.85,347.73,353.1,4495358.0
2022-04-11,352.98,354.33,349.34,352.02,3129900.0
2022-04-12,352.26,354.0,348.39,349.74,3550367.0
2022-04-13,349.46,350.72,345.245,346.22,3436791.0
2022-04-14,346.16,347.56,344.14,344.33,3285526.0
2022-04-15,346.16,347.56,344.14,344.33,3285526.0
2022-04-16,346.16,347.56,344.14,344.33,3285526.0
2022-04-17,346.16,347.56,344.14,344.33,3285526.0
2022-04-18,344.45,347.1899,343.585,346.65,2518356.0
2022-04-19,347.0,349.13,345.85,348.5,3393483.0
2022-04-20,350.0,350.59,347.7,348.82,3711620.0
2022-04-21,350.86,350.86,342.96,343.6,4034682.0
2022-04-22,342.94,343.21,335.11,335.56,4971203.0
2022-04-23,342.94,343.21,335.11,335.56,4971203.0
2022-04-24,342.94,343.21,335.11,335.56,4971203.0
2022-04-25,332.3,337.85,328.53,336.95,5981550.0
2022-04-26,333.53,337.39,330.36,330.65,4595483.0
2022-04-27,330.6,333.135,328.43,329.58,3727514.0
2022-04-28,331.53,332.06,327.83,331.27,3847727.0
2022-04-29,330.19,330.64,320.5,322.83,5688391.0
2022-04-30,330.19,330.64,320.5,322.83,5688391.0
2022-05-01,330.19,330.64,320.5,322.83,5688391.0
2022-05-02,324.11,324.37,311.74,318.19,6799512.0
2022-05-03,319.42,323.58,317.67,318.99,3875789.0
2022-05-04,319.1,327.28,318.0,326.8,4272974.0
2022-05-05,325.85,325.85,315.16,318.68,5265994.0
2022-05-06,317.99,320.372,314.19,318.88,4200043.0
2022-05-07,317.99,320.372,314.19,318.88,4200043.0
2022-05-08,317.99,320.372,314.19,318.88,4200043.0
2022-05-09,315.35,316.92,311.56,312.96,4884887.0
2022-05-10,315.96,318.11,310.24,312.53,4801061.0
2022-05-11,313.17,317.55,311.01,311.54,4258661.0
2022-05-12,307.95,309.07,302.55,308.06,5683356.0
2022-05-13,311.25,312.47,307.9001,310.36,3771567.0
2022-05-14,311.25,312.47,307.9001,310.36,3771567.0
2022-05-15,311.25,312.47,307.9001,310.36,3771567.0
2022-05-16,310.28,311.95,307.13,309.29,3700581.0
2022-05-17,315.21,315.44,312.1,314.6,4159134.0
2022-05-18,312.94,314.17,305.57,306.64,4427683.0
2022-05-19,303.93,306.3144,301.21,304.15,4743746.0
2022-05-20,307.05,307.46,298.11,304.05,5522056.0
2022-05-21,307.05,307.46,298.11,304.05,5522056.0
2022-05-22,307.05,307.46,298.11,304.05,5522056.0
2022-05-23,307.38,312.44,306.62,310.2,4146033.0
2022-05-24,309.39,310.31,303.75,309.17,3661630.0
2022-05-25,308.59,310.99,305.92,308.64,3706343.0
2022-05-26,311.27,314.39,310.98,312.5,4474454.0
2022-05-27,314.73,319.24,314.15,319.11,4282883.0
2022-05-28,314.73,319.24,314.15,319.11,4282883.0
2022-05-29,314.73,319.24,314.15,319.11,4282883.0
2022-05-30,314.73,319.24,314.15,319.11,4282883.0
2022-05-31,318.98,318.98,314.8,315.98,5704635.0
2022-06-01,316.0,316.7901,309.61,312.21,3796508.0
2022-06-02,312.65,315.09,308.61,314.95,3120233.0
2022-06-03,312.5,313.8,310.3977,310.94,2588108.0
2022-06-04,312.5,313.8,310.3977,310.94,2588108.0
2022-06-05,312.5,313.8,310.3977,310.94,2588108.0
2022-06-06,313.38,315.78,311.48,312.15,2981314.0
2022-06-07,310.58,313.79,309.3932,313.65,2551711.0
2022-06-08,312.16,312.8,307.93,308.74,2878967.0
2022-06-09,308.1,308.38,300.57,300.8,3221154.0
2022-06-10,296.08,298.0,291.61,291.71,5884900.0
2022-06-11,296.08,298.0,291.61,291.71,5884900.0
2022-06-12,296.08,298.0,291.61,291.71,5884900.0
2022-06-13,285.43,287.4347,280.1,281.56,7115907.0
2022-06-14,282.09,283.96,276.1014,277.64,5850444.0
2022-06-15,281.16,282.5,273.87,278.93,5827037.0
2022-06-16,273.39,273.4,266.88,268.56,7212687.0
2022-06-17,268.39,270.5,265.68,268.08,11615422.0
2022-06-18,268.39,270.5,265.68,268.08,11615422.0
2022-06-19,268.39,270.5,265.68,268.08,11615422.0
2022-06-20,268.39,270.5,265.68,268.08,11615422.0
2022-06-21,273.85,273.98,270.34,271.77,4907077.0
2022-06-22,267.38,273.395,267.38,269.79,4225967.0
2022-06-23,269.85,270.71,263.68,267.52,4732399.0
2022-06-24,268.97,279.67,268.5701,278.28,6454976.0
2022-06-25,268.97,279.67,268.5701,278.28,6454976.0
2022-06-26,268.97,279.67,268.5701,278.28,6454976.0
2022-06-27,280.53,282.03,277.61,278.4,4136747.0
2022-06-28,280.51,282.45,273.68,273.86,4018337.0
2022-06-29,274.95,275.94,272.97,273.49,3010168.0
2022-06-30,270.51,274.92,268.68,273.02,4625535.0
2022-07-01,272.5,278.4,271.63,277.5,3668568.0
2022-07-02,272.5,278.4,271.63,277.5,3668568.0
2022-07-03,272.5,278.4,271.63,277.5,3668568.0
2022-07-04,272.5,278.4,271.63,277.5,3668568.0
2022-07-05,274.2,275.86,271.39,275.69,3677878.0
2022-07-06,274.84,277.51,272.87,275.65,3034444.0
2022-07-07,277.5,279.59,277.1,279.28,3952851.0
2022-07-08,279.79,282.61,279.25,280.83,2985777.0
2022-07-09,279.79,282.61,279.25,280.83,2985777.0
2022-07-10,279.79,282.61,279.25,280.83,2985777.0
2022-07-11,279.38,281.4563,277.8701,278.51,2865411.0
2022-07-12,277.57,282.18,276.655,277.28,3033742.0
2022-07-13,275.37,280.09,274.4529,277.47,4199491.0
2022-07-14,273.0,275.345,271.2,274.41,3889463.0
2022-07-15,277.53,280.0,276.06,278.48,4548506.0
2022-07-16,277.53,280.0,276.06,278.48,4548506.0
2022-07-17,277.53,280.0,276.06,278.48,4548506.0
2022-07-18,281.5,281.5,275.21,276.26,3274902.0
2022-07-19,279.0,284.08,278.17,283.55,3591904.0
2022-07-20,284.64,286.44,283.9,286.04,3879170.0
2022-07-21,287.0,287.24,282.09,286.85,3700275.0
2022-07-22,288.1,289.4,283.615,285.93,2877341.0
2022-07-23,288.1,289.4,283.615,285.93,2877341.0
2022-07-24,288.1,289.4,283.615,285.93,2877341.0
2022-07-25,287.21,289.065,285.1534,287.99,3138226.0
2022-07-26,287.79,288.7147,284.6546,285.31,2513418.0
2022-07-27,287.67,291.56,285.7,290.3,3616585.0
2022-07-28,291.18,294.03,286.77,293.9,3991272.0
2022-07-29,297.42,302.4,295.4314,300.6,6983576.0
2022-07-30,297.42,302.4,295.4314,300.6,6983576.0
2022-07-31,297.42,302.4,295.4314,300.6,6983576.0
2022-08-01,299.7,299.7,294.83,295.86,4196074.0
2022-08-02,294.87,295.53,291.92,292.17,3168448.0
2022-08-03,295.05,295.88,291.1,294.96,4062173.0
2022-08-04,294.73,295.98,292.62,292.91,3949668.0
2022-08-05,291.87,294.1,290.425,292.07,3397499.0
2022-08-06,291.87,294.1,290.425,292.07,3397499.0
2022-08-07,291.87,294.1,290.425,292.07,3397499.0
2022-08-08,294.87,299.33,292.27,292.34,3969779.0
2022-08-09,293.35,297.5708,291.93,292.77,3873083.0
2022-08-10,296.48,296.93,294.1,295.11,3708840.0
