,HUBB US Equity,HUBB US Equity,HUBB US Equity,HUBB US Equity,HUBB US Equity
2023-08-14,303.9,308.2869,303.3065,307.0653,409898.0
2023-08-15,305.9772,307.9752,302.8119,303.3757,353472.0
2023-08-16,303.5934,306.7933,302.5795,303.1977,226260.0
2023-08-17,303.1186,305.2848,297.0253,297.3517,312513.0
2023-08-18,297.3517,300.2797,296.8275,300.2401,392053.0
2023-08-19,297.3517,300.2797,296.8275,300.2401,392053.0
2023-08-20,297.3517,300.2797,296.8275,300.2401,392053.0
2023-08-21,301.7733,304.7309,299.9978,303.989,251862.0
2023-08-22,304.6715,306.962,301.892,303.8505,212162.0
2023-08-23,304.721,315.6117,302.4855,314.1477,384060.0
2023-08-24,313.6531,318.1835,312.0705,313.0102,389077.0
2023-08-25,313.7619,321.7642,311.6253,319.9541,826860.0
2023-08-26,313.7619,321.7642,311.6253,319.9541,826860.0
2023-08-27,313.7619,321.7642,311.6253,319.9541,826860.0
2023-08-28,319.6474,326.7496,319.6474,322.4567,520993.0
2023-08-29,320.6168,325.3895,320.4289,323.8217,394244.0
2023-08-30,326.7,329.3403,323.3254,324.3278,341496.0
2023-08-31,324.2981,326.313,322.7695,323.6231,266137.0
2023-09-01,324.5958,327.1467,324.3477,326.0847,413263.0
2023-09-02,324.5958,327.1467,324.3477,326.0847,413263.0
2023-09-03,324.5958,327.1467,324.3477,326.0847,413263.0
2023-09-04,324.5958,327.1467,324.3477,326.0847,413263.0
2023-09-05,324.834,325.236,308.9879,311.4047,813122.0
2023-09-06,311.4445,315.9507,310.3129,314.5611,489446.0
2023-09-07,313.8564,324.7298,308.9234,322.6008,468893.0
2023-09-08,322.1244,329.0623,319.7025,325.1318,417109.0
2023-09-09,322.1244,329.0623,319.7025,325.1318,417109.0
2023-09-10,322.1244,329.0623,319.7025,325.1318,417109.0
2023-09-11,324.9432,326.4023,322.2633,324.0201,358640.0
2023-09-12,322.71,329.2013,315.3601,316.5561,365336.0
2023-09-13,315.4544,319.8117,309.7075,313.1914,455060.0
2023-09-14,314.7,318.045,310.035,317.1914,422090.0
2023-09-15,314.6206,316.7745,311.9507,313.499,952197.0
2023-09-16,314.6206,316.7745,311.9507,313.499,952197.0
2023-09-17,314.6206,316.7745,311.9507,313.499,952197.0
2023-09-18,313.7571,322.1144,313.7571,317.8067,315904.0
2023-09-19,316.4072,317.1566,308.7348,312.04,307641.0
2023-09-20,313.4693,315.9904,307.2162,308.1789,386684.0
2023-09-21,306.4221,306.4221,300.5164,302.1938,250105.0
2023-09-22,301.7472,306.2236,301.4296,303.5636,224050.0
2023-09-23,301.7472,306.2236,301.4296,303.5636,224050.0
2023-09-24,301.7472,306.2236,301.4296,303.5636,224050.0
2023-09-25,303.1864,311.8415,302.9978,310.7397,264124.0
2023-09-26,308.6951,310.991,306.0747,306.6008,360294.0
2023-09-27,309.1417,316.3278,306.6206,313.7571,393855.0
2023-09-28,313.8464,319.901,312.5065,315.5437,281241.0
2023-09-29,317.1219,318.0747,311.0177,311.0772,345348.0
2023-09-30,317.1219,318.0747,311.0177,311.0772,345348.0
2023-10-01,317.1219,318.0747,311.0177,311.0772,345348.0
2023-10-02,310.9978,313.2211,303.676,306.9581,545893.0
2023-10-03,306.7894,308.3377,299.4147,303.1665,470199.0
2023-10-04,303.0772,308.6057,301.8018,304.7844,371972.0
2023-10-05,304.8539,305.7075,296.1889,296.963,666921.0
2023-10-06,296.3377,307.2658,292.1988,306.8886,786098.0
2023-10-07,296.3377,307.2658,292.1988,306.8886,786098.0
2023-10-08,296.3377,307.2658,292.1988,306.8886,786098.0
2023-10-09,306.6008,308.839,302.2435,306.1442,189065.0
2023-10-10,307.0673,308.04,302.9283,305.4891,358978.0
2023-10-11,307.3055,308.9333,303.375,308.3179,289327.0
2023-10-12,308.6653,315.3849,304.4866,307.1963,447361.0
2023-10-13,307.2162,308.8241,291.8563,292.5958,624858.0
2023-10-14,307.2162,308.8241,291.8563,292.5958,624858.0
2023-10-15,307.2162,308.8241,291.8563,292.5958,624858.0
2023-10-16,296.5263,305.767,296.1988,301.767,859208.0
2023-10-17,299.4544,302.4618,296.5263,297.4196,11191392.0
2023-10-18,296.4072,296.4072,285.4246,287.772,653318.0
2023-10-19,288.5164,292.9233,281.8663,282.8787,817007.0
2023-10-20,281.896,282.0747,275.6926,277.7869,825502.0
2023-10-21,281.896,282.0747,275.6926,277.7869,825502.0
2023-10-22,281.896,282.0747,275.6926,277.7869,825502.0
2023-10-23,278.2931,281.6826,277.5834,278.2931,523507.0
2023-10-24,281.4097,282.695,278.829,280.1591,418394.0
2023-10-25,282.2633,282.3526,276.6752,277.8067,684310.0
2023-10-26,280.0896,284.0995,279.4841,279.7521,550269.0
2023-10-27,279.3749,281.5189,276.0598,278.9283,486544.0
2023-10-28,279.3749,281.5189,276.0598,278.9283,486544.0
2023-10-29,279.3749,281.5189,276.0598,278.9283,486544.0
2023-10-30,281.1615,282.6305,278.2931,281.2211,553615.0
2023-10-31,263.226,269.6876,246.5213,268.0896,2083450.0
2023-11-01,272.695,280.7943,270.3328,277.0226,1294996.0
2023-11-02,278.2037,279.8414,272.9233,278.6206,798994.0
2023-11-03,280.9035,285.3204,279.5536,279.7422,492222.0
2023-11-04,280.9035,285.3204,279.5536,279.7422,492222.0
2023-11-05,280.9035,285.3204,279.5536,279.7422,492222.0
2023-11-06,280.2484,281.1814,273.3402,276.1789,591005.0
2023-11-07,275.6132,277.0325,272.3774,276.5561,407383.0
2023-11-08,278.7893,283.7223,276.5462,279.3452,419247.0
2023-11-09,282.0846,287.9645,279.3551,282.8886,560289.0
2023-11-10,284.973,287.5536,281.3005,287.365,499034.0
2023-11-11,284.973,287.5536,281.3005,287.365,499034.0
2023-11-12,284.973,287.5536,281.3005,287.365,499034.0
2023-11-13,287.0673,288.9661,284.3576,288.6256,700242.0
2023-11-14,292.7943,297.8961,291.9407,293.3402,492512.0
2023-11-15,294.3526,294.6554,286.1243,287.2558,655723.0
2023-11-16,288.5263,291.6429,284.9233,287.4345,516122.0
2023-11-17,294.7596,299.5139,290.968,298.6206,682353.0
2023-11-18,294.7596,299.5139,290.968,298.6206,682353.0
2023-11-19,294.7596,299.5139,290.968,298.6206,682353.0
2023-11-20,298.6206,300.3477,295.0573,298.5114,582895.0
2023-11-21,296.3675,298.7596,294.968,295.2161,447772.0
2023-11-22,296.2385,298.6653,294.7496,297.499,560271.0
2023-11-23,296.2385,298.6653,294.7496,297.499,560271.0
2023-11-24,298.6305,300.4866,297.5735,298.2931,125624.0
2023-11-25,298.6305,300.4866,297.5735,298.2931,125624.0
2023-11-26,298.6305,300.4866,297.5735,298.2931,125624.0
2023-11-27,297.5189,300.8142,296.7447,298.3626,272842.0
2023-11-28,297.7174,298.5263,292.1889,292.7248,346486.0
2023-11-29,295.5356,297.1851,292.9342,293.6817,241329.0
2023-11-30,295.0771,299.7116,294.6213,299.004,504168.0
2023-12-01,298.2266,303.9874,298.2266,302.4724,222601.0
2023-12-02,298.2266,303.9874,298.2266,302.4724,222601.0
2023-12-03,298.2266,303.9874,298.2266,302.4724,222601.0
2023-12-04,298.7748,303.5389,298.7748,302.3329,337098.0
2023-12-05,301.1369,302.0937,294.9176,298.8246,288229.0
2023-12-06,301.4259,303.9874,299.5422,302.4027,303929.0
2023-12-07,302.7216,305.602,302.0538,305.2333,248241.0
2023-12-08,306.7083,309.8578,305.8761,307.1469,335382.0
2023-12-09,306.7083,309.8578,305.8761,307.1469,335382.0
2023-12-10,306.7083,309.8578,305.8761,307.1469,335382.0
2023-12-11,308.004,314.2632,305.896,313.8246,411934.0
2023-12-12,314.9608,320.5622,312.8379,317.9708,429582.0
2023-12-13,318.0107,319.0273,310.3462,313.8745,559812.0
2023-12-14,319.5456,325.7948,317.8014,325.7051,666426.0
2023-12-15,325.2665,327.3296,322.9492,324.3496,704934.0
2023-12-16,325.2665,327.3296,322.9492,324.3496,704934.0
2023-12-17,325.2665,327.3296,322.9492,324.3496,704934.0
2023-12-18,324.0107,326.034,322.1918,324.0306,355296.0
2023-12-19,325.0472,327.0306,320.4755,322.6153,339120.0
2023-12-20,322.2864,324.4891,319.4559,320.0539,526557.0
2023-12-21,322.2466,325.107,321.0356,323.4725,246129.0
2023-12-22,325.0373,328.0174,324.4492,324.9077,155170.0
2023-12-23,325.0373,328.0174,324.4492,324.9077,155170.0
2023-12-24,325.0373,328.0174,324.4492,324.9077,155170.0
2023-12-25,325.0373,328.0174,324.4492,324.9077,155170.0
2023-12-26,325.2964,328.5356,325.2665,327.7981,162968.0
2023-12-27,327.7981,328.9044,326.1635,326.931,239028.0
2023-12-28,323.6021,328.6453,321.5589,327.0107,462994.0
2023-12-29,326.5821,328.2366,326.0838,327.838,189351.0
2023-12-30,326.5821,328.2366,326.0838,327.838,189351.0
2023-12-31,326.5821,328.2366,326.0838,327.838,189351.0
2024-01-01,326.5821,328.2366,326.0838,327.838,189351.0
2024-01-02,326.0938,327.1104,323.3131,324.8379,263162.0
2024-01-03,323.0041,323.0489,315.7084,315.7881,297020.0
2024-01-04,316.2266,319.426,315.0107,318.8778,373407.0
2024-01-05,319.0273,319.0273,314.328,317.1037,355841.0
2024-01-06,319.0273,319.0273,314.328,317.1037,355841.0
2024-01-07,319.0273,319.0273,314.328,317.1037,355841.0
2024-01-08,318.8379,322.3562,316.2665,321.808,295282.0
2024-01-09,319.8545,328.2067,317.9708,326.6619,464796.0
2024-01-10,328.3662,328.3662,323.8612,324.6087,384072.0
2024-01-11,324.1702,326.8712,318.3296,326.6021,348873.0
2024-01-12,327.9576,327.9576,321.1403,326.5423,201285.0
2024-01-13,327.9576,327.9576,321.1403,326.5423,201285.0
2024-01-14,327.9576,327.9576,321.1403,326.5423,201285.0
2024-01-15,327.9576,327.9576,321.1403,326.5423,201285.0
2024-01-16,325.1768,326.7416,323.0938,325.3363,211468.0
2024-01-17,323.1635,327.4791,318.0007,320.5522,210885.0
2024-01-18,321.7981,325.3134,321.205,324.6087,152434.0
2024-01-19,325.7449,330.8978,322.3861,328.5257,492591.0
2024-01-20,325.7449,330.8978,322.3861,328.5257,492591.0
2024-01-21,325.7449,330.8978,322.3861,328.5257,492591.0
2024-01-22,329.7117,335.7117,329.7117,333.6486,382256.0
2024-01-23,333.6984,335.4227,328.5755,329.8612,277982.0
2024-01-24,331.715,332.3529,326.4227,327.0705,301229.0
2024-01-25,330.2599,335.0838,329.5323,332.7117,464728.0
2024-01-26,332.7416,334.3214,327.6785,327.8878,375676.0
2024-01-27,332.7416,334.3214,327.6785,327.8878,375676.0
2024-01-28,332.7416,334.3214,327.6785,327.8878,375676.0
2024-01-29,326.1934,331.9144,325.0472,331.4559,857743.0
2024-01-30,332.1934,346.127,328.1519,343.1669,901540.0
2024-01-31,341.2732,342.4891,333.0606,334.4559,676269.0
2024-02-01,335.1835,343.2566,333.1104,342.5689,543689.0
2024-02-02,342.4393,354.8779,341.8812,352.8546,793361.0
2024-02-03,342.4393,354.8779,341.8812,352.8546,793361.0
2024-02-04,342.4393,354.8779,341.8812,352.8546,793361.0
2024-02-05,351.4593,355.1968,347.5622,349.8247,527652.0
2024-02-06,349.5058,353.8812,341.7117,349.0872,478899.0
2024-02-07,350.8413,356.9261,348.5191,353.951,394010.0
2024-02-08,355.6453,357.848,353.7716,357.0207,308302.0
2024-02-09,356.6719,362.1536,356.3131,361.8048,308943.0
2024-02-10,356.6719,362.1536,356.3131,361.8048,308943.0
2024-02-11,356.6719,362.1536,356.3131,361.8048,308943.0
2024-02-12,360.5689,363.549,358.1769,358.6254,295342.0
2024-02-13,352.0772,353.8164,346.5715,351.4493,355761.0
2024-02-14,353.4227,358.7849,352.2865,358.4958,327741.0
2024-02-15,358.8447,360.0076,354.1204,357.4991,267445.0
2024-02-16,357.23,362.2483,357.1104,357.6885,202289.0
2024-02-17,357.23,362.2483,357.1104,357.6885,202289.0
2024-02-18,357.23,362.2483,357.1104,357.6885,202289.0
2024-02-19,357.23,362.2483,357.1104,357.6885,202289.0
2024-02-20,356.8114,357.24,352.6653,354.1702,341304.0
2024-02-21,353.1835,354.0805,350.5922,352.9742,385839.0
2024-02-22,358.3463,364.2566,356.6221,363.5091,675280.0
2024-02-23,365.0839,367.2861,360.6488,364.5756,290084.0
2024-02-24,365.0839,367.2861,360.6488,364.5756,290084.0
2024-02-25,365.0839,367.2861,360.6488,364.5756,290084.0
2024-02-26,365.2135,370.2666,365.2135,368.353,391812.0
2024-02-27,368.7417,369.8281,363.5241,366.2699,297275.0
2024-02-28,366.38,372.585,365.26,370.82,383019.0
2024-02-29,375.36,382.58,374.435,380.67,955066.0
2024-03-01,380.6,385.345,379.62,384.77,396217.0
2024-03-02,380.6,385.345,379.62,384.77,396217.0
2024-03-03,380.6,385.345,379.62,384.77,396217.0
2024-03-04,386.83,392.98,386.83,387.74,437271.0
2024-03-05,384.25,385.365,377.32,380.65,450351.0
2024-03-06,386.29,388.86,382.3475,387.92,333014.0
2024-03-07,390.01,393.37,389.42,392.96,293829.0
2024-03-08,392.9,396.92,388.57,393.14,428687.0
2024-03-09,392.9,396.92,388.57,393.14,428687.0
2024-03-10,392.9,396.92,388.57,393.14,428687.0
2024-03-11,390.11,390.415,379.23,387.43,496119.0
2024-03-12,387.85,397.32,387.38,396.93,540643.0
2024-03-13,397.81,400.0,393.2,399.53,503965.0
2024-03-14,401.68,404.15,398.34,401.83,630144.0
2024-03-15,397.32,402.77,394.47,395.15,975258.0
2024-03-16,397.32,402.77,394.47,395.15,975258.0
2024-03-17,397.32,402.77,394.47,395.15,975258.0
2024-03-18,397.45,403.94,397.45,399.61,299921.0
2024-03-19,397.0,398.11,390.47,396.71,377464.0
2024-03-20,400.0,408.08,398.355,406.65,388431.0
2024-03-21,409.4,416.06,407.09,415.0,285984.0
2024-03-22,415.0,418.83,413.605,417.92,418688.0
2024-03-23,415.0,418.83,413.605,417.92,418688.0
2024-03-24,415.0,418.83,413.605,417.92,418688.0
2024-03-25,415.62,419.645,412.76,413.12,286150.0
2024-03-26,412.46,416.56,411.06,413.33,472565.0
2024-03-27,414.75,415.79,409.401,413.86,275160.0
2024-03-28,415.89,417.21,412.56,415.05,291185.0
2024-03-29,415.89,417.21,412.56,415.05,291185.0
2024-03-30,415.89,417.21,412.56,415.05,291185.0
2024-03-31,415.89,417.21,412.56,415.05,291185.0
2024-04-01,415.62,418.4,413.925,416.8,263665.0
2024-04-02,415.09,416.24,409.78,415.54,348782.0
2024-04-03,415.21,426.72,411.33,424.4,428768.0
2024-04-04,427.41,429.61,411.24,412.56,369897.0
2024-04-05,416.44,423.57,416.295,417.08,449666.0
2024-04-06,416.44,423.57,416.295,417.08,449666.0
2024-04-07,416.44,423.57,416.295,417.08,449666.0
2024-04-08,419.16,420.025,413.88,415.74,367315.0
