,BJRI US Equity,BJRI US Equity,BJRI US Equity,BJRI US Equity,BJRI US Equity
2021-05-05,60.97,61.5,59.32,60.12,289483.0
2021-05-06,60.25,60.47,58.68,59.95,202202.0
2021-05-07,59.48,62.0,59.03,59.38,406122.0
2021-05-08,59.48,62.0,59.03,59.38,406122.0
2021-05-09,59.48,62.0,59.03,59.38,406122.0
2021-05-10,59.16,59.91,56.9,56.99,377200.0
2021-05-11,56.63,56.63,54.172,55.92,339844.0
2021-05-12,55.67,55.79,52.0,52.44,524207.0
2021-05-13,52.32,54.15,51.04,53.88,259539.0
2021-05-14,54.2,56.04,54.2,54.96,162327.0
2021-05-15,54.2,56.04,54.2,54.96,162327.0
2021-05-16,54.2,56.04,54.2,54.96,162327.0
2021-05-17,54.89,57.09,53.93,57.04,223477.0
2021-05-18,56.84,57.41,55.3403,56.11,178192.0
2021-05-19,55.41,55.7,54.05,55.13,226809.0
2021-05-20,55.25,55.54,53.9,54.89,226447.0
2021-05-21,55.4,55.97,53.33,53.6,220854.0
2021-05-22,55.4,55.97,53.33,53.6,220854.0
2021-05-23,55.4,55.97,53.33,53.6,220854.0
2021-05-24,53.87,55.625,53.1,55.34,179163.0
2021-05-25,55.71,56.74,53.65,53.86,277853.0
2021-05-26,53.86,55.87,53.7601,55.35,149676.0
2021-05-27,55.85,56.23,55.0,55.77,179585.0
2021-05-28,55.58,55.98,54.5,55.28,196227.0
2021-05-29,55.58,55.98,54.5,55.28,196227.0
2021-05-30,55.58,55.98,54.5,55.28,196227.0
2021-05-31,55.58,55.98,54.5,55.28,196227.0
2021-06-01,54.74,55.58,53.57,54.26,534063.0
2021-06-02,54.41,54.87,53.49,53.63,167547.0
2021-06-03,53.29,53.49,50.49,50.87,406289.0
2021-06-04,51.37,51.94,50.43,51.61,170313.0
2021-06-05,51.37,51.94,50.43,51.61,170313.0
2021-06-06,51.37,51.94,50.43,51.61,170313.0
2021-06-07,51.91,52.52,51.3237,52.16,202875.0
2021-06-08,52.4,56.7409,52.4,56.0,248150.0
2021-06-09,55.46,56.0,54.22,54.43,245044.0
2021-06-10,54.7,54.7,51.53,51.66,337237.0
2021-06-11,52.15,53.26,51.7,51.75,144064.0
2021-06-12,52.15,53.26,51.7,51.75,144064.0
2021-06-13,52.15,53.26,51.7,51.75,144064.0
2021-06-14,52.0,52.29,50.74,51.01,222446.0
2021-06-15,51.02,51.14,49.57,50.41,239559.0
2021-06-16,50.26,50.57,49.43,50.0,322821.0
2021-06-17,49.96,50.7,47.45,48.57,273036.0
2021-06-18,47.85,49.045,46.898,47.06,394776.0
2021-06-19,47.85,49.045,46.898,47.06,394776.0
2021-06-20,47.85,49.045,46.898,47.06,394776.0
2021-06-21,46.88,49.17,46.665,48.45,438641.0
2021-06-22,48.33,49.01,47.2568,48.77,129593.0
2021-06-23,48.71,49.15,48.295,48.53,166139.0
2021-06-24,48.8,50.64,48.605,50.54,256405.0
2021-06-25,50.66,50.89,48.532,48.74,1076079.0
2021-06-26,50.66,50.89,48.532,48.74,1076079.0
2021-06-27,50.66,50.89,48.532,48.74,1076079.0
2021-06-28,48.68,48.68,46.5,48.56,374712.0
2021-06-29,48.91,48.91,47.95,48.17,147858.0
2021-06-30,47.9,49.4,47.775,49.14,175987.0
2021-07-01,49.7,49.85,48.62,48.95,154397.0
2021-07-02,48.97,48.97,47.59,48.01,122308.0
2021-07-03,48.97,48.97,47.59,48.01,122308.0
2021-07-04,48.97,48.97,47.59,48.01,122308.0
2021-07-05,48.97,48.97,47.59,48.01,122308.0
2021-07-06,48.01,48.08,46.61,47.63,165212.0
2021-07-07,47.0,47.78,46.54,46.97,254561.0
2021-07-08,46.4563,47.27,45.64,45.81,239330.0
2021-07-09,46.71,48.43,45.99,48.25,352792.0
2021-07-10,46.71,48.43,45.99,48.25,352792.0
2021-07-11,46.71,48.43,45.99,48.25,352792.0
2021-07-12,47.76,49.35,47.76,48.84,257726.0
2021-07-13,48.5,48.97,47.24,47.65,172314.0
2021-07-14,48.0,48.9,46.275,46.48,290464.0
2021-07-15,46.22,46.44,43.66,44.42,304391.0
2021-07-16,45.13,45.91,42.86,42.98,239994.0
2021-07-17,45.13,45.91,42.86,42.98,239994.0
2021-07-18,45.13,45.91,42.86,42.98,239994.0
2021-07-19,41.68,42.0,39.82,41.02,672920.0
2021-07-20,40.68,43.54,40.5,42.61,386206.0
2021-07-21,43.09,45.06,43.09,44.97,285249.0
2021-07-22,44.64,45.13,43.7,44.5,291787.0
2021-07-23,44.84,44.99,43.55,44.31,211993.0
2021-07-24,44.84,44.99,43.55,44.31,211993.0
2021-07-25,44.84,44.99,43.55,44.31,211993.0
2021-07-26,44.4,46.68,44.0,45.6,216267.0
2021-07-27,45.29,45.995,44.455,45.45,155436.0
2021-07-28,45.36,45.48,41.36,42.2,535983.0
2021-07-29,42.78,43.25,41.395,42.15,358091.0
2021-07-30,40.06,42.5,40.06,40.58,503939.0
2021-07-31,40.06,42.5,40.06,40.58,503939.0
2021-08-01,40.06,42.5,40.06,40.58,503939.0
2021-08-02,40.78,42.13,40.73,41.16,289033.0
2021-08-03,41.41,41.9,38.27,38.74,399944.0
2021-08-04,39.01,39.63,38.29,39.24,295704.0
2021-08-05,39.58,39.95,38.41,38.97,221644.0
2021-08-06,39.23,39.88,38.71,39.29,238797.0
2021-08-07,39.23,39.88,38.71,39.29,238797.0
2021-08-08,39.23,39.88,38.71,39.29,238797.0
2021-08-09,39.14,39.14,36.91,37.54,282832.0
2021-08-10,37.75,39.31,37.01,39.15,316960.0
2021-08-11,39.22,40.82,38.03,40.48,284788.0
2021-08-12,40.22,40.64,39.22,40.58,228258.0
2021-08-13,40.59,40.95,40.04,40.37,240867.0
2021-08-14,40.59,40.95,40.04,40.37,240867.0
2021-08-15,40.59,40.95,40.04,40.37,240867.0
2021-08-16,39.41,39.95,38.59,39.78,295115.0
2021-08-17,39.32,40.33,37.91,38.06,359651.0
2021-08-18,37.94,39.35,36.97,38.57,273594.0
2021-08-19,38.26,38.74,37.155,37.58,323753.0
2021-08-20,37.44,38.26,37.12,38.14,172687.0
2021-08-21,37.44,38.26,37.12,38.14,172687.0
2021-08-22,37.44,38.26,37.12,38.14,172687.0
2021-08-23,38.44,39.45,37.92,39.08,194482.0
2021-08-24,39.28,41.19,39.24,40.82,313516.0
2021-08-25,40.42,42.01,40.07,41.76,240329.0
2021-08-26,41.76,43.25,41.545,42.42,278941.0
2021-08-27,42.67,44.94,42.565,44.22,290945.0
2021-08-28,42.67,44.94,42.565,44.22,290945.0
2021-08-29,42.67,44.94,42.565,44.22,290945.0
2021-08-30,43.71,43.7699,42.14,42.47,287012.0
2021-08-31,42.2,42.83,41.52,42.76,262805.0
2021-09-01,42.9,43.39,42.15,42.76,194070.0
2021-09-02,43.12,43.57,41.61,41.63,164404.0
2021-09-03,41.64,41.75,39.73,39.79,272739.0
2021-09-04,41.64,41.75,39.73,39.79,272739.0
2021-09-05,41.64,41.75,39.73,39.79,272739.0
2021-09-06,41.64,41.75,39.73,39.79,272739.0
2021-09-07,39.98,40.545,39.33,40.12,208163.0
2021-09-08,39.89,40.2062,39.05,39.1,231483.0
2021-09-09,39.02,40.08,38.61,39.25,235309.0
2021-09-10,39.66,39.98,38.33,38.38,206210.0
2021-09-11,39.66,39.98,38.33,38.38,206210.0
2021-09-12,39.66,39.98,38.33,38.38,206210.0
2021-09-13,38.99,39.035,37.58,38.78,286153.0
2021-09-14,38.81,38.81,36.925,37.47,340636.0
2021-09-15,37.65,38.28,36.89,38.23,269917.0
2021-09-16,38.26,40.03,38.26,39.67,274869.0
2021-09-17,39.86,40.74,39.5701,40.58,546522.0
2021-09-18,39.86,40.74,39.5701,40.58,546522.0
2021-09-19,39.86,40.74,39.5701,40.58,546522.0
2021-09-20,39.38,40.01,38.81,39.65,253988.0
2021-09-21,39.57,40.0,37.91,39.05,200236.0
2021-09-22,39.43,40.69,39.11,40.02,145894.0
2021-09-23,40.56,43.81,40.35,41.93,735851.0
2021-09-24,44.0,46.0,43.69,45.19,388571.0
2021-09-25,44.0,46.0,43.69,45.19,388571.0
2021-09-26,44.0,46.0,43.69,45.19,388571.0
2021-09-27,45.2,47.2,45.16,45.2,334431.0
2021-09-28,45.04,45.3,43.87,44.0,268259.0
2021-09-29,44.37,44.72,43.0712,43.19,148368.0
2021-09-30,43.22,43.22,41.53,41.76,228652.0
2021-10-01,42.27,44.89,42.27,44.5,292311.0
2021-10-02,42.27,44.89,42.27,44.5,292311.0
2021-10-03,42.27,44.89,42.27,44.5,292311.0
2021-10-04,44.27,44.7,43.49,43.81,180525.0
2021-10-05,44.33,44.33,42.16,42.84,266628.0
2021-10-06,42.45,43.1,40.81,42.07,184597.0
2021-10-07,42.39,43.15,41.43,41.5,197519.0
2021-10-08,41.91,42.37,39.83,39.86,275487.0
2021-10-09,41.91,42.37,39.83,39.86,275487.0
2021-10-10,41.91,42.37,39.83,39.86,275487.0
2021-10-11,39.82,40.4699,38.01,38.15,492460.0
2021-10-12,38.1,39.8099,37.935,38.35,648743.0
2021-10-13,38.13,38.36,37.15,37.61,421487.0
2021-10-14,37.85,39.07,37.85,38.38,245073.0
2021-10-15,39.16,39.42,37.44,37.48,227511.0
2021-10-16,39.16,39.42,37.44,37.48,227511.0
2021-10-17,39.16,39.42,37.44,37.48,227511.0
2021-10-18,37.4,37.93,36.655,37.69,292783.0
2021-10-19,37.68,38.33,36.68,37.67,316506.0
2021-10-20,36.34,37.34,35.22,35.36,656209.0
2021-10-21,35.5,36.44,35.04,35.13,547282.0
2021-10-22,33.75,36.22,33.75,35.94,666832.0
2021-10-23,33.75,36.22,33.75,35.94,666832.0
2021-10-24,33.75,36.22,33.75,35.94,666832.0
2021-10-25,35.53,36.0181,34.52,35.1,544185.0
2021-10-26,35.19,35.319,33.59,33.9,399249.0
2021-10-27,34.01,34.25,33.28,33.41,270287.0
2021-10-28,33.3,33.51,32.87,33.16,306149.0
2021-10-29,33.26,34.15,32.75,33.32,191493.0
2021-10-30,33.26,34.15,32.75,33.32,191493.0
2021-10-31,33.26,34.15,32.75,33.32,191493.0
2021-11-01,33.42,34.82,33.35,34.38,464574.0
2021-11-02,34.24,34.24,32.6,33.2,704063.0
2021-11-03,33.05,35.12,33.05,34.56,452819.0
2021-11-04,34.57,35.655,34.38,34.47,357237.0
2021-11-05,35.42,37.64,35.42,37.5,424690.0
2021-11-06,35.42,37.64,35.42,37.5,424690.0
2021-11-07,35.42,37.64,35.42,37.5,424690.0
2021-11-08,37.59,37.59,36.17,36.22,327746.0
2021-11-09,36.23,36.93,35.7,36.9,228801.0
2021-11-10,36.46,37.16,36.0015,36.44,200034.0
2021-11-11,36.3,36.77,35.33,35.66,280037.0
2021-11-12,35.68,35.7157,34.77,34.99,332979.0
2021-11-13,35.68,35.7157,34.77,34.99,332979.0
2021-11-14,35.68,35.7157,34.77,34.99,332979.0
2021-11-15,35.14,35.53,34.63,34.85,235154.0
2021-11-16,34.4,34.69,33.87,34.62,263630.0
2021-11-17,34.42,35.16,34.03,34.74,312572.0
2021-11-18,34.8,35.62,33.21,33.66,253829.0
2021-11-19,33.03,33.38,32.23,32.45,369743.0
2021-11-20,33.03,33.38,32.23,32.45,369743.0
2021-11-21,33.03,33.38,32.23,32.45,369743.0
2021-11-22,32.99,34.2,32.5,33.42,334718.0
2021-11-23,34.61,34.72,33.5,33.9,387352.0
2021-11-24,33.33,33.87,32.89,33.63,278679.0
2021-11-25,33.33,33.87,32.89,33.63,278679.0
2021-11-26,31.75,32.1108,30.46,31.76,366312.0
2021-11-27,31.75,32.1108,30.46,31.76,366312.0
2021-11-28,31.75,32.1108,30.46,31.76,366312.0
2021-11-29,32.4,32.6,30.53,30.67,832156.0
2021-11-30,30.25,30.69,28.85,29.86,885015.0
2021-12-01,30.79,32.53,29.33,29.39,763517.0
2021-12-02,29.6,33.51,29.42,33.16,833783.0
2021-12-03,33.0,33.17,31.71,32.44,567568.0
2021-12-04,33.0,33.17,31.71,32.44,567568.0
2021-12-05,33.0,33.17,31.71,32.44,567568.0
2021-12-06,33.11,35.54,33.11,34.79,417709.0
2021-12-07,35.28,36.02,34.38,34.71,252773.0
2021-12-08,34.86,37.18,34.86,36.93,350145.0
2021-12-09,36.2,36.96,35.51,36.2,262004.0
2021-12-10,35.04,36.34,35.04,35.43,384287.0
2021-12-11,35.04,36.34,35.04,35.43,384287.0
2021-12-12,35.04,36.34,35.04,35.43,384287.0
2021-12-13,35.21,35.64,34.2,35.18,261197.0
2021-12-14,34.2,36.38,34.2,35.9,328983.0
2021-12-15,35.98,35.98,33.69,34.59,471324.0
2021-12-16,34.8,35.08,32.31,32.51,387188.0
2021-12-17,32.65,34.78,31.6,34.48,666509.0
2021-12-18,32.65,34.78,31.6,34.48,666509.0
2021-12-19,32.65,34.78,31.6,34.48,666509.0
2021-12-20,33.25,34.48,32.875,33.81,277551.0
2021-12-21,34.68,36.475,34.515,36.1,426856.0
2021-12-22,36.12,36.52,35.53,35.99,223989.0
2021-12-23,36.21,36.3311,35.305,36.13,321233.0
2021-12-24,36.21,36.3311,35.305,36.13,321233.0
2021-12-25,36.21,36.3311,35.305,36.13,321233.0
2021-12-26,36.21,36.3311,35.305,36.13,321233.0
2021-12-27,35.94,36.35,35.1653,36.06,204251.0
2021-12-28,35.88,36.675,35.56,35.7,182467.0
2021-12-29,35.55,35.805,34.84,35.06,170205.0
2021-12-30,35.15,36.17,35.0,35.35,324452.0
2021-12-31,35.42,35.68,34.5,34.55,201797.0
2022-01-01,35.42,35.68,34.5,34.55,201797.0
2022-01-02,35.42,35.68,34.5,34.55,201797.0
2022-01-03,34.61,36.11,34.61,35.02,312063.0
2022-01-04,35.34,36.3,35.22,36.02,313908.0
2022-01-05,36.28,37.215,35.23,35.33,262498.0
2022-01-06,35.5,36.131,34.4,34.59,187888.0
2022-01-07,34.44,35.17,33.58,33.78,286546.0
2022-01-08,34.44,35.17,33.58,33.78,286546.0
2022-01-09,34.44,35.17,33.58,33.78,286546.0
2022-01-10,33.95,34.06,32.22,34.06,210981.0
2022-01-11,34.13,34.13,33.16,33.2,228453.0
2022-01-12,33.16,33.7,31.6001,31.9,300040.0
2022-01-13,32.18,33.68,31.97,33.11,204009.0
2022-01-14,33.2,33.2,31.2,32.27,290854.0
2022-01-15,33.2,33.2,31.2,32.27,290854.0
2022-01-16,33.2,33.2,31.2,32.27,290854.0
2022-01-17,33.2,33.2,31.2,32.27,290854.0
2022-01-18,31.78,31.84,30.34,30.49,245479.0
2022-01-19,30.81,31.475,30.15,30.89,274063.0
2022-01-20,31.01,31.545,29.56,29.59,323174.0
2022-01-21,29.01,30.5,28.95,29.25,552478.0
2022-01-22,29.01,30.5,28.95,29.25,552478.0
2022-01-23,29.01,30.5,28.95,29.25,552478.0
2022-01-24,28.53,31.22,28.41,30.93,491150.0
2022-01-25,30.2,32.25,29.69,31.58,322611.0
2022-01-26,31.96,32.23,30.21,30.53,199966.0
2022-01-27,30.48,30.69,28.41,29.06,662553.0
2022-01-28,29.13,30.45,28.23,30.44,453483.0
2022-01-29,29.13,30.45,28.23,30.44,453483.0
2022-01-30,29.13,30.45,28.23,30.44,453483.0
2022-01-31,29.93,30.68,29.63,30.09,308128.0
2022-02-01,30.42,33.12,30.12,31.49,575377.0
2022-02-02,31.67,32.39,30.69,30.8,327158.0
2022-02-03,30.56,31.82,30.29,30.57,268530.0
2022-02-04,30.21,30.67,29.3,30.29,247813.0
2022-02-05,30.21,30.67,29.3,30.29,247813.0
2022-02-06,30.21,30.67,29.3,30.29,247813.0
2022-02-07,30.65,31.46,30.48,31.06,240650.0
2022-02-08,31.31,32.42,31.08,32.08,189079.0
2022-02-09,32.43,32.94,31.85,32.55,264582.0
2022-02-10,31.99,34.34,31.99,33.51,475016.0
2022-02-11,33.82,34.885,33.56,34.26,427013.0
2022-02-12,33.82,34.885,33.56,34.26,427013.0
2022-02-13,33.82,34.885,33.56,34.26,427013.0
2022-02-14,34.29,35.59,34.29,34.4,428468.0
2022-02-15,34.78,35.37,34.685,35.15,436829.0
2022-02-16,34.65,35.4,34.22,34.51,566907.0
2022-02-17,34.3,34.48,32.1,32.72,562978.0
2022-02-18,30.67,34.75,30.67,34.12,636848.0
2022-02-19,30.67,34.75,30.67,34.12,636848.0
2022-02-20,30.67,34.75,30.67,34.12,636848.0
2022-02-21,30.67,34.75,30.67,34.12,636848.0
2022-02-22,32.92,33.99,31.43,31.48,374679.0
2022-02-23,32.08,32.31,29.95,30.2,506968.0
2022-02-24,29.08,31.42,28.755,31.33,486327.0
2022-02-25,31.78,32.19,30.93,32.16,253350.0
2022-02-26,31.78,32.19,30.93,32.16,253350.0
2022-02-27,31.78,32.19,30.93,32.16,253350.0
2022-02-28,31.64,32.38,31.23,32.07,346123.0
2022-03-01,31.71,31.9,29.515,29.71,336475.0
2022-03-02,29.83,30.82,29.55,30.62,226219.0
2022-03-03,30.82,30.82,28.8,29.21,330300.0
2022-03-04,28.75,28.8754,27.52,28.29,385458.0
2022-03-05,28.75,28.8754,27.52,28.29,385458.0
2022-03-06,28.75,28.8754,27.52,28.29,385458.0
2022-03-07,28.22,28.31,24.85,25.08,1101678.0
2022-03-08,25.14,27.44,24.75,26.09,762138.0
2022-03-09,27.19,28.45,26.71,26.82,436107.0
2022-03-10,26.21,27.26,25.88,26.91,206027.0
2022-03-11,27.0,27.59,26.42,26.67,265279.0
2022-03-12,27.0,27.59,26.42,26.67,265279.0
2022-03-13,27.0,27.59,26.42,26.67,265279.0
2022-03-14,26.77,28.04,25.86,26.36,327781.0
2022-03-15,26.74,27.76,26.28,26.96,332727.0
2022-03-16,27.56,28.46,27.29,27.89,669704.0
2022-03-17,27.43,27.58,26.74,27.25,309517.0
2022-03-18,27.16,28.06,26.83,27.93,481080.0
2022-03-19,27.16,28.06,26.83,27.93,481080.0
2022-03-20,27.16,28.06,26.83,27.93,481080.0
2022-03-21,28.04,28.49,26.73,26.91,288269.0
2022-03-22,27.04,27.9,26.93,27.28,324120.0
2022-03-23,27.06,27.58,26.33,26.41,253060.0
2022-03-24,26.41,27.09,25.84,26.87,252149.0
2022-03-25,26.87,27.01,25.91,26.0,421947.0
2022-03-26,26.87,27.01,25.91,26.0,421947.0
2022-03-27,26.87,27.01,25.91,26.0,421947.0
2022-03-28,26.16,26.77,26.16,26.64,346148.0
2022-03-29,27.41,29.14,27.41,28.15,768616.0
2022-03-30,28.15,28.32,27.28,27.36,298004.0
2022-03-31,27.68,30.16,27.0,28.3,1333823.0
2022-04-01,28.4,28.91,27.21,27.72,464947.0
2022-04-02,28.4,28.91,27.21,27.72,464947.0
2022-04-03,28.4,28.91,27.21,27.72,464947.0
2022-04-04,27.54,28.01,26.64,27.92,353554.0
2022-04-05,27.92,28.47,27.1,27.46,342004.0
2022-04-06,27.03,27.03,25.29,25.38,541181.0
2022-04-07,25.38,25.64,24.14,25.09,612147.0
2022-04-08,24.91,25.01,24.02,24.44,697443.0
2022-04-09,24.91,25.01,24.02,24.44,697443.0
2022-04-10,24.91,25.01,24.02,24.44,697443.0
2022-04-11,24.47,26.315,24.15,26.07,638760.0
2022-04-12,26.16,27.65,26.16,27.11,510058.0
2022-04-13,27.33,28.33,27.05,28.11,440158.0
2022-04-14,28.2,28.41,27.24,27.55,253284.0
2022-04-15,28.2,28.41,27.24,27.55,253284.0
2022-04-16,28.2,28.41,27.24,27.55,253284.0
2022-04-17,28.2,28.41,27.24,27.55,253284.0
2022-04-18,27.18,28.66,27.18,28.62,541335.0
2022-04-19,28.78,30.43,28.78,29.59,636256.0
2022-04-20,29.63,30.35,29.43,29.49,472881.0
2022-04-21,30.29,30.4,29.09,29.27,478029.0
2022-04-22,31.35,31.59,28.665,29.16,872776.0
2022-04-23,31.35,31.59,28.665,29.16,872776.0
2022-04-24,31.35,31.59,28.665,29.16,872776.0
2022-04-25,29.0,30.51,28.94,30.5,522080.0
2022-04-26,30.08,30.08,28.48,28.59,387701.0
2022-04-27,28.44,29.125,28.41,28.5,347405.0
2022-04-28,28.91,29.41,27.83,28.59,305708.0
2022-04-29,28.57,28.94,27.44,27.79,364477.0
2022-04-30,28.57,28.94,27.44,27.79,364477.0
2022-05-01,28.57,28.94,27.44,27.79,364477.0
2022-05-02,27.82,29.21,27.82,29.15,380694.0
2022-05-03,29.11,29.15,27.05,27.66,301604.0
2022-05-04,27.39,27.39,26.07,27.2,275290.0
2022-05-05,26.79,26.98,26.09,26.64,373303.0
2022-05-06,26.64,27.595,26.11,26.93,352286.0
2022-05-07,26.64,27.595,26.11,26.93,352286.0
2022-05-08,26.64,27.595,26.11,26.93,352286.0
2022-05-09,26.2,26.72,24.7,24.83,360324.0
2022-05-10,25.13,26.5,24.92,26.17,403186.0
2022-05-11,25.89,26.1,23.99,24.03,382764.0
2022-05-12,23.83,25.185,23.42,25.13,459338.0
2022-05-13,25.56,26.45,25.495,25.68,276909.0
2022-05-14,25.56,26.45,25.495,25.68,276909.0
2022-05-15,25.56,26.45,25.495,25.68,276909.0
2022-05-16,25.48,25.48,23.9,24.09,302777.0
2022-05-17,24.64,25.37,24.18,25.13,360234.0
2022-05-18,24.98,24.98,23.63,23.95,382018.0
2022-05-19,23.62,24.01,22.89,23.75,361355.0
2022-05-20,23.96,24.18,22.6,22.74,352926.0
2022-05-21,23.96,24.18,22.6,22.74,352926.0
2022-05-22,23.96,24.18,22.6,22.74,352926.0
2022-05-23,23.06,23.53,22.365,23.1,327644.0
2022-05-24,22.71,23.11,21.76,22.08,327763.0
2022-05-25,22.08,23.9,21.79,23.69,384210.0
2022-05-26,23.69,26.465,23.69,25.84,376369.0
2022-05-27,26.13,26.83,25.96,26.54,268056.0
2022-05-28,26.13,26.83,25.96,26.54,268056.0
2022-05-29,26.13,26.83,25.96,26.54,268056.0
2022-05-30,26.13,26.83,25.96,26.54,268056.0
2022-05-31,26.24,26.53,25.76,26.27,198666.0
2022-06-01,26.52,26.52,25.39,26.09,205039.0
2022-06-02,26.03,27.22,26.03,27.05,251810.0
2022-06-03,26.8,26.8,26.03,26.38,132683.0
2022-06-04,26.8,26.8,26.03,26.38,132683.0
2022-06-05,26.8,26.8,26.03,26.38,132683.0
2022-06-06,26.12,26.67,25.99,26.37,140462.0
2022-06-07,26.13,26.5,25.66,26.27,152814.0
2022-06-08,26.12,26.79,26.12,26.56,146036.0
2022-06-09,26.2,26.39,25.54,25.76,175451.0
2022-06-10,24.7,25.76,24.7,24.75,215693.0
2022-06-11,24.7,25.76,24.7,24.75,215693.0
2022-06-12,24.7,25.76,24.7,24.75,215693.0
2022-06-13,23.9,24.16,22.7,23.19,260036.0
2022-06-14,23.29,23.53,22.7,22.75,313613.0
2022-06-15,23.1,24.07,23.1,23.64,199348.0
2022-06-16,22.75,22.93,21.62,22.19,446434.0
2022-06-17,22.23,23.29,22.15,23.09,269193.0
2022-06-18,22.23,23.29,22.15,23.09,269193.0
2022-06-19,22.23,23.29,22.15,23.09,269193.0
2022-06-20,22.23,23.29,22.15,23.09,269193.0
2022-06-21,23.48,23.535,22.12,22.18,196511.0
2022-06-22,21.74,22.53,21.74,22.31,214839.0
2022-06-23,22.41,23.54,22.17,23.43,254514.0
2022-06-24,23.48,25.09,23.33,24.93,775874.0
2022-06-25,23.48,25.09,23.33,24.93,775874.0
2022-06-26,23.48,25.09,23.33,24.93,775874.0
2022-06-27,25.04,25.04,24.23,24.37,287628.0
2022-06-28,24.55,24.825,23.3,23.32,232988.0
2022-06-29,22.92,23.17,22.01,22.37,274526.0
2022-06-30,21.8,22.3,21.44,21.68,435563.0
2022-07-01,21.54,22.435,21.5,22.09,630243.0
2022-07-02,21.54,22.435,21.5,22.09,630243.0
2022-07-03,21.54,22.435,21.5,22.09,630243.0
2022-07-04,21.54,22.435,21.5,22.09,630243.0
2022-07-05,21.63,22.965,21.25,22.84,448794.0
2022-07-06,22.66,23.225,21.65,21.83,281716.0
2022-07-07,22.29,22.52,21.78,22.0,321312.0
2022-07-08,21.6,22.235,20.55,20.88,578554.0
2022-07-09,21.6,22.235,20.55,20.88,578554.0
2022-07-10,21.6,22.235,20.55,20.88,578554.0
2022-07-11,20.75,20.96,20.24,20.41,338301.0
2022-07-12,20.32,21.015,20.15,20.87,275884.0
2022-07-13,20.26,20.99,20.22,20.88,184364.0
2022-07-14,20.58,21.21,20.45,21.12,296800.0
2022-07-15,21.64,22.16,21.39,21.83,390375.0
2022-07-16,21.64,22.16,21.39,21.83,390375.0
2022-07-17,21.64,22.16,21.39,21.83,390375.0
2022-07-18,22.16,22.84,21.76,22.05,447873.0
2022-07-19,22.45,23.25,22.45,23.05,311746.0
2022-07-20,22.89,23.92,22.805,23.58,292510.0
2022-07-21,23.25,23.45,22.61,23.22,326348.0
2022-07-22,21.75,25.31,21.75,22.89,1017319.0
2022-07-23,21.75,25.31,21.75,22.89,1017319.0
2022-07-24,21.75,25.31,21.75,22.89,1017319.0
2022-07-25,22.65,22.986,21.9,22.36,554116.0
2022-07-26,22.01,23.15,21.11,21.13,472358.0
2022-07-27,21.37,22.71,21.3,22.5,708391.0
2022-07-28,22.74,23.63,22.29,23.59,694594.0
2022-07-29,23.56,24.24,23.0,23.47,355032.0
2022-07-30,23.56,24.24,23.0,23.47,355032.0
2022-07-31,23.56,24.24,23.0,23.47,355032.0
2022-08-01,23.29,23.71,22.98,23.04,293032.0
2022-08-02,22.87,23.31,22.73,23.19,268134.0
2022-08-03,23.34,24.25,23.34,23.82,320075.0
2022-08-04,23.82,24.1,23.22,23.43,286673.0
2022-08-05,23.12,23.8,23.06,23.1,184924.0
2022-08-06,23.12,23.8,23.06,23.1,184924.0
2022-08-07,23.12,23.8,23.06,23.1,184924.0
2022-08-08,23.31,25.18,23.305,25.1,555567.0
2022-08-09,24.87,25.03,23.975,24.15,308356.0
2022-08-10,24.83,25.535,24.83,25.37,333900.0
2022-08-11,25.69,26.15,25.47,25.62,321340.0
2022-08-12,25.82,26.665,25.77,26.63,373801.0
2022-08-13,25.82,26.665,25.77,26.63,373801.0
2022-08-14,25.82,26.665,25.77,26.63,373801.0
2022-08-15,26.35,27.92,26.35,27.36,543856.0
2022-08-16,27.32,28.41,27.02,28.25,413017.0
2022-08-17,27.48,28.37,27.4,28.1,382039.0
2022-08-18,28.21,28.27,27.58,28.0,256881.0
2022-08-19,27.41,27.54,26.36,26.67,231838.0
2022-08-20,27.41,27.54,26.36,26.67,231838.0
2022-08-21,27.41,27.54,26.36,26.67,231838.0
2022-08-22,25.57,26.35,25.57,25.99,375833.0
2022-08-23,26.4,26.83,25.93,26.35,315471.0
2022-08-24,25.96,27.46,25.96,27.12,489125.0
2022-08-25,27.25,27.87,26.7,27.34,280062.0
2022-08-26,27.38,27.395,25.86,25.87,302324.0
2022-08-27,27.38,27.395,25.86,25.87,302324.0
2022-08-28,27.38,27.395,25.86,25.87,302324.0
2022-08-29,25.52,26.01,25.12,25.79,317105.0
2022-08-30,26.31,26.32,25.16,25.17,226809.0
2022-08-31,25.38,25.55,24.67,25.08,221697.0
2022-09-01,24.86,25.76,24.68,25.74,225082.0
2022-09-02,26.11,26.11,25.24,25.43,263738.0
2022-09-03,26.11,26.11,25.24,25.43,263738.0
2022-09-04,26.11,26.11,25.24,25.43,263738.0
2022-09-05,26.11,26.11,25.24,25.43,263738.0
2022-09-06,25.45,25.595,23.44,24.73,435425.0
2022-09-07,24.87,26.345,24.77,26.16,363846.0
2022-09-08,25.82,26.72,25.58,26.57,333237.0
2022-09-09,26.88,27.37,26.72,27.08,314098.0
2022-09-10,26.88,27.37,26.72,27.08,314098.0
2022-09-11,26.88,27.37,26.72,27.08,314098.0
2022-09-12,27.4,27.885,27.22,27.79,356541.0
