,PAR US Equity,PAR US Equity,PAR US Equity,PAR US Equity,PAR US Equity
2021-05-08,76.23,79.33,75.32,78.21,147306.0
2021-05-09,76.23,79.33,75.32,78.21,147306.0
2021-05-10,76.8,76.8,72.2,73.39,334445.0
2021-05-11,66.0,69.5,63.01,66.78,899987.0
2021-05-12,65.01,67.4365,61.19,61.73,827179.0
2021-05-13,62.29,64.23,57.46,58.33,494690.0
2021-05-14,59.17,61.725,58.1,60.79,317003.0
2021-05-15,59.17,61.725,58.1,60.79,317003.0
2021-05-16,59.17,61.725,58.1,60.79,317003.0
2021-05-17,59.99,60.51,57.47,58.32,355253.0
2021-05-18,59.2,62.91,58.5,60.89,260661.0
2021-05-19,58.69,60.38,58.62,60.19,230447.0
2021-05-20,61.0,63.73,59.46,63.12,229393.0
2021-05-21,63.93,64.26,62.1,64.0,215862.0
2021-05-22,63.93,64.26,62.1,64.0,215862.0
2021-05-23,63.93,64.26,62.1,64.0,215862.0
2021-05-24,64.55,67.104,62.74,67.06,290832.0
2021-05-25,67.35,68.89,66.06,66.21,299109.0
2021-05-26,66.48,68.57,66.48,67.85,232672.0
2021-05-27,68.43,69.85,66.45,66.85,317065.0
2021-05-28,67.25,68.09,66.3252,66.96,152894.0
2021-05-29,67.25,68.09,66.3252,66.96,152894.0
2021-05-30,67.25,68.09,66.3252,66.96,152894.0
2021-05-31,67.25,68.09,66.3252,66.96,152894.0
2021-06-01,67.19,68.86,66.17,68.02,217859.0
2021-06-02,68.04,68.1,66.68,67.23,744298.0
2021-06-03,66.54,66.54,63.82,65.47,246550.0
2021-06-04,66.21,66.25,64.76,64.82,163339.0
2021-06-05,66.21,66.25,64.76,64.82,163339.0
2021-06-06,66.21,66.25,64.76,64.82,163339.0
2021-06-07,65.0,67.81,64.9,67.07,219284.0
2021-06-08,68.06,68.82,66.55,67.69,158725.0
2021-06-09,68.21,69.0,65.86,66.11,227864.0
2021-06-10,65.67,66.23,63.77,64.0,197200.0
2021-06-11,64.58,65.04,63.5,63.65,190230.0
2021-06-12,64.58,65.04,63.5,63.65,190230.0
2021-06-13,64.58,65.04,63.5,63.65,190230.0
2021-06-14,64.19,67.49,64.13,67.22,193872.0
2021-06-15,67.29,68.26,65.54,66.03,181655.0
2021-06-16,65.59,67.1,64.65,66.77,239672.0
2021-06-17,66.06,68.67,65.7001,67.44,292885.0
2021-06-18,66.33,67.93,64.73,65.59,445576.0
2021-06-19,66.33,67.93,64.73,65.59,445576.0
2021-06-20,66.33,67.93,64.73,65.59,445576.0
2021-06-21,65.84,68.305,64.615,67.9,348302.0
2021-06-22,67.12,68.31,65.9,67.91,178477.0
2021-06-23,69.22,71.99,68.545,71.38,308395.0
2021-06-24,72.14,74.06,72.1,73.81,202835.0
2021-06-25,74.09,74.5,71.29,71.87,752938.0
2021-06-26,74.09,74.5,71.29,71.87,752938.0
2021-06-27,74.09,74.5,71.29,71.87,752938.0
2021-06-28,71.56,72.5,69.08,70.43,186282.0
2021-06-29,70.44,71.76,69.44,69.52,94416.0
2021-06-30,69.99,70.8,68.31,69.94,635344.0
2021-07-01,70.03,71.05,66.873,67.0,269333.0
2021-07-02,67.5,67.99,66.18,66.52,235622.0
2021-07-03,67.5,67.99,66.18,66.52,235622.0
2021-07-04,67.5,67.99,66.18,66.52,235622.0
2021-07-05,67.5,67.99,66.18,66.52,235622.0
2021-07-06,66.93,67.92,65.51,67.92,221231.0
2021-07-07,68.81,69.7499,67.7768,68.47,263028.0
2021-07-08,66.38,67.96,65.46,66.15,186510.0
2021-07-09,66.59,67.81,65.4,67.76,124864.0
2021-07-10,66.59,67.81,65.4,67.76,124864.0
2021-07-11,66.59,67.81,65.4,67.76,124864.0
2021-07-12,68.34,68.75,66.3,67.03,167546.0
2021-07-13,66.19,67.67,62.79,63.02,232784.0
2021-07-14,62.94,64.5,62.39,63.79,548915.0
2021-07-15,63.2,65.59,63.07,63.53,287032.0
2021-07-16,64.31,66.14,61.31,61.48,209920.0
2021-07-17,64.31,66.14,61.31,61.48,209920.0
2021-07-18,64.31,66.14,61.31,61.48,209920.0
2021-07-19,59.97,62.23,59.05,60.97,216832.0
2021-07-20,61.6,64.06,60.57,63.53,146153.0
2021-07-21,64.25,65.93,63.71,65.6,114672.0
2021-07-22,65.4,65.79,63.7712,63.9,119409.0
2021-07-23,64.59,64.9,63.69,64.26,130398.0
2021-07-24,64.59,64.9,63.69,64.26,130398.0
2021-07-25,64.59,64.9,63.69,64.26,130398.0
2021-07-26,64.68,64.93,63.225,64.26,127280.0
2021-07-27,63.6,64.12,60.92,62.93,180422.0
2021-07-28,63.27,65.46,63.03,64.25,141360.0
2021-07-29,65.18,65.2,62.56,62.76,109061.0
2021-07-30,62.64,62.9271,60.705,61.05,156209.0
2021-07-31,62.64,62.9271,60.705,61.05,156209.0
2021-08-01,62.64,62.9271,60.705,61.05,156209.0
2021-08-02,61.41,63.75,61.05,61.39,99935.0
2021-08-03,61.33,62.1,59.16,60.2,114510.0
2021-08-04,59.15,60.36,58.49,59.77,116799.0
2021-08-05,59.92,62.99,59.74,61.85,111689.0
2021-08-06,61.96,63.66,61.5622,62.54,116236.0
2021-08-07,61.96,63.66,61.5622,62.54,116236.0
2021-08-08,61.96,63.66,61.5622,62.54,116236.0
2021-08-09,62.05,63.68,61.7975,61.85,129750.0
2021-08-10,61.13,68.02,61.13,63.25,395511.0
2021-08-11,63.44,66.14,62.24,63.44,217825.0
2021-08-12,63.41,65.06,62.2514,63.35,137740.0
2021-08-13,63.01,64.33,62.51,63.07,144884.0
2021-08-14,63.01,64.33,62.51,63.07,144884.0
2021-08-15,63.01,64.33,62.51,63.07,144884.0
2021-08-16,62.23,62.75,61.4711,62.29,167372.0
2021-08-17,62.0,62.0,56.34,56.58,409817.0
2021-08-18,56.63,58.71,55.3,57.23,204260.0
2021-08-19,56.59,59.0,56.01,58.48,158027.0
2021-08-20,58.31,61.5,58.31,60.7,178493.0
2021-08-21,58.31,61.5,58.31,60.7,178493.0
2021-08-22,58.31,61.5,58.31,60.7,178493.0
2021-08-23,61.27,61.8,60.61,61.2,103146.0
2021-08-24,61.56,63.07,61.31,62.95,134592.0
2021-08-25,62.97,66.92,62.62,65.87,341866.0
2021-08-26,65.29,66.15,64.3,65.46,204721.0
2021-08-27,66.04,71.36,65.46,70.09,313454.0
2021-08-28,66.04,71.36,65.46,70.09,313454.0
2021-08-29,66.04,71.36,65.46,70.09,313454.0
2021-08-30,70.09,71.2,67.93,68.04,205076.0
2021-08-31,67.32,68.42,67.145,67.93,152795.0
2021-09-01,68.73,70.94,68.04,69.84,210466.0
2021-09-02,70.19,72.11,70.0,71.95,155996.0
2021-09-03,71.99,72.68,70.78,71.17,77204.0
2021-09-04,71.99,72.68,70.78,71.17,77204.0
2021-09-05,71.99,72.68,70.78,71.17,77204.0
2021-09-06,71.99,72.68,70.78,71.17,77204.0
2021-09-07,71.18,71.18,68.855,69.26,111639.0
2021-09-08,68.58,69.4826,67.2502,68.37,121251.0
2021-09-09,68.71,71.57,68.15,69.36,167032.0
2021-09-10,70.39,71.305,69.4,69.76,156765.0
2021-09-11,70.39,71.305,69.4,69.76,156765.0
2021-09-12,70.39,71.305,69.4,69.76,156765.0
2021-09-13,69.94,69.94,67.4301,68.36,102234.0
2021-09-14,61.0,61.0,54.4,56.01,3173928.0
2021-09-15,60.21,62.17,59.55,61.7,3475318.0
2021-09-16,61.7,62.97,59.5,62.9,858874.0
2021-09-17,62.91,63.54,60.3,62.63,416742.0
2021-09-18,62.91,63.54,60.3,62.63,416742.0
2021-09-19,62.91,63.54,60.3,62.63,416742.0
2021-09-20,60.3,62.49,59.65,62.1,450843.0
2021-09-21,62.75,62.97,60.885,61.88,167800.0
2021-09-22,62.91,67.62,62.0,64.85,677237.0
2021-09-23,65.73,66.5,64.575,65.87,284890.0
2021-09-24,65.19,66.2996,65.19,65.53,142491.0
2021-09-25,65.19,66.2996,65.19,65.53,142491.0
2021-09-26,65.19,66.2996,65.19,65.53,142491.0
2021-09-27,65.48,66.55,64.57,64.99,173423.0
2021-09-28,64.1,64.1,61.81,62.08,314259.0
2021-09-29,62.94,63.22,61.13,61.25,278454.0
2021-09-30,61.46,62.35,60.88,61.51,431242.0
2021-10-01,62.11,62.4,60.75,62.13,234223.0
2021-10-02,62.11,62.4,60.75,62.13,234223.0
2021-10-03,62.11,62.4,60.75,62.13,234223.0
2021-10-04,61.91,61.91,60.6,61.81,237378.0
2021-10-05,61.87,63.63,60.99,61.15,328674.0
2021-10-06,60.14,64.74,60.14,63.62,368743.0
2021-10-07,64.54,66.07,64.54,65.12,355803.0
2021-10-08,64.9,65.565,64.54,65.02,159981.0
2021-10-09,64.9,65.565,64.54,65.02,159981.0
2021-10-10,64.9,65.565,64.54,65.02,159981.0
2021-10-11,65.0,66.115,63.89,63.99,139726.0
2021-10-12,64.21,66.49,64.21,65.9,376602.0
2021-10-13,65.9,65.9,63.49,65.01,223132.0
2021-10-14,65.96,69.16,65.03,68.81,323525.0
2021-10-15,69.8,70.75,68.39,68.54,331823.0
2021-10-16,69.8,70.75,68.39,68.54,331823.0
2021-10-17,69.8,70.75,68.39,68.54,331823.0
2021-10-18,67.72,68.81,67.24,68.33,174244.0
2021-10-19,68.4,69.0,67.39,68.41,231415.0
2021-10-20,68.68,68.68,66.61,66.66,235600.0
2021-10-21,66.57,67.81,65.32,65.41,252420.0
2021-10-22,65.11,65.41,63.46,63.69,209241.0
2021-10-23,65.11,65.41,63.46,63.69,209241.0
2021-10-24,65.11,65.41,63.46,63.69,209241.0
2021-10-25,63.62,65.5,63.18,63.65,211404.0
2021-10-26,63.65,64.55,62.91,63.11,218263.0
2021-10-27,62.57,63.3721,61.13,61.18,343994.0
2021-10-28,61.49,62.905,61.49,62.46,222318.0
2021-10-29,62.09,62.99,61.075,62.82,220491.0
2021-10-30,62.09,62.99,61.075,62.82,220491.0
2021-10-31,62.09,62.99,61.075,62.82,220491.0
2021-11-01,63.03,66.5,62.28,66.43,545699.0
2021-11-02,66.77,66.77,63.47,63.7,234118.0
2021-11-03,64.31,65.61,64.31,64.71,361446.0
2021-11-04,65.37,66.68,64.92,66.21,192947.0
2021-11-05,67.16,67.47,66.3,67.0,139584.0
2021-11-06,67.16,67.47,66.3,67.0,139584.0
2021-11-07,67.16,67.47,66.3,67.0,139584.0
2021-11-08,67.91,67.91,66.08,66.3,110868.0
2021-11-09,66.75,67.0,64.915,65.24,196339.0
2021-11-10,73.45,73.45,64.61,67.71,538872.0
2021-11-11,67.9,68.99,65.74,65.79,241643.0
2021-11-12,65.78,67.3199,64.9,67.02,106115.0
2021-11-13,65.78,67.3199,64.9,67.02,106115.0
2021-11-14,65.78,67.3199,64.9,67.02,106115.0
2021-11-15,67.28,67.93,66.0,66.73,185004.0
2021-11-16,65.87,66.87,65.0,66.74,130554.0
2021-11-17,66.74,66.86,64.9,65.79,181003.0
2021-11-18,65.84,66.49,63.66,64.63,266512.0
2021-11-19,64.03,64.85,62.34,62.72,178839.0
2021-11-20,64.03,64.85,62.34,62.72,178839.0
2021-11-21,64.03,64.85,62.34,62.72,178839.0
2021-11-22,62.72,63.1862,59.41,59.65,312059.0
2021-11-23,59.43,60.18,57.52,58.57,307710.0
2021-11-24,57.72,59.07,57.19,58.39,167024.0
2021-11-25,57.72,59.07,57.19,58.39,167024.0
2021-11-26,56.36,57.77,54.59,55.2,201501.0
2021-11-27,56.36,57.77,54.59,55.2,201501.0
2021-11-28,56.36,57.77,54.59,55.2,201501.0
2021-11-29,56.3,56.835,54.115,54.45,360023.0
2021-11-30,53.69,54.71,50.71,52.37,650468.0
2021-12-01,54.0,55.76,51.99,52.4,497438.0
2021-12-02,52.72,54.89,52.01,54.03,369673.0
2021-12-03,54.0,54.8011,49.85,51.54,470824.0
2021-12-04,54.0,54.8011,49.85,51.54,470824.0
2021-12-05,54.0,54.8011,49.85,51.54,470824.0
2021-12-06,53.1,55.3,50.93,54.12,416660.0
2021-12-07,55.0,57.51,55.0,57.41,393951.0
2021-12-08,57.52,59.42,56.595,58.89,377846.0
2021-12-09,57.91,58.96,55.42,55.62,245992.0
2021-12-10,56.01,57.42,54.495,54.77,414293.0
2021-12-11,56.01,57.42,54.495,54.77,414293.0
2021-12-12,56.01,57.42,54.495,54.77,414293.0
2021-12-13,54.17,55.69,53.14,53.49,232040.0
2021-12-14,52.57,52.92,50.37,50.62,408540.0
2021-12-15,50.38,53.62,50.05,52.88,417152.0
2021-12-16,53.62,54.33,48.745,49.69,363525.0
2021-12-17,48.68,51.12,47.61,49.94,435287.0
2021-12-18,48.68,51.12,47.61,49.94,435287.0
2021-12-19,48.68,51.12,47.61,49.94,435287.0
2021-12-20,48.33,49.92,47.3371,49.38,391706.0
2021-12-21,50.62,53.67,50.49,53.47,443352.0
2021-12-22,53.51,54.45,52.415,54.18,214487.0
2021-12-23,54.27,55.41,53.74,55.22,233507.0
2021-12-24,54.27,55.41,53.74,55.22,233507.0
2021-12-25,54.27,55.41,53.74,55.22,233507.0
2021-12-26,54.27,55.41,53.74,55.22,233507.0
2021-12-27,55.07,56.27,54.73,55.06,172264.0
2021-12-28,54.61,55.0006,51.76,51.94,193952.0
2021-12-29,51.95,52.88,51.3,52.61,183010.0
2021-12-30,52.79,54.73,51.83,54.08,167141.0
2021-12-31,54.05,54.91,52.37,52.77,243238.0
2022-01-01,54.05,54.91,52.37,52.77,243238.0
2022-01-02,54.05,54.91,52.37,52.77,243238.0
2022-01-03,53.28,53.97,51.96,53.15,238563.0
2022-01-04,53.16,53.5125,51.13,51.89,339563.0
2022-01-05,52.05,52.52,48.68,49.0,798096.0
2022-01-06,48.92,50.39,48.62,50.0,290663.0
2022-01-07,49.61,50.59,47.0006,47.3,363610.0
2022-01-08,49.61,50.59,47.0006,47.3,363610.0
2022-01-09,49.61,50.59,47.0006,47.3,363610.0
2022-01-10,46.4,47.68,45.8102,47.59,404103.0
2022-01-11,47.5,49.45,47.04,49.23,237459.0
2022-01-12,49.72,50.35,48.38,49.76,293748.0
2022-01-13,49.95,49.95,46.0301,46.26,387787.0
2022-01-14,45.24,46.17,43.72,44.1,527524.0
2022-01-15,45.24,46.17,43.72,44.1,527524.0
2022-01-16,45.24,46.17,43.72,44.1,527524.0
2022-01-17,45.24,46.17,43.72,44.1,527524.0
2022-01-18,43.42,43.42,40.97,41.03,494475.0
2022-01-19,41.41,42.4284,40.0087,40.06,442014.0
2022-01-20,40.36,41.38,38.785,38.97,717813.0
2022-01-21,38.43,39.96,37.58,37.67,723461.0
2022-01-22,38.43,39.96,37.58,37.67,723461.0
2022-01-23,38.43,39.96,37.58,37.67,723461.0
2022-01-24,36.37,39.75,35.4098,39.61,617218.0
2022-01-25,38.47,39.0399,36.64,37.02,584683.0
2022-01-26,37.83,38.88,35.55,36.34,481455.0
2022-01-27,37.16,37.7136,33.84,34.0,618427.0
2022-01-28,34.12,35.01,33.21,34.96,582540.0
2022-01-29,34.12,35.01,33.21,34.96,582540.0
2022-01-30,34.12,35.01,33.21,34.96,582540.0
2022-01-31,34.9,37.54,34.9,37.5,1009025.0
2022-02-01,37.86,38.16,36.66,37.54,500360.0
2022-02-02,37.57,38.2,35.59,36.43,747927.0
2022-02-03,35.43,36.54,34.72,35.28,780144.0
2022-02-04,35.34,37.66,35.04,37.25,371433.0
2022-02-05,35.34,37.66,35.04,37.25,371433.0
2022-02-06,35.34,37.66,35.04,37.25,371433.0
2022-02-07,37.05,39.23,37.05,38.64,456581.0
2022-02-08,38.57,40.0,38.4927,39.55,277437.0
2022-02-09,40.09,41.28,39.62,41.23,591406.0
2022-02-10,40.15,43.11,39.7994,42.36,753641.0
2022-02-11,42.27,43.37,40.93,41.75,378760.0
2022-02-12,42.27,43.37,40.93,41.75,378760.0
2022-02-13,42.27,43.37,40.93,41.75,378760.0
2022-02-14,41.66,43.0901,40.8536,41.92,232863.0
2022-02-15,42.78,45.62,42.27,45.56,572422.0
2022-02-16,45.15,45.235,43.39,44.37,392409.0
2022-02-17,43.81,43.81,41.765,41.87,445009.0
2022-02-18,41.71,42.2,40.77,41.45,353865.0
2022-02-19,41.71,42.2,40.77,41.45,353865.0
2022-02-20,41.71,42.2,40.77,41.45,353865.0
2022-02-21,41.71,42.2,40.77,41.45,353865.0
2022-02-22,40.95,42.075,40.56,40.57,293670.0
2022-02-23,41.0,41.38,38.4,38.53,343596.0
2022-02-24,36.49,41.48,36.42,41.41,778773.0
2022-02-25,41.89,42.39,40.42,42.31,265375.0
2022-02-26,41.89,42.39,40.42,42.31,265375.0
2022-02-27,41.89,42.39,40.42,42.31,265375.0
2022-02-28,41.73,43.0,41.05,41.94,406655.0
2022-03-01,41.97,42.2599,40.36,41.39,328617.0
2022-03-02,41.67,42.0133,39.15,40.23,410063.0
2022-03-03,40.46,40.46,38.48,38.85,330532.0
2022-03-04,38.69,39.5,38.045,38.34,248594.0
2022-03-05,38.69,39.5,38.045,38.34,248594.0
2022-03-06,38.69,39.5,38.045,38.34,248594.0
2022-03-07,38.32,39.0,36.6,37.03,418627.0
2022-03-08,37.05,38.79,36.29,37.34,310516.0
2022-03-09,38.21,39.5,38.09,38.96,322329.0
2022-03-10,38.01,38.92,37.38,38.84,247016.0
2022-03-11,39.44,39.7,37.02,37.56,392470.0
2022-03-12,39.44,39.7,37.02,37.56,392470.0
2022-03-13,39.44,39.7,37.02,37.56,392470.0
2022-03-14,37.44,37.85,34.99,35.04,467333.0
2022-03-15,35.0,35.99,34.75,35.44,327022.0
2022-03-16,36.11,37.67,35.81,37.2,411780.0
2022-03-17,37.0,40.06,36.68,40.02,439898.0
2022-03-18,39.94,41.8299,39.64,41.75,346190.0
2022-03-19,39.94,41.8299,39.64,41.75,346190.0
2022-03-20,39.94,41.8299,39.64,41.75,346190.0
2022-03-21,41.75,41.75,39.55,39.78,196776.0
2022-03-22,39.71,41.36,39.71,41.07,244335.0
2022-03-23,40.62,41.98,39.88,40.26,240200.0
2022-03-24,40.24,41.26,39.82,41.19,192416.0
2022-03-25,41.25,42.13,39.93,40.18,297099.0
2022-03-26,41.25,42.13,39.93,40.18,297099.0
2022-03-27,41.25,42.13,39.93,40.18,297099.0
2022-03-28,40.2,41.0,39.445,40.43,231210.0
2022-03-29,41.33,43.39,40.85,43.19,264936.0
2022-03-30,42.57,43.35,41.07,41.1,272781.0
2022-03-31,40.87,41.665,39.9,40.34,332625.0
2022-04-01,40.79,41.88,40.79,41.84,173609.0
2022-04-02,40.79,41.88,40.79,41.84,173609.0
2022-04-03,40.79,41.88,40.79,41.84,173609.0
2022-04-04,41.93,43.85,41.88,43.48,283915.0
2022-04-05,43.64,43.72,40.02,40.17,246968.0
2022-04-06,39.5,40.0,38.045,38.62,221585.0
2022-04-07,38.78,39.43,37.325,38.03,266197.0
2022-04-08,37.63,38.44,36.98,37.2,181218.0
2022-04-09,37.63,38.44,36.98,37.2,181218.0
2022-04-10,37.63,38.44,36.98,37.2,181218.0
2022-04-11,36.63,37.69,36.33,36.57,159619.0
2022-04-12,37.3,38.43,35.96,36.06,243699.0
2022-04-13,35.91,37.44,35.91,37.31,346519.0
2022-04-14,37.52,37.72,36.49,36.8,337155.0
2022-04-15,37.52,37.72,36.49,36.8,337155.0
2022-04-16,37.52,37.72,36.49,36.8,337155.0
2022-04-17,37.52,37.72,36.49,36.8,337155.0
2022-04-18,36.37,36.52,35.01,35.94,188222.0
2022-04-19,35.97,37.59,35.97,37.41,141295.0
2022-04-20,37.99,38.335,36.69,36.71,166237.0
2022-04-21,37.22,38.14,35.22,35.35,302469.0
2022-04-22,35.09,36.13,34.87,35.04,259677.0
2022-04-23,35.09,36.13,34.87,35.04,259677.0
2022-04-24,35.09,36.13,34.87,35.04,259677.0
2022-04-25,34.74,36.58,34.525,36.19,225754.0
2022-04-26,35.84,35.99,34.61,34.89,287713.0
2022-04-27,34.54,35.6,33.1,33.29,285847.0
2022-04-28,33.42,34.262,32.5721,33.66,382383.0
2022-04-29,33.53,34.36,32.86,33.04,241836.0
2022-04-30,33.53,34.36,32.86,33.04,241836.0
2022-05-01,33.53,34.36,32.86,33.04,241836.0
2022-05-02,32.77,34.824,32.54,34.78,345332.0
2022-05-03,34.58,35.34,34.01,34.25,159473.0
2022-05-04,34.09,35.58,32.78,35.52,249084.0
2022-05-05,34.72,35.0234,32.31,33.03,312914.0
2022-05-06,32.75,33.415,31.42,32.39,433534.0
2022-05-07,32.75,33.415,31.42,32.39,433534.0
2022-05-08,32.75,33.415,31.42,32.39,433534.0
2022-05-09,31.65,32.1056,30.45,30.84,455858.0
2022-05-10,31.74,31.76,28.87,29.43,508202.0
2022-05-11,28.97,33.785,28.97,32.47,715282.0
2022-05-12,31.67,33.22,31.11,33.21,420445.0
2022-05-13,33.99,35.09,33.55,34.8,292048.0
2022-05-14,33.99,35.09,33.55,34.8,292048.0
2022-05-15,33.99,35.09,33.55,34.8,292048.0
2022-05-16,34.17,35.29,32.98,33.12,294885.0
2022-05-17,33.91,34.57,33.18,34.54,205247.0
2022-05-18,33.15,34.84,32.79,33.92,328522.0
2022-05-19,34.0,35.63,33.72,35.39,284611.0
2022-05-20,36.0,36.26,34.07,35.19,227748.0
2022-05-21,36.0,36.26,34.07,35.19,227748.0
2022-05-22,36.0,36.26,34.07,35.19,227748.0
2022-05-23,35.53,35.6,33.93,35.46,177440.0
2022-05-24,35.09,35.09,33.06,33.83,346839.0
2022-05-25,33.48,35.72,33.45,35.65,209651.0
2022-05-26,35.68,37.43,35.65,37.07,202939.0
2022-05-27,37.41,38.93,37.41,38.85,209889.0
2022-05-28,37.41,38.93,37.41,38.85,209889.0
2022-05-29,37.41,38.93,37.41,38.85,209889.0
2022-05-30,37.41,38.93,37.41,38.85,209889.0
2022-05-31,38.97,39.13,37.22,37.58,287221.0
2022-06-01,37.9,38.15,35.87,36.65,238260.0
2022-06-02,36.62,38.86,36.62,38.83,327130.0
2022-06-03,38.05,38.55,37.33,38.04,112009.0
2022-06-04,38.05,38.55,37.33,38.04,112009.0
2022-06-05,38.05,38.55,37.33,38.04,112009.0
2022-06-06,38.69,38.69,37.41,38.15,123984.0
2022-06-07,37.85,39.09,37.7652,38.94,195834.0
2022-06-08,38.97,39.32,37.96,38.42,118156.0
2022-06-09,37.92,38.21,36.71,36.87,154461.0
2022-06-10,35.83,36.74,35.57,36.09,157142.0
2022-06-11,35.83,36.74,35.57,36.09,157142.0
2022-06-12,35.83,36.74,35.57,36.09,157142.0
2022-06-13,34.67,35.34,33.19,33.28,284159.0
2022-06-14,33.29,33.99,32.605,33.48,223614.0
2022-06-15,34.16,35.16,33.45,34.43,150720.0
2022-06-16,33.35,33.35,32.02,32.48,354130.0
2022-06-17,32.89,35.09,32.7,34.66,330664.0
2022-06-18,32.89,35.09,32.7,34.66,330664.0
2022-06-19,32.89,35.09,32.7,34.66,330664.0
2022-06-20,32.89,35.09,32.7,34.66,330664.0
2022-06-21,35.35,35.81,34.64,34.73,221175.0
2022-06-22,34.22,36.54,34.22,36.34,268083.0
2022-06-23,36.68,38.06,36.52,37.87,235749.0
2022-06-24,38.29,39.625,38.29,38.63,746429.0
2022-06-25,38.29,39.625,38.29,38.63,746429.0
2022-06-26,38.29,39.625,38.29,38.63,746429.0
2022-06-27,38.83,39.755,38.065,38.54,310140.0
2022-06-28,38.77,39.69,37.98,38.02,261558.0
2022-06-29,37.84,37.84,36.35,37.37,149348.0
2022-06-30,36.61,37.57,35.26,37.49,227942.0
2022-07-01,37.61,39.07,37.585,38.08,188669.0
2022-07-02,37.61,39.07,37.585,38.08,188669.0
2022-07-03,37.61,39.07,37.585,38.08,188669.0
2022-07-04,37.61,39.07,37.585,38.08,188669.0
2022-07-05,37.47,39.169,36.62,39.0,232031.0
2022-07-06,38.74,39.67,38.37,38.85,170492.0
2022-07-07,39.22,40.74,39.22,40.72,245979.0
2022-07-08,40.38,40.84,39.52,40.46,141350.0
2022-07-09,40.38,40.84,39.52,40.46,141350.0
2022-07-10,40.38,40.84,39.52,40.46,141350.0
2022-07-11,40.13,40.13,38.97,39.08,192191.0
2022-07-12,39.24,39.9755,38.15,38.53,314570.0
2022-07-13,37.56,38.91,37.03,37.1,345765.0
2022-07-14,36.37,37.17,36.105,36.37,236882.0
2022-07-15,37.12,37.595,35.68,37.09,301813.0
2022-07-16,37.12,37.595,35.68,37.09,301813.0
2022-07-17,37.12,37.595,35.68,37.09,301813.0
2022-07-18,37.84,39.25,37.48,37.55,253082.0
2022-07-19,38.09,39.11,37.595,38.99,109347.0
2022-07-20,39.08,40.96,38.95,40.11,408399.0
2022-07-21,40.1,41.56,39.74,41.43,190259.0
2022-07-22,41.43,41.84,39.71,40.51,234323.0
2022-07-23,41.43,41.84,39.71,40.51,234323.0
2022-07-24,41.43,41.84,39.71,40.51,234323.0
2022-07-25,40.4,40.93,39.75,40.32,125913.0
2022-07-26,40.07,40.58,38.94,38.98,136968.0
2022-07-27,39.28,40.06,38.22,40.01,190372.0
2022-07-28,40.1,42.02,39.81,41.61,187040.0
2022-07-29,41.41,42.32,40.775,41.62,260196.0
2022-07-30,41.41,42.32,40.775,41.62,260196.0
2022-07-31,41.41,42.32,40.775,41.62,260196.0
2022-08-01,40.9,41.73,40.0,41.27,175024.0
2022-08-02,40.76,41.99,40.645,41.55,287353.0
2022-08-03,42.06,44.1,41.93,44.01,350721.0
2022-08-04,44.01,44.63,43.59,44.13,195938.0
2022-08-05,43.4,44.38,43.15,43.95,264492.0
2022-08-06,43.4,44.38,43.15,43.95,264492.0
2022-08-07,43.4,44.38,43.15,43.95,264492.0
2022-08-08,44.15,45.53,44.08,45.43,377061.0
2022-08-09,47.01,47.0336,40.06,40.19,398016.0
2022-08-10,40.35,41.01,38.8,39.26,341884.0
2022-08-11,39.85,41.79,39.475,40.62,284016.0
2022-08-12,41.0,42.03,40.71,41.58,204786.0
2022-08-13,41.0,42.03,40.71,41.58,204786.0
2022-08-14,41.0,42.03,40.71,41.58,204786.0
2022-08-15,41.41,41.41,39.86,40.91,169804.0
2022-08-16,40.44,41.21,40.05,40.97,204112.0
2022-08-17,40.25,40.34,39.29,39.36,161974.0
2022-08-18,38.97,40.28,38.8,39.86,180543.0
2022-08-19,39.3,39.3,37.81,38.16,188643.0
2022-08-20,39.3,39.3,37.81,38.16,188643.0
2022-08-21,39.3,39.3,37.81,38.16,188643.0
2022-08-22,37.29,37.55,36.76,36.91,183160.0
2022-08-23,36.61,37.404,36.22,36.53,165780.0
2022-08-24,36.65,37.5383,36.65,36.87,124818.0
2022-08-25,37.26,37.74,37.1,37.62,111998.0
2022-08-26,37.79,37.79,35.99,36.21,144189.0
2022-08-27,37.79,37.79,35.99,36.21,144189.0
2022-08-28,37.79,37.79,35.99,36.21,144189.0
2022-08-29,35.62,36.44,35.32,35.61,112486.0
2022-08-30,36.02,36.16,35.05,35.29,144786.0
2022-08-31,35.46,35.7714,34.82,35.2,223190.0
2022-09-01,34.65,34.715,33.34,34.03,256399.0
2022-09-02,34.52,34.77,33.37,33.53,131733.0
2022-09-03,34.52,34.77,33.37,33.53,131733.0
2022-09-04,34.52,34.77,33.37,33.53,131733.0
2022-09-05,34.52,34.77,33.37,33.53,131733.0
2022-09-06,33.68,33.69,32.95,33.18,156639.0
2022-09-07,33.0,34.7,33.0,34.58,501044.0
2022-09-08,34.18,35.41,33.99,34.55,191710.0
2022-09-09,35.0,35.77,35.0,35.55,367258.0
2022-09-10,35.0,35.77,35.0,35.55,367258.0
2022-09-11,35.0,35.77,35.0,35.55,367258.0
2022-09-12,35.91,35.97,34.45,35.42,253940.0
2022-09-13,34.1,34.42,33.74,34.35,189230.0
2022-09-14,34.54,34.54,33.16,33.54,260818.0
2022-09-15,33.2,34.12,32.02,32.61,243359.0
