,CDW US Equity,CDW US Equity,CDW US Equity,CDW US Equity,CDW US Equity
2021-03-09,150.7348,152.137,149.0908,149.3809,849171.0
2021-03-10,150.5414,153.0557,149.2117,151.286,684658.0
2021-03-11,151.9339,155.7103,151.0346,154.719,703076.0
2021-03-12,155.7151,156.6628,153.752,154.7867,639911.0
2021-03-13,155.7151,156.6628,153.752,154.7867,639911.0
2021-03-14,155.7151,156.6628,153.752,154.7867,639911.0
2021-03-15,154.4289,156.0246,153.2781,155.9569,504504.0
2021-03-16,156.7885,156.8562,154.748,155.6667,524727.0
2021-03-17,154.8738,155.3379,152.3788,155.1155,715682.0
2021-03-18,152.1177,154.6465,151.431,151.9242,766288.0
2021-03-19,151.1216,154.1678,149.642,152.8236,1663372.0
2021-03-20,151.1216,154.1678,149.642,152.8236,1663372.0
2021-03-21,151.1216,154.1678,149.642,152.8236,1663372.0
2021-03-22,152.988,155.0672,152.0016,154.0518,639606.0
2021-03-23,153.6166,154.6562,150.0627,150.9185,773258.0
2021-03-24,151.5761,154.3709,150.9572,151.257,819072.0
2021-03-25,150.875,155.1155,149.4389,154.3612,1004572.0
2021-03-26,153.5199,162.4942,153.3652,162.3684,1342639.0
2021-03-27,153.5199,162.4942,153.3652,162.3684,1342639.0
2021-03-28,153.5199,162.4942,153.3652,162.3684,1342639.0
2021-03-29,162.2137,163.3935,158.4035,159.622,821988.0
2021-03-30,158.5679,159.8831,156.0246,159.3899,549447.0
2021-03-31,160.3086,160.9179,158.6547,160.2893,763369.0
2021-04-01,162.1073,164.0511,161.1016,163.8577,722820.0
2021-04-02,162.1073,164.0511,161.1016,163.8577,722820.0
2021-04-03,162.1073,164.0511,161.1016,163.8577,722820.0
2021-04-04,162.1073,164.0511,161.1016,163.8577,722820.0
2021-04-05,164.7861,167.0973,163.9157,165.8788,704419.0
2021-04-06,165.1632,165.9079,163.9737,165.8692,785696.0
2021-04-07,165.6467,165.6564,164.2542,164.7087,483755.0
2021-04-08,170.5207,170.5207,166.5074,168.838,782791.0
2021-04-09,168.0741,169.8921,167.0103,169.66,855239.0
2021-04-10,168.0741,169.8921,167.0103,169.66,855239.0
2021-04-11,168.0741,169.8921,167.0103,169.66,855239.0
2021-04-12,169.66,169.7761,167.6099,168.5092,777512.0
2021-04-13,168.3158,170.3756,167.871,170.0952,578085.0
2021-04-14,171.159,173.035,169.66,172.2614,1199640.0
2021-04-15,172.89,175.0755,171.0913,174.8628,893703.0
2021-04-16,178.4989,178.4989,175.5929,177.9477,965637.0
2021-04-17,178.4989,178.4989,175.5929,177.9477,965637.0
2021-04-18,178.4989,178.4989,175.5929,177.9477,965637.0
2021-04-19,177.0677,177.992,175.9169,176.1973,856801.0
2021-04-20,175.3366,177.5802,173.799,174.7854,784825.0
2021-04-21,175.4043,176.5938,174.8434,175.8395,816073.0
2021-04-22,176.6518,177.0773,174.3212,174.9111,587782.0
2021-04-23,175.9169,177.4738,174.9692,176.5938,775245.0
2021-04-24,175.9169,177.4738,174.9692,176.5938,775245.0
2021-04-25,175.9169,177.4738,174.9692,176.5938,775245.0
2021-04-26,176.7389,177.938,175.6558,177.0773,613990.0
2021-04-27,176.9806,177.6672,175.6848,177.4448,472313.0
2021-04-28,177.3868,177.793,175.1384,176.0329,423214.0
2021-04-29,177.1837,177.9574,175.9555,176.4874,515642.0
2021-04-30,175.4817,175.4817,172.0003,172.4548,863414.0
2021-05-01,175.4817,175.4817,172.0003,172.4548,863414.0
2021-05-02,175.4817,175.4817,172.0003,172.4548,863414.0
2021-05-03,174.3212,174.8144,171.6638,173.2961,724644.0
2021-05-04,172.6772,173.1946,169.2539,170.4917,973742.0
2021-05-05,168.8912,170.2016,163.4709,165.7531,1464544.0
2021-05-06,165.4243,167.223,160.9275,166.9136,1314465.0
2021-05-07,166.9813,169.602,166.3043,169.1088,784459.0
2021-05-08,166.9813,169.602,166.3043,169.1088,784459.0
2021-05-09,166.9813,169.602,166.3043,169.1088,784459.0
2021-05-10,169.1088,169.6117,165.7531,165.7725,545639.0
2021-05-11,163.0454,164.0511,161.1693,162.117,1497884.0
2021-05-12,159.2062,160.9469,157.214,158.0941,1228297.0
2021-05-13,159.5156,164.1672,158.2681,162.9777,1242346.0
2021-05-14,164.2832,164.4573,160.8695,163.8674,878311.0
2021-05-15,164.2832,164.4573,160.8695,163.8674,878311.0
2021-05-16,164.2832,164.4573,160.8695,163.8674,878311.0
2021-05-17,162.3588,163.6933,161.1306,163.5676,642027.0
2021-05-18,163.9737,164.2445,162.2717,162.3394,736791.0
2021-05-19,159.4866,162.6972,158.9337,162.4942,569858.0
2021-05-20,162.4942,163.2001,161.3579,162.5232,847520.0
2021-05-21,162.968,164.1673,161.5658,162.5328,772907.0
2021-05-22,162.968,164.1673,161.5658,162.5328,772907.0
2021-05-23,162.968,164.1673,161.5658,162.5328,772907.0
2021-05-24,164.045,164.7702,162.8818,163.3956,471582.0
2021-05-25,164.394,164.646,161.263,161.6216,450933.0
2021-05-26,161.6895,162.242,159.8671,160.9916,1283474.0
2021-05-27,161.8155,162.9884,160.9528,162.0579,1271157.0
2021-05-28,162.1839,162.9303,157.9478,160.3518,948041.0
2021-05-29,162.1839,162.9303,157.9478,160.3518,948041.0
2021-05-30,162.1839,162.9303,157.9478,160.3518,948041.0
2021-05-31,162.1839,162.9303,157.9478,160.3518,948041.0
2021-06-01,160.8725,161.8252,158.4518,158.8493,817679.0
2021-06-02,159.5472,160.8752,159.3194,159.9059,641109.0
2021-06-03,158.0447,161.0303,157.4922,160.2161,780512.0
2021-06-04,160.6814,163.0757,160.439,162.3584,622530.0
2021-06-05,160.6814,163.0757,160.439,162.3584,622530.0
2021-06-06,160.6814,163.0757,160.439,162.3584,622530.0
2021-06-07,161.9512,162.6782,160.2936,160.6814,682811.0
2021-06-08,161.3987,162.3584,160.6329,161.3793,432778.0
2021-06-09,161.8834,162.1645,160.6135,160.7298,456324.0
2021-06-10,161.0788,162.3099,160.1482,162.2808,385641.0
2021-06-11,163.3277,163.5894,161.864,163.4925,588812.0
2021-06-12,163.3277,163.5894,161.864,163.4925,588812.0
2021-06-13,163.3277,163.5894,161.864,163.4925,588812.0
2021-06-14,163.5119,164.4231,162.7752,164.1129,650497.0
2021-06-15,164.4134,166.7302,163.8027,165.693,853719.0
2021-06-16,165.6833,167.9807,164.6945,166.4684,1300124.0
2021-06-17,165.693,166.2831,163.0466,164.0547,1079804.0
2021-06-18,163.0369,164.2195,159.586,160.7007,1457905.0
2021-06-19,163.0369,164.2195,159.586,160.7007,1457905.0
2021-06-20,163.0369,164.2195,159.586,160.7007,1457905.0
2021-06-21,161.7864,165.1695,161.0303,164.5297,602758.0
2021-06-22,164.0644,166.5654,163.5507,165.8965,707172.0
2021-06-23,165.6251,166.1872,163.6767,163.919,883569.0
2021-06-24,164.7915,165.2277,163.444,165.0726,465399.0
2021-06-25,164.7915,167.2924,164.0354,166.5072,1102707.0
2021-06-26,164.7915,167.2924,164.0354,166.5072,1102707.0
2021-06-27,164.7915,167.2924,164.0354,166.5072,1102707.0
2021-06-28,166.9628,168.6447,166.5363,168.4653,803468.0
2021-06-29,168.0,171.0826,168.0,170.9275,617016.0
2021-06-30,170.6949,171.5673,169.0373,169.299,594718.0
2021-07-01,169.5025,171.2765,168.1164,170.4137,537612.0
2021-07-02,171.1117,172.24,170.7239,171.4704,409752.0
2021-07-03,171.1117,172.24,170.7239,171.4704,409752.0
2021-07-04,171.1117,172.24,170.7239,171.4704,409752.0
2021-07-05,171.1117,172.24,170.7239,171.4704,409752.0
2021-07-06,171.2377,171.5576,168.6253,170.5785,955455.0
2021-07-07,171.2377,173.4672,169.8612,173.3509,620253.0
2021-07-08,171.354,174.0682,170.6076,171.4122,664300.0
2021-07-09,170.879,173.1377,170.6755,172.527,775419.0
2021-07-10,170.879,173.1377,170.6755,172.527,775419.0
2021-07-11,170.879,173.1377,170.6755,172.527,775419.0
2021-07-12,172.1877,173.0698,170.3653,170.9275,627329.0
2021-07-13,170.2102,171.5964,168.5429,168.824,653402.0
2021-07-14,169.8224,171.354,169.6286,170.6561,705658.0
2021-07-15,170.1423,170.278,168.6495,169.9872,436945.0
2021-07-16,170.6755,171.9743,168.9597,169.0954,446754.0
2021-07-17,170.6755,171.9743,168.9597,169.0954,446754.0
2021-07-18,170.6755,171.9743,168.9597,169.0954,446754.0
2021-07-19,166.895,168.6204,166.0807,167.147,600687.0
2021-07-20,168.0097,172.3137,167.3021,170.8403,625995.0
2021-07-21,171.2474,172.4882,170.5688,171.8193,545576.0
2021-07-22,172.0811,172.4882,171.2232,172.0229,458279.0
2021-07-23,173.0989,175.5126,172.5076,175.406,367904.0
2021-07-24,173.0989,175.5126,172.5076,175.406,367904.0
2021-07-25,173.0989,175.5126,172.5076,175.406,367904.0
2021-07-26,174.6983,176.8115,174.6983,176.0167,453333.0
2021-07-27,175.2121,176.8988,173.3994,175.7452,534392.0
2021-07-28,176.007,176.574,174.0585,174.7953,544282.0
2021-07-29,175.2993,178.1493,175.2896,177.4998,412381.0
2021-07-30,177.1411,177.8294,175.9682,177.7324,670773.0
2021-07-31,177.1411,177.8294,175.9682,177.7324,670773.0
2021-08-01,177.1411,177.8294,175.9682,177.7324,670773.0
2021-08-02,179.138,179.7681,177.6646,178.0426,575280.0
2021-08-03,178.8569,179.7293,176.7437,179.613,693538.0
2021-08-04,177.6646,184.8282,173.7484,182.4726,1219273.0
2021-08-05,184.1884,185.1965,181.5808,184.7797,806633.0
2021-08-06,184.1302,186.8153,183.8588,184.2271,686999.0
2021-08-07,184.1302,186.8153,183.8588,184.2271,686999.0
2021-08-08,184.1302,186.8153,183.8588,184.2271,686999.0
2021-08-09,183.1754,184.2126,182.24,183.82,592219.0
2021-08-10,184.3919,186.8675,183.5777,185.6521,774854.0
2021-08-11,186.5536,190.2275,185.9623,189.9561,892952.0
2021-08-12,189.801,192.2147,189.2775,191.8463,622419.0
2021-08-13,185.4728,192.457,185.4728,192.2438,651501.0
2021-08-14,185.4728,192.457,185.4728,192.2438,651501.0
2021-08-15,185.4728,192.457,185.4728,192.2438,651501.0
2021-08-16,192.0305,192.9514,190.7413,192.9223,804276.0
2021-08-17,192.8787,192.8787,188.977,190.6637,612685.0
2021-08-18,190.3729,191.7688,189.0643,189.2872,424533.0
2021-08-19,187.4271,189.1903,186.1368,188.376,633225.0
2021-08-20,188.6571,190.5086,188.25,189.7719,519982.0
2021-08-21,188.6571,190.5086,188.25,189.7719,519982.0
2021-08-22,188.6571,190.5086,188.25,189.7719,519982.0
2021-08-23,190.3244,191.2647,189.4375,190.8673,390512.0
2021-08-24,191.11,192.5379,190.8672,191.3043,494923.0
2021-08-25,191.0129,193.3927,190.7506,192.6933,542179.0
2021-08-26,192.6739,193.3975,191.5915,192.3922,540023.0
2021-08-27,192.1785,193.7326,191.2266,193.5384,781404.0
2021-08-28,192.1785,193.7326,191.2266,193.5384,781404.0
2021-08-29,192.1785,193.7326,191.2266,193.5384,781404.0
2021-08-30,194.0629,195.5879,192.9264,194.9856,654227.0
2021-08-31,195.0051,195.5782,193.6063,194.8594,984577.0
2021-09-01,195.1896,195.5879,192.7127,194.5485,529001.0
2021-09-02,194.9212,197.5111,194.9212,197.4334,471278.0
2021-09-03,196.5592,197.9773,196.3649,196.8895,384381.0
2021-09-04,196.5592,197.9773,196.3649,196.8895,384381.0
2021-09-05,196.5592,197.9773,196.3649,196.8895,384381.0
2021-09-06,196.5592,197.9773,196.3649,196.8895,384381.0
2021-09-07,196.0153,196.4621,194.5243,195.481,512711.0
2021-09-08,194.6457,194.9079,192.805,194.6457,658862.0
2021-09-09,194.3348,196.3257,193.6161,193.8298,632258.0
2021-09-10,194.6651,196.1318,192.0425,192.3145,541265.0
2021-09-11,194.6651,196.1318,192.0425,192.3145,541265.0
2021-09-12,194.6651,196.1318,192.0425,192.3145,541265.0
2021-09-13,194.1309,194.3543,189.7501,191.1294,603680.0
2021-09-14,193.0041,193.0041,186.9916,187.9338,820458.0
2021-09-15,187.1858,189.9274,185.9951,189.4976,1130482.0
2021-09-16,188.6525,190.2407,188.196,188.7691,801113.0
2021-09-17,187.351,188.128,184.7186,185.6608,1866858.0
2021-09-18,187.351,188.128,184.7186,185.6608,1866858.0
2021-09-19,187.351,188.128,184.7186,185.6608,1866858.0
2021-09-20,182.2223,184.5535,180.3962,182.4166,800773.0
2021-09-21,182.912,183.5725,180.4351,182.3777,656703.0
2021-09-22,183.1354,185.4137,183.1354,184.1941,490759.0
2021-09-23,183.6987,188.74,183.6502,187.0013,401397.0
2021-09-24,186.0591,188.1474,185.6317,187.5258,439796.0
2021-09-25,186.0591,188.1474,185.6317,187.5258,439796.0
2021-09-26,186.0591,188.1474,185.6317,187.5258,439796.0
2021-09-27,186.4768,188.2057,185.9619,186.7779,446363.0
2021-09-28,185.1849,185.6123,180.2699,180.8042,603430.0
2021-09-29,182.7274,183.2616,178.6672,180.0757,468308.0
2021-09-30,180.6777,181.7366,176.676,176.8023,919324.0
2021-10-01,177.4239,181.0761,175.083,180.3865,850590.0
2021-10-02,177.4239,181.0761,175.083,180.3865,850590.0
2021-10-03,177.4239,181.0761,175.083,180.3865,850590.0
2021-10-04,179.93,182.096,176.9965,177.4142,1010606.0
2021-10-05,177.8125,180.3476,176.608,178.8518,576842.0
2021-10-06,173.4317,173.4317,167.3026,170.4983,1253978.0
2021-10-07,172.1981,173.6551,171.5182,172.373,817137.0
2021-10-08,172.9266,172.9752,171.0714,171.8096,558708.0
2021-10-09,172.9266,172.9752,171.0714,171.8096,558708.0
2021-10-10,172.9266,172.9752,171.0714,171.8096,558708.0
2021-10-11,170.5663,171.4308,169.3716,169.5658,593379.0
2021-10-12,170.5177,170.7606,168.1865,168.6333,613459.0
2021-10-13,169.493,170.5954,167.9243,169.0316,761936.0
2021-10-14,170.7703,173.1209,169.6338,172.441,716486.0
2021-10-15,172.6935,174.0,172.0282,172.6255,709394.0
2021-10-16,172.6935,174.0,172.0282,172.6255,709394.0
2021-10-17,172.6935,174.0,172.0282,172.6255,709394.0
2021-10-18,173.8397,185.248,173.83,180.8916,1628757.0
2021-10-19,181.387,182.3874,180.2408,182.2514,550380.0
2021-10-20,182.6691,184.0581,182.3389,182.9897,697468.0
2021-10-21,182.8828,185.2043,182.266,185.0877,585164.0
2021-10-22,185.0877,187.5744,185.0877,185.9814,431744.0
2021-10-23,185.0877,187.5744,185.0877,185.9814,431744.0
2021-10-24,185.0877,187.5744,185.0877,185.9814,431744.0
2021-10-25,186.0882,187.3898,184.9519,186.0494,431044.0
2021-10-26,186.7682,186.7682,182.8828,183.0674,628309.0
2021-10-27,183.0577,183.0577,178.8518,179.0849,645738.0
2021-10-28,179.5511,182.096,179.3763,180.6099,648570.0
2021-10-29,178.9683,181.8969,178.9683,181.2995,502980.0
2021-10-30,178.9683,181.8969,178.9683,181.2995,502980.0
2021-10-31,178.9683,181.8969,178.9683,181.2995,502980.0
2021-11-01,181.4355,183.7182,181.4355,182.2612,704859.0
2021-11-02,182.1737,184.1164,181.0276,183.7862,882559.0
2021-11-03,183.9513,183.9513,176.8023,180.2214,831247.0
2021-11-04,182.1155,183.6307,179.386,179.6968,1136735.0
2021-11-05,180.4836,184.3738,179.9066,181.7075,1369575.0
2021-11-06,180.4836,184.3738,179.9066,181.7075,1369575.0
2021-11-07,180.4836,184.3738,179.9066,181.7075,1369575.0
2021-11-08,182.3971,183.5336,179.3083,180.0077,662245.0
2021-11-09,180.3282,182.6206,179.9785,181.6589,744385.0
2021-11-10,180.4351,185.9328,180.4351,183.3879,950210.0
2021-11-11,183.2811,185.3889,181.0179,182.9217,511183.0
2021-11-12,184.1941,186.2242,182.7857,185.6026,384867.0
2021-11-13,184.1941,186.2242,182.7857,185.6026,384867.0
2021-11-14,184.1941,186.2242,182.7857,185.6026,384867.0
2021-11-15,185.9814,187.2247,184.8546,185.3791,532446.0
2021-11-16,184.8935,190.0027,184.4952,189.3908,914944.0
2021-11-17,189.5462,190.1775,188.6671,189.6433,681654.0
2021-11-18,189.6724,190.0998,187.1319,189.6336,595967.0
2021-11-19,189.7865,192.4165,189.2645,190.4398,748278.0
2021-11-20,189.7865,192.4165,189.2645,190.4398,748278.0
2021-11-21,189.7865,192.4165,189.2645,190.4398,748278.0
2021-11-22,191.246,194.7817,189.4102,190.5758,659956.0
2021-11-23,190.2057,191.9147,187.6348,190.712,603484.0
2021-11-24,189.7382,194.6755,189.7382,194.5586,515503.0
2021-11-25,189.7382,194.6755,189.7382,194.5586,515503.0
2021-11-26,193.0979,194.6949,185.0347,186.1546,522528.0
2021-11-27,193.0979,194.6949,185.0347,186.1546,522528.0
2021-11-28,193.0979,194.6949,185.0347,186.1546,522528.0
2021-11-29,188.7839,191.1795,187.8977,189.6993,839263.0
2021-11-30,189.2708,191.7735,183.0871,184.4017,1496847.0
2021-12-01,186.9823,189.0079,179.8735,179.9709,1033141.0
2021-12-02,181.0128,189.8356,181.0128,188.5502,735271.0
2021-12-03,188.9397,189.8259,185.0736,186.6512,870618.0
2021-12-04,188.9397,189.8259,185.0736,186.6512,870618.0
2021-12-05,188.9397,189.8259,185.0736,186.6512,870618.0
2021-12-06,187.9756,191.384,187.9561,189.2903,658037.0
2021-12-07,191.2574,193.687,189.7382,193.02,545969.0
2021-12-08,194.062,195.1526,192.5039,193.614,522924.0
2021-12-09,192.6207,193.1904,189.5045,189.5921,556611.0
2021-12-10,191.3548,191.4911,187.9367,189.7674,639226.0
2021-12-11,191.3548,191.4911,187.9367,189.7674,639226.0
2021-12-12,191.3548,191.4911,187.9367,189.7674,639226.0
2021-12-13,188.7352,188.9884,185.5606,186.7291,912611.0
2021-12-14,186.2617,187.5395,182.5904,184.7231,878939.0
2021-12-15,184.9763,187.2355,181.0907,187.1187,966220.0
2021-12-16,188.5307,188.5307,182.2483,182.9118,1117169.0
2021-12-17,183.0676,188.9397,182.6294,185.0931,8374319.0
2021-12-18,183.0676,188.9397,182.6294,185.0931,8374319.0
2021-12-19,183.0676,188.9397,182.6294,185.0931,8374319.0
2021-12-20,181.9964,182.42,177.2831,181.8503,967074.0
2021-12-21,183.7493,188.6962,182.7462,188.2385,621580.0
2021-12-22,188.7449,193.7406,188.0584,193.6627,606091.0
2021-12-23,192.8836,198.5123,192.8836,197.4508,637062.0
2021-12-24,192.8836,198.5123,192.8836,197.4508,637062.0
2021-12-25,192.8836,198.5123,192.8836,197.4508,637062.0
2021-12-26,192.8836,198.5123,192.8836,197.4508,637062.0
2021-12-27,198.1228,201.7648,197.8404,201.5993,461255.0
2021-12-28,202.2323,202.2323,199.7198,200.2165,291465.0
2021-12-29,200.2749,202.0375,199.973,201.4143,331121.0
2021-12-30,201.7356,202.1154,198.4733,198.6292,315063.0
2021-12-31,198.2202,200.3041,197.334,199.4179,386436.0
2022-01-01,198.2202,200.3041,197.334,199.4179,386436.0
2022-01-02,198.2202,200.3041,197.334,199.4179,386436.0
2022-01-03,199.9633,201.5701,198.0546,199.6419,850047.0
2022-01-04,200.2165,203.2402,200.2165,202.6802,804216.0
2022-01-05,202.2128,202.6754,197.928,198.2007,841755.0
2022-01-06,198.3273,201.2098,197.3437,200.8105,1306461.0
2022-01-07,200.5086,201.1319,193.1368,193.1855,1122560.0
2022-01-08,200.5086,201.1319,193.1368,193.1855,1122560.0
2022-01-09,200.5086,201.1319,193.1368,193.1855,1122560.0
2022-01-10,191.2379,195.3474,187.255,194.9676,1232750.0
2022-01-11,195.844,196.6913,191.6761,195.1721,927069.0
2022-01-12,195.5616,197.4654,191.9001,192.2312,558126.0
2022-01-13,193.0492,193.7065,188.6183,188.9689,525708.0
2022-01-14,187.0505,188.258,183.2331,186.622,687524.0
2022-01-15,187.0505,188.258,183.2331,186.622,687524.0
2022-01-16,187.0505,188.258,183.2331,186.622,687524.0
2022-01-17,187.0505,188.258,183.2331,186.622,687524.0
2022-01-18,183.5545,186.1546,183.1562,184.9665,768481.0
2022-01-19,185.3853,187.5374,184.0998,184.4407,1075162.0
2022-01-20,185.7261,189.3876,183.5107,184.0317,831523.0
2022-01-21,183.7006,184.6306,179.5034,179.8248,696655.0
2022-01-22,183.7006,184.6306,179.5034,179.8248,696655.0
2022-01-23,183.7006,184.6306,179.5034,179.8248,696655.0
2022-01-24,177.5947,180.8181,172.7549,180.3019,1193171.0
2022-01-25,176.582,178.5393,173.5729,176.1145,1017685.0
2022-01-26,177.6045,183.2867,175.1797,177.7116,1170456.0
2022-01-27,179.9124,183.1114,175.5887,176.9715,775752.0
2022-01-28,176.8157,180.0195,173.9137,179.6982,806850.0
2022-01-29,176.8157,180.0195,173.9137,179.6982,806850.0
2022-01-30,176.8157,180.0195,173.9137,179.6982,806850.0
2022-01-31,179.333,184.1972,178.9873,184.0998,986310.0
2022-02-01,183.7493,185.0006,181.1005,184.4407,704630.0
2022-02-02,184.9957,190.1959,184.9957,189.5045,925381.0
2022-02-03,187.7614,190.6536,187.1868,187.9172,1473090.0
2022-02-04,187.5374,189.2805,184.8594,187.2647,691269.0
2022-02-05,187.5374,189.2805,184.8594,187.2647,691269.0
2022-02-06,187.5374,189.2805,184.8594,187.2647,691269.0
2022-02-07,187.5374,188.5112,184.392,186.3007,638181.0
2022-02-08,186.8265,190.1764,185.7261,189.6603,786695.0
2022-02-09,193.3511,194.5391,183.7103,184.986,2115388.0
2022-02-10,181.6556,182.8582,177.77,178.5686,1700692.0
2022-02-11,178.812,179.26,173.6021,174.0695,1826017.0
2022-02-12,178.812,179.26,173.6021,174.0695,1826017.0
2022-02-13,178.812,179.26,173.6021,174.0695,1826017.0
2022-02-14,174.0695,175.3744,170.6904,171.4889,1505983.0
2022-02-15,175.0239,179.6203,173.4658,178.812,1010347.0
2022-02-16,177.3318,181.2368,176.1535,180.6233,1023064.0
2022-02-17,178.9386,179.4401,176.7865,177.5071,816566.0
2022-02-18,177.4,179.0944,176.1218,177.0007,690371.0
2022-02-19,177.4,179.0944,176.1218,177.0007,690371.0
2022-02-20,177.4,179.0944,176.1218,177.0007,690371.0
2022-02-21,177.4,179.0944,176.1218,177.0007,690371.0
2022-02-22,175.7175,178.8802,172.862,173.3294,920690.0
2022-02-23,174.0403,175.2673,164.4774,164.6722,1231247.0
2022-02-24,160.2087,167.4754,159.4859,167.3093,1208907.0
2022-02-25,167.9344,173.5602,166.3815,173.3942,986409.0
2022-02-26,167.9344,173.5602,166.3815,173.3942,986409.0
2022-02-27,167.9344,173.5602,166.3815,173.3942,986409.0
2022-02-28,170.4739,170.8548,165.8931,168.4423,1229775.0
2022-03-01,167.2019,168.6572,164.2523,165.4634,915681.0
2022-03-02,166.4108,171.4017,166.401,169.966,635602.0
2022-03-03,170.7571,171.7826,168.0614,170.2883,538899.0
2022-03-04,168.2372,169.1162,164.389,167.573,634127.0
2022-03-05,168.2372,169.1162,164.389,167.573,634127.0
2022-03-06,168.2372,169.1162,164.389,167.573,634127.0
2022-03-07,166.6452,166.8894,161.5468,161.5859,662396.0
2022-03-08,162.4649,165.0971,159.1148,160.9412,794268.0
2022-03-09,165.2192,167.8905,163.0509,167.0163,720203.0
2022-03-10,164.2816,166.5788,163.1388,166.1568,438661.0
2022-03-11,167.6316,168.7939,165.8638,166.0396,751451.0
2022-03-12,167.6316,168.7939,165.8638,166.0396,751451.0
2022-03-13,167.6316,168.7939,165.8638,166.0396,751451.0
2022-03-14,166.8991,167.9051,161.3466,162.7188,800150.0
2022-03-15,163.6174,168.5742,162.8653,168.2665,751441.0
2022-03-16,169.5851,172.6818,165.942,169.3604,696053.0
2022-03-17,168.5693,172.5542,168.3153,172.3003,546499.0
2022-03-18,171.6752,175.7383,171.1087,175.2109,965841.0
2022-03-19,171.6752,175.7383,171.1087,175.2109,965841.0
2022-03-20,171.6752,175.7383,171.1087,175.2109,965841.0
2022-03-21,174.7909,175.7969,173.1647,174.6248,450178.0
2022-03-22,175.5429,176.085,173.3844,173.9998,633929.0
2022-03-23,173.57,174.1756,170.4543,170.4641,377991.0
2022-03-24,170.9231,172.3589,170.1369,171.7436,621215.0
2022-03-25,172.7691,173.0231,170.0246,172.0463,677379.0
2022-03-26,172.7691,173.0231,170.0246,172.0463,677379.0
2022-03-27,172.7691,173.0231,170.0246,172.0463,677379.0
2022-03-28,171.3822,173.7058,170.7473,173.1793,1151013.0
2022-03-29,175.4355,178.5903,174.8886,176.7443,1517638.0
2022-03-30,176.4317,176.4317,173.4675,174.6541,874075.0
2022-03-31,175.4648,176.9152,174.2537,174.7225,1371687.0
2022-04-01,175.709,175.9629,170.9231,173.6579,858905.0
2022-04-02,175.709,175.9629,170.9231,173.6579,858905.0
2022-04-03,175.709,175.9629,170.9231,173.6579,858905.0
2022-04-04,173.6188,175.5332,172.6666,174.6639,650662.0
2022-04-05,173.9998,175.2695,172.0268,172.691,589008.0
2022-04-06,171.0892,173.2282,169.9757,172.271,868206.0
2022-04-07,171.7045,174.1218,170.8548,173.1891,736189.0
2022-04-08,173.2868,173.3747,170.8352,171.4603,646511.0
2022-04-09,173.2868,173.3747,170.8352,171.4603,646511.0
2022-04-10,173.2868,173.3747,170.8352,171.4603,646511.0
2022-04-11,170.8645,171.5971,167.8523,168.1981,576898.0
2022-04-12,169.2139,171.7045,166.6745,167.6512,734319.0
2022-04-13,167.3484,168.2274,166.0689,166.987,788987.0
2022-04-14,170.0656,172.6324,168.6084,168.9404,1028725.0
2022-04-15,170.0656,172.6324,168.6084,168.9404,1028725.0
2022-04-16,170.0656,172.6324,168.6084,168.9404,1028725.0
2022-04-17,170.0656,172.6324,168.6084,168.9404,1028725.0
2022-04-18,168.6963,170.679,166.8894,167.6805,828065.0
2022-04-19,168.1395,171.1185,168.1395,169.8878,2277115.0
2022-04-20,171.9487,176.7834,171.5043,174.83,962623.0
2022-04-21,175.7676,176.8029,171.7045,172.3003,514814.0
2022-04-22,171.3138,171.3138,165.3266,165.5903,806585.0
2022-04-23,171.3138,171.3138,165.3266,165.5903,806585.0
2022-04-24,171.3138,171.3138,165.3266,165.5903,806585.0
2022-04-25,165.1899,166.8991,161.5175,166.6745,810519.0
2022-04-26,165.5708,166.0006,159.2222,159.3687,1100030.0
2022-04-27,159.2418,161.664,157.8939,158.7436,1274118.0
2022-04-28,160.2575,165.0532,159.691,164.7113,1227162.0
2022-04-29,163.7737,165.4438,158.8608,159.3785,862475.0
2022-04-30,163.7737,165.4438,158.8608,159.3785,862475.0
2022-05-01,163.7737,165.4438,158.8608,159.3785,862475.0
2022-05-02,159.2222,160.6873,156.1847,160.3064,1215650.0
2022-05-03,160.9705,164.7015,160.0524,163.7737,1316623.0
2022-05-04,165.0629,173.4333,165.0629,172.984,1625104.0
2022-05-05,171.0696,172.5152,164.7015,167.2214,1190501.0
2022-05-06,166.2838,167.9637,163.0802,166.6452,792458.0
2022-05-07,166.2838,167.9637,163.0802,166.6452,792458.0
2022-05-08,166.2838,167.9637,163.0802,166.6452,792458.0
2022-05-09,163.8713,165.6489,160.2478,160.9608,742595.0
2022-05-10,164.3402,165.7564,160.4529,162.67,773418.0
2022-05-11,163.1095,166.4694,160.2185,160.6189,847049.0
2022-05-12,159.4469,163.9983,159.4469,162.9044,862285.0
2022-05-13,163.9788,166.7526,163.5393,165.395,746236.0
2022-05-14,163.9788,166.7526,163.5393,165.395,746236.0
2022-05-15,163.9788,166.7526,163.5393,165.395,746236.0
2022-05-16,164.4476,166.694,162.6895,165.229,724599.0
2022-05-17,167.7977,169.2725,166.6403,168.6279,473880.0
2022-05-18,167.2605,168.1591,159.0181,159.9157,685845.0
2022-05-19,158.7339,160.3845,155.208,158.1772,949443.0
2022-05-20,159.4078,159.6129,151.7724,156.4679,749696.0
2022-05-21,159.4078,159.6129,151.7724,156.4679,749696.0
