,TNC US Equity,TNC US Equity,TNC US Equity,TNC US Equity,TNC US Equity
2023-08-14,83.7207,83.7207,82.7196,82.9872,78301.0
2023-08-15,82.68,82.68,81.3519,82.1943,64362.0
2023-08-16,82.234,82.8088,80.8761,81.1239,47763.0
2023-08-17,80.8861,81.4708,79.5778,79.7066,47876.0
2023-08-18,79.2804,80.1526,79.2705,79.5877,124796.0
2023-08-19,79.2804,80.1526,79.2705,79.5877,124796.0
2023-08-20,79.2804,80.1526,79.2705,79.5877,124796.0
2023-08-21,79.5579,80.0535,79.1119,79.3894,50639.0
2023-08-22,79.7066,80.1229,78.7452,79.2507,45262.0
2023-08-23,79.3994,80.9753,79.3994,80.7572,242991.0
2023-08-24,81.0446,82.3133,80.7869,80.9158,103763.0
2023-08-25,81.6492,82.2241,81.2726,81.2825,100762.0
2023-08-26,81.6492,82.2241,81.2726,81.2825,100762.0
2023-08-27,81.6492,82.2241,81.2726,81.2825,100762.0
2023-08-28,81.7682,82.571,81.2429,81.3618,69367.0
2023-08-29,81.3519,81.8078,80.9753,81.6195,112788.0
2023-08-30,81.6245,83.2651,81.2267,82.7679,100903.0
2023-08-31,82.9171,83.6429,81.7338,81.9625,169615.0
2023-09-01,82.6784,83.275,82.5392,82.9668,112874.0
2023-09-02,82.6784,83.275,82.5392,82.9668,112874.0
2023-09-03,82.6784,83.275,82.5392,82.9668,112874.0
2023-09-04,82.6784,83.275,82.5392,82.9668,112874.0
2023-09-05,82.2111,82.584,77.3588,77.9256,143162.0
2023-09-06,78.373,78.9199,77.2991,77.6273,302351.0
2023-09-07,77.3488,79.1386,76.8517,78.8403,160157.0
2023-09-08,78.7608,79.3077,77.8062,77.8162,157453.0
2023-09-09,78.7608,79.3077,77.8062,77.8162,157453.0
2023-09-10,78.7608,79.3077,77.8062,77.8162,157453.0
2023-09-11,78.0349,78.6514,77.6571,78.2537,84362.0
2023-09-12,78.0449,78.4923,77.0903,77.3588,51373.0
2023-09-13,77.5079,77.5129,76.1656,76.2451,57069.0
2023-09-14,76.8915,77.3687,75.8275,77.0505,131648.0
2023-09-15,76.802,77.3389,75.4696,76.3048,265986.0
2023-09-16,76.802,77.3389,75.4696,76.3048,265986.0
2023-09-17,76.802,77.3389,75.4696,76.3048,265986.0
2023-09-18,76.3545,77.2096,76.1557,76.2849,47930.0
2023-09-19,75.927,76.7025,75.927,76.275,59793.0
2023-09-20,76.7324,77.5378,75.5193,75.5292,57738.0
2023-09-21,75.2409,75.2558,73.9482,73.9482,56610.0
2023-09-22,73.809,74.3659,73.5803,73.998,62730.0
2023-09-23,73.809,74.3659,73.5803,73.998,62730.0
2023-09-24,73.809,74.3659,73.5803,73.998,62730.0
2023-09-25,73.6798,74.8335,73.6798,74.2764,37238.0
2023-09-26,73.8886,74.2465,73.1528,73.3019,59987.0
2023-09-27,73.6997,74.2167,73.3119,73.7693,56441.0
2023-09-28,73.9582,75.6734,73.9582,75.4,105590.0
2023-09-29,75.5889,75.5889,73.4908,73.7295,61051.0
2023-09-30,75.5889,75.5889,73.4908,73.7295,61051.0
2023-10-01,75.5889,75.5889,73.4908,73.7295,61051.0
2023-10-02,73.2522,74.2664,73.2522,74.2167,79534.0
2023-10-03,73.5207,74.6045,73.5207,73.988,64992.0
2023-10-04,74.0974,75.3602,73.6549,75.2508,69994.0
2023-10-05,75.3005,76.4838,74.9823,75.8176,84151.0
2023-10-06,75.2608,76.4738,75.2409,75.7679,128149.0
2023-10-07,75.2608,76.4738,75.2409,75.7679,128149.0
2023-10-08,75.2608,76.4738,75.2409,75.7679,128149.0
2023-10-09,75.7181,76.623,75.4497,76.4937,46641.0
2023-10-10,76.7125,77.6969,76.3744,76.4341,67142.0
2023-10-11,76.5733,77.3737,76.5733,77.0605,86928.0
2023-10-12,76.9014,76.9014,75.4596,76.0363,54162.0
2023-10-13,75.9568,76.2103,73.7494,74.5747,62074.0
2023-10-14,75.9568,76.2103,73.7494,74.5747,62074.0
2023-10-15,75.9568,76.2103,73.7494,74.5747,62074.0
2023-10-16,75.2508,76.1656,75.0718,75.5491,53879.0
2023-10-17,74.8332,77.2047,74.8332,75.927,95182.0
2023-10-18,75.211,75.221,74.2664,74.4454,52808.0
2023-10-19,73.8687,74.8531,73.7195,73.7593,93365.0
2023-10-20,74.1968,74.5995,73.3815,73.4014,63248.0
2023-10-21,74.1968,74.5995,73.3815,73.4014,63248.0
2023-10-22,74.1968,74.5995,73.3815,73.4014,63248.0
2023-10-23,73.282,74.2714,72.9738,73.0036,44173.0
2023-10-24,73.7295,73.7295,72.4346,73.1229,37734.0
2023-10-25,72.6556,73.0931,72.3971,72.7849,40230.0
2023-10-26,72.9837,73.8488,72.6357,73.1329,125348.0
2023-10-27,72.765,74.3857,72.4866,72.8147,76177.0
2023-10-28,72.765,74.3857,72.4866,72.8147,76177.0
2023-10-29,72.765,74.3857,72.4866,72.8147,76177.0
2023-10-30,73.4312,75.0619,73.4212,74.9923,115861.0
2023-10-31,75.6784,77.8162,73.4014,73.7991,175223.0
2023-11-01,77.1201,78.9895,74.2366,78.9597,249408.0
2023-11-02,79.5662,81.4853,79.069,80.3119,107107.0
2023-11-03,82.1614,82.4299,80.66,81.8631,196084.0
2023-11-04,82.1614,82.4299,80.66,81.8631,196084.0
2023-11-05,82.1614,82.4299,80.66,81.8631,196084.0
2023-11-06,81.535,82.1515,81.346,82.1216,164096.0
2023-11-07,81.535,83.0762,81.5151,83.0662,169920.0
2023-11-08,82.8077,83.8617,82.5492,82.7679,119165.0
2023-11-09,83.4143,83.6479,82.6784,82.9767,75175.0
2023-11-10,83.0563,83.7324,82.318,83.2054,117373.0
2023-11-11,83.0563,83.7324,82.318,83.2054,117373.0
2023-11-12,83.0563,83.7324,82.318,83.2054,117373.0
2023-11-13,82.7282,83.5236,82.5492,82.5492,73577.0
2023-11-14,84.5975,84.9405,83.4441,83.9114,309600.0
2023-11-15,83.6827,84.334,83.4043,84.0208,262694.0
2023-11-16,84.1799,86.0393,83.8468,85.9896,159622.0
2023-11-17,86.7353,89.0223,86.7353,87.2325,143464.0
2023-11-18,86.7353,89.0223,86.7353,87.2325,143464.0
2023-11-19,86.7353,89.0223,86.7353,87.2325,143464.0
2023-11-20,86.795,87.3767,85.2981,87.2026,83532.0
2023-11-21,86.7154,87.1579,85.8205,85.9995,318241.0
2023-11-22,86.6558,87.133,86.0144,86.9043,133615.0
2023-11-23,86.6558,87.133,86.0144,86.9043,133615.0
2023-11-24,87.2225,87.8987,87.0535,87.5407,58545.0
2023-11-25,87.2225,87.8987,87.0535,87.5407,58545.0
2023-11-26,87.2225,87.8987,87.0535,87.5407,58545.0
2023-11-27,87.312,88.0777,86.4171,87.3916,85982.0
2023-11-28,87.6501,87.6501,86.0095,86.0194,75240.0
2023-11-29,86.7676,87.0768,84.8722,85.4807,176861.0
2023-11-30,85.9695,86.0991,84.7801,85.4109,77040.0
2023-12-01,85.1915,86.598,85.0119,86.4683,120224.0
2023-12-02,85.1915,86.598,85.0119,86.4683,120224.0
2023-12-03,85.1915,86.598,85.0119,86.4683,120224.0
2023-12-04,86.189,87.3512,86.1491,86.8973,175431.0
2023-12-05,86.8175,86.8274,85.4708,85.8399,102048.0
2023-12-06,86.3985,86.9671,85.0618,85.371,113364.0
2023-12-07,85.4608,86.8474,85.1416,86.7377,125970.0
2023-12-08,86.588,87.017,85.8798,86.7776,168986.0
2023-12-09,86.588,87.017,85.8798,86.7776,168986.0
2023-12-10,86.588,87.017,85.8798,86.7776,168986.0
2023-12-11,86.9272,87.0419,86.5382,86.8474,142274.0
2023-12-12,86.9073,88.0644,86.7127,87.5158,149175.0
2023-12-13,87.1267,88.1193,86.5082,87.7951,230426.0
2023-12-14,89.1917,92.3001,89.1917,90.9972,188335.0
2023-12-15,91.0471,91.3264,89.0819,90.3189,648820.0
2023-12-16,91.0471,91.3264,89.0819,90.3189,648820.0
2023-12-17,91.0471,91.3264,89.0819,90.3189,648820.0
2023-12-18,90.9075,91.2766,90.0097,90.8676,136276.0
2023-12-19,91.3464,92.1444,90.9474,91.7255,107146.0
2023-12-20,92.1145,92.8228,90.4187,90.5583,142534.0
2023-12-21,91.2965,91.6955,90.9673,91.4262,107567.0
2023-12-22,91.9948,92.8527,91.3464,91.915,66463.0
2023-12-23,91.9948,92.8527,91.3464,91.915,66463.0
2023-12-24,91.9948,92.8527,91.3464,91.915,66463.0
2023-12-25,91.9948,92.8527,91.3464,91.915,66463.0
2023-12-26,91.5858,92.8926,91.4461,92.2741,54134.0
2023-12-27,92.6233,93.152,92.1345,92.5335,73564.0
2023-12-28,93.531,93.5477,92.4836,92.5534,76866.0
2023-12-29,92.2741,92.6332,91.9948,92.4637,78897.0
2023-12-30,92.2741,92.6332,91.9948,92.4637,78897.0
2023-12-31,92.2741,92.6332,91.9948,92.4637,78897.0
2024-01-01,92.2741,92.6332,91.9948,92.4637,78897.0
2024-01-02,91.5858,92.5036,91.107,91.2965,97109.0
2024-01-03,91.2666,91.2666,88.2739,88.2939,127176.0
2024-01-04,88.7827,88.7827,87.416,87.5257,80144.0
2024-01-05,86.9472,87.5806,86.5382,86.6778,80414.0
2024-01-06,86.9472,87.5806,86.5382,86.6778,80414.0
2024-01-07,86.9472,87.5806,86.5382,86.6778,80414.0
2024-01-08,86.6778,87.7901,86.4783,87.5956,80250.0
2024-01-09,86.4983,86.8873,85.4309,86.8474,107278.0
2024-01-10,86.8873,87.2963,86.489,87.2165,99818.0
2024-01-11,87.1367,88.8226,86.5431,88.8126,187805.0
2024-01-12,89.6805,90.279,89.1268,90.1693,79983.0
2024-01-13,89.6805,90.279,89.1268,90.1693,79983.0
2024-01-14,89.6805,90.279,89.1268,90.1693,79983.0
2024-01-15,89.6805,90.279,89.1268,90.1693,79983.0
2024-01-16,89.7503,90.9174,88.9622,90.8177,137808.0
2024-01-17,89.8301,90.3688,89.6306,90.1094,73885.0
2024-01-18,90.6082,91.4062,90.4336,90.5683,109891.0
2024-01-19,91.0272,91.3963,89.0819,90.5683,74170.0
2024-01-20,91.0272,91.3963,89.0819,90.5683,74170.0
2024-01-21,91.0272,91.3963,89.0819,90.5683,74170.0
2024-01-22,90.8775,92.1045,90.6132,91.3863,98008.0
2024-01-23,91.5459,91.905,90.4386,90.4885,90489.0
2024-01-24,91.3763,91.3763,89.471,89.6106,68960.0
2024-01-25,90.8077,91.516,90.3937,90.6481,114225.0
2024-01-26,90.7778,92.2242,90.7778,92.0646,96694.0
2024-01-27,90.7778,92.2242,90.7778,92.0646,96694.0
2024-01-28,90.7778,92.2242,90.7778,92.0646,96694.0
2024-01-29,92.0646,95.1371,92.0646,95.1072,164242.0
2024-01-30,94.4787,95.586,94.0647,94.768,84920.0
2024-01-31,94.8977,95.1371,94.1096,94.2892,126565.0
2024-02-01,94.758,96.7532,94.3131,96.7132,80245.0
2024-02-02,95.9252,97.0424,95.7656,97.0125,68599.0
2024-02-03,95.9252,97.0424,95.7656,97.0125,68599.0
2024-02-04,95.9252,97.0424,95.7656,97.0125,68599.0
2024-02-05,96.2145,96.5134,95.4364,95.7855,136248.0
2024-02-06,95.7955,96.409,95.4613,96.1047,63955.0
2024-02-07,96.1047,97.1671,95.6858,96.3242,90750.0
2024-02-08,96.2743,97.7108,95.9352,97.3916,157924.0
2024-02-09,97.5312,97.6909,96.424,97.0823,94137.0
2024-02-10,97.5312,97.6909,96.424,97.0823,94137.0
2024-02-11,97.5312,97.6909,96.424,97.0823,94137.0
2024-02-12,96.7532,99.3568,96.5137,99.0176,211214.0
2024-02-13,97.0524,97.621,95.6159,96.5038,217547.0
2024-02-14,97.5213,99.5962,97.5213,99.4964,127017.0
2024-02-15,99.7558,102.11,99.7558,101.6911,160320.0
2024-02-16,101.1424,102.1001,100.8679,101.1723,140049.0
2024-02-17,101.1424,102.1001,100.8679,101.1723,140049.0
2024-02-18,101.1424,102.1001,100.8679,101.1723,140049.0
2024-02-19,101.1424,102.1001,100.8679,101.1723,140049.0
2024-02-20,100.0251,102.1599,99.9254,101.9305,136953.0
2024-02-21,101.8806,102.2497,101.0576,101.6113,161954.0
2024-02-22,102.7485,102.8133,98.03,101.4217,241372.0
2024-02-23,102.6088,106.3995,102.135,105.9506,155599.0
2024-02-24,102.6088,106.3995,102.135,105.9506,155599.0
2024-02-25,102.6088,106.3995,102.135,105.9506,155599.0
2024-02-26,106.8385,110.1504,104.5042,109.891,267733.0
2024-02-27,109.7314,114.6892,109.6815,114.36,359983.0
2024-02-28,114.55,117.0,113.21,113.47,380693.0
2024-02-29,114.97,114.97,111.24,113.19,241359.0
2024-03-01,112.59,113.055,109.92,110.81,274587.0
2024-03-02,112.59,113.055,109.92,110.81,274587.0
2024-03-03,112.59,113.055,109.92,110.81,274587.0
2024-03-04,110.51,113.3,109.92,110.3,234753.0
2024-03-05,109.69,111.73,108.41,108.7,152108.0
2024-03-06,108.86,110.09,107.66,108.67,210550.0
2024-03-07,109.44,110.88,109.24,110.17,160283.0
2024-03-08,110.93,112.0,109.8333,110.59,116526.0
2024-03-09,110.93,112.0,109.8333,110.59,116526.0
2024-03-10,110.93,112.0,109.8333,110.59,116526.0
2024-03-11,110.15,111.32,109.35,111.08,123842.0
2024-03-12,110.61,111.74,110.12,111.72,90041.0
2024-03-13,111.54,113.24,111.54,112.74,132031.0
2024-03-14,112.0,112.55,110.71,112.07,118464.0
2024-03-15,111.88,114.65,111.87,114.08,244947.0
2024-03-16,111.88,114.65,111.87,114.08,244947.0
2024-03-17,111.88,114.65,111.87,114.08,244947.0
2024-03-18,114.32,115.27,112.74,112.75,157794.0
2024-03-19,113.11,115.33,112.98,115.06,115139.0
2024-03-20,115.55,117.06,113.98,116.55,131414.0
2024-03-21,116.72,122.04,116.58,121.76,222773.0
2024-03-22,122.29,122.29,120.33,121.73,119282.0
2024-03-23,122.29,122.29,120.33,121.73,119282.0
2024-03-24,122.29,122.29,120.33,121.73,119282.0
2024-03-25,122.25,123.215,118.81,119.3,155794.0
2024-03-26,120.54,120.98,119.0,120.73,131667.0
2024-03-27,121.43,122.3137,120.23,121.5,155757.0
2024-03-28,121.5,122.84,120.63,121.61,137392.0
2024-03-29,121.5,122.84,120.63,121.61,137392.0
2024-03-30,121.5,122.84,120.63,121.61,137392.0
2024-03-31,121.5,122.84,120.63,121.61,137392.0
2024-04-01,122.01,123.515,120.78,122.92,159166.0
2024-04-02,121.66,121.6899,119.205,121.06,134579.0
2024-04-03,120.41,123.33,120.24,122.64,90875.0
2024-04-04,123.44,124.11,120.73,121.0,87579.0
2024-04-05,121.87,122.92,120.85,121.8,93030.0
2024-04-06,121.87,122.92,120.85,121.8,93030.0
2024-04-07,121.87,122.92,120.85,121.8,93030.0
2024-04-08,122.14,122.35,120.9407,121.49,126466.0
